-3.20047e-16+0.0144506j 1.39623e-15+0.0410662j -8.00483e-18-0.0280313j 3.01568e-17+0.00172809j 1.28716e-17+0.004719j 7.42496e-18-0.0139738j -1.50208e-17+0.00352988j 7.88356e-18-0.000119992j -1.9172e-17+0.00650691j 1.51437e-16-0.0257139j 1.89364e-16-0.0151003j -3.27915e-16+0.0211546j 1.61297e-17-0.00813478j 2.10327e-17-0.00157929j 6.42307e-16-0.00229497j -7.64023e-15-0.0224048j 1.07035e-16+0.00502555j -9.75116e-17-0.0157198j 1.10061e-16-0.00138915j -1.73603e-16-0.0366749j -1.30359e-16+0.0181577j -6.27071e-17+0.00478105j -1.83588e-15+0.0164183j -2.57069e-16+0.00354619j 6.42302e-17-0.000746648j 2.73271e-17-0.00310861j -7.31789e-17+0.0222723j 1.72001e-15-0.0163244j 8.54474e-14-0.0250997j -1.58404e-16+0.014457j 1.83037e-16-0.02911j 2.02961e-16-0.0113339j 2.67962e-17-0.00453918j 1.07926e-16+0.00950299j 1.02767e-16-0.000485272j 9.68331e-17-0.0209459j 9.25558e-17-0.00703874j -1.18766e-15-0.0101446j 4.35134e-16+0.0212457j -3.59454e-18+0.00145745j -4.93942e-16-0.0142905j -6.65405e-17+0.00618164j -6.13222e-17+0.00384134j -5.07921e-17+0.018812j 3.52948e-17+0.0072912j 3.44668e-17-0.00673243j 1.68927e-17-0.00646817j 1.00504e-17+0.00571245j 1.07857e-18+0.00915902j -1.24345e-17+0.00507336j 1.03839e-18-0.00796048j -5.83315e-19+0.0166828j -1.38335e-16-0.0357157j -5.82941e-17-0.00413466j -4.54721e-15-0.0122763j -9.56122e-16-0.0339159j 
-6.67897e-16+0.0683914j 1.90341e-16+0.0261077j 1.19061e-16-0.000804778j 2.5872e-16-0.0385212j 4.16412e-17-0.00188675j 3.36902e-17-0.00977722j 1.62656e-17+0.00263506j 1.59034e-16-0.0152798j -1.95265e-16+0.0307472j 2.29514e-16-0.00951673j 4.43381e-16-0.0368991j -3.10558e-16+0.000353798j -1.10543e-16+0.0138017j 6.07099e-17+0.00803467j 1.24354e-15-0.017483j -1.37396e-14-0.0426624j 1.57832e-16+0.000139565j -5.35029e-16+0.0181508j -7.97434e-16+0.0389946j 2.14452e-16-0.045606j -1.22404e-16-0.0338597j 2.34278e-16+0.0249588j -6.08642e-16+0.00721227j -5.14739e-16+0.0106709j 7.47768e-17+0.0260582j 3.4166e-17-0.00581199j 1.97167e-16-0.00756045j -1.3492e-15+0.00466828j -6.43966e-14+0.0190564j 5.23227e-16-0.0256314j 2.50094e-16-0.00268083j 5.02222e-17-0.0083654j 6.52458e-16-0.0189261j 4.36231e-16-0.025239j -2.08403e-16+0.0321113j 3.47503e-16-0.0402023j 7.12724e-16-0.0582366j 2.01904e-16-0.00663198j 1.2894e-16-0.00301525j 2.00095e-16+0.00908359j -1.32513e-15-0.0507097j -2.94592e-16+0.00767428j 4.77492e-17-0.00891964j -1.17072e-16+0.0186739j -1.00497e-16-0.0138258j 1.78104e-16-0.0337873j -3.37847e-16+0.0194759j 9.33461e-17-0.0141313j -3.29856e-16+0.0354078j 2.69264e-18-0.00597164j -1.14633e-16+0.018275j -1.0988e-16+0.00886939j 1.31238e-16-0.0178597j -1.86487e-16+0.0104673j 6.23977e-15+0.0422635j 1.96431e-15-0.0645859j 
5.87637e-18+0.0438498j 1.88901e-16+0.004763j -1.74756e-16+0.0153483j 8.56928e-18-0.0248239j 4.57623e-16-0.0104272j 3.02269e-16-0.0335638j -9.44191e-17+0.00834846j 1.52999e-17+0.0045429j 3.44752e-16+0.0256369j -4.08177e-16+0.0206381j -6.19481e-16-0.0017486j 4.56716e-16-0.0161821j -1.44844e-16+0.00850406j -1.03409e-17+0.011194j -7.51161e-17-0.00493263j -3.15581e-15-0.00879101j 3.10434e-16-0.0163902j -1.9341e-16+0.0172868j -1.26981e-16+0.0260316j -2.11651e-16-0.0169709j -7.4229e-18-0.0250033j 1.95302e-16+0.0409477j -1.98734e-16+0.00351664j 1.01917e-15-0.00270531j -1.24717e-16+0.0454607j 9.86568e-17+0.00295521j 9.74974e-17-0.0118689j -1.56949e-15+0.00676943j -6.97206e-14+0.0206207j 2.18251e-16-0.0229818j 3.70588e-17+0.0110134j 3.39169e-16-0.0269225j 3.70558e-16-0.0250957j 9.02357e-17-0.023848j -6.95142e-16+0.0483545j -7.64768e-16-0.0221924j -4.87462e-17-0.0331025j 8.10742e-16+0.00360426j -5.31978e-17-0.00817686j 1.6276e-16-0.00845523j -8.5188e-16-0.017723j -8.00951e-17-0.00451167j -1.75898e-17-0.0121641j 2.84196e-16+0.00782784j 6.57693e-17-0.00232822j -2.75609e-16-0.00112851j 2.15367e-16-0.00731745j 1.85614e-16-0.0143488j 5.54451e-16+0.0101763j 5.33301e-17-0.0125477j -4.75555e-16+0.0448043j 8.16073e-17+0.0115814j -1.16031e-16-0.000293392j -1.68507e-16-0.000767899j 4.67857e-15+0.0288437j 8.10071e-16-0.0366908j 
3.42249e-16+0.0182876j -2.72814e-16+0.00445842j 6.61025e-16-0.00495249j 1.59124e-16-0.0204372j -4.93512e-16+0.00115525j -6.10625e-16+0.00196288j 2.08926e-16-0.00269364j -4.67476e-16+0.00546915j -1.51184e-16+0.00948023j 4.61769e-16+0.00150397j 6.9302e-16-0.0143672j -3.34841e-16-0.000318902j 4.34041e-16+0.00243425j 5.57812e-16-0.0060663j 3.86024e-16-0.00676409j -3.31161e-15-0.0105691j -1.49046e-16-0.000572413j 2.4271e-16+0.0047525j -9.85165e-16+0.0213133j -1.8087e-16-0.00582232j -6.22747e-16-0.00350593j 3.77497e-16+0.00824185j 9.15967e-16-0.00591407j -1.79845e-15+0.0151769j 5.62979e-16+0.00750771j 1.45912e-16-0.00969235j 3.36379e-16-0.0114877j -8.31317e-16+0.00346424j -5.13129e-14+0.0151655j 2.81198e-16-0.0148638j 7.20322e-16-0.00742123j -5.32463e-16-0.00113213j 5.70973e-16-0.0116285j -6.27262e-17-0.010008j 2.82453e-16+0.00900932j 5.21347e-16-0.0112874j -3.05447e-16-0.016814j 4.31132e-16-0.000533684j 2.65628e-16-0.0104238j -2.30718e-16+0.00456904j -3.60609e-16-0.0153514j 1.97103e-16-0.00414732j -4.38663e-16+0.00220984j -1.86094e-16+0.00290823j -6.70073e-17-0.00521791j 2.4431e-16-0.00945211j -2.93413e-16+0.0116199j -6.73036e-16+0.00430015j -4.67468e-16+0.0121937j -2.29231e-16-0.00180007j 7.54983e-16+0.00483243j -2.61615e-16+0.00691566j 2.71091e-16-0.00471675j -2.86015e-16+0.0111155j 3.10131e-15+0.0156616j 5.5348e-16-0.0164158j 
-1.15437e-15+0.00849483j 6.18898e-16+0.0118932j 1.0511e-16-0.000126663j 1.34678e-15-0.000108822j 4.0607e-16+0.00745276j -1.11214e-16-0.00768988j 2.35276e-16+0.00362349j -1.52527e-16+0.0034702j 6.79798e-18+0.0163185j -4.56814e-16-0.00497563j 3.92305e-16-0.00847372j 4.31333e-17-0.000863158j -5.72824e-16-0.00613849j 4.33394e-16+0.00508408j 3.78734e-16-0.00447673j -1.19592e-15-0.00518657j 5.88318e-17-0.00323881j -6.08313e-16+0.00048496j -7.02715e-16+0.0147402j 5.37265e-17-0.0106492j 3.00171e-16-0.00018632j -3.42142e-16+0.00810892j -2.19028e-18+0.00441771j -7.91385e-16+0.010038j -2.43408e-16+0.0104947j 1.10395e-15+0.0111447j 6.5402e-16-0.00133437j -5.59254e-16-0.00496984j -4.63959e-15+0.00118763j 8.86959e-16-0.00391063j 3.56759e-16+0.00083412j 3.31991e-16+4.26502e-05j 5.89565e-16-0.0138071j 7.58856e-16-0.00405083j -2.63219e-16+0.0126698j -2.96146e-16-0.0234234j 1.17075e-15-0.00441346j 4.59208e-16+0.00453714j 5.01457e-16+0.00196696j -5.38121e-17+0.00178238j 3.70352e-16-0.00805062j 1.61981e-16-0.00097951j -1.12885e-16-0.00359101j 3.06769e-16+0.0121826j 4.19309e-16+0.00161753j 3.16273e-16-0.00293035j -9.22352e-16-0.00649794j -6.37413e-17+0.00111049j -1.25996e-16+0.0146029j 1.79151e-16-0.000890059j -6.00951e-16+0.00286112j -2.12157e-16+0.00680596j 6.03033e-17-0.00353386j -9.75891e-16-0.008005j -2.47442e-15-0.00205677j 3.48237e-16-0.0148051j 
2.36767e-15+0.0488429j -1.47739e-15-0.00705506j 1.40092e-16+0.00547007j -3.0189e-15-0.0489632j -8.96278e-16-0.0144615j 4.23965e-17-0.00846286j -5.3163e-16-0.00486575j 5.31794e-16+0.00544893j 7.04117e-17+0.0108344j 1.53012e-15+0.0271749j -5.05429e-16-0.0119568j -2.54873e-16-0.00630842j 1.39491e-15+0.0233453j -7.65154e-16-0.00721685j -2.37073e-16-0.0121211j -6.56977e-15-0.0180453j -8.4708e-17-0.00629983j 1.22426e-15+0.0235695j 5.95593e-16+0.0244019j 1.05962e-16-0.00810023j -7.77447e-16-0.0214155j 1.32044e-15+0.0288685j 4.61925e-16-0.0142356j 3.60776e-16+0.00880808j 1.05562e-15+0.0228962j -2.41014e-15-0.0282091j -1.43534e-15-0.0257272j -1.48162e-15+0.0184141j -1.31107e-13+0.0393934j -1.64714e-15-0.0371625j -2.62992e-16-0.00299715j -9.67614e-16-0.0239106j -2.81212e-16-0.0206368j -1.55691e-15-0.0304568j 3.46489e-16+0.0225919j 8.2257e-16+0.000535048j -2.53595e-15-0.049904j 7.97896e-16-0.00220811j -1.47548e-15-0.0211792j 9.89033e-17-0.00149492j -2.10873e-15-0.0259576j -6.32499e-16-0.00765697j -6.95175e-18-0.00582436j -8.20127e-16-0.00878441j -8.98489e-16-0.0109071j -3.72617e-16-0.00906884j 1.99352e-15+0.02914j 1.19159e-16-0.00517604j 1.84722e-16+0.00965857j -6.07947e-16-0.012409j 1.67871e-15+0.0359177j 4.87189e-16+0.0101302j 2.05232e-16+0.000415538j 1.95758e-15+0.0264736j 1.26629e-14+0.0493662j 9.80701e-16-0.0320237j 
7.35094e-16+0.00726795j 2.87095e-16+0.00674977j 7.25015e-17-0.0141393j -5.57038e-16-0.0138996j -1.32286e-16-0.00190154j 3.5625e-18+0.0131991j -2.12129e-17+0.000615931j -2.23183e-16+0.000919695j 1.59244e-16-0.00206441j 1.44606e-16-0.0346678j -2.54969e-16-0.00765997j 2.90714e-17-0.00736555j 2.99641e-16-0.0159422j 8.51676e-17-2.85845e-06j -2.07657e-17-0.00116631j -2.30067e-15-0.00553682j -1.28589e-17+0.00117494j 1.33099e-16+0.00628337j 1.40733e-17+0.0240756j -4.2362e-16-0.015342j -1.96921e-16+0.0128426j 6.4386e-17-0.0333998j -1.23447e-16+0.000648352j -3.52317e-16+0.00921833j 4.38648e-16+0.0161593j -3.41408e-16-0.0165202j -1.79291e-16-0.00239322j -8.34861e-17-0.00193847j -1.05267e-14+0.00326947j -2.51088e-16-0.00491273j 2.23322e-17-0.0225575j -2.43861e-16+0.0383222j -2.66225e-16+0.00361059j -3.2906e-16+0.00644478j 1.55121e-16-0.000948267j -1.72909e-16+0.00539051j -8.6269e-16-0.00542068j 1.72321e-15+0.021855j -7.93659e-16-0.00787751j 4.13735e-16+0.0161007j -1.26993e-15-0.0195004j 4.22409e-17+0.00731978j -2.29638e-16+0.0170042j -2.96453e-17+0.018929j -5.11642e-16-0.0267385j -4.83078e-16-0.0149814j 4.39399e-16-0.00261411j -1.61239e-16+0.0150887j 2.86639e-16+0.00744381j -8.43007e-17+0.0116577j 2.3889e-16-0.0162399j 3.59741e-17+0.000290511j -9.66868e-17-0.00964585j 2.62697e-16+0.0177672j 2.05136e-15+0.00722132j -2.94088e-16-0.00531345j 
-6.09696e-16-0.035032j -1.30963e-15-0.0255038j -3.94556e-16-0.00620577j -2.66306e-16+0.00242963j -3.75945e-16-0.0076369j 1.40452e-16+0.0148935j -3.37294e-16-0.00887775j 6.09751e-16+0.0146103j -8.90806e-16-0.0302811j 8.76344e-16+0.0141702j 3.83129e-16+0.0220181j 2.5868e-16+0.00202406j 2.47276e-16+0.000950358j -1.0017e-15-0.0175042j -1.84275e-16+0.00845894j 8.30657e-15+0.0231746j -9.33163e-17+0.00219009j -2.99984e-16-0.0051469j -2.69739e-16-0.0236411j 1.4071e-15+0.0338392j 7.43743e-16+0.0249212j 1.92037e-16-0.0191672j 1.03313e-15-0.0165689j 1.75546e-17-0.00276224j -6.14112e-16-0.020018j -9.82559e-16-0.0229659j -2.30319e-16-0.00565867j 4.51406e-17+0.00634805j -1.02425e-14+0.00294593j 1.581e-16+0.0041207j -3.91631e-16-0.0110946j -7.07824e-16+0.00216762j 1.43193e-16+0.0129468j -3.52341e-17+0.0100437j -3.05566e-16-0.029157j 1.07044e-15+0.0459327j 5.63185e-16+0.0227382j -5.60423e-16+0.00298923j -6.13902e-16-0.00955471j -4.82541e-16-0.00401503j 1.77969e-15+0.0267797j -4.06682e-16-0.00852997j 4.9746e-16+0.0115312j -1.03086e-15-0.022841j 4.98619e-16+0.000937335j 5.7477e-16+0.0196452j 3.68165e-16+0.00765193j 3.13619e-16+0.0152946j -1.06206e-15-0.0280917j -4.19289e-17+0.00265216j 1.55429e-16-0.00755042j 1.10604e-16-0.00340565j 2.52863e-17+0.00994599j 6.83282e-16+0.0154322j 2.22675e-17-0.0084872j 9.48121e-16+0.0414073j 
3.81048e-16-0.0131555j 7.27972e-16+0.000672954j 7.06651e-17+0.00353116j 3.02671e-16+0.0176191j 3.90089e-16+0.00707612j 7.08979e-17+0.0107064j 2.14327e-16+0.00214972j -4.32797e-16-0.00977849j 6.16232e-16-0.00117879j -8.33687e-16-0.0202121j -4.87197e-16+0.00229667j 8.53423e-18+0.00013578j -3.08586e-16-0.00811566j 5.42994e-16+0.0109496j -2.92481e-16-0.00125245j 4.3891e-16+0.00254247j 1.51839e-17+0.00417303j 1.84623e-16+0.00314449j 5.6655e-16-0.00748411j -8.92644e-16-0.00509573j -1.50413e-16+0.00566293j -4.92732e-16-0.0270015j -2.49114e-16+0.00624984j 2.88501e-16-0.0026926j 1.16657e-16-0.00771413j 7.74272e-16+0.0128081j 1.47334e-16+0.007146j 3.6004e-16-0.00498761j 3.25664e-14-0.00965588j -8.25916e-17+0.00811869j -4.39106e-18+0.00513156j 5.31455e-16+0.024824j -3.98161e-16+0.00632938j -1.09091e-17+0.00810289j 3.73882e-16-0.0152405j -9.07533e-16+0.000306096j -3.00533e-16+0.0085365j 1.02172e-15+0.0145067j 2.28336e-18+0.0100384j 4.23441e-16+0.00719854j -6.58904e-16+0.000663664j 4.01309e-16+0.00940245j -2.52872e-16-0.0018934j 7.45189e-16+0.00974854j -3.25089e-16-0.0068253j -5.27679e-16-0.00173785j -2.12165e-16-0.00595636j -1.08235e-16+0.00162827j 8.41989e-16+0.00612644j 1.44896e-16+0.00621759j -4.07937e-16-0.0184921j -4.90662e-17-0.00832531j -1.0164e-16+0.00610763j -4.38497e-16-0.00989819j -2.54602e-15-0.0126182j -1.16404e-15+0.0100806j 
4.0741e-16-0.0182463j -6.75616e-16-0.0239022j 3.14547e-16+0.00862461j 4.99144e-17+0.000675493j 1.48914e-16-0.00377565j -1.52253e-16+0.00786315j 1.05807e-16-0.00536492j -6.56082e-17+0.00877747j 4.44002e-16-0.0128763j -1.71801e-16+0.0176337j -1.37724e-16+0.0183526j -1.18596e-17-0.00168752j -4.57761e-17+0.00647085j 3.14548e-16-0.00316528j -6.28312e-16-0.00150708j 5.55622e-15+0.0161807j -1.92485e-16-0.00143817j 5.6523e-16+0.0112684j 3.11746e-16-0.018026j -1.17597e-16+0.0212739j 1.09634e-16+0.013279j -1.31089e-16-0.0137119j 1.46303e-15-0.0134196j 1.51606e-16-0.00061559j 2.82426e-16-0.00985404j 3.76633e-16-0.0091078j -9.71511e-17-0.0115741j -9.48372e-16+0.00859155j -4.61467e-14+0.0136272j -1.18134e-16-0.00856301j 2.72299e-16+0.00398397j 1.44019e-16+0.000846652j -2.44715e-16-0.00307814j -3.86177e-16-0.00369696j 3.39139e-16-0.0208998j -4.49223e-16+0.02937j -3.57323e-16+0.00297451j 1.49959e-15+0.0152034j -3.20421e-16-0.00520649j -4.10333e-17-0.00311857j 2.65128e-16+0.0157132j 1.89956e-16-0.00533152j -2.72858e-16-0.00396362j 3.07492e-16-0.0147359j -7.65377e-17-0.00208396j 5.01378e-17+0.0183255j -7.17207e-17+0.0102038j -5.38494e-17+0.00769568j 4.56507e-16-0.0100909j -5.51013e-17-0.00305486j 1.59219e-16+0.00404215j 5.32651e-17-0.00244932j 3.11834e-16+0.0193772j -2.42325e-16+0.00541766j 1.692e-15+0.0012827j 8.07178e-17+0.0262964j 
1.98917e-16-0.0120104j -4.38598e-16-0.0165487j -9.52549e-17+0.00486062j -4.44846e-17-0.00343429j -1.40725e-16+0.0069992j -5.58649e-17+0.0248406j 3.83799e-17-0.00605283j -9.29441e-17+0.00192003j -1.3782e-16-0.00207485j -6.44474e-17-0.00368096j 2.24156e-17-0.00363345j 4.99032e-17-0.00471212j 7.83878e-18-0.00215603j -3.48923e-17-0.00292265j -7.34701e-17-0.00580352j 2.18331e-15+0.00598355j -7.08991e-17+0.00379875j -1.62467e-16+0.00975801j -1.77553e-16+0.00898357j 2.56793e-18+0.014706j 1.26899e-16+0.00411906j -5.49743e-17-0.0242544j 1.36502e-15-0.0125381j -1.04971e-15+0.0152414j 4.96726e-17-0.0104814j -8.31938e-17-0.00266949j 1.63762e-16-0.015768j -1.15257e-15+0.00597637j -5.65596e-14+0.0166676j 2.71595e-16-0.0114582j -2.34214e-16+0.00395657j -2.68635e-16+0.027239j 2.92347e-16-0.00142677j 1.02922e-16-0.00282185j 2.69061e-16-0.0167812j 1.82168e-16+0.00706183j -8.55468e-18+0.00201043j 1.17555e-15+0.0155209j -5.12845e-16-0.012195j 1.52176e-16+0.0106209j -1.23357e-16-0.0014105j 9.81985e-17-0.00149725j 8.69479e-17+0.00279315j -3.84485e-17-0.00235941j -1.29308e-16-0.0119942j -1.26506e-16-0.00372584j -6.76695e-17+0.0136151j -6.53638e-17+0.0102122j -1.80399e-16+0.00882009j 3.96713e-17+0.00317798j -5.76919e-18-0.01553j -2.47619e-17-0.00732372j -9.76649e-17+0.0167566j 1.21082e-16+0.00773922j 1.86757e-15+0.00397606j 3.2344e-16+0.0183688j 
3.83422e-16+0.00492475j 2.29608e-16-0.000844557j -1.15254e-16-5.93361e-06j -1.1478e-16-0.00242002j -2.60162e-16-0.00829647j -6.92458e-16-0.00961289j 8.30376e-17-0.000739344j 1.24675e-16-0.000809069j 6.86649e-18-0.00703299j 2.37632e-16+0.0129971j 2.15372e-16+0.00766334j 1.42775e-16+0.00565287j 1.99695e-16+0.0106518j 9.71422e-18-0.00182458j 9.45982e-17+0.0013191j -7.15793e-16-0.00161754j -1.00955e-16-0.000455855j 1.136e-16+0.000382601j -2.56286e-16-0.0170602j -3.69313e-16-0.00134658j 7.19903e-17-0.000598452j 5.96258e-16+0.0108843j 1.58516e-16+0.00040125j 2.81037e-16-0.0114008j 2.46905e-16-0.0029214j -2.41438e-16-0.00782126j 2.70281e-16+0.00441064j 1.09881e-16+0.00271637j 7.70341e-15-0.00239282j 6.97948e-17+0.00152659j -1.33223e-16-0.00152278j -6.93685e-16-0.0211558j -1.96259e-16+0.00173765j -1.71038e-16-0.00232867j 2.32456e-16-0.00262871j 7.31146e-17+0.0121136j -2.7578e-16-0.00699572j -8.53999e-16-0.00815589j 6.00076e-16+0.00539714j -4.60845e-16-0.00811114j 2.19448e-16+0.00480283j -1.80004e-17-0.000574532j -1.24679e-16-0.00466728j -5.66072e-18-0.0093108j 3.18948e-16+0.00650961j 3.71074e-16+0.00768213j -1.5172e-16+0.00440771j -1.1399e-16-0.00537741j -2.28618e-16-0.0104088j -1.49988e-16-0.00457336j 6.11517e-16+0.01237j 3.27219e-16+0.00266022j -3.50848e-16-0.00324182j -5.65207e-17+0.00174052j 8.87201e-16+0.00419515j -2.85189e-16-0.0031226j 
6.60302e-17+0.00172936j -1.52242e-16-0.00287413j 2.49092e-16+0.00428296j 1.38921e-16-0.000114515j 1.48681e-16+0.000236093j 7.65765e-17-0.000318602j 5.25088e-17-0.000541072j -1.50533e-16-0.00258453j 2.31342e-16+0.00162448j -1.37801e-16+0.00829105j -7.54541e-17-0.0027345j -8.86867e-17-0.000944035j -1.48124e-17+0.00446312j 2.575e-16-0.001473j -1.43402e-16+0.00107274j -2.14586e-16-0.000432092j 1.20839e-17+0.000270461j 2.03287e-16-0.00262854j 8.19852e-17+0.00116567j -1.12073e-16+0.00548227j -2.40067e-16-0.0108607j -9.75656e-17+0.0111859j 1.9665e-16-0.000953821j 1.02088e-16-0.00126342j -2.91346e-17-0.00273618j 3.42938e-16+0.00384507j -5.20202e-17-0.00137431j -7.97688e-17+0.00194145j -4.40117e-15+0.00129708j -1.25493e-16+0.000142429j 2.81521e-16+0.00777881j 2.73601e-16-0.00718754j -1.74107e-16+0.00214802j -8.65284e-17-0.00240841j -6.38257e-17+0.00536521j -2.53354e-16-0.00470745j -7.91753e-17+0.000915515j -3.5419e-16-0.010155j 3.37386e-16-0.00265965j 7.47662e-17-0.00246564j -2.05099e-17+0.00165647j 7.92391e-17-0.00195443j -1.5726e-16-0.0018974j 1.93638e-16-0.00541245j -5.95014e-17+0.0050975j -5.39289e-17-0.00240977j -3.25568e-17+0.00199411j -8.66501e-17-0.00619451j 2.98026e-16-0.000969523j -1.76086e-17-0.00258279j -6.10681e-17+0.00294903j -1.06103e-16-0.00262763j 2.36153e-16+0.00228932j -2.17135e-16-0.00184833j 5.14708e-16+0.0022238j 7.71124e-17-0.000110605j 
-3.35428e-16+0.00212173j 4.55063e-16+0.0175229j 7.71374e-17-0.00662766j 1.02974e-16+0.00952102j -6.93346e-17+0.00877208j -8.90588e-17-0.00210569j 4.52424e-17+0.00142526j 1.43262e-16-0.00647148j -7.56386e-17+0.00750377j 1.63747e-16-0.00762302j 3.52354e-16-0.0133637j -3.44344e-16+0.0101967j -8.56342e-17-0.00178925j 5.60355e-17+6.15833e-05j 3.57028e-16-0.000342034j -3.37543e-15-0.0105281j -6.26006e-17+0.00505604j -4.68064e-17-0.013305j 5.98923e-17+0.000304423j 6.50414e-17-0.00987283j -7.11944e-17-0.00496101j -3.97273e-17+0.0110017j -9.72964e-16+0.00873386j -3.36067e-16+0.00253185j 6.84794e-17-0.0101609j 1.11337e-16+0.0126099j -9.65969e-17+0.0112007j 1.04237e-15-0.00838271j 5.00972e-14-0.0147347j -1.8165e-16+0.0112769j 2.49277e-17+0.000353506j 8.72755e-17-0.00703295j -1.10576e-16+0.00199568j 1.51451e-16+0.00458196j 1.43809e-16+0.00216319j 2.9231e-16-0.0226588j 2.72715e-16+0.00435493j -1.22795e-15-0.0169247j 4.56877e-16+0.0100566j -6.66134e-17+6.42069e-05j 1.18594e-16-0.00332121j -9.81422e-17+0.00229349j 3.63065e-17-0.00171447j -1.5265e-17+0.00512397j 3.98264e-17+0.0114581j 2.28116e-16-0.00812122j -2.19102e-16-0.00274231j 4.65378e-17-0.00510233j -1.72594e-16+0.00775642j -1.74146e-17+0.00104344j 1.21979e-16-0.00907195j -1.39821e-17+0.00161124j 7.41494e-17-0.0117779j -4.82557e-17-0.010943j -3.18675e-15-0.0106729j -4.20111e-16-0.0125364j 
4.87778e-17+0.000529786j -3.61337e-17-0.00255657j 4.58424e-16-0.0264246j 2.28232e-16-0.0198234j 7.07228e-16-0.0352114j 2.86556e-16-0.0161472j -6.18428e-17+0.000450755j -7.82098e-17+0.0118499j 8.04182e-16-0.0389273j -9.9222e-17-0.0014508j -5.59317e-16+0.0256839j 2.87357e-16-0.00543664j 3.70005e-17-0.00347095j 3.22613e-16-0.0194611j -7.28755e-16+0.0237517j 2.68006e-15+0.0102861j 7.74043e-17-0.00575085j 6.11147e-16-0.0148244j 4.16714e-16-0.0125697j -6.56747e-17+0.00324213j 8.32129e-17+0.0179037j -2.19635e-16-0.000910914j -9.58948e-17+0.000122636j 2.53295e-15-0.0297877j -9.16018e-17+0.0221031j 4.81039e-16-0.0505883j -4.19209e-16+0.0143186j 9.52239e-16+0.00291022j 5.12488e-14-0.0151923j -4.6669e-16+0.0152611j 1.00776e-15-0.0402934j 7.11557e-16-0.0146859j -1.56435e-15+0.0294906j -7.81002e-16+0.0187895j -8.36508e-16+0.00930968j -1.41042e-15+0.0561736j -5.44303e-16+0.0105072j -2.01535e-16-0.0121418j 5.07537e-16-0.0089191j 1.41425e-16-0.0103181j 1.86475e-16+0.0110482j -4.36102e-17-0.00144994j -6.06074e-16+0.0301148j 3.04585e-16-0.0120267j 4.80164e-18-0.00887165j -9.25345e-17+0.00875472j 4.07138e-16-0.0147862j 6.81159e-17+0.00689382j 1.15202e-15-0.0514518j -8.17371e-17+0.00661317j -2.23212e-16+0.0148338j 5.53755e-17+0.00540465j 5.00395e-16-0.027974j -5.95094e-16+0.0342305j 1.99233e-15+0.00718817j 2.37868e-16+0.00797354j 
-1.25969e-16-0.0119025j -7.53974e-17+0.00549868j 1.35499e-16-0.0145918j -3.55661e-17+0.00082541j -2.58926e-16+0.00859419j 2.06688e-16+0.0117779j -5.02152e-17-0.00834664j -2.58225e-16+0.00916817j -3.72263e-16-0.00631057j 1.26532e-16-0.00117786j 2.62603e-16-0.00290879j -4.34471e-16+0.0219673j 1.75628e-16+0.00347049j -9.17033e-17-0.00962218j 3.45698e-16-0.0101334j -1.25627e-15-0.00487716j 4.15987e-17+0.00852051j 8.98574e-17+0.000141416j 4.11289e-17-0.0182013j 3.21179e-16-0.00180539j -2.27807e-16+0.0303282j -3.00738e-16-0.0161368j 5.83584e-16-0.00776287j -1.39644e-15+0.0156811j -1.12727e-16-0.0280164j -1.19947e-16-0.0114817j 8.99595e-18-0.00125356j 1.06984e-16-0.00258313j -4.21894e-15+0.00131798j 1.65922e-16-0.00270935j 2.36454e-16-0.0179125j 1.94482e-16-0.00255096j 8.51683e-16-0.0107727j 7.42924e-17+0.000455094j 4.55199e-16-0.0365373j 6.58958e-16+0.00893715j 1.90848e-16-0.00466193j -9.74562e-17+0.00664376j -2.59434e-16+0.00904971j -5.4971e-17+0.00306713j 1.03567e-16+0.00256187j 1.63222e-16-0.00270606j 1.32723e-16-0.0030183j -3.27033e-16-0.00387118j -7.24837e-17+0.00486547j -5.45332e-17+0.00982886j 8.2031e-17+0.0206745j -1.88571e-16+0.0174171j -3.89903e-16+0.00710253j 3.37953e-17+0.000865016j -4.91166e-17-0.0133899j -3.11311e-16+0.00975822j 1.18603e-16-0.00344695j 2.2786e-16+0.00389456j -1.5039e-15-0.00811758j -3.13924e-17+0.00376503j 
