3.00183e-17-0.0382433j 1.33289e-17+0.0738574j 1.16027e-17-0.0311427j -1.26802e-17-0.0113399j -2.00496e-16+0.0158113j -1.74169e-17-0.0397914j 2.26869e-17+0.00197384j -1.0398e-17-0.00696056j 4.13144e-17+0.00683552j 1.74801e-16-0.0180212j 1.69449e-17-0.0070919j 7.74642e-17-0.0461815j -1.06155e-16-0.00596157j 5.38833e-17-0.026882j 2.38164e-17+0.00726753j 2.18532e-17+0.0106297j 2.83119e-17-0.011211j -3.66069e-17+0.00674409j -9.07918e-17+0.00600716j 5.16522e-17-0.00193856j 4.37486e-17+0.0437001j -1.61627e-16-0.020141j 8.78183e-16-0.0190876j -9.22374e-17-0.00412593j -1.34206e-17+0.00163865j 1.88563e-16+0.0315528j 4.11146e-16-0.00479285j -5.01366e-16+0.00760242j 1.05306e-15+0.013575j -8.29958e-16-0.0111976j -6.33793e-15-0.0169946j -3.30578e-16-0.00480525j 8.21699e-20+0.0203296j -1.0547e-16-0.0192025j -8.74649e-16-0.0140155j -2.21839e-16+0.0210742j -1.28297e-16+0.0259571j 7.38138e-16-0.0321355j -4.93196e-16-0.0147445j -3.48351e-15-0.0171489j -2.84009e-15+0.00434019j 3.0343e-14-0.0198894j 3.64071e-17+0.000349419j -2.15698e-17-0.0190636j 1.72194e-16-0.00427024j 9.89694e-18+0.0187815j 4.16329e-16+0.0309852j 9.92196e-17+0.00689683j 7.19715e-17+0.00679251j 7.51889e-17+0.00823249j 1.19428e-16+0.0224637j 1.73741e-16+0.0223056j 1.18921e-15+0.011856j -3.52714e-17-0.0127813j 4.96341e-17+0.00206184j -1.26769e-16-0.00896559j -1.63057e-16-0.010469j 4.85142e-17-0.0505464j -1.04022e-16-0.042955j -1.98218e-16+0.00163071j -2.07201e-16-0.0295961j -5.9802e-17+0.00851608j -1.80661e-17-0.0106323j 2.14931e-18+0.0101428j -6.50688e-18+0.0059933j 2.67639e-18+0.0125178j 2.05436e-18-0.00628366j -8.07419e-17-0.0229317j -2.27095e-17+0.0528381j -4.07095e-17+0.0206169j 4.31783e-17-0.0291103j -7.69358e-17-0.068982j 
-8.14216e-17-0.00929603j 1.64592e-17+0.0118323j -1.72682e-18+0.00752114j -7.07609e-17+0.0102805j -5.44364e-17+0.00458146j 9.502e-17-0.0308164j 5.98344e-17-0.0172481j 3.84401e-18+0.00847266j 6.33984e-17-0.0172973j -1.16945e-16+0.00526231j 2.98193e-17-0.000490173j -1.09148e-16+0.0120665j 4.15002e-17-0.00472071j -1.11643e-16+0.0141826j 4.06008e-17+0.00487175j 7.60519e-17-0.00933231j -2.22585e-17-0.019983j -9.55605e-17+0.0100869j -7.94212e-18+0.00114339j -7.16687e-17-0.00560164j 3.13964e-17+0.0107081j 1.80287e-17-0.00759181j 2.65279e-16-0.00561693j -1.04499e-16-0.0049127j 1.01303e-16+0.0100954j -2.06978e-16+0.00261481j -3.89501e-16-0.016802j 3.72447e-16+0.0186188j -2.68507e-16+0.00623114j -7.31814e-17-0.00406996j -5.32539e-18+0.000755108j 1.34449e-16-0.0059648j -5.756e-17-0.00196718j -4.72002e-17+0.00559925j -2.63182e-16-0.00791668j -7.87012e-17+0.00828434j -1.08801e-16+0.0205613j -2.83862e-16+0.0172317j 2.02723e-16-0.000258958j -3.34112e-15-0.0119374j -2.66326e-15-0.000435558j -4.45384e-15+0.0029859j 2.43603e-16+0.00585489j -1.04565e-16-0.0109196j 1.08248e-16+0.00870615j -3.21237e-17+0.00153669j 1.16351e-16+0.00792822j 1.65692e-17+0.00494035j 6.76401e-17-0.00275402j 1.44163e-16+0.00208735j 1.16516e-16+0.0344604j 1.23074e-16+0.0141813j 1.00874e-15+0.010348j -8.01589e-17+0.00277683j 7.7006e-17-0.00514862j -1.5663e-16-0.0201063j 3.98285e-17+0.00584699j -6.48533e-17-0.0026033j -6.4018e-18-0.0093003j -3.64636e-17+0.00141908j 2.53534e-17+0.0148912j -4.18284e-17+0.00989778j -1.6184e-16+0.0227906j 5.01151e-17-0.0174786j -3.74841e-17-0.00712129j -4.4809e-17+0.0212692j 6.27089e-17-0.0265792j 1.35112e-18-0.0043558j 3.46645e-18-0.0024647j -7.42657e-17+0.0184925j -6.73566e-17-0.00360215j -4.45872e-17-0.0149783j 
-8.02215e-17+0.00265573j -6.09552e-18-0.0142124j 1.06498e-17+0.0157238j -4.04288e-17+0.0125604j 7.2775e-17-0.00390331j -8.83745e-18+0.0110726j -1.67051e-17-0.00538404j -3.37162e-18+0.0291951j -7.07146e-18-0.00778423j 6.46928e-17-0.00785242j 1.3754e-17-0.00480718j 4.54317e-17+0.00174573j -1.63828e-17+0.00251722j 3.03272e-17+0.00666114j 4.85027e-18+0.00929554j -6.66339e-18+0.0112275j -1.70918e-17-0.00469139j 2.35878e-17+0.00125283j 1.40207e-17+0.00401882j -2.19282e-17-0.0242852j -3.64688e-17-0.00731228j 9.53696e-17+0.000296936j 5.92136e-17-0.00381618j 6.04497e-18-0.0108002j -2.29011e-17+0.00802288j -1.57201e-16-0.0141362j -6.0042e-16-0.00743246j 4.18808e-16-0.00382817j -9.85487e-16-0.00913525j 7.18556e-16+0.0138324j 9.55702e-16+0.00141098j -2.01389e-16+0.0157133j -4.68051e-17-0.00638384j -3.14069e-17+0.00948408j 6.85407e-16+0.00665836j 1.28083e-16+0.013732j -1.30536e-16-0.00346129j -7.43271e-18+0.00711075j 4.56547e-16+0.0240613j -3.12102e-15-0.0111525j -2.30823e-15+0.000152876j -8.51614e-15+0.00563856j -6.16963e-17-0.000206754j -2.13826e-17+0.00428479j 3.89061e-17+0.0177915j -1.29514e-16-0.0271171j 3.21163e-18-0.00460732j 3.47486e-17+0.00242276j -1.27584e-17-0.0180852j 3.87004e-17-0.00223721j 4.59586e-18-0.0042269j 5.7147e-17+0.00423091j 1.56059e-15+0.0158322j -1.87774e-17-0.000642442j -3.07996e-18+0.0052539j -6.96706e-17-0.00599104j 1.24107e-18+0.00198274j -1.94045e-18-0.00374544j 6.51238e-18+0.0104928j -2.38293e-17-0.00669089j -1.14622e-16-0.00752795j -4.8705e-17-0.0232504j 2.385e-19-0.00182098j 3.36941e-20-0.0205766j 1.17387e-17-0.0155257j 4.90744e-18+0.00289774j -4.68744e-17+0.00245649j 4.94511e-17+0.0169451j 1.28376e-17-0.0180349j -2.16466e-17+0.0051407j -5.03536e-17+0.00305118j -5.15963e-18+0.0108425j 
-1.03547e-17+0.0220545j 1.14482e-16-0.0131568j 2.90017e-17-0.00498316j -6.11049e-17+0.0172827j 1.74884e-16-0.00975304j -7.52239e-17+0.0106939j -4.95477e-17+0.00849282j -4.41011e-17+0.00611632j 2.33674e-17-0.000652667j 2.74423e-17-0.00285732j 4.66172e-17-0.00119591j 3.66941e-17-0.0041985j 3.90553e-17-0.00341417j 1.14099e-17+0.00451054j 3.53976e-17-0.0106761j -1.48556e-17+0.00295609j 2.2174e-17-0.00448834j 5.8655e-17+0.00170305j -3.60994e-18-0.0115686j -1.35189e-17-0.0156226j 1.15004e-16-0.00973278j 1.06509e-18+0.000932887j -2.78937e-16+0.00718262j 1.35788e-16-0.00401442j -1.85348e-17-0.00103823j 1.45446e-16+0.000162301j 1.48798e-16+0.00816425j -2.74469e-16-0.0123809j 1.81969e-17-0.00243495j 2.72826e-16+0.00824056j 4.19204e-15+0.0116715j 2.32652e-16-0.00116336j -1.07303e-17+0.00165564j 1.0552e-17+0.00679j 7.31265e-16+0.0116692j 7.53661e-17+0.0086363j -6.83028e-17-0.0047097j -1.24287e-16+0.00958034j 2.18925e-16+0.0118743j 1.1715e-15+0.00707683j 9.06088e-16-0.00293671j 1.81021e-15-0.00123027j 2.41108e-16+0.0101382j -1.03241e-16+0.00692346j -1.42084e-17-0.00542615j 2.43596e-17-0.0129734j 1.47301e-17-0.00175498j -1.42415e-16-0.0114012j -7.89776e-17-0.0240707j 4.2733e-17-0.00147085j -1.57014e-17-0.0108833j -4.89108e-17+0.00306902j -1.64532e-16-0.0017148j 3.4133e-17+0.00390726j -4.72535e-19-0.00214021j 3.41158e-17+0.00959472j 3.89146e-17+0.00598855j 1.06053e-17-0.00188793j 5.98856e-17+0.0135431j 1.40182e-16+0.0114114j -1.71957e-18-5.10513e-06j 2.57725e-17+0.00154211j 1.21022e-17+0.00238263j 3.29903e-18-0.000909462j 5.54606e-17-0.00984257j 1.56603e-17+0.000689342j -1.04199e-16+0.0179626j -5.10383e-18+0.00986887j 2.65409e-17-0.00860301j -3.70975e-17+0.00932515j -9.54986e-17+0.022066j -6.62495e-17+0.0151834j 
-2.67156e-17-0.00133166j -7.87352e-18+0.0003537j 2.84334e-17-0.0124397j -1.22594e-17-0.020508j -1.44861e-16+0.010378j -1.12527e-17+0.00985311j -8.00661e-18+0.0126009j 1.61422e-17-0.010333j -2.79534e-17+0.00478728j 1.27393e-17+0.00175643j 9.97165e-17-0.0210635j -4.10777e-18+0.0106206j -7.50321e-17+0.00825257j -1.10068e-17-0.00597263j -1.0659e-17-0.00823252j -1.83649e-18-0.00026011j 1.98731e-17+0.0111446j 2.01576e-17-0.0137095j 1.26456e-16-0.00169605j 1.55689e-17+0.0164209j 1.21873e-16-0.0177021j 4.7856e-17-0.0125993j -1.84112e-16+0.00671464j 1.3062e-16-0.00831627j -6.56847e-17-0.01358j 2.36108e-17+0.0043594j -5.08401e-17+0.00107742j -2.55387e-16-0.00147457j 9.50772e-17+0.00392707j -3.82238e-17+0.0100998j -4.77455e-15-0.0141876j -2.55667e-16+0.00364541j 8.90579e-17+0.00779094j -7.3848e-17-0.0165299j -5.34347e-16-0.00762183j 4.58786e-17+0.00204922j 2.12426e-17-0.0154597j 6.30914e-16-0.0274885j -1.84597e-16+0.00311673j -1.35548e-15-0.00728516j -1.00816e-15+0.00250325j 5.41943e-15-0.00354554j -4.21297e-16-0.0115942j 2.39622e-16+0.00926447j -1.10519e-17-0.00290311j 2.39499e-16+0.0351958j -1.58892e-16-0.00443267j 1.00661e-16+0.014632j 9.99799e-17+0.0152252j -4.35894e-17-0.0131215j -5.93136e-18-0.017312j -8.19173e-17-0.00261103j -1.28773e-15-0.0130423j -5.91088e-19-0.0143715j 1.70311e-17-0.00114995j 6.24457e-17+0.0127734j -2.07151e-16-0.016569j -1.26684e-17+0.00534795j -5.59626e-17+0.00248245j -1.05119e-16-0.0192962j 6.40702e-17+0.00733629j 1.32427e-17-0.0056349j -4.01908e-17+0.0034684j -6.37941e-18+0.00939496j -1.13729e-17+0.0211104j 5.08819e-18-0.015982j -2.62814e-17+0.00551798j -3.73196e-17-0.00596489j -1.11908e-17+0.0190782j 1.81429e-18-0.0185931j -3.57371e-17-0.00519707j -2.10206e-18+0.00178435j 
7.95345e-17+0.0238362j 6.85177e-17-0.0121002j 1.69469e-17-0.00241006j -5.24768e-18+0.0251681j 7.78078e-17-0.00679203j 2.69403e-17+0.000192869j 8.05107e-18-0.00104162j -1.55623e-18+0.0129212j 4.08173e-17-0.00498535j -5.3313e-17+0.0020006j 8.15275e-17-0.00520708j -2.91555e-17-0.00041991j -1.14687e-16+0.0150434j -3.43794e-20+0.0113754j 1.0289e-17-0.00376113j 4.38719e-17+0.00114711j -5.08153e-18+0.00436436j 4.51531e-17+0.0136498j -1.81436e-18-0.0100764j -7.4671e-17-0.00611002j 4.39574e-17-0.0131344j 1.71605e-16+0.00352302j 1.87155e-16-0.00629036j 1.61368e-17-0.00832812j 7.72364e-17-0.000436946j -5.41037e-17-0.00631783j -1.60176e-16-0.00352803j -2.88246e-16+0.00142414j 5.34518e-16+0.00952595j -2.10619e-16-0.000417447j 2.13107e-15+0.00637404j 1.05694e-16-0.000983591j -5.647e-17-0.00556259j -1.15109e-16+0.0122746j -4.78099e-16-0.010477j -1.86661e-16+0.00306802j -1.18682e-16+0.00849308j 2.72201e-16-0.00599966j 1.26465e-18+0.00548111j -1.13904e-15+0.00607139j -1.04182e-15-0.0124383j -2.08114e-15+0.0013343j 2.12227e-16+0.00789039j -7.39187e-17+0.00650317j -2.59538e-17+0.00257285j -1.53975e-16-0.0159528j 1.37102e-16+0.00530318j -9.51753e-17-0.000337036j -1.0203e-16-0.0175339j 5.53558e-17-0.0196065j -1.43029e-16-0.0168444j 2.01479e-17+0.00168695j 1.9542e-15+0.0202924j 4.2008e-17+0.0128841j 2.05664e-17-0.00621763j 8.26345e-17+0.0135897j 1.3058e-16+0.00581361j -1.75852e-17+0.00658283j -2.23275e-17-0.00643445j -2.55035e-17-0.00268635j -3.37996e-17+0.00213629j 5.0826e-18+0.00181874j -7.46605e-17+0.0232412j 1.70934e-17-0.0107587j -2.67401e-17-0.00196995j -1.2385e-18+0.00163716j 1.24403e-17+0.01265j 5.41027e-17+0.0112881j -2.2489e-17-0.00780293j -2.12858e-17+0.0150959j -2.73109e-17+0.0275911j -1.32086e-17+0.0152349j 
-4.26484e-17+0.0035915j -4.22786e-18-0.0144833j -9.10301e-18-0.00256413j -8.59842e-18-0.0152981j -5.86493e-17+0.00512085j 1.0955e-17+0.0224794j -4.02771e-18+0.00903027j 7.41398e-18-0.0126591j 2.23119e-17+0.0244619j -2.50464e-17-0.00508711j 3.77743e-18+0.00329757j 5.23215e-18+0.00555951j -1.13897e-16+0.0185715j 1.50416e-18-0.0034644j -1.4787e-17-0.00158341j -3.7792e-18-0.000630082j -8.98837e-18+0.0237418j 1.05669e-17-0.00781148j 3.74255e-17+0.000100066j -1.50347e-17+0.0073858j 5.04713e-17-0.00717957j -4.57934e-17+0.00678323j -2.26359e-16+0.00488071j 7.32561e-17-0.00116058j -5.68089e-17-0.012604j 8.45922e-17-0.00567009j 3.50728e-16+0.0121718j -2.2838e-16-0.00321498j 6.78797e-16+0.0030655j -4.74098e-16-0.00837437j -1.10528e-15-0.00331705j -1.27058e-16+0.00801281j 1.24936e-17-0.0128307j -4.56484e-18-0.00417065j -3.58597e-16-0.00545309j -6.00118e-18-0.00536731j 1.41712e-17-0.015468j 2.63769e-16-0.0183122j -1.80986e-16-0.00113363j 4.57552e-15+0.0142778j 3.84183e-15+0.00314179j 1.2271e-14-0.0081787j -3.59408e-16-0.00823914j 1.05373e-16+0.0127881j -1.64855e-17+0.0046034j -1.63124e-17+0.00355827j -1.62385e-16-0.00985727j 1.05129e-16+0.00612273j 8.80224e-17+0.0195806j -1.0284e-16-0.0124803j -1.74551e-16-0.0397526j -1.29975e-16-0.0125574j -1.31967e-15-0.0131543j 1.42913e-17+0.00186258j -9.54953e-18+0.00288663j 1.21757e-16+0.0188102j -2.46262e-16-0.0168524j -1.59081e-17+0.0240519j -5.05504e-17-0.0018904j -6.16269e-17-0.00989089j -1.41569e-16-0.0113106j -6.74787e-17-0.0108881j -4.28664e-17-0.00890572j 7.70239e-19+0.0150726j 1.88911e-17+0.0247759j -9.80187e-18-0.0234568j 5.95979e-18+0.0129527j 1.17819e-17+0.0032315j 2.73143e-17+0.00248487j 1.30513e-17-0.0265171j -3.84548e-17-0.00260876j 1.54406e-17+0.0175151j 
4.8173e-15+0.0170065j 1.55516e-15+0.00532953j -4.91703e-15-0.0178727j 3.72724e-15+0.0133844j 8.64787e-16+0.00325131j -4.60488e-15-0.0164517j 1.45734e-15+0.00526673j 1.62471e-16+0.000441828j -3.71357e-15-0.0132533j 1.66196e-15+0.00610214j -6.16826e-15-0.022602j 3.01525e-15+0.0108459j 7.64924e-16+0.00276695j 3.17089e-15+0.0114161j -4.74709e-15-0.017122j -1.98508e-15-0.00728682j -3.20329e-15-0.0114697j 1.23801e-15+0.00428207j -4.53929e-15-0.0164163j -2.55298e-18+0.000317666j -4.06745e-15-0.0152124j -4.98895e-15-0.0181758j 1.24377e-15+0.00463588j -4.22445e-15-0.0155112j -1.55398e-15-0.00579104j 3.15505e-15+0.0113582j -2.04715e-15-0.00670961j 1.1447e-15+0.0056056j 4.39443e-15+0.0141901j 2.49908e-15+0.00939196j -3.99704e-16-0.00039691j -2.55742e-15-0.0097889j 2.91365e-15+0.0103995j -1.00869e-15-0.00327989j -3.2228e-15-0.00972847j 4.34665e-15+0.0158378j 1.90868e-15+0.00727421j -1.50645e-15-0.00681692j 2.04364e-15+0.00703485j -5.49658e-15-0.00751129j -4.5693e-15-0.00614305j 4.22555e-15-0.00334644j 2.52127e-15+0.00818441j 1.12272e-15+0.00395686j -1.65066e-15-0.00614512j 7.07944e-15+0.0247208j 2.42672e-15+0.00840311j 1.52031e-15+0.00572664j -4.02123e-15-0.0142078j -4.59295e-15-0.0167526j 1.35432e-15+0.00463338j 4.21897e-15+0.015021j 5.30651e-16+0.00129463j -8.38967e-16-0.0030654j -3.24829e-15-0.011835j 2.25846e-15+0.0080722j -3.74141e-16-0.00134206j -7.14304e-16-0.00248874j -5.44837e-16-0.00198776j -1.00467e-15-0.00352201j 6.29857e-15+0.0218499j 4.22234e-15+0.0149424j 9.74427e-15+0.0350729j -1.71279e-15-0.00602295j 1.47537e-15+0.0054381j 2.17358e-15+0.00771643j 4.21598e-16+0.00167511j -8.39568e-16-0.00300899j 3.79981e-15+0.0138283j 4.69945e-15+0.0169361j 5.88314e-15+0.0212332j -5.36484e-16-0.00179472j 
1.34763e-16+0.03446j 1.11541e-16-0.0164191j -8.74955e-19-0.0155676j -1.75798e-17+0.0150464j 1.99996e-16-0.0159945j 1.70588e-17+0.0243884j 1.828e-17+0.0189941j 1.46389e-17+0.00198972j 4.46787e-19-0.00299589j -2.18761e-17+0.00611476j 1.84689e-17-0.0119775j -2.64718e-17-0.0160527j -1.05688e-16+0.00407188j 8.07416e-18-0.00682578j -1.14615e-17-0.0153409j 2.84616e-17+0.00581329j 5.99518e-17+0.014748j 5.4139e-17+0.000281095j 7.74565e-17-0.0103789j -4.25666e-17+0.00627993j 3.24557e-17-0.0272348j 1.49081e-16+0.00473394j -3.19438e-17+7.77294e-05j 8.68744e-17+0.00167557j -4.09296e-17-0.010418j 2.30395e-16+0.00162842j 2.7997e-16+0.0113734j -7.63272e-16-0.0233501j 1.00408e-16-0.00490746j 4.40183e-16+0.0123827j 2.47224e-15+0.00660663j 1.35408e-16-0.00196822j 7.45327e-17+0.0115213j -1.33325e-16+0.0051113j 2.93209e-16+0.00654778j 5.54914e-17-0.00899244j -3.56869e-17-0.00925001j 4.49613e-16-0.0181907j -9.24732e-17+0.00339231j 2.33506e-16+0.0129162j -6.33476e-17-0.0145991j -4.90817e-15+0.00315547j -3.68739e-17+0.00110869j 7.40869e-17+0.00852587j -1.7454e-16-0.0217411j 4.673e-17-0.00125956j 1.01195e-18+0.00043531j -2.00182e-16-0.00919946j -2.66878e-16-0.0244162j 5.76228e-18-0.0108004j -2.20737e-16-0.0308573j -7.93699e-17-0.0101344j 5.47853e-16+0.00645838j 3.06213e-17+0.00393251j 2.25302e-18-0.00416214j 2.23194e-16+0.0281263j 1.71813e-16+0.00941942j -5.02328e-17-0.00675997j 9.90541e-17+0.0110921j 6.73953e-17+0.00180691j -1.8071e-18+0.0014015j 3.62525e-18+0.00400975j -4.53411e-17+0.000892829j 6.17492e-18+0.00819999j -7.41693e-18-0.00738477j -6.52078e-18-0.0115976j 8.86216e-18+0.0376321j 2.71296e-17+0.00820596j 1.94324e-17-0.000321342j -1.60014e-17+0.00528456j -2.87312e-17+0.033925j -2.4206e-17+0.0218359j 
2.36098e-16+0.0192979j 6.95933e-17+0.0186025j 1.97759e-17-0.0322822j 3.26681e-17+0.0186057j -1.45456e-18-0.00195194j -1.24564e-17-0.00316367j 1.42124e-17+0.0175528j -2.39723e-18+0.00249559j -1.93034e-18+0.00697354j 1.44517e-16-0.0119499j 7.52396e-17-0.0155332j 7.59186e-17-0.0284954j -1.47662e-16+0.00874211j 7.9579e-17-0.00733638j -3.37753e-17-0.014584j 1.63207e-17+0.0103916j 4.72607e-17+0.000914093j 9.39074e-17+0.00859j -7.12313e-17-0.0177943j -4.28124e-17-0.0122621j 8.64438e-17-0.00210317j 1.75725e-17-0.0109555j 2.24264e-16-0.00342128j 1.48008e-16-0.0139846j -4.03605e-17-0.00838656j 2.85853e-16+0.0156324j 4.24863e-16+0.00788203j -1.08089e-15-0.0102024j 1.25598e-15+0.0146727j -4.01683e-16+0.00393182j 4.44807e-16+0.00150929j 3.15927e-17-0.00392419j 3.97606e-17+0.012019j -1.03321e-16-0.00348426j -3.08125e-16-0.00644353j -1.64929e-16+0.0213603j -2.24385e-16+0.00651486j 7.64211e-16-0.0268471j -1.4578e-16+0.00631784j -8.5061e-16+0.00328861j -8.84472e-16-0.00811244j 2.23753e-14-0.014739j 2.60721e-16+0.0115532j -3.13493e-17+0.00700086j -2.54623e-17-0.00973018j 2.34893e-17+0.000842911j 2.5599e-16+0.0167455j -1.5711e-16-0.00372403j -2.25113e-16-0.0244426j 3.66226e-17-0.0170102j -1.51888e-16-0.0244002j -5.33889e-18+0.0130774j 1.04487e-15+0.0105912j 7.12449e-17+0.000785643j 5.4929e-18-0.00556608j 1.64712e-16+0.0243104j -9.99663e-18-0.00397355j 1.84215e-17-0.0212453j 5.58413e-17-0.0141769j -3.21094e-18+0.0040005j -5.34123e-17-0.0151672j 3.00416e-17+0.00607104j 1.92805e-17+0.010961j -9.94845e-18+0.00627058j -2.35073e-17+0.00425805j 1.65179e-17-0.00174568j 3.01398e-18+0.0307249j 1.89303e-17+0.00236478j -4.54168e-17+0.0248935j -9.91112e-18+0.0206283j 6.99809e-17+0.0245338j -1.03682e-18-0.00957437j 
-1.03568e-17+0.0260253j -4.39364e-17-0.0503609j 1.26435e-17+0.0259768j 1.49926e-17+0.0125798j 2.16551e-16-0.0175033j 3.13658e-17+0.0316599j -2.1223e-17-0.00238548j 9.89906e-18+0.0166578j -1.66269e-17-0.0154431j -1.07481e-16+0.0142528j 2.7028e-18+0.00166761j -3.05201e-17+0.0211009j 6.91866e-17-0.00166141j -2.95598e-19+0.0127251j -9.49171e-18+0.000299999j -1.23486e-17+0.000641854j -3.78934e-18+0.00706741j 2.93218e-17-0.00362525j 8.37861e-17+0.00143669j -3.74483e-17+0.00103391j -9.67971e-17-0.0334518j 2.27801e-16+0.0162522j -3.7592e-16+0.00627581j 5.79529e-18+0.00645105j 1.33165e-17+0.00388603j -1.9364e-16-0.0251524j -5.14226e-16-0.000855484j 4.71518e-16-0.0120453j -1.38433e-15-0.0181325j 1.08362e-15+0.016542j 4.12505e-15+0.01043j 1.22844e-16+0.00653056j -2.07381e-17-0.006737j 3.3568e-17+0.0161774j 8.97809e-16+0.0146623j 2.12611e-16-0.0194313j 9.52408e-17-0.0173541j -3.953e-16+0.0204395j 3.70386e-16+0.0124385j -3.11618e-16+0.00542375j -2.83283e-16-0.00741618j -3.31555e-14+0.0217984j -6.33581e-17-0.00297942j 5.62115e-17+0.0089437j -1.42324e-16-0.000172453j -1.10189e-16-0.0219326j -2.61008e-16-0.0195016j -1.15558e-16-0.00717998j -1.1514e-16-0.0150552j -2.66554e-17-0.000369795j -9.10586e-17-0.00896913j -7.10392e-17-0.0180386j 4.10104e-16+0.00481047j 2.84775e-17+0.00692239j -3.42774e-17+0.00131653j 6.74957e-17+0.00247822j 2.64349e-16+0.0166209j 6.59098e-18+0.0198213j 9.87683e-17+0.0337154j 1.43407e-16-0.00251626j 1.0125e-16+0.0178933j 2.4727e-17-0.0111359j 1.30692e-17-0.000100885j -2.42457e-18-0.0134877j 3.26165e-18-0.019853j -3.95802e-18-0.00532303j -5.77104e-18+0.00831843j 8.20544e-17+0.0188846j -1.79767e-17-0.041102j 1.22699e-17-0.00758513j -2.1753e-17+0.0211073j 7.94241e-17+0.0453242j 
1.70558e-16+0.0126349j 1.03597e-16+0.0231329j -1.75765e-18-0.0110044j 8.49041e-18+0.0401161j 1.43424e-16-0.0111154j -1.78323e-17-0.0295067j 1.92629e-17-0.00517766j -3.35075e-18+0.0233879j 1.09741e-17-0.0266192j 7.03755e-17-0.00100028j 9.86165e-18-0.00835965j 6.94015e-18-0.0252591j 4.3129e-17-0.0121808j 2.87651e-17+0.00419566j 1.53753e-17-0.00293379j 3.96928e-17+0.00939794j 4.30468e-17-0.0263928j 4.34329e-17+0.02221j -9.39765e-17-0.0120063j -3.15188e-17-0.0191695j -2.74189e-17+0.00739537j 9.45365e-17-0.00821442j 4.94552e-16-0.0123092j -6.64711e-17-0.00636017j 7.41962e-17+0.0142028j 2.39917e-17+0.00934773j -2.81108e-16-0.0122603j -3.32055e-16+0.000355442j 1.31762e-16+0.00816907j 1.98275e-16+0.00893378j 2.68175e-15+0.00830254j 2.47006e-16-0.012208j -2.67231e-17+0.0174007j -9.17654e-17+0.00979771j 2.44126e-17-0.00139038j -1.51513e-16+0.0163914j -1.59107e-16+0.0273641j 1.58345e-17+0.00880281j 1.24289e-16+0.0040345j -6.17015e-15-0.0121145j -5.28133e-15-0.0129228j -5.9597e-15+0.00401147j 6.94234e-16+0.0207401j -2.16358e-16-0.0101873j 1.97199e-17-0.00743273j -8.11109e-17-0.0194641j 4.32359e-16+0.0235277j -2.07187e-16-0.0120034j -2.43606e-16-0.0426283j 1.38623e-16+0.000633227j 3.97869e-17+0.0307176j 1.97045e-16+0.0214211j 3.32854e-15+0.0335602j 1.86966e-17+0.00606394j 1.82221e-17-0.00721746j -3.28014e-17-0.00723001j 3.45989e-16+0.0231608j 9.63861e-18-0.0382903j 3.49039e-17-0.0101323j 2.48425e-17+0.0152534j 5.58007e-17+0.00168796j 6.07507e-17+0.0158981j 4.23282e-17+0.0220837j 2.11431e-18-0.0205965j -1.21826e-17-0.0312686j 5.62833e-18+0.029703j 9.03609e-18+0.00397579j 1.71638e-17+0.00297798j -1.38124e-17+0.00327019j -3.35357e-17+0.0503059j 5.37959e-17+0.0248512j -6.00858e-17-0.021405j 
