3.00183e-17-0.0382433j 1.33289e-17+0.0738574j 1.16027e-17-0.0311427j -1.26802e-17-0.0113399j -2.00496e-16+0.0158113j -1.74169e-17-0.0397914j 2.26869e-17+0.00197384j -1.0398e-17-0.00696056j 4.13144e-17+0.00683552j 1.74801e-16-0.0180212j 1.69449e-17-0.0070919j 7.74642e-17-0.0461815j -1.06155e-16-0.00596157j 5.38833e-17-0.026882j 2.38164e-17+0.00726753j 2.18532e-17+0.0106297j 2.83119e-17-0.011211j -3.66069e-17+0.00674409j -9.07918e-17+0.00600716j 5.16522e-17-0.00193856j 4.37486e-17+0.0437001j -1.61627e-16-0.020141j 8.78183e-16-0.0190876j -9.22374e-17-0.00412593j -1.34206e-17+0.00163865j 1.88563e-16+0.0315528j 4.11146e-16-0.00479285j -5.01366e-16+0.00760242j 1.05306e-15+0.013575j -8.29958e-16-0.0111976j -6.33793e-15-0.0169946j -3.30578e-16-0.00480525j 8.21699e-20+0.0203296j -1.0547e-16-0.0192025j -8.74649e-16-0.0140155j -2.21839e-16+0.0210742j -1.28297e-16+0.0259571j 7.38138e-16-0.0321355j -4.93196e-16-0.0147445j -3.48351e-15-0.0171489j -2.84009e-15+0.00434019j 3.0343e-14-0.0198894j 3.64071e-17+0.000349419j -2.15698e-17-0.0190636j 1.72194e-16-0.00427024j 9.89694e-18+0.0187815j 4.16329e-16+0.0309852j 9.92196e-17+0.00689683j 7.19715e-17+0.00679251j 7.51889e-17+0.00823249j 1.19428e-16+0.0224637j 1.73741e-16+0.0223056j 1.18921e-15+0.011856j -3.52714e-17-0.0127813j 4.96341e-17+0.00206184j -1.26769e-16-0.00896559j -1.63057e-16-0.010469j 4.85142e-17-0.0505464j -1.04022e-16-0.042955j -1.98218e-16+0.00163071j -2.07201e-16-0.0295961j -5.9802e-17+0.00851608j -1.80661e-17-0.0106323j 2.14931e-18+0.0101428j -6.50688e-18+0.0059933j 2.67639e-18+0.0125178j 2.05436e-18-0.00628366j -8.07419e-17-0.0229317j -2.27095e-17+0.0528381j -4.07095e-17+0.0206169j 4.31783e-17-0.0291103j -7.69358e-17-0.068982j 
8.02518e-18-0.041759j 9.55096e-17-0.000295631j -2.55881e-16+0.0369907j 3.36593e-16-0.0175053j 2.68891e-16-0.0204997j -9.19832e-16+0.0726145j -2.49959e-16+0.00593j -3.47958e-16+0.0541312j -5.75713e-16+0.0213814j 9.21251e-16-0.0442544j -3.37334e-16+0.0261629j 6.24805e-16-0.0811975j -4.01544e-16-0.0189402j 6.05759e-16-0.0548013j -3.48739e-16+0.0502019j -5.52331e-16+0.0593839j -4.76237e-16+0.0209082j 3.07369e-16-0.0195478j -3.86553e-16+0.0506868j 5.70166e-16-0.0530817j -4.51443e-16+0.0302652j -2.31462e-16+0.0296843j 7.22047e-16-0.0259324j -4.91203e-17+0.0176309j -2.10755e-16+0.0195623j 4.37857e-16-0.0252815j -3.40088e-16+0.0172101j 1.32817e-15-0.0554119j -2.88231e-15-0.0675433j 2.28938e-15+0.0221409j 3.19519e-16-0.00428006j -1.76707e-15+0.0589889j 2.35002e-16-0.00277433j 1.07929e-16+0.0105411j 3.34732e-15+0.0559714j 5.0341e-16+0.00130256j 4.3837e-16-0.0301302j 4.77456e-16-0.00655286j 1.0528e-16+0.0346455j 1.48525e-16-0.0102989j 5.24756e-16+0.0142323j -9.57795e-15+0.00638125j -5.86462e-16-0.026984j -1.52195e-16-0.00930641j -4.68812e-16+0.0215417j -8.2913e-17-0.0958266j 2.17298e-16-0.0142353j -1.95515e-17-0.0165544j -2.69195e-16-0.0239234j -8.31038e-17+0.0513496j 8.66826e-16-0.0303669j 3.04693e-16-0.0223678j 2.50106e-15+0.0262155j 8.65708e-17-0.0145888j -4.73214e-16+0.0448471j -3.39688e-16-0.0169083j 3.70145e-16+0.00499305j 8.22217e-17-0.0611399j 1.16517e-18+0.0241532j 3.56715e-16+0.00209025j -3.00021e-17-0.096388j 6.24516e-16-0.0844262j 1.04385e-15-0.125845j -1.24386e-16-0.00299769j -1.25012e-17-0.0563217j 5.70075e-16-0.0201853j -5.48639e-16+0.0384502j -2.52456e-16+0.03103j 1.83334e-16-0.0281755j 6.28928e-16-0.0221677j 4.16838e-16-0.049536j -1.9611e-16-0.00849613j 
-1.21414e-16+0.0827191j 2.84209e-16-0.0276624j 3.54291e-16-0.0895669j -4.23143e-16-0.0151644j 1.85015e-16-0.0112838j 2.16553e-16+0.077239j 6.68706e-17+0.0846738j 2.45442e-16-0.0785664j -3.02087e-16+0.0841085j -1.36891e-16-0.0101314j -1.04708e-16-0.00677805j 2.25136e-16-0.0361913j -1.15239e-15+0.0363952j -1.43348e-16-0.0292114j 5.1102e-17-0.0724693j 3.53478e-16-0.0182472j -4.479e-16+0.0693229j -3.19817e-16-0.0246716j 1.83929e-16-0.0431026j -4.26962e-16+0.0183248j 4.30487e-16-0.0383409j -5.69885e-16+0.00557678j -6.73194e-16+0.0334569j 6.52629e-16-0.00087842j 1.5599e-17-0.0730348j 1.26087e-15+0.0442695j 3.26104e-15+0.0852496j -3.57276e-15-0.0631233j 3.34919e-15+0.00908181j -6.21399e-16-0.0200042j 7.52959e-15+0.0225991j 7.47836e-16-0.0086837j 6.21347e-16+0.000552546j -4.34966e-16-0.0113713j 1.19166e-15+0.0160101j 3.11848e-16-0.0024369j -7.2067e-16-0.0448647j 1.96399e-15-0.0711307j -2.45465e-16-0.00696151j 2.17593e-14+0.0893822j 1.80828e-14-0.0085204j 8.32922e-14-0.0551476j -4.96642e-16+0.000122335j 2.0111e-16+0.0401094j -2.37774e-16-0.0634908j 5.61248e-16+0.0508644j -6.06336e-16-0.0103494j -5.18762e-16-0.0201792j -5.88289e-16-0.0049424j 4.65472e-16-0.0363503j 1.16852e-16-0.159202j -5.29e-16-0.0274062j -7.97568e-15-0.0760319j -4.49651e-16+0.0103133j 2.5853e-16-0.0131439j 1.81837e-16+0.115874j -5.09971e-16-0.0392241j -6.4497e-16+0.0370591j 1.15323e-15+0.00767236j 3.89439e-16+0.0217399j -3.20265e-17-0.0261335j -4.58108e-16+0.0276641j -7.68866e-16-0.0201689j -2.19825e-16+0.0988478j -5.0716e-16+0.0704789j 1.72116e-16-0.0767792j -3.3529e-16+0.11871j -1.96663e-17-0.00160768j -1.39771e-16+0.0511363j -1.66264e-16-0.046668j -6.72731e-16+0.0670147j -2.23808e-16+0.0571343j 
6.44276e-15+0.0440122j 6.70681e-15+0.044768j -1.12318e-14-0.0829918j 3.93182e-15+0.0239908j 3.11348e-15+0.0235355j -7.89345e-15-0.0516684j 1.52593e-15+0.0149025j -4.48658e-15-0.0370362j 4.32987e-15+0.0328011j 9.22637e-16+0.00769581j -4.77594e-15-0.0353915j -1.81672e-15-0.0140838j 1.25015e-14+0.0892436j 2.49048e-15+0.0143857j -4.51119e-15-0.0358379j -6.13311e-15-0.0447352j 6.57749e-15+0.0470365j 6.0467e-15+0.0380472j -4.07469e-15-0.0298686j 4.40056e-15+0.0328174j -2.45844e-16-0.00541191j -2.96708e-15-0.023011j -4.14874e-15-0.0358077j -5.71716e-15-0.0380845j -6.69147e-15-0.0518759j 6.88097e-15+0.0497587j 7.50226e-16+0.00151757j 2.9475e-15+0.031943j 1.57826e-14+0.0694923j -1.26912e-14-0.061543j -5.20259e-15-0.00676623j -2.50222e-15-0.0181684j -3.25616e-15-0.0188239j 8.55105e-16+0.00841389j -1.79888e-14-0.0860826j 1.5422e-15+0.0192424j 8.88388e-15+0.0608999j -1.28299e-14-0.108607j -5.2542e-15-0.027574j 9.94508e-15+0.0441198j -2.94207e-15-0.0374248j 7.56763e-14-0.0550949j -6.0437e-17+0.000434434j 3.72252e-16+0.00327719j -1.178e-15-0.0138691j 8.98369e-15+0.0668236j 7.7191e-15+0.04761j 6.49299e-15+0.0420718j 2.26451e-15+0.0156072j -1.37137e-14-0.0932126j -1.33414e-14-0.0925922j 2.63301e-15+0.0175449j 7.0619e-15+0.0250363j 5.40959e-15+0.0349455j -5.4e-15-0.0386748j 1.12791e-14+0.0788934j -6.09833e-15-0.0410774j 4.92175e-15+0.0341337j -1.60069e-14-0.105009j -5.42986e-15-0.030267j 4.38609e-16+0.00270456j 7.01126e-15+0.0509119j 1.51116e-14+0.102776j 3.27539e-15+0.0289668j 1.263e-14+0.0904567j -2.49061e-15-0.0202381j 4.33252e-15+0.0340105j -2.60405e-15-0.0197073j 1.14434e-14+0.0832756j 3.67042e-15+0.0227586j 8.30315e-15+0.0585218j -2.52475e-15-0.0159566j 
-4.64143e-16-0.000578692j -1.40349e-16-0.0239034j 3.84774e-16-0.00423836j -2.16271e-16-0.0389552j 9.61967e-17+0.00350685j -8.42084e-17+0.051601j -2.62674e-16+0.02429j 4.65741e-17-0.0323602j -4.69669e-17+0.046659j -4.85163e-18-0.0113949j 1.0001e-16+0.0153459j 4.2384e-16-0.000406283j -2.53241e-16+0.00991597j 1.36636e-16-0.0195586j 1.84227e-16-0.00526679j 4.18209e-18+0.00409253j -2.09766e-16+0.0360837j -9.00972e-17-0.0257072j 1.52909e-16+0.00295624j -2.71474e-17+0.012434j 1.88806e-16-0.00571281j -2.07622e-16+0.0152824j -6.15968e-16+0.0195219j 2.45477e-16+0.0114334j 2.79667e-17-0.0200146j 9.60976e-17-0.00562067j 8.53729e-16+0.0336814j -1.82436e-16-0.0210044j 5.51982e-16-0.00921261j -2.3518e-16-0.00776718j -5.24665e-16-0.00215497j -6.57727e-17+0.0115552j 2.27585e-18-0.0119472j 5.32141e-17-0.0145384j 6.1986e-16+0.0133939j 2.40793e-16-0.0155757j -2.59298e-18-0.0412351j 4.63985e-16-0.0170981j -2.10197e-16-0.00506244j 1.01941e-14+0.0269336j 8.92182e-15+0.0141892j 1.8374e-14-0.0121536j -5.96606e-16-0.0142486j 1.98311e-16+0.0197052j 2.06599e-16-0.00468123j -6.33053e-17+0.00656435j -6.06861e-16-0.0241133j 1.08934e-16-0.00384361j 3.72907e-16+0.0330859j 1.81695e-17+0.00249676j 2.6546e-16-0.0583481j -2.78946e-16-0.0271506j -4.37356e-15-0.0427449j -9.48513e-17-0.0055271j 6.26919e-17+0.0115595j -2.32689e-16+0.0263779j -4.06657e-16-0.0241583j 1.51024e-16+0.0292908j 2.5201e-16+0.0158822j 7.61542e-17-0.00160259j -1.4733e-16-0.0248425j -2.78926e-16-0.0179837j -1.32452e-16-0.0462275j -2.01029e-16+0.0395473j 3.284e-19+0.031567j 1.1221e-16-0.0425317j -5.04049e-16+0.0271443j -1.28335e-17+0.00130439j -2.13447e-16+0.00235917j -1.37207e-16-0.0543349j -4.66606e-16-0.01552j 1.44504e-17+0.0271816j 
3.16753e-14+0.018558j 1.58718e-14+0.00925453j -2.72847e-14-0.0160816j 2.49185e-14+0.0146382j 1.28456e-14+0.00753666j -1.07958e-13-0.0631383j -2.11865e-14-0.0123549j -4.86045e-14-0.0284443j -6.98062e-14-0.0408134j 6.83117e-14+0.0401463j -3.23891e-14-0.0190603j 9.17196e-14+0.0536517j -2.28626e-14-0.0134942j 6.12464e-14+0.0359044j -5.27355e-14-0.030932j -7.31937e-14-0.0428824j -6.0735e-14-0.0354818j 2.00808e-14+0.0117998j -4.46672e-14-0.0261774j 6.13568e-14+0.0359087j -2.67566e-14-0.0158032j -4.20956e-14-0.0246655j 2.60864e-14+0.0154008j -5.59239e-15-0.00328039j -2.80178e-15-0.00183354j 3.77745e-14+0.0222874j -3.76682e-14-0.0218219j 6.06334e-14+0.0354682j 5.28614e-14+0.0304272j -6.4683e-15-0.00337431j 8.93107e-15+0.00486961j -7.65955e-14-0.0452887j 2.84347e-14+0.0166366j -7.9678e-15-0.0045941j -4.09719e-14-0.0230075j -9.00148e-15-0.00508584j 4.7957e-14+0.0280283j 4.64668e-14+0.0273645j -4.05908e-14-0.0236494j -1.69289e-14-0.00747036j -1.99059e-14-0.00951176j 1.82144e-15+0.00827355j 3.18172e-14+0.0181676j -1.72339e-14-0.0100579j -4.03335e-14-0.0236996j 1.18524e-13+0.0690322j 2.05143e-14+0.0120124j 8.48711e-15+0.00502893j 5.97432e-15+0.00335517j -1.95865e-14-0.0115579j 1.12123e-13+0.0653006j 3.47468e-14+0.0202945j -2.65437e-14-0.0146951j 4.78208e-15+0.00283592j -5.14594e-14-0.0301774j -2.16288e-14-0.0125171j 2.4777e-14+0.014365j 3.15085e-14+0.0184017j -6.16893e-15-0.0036298j 1.34759e-14+0.00788512j 1.39886e-13+0.0813456j 1.12498e-13+0.0657029j 1.38488e-13+0.0810566j -1.43041e-14-0.008322j 1.73945e-14+0.0101957j 5.70266e-14+0.0333455j -7.29794e-14-0.0425786j -4.67169e-14-0.0272679j 2.13376e-14+0.0125698j 5.1197e-14+0.0300242j 4.52764e-14+0.0266014j -1.53559e-14-0.00894637j 
1.1385e-16+0.0285766j 1.54018e-16+0.00598959j -1.93004e-17+0.00217515j -2.27421e-16+0.0761781j 1.68335e-16-0.00924048j -7.60791e-17-0.0252388j -2.48247e-17-0.0170022j -2.7588e-16+0.0681676j 9.78446e-17-0.0261548j 3.48722e-16-0.0187095j 1.74568e-16-0.0189549j 1.82982e-16-0.023418j -1.66437e-16+0.027431j 7.25796e-17+0.0230272j -3.45153e-17+0.0143806j -1.90361e-16+0.0366897j 1.69646e-16-0.0171891j 8.02807e-17+0.0466315j 1.32479e-17-0.0226206j 2.3044e-16-0.0452547j -3.6283e-17-0.00700186j 4.06808e-16-0.00312082j 8.45183e-16-0.0279298j 8.18584e-17-0.0343802j -1.38201e-18+0.0253286j -2.06126e-16-0.0240472j -1.32531e-15-0.0308016j -2.8265e-16+0.0164935j 1.02921e-15+0.0342377j -5.91657e-16+0.0141287j 8.63754e-16+0.00278355j -1.38865e-16+0.00433428j -1.70565e-16-0.0025526j -2.61391e-16+0.0214563j -1.53537e-15-0.034014j -7.78441e-16+0.0374466j -3.58519e-16+0.0340634j 5.59298e-16-0.0125715j -5.23803e-17+0.0263852j -1.20964e-14-0.0247257j -9.9688e-15-0.024443j -1.23841e-14+0.00826804j 7.16746e-16+0.0317682j -4.38585e-16+0.0124268j -3.67821e-17+0.0330494j -1.51614e-16-0.0727395j 6.82777e-16+0.0306827j 2.4094e-17+0.000978011j 1.02913e-16-0.0582631j 1.8291e-16-0.0434111j -2.02511e-16-0.00393292j 1.99295e-16+0.0290475j 8.41168e-15+0.0871895j 1.03773e-16+0.0208883j -4.23337e-17-0.00589883j 3.47549e-17+0.00563759j 3.12918e-16+0.0190501j 2.24572e-16-0.0267669j -2.83783e-16-0.0309505j -3.21253e-16-0.0109076j -5.38125e-17-0.0207421j 1.82651e-16-0.0172025j 2.15393e-17+0.0532501j 2.05164e-16-0.0581725j 1.69321e-16-0.0282225j -7.40865e-17+0.0287485j -1.22635e-16+0.0143122j -4.39796e-17+0.0334747j 7.77714e-17-0.0139194j -2.42272e-16+0.0675413j -8.00451e-17+0.0470081j -8.20674e-17-0.0025974j 
2.44917e-16+0.00931047j -2.25167e-16-0.043598j -1.81274e-16+0.0300516j 7.11879e-17+0.0183153j -3.35573e-16+0.0130626j 2.10679e-16+0.0173818j 1.38555e-16-0.0109392j -9.11013e-17+0.0315489j -4.1841e-18+0.0151555j 2.90124e-16-0.0264683j 6.39591e-18-0.000176764j -1.04404e-16+0.044597j 9.19826e-19+0.0298281j -8.43058e-17+0.0333878j -2.51e-16+0.0135656j -1.16836e-16+0.0311034j 1.65807e-16-0.00404527j 6.19e-17+0.00823781j -6.06696e-17-0.0236611j 7.30052e-17-0.0344252j -2.10421e-16-0.0190344j 7.12368e-17+0.00387062j -9.66192e-16+0.0209164j 3.71623e-16-0.0318027j -2.58655e-16+0.0163779j -2.66518e-16-0.0514677j -1.04317e-15-0.011655j 2.41403e-17+0.0254834j 8.11817e-16+0.0345533j -6.65404e-16+0.0144537j -1.2423e-15-0.00485462j -6.52174e-17+0.0143342j 1.27894e-16-0.0296988j 2.97226e-16-0.00555589j -8.19577e-16-0.023623j -3.02469e-16+0.0304321j -2.21246e-16-0.025638j -5.30062e-16+0.0137687j 4.15179e-16+0.0311985j -2.44923e-15-0.0189795j -1.68161e-15+0.0121176j -1.05802e-14+0.00707457j 3.41789e-16+0.0214029j -1.43346e-16+0.045154j -1.86896e-16+0.0587924j -1.25531e-16-0.0524016j -1.19727e-16-0.0167462j 1.23283e-16+0.00791763j 3.84025e-17+0.00573928j -1.01246e-16-0.0390745j -4.35512e-16-0.0269734j -1.61437e-16+0.00880893j 1.56991e-15+0.0153577j 1.15611e-16+0.00417113j -1.23527e-16+0.00686228j 2.97206e-16+0.00158742j -1.52354e-16-0.016769j 6.03941e-19+0.0444161j -2.55612e-17+0.00969922j -4.4489e-17-0.0215408j -8.5846e-17-0.0127204j 1.11696e-16-0.0435832j -6.15346e-19+0.0250134j 1.94883e-16-0.0371575j -1.62713e-17+0.0175145j -1.43582e-16-0.00657089j 3.32381e-16-0.00803727j 1.17197e-16+0.034753j 4.50866e-17-0.0356268j 7.41653e-19-0.00952744j 2.84894e-16+0.00631438j 2.72731e-16+0.0399444j 
8.88835e-15+0.0442444j -6.91004e-15-0.034694j 5.72475e-16+0.00191504j 6.52119e-15+0.0317639j -5.52531e-15-0.0306146j 7.29279e-15+0.0374469j 2.43893e-15+0.0131432j 5.58172e-15+0.0276278j -3.73611e-15-0.0198787j 1.67617e-15+0.00998642j -1.99912e-15-0.0111409j -3.92535e-15-0.0212329j -2.28219e-16-0.00179834j -4.0885e-16-0.00378674j -1.39995e-15-0.00776738j 2.65346e-15+0.0116474j 2.38261e-15+0.0125055j 9.79196e-16+0.00332039j -7.266e-16-0.00238524j -1.60766e-15-0.00674224j -7.35547e-15-0.0372917j 3.08126e-15+0.0134186j -1.20828e-15-0.00793047j 7.03319e-16+0.0044077j -1.08614e-16-0.0017729j -2.35063e-15-0.0101959j 9.37946e-16+0.00605637j -6.78003e-15-0.0346603j -5.39788e-15-0.0238893j 6.23883e-15+0.0244942j 8.29301e-15+0.0141468j 1.46078e-15+0.00762092j 1.83544e-15+0.0104064j 4.04728e-15+0.0219481j 4.97074e-15+0.0206123j -2.26075e-15-0.0134574j -1.84581e-15-0.00869557j -4.56186e-16-0.00498522j 3.64946e-15+0.0172607j -3.00959e-16+0.0101118j -6.21975e-15-0.0216403j -2.15388e-14+0.0162535j 1.75667e-16-0.000890841j 1.29019e-15+0.00433704j -3.63881e-15-0.0196368j -6.46144e-15-0.0291066j -7.39305e-16-0.0037477j -3.34538e-15-0.0150722j -9.85465e-15-0.0485751j -9.62638e-16-0.00347371j -5.60528e-15-0.0271655j -2.82508e-15-0.0148318j 7.40332e-15+0.0247783j 1.86361e-15+0.00853086j -1.25506e-16-0.00071402j 4.45495e-15+0.0217941j 5.42893e-15+0.0256398j -2.73617e-15-0.0154236j 5.23661e-15+0.0263731j 7.92744e-16+0.00333644j 1.07559e-16+0.00163949j -1.68361e-15-0.00776346j -8.28071e-16-0.00555924j -1.91893e-15-0.00831307j -6.86417e-15-0.0356411j -1.04335e-15-0.00572304j 8.44364e-15+0.0436858j 4.70865e-15+0.022361j -5.18852e-15-0.0250669j 3.03228e-15+0.0149558j 8.81754e-15+0.0445403j 7.29211e-15+0.0361841j 
-4.82123e-16+0.0076499j 6.8954e-16-0.0110549j -3.17457e-16+7.138e-05j -4.25863e-16-0.00206523j 1.62809e-16+0.00669771j -4.8021e-16-0.00350043j 4.46477e-17-0.00486415j -5.97635e-16+0.00309884j 2.36243e-16-0.00365493j -1.66029e-16+0.0109559j 2.70027e-16-0.0146502j -1.34248e-16+0.022872j -2.98158e-16+0.0215382j -1.94105e-16+0.0152109j -8.6001e-17-0.00481081j -2.50842e-16-0.0254117j -2.08616e-16+0.0104878j -7.19376e-17-0.00160298j 8.57935e-17+0.0071553j 1.80539e-16+0.00240853j 6.60739e-16-0.0144997j -1.70504e-17-0.00861101j 4.05304e-16-0.00852431j 7.49464e-17-0.0142274j -3.51608e-18-0.0144909j 2.99587e-16+0.00615746j -7.18753e-17-0.00772872j 4.82243e-16+0.00790346j -1.5351e-16-0.00367218j -3.66515e-16-0.00745524j -4.57019e-16-0.00115363j -5.06176e-16+0.0104736j -3.13243e-17-0.0155006j -4.67665e-16+0.0125727j -4.67523e-16-0.0103742j -3.83038e-17+0.00586063j 9.94184e-17+0.0101652j 5.29891e-16-0.0134249j -2.49888e-16+0.0121349j 1.7326e-16+0.00515192j 2.63627e-16-0.00602348j 1.13193e-14-0.00772871j -4.45268e-16-0.0149435j -1.09939e-16-0.00379989j -1.57992e-16+0.00723556j 7.12416e-16+0.0235164j 1.11988e-16-0.00287522j 1.2366e-16+0.0226169j 5.364e-16+0.00476979j 2.6131e-16-0.018179j 3.56165e-16-0.019138j 1.27893e-16+0.00155225j -6.06916e-16-0.00129866j -1.11826e-16+0.00445773j -1.94991e-18-0.0082385j -1.47836e-16+0.0076645j -3.74607e-16-0.0137991j -1.41108e-16+0.0236505j -4.39289e-16-0.00783796j 6.63111e-17-0.0189606j 9.88507e-17+0.0181408j 4.3727e-16-0.000724809j -1.75917e-16+0.027525j 4.19392e-16-0.00441185j 3.09345e-16+0.0174957j 9.0777e-17-0.00625712j -3.18127e-16-0.00564766j -4.45892e-16+0.000712902j 5.3499e-16+0.00291027j -7.38746e-17-0.0077898j -4.80353e-16+0.0072178j -6.2927e-16+0.0123395j 
-8.91781e-17-0.0392774j -4.93852e-17+0.0266604j -6.33802e-17-0.00184456j 7.57067e-17-0.0370125j -4.15232e-16+0.0254259j 1.02329e-16-0.0209462j 1.06738e-16-0.00501912j 1.36718e-16-0.027668j -6.81762e-17+0.0137557j -6.43861e-17-0.00500524j -8.05412e-17+0.00304982j -2.18627e-16+0.0177764j -1.18861e-16-0.00246664j -1.73953e-16-0.00629627j -4.52307e-17+0.00740057j 1.70736e-16+0.002167j -1.25653e-16-0.00438545j -1.28178e-16-0.00892304j -2.09828e-17+0.0010578j -9.73316e-17+0.0242186j 1.45402e-17+0.0197915j -2.82456e-16-0.0096951j -2.6888e-16+0.0112929j 1.58828e-17+0.00262392j 8.13278e-18+0.00220341j -6.12708e-17+0.00125026j 1.53195e-17-0.00550826j -5.48979e-17+0.0256722j 8.56162e-16+0.0217883j -8.65993e-16-0.00904123j -7.80061e-15-0.0213414j -8.01438e-17-0.00953117j 2.90829e-16+0.00360208j 9.41404e-17-0.0315317j -1.20871e-15-0.0198453j 1.47747e-17-0.00219364j 6.30227e-17-0.00721291j -9.20432e-17-0.00675835j -3.27719e-16-0.0224302j -4.43463e-16-0.0163261j 1.9015e-17+0.0179059j 5.42149e-15-0.00343251j -1.17389e-17-0.00268038j 1.06031e-16+0.0028926j 5.66582e-17+0.00997772j 6.87381e-17+0.0328287j -9.2914e-17-0.000149797j 1.40787e-16+0.0120386j 9.94279e-17+0.0497993j 5.45115e-17+0.00208775j 2.45415e-16+0.0241917j 6.90179e-17+0.00319058j -1.94716e-15-0.0205645j -1.58807e-16-0.0157877j 5.36493e-17+0.00355469j -1.3323e-16-0.0153123j -2.00708e-16-0.0188034j -2.766e-16+0.0082641j 3.93134e-17-0.0149191j -4.75836e-17-0.0105032j -5.57459e-17+0.0010368j -8.12029e-17+0.00303177j -1.87615e-16-0.00377119j -2.32196e-17+0.0103161j -2.17424e-16+0.0302171j 2.81996e-17-0.00211197j 1.80871e-16-0.0330621j -3.4389e-17-0.0214837j 1.24693e-17+0.0235903j 1.21313e-16-0.0211564j 5.21207e-17-0.0417482j -5.28656e-17-0.0288243j 
7.30519e-17-0.0143119j -2.01534e-17+0.0342637j -9.59287e-17-0.0300368j -8.17407e-17-0.0138702j -1.0606e-16+0.0162435j 3.71808e-17-0.0159341j 7.6411e-17+0.0152182j -2.24068e-16-0.0348272j 3.88184e-16+0.0379076j 7.56666e-18-0.0259359j 1.20283e-16+0.0143589j 1.10414e-16-0.0128146j 1.99837e-16-0.00756829j 2.34818e-17-0.00906901j -8.83872e-17-0.0138511j -5.61851e-17+0.00337037j 1.06434e-16-0.0133464j -2.86835e-17-0.00374076j -2.90777e-16-0.0205808j -1.39357e-16-0.0146828j 3.0125e-16+0.0357259j -4.69524e-16-0.0114691j -4.79565e-16+0.0220233j 2.07725e-16-0.00448175j -2.23018e-16-0.00520655j 4.87627e-16+0.0223716j 1.36005e-15+0.0224631j -9.04556e-16+0.0044192j 2.30206e-15+0.0249205j -1.56675e-15-0.0164881j 3.29667e-16+0.00211034j 3.75819e-16-0.0144331j -7.77642e-17+0.00233646j 2.19645e-16-0.0241172j -2.9216e-17+0.000760283j 8.19911e-17+0.0276178j -1.99692e-16-0.00423707j -2.89107e-16+0.00449204j -1.46331e-16-0.0099883j 7.21606e-15+0.00870901j 5.92533e-15+0.0207497j 4.41286e-14-0.029195j 5.65024e-16+0.0201855j -4.64603e-17+0.00855296j 2.23866e-16-0.00152634j 1.09581e-16+0.0122222j 1.20917e-18+0.00741254j -6.26366e-17-0.0120587j 2.04874e-16+0.0148736j -8.29598e-17+0.00671835j -2.69362e-16-0.00223576j -8.83985e-17+0.0184384j -3.77819e-15-0.0370966j 7.73895e-17-0.00664572j 9.96418e-18+0.000850916j 1.60236e-16+0.00476566j -6.11627e-16-0.0213714j 2.64117e-16-0.0034767j 3.89438e-17-0.0130193j 2.46448e-16+0.0246034j -2.8592e-16-0.0235754j -3.32354e-17+0.0145856j -2.63902e-17-0.0125497j 1.78153e-16+0.0285267j 3.15103e-16+0.0275012j -1.43031e-16-0.00149485j 7.42695e-17+0.00215265j -4.61275e-17-0.0143218j 6.75086e-17+0.0325428j -1.81499e-16-0.00343676j 7.30539e-18-0.0153099j 6.20592e-17-0.0276642j 
2.3524e-16+0.0118951j -5.57524e-16-0.0336971j 2.08876e-16+0.0114861j 2.99095e-16-0.00528271j 3.8821e-17+0.00829342j 9.80561e-17+0.0062396j -1.15801e-16-0.00553103j 2.4083e-16-0.0109231j 1.80495e-16+0.0128164j -3.36096e-16+0.00610583j 1.90068e-17+0.00549392j 5.66054e-16+0.0454655j 4.67002e-16+0.0189736j 4.62288e-16+0.0265367j -2.46864e-17-0.00765547j 3.1503e-17-0.0250111j -9.50161e-17+0.00730684j 1.34047e-16-0.00473117j -3.09701e-16-0.00479876j -4.6631e-16-0.0017601j -1.42969e-16-0.0128173j -5.10702e-17+0.00192379j -3.10194e-16+0.0138523j -3.39983e-16-0.00963015j 8.28483e-17-0.010482j -5.28329e-16-0.00805068j -5.7559e-17+0.00286187j 6.35787e-16+0.0136916j 7.09694e-16+0.00558844j -4.56992e-16-0.0132055j 2.55884e-15+0.00737459j 2.62857e-16+0.0037942j -5.2499e-16-0.0286925j 1.60386e-16+0.0085462j -4.70683e-16-0.00593779j 3.78997e-16+0.00314714j -1.40297e-16-0.00642493j -1.45573e-16+0.014702j 6.53145e-16+0.0085262j 5.40233e-15+0.0156296j 4.58895e-15+0.00553493j 1.02302e-14-0.00687664j 1.14705e-16-0.00228426j 4.36567e-16+0.011344j 6.12914e-16+0.0156024j -3.04279e-16+0.00986336j -4.13984e-16-0.0173371j 2.34339e-16+0.0109233j 1.48786e-16+0.0180154j -5.93352e-16-0.015673j -4.75432e-16-0.0217336j 1.1067e-17-0.00315033j -2.24101e-15-0.0238534j 1.86986e-16+0.00941084j -4.80128e-17-0.00594448j 1.71384e-16+0.00605267j -5.0177e-16-0.0165229j 6.49896e-16+0.0529764j 6.81198e-19+0.00701162j -1.63596e-16-0.00657873j 1.7224e-16+0.0196027j -2.54904e-16-0.00012549j 5.19395e-16+0.0232843j -3.38763e-16+0.000619887j 3.2329e-16+0.0272308j -7.00569e-17-0.0105415j -5.9814e-17-0.0120105j 3.78555e-16+0.00562637j -3.4073e-16-0.0160354j -3.50417e-17-0.022569j 2.39465e-16+0.00590798j 5.85684e-16+0.0332337j 
