-0.130971+0.0310587j 0.0809742+0.0187379j -0.0277067-0.382929j -0.111161-0.187067j 0.231513-0.0476285j 0.449675-0.22878j -0.0772197+0.309138j -0.0515236+0.181179j 0.0292268+0.314881j 0.187098+0.649971j 0.427048+0.229346j 0.00726377+0.115399j -1.0644-0.178756j -1.39508+0.0879555j -0.764679+2.16455j -0.174603-0.226886j -0.0236384+0.0822404j 0.395292-0.280932j 0.0886426-0.170722j -0.354969-0.126267j 0.646173+0.0191335j -0.016366-0.0757785j -0.0224361+0.446633j 0.438806-0.118026j 0.141478+0.430828j 0.427809+0.63222j -0.270583-0.0948789j -0.450906-0.141137j -0.276756-0.0932549j -0.653827+0.2315j 0.7107-0.077953j 0.230379-0.177161j -0.490792+0.693187j 0.0473571+0.723124j 0.512574-1.04751j 0.202186-2.76951j 3.80581+0.584731j 0.18131-0.161028j 0.028283-0.225207j 0.408531+0.179975j -0.380891+0.276011j -0.0516902+0.0873734j 0.069096-0.0250408j 0.011672-0.266941j -0.25554-0.309803j -0.327483-0.122938j 0.400478-0.0656744j 0.177086-0.000978073j -0.00178821-0.265049j 0.0309989-0.0404315j -0.210841-0.206405j 0.18337-0.319998j 0.00242479-0.290319j -0.128235-0.387927j 0.204803-0.281738j 0.183054-0.266923j -0.109359-0.144906j -0.108744-0.243686j 0.420308-0.373729j 0.132114+0.439104j 0.168197+0.364903j 0.116933+0.774138j -0.159895+0.120133j -0.327598-0.513267j -0.0105172-0.0649172j -0.353298-0.251321j -0.534328-0.350694j -0.194775-0.0899129j 0.383019+0.23544j -0.742772+0.232065j -0.370854-0.091081j -0.0419559-0.140523j 0.49799-0.420304j 0.169746+0.161824j -0.427458-0.0484034j -0.443906+0.535897j -0.418406+0.125605j 0.0830291+0.134881j 0.330403-0.585773j -0.273997+0.294402j 0.0996135-0.247223j 0.343136+0.485221j -0.205333-0.385499j 0.051299+0.137649j 0.384645+0.192758j -0.0160465-0.0664238j 0.396381+0.216522j 0.172676-0.301122j -0.957005+0.761238j 0.477563-0.335123j -0.505996-2.05241j -0.750262+0.608096j 3.07121+1.0027j 0.267394+1.03766j 1.66828-2.85535j 
0.102059-0.200282j 0.0320665-0.26003j -0.442183-0.467926j 0.291696-0.412363j 0.32533+0.54735j 0.144492+1.77895j -0.775018-0.983738j 0.0575223+0.403747j -2.1657-0.757459j 0.919554-2.41809j 1.63235-1.14682j -0.702064-0.516492j 0.935608-0.127126j -0.454024+0.583218j 0.356607-0.597521j -0.0708021+0.088437j -0.356377+0.0222491j -1.99915+0.622414j -0.144934+0.154363j -3.64713+1.38914j 2.96464-1.21225j 1.27591-0.661529j -4.30662+2.23754j -0.705808+0.127104j -3.01248+1.2599j -1.69406+1.92029j 2.60629-1.9109j 1.56157-1.27492j 1.14795-1.61133j 1.3175-1.66803j -1.03945+2.79283j -1.82867-1.97607j 0.278624-1.4756j 0.476904+0.519037j 1.06692+0.558904j 0.179227+0.979739j 0.618061-0.243458j 1.59429-0.00779353j 0.342287+0.450437j -2.36563+0.0405334j 0.280136+1.16995j 8.67819-1.38328j -1.41969-1.85139j 33.7394-4.96979j -6.68801+0.66458j 9.53422+7.41452j -12.4226+4.00319j 42.1121-5.13805j 6.97674-1.32516j -13.2724-8.85977j 2.16595+2.83538j -75.4481+15.5292j -20.2344-18.7179j -63.1707+0.875513j -31.7202+5.66961j -9.57366+1.80024j -22.5767-11.785j -1.05845-5.5279j -15.4464+2.03208j 71.9175-18.83j 11.6112+0.260537j 15.8289+5.33695j -3.21403-22.3581j -81.5499+3.37277j -3.1242+2.69926j -53.8582-14.0126j -54.938+17.5112j -15.8674-1.949j 40.4967-21.0084j -64.9838-7.69409j -12.3034+8.3374j -4.06606+3.60403j 71.1304+11.3604j -4.3783+0.815058j -29.2546+15.2704j -25.9532-3.57129j -21.4218-2.41078j -17.7399-9.28737j 33.6085+7.32555j -39.6154+17.4853j 10.7041-7.43053j -64.5884-3.45867j 29.8295+12.8447j -4.36174+3.40598j -33.7546-4.3102j -25.7502-1.20479j -2.94064-9.8009j -9.48957-1.48438j -15.0584-1.23968j -25.6148-4.27488j 6.63494+1.24144j 8.49551-0.355995j 3.34424+0.691396j -0.523939+0.116657j 1.49326+0.00313741j 
-0.231674+0.469977j 0.306932+0.469442j 0.47675+0.188911j -0.172592+0.909303j -0.260343+0.380046j 0.738294-0.322581j 0.409119+0.430599j 1.53038-0.0788798j 0.261905+1.73843j 0.159781+2.97222j 0.341245+0.900713j 0.878868+0.123915j 0.419874+0.564588j -1.13523-0.911401j 1.48262-0.715442j -0.20613-0.140574j 0.488806-0.327227j 2.6983-1.24141j 0.429537-0.0661869j 4.98062-2.41858j -4.17845+2.22923j -1.55696+1.11501j 5.14311-3.16301j 0.397648-1.29288j 3.39177-1.71194j 2.65964-2.12314j -2.87209+1.7913j -2.01171+2.67997j -3.37295+1.71657j -2.0761+3.27728j 1.54138-2.57207j -0.129931-2.0368j -0.820286+0.573562j -1.4518-0.487808j -0.701812-1.13457j 0.319697-0.0501895j -0.118956-0.643187j -2.24878+0.030447j -0.893022-0.708344j 3.2255-0.120521j -0.13303-1.57153j -11.4093+1.98163j 2.16684+2.6523j -45.1642+7.75916j 8.77724-1.06907j -12.6711-9.50523j 16.0897-5.68298j -56.2548+8.20094j -8.99002+2.39222j 18.3536+11.2893j -3.24238-4.39929j 100.746-23.0752j 27.8364+23.9026j 84.499-3.40648j 42.2957-8.4644j 12.8725-2.53496j 30.7511+14.8092j 1.5481+7.12406j 20.9658-4.09957j -96.5179+27.3697j -15.8952+0.330354j -20.7371-7.20071j 4.42476+29.5109j 109.025-7.71285j 3.56568-3.38913j 72.4691+17.011j 73.3778-25.7074j 21.9657+2.03671j -53.6073+30.498j 87.2259+7.96512j 18.2742-12.2135j 6.1932-4.98569j -95.2337-13.3495j 1.82127+0.188969j 36.7656-19.0929j 33.975+3.94648j 28.6071+2.40678j 27.0797+11.1199j -44.8061-7.93632j 52.5501-25.8939j -17.1026+8.98829j 88.4023+2.76613j -38.8175-16.5922j 2.88402-4.63491j 44.0401+3.20989j 33.6169+0.805557j 4.43299+13.4797j 13.9266+1.43495j 21.1241-0.339945j 34.4096+5.84026j -10.1081-2.183j -9.1572+0.982167j -5.2033-0.646023j 0.679739+0.200378j -2.07952+0.00207546j 
-0.586112-0.170227j 0.617439-0.567913j 0.40547+0.228772j -0.196653-1.21948j 0.00271623-1.21386j -0.223685-0.565561j -0.677627+0.610334j 0.088684-0.742245j -0.481398+0.264084j 0.351404+2.37362j 1.28747-1.30914j 1.56951+0.409828j -0.292019+1.83805j 0.842659-0.310974j -0.547742+0.551078j -0.0883281-0.534131j -0.527575+0.308282j 0.690884-0.564744j 0.0840218-0.794746j 1.98847-0.142869j -1.23108+1.27029j -0.458529-0.369066j 1.76484-0.640622j 1.23044+0.249235j 0.455265-0.692307j 0.806612-0.652651j -0.278929+0.203486j -0.622454+0.359605j -1.40643+0.30642j -0.26803+0.522534j 1.66501-0.294968j 0.866716-0.499073j -0.145486+2.04924j -0.250415-1.64999j -1.26466-0.332433j 0.642226-0.269598j -0.857524-0.00385426j -0.476748-0.102171j -0.608852-0.336816j 1.2201+0.15006j -0.157686+0.219517j -3.36071+0.355122j 1.1505+0.479708j -13.562+2.36849j 2.97996-0.644577j -3.66359-3.11206j 5.86729-1.92951j -16.7226+2.56008j -2.80094+0.394174j 5.04891+3.61615j -1.07997-1.01614j 29.6762-7.03722j 8.55209+7.83379j 25.7266-1.16153j 12.395-2.32477j 3.85161+0.382357j 8.81007+5.04183j 1.0268+1.92785j 5.85154-0.658081j -29.2088+7.59601j -4.73108+0.963838j -6.79635-1.64907j 1.31597+8.93883j 32.4203-2.65437j 0.616872-1.11371j 21.7613+5.52883j 22.634-7.2463j 7.06933+0.808272j -16.7132+8.75397j 25.9577+2.31347j 5.02213-4.3724j 2.50492-0.591924j -28.1901-4.00218j 0.834984+0.471323j 11.5773-6.27136j 10.3418+1.51133j 8.3163+0.192069j 7.57221+3.49157j -13.1856-2.98946j 16.059-8.70518j -3.52112+2.3632j 25.0566+1.02774j -12.9093-6.02656j 1.98605-0.142091j 13.8113+1.48404j 10.7386+1.11848j 1.87573+2.98286j 3.74037-0.0772737j 6.63218+0.323147j 10.4182+1.07115j -3.41218+0.307959j -2.16321-0.875051j -1.48284-0.163652j 0.580629-0.775138j -0.507685+0.242315j 
0.0719926+0.0270196j -0.525521+0.718263j 1.35464+1.94145j 0.0608102+0.212672j -0.895636-1.59121j -0.761345-2.35175j 0.0487405+2.1686j 0.196624+0.392578j 0.369071+3.18768j 1.96472+3.23699j -0.178192-0.590415j -0.0425244+0.0267068j -1.4495-3.30771j 0.390755-1.13699j -0.619496-1.48442j 0.566835-0.00187591j 0.71817+0.011496j 3.45695-0.210752j 0.410404-0.404693j 6.02912-1.76377j -5.25303+2.27835j -2.26801+0.987766j 6.75945-3.78651j 1.38447-0.355669j 3.98087-1.23532j 5.01192-3.8025j -3.10104+1.59526j -3.59459+2.84839j -4.14507+3.37007j -3.52434+3.30416j 0.421197-3.45976j 1.35404-1.2657j -1.00192+1.39042j 0.447588+0.808046j -0.0723378-1.61205j -0.307+0.578772j -0.437964-0.617531j -2.63666+0.209343j -0.0676168-0.652068j 3.76683+0.0873384j -0.522286-2.14924j -14.7821+2.12679j 1.79433+2.7148j -56.3367+7.11263j 11.1987-0.881075j -15.6803-12.7442j 20.871-6.14962j -70.4482+7.22607j -11.3664+1.99685j 21.5542+15.4857j -3.86425-5.25034j 126.135-23.047j 33.1491+31.6319j 105.673+0.761347j 52.8211-7.97399j 16.0077-2.43301j 36.8655+20.0374j 1.94697+9.14544j 26.2744-4.57258j -121.239+28.3706j -19.6679-0.245673j -25.5418-10.8274j 4.66365+36.937j 134.736-3.44893j 4.38719-4.76191j 89.7174+25.8209j 91.7742-29.4108j 27.0007+4.24877j -68.1922+34.8421j 107.93+16.4893j 20.95-12.0176j 7.31238-5.38272j -117.393-22.0134j 5.20034+1.43765j 45.206-22.7292j 43.4195+5.97048j 35.8267+4.13894j 32.3236+15.4455j -56.5498-13.9846j 66.5948-29.7622j -17.7367+11.3807j 107.985+8.33005j -49.4041-23.4537j 4.94493-4.96421j 56.2438+7.47183j 42.5559+3.23993j 4.54146+17.0711j 16.5813+2.19815j 23.8785+0.0487901j 43.5369+9.485j -13.0599-2.29816j -12.2007-1.49833j -5.18418-0.173826j 2.96545+0.304469j -3.08002-0.163021j 
-0.0883774-0.121999j 0.129815-0.58595j 0.456949-1.31315j 0.0447825-0.510491j -0.0874714+1.17663j -0.452503+1.32396j -1.1169-1.83875j -1.04867-1.29721j 1.02744-1.08166j -0.696127-1.31418j -0.333937+0.591265j 0.48479-1.72283j 0.256832+0.770032j 1.48315+1.18355j -0.316541+0.175387j -0.25938-0.163001j -0.585632+0.282315j -1.93338+0.153937j -0.840688+0.394311j -3.75065+1.08595j 3.74196-1.06054j 1.66995-0.62771j -5.04492+1.88101j -0.234665+1.61691j -1.95727+1.50724j -4.00159+1.99876j 2.36971-1.56497j 3.25571-2.36805j 2.47814-2.63015j 1.89636-1.89974j -0.11278+0.675183j -0.633362-1.33601j -0.0378289-3.01077j 0.345191+0.796562j -0.717153+0.841178j -0.815042-0.481728j -0.382904+0.681272j 1.98715-0.276139j 0.0629971+0.630155j -2.45215+0.0292958j 0.393136+1.62872j 10.0279-1.32045j -1.49375-1.40787j 38.3979-5.43659j -7.5298+0.682639j 10.205+8.44576j -13.7218+4.19488j 47.7224-5.62742j 7.56502-1.75432j -14.8073-10.2515j 2.65961+3.90703j -85.8827+17.1535j -22.1922-21.479j -71.0934+0.741607j -35.2717+6.21519j -11.4911+2.28811j -25.5351-13.7902j -1.6641-6.61289j -18.4992+3.79922j 82.107-20.4862j 12.7933+0.175336j 16.6705+7.70066j -3.54041-26.0826j -91.2538+4.77467j -2.77743+3.1414j -60.7748-17.8645j -62.8056+19.8463j -18.7287-2.84674j 45.3623-24.3516j -72.9116-9.53665j -15.7016+8.99938j -5.14313+4.2471j 80.2866+14.0709j -2.82147-0.478204j -31.2253+14.8365j -28.7369-3.90312j -24.0127-2.8749j -21.9015-10.0126j 38.0009+8.22244j -46.2346+21.6076j 12.4216-6.31621j -72.8055-5.1945j 33.011+15.0624j -2.79439+2.51381j -37.6851-3.92363j -28.5207-2.06662j -3.82592-11.0278j -11.6714-0.701427j -17.3504+1.40083j -29.1634-6.37174j 8.71493+2.18007j 7.61628+0.518524j 3.71922-0.12732j -1.79573-0.818634j 2.09311+0.189636j 
0.288561+0.130318j 0.00364281+0.377597j -0.440974-0.0533715j -0.477974+0.516774j 0.461426+0.195928j 1.31067+0.302733j 0.221932-0.0409972j -0.725882-0.279787j -0.504474-1.11968j -1.80856-2.27541j 1.98828-0.921427j -0.0387124-0.374296j 2.56721-0.226589j -0.572205+1.70773j -1.20079+0.342897j -0.0742732+0.348466j 0.161594-0.391008j -1.25237+0.727824j -0.353793+0.114391j -2.53914+1.1945j 2.50757-1.37222j 0.812105-0.627586j -3.26167+2.55933j -0.937298+0.661852j -1.63368+1.2349j -2.99021+1.54379j 1.31724-1.39307j 0.688105+0.0445227j 2.49154-1.98288j 1.18604-1.06337j -1.67082+1.74518j 0.47498-1.09274j 0.623007-1.24527j 0.605462-0.626333j 0.0690733+0.721428j 0.95685-0.461277j -0.0993129-0.149792j 1.07852+0.0784757j 0.398206+0.25192j -1.83504-0.235015j 0.107397+0.230823j 6.08794-0.721904j -1.40856-1.21019j 24.0894-2.60173j -4.67901+0.317722j 7.01806+5.35399j -8.76653+2.59818j 30.3188-2.78159j 4.96933-0.897752j -9.25924-6.71469j 1.512+2.2965j -53.6312+9.74681j -14.7249-14.1099j -45.2898-1.14359j -22.2009+3.05535j -7.62011+0.594608j -16.2063-8.66589j -1.5037-4.0397j -11.3738+2.19546j 51.158-11.4556j 7.73684-0.309133j 10.7916+5.09743j -2.31895-15.6357j -58.8271+0.724782j -2.25834+2.15465j -38.415-11.0649j -38.151+12.5125j -11.1098-1.93505j 29.3394-15.2046j -47.2267-7.56986j -8.93495+5.66249j -4.66987+1.60547j 50.4151+10.06j -1.20018-1.50208j -19.6363+9.75488j -18.7724-2.97764j -14.4913-1.35575j -14.4979-6.62565j 23.6625+6.90205j -28.2376+13.7933j 9.24157-3.95995j -46.8979-5.41448j 20.4751+9.56266j -1.82896+2.95854j -23.1641-3.20071j -17.9702-1.18964j -2.45497-7.0113j -7.081-1.45218j -9.67254-0.624467j -19.1727-3.73449j 6.01206+1.01823j 5.17304+0.312809j 2.5222+0.0434044j -1.15344-0.402366j 1.31444+0.195122j 
0.370975+0.18463j 0.126548-0.0483533j -0.106963-1.88044j 0.465514-0.664611j -0.867594+2.4061j 1.32426+2.00455j 0.394811-3.97363j 0.547929-0.36429j -0.687404-2.36271j 0.600317-1.97901j 1.30144-0.600883j -2.0142-2.87579j -0.452484+0.527243j -0.414921+0.115988j -0.170046+0.146549j -0.35445+0.378799j -0.276064-0.2663j -2.35699+0.501721j -0.0791929+0.228869j -4.87575+0.811157j 5.44265-1.7651j 1.83398+0.15729j -6.13233+1.75583j -2.12913+0.78047j -4.55005+2.40956j -3.49649+3.398j 3.40472-1.94175j 4.06622-2.06627j 2.38014-2.79762j 3.21508-1.36695j -1.05936+1.86365j 0.297384+1.76221j 0.647691-1.33593j 0.346635-0.111641j 1.09472+1.4791j 0.179628+0.504456j -0.077786+0.541065j 2.27565-0.200368j 0.452185+0.792227j -3.52383-0.114042j 0.236009+1.43453j 12.9043-1.75392j -2.34182-2.10896j 50.1357-6.69108j -9.87775+1.24487j 13.6008+10.0084j -18.9355+6.10025j 62.5537-7.41565j 10.0648-2.45983j -18.4158-13.315j 2.99329+5.25483j -111.9+22.1886j -28.6121-27.721j -93.7872+1.71785j -46.4037+8.49058j -14.2179+2.25715j -31.9908-18.3907j -2.35099-8.58772j -23.1418+4.0387j 105.806-27.146j 17.0358-0.0292732j 23.0607+9.15323j -4.58631-34.1663j -120.447+5.40203j -4.53319+4.43692j -78.8297-22.4906j -81.5319+25.7976j -23.4618-3.62294j 60.4428-31.0474j -95.913-12.0302j -19.2691+11.7291j -7.76482+5.46437j 104.275+17.436j -3.70244-0.959376j -41.2247+20.7056j -38.0926-4.9814j -30.754-3.24648j -28.8793-13.4118j 49.4236+11.3241j -57.8173+28.7703j 18.5314-8.86355j -97.2459-7.1564j 42.0126+19.8908j -5.77316+4.56878j -48.353-5.46198j -37.3987-2.28055j -4.34988-14.0577j -14.2924-1.86586j -22.2957-0.0672395j -37.8322-7.38272j 10.627+2.26972j 11.2207+0.131526j 4.62238+0.214804j -2.352-0.970496j 2.66518+0.185008j 
0.806882-0.665951j 0.0568827+0.61905j 0.427993+0.303588j 1.65776+0.228334j 0.103861+0.613212j -0.22961+0.866969j 0.836009-0.547815j 1.02179-0.778533j 0.757668-0.998842j -0.340903-1.38994j 0.0573017-0.818794j 0.656613+1.58684j 0.150782+1.85202j 0.232768+0.515732j 0.793908-1.54521j 0.708556+0.169759j -0.242335-0.636096j -1.45771+0.720862j -0.241315+0.26952j -2.0266+0.940896j 1.55302-0.583866j 0.878219-0.00472053j -2.38568+0.971349j -1.59261+1.45675j -1.24646+0.442597j -1.64476+1.32466j 0.914439-1.44352j 0.0648406-0.611295j 1.15852-0.617196j 0.515376-0.311911j -1.13176+1.15728j -0.447449+0.267356j 1.13655-0.349011j -0.0302777+0.532747j 0.207809+0.200528j -1.10887-0.0143153j -0.141616+0.107113j 0.998146+0.146582j 0.532723+0.226812j -1.50526+0.0569711j -0.141466+0.0605598j 4.98571-0.808996j -1.0051-0.999303j 19.2664-2.97144j -3.60705+0.56429j 5.85096+4.81218j -7.17189+2.83449j 24.6228-2.97678j 3.59123-1.20504j -7.14379-5.50531j 1.63034+2.46785j -43.7592+9.30099j -11.527-11.2712j -36.7092+0.243836j -18.0723+3.50383j -6.0578+0.972651j -12.8628-6.98572j -0.926625-3.64736j -9.38053+1.3086j 41.5586-11.1107j 6.55743-0.0513292j 8.80426+3.35756j -2.24601-13.3693j -46.589+1.65204j -1.8414+1.89956j -31.6652-8.55361j -32.0754+10.3614j -9.19966-1.39126j 24.1184-10.6958j -37.7107-5.20392j -7.24057+2.49027j -3.7067+4.68281j 40.8445+5.47202j -1.40129-1.12214j -16.5797+8.10676j -15.5591-0.423213j -11.4419-2.5342j -11.1911-4.81494j 18.9906+4.71954j -23.5719+12.6031j 7.32007-4.65207j -36.6539-3.09945j 17.5276+7.90268j -0.371938+1.44698j -19.372-2.37298j -15.0689-0.652235j -0.94431-6.0537j -6.22366-0.594457j -7.90973+0.156983j -15.0673-3.14559j 4.36724+0.717659j 4.41883+0.497339j 1.67559+0.221937j -0.909947+0.380705j 0.99258+0.042469j 
-0.0817276+0.383301j 0.236556-0.108878j 0.415899-2.35755j -1.25591-0.606599j 0.0813698+1.85177j 2.42346+4.72876j -1.20056-4.43792j -0.408107-1.03898j -0.19348-2.91225j -1.76578-5.91138j -0.448894-1.73282j -1.71892-1.11054j 1.48887+3.11367j -0.424651+1.39248j -1.09552-1.21736j -1.08265+0.395589j -0.645161-0.321919j -5.35341+1.66867j -1.82955+0.318352j -11.3124+3.95834j 11.2614-3.23807j 4.0749-2.11077j -15.0094+6.97577j -3.67634+1.87029j -7.99736+5.65065j -10.1073+6.58119j 8.77907-5.07471j 6.27863-4.92126j 6.76169-5.44775j 5.71287-5.33621j -2.92771+5.94775j -2.74234+2.09524j 2.05141-4.981j -0.336399+0.84007j 0.410562+2.43332j 1.22415-0.366636j -0.65075-0.05646j 5.24828-0.30901j 0.488899+1.60785j -7.39017-0.364944j 1.12975+3.25865j 28.1335-3.38763j -5.46748-4.6538j 109.284-13.6012j -21.2179+1.91715j 30.1508+24.0732j -39.5377+12.3923j 136.381-13.9292j 22.509-4.56288j -41.8683-29.7213j 6.20342+10.5134j -244.272+46.2546j -63.8268-62.7154j -203.46-1.12207j -100.886+16.2299j -31.6956+4.81346j -72.4112-40.1944j -4.76984-18.8759j -51.8727+9.16888j 231.926-57.1282j 37.6846+0.392108j 48.4845+21.4234j -10.0886-74.4107j -262.558+6.23322j -9.46456+7.7748j -173.102-50.58j -178.382+53.2411j -51.7182-7.10129j 131.256-66.9749j -208.947-28.9455j -40.7318+25.5135j -14.8451+12.465j 227.969+41.6509j -8.56599-3.58929j -87.6413+45.856j -83.6682-12.0918j -68.5832-8.86184j -63.4287-30.2066j 108.695+27.9001j -127.805+59.4593j 37.6776-20.6422j -209.985-17.6278j 94.4385+44.7634j -10.3277+7.91447j -107.432-13.3983j -82.1337-5.93788j -9.68255-33.4066j -31.9436-3.88302j -48.2443-0.980116j -83.621-18.1587j 24.5795+6.08911j 22.925+0.35871j 11.3546+0.238595j -4.41972-2.60886j 5.70755+0.911713j 
0.120682+0.430763j 0.161766-0.495696j 1.06206-1.56711j -0.218598-0.248787j 1.09003+2.11104j 0.450544+4.79312j -1.82196-1.38043j -0.63086+0.61043j 0.435078-3.68156j -0.787454-3.93176j -0.787507-1.42474j -1.44137-0.0818951j 1.15709+1.88658j 0.362142+0.100428j 0.236568-0.788801j -0.867838+0.44031j -0.522622-0.293918j -4.10216+1.08195j -1.49133+0.385437j -8.39647+2.2833j 7.7724-1.53929j 3.60613-1.92609j -11.3667+5.67053j -3.43398+0.705848j -6.76191+3.74844j -7.13642+5.65628j 4.07484-3.21496j 4.91924-4.82183j 7.21387-4.25134j 4.75837-3.15652j -2.24884+4.63077j -1.15572+2.29116j 1.11119-3.658j 0.860263+1.23557j 0.0468373+2.59396j 0.508856-0.128055j -0.61431+0.0215654j 3.97055-0.322588j 0.211348+1.45126j -5.68045-0.310353j 0.894302+2.32674j 21.6741-2.65664j -4.05768-3.51353j 83.8129-10.4055j -16.5113+1.65228j 22.6485+18.4214j -30.9272+9.49927j 104.279-10.4388j 17.4421-3.42634j -31.9767-22.5258j 4.57482+7.83557j -187.909+35.451j -48.2128-47.8203j -154.578-1.51732j -76.8673+13.1923j -24.3067+3.65147j -56.2778-30.7728j -3.04628-15.5024j -39.6724+7.00861j 178.389-41.9199j 29.1542+0.328635j 36.8806+16.823j -7.62334-55.3601j -200.518+5.2163j -6.04196+7.29836j -132.61-38.0832j -136.021+40.6812j -40.4595-7.06023j 100.694-53.0975j -160.62-21.9643j -31.9031+19.9739j -12.8079+9.10768j 173.797+33.5309j -7.47734-1.28153j -68.3185+33.8326j -63.5834-9.81635j -51.4186-6.706j -47.6858-23.3883j 83.1917+20.3623j -97.382+45.3623j 29.2724-14.5547j -160.812-13.5007j 72.1927+34.7418j -6.93937+7.23524j -82.0195-10.398j -62.639-5.21921j -7.39389-23.2852j -24.7361-3.46359j -35.8701-0.226622j -64.3597-13.2277j 18.5718+4.64273j 18.3802+0.11404j 8.1293+0.379085j -3.71307-1.86212j 4.47265+0.588736j 
-0.0617438+0.0435899j 0.111353-0.325312j -0.144802-0.805674j 0.408317+0.603422j 0.961424-1.42894j -0.347864+1.07462j -0.36627-0.692755j 1.48331+0.458509j -0.628252-0.666898j -0.914011-1.08614j 1.54229-0.127104j 0.207828-0.267857j -0.366462-0.282245j 0.17187+1.08923j 0.227184+0.589338j -0.0170624-0.0489987j -0.0802056+0.243356j -0.134134-0.542287j -0.0474427+0.647032j -0.82815+0.571425j -0.264945+0.180018j -0.142905-0.698575j -0.35855+0.284431j -0.230497-0.375563j 0.243259-0.463693j -1.04991-0.349057j 1.66808-0.732493j 1.05653-0.235381j -0.0256756+1.35681j -0.120311+1.38025j -0.362047-0.392777j 0.641862+0.756197j -0.557171-0.179831j -0.0587821-0.912646j 0.0562403-0.256445j -0.110043-0.588153j 0.186747+0.177793j 0.0516062-0.0220263j -0.070054+0.0275991j -0.00784393-0.0150107j 0.186618+0.190574j 0.465503-0.115255j 0.492071+0.185457j 0.82632-0.641408j -0.500926+0.122434j 0.233897+0.898043j -0.745711+0.0589947j 0.551032-0.170712j 0.553956-0.0227918j -0.914529-0.0889464j -0.244234-0.054777j -1.55008+0.772893j -1.13415-0.416523j -1.59927+0.151912j -1.57368-0.653164j 0.0720478+0.196994j -0.872391+0.392599j 0.618847+0.83526j -0.599813+0.655168j 1.26006-1.92716j 0.652936-0.0639076j -0.00195056+0.40873j -0.670232-1.84183j -2.18133+0.67052j 0.393997+1.08045j -1.37138-0.905092j -3.0253+0.788151j -0.761807-1.0116j 0.559369-1.21811j -0.53554+0.262122j -0.705084-0.168583j -0.29337+0.151267j 2.60581+0.234967j -0.166207-0.0844237j -2.79729+1.41563j -0.59626+0.317964j -0.311174+0.0827645j 0.490128-0.553099j 0.0397175+0.558034j -1.07518+1.21795j 0.0719755+0.855521j -1.59733-0.857132j 0.770296-0.655703j 0.793163+0.412676j -1.06695+0.665991j -0.636061+0.461861j 0.450637-0.833974j -0.653553+0.0668166j -0.65691-0.210456j -0.308718-0.218734j 0.527669-0.0573923j -0.670301-0.0112742j 0.261972-0.00795752j -0.227414+0.152534j -0.00632461-0.0759287j 
0.644038+0.237622j 0.197323-0.632319j 1.32297+0.519753j -0.0140024+0.504313j -1.18148-0.530397j -0.655651-2.22718j -0.614899+0.210393j 0.915611-0.967848j -1.83859-0.0706856j 0.658015+1.00982j -0.322357+1.27283j -0.970492+0.923581j 0.00409736-0.929932j 0.855793+1.28453j 0.367199+1.35385j 0.588059+0.309855j 0.182307+0.131076j 1.46056-0.861075j -0.34985+0.346854j 4.10341-1.33416j -2.77934+0.506285j -1.1706+0.587223j 3.89619-2.03335j 0.682144+0.106971j 2.59635-1.08397j 2.85001-1.90526j -1.06762+1.77358j -2.23201+1.63049j -1.36139+0.881775j -0.921126+1.20441j -0.155928-0.905393j -0.671989+0.509852j -0.837935+1.14069j -0.359294-0.33006j -0.913416-1.35589j -0.603401-1.08744j -0.108782+0.351665j -1.37379+0.141864j 0.119299-0.170099j 1.7339+0.0803414j -0.337406-1.17345j -6.80327+0.604877j 1.5673+1.23171j -26.947+2.89969j 4.70837-0.708712j -7.54582-6.07218j 9.01718-3.8583j -33.6426+2.97082j -5.7611+0.653222j 10.6383+8.03252j -1.37852-1.68986j 59.9794-11.0165j 16.1274+15.9962j 50.6046+1.21312j 25.223-4.7088j 8.12154-1.07397j 17.5027+10.3814j 0.93091+5.64105j 12.5748-1.54708j -57.233+13.5004j -8.7856-0.278169j -12.1033-5.15902j 2.70662+18.5125j 64.6925-0.659999j 1.56895-3.46769j 42.8593+12.7617j 45.0322-13.5024j 13.401+3.37377j -31.9946+16.2541j 50.7697+8.3282j 9.48322-6.51152j 3.34751-2.08761j -56.5021-11.1854j 2.41343+1.90995j 21.9799-8.92111j 20.967+3.4916j 17.3816+1.66712j 15.4196+6.29349j -26.8231-6.69927j 32.7915-13.9798j -10.2217+5.70262j 51.0086+5.40316j -23.1895-10.0229j 3.02577-1.71937j 25.8536+3.6028j 20.3096+1.07488j 3.24226+8.24477j 7.43243+1.09338j 10.8627+0.877018j 21.4228+4.32247j -5.80874-1.21491j -6.75387-0.13528j -2.78925-0.27275j 0.49353+0.720508j -1.28862-0.280858j 
