-0.130971+0.0310587j 0.0809742+0.0187379j -0.0277067-0.382929j -0.111161-0.187067j 0.231513-0.0476285j 0.449675-0.22878j -0.0772197+0.309138j -0.0515236+0.181179j 0.0292268+0.314881j 0.187098+0.649971j 0.427048+0.229346j 0.00726377+0.115399j -1.0644-0.178756j -1.39508+0.0879555j -0.764679+2.16455j -0.174603-0.226886j -0.0236384+0.0822404j 0.395292-0.280932j 0.0886426-0.170722j -0.354969-0.126267j 0.646173+0.0191335j -0.016366-0.0757785j -0.0224361+0.446633j 0.438806-0.118026j 0.141478+0.430828j 0.427809+0.63222j -0.270583-0.0948789j -0.450906-0.141137j -0.276756-0.0932549j -0.653827+0.2315j 0.7107-0.077953j 0.230379-0.177161j -0.490792+0.693187j 0.0473571+0.723124j 0.512574-1.04751j 0.202186-2.76951j 3.80581+0.584731j 0.18131-0.161028j 0.028283-0.225207j 0.408531+0.179975j -0.380891+0.276011j -0.0516902+0.0873734j 0.069096-0.0250408j 0.011672-0.266941j -0.25554-0.309803j -0.327483-0.122938j 0.400478-0.0656744j 0.177086-0.000978073j -0.00178821-0.265049j 0.0309989-0.0404315j -0.210841-0.206405j 0.18337-0.319998j 0.00242479-0.290319j -0.128235-0.387927j 0.204803-0.281738j 0.183054-0.266923j -0.109359-0.144906j -0.108744-0.243686j 0.420308-0.373729j 0.132114+0.439104j 0.168197+0.364903j 0.116933+0.774138j -0.159895+0.120133j -0.327598-0.513267j -0.0105172-0.0649172j -0.353298-0.251321j -0.534328-0.350694j -0.194775-0.0899129j 0.383019+0.23544j -0.742772+0.232065j -0.370854-0.091081j -0.0419559-0.140523j 0.49799-0.420304j 0.169746+0.161824j -0.427458-0.0484034j -0.443906+0.535897j -0.418406+0.125605j 0.0830291+0.134881j 0.330403-0.585773j -0.273997+0.294402j 0.0996135-0.247223j 0.343136+0.485221j -0.205333-0.385499j 0.051299+0.137649j 0.384645+0.192758j -0.0160465-0.0664238j 0.396381+0.216522j 0.172676-0.301122j -0.957005+0.761238j 0.477563-0.335123j -0.505996-2.05241j -0.750262+0.608096j 3.07121+1.0027j 0.267394+1.03766j 1.66828-2.85535j 
-0.0933558+0.270485j -0.137727-0.288233j -0.3217-0.710716j -1.06921+0.0267311j -0.366839+0.222926j 0.0992933+0.581272j 0.547123+0.891268j -0.64302+0.120205j 0.34121-0.134535j 1.03804-1.3908j 0.329658-0.577446j -0.268966-0.53748j 1.25896-0.125171j -0.335945+0.0617501j -0.669786+0.45493j -0.475438+0.231475j 0.306486+0.239113j -0.317358-0.449379j -0.565665-0.141445j -0.432926-0.729853j 1.33243-0.219642j -0.64659+0.0681692j -0.144057+0.607508j 0.394455-1.64305j -0.305258-0.0761762j -0.434286-0.687628j -0.839839-0.284277j -1.47891+0.785366j -0.445781+1.33192j 0.00245701+0.181686j -1.67093-0.736423j -0.114931-0.709565j 1.2546-0.0319591j -0.225831-0.553873j 0.193829+0.0402842j 2.71601-0.158717j -0.18485-0.52869j -0.305551+0.0786877j -0.0706797+0.17442j -0.113932-0.445107j 0.292004+0.150811j -0.432438+0.0860964j 0.0558521-0.193922j -0.476752-0.459545j -0.297163+0.368838j -0.503013-0.140967j 0.115454-0.161618j 0.0988274-0.728114j -0.148255-0.00370533j 0.248358+0.339852j -0.0879715-0.107367j 1.6977+0.416569j 0.847654-1.00808j 0.409949-0.384697j 0.453177+0.252931j 0.685618-1.01627j 0.190857+0.37384j -0.0552048-0.0705015j 1.08357-0.188445j -0.518366+0.28196j 0.602001+0.973837j -0.0723455+0.903358j 0.275616-0.0906486j -0.695116-0.352777j 0.0658407+0.258912j -0.783326+0.903529j 0.447178+0.383187j 0.167222+0.335419j 0.660121-0.255698j 0.225401-0.0393568j 1.74446+1.33812j 0.0132616-1.40412j -0.0719279-1.11896j -0.0982072-0.441221j -0.360737+0.282795j 2.46334-1.12548j -1.19184-0.22631j -0.217691+0.416544j -0.636399-0.520382j 0.194099+0.743711j -0.346043-0.159319j 0.688262+0.929448j -0.565921+0.643448j -0.321352+0.669214j 0.882176-0.206535j 1.15591+0.622806j 0.0525844-0.0508766j 0.936211+0.589863j 0.0145026-1.49606j 0.723508+0.235751j 1.66361+0.954416j 0.761196-1.02617j -1.10404-0.0149847j 0.993431-0.261886j -0.0506505-0.350203j 
0.00851005-0.343878j 0.0503285+0.196128j -0.707642-0.280103j -0.112533-0.705134j 0.699237+0.465234j -0.424762-0.389825j -1.33069+0.45033j -0.384817-0.265525j -0.211691-0.144768j -0.951575-0.444806j -0.670902-1.01911j 0.598389+0.156554j -0.364199+0.236455j 0.341764-0.733404j -0.809386+0.729645j 0.14866-0.523428j 0.18115+0.101112j -1.51453-0.518054j 0.316248-0.441286j -4.24772+0.104758j 3.02343-1.04635j 2.5473-0.0586062j -7.0344+0.0429246j -0.0676397+0.440721j -3.5755-0.210206j -5.29549-1.51418j 2.22819+0.792355j 3.27436+0.480327j 4.26988-0.474183j 4.48935-1.20298j -3.33804-0.286028j -3.02007-1.94944j 3.6555+0.78037j 0.131102+0.6455j -1.38362-1.25197j 0.556316+0.125215j -0.185399+0.827099j 0.237297+0.166366j 0.256735-0.371445j 1.34677-0.124499j -0.168164+0.366046j -1.60425-0.318147j 0.684495+0.175555j -6.95867-0.580744j 1.70452+0.323523j -2.38112-0.33029j 2.51907+0.229614j -9.03103-0.28713j -1.23985+0.749898j 2.85421+0.295464j 0.0761737+0.573621j 14.7046+0.434269j 3.48828+1.33568j 12.8803+0.0311536j 5.4953-0.404488j 2.29325+1.07116j 3.32464+0.0310044j 0.0264646+0.70046j 1.88919+0.585293j -12.1446+0.0175134j -3.17931-0.0259228j -2.49546-1.87068j -0.847194+1.87816j 14.4307+1.86699j 1.17008-0.964537j 8.87063+1.38806j 10.4408-0.397041j 2.20681-0.733437j -8.75713-0.841408j 10.5929+1.06615j 2.51163+0.783635j 1.3027-0.191857j -13.6954-1.2479j 0.130579+0.924005j 5.15546-0.794546j 5.3642+0.970862j 3.44094-0.194671j 3.30051+1.20365j -4.7745-0.320809j 6.63395-0.198737j -2.07833-0.335648j 10.2986+2.4691j -3.54019-1.73652j 0.383621+0.242417j 5.75862+0.618716j 3.99094+0.399728j -0.513932+1.4471j 2.18319+0.219029j 1.79248+0.87642j 2.91033-0.35492j -2.08759-0.304065j -2.10713+0.113691j -0.522352+0.74207j -0.517369-0.302259j -0.290484+0.500568j 
-0.200884-0.117967j 0.223889+0.439996j 0.0694753-0.680561j 0.0677707-0.905621j -0.545028-0.573211j -0.0563384-0.0295373j 1.6848-0.680579j 0.54949+0.0375586j 0.123734-0.135651j -1.0412+0.61847j -0.25777+0.330293j 0.767221-0.165554j -0.0655488-0.412678j 0.504118-0.633925j -0.409079-0.0556103j -0.199348-0.490951j 0.356771-0.132721j -0.0786058-0.414826j 0.854508-0.27814j -1.09234+0.394258j 1.56853-0.131574j -0.343465-0.10313j -0.319759-0.414501j 0.98985+0.115152j -1.0976-0.0245724j -1.66834-0.636295j 1.31557+0.588287j 2.32561+1.1153j -0.285233-0.573522j 2.48317+0.153463j -0.208209-0.201093j -0.251374-0.165329j 0.149729-0.702474j -1.08893-2.36476j 0.913379-0.760652j 1.25156+0.585518j 0.526278+0.147787j 0.215989-0.012227j 0.0923627-0.270523j 0.521152-0.0554233j -0.0114458+0.13839j -0.452927-0.480367j 0.34428+0.230507j -2.15965-0.0829853j 0.758968+0.152497j -0.553365-0.196893j 0.667663+0.154656j -3.1676+0.0333493j -0.603424-0.1089j 0.823633-0.00686083j -0.340205+0.00285984j 4.91588-1.22914j 0.818561-0.163537j 2.06583+0.840563j 1.22408-0.277433j 1.81083+1.10954j 1.15583+1.8186j -0.509175+0.0529371j -0.00612371-0.0568466j -4.90656+0.102876j -2.055+0.425103j -0.51596-0.416077j -0.246732-0.253029j 5.10356+0.500517j -0.278753+0.018197j 3.74071+0.668533j 2.38421+0.904589j 0.758638+0.751103j -2.29118+0.425909j 4.36831+2.1602j 0.819022-0.0753308j 0.684168+0.493148j -3.86799-0.85507j -0.236529-1.47081j 1.76594-0.173881j 1.50496+0.26187j 1.57743-0.0310993j -0.149579+0.305082j -3.11205-0.179368j 1.82201-0.446199j -1.18853-0.0798328j 2.81716+0.181406j -2.01014-1.99512j 0.531403-1.3651j 1.47457+0.129395j -0.87103+0.731442j -0.171348+0.457872j -0.652028-0.0770047j 0.281363-0.594375j 1.33597+0.840765j 0.843941-0.514775j -0.425039-0.735349j -0.44881+0.824887j 0.390606-0.208454j -0.113736-0.346626j 
-0.13041+0.0390615j 0.0800202+0.149977j 0.0260006+0.560961j -0.561246-0.412593j 0.533026-0.324002j 0.515482+0.406993j -0.0822192-0.970435j -0.076613-0.908414j 0.529506+0.446463j -0.422851-1.12232j 0.463812-0.209682j 0.986355-0.850575j -0.973729-0.0746516j 0.365217-0.772486j 0.800018+0.270615j -0.153495-0.0018791j 0.0700113-0.280259j 0.565642+0.423913j -0.292119-0.449734j 1.92117+0.308144j -2.03096+1.12999j -0.839377-0.443236j 3.23888-0.35366j 0.93127+0.702902j 3.50657+1.19581j 2.68063-1.26856j -0.184533+0.712759j -3.06479+0.525272j -2.30196-0.569219j -2.87822+0.55873j 2.70038-0.690772j 0.713804-2.95541j -3.97886-0.906943j 1.13091-0.407803j 1.255+0.814843j -0.311481+0.456457j 0.600797-0.0827343j 0.200406-0.242658j -0.123778-0.0131758j -0.8981-0.278847j 0.266674-0.136592j 1.18095-0.0805502j -0.241742-0.161689j 4.74606-0.195705j -0.670626-0.804967j 1.40013+0.536789j -1.15133+0.714266j 5.94164+0.213092j 1.66734-0.339547j -1.71081-0.937761j 0.584378-0.620345j -10.5905+0.997431j -2.38275-1.29261j -8.58962+0.331003j -3.43679-0.908796j -2.09401+0.124097j -2.68481-1.2146j -0.609861-1.85863j -2.99405-0.0791998j 9.37936-1.76593j 1.92302-0.50879j 1.63293-0.412625j 1.95312-1.36875j -10.8277-0.375929j -0.83639-0.239874j -7.37132-0.278995j -7.31902+0.465366j -2.70219+0.353675j 6.98574-1.47035j -8.73408-1.02378j -2.12628+0.486677j -1.58251-0.120174j 8.82497-0.106513j 0.459042-0.173209j -2.57513-0.179419j -2.96973-0.283846j -3.05784+0.288453j -2.46395-2.20589j 4.16524+1.16328j -5.66994+0.136706j 2.53446-1.61279j -8.87499-0.965157j 2.82133+2.2139j -0.0606971-0.170076j -2.14494+0.669773j -2.61272-0.484207j 1.033+0.74313j -1.63267-0.227832j -1.97293-0.150372j -3.76685+0.393095j 1.15318+0.535777j 1.51714+0.155661j 0.31225-0.325932j 0.140063+0.493736j 0.48094-0.294219j 
-0.386173+0.14055j 0.25704+0.141789j 0.613564+0.573144j -0.193089-0.64142j 0.319321+0.20204j 0.0118728+0.398938j -0.225227-0.657242j -0.544538+0.250169j 0.434899-0.746953j 0.308488-0.239832j -0.518597+0.617255j -0.475865-0.166021j 0.17601+0.610524j 1.42767+0.0537983j 1.30479-0.270989j -0.626483-0.0591448j 0.0549896-0.136224j 1.19528+1.07761j 0.190358-0.280046j 2.41323+0.0343516j -2.11083+0.592981j -0.300899-0.38537j 2.32607+0.61153j 2.0911-0.733106j 1.80591-0.138863j 3.23296+0.537901j -2.45883+1.13467j -0.0177405-0.179619j -1.58739+0.555414j 0.289124+1.40638j 2.48528+0.75261j 0.85829+1.3173j -2.14582-0.666991j -1.04311-1.07857j -0.709243+0.725015j -0.935176+0.334424j 1.02371-0.732133j -0.0890084-0.472843j -0.347147+0.078635j -0.73494-0.287287j 0.284203-0.168078j 0.872486+0.560153j -0.458882-0.323042j 4.45633+0.779992j -1.38199-0.138521j 1.88178+0.0323669j -0.978582-0.190693j 4.99452+0.544866j 1.94786+0.162584j -1.87064-0.641316j 1.0414-0.897881j -8.40687+0.0424468j -2.61352-0.658435j -6.16601-0.250348j -2.77958-0.469515j -0.338828+0.0407374j -2.17128-1.32302j -0.393374-0.324637j -1.78976-0.182229j 8.17155+0.257243j 0.777355+0.600313j 1.50408+0.36449j -0.5837-0.174538j -9.31542-0.51199j 0.565391+0.251213j -6.26196-0.453833j -5.69401+0.214889j -1.14372-0.826647j 3.83579-2.20813j -6.77971-0.372132j -0.627923+0.850178j -1.18593-0.849562j 4.77926+0.307122j -0.161239+0.837355j -2.03957+1.06595j -1.15886-0.854335j -2.9262+0.00937842j -0.0566803-0.881652j 2.84084+1.5239j -3.7151+0.452443j 0.862044-0.0365146j -5.42463-1.13567j 2.68925+1.0859j -0.532577-0.540407j -2.87113-1.17501j -2.01855-0.795148j 0.221461-0.543459j -1.83728+0.251481j -0.526406-0.382003j -2.80044-0.214981j 0.744482+0.979465j 1.3377+1.15564j 0.871571-0.627266j 0.32728+0.511142j 0.342281-0.687746j 
-0.153318-0.0933762j 0.642823-0.48155j 0.781975-0.0384668j 0.345939+0.0372045j -0.872426-0.172368j 0.121519-0.160576j 0.41137-0.0759382j -0.603391-1.06761j -0.920576-0.194769j 0.0536005+0.51915j 0.282396-1.35878j -0.756879-1.2081j -0.129193+0.514263j -1.14186+0.639341j 0.279959+0.0420047j -0.0950086-0.188626j -0.961969-0.0505465j 0.908546-0.0140716j 0.101882-0.353814j 1.26757-0.359059j -0.935772+0.515605j -0.765004+0.437462j 1.71612+0.433612j 0.320266+0.957345j -0.637219-0.595882j 1.19001-0.734168j -1.82787+1.08717j 0.181651+0.737038j -0.759223-1.1897j -1.14195-0.791874j 1.86032+0.257863j -0.157346-0.920932j 0.596447+0.675489j -0.266558-0.760377j 0.515227+1.21838j 0.1847-0.862128j 0.298073+0.0409953j 0.103129-0.600299j -0.33432-0.120134j 0.519532+0.612076j -0.583724+0.176198j 0.318355+0.241388j -0.264941-0.137682j 1.95663-0.0740508j -0.309892-0.11326j 0.67435-0.33575j -0.577169+0.108191j 1.86775+0.187951j 0.532683-0.317857j -0.831707-0.174957j 0.141137-0.251617j -2.91479-0.303248j -1.14093-0.837926j -2.24069-0.26769j -1.48426+1.4674j -0.933875+0.483384j 0.258062-0.311638j 1.06053+0.638057j 0.0975735+1.2083j 3.81097+0.64545j 0.165626-0.874508j -0.817571+0.00797455j -0.21004-0.829906j -4.69276+1.53723j -1.34434-1.58207j -0.703341+1.57163j -1.3621-0.64391j -2.2595+0.748659j 2.40202-0.18122j -2.81552-1.36696j -0.642207-0.066173j -0.266763-0.605561j 2.45108-0.104718j 1.21711-0.275221j -1.4261+0.718506j -1.03585-0.107844j -1.1819-0.654465j -0.120273-0.201046j 0.932327-1.31003j -0.617466-1.4799j 0.390921-0.770882j -3.81206-1.53793j 1.07082+0.943174j 0.667382+0.408831j -0.527278+0.265458j -1.16559+0.678248j -0.909674-0.508545j 0.407261-0.8094j 0.688527-1.0925j -0.214292-0.675674j 0.855479+0.766672j 0.308423+0.56841j 0.192076+0.252944j -0.168562+0.239556j 0.50001+0.185606j 
-0.0467595-0.127285j -0.113707-0.00713029j -0.240019+0.246839j 0.240251-0.334066j -0.199113+0.19881j -0.102229+0.224573j -0.203997+0.611154j -0.600888+0.228339j 1.51623+1.21003j -1.61628+0.00346796j -0.077295+0.56682j -0.670352-0.857717j 0.458187+0.713093j 0.147808+0.567216j 0.103732+0.516307j -0.0976483-0.162095j 0.239756-0.2391j -0.0899135-0.0749454j 0.448517-0.363075j 1.61501-0.127101j -1.70119+1.07055j -0.532484+0.0069256j 2.45271+0.793479j 0.562674-0.52941j 2.09761+0.383838j 2.26855+0.237436j -2.84244-1.88581j 0.799031-0.26556j -1.28845-1.12389j -0.572055-1.5575j 0.483229-0.89035j 2.05469-1.71433j -0.469116-0.931579j -0.102369-0.107041j 0.28187-0.582238j -0.191434-0.231341j 0.324348+0.188019j 0.186345-0.230576j -0.0704395-0.105479j -0.612806-0.169246j 0.227309-0.0428059j 0.516539-0.315831j 0.0705513-0.205918j 3.29337-0.511736j -0.0196799-0.263036j 0.857933+0.272583j -1.18704+0.708745j 4.15386-0.123894j 1.2284-0.251351j -1.09605-0.39246j 0.520248-0.38907j -7.67761+0.877261j -1.5597-0.474276j -5.91553-0.0398114j -1.45781+1.4495j -1.41058-0.554102j -1.37477-0.63736j 1.77957-0.791574j -2.38663-0.596569j 7.20257+0.787835j 1.33158+0.166467j 2.18798-0.685219j -0.793151-0.804613j -8.31209-0.27583j 0.24347+1.03174j -5.04962-0.589241j -5.14036+0.56481j -0.302567-0.241273j 2.62102-0.131521j -4.97826-0.562194j -1.50066-0.451967j -0.257911-0.14534j 6.03923+1.83746j -0.198363-1.76113j -2.44876-1.23854j -2.8671+0.181618j -2.24198-0.342027j -4.75101-1.52804j 3.24817+0.775162j -2.66453+1.73026j 1.40685-0.458142j -4.8138-1.77945j 0.789313+1.98202j -0.0539513-0.0916154j -2.27641+0.640352j -1.67106+0.393951j 0.16471-0.502383j -1.04968-0.193444j -1.2843-0.0303722j -1.83691-0.454391j 0.458314+0.233123j 0.469632+0.110287j 0.454064-0.0426597j -0.120781+0.323784j 0.387631-0.0236042j 
0.161871+0.214984j -0.412305+0.146971j -0.616692+0.450403j 0.15448-0.277226j -0.825035-0.256866j 1.56641-0.451663j -0.799344+1.03438j 0.616706+0.026642j 0.0713168-1.56841j -0.151018-0.604265j -0.445117+0.816598j 0.254165-0.41401j -0.172733-0.569551j 0.560599-0.0984856j -0.00710544-0.31652j 0.0893946+0.350806j 0.489557+0.412956j -1.01383+0.33239j 0.255528+0.144447j -0.913545+1.07667j 3.50858-0.627044j 0.434378+0.308212j -3.6394+0.283667j -1.3142-0.0377366j -2.64563-0.54838j -2.1764+0.427287j 1.11281+0.280778j 0.52658+0.409709j 2.33091-0.885263j 3.61836+0.246622j -1.95625+0.110445j -1.4942+0.14486j 2.75077-0.509884j -1.33757-0.454817j -0.855954-1.08703j -0.319575+0.233416j -0.365415-0.236299j -0.381656+0.664606j 0.290381+0.250764j 0.17189-0.389105j 0.262192-0.0516856j -1.23194+0.0817851j 0.264363-0.0761733j -4.18961+1.01268j 0.721486-0.288375j -0.680098+0.150608j 1.24468-0.436046j -4.15201+0.211581j -2.03538-0.431243j 1.11758+1.01386j -1.25922+0.512461j 8.6961-0.190313j 2.43609+1.32497j 6.95966+0.296961j 4.66262-0.251498j 1.2621+0.0241284j 2.21377+0.711131j 0.460077-0.253949j 1.52002-1.27008j -8.23958+0.796213j -1.42467+0.147415j -0.372012-0.0827777j -0.579486+1.33635j 9.07724-0.0154144j -2.11383-1.51041j 5.22389-0.277885j 7.76654-0.244039j -0.442597+2.02785j -3.10001+0.652751j 7.47956-0.726316j 1.38986-0.342747j 0.0711926+0.873182j -7.02822-2.58118j 1.02147+1.29652j 3.58736-1.63639j 2.40346-0.0634828j 3.09696+1.27084j 1.69561-0.339547j -1.33012-0.729798j 5.48572-0.494545j -1.62747-0.703663j 7.46924-0.103394j -2.07905-0.217651j 0.373943-0.802572j 4.39989-0.012435j 2.34121-0.51051j 0.237061-0.420798j -0.0345626+0.183327j 1.34993+0.643438j 2.84683+0.148865j -1.16341-0.793964j -1.13846-0.144499j -0.110166+0.00776397j 0.0959154-0.498126j -0.731254-0.151267j 
-0.0101839+0.324338j -0.347898+0.175046j 0.525487-0.635059j -0.351332+0.590421j -0.150734-0.327259j -0.171058-0.260393j -0.923136-0.243866j 0.634013-0.0504843j -0.934162+0.617367j 0.0666215-0.0154968j 0.493141+0.154203j -0.28832-0.608616j -0.417585-0.965075j 0.181807+0.352695j 0.603468-0.690272j -0.0861973+0.410893j -0.254165+0.394817j -0.326046+0.571921j -0.755796+1.06801j -4.15507+0.884251j 4.61648-0.0419326j 2.20967-0.153343j -7.08184-1.92237j -2.51661-0.248836j -4.92595+0.816283j -5.90866-0.341024j 2.23624+0.353634j 5.14803+1.14551j 5.95853-1.02571j 4.59803-1.08811j -5.40795-1.27152j -2.42331-1.40316j 3.58813+1.72773j -0.947856-1.61741j -0.849356-0.868914j -0.0767196+0.254591j -0.136589-0.624453j -1.08564+0.589014j 0.0587219+0.418584j 1.32832+0.824548j -0.537946-0.188696j -2.04412+1.19192j -0.397996+0.120125j -10.7532+1.79164j 1.9012+0.333223j -2.37122-0.270031j 3.65266-1.53495j -12.8491+1.3161j -2.24841-0.56272j 3.10726+1.23347j -1.60352-0.542897j 21.7631-0.78882j 5.63014+4.28714j 19.0941+0.609398j 8.93764-0.961251j 2.28929-1.08978j 5.72887+1.66596j -0.252513+1.02241j 5.7359-0.111312j -22.0513+1.97748j -2.18154-0.308319j -4.25002-0.280544j 0.331947+2.60107j 23.7215-0.408726j 1.83592+0.329087j 14.873+2.60856j 15.6981-1.27603j 5.61903-0.303026j -12.2004+1.61663j 18.2696+2.21194j 4.00613+0.126782j 0.934591-0.678089j -20.7075-2.95369j 0.886649+0.421483j 7.33044-1.25555j 8.28904+1.07285j 5.41401+1.82206j 5.26175+2.3569j -9.04813-2.45372j 11.9977-2.6855j -2.00973+1.10765j 16.509+1.84043j -6.48143-1.79487j 0.677453-0.481661j 7.82485+2.45688j 6.94804+0.0503692j 0.803046+0.783506j 2.05194+0.198371j 4.04566+0.611093j 7.18242+2.10288j -1.57746-1.11724j -2.12583-0.75043j -0.865515+0.292522j 0.738819-0.629864j -1.0802-0.539761j 
-0.0812673+0.308705j 0.640589-0.927562j 0.354978-0.0885293j 0.0416101-0.160546j 0.613392-0.513363j -0.176578-1.39179j 1.03535-0.424621j 0.914297+0.0157574j 0.886578+0.153011j -0.223566-1.41626j -0.526601-0.318313j -0.357397+0.0988618j -0.358239-0.514212j -0.688359-1.15677j 0.0225405-0.618289j -0.105054+0.472225j -0.408307+0.8566j 0.44687-1.54258j -1.4464-0.793672j -1.04507+0.758611j 0.992055-0.278954j 1.21964-0.172102j -1.06911+0.399454j -0.826025+0.831032j -0.543237+0.771619j -0.0437831-0.455577j -0.1359+0.491527j 1.30791+1.42255j 1.76054+1.16718j 0.859547+0.0843274j -1.7442+0.0874585j -1.2251-0.38641j 0.551971+0.378872j -1.53142+1.13765j 0.505863+1.92966j 0.187448+0.653356j -0.202325-0.695213j -0.624819+0.363251j 0.0229071+0.339859j 0.437972-0.585123j -0.0382429+0.419718j 0.0563529-0.137973j -0.144666+0.321596j -2.09947-1.27093j -0.711861-0.776629j -1.6878-0.737332j 1.85215-0.840533j -2.78171-0.349839j -0.866313-1.50458j 0.89554+0.158259j -1.73797-0.279184j 5.43376-0.65974j 1.03446+0.403236j 4.41137-0.477369j 2.36832-0.314548j 1.551+0.305608j 1.11984-0.16476j 0.738336-0.050627j -0.88419-0.147492j -4.53148+0.86878j -1.33417+1.33287j -0.269753-1.7113j -0.0653323+0.588909j 4.71917-0.146439j 0.44572+0.07637j 2.93559+0.770567j 3.08912-0.228195j 1.11686-0.00253865j -2.45737+0.312125j 3.91788+1.07177j 0.524103-1.96336j 0.903442+0.790993j -4.46446-1.10897j -0.174226-0.1383j 1.77256+0.131377j -0.600667+0.159363j 2.45555+0.0451633j 1.24821+0.734445j -2.6655-0.590734j 2.57417-0.10255j 0.0831331+0.176182j 4.87803+0.804369j -1.01948-0.69522j -0.53929-0.553059j 2.1771+0.846192j 2.17588-1.55218j -0.940638+0.335022j -0.32423+0.758329j 1.17217-1.12494j 1.286-0.823003j -0.196218+0.00891866j 0.192306-0.0953776j -0.409564-0.295395j 0.455215-0.189651j -0.466059-0.258905j 
0.000873034-0.0488885j -0.766491-0.278129j 0.114986-0.516961j 0.206312+0.186704j 0.344752+0.805511j 0.170777-0.758366j 0.174211+1.43098j 0.512059-0.368058j -0.945169-1.28258j -1.26845-0.357291j 1.06293-0.118894j 0.285985+0.471482j 0.963663+0.930934j 0.876589+0.609838j 0.696654-0.193065j -0.0823875+0.0744488j 0.200784+0.375007j -0.723787+0.857935j -0.687984+0.0677861j -2.35817-1.48588j 1.41498-0.160353j 0.616786+0.130325j -3.43872-0.0613399j 0.341335-0.616913j -0.691357-0.208963j -2.05219-0.937602j 1.34913+0.260089j 2.05204-0.437135j 2.58398+0.0478926j 2.14076+0.643569j -3.1965-1.08945j -0.325412+0.0482849j 0.45659+1.33186j 0.532851+0.00296434j -1.68683-0.439457j -0.999668+0.398562j 0.112046-0.560087j -0.727178+0.257626j 0.00354628+0.322597j 0.135364+0.214458j -0.0527666-0.150818j -1.84637+1.09799j -0.150792-0.675657j -4.38742+0.653407j -0.198468+0.221505j -1.01452-0.296497j 2.10592-0.735147j -5.67832-1.15249j -0.127255-0.172436j 2.55966-0.00901635j -0.391602-0.570079j 10.0257+0.438381j 4.02805+0.137635j 7.73605+0.751783j 1.74017-0.0124708j 2.05295-0.559545j 3.13583+2.27831j -0.274894+1.61308j 1.44507+0.274773j -7.82468+1.62362j -0.96545+0.937264j -1.35277-0.374259j -1.31721+0.357711j 8.99095+1.01179j -1.46405-1.96648j 7.88012+0.300891j 6.04018-0.191807j -0.351964+1.01988j -4.29502+1.23565j 7.99922+1.55871j 0.190203-0.673802j 0.549211+0.246016j -7.88948-1.20539j 0.0824573-0.924939j 2.99511-0.432092j 2.41325+1.85647j 2.4967+0.787124j 1.40815+0.612985j -4.63971-1.15621j 4.58288-1.07522j -1.12824+1.37977j 6.93805+0.558141j -2.68619-0.439237j -0.194456-0.093644j 2.50105+0.216403j 3.39438-0.173276j 0.462724+0.11888j 0.798692+0.466146j 1.89249+0.462255j 2.98721+0.661609j -1.28269-0.182455j -0.429289+0.198855j -0.0571549-0.619979j 0.515814-0.0144327j -0.414326-0.508852j 
-0.392245-0.0635006j 0.057714-0.375113j 0.449254-0.585076j 0.935928-0.712325j -0.236814-0.626188j -1.00052-0.339625j -1.83371+1.09761j 0.957121-0.117406j 0.342492+0.212622j -0.026696-0.237074j -0.0700193+0.0465937j 0.0651337-0.287509j 0.238048-0.557848j 0.0588981+0.138725j 0.505472-0.0102844j -0.353495-0.148761j -0.452038+0.375938j 0.108583-0.19549j 0.388043-0.458266j -1.33383+0.53956j 1.33021+0.809278j 2.02498+1.52286j -2.01211+1.5613j -0.748804-0.0621244j -0.707058-0.124949j -4.0926-0.221232j 4.36966-0.81495j 1.68796+0.227545j 2.32903+0.483596j 2.3806-0.26911j -2.69788-1.88052j -0.918602-0.209693j 2.14285-0.0441735j -0.307177-0.492354j -0.602876+0.374045j -0.292472+0.187484j 0.278652-0.221858j -0.713645-0.250019j -0.273768+0.0902845j 0.851082+0.236872j -0.400372+0.0843954j -1.22289+0.605147j -0.123138-0.044969j -4.71385+0.828974j 1.39485-0.431075j -1.2734-0.424805j 1.66575+0.491214j -5.87691-1.10202j -0.725166-0.467616j 3.1269+1.90332j -0.688587-0.821169j 10.2041-2.50062j 0.365958+2.43315j 10.3721-1.04705j 4.11298+0.00245599j 2.3713-0.442548j 2.74773-0.9244j 0.0368253+1.48807j 3.16969+0.461204j -10.936+1.81185j -1.98654+0.54039j -2.71472-0.0234663j -0.303211+1.59731j 11.8787+0.0184672j -0.601705-0.556886j 7.65968+1.18033j 8.33576-0.280127j 1.65844+1.1712j -6.84866+0.816454j 10.1248+1.48788j 2.45454+0.647229j 1.5603+0.394138j -10.9403-0.453555j 1.49031+0.63761j 3.21593-1.56589j 4.67484+0.377714j 3.79453+0.0293425j 2.58852+0.441235j -3.2287-1.93663j 5.27535-0.541275j -1.79992+0.754049j 9.15916+1.74016j -3.80451-1.09296j 0.522452-0.646296j 4.24936+0.513455j 4.37027+0.261196j 0.327006+0.515142j 0.750413-0.256832j 2.42652+0.0735071j 3.40495+0.539522j -0.884898+0.0345789j -0.884616-0.0595988j -0.481417+0.0785577j 0.520226-0.0669384j -0.279649-0.427847j 
