-0.00217082-0.0145508j -0.0144726+0.016309j -0.00208-0.00860866j -0.00161047-0.0502135j 0.00942515-0.0160824j 0.00301745+0.00572112j 0.00936824-0.0122652j -0.0163478-0.00467211j 0.00960952+0.00968299j 0.00423517-0.00488098j -0.00807455-0.0112128j -0.00989242-0.0154403j -0.015071+0.00657707j -0.0110533+0.0151885j -0.00864691-0.00794119j 0.00725778+0.0154091j 0.00330861-0.0187482j -0.00324102-0.00768025j -0.000271027-0.0123766j -0.0404944-0.00758793j -0.0343381+0.00599295j 0.00138418+0.00532515j -0.00937814-0.00834462j 0.00385808+0.00694691j -0.00125021+0.00123423j 0.00274698+0.00561299j 0.00665601+0.000918392j -0.00856944-0.00204154j -0.00420008-0.00739331j 0.0100292+0.0103673j -0.000994592-0.00766715j 0.00488558+0.00564294j 0.0079175-0.00337777j 0.00243339-0.00255076j -0.00451878+0.00462429j 0.00285884+0.0151899j 0.00292287+0.00171564j -0.00345214-0.00243313j 0.00173259-0.00418121j 0.00179944+0.000349252j -0.0111201+0.00378248j 0.00534607+0.00204187j -0.00870189+0.000748183j 0.00112041+0.000431504j -0.00138255+0.00140098j 0.00278575-0.000300592j 0.00230693-0.00902386j 0.0104947-0.00176849j -0.000707104-0.00230136j 0.00964819+0.00405791j 0.00657567-0.0130404j -0.00540433-0.0191198j 0.00143627+0.0202906j 0.00285325-0.00521594j 0.00410034+0.0140326j 0.00779423-0.0136296j -0.00470105+0.0207041j -0.0105646-0.0142358j 0.00728301+0.00274296j -0.000897134-0.00303928j -0.00858012+0.00154269j 0.00522273-0.00411634j 0.00232335-0.00553227j 0.00109597-0.00609521j 0.000800165+0.00957836j 0.00116293-0.000709496j -0.000478125-0.000727918j -0.00165385-0.00265674j 0.0020541-0.00348439j -0.000554473-0.000758054j 0.0049634+0.00032041j -0.000457755+0.000501546j 0.00121712+0.000423474j 0.00206855-0.000346724j 0.00604221+0.00218021j -0.000866566-0.00110624j -0.00183442+0.00379902j -0.00546985+0.0126581j -0.00305813-0.0133078j -0.00714752+0.00467668j -0.00638492+0.00112164j 0.00884885+0.00445822j 0.00299802-0.00629207j 0.00199498+0.00607313j -0.00272201+3.91032e-05j 0.000512609-0.000723805j 0.00057723+0.00175171j -0.00123747+0.0103686j -0.00201427-0.00509954j 0.00733257-0.00338528j -0.000251462-0.00441951j 0.00489023+0.00106139j 
-0.00678699-0.00273446j -0.00135022+0.00467412j -0.00010485-2.55925e-05j -0.00164335-0.00246242j -0.00195264+0.00505804j 0.0140384+0.00484405j -0.0030256+0.000319321j 0.00534941+0.00389145j -0.01074-0.00677315j 0.00375206+0.00196783j 0.00379569+0.00342494j 0.00131434+0.00240286j 0.000845638-6.20492e-05j 6.50771e-05-0.0002727j -0.00101774+0.00257597j 0.000229248-0.00393368j 0.000960289+0.00418059j -0.00319825-0.00372826j 0.00443805+0.0052033j -0.00558261-0.00693851j -0.0100968-0.00630122j 0.00970557-0.00297475j 0.00183432-0.00166386j 0.000475382+0.00344889j -0.00679519+0.00754457j -0.0115267-0.00979326j -0.00787016+0.00279731j -0.00151634+0.00256014j -0.0132965-0.0184663j -0.0205461-0.0137666j 0.0109008+0.0149744j 0.0016128-0.00226712j -0.00483892-0.00367804j -0.0125171-0.00726806j 0.0174832+0.00982499j -0.00112014-0.00351602j -0.00151221-0.000342771j 0.00273719+0.00367787j 0.00162963+0.00474372j -0.00171132+0.00298968j 0.015422+0.00684053j -0.0032162+0.000935393j 0.00468723-0.00179011j -0.00587619+0.00199136j -0.00302969+0.00226566j -0.00682213-0.00416554j 0.00445146-0.00803878j -0.0204981-0.0103448j -0.00639277-0.00097271j 0.00950856+0.00860402j -0.00560238-0.0118047j -0.00927288-0.0163666j -0.0141279-0.026617j -0.00282273-0.00857679j 0.00815018+0.0113711j 0.00638632+0.0138248j -0.0207422-0.0170027j -0.01501-0.0041837j -0.00109723+0.00859453j -0.00136853+0.00163314j -0.000483068-0.0130353j -0.0153426-0.0261383j -0.00171533-0.00156259j 0.000827325-0.00653896j -0.0474776-0.0203619j 0.0488598+0.0189009j 0.00929207-0.00289708j 0.0179952+0.00738909j 0.00138221-0.000139012j 0.0135609+0.0226987j -0.00390103+0.00517071j 0.00310923+0.0154591j 0.00680093-0.00214808j -0.0197555-0.00142857j -0.0233861-0.0175307j -0.0106505-0.0315179j -0.00561123+0.00104612j 0.0352458+0.0679354j 0.00410917-0.00917841j 0.00956339+0.02385j -0.0304604-0.0299136j -0.00236445-0.0308334j -0.00726238-0.0227143j 0.00959721+0.000276946j -0.00211023+0.0129833j 0.0174004+0.0190954j -0.0563172-0.0334652j -0.0507574-0.0138032j 0.000989209+0.0246063j 0.00490587+0.0118954j 0.00982474-0.00235716j 0.0065641-0.00039965j 
0.00685709+0.00573073j 0.00102769-0.00886j -0.000351635-0.000434348j 0.000771903+0.000625935j 0.000755877-0.0132686j -0.0126076-0.00223591j -0.000193954+0.00257321j -0.0113415+0.00061523j 0.00063178-0.00254002j 0.00475108-0.0026294j 0.000302047-0.00126066j 0.00166311+0.0015542j -0.00274366-0.000488359j 0.000744566-0.00252156j 0.00204688+0.000770454j 0.00114333+0.00239425j -0.00497162-0.00521244j 0.00435854+0.00915588j -0.000789416-0.00162352j -0.00758329+0.00278661j 0.00801431-0.00104345j -0.00863105+0.021779j 0.00627858-0.00865744j 0.00476458-0.0107879j 0.0121556-0.00359461j 0.000674478+0.0056054j 0.00461681+0.000784766j -0.00943927-0.00106157j 0.015011+0.0147325j -0.00533169-0.0183251j 0.00811689-0.00856181j 0.00733346+0.0066041j -0.0150696-0.0054625j -0.00231123-0.00490899j 0.0244125+0.00860212j 0.0188046+0.0055655j 0.00369341+0.0016392j -0.000922361+0.00356659j 0.00889611-0.00157219j -0.00274675+0.0018242j 0.0318675+0.0245138j 0.00224297-0.00129422j 0.008058+0.0130027j -0.0103398-0.00657688j 0.0132934+0.00203047j -0.00760073-0.00129902j 0.0122405+0.0143878j -0.0185367-0.0219101j -0.00803827-0.00911187j 0.00342273-0.00179501j 0.000900012-0.00215584j 0.0122063+0.0158134j -0.00482178+0.0066607j 0.00967995-0.00201912j 0.00940709-0.00731742j 0.00842907-0.00916275j 0.00618714+0.0167407j 0.00310215-0.000661243j 0.00160641-0.0177855j -0.00145043-0.0140257j 0.00947388-0.00952844j 0.00596656+0.0176635j 9.24651e-05-0.00105131j 0.00151525-0.0097866j 0.0202555+0.00924341j -0.0206206-0.0174455j -0.00590416+0.00356214j 0.000492981-0.0048794j -0.00565774+0.0200504j 0.0248694+0.0356948j -0.00601736+0.040439j 0.00369029-0.00431522j -0.00846542+0.0133986j 0.0187798+0.0245527j 0.0102606+0.0104063j 0.00438364-0.0112276j 0.000590956-0.0121956j -0.00928302-0.0423418j 0.00134285-0.00606811j -0.0103155+0.00889284j 0.0182746-0.0186455j -0.00655996+0.05354j 0.00354691+0.0252011j -0.00231676-0.00461943j -0.0162446+0.00929131j -0.00123605-0.00611425j 0.0263266+0.0142166j 0.0261839+0.00246236j 0.00741166-0.0307897j -0.0101309+0.0123365j -0.0220416+0.00220588j -0.0105925+0.00378524j 
-0.00019204+0.0049151j 0.00498877-0.0103336j -0.000779837-0.000808315j -0.000586082-0.000681651j 0.00175576-0.0173747j -0.00470802+0.000322332j 0.00349293+0.0112487j 0.000925687+0.0101121j 0.00337787-0.00432919j -0.000318878-0.00650695j 0.000395137-0.00110157j -0.00171795+0.00248564j -0.000291888+0.00103667j 0.000808755-0.00721887j -0.00117135+0.00584286j -0.00188078-0.00248011j 0.00374524-0.000794286j -0.00585133+0.0076332j -0.00187971-0.000419099j -0.00569176+0.00453511j 0.00997047-0.00472495j -0.00513402+0.0335851j 0.00337242-0.0224623j -0.00533617-0.0273887j 0.00379049-0.00104825j -0.00289808+0.00299395j -0.00163732+0.00334027j -0.000743645+0.0114329j -0.000209608+0.000204295j 0.0160038-0.0186926j 0.00849788-0.00670769j -0.00823865-0.00354119j 0.00553469+0.00656122j 0.00548918-0.00624548j -0.0115184-0.0048567j -0.00463773-0.0113348j -0.000693671-0.00276661j -0.00248374+0.0079101j 0.00112316-0.00806762j 0.00449541-0.00158229j -0.0160929-0.00803792j -0.00210207-0.00473046j -0.0159369+0.00542144j 0.00734019+0.00415082j -0.00245374-0.00747071j -0.000553976-0.000825025j -0.00488831-0.00771164j 0.0101541-0.00251733j 0.0121046+0.00563533j -0.00211062-0.00952171j 0.00363515-0.0102606j -0.00793847-0.00427635j 0.00609368-0.00778515j 0.00767982-0.0179174j 0.00403045-0.0213501j 0.0012712-0.021035j -0.0152672+0.00937414j -0.00965436+0.00676981j 0.00825762-0.0111689j -0.00580291-0.0271314j 0.0180732-0.0374668j -0.00489433+0.00142652j -0.00356987+0.00774762j 0.0023042-0.0314587j -0.0200191+0.00562347j 0.0220597-0.025216j 0.0042092-0.000193629j 0.0102065-0.024499j 0.0021676+0.0503582j -0.00633646-0.02473j -0.0264748+0.0517847j 0.00442686+0.00604098j -0.0152406+0.0138755j -0.00808571+0.00447395j -0.016856+0.0380588j 0.00591662-0.0499749j -0.00318468-0.026689j 0.0139819-0.00893314j 0.010798-0.0299767j -0.0111226+0.0500949j -0.00324827-0.058757j -0.00914224+0.0672288j 0.00335903+0.0225403j 0.00613321-0.00718349j -0.0388592+0.037821j 0.0178017+0.0029447j -0.0193621-0.00538856j -0.0108214-0.00460064j 0.0106684-0.0302555j -0.0146224+0.0366165j -0.0278207+0.000118346j -0.011471+0.00686774j 
-0.00175524-0.00769371j 0.00216156-0.00606818j 0.00029861-0.000552194j -0.000592865+0.000459206j -0.000423694-0.00670992j -8.30059e-05+0.0115239j 0.000261501-0.00403467j 0.00362897+0.00217863j -0.000301255-0.00325553j -0.00108338-0.000582943j 0.00190911-0.00161897j 0.000957879-0.00135486j -0.000917108+0.00284146j 0.000613464+0.00108899j 0.00165297-0.00575329j -0.00300515+0.00340423j 0.00411329-0.00289892j -0.00276832-0.00400416j 0.00385618-0.00189634j -0.00469568+0.00197428j -0.00169523-0.00152624j -0.00105925+0.0124204j 0.000469816+0.00672642j 0.00141242-0.0121353j -0.00335154-0.0231649j 0.00517105-0.00317992j 0.00376609-0.0168306j 0.00363489-0.0119603j -0.00700488+0.0136361j -0.00170517-0.000613685j 0.00641065-0.0114212j -0.00144205+0.00654337j 0.00289355+0.00418509j -0.00121416+0.00623043j -0.000166663-0.0013216j -0.00318654-0.00587777j 0.00213645+0.00643016j 0.0066185-0.00307475j 0.000291333-0.00294833j 0.0011555-0.00132865j -0.00491585+0.000877288j 0.00308068-0.0046228j -0.000679009+0.00029413j 0.00378553+0.00451634j -0.000526064-0.00335463j -0.00233851+0.00365544j -0.00911343+0.0131175j 0.00178194-0.0114889j 0.00940542-0.00840994j 0.000965704+0.0065606j -0.0097274+0.0164924j -0.00989666+0.00797809j -0.0171541+0.0280736j -0.00512228+0.00597373j 0.00384645-0.00638973j -0.0026554-0.00218884j -0.0145753-0.00151372j -0.00191913-0.0220547j 0.00572008-0.00018512j -0.00727194-0.00262979j 0.0040168-0.00417402j -0.0229806-0.0123641j 0.0523702-0.0155582j 0.0177882-0.0106667j -0.0132904-0.0594873j 0.0162278+0.0339951j -0.00923547+0.0242784j 0.0133046+0.018191j -0.0186659+0.011166j -0.00681118-0.00496649j 0.0193705+0.00323236j 0.0168843+0.000116925j -0.0219687+0.00855557j 0.00106036-0.0355297j 0.0182359-0.0298269j -0.0197045-0.0151783j -0.0204741+0.00203502j 0.0442348-0.000683147j 0.0271043+0.0253321j 0.00735585+0.00171913j 0.00884273-0.0561289j -0.00132546-0.00573235j -0.0093779-0.00648305j 0.00178054-0.0139561j 0.0165988+0.0047552j -0.0031238+0.015812j 0.0554906-0.0475378j -0.00582066-0.00739909j 0.00531609+0.00358917j 0.00718212+0.0134692j -0.00379283-0.000171018j 0.00435357+0.00119302j 
0.00644245+0.00176824j 0.0106572-0.0145657j -0.00115818+0.00156466j -0.00197113+0.00208521j 0.00715329-0.0185149j -0.0131915+0.00632345j 0.00826172-0.00121493j 1.33966e-05+0.00849655j 0.00240842-0.000489706j -0.000147746+0.000636554j 0.00310911-0.000966625j 0.00267744+0.000805918j -0.00250207+0.00201137j -0.00161451-0.000683796j 0.00864969-0.00361696j -0.00694844+0.00190697j 0.00453417-0.000634116j -0.00119575+0.00566506j 0.00242863+0.000833282j -0.0101632+0.00419307j 0.00714151-0.00319264j -0.0143595+0.0324568j -0.00952786-0.00655391j -0.000475933+0.0034918j 0.0244452-0.0139322j 1.36893e-05+0.00423017j 0.0191914-0.00138551j 0.00838323+0.0163946j -0.00531535-0.00989391j -0.00468023-0.00518724j 0.0131469+0.00242654j -0.00416198-0.00503594j 0.000457236-0.00326392j -0.00957558+0.000694413j 0.00202078+0.00173872j -0.00479427+0.00923372j -0.00309746+0.00195145j 0.00482505+0.00235538j -0.00453661-0.00583122j -0.00110957-0.00149892j -0.00369126+0.000884716j -0.00201411+0.00582608j 0.00108896+0.00657958j 0.00302584-0.00253204j 0.00185624-0.00636528j -0.00423491+0.00384256j -0.0120104-0.00278925j 0.00376471-0.0024447j 0.0128717+0.00130662j -0.0040157-0.00937754j -0.0114028-0.00830483j -0.00383839-0.010692j -0.0219705-0.000481154j 0.000239988-0.0217456j 0.0023807-6.47308e-05j -0.00160272-0.0133924j -0.00179646-0.0109327j 0.00994412-0.0191323j 0.0126793-0.019928j -0.00853913-0.00884229j -0.00315102+0.0227632j 0.0375303+0.0425108j -0.0288694-0.0061954j -0.00568461+0.0450852j 0.0354239-0.00928061j -0.00993175+0.0795951j -0.00376217-0.00308512j -0.016731-0.000212581j 0.0240603+0.0270964j 0.00359977+0.00318062j 0.000130998-0.00490774j -0.00760844-0.0190557j 0.0079426+0.0293756j 0.0145163+0.0165926j 0.00358926-0.0027052j -0.000701047+0.0754791j 0.00105444-0.034741j 0.00430192-0.00233255j -0.0336646+0.0425912j 0.00592336+0.00470872j -0.0215014-0.0219471j -0.0242435+0.0523022j -0.00618633+0.00573632j -0.0151781-0.0123617j 0.0309407-0.0295637j -0.0124743+0.0311065j -0.0208196-0.0395851j 0.052928-0.0217147j -0.00258843-0.0120641j 0.00332355+0.0127204j -0.016229+0.00118391j 0.00560668+0.00219115j 
0.00785097+0.000429928j -4.97725e-05+0.0120419j -0.000443216-0.00261515j -0.00106265-0.00307365j 0.000903436+0.0132758j -0.0121502-0.00365451j 0.0149991+0.00762848j 0.0042872-0.00256703j -0.00359869-0.0048524j -0.00128766+7.38895e-05j 0.000826299+0.00159924j 0.00356529+0.0017193j -0.00136519-0.00158545j -0.00504747-0.00229755j 0.00725843+0.00412653j -0.00412958-0.00430632j 0.00134302+0.00131557j 0.00942191-0.00219502j 0.00190973-0.000902898j 0.00315542-0.00386898j -0.00491369+0.0020486j 0.00999727-0.0151894j -0.0180726-0.00811577j -0.00282631-0.007402j 0.0183546+0.026135j -0.00660097-0.0150342j 0.00807309+0.0047774j 0.0125545-0.00767697j -0.00954299+0.00410455j -0.00519761-0.00303388j 0.00130516+0.00162094j -0.00618473+1.88866e-05j -0.006804-0.00027817j -0.00486817+0.000274508j 0.0020892+0.00061061j 0.00473187-0.0115904j -0.00534575+0.00217378j 0.00424464-0.00194397j -0.00229454-0.00200757j 0.000908382-0.00106613j 0.000178178-0.00243586j 0.00397493-0.00703594j 0.00368-0.00149246j -0.0031415+0.00870228j -0.000381792+0.00501755j 0.000740905+0.000214391j -0.0113973-0.00163221j 0.00798336-0.000688723j 0.00433245+0.00142178j -0.011296+0.000167595j -0.0153244-0.000843599j -0.00677939+0.00496904j -0.0222974-0.00172807j -0.0200253+0.01231j 5.97883e-05+0.00315087j -0.00308032+0.00658642j 0.00956799+0.0111812j 0.022598+0.0191673j -0.011036+0.00374152j 0.00903645+0.0153228j -0.0193296-0.0179849j 0.00481791+0.0185156j -0.0177284-0.0621453j -0.0067727-0.0367316j 0.0457889+0.0313566j -0.0396406-0.048752j -0.0126856+0.0210912j -0.0186952-0.0133935j 0.0159396+0.0259647j -0.000839302+0.00601432j 0.0171791-0.0171718j -0.000168951-0.012556j 0.000825327+0.00118057j 0.031009+0.00673809j 0.0382189-0.00254455j 0.0134891-0.0118606j -0.000271486+0.031161j 0.00174014-0.0199054j -0.0305167-0.062926j 0.0146278+0.00856326j 0.0220543-0.0012471j 0.0287491-0.0103088j 0.00840989+0.0182054j 0.00119736+0.00837711j -0.0178701-0.00901995j 0.0268334-0.00217058j -0.00945403-0.0546338j -0.00615776-0.00104218j -0.00599203-0.00907495j 0.00181093-0.0153242j 0.00396878-0.0023404j 0.0076015-0.00355963j 
0.00657519+0.00038952j -0.0114324-0.00495945j -0.00334093-0.000374333j -0.00216526+0.000499076j -0.0224675-0.00974397j -0.00714719+0.00721616j 0.0162291-0.00219972j 0.00751831+0.00401611j -0.00824631-0.00059153j -0.00736183-0.00329989j -0.00246001-0.000654848j 0.000789095+0.000600639j 0.000814398+0.00152624j -0.00716712-0.00102844j 0.00283167+0.00150012j -0.000994979+0.00038703j -0.00438194-0.00114729j 0.00521585+0.0020729j -0.0047423+0.00042806j -0.00097462+0.00185118j 0.00258139+0.000516398j 0.0449759+0.0186299j -0.0213166-0.0107123j -0.0437682-0.0155621j -0.00876589+0.00398333j 0.00362777+0.0017643j -0.00129001+0.00254331j -0.00409495-0.0159757j 0.0177524+0.00693103j -0.029425+0.00243625j -0.0112119+0.00198529j 0.00247377-0.000472567j 0.0117081+0.00562379j -0.00675428-0.00238951j -0.00270555+0.00463223j -0.0187387-0.00582504j 0.00128631+0.0013872j 0.0064221+0.00297595j -0.00733278+0.000527687j -0.000495141+0.00014113j 0.00134361-0.00133362j -0.010121+0.000688291j 0.0059156-0.00420622j 0.004657-0.000193538j -0.00579026-0.00706792j -0.00227465-0.00114472j 0.00415639-0.00617394j -0.0142336-0.00706662j 0.00219641-0.00435083j -0.00124649+0.00706578j -0.00134669+0.00301418j 0.00811043-0.00151929j 0.00352346-0.00174971j -0.00352462-0.0118349j -0.0159638-0.00163265j -0.0147076-0.00535465j 0.0109492+0.015071j 0.00113024+0.0105212j -0.00880477-0.0143691j -0.0153766+0.0180709j -0.0410793-0.0292662j -0.0285337-0.0152221j 0.00288376+0.02763j -0.0487324+0.0108354j -0.00151225-0.0193101j -0.0402721-0.0238755j 0.00588956-0.0112113j -0.01364-0.00269816j 0.0414265+0.0330959j -0.00277754-0.00323606j 0.038776+0.0275067j 0.00973755+0.0161487j 0.00151561-0.00224442j 0.0014863+0.012931j 0.0195135+0.0315942j -0.056166-0.00578415j -0.00824986+0.0129988j -0.0150443+0.00848245j -0.0237622+0.032101j 0.0231847+0.0539944j -0.0364452-0.0062564j 0.0395199+0.0358172j 0.0198554+0.0331987j -0.0157917-0.0146074j 0.0241454-0.0303584j 0.0443432+0.028965j 0.00851436+0.019839j 0.00834225-0.0231734j -0.0381471-0.00779212j 0.0224865+0.0049881j 0.00740893-0.0137446j 0.048138-0.00448881j 
0.0135082-0.000849112j -0.0245532+0.000678095j 0.000525793+0.000809371j 0.00309662+0.00125007j -0.0377987-0.000750516j -0.00654589+0.0201312j -0.000249196-0.0141848j 0.0108397+0.00214081j 0.00622164+0.00487871j 0.00171089-0.00359842j -0.00168866+0.000958402j 4.15693e-05+0.00202409j 0.00242421+0.00167419j -0.000810042-0.00262099j -0.00346671+0.00587256j 0.00244741-0.00169406j -0.00144072+0.00104491j 0.00751506+0.00498569j 0.0016333+0.00255998j 0.00587869+0.00999327j -0.00286471-0.009097j 0.0556209-0.00443126j -0.0180315-0.0107871j 0.0138656+0.0118257j -0.0270309+0.0136706j 0.0142791+0.0124623j -0.00115189+0.00882819j 0.0206454-0.0137347j -0.00917581-0.00552132j 0.0048051+0.0209548j 0.00384157+0.00304343j -0.00572067-0.00114889j -0.00441015-0.00595223j 0.00352033+0.00446041j 0.00130874+0.00598155j 0.0235785+0.0067856j 0.00174954-0.00146152j -0.00157027-0.0104873j -0.00176484+0.00895232j -0.000381135+0.000107305j 0.00484752+0.000565555j 0.00807995+0.00451107j 0.00306119-0.00963126j -0.00632667+0.00173477j -0.000912555-0.00540131j 0.00302725+0.0094353j 0.00157638-0.00300808j 0.00048487-0.00610083j 0.00194386-0.0156336j -0.00942776+0.0137716j -0.00200785+0.0185566j -0.00634033-0.00704661j 0.00773233-0.00830648j -0.00890766-0.0221971j 9.74639e-05-0.0159414j -0.0143179+0.000336505j -0.0129049+0.0265921j -0.0182161+0.0141421j -0.0142674-0.00601571j 0.00881245+0.0565521j 0.0402159-0.0344743j 0.0574027+0.0317498j 0.0236525-0.00209291j 0.0486709+0.0648252j -0.0244091-0.0218212j 0.0635799-0.0285765j -0.00297353+0.0054715j 0.0124535-0.00163793j -0.00072796+0.0370353j 0.00162857-0.000187948j -0.0150848+0.021422j -0.00322195-0.0159836j -0.0040343+0.0339758j 0.00735078-0.00883334j -0.00734493+0.00761045j 0.0360118+0.0205486j -0.0272786+0.0784456j -0.0122223+0.00605611j 0.025071+0.0421174j -0.0124624+0.0255526j -0.0111989-0.0139642j 0.0194769-0.0465938j 0.00375925+0.0279008j 0.00944996-0.0172945j 0.0402055+0.0138425j -0.0255528-0.0216401j -0.0047127-0.004468j -0.00249529+0.0352244j -0.00236281+0.00133384j 0.0227555-0.000809452j 0.0118103-0.00479723j 0.0112747-0.00343405j 
0.0125295+0.0187653j -0.0193406-0.00148569j -0.00234755-0.0050105j -0.000230658-0.00247394j -0.0255143-0.0147243j -0.00415076-0.0378491j 0.00660414+0.0164828j 0.0126053-0.00270643j -0.0041626+0.00503324j -0.00203606+0.0028285j -0.0012442+0.00040212j 0.000132601-0.00142046j 0.00227913-0.00317708j -0.00434532+0.000232015j -0.000391461-0.000443316j 0.000221957-0.00186132j -0.00470318+0.000418641j 0.0117761-0.00304697j -0.00615681-0.00260403j 1.30851e-05-0.018571j 0.0117776+0.0225215j 0.0560692+0.0277892j -0.0270855-0.0102303j -0.00718478-0.0106344j -0.0167951-0.00774002j 0.00399342+0.0028619j -0.00196208+0.00714492j 0.0111152+0.0155434j -0.00353665+0.0112332j -0.0121009-0.0154821j -0.0122225+0.00033037j -0.0016729-0.00165157j -0.000826037+0.004947j -0.000555887-0.00498415j -0.000190744-0.0047899j 0.00449594-0.00108823j -0.00145138-0.00100531j 0.000864386+0.00707001j -0.00244948-0.00178639j -0.00158407-0.00116055j 0.00195843+0.00196853j 0.00386008-0.00355615j 0.00665006+0.00647188j -0.00264633-6.95916e-06j -0.00885234+0.0101093j 0.0061192-0.00896246j -0.00222468+0.00188069j -0.00867944+0.00169782j -0.0128069+0.0140136j 0.00228825-0.0116858j 0.00428074-0.0122216j -0.00465016+0.0063383j -0.00130773+0.00813649j -0.0276924+0.0189085j -0.0179292+0.00122505j -0.0162522-0.00651681j 0.00944525-0.014369j -0.0222814-0.0114964j -0.00865953+0.0116124j -0.0115836-0.0475469j -0.00203462+0.0403619j 0.0285218+0.0306342j 0.012591+0.0123952j 0.0295774-0.0400247j -0.0144245+0.0082504j 0.023949+0.0405854j -0.00169313+0.00510972j -0.0028986+0.00132416j 0.0168024-0.011538j -0.00294159+0.000914078j 0.0269294-0.00767196j -0.00723522+0.00225987j 0.0228933-0.018444j 0.00388321+0.00468487j 0.01069-0.0167372j 0.0232374-0.0191835j -0.00482097-0.0773426j -0.00990912-0.0379071j 0.0349108-0.0118005j 0.0138539-0.0137075j -0.0207818-0.0430113j 0.0341822+0.0295512j 0.027049-0.0275219j -0.0295523-0.0260048j 0.0262023+0.0193246j 0.0501921-0.014403j 0.000157597-0.000741118j -0.00379214+0.0303963j -0.0469469+0.00255266j 0.0140084+0.00472782j 0.00823611-0.0172229j 0.0482436+0.00149878j 
0.013281-0.000728283j 0.00306138+0.0105963j -0.00477658-0.00175674j -0.00380279-0.0017552j 0.00273793+0.0166013j -0.0556907-0.00668412j 0.033406+0.00621609j -0.0100604-0.00340505j -0.000439423-0.00459928j 0.00926574+0.00242468j -0.00265081+0.000136074j -0.00486147-0.00151709j -0.00460533-0.00117863j 0.003792+0.00106934j -0.00899895-0.0032905j 0.00108374-2.18126e-05j -0.00131214-0.00101828j -0.00864537-0.00104102j -0.00708058-0.00587182j -0.0281238-0.00742114j 0.0355333+0.0154403j 0.0167647-0.00794911j 0.00886755-0.00461878j -0.0269082-0.0076494j -0.0217867+0.0107956j -0.00820417-0.00850049j -0.00656403-0.000221618j 0.0418048-0.0024469j 0.013524+0.00461166j -0.0392063-0.00413214j -0.00793962-0.00725261j -0.00184254-9.58547e-05j 0.00336061-0.00261906j -0.00600842+0.000141493j -0.0137241-0.00140258j -0.00426587-0.00536442j -0.00342905-0.00330741j 0.0151938+0.00161836j -0.00911046+0.00299917j -0.00178981+0.0006383j 0.00201482+0.000673148j -0.00606374-0.00127186j 0.0199756-0.000474913j -0.00363631+0.000473204j 0.0144267+0.00293159j -0.01435-0.00302344j 0.000861579-0.00248115j 0.0096472-7.76194e-05j 0.0201232-0.00330887j -0.0233204-0.00249808j -0.0268455-0.00129081j 0.015361+0.000625253j 0.0125734+0.000925607j 0.0285922+0.00028813j 0.0172588-0.00199845j -0.00687241+0.000976835j -0.0323425+0.000104334j -0.0429151-0.0141411j 0.0192878+0.00853228j -0.124488-0.0315931j 0.038791-0.0158779j 0.0108038+2.905e-05j 0.00951291-0.00106103j -0.0642078-0.0187707j 0.0200694+0.0118364j 0.0493918+0.0104729j 0.000720738-0.000690887j 0.00105222-0.00733684j -0.0273684-0.00315711j 0.00112306-0.00276097j -0.0160463+0.0185482j 0.00580241-0.00449135j -0.0240176+0.0133807j 0.0075737+0.00246619j -0.0133193+0.00314301j -0.0121493+0.00936528j -0.0711047-0.0186888j -0.0244435-0.0091631j -0.0204736+0.0126826j -0.0188054-0.0114709j -0.00560554+0.000905561j 0.00725122-0.00363903j 0.00333968-0.0215993j 0.0333297+0.00445578j -0.00572832-0.0626381j 0.00565042-0.0123014j 0.000272789-0.0010129j 0.0111765+0.0111615j -0.00821012+0.0362248j 0.0108337-0.0319944j -0.000283745+0.000600823j 0.0123788-0.00123673j 
