-0.00217082-0.0145508j -0.0144726+0.016309j -0.00208-0.00860866j -0.00161047-0.0502135j 0.00942515-0.0160824j 0.00301745+0.00572112j 0.00936824-0.0122652j -0.0163478-0.00467211j 0.00960952+0.00968299j 0.00423517-0.00488098j -0.00807455-0.0112128j -0.00989242-0.0154403j -0.015071+0.00657707j -0.0110533+0.0151885j -0.00864691-0.00794119j 0.00725778+0.0154091j 0.00330861-0.0187482j -0.00324102-0.00768025j -0.000271027-0.0123766j -0.0404944-0.00758793j -0.0343381+0.00599295j 0.00138418+0.00532515j -0.00937814-0.00834462j 0.00385808+0.00694691j -0.00125021+0.00123423j 0.00274698+0.00561299j 0.00665601+0.000918392j -0.00856944-0.00204154j -0.00420008-0.00739331j 0.0100292+0.0103673j -0.000994592-0.00766715j 0.00488558+0.00564294j 0.0079175-0.00337777j 0.00243339-0.00255076j -0.00451878+0.00462429j 0.00285884+0.0151899j 0.00292287+0.00171564j -0.00345214-0.00243313j 0.00173259-0.00418121j 0.00179944+0.000349252j -0.0111201+0.00378248j 0.00534607+0.00204187j -0.00870189+0.000748183j 0.00112041+0.000431504j -0.00138255+0.00140098j 0.00278575-0.000300592j 0.00230693-0.00902386j 0.0104947-0.00176849j -0.000707104-0.00230136j 0.00964819+0.00405791j 0.00657567-0.0130404j -0.00540433-0.0191198j 0.00143627+0.0202906j 0.00285325-0.00521594j 0.00410034+0.0140326j 0.00779423-0.0136296j -0.00470105+0.0207041j -0.0105646-0.0142358j 0.00728301+0.00274296j -0.000897134-0.00303928j -0.00858012+0.00154269j 0.00522273-0.00411634j 0.00232335-0.00553227j 0.00109597-0.00609521j 0.000800165+0.00957836j 0.00116293-0.000709496j -0.000478125-0.000727918j -0.00165385-0.00265674j 0.0020541-0.00348439j -0.000554473-0.000758054j 0.0049634+0.00032041j -0.000457755+0.000501546j 0.00121712+0.000423474j 0.00206855-0.000346724j 0.00604221+0.00218021j -0.000866566-0.00110624j -0.00183442+0.00379902j -0.00546985+0.0126581j -0.00305813-0.0133078j -0.00714752+0.00467668j -0.00638492+0.00112164j 0.00884885+0.00445822j 0.00299802-0.00629207j 0.00199498+0.00607313j -0.00272201+3.91032e-05j 0.000512609-0.000723805j 0.00057723+0.00175171j -0.00123747+0.0103686j -0.00201427-0.00509954j 0.00733257-0.00338528j -0.000251462-0.00441951j 0.00489023+0.00106139j 
0.0260955+0.0254729j -0.0342782-0.00838922j -0.0194675-0.0173374j -0.0190871-0.0066626j 0.0205211+0.0125181j 0.00394675+0.0166243j 0.00186874-0.00528961j 0.00113792+0.00176701j 0.00215499-0.0021972j 0.000609352+0.00764199j 0.00041442-0.00902801j -0.00438964+0.0124892j -0.00397182+0.000668034j -0.000703582-0.00270101j 0.00367355-0.0172965j -0.00183472-0.0121003j -0.000484923+0.0043424j -0.00567426-0.00673539j 0.00423845+0.000906493j -0.0114613-0.00402404j -0.000248673-0.00327798j -0.020023+0.00722801j -0.00805552+0.00326201j -0.00214746-0.0112965j 0.00774801-0.00564937j 0.0104296-0.00847162j 0.0153186-0.014784j 0.00378+0.0126484j -0.00451295-0.0110023j 0.00437981-0.00322089j 0.00383633+0.0205668j -0.00343704-0.0100691j 0.0123548-0.00485778j -0.0208093-0.0268867j -0.00502184-0.00122211j 0.0104572+0.00177646j -0.000746318-0.0294769j 0.00596715-0.00384249j -0.0198369+0.0153661j 0.0076847+0.00447874j 0.00369563-0.00324246j 0.0208234-0.0127392j -0.00227664-0.00812171j -0.0145703+0.00447844j 0.00467943+0.000366345j -0.00290955+0.0020707j 0.00625047+0.00698184j 0.00528412-0.00168919j -0.004208+0.013372j -0.016436+0.00213542j -0.0151192+0.00119219j -0.0123432-0.00904258j 0.0115574-0.0211896j -0.00167248-0.0049247j 0.0071642-0.00894694j -0.0023132+0.00825978j 0.00517377-0.0173524j -0.0138677+0.00891332j -0.00939632+0.00488709j 0.011494+0.00395958j 0.00157856+0.00403838j -0.0109745-0.0186395j -0.000502063+0.0123326j -0.00392489-0.0082394j 0.00287091-0.00284962j -0.00273379+0.0197155j -0.000841809+0.00732766j -0.000974485-0.0168724j 0.00227534+0.00409933j 0.00119976+0.00600005j 0.00121853+0.00174477j 0.000964074+0.00424488j -0.00053017-0.00721522j 0.000886777-0.00255399j 0.000669099+0.00217201j -0.000175049-0.000254364j 0.000257591+0.0224908j 0.000771664-0.000253457j 0.00456608-0.0117721j 0.00488745+0.00298996j 0.00117007-0.00635474j 0.00156224-0.00147899j -0.0016059-0.00430436j 0.000463425-0.0046673j -0.000430466+0.000446844j 0.000878614+0.000167675j 0.00102228+0.00143148j -0.00353104+0.00583782j 0.00282472+0.000279277j 0.00308345+0.00056019j 0.00239504-0.00188792j 8.98112e-05+0.000273422j 
-0.0117571-0.0106079j 0.0131205+0.01462j 0.011773+0.00945316j 0.0113568+0.0102172j -0.00254473-0.00993022j -0.00504117-0.0218332j 0.00157564-0.00031695j 0.00368516+0.010211j 0.000919377-0.000893903j -0.00311087-0.0118736j -0.000540647-0.00793134j 0.0013865+0.00291096j 0.00174939+0.0047856j -0.000121163+0.015634j 0.00181043+0.00474529j 8.95628e-05-0.00319812j 0.00185885-0.00781416j -0.000816343+0.00284335j 8.85302e-05+0.0100446j 0.00322616+0.0162081j 0.000987422+0.00632427j 0.00303584+0.00281504j -0.00509329+0.00786365j -0.00657131+0.00556721j 0.0111515-0.00910586j -0.00128475+0.00712636j 0.00879591-0.00728034j 0.0140744-0.0132248j -0.0181138+0.0243394j -0.0094373+0.0151793j 0.0163244-0.0176836j -0.00948965+0.00361083j 0.00422531+0.00575552j -0.0183366-0.000517573j -0.0028123-0.000847039j 0.00226626+0.0168667j -0.0135957+0.00142193j 0.00165014-0.00378241j -0.00109864+0.000246602j 0.00518346-0.00850756j -0.00310395-0.00533265j -0.00337016-0.00218232j -0.00870908+0.0159429j -0.00801625+0.0278446j -0.0084133+0.0154598j -0.00794695+0.0231197j -0.00454237+0.013553j 0.00674442-0.0114318j 0.00768544-0.01145j -0.00332936+0.00360794j -0.00755906+0.0103961j -0.0137155+0.0141645j -0.0191459+0.0374805j -0.00871817+0.0053118j -0.0055682+0.0058345j 0.0052456-0.0042191j -0.011985+0.0102829j 0.00964991-0.0154825j 0.00426934-0.00199845j 0.00267363+0.00528155j 0.00400261+0.00512603j -0.00783869-0.0162044j 0.00653066+0.0252334j -0.000281157-0.00183124j 0.00228706-0.00680199j -0.00548616+0.00277727j -0.00130275-0.00086171j 0.000878404-0.00683417j -0.00174303+0.00446694j 1.47586e-05-0.00137156j 0.00151115-0.00527199j 0.00178784-0.00439088j 0.000288199+0.0075393j -0.00266014+0.00526826j 0.0013283-0.0052375j -0.00166294+0.00444884j -0.00364447+0.00716106j 0.000734079-0.0051929j 0.00673476-0.0114018j -0.00267315-0.00121464j 0.00550867-0.0121845j -0.000195234-0.00771554j 0.000590598+0.001397j 0.000481343-0.00571427j 0.00163029-0.00208926j -0.00158403+0.000653253j 0.0022376-0.00141419j 0.000909139+0.00166169j 0.0018135-0.00311455j 0.000897315-0.00473748j -0.00150166+0.00089893j -0.000100618-0.00143154j 
0.000553183+0.00561373j -0.021031+0.0186885j -0.0050222+0.00290062j -0.00774923+0.000758304j 0.0103904-0.0141007j -0.00683545+0.0076418j 0.00248555-0.0127002j -0.00143091+0.0131072j 0.000160191-0.00548857j 7.39082e-05-0.0029271j -0.00144393-0.0229017j -0.00313389+0.0132155j -0.00452334+0.000253925j -0.000698027+0.0226656j 0.000175292-0.0175676j -0.00243646-0.0260575j 0.000397542-0.00134149j 0.000102116-0.00666563j -0.00183734+0.0157807j -0.0072981-0.00461387j 0.00262359+0.0106167j -0.00820086+0.00631283j 0.00224654+0.00220757j 0.00339738-0.00172059j -0.000974296+0.00189838j 0.00220687+0.00907971j -0.00920047+0.00358135j -0.00213343+0.00100377j 0.00275437+0.011123j 0.0098613-0.00855836j 6.26678e-05-0.0166162j -0.00595758+0.00727008j -0.00540724-0.0101438j -0.00328953+0.0534058j -0.00707772-0.00164308j -0.00832004-0.0159012j -0.0112325+0.0454431j 0.000952552-0.00172308j -0.00276468-0.0054058j 0.00295868+0.000406573j 0.00311289+0.0104611j -0.0015351+0.0133275j -0.00261576+0.00523173j -0.00498815+0.00323617j -0.00034502+0.00701211j -0.00310661+0.00344311j -0.00265795-0.0055277j -0.0013404-0.000406307j 0.00348438+0.00357571j -0.00859495-0.00732796j -0.00662246-0.00595901j 0.00963518-0.000272253j 0.0113008-0.00934899j 0.010795-0.00536391j -0.000823375+0.0032632j -0.00569523-0.000776474j 0.0015963-0.00550529j 0.0127069+0.00605745j -0.00488833-0.000950986j 0.000294599+0.0039137j -0.000133931-0.00441173j -3.93009e-05+0.00311144j -0.00331583-0.00816364j 0.00244429+0.0103678j 7.2361e-05-0.0109414j -0.000140459+0.00339129j 0.000719844+0.000994205j -0.000237172-0.00660101j -0.000851169+0.00756087j -0.00142977+0.00138485j -0.00355121-0.00838808j -0.000258689+0.00142232j -0.00024003-0.0140856j 0.000536722+0.000457263j 0.00108129-0.000680402j 0.000447736-0.00575427j 0.00283212-0.0122487j -0.000286881-0.0024704j 0.00211254+0.00647696j 0.00208702+0.00559548j -0.00456502+0.00615853j 0.00142519-0.00648179j 0.00137104+0.0032439j -0.000895347-0.00136619j -0.000860797+0.000541458j -0.00327392+0.0057731j 0.0019546-0.00213775j -0.00162779+0.000675408j 0.0012769+0.00190986j 0.00476559-0.00551581j 0.00187174-0.00244847j 0.00153779-0.00293018j 
-0.00488209+0.00520103j -0.0018603+0.0103104j -0.00369235-0.00235542j -0.0049462-0.000807931j 0.0108071+0.000829559j -0.00197964-0.00811158j 0.00399536+0.00910828j -0.00258054+0.0287414j 0.000246786+0.00907779j -0.00154956+0.016013j -0.000561093+0.0164233j -0.00236459-0.0116073j -0.00243378+0.00758344j 0.0001887+0.021661j -0.00308906+0.00471267j 0.00168699+0.00857442j 0.00148212+0.0148579j -0.00710726+0.0045614j 0.000113907+0.0142905j -0.00642466-0.000485662j -0.00135987+0.00521289j -0.0103413+0.0100545j 0.000727179-0.00778086j -0.0202634+0.00898116j 0.00316098+0.0100468j 0.0102536-0.00625801j -0.00274132+0.00256373j -0.00292105+0.0112017j 0.0139462-0.0134397j -0.00427668+0.00789331j 0.00278547+0.0100141j -0.000832891-0.00953938j 0.00202868-0.00484373j 0.00714288-0.0191127j -0.00223274+0.00388143j 0.00162193+0.0151648j 0.00913679-0.0196985j 0.000858914+0.00383245j -0.00158676-0.00475133j 0.00325378+0.00270369j -0.000598922+0.00118266j -0.00553424+0.00194356j -0.00362649-0.00431282j 0.00855899-0.0195193j 0.00360454-0.0147704j -0.000147889-0.0111145j 0.0128743-0.0088567j -0.00355195+0.0094558j 0.00949794+0.00193189j -0.00979163-0.00658255j 0.000186619-0.00847318j -0.00223043-0.012303j 0.00674325-0.00870393j 0.00691685-0.0111549j -0.0154324+0.0086231j 0.00167433+0.0006451j -0.00980644-0.00997578j 0.00910013-0.0106j 0.00599625-0.00233726j 0.0125459+0.015428j 0.00724757+0.0115856j -0.00198393+0.0132022j -0.005206+0.00748756j 0.00333732-0.0107836j 0.00201179-0.00473557j -0.00215357-0.0011388j -0.000115923-0.000343288j -0.00130989+0.0109923j -0.00275843+0.0156301j 0.00149517-0.000471095j 0.00313199+0.000924849j -0.00215868+0.00497331j 0.00449534-0.000709109j 0.000270291+0.00207657j 9.8686e-06+0.000583706j 0.000827635-0.000501222j -0.00204995+0.00016781j -0.00165062+0.00435063j -0.00291352+0.00810986j -0.00224437-0.00123454j -0.00202986+0.00140123j 0.00322498-0.00832842j 0.000497485+0.00168872j 0.00302765-0.00927476j 0.00202871-0.00587513j -0.00264385+0.00700836j -0.00190331+0.00242676j 0.00594954-0.00585522j -0.000164154-0.00166693j 0.00437918-0.00941353j -0.00371955+0.000467115j 0.00288948-0.00343892j 
0.00886655+0.0205943j 0.0147424-0.0297553j -0.00408938-0.00434749j -0.00262413-0.00745541j 0.00631625+0.0274066j 0.00816728-0.0149541j 0.00713866+0.000836726j -0.00470472-0.0222792j 0.00213585-0.00319282j 0.0030927-0.00415936j -0.00297927-0.0160524j -0.00230619+0.0162414j 0.00269172-0.00766169j 0.00193813-0.0127224j -0.00667067-0.019803j 0.00359296-0.00654613j -0.000425003-0.00879447j -0.0101432+0.00358828j 0.00392126-0.00792226j 0.00078044+0.00791269j -0.0143417-0.00856493j -0.00151513-4.74482e-05j -0.00458361-0.00648342j -0.0281689+0.0181518j 0.00157799-0.000389125j 0.00502431+0.00212183j 0.00635876+0.000843131j 0.000491772+0.00376834j 0.0109308+0.0186668j -0.0057802+0.00870967j 0.00346106-0.00289003j 0.00425413+0.00495914j 0.0151632-0.00805575j -0.00529876+0.0262769j -0.00117714+0.000735158j 0.0101238-0.00492283j 0.00942123+0.0292878j -0.00199458+0.00442696j -0.00924336-0.00472738j 0.00496949+0.000922316j 0.00268298+0.00241055j 0.00688952+0.0147485j -0.00953807-0.000887746j -0.00238438-0.00461972j -0.00199797-0.00196799j 0.00736708-0.001579j 0.0263725-0.000773831j -0.00345975+0.00206558j 0.00486829+0.00138675j 0.00647621-0.00150415j 0.0173418+0.00511614j -0.0137098-0.000212646j -0.00648853+0.00789912j -0.00592579-0.00163869j -0.0158435+0.00429536j 0.0117397+0.00376372j -0.0108163-0.00306061j -0.0119657-0.0149984j 0.0150835+0.000147177j 0.012233+0.0103382j 0.00371406+0.0142562j -0.00124512+0.0118458j -0.000487811+0.00562689j 0.000530495-0.0207476j 0.00113994+0.00186757j -0.00016102-0.00113131j 0.000136371-0.000987036j -0.00328557-0.0121618j -0.000910209+0.000890857j -0.00239748+0.000757217j 0.005369+0.0121578j -0.00261121-0.00632581j 0.00433702+0.00406266j -0.000215627-0.00748965j -0.000794375+0.00599404j 0.00220189+0.00139276j -0.00438406+0.0129253j -0.002245+0.0108662j -0.00596704+0.00523452j -0.00713758-0.00491892j 0.00169212+0.0010613j 0.00427981+0.00373344j -0.00104957-0.00357006j 0.00560004-0.00584313j 0.00201536-0.00404329j 0.001015-0.0018006j 0.000981108-0.00113267j 0.00740446-0.00348346j -0.00216906-0.00357283j 0.000362747-0.000735846j -0.00637048+0.00320315j 0.00221538+0.000795107j 
0.0113206+0.0198848j -0.0329566+0.0178361j -0.0139328-0.0101987j -0.0154793-0.00664742j 0.0123691+0.0133926j 0.000439863-0.00679679j -0.00119024+0.0231182j 0.00753067+0.0215539j 0.00761648-0.0151197j -0.0081342-0.0194412j -0.0013092-0.00225777j -0.000840261+0.0102934j -0.00151371+0.0053316j 0.000783628+0.00850721j -0.00728658+0.0328066j 0.0056799-0.0145147j 0.00313693-0.00699051j -0.0209813+0.0163167j 0.0157486+0.0128345j -0.0227848+0.0144559j -0.0194331-0.00939849j 0.00756867-0.00762694j 0.0024118+0.00410049j 0.00787906+0.00806282j -0.00523244+0.00198665j -0.00631339-0.00293475j 0.000576633+0.00656729j -0.00280147+0.0068046j -0.00156026+0.00502442j 0.00168635+0.00716806j -0.00455169-0.00507052j 0.000605033+0.00564911j 0.00160625-0.00321812j 0.0035246-0.00188972j -0.00345467+0.00441053j -0.00581907+0.00583432j -0.00253915+0.000445529j -0.00344899+0.00292813j 0.00608922-0.010072j -0.00209152+0.000511259j -0.0051535+0.00321004j 0.0034934+0.00925401j -0.00194051+0.00711014j 0.000429035-0.0145957j -0.00180846-0.0196593j 0.00693954+0.00345997j 0.000295784-0.00127883j 0.00643682+0.009806j -0.0115788+0.0201742j 0.0135916-0.00087399j 0.0107497-0.000448671j -0.00415935+0.00462761j -0.00921596-0.0108633j -0.00307762-0.0247866j -0.00055906+0.0152346j -0.000210093+0.00412145j 0.011015-0.00750655j -0.0146927+0.00534893j 0.00821797-0.00839984j -0.00330608-0.00814764j -0.0100336-0.00305131j 0.00501358-0.00619268j 0.00232518-0.00214906j -0.00289184+0.000149241j 0.000185668+0.00126705j -0.00146338-0.0016422j 8.60718e-05+0.00193854j -0.00016506+0.00392832j -0.000316436-0.00925304j 0.00141325-0.00161789j -0.00168511+0.00159973j 0.000329679-0.000339149j -0.00123819+0.00587602j 0.00137943-0.00475325j 0.000292537-0.00200676j -0.000345995-0.000655067j 0.00247648+0.0034147j -0.00145382-0.00044529j -0.00368356-0.00366702j -0.0043117+0.00220405j 0.00396061-0.00887626j 0.00536645-0.000431853j 0.000568375-0.00103905j 0.00477244+0.00228706j -0.00160969-0.00245927j 0.00034838-0.00232316j -0.000669774+0.00176105j 0.00241701-0.000172064j 0.000529094-0.00317059j 0.00240343+0.000151896j -0.00314459+0.00169663j 0.00156849+0.000803214j 
0.00733788+0.00594982j -0.00528119+0.000603973j -0.00468369-0.00216711j -0.00560242-0.00269247j 0.00292543-0.0073391j -0.0104821-0.00265257j 0.0104406-0.0115006j 0.00746273-0.00119802j 0.000382853+0.0143287j -0.00867492+0.00756977j -0.001279-0.000828503j 0.0117302+0.00377903j -0.000491076+0.00353539j -0.0115231+0.00457808j 0.0107527-0.00588253j 0.000561619+0.00229266j -0.0130427+0.000581219j 0.0453402+0.00333532j -0.0151103-0.00322902j 0.0310025+0.0169412j 0.0127525+0.00984713j -0.00656153+0.00658955j 0.0126804-0.022188j 0.00437053+0.0193761j -0.00533804+0.0205836j -0.00344225-0.0182947j -0.00218627+0.0151152j 0.0071473-0.000411419j 0.000572353+0.00180936j -0.00827773+0.0105276j -0.0109861+0.00146997j 0.00245221+0.00247888j 0.00226838+0.00524792j -0.00116278-0.00631298j -0.00427858+0.00482799j -0.00418674+0.0204539j -0.00345429+0.00688294j 0.000103744+0.0102723j 0.00110289-0.0198856j -0.0023234-0.00457448j -0.000930426-0.00886378j -0.00171144+0.0099879j 0.00750312+0.0112648j -0.00333674+0.00112291j 0.003619+0.000204827j 9.58476e-05+0.00530766j -0.000336084-0.0184298j 0.0113108+0.00890854j 0.00411295-0.00987224j -0.00257411+0.00159129j -0.00416432-0.00805887j 0.00872285+0.00218191j 0.000892727-0.00077026j 0.00304162-0.00227099j 0.0120001+0.0291646j 0.0037882+0.00267864j 0.00987971-0.00533481j 0.0117681-0.010798j -0.00951527+0.00151308j 0.00998632-0.0108602j 0.000237576+0.00113637j 0.00119085-0.00583262j 0.00346104+0.00489525j -0.0120414-0.00199976j -0.000830305-0.0088336j 0.0127638+0.000545755j 0.000535449+0.001181j 0.0051984+0.00363993j -0.00735615+0.00286361j 0.000670782+0.000688166j -0.0174043+0.00131221j 0.00286274-0.00220147j -0.0129158+0.00545915j 0.00198268-0.00220488j -0.00498869+0.0016692j 0.00437205+0.0153649j 0.0101312+0.00841629j -0.00742126-0.0327618j 0.0144564+0.0184088j 0.0498679-0.00960069j 0.0022254+0.0136137j -0.0283287+0.0339885j -0.00377858+0.00452582j -0.0256977+0.0088657j -0.00938906+0.00958823j -0.0123909-0.0046262j 1.77139e-05-0.00248164j -0.00902487+0.00207719j 0.00655413+0.0147361j -0.0121977+0.0283734j 0.028032-0.00145902j -0.0164411+0.00480183j 
-0.00559759-0.00213384j 0.0222247-0.00728299j 0.00758959+0.00551868j 0.00828457+0.0019361j 0.00512303-0.000301668j -0.017003-0.012764j 0.00752381+0.0163733j -0.0183472+2.4449e-05j 0.00249054-0.00972629j 0.0105334-0.00277604j -0.00259521-0.00153547j -0.00675473-0.00347595j -0.00515406-0.00521631j 0.00843928-0.00402124j -0.00786905-0.00381409j 0.00345395+0.00520847j 0.0050526-0.00291983j -0.0127749+0.0139919j 0.00811452-0.0049133j 0.00333305+0.00837858j -0.0235608-0.00276212j -0.00338702+0.00919347j 0.000970107-0.00120991j 0.00338315-0.00505047j -0.00184737+0.00494622j 1.57451e-06+0.00111218j 0.00286263-0.00379306j -0.00445359+0.0086378j 0.000315281+0.00300413j 0.00235061-0.000466058j 0.00565306+0.000126737j 0.000303737-0.00690741j 0.00230941-0.00861776j -0.00126775+0.00647106j 0.00174927-0.00371276j -0.00270392+0.00474497j -0.000412367-0.00434245j 0.00126536-0.00895836j 0.00241889+0.00548189j -0.000681096+0.0036838j 0.00108024+0.00496232j -0.000917339-0.00287632j -0.00149964-0.00511697j -0.0011287-0.000761526j 0.00992441-0.00301449j -0.00836322+0.00400792j -0.00338854+0.00920909j 0.00714521-0.000328654j 0.0150767+0.0100881j -0.0100592-0.00185979j -0.0108832+0.00740003j 0.00530613+0.00189522j 0.010303-0.0124123j 0.022553-0.00803132j 0.0217007-0.00831238j 0.00124632+0.00184466j -0.0131098-0.00523107j 0.00676618+0.00690254j -0.0097931+0.00559028j 0.000593011-0.0154748j -0.0180038+0.00702415j 0.0128116+0.000626736j 0.0118312-0.00407171j -0.00515267+0.00931076j -0.00811204+0.0121668j 0.0190614-0.0286033j 0.000631335-0.00217294j -0.00190003-0.00658377j 0.0156242+0.00491588j -0.00106318+4.18328e-06j 0.0161106+0.00565696j 0.00085098+0.000724394j 0.00482819-0.00161086j 0.0059225+0.0100139j 0.00597044+0.0153227j -0.00333073+0.00103322j -0.0203625-0.0011748j -0.0148344-0.013558j 0.0149709-0.0340022j 0.0314086-0.0344771j -0.0317624+0.0302982j 0.0299784+0.00839326j 0.00486039-0.00910832j -0.0175755+0.0220506j 0.00260279+0.00259881j 0.00342924+0.0106367j 0.000314809+0.000657269j -0.00413883+0.0226871j -0.0243716+0.00504036j 0.0232219+0.0044042j 0.030028-0.0292987j 0.0165204+0.0111438j 
0.0108941+0.0124973j -0.0112865+0.00239354j -0.0122552-0.00367234j -0.0135453-0.00111881j -0.000210517+0.00304199j -0.0180073-0.00042073j 0.0029233+0.00599989j -0.00141359+0.00330097j 0.0197173-0.00590206j 0.0246475-0.0131338j -0.000934424-0.00280648j 0.00406528-0.00192235j 0.000835342-0.00096271j 0.00185481-0.002137j -0.0237118+0.00753105j 0.00603737+0.00478606j 0.00993727-0.00961658j 0.0309699+0.0130111j -0.0149856-0.0112635j 0.0534008+0.0077711j 0.013225+0.00921977j -0.0078075-0.0058353j -0.00369312+0.0026576j -0.00207452+0.00458158j 0.00982396-0.00206425j 0.000404538+0.00628038j -0.00242703-0.000456811j 0.00173725+0.00409657j 0.00987342-0.005085j 0.00282431+0.00400212j 0.00676489+0.000420254j -0.00188105-0.00463892j -0.00274601-0.00296326j -0.000822561-0.00604801j -0.000467572-0.00195838j 0.00474988+0.0224572j 0.00566574-0.00301698j 0.00284933+0.00981937j -0.00833132-0.00481317j 0.00296667-0.00133586j -0.000464693-0.0032159j -0.0025474+0.000961876j 0.000339522+0.0131633j 0.00468129+0.0138408j -0.00803391+0.0158691j 0.000944607+0.0106911j 0.00622772-0.00493454j -0.0100584-0.00423782j 0.00645538-0.0149224j 0.000473137-0.0225159j 0.00425829-0.0128815j 0.00262352+0.00630992j 0.00688742-0.00714717j 0.00390121+0.00829766j -0.00225566-0.0215589j 0.00684145-0.0278425j -0.0144296+0.0103943j 0.00650438+0.00607339j 0.00453517-0.0229155j -0.00738151+0.00406475j -0.00365559+0.00752737j -0.0133118-0.0173276j -0.00988956-0.00579379j 0.00708645-0.00077314j -0.00802014-0.0373735j 0.0161093-0.00437272j 0.0017575+0.00671223j 0.000383151+0.00757748j 0.0109852+0.00457954j -0.00222046+0.00281423j 0.00883546-0.00209764j -0.000393635-0.00426099j 0.0123211+0.00439518j -0.0122581-0.0230416j -0.00118365-0.0152038j -0.0108911-0.0153116j -0.00673759+0.0179878j 0.0381536-0.0308261j 0.00463592+0.0314333j -0.0302747-0.0188651j -0.024921+0.0194482j 0.00207109-0.0097097j 0.00125572-0.00971636j 7.59198e-05-0.000217974j 0.00705161-0.00131673j 0.00878075+0.00527024j 0.000425456-0.00564084j -0.00721966-0.0142231j -0.0136677+0.0068085j -0.00030378-0.00146096j -0.00319785-0.00239116j 0.00711796+0.00370537j 
-0.00319795+0.0108453j -0.00070113-0.00535234j -0.00901615-0.00414609j -0.0106589-0.00437466j -0.00490061-0.00146803j 0.0121487-0.00552574j -0.0238882+0.00707017j 0.00563717+0.00489382j 0.0121941-0.00284556j 0.0202194-0.00242295j 0.00577461+0.00314828j -0.00156646+0.0117884j 0.00730644-0.00308776j 0.0105514-0.0138754j -0.0220421+0.00603153j 0.00388466+0.00112894j 0.0156456+0.000723087j -0.0262227+0.0537374j 0.0121728-0.0215455j -0.010689+0.0591962j 0.0136598+0.0280288j 0.0043742-0.00571266j -0.0112939+0.019579j 0.00320647+0.000868425j 0.0153418-0.0209932j -0.0115274+0.00929314j 0.000179134-0.00753676j 0.000318472-0.000977493j -0.00577059+0.00592486j 0.00160671+0.0013177j -0.00325726-0.0120723j -0.00442241+0.00753905j -0.00119975+0.00493019j 0.00536668-0.00851744j -0.00740003+0.00469562j 0.0117874-0.00714882j 0.00170591-0.00544757j -0.000288873+0.0105488j -0.00851423+0.0102938j -0.000995341-0.00374042j -0.00297211-0.00315579j -0.00317118+0.00813989j 0.0043488+0.00651522j 0.00171299+0.00802773j 0.00853538+0.00942151j 0.00429415-0.00258431j -0.00317606-0.00697286j 0.00545891-0.0050491j -0.0171812-9.71204e-05j -0.00468491+0.0123097j 0.00262065+0.0100165j 0.016677+0.00688238j -0.00784921+0.00620915j 0.0252676+0.00946749j -0.0147004+0.00371122j -0.0166032+0.0086423j 0.00255438-0.0144902j -0.00144227+0.00277072j 0.00107954+0.0224999j -0.00139867-0.0008219j -0.0101928-0.0104486j -0.00220022-0.0113592j 0.00129982-0.0120895j -0.0195959-0.0283856j 0.00616505-0.0128167j -0.0103702-0.014303j -0.000390806+0.00467359j -0.00333886-0.00150491j 0.00493862-0.00990379j 0.00250495+0.000948641j -0.00644758+0.000628821j 0.00342173-0.00142673j -0.00663362-0.00527527j 0.0057057-0.0140296j 0.000426094-0.0138503j -0.00459849-0.0419138j -0.00218868+0.0113407j -0.0135421-0.0157123j -0.000538563+0.00183943j 0.0264617-0.0121993j 0.0163881-0.0181586j 0.00707104-0.0106351j -0.00443447+0.00834813j -0.00163827-0.00447362j 0.00413541-0.00796537j -0.00233029+0.00515354j -0.0029532-0.00164009j 0.00577306-0.00877871j 0.0045332+0.00223843j 0.00613877+0.00301652j 0.00628871+0.000300783j -0.000344919+0.000463118j 
