-0.0149554+0.0237707j 0.00944394+0.000311402j 0.00988995+0.0134423j -0.00416854+0.000412609j 0.0259435-0.00301747j -0.0158129-0.00766283j -0.00915889+0.00876978j -0.0613088+0.0142865j -0.017337-0.00747214j -0.0691334-0.0285426j -0.00373819+0.00787871j -0.000661349-0.0085692j 0.00886088+0.0134447j -0.00632112+0.00195872j 0.00275138-0.00118818j 0.00345328+0.0127777j 0.00456108+0.00723519j -0.0011899+0.0155346j -0.00198969-0.00822684j 0.00794453+0.0159339j 0.00890197+0.0317605j -0.00173335-0.00780396j -0.00425583-0.00858813j -0.0043649-0.01407j -0.00499509-0.007044j -0.00284139-0.0177501j 0.00912879-0.0112702j -0.00262768+0.0104257j 0.00348054+0.0117366j -0.0168736-0.00313379j 0.00445678+0.0160101j 0.0128268-0.0323007j 0.00590039-0.0272559j 0.00848856+0.0140646j 0.00394231+0.00414282j 0.000386426+0.00577673j 0.00507474+0.00057856j 0.00436649-0.00557468j -0.00258251+0.00535152j -0.00126099+0.00281917j 0.000190822-0.00536113j 0.00236601+0.00209252j 0.000624113-0.00158555j 0.00178966-0.00119626j -0.000892028-0.00155989j 0.000682909+0.000113677j -0.00952217+0.000818294j 0.00145402-0.000930994j 0.00305601+0.00087048j 0.00297817-0.0027431j 0.00266013+0.00481824j -0.0034677+0.00140271j 0.000337064+0.00474027j 0.00370582-0.00551801j -0.00304103-0.000187731j -0.00443661+0.00784789j 0.00278476+0.00393671j 0.00759945+0.0109532j -0.00535571+0.00480434j -0.00230629+0.00508754j 0.00253714+0.000128605j -0.000262731+0.00107043j -0.00174238-0.000197506j -0.000369339+0.00367025j -0.00142983+0.00353603j -0.000133196-0.00106969j -0.00808164-3.70358e-05j 0.00131081-0.00395077j 0.00324373+0.000680547j 
-0.174611-0.0286066j 0.0331417+0.0294446j -0.0250834-0.112797j 0.00596421+0.0271858j -0.0228506+0.102727j -0.000173948-0.0926061j -0.0176558-0.00968042j 0.0307866+0.09444j 0.02681-0.0709727j -0.0102226+0.180996j -0.0180725-0.0741868j 0.0356482+0.0293991j -0.0106114-0.00386459j -0.0116986-0.0150039j 0.000239165+0.0126749j -0.00520141+0.00440572j -0.00123028-0.0101523j -0.00871023-0.0250026j -0.0335636-0.0155988j -0.00349618+0.0162915j -0.0276797+0.00995179j 0.00864224-0.0163964j 0.000471298-0.0108148j -0.000841008-0.00782332j -0.0244573-0.0229578j -0.00186004+0.00996617j 0.00114479-0.00956354j -0.0240589-0.020958j -0.047701-0.071691j -0.0271983-0.0400542j -0.0157327+0.021662j -0.0102079+0.0149567j 0.00165315-0.000565913j -0.0212245-0.0157626j 0.0113305+0.0263959j -0.00100521+0.00110195j 0.00279808+0.0242375j 0.014129-0.00184041j -7.84894e-05+0.00301947j -0.00180455-0.0140379j 0.00270869+0.0139654j -0.00353053+0.00644485j 0.00226993+9.22672e-05j 0.00223616+0.000965063j 0.00466524+0.0320221j 0.00730068+0.00408625j -0.00682268-0.00744333j -0.00294902-0.0102767j 0.0032513-0.0115706j 0.00453088-0.0171079j 0.0021605-0.00934199j -0.00509532+0.0237127j 0.00131508-0.0147733j 0.00809744-0.0182577j -0.00595799+0.0168176j -0.0234669-0.0238191j 0.00276871-0.00607863j 0.0106026+0.00970243j 0.00729238-0.0132527j 0.00774703-0.0108942j -0.00135928-0.00408956j -0.00146281+0.000848151j 0.00478651-0.00232251j -0.00237115-0.00013859j -0.00266844+0.000537668j 0.00210503-0.00656396j -0.00688342-0.00966624j -0.0112901+0.00132467j 0.00555662+0.00293004j 
-0.0403945+0.00168663j -0.0112868+0.0166459j -0.0148605-0.00641023j 0.0188005-0.0236853j -0.0189419+0.00108162j -0.00164291-0.112139j -0.0167965-0.06226j 0.00204445-0.0907963j 0.00292888-0.0734948j -0.0127284-0.0659866j 0.00816929-0.0242214j 0.0257455-0.0114525j -0.00801+0.00375284j 0.0219755+0.00110542j -0.00654858+0.00804327j 0.00876128+0.00857561j -0.0212607-0.000936366j 0.0214192-0.0114708j -0.0102245+0.00204255j -0.0119418+0.00253769j 0.0050491-0.005536j 0.0111863+0.0159816j 0.0133991+0.00418532j -0.0136812+0.00409746j -0.0311938+0.018791j 0.0225995-0.0392157j 0.0113666-0.00040768j -0.0327573+0.0445187j -0.0164231-0.00688009j 0.0012817+0.0254116j -0.0310749-0.02463j -0.0367999+0.0180153j -0.00932592-0.0102674j -0.000672514+0.0117201j -0.00840114+0.00235507j -0.00327765+0.0131837j 5.57849e-05-0.00882051j -0.000859281+0.000290613j -0.00687106+0.0136081j -0.00277689-0.00951115j -0.00400989+0.00495053j 0.0117397-0.00291969j 0.00599467-0.0230462j 0.00789259-0.0160911j 0.00420993+0.0151274j -0.00539553-0.00633131j 0.00538585+0.0114976j 0.00136674+0.0118559j 0.0111191-0.00888998j -0.00666965+0.00280196j -0.0237287+0.00451884j 0.00391664+0.0109373j 0.00454442-0.0169029j -0.00474949-0.0176872j 0.0317868+0.00585037j -0.00067133-0.00957681j -0.00809802+0.00960769j -0.0020488-0.00530513j 0.00572249-0.000255863j -0.00169903+0.00135071j 0.00113245-0.00245545j 0.00328222-0.001865j 0.000804045-0.00224896j -0.00783163-0.00114663j -4.41257e-06-0.00346184j -0.00300752+0.00159044j 0.00858358-0.0040948j 0.00900457+9.17134e-05j -0.00513618+0.000445979j 
-0.0617682-0.00327272j 0.00434644-0.00386358j -0.00500748-0.0148009j 0.0166878-0.0412889j 0.00158858-0.0147074j 0.00943942-0.0529776j 0.00326422-0.0708642j -0.00201889+0.0664523j 0.0175346-0.032015j -0.0160879+0.0389355j 0.00287763-0.0164315j 0.0119348-0.0055884j -0.00155553+0.0102472j 0.0241396+0.02024j -0.00212815+0.00551563j -0.0104421+0.0163758j -0.0180712-0.0205303j 0.00767362+0.00485915j -0.00891239+0.00981064j -0.00720102-0.00561862j 0.00734915+0.00712884j 0.0147311+0.0288738j 0.00905746+0.0164883j -0.0104385-0.0026752j -0.0197492+0.0155056j -0.00520732-0.0483961j 0.00828314+0.0043698j -0.00346192+0.0479565j 0.0165181+0.0188104j 0.0183248+0.0290419j -0.0118183-0.0555549j -0.0144859+0.0121307j -0.00411209+0.0115864j 0.0134019+0.0081769j -0.00716821-0.00744985j -0.00295952+0.0174834j -0.00299378-0.00980368j -0.00865189-0.0119609j 0.014296+0.00354091j 0.000457085-0.0060005j 0.00536606+0.00296922j -0.0168783+0.00409863j 0.0065225-0.02009j 0.00236127-0.0122507j -0.00688234+0.00361216j 0.000625197-0.00440727j 0.00634191+0.00516136j 0.00663926+0.00750677j -0.0037031+6.48658e-05j 0.012004+0.00913385j 0.0219936+0.00646069j -0.00539027+0.00240566j 0.011614-0.00685035j 0.00763355-0.010422j -0.0332632-0.00784725j 0.00981017-0.00338511j -0.00730323+0.0103568j -0.00260247-0.00845896j 0.00504646+0.00466233j -0.000230937+0.00344544j 0.00169707-0.00211015j -0.00218373-0.00323431j -0.00140024-0.00139225j 0.00147041+0.00296258j -0.00204299-0.00300463j -0.00202772-0.00228608j 0.00996106+0.00153914j 0.00485089+0.000443324j -0.00542949-0.000509706j 
0.264144-0.00202362j -0.0992017+0.000229004j -0.00811929+0.0149037j 0.0469497-0.0848284j 0.0123688-0.0939836j 0.035006-0.0466212j 0.000667246-0.13776j 0.0243444+0.048142j 0.00617409+0.00912785j 0.0177427-0.0753916j 0.0261702+0.0159458j 0.0308725-0.0165018j -0.00749218-0.00950108j 0.000664555+0.0178468j 0.00186352+0.00830309j 0.00383096+2.2761e-05j 0.00771647+0.0147185j 0.00723287+0.0217144j -0.0165332+0.00779015j -0.00525889-0.0107988j -0.0176864+0.0101074j -0.00937685+0.0100757j -0.00834678+0.00340619j 0.00238353+0.000525683j 0.0024585+0.000500365j 0.00413414+0.0471431j -0.00590146+0.00254072j -0.0105747-0.0471054j 0.00437949-0.0126738j 0.0118879-0.0179487j -0.00982314-0.00693968j -0.00433114-0.0199943j -0.0357433-0.00563322j -0.0219019-0.000892508j -0.00106773-0.00637879j -0.00448544-0.00565917j 0.000959997+0.0077742j 0.00247761-0.0110329j 0.014452-0.00198476j -0.00637376-0.0183153j -0.00313448+0.00642899j -0.00611167+0.0131326j -0.00204417-0.0118668j 0.000904928-0.011726j 0.00788981+0.00119879j -0.00030518+0.000858123j 0.00346566-0.00186658j 0.00713289+0.00118482j 0.000662779+0.00213413j 0.000778655+0.0024942j 0.00380015+0.00570811j 0.0097785+0.00549133j -0.0105335-0.00138885j 0.00131122-0.00748819j 0.0140492-0.0104879j -0.00718779-0.00323921j -0.00824271+0.00453563j -0.0025176-0.00273814j -0.00189558-0.00250373j -0.00338719+0.00214045j -0.00250747-0.00047777j 0.00131473-0.0022617j -0.00401167-0.00324409j -0.00600299+0.00759229j -0.00167661+0.00039876j 0.00125098+0.00126542j -0.00985296-0.000615261j 0.0139406-0.00426327j 0.00239376+0.000777866j 
-0.298849+0.0215283j 0.0933076-0.0182293j -0.00075926+0.033849j -0.0109477-0.0388418j 0.00720098-0.134574j 0.0129814-0.0267537j 0.0284547-0.0701362j -0.0144059-0.138937j 0.0342084-0.0112537j -0.0225992-0.0483201j -0.0166119+0.0289883j -0.00278954-0.017144j -0.0133969-0.0134881j 0.00723976+0.0279978j 0.0117494+0.000409267j -0.010072+0.0104635j 0.000155193+0.000751494j -0.0107552+0.038664j 0.0101957+0.0130933j 0.0072141-0.0213701j -0.01068+0.00209823j -0.00555367+0.024189j -0.00762495+0.0193045j 0.00279102-0.00790159j -0.00453048+0.00590721j 0.00111045+0.0280921j 0.00688012+0.0102769j -0.0110503-0.0392078j 0.00527187+0.00899617j -0.0123821+0.00216961j 0.0322584-0.0422838j 0.0029112-0.00744827j 0.00647394+0.014222j 0.00508825+0.0151631j 0.00969507-0.0142533j -0.00742173+0.00200637j -0.00897647-0.00308748j 0.0132046-0.0222622j 0.0103748-0.0112082j -0.00226106-0.013178j 0.00252156-0.000902414j -0.0103173+0.0134965j -0.0111623-0.00537326j -0.00462579-0.0063505j 0.00198998-0.0118665j -0.00156729-0.00174633j -0.00383113+0.0084628j 0.00312269+0.00547913j -0.0128058+0.00230952j -0.00626943+0.00899952j -0.000943241+0.00158738j 0.0075473-0.00349897j -0.016464+0.00505672j -0.00367139-0.00168645j 0.0275064-0.00854385j -0.00424235+0.0123138j -0.0100528-0.00493495j -0.00133512-0.0172865j 0.000552399+0.00394527j -0.00291347-0.000597199j 0.00086727+0.000331594j 0.00236324-0.00259417j -0.00214809-0.00362594j -0.00797296+0.00761499j -0.0013005+0.000147609j 0.00234851+0.00063681j -0.000416916+0.0056904j 0.00822732+0.00161351j -0.00094263-0.00176926j 
0.0756805+0.00518984j -0.0140401-0.000880593j -0.00249942-0.0501975j 0.011609+0.00800426j 0.0271229+0.24508j 0.0342263+0.0556932j 0.0252991+0.0151902j 0.0117379-0.116926j 0.020594-0.0251689j 0.011466-0.00802154j -0.00103529-0.0407661j -0.00464992+0.0223096j 0.008438+0.0329276j -0.0317074-0.0325442j -0.00613408+0.00352127j -0.0076637+0.0122304j 0.00543732-0.0102152j -0.0321157-0.0200061j 0.00485628+0.0182675j 0.0172958+0.0192329j 0.00267309-0.010053j -0.0154349-0.00546866j -0.0148303+0.0057407j 0.00325202+0.0027697j 0.00572425-0.00459115j -0.0126755-0.0372671j -0.00603477+0.00437634j 0.0440594+0.0510237j 0.00499774-0.0215027j -0.00596025-0.0101892j 0.0372663+0.00348763j 0.0012621-0.0120368j -0.00381285+0.0066585j -0.00871032+0.00489988j -0.00374553+0.00233871j 0.00423014-0.00179121j 0.00188295+0.00881636j -0.00313494-0.0212286j -0.0157075-0.0254989j 0.00863612-0.0107384j -0.00301178+0.0285283j 0.00454269+0.000103167j 0.0108193+0.0154735j 0.00877727+0.0093176j -0.00798032-0.0103013j 0.00581119-0.00104797j -0.00774694-0.00376161j -0.00771531-0.0104656j 0.000386758+0.00905875j -0.00238509+0.016437j 0.00135382+0.012584j -0.00906185-0.0033549j -0.000481941+0.0131003j 0.00982686+0.00535869j 0.00663357-0.010074j 0.00554873-0.00294956j -0.00377641-0.0110562j 0.00834698+0.00805272j 0.000724646-0.00449003j 9.3934e-05-0.0032139j 3.75987e-05-0.00113036j 0.00216917-0.00361361j -0.00319515-0.00371979j 0.00241443+0.00893348j 0.0038145-0.000881938j 0.00423032-0.00418279j -0.0068558-0.00431337j 0.00011479+0.000429446j 0.00198123+0.00114048j 
-0.00827879+0.00622631j 0.00890244+0.00862758j 0.00113516+0.00162844j -0.0135725+0.00152513j -0.00304184-0.0112007j -0.00874847+0.013238j -0.00963981+0.000201853j -0.00936622+0.086032j -0.00437274+0.0246077j 0.000155159-0.0135498j 0.00171879-0.00250394j -0.00962862-0.00714172j 0.00110278+0.00311972j 0.0144806+0.0076323j -0.00582716+0.00730851j -0.00577315+0.00151647j 0.00272063+0.0237066j -0.00366499-0.0204354j -0.0214855+0.0218932j -0.00311306+0.00252333j -0.00469323-0.00897957j 0.00539632-0.00300002j -0.00422786-0.00978615j -0.00871009+0.0137745j -0.00707397+0.00816361j -0.0100714-0.0306475j 0.0109524+0.00410067j -0.0118923+0.0157303j 0.00302977-0.00909048j 0.0105362+0.00277065j -0.00191519+0.00473022j 0.0160235+0.00179454j 0.00491467-0.00381041j -0.00523119-0.00199061j -0.00789735-0.00753445j 0.00229164+0.000880002j -0.00216229-0.0111101j 0.00503073+0.00703104j 0.0068101+0.0090725j 0.030297+4.02821e-05j -0.0249312+0.0024135j -0.00629401-0.00938236j 0.0168933-0.00367222j 0.0217129-0.000890334j 0.00106731+0.00949216j -4.96467e-06-0.00131535j 0.00111843+0.00123138j -0.000141125+0.00559994j 0.00378313-0.00216199j -0.0125677-0.00455854j -0.0268824+0.00394761j -0.0110545-0.00338975j 0.0090871-0.00458263j 0.0129982+0.00451685j 0.0192938+0.00219036j 0.000141478+0.00296035j 0.00495104+0.00489735j -0.000550638+0.00277007j -0.000837001+0.00202112j -0.000434704+0.00449095j 0.00118872-0.00125509j 0.00643007+0.00130445j 0.00204665+0.000944598j -0.00665847-0.000835488j 0.00397597+0.00121517j 0.0026865+0.00098312j 0.00300537-0.00116078j 0.000693544-0.00164055j -0.00260741+0.000368156j 
-0.0525742-0.00139718j 0.0408964-0.0238182j 0.00162089+0.0466106j -0.0138481-0.0630502j -0.000443605-0.0662401j 0.0272313+0.0683488j 0.020476-0.05084j -0.00968816+0.177387j 0.0326722+0.0656599j -0.000236977-0.0140009j -0.00150343+0.0352551j -0.0204077-0.00728188j -0.00730944+0.00529881j 0.00253104-0.00186801j -0.00801583+0.00557778j 0.00462852-0.00255688j 0.000472733+0.0411614j 0.0160254-0.0226543j -0.0152215+0.0434674j -0.00845138+0.0186614j -0.022148+0.00071203j -0.00785078-0.0113339j 0.00115242-0.0217243j -0.00127957+0.0279781j -0.0194994+0.0219144j 0.0371976+0.00588503j 0.00812492-0.0173401j -0.00449629+0.00483639j 0.00376902+0.0139299j -0.00532717-0.00746437j -0.00524035+0.0362993j -0.000342723-0.0134653j 0.0288613-0.00949365j -0.00975181-0.00842186j -0.00520567-0.00503127j 6.44477e-05-0.0068631j 0.0103063-0.0054415j -0.0205694-0.00429355j -0.0202141+0.0213217j -0.00299296-0.0181858j 0.00887408+0.0197079j 0.00643448-0.0101102j 0.0166498-0.0169129j 0.012639-0.0141931j 0.00424942+0.0151489j 0.00326471-0.00164014j -0.00118285+0.00163107j -0.00621539+0.00561552j 0.0187684-0.00352904j 0.0129054+0.00107104j 0.007297+0.0171327j -0.00684031+0.0093596j 0.00606477-0.00828948j 0.0194691-0.00445112j -0.00221136-0.0159966j 0.00443508+0.00547141j -0.0135068+0.00451823j -0.00454434+0.00215194j -0.00633938+0.00260266j -0.00795959+0.00717783j -0.00313282-0.00330068j -0.000253921-0.00182779j -0.00538908-0.00157959j 0.00391699+0.0108655j 0.00189738+0.00392527j -0.0011581+0.000280337j -0.00563993+0.00123532j 0.0165397-0.00771513j 0.000402928+0.000652858j 
-0.149228-0.00616237j 0.0125517-0.00705338j -0.0102839+0.0109269j 0.0191131-0.0909094j 0.00237511+0.0416113j -0.0260722-0.0840387j -0.0150008-0.102868j 0.00453068+0.0740247j -0.0222571-0.0715375j -0.0105123-0.0579838j 0.00799702-0.00350316j 0.0378181-0.0151388j -0.00908479+0.014857j -0.00514527+0.0252609j 0.0264464+0.0118129j 0.0187554+0.00561064j -0.0182641+0.0159782j -0.0331583-0.0151463j 0.0117536+0.0583723j 0.0108663+0.00945557j -0.0175838+0.0188335j -0.000469035+0.0194874j -0.0100222+0.00580534j 0.0175497+0.00750924j 0.0165544+0.0261296j -0.0436306-0.0282542j -0.000968346-0.00654524j 0.0248084-0.0213572j -0.00428986-0.00113589j 0.00764829+0.00144401j 0.014596+0.00982252j -0.00942938-0.00298356j -0.0275215-0.0138605j -0.00326006+0.00161921j -0.00255568-0.0230184j -0.00791786-0.00521534j 0.00133829-0.00498037j -0.0156867-0.0036772j -0.0139757-0.0138203j -0.00786444+0.0106577j 0.00166436-0.0198234j 0.0113015+0.0208328j 0.0119049+0.00726558j 0.00803501+0.0128214j -0.00697692-0.00458018j 2.81926e-05+0.00975853j 0.00324381-0.00229742j -0.00117906-0.00480006j -0.00219313+0.0261342j 0.00491574-0.00241919j 0.00323859-0.0219229j 0.00443557-0.0151308j 0.00381686+0.0125017j 0.0063747+0.0109111j 0.00617987+0.00810151j 0.00388674-0.000137971j 0.000318294-0.00166951j 0.00461534-0.00411672j 0.00572376-0.00109323j 0.00561701+0.00250509j -0.00343792+0.00291043j 0.000842847+0.00314217j -0.00591125+0.00278223j -0.00171997-0.00451476j -0.000725446+0.00115234j 0.00439968+0.00104051j 0.00282297+8.96925e-06j -0.00268338+0.00106685j -0.00225865+9.2454e-05j 
0.152374+0.0153694j -0.0291003+0.0220691j 0.00332641-0.0645991j -0.017141+0.0544933j 0.0179623+0.0716572j 0.00905464-0.0257385j -0.00141244+0.0300294j -0.00746789-0.0564679j 0.00186405-0.0281536j 0.0153072+0.0708871j 0.000326843-0.0441935j -0.0319655+0.0149484j -0.0138499+0.00381721j 0.000527157+0.0300095j -0.00316796-0.0033057j -0.0237043+0.0293123j -0.00177286+0.00653044j 0.00600047-0.0138417j -0.037245+0.0283933j -0.00914563-0.000312634j -0.0141224+0.0164841j -0.00434023+0.0184916j 0.00242593+0.00647248j 0.000300734-0.0107364j -0.00326449-0.0113124j 0.0208756-0.0297133j 0.00760069+0.0107669j 0.0100103-0.0206924j -0.0161953-0.000909003j 0.00559675-0.0076382j 0.00785836-0.0319121j 0.0253473+0.00173087j 0.00953105+0.00128296j -0.00372492+0.0147153j -0.00581385+0.000749983j 0.00790636-0.00163599j -0.00578283-0.0157989j -0.00144205-0.00478437j -0.0232827+0.0220683j -0.0159488+0.00592868j 0.00975619-0.000316264j 0.0156824-0.019847j -0.0139336+0.00132465j -0.0142147+0.0112411j -0.00151349+0.00607545j -0.000486349-0.00134309j -0.00278228+0.00686901j -0.00343758+0.00488012j -0.000833304-0.018501j 0.00214341+0.000937588j 0.00150774+0.00614494j 0.0027534+0.00342772j -0.0143218-0.00576001j -0.0103769-0.000490197j 0.000334239+0.00291107j -0.000910806+0.00294718j 0.0104491-0.0133847j 0.000706145-0.0090669j 0.000866398-0.00162309j 0.000148725-0.00366185j 0.00603887+0.00070507j -0.00218263+0.00181306j -0.0056135+0.00225682j 0.00158906-0.00136062j -0.0030039+0.00201633j 0.00610238-0.0064162j 0.000929651+0.00162551j -0.00679615+0.00561894j -0.000858066-0.000568873j 
-0.141696-0.0240592j 0.0319-0.065547j 0.00475502+0.086624j 0.0130471-0.0811138j -0.010736+0.189635j -0.0112524+0.102699j 0.00273871+0.0207348j -0.00186633+0.0456675j -0.00382778-0.0121318j -0.0120134-0.0623879j -5.13718e-05+0.0370324j 0.0321949+0.0106019j 0.0144974+0.0219359j -0.00327376-0.0331612j 0.000561041-0.00784502j -0.0190586-0.0225126j -0.00520383-0.000983697j 0.0248611+0.0263893j -0.0262004-0.0235668j -0.00250219+0.00197681j 0.00515956+0.01803j -0.0013076-0.00800038j 0.00184322+0.000368022j -0.00976874-0.00107424j -0.0140699+0.00497228j -0.00770577+0.0299218j 0.00170059-0.00401082j -0.00682222+0.0202021j 0.0208163+0.0357512j 0.0142404+0.0195183j -0.00462481+0.0310389j -0.0109887-0.0125124j 0.000590131-0.004198j -0.00455844-0.0205373j 0.0137709+0.00976028j -0.00663899-0.00825561j 0.0115873+0.0134922j -0.00510954+0.00769198j -0.0095514+7.07143e-05j -0.0210539+0.000746395j 0.012259-0.0015103j 0.0153662+0.00477312j -0.0043008-0.00808896j 0.000488369-0.00647985j 0.0092978+3.79318e-05j -0.000196685+0.00143112j -0.00391983-0.0117552j -0.00164048-0.00268359j 0.0134577+0.00165503j 0.00280749+0.00319752j -0.00290397-0.00119152j 0.00500443+0.00260128j -0.0103194-0.00114436j -0.00793214-0.0162258j 0.0106095-0.00642773j -0.00334319-0.0138436j -0.0210427+0.00105766j -0.00660554+0.00572435j -0.00726986-0.00319865j -0.00792388+0.00239045j -0.00284143-0.00184272j -0.00275075-0.00232363j 0.000722521+0.00460228j 0.00175693-0.000452058j -0.00132365-0.00210549j -0.00714405+0.00340993j -0.00776186-0.00483987j 0.0193437-0.00734573j 0.00316088+0.00175194j 
0.0590805-0.0108101j -0.00317879-0.0201245j -0.00607735+0.0474238j -0.000987904-0.0329371j -0.0258541-0.0987843j 0.00124931-0.0970111j -0.00932113-0.0181329j -0.00107482+0.0343873j 0.0197983-0.0752123j 0.00874947+0.0359267j -0.00422102+0.0365815j -0.026311-0.017405j 0.0074062-0.0152224j 0.0380602-0.00490224j -0.0128147+0.0320227j 0.0106682+0.00813228j 0.0418078-0.0174389j -0.0361802-0.00568793j 0.0432098-0.00289393j 0.00961292-0.0111793j -0.00664121-0.0174023j 0.020244-0.0132961j -0.000798467-0.013415j 0.00499696+0.00777049j 0.0120559+0.0201216j -0.025506-0.0242387j -0.0010205-0.00627505j -0.024212+0.0140717j 0.00077699-0.0201966j -0.00867314+0.013872j 0.000239894+0.00505673j 0.00616377+0.0174266j -0.00631037-0.0144048j 0.00915172-0.012425j -0.0212708-0.00815593j 0.00115665+0.0132551j -0.00832635-0.0026474j -0.0126434-0.0134467j -0.019987-0.0112825j -0.00660234-0.00719872j 0.0120351+0.00317711j 0.0115146+0.0146624j 0.00325929-0.00449067j -0.0145606-0.0137826j -0.00904864+0.00173238j -0.00560519+0.00135083j 0.0023185+0.00514301j 0.00247379+0.00325903j -0.0049295+0.00107099j -0.00334542-0.00739525j 0.00518817-0.00800723j 0.0135254+0.00209113j 0.0132783+0.00162338j 0.00108525-0.00533315j 0.0134653-0.000756038j 0.0228126+0.0190539j 0.0168837+0.0152713j -0.000320395+0.00377947j 0.0073183+0.0178938j 0.00816677+0.0084072j -0.00936447-0.000664185j -0.000549431+0.000685818j 0.00450145-0.00862021j 0.00269294+0.00632877j 0.00203841+0.00232398j -0.000112895-0.00294058j 0.0138455+0.0128619j -0.0149407+0.000981317j -0.00622179-0.0025251j 
-0.026758-0.0142318j -0.00900683-0.00853944j 0.00186229-0.028351j 0.0281747+0.0438062j -0.0148606-0.0262348j -0.00887712+0.226442j 0.0164389+0.0412029j 0.0171339+0.0287866j -0.00348022+0.202479j -0.0157953+0.0468033j 0.00022081-0.0044112j 0.0141514+0.0192502j -0.0107194-0.0152118j 0.0169893+0.0116404j 0.0108853-0.00115686j 0.012686+0.000673053j -0.0180922-0.0199604j 0.00808127-0.0154246j 0.0157367+0.00701509j -0.000871316+0.00822713j 0.0290569-0.00472554j 0.0190908+0.0126836j 0.0155287+0.00167775j -0.00338125-0.00241629j 0.019254-0.00247406j 0.00707894+0.00582583j -0.0122783-0.00646172j -0.0230455+0.0166805j 0.0434532+0.0513777j 0.00249604-0.0107052j -0.0104085+0.000526143j 0.00454241-0.00148886j -0.023611-0.00505175j 0.0144401+0.0143157j 0.0121332+0.0184248j -0.0075343-0.00177515j -0.00342162-0.00971902j 0.0106908-0.00200132j -0.0253856-0.0175998j -0.00402025-0.0107705j -0.00558004+0.0050928j 0.0215884+0.0104516j 0.0064205+0.00238803j -0.00534035-0.00165516j -0.0137953-0.0143921j 0.00138485+0.00829413j -0.00406403-0.0023889j -0.0033927-0.00152228j 0.0148884+0.0121694j -0.0031858+0.0094912j -0.0189146+0.0052778j -0.0119244+0.00391586j 0.0195826-0.00503198j -0.00660172+0.00661923j -0.0157913+0.00417148j 0.00171668-0.00654534j -0.00283913+0.00466437j -0.000407536-0.00937857j 0.00304614-0.00219509j 0.00116758-0.00640095j 0.00407226-0.000196226j -0.00489675-0.00312223j 0.00486563-0.000982651j 0.00340982-0.00832072j -0.00228793-0.00776559j -0.00517704+0.00779611j 0.00597521-0.00330392j -0.00301278+0.00439994j -0.00127718-0.00072214j 
0.0816384-0.00761729j 0.00820629-0.044392j -0.00347476-0.045374j -0.0241105-0.20627j -0.0169961+0.169048j 0.0112707+0.0302773j -0.0108184-0.287205j -0.0134883+0.00359441j 0.0162574-0.0266353j 0.00935398+0.00836207j -0.0187208-0.00867222j -0.0254023+0.0383091j -0.00583676+0.0349855j 0.00412626+0.0260803j 0.00152533+0.040125j -0.00125796-0.00813995j 0.0158117-0.00036318j -0.00621209+0.0161752j 0.0126809-0.0149651j -0.0101236+0.0319061j -0.0106166+0.00885641j 0.000872807+0.0283765j -0.00295513-0.00229746j 0.00564354+0.0133044j 0.00992678+0.00324161j -0.00628356-0.00875418j 0.00434633+0.0331506j 0.0139531-0.0286651j -0.0178648-0.00505989j 0.00760082-0.00995161j 0.0021116+0.00207452j -5.29251e-05-0.0102899j 0.006523-0.000414785j 0.00439737-0.0089604j -0.000258555+0.00825457j 0.00333532-0.0174315j -0.00438097+0.01545j 0.00922097-0.0268075j -0.000465812-0.00690598j 0.0138347-0.0074083j -0.0110881+0.0114713j -0.00041873+0.00702022j -0.00506236-0.00193197j -0.00188843+0.00293048j -0.00178044+0.00382685j 0.00569227+0.00235592j -0.00105009-0.00931352j -0.00258599-0.00779519j 0.00623908-0.01558j 0.000790098-0.00518687j -0.00156038-0.00854397j -0.00636325+0.00731304j 0.004753+0.00481186j 0.00860719-0.0263867j -0.00594521+0.000493996j -0.0177297-0.00958499j 0.0171599-0.00873463j -0.0144925+0.0141994j -0.00402296+0.000517496j 0.00130148+0.00338305j -0.00901523+0.00132901j -0.00384489+0.00364648j 0.00910327+0.000388966j -0.0091058+3.74649e-07j -0.00646951+0.00411368j 0.00817434-0.00557015j -0.00378338+0.000737813j -0.0074103-0.0025802j 0.000110906+0.00139096j 
