-0.0149554+0.0237707j 0.00944394+0.000311402j 0.00988995+0.0134423j -0.00416854+0.000412609j 0.0259435-0.00301747j -0.0158129-0.00766283j -0.00915889+0.00876978j -0.0613088+0.0142865j -0.017337-0.00747214j -0.0691334-0.0285426j -0.00373819+0.00787871j -0.000661349-0.0085692j 0.00886088+0.0134447j -0.00632112+0.00195872j 0.00275138-0.00118818j 0.00345328+0.0127777j 0.00456108+0.00723519j -0.0011899+0.0155346j -0.00198969-0.00822684j 0.00794453+0.0159339j 0.00890197+0.0317605j -0.00173335-0.00780396j -0.00425583-0.00858813j -0.0043649-0.01407j -0.00499509-0.007044j -0.00284139-0.0177501j 0.00912879-0.0112702j -0.00262768+0.0104257j 0.00348054+0.0117366j -0.0168736-0.00313379j 0.00445678+0.0160101j 0.0128268-0.0323007j 0.00590039-0.0272559j 0.00848856+0.0140646j 0.00394231+0.00414282j 0.000386426+0.00577673j 0.00507474+0.00057856j 0.00436649-0.00557468j -0.00258251+0.00535152j -0.00126099+0.00281917j 0.000190822-0.00536113j 0.00236601+0.00209252j 0.000624113-0.00158555j 0.00178966-0.00119626j -0.000892028-0.00155989j 0.000682909+0.000113677j -0.00952217+0.000818294j 0.00145402-0.000930994j 0.00305601+0.00087048j 0.00297817-0.0027431j 0.00266013+0.00481824j -0.0034677+0.00140271j 0.000337064+0.00474027j 0.00370582-0.00551801j -0.00304103-0.000187731j -0.00443661+0.00784789j 0.00278476+0.00393671j 0.00759945+0.0109532j -0.00535571+0.00480434j -0.00230629+0.00508754j 0.00253714+0.000128605j -0.000262731+0.00107043j -0.00174238-0.000197506j -0.000369339+0.00367025j -0.00142983+0.00353603j -0.000133196-0.00106969j -0.00808164-3.70358e-05j 0.00131081-0.00395077j 0.00324373+0.000680547j 
-0.00294591-0.000809944j 0.00106027+0.000983441j 3.43566e-05+0.00160505j -0.00114186-0.00277128j -0.000792843+0.00547419j -0.00146979-0.0101648j -0.000301366+0.000990345j 0.00151501-0.00457043j -0.000920892-0.0147812j 0.00336379-0.00519973j 0.000110376+0.00159088j 0.00189989-0.00412955j 0.0038168+0.00427696j 0.010411-0.00228187j -0.000213121+0.01366j -0.00332786-0.00646651j -0.007242+0.00204196j 0.00546037+0.0137419j 0.00204369-0.00541312j 0.0441026+0.00182299j -5.092e-05+0.00599658j -0.0119343+0.0257415j 0.0253866-0.0135111j 0.0168003+0.0279176j -0.00214139-0.000581539j 0.00273904+0.005122j -0.00479743+0.00663258j -0.00476831+0.00329826j 0.0118458-0.00460876j 0.00157658-0.00412021j 0.000103348-0.000486132j 0.00360593+0.00491844j -0.00332191+0.00482102j 0.00241539+0.00342254j 0.00166285+0.00297296j -0.000639228-0.000672443j -0.00177292-0.00597598j -0.0022796+0.00172012j 0.00148518+0.0272558j 0.00107235+0.0189431j -0.00588451+0.0277991j -0.00208658+0.033076j -0.0118947+0.00739726j 0.0141754+0.010383j -0.00656855-0.00817485j -0.050264-0.00136067j -0.016397-0.00351384j -0.00927193-0.00529059j 0.00522059-0.0019028j 0.011908+0.0104269j -0.000998692+0.000853392j -0.00542531-0.00171482j 0.00145918+0.00649605j -0.00293395-0.00432076j 0.00384574+0.00684913j 0.000296986+0.00592939j -0.00195081-0.000108406j -0.00317788+0.00307285j 0.00102275-0.00152656j -0.000465566-0.00157195j -0.000196251-0.000203198j -0.00265272+0.00134222j 0.000278847-0.000322509j 0.000637057-0.00072294j -0.00349758+0.00206358j 0.00056509+0.000976855j 0.00201425-0.00215195j 0.00133701+0.000312483j -0.00131105+0.000361898j 
0.001108-0.0196852j 0.00139976+0.00624629j 0.000345453-0.00846069j 0.00265892+0.0149508j -0.00827147-0.0329272j 0.00196286+0.00959921j -0.000137685+0.0121078j -0.00458523+0.0398137j 0.00113734+0.0278434j -0.00296188-0.00105306j 0.0108434+0.00594302j -0.000736622-0.00436539j -0.0037947-0.00255396j -0.00331131+0.00209454j -0.00804088+0.00105879j -0.0146517+0.00868371j 0.00094945+0.0061253j 0.0103732-0.00130748j -0.0150693+0.00962743j 0.0113433-0.0004301j -0.0195078+0.0104131j -0.0119235-0.0180659j 0.00988138+0.00651303j 0.00944353-0.0122267j 0.00114546+0.019315j 0.00518882-0.00367762j 0.00454033-0.0099978j 0.00946528-0.00599725j -0.00098725+0.0042114j 0.00517225+0.0136728j 0.008253+0.00888389j -0.011825+0.00224246j 0.00550308-0.00320791j -0.0107109-0.00755919j -0.00837454+0.0011366j -0.00358131-0.00996518j 0.00175908+0.00541391j 0.00182125+0.00464382j -0.00313203-0.00417807j 0.00363396+0.0162652j 0.00151916+0.0252058j -0.00304004-0.000631421j 0.000123291-0.00398078j 2.2872e-06+0.00750931j -0.00307526+0.00393958j -0.0108561-0.000996588j 0.00162181+0.0123809j 0.00206935+0.0112797j 0.0011461+0.00530209j 0.00140383-0.0020157j -0.000764896-0.000745345j 0.00250637-0.00647088j 0.00317764-0.0190563j -0.000362837-0.0039796j 0.00181469-0.00455518j -0.00147816-0.0052128j -0.000133367-0.00726717j 0.00557058-0.0168035j -0.00177902-0.000828109j 0.00207393+0.000671905j 0.00171767-0.000917857j -0.000128135-0.000749172j -0.00406228+0.00611456j 0.003641-0.000938058j 0.00105994-0.00106837j 0.00263077-0.00167734j -0.003399+0.0081483j -0.00520553+0.00164668j 0.00179725-0.00253474j 
-0.00743432-0.00592218j 0.00686873+0.00714161j -0.0021404-0.0059243j 0.000594327+0.00263114j 0.00208632-0.00216505j -0.00333636-0.0224251j 0.002168+0.00121127j -0.000674557+0.0229906j -0.00351669-0.0123199j 0.00357116-0.00520744j 0.00585942+0.00591184j 0.0126051-0.0105275j -0.00469341+0.0100788j 0.0220773+0.00150399j -0.000589725+0.019279j 0.0167602-0.0139719j -0.00592729+9.96878e-05j 0.0028658+0.0222987j 0.0180554+0.000360871j -0.0159244+0.00505241j 0.0120423+0.0193693j 0.0215132+0.0333599j 0.00281446-0.0214687j -0.00638159+0.0363117j -0.00139889+0.000904828j 0.00332044+0.0144384j -0.00525991-0.00144582j -0.0250794+0.00103142j 0.0128797+0.00140701j 0.0124595-0.00114067j -0.0106241+0.00121885j -0.0031534+0.00774495j 0.0109627+0.00480104j 0.00127538+0.00418765j 0.00163026+0.0120559j -0.0120796-0.010049j -0.0117615-0.0145624j -0.00938483-0.00512705j -0.00148223+0.00159439j 0.00269046-0.0263025j -0.00294018-0.00874603j 0.00237924-0.0228523j 0.00131383+0.0107106j -0.00515108+0.0076457j -0.000391116+0.0108021j 0.0099206+0.00704527j 0.00403891-0.00653503j 0.00249041-0.00541002j -0.00317272+0.0119254j -0.00263828+0.00185103j 0.00161435-0.0112348j 0.00104308+0.00599745j -0.000750696+0.00337262j 0.00105102+0.0027826j 0.000441741+0.00272078j -0.00147508+0.00228155j -0.00402843-0.00635744j -0.0030513-0.013134j 0.000855682-0.00294921j 0.000842436-0.00795094j 0.000654139-0.000357258j 0.00188121-0.00329684j -0.000864305+0.00445705j -9.39962e-05+0.000727184j 0.00242794-0.00107504j 0.0046714-0.00162431j 0.000532171+0.00412281j -0.00311181+0.00287596j -0.000921196-0.00150707j 
0.00671229+0.0596629j 0.0183498-0.00653175j -0.00681427-0.0206122j 0.00343543-0.00404332j 0.0024538+0.00881526j -0.00543824+0.0179869j -0.00750644-0.0209796j 0.00272842-0.00939385j 0.00586044+0.0160174j -0.0169272+0.0112276j -0.0140306+0.00309612j 0.0030005-0.00186172j -0.000843076+0.00969577j 0.030035-0.00941391j 0.00182729+0.0120826j 0.00855515+0.00134089j -0.00157677-0.0135467j -0.0076895+0.00384467j 0.00832217+0.00594852j 0.00914458+0.0077531j -0.00180531+0.0213422j 0.00950448-0.019446j 0.0170075+0.00543269j 0.00450242-0.0149344j -0.0128494+0.0158149j -0.00305371-0.0071887j 0.0017185-0.0083414j -0.0182193-0.00477573j -0.00954871+0.00568692j -0.00701237+0.00838801j -0.0221887+0.00317812j 0.00763558+0.00393729j 0.0079618-0.0228675j 0.0193598-0.00644253j 0.00753699+0.0138824j -0.00500328-0.000800992j -0.00962493-0.0229674j 0.00232526+0.00812303j -0.000664876+0.0178376j 0.00198192-0.0193388j -0.00238365+0.00259395j 0.000256592+0.00948067j -0.0013144-0.00562125j -0.000560497-0.000186175j -0.00180804+0.0046267j -0.00236792+0.00207181j -0.00481152-0.00488782j -0.00391938-0.00321588j -0.00410847-0.00447973j -0.000338769-0.000227884j 0.00377945+0.00212595j -0.00292986+0.00805705j -0.00479927+0.0109869j 0.0020181-0.00199895j 0.00105875-0.00118974j 0.000602932-0.00642885j 0.00857765+0.00380406j 0.00886196-0.00628469j 0.00222536+0.000799469j 0.00573445-0.00461791j -0.000306833+0.00270631j 0.000929922-0.00114832j -0.00114445+0.00364199j 0.00597576-0.0019851j 0.00474888-0.00298726j -0.000945271-0.00389567j -0.00263466+0.00367084j -0.00844334+0.00135113j 0.00295384-0.000292666j 
0.0433451+0.00725965j -0.000600318-0.000547835j 0.00238237-0.000800629j -0.000403181+0.0305864j -0.00539259-0.0170252j -0.0107414+0.0218949j 0.00585968+0.039899j 0.0103443-0.0148807j 0.00160872+0.021067j -0.0163747+0.0252301j -0.0124718+0.00512075j -0.0203036+0.00865992j 0.00420044+0.00683822j -0.00747189-0.00692165j 0.00157912+0.0247571j -0.00199177-0.0012246j -0.000588746+0.000185391j -0.004998+0.0103589j 0.000299192+0.00441574j 0.000642545+0.00817627j 0.0023045+0.022912j -0.00244115+0.0175888j -0.00955181-0.0191937j -0.00607223+0.0231999j -0.00308699+0.0139014j 0.000286725-0.00631138j -0.00534409-0.00266114j 0.00447207+0.00529698j -0.00827402-0.0120869j -0.0115948+0.0140508j -0.00577159-0.000566121j 0.00815916+0.00092319j -0.0214806-0.0151618j 0.0070629-0.0165403j 0.00454306-0.00681966j 0.0108224+0.00808803j 0.00653677+0.00560032j 0.00245841-0.0128309j 0.00124999-0.00323758j 0.000307087-0.00186395j -0.00123283-0.0150571j 0.00219914-0.00502722j -0.00229827-0.00068099j -0.00298546-0.00950411j 0.00148693-0.00944767j 0.00429818+0.00097j 8.69799e-05-0.000580594j -0.000209165-0.000375546j 0.00177258-0.00577703j -0.00248404-0.00640345j -0.00100154-0.00314842j -0.000805434+0.000272519j -0.000768167+0.00325266j -0.00237277-0.00429647j -0.00456504-0.00310799j 0.00242853+0.00103196j 0.0123949+0.00056764j 0.0076128-0.000637556j 0.00741879+0.00354086j 0.00954024+0.00173484j -0.00167351+0.00138009j -0.000167163-0.000850213j 0.00500649-0.00240421j 0.00142946-0.000422411j 0.001649-0.00177233j -0.00276493-0.00168924j 0.00231959+0.00131082j -0.00978346+0.00104576j 0.00173052+0.00013111j 
-0.0184091-0.0805685j -2.43019e-05+0.0383713j -0.0306445-0.0156328j 0.0180323-0.00567639j -0.00578232+0.0143947j 0.0109843-0.0219539j -0.00428021-0.0117031j -0.0479175+0.0228768j -0.000373162+0.0130562j 0.064618-0.0562962j 0.00804968-0.0377457j 0.00578543+0.00387751j -0.0124775+0.0161307j -0.00719061-0.0119612j -0.0107583+0.0394145j -0.021615+0.00033004j 0.0248396-0.0223294j 0.00697591-0.01832j 0.0181791-0.0014584j -0.0071682+0.0119367j -0.0117561+0.0352394j -0.00953734-0.014031j -0.00632596-0.00125198j 0.00628473-0.0128428j 0.0170261+0.00256705j 0.0171086+0.00152246j 0.00653305+0.00323018j -0.00194253+0.00410402j 0.00047693-0.00333793j 0.0134874-0.033719j 0.0417864+0.0356002j 0.0096208+0.0476011j 0.0418549+0.0375564j -0.00207778+0.0511236j -0.0268082+0.0331765j -0.0141731+0.00878375j 0.00283698+0.0229432j 0.000517342+0.012167j 0.0060409-0.00088808j -0.0177829-0.00486123j 0.0041221+0.0156573j 0.000109199-0.0136327j 0.0151074-0.00395522j 0.0110196-0.00137067j -0.0016504+0.00761235j -0.0060419+0.00789605j 0.0153297-0.0194343j 0.00874421-0.013753j 0.00551989+0.00186474j 0.00620278+0.00565937j -0.00161816+0.0257709j -0.00642804-0.00713666j -0.0015205-0.00560871j 0.0195091+0.0442767j 0.0141537+0.0270114j 0.00756857-0.00373621j -0.0710638+0.0191923j -0.0591799+0.0686501j -0.0324706-0.0225192j -0.0531295+0.006804j 0.00845731-0.00663914j 0.00141081+0.00345522j -0.0162138-0.00639932j -0.0146165+0.00295982j -0.00921739+0.00568251j 0.00527419+0.0147891j 0.00774576-0.0368787j 0.0703395-0.0103915j -0.0196377+0.00707549j 
0.0484437-0.0655436j -0.0337863+0.0157351j 0.0225173-0.00367968j -0.00541386-0.00751949j -0.025974-0.00136825j 0.0126807-0.00278612j 0.0182887+0.00141112j -0.0185697-0.0223366j -0.00681143+0.00261315j 0.053133+0.0194546j 0.0156541+0.00838035j -0.0323787+0.020539j 0.00940758-0.0072452j 0.0144501-0.0157735j -0.00824158-0.00577401j 0.00732162-0.0130124j 0.0125716+0.0192396j 0.00732863-0.000260704j 0.00742799+0.027214j -0.00432259+0.00118894j -0.00526445+0.00471028j 0.00498153-0.0114167j 0.00990394-0.000643261j 0.00437446+0.00271044j 0.0119266+0.0239162j -0.0122277+0.0114777j -0.00818828-0.00447449j 0.00424531+0.000856484j 0.00101435+0.0354715j 0.0262638-0.00298134j -0.0324793+0.0456923j -0.023495+0.0118392j -0.051626+0.0433578j -0.027173+0.0159459j -0.0246391-0.00425501j 0.0169694-0.0335031j -0.0296178+0.0127922j -0.0196581+5.11169e-05j -0.00208058+0.00885888j 0.0107335-0.0300194j -0.00998928+0.0077062j 0.00480205+0.000380037j -0.00731954+0.032452j -0.0111347+0.0239072j -0.0119124-0.00873104j -0.010781-0.00563868j 0.0257466+0.010661j 0.0222346+0.00651007j -0.000243566-0.0127464j -0.00245852+0.0050594j -0.012676-0.00127797j 0.0123955-0.00262985j 0.0226958-0.00452346j -0.00870192+0.00934701j -0.0027897+0.0198536j 0.026724-0.0275017j 0.0199231-0.0741264j -0.0643632-0.0332663j 0.0469654-0.0410142j 0.0240407-0.0382007j -0.01152-0.00053962j -0.00355219+0.00111604j 0.0151686-0.0138284j 0.000986795-0.0184855j 0.00037951-0.0125029j 0.0150848-0.00171361j 0.0841142-0.00920717j -0.0309367+0.038597j -0.0376229-0.00370817j 
-0.0311343-0.0251256j 0.00899139+0.0209833j 0.0346001-0.00557575j -0.00313385-0.00573179j -0.0159042+0.0107573j -0.0048178-0.0276756j 0.00749637-0.0156199j 0.0448127+0.0221443j 0.00917682-0.0296279j -0.0860629-0.0109353j 0.00914292-0.0226666j -0.0133676-0.000531678j 9.53874e-05-0.00714831j -0.00510576-0.00895827j -0.00650532-0.0056501j -0.00274889+0.00755668j 0.0157976-0.0224035j 0.00177582+0.00978362j 0.00739243-0.0104266j 0.00154657+0.00934285j -0.000673449+0.0204422j -0.00323046-0.0125786j -0.00951595-0.0299841j 0.00338411-0.000439157j 0.00782011-0.0243131j 0.0155161+0.0182217j -0.00528831+0.00894843j 0.00103295-0.0116044j 0.0123476+0.0018829j -0.0156302-0.0149962j -0.00157824+0.0143643j 0.00439414+0.0530521j -0.0190752+0.034148j 0.0176869+0.0421152j 0.00123711+0.0269426j -0.0100264+0.000945248j 0.00173179+0.0269875j 0.017566+0.01172j 0.00922264+0.00426746j -0.00806544-0.00374487j -0.00971319-0.0275919j 0.00652506+0.0257056j -0.0183335-0.000417694j -0.0152721+0.00483913j -0.00451484+0.011739j -0.00442297+0.0034649j 0.0148451-0.00141464j 0.0131514-0.00553787j 0.0192774+0.00958479j 0.00563065+0.00140032j 0.00623636-0.00297968j -0.0255886-0.00205343j -0.00970639-0.00730538j 0.03623-0.0375833j 0.0120871-0.0330403j 0.0461439-0.00165606j -0.027348-0.0353466j -0.00410093+0.0186189j -0.00688413-0.0296782j -0.00241793-0.00259734j 0.0109979-0.00698836j 0.00351616-0.00145389j -0.00963385+0.000885882j 0.00723026+0.0073727j 0.00544726+0.00198522j 0.0212088-0.00884483j 0.00772205-0.00784854j 0.00134595+0.0103885j -0.0116244-0.00286752j 
0.0577562+0.0744098j -0.0184872-0.0331572j 0.0263419-0.00939488j -0.0190544-0.00944138j -0.0105138+0.00805735j -0.010003-0.0042056j 0.0200245-0.0170195j 0.0102088-0.0286491j -0.0139032+0.00565217j 0.017019+0.0811841j 0.0197678+0.000812205j -0.00487219-0.00143401j 0.00191209+0.00162447j -0.0109097-0.00158607j 0.0100461-0.00367516j -0.00389871+0.00451885j 0.00591861-0.00161302j 0.00304794+0.00904667j -0.00590765+0.00245996j -0.0048683-0.00601475j 0.0100894-0.00116079j -0.0109187-0.00289811j 0.0139612-0.00471525j -0.00847966+0.0038299j 0.0134905-0.00263395j 0.0165065-0.0157087j -0.0166789-0.000209504j 0.00768415+0.0120552j 0.0187398-0.0109406j 0.00788718+0.00815859j 0.0168696-0.0120166j -0.0122109+0.00962531j -0.00701369+0.0100268j -0.0189768+0.00616606j 0.00802905-0.00294023j 0.00487956+0.0122837j 0.00499544+0.00539186j -0.000765689-0.0288314j 0.00733526-0.00139536j -0.000820358-0.0125785j -0.00868308+0.0182196j 0.00711662+0.0197224j -0.00162135-0.0233655j 0.00322694-0.0181656j 0.0107167+0.0303646j 0.000223959-0.0112692j 0.000379266+0.00803994j -0.00213552-0.000548496j -0.00156938-0.0515069j -0.0060801-0.0184506j -0.0101665-0.04203j -0.0111602-0.0564007j -0.00863681+0.0321862j -0.00985916+0.0160851j -0.00743747-0.0206431j 0.0089363-0.0434539j -0.0232583+0.0411205j -0.00143724-0.0082795j 0.00595932+0.00727044j -0.00445846+0.00397756j -0.00868692+0.00382545j -0.00262394-0.00769078j 0.00488283+0.00359395j 0.0018318+0.00168435j 0.00631557-0.0167573j -0.0113778+0.00164124j -0.00122678-0.00287756j 0.0182803-0.0107155j 0.000895625+0.00388421j 
0.0379855-0.301205j 0.00682452+0.0743767j 0.0185176+0.00187105j 0.000456764-0.00284071j -0.00454468+0.00571115j 0.0132301-0.0433231j -0.00139524-0.0318845j 0.0253119+0.0316628j -0.024751+0.0227087j -0.01211-0.125114j -0.00637979-0.0249582j -0.0111921+0.0086504j -0.00670281+0.0179854j -0.0108929+0.0132335j -0.0146782+0.0171135j 0.0101103+0.0105426j -0.0168118-0.0160365j 0.00214215-0.0109201j -0.00642427+0.00519747j 0.00985625+0.0178124j 0.0105547-0.00456278j -0.0120867+0.00855884j -0.0153015+0.00293777j -0.00141042-0.00542613j -0.004442-0.0097397j -0.00645623-0.0127581j 0.00619802+0.0278149j -0.000804976-0.0105767j 0.00189628-0.00178667j 0.00732624-0.0283132j 0.00043437-0.0100714j 0.0103035-0.00520456j -0.00799714-0.0161075j -0.0119265+0.0338028j 0.0131052+0.00940373j 0.00918264-0.000237966j 0.00185084+0.00837101j 0.00383216-0.0116151j -0.00212152+0.00337341j 0.00197774+0.000246364j -0.000741166+0.00154177j 0.00230728+0.00649591j -0.00461836-0.0122338j -0.00547473-9.58028e-05j 0.00433662+0.0041459j 0.00481198-0.00307691j -0.008638-0.00364462j -0.00779922-0.000131356j -0.00320694-0.0122977j -0.00377826-0.00584756j -0.00139215-0.0192747j -0.0046143-0.00784889j -0.00384949+0.0182676j -0.0121335-0.00761444j -0.0182436-0.00527169j 0.00101883-0.00863789j 0.0154061+0.0145616j 0.0195469+0.0112502j 0.00810308+0.011833j 0.0114722+0.00404198j -0.00458159+0.00704079j -0.00228437-0.000471878j 0.00849281-0.000781997j 0.00972677+0.00286366j 0.00524573-0.00178335j -0.00989438-0.00306822j -0.00689626-0.000642382j -0.0106226-0.00921059j 0.00875482+0.0042082j 
-0.0481937-0.206804j 0.0235207+0.0662639j -0.0289428-0.0365383j -0.00103826+0.027528j 0.0324408+0.0131714j -0.0252058+0.0362861j -0.0284199-0.0311682j 0.0233235-0.0265725j -0.0164289+0.00790008j -0.0399341-0.00932712j -0.0174873-0.0314208j 0.00782785+0.0286751j 0.00355996-0.0126319j 0.0056163-0.00475031j 0.013653-0.010574j -0.000256168-0.00664905j -0.00278841-0.00230311j -0.00987275-0.0044392j 0.00309447+0.00710168j 0.00455938+0.00221333j 0.0128128-0.00937388j -0.000139586+0.00669438j 0.010009-0.0090608j -0.00847317+0.00709052j 0.00520426-0.0126999j 0.00211244-0.00410263j -0.00842298+0.000864774j -0.00940986-0.0107154j 0.00081927-0.017811j -0.0205622-0.00196252j -0.00293416+0.0193238j 0.000901211+0.0120446j -0.0198458+0.0385128j 0.0142026+0.008864j 0.00901012+0.00428349j -0.0138997-0.012076j 0.00877088-0.00160556j -0.00482749-0.0012193j -0.00048343-0.0054401j 0.00129083-0.0291213j 0.00290182+0.0488772j -0.00390129-0.0223228j 0.00601753+0.00349233j 0.00736753-0.0037571j 0.00799218+0.00302818j -0.00341209-0.00573971j 0.00260638-0.00130312j 0.0022699-0.00117924j -0.0098545-0.0387955j -0.00132608+0.00169007j -0.00694272-0.0050041j 0.0042588-0.0410293j 0.00669215+0.00762129j -0.00900463+0.0686039j 0.00181907+0.029191j -0.00430102-0.03381j -0.00967949+6.76236e-05j 0.0144579+0.00333052j 0.000906692-0.021962j 0.0058321-0.0100266j 0.00709996+0.000570538j -0.000470537-0.00538791j -0.00461242-0.00517938j 0.00256736-0.000495973j 0.00758357-0.0124163j -0.00319361+0.00788668j -0.00222947-0.00814724j -0.012105+0.00816346j 0.00386821-0.00156188j 
-0.0166393-0.23048j 0.000171122+0.036607j -0.00767182-0.0267005j -0.00919797+0.0157412j -0.0092129-0.0210138j 0.00379781+0.00185811j 0.00212689-0.00641632j 0.00546002-0.0749217j 0.00567938-0.00853731j -0.0120246+0.0358634j -0.00368233-0.010859j 0.00506198+0.0229699j 0.00638517+0.000258059j 0.00249683+0.0085798j 0.0154636-0.00228399j -0.0128086-0.0161356j 0.00520393+0.00612567j -0.00707725+0.00984065j -0.0121214+0.0151429j -0.0142318+0.0216415j -0.0135693-0.0193214j 0.0117778+0.00388208j 0.0196777+0.0170075j -0.00435652-0.0016896j -0.00269316+0.0185371j 0.000332011-0.014699j -0.00909638+0.0390067j 0.016328+0.0028274j 0.000600113-0.0012719j -0.0105874-0.0179937j -0.00714698-0.00763406j 0.00128517-0.00558364j 0.0175883+0.034441j 0.0133908+0.0344437j 0.00653399-0.00484739j 0.00419914-0.0106113j 0.00495476+0.00495428j -0.0022905-0.0200831j 0.00115202+0.0199403j 0.0027766-0.000447818j 0.00181778+0.00166801j -0.00326941-0.0136644j 0.00145456-0.00239706j 0.00156388+0.00751988j 0.00725982-0.0421893j 0.000287698+0.00847602j -0.00445358-0.0110214j -0.00321614-0.00397691j -0.00653568+0.0246063j -0.00236813-0.00557605j 0.00187853-0.0140881j 0.000948925+0.0239266j -0.00178924+0.00657644j 0.00321798-0.0327267j 0.00606149+0.0110413j 0.00472327+0.0037801j 0.0197708-0.00477138j 0.017499-0.0105386j -0.000972814+0.00742224j 0.0020383-0.00816863j -0.00513584+0.00850116j -0.000723044+0.000475686j -0.000933669-0.00440252j 0.00254697+0.00136443j 0.00512862+0.000615509j 0.00612676-0.00390857j -0.0185159-0.000323255j -0.00192186-0.00328415j 0.00737855+0.00424215j 
0.00395892+0.143446j 0.00251292-0.022572j -0.0207027+0.0025041j -0.00446589-0.0118961j -0.00488704+0.0136583j 0.0205926+0.00404847j 0.00724983-0.000700154j -0.00572015+0.00618976j -0.0225396+0.00725696j 0.00456315+0.0202371j -0.00772581+0.00563589j 0.00335197-0.00246001j -0.00108798-0.00097657j 0.000775135-0.00427799j 0.00263638+0.00339811j -0.00654667-0.00466419j 0.00248928-0.0010876j -0.00226895+0.00839576j -0.0020116-0.0166844j -0.000551347+0.00413467j -0.000937092+0.0045313j 0.000750706-0.00771359j 0.00581514+0.0105034j -0.00173337-0.0099587j -0.00110895+0.00484514j 0.00308105+0.0160125j -0.00107414+0.0105674j 0.00014334-0.00319806j 0.00154056-0.00332673j -0.00527603-0.00347342j 0.00587882-0.00070153j 0.00971702-0.0143795j 0.0111209-0.00780602j 0.00728673-0.0141761j -0.00623764+0.00638317j -0.00521504+0.00675793j 0.00100835-0.000828488j 0.00353625+0.0120536j -0.00218165-0.000658749j -0.00262657+0.005973j -0.00262128-0.0130622j 0.00845513+0.00974382j -0.00219547+0.00264628j -0.00211176+0.00377994j 0.0309413+0.0103587j -0.00798616-0.00191685j 0.0104146+0.00500603j 0.00432757+0.00058158j -0.0170113+0.00494213j 0.00178837-0.000605818j 0.00122428+0.0072458j -0.0151997-0.00239368j -0.000721434-0.00944878j 0.018475-0.00138557j 0.00291043+0.000105868j 0.00229755+0.0123859j -0.013181-0.0156286j -0.00272311+0.00763171j -0.014048-0.0122066j -0.0054811+0.00683679j 0.00863503-0.0116116j -0.00604362-0.0193891j -0.0121885-0.00546969j -0.00738884+0.0201896j 0.00453246-0.0125426j 0.0052806-0.00066028j -0.00429639+0.0061009j -0.000943884+0.00715523j -4.16276e-05-0.00744143j 
-0.0231113+0.218408j -0.00583424-0.0383451j 0.00674215-0.0144366j -0.0101012-0.0181125j -0.0201958+0.0111398j 0.0102681+0.0157962j 0.000104914+0.00338272j 0.00194372+0.0156173j -0.0187457-0.0118581j -0.00358544+0.0197061j 0.00917434-0.00359359j -0.00389212-0.0182914j -0.000679872+0.00304657j -0.00314381+0.00262568j -0.00931015-0.00383712j 0.000889651-0.00144226j -0.00214337+0.000190429j 0.00623241+0.00921444j 0.00295505-0.00967187j -0.000903322+0.0189477j 0.000556423+0.00989375j -0.00571757-0.00222041j -0.00198361-0.00741253j -0.00218399-0.000690648j 0.00490099+0.00600142j -0.000174266+0.0107951j -0.0027681+0.0174557j -0.00495878-0.00102754j 0.00810286-0.00407582j 0.00794057+0.00652972j 0.000434397-0.0056597j -0.00310118-0.00128286j -0.00808598-0.0203833j -0.00608048-0.0169588j -0.00446797+0.000875804j -0.000409829+0.00952136j 0.00080867+0.00450889j -0.00410947-0.0318143j 0.00753637+0.0165772j -0.00254863-0.0222507j -0.00105897+0.0335594j -0.00293308-0.0229927j -0.00587906-0.0107229j -0.00530014-0.0138355j -0.0243038-0.0394752j 0.00702013+0.00554007j -0.00576489-0.00876853j -0.00138151-0.00341646j 0.0219131-0.00261703j 0.000689635-0.00906871j -0.00400642-0.0283525j 0.00607491-0.0237046j 0.000609439+0.00107562j -0.012398+0.0203863j -0.00361833+0.00664996j 0.00838883-0.0239007j -0.0118557+0.00939528j -0.0107144-0.00548112j 0.00363748-0.000761913j -0.000488455+0.00237413j -0.00086769-0.00159251j 0.00552396+0.0155305j 0.00266451+0.0110998j 0.00432174-0.0158865j -0.0034713+0.00812357j -0.00357405+0.00273873j 0.0118191+0.000323779j 0.00231471+0.000544809j -0.00507425-0.00120773j 
