0.000946919-0.00289082j 0.00585887-0.00570771j 0.00337965-0.003897j 0.00300697-0.00247406j 0.00112456-0.00119683j -0.00022691-0.00351633j 0.00351319-0.00215815j 0.000961168-0.0024863j 0.000794324-0.00147694j -0.00526304-0.000713596j 0.000119866-0.000388881j -0.000517807-0.00127597j 0.000396459+0.00258334j 0.000973318+0.000420624j 0.00515012-6.40824e-05j 0.00213726+0.000368125j -0.000452725-0.000168739j 0.00134173+0.000151192j -0.00475626+0.000712234j -0.00309479+0.00025428j 0.00813292+0.000681185j 0.00355867-0.000816257j -0.00154451+0.00193656j 0.000496561+0.000956114j -0.000901656-6.2795e-05j 0.00211647-0.00176621j -0.00229068+0.000873364j 0.00324108+0.00130882j -0.00121529+0.00108082j 0.00127864+0.000183104j 0.000568044+0.000299621j -0.00219383-6.0067e-05j 0.00261046+0.00113456j -0.00472217+0.000217409j 0.00475094+0.00028579j 0.00135575+0.00102416j 0.000265147+0.000515801j -9.22029e-06+0.00100394j -0.00545969-0.00022462j 0.00453015+0.00168841j -0.00833862-0.000480107j 0.00627877-0.00383914j 0.00475975+0.0010417j -0.000136161-0.00260618j 0.000546827-0.00597658j 0.00864496-0.00841929j -0.0153974-1.9473e-05j -0.0263788-0.0112225j -0.00241685+0.0126971j 0.0510221-0.00110443j -0.00922125+0.00986634j 0.283036-0.00312656j 
-0.00914099+0.000962704j -0.00168961+0.00624404j 0.00891961-0.00525532j 0.00179376-0.00118949j -0.00896035+0.00168948j -0.00507453-0.00694425j 0.00148489-0.000282961j -0.00258087+0.0013286j -0.00229605+0.0116633j -0.00378747-0.00702877j -0.00861006+0.00633104j -0.00357964+0.00767378j 0.00712715+0.0128899j 0.0114351-0.00506516j 0.0081173-0.000971573j 0.00923703-0.00627959j -0.00390184-0.00869701j -0.00469133+0.00535161j -0.00714214-0.003083j 0.0084501-0.00203797j -0.0108996+0.00175828j -0.011471+0.00792039j -0.0164081-0.000903226j -0.035573-0.00324313j 0.00837486+0.00317468j 0.0180702+0.00711167j 0.00635826+0.000518035j 0.00321408-0.0226121j -0.015575+0.0116184j -0.00789499+0.0132779j 0.0484815+0.00702117j -0.0378614+0.017906j -0.00281122+0.00174466j -0.0149407+0.00865399j -0.0184182+0.0197451j -0.0219148+0.0109885j -0.0136129+0.00743811j 0.00968948+0.000789213j -0.0233663-0.0275375j -0.0647909-0.0184294j 0.052908-0.0133732j -0.0142632+0.0121624j -0.0968989+0.0172708j 0.0322772+0.000433053j 0.017499-0.015872j -0.0130234-0.0054438j 0.0185828-0.0114307j 0.049818+0.0231869j 0.0161622-0.0188471j 0.0207951-0.0227817j 0.0287116-0.0184115j 0.0342452+0.0243056j 
0.0139848+0.000629057j 0.0052358-0.0135774j 3.91613e-05-0.0091123j 0.0055647+0.00368314j 0.00542758+0.00708094j -0.0123351-0.00358905j 0.00386184-0.00366288j -0.0087519+0.00169716j 0.00578345-0.0191816j -0.0116308+0.000691301j 0.00776063+0.00397107j 0.00083579-0.00173163j 0.00575689+0.00546022j -0.00651456+0.00805638j -0.0171269-0.00806297j -0.0128944-0.0164758j 0.0147777+0.0167577j 0.00498093-0.00228689j 0.00178476+0.00647494j -0.00902647+0.00926807j 0.00658834+0.00867539j 0.0129512+0.00334035j 0.00225549+0.00792449j 0.00729101+0.00571826j 0.00152698+0.00189937j 0.0179293-0.0147587j -0.00644944+0.0133827j -0.00534645-0.00427864j -0.0140304-0.00253743j 0.00265221+0.00336642j -0.0232385-0.0158406j 0.0115931-0.0030186j -0.00613354-0.019882j -0.0362119-0.00473634j 0.0344473-0.00245472j 0.0454281+0.0271658j -0.0107865+0.0152333j 0.0170529-0.0116625j -0.0370681+0.00550943j -0.0183406-0.00200538j -0.017816-0.00232718j 0.0778361-0.0154576j -0.0254525+0.0149867j 0.0397094-0.0108932j 0.00137839-0.0564943j -0.00693125-0.015992j -0.015819+0.0136004j 0.0380375+0.0335835j 0.0302089+0.00892409j -0.0012616+0.00185869j -0.0359863+0.00644747j -0.0226738-0.0256309j 
-0.00231114-0.00563018j -0.00689109-0.00355533j -0.00803206+0.00200657j -0.00472525-0.00305344j -0.00120764+0.00152216j 0.00361614-0.00910786j -0.0144951+0.00390482j 0.00021855-0.00249187j -0.000146336+0.00175811j -0.0127134-0.00974687j 0.0143742+0.0100634j 0.00137353+0.00802173j 0.00290521+0.00969305j 0.00615451-0.0150766j 0.0341351+0.0144946j 0.0176505-0.0045442j -0.0099673+0.0109233j -0.00742782-0.00106463j 0.0121109-0.00294792j 0.0121546+0.00334187j 0.00409203-0.00763868j -0.000711793+0.000370117j 0.00172831+0.0119006j 0.0017601-0.00307j 0.0175722+0.0196394j 0.0043267-0.00739224j -0.0119777+0.000431268j -0.0172423-0.00748362j 0.0226169+0.00763872j -0.006526-0.00164983j 0.0197144+0.00699187j 0.00341877+0.0167929j -0.0234673+0.00383291j -0.00905872+0.0175929j -0.0269295+0.00179521j 0.0327478+0.0132945j 0.0470204+0.00907795j -0.0495396-0.0061289j -0.021779+0.0133577j 0.00390221+0.0345261j 0.0545037-0.0213696j 0.121993+0.00532995j 0.0583931-0.029081j 0.0114287+0.0084226j 0.000818994+0.0315853j 0.0331221-0.00981014j 0.0442889-0.0207709j -0.0241888-0.0174033j 0.00976027+0.00921269j -0.00731697-0.0155703j 0.0278484+0.0121202j -0.0118137+0.019624j 
0.00695556-0.00569682j -0.00507366-0.00115738j -0.000167248-0.00401436j -0.00301738+0.00273208j -0.00196093+0.00827616j 0.00518169-0.00531424j -0.00668615-0.00140975j -0.0046479+0.0139866j 0.00464809-0.00982994j -0.000759515+0.0109511j 0.00143938+0.0102909j 0.000449604+0.00834281j -0.012887-0.00225945j 0.00698347-0.0123579j -0.00287055-0.0123332j -0.00667024-0.0131398j -0.00147545-0.00732809j 0.00297649+0.0118927j -0.00306492+0.0110584j 0.00382467-0.0297842j -0.0109176-0.0129053j -0.031711+0.0181931j -0.00480976-0.0235918j -0.00164405-0.0336837j -0.000558516-0.0182052j -0.0339525-0.0237376j 0.00806786+0.0037492j -0.0372921+0.00977819j -0.023663-0.00325877j -0.00196757+0.028789j -0.00451869+0.00424578j 0.000479293-0.0411127j -0.022388+0.00967069j 0.00834549+0.0139844j -0.0154683+0.0309021j -0.000428859-0.00873088j 0.0199854-0.0147273j -0.0436338+0.0135006j 0.0417933-0.0115279j -0.0237692+0.0096996j 0.00223252-0.00701053j -0.00622879+0.00637494j 0.0293061+0.00380205j -0.000193026-0.00343154j 0.00808017-0.0349195j -0.0314934+0.0139224j 0.0360459+0.0324438j 0.0407727-0.0246184j -0.0445482-0.0188831j -0.0212225+0.00975804j 0.00575377+0.0118266j -0.0151624-0.00161584j 
-0.000741907-0.00274207j -0.00257577+0.00171968j 0.000785177-0.00496628j -0.00158091-0.00227362j 0.0054732-0.00238057j -0.00171794+0.00851737j 0.0108223-0.00634119j -0.0131352-0.00451096j 0.0034084+0.00557411j -0.00567172-0.00131311j -0.00520268-0.0124047j 0.00352547+0.00869861j 0.00270231+0.0019147j 0.0027695+0.00922029j 0.00636908-0.00522479j 0.00847983-0.00712545j -0.00558977-0.0403256j -0.00449668-0.000285559j -0.00186797-0.0123864j 0.0101083+0.0214127j -0.00671486+0.0166677j -0.0146085+0.0071744j 0.015009+0.00020077j 0.0170823-0.0103395j 0.00831106-0.0216207j -0.00228586+0.0169989j 0.00349161-0.000619474j -0.0200428-0.0339715j 0.02861+0.023619j -0.0140614-0.0253028j 0.0108191-0.0129265j 0.018212-0.0296714j 0.000673582-0.025658j 0.0246698+0.0111376j -0.0270706+0.0161628j 0.0354952-0.0106128j 0.00835801-0.0115582j -0.0187361+0.00121735j 0.00392556+0.0217618j -0.0264406-0.0152729j 0.0396827+0.0219119j 0.00122671+0.0139734j 0.021466+0.0463185j 0.00603745-0.0131988j -0.00165734-0.0306764j -0.067418+0.00346369j -0.0299648-0.0187114j -0.0125527+0.0135317j 0.0100534-0.00415423j 0.00358998-0.00329299j -0.00478941+0.00127694j -0.00237519-0.00518591j 
-0.0105803+0.00244246j 0.00278729+0.00729122j 0.00206003-0.00323867j 0.01193-0.00709703j 0.00939456+0.00144025j -0.011247+0.00408294j -0.00299657+0.0169126j 0.00857987-0.0154654j 0.00995772-0.00175537j -0.00570187+0.00633433j -0.00787104+0.0112427j 0.00435249+0.0016386j 0.00193838+0.00399767j 0.00176024+0.0148238j 0.0106337+0.0150969j 0.00777862-0.00955834j -0.0117317+0.0040797j -0.00665537-0.00355143j 0.00177256-0.0117481j 0.00999409-0.0156595j 0.00493783-0.0247924j 0.0336022+0.0124855j 0.00610583+0.00511248j 0.0368898+0.0172204j -0.00921103+0.00260832j 0.00289093-0.0110509j -0.029881-0.000819019j 0.0353406-0.032852j -0.018639-0.00107868j 0.00762652+0.0194438j -0.0149721+0.00565823j -0.00652357+0.000473132j 0.00179646+0.0137584j -0.00274378+0.0241253j -0.0151013+0.00679607j 0.0627961+0.0014625j -0.013141+0.0099678j -0.00944552+0.00270593j 0.0578251-0.0318657j -0.0109965-0.00823839j 0.0160581+0.00777934j -0.0233512+0.0341587j 0.05797-0.0117863j 0.0211579-0.0211158j -0.0226254+0.00511144j -0.0217988-0.0380452j 0.0399682-0.00440607j -0.0288407+0.0164282j 0.020734+0.0209508j 0.0398731+0.0122306j -0.0220545-0.0197734j 0.0221721-0.0103275j 
-0.0114793+0.00654469j 0.0071157+0.00750278j 0.00579019-0.0018579j 0.00443805+0.00211835j -0.018583+0.00636085j 0.00342738-0.012315j 0.0125636-0.00412319j -0.00284847+0.00139773j 0.00621523+0.00436723j 0.00537866+0.00595786j -0.0162955-0.0124754j 0.0235673-0.00855812j -0.0190121-0.0124152j 0.0130141-0.00167033j 0.0443434-0.0159621j 0.00340401-0.00208577j -0.0127215-0.00421357j -0.00790922+0.00998039j -0.0507601+0.00660821j 0.0148641-0.0194702j 0.0139091+0.0170309j -0.0256403+0.000796365j 0.0141492-0.00556328j -0.00139453-0.0110222j -0.0136946-0.0062118j 0.025072+0.00693375j -0.0170159+0.00354762j -0.0611148+0.00542111j 0.0360964-0.00488412j -0.0347132-0.000783213j 0.0213754-0.0156903j 0.0293122-0.00397216j 0.0560949-0.0184629j 0.0487768-0.000430278j -0.00555573-0.00357531j -0.0115058+0.037125j -0.0252143+0.0174418j 0.0285719-0.0167501j 0.0255623-0.00348386j -0.00342346+0.00828805j -0.00398012-0.010304j 0.0113428+0.00515454j 0.00478687-0.0304524j -0.00791922+0.00877555j 0.00579756+0.0183558j 0.0140489-0.0176719j 0.00907494+0.0218842j 0.0379328+0.0305142j 0.00964718+0.0141008j 0.035209+0.0145659j -0.014335-0.0270972j 0.0361776-0.00313479j 
0.00215315+0.00191718j 0.00245413-0.00320828j 0.000636398+0.00324004j 0.000558729+0.00328671j 0.00510199-0.00968051j 0.00714643+0.00179053j -0.00655604+0.00648264j 0.0147225+0.00857547j 0.00110775+0.0150847j 0.00373247+0.00803302j 0.00637032+0.00603708j 0.00248556-0.0189114j 0.00887591+0.0254731j -0.0215104+0.0289651j -0.00913651+0.0103997j -0.0143887-0.000138233j -0.000150873-0.0180912j -0.00154915-0.0117267j 0.0167801-0.00665237j 0.0136165+0.0192029j -0.0172499-0.0302657j 0.00488464+0.0245724j 0.0148596-0.00501233j 0.0184613+0.0324584j 0.00597136-0.00593669j 0.0241445+0.0116882j -0.0371905-0.00439951j -0.00741445-0.011359j 0.0363397-0.00872013j 0.00102002+0.0353463j 0.0439839+0.022758j 0.0439324+0.00509619j 0.0400647+0.00222821j 0.0143333+0.00797803j -0.0141201+0.00892496j -0.0170295+0.0165238j 0.00493036+0.0242304j 0.00468636-0.00522472j -0.0013867-0.0420634j 0.0733776-0.0270442j -0.0111323-0.0215059j 0.0274241-0.0354803j -0.000300721-0.0198332j 0.0116817-0.00272966j -0.0358691-0.0132368j 0.0441833+0.0241446j -0.0172472+0.0163424j 0.00255423-0.0182918j -0.0134164-0.00534985j -0.00924506+0.00205732j 0.00368318+0.00921395j -0.0115947+0.00171039j 
-0.00518914+0.00439832j 0.00796869+0.00104254j 0.000975463+0.00815109j 0.000292379+0.000698551j 0.00124328+0.00343222j -0.000844457-0.00291153j -0.00658827+0.00518914j 0.00395221+0.00717257j -0.00711658+0.00321732j 0.00697637-0.0191165j -0.00118781+0.0185267j -0.0100787+0.0183117j 0.00350526+0.0143396j 0.000247196-0.0168636j 0.00128837-0.0291597j 0.00776858-0.00342263j -0.00263662-0.00883202j -0.000428216-0.015025j -0.00611624+0.0185553j -0.00307974+0.0360144j -0.0115719-0.0321485j 0.024574+0.00440249j -0.00437915-0.00418739j 0.0182493+0.0127164j 0.019145+0.0061009j 0.040161-0.0014804j 0.00589054-0.029343j 0.0248602+0.0213075j -0.000723241-0.00988182j -0.0212276-0.00933776j 0.00594562+0.0275819j -0.00573079-0.0192375j -0.0383248-0.00733701j -0.00563374-0.0300064j -0.0278192+0.0132593j -0.0182698-0.0105265j 0.0289807-0.0141011j -0.0108169+0.026912j -0.00472059+0.0270047j 0.023379-0.00555123j 0.0411446+0.0196421j -0.00967375+0.0111005j 0.0243174+0.0096056j -0.0509433-0.00634885j 0.00963909+0.00227718j 0.0181338-0.0107099j 0.0278558+0.00147059j -0.00564793+0.0229884j 0.0292963-0.00370636j -0.013842-0.00351647j -0.0230059-0.0113568j 0.0123421-0.0102192j 
0.00332662-0.000892873j 0.00147997-0.000582697j 0.0071089-0.0126943j 0.00566829+0.00539863j 0.00476727-0.0141372j 0.00670485+0.0147278j 0.00666804+0.0043543j -0.000356229+0.00942576j 0.0182403+0.0159804j 0.00715626-0.007277j -0.0284945+0.00353026j 0.00879176-0.0089004j 0.0154686-0.0160186j -0.00184531+0.00513014j -0.0158168+0.00517278j -0.00183866+0.0284505j -0.00162585+0.0340558j 0.00410521-0.00706437j 0.0190399-0.0175675j 0.0174638-0.00662994j -0.0346645-0.0117573j -0.00129296-0.0291356j 0.000728486+0.0103596j -0.00586321+0.0265242j 0.0168566+0.00329341j 0.0202468-0.0207461j -0.00305596+0.0154437j -0.0226482-0.00709969j 0.0354613-0.00214685j -0.0144528-0.0171589j 0.0223883+0.00443845j 0.0012759-0.0199329j -0.0135009+0.000930252j 0.0351896+0.00185915j -0.0312808-0.0268043j -0.048747+0.00830721j -0.0296455+0.0169889j -0.0027819-0.0144604j 0.0502123+0.0125376j -0.0176054+0.0161456j 0.0299743+0.00268053j -0.0480041-0.0211079j -0.0278792-0.0237355j 0.0509477+0.00204852j -0.0367224-0.00892807j -0.000316344+0.0193791j -0.016217+0.00514012j 0.0043541+0.00100802j -0.00206297-0.0132098j -0.0185454-0.00617637j -0.015606+0.00374134j -0.00249787-0.0107407j 
0.00507556+0.00319213j 0.00507658-0.00302656j -0.0171797+0.010559j -0.00463873-0.00824861j -0.0123302-0.00411191j 0.014199-0.00635726j -0.00709306-0.00331041j -0.015009+0.000786985j 0.00818785+0.0160453j -0.0298828+0.00921152j -0.0157667+5.68097e-07j 0.00963651+0.0140519j 0.00114394+0.00500836j 0.0175593-0.0139387j 0.00078485-0.00961567j -0.0168703+0.00855384j 0.0086047-0.0321278j 0.027524+0.00365216j -0.0153926+0.013378j -0.0202459+0.000316329j 0.0134048-0.0180647j -0.00260424-0.0106448j 0.0147506+0.00997699j 0.0161194-0.0188133j -0.00504555+0.00660178j -0.0265039+0.0134563j 0.0113226-0.00080979j -0.0406863-0.0111258j -0.000263671+0.0375343j 0.00898463-0.00347324j -0.0267333+0.0342075j 0.00144572+0.0278732j 0.002759+0.00578186j -0.0203463+0.0233871j 0.017999-0.000529871j -0.0538374+0.00511561j -0.016855+0.0181586j -0.0477558+0.00960212j -0.00032885-0.0155013j -0.0118165+0.00951177j -0.0864253+0.0147285j 0.00411752+0.0258831j 0.0257866-0.00199729j 0.0287227-0.00092187j 0.0102591+0.00139219j -0.0142461-0.0365492j 0.0275175-0.0076473j -0.0339998-0.00606408j 0.0256628+0.00920705j -0.0331332-0.0084901j -0.02076+0.0100128j -0.0177016-0.0176105j 
0.00616531-0.000993127j 0.000228719-0.00576741j -0.00374022+0.00224134j -0.00287472-0.00259469j 0.00807379+0.000608769j -0.00457125-0.0158022j -0.0139214-0.00934057j 0.0064705+0.000885914j 0.00334602+0.027101j -0.0152889-0.000913685j -0.0106612+0.00147722j -0.0264912-0.0206985j 0.017828+0.0165575j -0.0189574-0.0226882j -0.0243364+0.00740354j -0.0316329-0.00372216j -0.0082464-0.0166348j 0.0046925+0.0193366j 0.00740535+0.0112592j 0.0152835-0.0143819j 0.000238859-0.00131854j 0.0235492+0.00775289j -0.0102518+0.00218798j 0.017742-0.0191773j 0.00301529-0.0122241j 0.0212542+0.0183326j -0.0312276-0.00782571j 0.0232229-0.0174768j -0.0212816+0.00596847j 0.00707332+0.0121301j 0.00151081-0.0161966j 0.0126816+0.0274086j -0.0212712-0.00280178j -0.0223515+0.0230266j 0.033472-0.0252085j 0.0088753+0.0067446j -0.00653068-0.000240317j 0.00430223-0.0316664j 0.0294439+0.0266064j -0.00300796+0.012344j -0.0199908-0.0131804j 0.00212808+0.00230599j 0.0245266+0.00595972j 0.00884571+0.0417018j 0.0273009-0.00344056j 0.0282234+0.0157736j -0.0312382+0.00795594j 0.0142856+0.00535816j -0.00366124-0.0118134j -0.0197141-0.00772981j 0.00377727+0.00700526j -0.0122601+0.001019j 
-0.00760421-0.00320721j -0.001858+0.00686094j -0.00585102+0.00876015j -0.00342985-0.0166376j 0.0100186-0.00430639j 0.000549786-0.0025519j -0.0143078+0.014792j 0.00238194-0.00240674j 0.00910065-0.0152071j 0.00177414+0.0120498j -0.00318794+0.00595823j -0.00215647+0.01694j 0.013401-0.0235083j -0.0168293+0.00545803j -0.00133431-0.0216848j -0.00695534+0.0153617j -0.0174594+0.00420222j -0.00519873-0.012587j 0.0324018+0.0227227j 0.018429-0.00460673j -0.0351766+0.0336042j 0.0123044-0.00621146j 0.0196995-0.00214496j 0.0422532-0.03908j 0.0165757-0.00124534j 0.0212409+0.0175619j -0.0526178+0.0031279j 0.00844295+0.0170099j 0.00815858+0.0214242j 0.00922516-0.022112j 0.0250204+0.00273805j 0.0689957-0.0101029j 0.00264183-0.0105582j 0.000606997-0.0119766j -0.000577789-0.000398585j 0.00587123+0.00227062j 0.0154382+0.00698463j 0.0179596+0.0134315j 0.0125435-0.0274324j 0.0185526+0.00229027j 0.0331465+0.00667063j 0.0302097-0.0097674j -0.0223908-0.00183759j 0.012996-0.0104545j -0.0138595+0.00655483j 0.0124563-0.00637426j 0.0252347-0.0023543j -0.0241812-0.0169762j 0.00780566-0.00606786j -0.00926846-0.0061676j 0.00823279+0.00365526j -0.00255317+0.00354884j 
0.00714647-0.00208008j -0.000712041-0.00218024j 0.00357693-0.0110994j 0.00579404+0.0035176j 0.00794863-0.00463802j -0.00273191+0.0126991j 0.0204337+0.00824795j 0.0157495-0.020573j -0.0143285-0.00670467j 0.0110496-0.0409588j 0.00343363+0.0182735j -0.0113166+0.00900593j -0.0123706-0.00927754j -0.0165049-0.0344578j -0.00280886+0.0232028j -0.00192701-0.00804928j -0.010024-0.0339367j -0.0180659+0.00349913j -0.00577685-0.00570497j 0.0147369+0.00563383j -0.00771556+0.0142474j -0.0132879-0.0158242j -0.0111063+0.0238621j 0.0116933-0.0112206j 0.012122+0.0242363j 0.00228034-0.0159819j -0.0385551+0.000244172j 0.00536842+0.00579906j 0.00202058-0.00457343j 0.0115435-0.012813j 0.0587473-0.00234255j 0.0127791+0.034031j 0.0443568+0.00495824j 0.0259842-0.0125102j -0.0142201+0.00954455j -0.0208949+0.0255773j 0.0164139-0.00126431j -0.0185131+0.00894151j 0.00172522+0.00813246j 0.0228923+0.00211387j -0.0385005-0.00156858j -0.0474525+0.0136537j 0.0192727+0.0203711j -0.0173553-0.00441905j 0.0308063-0.0173566j -0.0257648-0.00755564j -0.00469204+0.0183446j 0.0204521-0.000651087j -0.0208044+0.010845j 0.0245084+0.0191754j -0.00194707+0.00296468j -0.00568376-0.00386042j 
0.00824716-0.00124067j -0.000574539-0.00705175j 0.00410777-0.00249666j 4.72902e-05+0.00395126j 0.00200745-0.0058917j 0.00388427+0.00558751j -0.00339456-0.00390489j -0.00166288-0.00134957j -0.00444908-0.0168154j 0.0199357-0.00433332j 0.00336723-0.00655608j -0.0197803+0.00866468j 0.000977383+0.0122733j -0.011842+0.0199287j -0.0178701+0.00225198j 0.00556074-0.0103168j -0.00805894-0.0355914j -0.00753301-0.00613268j -0.00852793-0.014631j -0.00462401+0.00661549j 0.0138333+0.00924738j 0.0128181+0.0114746j -0.0267651-0.000735145j -0.0373764+0.00590069j -0.00633548-0.0176617j 0.059872-0.0126562j 0.00142768-0.00492624j 0.0116176-0.0110574j -0.00765703+0.0298508j -0.0285-0.0109179j 0.0175867-0.000619117j -0.0260661-0.0454788j -0.0236277-0.023478j -0.0370811+0.0119156j 0.0252339+0.0273382j -0.0532496+0.0306003j -0.00329377+0.0242603j 0.0265648+0.0121596j -0.0165384+0.0249996j 0.0211535+0.0441959j -0.0126697-0.00588825j 0.015332+0.0123945j -0.0107081-0.0274302j -0.0172685-0.0171847j -0.000552206+0.0211698j -0.00990535-0.0234821j 0.0152906-0.00294466j -0.000618731-0.0220182j -0.0123713+0.0168598j 0.00879253+0.00809216j 0.00801957+0.00900151j -0.0106561+0.00371118j 
0.0033675+0.000553748j 0.000667263-0.00523229j 0.00295648+0.00275357j -0.00652254+0.00560371j -0.0035109+0.000379112j 8.88138e-05+0.00430346j -0.00347275-0.0152181j -0.0161258-0.00724582j 0.00745544-0.01525j 6.92885e-05+0.00713184j -0.0119615-0.0155805j -0.00970965+0.0196284j 0.0136985+0.00105986j 0.00264669+0.00652479j 0.0241205+0.0122546j 0.00705553-0.00809279j -0.0151001+0.00244518j -0.0154516+0.00815153j -0.0241868-0.010384j 0.018307-0.0218521j 0.0165375-0.00853493j -0.0182265-0.0236088j -0.00381926+0.00437261j -0.000214428-0.0012098j 0.013446+0.0188026j 0.0484335-0.0146129j 0.00227169-0.00994585j -0.0255936+0.0170792j 0.00933983-0.00582268j -0.0355319+0.00256495j 0.00566252+0.00531447j 0.0154753+0.0439791j -0.0229917+0.031446j -0.0174842-0.0208582j 0.0196916+0.0038377j -0.0113665-0.0295179j 0.0087048-0.0145103j 0.0131972+0.019747j 0.0181238-0.0419971j 0.0128179-0.0484405j 0.00239504+0.00829813j 0.0441307-0.010093j 0.0154993+0.0432516j -0.00751577-0.004053j -0.0143532-0.0228557j -0.0108269+0.00674876j -0.0109231-0.0130312j 0.00153229+0.00599554j 0.00217485+0.000274673j 0.000393644-0.00379863j 0.00541906+0.00206605j -0.00211101+0.00472275j 
-0.00746415+0.0056897j 0.00436288+0.000486234j 0.00747276+0.000575055j 0.00210373+0.00467643j -0.00179784+0.00426609j -0.00992104-0.00558883j -0.00952457-0.00599235j -0.00239344-0.00439908j 0.0165743-0.00629816j 0.00351214+0.0337263j 0.00520346-0.0327752j 0.0128503-0.0012736j 0.0101858-0.0154309j 0.00164868+0.00554017j 0.0108455+0.00617342j 0.0286144-0.00565446j 0.00287232-0.0136527j -0.0111777+0.0167128j -0.00888055-0.0104413j -0.00170334-0.0358965j -0.008827-0.0243296j 0.0300823-0.00901994j -0.000826853-0.0209105j 0.00420129-0.0197239j 0.000440487-0.00987063j 0.023988-0.0300606j -0.024397-0.000307354j 0.0331996+0.0235884j -0.0149113-0.0260318j 0.0163324-0.00405783j 0.0401557-0.0034951j -0.00760769-0.0317078j 0.00955416-0.00323027j -0.0333172-0.00292425j -0.0387462-0.00219934j 0.0135164-0.0218359j 0.0311935-0.00660215j -0.0301102+0.00547027j -0.0341586+0.0155014j 0.0185205+0.00406716j 0.00712587+0.0270511j 0.0229775+0.00465293j -0.0161054-0.0143578j 0.0276099-0.00370603j -0.0146138-0.000822387j 0.0173434-0.00282865j -0.0212854-0.0118314j -0.0126027+0.0177347j 0.0179023+0.0103913j 0.015084-0.00459545j -0.00994741-0.00518295j 0.00510009-0.000587956j 
0.00449214-0.00515925j -0.00343453-0.00324814j -0.00342051-0.0101245j 0.0107365-0.00450581j -0.00973492+0.00334859j 0.014479-0.0290946j -0.0148325+0.00419372j 0.00529464+0.014694j 0.0146401+0.0301688j 0.0114967+0.0093492j 0.00548754-0.0152066j 0.00742745-0.0522466j -0.0184641+0.0167123j 0.00692233-0.000753473j 0.0149608+0.00939511j 0.00738174+0.0194616j -0.00786352+0.0232753j -0.00499503+0.00656648j -0.0211299-0.00601318j 0.0250851+0.00793988j -0.028455+0.0305862j -0.00395246-0.0278978j -0.0151403-0.00703178j 0.0145432+0.0295122j 0.00709914+0.00258966j -0.0125967+0.0181572j -0.00502682+0.0380716j -0.00352694+0.0227534j -0.0432207-0.00714257j -0.0153555+0.0157521j 0.00971379+0.00233824j -0.0176477+0.0117419j -0.035878+0.0138457j -0.0394919-0.00645253j -0.0463496+0.0145682j -0.0160626+0.00660341j 0.0366242+0.012733j -0.0603235+0.0215013j 0.0145853-0.0159563j -0.0151449+0.00117819j 0.0155594+0.0180495j 0.00860139+0.00278305j 0.0358187+0.0166586j -0.015983-0.0199712j 0.00931462-0.0107546j -0.033656-0.0236282j 0.0591479+0.00907489j -0.00837137-0.0102443j -0.0124854+0.00817269j 0.0119014+0.0146201j -0.00774132+0.00224096j -0.0057384-0.00642149j 
0.00549851+0.0018837j 0.00219293-0.00707886j -0.00115556-0.00596944j 0.00363165+0.00207958j -0.0036138-0.00522561j 0.0098763-0.00828628j 0.00211563-0.00590581j -0.00917545+0.00662162j 0.00846083-0.00668849j 0.00289545-0.0217552j 0.00939413+0.00574015j 0.00243152+0.00321475j -0.00738169+0.00109393j 0.00675491-0.0222356j -0.00120477-0.00914325j 0.0132701-0.00877532j 0.0103919-0.00686228j -0.00689515-0.0166945j -0.0213522+0.0208375j 0.00395304-0.0232651j -0.0147925+0.0153367j -0.0117467-0.0312906j 0.0127758-0.0112939j 0.00228412+0.0356458j 0.0103427-0.017797j 0.0384173+0.0215169j 0.0128207-0.0090995j -0.000440524+0.00604679j -0.000512847-0.00251246j -0.0178921+0.0253899j 0.0307777-0.00454422j -0.0223811-0.0190836j 0.0158106+0.0338006j -0.0203491+0.00430734j -0.0168717-0.00619042j 0.0144724-0.0235059j 0.00662702-0.0203268j -0.00341739-0.0120599j -0.0280217-0.0108327j -0.00671417+0.00515744j -0.00769293+0.0324667j 0.0414457+0.0137584j -0.00740246+0.00923281j 0.0228866-0.0111693j 0.00593334-0.00485257j -0.0103825-0.0147543j 0.0093528-0.00261506j -0.00366345-0.010057j 6.63491e-05+0.004673j -0.00302655-0.00157851j -0.00135873+0.00985462j -0.0132685-0.00293776j 
