-0.000548454+0.00788854j 0.00361647+0.0245311j 0.00248779+0.0261137j -0.00208354+0.00699777j 0.00356508+0.0141484j -0.00205931-0.02454j -0.00522746+0.00818801j 0.00369843+0.0293814j -0.00215281-0.0235349j 0.00604569-0.00951077j 0.00859208-0.0399008j -0.00351087-0.00295759j 0.00233502-0.00901919j -0.00914281-0.0343956j -0.00889659-0.0147091j 0.00424744-0.0143385j -0.00105149-0.0136131j 0.00171776-0.0181101j 3.28098e-06+0.0169789j -0.000731711-0.00521932j -0.00336941+0.0225874j 0.00407419+0.0182112j 0.00698013+0.0158907j 0.0103665+0.0359295j -0.00604772-0.0162065j -0.000575526-0.0232379j 0.00647924+0.0308828j -0.00157842+0.0042232j -0.00452269-0.0135539j 0.00217493+0.0139264j -0.00535573+0.0028761j -0.000575552-0.0185247j -0.00185779-0.00452404j -0.00037905-0.0232797j 0.00259661-0.00641237j 0.00432037+0.00245852j 0.0121443+0.0361837j -0.000893542-0.0178675j 0.00256885-0.00973794j -0.0052652-0.0144207j -0.00852588-0.0168818j -0.00606035-0.0015463j 0.000619423-0.00485729j -0.00738756+0.00195786j -0.00361262-0.00745809j 0.00836143+0.0144813j -0.0120551-0.0141295j 0.00170149+0.020341j 0.00699588+0.0091024j -0.0044555+0.00827213j -0.00931896-0.0143249j 0.00127918+0.0103643j 0.00493704+0.0291103j -0.00436943-0.0011469j -0.00154474-0.0108139j 0.00107567-0.00606233j 0.00466941+0.0114604j 0.00316559-0.0304497j -0.00231368-0.00783323j -0.00597212-0.00484652j 0.00853094-0.0391585j -0.00125618+0.0256985j -0.00050472-0.0207158j -0.00218304-0.0079186j -0.00224516+0.0109646j -0.0141252-0.0395446j -0.0126416+0.0128765j 0.0131189-0.00351879j -0.00579797+0.0457457j -0.00312054-0.0229232j -0.00165104+0.0976901j 0.0252649+0.00544919j 0.0168609-0.0354799j 0.00462367+0.123967j -0.0328017+0.0326033j -0.0284458-0.0576497j -0.0119551-0.147561j -0.11565-0.00739176j 0.0121584+0.340189j -0.0502781-0.19775j -0.0167504+0.12384j 0.0491654+0.11461j 0.04746-0.0658701j 0.0190347+0.0963151j 0.00304879+0.0227573j 0.0301291+0.0050474j -0.0157449-0.053064j 0.0102607-0.049326j -0.0158498-0.00126758j -0.00474184-0.0161125j 0.00211193-0.00157888j -0.00262359-0.433266j 
-0.00319313+7.39103e-07j 0.00264747-0.00731509j 0.00456643-0.00168709j -0.00165618-0.0114897j -0.0043394+0.00379734j 0.00331156-0.0121737j -0.00467053+0.0164564j -0.00750986-0.0279495j 0.00206071+0.0200022j 0.000101114+0.00875781j -0.0034727+0.0106559j 0.0174188+0.00288217j 0.00193211-0.0135552j -0.000343889+0.00969331j -0.00696847+0.041693j 0.00501861+0.0198521j -0.0291856-0.00366617j -0.00990393-0.0046772j 0.00886396-0.0252637j -0.000634409-0.0177958j 0.0214348+0.00911888j -0.0125443-0.0229286j -0.0285522-0.00557051j -0.0083816+0.040075j -0.0175838+0.00374784j 0.0222422+0.00851712j -0.0114845+0.0171505j -0.0317223-0.00123188j 0.0336383+0.0263193j 0.00594969-0.0396786j -0.00589796-0.00348287j -0.0189536+0.00277734j -0.0542898-0.0466206j 0.0241587-0.00322013j -0.000169023-0.0298758j 0.010388-0.00791684j -0.00955478-0.00350394j -0.0416413+0.0330843j 0.0373778+0.0291507j -5.49406e-05+0.0110091j -0.0647928-0.0257139j -0.0296103-0.00707736j -0.0125461+0.00817948j -0.0284263+0.0284174j -0.0041924-0.0116832j -0.000529562-0.0114434j 0.00965718-0.0204748j -0.0302505+0.0167101j -0.0167424+0.00142432j -0.0343609-0.0550243j 0.00878194+0.0214965j -0.0442646-0.0157191j -0.0117094-0.0743467j 0.0151858-0.0237466j -0.0111346+0.0337291j -0.0167785-0.00361766j -0.0293346-0.0137205j 0.00431082+0.0314316j 0.0202263-0.0437847j -0.0120524+0.00815064j 0.0385654+0.00945016j 0.00767986-0.0306796j 0.00373633+0.0124133j 0.0299696-0.0285331j -0.0215695-0.0342709j 0.037894-0.0213517j -0.0327742+0.0207047j 0.0354044-0.0451928j 0.0228877+0.0323087j -0.0130136-0.00402009j 0.0241015-0.0405632j -0.0171025-0.00683552j 0.00526639-0.012775j -0.00620409+0.0345645j 0.016038-0.00844968j 0.0155865+0.00254465j -0.0181037-0.00643319j 0.00103023+0.0181945j -0.0200359+0.0135245j 0.00304081+0.0467944j 0.0175724+0.011347j -0.00142876+0.0854765j -0.00152689+0.00684543j 0.00523121+0.0110719j -0.018736-0.0071708j -0.00196947+0.0181207j 0.00459279-0.00962155j -0.00030882+0.0428259j -0.000663804+0.018219j 0.00333142-0.0201439j 0.0013119+0.0108672j 0.00251969-0.00324674j 
0.00496317-0.00675821j -0.00199371+0.00177973j 0.00391841-0.000579719j -0.00089646-0.00510573j 0.00136193+0.00368644j -0.00487331+0.0106139j -0.00850807-5.29675e-05j -0.00114122-0.0180357j 0.00130566+0.00858491j 0.000113382-0.00706427j 0.00338571+0.012575j -0.000530907-0.035619j -0.00194712+0.00521998j -0.00450104+0.0343109j -0.00105904+0.0480226j 0.00284857+0.00406156j -0.022729+0.0279427j 0.0201599-0.00877357j 0.017286-0.0395106j -0.0106508-0.0331522j -0.00640033-0.0112599j -0.0172176-0.00131226j -0.00964926+0.0713955j -0.0166095+0.020544j -0.0218014-0.0384455j -0.0017536+0.0259151j 0.0251873+0.055011j -0.0549831-0.0493783j -0.030873+0.015735j 0.0275506-0.00923444j 0.0044493-0.056323j -0.0273485-0.063835j -0.0293512-0.0512787j 0.00358886+0.0371622j 0.00874839-0.0565112j -0.00668956-0.0950141j -0.0241277-0.00797404j -0.0196645+0.00704181j 0.0157943-0.024747j 0.0318338+0.0447187j -0.0522726+0.0491109j -0.0439106+0.0102082j -0.0516731-0.0805984j 0.0307566+0.0716121j -0.0100121-0.0309989j 0.0231568-0.0593479j -0.00138383+0.0095761j -0.000957808+0.049562j 0.0398321-0.00279954j 0.0223812-0.0336961j 0.0561688-0.0234996j -0.00145606+0.0105349j -0.00706775+0.000821175j 0.00772081+0.00599917j -0.0256077+0.00299708j 0.0129137-0.051279j -0.0149325+0.0111982j -0.0198526-0.0237475j 0.0194229+0.00148473j -0.0381134-0.0130149j -0.00627639-0.0621177j -0.0407112+0.00198083j -0.104708-0.0243495j -0.0193949-0.0241688j 0.0309284+0.0572441j 0.0105514-0.0589306j 0.108673+0.0116945j -5.81988e-05-0.00638728j 0.00199052-0.0252688j 0.00836427-0.057979j -0.0445738+0.0434675j 0.0428894+0.0180357j -0.0110253+0.0189969j -0.0240986-0.0277929j 0.018698+0.0434994j -0.000963054+0.0250851j 0.0182884-0.0445464j 0.0133706-0.021722j -0.00624326-0.029401j -0.0216842+0.034766j -0.00916507+0.000324292j 0.00275588-0.00630412j -0.0314369+0.0121328j 0.0141385+0.0340199j 0.0134812+0.00346779j -0.0265683-0.0291024j 0.00883814-0.0452094j 0.0128369+0.000370467j 0.00482745-0.00510637j -0.000576862-0.0293396j 0.00260089+0.00647812j -0.00559434+0.00646622j 
0.00113434+0.000174096j 0.00115153-0.00969567j 0.000158511-0.00167965j 0.00508229+0.00145563j 0.000255682-0.00299037j 0.00449241-0.00758204j 0.00675454+0.00401297j 0.00282597+0.00748221j -0.00299572+0.0272559j -0.00265866+0.0125746j -0.000261878+0.000275059j 0.0142561+0.0067598j -0.00595552-0.0225004j 0.000195915+0.0194295j 0.0001015-0.0129484j 0.00118411-0.0103095j 0.00512819-0.00189219j -0.0133881-0.008j 0.000420656-0.0302907j 0.0217036+0.00267931j 0.00380294+0.000720088j 0.0462385+0.00574507j -0.00631757-0.0126239j -0.0203413-0.0220268j -0.00755871-0.0457082j -0.01249-0.00227955j -0.0131461+0.0112176j 0.0389179-0.0274968j -0.00687102-0.0018343j 0.0329151+0.00172062j 0.0220931-0.0149047j -0.0224749-0.0399617j 0.0184922-0.0134282j 0.0447+0.00804036j -0.00097395+0.0190235j -0.00995197-0.00905193j 0.0182899+0.0147029j -0.0124621-0.0179464j 0.00694472-0.0218834j -0.0184229+0.0163855j 0.0334073-0.0260055j 0.0144254-5.59281e-05j 0.0182674-0.0512553j -0.00697775+0.0328069j 0.00907717-0.0564213j 0.0570943-0.0270258j -0.00534487-0.0190006j -0.0512076-0.0377576j 0.0137494+0.0250904j 0.0066207-0.00161007j -0.0452418+0.0472125j 0.00478317-0.0847848j 0.0137487+0.0116285j -0.0215235+0.055662j 0.0241773+0.0175651j 0.0577453+0.0333177j 0.0390579-0.0160989j 0.0115996-0.0368469j 0.053657-0.0114093j 0.0333596-0.0262017j -0.0537755-0.0353718j -0.0866109+0.0127856j -0.0262756-0.00127262j -0.0313545-0.0164896j 0.0407611-0.00110378j -0.0879572+0.0156634j 0.0542042+0.031727j -0.0761333-0.0169369j -0.0022283+0.0128679j 0.0300172+0.0249303j -0.042765-0.0360893j -0.00636238-0.00179916j -0.0273454+0.00918382j 0.0188945-0.0108424j -0.0171383+0.0172705j -0.0185931-0.0311116j 0.00107732-0.0152619j 0.00140631-0.0207621j 0.0330403-0.0205203j 0.00475277+0.0112537j -0.0373481+0.0367887j -0.00340915-0.00418461j -0.0347523-0.0202126j -0.0126722+0.0482802j 0.0250468+0.0171286j -0.00144978+0.0159278j -0.021901+0.0234448j 0.00477532+0.00434158j 0.00220152+0.011541j -0.00265571+0.0480242j -0.000332198+0.0112391j -0.00130169+0.0212913j 
-0.00254942+0.00160966j -0.00446301-0.00726586j -0.00415811+0.00636401j 0.00320209-0.00144844j -0.00479088+0.000627909j 0.00939625+0.00412988j -0.00941783+0.0194238j -0.00896687+0.0086932j -0.00613559-0.00688814j -0.00754105-0.00886453j 0.00989546-0.00931575j -0.000906577-0.00525638j -0.017707+0.00394503j 0.0116018-0.0124499j -0.0305406+0.0451857j 0.010682+0.0112683j 0.00604724+0.00588267j -0.00883695-0.000924678j 0.0245543-0.0427395j 0.0129734-0.0377109j -0.0276006-0.000895263j 0.0238688-0.02659j 0.00785578+0.00578648j -0.02533+0.0293826j 0.0452785-0.0165818j -0.0416413+0.00278019j -0.0363261+0.054094j -0.0153572+0.00787678j -0.0293521+0.0340132j -1.82787e-05-0.000782339j -0.0174303-0.00496232j -0.0236504+0.0249024j -0.0157645-0.0282005j 0.016004+0.0361552j -0.0349284-0.00360528j -0.00447313-0.0185386j 0.0240614+0.0142144j 0.0123386-0.016704j -0.0328726+0.0363121j 0.0207646-0.0457454j 0.0324009+0.0340814j -0.0246319+0.0119282j 0.00732612-0.0161692j -0.0172828-0.0221393j 0.0191998+0.00529075j -0.0524979+0.0499914j -0.0459975+0.0474553j 0.0171241+0.0245093j 0.0169491-0.0302864j -0.024693-0.0238168j -0.00602679-0.0440353j 0.0668904+0.0472069j -0.0480832-0.0182534j 0.0214287-0.0815056j 0.0139595-0.038684j -0.0268695-0.0266317j 0.0179547-0.0112327j 0.0419037-0.0600865j -0.0975206+0.0318456j -0.0180338+0.0182475j -0.0230801-0.028556j 0.0283677-0.0534404j -0.0908591-0.0389389j -0.0838578+0.0175752j 0.0110031+0.0268941j -0.0422114+0.0332022j -0.00501368+0.0256239j -0.055093-0.021601j 0.00736299+0.000600665j 0.0360279-0.0190167j -0.01749-0.0279026j 0.0413777+0.028454j -0.0121124-0.00245658j 0.00617374-0.0204746j 0.0130996-0.0265861j -0.0223046+0.0140729j 0.0499318-0.0437064j 0.0481034-0.0206592j 0.00417145+0.0490298j 0.0422584+0.0203204j 0.00592316-0.035746j 0.00585613-0.0208739j 0.00101496+0.00512007j -0.0129398-0.075404j 0.024392-0.0466511j -0.017625-0.00814947j 0.00148122+0.0197637j -0.00800694+0.0444655j 0.00597004-0.0030249j -0.000503198+0.0393757j 0.00751302-0.00862541j 0.00242056+0.00608979j 
-0.00094386-0.00258635j 0.00577076-0.00427293j 0.00499488+0.00395591j -0.00355552-0.00627138j 0.000764405-0.00123722j -0.00556502+0.0117071j -0.000703829-0.00346505j 0.00162481+0.0121701j -0.0104737+0.0183882j 0.00118351-0.0119362j 0.00271608-0.00667641j -0.00319933-0.0046323j -0.00750518+0.0383446j -0.00545377+0.0134935j -0.0116989-0.0528739j -0.0114065-0.0207481j 0.0112112-0.0540133j 0.00496281-0.0075441j -0.01879+0.101108j -0.00143702-0.00468521j -0.0202943-0.0433746j 0.0142015-0.00313925j 0.00692695-0.0646087j -0.0361999-0.0438603j 0.00695769+0.0213329j 0.00507722-0.0519929j -0.0055541-0.0665301j -0.0175021+0.0109329j -0.0408856-0.0662847j 0.0200503-0.0346887j 0.0118151+0.0382296j -0.0106482+0.0448037j 0.0354298+0.0875137j 0.0238174-0.0397975j -0.0142599+0.0395543j -0.0556099+0.00310195j 0.00158982-0.0431897j 0.0135221-0.0254456j 0.0154495+0.0343289j 0.0358154-0.00110629j -0.00964664-0.00553274j -0.021568-0.0465761j 0.00737995+0.078511j -0.0708017-0.0638287j 0.053119+0.0424349j -0.00168232-0.0235633j 0.00761376-0.0409486j -0.017053+0.00337326j 0.0227338-0.0103988j 0.0419077-0.012695j -0.0116618+0.0553148j 0.00426838+0.0246845j -0.00616478+0.00364238j 0.0581941-0.00216087j -0.00353121-0.00293752j -0.035787-0.042513j 0.0284963+0.079693j 0.059389+0.0564729j 0.0138109-0.0229955j 0.0409383-0.00362104j -0.0676137-0.0183643j 0.0477692+0.0408567j -0.0491627+0.032817j -0.031443+0.000540508j 0.0384418-0.0170249j -0.0351248+0.0241838j 0.0107071+0.0350262j -0.0979015+0.0339586j 0.0226627-0.0153475j -0.0025239+0.0163898j -0.000143207+0.0191091j -0.0340963+0.00138566j -0.00420061-0.0630643j 0.0301328+0.0134427j -0.0258782-0.0170104j -0.0154547+0.0391599j 0.014671+0.0405524j 0.00282136+0.0106308j -0.015371+0.00665799j -0.0112624-0.0171911j -0.0134882+0.0240259j 0.0246051+0.0162576j -0.00845875+0.0487743j -0.0207937+0.0360549j 0.0279417+0.00564524j 0.000870676-0.0180188j -0.0244382-0.00911032j -0.00102797+0.0124678j 0.0103924-0.015596j -0.00290964+0.0185182j -0.00459285+0.0221537j 0.00230771-0.00248795j 
-0.0010585+0.00722358j 0.00168287-0.0187015j -0.00945351-0.00890315j 0.00368049+0.0327727j 0.000627217+0.000916384j 0.0059073+0.0133921j 0.00789296+0.00165956j 0.0151862+0.0111592j -0.00358209-0.0073904j -0.0134379+0.0115086j 0.00470919+0.0124133j 0.0200948+0.00164536j -0.00288682-0.0144788j 0.00425122+0.0137937j -0.0148373-0.00615048j 0.00695627+0.00985448j -0.00390469+0.00673694j -0.00741883+0.000979065j 0.0235172+0.0146784j 0.0248336+0.00861724j 0.00210135-0.0088631j 0.0275672-0.0303302j -0.053913-0.00520262j -0.00549049-0.0200413j 0.0385758+0.0222896j -0.081577+0.0371705j -0.0231256-0.0256243j 0.047392+0.00697569j -0.0421977+0.00673234j 0.0390292+0.0344641j 0.0316578-0.01112j -0.0179523-0.0369956j -0.00295149-0.0441809j -0.00892569+0.00906361j 0.00225088-0.0299542j 0.0166492-0.00191049j -0.0149222-0.0226319j -0.0417195-0.0486932j -0.0387744-0.0175093j 0.0619934-0.0136728j 0.00945295-0.067874j -0.0464138+0.00522968j 0.118692-0.0030003j -0.084006-0.00624432j 0.0384838-0.000311308j -0.0124827+0.0021039j 0.0339348+0.0384568j -0.0763626+0.0167278j 0.0420657-0.00494123j 0.0337931-0.00621233j -0.0443927-0.0156052j 0.03668+0.0348314j -0.0874989+0.0474072j 0.0147105-0.0449712j 0.0506744-0.0829037j 0.0158473+0.0264161j 0.0424057+0.0230361j 0.021575-0.00127438j 0.023897+0.0695256j -0.00147299-0.000223532j -0.0649963+0.054986j 0.0020169-0.041598j -0.0267159-0.0332745j -0.0823239-0.00394633j -0.039319+0.00927213j -0.061084-0.0148559j 0.0645722-0.0149621j 0.00497756-0.000379678j -0.00905193+0.0253483j 0.0376481+0.00482771j -0.0174765+0.000229601j 0.0175719-0.0465066j -0.016949+0.0102518j 0.0145879+0.00333706j -0.0565267+0.00645206j -0.046705+0.0590557j 0.0206648-0.0395325j 0.02342-0.00147356j 0.0573251-0.031571j -0.0293698-0.0638782j -0.0295582-0.0270703j 0.0225781+0.0107386j -0.0302988-0.0599166j 0.00600901-0.0371536j 0.0292614-0.00412458j -0.00139911+0.0352354j -0.0233235+0.0211083j 0.00429196-0.047243j -0.00273409-0.0205744j -0.0125013+0.0240872j 0.00254579+0.0333493j -0.00759457-0.0097064j 
0.000253749+0.00531033j -0.000614257-0.00785793j 0.00319683-0.0238248j 0.00391713-0.00417524j -0.00112148-0.00826053j 0.00283294-0.00614148j 0.0106194-0.0179367j -0.00105362-0.0308016j 0.0140279-0.0105672j -0.00224813-0.0286153j -0.00287593+0.0178551j 0.0137958-0.0176086j 0.0150226-0.00501033j -0.000493205-0.000479559j 0.0463362+0.0195739j -0.0062207+0.0111021j -0.00833527-0.00325348j 0.0158795+0.00447022j -0.0205881+0.00971362j 0.0171538-0.00437397j 0.0028824-0.0151478j -0.0275994-0.0263664j -0.0141499+0.00668581j 0.0531085+0.00628794j -0.0177451+0.0528122j 0.0121607+0.0272595j 0.0240016-0.0238764j -0.018473+0.011396j -0.00503207+0.0158327j -0.0229021+0.0217498j 0.0343045-0.0150815j 0.0444992-0.00472392j 0.0243097-0.060715j -0.0219657-0.0212328j 0.0135223-0.0268248j 0.0305667+0.0748091j 0.0511479-0.0226793j 0.0298189-0.0080155j 0.0111909-0.0252713j -0.0567912-0.00422341j -0.010832-0.0660545j 0.0499625-0.0100147j 8.91408e-05+0.00368726j 0.00935095-0.00883924j -0.0161722-0.00557918j -0.0267758-0.00270051j -0.0664572+0.0488729j 0.0233118+0.00932193j -0.0284795+0.0297036j 0.009159-0.00862891j 0.0431087+0.020316j -0.0119945+0.0127787j -0.0286041+0.00942975j 0.0240251+0.000927947j -0.00819115-0.0391877j 0.0582166+0.0118957j -0.0329343-0.0222202j -0.0080141+0.0139801j 0.0620922+0.0537059j -0.0231814-0.0416641j -0.00262364+0.0362251j 0.0214648+0.0160366j 0.0178133-0.03989j -0.0219169+0.0235671j -0.0464806+0.0166911j 0.0342426+0.0270106j 0.0242794-0.0135846j 0.0870643-0.00410905j -0.021604-0.00547433j 0.00723982-0.00880963j 0.0349791+0.00186234j 0.0218872-0.030567j -0.00147918-0.0155556j -0.00278321-0.0394882j -0.0134058-0.00262989j -0.0102939+0.0264692j 0.0143315-0.00201159j -0.00277117-0.00606095j 0.0471751+0.0234094j -0.00876134-0.0153206j 0.0177167+0.0175182j -0.0107143+0.0189409j -0.0321555+0.00908057j 0.0214722-0.0164182j -0.0338675-0.00393487j 0.00305899-0.0333229j 0.00321563+0.0145924j 0.00398488-0.00351974j -0.0146559+0.026469j -0.00578805-0.0241351j 0.00284316+0.0145848j -0.00453515+0.0120086j 
0.00179285-0.0122838j -0.00436438+0.00525874j 0.000175188+0.00566323j -0.0125309-0.0234188j -0.0113686+0.0036257j 0.00648281-0.0145801j 0.0104494-0.00433822j -0.00916666-0.0096273j 0.00370786+0.024218j 0.0116136+0.0351514j 0.00686504-0.0188053j -0.00121097+0.0132918j 0.0302327-0.000242362j -0.0236145+0.0213655j 0.0292664-0.0086378j -0.00704019+0.00691j -0.011396+0.00273572j -0.0445085+0.00779907j -0.0410101+0.0151929j -0.00633922-0.00266515j 0.000551015+0.0173518j -0.0192038-0.0113947j -0.0581548-0.0270969j 0.0329176-0.0367353j -0.0147136-0.00812708j 0.00505017-0.0134175j -0.0133281-0.00172742j -0.0507644+0.00517178j 0.0294938+0.015863j -0.01114-0.0245936j 0.00865388-0.00806787j 0.0283772-0.0108821j 0.0222247+0.00764808j 0.0393322+0.0142719j -0.00530375+0.0189695j -0.0888106-0.0603729j 0.00634514-0.0086519j -0.0224333-0.0315369j 0.0449591+0.0240214j -0.0350644+0.00482035j -0.00415582-0.0221202j -0.013659+0.022069j 0.0196757+0.0186742j -0.0514205+0.0384523j -0.0199926-0.0430934j 0.0216795-0.00760629j 0.0272365+0.000388098j 0.00913381+0.0308374j -0.084276-0.00576623j -0.00791139+0.00803779j -0.0645695+0.0409279j -0.00216405+0.00720285j -0.105341+0.0242774j -0.00124983-0.0908739j 0.013994-0.0511651j -0.0553339+0.0217557j -0.0160215+0.0917465j 0.0129012-0.0231306j 0.128548+0.0319828j 0.0718403-0.0377578j -0.0415236-0.00207735j 0.0675892-0.0600088j 0.00651562+0.0170411j 0.0394044+0.0526801j 0.00964256+0.0128082j 0.0504919+1.10078e-06j 0.0934202+0.00799999j 0.0554911+0.0164862j 0.00857328+0.0097942j -0.0220903-0.0227977j 0.00121785+0.00994697j -0.0406307+0.00675353j -0.000827705-0.0211941j -0.0305165-0.0204192j -0.0384402-0.0211502j -0.00612082+0.0519006j -0.0158396-0.0347879j 0.0250677-0.021741j -0.0226283-0.00561198j -0.00707105+0.00979365j -0.0263069-0.0510729j 0.00395608-0.00503686j -0.0240754-0.027798j -0.0197717+0.0414572j -0.0358944-0.0176552j -0.00845957-0.00800633j -0.00786872+0.0108403j 0.0256449-0.0132628j 0.00386912-0.0120628j 0.00642668-0.0175684j 0.00471342-0.0190316j 0.00151975+0.0223048j 
0.00295594+0.0061532j -0.000416063-0.000200147j 0.00196472+0.00426563j -0.00411757-0.0103062j -0.00490654-0.000490887j -0.000368443+0.0151484j 0.00461532+0.012857j -0.00208965+0.00287168j 0.00368768-0.00358193j -0.00183284+0.0156923j -0.00606766-0.0163507j 0.00322225+0.0110724j 0.0178464+0.0086673j -0.0195371-0.0152544j 0.00462693-0.0191018j -0.0100598+0.0156417j -0.0107691-0.00207271j -0.0225419-0.0176812j -0.0102533+0.0121411j -0.0122306+0.0104044j 0.00373258-0.00713771j -0.0295637-0.0181788j -0.0261669-0.0288302j 0.0222954-0.0222073j -0.00162645+0.0063138j 0.00727728-0.0207276j -0.00426286-0.0269848j -0.0147333+0.0176617j 0.0218263+0.00349037j -0.0147405+0.0133865j -0.0194929-0.012903j 0.0254465+0.0121543j 0.00288327+0.00503285j -0.0284254-0.000238415j 0.0175252-0.00224448j 0.0160973-0.0238345j 0.00196761-0.00314823j 0.00808818-0.0175621j 0.0151688+0.00698319j -0.0389546+0.0122598j -0.0076695-0.045275j 0.0225764-0.00840471j 0.00397721+0.0631174j -0.000869508-0.0500566j -0.0324298-0.0130988j 0.0607078+0.0356952j 0.020657+0.00961698j 0.0381189+0.00575789j -0.0286323+0.0259028j -0.018345+0.00468127j 0.00945877+0.00578064j -0.0143693+0.0406147j 0.00162762-0.0300536j -0.050402-0.0369559j -0.0318356-0.0326293j -0.00974591+0.00385271j -0.0350136+0.0380316j -0.00513797+0.0285681j 0.0403767+0.0313409j 0.0576475+0.0524454j 0.0304386+0.0398103j -5.78306e-05-0.0119998j 8.48579e-05-0.0353836j 0.0349938+0.0561131j 0.00567056+0.00974942j 0.0610626-0.00810628j 0.0340618+0.00168892j 0.0137664-0.0287524j 0.0120769+0.0186528j -0.0276517-0.00557707j -0.00753471-0.00373628j -0.00711702-0.0100441j 0.0051694-0.0210592j -0.0220144+0.0269447j 0.0106477-0.005062j 0.0269626+0.0173501j -0.0276428+0.0249529j -0.00957517+0.00032327j -0.00671262+0.00572917j -0.0237428-0.0173531j 0.00735883-0.0266499j 0.00449556+0.0183158j 0.00581161-0.0173101j 0.00328809-0.0499108j -0.0148553-0.00105038j -0.000489089-0.0450425j 0.00321609-0.0415124j 0.0063576+0.014544j 0.00226143-0.00644099j 0.00245128-0.00604489j 0.000240418+0.0114761j -0.00328868-0.00864193j 
-0.00245581+0.00951055j 0.00100529+0.00436799j 0.00563265-0.000138509j 0.00494804+0.00464121j 0.00628803+0.0148918j -0.00617363-0.00360517j -0.0067181-0.0208272j 0.0107134+0.0172313j -0.0107917+0.0117658j -0.00443585+0.0093044j -0.00146566+0.00920222j 0.0140414+0.0125692j -0.017557-0.00123141j 0.0186318+0.00791017j -0.000265387-0.013885j -0.000883674+0.0178668j -0.00800191-0.0111884j 0.0249606-0.0241007j 0.0146895-0.0122405j 0.0390458+0.0173247j 0.0353587-0.0137832j 0.0288253-0.050418j 0.0246735-0.0504273j 0.0273917-0.00886844j 0.0336301-0.00999619j 0.00983655-0.00169023j 0.0315542-0.0290677j 0.0698076-0.0123149j 0.0486953+0.00221465j -0.0127198-0.00215496j 0.0363421-0.00961829j 0.0254426-0.00597033j -0.0368818+0.00289013j -0.0169489-0.00497996j -0.0201861-0.00574518j 0.0614216-0.0414696j -0.0263872-0.0010438j -0.0118428-0.00813969j -0.0445933+0.0482946j -0.0468859-0.0508497j 0.0452489-0.0304648j 0.029503+0.0193127j 0.0203315+0.019622j 0.0120612+0.0339776j 0.0348466+0.00401576j -0.0278971-0.00778726j -0.00399271+0.0173925j -0.0358351-0.00299702j -0.0348109-0.0394116j -0.00692294-0.0768446j -0.0492997+0.0215559j 0.0385426-0.01629j 0.0229805+0.0274619j -0.0304385-0.040345j 0.0500415-0.00791643j 0.0483265-0.0363393j 0.0740985+0.0209119j -0.0485099+0.0159809j -0.0461662-0.040045j -0.0172414+8.67923e-05j -0.00223945-0.0112872j -0.0494134+0.0068673j 0.0928839-0.041244j -0.0672144-0.0288308j -0.0281085+0.0106149j -0.0380324-0.0462028j -0.090516+0.0372396j -0.0587453-0.0133721j -0.0467848+0.00956581j 0.0350168-0.00325277j -0.0260394+0.0208872j -0.0102008+0.00973867j 0.0125396-0.0470983j 0.0091615+0.00720614j -0.0405424-0.0146279j 0.0329291+0.047612j -0.01058-0.00997719j -0.0475884-0.0338576j 0.0386119-0.00931957j 0.0283269+0.0382984j -0.00500508+0.0143975j -0.0415049+0.030157j 0.0395501-0.0161092j 0.00940055+0.00540376j 0.0297822+0.0182846j 0.0253008-0.0361992j -0.00890429-0.0308828j -0.00450153-0.00886179j 0.00316398-0.00349676j 0.00725047-0.0106884j -0.00169898+0.0022666j 0.00457257-0.0203276j 
