-0.000548454+0.00788854j 0.00361647+0.0245311j 0.00248779+0.0261137j -0.00208354+0.00699777j 0.00356508+0.0141484j -0.00205931-0.02454j -0.00522746+0.00818801j 0.00369843+0.0293814j -0.00215281-0.0235349j 0.00604569-0.00951077j 0.00859208-0.0399008j -0.00351087-0.00295759j 0.00233502-0.00901919j -0.00914281-0.0343956j -0.00889659-0.0147091j 0.00424744-0.0143385j -0.00105149-0.0136131j 0.00171776-0.0181101j 3.28098e-06+0.0169789j -0.000731711-0.00521932j -0.00336941+0.0225874j 0.00407419+0.0182112j 0.00698013+0.0158907j 0.0103665+0.0359295j -0.00604772-0.0162065j -0.000575526-0.0232379j 0.00647924+0.0308828j -0.00157842+0.0042232j -0.00452269-0.0135539j 0.00217493+0.0139264j -0.00535573+0.0028761j -0.000575552-0.0185247j -0.00185779-0.00452404j -0.00037905-0.0232797j 0.00259661-0.00641237j 0.00432037+0.00245852j 0.0121443+0.0361837j -0.000893542-0.0178675j 0.00256885-0.00973794j -0.0052652-0.0144207j -0.00852588-0.0168818j -0.00606035-0.0015463j 0.000619423-0.00485729j -0.00738756+0.00195786j -0.00361262-0.00745809j 0.00836143+0.0144813j -0.0120551-0.0141295j 0.00170149+0.020341j 0.00699588+0.0091024j -0.0044555+0.00827213j -0.00931896-0.0143249j 0.00127918+0.0103643j 0.00493704+0.0291103j -0.00436943-0.0011469j -0.00154474-0.0108139j 0.00107567-0.00606233j 0.00466941+0.0114604j 0.00316559-0.0304497j -0.00231368-0.00783323j -0.00597212-0.00484652j 0.00853094-0.0391585j -0.00125618+0.0256985j -0.00050472-0.0207158j -0.00218304-0.0079186j -0.00224516+0.0109646j -0.0141252-0.0395446j -0.0126416+0.0128765j 0.0131189-0.00351879j -0.00579797+0.0457457j -0.00312054-0.0229232j -0.00165104+0.0976901j 0.0252649+0.00544919j 0.0168609-0.0354799j 0.00462367+0.123967j -0.0328017+0.0326033j -0.0284458-0.0576497j -0.0119551-0.147561j -0.11565-0.00739176j 0.0121584+0.340189j -0.0502781-0.19775j -0.0167504+0.12384j 0.0491654+0.11461j 0.04746-0.0658701j 0.0190347+0.0963151j 0.00304879+0.0227573j 0.0301291+0.0050474j -0.0157449-0.053064j 0.0102607-0.049326j -0.0158498-0.00126758j -0.00474184-0.0161125j 0.00211193-0.00157888j -0.00262359-0.433266j 
-0.00375369-0.0289322j -0.0156358+0.0154374j 0.00384634-0.00998319j -0.00446461+0.0107204j -0.0132106-0.0233579j 0.00449358-0.0432591j 0.0133636+0.023159j 0.0244718+0.0306906j -0.0466959-0.0194576j -0.0121473-0.0395057j 0.0125346-0.00456168j -0.0414918-0.0304395j -0.0354431-0.0762219j 0.00553387-0.0328222j 0.00839487+0.0190618j 0.0380774+0.147784j 0.0278566-0.0620172j -0.0225422+0.0554933j 0.0243697-0.0429455j -0.0131088+0.191431j -0.0824588+0.186223j -0.108796-0.0860748j 0.0497103+0.0121761j -0.000745373+0.0487497j 0.0336958+0.0294445j -0.00935843+0.118517j 0.0239466-0.059381j -0.0467531+0.0832497j -0.0548248+0.0608555j 0.0845393+0.139241j -0.0422224+0.00733436j 0.0225909-0.0707944j 0.101725-0.0367994j 0.016775-0.0514147j 0.00971882+0.0366491j 0.0296562-0.142014j -0.0743421+0.0901364j -0.0746267+0.0950963j -0.0165842+0.0292247j 0.0513161-0.0585695j 0.0756755-0.0439372j 0.00281098-0.142039j -0.0987604+0.156884j -0.0246541+0.0203328j -0.00513029+0.0270604j 0.0418051-0.144242j -0.0649801-0.0372462j -0.00270063-0.00222336j -0.0239574+0.0239765j -0.0441247+0.0398697j -0.00139808+0.0187242j -0.0424153+0.00270922j -0.012455-0.028576j -0.0212561-0.0218861j 0.000886062-0.00542763j 0.00838227-0.029524j 0.0230514-0.0938231j 0.0176191-0.0199102j -0.0142534-0.00523654j 0.0191349-0.0579571j -0.0348857-0.00997843j -0.00811402-0.026256j 0.0117887+0.0785222j 0.00595018+0.080821j -0.0076369-0.0329918j 0.0283636-0.0569161j 0.00184702+0.0099915j 0.00396807-0.0313023j -0.000816335+0.0106009j 0.00861527+0.0114361j 0.0199606-0.0764947j -0.00298341+0.00607544j 0.00887517+0.0104978j 0.00905375+0.00306099j -0.00527455-0.00638881j -0.0145355-0.0192823j 0.00379285+0.00990475j 0.00100045+0.0387952j -0.00154545-0.0216082j 0.00752639+0.000907372j -0.012054-0.0132814j -0.01506+0.0625779j 0.000740408-0.0150148j -0.00581105-0.00322282j -0.00742557+0.0101589j -0.00242762+0.0440925j 0.000970832-0.000549197j 0.00608094+0.00860003j 0.00245636-0.00872311j 0.00672451-0.00294822j 0.0058734-0.00592644j 0.000240989+0.00635567j 
-0.00702697-0.00947228j 0.00729449+0.0184724j 0.013551+0.0043511j 0.00407895-0.0012315j 0.00282143-0.0942897j 0.0394444+0.0548214j -0.107343-0.0304934j 0.0374914-0.058833j -0.00972453-0.033045j 0.0143198-0.059081j -0.0336295+0.0132523j 0.0956319+0.0499049j 0.0272263-0.0727122j -0.0197083-0.00458849j -0.0831705+0.0935193j 0.140194+0.0184317j -0.186192-0.0273752j -0.0356541-0.0430421j 0.147423+0.0368656j -0.119188+0.00554077j 0.0977434-0.0035711j -0.0321838-0.0290404j -0.139829+0.0266825j -0.0164888+0.0327418j -0.148084+0.0174831j 0.00667479+0.0460036j 0.181366+0.0169208j 0.0659237-0.0747844j 0.0556211+0.0267476j -0.0327238+0.0699941j 0.080934-0.00203697j -0.0324296-0.0306052j -0.000659494-0.0268073j 0.123405+0.0602348j -0.186282-0.0802442j 0.0201081+0.0719255j -0.0288105+0.00662698j 0.0867112-0.0174114j -0.103449+0.0378798j -0.0163349+0.0135607j 0.0113857+0.0147645j 0.0585464-0.0343242j -0.00317046+0.0439655j 0.00151955+0.0132562j -0.0285165-0.0590292j 0.00578381+0.014087j 0.00524553-0.0284435j 0.0454366+0.00233597j -0.0044778-0.00461607j 0.0383454-0.047389j 0.029578+0.0303327j -0.00465025-0.0253002j 0.0252319-0.056134j 0.0190697-0.0405456j -0.0158343-0.00475322j -0.0385502-0.0172411j -0.00498271-0.0341689j 0.0231115-0.00786918j 0.0214166-0.00701402j 0.00024746+0.0157934j 0.00887343-0.0525836j 0.0630782-0.0128927j -0.039573-0.00937359j -0.0516358+0.0151684j 0.0112206-0.0189509j -0.0105494+0.00825669j -0.0403335-0.0575708j -0.0317082-0.0199605j -0.00107629+0.0118199j 0.0261799+0.00538485j 0.00688248-0.0225689j 0.00183568-0.0115133j 0.00657932-0.0121076j -0.0190149+0.0369913j 0.0175654-0.0159011j 0.00447731+0.00449636j 0.0259643+0.0101158j -0.000249354-0.00589378j -0.00827936+0.0185515j 0.00789+0.0379788j 0.00961943+0.00820675j -0.0122068+0.0274715j 0.00510548+0.0248363j 0.000428291+0.00989326j 0.00508404-0.0146415j -0.00650348+0.00116765j -0.0114403-0.0127753j -0.0104491+0.0140697j -0.00761401+0.0116768j 0.00754028-0.00119702j -0.00681725-0.00104871j 0.00514897+0.00916012j 
-0.00551205+0.00777381j 0.0109087+0.0128681j 0.00451905+0.00200998j -0.015991+0.0201157j -0.0185175-0.00707801j -0.0285841+0.0589118j -0.0846713+0.00158606j -0.0994885-0.0604496j 0.00133801+0.0584748j -0.0109514-0.00587907j -0.00482905-0.0209576j 0.0452732-0.0467755j -0.0268205-0.0120619j -0.0261125+0.0471576j -0.0961498-0.105055j -0.102696+0.00728573j -0.133039+0.00611777j 0.0512778+0.0607323j -0.0213517-0.023922j 0.020786+0.0407578j 0.0432609+0.0192727j 0.227836+0.0490524j 0.0411293+0.0439544j -0.0499553+0.0590342j 0.0342974-0.0116032j 0.114656-0.0235106j 0.0129397-0.0744051j -0.0639941+0.0294892j 0.101298+0.0129038j -0.113014-0.0134267j 0.107557+0.0980589j 0.0288757-0.0472621j -0.215578-0.126493j -0.00805096-0.106563j -0.0297734+0.151415j 0.0715973-0.0848761j -0.0143134+0.0712612j 0.0463195+0.00483457j 0.0677039+0.00992203j -0.0426144-0.0409245j -0.00442498-0.00858938j 0.00216848-0.00148176j 0.0590173+0.0585539j 0.0289421-0.0129251j -0.0887495+0.0385864j 0.0444328-0.0186682j 0.0314383-0.00266079j 0.0543012+0.0201657j 0.0110025+0.00215338j -0.0102095+0.0522215j 0.0121014-0.0234177j -0.0471052-0.00781702j -0.0151469+0.0303946j -0.0232146+0.0422412j -0.0025869-0.00410801j 0.000303179-0.00471592j 0.0264293-0.034161j 0.0155533-0.0361413j 0.02044+0.0229409j -0.00102952-0.0223531j -0.0998462+0.0474378j 0.0736906-0.00153762j -0.0990997+0.0111781j 0.000796108+0.0250663j 0.0670276+0.0228068j 0.021147-0.022023j -0.0190015+0.0176222j 0.024638-0.00351164j -0.0420568+0.00521963j -0.047859+0.00449359j 0.0270952-0.0256869j -0.0165824-0.0111803j -0.0518439+0.0211911j 0.0379778-0.0155269j -0.00361059+0.0185472j 0.0142628-0.0268423j 0.0184819-0.0113139j 0.00422015+0.016293j -0.00117847-0.00970756j 0.00836434-0.0232177j 0.0182099-0.003901j 0.0200494+0.00735874j 0.0131195-0.019151j 0.0218343-0.0131813j -0.00432172-0.000659501j -0.0164603+0.00797331j -0.00881091+0.000665632j 0.00544958-0.0204098j 0.0141887-0.0167218j -0.0243046+0.0171214j -0.00755598+0.00946167j 0.00961148-0.00555091j 
-0.0120303-0.0222671j -0.00657263-0.0113734j -0.000240854-0.00948287j -0.00920791-0.00728446j -0.0375658-0.055415j 0.104223+0.0389639j 0.0141608+0.113402j -0.0604303+0.0395392j 0.00013751-0.0316093j -0.00930797-0.0200194j -0.006124-0.0613929j -0.0789628+0.053604j 0.0797719-0.069672j 0.0456437-0.0984208j -0.0760424-0.00394446j 0.0187352-0.0462075j 0.123737+0.0166806j 0.0807376+0.00864899j 0.190911+0.0572085j -0.034137-0.0157106j -0.159579-0.045954j -0.00308595-0.0641188j 0.113523+0.0751727j 0.0774925-0.0236052j -0.0864539+0.00744646j -0.0813225+0.0106197j -0.0796243-7.43161e-05j -0.105041-0.0369739j 0.169731-0.0202116j -0.0636867+0.0954035j 0.115535-0.0172996j -0.0432692-0.0255945j -0.129825+0.0836103j -0.0364518-0.0145901j 0.0916074+0.0175818j 0.043255+0.0142645j 0.120437-0.0449321j -0.0733215-0.0209456j -0.0470752+0.00498598j 0.0111771+0.0273527j -0.075709+0.0394151j 0.0582616-0.020106j 0.0500903-0.021825j -0.10085+0.00956202j 0.00394434-0.0626703j 0.00358482+0.0320658j -0.0158025-0.0285436j 0.0744898-0.00353557j -0.0643592+0.0058866j -0.0219509-0.0453081j 0.030339+0.00359141j -0.0387927-0.00678239j -0.0247929-0.0206442j 0.00317024-0.0324243j 0.00108497+0.00832827j 0.013167+0.0305832j -0.0412822+0.0184525j -0.0706669+0.0418992j 0.0238474+0.0104393j 0.00648545+0.0211966j -0.0255673+0.0152313j -0.00473049-0.00581225j 0.0137573+0.0188765j 0.017018-0.0118206j 0.0158456-0.0364301j -0.0590185+0.0385334j 0.00703199-0.026943j -0.00704669-0.00285013j 0.0315219+0.0273086j 0.0158223+0.0404583j -0.0193259-0.0007329j -0.021984+0.00507389j -0.0124112+0.0166017j 0.00239281+0.0216021j 0.017163-0.0182603j -0.0127725-0.0210101j -0.0118584+0.0336689j 0.0154048+0.00655818j 0.0084021-0.002005j 0.0151379+0.00374022j -0.00326953-0.0102827j 0.0216074+0.0160112j 0.0102287-0.00689306j -0.00277182-0.0216603j -0.0158093-0.00721622j -0.00341731+0.0376491j -0.0166096+0.00517972j 0.0057166+0.00421516j -0.0059557-0.0117832j 0.0039355+0.0134429j 0.00931751+0.0104132j 0.0137887+0.00232694j 
0.000615929-0.00657798j -0.00885049-0.0187492j -0.00249335+0.030085j -0.0305971+0.00985346j -0.102014-0.00266774j -0.043206-0.0821771j 0.00629161+0.00704617j 0.031352-0.0234913j -0.0217908-0.0143021j 0.0322176-0.0423264j 0.0282817+0.0926469j 0.0544938+0.0159086j -0.0753156-0.132503j 0.0457921+0.053507j -0.176469+0.0638488j 0.0586083-0.106009j -0.021956+0.0530037j -0.0678606-0.00253141j -0.022132-0.0626657j 0.00172331+0.04816j 0.0336433-0.032383j -0.146545+0.0426563j 0.308771-0.0159692j -0.117929-0.047327j 0.0931303+0.0794681j -0.0292977+0.0552415j 0.0122146+0.0349421j 0.0295373-0.115627j -0.0193395-0.0875326j -0.0759549+0.0204071j -0.0496131-0.0279221j 0.0572601-0.0147079j -0.00568954-0.0409788j 0.00932269-0.0809135j -0.0342065-0.0394849j 0.0276332+0.0853213j -0.0345567-0.0292699j 0.0353862-0.125931j 0.100144+0.0750897j -0.0157208-0.00941086j 0.0440178+0.0533757j -0.0740642-0.015534j -0.051632+0.0506487j -0.0179044+0.0443441j -0.0341569-0.0634981j 0.0060509+0.00237948j 0.0269685-0.0158161j 0.0066229-0.0298126j -0.0306677-0.0291986j 0.0227705+0.0266176j 0.0137219-0.0137297j -0.0635741-0.0164289j -0.0734146+0.0126891j -0.0306128-0.00181129j 0.00915298-0.00192434j 0.0565946-0.0116637j -0.0520508+0.0196703j -0.01243+0.0383278j 0.023408-0.0290112j 0.00594087+0.0304568j -0.0283299-0.0620522j 0.0512819-0.0422811j -0.00425323-0.0334516j -0.0113684+0.0312865j 0.0162153-0.014847j 0.0251513+0.0227701j 0.0455383-0.0378721j 0.0016518+0.0366683j -0.0107776-0.0166133j -0.0296845-0.00261091j 0.00296749+0.0264837j 0.00177242-0.0115586j -0.0277558-0.00234074j 0.0121648+0.0134575j -0.0323697-0.0105434j 0.0146602+0.000567214j -0.00448251-0.00154655j -0.00991923-0.0191642j 0.0179504+0.0163816j 0.00771691+0.00652259j 0.000762517+0.00124163j 0.0149788-0.0301719j -0.00484201+0.0117787j 0.0160481+0.0199618j -0.014395+0.00115599j -0.00443972-0.00120582j -0.00398072-0.00782216j 0.026599-0.0101658j 0.0205929-0.0040233j -0.0038063+0.00325027j 1.12274e-05+0.00172504j -0.00141145-0.00250911j 
-0.00483802+0.0293219j 0.00305833-0.00479798j 0.0136245-0.0155227j -0.00150093+0.024073j -0.0574318-0.0922563j -0.00461068-0.0629759j -0.0103524-0.0343852j 0.0605406-0.0472279j -0.0169464-0.0894604j -0.000798474+0.020761j -0.00349714-0.0783873j 0.0713091-0.053399j -0.00668285+0.190954j 0.113565-0.123486j -0.1005-0.149707j 0.11752+0.0714599j -0.0287511-0.0565216j -0.0549394+0.0355247j 0.0291275+0.0239252j -0.00720505-0.0458147j 0.022003+0.00232806j -0.154965+0.0645844j 0.105267+0.102217j -0.0348078+0.0137446j -0.0142909+0.0508668j -0.0662472-0.0692985j 0.0721399-0.0252824j 0.0327+0.0760559j -0.0442675+0.09708j -0.101842-0.00517543j -0.0563707+0.0290399j 0.0273928+0.0674206j 0.0131415+0.00308707j -0.00603473+0.0267746j -0.0794995+0.0962599j 0.0596727-0.127061j 0.0134012-0.0409266j -0.0375045+0.168415j 0.00252081+0.034149j -0.0349639-0.00894671j 0.00886317+0.0189798j -0.0177848+0.0526352j -0.0110713-0.10673j -0.0302549-0.0658002j 0.0115609+0.0438787j -0.0365844+0.0127197j 0.0116014+0.0449177j -0.00618836+0.0317376j -0.067165+0.106863j 0.0908085-0.0122637j -0.00991167+0.0109527j -0.0319441-0.0246954j 0.0083912+0.0104482j 0.0287762-0.0145792j -0.00729142+0.0109225j 0.0127404+0.072882j -0.0289298+0.00515349j -0.024787-0.00433707j 0.00663064+0.0445187j 0.00197962-0.051365j -0.0334768+0.0777435j 0.0172907+0.0836618j -0.00626238+0.016264j -0.0151484-0.0485592j 0.0132532+0.0342723j -0.0380949-0.0127552j 0.0071625+0.0468191j -0.00250395-0.0203441j -0.0122639+0.00143173j 0.000664796-0.00779662j 0.0125683-0.00934798j -0.0215094+0.0341256j -0.0238728+0.00574839j 0.00109482-0.0114327j -0.0169645+0.00990417j -0.00647428+0.0149646j 0.00638497-0.00213564j 0.000733964+0.0161705j 0.0112405-0.00196809j 0.0080544-0.00078545j 0.00099833+0.00613983j -0.00247483-0.00855066j -0.0101769-0.0148546j 0.00898039-0.0174502j -0.0025635-0.00180281j -0.000208875-0.0191732j -0.0158854+0.0230131j 0.00338342+0.00754087j 0.00558263+0.0182137j -2.05673e-05-0.00715623j -0.000416922+0.00914705j 0.000721679-0.011008j 
-0.016345-0.0201966j -0.00110807+0.0431008j 0.0188197+0.00064381j -0.0151385+0.00633232j 0.00265993-0.0421631j 0.0362015-0.0073391j 0.00483434+0.0615694j 0.00983457+0.0402336j -0.00201149-0.118994j 0.00499762+0.155872j -0.0798272+0.131743j -0.0277658-0.0593052j -0.0395424+0.134273j 0.0294218+0.209424j 0.00409112-0.00854665j -0.0212333+0.0859758j 0.0207493+0.0912533j -0.0195383+0.110106j 0.0570324-0.0307304j -0.0421624+0.0178901j 0.0021326-0.0218123j -0.0320475-0.0233691j 0.0104901-0.0320504j -0.0372448+0.0423975j -0.0891383+0.102773j 0.000760801-0.131461j 0.00118454+0.0774559j -0.0373703-0.0508996j -0.0271168+0.037255j -0.0142027-0.111362j 0.0432379-0.112642j -0.0684109+0.0684783j -0.0593717+0.0574947j 0.0269441-0.0853461j -0.0379009-0.104072j 0.0862507+0.0260404j 0.0817331+0.000566031j -0.0751647-0.0372562j -0.0533444+0.0506148j 0.0136453+0.0217557j 0.00883268-0.106077j -0.0106948+0.0994159j 0.0580306+0.0470728j -0.00927325-0.0146852j -0.0300177+0.0709074j 0.0378313-0.113404j -0.0366712+0.0464549j 0.0165089-0.0848598j -0.0529904-0.0108491j -0.0539599+0.108455j 0.0113847-0.0472668j -0.00395908-0.0232749j -0.0571804+0.0580407j -0.0329939+0.0503994j 0.00950165-0.022648j -0.0136203+0.0168751j -0.0277882+0.00705899j -0.00758345-0.0436645j 0.00545503-0.0258176j 0.0337931-0.0475277j 0.0198134-0.0211342j -0.0127733-0.0175316j 0.0107352-0.000170815j -0.00364283+0.021309j -0.0305729+0.0122251j 0.0269682-0.0516284j -0.0191743+0.0409685j -0.00906318+0.0114069j 0.016794-0.013157j 0.019838-0.0536567j -0.0128081-0.0109267j -0.00616992-0.0330588j 0.0123568-0.0333926j -0.00820733-0.0174696j 0.00210708+0.00359318j 0.000388146-0.000482352j -0.00528743-0.0317532j -0.00759753+0.00574666j 0.0106361-0.0172761j 0.00996513-0.0414251j -0.00411073+0.0200334j 0.0115155-0.00205155j 0.01417-0.0255618j 0.00150131+0.0140161j -0.00861635+0.0290543j 0.0052115+0.00261358j -0.00392542-0.0355759j 0.00648597-0.0108827j -0.00559976+0.00963753j 0.00786636-0.025883j 0.000621759-0.0182271j 0.00343103-0.0123631j 
0.00174285-0.0322287j -0.00580935-0.0241281j 0.00743865+0.00614373j -0.0280637-0.0297092j -0.0110784-0.00354565j 0.0589304-0.0824187j 0.00885322-0.00180295j 0.0403622+0.00804618j -0.00377839+0.293545j 0.0306116-0.0409111j 0.00217638-0.0244746j -0.0219102-0.165347j 0.00374106+0.0119276j -0.0506528+0.121914j -0.0195034+0.000272277j 0.0259011-0.0122854j 0.0488888-0.0324202j -0.0331992-0.0104442j 0.148691-0.0378671j -0.0352501-0.0293154j 0.051996-0.0599744j -0.101389-0.0517103j 0.000355799+0.0646716j 0.0238835-0.0241947j -0.0595358-0.097823j -0.0185454+0.0585094j 0.0331999-0.108105j -0.00232885+0.0945009j 0.0396115-0.100155j 0.0795696-0.207759j 0.00494891+0.0751738j -0.0679511+0.0886314j -0.0127464-0.125068j 0.0329453+0.0226802j -0.0385399+0.117379j 0.0237045-0.00994527j 0.0331235+0.0338699j -0.0176281-0.0469666j 0.00278207-0.152189j -0.00921128-0.0791099j 0.0376731-0.0178619j 0.00905331-0.109657j 0.0123879-0.0450563j -0.0308286-0.0151341j -0.000913254+0.0793253j -0.0243414+0.0457451j -0.0416209+0.0662486j 0.00393298-0.00818764j -0.0212386-0.0923077j -0.00366757+0.0261405j 0.0375689-0.0174155j -0.0204262+0.0356252j -0.0358047-0.007733j -0.0251539+0.0632308j 0.00899983+0.00248628j -0.00107863+0.029519j -0.0277447-0.0279717j -0.0216103+0.0145323j 0.00137397-0.0279378j -0.00420757+0.0283114j 0.0248668-0.0183858j -0.000702531-0.0241536j 0.0141739-0.0208813j -0.000754316-0.00611061j -0.00526516+0.0249866j 0.0157436-0.0404513j 0.00255755+0.0265477j -0.0336784+0.0253248j 0.0157836-0.0297073j 0.0108045-0.0188496j -0.0060027+0.0263044j -0.00806046+0.00022142j 0.0165811-0.022308j -0.0122446-0.00807503j 0.00412493-0.00459876j -0.00417196+0.0239935j -0.000113161-0.0255017j -0.00675283-0.0116848j 0.00272268+0.0195572j 0.00996979-0.000771286j -0.00483028+0.00202973j -0.00839724+0.0209136j 0.00869411+0.00162054j 0.00216566+0.0185891j -0.00762505-0.00442199j -0.00398731-0.00184868j -0.00761492-0.00501635j 0.00797176+0.0155471j 0.00110569-0.00227059j 0.0113257-0.00737752j -0.00048711-0.00206143j 0.000323867+0.00377094j 
0.00540319+0.0197453j 0.0081263-0.00508041j -8.32368e-05-0.0223004j -0.029454-0.06016j 0.0231838-0.00252535j 0.0195467+0.0469585j 0.0548003+0.0357045j 0.0210253-0.00110815j 0.0336648-0.12955j 0.0600988-0.277816j -0.0273738+0.0981844j -0.0230103-0.179036j 0.025477+0.0826808j -0.0590776-0.0617992j 0.0509732+0.0485558j -0.117133+0.0126481j 0.121896+0.0618659j -0.00531944-0.00581677j 0.0194864+0.0664606j -0.00757245-0.00445326j 0.0961461-0.0575888j 0.0215165-0.0680018j -0.0282985+0.0485354j -0.0310558+0.160919j 0.0365532+0.0664633j -0.0464923+0.0750474j -0.0184229-0.12122j -0.0220174-0.0974257j 0.0387317+0.0732633j -0.0268583+0.138209j -0.0236298-0.0179264j -0.0231506+0.0513373j 0.0130456-0.0679787j -0.0142554-0.0299173j -0.049131+0.0914352j -0.00438692-0.0178989j 0.0218281-0.0879572j 0.0385133-0.0753621j 0.0458439+0.0355541j 0.0383555-0.0892507j -0.0746283+0.104034j 0.028328-0.0245516j 0.0391916-0.0659602j 0.013096-0.0735513j 0.0102373+0.0336043j -0.0228719-0.0582081j 0.0240023-0.0468022j -0.0158952-0.02422j 0.00890005+0.0240316j -0.0176285+0.0159854j 0.00124902+0.0599258j 0.00360749-0.046549j -0.0137803+0.00255171j -0.0072669-0.0253666j -0.00663102+0.0226676j 0.00539836+0.0515003j -0.0108222+0.00516306j -0.00295025+0.0161125j 0.00630087-0.0575148j 0.00371221-0.0513597j 0.0395702-0.0746244j -0.0111525-0.0184889j 0.0246877+0.0027148j -0.00840827+0.0656019j -0.0203629+0.039012j 0.00963721-0.0278703j -0.00124822+0.0273023j -0.0120931-2.94242e-05j 0.0156856-0.0250731j 0.00903334-0.030125j -0.0275179+0.0450255j 0.00680998-0.0200612j 0.0127907+0.0081749j -0.0140659-0.00103926j -0.00226583+0.00972397j 0.0174881-0.0182645j -0.017628-0.0204242j -0.00841335-0.00739281j 0.00700148+0.0146079j 0.000310529+0.0218343j 0.00915591-0.0233711j 0.0042951-0.0355554j -0.00165992+0.032205j 0.00716888+0.0564671j -0.00255805+0.00110286j -1.19357e-05-0.0504183j -0.00591881-0.0183362j 0.00525771+0.0107729j -0.000293438+0.0238542j 0.0060109-0.00403699j -0.00399502+0.000329156j -0.00268112-0.002897j 
0.000600763+0.0120557j 0.00625183+0.0115354j 0.0100874-0.118168j -0.125208-0.0460195j 0.0459454-0.0381746j 0.024787-0.013433j 0.0379719-0.0845273j 0.112701-0.0463551j 0.0388078+0.00382662j 0.122888+0.0602908j -0.0620748-0.00539481j -0.128077+0.102022j -0.0272568-0.0343758j -0.143761-0.021593j 0.0116232-0.0984195j -0.2215+0.00966157j 0.156087-0.0860492j -0.109732-0.0488636j 0.101222-0.0244872j -0.0659226-0.0805311j 0.272749+0.123412j -0.10579+0.0144629j 0.001626+0.0159376j -0.00667033-0.0608173j 0.0224397+0.0113546j -0.0272586+0.0149062j -0.0787745+0.0484124j 0.00593947+0.0138265j 0.0071718+0.00406794j -0.0501931-0.0118175j -0.000324694+0.0204713j 0.00727597-0.00677152j -0.0688533+0.00968187j -0.0251533+0.0282187j -0.060002-0.0789078j 0.02453+0.0137569j -0.0361537+0.0173404j 0.0428295+0.0308903j 0.0167317+0.003614j -0.0217678+0.0413422j -0.00979582-0.00928057j -0.00407504+0.0106006j -0.0185269+0.0407214j -0.00364759+0.0439406j 0.0597983-0.0315697j -0.0378692+0.0178474j -0.0184264-0.0119156j -0.0293641+0.0264986j -0.0387787+0.00697014j 0.0287741+0.00859013j -0.0172911-0.0239305j -0.0358709+0.00181029j -0.0151152+0.00104796j -0.00183654-0.0115486j 0.00810697-0.0114772j 0.0424398-0.0032725j -0.00327359-0.00129611j -0.0160784-0.0103602j -0.0191223+0.0298622j -0.0228118+0.000306641j -0.012175+0.014903j 0.017876+0.0334642j -0.0374031-0.0146614j 0.0108169-0.012422j 0.0651385-0.00769289j 0.00802974+0.0252567j 0.014636-0.027181j -0.0207969-0.00443135j -0.0305871+0.0161165j -0.0316893+0.0140245j 0.0167733-0.0328105j -0.0342355+0.0132987j -0.0187957-0.0123425j -0.00662781+0.00965979j -0.00578141+0.000371132j 0.00119199+0.01214j 0.00378862+0.0183504j -0.000390193+0.016604j -0.000400331+0.000201707j 0.0246016-0.0163818j -0.000932842+0.0103708j -0.00619504+0.0159064j 0.00299432-0.0052196j 0.0312033-0.009128j -0.00863228+0.0105263j -0.0241701+0.0185318j -0.0268577+0.0122261j 0.0142604-0.00530851j 0.0139405-0.000350361j -0.00332165+0.00112753j -0.014251+0.00558934j 0.00457338+0.00556027j 
