0.00186963-0.00373413j 0.00412246-0.00450346j 0.000400508-0.00131484j 0.00284894-0.00417175j 0.00174543-0.00123119j 0.000827831+0.00354479j 0.00257112-0.00105876j 0.000231709-0.00153964j -0.0024308+0.00115292j -0.0017296-0.00018194j -0.00276525-0.00128541j 0.000115798+0.000796966j -0.000677168+0.000206135j -0.000121532-0.00275051j -0.00141149+1.96681e-05j -0.00176254-0.000164412j 0.000150269-0.00108276j -0.00216828+0.000415029j 0.00318866+0.000343791j -0.00150255+0.000214874j -0.000208071+0.000766871j 0.000666377+1.45782e-05j 0.00489668+0.000344149j -0.00312891-0.0008094j -0.00255107-0.000470087j 0.0012944-0.000298471j 0.000989909-0.000656683j -0.00152848+0.000417859j -0.00302364+0.000330993j -0.00122484-0.00091954j -0.00195283+0.000343992j 0.00176512-0.000496478j 0.000484968+2.12135e-05j 0.0019005-0.00161869j 0.00186217-0.00115464j -0.000281616-0.00015995j -0.00160725+0.00063553j -0.000600184+0.00058693j 0.000162911-0.00153047j -0.00100657-0.000427767j -0.00405706-0.000812599j -0.00234196+0.000144971j -0.000261842+0.00082909j -0.0013428-0.000417684j -0.00203007-0.000706211j -0.000517558+0.000794437j -0.00371662-0.000426047j 0.00243555-0.000465368j 0.000455136-0.000295596j 0.000149996-8.75914e-05j 0.00262333+0.0013883j -0.00262796+0.000489286j 0.00186036-0.000989981j 6.86248e-05+1.82406e-05j -0.000951273-0.00030544j -0.000238444-0.00146616j -0.00526456-0.000889949j -0.00531057-0.000529196j -0.00624025+0.00228411j 0.00564864+0.00148818j 0.000554712+0.000502243j 0.00230282-0.0027028j 0.00118244+0.00310683j 0.00554437-0.009107j -0.0186336-0.00130989j -0.019005-0.00973028j -0.0471798+0.005612j 0.0221406+0.00896443j 0.00631312-0.00856841j -0.302355+0.00254497j 
0.0136913-0.00416737j 0.000629776-0.00859141j -0.00807988-0.00114935j 0.00144114-0.00198725j 0.00772213-0.000962319j -0.00725296-0.00184846j 0.00350358+0.000484491j -0.00188031-0.00361438j -0.00346863+0.00176932j 0.00684079-0.00596249j 0.00540835+0.00538148j -0.0038634+0.00197928j 0.00145356+0.002753j 0.0143447+0.00105641j 0.00225088+0.000646786j -0.00147991+0.00462517j 0.00601353-0.00370763j -0.00791326+0.00133135j -0.00845177+0.00206759j -0.00313276+0.00164874j -0.00822259-0.00264668j 0.002482+0.00533868j 0.000102361-0.0033585j -0.00334959+0.0103307j 0.00190069+0.00259471j 0.00469693-0.00782906j 0.00432125+0.0046568j -0.00477918+0.00993822j -0.010473+0.00177529j -0.0101078+0.00212878j -0.0133578+0.00123487j -0.00111504-0.004599j 0.00982609-0.00290051j 0.0118229+0.00152536j 0.00296865-0.00458708j 0.0194695+0.00898657j -0.000207995+0.0071233j -0.0128392+0.013227j -0.0208801+0.00701492j -0.0147356-0.00140752j 0.0178949+0.00871669j 0.0170071+0.00286617j 0.0265774+0.00138089j 0.0131415-0.00693603j 0.0317491+0.00762331j -0.01456+0.000497409j 0.0130195-0.00790234j 0.0170669-0.00514999j -0.0124846-0.00730308j -0.00975589-0.000340919j -0.0141789+0.000532475j 0.00112633+0.000707825j -0.0120439-0.000744067j -0.0504089+0.00841841j -0.0155125+0.00285714j -0.0155608-0.00785303j -0.0469228+0.0155468j 0.00193186-0.028638j -0.0620952+0.0187857j 0.0348398-0.0197572j 0.124543-0.00683824j 0.000432323+0.00418077j -0.012948-0.0233406j -0.0232415+0.00525134j -0.000563116+0.0243145j -0.0521251-0.0265542j 0.000639491-0.0361524j -0.0281992+0.035444j 0.0582587-0.0108583j 0.0254746+0.0437861j 
0.0111833+0.00275754j 0.00389675-0.00526479j -0.00350134-0.00261058j 0.00492271-0.00048616j 0.000172133-0.000560157j 0.00225716-0.0026063j 0.0100939-0.00694938j -0.00392007-0.00351902j -0.00650029+0.00823461j -0.000582494-0.00502818j 0.00875113+0.00483709j -0.00895671-0.00409105j 0.00258885+0.00429946j -0.00292958-0.00231453j 0.0127582+0.00592112j 0.00509682+0.00167789j 0.00481816+0.00180545j 0.0157253-0.00075852j -0.00162877+0.00835522j -0.000123103-0.00680061j -0.00731922+0.0103516j -0.00633147-0.00707329j -0.0142956-0.00475834j 0.00632312+0.00123831j 0.00381176+0.00750362j -0.00421964+0.00591217j 0.00936461-0.0040977j -0.00549329+0.0101243j 0.00251409-0.0037191j 0.00909969-0.00104825j 0.00984332+0.00620073j -0.00840917-0.000806056j -0.0112789-0.00152801j 0.00307238-0.00170827j 0.0233693+0.00369273j 0.00531237-0.00815057j 0.000383666+0.00435405j -0.0088382-0.00160312j 0.00900004-0.00347224j -0.030664-0.00819354j -0.0269491-0.0128802j -0.0103534-0.00153145j -0.000331205-0.00688358j 0.00488748+0.0114092j 0.00919975-0.013119j 0.0319541-0.00900036j 0.026351+0.00190652j 0.0165179+0.0140905j 0.0187312+0.00647151j 0.0344521+0.0218918j 0.0281527+0.00768118j -0.00200664-0.00396317j -0.0115161+0.00204207j 0.0429222+0.0083451j 0.0350507+0.00513353j 0.0609126+0.0114648j 0.0580574-3.20596e-05j -0.0757891+0.0210712j 0.0165119+0.0128622j 0.0698385+0.00518181j -0.095943+0.00433317j -0.0101483-0.00409161j 0.000251489+0.00719408j -0.00128189-0.000402256j -0.0444913+0.0269006j 0.00956167-0.00324554j -0.0195009-0.0214665j -0.0129621+0.0283664j 0.0432943-0.00507421j 0.0160342+0.0330213j 
-0.00660141+0.00470594j 0.00823252+0.00797249j 0.00503001-0.00205422j 0.0109195+0.00142526j 0.00825791-0.00163498j 0.000335892-0.00614039j 0.00298741+0.00508592j 0.0105793-0.00127384j -0.00563528-0.0061813j 0.00167118+0.00533426j 0.00219863+0.00951754j -0.00613899-0.00345183j -0.00317005-0.00617413j 0.000503059+0.00386877j 0.000774019-0.00196252j 0.00275506-0.0046221j -0.00586749+0.00657063j 0.0105697-0.00198951j -0.00113063-0.00144743j -0.000598825+0.000819663j 0.0034841-0.00579193j -0.00470865+0.00100083j 0.0130563-0.00218248j -0.000763496+0.00298598j 0.000511977+0.00497351j -0.00366782+0.0115765j 0.00957501-0.00680653j 0.0025382-0.00937277j -0.0204236-0.00559046j -0.0134981+0.00616827j 0.00205287+0.0129971j 0.0118273+0.00275597j 0.0112202-0.00415208j 0.0102749+0.00884249j -0.000839227+0.00785246j -0.00315014-0.00589478j 0.00520908+0.00384501j 0.00677611-7.82534e-05j 0.0140755+0.00550613j -0.00335536-0.00138997j -0.00683516-0.00101465j -0.00784446-0.00290916j -0.00561509-0.0115791j -0.0142974+0.00452609j -0.0102295-0.000845995j -0.0152126+0.00652971j -0.00711169+0.00325635j -0.00124298-0.00550108j -0.00458982+0.0247147j -0.00990688-0.0105833j 0.0111687+0.00863764j 0.0275541+0.00494144j 0.00504031+0.0171203j 0.00973471+0.00490439j 0.0153242+0.00708863j -0.0326072+0.0145048j 0.0566371+0.000132355j 0.0462451+0.0055137j 0.128666-0.0102779j 0.0287622-0.0142816j 0.0335372+0.00526835j -0.0380933+0.0096617j -0.0122318-0.0227799j -0.0392226+0.0239225j 0.0158917+0.0140613j -0.0204532-0.0104938j -0.0121684-0.0399433j -0.0274509-0.0141172j 0.0176831+0.0362456j -0.0495407+0.00724001j 
0.0047507-0.00445725j -0.00383432-0.00135381j 0.00306764-0.00922931j 0.00343452-0.00355544j -0.00391984+0.0063971j -0.000210821+0.00242477j -0.00206655-0.00105125j -0.00585997+0.0106121j -0.003022+0.00287863j 0.00555683+0.00510351j 0.00318064-0.00339569j -0.00224392+0.00561093j 0.00725149+0.00487523j -0.0115384-0.00138087j -0.00173119-0.00613401j -0.00177471+0.0100942j 0.00159742+0.0046993j -0.0014783+0.0151857j -0.0077537-0.0184878j 0.00291251-0.00329719j 0.00934283-0.0131815j 0.000633312+0.00328536j -0.00397875-0.00547702j 0.0143257+0.00476214j -0.00329992-0.0098266j -0.00298389-0.00137994j -0.00517312-0.00417691j -0.00978293-0.0206508j 0.00536032+0.00903861j 0.00482726+0.00826339j -0.0166818-0.00494167j -0.00703297+0.00258078j -0.00849624-0.00822758j -0.00424597+0.0121027j 0.027165+0.00856651j 0.0107713-0.00411248j -0.0177274+0.00365426j 0.0099349-0.00664571j 0.0265125+0.00587957j 0.0302127+0.00139115j 0.00741713-0.0119031j 0.0266849-0.000346649j -0.00448281+0.00537277j -0.0078839-0.0298153j 0.00257992-0.023847j -0.0271052+0.0242273j 0.0240227+0.0199704j -0.00424988+0.0137148j 0.014199+0.0169867j 0.0354066+0.00801604j -0.0560578+0.00812437j -0.00880024+0.0116427j 0.00233003+0.0138936j -0.0324647-0.0133553j 0.0144796-0.00689562j 0.024453+0.00167477j 0.0807207-0.00603276j 0.0622059+0.00340935j -0.029333-0.0118003j -0.00851158+0.0138803j -0.00563405+0.00214336j 0.000320269-0.0145395j 0.000370136+0.0418942j -0.0475045-0.00109472j 0.0224729+0.0226411j 0.0524613-0.0111171j 0.00107408-0.0130563j -0.0270006-0.0101387j 0.00457668-0.0043729j 0.00808617+0.00583944j 
-0.000662101-0.00225382j -0.00714646+0.00256282j 0.00309242-0.00187925j -0.00470526+0.002974j -0.00663183-0.000849458j -0.00922855-0.00102872j 0.00151983-0.00412122j 0.000638104+0.00291282j 0.00502221-0.00159929j 0.000403152-0.00387497j 0.00433818+0.004602j 0.00562257-0.00538172j 0.00480119-0.00711988j 0.00419199+0.00198112j -0.000811556-0.00192916j 0.00106942-0.005584j -0.00328452+0.00460597j -0.0118593+0.00148479j 0.00413408+0.00655824j -0.00626412+0.00614806j -0.00755895+0.000406824j -0.00713832-0.00647673j 0.00385893+0.00652402j 0.00602157+0.00128968j 0.00327545+0.00806029j 0.00685701+0.000538371j -0.00657008-0.00749796j -0.0152706+0.0063719j 0.0227401-0.00923077j 0.00408443+0.00362127j -0.0123748+0.00808816j -0.00799114+0.00610589j -0.0237405-0.00342111j -0.00766173-0.00247668j -0.00160767+0.00360035j 0.00311546-0.00821638j 0.0150659-0.00266154j 0.0127165-0.0106799j -0.0118753+0.00163811j 0.0301728+2.83758e-05j -0.00570161-0.0186093j 0.0136402-0.015567j 0.00650495-0.00144623j -0.0734371-0.00777554j -0.0141952-0.0140676j 0.0458309+0.00223791j 0.0346655+0.0114817j -0.00423559+0.00396036j 0.0212535+0.00845543j 0.0144855+0.00142201j -0.0506533+0.00968292j -0.0182672-0.00440763j 0.0721265-0.00143128j 0.0316659+0.033822j -0.00797942+0.0142785j -0.0327425+0.0162532j -0.0240279+0.0037697j 0.0303983-0.0122296j -0.0113609+0.0134983j 0.0436501-0.00224818j -0.0281052+0.0145529j -0.0139832+0.0213973j -0.0307618-0.0282109j 0.00644863+0.0217503j -0.0171393-0.00658402j -0.0148889-0.0306442j -0.0131974-0.00888421j -0.0408882+0.00329376j -0.0244873-0.0116392j 0.00993625-0.0131841j 
0.00370778+0.000697117j 0.00126942-0.000952648j -0.00243709-0.00227868j 0.00217142-0.00322928j 0.0138213-0.00303931j 0.00625327-0.0151794j 0.0154568+0.000736482j -0.00717942-0.00748714j 1.20144e-05+0.00216021j -0.000202506+0.000710051j -0.000586606-0.00496403j -0.00313716+0.000434886j 0.0029391+0.0104674j 0.00240022-0.00286477j 0.0203447-0.0105739j -0.00356712+0.00637093j 0.00680613+0.00312107j 0.00300484-0.00368615j 0.000556267-0.0175679j -0.0110228+0.00616642j -0.0126842+0.0082761j -0.00388343-0.00473938j -0.0108261+0.00186528j -0.00461665+0.00501092j 0.00857726-0.0147968j -0.00527731+0.000870337j 0.00457829-0.00115867j -0.00322727-0.0128976j 0.00414098-0.000814038j -0.011837-0.00630476j 0.0238838+0.00323662j -0.00805927+0.000209418j -0.00033705-0.00798059j -0.0170301-0.000173332j -0.0235626+0.0113592j -0.00858102+0.00590015j 0.00792407-0.0173132j 0.0070214-0.00814308j -0.0150271-0.0154791j -0.0112223-0.00269787j 0.00698206+0.00746088j 0.003793-0.00268881j 0.0146676+0.00188566j -0.03596-0.0120569j -0.00937485-0.00476926j 0.0239005-0.00950794j 0.00631695+0.00963636j -0.0419923-0.00137792j -0.0189347+0.0197225j 0.0379405+0.0074547j 0.0537694-0.00864278j 0.0248972+0.00587551j -0.0109192+0.0122773j -0.013089-0.0149j -0.0539536+0.000809185j -0.0355802+0.00546892j -0.0356237+0.00950264j 0.0326013+0.043395j 0.043601-0.0112253j 0.0274623+0.0109949j -0.0302371+0.0304846j 0.0160918-0.0191029j 0.00972542+0.0523027j -0.0633266-0.00711693j -0.0424327-0.00450543j 0.00266599+0.0162438j 0.0040069+0.00168595j 0.0206929+0.00531803j 0.0243014-0.00617597j 0.0140757+0.0203776j 
6.27119e-05+0.0010179j 0.000161947+0.00134654j -0.000286166-0.00170974j -9.43327e-05+0.00340623j -0.00238484-0.00617274j -0.012241-0.0042534j 0.00420769+0.00327343j 0.00289746+0.00909107j 0.00820328-0.00832711j 0.00141443+0.00126759j 0.00741618+0.00234821j -0.0100682+0.00836751j -0.0043073+0.00237026j 0.0103503-0.00541903j -0.00177742-0.00230532j -0.00203239+0.000658457j 0.00313562-0.00257621j 0.00158242+0.00739052j 0.0116716-0.0158638j -0.00198199+0.00113455j -0.00158816+0.00389758j 0.0123782+0.0208178j -0.0133185-4.47198e-05j 0.00951108+0.0114312j -0.000729485-0.00774902j -0.000781146-0.00296458j -0.0131245-0.0165713j -0.000522061-0.00350124j 0.0100456-0.00200196j 0.0104099-0.00969162j -0.00711032-0.00931431j -0.0172707-0.00808569j 0.0152721+0.021862j -0.0141425+0.0205799j -0.00256365+0.00577146j -0.0040971+0.00647724j 0.000486452-0.000961595j 0.00485959+0.00904398j -0.0341911+0.00616966j 0.0488177+0.010053j 0.0261189+0.00205927j 0.0133593-0.00122802j -0.00654671+0.00518231j 0.0643968-0.0103105j 0.0369801-0.00479489j 0.038447-0.0128131j 0.0105808-0.0063808j -0.0790743+0.00622127j 0.00798689-0.00817134j -0.0969852-0.00387838j -0.0239718+0.00231135j 0.00851069-0.00127927j 0.0209966-0.00852064j 0.0646296-0.0186069j 0.0396981-0.00409358j -0.0392747+0.000281391j 0.00661066-0.0013153j -0.0460125+0.00876559j 0.0304795+0.0099332j 0.00335415+0.0117851j -0.00451009-0.022332j -0.00271174-0.00998478j 0.0275329+0.00669382j 0.00782454+0.0229485j -0.0153332+0.0180821j 0.0111477-0.0202728j 0.000417371-0.014655j -0.0257731-0.00212912j 0.00335032-0.00414579j 0.00309558+0.00326474j 
0.00389594-0.00207235j 0.000157657-0.00311123j 0.00493695+0.00209046j -0.0089671+0.00225343j 0.00295689-0.00626728j -0.00428955-0.00143751j 0.00181069-0.00864277j -0.00599052+0.00179961j 0.00525248-0.00723119j 0.00084283-0.002932j 0.00585605+0.00385181j -0.00447313-0.002396j 0.00694635-0.00631858j -0.020533+0.000775769j 0.00374145+0.0142426j 0.00278727-0.013835j 0.00423713-0.00483931j 0.0196403+0.000839368j -0.00387783+0.019579j 0.00473402+0.000829847j 0.00531301+0.0108825j 0.000349373+0.00364381j -0.0105673-0.00191231j -0.0112304-0.00420165j 0.00529855+0.0184237j 0.00132517+0.001613j -0.0088325-0.0106675j 0.00480298+0.0205737j -0.00182314+0.000170515j 0.0115156-0.00368673j -0.00662487-0.00454752j 0.0065069+0.00580212j 0.0143505+0.0176189j -0.0060824-0.00915894j -0.00191179+0.00466411j 0.0204596-0.00471235j 0.00677148-0.00899289j -0.0273089-0.0172643j 0.0228617-0.0176984j 0.010656+0.00478736j 0.0143612+0.00508818j 0.003298+0.0128334j 0.0519131-0.00409018j 0.00298716+0.0182187j -0.00719262-0.0140506j -0.0251825-0.0322522j 0.0581952+0.000556302j 0.0419153+0.00316159j 0.00137614+0.0027541j -0.0436297+0.0166807j 0.00366168-0.00174117j 0.0331794+0.00466718j 0.0128626+0.0127179j -0.00763789+0.00300546j 0.0226311+0.00530287j 0.0359988-0.00893178j -0.000590722+0.0247874j 0.0269953+0.0167364j 0.0222322+0.0305617j -0.0357126+0.0137887j -0.00482176+0.0248749j -0.00901601+0.0255752j -0.00227155+0.0338456j 0.0114213+0.0308478j -0.0472668-0.00474419j 0.0119782+0.0128764j 0.0452521+0.00833156j -0.00683627-0.0340076j -0.00310812-0.00636918j 0.00798013-0.00136441j 
0.0110435-0.00612006j -0.00579166-0.00644058j -0.00381005+0.00579352j -0.0104933+0.00071318j 0.00840958-0.00133189j -0.00363999-0.00062958j -0.0141051+0.00424172j 0.00233323+0.00272733j 0.00150027+0.00173099j 0.0061999-0.00557808j -0.00126809+0.00484716j 0.0139817+0.00804357j -0.00484028-0.00801738j -0.00842366+0.00795979j 0.0260251+9.23837e-05j 0.00026147+0.00334916j 0.0116279-0.00681754j 0.00556825-0.000114474j -0.00256273-0.00421933j -0.0138991-0.000523633j -0.000883498-0.00901463j -0.016019-0.00413103j -0.0257795+0.00188296j -0.0128419-0.000689134j 0.0186449+0.0167085j -0.0055209+0.00791875j -0.00636273+0.0133942j 0.00209976+0.00428742j 0.0194764+0.0119874j 0.00344891+0.00330572j 0.00848655+0.012627j -0.0170012+0.0052477j -0.0257633-0.00955698j 0.00228349-0.00155189j -0.019693-0.0142631j -0.0138275-0.0135226j 0.0354154+0.0124764j -0.00664222+0.00299503j -0.00726508+0.00471215j -0.0644887+0.00518217j 0.011187-0.00391877j 0.0152048+0.00887275j -0.00674985-0.00880257j -0.0146241-0.00224735j 0.0150954-0.00214922j -0.0084289+0.00120656j -0.0406471-0.0131045j 0.0764316-0.00563703j -0.0396624+0.00891375j 0.00124811-0.026705j -0.0513818+0.0165567j -0.0180788+0.00974078j 0.00218011+0.00571687j 0.010899+0.00278524j -0.0120727+0.00699235j -0.031572+0.00300796j -0.0247054-0.00644198j -0.0215123+0.00741909j 0.0206558+0.00959362j -0.000757614+0.0128483j -0.000732363-0.00986809j 0.0126537-0.0111027j 0.0160513+0.0218315j 0.0017059+0.0214772j 0.0184869+0.00772438j -0.0176711-0.0484231j 0.040725-0.00962432j -0.0440939-0.0272447j -0.0026389-0.0246076j 0.0343747+0.00359461j 
0.00576791+0.00327141j 0.00815964-0.00549817j -0.00591906-0.00296459j 0.00139378+6.69818e-05j -0.00453783+0.0016284j 0.00133092+0.00275419j 0.00085563+0.000236498j -0.00362815+0.00424762j -0.00813324-0.0012925j 0.0042093+0.00356131j -0.000683659+0.00233789j -0.00715813+0.00539558j 0.00847887-0.00397113j -0.00882045-0.0023239j 0.001015+0.000274426j -0.0157569-0.00255255j 0.00123997+0.00723521j 0.00596599+0.0108372j 0.0121499-0.000928715j -0.0225692-0.00243686j -0.00534698-0.00979551j 0.00603484-0.00379908j 0.00662391-0.00378615j -0.00233252+0.010568j -0.0112892+0.0093963j 0.00032172-0.0109908j 0.00629009-0.0130653j -0.0212805-0.0117905j -0.022989+0.00640056j 0.00379676-0.0030987j -0.00114534+0.00859767j -0.00925755-0.00961856j 0.00705689-0.00920514j 0.000856276-0.00691006j 0.0276023-0.00678982j 0.024784-0.00716698j 0.014272+0.0119616j 0.00220584+0.0128196j -0.0238575+0.00354481j -0.0243388+0.00118286j 0.022476+0.000187965j 0.005314+0.000793303j -0.0122668+0.000809001j -0.00736321-0.0127564j 0.0114062-0.00875107j -0.0356127-0.00889781j 0.0144054-0.00678526j 0.0132194-0.0140994j 0.0133943-0.00656609j 0.00339351-0.0107682j -0.0331398+0.00265101j -0.0182295+0.00493699j 0.077972-0.024219j 0.0518528-0.000438328j 0.0154407+0.00437205j -0.0253723-0.00702755j 0.00258845+0.00718096j 0.0246458-0.015389j 0.0239663-0.00837944j 0.0431452-0.0315646j -0.00632156+0.0249401j 0.0107157+0.00579332j -0.0239875+0.00390896j 0.00260351-0.0433104j 0.0276933+0.00160691j -0.00369123+0.0350524j 0.025046+0.0143626j 0.0316571+0.00526336j 0.034885+0.00404104j -9.54364e-05+0.0224974j 
0.00169692+0.00145078j -0.000884297-0.00337196j -0.00298059-0.00721279j 0.0112405-0.00122556j -0.000749788-0.00714743j -0.00737505+0.00335839j 0.00255703+0.00827106j 0.0106289-0.00430734j 0.0047615-0.0138788j -0.000841569-0.00648108j 0.00616203+0.000136211j -0.00522528+0.021598j -0.000843737-0.00635773j 0.0122258-0.00512336j 0.00717358-0.0136086j 0.00684592+0.00284146j 0.00302303-0.00467243j 0.00393646-0.00215513j -0.00964281+0.0136565j 0.000418492-0.00251344j -0.00851783+0.00274195j -0.00838018-0.00549789j -0.00857376-0.000612919j 0.00264639+0.00474097j 0.0104059+0.0102087j -0.00315918-0.000981449j 0.0124296+0.013103j -0.00539185-0.0115907j 0.00291017-0.0079247j -0.00319017-0.00417351j 0.00283857+0.0160089j 0.0285643-0.0167491j 0.0173079-0.0127114j 0.022413-0.0180129j 0.00140019+0.0070066j 0.00855985-0.0247144j 0.00460122-0.00509992j 0.00726264-0.0056645j 0.036347-0.0130561j 0.0245934-0.0226328j -0.00541203+0.0220086j -0.0255494+0.0085021j 0.00235763-0.00275296j -0.0222531-0.000799627j -0.0110806-0.0127615j -0.0395697+0.0124667j 0.0140708-0.0272247j -0.0168479-0.00490222j 0.0122918+0.00153068j -0.00969881+0.0176962j 0.0642396-0.00751109j 0.0223726-0.00886666j 0.0457331-0.00428029j 0.0251358-0.00544024j 0.00485112-0.0180533j 0.00587014-0.0171733j -0.0146109-0.00558406j -0.0114854-0.00740931j 0.00628691+0.0123414j -0.0143672+0.0106219j -0.00378296-0.0660468j 0.00678521-0.0270882j 0.0504204-0.00583674j 0.0378487+0.0173374j 0.0028464+0.0271721j 0.0219652-0.0143135j -0.0247638-0.0064282j -0.00922204+0.0149545j 0.00287035-0.00290619j 0.00345293-0.000816872j 
-0.00103289-0.000944184j -0.00393491-0.00145421j -0.00595842+0.00205772j -0.00139171-0.00248502j 0.000312143-0.00772739j -0.000266719-0.00585685j -0.0112448+0.0110788j -0.00264725+0.0076009j -0.0018264-0.00408667j 0.00166107+0.0107399j -0.0103685-0.0019822j 0.00142575+0.00461341j -0.00977205+0.0114528j -0.0236425-0.00864736j 0.00346825-0.0320679j -0.00572981+0.00358345j -0.0107847-0.0130951j 0.000552371+0.0149186j -0.019631-0.0198579j 0.000105802+0.00681091j -0.00837782+0.00619915j -0.000641232+0.00424853j 0.00488782+0.00356698j -0.0143536+0.014215j -0.00207252-0.0147119j -0.00612804+0.000912516j 0.00658225-0.000719936j 0.00049835-0.0293835j -0.00752547-0.00643458j -0.0252577-0.0111541j 0.0019571-0.00123749j 0.012125-0.00425552j 0.0148797+0.0160955j 0.0113798-0.0132208j -0.00538768+0.00214062j -0.00717765-0.00890369j 0.0208552-0.00578784j -0.00621241-0.00489361j -0.00230331-0.0133161j -0.0194643+0.0159748j -0.0175302+0.0225713j -0.003503-0.000440065j -0.00468239+0.00600327j -0.00428139+0.0210454j 0.0163131-0.00900872j -0.0551714+0.000967943j -0.00995447+0.0165029j 0.045691-0.012908j 0.00843679+0.0204863j 0.00237781-0.0287958j 0.0014945-0.00976341j -0.0137915+0.00852854j 0.0329669+0.00560746j 0.0214738-0.0162528j 0.018404+0.00746264j 0.0208669-0.000506161j 0.00967374-0.00522171j -0.0238869+0.0145317j -0.0311206-0.00708042j 0.00857283-0.00132846j 0.0104068-0.00446861j 0.0187958-0.0101591j 0.0356835-0.0224107j -0.0196951+0.00137096j -0.00872812-0.0451289j -0.0641319-0.0124693j 0.0105341+0.018971j 0.0150821+0.00619984j -0.00656594-0.00811585j 0.00776678-0.00403455j 
0.00310018+0.0025181j 0.00285277-0.00616483j -0.000628746+0.00299967j -0.00416112+0.0065007j -0.00340189+0.00318906j -0.000746091+0.00650831j -0.00438647-0.00210242j -0.000735059+0.00307844j 0.00336679+0.00575161j -0.00786017+0.00592188j -0.00660991-0.011987j 0.0195736-0.00244238j -0.000117332-0.00889679j 0.0150759-0.00174693j 0.00194866-0.00850045j 0.00174163+0.0051077j 0.00315887+0.0113221j -0.00908102+0.019676j 0.0153901-0.0245294j -0.00609052+0.00221433j 0.00754325+0.010514j -0.00146349-0.00550167j 0.0132701-0.0104049j 0.00282334-0.0227359j -0.00322729-0.00953333j 0.0080697+0.0170203j 0.00843991-0.00646731j -0.00308925+0.00342247j -0.0235333+0.00930249j -0.0070879+0.022178j -0.00163151+0.0259571j -0.00633904+0.0102993j 0.0114532+0.00276731j -0.00919432-0.00453177j 0.0225472-0.00452013j 0.0189618-0.0366921j -0.019894-0.00392321j 0.0046996-0.0287768j 0.00425606-0.00426802j 0.000546682-0.0174438j 0.00626562-0.0168551j -0.0157787-0.00622616j -0.00129195-0.0298802j 0.0153019+0.0353807j -0.0486504-0.00781173j -0.038926+0.0187138j -0.0443797+0.00526198j 0.024875+0.0119347j -0.011103+0.0244032j -0.0176549-0.000329591j -0.0127354+0.0162204j -0.0381808+0.0107153j 0.00476192+0.00329133j -0.0139177-0.0104462j -0.00900208+0.0017911j -0.0400378+0.0280571j -0.069938-0.00456854j -0.0212597+0.0291968j -0.0417017-0.0166995j 0.0223801+0.0224148j 0.0646947+0.0172027j -0.0309853+0.00611863j -0.0239281+0.00661262j 0.0103306-0.00883803j -0.000489875+0.0069233j 0.0126911+0.00948238j -0.00169901-0.000113292j 0.00641353+0.0104595j 0.00193597-0.00222863j 0.00499107+0.000408601j 
-0.00382259-0.000892866j -0.000446369+0.00376313j -0.00312954+0.00160615j 0.00384895-0.00333318j -0.00153514-0.00252796j -0.00351849-0.00138185j 0.00697629+0.00396018j 0.00405728-0.00624394j 0.0134791-0.0141022j -0.00847888-0.0094633j 0.0130197-0.0153224j 0.00451193-0.00654793j 0.00106575-0.00657732j 0.00183644+0.0155581j -0.0100584+0.0221063j -0.0125618-0.00396624j -0.0147047-0.0142981j -0.00148986+0.0005419j -0.0145089-0.00647041j 0.00158331+0.0130959j -0.0146285+0.00537843j 0.00660714+0.00195903j 0.00989557-0.00684121j -0.0035095+0.0115344j 0.00798338+0.00067418j 0.00113137+0.00571462j 0.000675807+0.0112257j 0.00683053+0.013293j -0.00882005+0.00893853j 0.00963671-0.00703363j 0.0290638-0.00626167j -0.00193659-0.00672828j 0.00714417+0.00150801j -0.0074645-0.00221617j -0.0205122-0.0167664j -0.0152598+0.00016638j -0.00775339-0.00753657j -0.0232149+0.00659772j 0.0380684+0.00104077j 0.0167023+0.0177669j 0.0397185+0.00612419j 0.0080919+0.0146651j 0.023539+0.017818j 0.0196574+0.0150486j -0.0645923-0.00173699j -0.00336526-0.00789509j 0.036567-0.0408822j -0.00717875+0.00882553j -0.0140727+0.00524681j -0.00793265-0.0156595j -0.0325677+0.0353229j 0.0108236+0.00505196j 0.00733091-4.80236e-05j 0.00874156-0.0311079j 0.0246238+0.00561891j -0.0154214+0.0234832j -0.0137899+0.0112648j 0.02285-0.00246509j 0.0158802-0.0118248j -0.0142433-0.00574845j -0.0050044+0.00359325j -0.0453443-0.0331875j -0.000590242-0.0213328j -0.0106139-0.0139708j 0.0338908-0.0141177j -0.026168-0.00229318j -0.00614555+0.00303655j 0.0152101+0.00814762j 0.00390555+0.00581726j -0.00996255+0.00130373j 
