0.00186963-0.00373413j 0.00412246-0.00450346j 0.000400508-0.00131484j 0.00284894-0.00417175j 0.00174543-0.00123119j 0.000827831+0.00354479j 0.00257112-0.00105876j 0.000231709-0.00153964j -0.0024308+0.00115292j -0.0017296-0.00018194j -0.00276525-0.00128541j 0.000115798+0.000796966j -0.000677168+0.000206135j -0.000121532-0.00275051j -0.00141149+1.96681e-05j -0.00176254-0.000164412j 0.000150269-0.00108276j -0.00216828+0.000415029j 0.00318866+0.000343791j -0.00150255+0.000214874j -0.000208071+0.000766871j 0.000666377+1.45782e-05j 0.00489668+0.000344149j -0.00312891-0.0008094j -0.00255107-0.000470087j 0.0012944-0.000298471j 0.000989909-0.000656683j -0.00152848+0.000417859j -0.00302364+0.000330993j -0.00122484-0.00091954j -0.00195283+0.000343992j 0.00176512-0.000496478j 0.000484968+2.12135e-05j 0.0019005-0.00161869j 0.00186217-0.00115464j -0.000281616-0.00015995j -0.00160725+0.00063553j -0.000600184+0.00058693j 0.000162911-0.00153047j -0.00100657-0.000427767j -0.00405706-0.000812599j -0.00234196+0.000144971j -0.000261842+0.00082909j -0.0013428-0.000417684j -0.00203007-0.000706211j -0.000517558+0.000794437j -0.00371662-0.000426047j 0.00243555-0.000465368j 0.000455136-0.000295596j 0.000149996-8.75914e-05j 0.00262333+0.0013883j -0.00262796+0.000489286j 0.00186036-0.000989981j 6.86248e-05+1.82406e-05j -0.000951273-0.00030544j -0.000238444-0.00146616j -0.00526456-0.000889949j -0.00531057-0.000529196j -0.00624025+0.00228411j 0.00564864+0.00148818j 0.000554712+0.000502243j 0.00230282-0.0027028j 0.00118244+0.00310683j 0.00554437-0.009107j -0.0186336-0.00130989j -0.019005-0.00973028j -0.0471798+0.005612j 0.0221406+0.00896443j 0.00631312-0.00856841j -0.302355+0.00254497j 
-0.00426147-0.00476544j -0.00661443+0.00490499j 0.0585247-0.0177449j 0.0131628+0.0446105j -0.0043307+0.0300861j 0.00934986-0.0181749j -0.0270723-0.0578367j -0.00819915+0.0286987j 0.000422596+0.0133543j 0.0127559+0.0104006j -0.00153143-0.01192j 0.0219298-0.0347894j 0.0189991+0.0402809j -0.0163485+0.00698543j 0.0127799+0.0245046j -0.0327515-0.0104209j 0.00468292-0.000289699j 0.0437804+0.00396019j -0.0324573+0.00509624j -0.0131992+0.0319655j 0.0112885+0.00380206j -0.0353734+0.00214656j -0.00678283+0.0199734j -0.00235469-0.015808j 0.03946+0.00812831j 0.000691584-0.0055669j 0.019729+0.00368352j 0.00993735-0.0044975j -0.0113969-0.00159834j -0.0255333+0.0150074j -0.0017-0.011787j -1.88817e-05-0.0221848j 0.0135016+0.0129325j 0.0229751-0.00851958j -0.00120793+0.00652573j 0.00475818-0.000988275j 0.0126859-0.00806435j 0.00203788+0.00524113j -0.0105168+0.00491054j 0.00564974-0.00401196j -0.00306004+0.0064765j -0.0152313-0.00635896j 0.000133831+0.00750193j -0.00503622+0.00169204j 0.00169144-0.00733095j 0.00113241+0.00548947j -0.00118471+0.00343685j -0.00752957+0.00811465j -0.00139865+0.00823245j -0.00708101+0.00199625j 0.0185747+0.000982567j 0.00112757-0.00255833j 0.00683847+0.00694621j 0.00643429-0.0099387j -0.00680304-0.00990377j -0.00569153-0.00207212j -0.0114275-0.01081j -0.007981-0.00298639j -0.00539222-0.00600906j -0.0045051-0.00495595j -0.00301367-0.00934044j 0.0156486-0.00711147j 0.0144365-0.000630581j 0.00425091+0.00243507j -0.00910441+0.00484921j 0.00299803-0.00477234j -0.00966116-0.00192159j -0.00327613+0.0042547j -0.00932653+0.00120569j -0.00424259-0.00500742j 
0.00650493-0.0101752j -0.00870602-0.00632524j 0.000322076+0.0115202j -0.0237638+0.00231052j 0.0113538-0.0111219j -0.0175062-0.00166112j -0.00814742-0.00179122j 0.00619064-0.00725178j 0.0129732+0.0165606j -0.00901167-0.00699295j -0.00310835-0.00571199j 0.0185825-0.034759j 0.00648369-0.00927534j 0.00587206+0.00677447j -0.00782549-0.0132665j -0.00162863+0.00457732j 0.0527802+0.00712184j 0.0411098-0.0130333j 0.0128123-0.00253074j -0.10653-0.0146994j -0.0427821+0.00262668j -0.00295914-0.00822827j -0.0125141-0.00217414j -0.000778424-8.6136e-05j 0.0192727+0.00200353j -0.0190638-0.00638728j 0.0325039-0.00126991j -0.0321867-0.00320801j -0.0590131+0.000105441j 0.0373538-0.00773187j -0.0326591+0.00801138j -0.0346827+0.00556331j -0.0470749-0.00309779j 0.0314276+0.00642899j 0.0122343+0.00364982j -0.0310389-0.00585916j -0.000511207+0.00320142j -0.0106342-0.00368293j 0.0313802-0.00474675j -0.0155275-0.00574264j 0.00693044-0.00328184j 0.0202027+0.000845524j -0.00673353+0.00245418j -0.00601866+0.000530064j 0.0258009-0.00333882j -0.00538343-0.0031058j 0.0115081-0.00373969j -0.0139001-0.00148747j 0.00245959+0.00408539j 0.00353788+0.00134603j -0.00790297+0.00579345j 0.00209851+0.0018154j 0.00207023+0.00103445j -0.00595696+0.00609328j 0.00562217+0.0035014j 0.006355+0.00186802j 0.0296842+0.0012289j 0.0186151+0.00015223j 0.00483487+0.00502239j -0.00492772-0.0006309j 0.00429733+0.000396918j 0.00238615+0.00528156j -0.0129947+0.00923242j -0.00931069+0.00136115j -0.0138722-0.00937779j 0.0115971+0.00575729j -0.011476-0.00588894j -0.00983696+0.00354813j -0.00960241-0.000958616j 0.000633206-0.00646741j 
-0.00607626-0.00989016j -0.0150058+0.00557528j 0.0200749+0.0277273j -0.0379346+0.0164246j 0.00694558+0.00570942j -0.00753789-0.00164562j -0.0093783+0.00533413j 0.0168671-0.0229675j -0.0165267-0.00237321j -0.00764237+0.00722328j -0.00792281+0.00717554j -0.00775487+0.00533808j -0.0167259-0.00593368j 0.0297631+0.00863776j 0.0687148-0.0103713j -0.0225847+0.004849j -0.000898783-0.00749463j -0.0178502-0.00733385j -0.0438715+0.000653808j 0.0307843-0.0071372j -0.0701769-0.0149242j 0.0430201+0.00119401j -0.0602117+0.00268415j 0.00620357-0.00348895j 0.000681069-0.00384513j -0.0177578+0.0102135j -0.00624012+0.00930844j -0.0169998+0.00375006j 0.0081638+0.00645854j 0.0216926+0.0119962j 0.0480485+0.00698091j 0.00406978+0.00825553j 0.0321084+0.00445002j -0.0211712+0.00292741j 0.0205971+0.00490568j 0.0569877+0.00161427j -0.0148812+0.000332202j 0.000838502-0.00291859j -0.000984942+0.000289571j -0.00820855-0.00208068j 0.00939471+0.00778358j 0.0137643-0.00152045j -0.0119237-0.0045572j 0.00136157-0.00153671j -0.00983938+0.00168447j -0.0233657-0.0227633j -0.0062616+0.00297895j 0.00259177-0.00484215j 0.00822159+0.00322374j 0.00995473-0.00107035j -0.00545888-0.00229477j -0.019653-0.00133814j 0.00161319+0.000340135j -0.00518345-0.00263764j -0.000718265-0.00165894j 0.0114815-0.00732247j 0.00641801+0.00215264j 0.00526169-0.00648634j -0.0125477-0.00437017j -0.000153177-0.00788065j -0.0149547-0.000555639j 0.00704641+0.0114198j -0.0132651+0.00725203j -0.0069126+0.00430933j -0.0099469-0.00385545j 0.0150861+0.0080268j -0.0135759-0.00797157j -0.00820831-0.000291075j -0.0148255+0.0036554j -0.00672174-0.0100701j 
4.74632e-05+0.00236548j 0.00331327-0.00701144j -0.00552435-0.0515002j 0.0532523-0.0101756j 0.000224547-0.00121424j 0.0030681-0.00064684j -0.00573986+0.0035302j -0.0165407+0.0392015j 0.0154096-0.00817372j 0.0235719-0.00150916j 0.011822+0.0142473j -0.00225686+0.00651095j 0.00206341+0.00932487j -0.00291826+3.91406e-05j -0.00253808+0.00855827j 0.00123845-0.00108607j -0.0618711+0.0113726j -0.0161925-0.00733394j -0.00967528+0.00049723j -0.0175534+0.00413579j -0.0889569+0.0111463j 0.0350436-0.00192514j 0.0532038+0.00179917j -0.0109485-0.0113742j 0.00399047+0.0120392j 0.0322684+0.00808312j 0.0271045+0.00972809j -0.0205572+0.00448573j -0.10008+0.00298246j 0.0195466+0.0125575j -0.0280459+0.00191078j 0.0149935-0.0157063j -0.00121507-0.00115819j 0.0260209+0.00897439j -0.0156897-0.000568063j -0.0136327-0.00983121j 0.0108771-0.00212954j -0.0281103-0.00446714j 0.00337038-0.00287574j -0.0259157+0.00129613j 0.0100475-0.00516699j 0.00561415-0.00481312j 0.0026731-0.00127116j 0.00365707-0.00446667j 0.0223261+0.00390614j -0.0125074-0.00174783j 0.0057296+0.0144217j -0.0154098+0.00118203j -0.00570368+0.00895736j 0.009077-0.000562079j 0.0346019-0.00655088j 0.0129224+0.00181026j -0.00951973+0.0003269j 0.00321938-0.00899855j -0.00417061-0.00137638j 0.00754115-0.00456967j -0.00539245+0.000917199j -0.0082141-0.00538473j 0.0133024+0.000577302j -0.0159446+0.00533813j 0.00411606+0.00235488j -0.000128786-0.00514374j 0.0181796-0.00545457j 0.00763892-0.00194878j 0.00837676+0.0034127j -0.00725728-0.00909512j 0.00827856+0.00933307j 0.00344945-0.00302415j 0.00776471-0.00299053j 0.00249682+0.00180257j 
0.00792416+0.00208214j 0.00458985-0.00609061j 0.0291119+0.0033469j -0.0105222+0.0319006j -0.0141033+0.00100921j -0.0187163+0.00248941j -0.0130008-0.0323799j 0.00400705+0.00199452j 0.00256092-0.0136062j -0.0291888-0.00371859j 0.0177772+0.00363828j -0.0027766-0.013815j 0.00780413-0.0110736j -0.026923+0.00131122j 0.0364289+0.00536624j -0.0126125-0.00182073j -0.0324952-0.0173776j -0.0415955+0.0110327j 0.0839948+0.00740703j -0.0695455-0.00148049j -0.00133688+0.0115516j 0.00934924-0.00491686j 0.0550187-0.00550365j -0.0307456+0.00991549j -0.023152-0.00760195j 0.0125105+0.0147316j -0.00707007+0.00209419j -0.0317331-0.0101673j -0.0036206-0.00542894j -0.0504435-0.00803392j -0.00533971-0.0030133j 0.0162454-0.0059594j 0.0253156+0.00443436j 0.0412453-0.0175267j 0.0190612-0.00220191j -0.0114743+0.0092387j -0.00365607-0.0104657j -0.010856-0.00808696j 0.00189857-0.00810847j -0.00371066+0.00317361j -0.0526157-0.00323261j -0.00696422-0.00786201j 0.00444369+0.00344774j 0.00433832-0.00363289j -0.00420181-0.0133905j 0.0392341+0.00202269j -0.00899891+0.00484121j -0.00335716+0.00130311j 0.00307835-0.0121208j 0.00466238+0.0062595j 0.0215495+0.00266833j 0.00713354+0.00147893j -0.0234387-0.00806845j -0.0129174+3.15891e-05j -0.0103269-0.00159361j 0.00553463-0.0050477j 0.00975531-0.0122411j 0.00605215-0.00751065j 0.00854214+0.00610833j -0.00170474-0.0021836j -0.0142833-0.00845911j 0.0090107-0.00198395j 0.00343365+0.00351496j -0.0114676-0.00313019j -0.00381944+0.00268521j 0.0108345-0.00822236j -0.0139431-0.00588489j -0.00629397+0.00826557j -0.00633589-0.00443716j 0.00588012-0.00182603j 
-0.000388137+0.0049071j 0.00539645-0.000785692j 0.00586111+0.0311536j -0.0359162+0.0115933j 0.00191563-0.00709983j -0.00329146-0.0035922j -0.0165362+0.00707292j -0.000695989-0.00640086j 0.00204149+0.0132348j 0.0229641+0.00601057j 0.0395217-0.00437908j -0.0322143-0.00839106j 0.0235723+6.31742e-05j -0.0383078+9.79454e-05j -0.109493-0.0071771j -0.0604223+0.00750157j -0.0615071+0.00719723j -0.0186183-0.00595445j 0.00555879-0.00759819j 0.00668036+0.00193807j 0.000455604+0.00566815j 0.0116704-0.00635053j -0.0308005+0.0005383j -0.00590079-0.0160427j 0.0713111-0.000884393j 0.0123432-0.00214787j 0.0342438+0.00909757j -0.0168222-0.00149276j 0.0129967+0.00413908j -0.00931483+0.00474262j 0.0138754+0.0117485j 0.0481703+0.00207968j 0.0229577+0.00961394j 0.01686+0.00547699j -0.0111606-0.00383058j 0.0027042-0.000854032j 0.0126916+0.00177551j 0.0121932-0.00232958j 0.00697078-0.00084171j 0.0112601-0.00306961j 0.00520609+0.00111376j -0.00889388-0.00295731j -0.017496-0.00230849j -0.00427762-0.00033569j 0.000583254+0.00272411j -0.000869043+0.00176852j -0.00132866+0.000470086j -0.0237724-0.000994989j -0.000882057-0.0043519j 0.0106228-0.00387575j 0.021537+0.00356313j 0.00604079+0.000763229j 0.00279218-0.00502179j 0.00776375+0.00491573j -0.0100123-0.000296042j -0.005157-0.0017763j 0.00450134-0.000143541j 0.00486114-0.00168368j 0.0115146+0.00301373j 0.00624183+0.00191609j -0.0105319+0.000686263j 0.000282728+0.0077912j -0.00293547+0.0117037j -0.0120051-0.000675379j -0.0110959-0.000284186j 0.0105376-0.000341099j -0.0021714-0.00653377j -0.00842255-0.0022263j -0.00609103-0.00352142j 0.0015999-0.00232875j 
0.0156486-0.000297762j 0.000944293-0.015196j -0.00953848-0.0315861j 0.0312633-0.00858638j 0.00807539-0.00825506j 0.00564754+0.00253676j 0.00653007+0.00900008j 0.0122561+0.0039095j -0.0106-0.0100759j -0.0109947+0.00380144j -0.0213277+0.00679234j 0.0180171+0.0159479j -0.00374237+0.00279892j 0.0382692-0.00378802j 0.024996-0.0062608j -0.0923029+0.00501516j -0.00299309+4.06569e-05j 0.0621604-0.0093561j 0.0573673+0.0100784j 0.0153259+0.00327369j -0.00477903-0.00903716j 0.0241729+0.00186613j -0.0478858+0.0022087j 0.00788476+0.00261j -0.0104048+0.00553486j -0.018624-0.00751903j 0.00667314-0.00239552j -0.0472447+0.00463162j 0.0101342-0.00380111j 0.0184071+0.00769899j 0.031824-0.00196103j -0.0238849-0.0140482j -0.00636922-0.00497935j -0.013365-0.00121387j 0.0285684-0.00487456j 0.0168264-0.0011531j -0.0143036-0.00727867j 0.00496029+0.0044705j -0.00205382-0.00376823j -0.00775964+0.00119498j 0.00219644-0.00217942j 0.0187006-0.00430844j 0.0214485-0.00841647j -1.99415e-05+0.00125378j -0.0104942+0.00174454j -0.00255861-0.00529518j -0.00333639+0.0115235j 0.033328+0.0037337j 0.00617298+0.00653618j -0.0156969-0.0026395j -0.0232949-0.00577387j -0.0079534+0.00262656j -0.00728555+0.00230078j -0.0114803-0.0133087j 0.00771196-0.00322319j 0.00452461-0.00560872j -0.0112874+0.00710912j -0.00314555-0.00548204j -0.0126498-0.00442545j -0.0098174+0.0036048j 0.0202459-0.00483031j -0.0190972-0.00664235j -0.0047432-0.0103954j 0.0130495+0.000403358j 0.013258-0.00247769j -0.00863676-0.000512389j 0.00737467+0.00477552j 0.00678058+0.00210478j 0.00814395+0.00201367j -0.00159248+0.00225352j 
-0.00162674-0.0176599j -0.0162789-0.000111504j -0.00202998-0.0189343j 0.00695788-0.0148854j -0.00413511-0.0101538j -0.0350848+0.0114714j 0.00900621-0.0076832j -0.0204133+0.0234641j -0.00798338-0.00950198j 0.00929335-0.0018898j 0.0115865+0.00605814j -0.0116379-0.0193143j -0.0142293-0.00143836j 0.023504-0.00599523j 0.0271805+0.00381002j -0.0976238-0.00793751j 0.0199959-0.0014625j -0.0926005-0.00382825j -0.0661129+0.00394762j -0.0159518-0.00623338j 0.0508247+0.00185074j -0.0138179-0.00577851j 0.0146847-0.00199738j -0.0261889+0.00446427j -0.0172208-0.00851772j 0.0202236+0.00249194j -0.0686496-0.00966658j -0.00569044-0.000924255j -0.0559985-4.85635e-05j -0.0305042-0.0132423j -0.027365-0.00645428j -0.0145234+0.00899514j -0.00169759+0.000655094j 0.0341366-0.00500013j -0.0454216+0.00028236j -0.0342647-0.00161682j -0.0063202-0.001447j -0.00980429-0.00163096j 0.00453136+0.0032996j -0.0185115-0.00390694j -0.0244583+0.00458263j -0.0187077+0.00555227j 0.0108437+0.00976041j 0.00370141+0.00109843j 0.00340057-0.00308281j 0.0207139+0.00908175j 0.00296323-0.00635005j 0.00300767-2.60758e-05j -0.00935337-0.00443949j 0.0007384+0.00303792j 0.0121654+0.0036797j 0.00403032-0.00745104j -0.00599378-0.00442436j 0.00215659+0.00790164j -0.00834005+0.000283113j -0.0059555+0.00527235j -0.000586098-0.00442063j -0.00685538+0.00284859j 0.0116717+0.000133256j 0.00505421+0.00488538j -0.00910781-0.00267904j -0.00138618+0.00210966j 0.00885+0.00366404j -0.00893657+0.000255958j 0.00683465+0.00427096j 0.00816891-0.00161305j -0.0113738-0.00222803j -0.00196224+0.0043161j -0.00336823-0.00301752j 0.00825818-0.000618165j 
-0.00228259-0.010939j -0.0121724+0.00733141j -0.0217337+0.0236161j -0.0178321-0.0239832j -0.00709134-0.00097702j -0.0078144+0.0216636j -0.0144294+0.030201j 0.00764382+0.00394142j -0.000637094-0.00143367j -0.0146862-0.00170182j 0.0299005+0.00128511j -0.00281176+0.0128353j -0.0344032-3.38394e-05j -0.0608776-0.0119771j 0.0801725+0.00352609j -0.0164268-0.00545438j -0.0242579-0.00284833j 0.0953764+0.0011385j 0.0149786+0.000889908j 0.0485654-0.00157763j 0.022592-0.00691624j -0.0343068+0.0037099j 0.0393031-0.00653737j 0.0279917-0.00260975j 0.0230174+0.00335536j 0.0386338+0.00353528j -0.0481097+0.00335667j -0.0169723+0.00435016j -0.0458118+0.00574865j 0.0368698-0.00757028j -0.0926125+0.00782924j -0.0242111+0.0024504j -0.0525168+0.00969314j 0.0115555+0.00537402j -0.0117295-0.00765276j -0.0539728-0.0021971j 0.00404472-0.00245847j -0.00122613+0.000304364j 0.0147958+0.00111522j 0.0491743+0.00338798j 0.00155468-0.00244757j 0.00515308-0.00888573j 0.00484231-0.0017266j -0.0167706+0.0038074j -0.0034288-0.000273197j 0.0278505-0.00624598j 0.00872113+0.00422643j -0.0456189-0.0024754j 0.00913903+0.000515416j 0.0103181-0.00621452j 0.0238092+0.00244442j 0.00465712+0.00454751j -0.00948328+0.00220704j -0.0153659-0.00492809j -0.0138288-0.00551377j 0.000576188-0.0072351j 0.0121213-0.00123591j 0.0165367-0.00384997j 0.00617826+0.0017466j 0.0131615-0.00565734j -0.0160967-0.00895805j 0.00232217-0.000182202j -0.00757305-0.00230526j -0.020192-0.0039724j -0.0188645-0.00543417j -0.00546531-0.000574556j -0.009056-0.000489795j 0.00102193+0.00286309j -0.00676664-0.00358988j 0.00505304-0.000864868j 
-0.0307642+0.00980537j 0.00671527+0.0264815j 0.00388162-0.00199543j 0.0238472-0.00550459j -0.0232479+0.0144004j -0.00522949-0.00636514j -0.00131833-0.00798294j 0.0108687-0.00424652j -0.0173565-0.0140018j 0.0186231+0.000515652j 0.0619286+0.0120899j 0.00996028+0.0087236j -0.107736-0.00596714j -0.0522226+0.00224052j -0.0153747+0.00575283j 0.0160116+0.00217791j 0.053438+3.35135e-05j -0.00819126+0.000933474j 0.0161112+0.00776544j 0.00345227+0.000961076j -0.00142422+0.000797071j 0.0365311+0.00922955j -0.0245563-0.00148261j -0.0201935+0.0066594j 0.00949002-0.00213802j -0.0548004+0.0116974j -0.0105936+0.000407377j -0.0179115-0.00291417j 0.0168735-0.000349326j 0.00371386+0.00578773j 0.0414965-0.00385611j -0.0159272-0.0109721j 0.0133769-0.0137931j -0.019975+0.0040375j 0.0211601-0.00373653j 0.00822471+0.00141247j 0.00604609-0.00619376j 0.0173484-8.24617e-05j -0.0076906-0.00689496j -0.0222343+0.00610219j -0.00639469-0.00677121j 0.00255993-0.00183889j 0.00205932-0.00161189j -0.000674005+0.000585116j -0.018701+0.00254081j -0.0110869-0.0100921j -0.0106064+0.0112767j 0.0268948+0.00165784j 0.00678971+0.00188369j -0.0177245+0.00353679j -0.00110881-0.0105577j -0.0129099+0.00360281j 0.00443524-0.000709185j -0.0052596-0.0107213j 0.00749724-0.00119744j 0.0022668-0.00557294j -0.0326491+0.00477011j -0.0218052-0.00530967j -0.030843-0.00298923j -0.00849179-0.00300915j 0.0204397+0.0018151j -0.0104112-0.000451478j 0.00899468-0.0084196j 0.014752+0.00195976j 0.00838044+0.00734608j -0.00339262+0.0028084j 0.00364687+0.00411292j 0.0105053+0.00050041j 0.00187324+0.00700182j -0.00824406-0.000427266j 
-0.0138228-0.0582649j -0.0755103+0.019502j 0.000386166-0.0181677j 0.00279981-0.0481639j 0.0144223+0.0235324j -0.0188532+0.0263159j 0.00999325+0.00411907j -0.023936-0.0012273j -0.0215697-0.00666833j 0.073065+0.00801294j 0.0370408-0.00912323j -0.000712227-0.00862063j 0.0668792-0.00320238j -0.0465232+0.0114294j 0.0235058+0.000114579j -0.0061427-0.00374432j -0.0269877+0.00267316j 0.0204272+0.00149644j 0.0037138-0.000934686j -0.037406+0.00463993j 0.0216884+0.00548361j -0.0112052+0.00119227j -0.0447721+0.00314266j 0.000612273-0.00419199j 0.00808675-0.00151983j -0.013192+0.0029707j 0.00875092+0.00154703j 0.00464178-0.00906582j 0.0370258-0.00881612j -0.0129948+0.00760089j 0.0189428-0.00425836j 0.0152229-0.00459193j 0.00442095-0.00262675j -0.0254195-0.00123487j 0.00416854+0.0011084j 0.0180671-0.00163716j 0.00173789-0.00574902j 0.00925486-0.00522004j -0.0120727+0.00469192j 0.00329333+0.00239524j -0.00914141+0.00189016j -0.00106358+0.00123411j 0.00236737+0.00028248j 0.00297372+0.000108164j -0.0157179-0.00147329j 0.000548899-0.00481701j -0.0164167-0.000687457j 0.0199866+0.00178807j 0.00277768-0.000962859j -0.0216867+0.00181669j -0.00467913-0.00344193j -0.011723-0.00541511j 0.00427702+0.00106159j 0.00702523+6.03406e-05j 0.00469244+0.00176776j -0.00904178+0.00639746j -0.0254791-0.00455855j -0.0278386-0.00133891j -0.00939798-0.01148j 0.011147+0.00123045j 0.00758431-0.00192787j 0.000693536+0.00208648j 0.0152686-0.00207156j 0.00516144+0.00679522j -0.013521-0.00680211j -0.00680603+0.00502419j -0.013681+0.000576018j 7.58827e-05+0.00764878j -0.0175764-0.00228207j 0.00710674-0.00674227j 
0.0635259-0.0286093j -0.0289634-0.0518263j 0.00997178-0.0337137j -0.00607754+0.0187886j 0.0285084-0.0097392j 0.00417938+0.0179852j 0.0110186-0.00547829j 0.00540791+0.00453763j -0.0538096-0.00376393j 0.0434988+0.00283258j 0.0291-0.0101261j -0.0668047+0.00556915j -0.0541685-0.00148117j 0.0551101+0.00296202j -0.0225814-0.00854153j 0.00501736-0.00229828j 0.0247554-0.00759188j 0.0158347+0.00886489j 0.0140899-0.00141982j 0.0429968+0.0066366j -0.0196318-0.0081775j 0.0250943+0.00755959j 0.0282391-0.0039375j 0.0324285+0.00479703j 0.00506995+0.00367165j -0.00604692+0.000937867j 0.00399446+0.00997796j 0.000682798+0.00202259j 0.0147009-0.000686962j 0.00889786+0.00164857j 0.0157473+0.000220069j -0.00461352+0.00478685j 0.0131118+0.0047428j -0.00833892-0.0041895j 0.0186644-0.00187566j 0.00800624+0.00543366j -0.00354053-0.00204254j 0.0138861-0.000237969j -0.000957415+0.00154912j 0.0112404+0.00813188j 0.0017033+0.000164514j -0.00965629-0.00613479j -0.0172648+0.0012271j -0.00255786+0.00492847j -0.00620606-0.0019748j 0.014601-0.00583533j 0.00162466-0.0019667j -0.0180491-0.000177139j 0.0103167+0.00254738j 0.0169299-0.00501589j 0.00468769+0.00436481j 0.00643848+0.00112281j -0.0117965+0.00157471j -0.00757193-0.000873307j -0.00715497+9.03364e-05j 0.00739601-0.000706844j 0.0216349-0.00398492j 0.0181944-0.00949418j 0.0141757-0.000469298j 0.00486709+0.000816045j -0.017902-0.0029564j 0.00526779+0.00280137j -0.0103454+0.00727867j -0.0308318-0.000543252j -8.94486e-05-0.0136748j 0.00665213-0.00416237j -0.0083937-0.00460122j -0.0161461-0.00110183j -0.000526276-0.00790253j 0.0108445-0.00120707j 
-0.0495965-0.0104261j -0.0215522+0.041876j 0.00808928+0.0152787j -0.00632853-0.0134572j 0.00483901+0.0172043j -0.0190521-0.0176552j -0.000967425+0.0104965j -0.0213848+0.00678552j 0.0241356-0.00383969j -0.04104+0.00858932j 0.0716034+0.00289964j -0.00419779-0.000343248j 0.0251718+0.0085831j 0.0940631+0.0114156j 0.00192781-0.00911j 0.0240738-0.00155155j 0.0422264-0.00732168j 0.0108485+0.000148724j 0.037784-0.00559732j 0.0267119-0.00562252j 0.000523592-0.00562853j 0.0133075-0.0041495j 0.0532986-0.00517816j 0.0455885+0.0126225j -0.0228689+0.00340546j 0.0172658-0.00433198j 0.0223945+0.00780402j -0.0174362+0.00145056j -0.0293717-0.00645594j 0.0179155+0.00583213j -0.0168906-0.000801658j -0.00696035+0.00198515j -0.0101658-0.00289861j 0.00136738+0.000598433j 0.0291068-0.00198062j 0.0112477-0.00452449j -0.0252431+0.00149313j -0.00128754-0.00138471j 0.0118083+0.00720057j 0.000427925+0.00314851j -0.00140024+0.00906913j -0.0125655-0.000603188j -0.0156861-0.00257324j 0.0022566+0.00212953j -0.00571656+0.00439649j -0.0116154-0.00415409j -0.0185268-0.000654876j 0.0145773-0.00178775j 0.00911062+0.00116279j 0.0191918-0.000844025j -0.00260854-0.00421401j -0.0174302-0.000346287j -0.000872607+0.0024736j -0.00874841+0.000987923j -0.00608088+0.0021829j 0.011458-0.00018638j -0.00265315+0.0034617j -0.00517615+0.00321769j -0.0218761-0.00258136j -0.00152565-0.00351247j -0.0180215+8.34299e-05j 0.0176681+0.00202193j 0.00614355+0.000206401j 0.00669751+0.00970622j -0.0185166-0.00068178j 0.00728351+0.00319019j -0.00700223+0.00456728j 0.00270247-0.00499022j -0.0109417+0.00265226j -0.00352263-0.00705381j 
0.0277323-0.0174635j -0.0164103-0.0185784j -0.00566679-0.0217809j 0.0140983-0.00560701j 0.0238193-0.0104896j 0.00675133+0.0109605j 0.00274018-0.00127647j -0.00948161+0.0146526j -0.0613499-0.00748803j -0.0910468-0.00151703j 0.0342167+0.00319396j 0.127364-0.00841593j 0.0247135+0.00831266j -0.0318786-0.00628824j -0.0303675+0.0074866j 0.01975-0.000115445j 0.0511694-0.0164006j -0.0788926-0.00798619j -0.00873615+0.00663994j 0.0170652-0.00101816j 0.0376757+0.00550383j -0.00376113+0.00352516j 0.0215549+0.00400756j -0.0234268-0.00383209j 0.0106397+0.00207048j 0.0115785-9.09246e-05j -0.044622+0.00743142j 0.0166608+0.00168794j 0.00922552+0.00155017j -0.0203129+0.00566854j 0.00141592+0.00258884j 0.00373602-0.00918424j -0.00190443+0.00490872j 0.0099835+0.0020745j 0.00260925-0.00373641j -0.0103959-0.000195694j 0.0158637-0.00136668j 0.0115199-0.0016424j -0.0226228-0.000475334j 0.00476781-0.000128346j -0.0237675-0.00174674j 0.0123811-0.0086345j 0.00139031-0.00395352j -0.0106599-0.0022494j -0.00199335-0.00222059j 0.0137168-0.00564106j -0.00881209+0.00392622j -0.0126492+0.000807502j 0.00777099+0.000582337j -0.0101171+0.00170133j 0.015367-0.000528022j 0.00527921+0.00163081j -0.00203199+0.000389977j 0.000685938-0.00490801j 0.00550723-0.00320072j -0.00215468-0.00761262j 0.0113898-0.000730802j 0.000740042-0.00567571j 0.00748871+0.00354274j 0.00563424-0.00133806j -0.00514079-0.00509478j -0.0043619-0.00123678j -0.00160731+0.00206752j -0.0143536+0.00124533j 0.00391247+0.000943032j 0.00758628-0.00350011j -0.00779246-0.00620812j -0.00637774+0.00158248j 0.00290146-0.00244601j 0.00863633+0.00413882j 
