8.0724e-15-0.312447j 6.35908e-14-0.577287j 1.46765e-15+0.0967392j 1.75452e-14-0.367029j 8.56044e-15-0.414182j 1.00519e-14-0.120554j -1.18045e-14+0.34531j -1.25455e-15-0.0339425j 3.44224e-15-0.0753105j -3.61174e-15-0.0701931j 4.55095e-15-0.128204j 3.92805e-15-0.0906588j -5.9112e-16-0.0283002j 1.26175e-15+0.0658703j -5.53506e-16-0.0675358j -5.21378e-15+0.0346981j -5.05181e-15-0.00990517j 3.47354e-15+0.012884j 1.25606e-12+0.0112767j -3.58676e-15-0.0165768j 2.25761e-15-0.0367804j 1.22625e-14+0.0587139j 3.76092e-15-0.00679079j -2.20411e-15+0.00576773j -2.28768e-15+0.0055184j 5.03525e-16+0.046716j 1.72618e-14-0.0688015j -9.79719e-15-0.00944698j -2.59566e-14-0.00616686j 2.16875e-14-0.080773j 2.1708e-15-0.0212066j 3.56179e-15-0.01279j 6.14333e-15-7.04837e-05j -8.94894e-15-0.0424324j -5.01895e-15-0.0558077j -5.24636e-15-0.0422631j 9.5351e-16+0.0129093j -1.32683e-14+0.0171997j -7.98548e-15+0.0583736j 3.62495e-16-0.00290233j 6.25439e-15+0.0348042j 7.97501e-15-0.0131926j 3.25688e-15-0.0497146j -1.05686e-15+0.0130405j 1.66411e-15-0.106502j -3.15692e-16+0.0537332j -7.40598e-16-0.00296857j -1.20702e-15+0.0393715j 2.0752e-15-0.0264875j -3.78927e-15+0.093103j 1.38492e-15-0.0914464j 2.08292e-15-0.0294789j 3.81154e-15-0.108892j 3.06748e-15-0.0295432j -4.32492e-14-0.0376603j -4.56854e-15-0.13377j 
3.56398e-16+0.00525197j -4.66479e-15+0.019235j 3.20743e-15-0.0440758j -2.31913e-16+0.0377928j -1.60328e-15+0.0124688j -6.27968e-15+0.0203547j -7.62741e-16+0.0405549j 1.45057e-15-0.0647794j 6.42172e-15+0.0246894j -1.58691e-14+0.0584997j 1.71909e-14-0.0990072j 8.86966e-15-0.252815j 4.19775e-15-0.172839j 1.56045e-15+0.30882j 8.97493e-15-0.420869j 1.63697e-14-0.00501354j -4.04974e-14-0.0379146j -1.02223e-13+0.0941686j -7.92191e-11-0.712952j 1.26988e-14+0.0012582j 1.09096e-15+0.289192j -7.14892e-14-0.232755j -3.52456e-13+0.220747j -7.47411e-14-0.3272j -4.11492e-14-0.443211j 4.08598e-14-0.350875j 2.53418e-14-0.0158958j -1.83342e-14-0.31268j 6.62623e-13+0.239316j 1.41826e-14-0.188644j -9.73868e-15+0.0978707j 3.20646e-15-0.112647j 6.89293e-14-0.24032j 1.82281e-14-0.00538334j 9.06192e-15-0.36638j -1.6558e-14+0.171137j 1.65354e-15+0.0570446j -1.25499e-14-0.00266911j -3.74811e-14+0.214924j 5.70381e-14+0.0763337j -1.46467e-14+0.00462397j -2.71523e-14-0.0319621j -6.6018e-15+0.0335479j -7.60414e-15+0.0886202j -6.0499e-15+0.0274314j 3.25426e-15+0.0218855j 1.06318e-14-0.129621j -2.23171e-15-0.0297404j -9.98641e-16+0.0488411j -1.60176e-15+0.042026j 4.54947e-15-0.0574914j 3.4061e-17-0.0551142j 1.08477e-16+0.0112256j -1.31243e-15+0.00321835j 1.22555e-14+0.0356423j 4.13916e-15-0.0748425j 
-1.80702e-15+0.00663158j -9.60975e-15+0.0202873j -6.99435e-15+0.0263679j -9.9872e-15+0.0300638j -1.13239e-14+0.0224536j -2.97411e-15-0.015667j 1.4816e-14-0.0526619j -2.00603e-14+0.0585622j 2.33636e-14-0.0743018j 2.18208e-14-0.0367016j 2.73731e-14-0.112832j 4.2224e-14-0.0626005j 4.9963e-14-0.202164j -2.46435e-14+0.109825j -4.49534e-14+0.172733j -2.27599e-13+0.370324j -3.43129e-14+0.434704j -2.08522e-14-0.0985749j -1.02256e-11-0.0922701j 2.45451e-14-0.0843716j 5.16261e-14-0.227359j -3.00705e-16-0.237043j -4.42741e-13+0.274345j 7.21247e-14+0.260208j 2.55167e-15+0.251506j 1.04772e-13-0.700183j -5.83331e-14-0.0390155j 1.21414e-13-0.315883j -5.42111e-13-0.196164j -9.20093e-14+0.155316j 4.00678e-14-0.129261j 1.03536e-13-0.250163j 1.76718e-13-0.305049j 7.49556e-15+0.0783016j 7.75921e-14-0.236035j 5.17133e-14-0.217359j 2.85548e-14-0.0547883j -5.03265e-14+0.0840655j -9.06598e-14+0.231878j 2.62789e-14+0.00330845j 7.85897e-15+0.0324492j 2.62478e-14-0.00849506j -1.34333e-14+0.0602464j -4.67641e-14+0.13134j 4.2394e-14-0.116822j -1.36471e-14+0.0110619j 1.59323e-14-0.0636942j -9.21547e-15+0.0393182j 1.71363e-14-0.0449358j -2.02113e-14+0.0707116j -8.33997e-15+0.0396784j 2.33329e-15-0.00798582j 7.21774e-15-0.0095049j 1.51121e-14-0.044118j 1.4617e-14+0.0372363j 5.69668e-15+0.013885j 
-1.01963e-15-0.0164157j -4.13474e-15+0.0123381j 5.14071e-16-0.0206407j -3.05776e-15+0.0188289j -3.25063e-15+0.0154903j 8.22272e-17+0.0641352j 5.8439e-15+0.00177943j -4.14185e-15-0.060825j -1.67833e-15-0.0482508j 7.03492e-15+0.0442426j 4.3158e-15-0.0789388j 4.95786e-15-0.147135j 7.69673e-15-0.00658873j -1.16763e-15+0.155877j -2.47785e-14+0.167931j -9.52239e-14+0.281052j -4.41274e-14-0.278212j -1.26564e-14-0.153882j 1.43667e-11+0.129555j 5.34653e-14+0.211749j 1.19212e-15+0.282194j 3.81493e-14+0.105011j 3.21607e-13-0.257507j -8.35783e-14-0.227873j -9.79708e-14-0.194467j 1.22086e-13+0.482373j 1.0722e-13-0.0526259j -5.8568e-15+0.118453j 1.54704e-12+0.551531j -1.17139e-13+0.497336j 1.58887e-14+0.291046j -2.02994e-14-0.457389j -3.76724e-14+0.154197j 1.30765e-14+0.11705j -3.34e-14-0.168214j -2.45586e-14-0.195244j -1.02056e-15+0.090948j -8.92476e-15-0.133279j -3.31984e-15+0.065722j -6.06897e-14-0.124024j -4.94076e-14+0.120099j -5.31377e-14-0.277477j 4.05846e-15+0.166744j 4.81968e-15+0.0366829j 1.11989e-14+0.00234823j 2.91226e-15+0.0779445j -4.35364e-15-0.152609j 6.85231e-15+0.131432j 8.24221e-16+0.0218054j -3.73619e-15-0.0151118j -4.16754e-15-0.101445j 3.24429e-15+0.0752714j -7.46467e-16-0.0429291j -5.42643e-16-0.00911758j -1.17807e-14-0.00349255j -2.63317e-15-0.0542048j 
6.21443e-16+0.029706j -4.62637e-15+0.0200711j 5.91419e-16+0.0324087j -1.14794e-15+0.027647j -1.41654e-15+0.0825729j 3.09084e-16+0.00903483j 6.28805e-15-0.0512162j -5.59748e-15+0.0832259j 1.25683e-15+0.0544186j 5.44938e-15-0.157725j -5.71424e-15+0.0324587j 2.96229e-15+0.123003j 1.0981e-14+0.00011271j -1.15017e-14-0.205368j -2.5324e-14-0.368865j -5.91887e-14+0.287694j -2.522e-14-0.0889364j -3.314e-14+0.0654373j -6.5216e-12-0.058813j 3.35716e-14+0.188561j 2.82269e-14+0.0546678j 5.17061e-14+0.22438j -6.60292e-13+0.430659j -5.56936e-14-0.422503j 1.61244e-14+0.210244j 3.56788e-14+0.130117j 1.11241e-13-0.123511j -1.83685e-14+0.123487j 8.87381e-13+0.342612j -1.03978e-13+0.387163j -1.33864e-14+0.266664j 2.61676e-14+0.116774j -4.48975e-15+0.24549j -4.94761e-14-0.419527j -5.21155e-15+0.0846656j -2.19073e-14+0.053918j 6.93144e-15-0.00592942j -3.9061e-15-0.0805431j -9.85851e-15+0.178275j 7.30467e-14+0.133073j -4.68429e-14-0.270818j -4.90635e-14+0.111074j -1.06019e-15-0.197459j -2.77216e-16+0.0127797j 7.08783e-16-0.228819j -1.10381e-14+0.00620472j -6.06198e-15+0.0654482j -1.46832e-15-0.0679686j 1.96383e-15-0.155675j -3.64042e-15+0.0116935j -1.69521e-17+0.153567j -1.64797e-16-0.0745732j 2.4099e-15-0.0250525j 4.45154e-15-0.0180419j 2.54566e-14+0.03475j 5.60461e-15+0.0286722j 
-1.23302e-15+0.017854j 1.19105e-15-0.0171404j -4.13769e-16+0.0155902j -3.03347e-15+0.00957174j -4.48865e-15-0.0227532j -3.31288e-15+0.0333045j -1.42794e-15+0.0567723j 2.93346e-15-0.0189559j 1.20139e-15+0.0337838j -1.95148e-15-0.0466882j 5.04744e-15+0.00244954j -3.48465e-16-0.109065j 3.06564e-15+0.00583578j 4.17751e-15-0.048213j 6.24142e-15+0.0642241j -1.32084e-14-0.0309778j 1.37058e-14+0.0981058j 8.837e-15+0.488454j -6.59426e-12-0.0599898j -2.04282e-14+0.0831182j 2.73449e-14+0.337434j -5.58556e-14-0.191515j -5.77017e-13+0.412563j 8.31594e-14+0.223037j -4.05659e-14-0.2316j 5.72845e-15+0.17789j 1.70437e-14-0.0358175j 5.92883e-16+0.0681759j 1.12932e-13+0.0430685j -2.06155e-14+0.124445j 1.81292e-14-0.0588012j 1.81363e-14-0.284194j 1.10398e-13-0.32654j -3.37937e-15-0.391766j -1.28564e-14-0.183356j -1.18765e-14+0.298889j -7.44563e-15-0.150157j 2.49973e-15+0.359868j -5.0057e-15-0.293249j 1.24917e-13+0.15159j -9.11816e-14-0.0784365j -9.82261e-14-0.122955j 6.70431e-15-0.0564383j 7.67872e-16-0.0272085j 1.8288e-14+0.0309916j 2.12669e-15+0.0215358j 9.82606e-15-0.0320166j 5.77578e-16-0.0486208j -2.67584e-15+0.0115534j -2.05398e-15-0.0313448j -2.36446e-15+0.0383933j 1.24235e-15-0.0195639j 8.37106e-16+0.0168396j -2.4885e-15+0.0204284j 2.76172e-14+0.0465346j 7.53944e-15+0.00340626j 
7.5542e-14+0.0160153j 9.78912e-14+0.019878j -1.46686e-14-0.00253607j 2.21591e-13+0.0453253j 3.24828e-13+0.0645136j 2.96295e-13+0.061333j 6.34665e-14+0.0120987j -4.86288e-14-0.00959477j 1.22934e-13+0.0241555j -3.27607e-13-0.0654383j -1.47392e-13-0.029539j -3.50361e-13-0.0733372j 1.77484e-13+0.0352073j -3.79011e-13-0.0751897j -1.30965e-13-0.0228472j 4.30934e-13+0.0951521j -4.11431e-14-0.00944181j 1.29552e-12+0.25463j 1.18777e-11+0.101907j -5.75877e-14-0.0055987j 2.34736e-13+0.0453437j 1.18851e-12+0.222724j -3.29209e-13-0.0995838j 1.21389e-12+0.229j 2.24039e-12+0.448997j 1.44908e-12+0.284278j 3.21698e-12+0.661874j 1.30699e-13+0.0280416j 3.81517e-12+0.477777j -1.103e-12-0.231646j 4.03327e-13+0.0825478j 1.39818e-12+0.277075j -2.18739e-12-0.457083j 1.07019e-12+0.20704j 4.67464e-13+0.0924044j -1.43049e-12-0.290559j 1.14931e-12+0.235861j 8.77345e-14+0.0129918j -7.53534e-13-0.156068j 1.8506e-13+0.0351422j -1.08518e-12-0.17142j -2.04671e-12-0.368319j -6.1286e-13-0.125773j -1.84069e-13-0.0363571j -8.16433e-13-0.163216j 3.46364e-13+0.0701655j -5.33268e-13-0.109426j 9.97059e-15+0.00216388j -1.8071e-13-0.0373212j -3.99371e-14-0.00682189j 1.09185e-13+0.021187j -1.45649e-13-0.0292941j -1.84991e-13-0.0370143j 8.66724e-14+0.0162324j 2.55932e-13+0.047236j -1.78526e-13-0.0374122j 
7.52317e-15-0.039504j 3.9519e-15-0.00267339j 6.54518e-15-0.0566571j 6.01635e-16+0.0113502j -2.3698e-15+0.040941j 1.3811e-14-0.0599773j -2.03639e-14+0.0977865j 7.74251e-16-0.00650262j -6.5344e-15+0.0691027j -2.69586e-14+0.0610981j 6.77855e-15-0.00719967j 1.12316e-14-0.0505773j -2.76356e-16+0.0495622j 1.8511e-14-0.12559j 3.15835e-14-0.106607j 4.37422e-14-0.092575j -2.46012e-14+0.154763j 5.45269e-14+0.0212052j 1.89531e-11+0.170464j 9.78742e-15-0.150941j -4.89498e-14+0.34784j 3.85828e-14+0.278055j -3.09284e-13+0.205466j 1.35826e-14-0.164627j 4.1284e-14+0.094491j 1.66266e-14-0.268393j -5.96518e-14+0.0669859j 1.13682e-14-0.166575j -5.36606e-13-0.208684j -8.08854e-14+0.114608j 6.32209e-14-0.576316j 5.23227e-14-0.194582j -1.25871e-13+0.431853j -2.73128e-14+0.155253j 1.53905e-14+0.0404453j 2.81235e-14-0.00568779j 5.70986e-14-0.221687j -2.49903e-14+0.0734128j -6.31025e-14-0.042395j -2.35772e-13-0.410799j -2.581e-14-0.267857j -4.71854e-14+0.096488j 2.41322e-15-0.149625j 3.66158e-14-0.243694j -1.16417e-14-0.0312259j 3.75929e-14+0.00144148j 1.78138e-14-0.0355967j 1.52315e-14-0.0876577j -2.82208e-14+0.129504j 1.46265e-14-0.079678j -8.4312e-15-0.0421877j -1.15634e-15-0.0231428j -5.60028e-16-0.0483504j -3.45349e-14+0.146631j -5.66628e-15-0.000109108j -1.491e-15-0.0358621j 
4.05794e-16-0.0160867j 4.26831e-15-0.0446904j 3.57139e-15+0.0038153j -1.90549e-15-0.00794663j -4.84898e-16-0.00173229j 3.35636e-15-0.0597157j -5.36488e-15+0.060444j -1.85748e-15-0.0110545j -4.19579e-15+0.0307014j 2.70804e-15+0.121575j -1.1824e-15-0.0629961j -1.84326e-15+0.0631406j -8.85961e-15-0.0761917j 3.4432e-15-0.0513257j 1.50443e-14-0.128907j 1.19813e-14+0.0360019j 1.36878e-14+0.0961478j -5.26264e-14-0.145036j -2.16251e-11-0.194204j 9.40439e-15-0.138042j -4.65698e-15+0.271983j -6.56536e-14-0.199085j 1.47437e-15+0.0168141j 6.03673e-14+0.123772j 2.17308e-14+0.00901783j 9.79637e-15-0.106053j -2.07178e-14+0.233401j 5.71815e-14+0.478355j -1.43944e-13-0.0472099j 8.09589e-15+0.102054j 1.03994e-13+0.567624j 1.15311e-14-0.105624j -2.28793e-14-0.0447265j -5.60769e-14-0.108689j -6.79193e-14-0.257189j -4.94192e-14-0.170504j 3.06113e-14-0.0550144j -4.41694e-14+0.341753j -6.37372e-14+0.481491j 3.01908e-13+0.384364j -8.35814e-14-0.255434j -1.19066e-13+0.0280754j 2.43502e-14+0.273996j 2.92836e-14+0.0761783j 1.20598e-14+0.116026j -5.06704e-15-0.272887j -1.04104e-14-0.173476j 1.98486e-14+0.0101878j -7.79141e-15+0.0824182j 2.40801e-15-0.07528j 2.91572e-15+0.193283j 6.64668e-15+0.0329727j -2.80304e-15+0.0182705j -7.49284e-15+0.150673j 8.3202e-15+0.0019254j 5.77178e-15+0.0514501j 
-1.12274e-16-0.0344431j -1.29298e-15+0.00701119j 9.61112e-16-0.0262057j 3.21142e-16-0.0370789j 7.71996e-16-0.0119161j 3.15093e-15-0.0721308j 4.43278e-15-0.0638828j -4.50888e-16-0.00232495j -2.65489e-15+0.0314888j 1.16499e-15-0.0721241j -6.12575e-16+0.0542011j -3.72574e-15+0.00673689j -6.26783e-15-0.0116742j -5.98683e-15+0.0328957j 1.52822e-14+0.00237712j 2.06586e-14-0.0925573j -6.51733e-17+0.0145854j -1.25814e-14-0.0257677j -7.61466e-12-0.0684852j 9.58532e-15+0.0905887j 1.74532e-14-0.0247914j -2.19718e-14-0.108707j -1.16794e-13+0.096549j 5.886e-14+0.200021j 1.24928e-14-0.299598j 1.76566e-14-0.126889j 2.69549e-15+0.199402j -4.57183e-15-0.220921j 1.08643e-12+0.376725j 2.93135e-14-0.204502j -2.40765e-14+0.479109j -2.61029e-15+0.00346009j -2.36506e-14+0.310685j -5.01723e-14-0.372823j -5.07318e-14-0.42487j -1.97732e-14-0.025977j -6.13129e-14+0.376443j -2.05509e-14+0.49338j 3.43923e-15-0.288282j 7.95736e-14+0.197581j -2.61756e-14-0.211631j -4.50289e-14+0.234259j 1.20113e-14+0.158266j 1.25488e-14-0.0727775j -1.98736e-15+0.204791j -1.35706e-14+0.335676j -1.86357e-15+0.346179j 9.01048e-15-0.0587775j -4.44762e-16+0.00165368j -6.35999e-15+0.0413272j 9.09741e-16-0.069096j 4.0117e-15+0.0416814j -4.22771e-15-0.00500879j 5.9314e-15-0.0325549j -4.27123e-14-0.0730205j -9.58539e-15+0.00704827j 
-1.66547e-14+0.0381571j 2.87644e-15-0.00989342j -2.47513e-14+0.0582662j 2.31405e-15-0.00887241j 5.62339e-15-0.0229604j -3.82873e-14+0.0849873j 1.9938e-14-0.0509865j -4.25905e-15+0.0147176j 2.71082e-14-0.0616671j 3.62826e-14-0.0942262j 7.69161e-16-0.0170225j 2.09847e-14-0.0432801j 1.4263e-14-0.0288535j -4.19052e-14+0.0867613j -4.2849e-14+0.0725474j -6.07042e-14+0.0819244j 1.54829e-14-0.00630879j -4.98704e-15-0.00812008j -4.66409e-12-0.0419629j -2.10231e-14+0.0769719j 1.70418e-14-0.0627671j 3.75736e-14-0.133267j 3.00947e-14-0.0137168j -4.04694e-15-0.0865899j -2.76718e-14+0.0740392j -4.66102e-14+0.0426243j -1.01178e-13+0.116845j 2.67845e-14-0.003057j -6.95492e-13-0.304175j 1.16011e-13-0.16313j 8.36323e-14-0.16247j 2.29323e-13-0.482131j -3.43258e-14+0.10367j 8.48025e-14-0.0558343j -4.79697e-14+0.142793j -2.60011e-13+0.691492j 1.40702e-13-0.263124j -2.40184e-13+0.395572j -2.9504e-13+0.360302j -5.49849e-14-0.461968j -1.0098e-13-0.286932j -7.9429e-14-0.265744j -1.64e-13+0.341416j -1.74072e-13+0.328128j 3.673e-14-0.117363j -3.20213e-14+0.0698326j 1.86047e-14-0.00777107j -5.55771e-14+0.0768529j 5.88593e-14-0.150363j -2.17381e-14+0.0204852j -2.23394e-14+0.0762461j -2.2894e-14+0.0596962j 2.23517e-15+0.00867217j 4.64473e-14-0.112898j 5.8332e-15+0.0201836j -8.17534e-15+0.0404945j 
3.79238e-15+0.00244195j -9.32565e-16+0.0118718j 9.06911e-16-0.0216663j 1.05986e-15+0.0143589j -8.44369e-16+0.0279293j 5.19404e-15+0.00400866j 3.63578e-15-0.039726j 1.67564e-15-0.0213001j 1.34203e-15-0.0248232j 2.13463e-17-0.0456013j 3.87001e-16-0.01888j -5.67373e-15+0.030904j 1.30629e-14+0.0161389j -3.18348e-15-0.0332574j 2.54543e-15-0.0158106j 9.97114e-15+0.00580896j 1.43192e-14+0.0838363j -1.06506e-14-0.0019489j -4.18427e-12-0.0376988j 7.20152e-15+0.112721j -2.26401e-15+0.00803855j 1.71657e-14+0.151635j -1.47322e-13+0.0837381j -1.13847e-14-0.0518531j 1.52953e-14-0.1189j 1.91473e-14-0.198771j -2.61639e-14+0.141785j -3.70312e-15+0.14424j -8.04541e-14-0.0281263j 4.91891e-14-0.113416j 5.34882e-15-0.021057j 1.56706e-14-0.0589679j 1.23074e-13-0.410049j 4.78888e-14-0.00226186j 1.3197e-14-0.440205j -1.78162e-14+0.114648j 1.97386e-14-0.33212j -3.48015e-14+0.293949j 2.54865e-15-0.210446j -2.17552e-13-0.306101j 2.2348e-13+0.069004j 2.77029e-13+0.589745j -1.86481e-14+0.504847j -2.54081e-14+0.0423674j 1.04086e-14-0.345425j -1.60835e-15+0.232618j 6.48447e-16-0.102721j 4.26747e-15-0.343471j -5.81275e-15+0.068035j 8.76923e-16+0.0317673j -3.48119e-15+0.0990748j -6.12671e-15-0.0487139j 7.00902e-16+0.0438107j -2.06135e-15+0.00433838j -1.49835e-14-0.0230955j -5.56267e-15-0.0359015j 
4.39891e-15+0.0157787j 8.01854e-15-0.0840031j 4.48098e-15+0.0551427j 2.71406e-15-0.055649j -2.66055e-15-0.0958374j 1.1301e-14-0.0177792j 1.01402e-16-0.00526457j -2.00772e-15+0.0176551j -3.32874e-15-0.0493168j -6.87938e-15-0.12021j -3.02842e-15-0.042504j -1.14144e-14+0.101057j 2.16862e-15+0.0835777j 7.31896e-15-0.0658301j 4.49744e-15-0.045059j 1.26964e-14-0.000753783j -9.93767e-15-0.0215245j 6.20781e-15+0.17085j -4.50061e-12-0.0407647j -1.25321e-15+0.0350381j -1.1336e-14-0.138924j 5.59768e-15+0.152791j -1.49156e-13+0.0874312j -1.96167e-14-0.140841j -1.25805e-14+0.00367878j 1.91334e-14-0.0594193j 3.45596e-15+0.108661j -3.01568e-14+0.0596089j 5.34475e-13+0.194277j -5.64741e-14+0.132202j -1.98998e-14-0.168232j -3.50578e-14-0.106523j -4.43961e-14+0.0551166j 5.56038e-14+0.453928j 2.55465e-14-0.0336784j 5.34417e-14+0.126781j -7.64548e-15+0.0851439j 6.36931e-14-0.275383j 3.44388e-14-0.0204896j 6.20114e-14+0.0946739j -4.27955e-14+0.123035j -3.32206e-14-0.217941j 3.36552e-14-0.219299j 2.95457e-14-0.530259j 6.46903e-16-0.234621j 3.39665e-14-0.257854j -2.57374e-14+0.369774j 7.7256e-15-0.424864j -9.92716e-15-0.119162j 1.16118e-14-0.0853658j -7.0478e-16+0.309851j -3.15754e-15-0.0374501j -3.76283e-16+0.168183j -1.1693e-14-0.0602948j 7.78034e-15-0.0182434j -1.76018e-15+0.100149j 
2.43515e-14-0.0826554j -2.05667e-14+0.0452177j 2.31689e-14-0.0773367j 1.09328e-15-0.000562741j -2.34446e-14+0.0744892j 3.50535e-14-0.117556j 9.17667e-15-0.0215791j -1.37559e-15+0.0113204j -4.91475e-15+0.0349477j -1.7402e-14+0.0686668j -1.48075e-14+0.0536754j -2.84623e-14+0.07509j 1.88347e-15+0.0129635j 2.36461e-14-0.084183j 3.06392e-14-0.0580461j 4.53351e-14-0.0657323j -4.54467e-15+0.0608762j -6.04837e-15-0.018769j -3.5088e-12-0.0316606j 6.71525e-15-0.0681837j 1.37736e-14+0.00601494j -2.25057e-14+0.129383j -1.71594e-13+0.0941614j 2.73329e-14-0.00945812j -2.75265e-15+0.0306493j 3.3582e-14-0.0720165j 3.28128e-14+0.0131726j -7.16382e-14+0.213416j 2.31606e-13+0.105486j -6.89801e-14+0.125676j 1.104e-14-0.0227875j -1.54025e-14+0.0617724j -1.22364e-14+0.0484862j -1.76825e-15-0.0539986j -9.59717e-15+0.159442j -5.72619e-14+0.187186j 1.55838e-13-0.367467j 8.13615e-14-0.190326j -4.32634e-14+0.0490933j -1.69474e-13-0.618573j -1.92625e-13+0.245838j 7.34465e-14-0.499024j 7.17684e-14-0.257977j -1.14969e-13+0.46764j 9.4383e-14-0.320442j 1.55304e-13-0.511726j -1.72834e-13+0.57417j 6.39675e-14-0.131785j -5.44929e-14+0.216664j 4.76162e-14-0.172436j 1.61742e-14-0.0771093j -2.11126e-15+0.0441627j 1.00072e-14-0.0527745j -4.05124e-14+0.137635j -3.71595e-14-0.0933653j -3.43134e-15-0.0368762j 
1.01797e-15+0.072252j -1.59381e-15+0.0419669j 2.18828e-16-1.31603e-05j -5.18849e-16+0.0640127j 7.10171e-16+0.0249916j -8.39401e-16+0.0527283j -2.42601e-15-0.0202504j -9.44123e-16-0.0222298j -6.12357e-16+0.031401j -1.90142e-16-0.0141209j -1.97072e-15+0.0562793j 1.71706e-16-0.0371752j 6.29425e-15-0.0140974j -4.28345e-15+0.0222952j 6.08487e-15-0.0341423j 3.11718e-14-0.0876072j -9.28832e-15-0.0389919j 1.67085e-14+0.000437108j 1.20457e-11+0.108406j -8.29198e-15-0.0259083j -1.09078e-14-0.0660498j 4.00006e-16+0.0454868j 1.04802e-13-0.0827817j -1.12143e-14+0.00871632j -1.21994e-14-0.101544j 1.28627e-14+0.00290696j 2.7033e-14-0.0801074j -1.20126e-14-0.13053j 3.86943e-13+0.144713j 5.84217e-15-0.0442837j -3.37959e-15-0.0282452j -6.86873e-15-0.0196789j -5.32227e-15+0.0313853j 5.59904e-15+0.022089j -5.94782e-15-0.21196j -1.66198e-14+0.135105j 3.9934e-14-0.233734j -6.51076e-14+0.0158191j -8.51458e-14+0.478492j -1.34505e-14-0.0360683j 2.29921e-13+0.329835j 2.77466e-13+0.309441j 1.20245e-14-0.354248j -1.82679e-14+0.111042j -2.3826e-15+0.632392j 8.54329e-15+0.00738709j -1.81505e-14+0.145995j 1.04011e-14-0.428278j -1.60067e-14+0.170985j -1.04904e-14+0.406613j 5.70464e-15-0.23119j 1.48478e-14-0.387103j -2.12945e-15+0.0419014j -1.71771e-15-0.0510975j 3.17673e-14+0.0750758j 1.10418e-14-0.0826095j 
2.6894e-15-0.0462223j 3.3926e-16-0.0071706j 1.14487e-15-0.0226612j 8.66408e-16+0.00683501j 1.2098e-15+0.0667337j 3.10698e-15-0.0752117j 2.31301e-15+0.0366648j 1.84269e-17+0.00483156j 1.30793e-15+0.051286j -1.4319e-15+0.031387j 6.69013e-16+0.00437226j -7.2183e-16+0.0613747j 3.37449e-15+0.0253273j -4.36299e-15-0.0404513j 7.2791e-15-0.0698928j 2.01582e-14-0.0450854j 5.09502e-15+0.0878017j -6.47716e-15+0.0161j -4.36208e-12-0.0392872j 2.49318e-15+0.00677087j -2.74755e-15+0.0110918j 1.89178e-14+0.110825j 6.63232e-14-0.0501268j 1.19308e-14+0.0440303j -7.62798e-15-0.0819984j 6.17394e-15-0.066904j 2.09565e-14-0.00351406j -1.24377e-14+0.0310048j 3.28664e-13+0.115373j -1.21345e-14+0.061812j -1.25272e-16-0.228389j 5.8203e-15+0.0392788j 1.03543e-14-0.0998285j 1.70065e-14+0.0833257j 4.20321e-15-0.10934j -5.63582e-15+0.0426492j 1.89017e-14-0.270382j -3.81348e-15+0.0952564j -4.60064e-14+0.130901j 3.29477e-13+0.477353j -6.50816e-14-0.025693j -1.20093e-13-0.164441j -1.12373e-14+0.425654j -2.1479e-14+0.347593j -1.06151e-14+0.149775j -2.87209e-15+0.373268j 4.6019e-15+0.0433657j 2.11266e-15+0.143709j 4.2694e-15+0.343443j -1.03403e-14+0.251887j -2.49933e-15+0.59211j 3.41715e-15-0.126804j -2.13734e-15+0.0060353j -2.60169e-15+0.27893j 6.83995e-15+0.00856778j 6.4598e-16+0.0126289j 
1.97188e-15+0.044778j -2.19014e-14+0.213333j 1.23964e-15-0.0778686j -3.85673e-15+0.120558j -1.05124e-15+0.237358j -1.21311e-15+0.0586484j 2.19614e-15-0.0926245j 2.98273e-15+0.0359982j -2.00819e-15+0.0566759j 1.76684e-15+0.0590891j -1.99907e-15+0.132908j 5.55722e-16+0.0273779j 2.16617e-15+0.0256532j -1.11788e-15-0.116991j 4.81094e-15-0.0538832j -2.44049e-15-0.0027201j 6.33229e-15+0.0252511j -1.92906e-14-0.0881629j -6.84857e-12-0.0615356j 1.25596e-14+0.025439j 7.07071e-15+0.0754588j 2.70968e-15+0.0064596j -3.88345e-14+0.0404482j 4.94728e-14+0.157734j 9.90635e-15+0.000764676j -1.80449e-14-0.0569179j -1.33474e-14+0.0170316j -1.56292e-15+0.13672j -1.79645e-13-0.0622985j -8.71363e-15+0.0554254j -1.55755e-15+0.000786276j -1.231e-14-0.00251714j -1.94302e-14+0.0397904j 7.26598e-15+0.0724437j -2.12341e-15+0.0570676j 1.03259e-14+0.00414989j -1.44963e-15-0.115789j 2.71102e-14+0.0240705j 3.98819e-15-0.0601907j 1.61783e-13+0.224993j -8.40509e-14-0.0137625j -9.8101e-14-0.210548j 8.70107e-15+0.079268j 9.06772e-15-0.468768j 1.15445e-14-0.0234163j 1.1716e-14+0.25215j -1.21834e-14-0.0103421j -8.59543e-15+0.199559j -1.13997e-14-0.682046j 1.16763e-14-0.262657j -1.70373e-15+0.0720302j -2.91569e-15+0.0294257j 6.27927e-15-0.351333j 2.25884e-15+0.226888j -4.40902e-14-0.0365363j -7.05721e-15-0.170557j 
