3.11364e-13+0.0756035j 2.491e-14+0.22774j 1.13626e-15-0.0886821j 1.85074e-15+0.113841j 1.73064e-15+0.129864j -2.72483e-15-0.16158j 2.37349e-15-0.0528401j 2.49373e-15+0.13957j 2.21017e-15+0.168982j -1.00658e-14-0.0727237j -1.35101e-14-0.111777j -3.1e-15-0.0553189j 3.97088e-15+0.146001j -4.32934e-15-0.0813682j 2.49869e-15-0.0726134j 4.95339e-15+0.0956212j 5.17112e-14-0.19462j 3.34734e-14-0.0438173j -2.69335e-14+0.122923j 2.06363e-15-0.143607j -2.95701e-14-0.0745272j -2.94875e-15-0.177633j 7.15554e-15-0.0862934j -6.45787e-15-0.0697366j 7.02305e-15+0.0544799j 7.351e-15+0.0730551j 7.02351e-15-0.112219j -3.44758e-14+0.0335618j -4.79128e-15+0.108741j 3.72517e-14+0.0773515j -1.87605e-14-0.0783797j 7.31778e-14+0.0644535j -1.04299e-12+0.11006j 5.62913e-14-0.0445127j 1.19471e-13-0.281734j 1.21973e-12+0.147224j 3.25415e-14+0.0771021j 8.5914e-14+0.0808054j -1.67348e-13+0.157936j -8.24247e-14+0.0863552j -1.22666e-14+0.0177192j -1.35726e-13+0.172135j 1.46778e-14+0.121672j 1.14663e-14-0.0126115j 3.03002e-15-0.00715894j 1.45278e-14-0.0434734j 1.322e-14-0.0639345j 6.22708e-15+0.097057j 3.14871e-15+0.158159j -9.11379e-14-0.0858737j -2.82241e-14+0.022573j -3.10948e-14-0.111316j -5.62898e-15+0.0141272j 6.03598e-14-0.194079j 2.57742e-14-0.01746j 3.31134e-15+0.0905426j 1.89979e-12+0.202863j 3.13608e-15+0.00625475j 1.3328e-15-0.026363j 1.44119e-14+0.108646j -4.28995e-15-0.00449946j 5.93054e-15+0.0816318j -4.89079e-15-0.0911967j -5.17383e-15-0.147727j -2.57789e-15+0.0888563j -2.42054e-15+0.0368119j 2.17439e-14-0.158283j 2.2516e-14+0.0339522j -1.95505e-15+0.0142305j -4.57944e-15-0.173117j -1.12394e-14-0.175119j 3.18572e-15+0.0502927j -5.95622e-16+0.000243615j 4.91677e-15-1.35671e-05j -1.5168e-14-0.168019j 2.51477e-14+0.141708j -3.1138e-13-0.173812j 
-1.38062e-15-0.000403319j -5.73407e-17-0.00016033j 2.5736e-17-0.000433762j 1.86837e-17+0.000382328j 7.19765e-18+0.0002007j -2.24396e-17-0.00043851j 3.19581e-17-0.000217941j 3.27673e-17-0.000970659j 1.13707e-17+1.91946e-05j 6.32236e-17+0.000622127j 7.13552e-17+0.000843587j 1.93675e-17-0.000287654j 2.19851e-17-0.00129879j -1.8266e-17+0.00105033j -3.42016e-17+0.000761451j 3.92634e-17+0.00022972j 1.58176e-16-0.000195625j 8.29417e-17-0.00115117j -5.86258e-18-0.000627605j -3.37799e-17+9.81621e-05j -2.80169e-16-0.000980019j -6.43041e-18+0.000942961j 7.23796e-17-0.000200929j -5.89859e-17-0.000292741j -4.66932e-17+0.00146912j 1.74005e-16+0.000331731j -9.68312e-17+0.000167773j 2.0541e-16-0.000591413j -2.4269e-17+0.000908746j 9.15476e-17+0.000220977j -4.43263e-17-0.000228411j 2.88878e-16+0.000323245j -6.67871e-15+0.000694766j -1.72959e-16+0.00148245j -8.15032e-16+0.000943829j 4.51134e-15+0.000536205j 3.13382e-16+0.000647467j -8.84311e-16+0.000579848j 1.78749e-15-0.00101195j 4.99262e-16-0.000339296j -4.66334e-17+0.000343578j -6.36828e-16+0.000759353j -1.03343e-16-0.0016109j 3.85958e-17+0.00125604j 4.89732e-17+0.000197375j 1.27146e-16-0.000432807j 1.37461e-16-0.000179118j -3.78075e-17+0.000374875j 1.10374e-17+0.000292334j -6.70694e-16-0.000300497j -2.44383e-16-0.00106202j -1.03457e-16-0.000258009j 8.69692e-17+0.00101997j 2.0318e-16-0.000576356j 1.12752e-17-0.000204531j 2.00485e-17-0.00103998j 5.46353e-16+6.5147e-05j -4.16394e-17-0.000833299j -1.45374e-16-0.000958539j -3.04517e-17-0.000259702j -1.29727e-16+0.000501234j 8.04639e-17+0.000529707j -1.44972e-17+0.00102106j -9.17907e-18+0.000970275j 2.56198e-18-0.0010547j 3.78131e-17-0.000104977j -1.05515e-16+0.000541515j -4.60778e-16-0.000757007j -2.23542e-17+0.000654689j -2.09739e-17+0.000716289j -3.31007e-17-0.000651035j 2.96843e-17-3.86293e-05j -1.8119e-17+0.000314739j 2.26558e-17-0.000105017j -4.59144e-17-0.000595381j 4.37337e-17-0.000491466j 2.07627e-17-8.15373e-06j 
-5.29266e-16-0.000174517j -2.32134e-17+0.000270555j 4.59843e-18-0.000491901j 1.21004e-17+0.000458492j 3.39232e-18+0.000365921j -9.00024e-18-0.000567886j 8.74026e-18-0.000287053j 7.2638e-18-0.000431977j 8.69377e-18+0.000321611j 2.69787e-17+0.000284915j 4.3134e-17+0.000392846j 1.09165e-17-0.000287986j 9.30597e-18-0.000620419j -7.17304e-18+0.000576618j -1.52912e-17+0.000380114j 2.01662e-17+0.000293539j 2.08023e-16-0.000477904j 1.09597e-16-0.00086729j -5.02363e-17-0.000177143j -2.09257e-17-0.00020393j -2.75465e-16-0.000832817j -5.00859e-19+0.000320674j 7.66073e-17-0.000258506j -2.18473e-17-0.000265484j -1.92555e-17+0.001074j 1.38621e-16+0.000370217j -5.45539e-17-0.000109005j 6.35222e-17-0.000329217j -1.05799e-17+0.000847883j 1.38156e-16+0.000307413j -5.82662e-17-0.000274912j 3.15822e-16+0.000342067j -6.14869e-15+0.000642454j -1.50035e-17+0.000901379j -3.19572e-16+0.000138372j 5.56788e-15+0.000665938j 2.59771e-16+0.0005559j -4.56045e-16+0.000521778j 9.09146e-16-0.000415153j 1.99267e-16-8.93434e-05j -6.16602e-17+0.00022833j -6.87278e-16+0.000845721j -7.75379e-17-0.000914601j 4.50037e-17+0.000799635j 3.39619e-17+0.000104892j 1.1969e-16-0.000339745j 1.17779e-16-0.000223643j -1.34066e-17+0.00043963j 2.28296e-17+0.00051541j -6.22481e-16-0.000358558j -2.28842e-16-0.000689535j -1.35101e-16-0.000387576j 3.22972e-17+0.000679107j 2.50011e-16-0.000711496j 5.77634e-17-0.000150997j 6.15011e-18-0.000555753j 3.9291e-15+0.000424269j -3.96235e-17-0.000579587j -9.88638e-17-0.000693939j 8.06983e-18+2.98445e-05j -7.96294e-17+0.000374761j 5.37969e-17+0.000483146j -1.19333e-17+0.00052765j -6.30672e-18+0.000393254j -1.22389e-17-0.000559704j 1.22799e-17-2.35723e-05j -2.17799e-17+9.38475e-05j -2.79056e-16-0.000454336j -3.03631e-18+0.000499399j -7.54101e-18+0.000188188j -4.00608e-17-0.000755211j 6.82018e-18+2.37337e-05j -3.28169e-20+0.000241622j 1.18972e-17-9.9597e-05j -6.17988e-17-0.000718253j 4.64022e-17-0.00012433j -5.00638e-16-0.000301558j 
-1.59261e-15-0.000442199j -9.22276e-17-0.000456097j 2.4418e-17-0.000286213j 4.2644e-18+4.35012e-05j -1.59478e-18-5.61939e-05j -6.74519e-18+4.31766e-05j 2.66063e-17-0.000243496j 1.82943e-17-0.000739605j -1.0089e-18-0.00015182j 4.05306e-17+0.000360307j 5.56521e-17+0.000633825j 1.55677e-17-5.48285e-05j 4.44439e-18-0.000811714j -4.62291e-18+0.000655505j -2.06747e-17+0.000431638j 2.04711e-17-0.000137327j 3.06542e-17+0.000132846j 1.52173e-17-0.000558604j 1.00947e-17-0.000324912j -2.03309e-17+0.000150073j -1.62852e-16-0.000555064j -4.79518e-18+0.00066226j 2.16851e-17+0.000136092j -1.00876e-17+0.000183469j -2.22243e-17+0.000583091j 8.26405e-17+0.000146429j -3.69371e-17+0.000112972j 7.48964e-17-0.000279924j -2.68545e-17+0.000490981j 1.09401e-17+0.00010668j -2.24984e-17+6.18133e-05j -8.8614e-19+0.000121387j -1.03494e-15+0.000111029j -1.36353e-16+0.000680408j -5.18558e-16+0.000793439j 2.22436e-15+0.000271016j 1.0749e-16+0.000143798j -5.50994e-16+0.000128265j 1.12738e-15-0.000728618j 4.22465e-16-0.000324592j 2.16475e-17-7.07849e-06j -2.62002e-16+0.000284072j -7.83949e-17-0.00110894j 2.49176e-17+0.000509413j 2.70204e-17+3.58828e-05j 2.17208e-17-2.94645e-05j 2.93741e-17+3.54162e-05j -4.1435e-17+0.000128969j -1.11797e-17+0.000117232j -2.52565e-16-5.8367e-05j -9.5676e-17-0.000594833j -3.80701e-17-6.23417e-05j 2.90904e-17+0.000326399j -1.15782e-17+4.5786e-05j -4.06948e-17+1.7135e-07j 1.09169e-17-0.000671772j -1.16505e-15-0.000119555j -2.49601e-17-0.000532362j -7.10378e-17-0.000432496j -2.10897e-17-0.000199924j -8.89168e-17+0.00044028j 2.52582e-17+7.59171e-05j -7.0352e-18+0.000601851j -1.4543e-18+0.000644849j 8.28217e-18-0.000637894j 2.60504e-17-0.000172444j -8.2987e-17+0.000488166j -2.56952e-16-0.00042132j -1.55493e-17+0.000439409j -5.24897e-18+0.000601759j 1.62657e-18-0.000129693j 1.60305e-17-0.000249239j -1.37738e-17+0.000276548j 1.17647e-17-0.000175289j -5.69251e-20-0.000168544j -9.45022e-18-0.000595804j 4.89857e-16+0.000254787j 
-9.74411e-17-0.000136279j 1.74633e-15-0.000485672j -8.68291e-16+0.000222259j 1.03069e-15-0.000280587j 1.11051e-15-0.000299434j -1.42794e-15+0.000391622j -5.19197e-16+0.00012495j 8.37571e-16-0.000224071j 1.37861e-15-0.000367119j -3.98262e-16+0.000103216j -6.33746e-16+0.00017415j -5.26441e-16+0.0001458j 8.01334e-16-0.000205693j -3.42944e-16+8.84329e-05j -3.75579e-16+9.114e-05j 8.18137e-16-0.000233385j -1.76616e-15+0.000439583j -7.73626e-16+0.000192137j 8.88938e-16-0.00020761j -1.14842e-15+0.000300642j -8.19999e-16+0.000239124j -1.16687e-15+0.00030446j -7.70109e-16+0.000210459j -6.09859e-16+0.000187201j 8.51254e-16-0.000247743j 6.66612e-16-0.000184203j -8.8047e-16+0.000224996j 1.60914e-16-1.9953e-05j 1.17621e-15-0.000306845j 6.13644e-16-0.000183174j -6.52911e-16+0.000193411j 4.35672e-16-0.000166124j 3.97096e-15-0.000303104j -4.89987e-17-3.49484e-05j -2.2085e-15+0.000530885j -1.60429e-15-0.000358087j 7.09382e-16-0.000226704j 7.08614e-16-0.000227991j 1.20033e-15-0.000258142j 7.38947e-16-0.000160877j 2.61179e-16-7.46807e-05j 1.97665e-15-0.000434265j 4.83814e-16-0.000133467j 2.22388e-16-8.57614e-05j -1.81148e-17-4.39519e-06j -5.10371e-16+0.0001373j -6.09283e-16+0.000156349j 8.93219e-16-0.000240498j 1.37871e-15-0.000361805j -5.32874e-16+0.00021185j -4.64133e-17+4.01755e-05j -9.11677e-16+0.000261111j 3.99567e-16-0.000125104j -1.88761e-15+0.000475443j -2.51506e-16+5.89475e-05j 4.21871e-16-0.000109708j -2.46109e-15-0.000442531j -2.04648e-16+5.30027e-05j -4.81943e-16+0.000139916j 7.86084e-16-0.000211321j 1.45473e-16-2.51447e-05j 7.89544e-16-0.000226632j -4.35514e-16+0.000110108j -9.09962e-16+0.000237335j 4.21804e-16-0.000103094j 2.64154e-16-7.42934e-05j -1.16653e-15+0.000298883j 4.66263e-17-9.14537e-06j 3.24015e-16-8.1349e-05j -1.18552e-15+0.000316539j -1.58808e-15+0.000435651j 3.72875e-16-0.000113306j 1.07253e-16-2.22967e-05j -5.44977e-17+3.71948e-06j -1.50995e-15+0.000412956j 9.35012e-16-0.00027371j -7.32521e-16+0.000380619j 
1.80215e-15+0.00048397j 1.36906e-16+0.000614051j -1.20208e-17+0.000402874j 1.84853e-17+0.000470814j 1.02714e-17+0.000300098j -1.587e-17-0.00083887j -1.12382e-17+0.000712957j 1.16159e-17-0.000179519j 1.29895e-17+4.51342e-06j 5.57662e-17+0.000577377j 1.49814e-17+0.000154781j 6.03094e-18-0.000388646j 2.95877e-17-0.000896545j -2.25025e-17+0.000561048j -1.89067e-17+0.000675806j 7.20566e-18+0.00093282j 1.30871e-16-0.000350397j 5.2404e-17-0.000762291j 4.05236e-17-0.000992659j -1.9114e-18+0.00025548j 5.90081e-17-0.000101282j 2.29785e-17+0.000633894j 8.70645e-17-0.000879447j -1.23405e-16-0.00146799j -8.32891e-17+0.0015947j 1.04882e-16+1.13441e-05j -1.43501e-16+0.00050569j 4.45139e-16-0.000682361j 3.96671e-17+2.44788e-05j 4.75918e-17-0.000167386j 5.39401e-17-0.000649885j 5.6291e-16+0.000142893j -1.12646e-14+0.00114818j -1.54163e-16+0.00162941j -6.32499e-16+0.000492457j -2.02228e-15-0.000278087j 3.20581e-16+0.000995692j -5.62006e-16+0.000840208j 1.03196e-15-0.000445401j -5.65905e-17+7.80109e-05j -1.81901e-16+0.00103003j -1.64518e-16+0.000245732j 1.49651e-18-0.000355104j -4.76834e-17+0.00158336j 1.72742e-17+0.000481914j 2.23605e-16-0.00101856j 2.3328e-16-0.00043641j 3.24435e-17+0.000119319j 4.23945e-17-0.000364321j -4.77962e-16-0.00027197j -1.71562e-16-0.000615539j 1.62292e-17-3.10904e-06j 1.66126e-16+0.00158761j 4.26013e-16-0.00113454j 1.05369e-16-0.000562304j 3.13945e-18-0.000493549j -1.50569e-15-0.000159726j -8.60827e-18-0.000119286j -1.15646e-16-0.000835871j -7.34976e-17-0.000365519j 1.1746e-17-0.000493966j 1.02939e-16+0.000927261j 9.33493e-18+0.00076864j 5.67819e-18+0.000664885j -1.57618e-17-0.000692584j 1.17982e-17+0.000319186j -3.30166e-17+0.000111012j -3.2593e-16-0.000533387j -7.45318e-18-9.43935e-05j -1.68701e-17+0.000188894j -3.8747e-17-0.000624017j 1.55457e-17+0.000829471j -3.52561e-18-0.000324655j 5.74568e-18+0.000501509j -4.83443e-17-0.000297855j 7.79169e-17+0.000632249j -8.19485e-16-0.00043579j 
4.38681e-16+9.38052e-05j 3.43538e-17+0.000546104j -7.10863e-18-0.000338262j 7.90434e-18+0.00038504j 4.39935e-18+0.000383197j -5.16929e-18-0.000519906j -3.96508e-18-0.000194749j -1.99744e-18+0.000124919j 8.57327e-18+0.000441974j -9.29168e-18-3.98062e-05j -3.34525e-18-8.3916e-05j -1.68896e-18-0.000210972j 6.10382e-18+6.60052e-05j -4.85654e-18+4.26837e-05j 8.285e-19-6.08515e-06j 9.13368e-18+0.000297518j 1.7455e-16-0.000549205j 9.78098e-17-0.000389993j -6.52796e-17+0.000171107j -5.67557e-18-0.000349306j -1.63341e-16-0.000431946j -2.17533e-18-0.000233185j 4.84508e-17-0.000266687j -8.16391e-18-0.000242429j 6.60091e-18+0.000489893j 6.73536e-17+0.000270136j -1.07279e-17-0.000252693j -4.08921e-17-5.33361e-05j -7.15494e-19+0.000503558j 1.26102e-16+0.000255336j -5.18997e-17-0.00025444j 2.60117e-16+0.000244935j -4.2668e-15+0.000447233j 1.03372e-16+0.000236743j 1.23945e-16-0.000501444j 4.28951e-15+0.000514002j 1.52819e-16+0.000351374j 5.34692e-18+0.000345438j -1.47521e-17+0.000164093j -9.92494e-17+0.000139962j -5.46783e-17+0.00012313j -4.95383e-16+0.000629612j -1.33205e-17-7.68692e-05j 3.468e-17+0.000264217j 1.45127e-17+2.6588e-05j 7.79437e-17-0.000211683j 7.10628e-17-0.000206403j 1.18973e-17+0.000342095j 2.33269e-17+0.000483209j -3.97613e-16-0.000293954j -1.41509e-16-0.00019734j -1.10966e-16-0.000351171j -4.02896e-18+0.000275634j 2.13254e-16-0.000635787j 7.53735e-17-9.15208e-05j 1.6981e-18-1.68515e-05j 5.0642e-15+0.000541974j -1.66523e-17-0.000186881j -3.48144e-17-0.000297216j 3.19494e-17+0.000220036j -2.33004e-17+0.000114223j 2.73183e-17+0.000334738j -1.01488e-17+8.72191e-06j -8.55581e-18-0.000149314j -1.41906e-17-2.35086e-05j -5.35209e-18+6.74849e-05j 3.96815e-17-0.000277878j -5.75104e-17-9.38153e-05j 4.59933e-18+0.000197606j -5.7932e-18-0.000274023j -3.80682e-17-0.000608347j -1.27156e-18+0.000115246j 6.63967e-18+7.9761e-05j 6.51543e-18-2.90244e-05j -5.64147e-17-0.000578504j 5.30891e-17+0.000242337j -7.87036e-16-0.000448933j 
-5.85473e-16-0.000167434j -6.74977e-17-7.46774e-05j 3.62925e-17-0.000210994j -2.12909e-17+6.84915e-05j -2.50261e-17+4.80193e-05j 2.68883e-17-4.12731e-05j 3.04664e-17-0.000187401j -5.84447e-18-0.000207209j -3.12882e-17+5.35767e-05j 1.56807e-17+6.61082e-05j 2.43753e-17+0.000183025j 1.57542e-17-3.74407e-05j -1.30887e-17-0.000187477j 1.50759e-18+0.000187593j 1.88414e-18+9.04279e-05j -3.46315e-18-5.15447e-05j 7.76813e-17-5.75097e-05j 4.49653e-17-0.00022123j -3.78603e-17+1.11e-05j 1.97487e-17-5.31855e-05j -6.87956e-17-0.000283837j 1.91204e-17+0.000118049j 2.22049e-17+5.4148e-05j 7.22993e-18+0.000123956j -1.86651e-17+0.000185698j 1.61712e-17+0.000113447j 1.99687e-17-6.30853e-05j -2.3498e-17-5.2469e-05j -4.89352e-17+0.000285392j 9.73882e-18+0.000110929j -1.26392e-17+1.31199e-05j -2.89257e-19+8.82005e-05j -4.75797e-16+5.12113e-05j -9.94187e-18+0.000155501j -5.4265e-17+0.000110098j 1.90619e-15+0.00023766j 3.16269e-17+5.18654e-05j -1.57001e-16+5.78139e-05j 2.7992e-16-0.000172475j 1.15395e-16-8.33542e-05j 1.06643e-17-5.68032e-05j -2.37346e-16+0.000227102j -2.76737e-17-0.00036681j 1.74503e-17+0.000107629j 1.42224e-17-2.06512e-05j 1.28038e-17+2.22765e-05j 1.8498e-17-1.75505e-06j -3.75144e-17+0.000115914j -4.04432e-17+0.000184992j -1.23498e-16-6.79662e-05j -4.41827e-17-0.000199467j -1.53509e-17-0.000104867j -8.50317e-18+4.77368e-05j 4.68646e-17-4.40143e-05j -3.50171e-18+2.39459e-05j 2.74961e-19-0.000192449j 8.95245e-16+0.000101814j 7.25571e-19-0.000216092j -9.911e-18-0.000150165j -1.31648e-17+1.42896e-05j -5.02222e-17+0.0002173j -8.10028e-18+3.03612e-05j 1.4224e-18+0.00014433j 1.43831e-17+0.000129643j -4.43372e-18-0.000166316j 5.03726e-18-6.85253e-05j 5.04411e-18+9.06794e-05j -7.31495e-17-0.000122376j -1.90052e-17+0.000204413j 1.9794e-17+0.000123915j 3.23881e-17-0.00013871j 4.05388e-18-0.000124767j -1.19849e-17+0.000139576j 1.23548e-17-0.000107389j 2.93814e-17-0.000171339j -7.81118e-18-0.000196277j 7.3333e-17+1.48903e-05j 
6.34431e-17+7.01184e-05j -1.96669e-16-9.46384e-06j -1.08337e-16+0.000153895j -5.61801e-17-4.28441e-07j -6.42801e-17-3.17508e-05j 1.26492e-16-3.77111e-05j -1.3854e-16+0.000178886j -1.80584e-16-6.06255e-05j -5.95296e-17-0.000100409j 4.56056e-17+0.000116466j 1.59334e-16+4.68112e-05j 3.95887e-17-2.41711e-05j -1.15032e-16-0.000181225j 1.07422e-16+9.37568e-05j 3.60081e-17+0.000126985j -1.55394e-16+0.000106654j 8.27809e-17+6.03153e-05j -5.97863e-17-5.18338e-05j 4.01543e-17-0.000224523j 2.72681e-17+0.00012781j -6.98702e-17+8.16207e-05j 1.20672e-16+0.000170807j 1.52056e-16-0.000103742j 2.03716e-16-0.000219673j -6.15084e-17+0.000184734j 3.04053e-17-6.03182e-05j -4.03083e-17+0.000152554j 9.68203e-17-0.000114905j 1.14954e-16-0.000112321j 1.64648e-17-9.03026e-05j 1.22732e-16-6.33836e-05j 5.16187e-17-2.98252e-05j -1.24546e-15+0.000111998j -6.3833e-17+0.000249208j 3.25916e-17+0.00020568j -1.28807e-15-0.000170887j -6.40135e-17+0.000105396j -1.80284e-16+7.76723e-05j 4.21402e-17-0.000119461j -9.04564e-17-1.6809e-05j -1.44795e-16+0.000164652j 1.0525e-16-9.93751e-05j -2.50188e-16-4.62667e-05j -7.02475e-17+0.000234662j -4.6005e-17+8.40746e-05j 1.39848e-16-0.00014206j 9.47588e-17-3.43783e-05j 9.96251e-18-5.65951e-05j 5.44893e-17-0.000179603j 3.00078e-17+1.67696e-05j -8.09124e-17-6.85503e-05j 2.7248e-17+8.02949e-05j -7.12914e-17+0.00023326j 1.98022e-16-6.64609e-05j 6.98287e-17-8.4289e-05j -1.23402e-16-8.70139e-05j -1.48066e-15-0.000154238j -1.18907e-16+2.18562e-05j -2.24563e-17-8.72385e-05j -4.27805e-17-0.000118588j 1.76499e-16-0.000119811j -8.54974e-17+9.65604e-05j 7.82844e-17+0.000140575j 1.07162e-16+0.000157371j -9.14923e-17-0.000122845j -8.16584e-17+4.46753e-05j 1.14955e-16+8.35419e-05j -9.59603e-17-7.7365e-05j 1.17496e-16-6.41315e-05j 1.49734e-16+9.69802e-05j 6.29993e-17+2.32684e-05j -1.61991e-16+0.000129459j 1.05112e-16-7.97928e-05j -1.0269e-16+0.000101021j 1.69827e-17+7.75935e-05j -2.3875e-16+6.41041e-05j 1.62774e-16+2.09841e-05j 
8.68652e-16+0.00026992j -8.062e-17+0.000372848j -1.02275e-16+9.71306e-05j -3.28466e-17+7.00037e-05j -3.54004e-17+0.000117046j 8.29084e-17-0.000155373j -1.21264e-16+0.000113542j -1.36661e-16+0.000412586j -2.84006e-17+0.000170063j -1.12746e-18-0.000180688j 7.88196e-17-0.000348878j 1.46176e-17-2.61606e-05j -8.0244e-17+0.000415535j 7.87827e-17-0.00032154j 3.62457e-17-0.000208585j -1.14796e-16+0.000163637j 8.0218e-17-0.000192952j -2.78761e-17+0.000193332j 3.58969e-18+0.000174752j 1.81092e-17-0.000141912j -4.05336e-17+0.000204652j 7.70931e-17-0.000378414j 1.02243e-16-0.000155008j 1.59378e-16-0.000194598j -1.41594e-17-0.000158906j -8.48988e-19-2.29744e-05j -7.26547e-18-9.44859e-05j -2.93749e-17+0.00011571j 1.0547e-16-0.000158644j 5.47582e-17-1.06844e-05j 7.07952e-17-0.000105517j 8.1695e-17-1.0432e-05j -7.57158e-16+6.88529e-05j 8.03794e-17-0.000260599j 3.92264e-16-0.000506935j -3.10025e-16-4.94952e-05j -7.34857e-17+2.70859e-05j 2.28101e-16+2.90504e-05j -6.71152e-16+0.000405934j -3.15743e-16+0.000203393j -1.17106e-16+6.23765e-05j 6.52681e-17-1.59364e-05j -1.43014e-16+0.000562494j -4.46956e-17-0.000165643j -4.47059e-17+2.08323e-06j 9.24772e-17-6.04395e-05j 5.06881e-17-7.47892e-05j 3.88506e-17+4.37005e-06j 6.33695e-17+2.3234e-05j 5.1229e-17-3.72e-05j -4.45672e-17+0.000256284j -1.19763e-17-3.78196e-05j -8.31493e-17-6.58874e-05j 1.69885e-16-0.000189837j 8.8053e-17-3.69925e-05j -9.22987e-17+0.000337615j 1.58062e-15+0.000167704j -8.15225e-17+0.000241445j 1.57063e-17+0.000142588j 6.95729e-18+0.000138724j 1.68428e-16-0.000227248j -6.93873e-17+5.75794e-05j 5.24078e-17-0.00029306j 6.72048e-17-0.000351215j -7.1445e-17+0.000311734j -7.46973e-17+0.000115774j 1.36178e-16-0.000312004j 7.8981e-17+0.000187608j 1.00274e-16-0.00019686j 1.01362e-16-0.000369072j 2.02076e-17-7.42592e-05j -1.26294e-16+0.000182972j 8.85376e-17-0.000141593j -8.04497e-17+0.000103787j -1.79423e-17-3.68873e-05j -1.49926e-16+0.000386429j -3.58988e-16-0.000240355j 
1.22582e-15+0.000332944j 7.32076e-17+0.000377174j 6.38024e-18+0.000279921j -3.33028e-18+0.000202629j -6.56621e-18+0.000140998j 6.77656e-18-0.000396566j 2.87276e-18+0.000415809j -1.78511e-19+7.12504e-05j -9.51466e-18+1.38543e-05j 2.27542e-17+0.000205589j -4.18002e-18-6.17738e-05j 4.80077e-18-0.000168447j 8.46976e-18-0.000262824j -1.07859e-17+0.000127083j -1.71947e-18+0.000236355j -4.72103e-18+0.000475286j 6.59015e-17-0.000174553j 2.93619e-17-0.000230339j 8.77795e-18-0.000424802j 1.81487e-17+0.000109921j 9.25058e-17+9.66552e-05j 2.24063e-17+0.000175469j 3.80359e-17-0.00045028j -6.13589e-17-0.000752107j -4.57868e-17+0.000629867j 1.88134e-17-4.10073e-05j -4.91145e-17+0.000236612j 2.02897e-16-0.000270625j 4.11244e-18-0.000123745j 3.10405e-18-0.000119387j 3.84616e-17-0.000321129j 2.55529e-16+3.07047e-05j -5.1092e-15+0.000518024j -5.07743e-17+0.000637983j -1.83351e-16+8.9966e-05j -1.73656e-15-0.000223959j 1.19708e-16+0.000440413j -1.60682e-16+0.0003676j 2.50592e-16-6.41973e-05j -1.20502e-16+0.000104194j -8.83485e-17+0.000502799j -2.04239e-17+2.53058e-05j 2.54295e-17+7.79121e-05j -3.1451e-17+0.000652284j 4.21823e-18+0.000228017j 1.01597e-16-0.000484443j 1.08915e-16-0.000212471j 1.20253e-17+1.24525e-05j 5.96391e-19-0.000230355j -1.49303e-16-0.000105955j -4.98255e-17-0.000159693j 3.56953e-17+3.03036e-05j 7.55538e-17+0.000694887j 2.16527e-16-0.000536933j 5.63234e-17-0.000272418j -3.64383e-19-9.14882e-05j -7.58425e-16-7.93849e-05j 1.1315e-17+7.02392e-05j -3.20929e-17-0.000299614j -4.30477e-17-0.000146375j 1.63503e-17-0.000348006j 3.77999e-17+0.000422784j 8.88736e-18+0.000243127j 1.06446e-17+0.000190385j -9.75237e-18-0.000196814j 1.13487e-18+0.000192538j 8.88091e-18-4.0784e-05j -9.81739e-17-0.000163431j -1.1045e-17-0.00015519j 1.50737e-18-2.81109e-05j 1.25056e-18-0.000247413j 7.59438e-18+0.000458753j -6.04054e-18-0.000226084j 5.80202e-18+0.000287904j -5.56512e-19-7.95176e-05j 3.69474e-17+0.000432934j -4.61661e-16-0.000249093j 
