3.70415e-15+0.157256j -1.72505e-14+0.205106j 1.16431e-15+0.0665602j -1.78109e-15+0.182613j -8.60903e-16-0.0836601j 5.12711e-16-0.220712j 4.31565e-17+0.0713585j -5.8195e-16+0.0749904j -6.9814e-16-0.190652j -2.53022e-16+0.0226511j -4.69247e-16-0.0878392j 6.56714e-15-0.212734j 8.01708e-16-0.0725448j 2.03002e-15-0.135854j 4.0797e-15-0.205725j 4.90926e-14-0.129948j -2.347e-14-0.0519708j 2.46732e-14+0.124848j 1.29313e-11+0.116131j 4.92449e-15+0.116987j 1.73324e-14+0.0445731j 1.44886e-14+0.0643649j -2.26333e-13+0.168745j 4.11076e-14+0.0490827j 3.71279e-14+0.229662j -3.65681e-14-0.0212594j 4.60633e-14-0.224216j -2.99059e-14+0.0699204j -2.41597e-13-0.0667619j 5.69827e-14-0.217238j 7.53141e-15+0.0511039j 3.02628e-15-0.108734j -1.95799e-14+0.199724j -1.22242e-14+0.00960863j -8.95144e-15+0.0447678j 1.66243e-15-0.0593331j -1.12771e-14+0.217743j -1.05945e-14-0.00781307j 4.37263e-15+0.0420896j 8.7032e-14+0.122533j 1.96213e-14+0.117277j 2.99329e-15-0.0827441j 9.18958e-16+0.137081j -5.25367e-15+0.112145j -5.76883e-15-0.217382j -1.14882e-15+0.0982757j 6.32165e-16+0.0206176j 1.48546e-15-0.0391818j 1.82756e-15+0.117945j 1.23267e-15+0.177483j 2.77363e-16-0.159172j 1.01449e-15-4.61254e-05j 5.75826e-16-0.123969j -2.40278e-16+0.147876j -8.48378e-14-0.171919j -1.84039e-14+0.17691j 
3.76104e-18-0.000180229j 1.59574e-17-0.00013451j 4.73099e-18-0.000202262j 4.95797e-18-6.67439e-05j -2.34275e-18-5.21523e-05j -5.40778e-18+0.000107744j 3.84958e-18-0.000247358j 2.29538e-18-0.000165624j -6.64431e-18-6.29224e-05j 2.75259e-18-1.77753e-05j -4.22203e-18+0.000201559j -1.14254e-17+0.000133654j -1.02592e-17-0.000213534j -3.20868e-18+0.000212025j 9.24032e-18+9.11391e-05j 2.05285e-17-8.07763e-05j 2.97114e-17+0.000165883j 1.60006e-17-4.11488e-05j 1.69712e-15+1.52706e-05j -3.30554e-17-0.000250743j -1.40426e-18-0.000174432j 1.73712e-17+0.000146253j -1.90507e-16+0.000115905j -6.22e-17-0.000291237j 3.11232e-18-3.25681e-05j 1.22796e-17-6.17734e-05j -3.01898e-17+0.000162824j 1.92874e-17-5.26069e-05j 1.87931e-16+6.45326e-05j -7.61516e-17+0.00022717j -1.00855e-17+1.58181e-06j 2.81577e-18+0.000285363j -3.19536e-18+7.58441e-05j -4.12861e-17-0.000256771j -8.08604e-19+0.000124389j -6.02521e-18-1.37639e-05j 7.43495e-18-2.15437e-05j 3.27883e-17-3.38233e-05j 1.94708e-17-0.000141482j -5.22667e-17-6.95681e-05j -1.10158e-16-0.000290456j -1.1718e-16-2.11622e-05j 2.63123e-18-6.66981e-05j 1.47046e-18+0.000135054j -2.98851e-18+0.000198799j 6.23207e-19+5.24001e-05j 3.90964e-18-1.31991e-05j -2.07854e-18+0.000258357j 4.57936e-18-1.15451e-05j 5.57927e-18+4.57898e-07j -7.56822e-18+0.000219972j 2.93191e-19+0.000121452j -6.72779e-18+0.000195917j 1.89819e-18+5.06387e-06j 1.01203e-16+0.000194639j 2.88624e-17-0.000114843j 
9.40388e-19+0.000571229j -1.0813e-16+0.000991456j -1.75896e-18-6.69297e-05j -2.84341e-17+0.00101264j -2.71019e-18-0.000666645j 2.67944e-17-0.00115756j -1.43994e-17-0.000146531j -1.80328e-17+7.71494e-05j 1.98328e-18-0.00138216j 9.57924e-19+0.000102336j 1.03872e-17-7.1849e-05j 5.14314e-17-0.00104269j -2.22265e-17-0.000990515j 3.62146e-17-0.000355462j 8.26342e-17-0.00110172j 3.79839e-16-0.00103492j -6.16228e-17+7.17518e-05j 1.78482e-16+0.000703299j 8.74326e-14+0.000785411j -7.9903e-17+0.000139063j 9.19887e-17-0.000140348j 1.35398e-16+0.000772959j -1.9413e-15+0.00137089j 8.87979e-17-0.00039753j 2.13108e-16+0.00139943j -2.06054e-16-0.000288304j 2.63109e-16-0.00104516j -1.58061e-16+0.000321439j -1.08263e-15-0.000271872j 2.23549e-16-0.000842538j 1.6814e-17+0.000333032j 5.7862e-17-1.07275e-06j -1.57216e-16+0.00147226j -1.96013e-16-0.000567322j -5.86732e-17+0.000593157j 3.36149e-18-0.000415888j -8.57872e-17+0.00134967j 1.12433e-17-0.000133207j 6.19095e-17-7.56025e-05j 4.11527e-16+0.000618753j -1.76504e-16+4.36134e-05j -2.57633e-16-0.000584805j -1.04415e-17+0.000719485j -3.79814e-17+0.00105326j -2.9567e-18-0.000912986j -1.64563e-17+0.00076139j 1.00394e-17+0.000100452j 2.47653e-17+0.000380731j 6.00672e-18+0.000731386j -2.92288e-18+0.00114428j 1.79271e-17-0.000486175j 1.42489e-17+0.000297318j 1.56532e-17-0.000318387j -1.70682e-17+0.000964865j -2.63446e-16-0.000630358j -7.89021e-17+0.000858046j 
2.76401e-16+0.000903003j 2.11007e-16+0.00099531j 1.70658e-16+0.000610785j 2.28776e-16+0.000789964j -7.08665e-17-0.000211797j -2.9665e-16-0.00100391j 1.95502e-16+0.000710184j 1.60776e-16+0.000575185j -1.81509e-16-0.000584138j 2.89674e-17+0.000115217j -1.93406e-16-0.000687448j -2.66804e-16-0.0010217j 4.04347e-17+0.000121732j -2.46902e-16-0.000882302j -2.8474e-16-0.000918882j 3.06733e-17-0.000329399j -2.80339e-16-0.000491339j 2.26193e-16+0.000531946j 4.44119e-14+0.00039765j 3.34964e-16+0.000883451j 2.02035e-16+0.000479755j 2.56595e-17-2.96166e-05j -3.43354e-16+0.000407763j 4.61076e-16+0.000708208j 4.12769e-16+0.000900284j -1.51074e-16+3.42167e-05j -1.15514e-16-0.00111668j -3.79307e-17+0.000351552j -1.33459e-15-0.000361621j -1.5098e-17-0.00120787j 1.04466e-16+0.00018431j -2.58111e-16-0.000916038j 1.29384e-16+0.000593921j 1.65304e-16+0.000501089j -3.94065e-17-6.17233e-05j -4.52325e-17-0.000192348j 2.08466e-16+0.000836623j -9.1035e-17+3.27532e-05j 9.78936e-17+0.000410874j 5.89501e-16+0.000575034j 5.48207e-16+0.000956567j 1.37712e-16-0.000264672j 1.89991e-16+0.000623111j 4.30935e-17+0.000165708j -3.64155e-16-0.00115692j 8.34784e-17+0.000264881j 2.55386e-17+9.94658e-05j -1.61063e-16-0.000612286j 1.40926e-16+0.00045295j 2.00275e-16+0.000649242j -2.76328e-16-0.000982128j -5.55254e-17-0.000220536j -2.24264e-16-0.000809547j 1.64953e-16+0.000532442j -7.88009e-16-0.000982853j 1.41125e-16+0.000856351j 
-8.23796e-18-0.00105822j 8.54996e-17-0.000992976j 6.34502e-18-0.00093304j 1.04044e-17-0.00067992j -3.25365e-18-7.09605e-06j -5.8401e-18+0.000926042j 4.11255e-18-0.00111781j 1.4242e-18-0.000811471j -1.39518e-17+0.0001992j 9.35612e-18-0.000120907j -4.7164e-18+0.000979611j -4.28641e-17+0.00100734j -4.23547e-17-0.000654308j -3.41229e-18+0.0011311j 4.0975e-17+0.000827388j -2.87654e-17-1.0133e-05j 1.76136e-16+0.000759158j -4.16727e-18-0.000447583j -2.34173e-14-0.00021013j -1.52176e-16-0.00123652j -5.26794e-17-0.000774948j 3.31275e-17+0.000414158j -2.16833e-16+5.55669e-05j -3.45092e-16-0.0012352j -8.88083e-17-0.000657269j 1.31702e-16-0.000188653j -2.05151e-16+0.00114626j 1.3794e-16-0.000364507j 1.2889e-15+0.000403118j -4.0623e-16+0.0013779j -5.93524e-17-0.000112255j 1.76863e-17+0.00135072j 2.27944e-17-0.000170449j -1.37771e-16-0.00101106j 1.804e-17+0.00037534j -2.37874e-17+8.43993e-05j 4.09391e-17-0.000587211j 1.5042e-16-0.000112158j 5.87075e-17-0.000642311j -4.1205e-16-0.000551665j -4.8415e-16-0.00139012j -4.5368e-16+0.000110124j -2.03417e-18-0.000574302j 1.44196e-17+0.000260381j 2.01268e-17+0.00126898j 4.01967e-19-2.57968e-05j 1.20017e-17-9.85752e-05j -2.51353e-18+0.00108566j 5.92635e-18-0.000317597j 7.83236e-18-0.000409251j -1.45203e-17+0.00121571j 1.85897e-18+0.000467811j -1.47284e-17+0.00104155j -1.01225e-18-0.00032295j 6.01595e-16+0.00114767j 1.40083e-16-0.000851941j 
6.56148e-18+0.000532918j -7.1651e-17+0.000745742j 4.9645e-19+0.000162084j -1.36488e-17+0.000690672j -1.91957e-18-0.000358102j 1.07724e-17-0.000821129j -5.41142e-18+0.000158393j -7.36315e-18+0.000213982j 9.84438e-19-0.000787894j -9.13706e-19+8.08853e-05j 3.42292e-18-0.000246838j 3.18749e-17-0.000776429j -2.69165e-18-0.000395333j 1.61074e-17-0.000432007j 3.1356e-17-0.000770051j 2.09222e-16-0.000556117j -7.28967e-17-0.000122548j 9.97954e-17+0.000474454j 5.21401e-14+0.00046831j -6.67693e-18+0.000337665j 6.29823e-17+8.88991e-05j 6.60668e-17+0.000328987j -9.98909e-16+0.0007277j 1.24357e-16+4.79298e-05j 1.3833e-16+0.000894506j -1.39045e-16-0.000115448j 1.80094e-16-0.000807271j -1.12862e-16+0.00025082j -8.59517e-16-0.000232283j 2.01099e-16-0.000747172j 2.26122e-17+0.000203492j 2.32404e-17-0.000287487j -8.65317e-17+0.000830389j -7.4314e-17-9.12709e-05j -3.56112e-17+0.000240241j 5.87228e-18-0.000242271j -5.077e-17+0.000852785j -2.57699e-17-4.80322e-05j 2.27967e-17+9.56515e-05j 3.12322e-16+0.000450955j 1.20396e-17+0.000318803j -4.39797e-17-0.000338854j -2.14525e-18+0.000510101j -2.25136e-17+0.000512854j -1.14321e-17-0.000762038j -7.5447e-18+0.000416198j 3.35022e-18+7.51255e-05j 1.11751e-17-2.52267e-05j 4.25668e-18+0.000461994j 4.60013e-20+0.000704188j 8.10847e-18-0.000520488j 6.3543e-18+6.10143e-05j 7.76402e-18-0.000392986j -6.29007e-18+0.000589077j -2.74584e-16-0.000583813j -6.81529e-17+0.000643819j 
2.32854e-17+8.68129e-05j -9.30856e-19+0.000233188j 1.54635e-17-0.000113542j 1.30862e-17+0.00027086j -7.56665e-18-0.000222781j -1.88334e-17-0.000295071j 1.34459e-17-0.00015813j 8.86378e-18-5.36546e-05j -1.75462e-17-0.000440974j 4.31046e-18+2.22684e-05j -1.45788e-17+7.18633e-05j -1.45329e-17-0.00024885j -9.88144e-18-0.000393968j -1.12093e-17-7.8048e-06j 6.58908e-18-0.000286116j 1.13861e-16-0.000345765j -1.56901e-17+9.81439e-05j 7.35884e-17+0.000190527j 2.68486e-14+0.000241103j -1.88435e-17-7.45951e-05j 3.74859e-17-0.00012254j 4.87086e-17+0.000298006j -6.55589e-16+0.000462134j 1.3263e-17-0.000253228j 8.72139e-17+0.00040193j -5.53118e-17-0.000114495j 3.7697e-17-0.000236088j -2.97673e-17+7.14383e-05j -2.44207e-16-5.11496e-05j 2.8282e-18-0.000145935j 4.96269e-18+9.99688e-05j -2.2806e-18+0.000131734j -3.29247e-17+0.000473801j -6.68543e-17-0.000287873j -1.84953e-17+0.00023431j -6.69578e-18-0.000130296j -1.36203e-18+0.000392205j 1.90959e-17-5.53448e-05j 3.67007e-17-8.79998e-05j 1.12311e-16+0.000152183j -8.17693e-17-0.000121414j -1.37766e-16-0.000184053j 1.31996e-17+0.000183527j -5.5111e-18+0.000376347j -2.97419e-17-0.000180056j 2.38869e-18+0.000251127j 7.1915e-18+2.38247e-05j -7.00986e-18+0.000233007j 1.51495e-17+0.000212596j 1.79464e-17+0.000341183j -2.1114e-17-4.3077e-05j -2.48146e-19+0.000144797j -1.7263e-17-4.21111e-06j 9.14128e-18+0.000289854j -5.48255e-17-9.77635e-05j 1.04194e-17+0.000202536j 
7.65388e-18-0.00075099j 1.04119e-16-0.000926509j 1.13433e-17-0.000384249j 2.91802e-17-0.000796965j -3.28065e-18+0.000321517j -2.91431e-17+0.000977508j 1.76985e-17-0.000428029j 1.67253e-17-0.00040011j -1.5552e-17+0.000762173j 5.2391e-18-0.000103859j -1.58837e-17+0.000472647j -5.78255e-17+0.000957879j -7.27133e-18+0.000190107j -3.05396e-17+0.000678461j -3.43127e-17+0.000906236j -2.02744e-16+0.000499528j 1.02561e-16+0.000304217j -8.15816e-17-0.000542503j -5.30402e-14-0.00047641j -1.78332e-17-0.000620159j -6.23905e-17-0.000277861j -5.09651e-17-0.000191437j 8.54754e-16-0.000642864j -1.88779e-16-0.000358225j -1.31119e-16-0.000975229j 1.59423e-16+5.61344e-05j -2.34625e-16+0.00102115j 1.43271e-16-0.000319404j 1.09837e-15+0.000312512j -3.06197e-16+0.00102595j -3.21438e-17-0.000212353j -3.18286e-17+0.000603974j 9.52959e-17-0.000793209j 3.98276e-17-0.000175391j 3.62825e-17-0.000121207j -1.49869e-17+0.000240263j 7.15849e-17-0.000919696j 6.20433e-17+1.47698e-05j 1.20098e-18-0.000250138j -3.76829e-16-0.000547825j -1.18244e-16-0.000642293j -8.09623e-17+0.000334027j 1.25467e-17-0.000606999j 2.77835e-17-0.000396658j -4.80589e-18+0.0010116j 1.20786e-17-0.000382358j 1.79801e-18-9.29645e-05j -2.0631e-17+0.000299596j 5.95553e-18-0.000498109j 1.39262e-17-0.000740154j -2.79474e-17+0.000779922j -8.67674e-18+6.41925e-05j -2.46372e-17+0.000620396j 1.52634e-17-0.000614216j 3.84239e-16+0.00081975j 1.12422e-16-0.000798523j 
3.19763e-17+0.0013041j -1.37968e-16+0.00167209j 1.02225e-17+0.000588081j -1.23874e-17+0.00147352j -7.13327e-18-0.00065135j 1.5706e-18-0.00178871j 1.90629e-18+0.000639222j -3.09135e-18+0.000644721j -6.17261e-18-0.00150038j -2.3444e-18+0.000185496j -5.1538e-18-0.000757353j 5.14721e-17-0.0017326j 9.57441e-18-0.000516569j 1.36595e-17-0.00114276j 2.61158e-17-0.00166459j 3.83632e-16-0.00101179j -1.9729e-16-0.000461459j 1.94092e-16+0.00100612j 1.02504e-13+0.000920532j 5.20804e-17+0.00100359j 1.40236e-16+0.000404991j 1.10467e-16+0.000470705j -1.74614e-15+0.00131072j 3.47828e-16+0.000474386j 2.98528e-16+0.00183844j -2.94693e-16-0.000151611j 3.7105e-16-0.0018324j -2.42305e-16+0.000571948j -1.97946e-15-0.000550211j 4.70887e-16-0.00179527j 6.36453e-17+0.000406556j 1.98156e-17-0.000947788j -1.52452e-16+0.00156893j -8.37436e-17+0.000150122j -7.11671e-17+0.000320894j 1.41468e-17-0.000468605j -8.84766e-17+0.00174035j -9.36802e-17-5.25315e-05j 3.07887e-17+0.000375768j 7.10451e-16+0.000995838j 1.91487e-16+0.00101728j 5.62944e-17-0.000652937j 9.08667e-18+0.00111088j -4.1407e-17+0.000854448j -4.96797e-17-0.00178828j -8.15796e-18+0.000767683j 4.31366e-18+0.000167989j 1.01829e-17-0.000386108j 1.5121e-17+0.000942667j 1.09311e-17+0.00141341j 5.42911e-19-0.00133075j 7.22218e-18-3.51781e-05j 3.3708e-18-0.00104349j -2.27264e-19+0.00117628j -7.08553e-16-0.00142501j -1.5141e-16+0.00144189j 
4.66151e-17+0.00150165j -1.0167e-16+0.00156292j 1.49902e-17+0.00113125j 1.02409e-17+0.00118293j -6.52858e-18-0.000216437j -2.50155e-17-0.00153626j 1.71433e-17+0.00133286j 1.45193e-17+0.00102958j -7.65404e-18-0.000713279j -6.57485e-18+0.000184094j -1.73529e-17-0.00123572j 2.86589e-17-0.001598j 4.73984e-17+0.000474534j -1.83837e-17-0.00151888j -6.06413e-17-0.0013954j 1.48911e-16-0.000337096j -2.57449e-16-0.000914584j 8.75255e-17+0.000791106j 5.85138e-14+0.000525196j 1.95605e-16+0.00157614j 1.14435e-16+0.000910937j 5.32425e-18-0.000251045j -3.68936e-16+0.000394411j 4.83229e-16+0.00139323j 2.1964e-16+0.00128559j -2.31794e-16+0.000135903j 2.97193e-16-0.00177063j -2.09708e-16+0.000559365j -1.97424e-15-0.000590368j 5.29419e-16-0.00198863j 8.69239e-17+0.00025133j -3.76881e-17-0.00167075j -5.51484e-17+0.000708161j 1.22257e-16+0.00105868j -4.32139e-17-0.000263784j 2.22162e-17-0.000244873j -4.43562e-17+0.00118214j -1.81248e-16+9.3701e-05j -3.59916e-17+0.000768782j 6.72147e-16+0.000891258j 5.76123e-16+0.00173384j 4.62515e-16-0.000333751j 2.46183e-17+0.000953282j -2.19588e-17+3.38188e-05j -7.25495e-17-0.00187773j 5.83692e-18+0.000289122j -7.39074e-18+0.00015584j -1.13266e-17-0.00121397j 1.3788e-17+0.000639845j 1.68963e-17+0.000892677j -1.49648e-17-0.00166767j -5.34695e-18-0.000478082j -8.44588e-18-0.00139561j 1.81535e-17+0.000725341j -8.72292e-16-0.00163224j -1.64954e-16+0.00134344j 
-1.42896e-17-0.00120379j 6.82809e-17-0.000945532j 5.6189e-18-0.00129194j -5.56802e-19-0.000512571j -4.57154e-18-0.000278994j 6.91352e-18+0.000787672j -2.87044e-18-0.0015746j -7.52533e-18-0.00106892j -1.56325e-17-0.000288444j 1.26179e-17-0.00012256j 3.91875e-19+0.001299j -3.32817e-17+0.000944309j -6.66456e-17-0.00128727j 1.33857e-17+0.00138978j 9.26129e-17+0.000676494j 1.15939e-16-0.000431921j 2.15707e-16+0.00105817j 6.43296e-17-0.000322594j 3.58125e-15+3.24956e-05j -2.41924e-16-0.00162012j -3.60121e-17-0.00110729j 9.95673e-17+0.000873796j -1.0802e-15+0.000629272j -4.34519e-16-0.00183516j -3.79512e-17-0.000325572j 9.52177e-17-0.000372249j -1.67401e-16+0.00113164j 1.21749e-16-0.000364269j 1.31128e-15+0.000436641j -4.55685e-16+0.00152754j -7.44293e-17-1.76117e-05j 5.07866e-17+0.00183071j -3.51611e-17+0.000363828j -2.67732e-16-0.00159991j 8.53072e-19+0.000748519j -3.00813e-17-5.36312e-05j 1.74173e-17-0.000250702j 2.08369e-16-0.000205875j 1.03082e-16-0.000901314j -3.94603e-16-0.000497858j -7.31261e-16-0.00186693j -7.1803e-16-8.70119e-05j -9.46221e-18-0.000487843j 3.35698e-18+0.000778586j 3.06154e-17+0.00135141j -7.25793e-18+0.000272685j 1.99334e-17-9.30461e-05j 8.81056e-18+0.00162564j 8.61042e-18-0.000135025j 6.76362e-18-9.24408e-05j -8.66125e-18+0.00145166j 9.04011e-18+0.000754338j -1.05439e-17+0.00128336j -1.04672e-17-4.79389e-05j 7.12929e-16+0.00130116j 1.54637e-16-0.000808242j 
-1.26801e-17-0.000613551j 6.16856e-17-0.000740513j -2.87598e-18-0.000334517j 5.97867e-18-0.000627815j 2.17756e-18+0.000238482j -1.45197e-18+0.000774881j -9.10237e-20-0.000376756j 1.3893e-18-0.000339908j 4.15449e-19+0.000576692j 2.06387e-18-8.35141e-05j 1.20922e-18+0.000402636j -2.44908e-17+0.000764574j -8.88464e-18+0.000106828j -5.56591e-18+0.000563501j -4.52174e-18+0.000716746j -1.4469e-16+0.000370567j 9.47952e-17+0.000265918j -7.17894e-17-0.000426559j -4.06433e-14-0.000364974j -3.83374e-17-0.000525731j -5.81643e-17-0.000247169j -3.63936e-17-0.000120443j 6.14288e-16-0.000474662j -1.71533e-16-0.000331071j -1.2086e-16-0.000759056j 1.25018e-16+3.17831e-05j -1.62545e-16+0.00081888j 1.066e-16-0.000256451j 8.90977e-16+0.000253361j -2.2476e-16+0.000834625j -3.08962e-17-0.00016366j -5.15304e-18+0.000519712j 5.90057e-17-0.000598237j 1.33552e-17-0.000183458j 2.84406e-17-7.031e-05j -8.24441e-18+0.000182929j 3.78254e-17-0.000714117j 5.35179e-17+5.07535e-06j -3.81561e-18-0.000219599j -3.13309e-16-0.000435985j -1.31685e-16-0.000550251j -7.82904e-17+0.000253939j -3.51459e-18-0.000481136j 1.70756e-17-0.000280987j 2.06608e-17+0.000818237j 3.08772e-18-0.00028541j -4.93904e-20-7.42463e-05j -4.13517e-18+0.000279652j -4.74345e-18-0.000386744j -2.93427e-18-0.000571378j -2.16816e-18+0.000643325j -2.44387e-18+7.22855e-05j -3.2111e-18+0.000515656j 2.85135e-20-0.000473282j 3.3661e-16+0.000669336j 7.35331e-17-0.000638017j 
-9.15727e-18-0.00056897j 1.05346e-16-0.00104157j -4.04981e-18+0.000134356j 2.32044e-17-0.00108522j 5.53421e-18+0.00074355j -1.96176e-17+0.00123101j 9.30718e-18+0.000234919j 1.46586e-17-3.40308e-05j 4.80033e-18+0.00152791j -2.78434e-18-0.000106329j -4.89161e-18+1.73551e-05j -4.4605e-17+0.00109775j 2.68829e-17+0.00114601j -3.18167e-17+0.000323791j -8.56733e-17+0.00117508j -4.17973e-16+0.00115425j 6.19089e-17-0.000128596j -2.03963e-16-0.00075529j -9.59638e-14-0.000862025j 9.05818e-17-7.58254e-05j -1.0352e-16+0.00020607j -1.53178e-16-0.000888123j 2.17333e-15-0.00153166j -8.3212e-17+0.00052222j -2.40906e-16-0.00151782j 2.21085e-16+0.000333448j -2.69286e-16+0.00109161j 1.6394e-16-0.000334959j 1.12773e-15+0.000277235j -2.11577e-16+0.00085092j -1.68176e-17-0.000364035j -5.71721e-17-8.53034e-05j 1.67531e-16-0.00163018j 2.22985e-16+0.000697129j 6.45056e-17-0.000685216j -2.2979e-19+0.000458177j 8.45717e-17-0.00146684j -2.2398e-17+0.000155665j -7.65226e-17+0.000125406j -4.37967e-16-0.000654382j 2.18896e-16+4.0407e-05j 3.18982e-16+0.000644818j 5.63912e-18-0.000765217j 3.93317e-17-0.00119072j 1.31669e-17+0.000936422j 1.54731e-17-0.000847054j -1.29303e-17-0.000105659j -2.19908e-17-0.000493918j -1.16404e-17-0.000794921j -3.83752e-18-0.00124929j -9.73052e-18+0.000464076j -1.41216e-17-0.000361372j -8.86384e-18+0.000288199j 1.36688e-17-0.00105483j 2.64536e-16+0.00062915j 7.06235e-17-0.000901888j 
-6.45764e-18-0.00141633j 1.22578e-16-0.00135262j 1.1252e-17-0.0012192j 1.90821e-17-0.000943485j -5.29368e-18+2.52681e-05j -1.40578e-17+0.00127352j 9.42686e-18-0.0014572j 5.51893e-18-0.00106736j -2.14925e-17+0.000332703j 1.27782e-17-0.000163745j -9.96163e-18+0.00128742j -6.39049e-17+0.0013741j -5.40426e-17-0.000806055j -1.05811e-17+0.00150065j 4.48077e-17+0.00114135j -5.92101e-17+4.03842e-05j 2.31722e-16+0.000991092j -1.2034e-17-0.000622988j -3.52179e-14-0.000316083j -1.91091e-16-0.00162756j -7.15895e-17-0.00100823j 3.6457e-17+0.000502639j -1.81204e-16+1.73226e-06j -4.53604e-16-0.00159801j -1.22832e-16-0.000933858j 1.83353e-16-0.000232265j -2.8799e-16+0.00155627j 1.90688e-16-0.000494323j 1.74336e-15+0.000542349j -5.49809e-16+0.00184931j -7.76953e-17-0.000164369j 1.58805e-17+0.00177006j 4.11989e-17-0.000299698j -1.68175e-16-0.00129549j 2.65506e-17+0.000461096j -3.23583e-17+0.000132163j 6.23776e-17-0.000839473j 1.96647e-16-0.000140067j 7.56276e-17-0.000837774j -5.58434e-16-0.000754994j -6.20788e-16-0.00182389j -5.82547e-16+0.000174631j 9.891e-19-0.000789881j 2.19225e-17+0.000286593j 2.08599e-17+0.00171023j 2.82473e-18-7.32841e-05j 1.56998e-17-0.000134383j -7.34759e-18+0.00140292j 9.7731e-18-0.000454108j 1.37641e-17-0.000595622j -2.46918e-17+0.00161829j 7.42225e-19+0.00059761j -2.39928e-17+0.00138138j 2.31202e-18-0.000473228j 7.97222e-16+0.00153661j 1.91902e-16-0.00116089j 
3.53613e-17+0.00200823j -1.93392e-16+0.0023028j 4.38071e-18+0.00124649j -1.99157e-17+0.0018834j -4.05304e-18-0.000602464j 6.5604e-18-0.00236156j -1.77411e-18+0.00143239j -4.34376e-18+0.00120843j 5.12467e-18-0.00154897j -9.26668e-18+0.000263504j -8.11581e-19-0.00143927j 8.08188e-17-0.00237j 4.05635e-17+7.30606e-06j 1.59112e-17-0.00191218j -5.60649e-18-0.00217197j 3.79741e-16-0.000936523j -3.15479e-16-0.000998309j 1.83833e-16+0.00127353j 1.13158e-13+0.00101609j 1.61792e-16+0.00186116j 1.69928e-16+0.000957428j 7.82928e-17+0.000129491j -1.46749e-15+0.00118147j 5.82161e-16+0.00136637j 3.44303e-16+0.00220697j -3.7348e-16-3.86456e-07j 5.00444e-16-0.00256702j -3.295e-16+0.000806273j -2.81065e-15-0.000814865j 7.44028e-16-0.0027056j 1.03635e-16+0.000463303j 5.88644e-18-0.00189449j -1.59759e-16+0.00159143j 2.45701e-17+0.000896184j -7.98775e-17+1.87317e-05j 3.11362e-17-0.000500369j -1.13794e-16+0.00206305j -1.99918e-16+3.48589e-05j -1.54512e-17+0.000830969j 9.70648e-16+0.00134177j 5.40087e-16+0.0019888j 3.92008e-16-0.000691606j 9.54838e-18+0.00146604j -4.95735e-17+0.00060256j -6.05853e-17-0.00261762j -8.1223e-18+0.000735612j -5.02176e-18+0.000230467j 1.1783e-17-0.00117217j 9.34109e-18+0.00111711j 3.85669e-18+0.00162489j 1.20521e-17-0.00215086j 5.48729e-18-0.000382669j 1.47226e-17-0.00175258j 1.45558e-19+0.0013391j -1.11035e-15-0.00218794j -2.46654e-16+0.00198253j 
5.48048e-19+0.000435701j -1.66516e-17+0.000238164j -5.93467e-18+0.000597978j 5.00199e-19+3.80071e-05j 4.12297e-18+0.000254173j -1.70074e-18-0.00013482j -2.48806e-19+0.00074126j 3.30705e-18+0.000469341j 1.07684e-17+0.000395634j -6.64166e-18+3.58894e-05j 2.07715e-18-0.000574567j 1.18501e-17-0.000227788j 3.40441e-17+0.000772933j -7.4644e-18-0.000561306j -5.17629e-17-9.5171e-05j -1.22952e-16+0.000394043j -8.28913e-17-0.000493019j -6.68665e-17+1.12701e-05j -1.83876e-14-0.000165299j 1.19418e-16+0.000707123j -4.22266e-18+0.00052842j -7.11423e-17-0.000543952j 8.58454e-16-0.00054784j 1.75567e-16+0.000907395j -2.96846e-17-0.000120845j -3.73013e-18+0.000223873j 3.2596e-17-0.00031216j -2.71088e-17+0.000103357j -3.84023e-16-0.000145639j 1.71239e-16-0.000530315j 2.9239e-17-5.58733e-05j -2.84707e-17-0.000828956j 4.19071e-17-0.00044705j 1.55962e-16+0.000833398j 1.10349e-17-0.00045274j 1.43059e-17+0.000104026j 2.95135e-18-0.000145215j -9.66845e-17+0.000118784j -6.10539e-17+0.000422717j 9.60772e-17+0.00010686j 3.59153e-16+0.000837204j 3.76433e-16+0.00015153j 2.21072e-18+8.30112e-05j 4.37688e-18-0.00055457j -5.87751e-18-0.000437037j 4.5505e-18-0.00026948j -1.15988e-17+2.28833e-05j -5.1117e-18-0.000809278j -8.08756e-18-7.90681e-05j -6.88828e-18-0.000177516j 6.68569e-18-0.000564271j -5.57577e-18-0.000398656j 6.8562e-18-0.000520214j 4.40758e-18-0.000163274j -2.66136e-16-0.000468466j -6.04678e-17+0.000201561j 
