3.70415e-15+0.157256j -1.72505e-14+0.205106j 1.16431e-15+0.0665602j -1.78109e-15+0.182613j -8.60903e-16-0.0836601j 5.12711e-16-0.220712j 4.31565e-17+0.0713585j -5.8195e-16+0.0749904j -6.9814e-16-0.190652j -2.53022e-16+0.0226511j -4.69247e-16-0.0878392j 6.56714e-15-0.212734j 8.01708e-16-0.0725448j 2.03002e-15-0.135854j 4.0797e-15-0.205725j 4.90926e-14-0.129948j -2.347e-14-0.0519708j 2.46732e-14+0.124848j 1.29313e-11+0.116131j 4.92449e-15+0.116987j 1.73324e-14+0.0445731j 1.44886e-14+0.0643649j -2.26333e-13+0.168745j 4.11076e-14+0.0490827j 3.71279e-14+0.229662j -3.65681e-14-0.0212594j 4.60633e-14-0.224216j -2.99059e-14+0.0699204j -2.41597e-13-0.0667619j 5.69827e-14-0.217238j 7.53141e-15+0.0511039j 3.02628e-15-0.108734j -1.95799e-14+0.199724j -1.22242e-14+0.00960863j -8.95144e-15+0.0447678j 1.66243e-15-0.0593331j -1.12771e-14+0.217743j -1.05945e-14-0.00781307j 4.37263e-15+0.0420896j 8.7032e-14+0.122533j 1.96213e-14+0.117277j 2.99329e-15-0.0827441j 9.18958e-16+0.137081j -5.25367e-15+0.112145j -5.76883e-15-0.217382j -1.14882e-15+0.0982757j 6.32165e-16+0.0206176j 1.48546e-15-0.0391818j 1.82756e-15+0.117945j 1.23267e-15+0.177483j 2.77363e-16-0.159172j 1.01449e-15-4.61254e-05j 5.75826e-16-0.123969j -2.40278e-16+0.147876j -8.48378e-14-0.171919j -1.84039e-14+0.17691j 
-5.80182e-17-0.000625312j -1.24915e-17-0.000561147j -3.05176e-17-0.000583423j -4.31077e-17-0.000365467j 1.19579e-17-4.1893e-05j 5.84277e-17+0.000510224j -3.79863e-17-0.000702691j -3.29374e-17-0.000499796j 2.89524e-17+4.60379e-05j -9.84691e-19-6.93604e-05j 3.68003e-17+0.000604552j 3.74494e-17+0.000567192j -3.12712e-17-0.00046219j 5.10044e-17+0.000682721j 8.56593e-17+0.000452074j 2.54594e-17-6.44874e-05j 1.33544e-16+0.000475668j -2.49258e-17-0.00023852j -9.65704e-15-8.63825e-05j -1.49491e-16-0.000760378j -5.42624e-17-0.000489335j 2.73867e-17+0.000300761j -2.71354e-16+0.000111605j -2.48212e-16-0.000789732j -9.86507e-17-0.000329646j 6.92245e-17-0.000133414j -4.60859e-17+0.000653358j 5.58749e-17-0.000208379j 7.61211e-16+0.000235154j -1.68721e-16+0.000808656j -4.74315e-17-5.10133e-05j 6.61003e-17+0.000839088j -3.30307e-17-2.31096e-05j -1.23156e-16-0.00066003j 9.49642e-18+0.000266536j -2.36419e-18+2.9049e-05j -3.10869e-17-0.00028892j 9.26556e-17-7.71693e-05j 1.69376e-17-0.000403292j -2.6739e-16-0.000307935j -3.64997e-16-0.00086117j -2.79477e-16+3.55326e-05j -3.94362e-17-0.000316334j -5.94233e-18+0.000220987j 8.0763e-17+0.000737026j -1.81167e-17+2.67854e-05j 2.06728e-18-5.55925e-05j 3.32682e-17+0.000695882j -2.39715e-17-0.000156185j -3.57281e-17-0.00018991j 4.91462e-17+0.000727932j 1.34849e-17+0.000307349j 3.85803e-17+0.000629172j -3.48298e-17-0.000146382j 4.16596e-16+0.000677557j 3.13573e-17-0.000481029j 
5.16144e-17+0.000601239j -2.88552e-17+0.000823458j 2.90937e-17+0.000205276j 2.54263e-17+0.000753857j -1.37523e-17-0.000377676j -3.91716e-17-0.000900565j 2.74427e-17+0.000208156j 1.9678e-17+0.000255591j -2.98906e-17-0.000838836j 4.43547e-18+8.97989e-05j -2.90285e-17-0.000296432j -1.60774e-17-0.000856371j 1.82081e-18-0.000393234j -2.56994e-17-0.000497412j -1.49799e-17-0.000843041j 2.03446e-16-0.000586546j -1.06515e-16-0.000157175j 1.32611e-16+0.000517144j 5.59076e-14+0.000501952j 4.08293e-17+0.000401711j 9.07894e-17+0.000122241j 6.91877e-17+0.00033202j -1.02324e-15+0.000765966j 1.76434e-16+9.58802e-05j 1.95737e-16+0.000968151j -1.50729e-16-0.000114924j 1.41789e-16-0.000894016j -1.06623e-16+0.000278078j -9.72278e-16-0.000259931j 1.67549e-16-0.000839083j 3.56839e-17+0.000218879j -1.95913e-17-0.000352942j -6.0012e-17+0.00088263j -5.11284e-17-5.92494e-05j -3.95762e-17+0.000239783j -3.17759e-18-0.000258784j -1.17487e-17+0.000921549j -3.15177e-17-4.65795e-05j 4.11994e-17+0.000124503j 3.73683e-16+0.000496161j 7.59686e-17+0.000387436j -4.3913e-17-0.00036166j 2.9316e-17+0.000559413j -1.35892e-17+0.00053171j -7.01602e-17-0.000850778j 6.64255e-18+0.000440195j 8.08604e-18+8.29012e-05j -1.61422e-17-6.64358e-05j 2.77383e-17+0.000499228j 3.3651e-17+0.000758197j -3.8823e-17-0.000593896j -3.02586e-18+4.72386e-05j -3.05377e-17-0.000452946j 2.12628e-17+0.000633546j -3.60188e-16-0.000658234j -3.41181e-17+0.000710718j 
7.05609e-17+0.000936012j -3.28518e-17+0.00110085j 3.73714e-17+0.000546479j 3.85229e-17+0.000916867j -1.66479e-17-0.00032134j -5.75923e-17-0.00114046j 3.91724e-17+0.000622281j 3.0569e-17+0.000541417j -3.64033e-17-0.000799023j 3.06843e-18+0.000125058j -4.00398e-17-0.000643199j -2.33541e-17-0.0011348j 1.99819e-17-7.78373e-05j -4.28848e-17-0.000875821j -5.32404e-17-0.00105194j 1.76492e-16-0.000499406j -1.73299e-16-0.000436186j 1.29529e-16+0.000621491j 5.72894e-14+0.000514215j 1.17345e-16+0.000835516j 1.10426e-16+0.000412469j 4.65866e-17+0.000120606j -7.80251e-16+0.00063537j 3.05239e-16+0.000572502j 2.27324e-16+0.0010918j -1.81199e-16-2.37685e-05j 1.7421e-16-0.00122224j -1.37168e-16+0.000383333j -1.35529e-15-0.000383081j 2.74162e-16-0.00126702j 5.91768e-17+0.000232412j -4.63503e-17-0.000838983j -4.39025e-17+0.0008252j 2.23179e-17+0.000350402j -4.18169e-17+5.68437e-05j 1.40528e-18-0.000255607j -3.88534e-18+0.001024j -8.61286e-17+4.53296e-06j 2.20552e-17+0.000361771j 4.99255e-16+0.000644788j 2.80917e-16+0.000884224j 1.35039e-16-0.000354114j 4.22878e-17+0.000708061j -1.18438e-17+0.000353026j -9.79145e-17-0.00123383j 1.31143e-17+0.000388054j 4.76196e-18+0.000110275j -2.73749e-17-0.000487881j 3.36088e-17+0.000554527j 4.33278e-17+0.000813173j -5.23762e-17-0.000992209j -8.34043e-18-0.000145114j -4.07065e-17-0.000802117j 3.30841e-17+0.000671935j -5.72935e-16-0.00102043j -6.26327e-17+0.00094811j 
-1.2231e-17+0.00117203j -1.52569e-16+0.00136555j -1.85843e-17+0.000700413j -4.23315e-17+0.0011298j 6.15002e-18-0.000383404j 4.23431e-17-0.00140943j -2.61499e-17+0.000800401j -2.36151e-17+0.000688143j 2.58917e-17-0.000964449j -9.35425e-18+0.000155543j 2.40737e-17-0.000818307j 8.6296e-17-0.00140683j 1.9245e-17-5.94615e-05j 4.24664e-17-0.00110388j 3.60058e-17-0.00129866j 2.52469e-16-0.000595909j -1.65497e-16-0.000559791j 9.56535e-17+0.000765145j 6.95723e-14+0.000624871j 5.5578e-17+0.00106114j 8.5693e-17+0.000532274j 5.24636e-17+0.000122833j -9.71044e-16+0.00075596j 3.11165e-16+0.000746961j 1.74523e-16+0.00133756j -2.24993e-16-1.87279e-05j 3.40405e-16-0.00151837j -2.09194e-16+0.000476466j -1.6455e-15-0.000478141j 4.78327e-16-0.00158371j 5.26564e-17+0.000283311j 3.86587e-17-0.00107113j -1.23795e-16+0.00099424j -1.48753e-17+0.000470238j -4.79577e-17+4.86713e-05j 2.52717e-17-0.000309586j -1.01358e-16+0.001253j -1.13172e-16+1.11556e-05j -1.87925e-17+0.000464937j 5.54122e-16+0.000798296j 2.6091e-16+0.00112717j 2.15362e-16-0.000428547j -1.81861e-17+0.000875019j -3.82472e-17+0.000408279j 7.27372e-18-0.00153849j -1.62815e-17+0.000464763j -5.82403e-18+0.000136745j 2.86366e-17-0.000638244j -1.13982e-17+0.000678516j -2.26553e-17+0.000992102j 4.28118e-17-0.00124721j 1.10456e-17-0.000197255j 3.78908e-17-0.00101127j -2.12791e-17+0.000819008j -6.09497e-16-0.00127743j -1.75747e-16+0.00117592j 
1.70516e-17-0.000167993j 2.36725e-17-7.4921e-05j 1.36362e-17-0.000251744j 1.47172e-17+9.31304e-06j -6.39722e-18-0.000122891j -1.83547e-17+2.75668e-05j 1.26941e-17-0.000313647j 8.86026e-18-0.000194361j -1.66781e-17-0.000199863j 5.0342e-18-1.24617e-05j -1.33679e-17+0.000238499j -2.36163e-17+6.93066e-05j -1.35822e-17-0.000347902j -1.26264e-17+0.000225893j 5.59865e-18+1.23756e-05j 5.37137e-17-0.000190554j 2.41422e-17+0.00020797j 4.29571e-17+1.27942e-05j 9.87443e-15+8.86805e-05j -3.54862e-17-0.000292261j 1.27597e-17-0.000224482j 3.33857e-17+0.000246725j -3.98377e-16+0.000263236j -5.85635e-17-0.000389374j 3.57938e-17+8.53741e-05j -3.24007e-18-0.000100802j -2.87779e-17+0.00010453j 1.42247e-17-3.52227e-05j 1.26694e-16+5.41392e-05j -8.92142e-17+0.000200807j -8.06032e-18+3.16567e-05j -3.55384e-18+0.000346647j -8.94056e-18+0.000223608j -6.14532e-17-0.000362654j -6.59296e-18+0.000204104j -9.88322e-18-5.3857e-05j 1.34782e-17+9.43273e-05j 4.11786e-17-5.29919e-05j 3.45751e-17-0.000178664j -1.86792e-17-2.92867e-05j -1.369e-16-0.000349038j -1.69335e-16-7.79283e-05j 1.10646e-17-1.68054e-05j 1.38419e-18+0.000258143j -1.99153e-17+0.000160044j 3.37136e-18+0.000131652j 7.04079e-18-7.06935e-06j -8.14292e-18+0.000347922j 1.26541e-17+5.12732e-05j 1.59839e-17+0.000102723j -2.09778e-17+0.000223879j -1.07072e-18+0.000174121j -1.77461e-17+0.000209631j 8.56513e-18+9.23009e-05j 8.59489e-17+0.000180223j 4.0021e-17-6.29343e-05j 
-6.63668e-17-0.000388578j -3.36933e-17-0.00041264j -3.91873e-17-0.000282451j -5.14928e-17-0.000317737j 1.6279e-17+6.80866e-05j 6.82138e-17+0.000409385j -4.50095e-17-0.00033139j -3.71306e-17-0.000259921j 4.05909e-17+0.000207538j -5.44099e-18-4.83055e-05j 4.4541e-17+0.000311533j 5.48957e-17+0.000422499j -1.52601e-17-9.85854e-05j 5.65904e-17+0.000388442j 7.08454e-17+0.000372887j -2.25378e-17+0.000105974j 9.43369e-17+0.00022799j -5.90611e-17-0.000213031j -1.65147e-14-0.000148011j -9.95021e-17-0.000398334j -5.81778e-17-0.000225656j -4.96811e-18+4.70088e-05j 1.04331e-16-0.0001273j -1.63138e-16-0.000341349j -1.16753e-16-0.00035149j 6.13748e-17-2.81385e-05j -1.12992e-17+0.000465865j 3.4279e-17-0.000146992j 5.39755e-16+0.000153746j -6.40918e-17+0.000516373j -3.40298e-17-6.99444e-05j 6.17821e-17+0.000419221j -2.24948e-17-0.000208117j -5.40168e-17-0.0002539j 1.36945e-17+5.39221e-05j 6.97335e-18+7.00373e-05j -4.04523e-17-0.000324506j 4.37715e-17-2.07562e-05j -1.60036e-17-0.000191328j -2.128e-16-0.000236412j -1.96934e-16-0.00043593j -9.33181e-17+9.58292e-05j -4.47517e-17-0.000254056j -6.87966e-18-3.02595e-05j 8.88839e-17+0.000490005j -1.91248e-17-8.82823e-05j -4.49751e-18-4.11776e-05j 3.68395e-17+0.000296719j -3.24724e-17-0.00017566j -4.59052e-17-0.000247632j 6.23764e-17+0.000428475j 1.29456e-17+0.000113806j 5.01484e-17+0.000356747j -3.85092e-17-0.000201938j 2.83821e-16+0.000422567j -9.85837e-18-0.000354813j 
4.79992e-17+0.00196005j -1.51738e-16+0.00207605j 1.15424e-17+0.00143146j 1.75976e-19+0.0015951j -5.52055e-18-0.000335533j -1.64106e-17-0.00205725j 1.19829e-17+0.00168043j 9.79903e-18+0.00131534j -1.52648e-18-0.00103183j -9.73293e-18+0.000243224j -1.27385e-17-0.00157681j 5.41683e-17-0.00212527j 5.74217e-17+0.000513128j -9.15125e-18-0.00196237j -5.76822e-17-0.00187318j 2.28396e-16-0.00052228j -3.26847e-16-0.0011557j 1.20498e-16+0.00106912j 8.22852e-14+0.000738665j 2.30525e-16+0.00201549j 1.48056e-16+0.00114484j 1.88801e-17-0.000248872j -6.5087e-16+0.000625601j 6.13823e-16+0.00173437j 2.86588e-16+0.00176065j -3.13466e-16+0.000146536j 4.15768e-16-0.00234487j -2.85305e-16+0.000739982j -2.60244e-15-0.000774882j 7.08243e-16-0.00260351j 1.09525e-16+0.000349598j -3.15531e-17-0.00212321j -9.25469e-17+0.0010335j 1.31896e-16+0.00129384j -5.98988e-17-0.000281377j 3.11502e-17-0.000348913j -7.52041e-17+0.00162468j -2.29605e-16+0.000106982j -4.50393e-17+0.000970068j 8.84089e-16+0.00118872j 7.04483e-16+0.00220724j 5.67966e-16-0.000477183j 2.22998e-17+0.00127667j -3.40802e-17+0.000138555j -7.78301e-17-0.00246898j 2.19472e-18+0.000436496j -9.75366e-18+0.000207149j -4.99651e-18-0.0015081j 1.20812e-17+0.000879453j 1.25612e-17+0.00123821j -5.16819e-18-0.00216331j -3.03655e-18-0.000580542j 7.05207e-19-0.00180237j 1.44121e-17+0.00100928j -1.12004e-15-0.00213137j -2.2773e-16+0.00178504j 
4.8246e-17-8.85745e-05j 6.25188e-17-8.58607e-05j 3.22609e-17-7.46541e-05j 4.53222e-17-6.0805e-05j -1.32992e-17+3.45096e-06j -5.65625e-17+8.14784e-05j 3.71189e-17-8.9038e-05j 3.05293e-17-6.57438e-05j -3.5782e-17+2.4363e-05j 7.07544e-18-1.03437e-05j -3.66026e-17+7.92377e-05j -6.02788e-17+8.73256e-05j 1.52254e-19-4.66598e-05j -4.76844e-17+9.31355e-05j -4.85217e-17+7.32054e-05j -2.49021e-17+5.42843e-06j -1.09387e-17+6.06372e-05j 2.84915e-17-4.02485e-05j -2.38814e-15-2.16421e-05j 3.48496e-17-0.00010031j 1.98775e-17-6.14936e-05j 2.59376e-18+2.86535e-05j 1.96602e-17-3.8004e-06j 7.55638e-18-9.69668e-05j 4.28007e-17-6.13162e-05j 1.27713e-17-1.34368e-05j -7.95849e-17+9.85159e-05j 3.13871e-17-3.12618e-05j 9.04999e-17+3.40688e-05j -9.96891e-17+0.000115927j 5.75024e-18-1.10394e-05j -4.68299e-17+0.000108665j 3.82089e-17-2.25936e-05j 1.4618e-17-7.79117e-05j 3.38269e-19+2.66156e-05j -1.32263e-17+9.29847e-06j 5.15648e-17-5.53803e-05j 1.33499e-17-8.21889e-06j 2.56098e-17-5.12142e-05j -3.72413e-18-4.81113e-05j 1.22669e-17-0.00011209j -5.05175e-17+1.23869e-05j 3.4618e-17-5.054e-05j 1.31805e-17+1.4592e-05j -6.15695e-17+0.00010759j 1.62425e-17-6.6686e-06j 6.40423e-18-8.53585e-06j -3.12385e-17+8.50381e-05j 2.62966e-17-2.99613e-05j 3.79937e-17-3.98253e-05j -5.40757e-17+0.00010073j -1.05859e-17+3.58391e-05j -4.45562e-17+8.5708e-05j 3.07274e-17-3.18005e-05j -3.28105e-18+9.61267e-05j 5.90712e-17-7.37104e-05j 
-6.48164e-21+0.000197912j -4.46003e-17+0.000396583j -3.65731e-19-8.96828e-05j -1.24414e-17+0.000426083j -1.47987e-18-0.000309105j 1.19512e-17-0.000477702j -6.35099e-18-0.000138162j -8.21238e-18-1.53263e-05j -1.34654e-20-0.000627414j 1.04196e-18+3.97761e-05j 4.45616e-18+2.83574e-05j 2.10283e-17-0.000419398j -1.295e-17-0.000499771j 1.64792e-17-9.34264e-05j 4.07574e-17-0.000458053j 1.74026e-16-0.000479809j -1.74912e-17+8.09772e-05j 8.24221e-17+0.000297474j 3.90085e-14+0.000350429j -4.64954e-17-1.3398e-05j 3.93157e-17-0.000113731j 6.47746e-17+0.000383936j -9.1243e-16+0.000638223j 1.94611e-17-0.00026176j 9.31632e-17+0.000606592j -8.71174e-17-0.000145353j 1.08819e-16-0.000411804j -6.44755e-17+0.000125898j -4.20212e-16-0.000100519j 7.7847e-17-0.000303419j 4.06788e-18+0.000147133j 2.78281e-17+8.44723e-05j -7.13023e-17+0.000670938j -9.9383e-17-0.000326274j -2.60333e-17+0.000298245j 4.23792e-20-0.000187248j -3.70699e-17+0.000587962j 1.46701e-17-6.87305e-05j 3.23905e-17-7.54096e-05j 1.64668e-16+0.000251781j -1.121e-16-6.72541e-05j -1.47849e-16-0.000263839j -4.90825e-18+0.000296996j -1.666e-17+0.000504042j -2.01497e-19-0.000342889j -7.56888e-18+0.000350903j 5.41186e-18+4.03086e-05j 1.12601e-17+0.000244574j 3.19428e-18+0.000318655j -8.02314e-19+0.000504059j 7.30448e-18-0.000148625j 6.69759e-18+0.000167087j 6.25342e-18-8.1894e-05j -7.91839e-18+0.00042642j -8.42151e-17-0.000219662j -2.76459e-17+0.000343685j 
-4.87054e-17+0.000430605j -1.53004e-16+0.000872492j -3.23074e-17-0.000207192j -7.15962e-17+0.000940698j 9.66025e-18-0.00068671j 8.20938e-17-0.00105326j -5.05538e-17-0.000316462j -4.83548e-17-4.09768e-05j 3.42905e-17-0.00139204j -3.89604e-18+8.73263e-05j 4.58021e-17+7.13603e-05j 1.02527e-16-0.000923052j -3.25337e-17-0.00111579j 8.34859e-17-0.000197878j 1.419e-16-0.00101046j 4.06511e-16-0.00106594j -1.20243e-17+0.000186368j 1.53334e-16+0.000656989j 8.6431e-14+0.000776653j -1.50914e-16-4.03236e-05j 6.23643e-17-0.000259262j 1.43433e-16+0.000856416j -2.05397e-15+0.00141823j 4.64623e-18-0.000592026j 1.55272e-16+0.00134188j -1.93327e-16-0.0003245j 3.01104e-16-0.000904996j -1.61269e-16+0.000276557j -9.02856e-16-0.000219851j 2.34728e-16-0.00066225j -2.03294e-18+0.000325885j 1.09585e-16+0.000199184j -1.93411e-16+0.00148897j -2.46318e-16-0.000733424j -5.62186e-17+0.00066573j 1.11156e-17-0.000415234j -1.29465e-16+0.00130109j 3.25636e-17-0.000153637j 5.13212e-17-0.000173002j 3.30561e-16+0.000554598j -3.03003e-16-0.000161272j -3.16825e-16-0.000585154j -4.54307e-17+0.000654846j -4.86062e-17+0.00112191j 6.25511e-17-0.000750858j -3.28243e-17+0.00077928j 6.65817e-18+8.87001e-05j 5.56932e-17+0.000552573j -1.85544e-17+0.000705151j -3.88371e-17+0.00111623j 6.85846e-17-0.000319773j 2.54795e-17+0.000375165j 5.67827e-17-0.000173024j -4.81201e-17+0.000944496j -1.28993e-16-0.000478157j -1.07259e-16+0.00075619j 
-6.98493e-17+0.00139867j -2.1315e-16+0.00138604j -6.01387e-17+0.00114099j -9.00698e-17+0.00100301j 2.49738e-17-9.89891e-05j 1.03211e-16-0.00133026j -6.75575e-17+0.00135622j -5.43442e-17+0.0010142j 7.43313e-17-0.000469303j -2.17675e-17+0.000165796j 6.67683e-17-0.00122091j 1.53864e-16-0.00141206j 4.30788e-17+0.000647626j 8.74126e-17-0.00145376j 4.68863e-17-0.00119945j 1.30169e-16-0.000154764j -1.85633e-16-0.000925559j -1.50198e-17+0.0006662j 4.30016e-14+0.000386343j 9.85485e-17+0.00154892j 3.94645e-17+0.000933964j -2.02328e-17-0.000386332j -8.77141e-17+0.00015298j 3.81594e-16+0.00146056j 6.01084e-17+0.00103756j -1.97416e-16+0.000186288j 3.96568e-16-0.00158395j -2.27523e-16+0.000501926j -1.73377e-15-0.000541579j 6.45229e-16-0.00183715j 5.85698e-17+0.000192402j 6.60332e-17-0.0016676j -1.11614e-16+0.000448372j 9.82066e-17+0.00115643j -2.93487e-17-0.000367474j 4.84165e-17-0.000171408j -1.42672e-16+0.000943038j -1.8603e-16+0.000116926j -9.73122e-17+0.000780692j 5.22883e-16+0.000781021j 4.86944e-16+0.0017231j 5.43941e-16-0.000230465j -5.60804e-17+0.000825246j -4.32656e-17-0.000151195j 7.82717e-17-0.00171407j -2.95618e-17+0.000154908j -2.22065e-17+0.000137924j 5.77293e-17-0.00127867j -4.87233e-17+0.000510276j -7.13514e-17+0.000690155j 1.07361e-16-0.00157933j 1.74627e-17-0.000529442j 9.16429e-17-0.00133722j -5.18361e-17+0.000554621j -6.97927e-16-0.00151865j -2.63249e-16+0.00119038j 
6.89588e-17-0.000484763j 1.69404e-16-0.000835279j 4.68097e-17+4.91553e-05j 8.70628e-17-0.000850707j -1.63885e-17+0.000556754j -1.02239e-16+0.000973534j 6.44315e-17+0.000114305j 5.83204e-17-7.03055e-05j -5.12018e-17+0.00115587j 8.29883e-18-8.63489e-05j -6.03132e-17+6.70942e-05j -1.23925e-16+0.000878171j 2.31463e-17+0.000822581j -9.76175e-17+0.000305073j -1.41959e-16+0.00092618j -3.46428e-16+0.000864329j 1.63822e-17-5.44402e-05j -1.0643e-16-0.000590656j -7.31631e-14-0.000657522j 1.32152e-16-0.000125092j -4.20072e-17+0.00011162j -1.11785e-16-0.000642608j 1.65611e-15-0.00114462j -2.54981e-17+0.0003231j -1.05529e-16-0.0011736j 1.74388e-16+0.000239437j -3.08997e-16+0.000881241j 1.60611e-16-0.000271113j 8.85434e-16+0.000229992j -2.83356e-16+0.00071368j 6.91507e-19-0.000278972j -1.16562e-16+1.06629e-05j 1.82033e-16-0.00123091j 1.9771e-16+0.000466536j 4.7043e-17-0.000492711j -1.90947e-17+0.000347974j 1.40096e-16-0.00113154j -6.42328e-18+0.000110448j -2.09443e-17+5.85014e-05j -3.0117e-16-0.000520793j 2.15488e-16-4.64792e-05j 1.89676e-16+0.000489246j 5.82521e-17-0.000605092j 4.86547e-17-0.000877836j -8.75844e-17+0.000771733j 3.6739e-17-0.000636126j -4.50628e-19-8.46139e-05j -6.47805e-17-0.00031015j 3.19241e-17-0.000613175j 5.5793e-17-0.000958698j -9.04265e-17+0.000414861j -2.70852e-17-0.000244947j -7.49395e-17+0.00027346j 5.80678e-17-0.000808224j 1.48376e-16+0.000534795j 1.34452e-16-0.00072283j 
3.90604e-17-0.000400704j 2.83292e-17+2.78749e-05j 3.32675e-17-0.000859273j 2.47352e-17+0.00031505j -1.72791e-17-0.000597237j -3.30326e-17-0.000232557j 2.47382e-17-0.00108827j 1.32901e-17-0.000627285j -4.22825e-17-0.00105486j 1.47303e-17-1.29099e-05j -2.83132e-17+0.000776136j -4.34728e-17-6.09855e-05j -5.28499e-17-0.0014393j -1.45058e-17+0.00065452j 6.08897e-17-0.000267618j 2.93372e-16-0.000926412j 7.27707e-17+0.000714475j 1.82385e-16+0.00023993j 5.74767e-14+0.000516319j -1.58164e-16-0.000936786j 5.92499e-17-0.000788841j 1.49157e-16+0.0010405j -1.88385e-15+0.00126329j -1.8392e-16-0.00141149j 1.60271e-16+0.000677458j -6.89439e-17-0.000417394j 4.95054e-19+5.59221e-05j -3.99873e-18-2.74637e-05j 1.26726e-16+0.00010452j -2.10834e-16+0.000434184j -2.61359e-17+0.00019908j 2.21193e-17+0.00115706j -8.70693e-17+0.00115941j -2.6923e-16-0.00136989j -3.7921e-17+0.000847777j -2.78684e-17-0.000296434j 3.24048e-18+0.000693397j 1.40149e-16-0.000214279j 1.24915e-16-0.000617713j 4.12039e-17+7.57253e-05j -5.2516e-16-0.00115311j -6.31833e-16-0.000424168j 2.11424e-17+0.000145643j -1.04004e-17+0.00115722j -4.38885e-17+0.000278332j 6.68713e-19+0.000653053j 2.42837e-17+4.5653e-06j -8.79181e-18+0.00126838j 3.43472e-17+0.000376277j 3.87012e-17+0.000663833j -4.5438e-17+0.000611142j 4.36882e-18+0.000664717j -3.88161e-17+0.000610622j 1.24269e-17+0.000578728j 2.32834e-16+0.000424958j 9.39489e-17+3.04855e-05j 
-2.74114e-17-0.000348572j -2.80937e-18-0.000301907j -1.37182e-17-0.000338874j -2.00333e-17-0.000188278j 5.22083e-18-3.93945e-05j 2.74021e-17+0.000268682j -1.77042e-17-0.000409649j -1.5667e-17-0.000287239j 1.24548e-17-4.83356e-06j 2.43578e-19-3.77772e-05j 1.69947e-17+0.000347933j 1.57589e-17+0.000304237j -1.81594e-17-0.000289792j 2.44167e-17+0.000386678j 4.49954e-17+0.000236329j 2.0828e-17-6.08401e-05j 7.26313e-17+0.000276677j -6.61271e-18-0.000121913j -3.59136e-15-3.2075e-05j -8.24312e-17-0.000436506j -2.61985e-17-0.00028614j 1.90102e-17+0.000191498j -1.97908e-16+9.57303e-05j -1.3702e-16-0.000465691j -4.57883e-17-0.000158763j 3.5455e-17-8.37042e-05j -2.83481e-17+0.000354004j 3.11287e-17-0.000113175j 4.1305e-16+0.000129785j -1.0068e-16+0.000448413j -2.57151e-17-2.19184e-05j 3.35491e-17+0.000485159j -1.82482e-17+2.01417e-05j -7.26075e-17-0.000394557j 3.97247e-18+0.000167617j -2.70225e-18+7.33253e-06j -1.39577e-17-0.000136347j 5.39965e-17-4.76527e-05j 1.38605e-17-0.000234915j -1.41258e-16-0.000163975j -2.08798e-16-0.000496959j -1.69411e-16+7.23748e-06j -1.87004e-17-0.00016654j -2.82628e-18+0.00015175j 3.87304e-17+0.000405391j -8.836e-18+3.2815e-05j 2.11131e-18-2.9859e-05j 1.59389e-17+0.000411041j -1.04919e-17-7.36662e-05j -1.60567e-17-8.37707e-05j 2.2225e-17+0.000409846j 6.79028e-18+0.000184484j 1.72542e-17+0.000356558j -1.66893e-17-6.26847e-05j 2.28233e-16+0.000377436j 2.22524e-17-0.000258617j 
-1.02732e-16-0.00112171j 2.87439e-17-0.00139618j -5.72433e-17-0.000558507j -5.93108e-17-0.00120783j 2.57131e-17+0.000498352j 8.6481e-17+0.00147782j -5.89659e-17-0.000619052j -4.53434e-17-0.000587865j 5.78544e-17+0.00117286j -7.11998e-18-0.00015613j 6.05308e-17+0.000693613j 4.48905e-17+0.00144421j -1.76433e-17+0.000320269j 6.36902e-17+0.00100648j 6.57947e-17+0.0013713j -2.65262e-16+0.000774234j 2.11803e-16+0.000441374j -1.96468e-16-0.000822782j -8.12984e-14-0.000729747j -1.31131e-16-0.000912011j -1.52534e-16-0.000399924j -8.20082e-17-0.000312873j 1.27302e-15-0.000998069j -3.63082e-16-0.000506293j -3.19978e-16-0.00148487j 2.39587e-16+9.43892e-05j -2.10919e-16+0.00153675j 1.71086e-16-0.000480444j 1.69708e-15+0.000468247j -3.04084e-16+0.00153506j -7.24216e-17-0.000324543j 6.25356e-17+0.000882441j 6.35012e-17-0.00122207j 9.52354e-18-0.000231886j 5.89422e-17-0.000202548j 4.2493e-18+0.000368876j -2.90489e-18-0.0014016j 8.70947e-17+2.72974e-05j -5.03985e-17-0.000362201j -6.42486e-16-0.000826927j -2.81922e-16-0.000940252j -7.09626e-17+0.000513115j -6.2047e-17-0.000917705j 1.47713e-17-0.000624731j 1.40252e-16+0.00151712j -1.91534e-17-0.000591307j -1.06067e-17-0.000140132j 4.07006e-17+0.000421358j -5.17507e-17-0.00075913j -6.6471e-17-0.00113048j 8.13181e-17+0.00116033j 1.1504e-17+8.10192e-05j 6.40834e-17+0.000920057j -4.84517e-17-0.000938784j 6.96679e-16+0.0012247j 5.74577e-17-0.00120347j 
