-0.038166-2.67639e-18j 0.0694875-1.50001e-18j -0.0705848-5.70987e-19j -0.213623+1.07593e-18j -0.0899743-3.15442e-18j -0.175608+6.36067e-18j -0.165095-4.71482e-18j -0.406243-2.85005e-18j 0.265296-9.87753e-18j 0.0332557+6.85838e-17j 0.186415-3.47061e-18j -0.0989029-3.20887e-18j -0.0403127+1.59851e-17j -0.184143+3.27216e-18j 0.382717+4.05835e-18j -0.14771+1.75944e-18j -0.00362404+1.69629e-16j 0.106107+2.38124e-17j -0.0818664+7.78019e-18j 0.171023-8.64841e-19j -0.0267717-2.88507e-17j -0.259744+2.14724e-18j -0.276446+1.85663e-17j 0.0648002+4.98823e-17j -0.269649-4.70293e-18j 0.212461+1.5768e-18j -0.151662+3.01569e-18j 0.0700434-2.08135e-17j -0.140833+1.82537e-16j -0.0505858-5.22429e-16j -0.0233468-3.37205e-16j 0.137035-5.8726e-17j 0.0417959+1.21526e-18j 0.0197943-5.65385e-18j -0.0270895+6.82641e-19j -0.0257354+8.80435e-20j -0.016425-1.48584e-18j -0.024588-5.43276e-19j 0.0107269-8.24869e-18j 0.00460907+4.03626e-18j -0.00473969-5.92491e-18j -0.00644385+3.41973e-18j -0.00232031-7.16127e-17j -0.00169366+4.51675e-16j -0.000139396-8.99777e-17j -0.000352926-8.12402e-17j -0.000981582-5.52794e-18j 0.00106524-1.06529e-18j -0.00132594+2.6589e-17j 0.000644912+1.2352e-16j -0.000638555-3.61001e-14j -0.00564697+2.16941e-17j 0.000872553+1.9311e-16j 0.000321634+6.26597e-17j 0.00307756-6.09052e-18j -0.00134288-4.21744e-18j 0.00128316+2.47007e-17j -0.000989403-2.8999e-17j 0.0024372-7.41325e-17j -0.00130387-4.7208e-17j 0.0013934-1.9241e-17j -0.00737259-1.36969e-17j 0.00125042-1.94558e-17j -0.0143213-8.13292e-19j 0.0265258-3.9892e-19j -0.0184368-1.36729e-19j 0.0192882+5.70582e-19j -0.00613935-1.09718e-19j 0.0302373+6.03022e-19j -0.0148905-6.75217e-19j 0.0183304-2.17349e-18j 0.0134049+3.24536e-18j 
-4.62272e-17-4.56274e-18j 1.14099e-16+1.07479e-17j -1.31195e-17-2.53758e-18j -3.96902e-17-7.67863e-18j 1.51152e-17-6.38756e-19j 9.85273e-18-2.84869e-18j 2.03953e-17-1.77048e-18j 1.00398e-16-2.62627e-19j -5.86672e-17+7.33893e-19j -3.08642e-17-1.82484e-18j -5.55657e-17-6.53671e-19j 3.99984e-17+1.20436e-18j -3.25568e-19-8.64902e-19j 4.76248e-17+5.34678e-20j -9.27616e-17+3.96013e-19j 4.73551e-17+7.89162e-19j 7.67816e-18+5.50654e-19j -5.2627e-17-2.08418e-18j 1.31532e-17-6.3011e-19j -5.79225e-17-1.16592e-18j 1.85196e-17+9.53202e-19j 7.94663e-17+1.07738e-18j 8.86582e-17+1.47947e-18j -5.41811e-17-3.06992e-18j 1.04195e-16+2.88755e-18j -6.53083e-17-9.06351e-19j 1.98994e-17-1.53158e-18j -7.34737e-17-4.53386e-18j -6.23497e-18-3.43716e-18j 4.72076e-17+2.79696e-18j 2.54638e-18-2.77916e-19j -2.2263e-16-1.53017e-17j -1.95505e-16-1.50708e-17j -1.8104e-17-1.06442e-18j 1.20866e-16+9.29113e-18j 2.22659e-16+1.76188e-17j 7.78011e-17+6.00176e-18j -2.09688e-17-2.22098e-18j -1.6529e-16-1.32534e-17j 9.73247e-17+8.031e-18j 2.20666e-17+1.70058e-18j -2.6798e-16-2.19831e-17j 5.78423e-18+4.2335e-19j -2.33866e-16-1.91029e-17j 3.35528e-17+2.73275e-18j -6.18971e-17-5.05398e-18j 7.97821e-18+6.30071e-19j -4.90013e-17-3.97305e-18j -7.92017e-17-6.4851e-18j -8.30856e-17-6.76078e-18j -1.19574e-16-9.76248e-18j -3.59516e-16-2.94298e-17j 1.11675e-16+9.12332e-18j 9.17131e-17+7.4843e-18j 7.04211e-17+5.80563e-18j -5.25869e-17-4.31548e-18j 5.82286e-17+4.77422e-18j -8.92258e-18-7.48058e-19j 2.42749e-16+1.98427e-17j -5.63531e-17-4.62174e-18j -1.88736e-16-1.53591e-17j -7.33795e-17-6.13615e-18j -1.25834e-16-1.02336e-17j -1.39656e-16-1.16844e-17j 4.7974e-17+4.46309e-18j -1.47777e-16-1.24321e-17j 1.96874e-16+1.64528e-17j -3.11382e-17-2.66646e-18j 2.06998e-16+1.7506e-17j -1.04475e-16-8.8278e-18j 1.61681e-16+1.35635e-17j 9.66573e-17+8.1595e-18j 
0.000153866-1.98775e-17j -0.000375264+5.14539e-17j 5.45802e-05-1.15993e-17j 0.000165135-3.67627e-17j -3.16007e-05-1.13337e-18j 7.60206e-07-1.71759e-17j -3.4661e-05-5.53174e-18j -0.000244849+4.55552e-19j 0.000137979+9.31348e-18j 9.20042e-05-4.92794e-17j 0.000142529-1.01592e-18j -0.000109042+7.56994e-18j 8.39641e-06-1.35538e-17j -0.00011771-1.69e-18j 0.000224878-5.44975e-19j -0.000123506+2.66867e-18j -2.37371e-05-9.80591e-17j 0.000147856-2.39342e-17j -2.68466e-05-7.58076e-18j 0.000152829-4.97194e-18j -5.3961e-05+2.1603e-17j -0.000205087+3.79448e-18j -0.000231246-4.05617e-18j 0.000160338-4.40403e-17j -0.000281857+1.63751e-17j 0.000168732-5.19956e-18j -3.55381e-05-8.99471e-18j 0.000220687-8.97991e-18j 4.55316e-05-1.24479e-16j -0.000140774+3.23143e-16j -3.82809e-06+1.98774e-16j 0.000682427-3.71423e-17j 0.000613625-7.16223e-17j 5.39145e-05-1.65288e-18j -0.000379129+4.33054e-17j -0.000702846+8.28359e-17j -0.00024423+2.91171e-17j 7.1123e-05-1.01263e-17j 0.000523284-5.74568e-17j -0.000310111+3.53871e-17j -6.92556e-05+1.1516e-17j 0.000852739-1.05449e-16j -1.79569e-05+4.44832e-17j 0.000743466-3.57873e-16j -0.000106596+6.62448e-17j 0.000196755+2.44275e-17j -2.51732e-05+6.24421e-18j 0.000155517-1.80592e-17j 0.000251922-4.6286e-17j 0.000263904-1.05097e-16j 0.000380088+2.13742e-14j 0.00114347-1.51326e-16j -0.000355031-7.16615e-17j -0.000291496-1.96919e-18j -0.00022434+3.09266e-17j 0.000167351-1.77999e-17j -0.000185268+7.80426e-18j 2.8534e-05+1.36873e-17j -0.000771831+1.37337e-16j 0.000179312+6.26789e-18j 0.000599492-6.08409e-17j 0.000234525-2.07406e-17j 0.000399635-3.65999e-17j 0.000446401-5.44868e-17j -0.000157292+2.12334e-17j 0.000472959-5.84059e-17j -0.000629132+7.70642e-17j 0.000100069-1.24793e-17j -0.000663303+8.19995e-17j 0.000334711-4.113e-17j -0.000517122+6.50994e-17j -0.000309597+3.6461e-17j 
-1.02669e-17-5.71071e-19j 2.47597e-17+1.34521e-18j -4.3196e-18-3.17603e-19j -1.307e-17-9.61055e-19j 9.46645e-19-7.99466e-20j -2.1346e-18-3.56542e-19j 2.49449e-19-2.21593e-19j 1.07905e-17-3.28703e-20j -5.64873e-18+9.18538e-20j -5.47294e-18-2.28397e-19j -6.87595e-18-8.18132e-20j 5.77975e-18+1.50737e-19j -1.01441e-18-1.08251e-19j 5.31999e-18+6.69201e-21j -9.79622e-18+4.95649e-20j 6.12248e-18+9.87713e-20j 1.4709e-18+6.89197e-20j -8.16974e-18-2.60856e-19j 7.39747e-19-7.88643e-20j -7.71573e-18-1.45926e-19j 3.12358e-18+1.19302e-19j 9.99478e-18+1.34844e-19j 1.14648e-17+1.85169e-19j -9.45651e-18-3.8423e-19j 1.47735e-17+3.61405e-19j -8.23774e-18-1.13439e-19j 4.64955e-19-1.91692e-19j -1.32432e-17-5.67456e-19j -4.57699e-18-4.30194e-19j 8.3776e-18+3.50067e-19j -3.31907e-20-3.47839e-20j -4.1897e-17-1.91516e-18j -3.86403e-17-1.88626e-18j -3.20351e-18-1.33223e-19j 2.38589e-17+1.16288e-18j 4.45216e-17+2.20516e-18j 1.53818e-17+7.51178e-19j -4.82829e-18-2.77978e-19j -3.32474e-17-1.6588e-18j 1.98335e-17+1.00516e-18j 4.36079e-18+2.12844e-19j -5.4464e-17-2.7514e-18j 1.11772e-18+5.29863e-20j -4.74381e-17-2.39092e-18j 6.79697e-18+3.4203e-19j -1.25532e-17-6.32554e-19j 1.59387e-18+7.88595e-20j -9.90618e-18-4.97266e-19j -1.60833e-17-8.11673e-19j -1.6824e-17-8.46177e-19j -2.42495e-17-1.22187e-18j -7.29972e-17-3.68342e-18j 2.26541e-17+1.14187e-18j 1.85953e-17+9.36733e-19j 1.43449e-17+7.26631e-19j -1.06895e-17-5.40124e-19j 1.18316e-17+5.9754e-19j -1.83164e-18-9.36267e-20j 4.92561e-17+2.4835e-18j -1.14519e-17-5.78455e-19j -3.82189e-17-1.92235e-18j -1.50455e-17-7.67999e-19j -2.54737e-17-1.28083e-18j -2.86414e-17-1.46241e-18j 1.03471e-17+5.58599e-19j -3.03842e-17-1.55599e-18j 4.03549e-17+2.05923e-18j -6.45531e-18-3.33733e-19j 4.26644e-17+2.19104e-18j -2.15246e-17-1.10489e-18j 3.31996e-17+1.6976e-18j 1.99052e-17+1.02124e-18j 
-0.000353106+1.9884e-19j 0.000758063-6.10937e-18j -0.000374581+7.73739e-19j -0.0011336+4.36781e-18j -0.000354979-1.98133e-18j -0.000768431+5.92933e-18j -0.000679593-2.58003e-18j -0.00147906-1.9372e-18j 0.000992435-7.48251e-18j 3.39498e-05+5.04249e-17j 0.00064217-2.2029e-18j -0.000300238-2.88243e-18j -0.000186356+1.19583e-17j -0.000662293+2.34009e-18j 0.00140042+2.74818e-18j -0.00049604+9.02735e-19j 1.29013e-05+1.22349e-16j 0.000284729+1.81858e-17j -0.000325298+5.91805e-18j 0.000562429-7.99742e-20j -5.1673e-05-2.12987e-17j -0.000886918+1.04827e-18j -0.000928244+1.27278e-17j 8.90809e-05+3.74898e-17j -0.000837256-4.7493e-18j 0.000724281+1.56346e-18j -0.000619824+2.8958e-18j 3.89276e-05-1.2924e-17j -0.00067065+1.33543e-16j -5.06431e-05-3.78914e-16j -9.74043e-05-2.43599e-16j -0.000227343-3.52922e-17j -0.000560292+7.92474e-18j 2.1234e-05-3.58887e-18j 0.000340644-3.85066e-18j 0.000738513-8.17402e-18j 0.000223922-3.88007e-18j -0.000193578+6.45745e-19j -0.000586699+2.34568e-19j 0.000395621-8.3752e-19j 6.3138e-05-5.07757e-18j -0.00106064+1.27499e-17j 1.16007e-05-5.19589e-17j -0.000907576+3.35398e-16j 0.000128455-6.63126e-17j -0.00023977-5.63566e-17j 2.61891e-05-4.29013e-18j -0.000183641+1.08761e-18j -0.000310817+2.22504e-17j -0.000316711+9.24399e-17j -0.000462994-2.60882e-14j -0.00140917+2.94402e-17j 0.000433677+1.35313e-16j 0.000354343+4.17905e-17j 0.000285077-7.11658e-18j -0.000208494-1.03063e-18j 0.000229927+1.56212e-17j -3.88727e-05-2.06104e-17j 0.000945169-6.28597e-17j -0.000222806-3.19606e-17j -0.000719763-6.72605e-18j -0.000316181-7.03106e-18j -0.000478404-9.27776e-18j -0.000603086+4.87517e-18j 0.000306379-2.37505e-18j -0.000653229+5.71378e-18j 0.00084604-7.28009e-18j -0.000147994+1.1674e-18j 0.000935268-7.74904e-18j -0.000470341+3.63939e-18j 0.000706235-7.91257e-18j 0.000433441-1.46926e-18j 
0.000286383+1.02473e-17j -0.000658781-1.74377e-17j 0.000197514+4.91133e-18j 0.0005977+1.24544e-17j 0.000105662+3.82114e-18j 0.000296395-4.97891e-19j 0.000227563+7.1326e-18j 0.000329531+2.90451e-18j -0.000246852+7.20185e-18j 7.69448e-05-5.57042e-17j -0.000107639+4.1186e-18j 8.84078e-06+6.56714e-19j 7.99142e-05-1.22174e-17j 0.000139661-2.90251e-18j -0.00031881-4.1743e-18j 7.00247e-05-2.88551e-18j -2.81856e-05-1.46596e-16j 3.50981e-05-1.68133e-17j 9.88938e-05-5.58197e-18j -6.68817e-05+2.77385e-18j -3.29085e-05+2.31094e-17j 0.000140604-3.7206e-18j 0.000130913-1.85179e-17j 0.000122584-3.74786e-17j 4.63934e-05-9.93083e-19j -0.000113597+2.2531e-19j 0.000203709+7.92332e-20j 0.000200919+2.57689e-17j 0.000302574-1.50731e-16j -0.000118233+4.43665e-16j 3.3731e-05+2.89996e-16j 0.000755082+7.70795e-17j 0.000815875+2.52138e-17j 4.45744e-05+6.70868e-18j -0.00050196-1.67736e-17j -0.000971729-3.0772e-17j -0.000325081-9.18089e-18j 0.000144058+4.33595e-18j 0.000737655+3.01729e-17j -0.000455593-1.74574e-17j -9.20443e-05+2.12408e-18j 0.00124231+3.53641e-17j -2.20304e-05+6.07464e-17j 0.00107651-3.5451e-16j -0.000153704+7.24904e-17j 0.000284735+7.85552e-17j -3.47029e-05+3.64834e-18j 0.000222797+7.83668e-18j 0.000366039-1.15296e-17j 0.000380029-9.42706e-17j 0.000549973+3.10112e-14j 0.00166082+3.26483e-17j -0.000514179-1.81692e-16j -0.000421501-6.68369e-17j -0.000329152-4.88577e-18j 0.000243936+1.11396e-17j -0.00026971-2.9525e-17j 4.28708e-05+2.62007e-17j -0.00111873+2.90765e-17j 0.000261143+4.85833e-17j 0.000863405+4.32791e-17j 0.000351083+2.24504e-17j 0.000575024+3.45335e-17j 0.000668746+2.10554e-17j -0.000271755-7.43334e-18j 0.000714019+2.17772e-17j -0.000940986-2.91549e-17j 0.000154837+4.73984e-18j -0.00100875-3.10176e-17j 0.000508407+1.596e-17j -0.000777618-2.17649e-17j -0.000469641-1.70023e-17j 
-4.00353e-16-1.72524e-17j 9.21661e-16+4.06394e-17j -2.74403e-16-9.59495e-18j -8.30373e-16-2.9034e-17j -1.44772e-16-2.41523e-18j -4.09077e-16-1.07713e-17j -3.12904e-16-6.69445e-18j -4.46635e-16-9.93029e-19j 3.36088e-16+2.77496e-18j -1.09252e-16-6.89999e-18j 1.43809e-16-2.47162e-18j -8.57322e-18+4.55386e-18j -1.10568e-16-3.27032e-18j -1.88828e-16+2.02169e-19j 4.32505e-16+1.49738e-18j -9.25313e-17+2.98394e-18j 3.96883e-17+2.0821e-18j -5.33577e-17-7.8806e-18j -1.35589e-16-2.38254e-18j 8.72181e-17-4.40851e-18j 4.7212e-17+3.6042e-18j -1.87223e-16+4.07372e-18j -1.72979e-16+5.59407e-18j -1.74511e-16-1.16078e-17j -5.46495e-17+1.09183e-17j 1.5116e-16-3.42705e-18j -2.79954e-16-5.79111e-18j -2.84628e-16-1.71432e-17j -4.19094e-16-1.29964e-17j 1.67856e-16+1.05757e-17j -4.64245e-17-1.05084e-18j -1.06478e-15-5.78581e-17j -1.1464e-15-5.6985e-17j -6.33104e-17-4.02473e-18j 7.05363e-16+3.51311e-17j 1.36446e-15+6.66192e-17j 4.56767e-16+2.26935e-17j -2.01179e-16-8.39786e-18j -1.03544e-15-5.01132e-17j 6.39077e-16+3.03664e-17j 1.29333e-16+6.43013e-18j -1.74286e-15-8.31215e-17j 3.10013e-17+1.60075e-18j -1.51042e-15-7.22309e-17j 2.15672e-16+1.03329e-17j -3.99506e-16-1.91098e-17j 4.87305e-17+2.38239e-18j -3.12653e-16-1.50227e-17j -5.13548e-16-2.45211e-17j -5.33254e-16-2.55635e-17j -7.71657e-16-3.69134e-17j -2.33012e-15-1.11278e-16j 7.21425e-16+3.44966e-17j 5.91407e-16+2.82992e-17j 4.61723e-16+2.19519e-17j -3.42221e-16-1.63174e-17j 3.78387e-16+1.8052e-17j -6.01148e-17-2.82851e-18j 1.56962e-15+7.5028e-17j -3.66367e-16-1.74755e-17j -1.21152e-15-5.80752e-17j -4.92329e-16-2.32017e-17j -8.0688e-16-3.86946e-17j -9.37781e-16-4.41803e-17j 3.8028e-16+1.68756e-17j -1.00115e-15-4.70074e-17j 1.31958e-15+6.22105e-17j -2.17019e-16-1.00823e-17j 1.41423e-15+6.61926e-17j -7.12783e-16-3.33792e-17j 1.09039e-15+5.12854e-17j 6.58447e-16+3.08523e-17j 
-0.000133226+4.28836e-19j 0.000284253-3.0533e-18j -0.000145588+4.7869e-19j -0.000440596+2.18249e-18j -0.000141236-6.67678e-19j -0.000303025+2.37035e-18j -0.000269378-7.96022e-19j -0.000592914-6.81107e-19j 0.000396808-2.76753e-18j 1.69964e-05+1.84064e-17j 0.000258848-7.46763e-19j -0.000122683-1.13819e-18j -7.31663e-05+4.39888e-18j -0.000265811+8.43388e-19j 0.000561116+9.64409e-19j -0.000200471+2.65253e-19j 4.15737e-06+4.42711e-17j 0.000118089+6.74981e-18j -0.000129344+2.19277e-18j 0.000227804+6.22113e-20j -2.24945e-05-7.78883e-18j -0.000357825+2.95427e-19j -0.000375149+4.49426e-18j 4.14182e-05+1.38187e-17j -0.000341249-1.94599e-18j 0.000292259+6.37158e-19j -0.000245841+1.16862e-18j 2.40047e-05-4.32646e-18j -0.000262707+4.86376e-17j -2.5492e-05-1.3746e-16j -3.85646e-05-8.82087e-17j -6.29043e-05-1.15861e-17j -0.000196911+4.04888e-18j 1.04881e-05-1.21664e-18j 0.000119479-2.12128e-18j 0.0002637-4.33843e-18j 7.87352e-05-1.8747e-18j -7.35552e-05+4.07572e-19j -0.000210867+1.12141e-18j 0.000143867-9.3139e-19j 2.21852e-05-1.97207e-18j -0.000384865+6.33711e-18j 3.87106e-06-1.88524e-17j -0.000328782+1.22974e-16j 4.64808e-05-2.42319e-17j -8.68467e-05-2.00169e-17j 9.34152e-06-1.60314e-18j -6.63274e-05+7.04631e-19j -0.000112704+8.56614e-18j -0.000114558+3.40101e-17j -0.000167694-9.44828e-15j -0.000510919+1.29646e-17j 0.000157115+4.82962e-17j 0.000128318+1.45511e-17j 0.000103633-3.03161e-18j -7.56651e-05-3.58086e-20j 8.34151e-05+5.28458e-18j -1.42119e-05-7.4065e-18j 0.000342496-2.43193e-17j -8.08403e-05-1.12146e-17j -0.000260357-1.23502e-18j -0.000115501-2.06676e-18j -0.000173005-2.56008e-18j -0.000220344+2.67951e-18j 0.000114663-1.20926e-18j -0.000239078+3.04172e-18j 0.000308997-3.92347e-18j -5.44428e-05+6.31349e-19j 0.000342847-4.17568e-18j -0.000172371+2.00853e-18j 0.000258251-3.92659e-18j 0.000158803-1.17025e-18j 
7.84816e-05+1.79071e-18j -0.000174447-2.67629e-18j 6.88481e-05+8.14645e-19j 0.00020835+1.91118e-18j 5.4196e-05+7.99866e-19j 0.000126491-4.68755e-19j 0.000107182+1.42116e-18j 0.000210806+6.35705e-19j -0.000144937+1.74847e-18j 6.6161e-06-1.3045e-17j -8.67233e-05+8.6646e-19j 3.49232e-05+3.00858e-19j 3.1765e-05-2.91888e-18j 9.33242e-05-6.6125e-19j -0.000200519-9.11313e-19j 6.52104e-05-5.65868e-19j -5.26962e-06-3.36649e-17j -2.72254e-05-4.12804e-18j 4.99446e-05-1.36281e-18j -7.22417e-05+4.93329e-19j 1.34366e-06+5.43623e-18j 0.000118684-7.22196e-19j 0.000122012-4.07722e-18j 6.60955e-06-9.00589e-18j 0.000100335+1.30498e-19j -9.67542e-05-6.08428e-20j 9.72353e-05-1.72192e-19j 2.28612e-05+5.36597e-18j 0.000116345-3.51122e-17j -1.03375e-05+1.0244e-16j 1.55133e-05+6.66966e-17j 0.000127885+1.58343e-17j 0.000173525+3.92817e-18j 3.65673e-06+1.41139e-18j -0.000106303-2.70459e-18j -0.00021467-4.89036e-18j -6.92161e-05-1.3664e-18j 4.12706e-05+7.21607e-19j 0.000165889+5.29525e-18j -0.000106193-3.01862e-18j -1.95684e-05+7.00209e-19j 0.000287529+5.40444e-18j -4.28921e-06+1.4031e-17j 0.000247863-8.39514e-17j -3.5263e-05+1.70205e-17j 6.55275e-05+1.7448e-17j -7.64559e-06+9.17859e-19j 5.08272e-05+1.30932e-18j 8.45286e-05-3.45939e-18j 8.70868e-05-2.25332e-17j 0.000126554+7.13479e-15j 0.000383407+3.85364e-18j -0.000118409-4.0675e-17j -9.69354e-05-1.44493e-17j -7.66373e-05-4.02439e-19j 5.64842e-05+2.02678e-18j -6.23852e-05-6.20041e-18j 1.01774e-05+5.93605e-18j -0.000257808+9.15789e-18j 6.04242e-05+1.06049e-17j 0.000197881+8.04933e-18j 8.31038e-05+4.40315e-18j 0.00013168+6.67414e-18j 0.000158389+3.39231e-18j -7.12502e-05-1.15558e-18j 0.000170158+3.46545e-18j -0.000222581-4.66321e-18j 3.76114e-05+7.59159e-19j -0.000241788-4.9609e-18j 0.000121745+2.57497e-18j -0.000184733-3.32195e-18j -0.000112345-2.89791e-18j 
-2.66776e-05+4.37125e-18j 5.5649e-05-1.06445e-17j -3.22257e-05+2.47195e-18j -9.75265e-05+7.60495e-18j -3.355e-05+4.88115e-19j -7.01273e-05+3.08694e-18j -6.32965e-05+1.5324e-18j -0.000143879+1.31501e-19j 9.55909e-05-1.1623e-18j 6.42381e-06+4.85126e-18j 6.37775e-05+4.88707e-19j -3.13504e-05-1.32824e-18j -1.67102e-05+1.56332e-18j -6.47179e-05+9.31494e-20j 0.000135978-2.08947e-19j -4.9749e-05-6.98283e-19j 3.20158e-07+7.01481e-18j 3.1337e-05+3.11199e-18j -3.06685e-05+9.66728e-19j 5.68696e-05+1.10893e-18j -6.66728e-06-2.22337e-18j -8.83823e-05-9.64658e-19j -9.31004e-05-6.28931e-19j 1.39261e-05+5.24349e-18j -8.66223e-05-3.05133e-18j 7.22207e-05+9.62242e-19j -5.78716e-05+1.64166e-18j 1.15278e-05+3.53484e-18j -5.95826e-05+1.15145e-17j -9.71e-06-2.60262e-17j -9.03095e-06-1.47485e-17j 3.90207e-06+1.24432e-17j -2.89808e-05+1.48863e-17j 3.88664e-06+7.95692e-19j 1.74007e-05-9.11358e-18j 4.20279e-05-1.73358e-17j 1.16186e-05-5.9729e-18j -1.51031e-05+2.16161e-18j -3.46558e-05+1.26761e-17j 2.49136e-05-7.724e-18j 3.26189e-06-1.93759e-18j -6.60211e-05+2.17873e-17j 4.10274e-07-3.6069e-18j -5.5995e-05+3.89219e-17j 7.87585e-06-6.69786e-18j -1.47808e-05+1.35479e-18j 1.48139e-06-8.66355e-19j -1.11465e-05+3.86267e-18j -1.92739e-05+7.5669e-18j -1.9379e-05+1.21564e-17j -2.85361e-05-1.5986e-15j -8.73355e-05+2.99301e-17j 2.6765e-05-3.76029e-19j 2.18177e-05-4.57436e-18j 1.79205e-05-5.98501e-18j -1.29879e-05+4.05925e-18j 1.42973e-05-3.59823e-18j -2.51792e-06-5.55655e-19j 5.84022e-05-2.28309e-17j -1.38623e-05+2.44549e-18j -4.40505e-05+1.42587e-17j -2.03921e-05+5.42879e-18j -2.92367e-05+9.20476e-18j -3.89299e-05+1.14631e-17j 2.22879e-05-4.41018e-18j -4.25481e-05+1.22291e-17j 5.45082e-05-1.61668e-17j -9.89557e-06+2.61934e-18j 6.14197e-05-1.72019e-17j -3.08464e-05+8.65792e-18j 4.57917e-05-1.34455e-17j 2.8385e-05-7.8857e-18j 
-2.72707e-18-1.14554e-18j 5.46281e-18+2.69842e-18j -3.84013e-18-6.37095e-19j -1.16218e-17-1.92783e-18j -4.36564e-18-1.60369e-19j -8.84737e-18-7.15205e-19j -8.13257e-18-4.44505e-19j -1.91767e-17-6.59361e-20j 1.2638e-17+1.84254e-19j 1.19331e-18-4.58152e-19j 8.64183e-18-1.64113e-19j -4.41007e-18+3.02372e-19j -2.07403e-18-2.17146e-19j -8.65731e-18+1.34238e-20j 1.80964e-17+9.94247e-20j -6.79224e-18+1.9813e-19j -5.83007e-20+1.3825e-19j 4.56977e-18-5.23264e-19j -3.98221e-18-1.58198e-19j 7.81284e-18-2.9272e-19j -1.06584e-18+2.39315e-19j -1.20073e-17+2.70491e-19j -1.27115e-17+3.71441e-19j 2.4243e-18-7.70747e-19j -1.21044e-17+7.24961e-19j 9.81637e-18-2.27552e-19j -7.45156e-18-3.84524e-19j 2.37258e-18-1.13829e-18j -7.33038e-18-8.62949e-19j -1.81085e-18+7.02217e-19j -1.15568e-18-6.97747e-20j 3.33022e-18-3.84172e-18j -1.10592e-18-3.78375e-18j 7.14714e-19-2.67238e-19j 6.19545e-19+2.33267e-18j 2.38154e-18+4.42345e-18j 4.50758e-19+1.50683e-18j -1.61036e-18-5.5761e-19j -2.19781e-18-3.32746e-18j 1.85472e-18+2.0163e-18j 1.23685e-19+4.26954e-19j -4.78633e-18-5.51918e-18j -2.28912e-20+1.06288e-19j -3.97537e-18-4.79606e-18j 5.50726e-19+6.86096e-19j -1.04727e-18-1.26887e-18j 8.22837e-20+1.58188e-19j -7.60077e-19-9.97491e-19j -1.38492e-18-1.62818e-18j -1.34836e-18-1.69739e-18j -2.02091e-18-2.45101e-18j -6.26741e-18-7.38876e-18j 1.90159e-18+2.29054e-18j 1.54141e-18+1.87904e-18j 1.32881e-18+1.45758e-18j -9.43265e-19-1.08346e-18j 1.034e-18+1.19864e-18j -1.99125e-19-1.8781e-19j 4.16122e-18+4.98178e-18j -1.00388e-18-1.16035e-18j -3.06659e-18-3.85613e-18j -1.59839e-18-1.54057e-18j -2.02806e-18-2.56928e-18j -3.05693e-18-2.93352e-18j 2.15881e-18+1.12052e-18j -3.40314e-18-3.12125e-18j 4.26316e-18+4.13071e-18j -8.32766e-19-6.69451e-19j 4.99334e-18+4.39512e-18j -2.50119e-18-2.21635e-18j 3.62885e-18+3.4053e-18j 2.29497e-18+2.04856e-18j 
