0.0104762+0.0512088j -0.0101553+0.0442012j 0.00815862+0.000309893j 0.00311486-0.0318044j 0.0080976+0.0146852j -0.00666641-0.0112706j -0.00971225+0.00883817j 0.000298688-0.0126684j -0.00446839+0.0100605j 0.00401399-0.000510631j 0.00534262+0.00239826j -0.00501728-0.00251588j 0.00929728+0.0241054j -0.00852353-0.0561552j -8.8848e-05+0.0261127j -0.0161075+0.0156826j 0.0192035+0.0302748j -0.00120691-0.0302567j 0.00759261-0.005198j -0.00260561+0.0178215j -0.00104897+0.0149332j -0.00397832-0.0162302j 0.000859199+0.0161354j 0.00115238+0.0102901j -0.000377912+0.0391293j -0.000444755-0.0228416j 0.00195912-0.0212306j 0.00131006-0.0185246j 0.000110195-0.0149969j 0.00114986-0.00968399j -0.00196158-0.0313191j 0.000236176-0.0116398j 0.00174948+0.0420032j -0.000884516-0.0106371j 0.00182528-0.103433j -0.0021111+0.111027j 0.00336008+0.0253205j 0.013856-0.0359596j -0.00135227-0.0923768j -0.0180428-0.0427424j 0.0200676-0.0402195j 0.0154026+0.0222023j -0.00294007-0.108589j -0.0163594-0.0140384j 0.0116062-0.00487706j -0.010838+0.0276039j 0.0102518-0.0368731j 0.00614497+0.0321521j 0.0157805+0.0100313j -0.012072-0.0406744j 0.00499905-0.0141778j 0.0114291-0.0106404j 0.000270572-0.0195723j -0.00097989+0.0178865j -0.0067968+0.00794207j 0.00603823-0.00372678j 0.0114532+0.00796541j 0.00010282-0.0349421j 0.00984286+0.0260536j 0.00512081-0.00440741j 0.00247558-0.0239635j 7.43188e-07+0.0123107j 0.00309844+0.0165977j 0.00676655-0.0283682j -0.00107549-0.00590884j -0.0112822+0.00352182j -0.0108341-0.00383307j -0.002634+0.0325825j -0.0107905+0.0110762j 0.00588567-0.00210188j -0.00726809-0.0065267j 0.0163072-0.00329204j 0.000787108-0.0121865j -0.00900245+0.00507798j 0.00266261-0.000977721j 0.00810356-0.0135775j -0.00809278-0.00273511j -0.00162835+0.0180402j -0.0031567-0.0175619j 0.00307002+0.00554554j -0.00211111-0.00100389j -0.0156681-0.0156141j 0.0152442-0.0116748j 0.00997483+0.013952j 0.00227086-0.0112057j 0.00895677+0.00930851j -0.00640007-0.00191293j -0.0487884-0.0175399j 0.0183356-0.0151726j 0.0287175+0.0227771j 0.0144533-0.0260297j 0.334355+0.00599821j 0.0123645+0.00626772j -0.0161584-0.0150728j 0.0589513-0.0508803j 0.13322+0.0673882j -0.0182988+0.264782j 
-0.0134848+0.0512343j -0.0254811+0.0308047j -0.00192091-0.0080348j 0.0108858+0.0147496j 0.0268502+0.000189036j -0.0089361+0.00210681j 0.01101-0.0105557j -0.00825118-0.00685382j 0.0321003-0.0194251j 0.0196196+0.00506012j -0.0242538+0.0434286j 0.00388173-0.00110825j 0.0496835+0.0160611j 0.0175976-0.0263411j -0.0048854-0.00421332j -0.0151093-0.0365061j -0.00949492-0.0493978j 0.000964591+0.00588323j 0.00359133+0.0100449j -0.00647516-0.0279294j -0.0083483+0.0483887j 0.014173+0.00264729j -0.0127436-0.0381648j -0.007309-0.0104828j -0.00104272-0.0668799j 0.00623353-0.027753j -0.0158915-0.0113293j -0.00321843+0.0133192j -0.00148832-0.0146104j 0.0135067+0.0213431j 0.00921913-0.0754964j 0.00694322-0.0361767j -0.0219617+0.0182213j -0.0204115-0.00293145j 0.00433436-0.0432829j 0.00418798-0.060251j -0.0266379-0.019799j 0.0768236+0.0486397j 0.0263476-0.0226242j -0.0712172-0.00106909j 0.0599841-0.0509758j 0.0171721-0.029244j 0.020891+0.0639429j -0.0221365+0.00874145j 0.020733-0.0355487j -0.00469087-0.00206403j -0.0196917+0.130986j 0.0147172-0.047527j -0.0215998-0.0318207j -0.0040229+0.0632092j 0.0631486-0.0438759j -0.12503-0.0405498j -0.166041-0.00478311j 0.044711+0.065995j -0.127269+0.0918967j 0.0474346-0.0231861j -0.061202+0.228475j 0.121628-0.0110296j 0.106933+0.00175575j 0.0254971-0.0876059j -0.189967-0.116974j -0.095489+0.00851123j 0.172261-0.109937j -0.0190262+0.133351j -0.0307085+0.0747262j 0.229424-0.024113j 0.0398331-0.16499j 0.0116743-0.0927174j -0.198825-0.0833097j 0.0749437-0.0717262j 0.0744897+0.158809j 0.0313992-0.160393j -0.165664-0.0855023j -0.0743274-0.0369978j 0.0579629+0.0367822j 0.12411-0.0288443j -0.04396-0.0348014j -0.000419965-0.0733428j 0.0713674+0.0867311j -0.09612+0.00760358j -0.0128309-0.165665j 0.0723082+0.0506603j -0.00772406-0.0117417j 0.00405031+0.00374507j 0.0364947-0.0764196j 0.0413725+0.0470516j 0.024299-0.0804552j 0.0860115+0.00365227j -0.0175238+0.000118282j -0.00300754+0.0147203j -0.00775034-0.0719552j -0.00519155+0.0341056j -0.0893897-0.0260286j -0.0185944+0.0850653j -0.0204135-0.0362649j 0.0249314-0.0975726j 0.0242039+0.0195799j 
0.018825+0.00874369j -0.00202821+0.0156618j 0.00221536+0.0127684j 0.00586482-0.0428986j 0.0164024+0.00382527j -0.0223721-0.000967679j 0.0125722-0.00904422j 0.0101551+0.00481501j -0.0165766-0.0111409j 0.0136671-0.00572281j -0.0298716+0.013636j 0.0411744-0.0337415j 0.00635148+0.0326494j 0.000739425-0.0327887j -0.00933884+0.0150615j -0.0101061-0.0170207j 0.0141511+0.0695254j 0.00272343-0.0644963j -0.00595364-0.035935j -0.0142023+0.0345126j 0.00795579+0.0216993j 0.000843187-0.00805603j -0.0100267-0.0142394j 0.00102622+0.0104345j -0.00933334+0.0493712j -0.00280158-0.0352806j 0.00668549-0.074111j 0.0113827-0.0296676j -0.000507687-0.0281823j 0.00522691+0.0550688j -0.0138958+0.0187148j -0.00767125+0.00850064j 0.00329347+0.0422805j 0.00111582-0.0207618j 0.00502322-0.113136j -0.0425978+0.0855415j 0.0240988+0.0141481j 0.0198616+0.0254538j -0.0455235-0.102093j 0.0678735-0.0368372j 0.0268239-0.0564393j -0.0349381-0.100092j 0.0187859-0.051117j -0.138717+0.0276786j 0.027001+0.0931557j 0.0143739+0.0763398j 0.00792988-0.0741603j 0.00627365-0.0658334j -0.068593-0.0202595j -0.0344694+0.0275396j 0.0203236+0.115481j 0.160245-0.021942j 0.00749626+0.0349992j 0.116-0.0384492j -0.00777817-0.0156768j 0.0985468+0.046387j 0.0454518-0.114151j -0.164216+0.148404j -0.0143824-0.101161j -0.114052+0.0874269j 0.0725543+0.0799832j -0.14473-0.0626556j -0.0368903-0.186889j -0.10788-0.0699286j -0.116879+0.0338224j 0.145615+0.0012108j -0.0442393-0.100771j -0.00224538-0.0708525j -0.10496-0.0884868j -0.180454+0.00101103j -0.0499833+0.0811046j 0.0804108+0.0260463j 0.115895-0.0629586j 0.0348896+0.0738142j -0.0497008-0.0100421j 0.186989+0.0742047j 0.000714129+0.0444578j 0.107916+0.00895691j 0.112716-0.120801j 0.0376642+0.086446j -0.0841651-0.0653861j 0.0121898+0.0491046j 0.0144828-0.0731637j -0.0188537+0.152604j -0.0458625-0.100431j -0.0281767+0.0560255j -0.0138879+0.0530051j -0.0130821-0.0448043j -0.00930471-0.0827883j -0.0145443+0.0129418j 0.0070163+0.0344177j -0.152209+0.0399109j -0.107589-0.016025j -0.007937-0.0684771j -0.0209767-0.0197526j -0.0505225-0.139283j 0.0451319-0.132176j 
0.0132902-0.0279495j 0.00473848+0.0593972j 0.0433519-0.036871j -0.00176474-0.020279j 0.0420401-0.0329296j -0.0107881+0.0106494j 0.0102502-0.00899101j 0.0170253+0.0165508j -0.0166512+0.0152136j -0.0210458-0.000804887j 0.010345-0.0146296j 0.0415842+0.00858788j -0.0438197-1.79555e-05j -0.00336955-0.0187546j 0.0147752+0.0401035j 0.00858577+0.0226619j 0.00953165-0.000372997j -0.00994505-0.0351475j 0.00499821+0.0650323j 0.0124133-0.0271451j -0.00283967-0.0522212j 0.00646124+0.0214097j -0.00518288+0.0383316j 0.00173518+6.18308e-05j 0.00888551+0.0329586j -0.0119079-0.0281995j -0.0104344+0.0245343j -0.0108176-0.0111357j -0.00841828-0.0139394j 0.00645114-0.0287489j -0.0145144+0.0240107j -0.00385883-0.00059978j 0.0327137-0.0461207j 0.0111101-0.0371202j -0.0108882-0.00554901j 0.0299425+0.065087j 0.0187143+0.0313803j -0.0116832-0.0828702j -0.0307331+0.046099j 0.000436404-0.043363j 0.00736664+0.0549582j 0.00607339+0.087413j -0.0253084-0.0378503j 0.0334673-0.050944j 0.00327317-0.0526171j -0.103341-0.0240059j -0.0156326+0.00484702j -0.0516521+0.0668991j 0.13178+0.0190743j 0.0109906+0.0106205j -0.0248259-0.10878j -0.0711739+0.0428628j 0.0856989-0.0306168j -0.0141852-0.0529568j -0.00374755-0.0459572j -0.0861756-0.0470257j 0.0248185-0.107118j -0.103027+0.0014184j 0.0179132-0.193936j 0.178864-0.255954j 0.135611-0.00896184j -0.283841-0.0252145j 0.121542+0.0314999j 0.152093-0.023791j 0.0224031+0.209281j 0.163549-0.0457218j -0.0447902-0.216163j 0.124257+0.0388286j 0.0184388-0.112922j -0.0838398+0.0166418j 0.189632+0.117814j 0.0880711+0.10501j 0.0805134-0.0809416j 0.0178661+0.04401j 0.0750033+0.0364849j -0.0676635-0.0267604j -0.0603925-0.0543495j 0.0441662+0.112881j -0.0297402-0.0619404j -0.0161443+0.0122226j -0.0396505+0.0319552j -0.000206964-0.00483159j -0.0127494+0.049996j -0.013491-0.0013738j -0.0200484-0.00153697j 0.0109351-0.0221847j -0.000669453-0.0206001j -0.0356241+0.028238j -0.0022387+0.0624428j 0.0120315+0.0131352j -0.0192711+0.0227205j -0.0446717-0.0194965j 0.135886-0.0162283j 0.029637-0.00182956j 0.0083793+0.00717479j -0.032714+0.134868j -0.0612283-0.0799887j 
-0.0114899-0.0307257j -0.00386257+0.0463154j -0.0201717-0.020202j 0.00191085-0.0352683j -0.010574-0.010817j 0.0022664+0.0186554j -0.00323821+0.0345952j 0.00111944-0.00561787j 0.00661596+0.00216983j 0.0180742-0.0221385j -0.0191289-0.022036j -0.000129984-0.000305844j 0.0181976-0.0184695j 0.0242032+0.00961138j -0.00695694+0.0300482j -0.0218654+0.0691761j -0.0245354-0.00265764j -0.00897787-0.000674991j -0.00550261+0.0158359j 0.000134947-0.0119439j 0.00785688-0.00386246j -0.00741085-0.0512117j 0.00253113+0.0171299j 0.00118925+0.0132973j 0.00450009+0.00778771j 0.00190588+0.0190537j -0.00343442+0.00480899j -0.00206042-0.00209944j 1.19158e-05+0.0143852j -0.00383366+0.00517881j 0.000176864+0.0270679j -0.0017342+0.00519144j -0.00847466-0.00764736j -0.00171366+0.0236814j -0.00774426+0.0220508j 0.0158042+0.0730097j -0.00590811+0.0374369j -0.0134656-0.118297j -0.00668258+0.115221j -0.015918-0.0364361j -0.0213056+0.0607662j 0.00630153+0.131515j -0.0195519+0.0571176j -0.0242687+0.0161506j -0.00169051+0.112776j 0.0486851+0.00563118j -0.00504936+0.110049j 0.031909+0.0391867j -0.0583881+0.0294422j -0.019056-0.0490435j 0.0154684+0.085934j 0.0567729-0.00722237j -0.0472207+0.00357767j 0.0398745-0.0423796j 0.0025323+0.00927977j 0.0610816+0.0596425j -0.0151927+0.0959855j -0.0152475+0.0711171j 0.00389526+0.0342467j -0.103362+0.160436j -0.0607262+0.0230171j 0.0260472-0.0474978j -0.0630649-0.109228j -0.092829-0.0188709j -0.0559206-0.0784805j 0.0166416-0.0413068j 0.0341913-0.00999283j 0.00250904-0.0738645j -0.0404167-0.057808j -0.0094187-0.0321395j -0.0606942+0.0159812j -0.0315183-0.0283548j -0.0646071-0.0063826j 0.0130013+0.00922666j -0.0332257-0.0339071j 0.0811451+0.0442501j 0.013399-0.0186175j 0.0196384-0.0818693j 0.0588329+0.0153441j -0.00372714-0.00521782j 0.0115213-0.000655826j 0.00699335-0.0345683j 0.0194587-0.00376491j 0.0110259+0.0320526j -0.00112155-0.00541429j -0.0106766+0.0342037j -0.0470563-0.0213221j -0.0163003-0.0114635j -0.0230211-0.0165434j -0.00869014+0.0451241j 0.0143-0.00489348j 0.00727146+0.0538297j 0.0735061-0.00939412j -0.00293041+0.00862813j 0.00971332-0.0276878j -0.0288595+0.109086j -0.141113-0.0272138j 
0.0092676-0.0750417j -0.00112112-0.0437183j 0.00980699-0.0172302j 0.00196397+0.0161719j 0.0103333-0.0299442j -0.001145+0.0253535j -0.00643965+0.0045753j 0.00051271+0.0203831j -0.00216526-0.00506327j 0.00739824-0.000804764j 0.00232025-0.00531755j 0.00927355-0.00291967j -0.00751188-0.0291307j 0.000865201+0.0720545j -0.0109532-0.0159635j -0.0203795-0.00745927j 0.0249383-0.0462311j -0.00490142+0.0228802j 0.0150317+0.00354417j -0.00531352-0.02035j -0.00504576-0.0427772j -0.00965127+0.0214023j 0.00585003-0.0134064j 0.0033386-0.00540798j -0.000699871-0.00963034j 0.00190124+0.0325909j 0.00746352+0.0292611j 0.00155074+0.0133904j 0.00102265+0.0163498j -0.00374576+0.00841551j 0.00098927+0.0478493j -0.00158352+0.0178506j 0.00242329-0.0430324j 0.00889647-0.0096947j 0.0123938+0.0741352j 0.0113349-0.110198j 0.0159385-0.0757164j -0.0255305+0.0506436j 0.0177529+0.108105j 0.00914312+0.0653356j 0.0142246+0.0669397j 0.0189663-0.0605438j 0.00602895+0.172947j -0.0212815+0.00836092j 0.0128597+0.0130794j -0.00876444-0.0220441j 0.0203196+0.00384527j 0.00421122-0.0629058j 0.0323163-0.0210753j -0.00971884+0.0860392j -0.00753558+0.0257462j 0.0523623+0.0315296j 0.0582863+0.0248239j 0.0138299-0.061345j 0.0205591-0.0615515j -0.0277843+0.0117704j 0.0511693-0.142452j -0.0990271+0.0908678j -0.022851-0.121651j 0.015383-0.0164918j 0.101787+0.0960463j -0.0679841-0.05352j -0.0445245-0.0117823j -0.00784205-0.00534511j 0.0157362+0.0370973j -0.00998807-0.0223573j 0.0033626+0.00961683j 0.0427663-0.0481663j -0.0394427-0.0185425j -0.0305843-0.01706j -0.0129679+0.0421269j 0.0150621+0.00573316j 0.0512191+0.0243729j -0.000668233-0.0173619j -0.0119428+0.0038268j 0.0267069+0.0508362j 0.000590049+0.027137j 0.0222777-0.0333141j 0.00536799-0.00376826j 0.022813+0.00332216j -0.0157073+0.00094609j -0.00127662+0.0429446j -0.00621352-0.00542285j -0.0116443+0.00139042j -0.00321934+0.00749556j -0.0112726-0.0175801j -0.027174+0.03218j 0.022931+0.0174574j -0.0207752+0.0206757j 0.016708-0.0364646j 0.00299828+0.0608356j 0.110033-0.0150681j 0.00793753-0.034338j -0.0130238-0.011002j 0.00978285+0.00509672j 0.149893+0.0496055j -0.032799+0.143492j 
0.0055663-0.00432978j -0.00797629+0.028693j -0.00239838-0.0114074j -0.00104369-0.00382091j 0.00716119-0.00583647j -0.0510856+0.01123j 0.052562+0.00433393j 0.0157914-0.00854278j -0.0639952-0.000349333j -0.000743549+0.0111213j 0.00595959+0.00428733j -0.0292685+0.0337283j -0.00935239+0.00530827j -0.00945684-0.0129933j 0.0103757+0.012148j -0.0125978-0.000246058j 0.00719039-0.00514655j -0.00202616-0.0134236j 0.00120673+0.01658j -0.00493389-0.0100128j 0.003981+0.00625296j 0.0142469-0.0107248j 0.000518956+0.00725639j -0.00183785+0.012815j 0.00429357-0.0134585j -0.00802372-0.0209115j -0.00154697+0.00879515j 0.000560228+0.00967263j 0.00277124-0.0272357j 0.00750617-0.0369004j -0.00369847-0.0182699j -0.00183001-0.00888428j 0.00148585-0.00945476j -0.0169846+0.0430356j -0.00891122-0.0202808j 0.0117536+0.0214653j 0.00919242+0.0139464j 0.0217689-0.00777447j -0.0122777+0.0175597j -0.00171704-0.0238212j 0.0305948-0.000699173j -0.00194528+0.00369448j -0.00324355+0.0206453j -0.0241549-0.00132177j 0.00548876+0.0233309j -0.0256026+0.0144458j -0.00313481+0.0308372j -0.00364239-0.0440003j -0.0204892-0.0274158j -0.0256042+0.0518253j 0.0293936+0.0626331j 0.0377983-0.0283766j -0.0550373+0.046345j 0.0490927+0.00321678j -0.0177238-0.0106181j 0.0805716+0.0148674j 0.026577+0.00979224j 0.0325191-0.0544755j -0.0268527-0.00973597j 0.0305965-0.00529735j 0.0532129-0.0356377j 0.0787692+0.0701377j 0.266448-0.213894j -0.0578843+0.143166j -0.152487+0.136907j 0.0694716+0.387184j -0.347865-0.0334016j -0.331323-0.0698586j 0.209203+0.0695628j 0.0350577+0.235357j 0.0375952-0.209694j 0.0552991+0.0950036j 0.0471773+0.0519169j -0.017451+0.0426933j -0.105378+0.0390689j -0.103755-0.063269j 0.0722692-0.0190229j -0.0137947+0.0793114j -0.0141081+0.0318577j 0.0307928+0.0905919j 0.0234954+0.0526734j 0.0197633-0.0511385j -0.00862904-0.0279615j -0.0130885-0.0237322j 0.0100706+0.0587657j 0.0177973+0.00420843j 0.0135773-0.0197379j 0.0307964+0.0081832j -0.0133308+0.0214415j -0.000799054+0.0145433j -0.0107177-0.0178651j -0.0582384+0.00991994j 0.0234164-0.0399562j 0.0029462+0.0400212j -0.0166943-0.0144568j 0.00111125+0.0161855j -0.0209895-0.0566341j 
0.014601+0.00511945j -0.00789614+0.0386623j 0.0504057+0.00545399j 0.0284892-0.0242414j 0.0231325-0.0171786j 0.0380692-0.0287837j 0.0219369-0.00513914j -0.0174645+0.0136264j -0.00487403+0.0166113j -0.0830195+0.0168507j 0.0753284+0.0128214j -0.0269907+0.0075568j -0.0409239-0.0062636j -0.00423637-0.029717j 0.00418616+0.0133793j -0.0110221-0.0125955j 0.0101157+0.0195867j -0.00864275-0.0643362j -0.00188648-0.0296334j 0.00517492+0.0452379j -0.0151471-0.0136672j 0.014475+0.0268635j -0.0038907+0.00140434j -0.00713607+0.0157017j -0.00979793-0.0177606j -0.009493-0.0322707j 0.00838098-0.00726701j 0.0160554-0.0251029j 0.00117172-0.00889646j 0.0173895-0.0289068j -0.0062311-0.0257566j 0.0108728-0.0384606j 0.0219895+0.0410115j -0.00229103+0.0171409j -0.00155881-0.0230669j -0.0109919+0.0330436j 0.0205773+0.00342461j 0.0414886+0.0159608j -0.0182487-0.0354118j 0.0162227-0.0417578j 0.0570544-0.0426948j -0.00611879-0.0911012j 0.0160201+0.103465j -0.183448+0.038481j 0.0588666+0.0561488j 0.0624333+0.000329728j -0.0203461+0.135195j 0.0222479+0.13276j -0.0502905+0.0167046j -0.00190299-0.081062j -0.0876026+0.11268j -0.159423-0.0762072j -0.0143135+0.121051j -0.063066+0.0949057j 0.0379003+0.101351j 0.207787+0.00294533j 0.00209988+0.0883859j -0.0151875+0.105727j 0.145862-0.0997328j 0.0738903-0.208453j -0.0413287+0.0214764j -0.0148426-0.133573j 0.057639+0.212082j -0.0827355+0.0946061j 0.315999-0.0169511j -0.12115-0.0337356j 0.0896444+0.194115j -0.155489-0.0587189j -0.0786939+0.0591417j 0.00742601+0.0277311j -0.00915709-0.0893491j -0.0322128-0.0478142j 0.224967-0.0285042j 0.0801542-0.0253923j 0.147618+0.0168086j -0.0650401+0.050491j 0.0082187+0.0764778j 0.0440908+0.125473j -0.061862-0.158757j 0.0228852+0.0044081j -0.00998976+0.000148622j 0.0346944-0.000965729j 0.0119582+0.0493241j -0.0296499-0.0164457j -0.000519714-0.00305329j 0.0133448+0.00444025j 0.0229411-0.0210788j 0.0197397+0.0057535j -0.00152692-0.00381519j -0.000812811+0.0270279j -0.0113258+0.00289102j -0.0765392+0.0362806j -0.064439-0.0274035j 0.000426629+0.0254771j -0.0178151+0.0145541j -0.0191046-0.0665842j -0.00588692-0.0650908j 
-0.00603743-0.00287758j 0.00589419-0.0174987j 0.00313616+0.0216558j 0.0210532-0.0255326j 0.0138971-0.00684346j 0.0258911-0.0145492j 0.0220991-0.0289178j 0.00700757-0.0061016j 0.0628568-0.0183718j 0.0156938-0.0143383j 0.0101725-0.015645j 0.0462695-0.000218798j -0.00460271-0.00468245j 0.0135833+0.0074221j -0.0274064-0.0168006j 0.00490138+0.00479511j -8.96508e-05+0.0315778j -0.00532055-0.0242755j -0.00427089-0.0506135j -0.01262+0.0241282j -0.00503918+0.0081808j -0.00249241+0.0393407j -0.00561855-0.0752307j 0.00688049-0.0154197j -0.0103789+0.0191695j 0.000377596+0.0365453j 0.00941171-0.0159402j 0.0192332-0.0605045j 0.00411192-0.00987594j -0.00217078-0.0082197j 0.0114834-0.0290773j -0.00682519-0.00073569j -0.00218973+0.0205895j 0.0208687+0.0312704j 0.01537+0.0183597j -0.0331329-0.017975j 0.0111746-0.0114477j -0.0100236+0.0217343j 0.00937611-0.0427936j 0.033964-0.00115717j -0.00679837-0.0281411j 0.00144803-0.0774018j 0.0233394+0.0619912j -0.132677+0.0570474j 0.0436793+0.126046j 0.0959611+0.0638745j -0.00986798+0.13445j 0.0785111-0.00996929j -0.121855+0.126117j 0.0236535-0.198181j 0.0491617+0.0283951j -0.102292+0.0363753j -0.0854875-0.134824j 0.056266-0.253539j 0.10093-0.098544j -0.286645-0.0165194j 0.0860187-0.14594j -0.104639-0.260179j -0.199083-0.0531077j 0.193212-0.0696456j 0.143652-0.0013676j 0.113832+0.0759907j 0.0781599+0.0480843j -0.127297+0.063595j 0.0828111+0.039399j 0.0372602+0.0494291j 0.0955567+0.0364119j -0.0906675-0.0771463j 0.0661022-0.0482455j 0.0350573-0.0274717j 0.0838258-0.0544581j 0.0961484-0.0329735j -0.170717-0.0285158j -0.0209722+0.00812608j 0.025821-0.0337036j 0.0295821-0.118316j -0.0721274-0.0755239j -0.0152527-0.0552724j 0.026483+0.0535065j 0.0124969-0.0471072j -0.0481825-0.0779774j 0.006425+0.0263215j 0.0383964+0.00865092j 0.0101871-0.00567194j 0.00683313-0.0235831j -0.00250462-0.00131251j 0.00845719+0.00439578j -0.0187961-0.0125965j 0.0212056-0.0651034j -0.00612203-0.0219081j 0.000581103-0.00595629j 0.0561804+0.0225712j -0.0960925+0.0300835j -0.00200741-0.00750889j 0.0123321+0.0423137j -0.00145267-0.0745469j 0.0133155+0.0631309j 
0.0102624-0.0292067j 0.00762761+0.0156791j 0.00541994+0.00468995j 0.0277053-0.0119272j -0.0413075-0.0114383j 0.00471171-0.0110705j 0.0617904+0.0214456j -0.0258429-0.00583789j -0.0110745+0.0314792j 0.0850043-0.0126191j 0.0267315-0.0145335j 0.00457611+0.0268342j -0.0412721-0.0344718j -0.0207596+0.0212994j -0.00101672-0.00164362j 0.0126937+0.0127484j 0.0134149+0.0244988j -0.01223-0.0228715j -0.0104812+0.00443923j 0.00251745+0.00472401j 0.0119532-0.021125j -0.000528849-0.0496643j 0.00191577-0.00450686j 0.00057949+0.0206301j 0.00208558-0.025968j -0.000776135+0.0391827j 0.00428215+0.0413457j 0.00530467-0.00631293j 0.00482257-0.00535171j -0.00334399-0.0177141j -0.0183701+0.0141746j -0.00975861+0.0106759j 0.00521801+0.0454277j 0.0181615+0.047113j -0.0121238+0.059982j 0.00400359-0.000823745j 0.0462119+0.0355983j -0.017454+0.0106555j -0.0113331-0.0130023j 0.0614132-0.0382339j 0.0120501-0.00519566j -0.00479386-0.0377647j 0.00307603+0.00687544j -0.0686175+0.0368844j 0.0235734+0.156665j -0.00477663+0.0496684j 0.0107054+0.00366313j 0.0302564-0.0208597j -0.139086+0.0688455j 0.00221784-0.159136j 0.0162723-0.025504j 0.0624452+0.00579057j 0.0131779+0.0613019j -0.182596+0.319879j 0.0951096+0.068389j -0.0298314-0.0516219j 0.0338899-0.235146j 0.144659+0.0343001j 0.24004+0.155744j -0.173666+0.0225536j 0.222284+0.0673272j 0.147917+0.0923408j 0.0540754-0.0755801j -0.0487887+0.0795421j -0.0383304+0.0366078j 0.195915-0.0161711j 0.0568108-0.0439421j 0.0581823-0.0919538j -0.194774-0.0212136j -0.0165284-0.0700575j 0.137086+0.126836j -0.0389378-0.103371j 0.0169763-0.053371j -0.0496459-0.0438158j -0.116395+0.0555066j -0.0886292+0.0429927j 0.0309943-0.0326448j 0.00233706+0.0636751j -0.044343+0.0305132j 0.0460587+0.0770132j 0.0141763+0.0392482j -0.00500915-0.0501069j -0.00930781-0.0312605j 0.00250271-0.0209831j 0.0122063+0.0778616j 0.0449502-0.0376352j 0.0787172-0.0132658j -0.0146707+0.0382236j 0.0326+0.00770036j 0.0123005+0.015335j -0.040599-0.00817329j 0.0234223-0.0454128j 0.0816059-0.0127491j 0.0373776+0.0729774j 0.00835512+0.0779648j 0.0082855+0.083786j -0.0139476+0.00123073j 
-0.0265139+0.0262257j 0.00402702-0.0551993j 0.0292737+0.00659606j 0.00600588+0.0150826j -0.00940309-0.011417j -0.0221351-0.00168553j 0.0727886-0.0288488j -0.0603218+0.0267954j -0.0634999-0.0222054j 0.027567+0.019874j -0.00884613+0.0138217j -0.0448177-0.0226598j -0.0368778+0.024708j 0.0100652+0.0120458j -0.0141532-0.0198594j 0.00383596+0.00321001j -0.0193175-0.0153825j -0.000460834+0.0458973j 0.0253985-0.0224065j -0.0041783-0.0153219j -0.0165924-0.010521j 0.00424067+0.107718j 0.00619805-0.0256645j -0.00712833-0.0263404j -0.00797578+0.00105691j 0.0156984-0.0305719j 0.0112016-0.0206668j -0.0157641+0.0177121j 0.0072119-0.0173436j 0.00470832+0.0124097j 0.0158458-0.0245421j 0.00861079-0.00711608j -0.00059512-0.0276789j -0.0043884-0.0339584j 0.0299324-0.0126632j -0.0143817-0.0546531j -0.0539663-0.0497791j -0.0202045-0.00968497j 0.0429027+0.0114551j -0.0553525+0.0743885j -0.0602749+0.0190403j 0.0196049+0.06161j 0.00428063-0.0203013j 0.10339-0.0137706j -0.0207991-0.117259j 0.0573042-0.0704628j -0.0339965+0.050809j -0.00432016+0.201795j 0.111386+0.102171j 0.0800561-0.159594j -0.0844898-0.197783j -0.256465+0.0348924j 0.0457538-0.0724128j -0.0900418+0.0629482j 0.103539+0.0862131j -0.085927-0.0408272j -0.0410282-0.0936246j -0.121459+0.20196j 0.11737-0.0732976j -0.143548+0.0471101j 0.115308+0.0592783j -0.154561-0.0692812j -0.067837-0.139536j -0.147557-0.0793652j -0.189368+0.0629625j -0.0171666+0.140271j -0.0840223-0.00675944j -0.0924831-0.0427024j -0.0537992+0.0414513j 0.21611-0.026721j 0.0317265-0.059238j -0.0523927-0.0498713j 0.101308+0.0516188j -0.0488936-0.17155j 0.0211411+0.0465332j 0.0214807-0.0342202j 0.0130164+0.0188359j 0.0243059+0.0242434j 0.0332816-0.0171686j 0.0249437-0.0113068j -0.0211795-0.0157196j -0.0064835+0.0164563j 0.0496853+0.0216367j 0.00347305+0.0124786j 0.000562447-0.0357128j -0.0383167+0.0204032j -0.0754758+0.0237343j -0.00445539-0.0426909j -0.0195897-0.0364485j 0.000742299-0.0333459j 0.038418-0.00475753j 0.120503+0.0315537j -0.100995+0.0659448j -0.0355416-0.0643528j 0.0163132-0.0525063j 0.0102915-0.0756605j 0.0267665+0.128982j 
