0.0104762+0.0512088j -0.0101553+0.0442012j 0.00815862+0.000309893j 0.00311486-0.0318044j 0.0080976+0.0146852j -0.00666641-0.0112706j -0.00971225+0.00883817j 0.000298688-0.0126684j -0.00446839+0.0100605j 0.00401399-0.000510631j 0.00534262+0.00239826j -0.00501728-0.00251588j 0.00929728+0.0241054j -0.00852353-0.0561552j -8.8848e-05+0.0261127j -0.0161075+0.0156826j 0.0192035+0.0302748j -0.00120691-0.0302567j 0.00759261-0.005198j -0.00260561+0.0178215j -0.00104897+0.0149332j -0.00397832-0.0162302j 0.000859199+0.0161354j 0.00115238+0.0102901j -0.000377912+0.0391293j -0.000444755-0.0228416j 0.00195912-0.0212306j 0.00131006-0.0185246j 0.000110195-0.0149969j 0.00114986-0.00968399j -0.00196158-0.0313191j 0.000236176-0.0116398j 0.00174948+0.0420032j -0.000884516-0.0106371j 0.00182528-0.103433j -0.0021111+0.111027j 0.00336008+0.0253205j 0.013856-0.0359596j -0.00135227-0.0923768j -0.0180428-0.0427424j 0.0200676-0.0402195j 0.0154026+0.0222023j -0.00294007-0.108589j -0.0163594-0.0140384j 0.0116062-0.00487706j -0.010838+0.0276039j 0.0102518-0.0368731j 0.00614497+0.0321521j 0.0157805+0.0100313j -0.012072-0.0406744j 0.00499905-0.0141778j 0.0114291-0.0106404j 0.000270572-0.0195723j -0.00097989+0.0178865j -0.0067968+0.00794207j 0.00603823-0.00372678j 0.0114532+0.00796541j 0.00010282-0.0349421j 0.00984286+0.0260536j 0.00512081-0.00440741j 0.00247558-0.0239635j 7.43188e-07+0.0123107j 0.00309844+0.0165977j 0.00676655-0.0283682j -0.00107549-0.00590884j -0.0112822+0.00352182j -0.0108341-0.00383307j -0.002634+0.0325825j -0.0107905+0.0110762j 0.00588567-0.00210188j -0.00726809-0.0065267j 0.0163072-0.00329204j 0.000787108-0.0121865j -0.00900245+0.00507798j 0.00266261-0.000977721j 0.00810356-0.0135775j -0.00809278-0.00273511j -0.00162835+0.0180402j -0.0031567-0.0175619j 0.00307002+0.00554554j -0.00211111-0.00100389j -0.0156681-0.0156141j 0.0152442-0.0116748j 0.00997483+0.013952j 0.00227086-0.0112057j 0.00895677+0.00930851j -0.00640007-0.00191293j -0.0487884-0.0175399j 0.0183356-0.0151726j 0.0287175+0.0227771j 0.0144533-0.0260297j 0.334355+0.00599821j 0.0123645+0.00626772j -0.0161584-0.0150728j 0.0589513-0.0508803j 0.13322+0.0673882j -0.0182988+0.264782j 
0.00515866+0.00107467j 0.00179563-0.00106544j -0.0166722+0.0181234j 0.0217302+0.0497079j -0.00639949+0.000778359j 0.0128799-0.0304506j 0.00742806+0.00101784j 0.00358971+0.0110395j -0.00311725+0.0280438j -0.00467125+0.00310876j -0.00144019-0.00354796j -0.00364453+0.00862812j -0.00887488-0.00544897j 0.0187077+0.00940537j -0.0034243-0.00068924j 0.000837715-0.0178402j 0.0116148+0.0220757j -0.0322139+0.0143284j -0.0185547-0.0458818j -0.0149392+0.0279412j -0.0407973-0.00367279j 0.000978845+0.0228495j 0.0174074-0.00931293j -0.0116011-0.00660043j -0.0128665+0.0080785j -0.0149759-0.0120713j 0.015147-0.004433j 0.0164895+0.00335168j 0.00999913-0.000579615j 0.00558115-0.00768817j -0.000382527-0.00124842j -0.000193103-0.00522744j 1.98463e-05+0.0107477j 0.000610604+0.00707741j 0.00196358-0.00296804j -0.00875183+0.00159688j 0.0125114-0.0141019j 0.00562783+0.0276586j -0.00264703-0.00881312j 0.021226+0.0162644j 0.0279618-0.0151718j 0.0239916+0.0151565j -0.00487356+0.00664558j 0.0115208+0.00667734j -0.0143389+0.0226729j 0.0896897-0.00706021j 0.010184+0.0189795j 0.00365945+0.0054974j -0.0178323-0.00493821j 0.0211914-0.0232079j -0.00992855-0.0154979j -0.0244541-0.00986487j 0.0185451-0.00319699j 0.0364171-0.0254952j -0.00242682+0.00398887j -0.0138308-0.0143341j 0.0110389-0.00528369j -0.0337498-0.0089442j -0.00646323-0.0327246j -0.00787311+0.00728271j -0.00468878+0.00128375j -0.0108878-0.0147293j -0.00254632-0.0160727j -0.0396219-0.0276535j 0.00651685-0.00793487j 0.00428828+0.00247546j -0.0041488+0.012569j 0.00322207-0.0251532j -0.0013492-0.0142435j 0.00240096-0.0127228j -0.00508887-0.0141056j 0.0018064-0.00467584j -0.003239+0.00341865j -0.00279697-0.000731934j 0.00839419-0.0153251j -0.000309559+0.0123941j 0.00804732-0.00201906j -0.00234513-0.0109345j 0.00838854-0.0157316j -1.88495e-05+0.00709398j -0.00232464-0.0135397j -0.0101848-0.00444431j 0.0115039-0.0130297j -0.00709669-0.00203276j -0.0079247+0.0152202j -0.00328963+0.00713057j -0.0259516+0.0124803j 0.0025071-0.0101047j -0.0232274+0.0107294j 0.00444512+0.000819682j 0.0113039-0.000939544j -0.0159774+0.00696463j 0.00587634+0.000175503j -0.00763375-0.0107238j -0.0109734-0.0126183j -0.00562551+0.00260018j -0.00556806-0.0151211j 
-0.01527+0.0165475j -0.0260286-0.0209362j 0.0180297+0.00337321j 0.0687213+0.000846644j 0.0244143+0.0131625j -0.0210173-0.00141372j -0.0228755-0.00251365j -0.00188866-0.00198984j -0.00893893-0.00553221j 0.000189732-0.00170809j 0.00320692+0.00226769j -0.0103502-0.0115056j 0.00509565+0.0102445j 0.00175945-0.00558761j -0.00537764-0.00184228j 0.00984592+0.0195142j 0.0266012+0.00587215j 0.016762-0.0282892j -0.043761-0.0283325j 0.0291159+0.0086606j 0.0172019-0.00345923j -0.000319915-0.00519219j 0.000678641+0.0112765j 0.00452736+0.00252286j 0.023282+0.0145903j -0.00579255-5.24132e-05j -0.0105319-0.00307493j -0.00591239-0.00893439j -0.00473254-0.00100162j 0.00681181-0.00477359j -0.00451633+0.0086601j 0.00304272+0.00270674j 0.00923954+0.00389392j -0.0116415-0.00790733j -0.0154747-0.0107965j -0.000802837+0.0317619j -0.0108155+0.0114303j 0.012735+0.0317167j -0.0113057-0.0125758j 0.0601321+0.0105882j -0.0110598-0.0211655j 0.0636715+0.0413353j 0.00606955+0.0244821j 0.0194893-0.0233488j 0.0649496+0.0315606j 0.0486027-0.119074j 0.011624+0.0026358j 0.0589635-0.0277335j 0.0373149+0.00883588j 0.0192606+0.0113416j 0.00558184+0.0159937j 0.0221669-0.00321784j 0.00861342-0.0168244j -0.0161597-0.00845598j -0.029482+0.00956117j 0.0116265-0.00161592j 0.00611947-0.0139376j 0.0161168+0.0237653j -0.0128718+0.00696033j 0.00741063-0.00720983j 0.00808621-0.00539779j -0.0142286+0.0172643j 0.000552388+0.00651643j 0.00318582+0.0237745j 0.000955764-0.00152543j -0.0037324-0.000980574j -0.00150581-0.00131585j -0.010041+0.00365913j -0.00772585+0.00740066j 0.00636028+0.00483104j 0.00208485+0.00411792j 0.00565166-0.00752768j 0.00345073-0.00238745j -0.00338276+0.00233272j 0.0023267+0.00416447j 0.00723863-0.00273859j 0.00279699-0.0146402j -0.00343574+0.0041405j 0.00316838+0.00319269j 0.00261863-0.00164646j -0.00478309+0.00305486j -0.00227987+0.00484928j -0.00361143+0.0101636j -0.00349513-0.00452889j 0.0117019-0.0122064j 0.0055234-0.0035963j -0.000471334-0.000745687j -0.00214181-0.00306921j 0.0117805-0.00771676j -0.0065943-0.00184617j -0.00352471+0.00684107j 0.00848606+0.000956922j -0.0044688-0.00504687j 0.0040128-0.00824027j 0.00410591-0.00341934j 0.00714766-0.00275567j -0.00121062+0.00393268j 
-0.0235913-0.0203088j -0.00254581-0.0286193j -0.0259181-0.00627829j -0.00244245+0.0314883j -0.0151893+0.0104641j 0.0180883-0.00595309j 0.0123216-0.0105914j 0.000558026+0.00439515j 0.00439795-0.00321069j -0.00548708-0.00189998j -0.00538599+8.15964e-05j 0.0139497-0.00558435j -0.0174092+0.00668381j 0.0052562-0.00325118j 0.0161955+0.00819976j -0.0391619-0.0142028j 0.0126173+0.00398579j 0.0873207+0.0638095j 0.0175586-0.00297709j 0.0417007+0.0212641j 0.0138851+0.00591458j 0.0185425+0.00863893j -0.0046533-0.0101015j -0.00552188+0.00179086j 0.000511304+0.00990919j -0.00281154-0.00499504j -0.009436-0.00516646j -0.00204101+0.00186301j -0.00307374-0.00101271j 0.00906665+0.00749338j -0.00862746-0.00401723j 0.000153866+0.00186503j -0.00325195+0.00507924j 0.00259108-0.00547195j 0.0085833-0.0118959j -0.0184746-0.00804676j -0.00759866-0.0383569j -0.0105738+0.00465963j 0.0114813+0.0107961j -0.0109861+0.0148705j 0.0480808+0.0225784j -0.0225601-0.0167822j -0.0932285-0.0539036j 0.0861612-0.061711j 0.00787556+0.0591685j 0.00865087+0.00634054j 0.0229867+0.00661341j 0.00403044+0.0312503j -0.0743185+0.0888356j -0.0541585+0.0371623j -0.0227142+0.0270656j -0.030384+0.0277102j 0.00479381-9.56344e-05j -0.00543513-0.00118752j 0.0146571-0.000481099j -0.000350578+0.00280462j -0.00972541+0.00620525j -0.0289046+0.0172978j -0.0187154+0.0081778j 0.00761319-0.000659606j 0.00869085-0.0125315j -0.0154882+0.00937938j -0.009429+0.00882998j -0.0303167+0.00396352j -0.00396469+0.0020644j -0.00520125+0.00150054j 0.00292189-0.00575217j 0.000348825+0.00121865j -0.00731079-0.00210878j -0.010457+0.00664073j -0.00946753+0.000374415j 0.00957073+0.00277343j 0.000365096+0.00263289j 0.00378665-0.00601713j -0.00820917+0.00363757j 0.00194063+0.00189673j 0.0131266-0.00518401j 0.00174742-0.00596035j -0.00240075+0.00123413j 0.00300406-0.0042471j 0.00571442-0.00061143j -0.00378969-0.00119098j -0.0111906+0.0076131j 0.00179622+0.00117662j 0.0102768-0.000950938j 0.0137256+0.00415336j 0.0047285+3.30986e-05j -6.41232e-05-0.00124476j 0.00887383-0.00312435j 0.00563376+0.00171613j -0.00659838+0.00202626j -9.27868e-06+0.00569439j -0.00524856+0.00095909j 0.00569504-1.32666e-06j 0.000680601+0.00828956j -0.0018248-0.0055945j -0.00216748+0.00174909j 
0.00269385-0.00116303j -0.00418051-0.00387817j 0.0128999-0.037363j -0.0569384+0.0166307j -0.00112367-0.00465483j -0.0171765+0.0117515j -0.00576732-0.00185043j 0.00380901+0.0192588j 0.00445538+0.00393169j -0.00118149+0.000354904j -0.0136274-0.00369411j -0.0140001+0.00504164j 0.0192135+0.00893335j -0.0122898+0.00155615j 0.00819537+0.0151134j 0.0260438-0.000952448j 0.00285186-0.00960255j -0.0509264+0.043766j -0.00251364+0.0692403j 0.0391189-0.0230519j -0.00910253-0.00321546j 0.0325443+0.00646232j 0.0204973+0.000578272j -0.0108567-0.00584905j 0.0156447-0.0155849j -0.00661411+1.36721e-05j -0.016161-0.000800643j -0.0135958+0.0114819j -0.00526922+0.00141028j -0.00660243+0.00117646j 0.00157425+0.000224007j -0.000297981+0.000157974j -0.000870572-0.0197307j -0.00451849+0.00159196j -0.00582193+0.00308652j 0.0118952-0.00522469j -0.00400259+0.0140975j -0.00405575-0.024601j 0.00125394+0.019225j 0.0151498-0.0109005j -0.0314109+0.0318745j 0.0293757-0.0289946j 0.0167702-0.0523314j 0.0570116+0.0118917j -0.00470082-0.0258574j -0.0834267-0.0401427j 0.0214329+0.000401635j -0.0287336-0.0312134j -0.0497854-0.0149697j 0.0116116-0.0249098j 0.00194363+0.0115073j -0.0204408-0.00692413j -0.022463-0.0124482j -0.00914403-0.00949118j 0.0219496+0.043135j -0.0011445-0.0123417j -0.0295644-0.0101278j 0.0113266-0.000966347j -0.00777191+0.00917792j -0.00192+0.000935272j 0.00132661-0.0154675j 0.000609915+0.0150599j -0.00224973+0.00233792j 0.0122675-0.0106225j -0.00269326-0.000364747j -0.00359567+0.00565557j -0.00417971+0.00478207j 0.00549525+0.00762966j 0.0063694+0.00831198j 0.000309128-0.00555375j -0.00265073+0.00258325j -0.00533588-0.010218j -0.00262171-0.00310937j 0.00237675+0.0106623j 0.00268933-0.00437154j 0.00142367-0.00127832j 0.00291224-0.00601215j 0.00358462-0.000403052j 0.00890766-0.00212293j 0.000643265+0.00279318j 0.00355939+0.0024839j 0.0135791-0.00472901j -0.00023366-0.000173842j -0.00850025+0.00281793j -0.00706197-0.00661796j 0.00630565-0.0032798j 0.0122687-0.00405089j -0.0141684+0.00711504j 0.00522-0.00828727j 0.00125236+0.0130473j -0.0070424-0.000327034j 0.0100436-0.00425509j -0.0260162+0.00138651j 0.00220503+0.00588708j 0.011663+0.0191086j 0.00300172-0.0141223j 0.0117147+0.0166464j 
0.00971408-0.00957459j -0.00490964-0.0681045j -0.0151123-0.00615361j -0.0169665+0.0343742j 0.00257209+0.0245913j 0.0186178-0.00250528j 0.00953418+0.0221913j -0.000746678-0.0096526j -0.00491372+0.0016298j 0.00640192-0.015008j 0.0152742-0.000586416j 0.00523582-0.00963998j 0.00712902-0.00913857j -0.0152006+0.0107701j -0.00247546-0.0101033j 0.010235+0.0156153j -0.035538-0.00550539j 0.0134395+0.0429884j 0.0331147-0.0208016j -0.00539555+0.0160756j 0.0292671+0.0073006j -0.0310437-0.00565744j 0.0077289+0.000739808j 6.64014e-06+0.0037681j 0.00845457+0.00449595j 0.0177918+0.00598294j -0.00752821+0.0134584j -0.0079036+0.00622335j 0.00689369+0.00921698j 0.00191699-0.00137031j 0.0139107+0.0108805j 0.0049978+0.00283932j -0.00655442+0.00404462j 0.00504769+0.00285833j 0.0139705+0.012656j 0.0119449-0.0105161j 0.0158684-0.00381958j -0.00775532+0.00310731j 0.010108+0.00392205j -0.00880156+0.0242576j -0.0709679+0.00662612j 0.00548499+0.0207083j 0.0264744-0.00678992j 0.0258377+0.0339394j -0.0257023+0.00597034j 0.0530525+0.00146364j -0.0279552+0.0133269j -0.0058106+0.011338j -0.0342376-0.0197683j 0.00498018-0.0180275j -0.0184793-0.00856967j -0.00552624-0.0275138j 0.0082664-0.00644916j 0.010651-0.00785828j -0.00196538+0.00949071j -0.00381109+0.00475227j -0.00253038+0.00146183j -0.00615873-0.0129725j -0.00332129-0.0182802j -0.00572484+0.000453745j -0.000100887+0.00497265j -0.00487592-0.0076868j 0.00332834-0.0101475j 0.000118461-0.0231385j 0.00382659+0.000828017j 0.00084152+0.00353256j -0.00261065+0.00172893j 0.012242-0.00838867j 0.00918287-0.0084169j 0.00676584-0.00837843j 0.0105465-0.0105129j -0.000698329-0.00175358j 0.000979608-0.00310388j 0.00258977-0.00203538j 0.0108737-0.00753845j -0.0134988+0.00548302j 0.00981125-0.000129357j 0.0160058-0.00352543j 0.0148359-0.0118543j -0.00845243+0.00333662j 0.00442954-0.00637006j 0.00567424-0.0126247j 0.0148822-0.00720349j -0.00115643+0.000166459j -0.00187085+0.00417945j 0.00840854+0.00497617j -0.0200003-0.000499116j 0.0134811-0.00621742j -0.0231843+0.00589739j -0.0039994+0.000923083j 0.00453182-0.0078498j -0.0291877+0.012735j -0.0293301-0.00134637j -0.0135641+0.00276745j -0.0139408-0.00785314j -0.0094711-0.0278045j 0.00631075-0.0184279j 
-0.000192224-0.07978j -0.0144442+0.0235048j -0.000287692+0.00438122j -0.00493122-0.0049449j -0.0123518+0.002879j 0.0171203+0.0169726j -0.0143176-0.00540838j 0.0142824-0.00981335j -0.0144426-0.0141584j 0.0140089+0.00308474j 0.0116629+0.0158115j 0.00406236+0.00983086j 0.00297556-0.006468j 0.0154565-0.0134192j -0.0158979+0.00928762j 0.025304-0.0114614j 0.0192948+0.0186985j -0.00533278+0.0184581j 0.0149267-0.00716034j -0.036314+0.00250157j 0.0186446+0.00668844j 0.0143016-0.00774536j -0.0227387-0.00519823j 0.0101065+0.00390119j 0.00404215+0.00380598j -0.0018579+0.00329931j -0.00564878+0.00165864j 0.0014603-4.92264e-05j -0.00278895+0.00204962j -0.0138367+0.00424223j -0.00344311-0.00865255j -0.00650455-0.000277876j 0.0112313+0.0141696j 0.0112162+0.00537385j -0.0118586-0.0069878j 0.0213394+0.00995054j 0.0105119-0.0125866j 0.0082513+0.00713975j -0.0126851+0.00247111j 0.0519624-0.00635359j 0.0206879+0.0182914j -0.0107546+0.00282275j 0.00974086-0.0095206j 0.0292916+0.00581052j -0.00321217+0.0138884j 0.0167105-0.00465056j 0.0236757+0.000650087j -0.0140302+0.00576156j -0.0284513-0.000502327j 0.0108034-0.000732807j -0.00246534-0.0145891j -0.00477588+0.00199226j 0.00567495+0.0155481j 0.00813456-0.00885651j -0.00978436+0.0138989j -0.00233254-0.00538575j -0.00225291-0.0117653j -0.00114309-0.00375373j 0.00426885-0.0106716j -0.00522968+6.95981e-05j 0.0185344-0.0134926j -0.00685905-0.000260676j 0.00245847+0.00426116j 0.000906933-0.0127119j 0.0120319-0.00716111j -0.00752007+0.00377768j 0.000384724+0.000646676j 0.00491939+0.000413631j 0.00675803-0.00468624j 0.000228457+0.000440834j 0.00610718-0.00715252j 0.0131933-0.00386254j 0.00613255-0.00512731j -0.00195337+0.00378749j -0.00157924-0.00205478j -0.00684595+0.00116404j 0.00850001-0.00559357j 0.00704091+0.000231398j 0.00873461-0.00422598j -0.00767377+0.00620429j -0.00259507+0.00078246j -0.0126508-0.00461987j -0.000569717-0.00872633j 0.00982431-0.00197999j 0.00428096-0.00223094j -0.00633505+0.00432113j -0.0201863+0.00230192j -0.00183495-0.00165684j 0.000364924+0.00937371j -0.00675359-0.00806394j 0.0123277-0.00216129j 0.024006+0.00148784j -0.0101225+0.0110482j -0.00904871-0.00888489j 0.00531199-0.00985354j 0.00617882-0.00575149j 0.00219707+0.0193327j 
-0.0156085+0.0343503j -0.00389302+0.0484795j -0.0245421-0.0168029j -0.00495005+0.0443142j -0.0191656+0.00173524j 0.0156878+0.0200968j 0.0114159-0.00476866j 0.00611113+0.00625859j 0.00675593-0.00978985j -0.00577053+0.0151622j -0.00979977+0.0236302j 0.00960301+0.00691269j -0.0140488+0.00381799j 0.0144833-0.00249694j 0.00920127-0.0159924j -0.0212336-0.0089103j -0.00106403-0.0298218j 0.0106318+0.0468488j 0.0459896-0.0074654j -0.0106374+0.011682j -0.00330588+0.00671108j 0.00558744+0.00430516j 0.0150415-0.0183647j -0.00120548+0.00193176j -0.00462493-0.0117373j -0.00794467-0.00138216j 0.00244463+0.00221126j 0.00897998+0.005435j -0.00221742-0.00223068j -0.00264009+0.00662078j -0.0037222-0.0142676j -0.00165038-0.0030772j -0.00238244+0.00643552j -0.00430404+0.0062201j -0.010483-0.00131899j 0.00668196-0.0231178j -0.0176254-0.0289767j 0.0323737-0.0104032j 0.00363321+0.00510667j -0.0413411-0.00137306j 0.00562381-0.0151445j 0.0333564+0.0183373j 0.0356981-0.00675661j 0.013759+0.0203651j -0.0438275+0.0229295j 0.0281634+0.00571056j -0.00535825+0.00997527j -0.00918628+0.00749798j -0.0274197-0.035856j -0.0126796-0.0209323j 0.00268884-0.0108552j -0.00806763-0.00886953j -0.00654595+0.0133589j 0.00381343-0.00347469j 0.010494-0.00870998j 0.000721413-0.000998822j 0.00431459-0.00182018j -0.00915077-0.00955571j 0.00853455-0.0118317j -0.00163823+0.00351513j 0.00570583+0.00435222j 0.0017684-0.0112326j 0.000909871-0.00257379j -0.0123584-0.00813168j 0.00688595-0.00328828j 0.00757387-0.00155426j 0.00720112+0.00280174j 0.00122163-0.00632451j 0.00893104-0.00884735j -0.00345387-0.00399234j 0.00332176-0.00401554j -0.0134926+0.00759445j -0.00833316+0.00377493j 0.0100053-0.00044476j -0.00312688-0.00589118j -0.00252566+0.0025243j -0.00896366+0.000234951j -0.000899853-0.00537957j -0.00374034-0.00386756j 0.00210128+0.000247229j -0.000441898+0.00536481j -0.0212944+0.00107542j -0.00595019-0.00558961j -0.0034896-0.000480909j -0.0189894+0.00646707j -0.0209439+0.00814093j -0.0113108+0.0108866j -0.00450556-0.000121615j -0.005426+0.01064j 0.00350128-0.000928515j 0.0114679+0.0133798j -0.0182781-0.00263654j 0.0141744+0.00139871j -0.0014148-0.0136419j -0.00550004-0.00578759j -0.00684002+0.00473929j -0.00660048-0.0175174j 
0.133825+0.00307269j 0.0111536+0.0973633j -0.00570043-0.0228882j -0.0265165-0.00270577j 0.00707506-0.00825142j 0.00158765+0.00623878j 0.01633+0.0180545j -0.00760042-0.0097225j 0.0119696+0.0129759j 0.000554459-0.00776258j 0.00404328-0.0069302j 0.00888103+0.0144656j 0.00329897-0.0140213j -0.0252196-0.00778985j 0.0157481+0.0187188j -0.0332497-0.0319538j -0.031917-0.000869703j -0.0158274+0.00829495j 0.0231677+0.0161541j 0.00588589+0.0015102j 0.00443496-0.0121835j -0.0198475-0.00669803j 0.0102355+0.000160761j 0.0107488+0.0074037j 0.00864137+0.00790881j -0.0121057+0.00705553j 0.0144897+0.0088297j 0.0112324+0.00213332j -0.00299549+0.0062272j -0.00850729-0.0143045j -0.0195457+0.00556616j -0.00774396-0.00386375j 0.014314+0.00731171j -0.00648122+0.0110383j -0.0372462-0.00127471j -0.00449615-0.000576593j -0.0425104+0.026241j -0.0104704-0.066264j -0.00460713-0.00729702j -0.0223804+0.109857j 0.11811-0.0118831j 0.00994907-0.0347377j 0.0576599+0.00898731j 0.0104582+0.0331829j -0.00464962-0.00789382j -0.031743+0.0234618j 0.0235975-0.00469614j -0.0309502+0.00289026j -0.0191831+0.000415159j 0.000923872+0.00919719j 0.00313132-0.00285643j 0.00724178-0.0145154j 0.0135456-0.00413676j -0.00626071-0.00192854j 0.0155388+0.00162436j -0.0039425-0.00646309j -0.00474515-0.00591275j 0.00460334+0.00216458j -0.00608295-0.00744357j -0.00155367-0.000619185j 0.0109781-0.00541197j 0.00470927+0.00144911j -0.00409437-0.00273846j 0.00481893-0.00640855j 0.00522247-0.00188547j -0.00363681+0.00256252j 0.00426036+0.00447687j -0.00568588-0.00166087j 0.00121952-0.00091338j 0.00114602-0.00851564j 0.00593978-0.00158816j 0.0050782-0.00179539j 0.00372021+0.00177452j 0.000542264+0.00438141j 0.00371606-0.0071944j 0.000438927+0.00160479j 0.00295842-0.000205112j 0.0021738+0.00126029j 0.0119488-0.00253582j -0.00243533+0.00477766j 0.000710161+0.00238303j 0.00118171+0.00382228j 0.0087233-0.00744876j -0.00289483-0.00279285j -0.00400981+0.00511391j -0.00619642+0.00182509j -0.0108584-0.00266654j -0.00258862+0.00654617j -0.00492786+0.00148611j -0.00613906-0.000704969j 0.00961134-0.00188859j 0.00633619-0.00362123j -0.00618642-0.00537421j -0.00615689-0.00124289j 0.00382314-0.00374739j 0.00486358-0.000524529j 0.00199288+0.00202183j 
-0.00931057-0.104117j 0.13352-0.000223584j -0.021974-1.13088e-05j 0.00656339+0.0240847j -0.0133481-0.0118787j 0.00446471-0.00306552j 0.00975341-0.00946708j -0.00632909+0.00191007j 0.00741753-0.00395654j -0.0101912-0.00839085j -0.0140649-0.0142858j 0.011515-0.00092481j -0.0208894-0.0144758j 0.00931451+0.0212166j 0.0200107+0.00417567j -0.0301976-0.00103565j 0.0378249+0.0364437j 0.0274995+0.0117564j 0.0140189-0.00438833j 0.00155549-0.00540327j -0.0200922-0.00899861j -0.00049157+0.0130008j -0.0046375-0.00476363j 0.00774348-0.00560057j 0.0105465-0.00143914j 0.0139262+0.0105663j 0.00813159-0.00613736j -9.51678e-05-0.00662226j 0.0107693+0.00431218j -0.024053+0.000250194j 0.0160945+0.0153939j -0.00573413+0.00380198j 0.0130475-0.00649559j 0.0243027+0.00481212j -0.00165637+0.0154273j 0.0422705-0.00685121j -0.00871409-0.0471929j 0.0216785-0.0260574j 0.00261474+0.0395453j 0.114433-0.0149522j 0.0238722-0.113684j -0.0720332-0.0115199j 0.00388365-0.0180294j 0.0394603-0.0244237j -0.0164546+0.00383467j 0.0184022+0.0219783j -0.020922-0.0135411j -0.0155361+0.0134835j -0.0106566+0.00809091j 0.00768258+0.00775843j -0.00950241+0.00243285j -0.0135976-0.00339192j 0.0081062-0.0103499j 0.00278237+0.00918458j 0.0075867-0.0138495j -0.0131774+0.00626768j -0.01359+0.00414335j -0.00519595+0.000870062j -0.0107342+0.00449385j -0.00381287-0.00265051j -0.00489379-0.0030667j 0.00695362-0.00740187j -0.0022152+0.00236914j -0.00947476+0.000353142j -0.00134967+0.00166368j 0.00184829+0.00426886j 0.00841168-0.00590762j -0.00016631+0.00435885j -0.000190073+0.00135997j -0.0123626+0.00157999j -0.00447792-0.00177209j 0.00266598-0.00600742j 0.00538084-0.0024954j 0.000266311-0.00289066j -0.00762727-0.000278349j -0.00328335-0.00226739j 0.00553321-0.000545717j 0.00529977-0.00297786j -0.00197974-0.00489284j 0.00296498-0.0020744j -0.00109721-0.00278438j 0.0118335-0.00150053j -0.00579947-0.0043023j -0.00088119+0.000554391j 0.007667+0.0011711j 0.00843903+3.33282e-05j -0.00251244+0.00490757j 0.00902302+0.0025455j -0.00697495+0.00291574j -0.00179998-0.000743505j -0.00391966-0.00703828j -0.00489436-0.00523418j -0.00796728+0.00341818j -0.00535292+0.00635185j -0.00385751+0.000777102j -0.00125768-0.00249228j 0.00565672+0.00150081j 
0.0511445+0.00359052j -0.0214675+0.0874115j 0.00456451+0.0118302j 0.0325811+0.0305329j 0.0110547+0.0154884j -0.0019908-0.0302288j -0.00649442-0.00732215j -0.00171482-0.0148723j -0.00534706+0.0104727j 0.00365094-0.00917817j 0.00886358-0.0115951j 0.000709532+0.000502748j -0.00146045-0.000344579j 0.000687612-0.0237648j -0.00391423+0.0312843j -0.0124052-0.0458895j 0.0120579+0.0133397j 0.0524626-0.0196691j -0.0219202-0.0112895j 0.0103899+0.0199089j 0.00729929-0.00557426j 0.00122811+0.00233768j -0.00941803+0.0037915j 0.000211597+0.00340657j -0.00208387+0.0238544j 0.000252665-0.00473255j -0.00076129-0.00882865j -0.000827383-0.0098091j -7.8275e-05-0.00230961j 0.0039792-0.00349059j -0.000222249+0.00413627j 0.0013113+0.000855413j 0.000821306+0.00894842j 0.000134405-0.00511323j 0.00762804-0.0145967j 0.0141624+0.0326004j 0.0618577-0.0150316j 0.0517995+0.0400644j -0.0384998-0.000765699j 0.00327372-0.0124054j 0.0652617+0.00406557j 0.0295172+0.00256183j 0.0243596+0.0110126j -0.0103111-0.01011j 0.00163485-0.00838677j 0.0206601-0.0247963j 0.00614194-0.0100074j 0.00486507-0.0205538j 0.0266206-0.0117735j 0.00247409-0.00492229j -0.00609504-0.00492343j 0.0173359+0.000278318j 0.021178+0.00254968j 0.0052859+9.73103e-05j -0.016728+0.00739126j 0.00116684-0.00407825j 0.0105437-0.00605586j -0.00664693-0.000841807j -0.00480454-0.00109292j 0.0014752-0.00331627j 0.00335872+0.00100445j -0.00508917+0.00429822j -0.00145396+0.00018776j -0.000733674+0.00306308j -0.000163897+0.000820639j -0.00689689+0.00104007j -0.00325689+0.00444986j -0.0106717-0.00202968j -0.0152129+0.00351754j 0.00305248-0.00132286j -0.00525192+0.000810206j 0.0177273-0.00722922j 0.00394716-0.00354895j -0.012057+0.00259317j 0.00302439+0.00151143j 0.00397265-0.00280523j 0.0121079+0.0016866j -0.00457489+0.00610187j -0.00225188+0.00310708j -0.00127374+0.0026862j -0.00898626-0.00769297j 0.00450457+0.00208998j 3.72318e-06-0.00166436j 0.0102251-0.00517849j 0.0205133-0.000840204j 0.0138199-0.00342532j 0.00998435-0.00719524j -0.00544637+0.00286742j 0.0142843-0.00392672j -0.00296579-0.0080873j -0.00995375-0.0118577j 0.0319015-0.00667408j 0.0221323+0.00125671j 0.00774015+0.00597892j 0.0109757+0.00445399j 0.0117075+0.0248617j -0.00285254+0.0197433j 
