-0.02065+0.00412459j 0.0689939+0.10349j 0.0155173-0.0879698j -0.00409604+0.0288532j 0.0152428-0.0192838j -0.0223017+0.0437331j -0.0140373-0.00412672j -0.0551247+0.0354432j -0.0105078-0.0175538j -0.0151903+0.0112698j 0.0109327+0.00588557j -0.00434087+0.014136j -0.0114088+0.00681066j -0.00533979-0.00825107j -0.00191024-0.0312056j -0.00340497+0.0125395j -0.0553666-0.00204948j 0.0103977-0.0616967j 0.0470393+0.000528171j -0.0466279+0.00840916j 0.0212446-0.0435156j -0.00672921+0.0063563j -0.0183748+0.00134595j 0.0297045-0.0223749j 0.0549253+0.0599817j 0.048455-0.0349909j 0.0144141+0.0475978j -0.0131698+0.0190708j -0.0478103-0.0425489j 0.0363551+0.04014j -0.00892675-0.0695309j 0.0217015-0.00781361j 0.00644258-0.032725j -0.0205666+0.0472343j -0.0232337+0.0276424j 0.00409791+0.0083986j 0.0229611-0.0348106j -0.00873969-0.0148801j -0.00319565-0.00528743j 0.0321394-0.0132981j 0.0355902-0.0241568j -0.00641041+0.00622509j -0.00722972-0.0209624j 0.0314061+0.0141965j -0.05897-0.0159413j -0.00995548+0.013745j -0.0125394-0.00953602j -0.0185007+0.0036679j -0.015505-0.00253327j -0.0159585-0.0161032j -0.0412208-0.0267912j -0.0145551+0.00428672j -0.0127519-0.00329034j -0.0437324-0.0297917j 0.0455188+0.020309j 0.0295523+0.0244576j -0.0584303-0.0254881j 0.00750585-0.00134033j -0.0766516-0.0216389j -0.0391581+0.0328432j -0.0122687+0.0486759j -0.016204+0.157119j 0.0428966-0.0308636j -0.154066+0.0258654j 0.0474246+0.0761346j 0.0760062+0.0668149j -0.0961299+0.0143348j -0.0162504-0.0124415j -0.00407888-0.0532705j 0.131178+0.0381764j -0.0180602-0.0563807j -0.146143-0.12218j 
0.0405691+0.0400218j 0.00151127+0.0305343j -0.0596147-0.0187585j 0.0286579+0.0401063j 0.0106156-0.012916j -0.0556105+0.0114094j -0.0536625-0.00728738j 0.00617793+0.0337202j 0.000416762-0.00811353j -0.0373084+0.0551384j -0.0158322+0.0236829j 0.000343824+0.023738j 0.0338603+0.0143966j 0.0218232-0.00766961j 0.00686636-0.0339784j 0.00513761-0.0616023j 0.017534+0.0257241j -0.0150533+0.0147374j 0.010068-0.0248402j -0.0218219-0.00263832j 0.0260458-0.00155631j -0.00491623-0.00405262j 0.010011+0.0180877j -0.0116249+0.00594398j -0.0123024-0.00190427j 0.0120967+0.00411398j -0.0165788+0.0546999j -0.0339593+0.0439515j -0.0121372-0.0357945j 0.0550259-0.00194811j 0.00864296+0.0142268j -0.0507161-0.0135169j 0.00593495-0.0348896j 0.0854709-0.00145911j -0.0438255-0.0149422j -0.0872871+0.0238376j -0.0859483-0.0668445j 0.0435023+0.0542107j 0.106244-0.0626668j -0.0200338+0.121402j 0.188645+0.0122091j 0.05648+0.0145543j 0.0889115-0.0401402j 0.0524364-0.0776434j -0.127932+0.00560437j -0.0783021-0.0788206j 0.0736871-0.168556j 0.0144606+0.113417j -0.0766908+0.0182345j 0.131573+0.101609j -0.11164+0.124903j -0.0544036+0.183848j 0.0656634-0.0910772j -0.112983+0.0570205j -0.0373203-0.0296127j -0.00249454+0.0376918j 0.0224225-0.1476j -0.00330028+0.162156j -0.0716469-0.0218698j 0.118971-0.0740008j 0.105811-0.108425j 0.151042-0.0181048j 0.0580187+0.0545878j 0.0288162-0.194299j -0.0247686+0.176538j 0.065141-0.0461272j -0.0383301+0.030549j -0.107085+0.118177j 0.00974975+0.0531332j -0.0602576-0.0959781j 0.0171877-0.0463435j -0.0359478-0.0127822j 
-0.0313483-0.0219382j -0.0139931-0.000746959j 0.0452937+0.0171525j -0.0138168-0.00833322j 0.00513783+0.0142003j 0.0269957+0.0128065j 0.0167906-0.00430767j -0.0150566+0.0119812j 0.017578+0.00332737j -0.0398117-0.00684395j -0.00560776-0.0404123j 0.0101041+0.0101473j -0.0416077-0.0466129j 0.0458768-0.00717748j 0.0107421-0.0146245j 0.0194257+0.0105472j -0.00476408-0.00436583j 0.0449921+0.00552808j -0.012974+0.000595763j -0.00361615+0.0619691j -0.00633137+0.047496j -0.00678945+0.0146143j -0.0423075-0.000892601j 0.0134158-0.0258832j -0.0329162+0.0251959j 0.0245042-0.00805601j -0.0261696-0.0108621j -0.0126367-0.00204262j -0.00146159+0.0240005j 0.00016802+0.00364123j -0.00881883-0.00917425j 0.0399545+0.0035596j -0.00949383+0.0226888j -0.0921367+0.00593382j 0.00416458+0.020434j 0.0718086-0.0244888j 0.069769+0.00588853j -0.0110455+0.0214066j 0.0441168+0.121759j -0.0686614+0.0138702j -0.0516919-0.1471j 0.134423+0.0013628j -0.0448503-0.0564434j -0.098648-0.00279792j -0.0637202-0.0457192j 0.0738061+0.140795j 0.146434-0.118643j 0.12127+0.000992793j -0.194795-0.017691j -0.13894+0.103972j 0.100005+0.120587j 0.00229134-0.0341779j 0.00943552-0.0647818j -0.00690707+0.0919793j 0.0162629-0.0527891j -0.041786+0.178003j 0.0510222-0.117712j -0.0100991-0.0818341j 0.026289+0.0479517j 0.126398+0.0219005j -0.0927098-0.151012j 0.26181-0.152452j 0.00582944+0.104515j 0.00228814-0.0834888j -0.0153841+0.00572553j 0.0401555+0.100705j 0.0818156+0.115668j 0.0709693-0.0731355j -0.0178493-0.0151314j 0.0344224+0.0953604j 0.00587235+0.0237873j 0.0125428+0.00197043j 
0.0191577-0.0112285j -0.0347851-0.0258491j 0.0196838+0.0237913j -0.00289602+6.21322e-05j -0.00833036+0.00196332j 0.0123761-0.0191492j -0.0131287-0.0112345j -0.0106655+0.00720848j -0.0339155+0.00564055j 0.0401079+8.83968e-06j -0.00243192-0.0174008j -0.0113551+0.0159202j -0.00143257-0.00700827j -0.000779236-0.0228664j -0.0536335-0.00938313j -0.0245048-0.053302j 0.0128809+0.0262688j -0.0123072+0.000136151j 0.0115007+0.0166586j -0.0399748+0.0035495j 0.00784545+0.0304327j 0.0544517-0.00362422j 0.0119506-0.0240363j -0.0166965+0.0101974j -0.00033985+0.00244472j -0.0777688-0.0248863j 0.0196439-0.000206498j 0.0246437+0.0135482j 0.0183368-0.0105042j -0.0152559-0.00930124j 0.000432253+0.0069136j -0.00430877+0.00466585j -0.00871288-0.0321197j -0.0140181-0.0134575j -0.0162889-0.00562483j -0.0377159-0.0643699j -0.0326168-0.0489494j -0.0498417+0.0145913j -0.0546675+0.0469186j 0.110155+0.0714893j -0.112703-0.15362j 0.0425078+0.00416572j 0.0408117+0.147309j -0.0401687+0.0423734j 0.16668+0.00501858j -0.192776-0.126268j -0.0405561-0.0120859j -0.221277-0.0431161j -0.060517-0.14545j -0.0738992+0.0441157j -0.0252131+0.044537j 0.00293613+0.10709j -0.0912829+0.0717455j 0.0635209-0.0326662j 0.2534-0.0661572j -0.0830292+0.0124276j -0.068918-0.133502j 0.191768+0.0116063j -0.124545+0.00140251j -0.0751197+0.153203j -0.150685-0.108137j -0.0721341-0.047927j 0.0388405+0.0788822j -0.221644+0.0307826j 0.0320541-0.0353616j 0.0581947+0.0442746j -0.0909762-0.0531263j 0.0105745-0.0440895j 0.0294688+0.0584575j 0.0126787+0.0107897j 0.000759367+0.00846576j 0.0562429-0.025003j 
0.00105526-0.0368868j 0.0371658+0.0371614j 0.0312846-0.0891176j 0.0290463-0.0157875j 0.0563049-0.0216049j 0.00210137+0.0336644j -0.00275399-0.00150728j 0.0047526-0.00122697j 0.0156592-0.0385493j 0.0280607-0.0141495j 0.0192456-0.0176728j 0.028092-0.0053156j 0.0654267+0.0207624j -0.00772968+0.0334923j -0.030416+0.0452252j 0.0257255-0.0278042j 0.0457126+0.0140317j -0.0329535-0.0292399j 0.0211254+0.00343842j -0.00566385-0.0164615j 0.0180538-0.0105933j -0.012803+0.0145993j -0.0181488-0.075059j 0.0028867+0.00303694j -0.0182845+0.0327631j 0.00103327+0.0657405j 0.0139569-0.00956954j -0.00559077+0.00882924j -0.0258929+0.0169129j 0.0190018+0.0378j 0.0569977-0.0749058j -0.00110141-0.0512906j -0.0481641+0.0881796j 0.00343968+0.068567j -0.0596745+0.0156534j -0.017092+0.0250434j -0.0423584+0.0169669j 0.100348-0.107951j -0.0162576-0.0554617j 0.0634663+0.0135084j 0.0441425+0.0056481j -0.0655211-0.00149885j -0.00854627+0.109395j -0.0352558-0.140929j -0.0265729-0.00144441j 0.059169+0.021756j 0.0537388-0.0141171j -0.0255914-0.0225505j 0.00892349-0.172525j 0.0783796+0.0751197j 0.0314122+0.00147633j 0.0406256+0.00854451j 0.23521+0.0165297j 0.137342+0.00661007j 0.117204+0.0330286j 0.0751866-0.19538j 0.14027+0.1872j 0.0037339-0.00672558j -0.00188893+0.078806j -0.124003+0.0484479j -0.0283583+0.00418198j -0.0908495-0.0926718j 0.0725421-0.007902j 0.0245594+0.0732279j -0.0496906-0.187339j -0.00457056-0.0638299j -0.0145927+0.0699468j -0.0105873-0.0854487j -0.0383971-0.0145693j -0.0485066+0.0497369j 0.0582839-0.0284327j -0.0673796+0.0491257j 
0.0684903+0.0811761j 0.0129757-0.0199359j -0.0698172-0.00308878j -0.000438658-0.0486551j -0.0115861-0.0230586j -0.00140354-0.060828j -0.0129709-0.0445814j -0.0230053-0.0377245j -0.0121501+0.0080837j -0.0266533-0.02429j -0.00945974+0.00148641j 0.0217298+0.0338541j -0.0204518-0.00304137j 0.0135253+0.0180532j 0.0239132+0.00355209j 0.037397+0.0117157j -0.0141102+0.0298105j 0.0139361+0.0405469j -0.00317257+0.0268099j -0.00984345-0.000263862j 0.0266989+0.00787824j -0.0164253-0.0364605j 0.0514149+0.0101069j -0.035776-0.0295558j -0.0265147-0.0261491j -0.0197357+0.0456618j -0.0294389-0.0043721j -0.0277013-0.0400366j 0.0335478-0.0188819j 0.0226432+0.00401415j -0.012168+0.0301436j -0.0560211+0.0258061j 0.0581503-0.0748419j 0.0621887-0.0106491j -0.0292097+0.00834189j -0.00147141-0.0580559j -0.100444-0.0329682j -0.0755329+0.00845148j 0.000517663+0.0199123j 0.0033039+0.0449359j 0.0676522+0.0865392j 0.0487637-0.081751j -0.116456-0.148223j 0.0861294+0.0276431j 0.00517538-0.190718j 0.0342931+0.100378j 0.0139212-0.0516938j 0.109804+0.115391j 0.0653092-0.208334j 0.0902447-0.0475702j -0.144171+0.0196226j -0.0910268-0.00582646j -0.0171666-0.00279459j -0.0695992-0.125736j 0.0207+0.0767134j 0.0832012-0.157866j 0.141128+0.111694j 0.0642185-0.0811446j -0.0646999+0.0374781j -0.0238312+0.00163802j 0.0145884+0.0294748j 0.0499379+0.0047524j 0.0777684+0.0451099j -0.0185874+0.256007j 0.0230663+0.111322j 0.1225+0.108015j -0.0860027-0.000679986j -0.00286133+0.0707162j -0.0147721+0.0415401j 0.0293567+0.038666j 0.0533891-0.0206766j 0.0316368-0.0671259j 
-0.0328712+0.0329981j 0.0348051+0.0395998j -0.0127665-0.0176171j 0.0339016+0.0311714j 0.0320645+0.0146646j 0.00260358+0.0617287j -0.0200313+0.00542019j 0.0148617+0.0830156j -0.00693348-0.0174514j -0.0510174-0.0202562j -0.0148403+0.0563657j -0.0377257-0.031824j 0.00935756+0.00798473j 0.0347397-0.0106282j 0.0318482+0.00297691j 0.0120881+0.0361939j -0.0582253+0.00909532j 0.0233894-0.0401325j 0.0233162+0.0165539j 0.0268445-0.0392191j 0.0251691-0.00440349j 0.0182551+0.00139022j -0.00469352-0.0163846j 0.0258892+0.0195591j -0.0209996+0.0225545j 0.0163291+0.064036j -0.00285775+0.0179702j -0.0390778-0.0213353j 0.00841173-0.0288087j 0.0302202+0.0542678j 0.0168946-0.00716556j -0.00625516+0.0121546j 0.016932-0.0188188j -0.0243198-0.0245436j -0.0337492-0.0288319j 0.0585027+0.0659313j -0.0885895+0.00852677j 0.030744+0.0750786j 0.0644402-0.0907878j -0.0891395-0.022379j 0.0680554-0.0525143j 0.0440685+0.145277j 0.103561-0.00122496j -0.0897344-0.00885549j -0.118072+0.0932229j 0.00148749+0.0626155j 0.060478+0.160164j -0.0784472-0.00188787j 0.0362365+0.00813422j -0.204354+0.0389332j 0.0571138+0.0281502j -0.133876-0.0949052j 0.0554477+0.254577j 0.0363535+0.0362785j -0.0049494+0.0265376j -0.104405+0.0709647j -0.0698111-0.0236033j -0.0176048-0.0432452j -0.00465454+0.13347j -0.0510499+0.156449j -0.00338674+0.00857691j 0.0462285-0.0803161j -0.0655681-0.0528994j 0.0265174+0.0659153j -0.0223791-0.0651969j 0.0255744-0.0526254j -0.00602467+0.0212413j 0.00717507-0.076807j -0.0627444+0.0144287j -0.0101602-0.0901527j 0.00288394+0.00476917j -0.0515291+0.027283j 
0.00536971-0.0119226j 0.0317044+0.00200689j -0.00857824-0.046848j 0.00186713-0.0235758j 0.00327209-0.0220963j -0.0154695+0.0424464j 0.0176524-0.0108672j -0.00356818+0.0108318j 0.0184034-0.0166641j 0.0108903+0.0052538j 0.00116941+0.0171628j 0.00861189-0.0118762j 0.0135294+0.0122101j 0.0101878+0.0181227j 0.00116945-0.000597397j -0.00903038-0.00257331j -0.0327024-0.0242313j 0.0466551+0.0223787j 0.0115943-0.0115391j -0.00282803-0.00320116j 0.0508111-0.00134195j -0.0233397+0.0215707j -0.00462835-0.0408485j 0.00130329+0.0778335j -0.0272507+0.0306992j -0.0136013+0.0366144j -0.0837934-0.0520363j -0.0646248+0.017381j 0.0736076+0.0102111j 0.017986+0.0359276j 0.0162971+0.024688j 0.0445989+0.0470018j 0.0162968+0.018681j -0.0323515-0.0389864j 0.0206117-0.0144748j -0.0261018-0.0161334j 0.0214966+0.0346579j 0.0439274+0.0286478j 0.00709151+0.0402599j 0.0262359+0.0207435j -0.0792229+0.0352384j -0.0467391-0.0163046j -0.00301985+0.0530323j 0.013266+0.000488295j 0.121308-0.0220633j -0.0254192-0.0708686j -0.0187968-0.0306657j -0.0480571-0.0248138j -0.00182184+0.0649829j 0.0477961+0.0190268j 0.0324659-0.0141078j 0.0676332+0.0321074j -0.0635016-0.101194j -0.0239146-0.00389166j -0.0190964-0.044976j 0.0219525+0.0342345j -0.0296928-0.042106j 0.00192496+0.0362378j 0.00117633-0.0757308j 0.0587647-0.0595878j -0.0130403+0.0200122j 0.0268933+0.00626111j -0.0267615-0.0151367j -0.00894009-0.0617169j 0.0565666+0.0312992j 0.0631536-0.0584952j 0.0601831+0.0677879j -0.0460292-0.027182j -0.011754-0.0248782j -0.0066048+0.012257j 0.0143717-0.0260517j 0.0207734+0.0373043j 
0.0266043-0.000318738j 0.00672585+0.0117026j 0.00620025-0.0081643j 0.00045014-0.0605762j 0.0143386-0.0177305j 0.0319463+0.0341917j 0.00994553+0.0258211j 0.0464492-0.0217849j 0.024795-0.0208776j 0.0262483-0.0357876j -0.000440698-0.00623682j 0.0260513-0.00123584j 0.0296519-0.0264804j 0.0163316-0.002636j -0.00277475+0.0110808j 0.0164257+0.0279398j 0.0104157-0.0145138j -0.0225248-0.0011346j -0.0122298-0.00054016j 0.0586304-0.0270974j 0.00615215+0.0325777j -0.00493759+0.0214948j 0.0339037+0.0389486j -0.00987556-0.00436095j -0.0605313-0.0684292j -0.0348438+0.07599j 0.00985307-0.0433017j 0.0568112+0.00665185j 0.0817601+0.0374715j -0.0639611+0.0120258j 0.0762353+0.00363805j -0.0529168-0.0637976j 0.0127122+0.0784374j 0.00683062+0.0124801j -0.0272591+0.00880912j 0.00878125+0.0609467j -0.0295462-0.0469107j 0.0218292+0.0515316j 0.00497728-0.0419435j -0.0246446+0.0148709j 0.0228407-0.0328633j -0.00586743+0.0457836j 0.0411687+0.0343304j -0.0308289-0.0756775j -0.0511084+0.0926523j 0.0184402+0.0044989j 0.0321848+0.0356956j -0.0302271+0.00094982j -0.0106511+0.0384561j -0.00531201+0.0305928j 0.0247644+0.0260429j 0.0168292+0.00553694j 0.0741436+0.00808662j 0.00805505+0.0309866j 0.00354896-0.0173777j 0.00660182-0.00727566j -0.00598797+0.00975358j -0.0347913+0.00142551j 0.0191791+0.0418328j -0.00533667+0.0189287j -0.0228445+0.00223939j 0.0241856+0.02039j -0.00641316-0.0162874j -0.0285512-0.013877j -0.0490564+0.0021719j 0.0616481+0.0520843j -0.0640949+0.0367019j 0.0335985-0.0994008j -0.0142975+0.000649297j 0.0257754-0.0145422j -0.00170977-0.0384423j -0.00492621-0.00137262j 
-0.0182867+0.0031534j 0.0109429+0.00408158j -0.0112367+0.0081514j -0.0206568-0.00438592j -0.0161431-0.0021716j -0.0139089+0.0143716j -0.00149862+0.00653304j 0.00333443-0.00650372j 0.014301+0.0071248j -0.0293154-0.00703164j 0.0134246-0.00120878j 0.00208767+0.0341228j -0.00810763-0.0310252j 0.0212604-0.00414404j 0.0386177-0.0158205j 0.0337658-0.0095087j 0.0319089-0.0154927j 0.0272605+0.00308771j 0.00479438+0.0161544j -0.030821+0.00351278j 0.0118182+0.00541724j -0.0221463-0.0230184j -0.0188157-0.0188972j 0.0120375-0.00275132j -0.0222034-0.0258505j 0.00932372+0.00962934j -0.00603628-0.0126117j -0.000545335+0.00207287j 0.0183525-0.000425727j -0.0146504-0.00583474j -0.00895311+0.0351506j 0.0259519+0.0119931j 0.0151366+0.00286039j -0.00593232-0.0127051j 0.0279826+0.00701993j -0.00777451+0.013409j 0.0381905+0.0295545j -0.035035+0.0339205j -0.0107017+0.0437724j -0.0732642-0.0299266j 0.00694963+0.0093759j 0.00530877+0.0529987j 0.0788728-0.0719254j 0.0149943+0.0339539j -0.0828234+0.0101826j 0.0813874+0.00125144j 0.00339212-0.0526797j 0.178694-0.0464771j -0.0474264+0.0953695j -0.135966-0.0240713j 0.00124994-0.0359724j -0.0280333-0.112718j -0.00018334+0.113708j 0.115239-0.0261099j -0.0174647+0.0944155j 0.0865218+0.0537862j 0.0784705+0.0358895j -0.143195+0.0709562j 0.0557638-0.0483004j -0.105819-0.00730492j 0.00910123-0.0233526j -0.0374799-0.0551681j -0.0267371+0.0411066j 0.158063+0.10869j -0.0419594-0.0337651j -0.00374181-0.006191j 0.079104+0.0076438j -0.0394811+0.00829021j 0.0144426-0.0221754j 0.00410162+0.00714473j -0.0278825+0.000767273j -0.00442692-0.0032668j 
-0.0688792-0.0516541j -0.0246359+0.0164522j 0.0516704+0.0619056j -0.0263823+0.00844216j -0.0276951+0.0304664j -0.00852961-0.0147584j 0.000996986-0.0387585j -0.036494+0.0287331j -0.0254571-0.000396136j 0.0244371+0.0197761j -0.0178829+0.0471639j -0.0640031-0.0167873j -0.00399752+0.00194365j -0.0328939+0.012166j 0.0355549-0.0229151j 0.00960434+0.019302j 0.031594-0.00262972j 0.0494285+0.00851677j 0.023204+0.0131608j 0.0138832+0.00237808j 0.0317861+0.021337j -0.0181936-0.0260597j -0.0351449-0.0208824j 0.0381738+0.0228086j 0.0152104+0.0095657j 0.0113816-0.0102129j -0.00535414-0.00414802j 0.0147386+0.0270134j 0.0323789+0.0206193j -0.0421766-0.0135913j 0.00571285+0.0325755j 0.0663786+0.0199999j 0.00669931-0.0115531j -0.0771442-0.0709153j 0.0452419-0.0565027j 0.0249412-0.065297j 0.0852254+0.0162794j -0.188231+0.00953358j -0.140803-0.0591777j -0.108291-0.0265577j -0.0600788-0.00469094j -0.185233-0.006323j -0.000549045-0.126238j -0.104682-0.071997j -0.0181558+0.0719697j -0.10744+0.0343075j -0.113219+0.0477064j 0.194388-0.0249923j 0.0477026-0.100073j 0.0492494-0.0201926j -0.015852+0.0940087j 0.0655465-0.0710152j 0.135477+0.0231835j 0.156163-0.00915592j 0.116005+0.207048j 0.0482543-0.0036426j 0.0507514-0.0305147j 0.0505163+0.0488061j 0.168124-0.0137937j -0.0880249+0.0747574j 0.0150351+0.0262845j -0.0760743-0.0692788j 0.0990064-0.012807j 0.0546333-0.102161j -0.094723+0.0463875j -0.0552287+0.0129105j -0.0124691-0.0533196j -0.00647007+0.0102651j 0.0520018+0.0208223j -0.0241634+0.000918393j -0.0637461+0.0393406j 0.0207863+0.0155606j 
-0.00866001-0.0392377j -0.0163542-0.0117711j 0.0873912+0.0920242j -0.0409662+0.0322064j 0.00727518+0.0587243j -0.0309524+0.0197757j 0.0184576+0.0048881j -0.0385001+0.0105597j 0.0298261+0.0152207j 0.000175587-8.02934e-05j 0.0257+0.0171133j 0.0131901+0.00804444j 0.0161476+0.0154232j -0.0081012+0.0393267j 0.0160366+0.0293782j -0.0172186+0.0238534j -0.0295502-0.0101322j 0.00186901+0.0174693j -0.0127366-0.0165457j 0.0139582+0.0224996j 0.00607239-0.0194623j -0.00244575-0.0120535j 0.000147772-0.0225213j -0.0158972-0.0079261j -0.00549939-0.00161329j -0.0391021-0.0250565j 0.00943919-0.0260005j 0.00230243+0.0265016j 0.0262853+0.0316091j -0.0273513-0.01909j 0.0440769-0.000988171j 0.0411863-0.0112273j -0.0435527-0.0097701j -0.059625-0.0540649j 0.00800144-0.0634387j -0.0185208-0.017824j 0.194755+0.0543224j -0.0229943+0.0818883j 0.0263098+0.0564709j 0.0657234+0.0787062j -0.0513599+0.0135807j 0.182028+0.0185404j -0.0251648-0.171388j -0.0894184-0.133816j -0.109026-0.0364723j -0.00683709+0.215921j 0.0681291+0.0157949j 0.0378542+0.127556j 0.0440048-0.00584573j 0.0640005-0.0497307j -0.0935554+0.0866349j 0.0656131-0.0840382j 0.0960576-0.0870328j -0.0325362-0.07989j -0.0505447+0.00454301j -0.0950772-0.0349361j -0.0597416-0.0396029j 0.111371-0.00199094j -0.0421705+0.0657615j -0.0150926+0.0283315j 0.0310551+0.0378444j 0.131818-0.0853049j -0.0258042+0.0706206j -0.104351-0.119366j -0.0592971+0.0324571j 0.0441431-0.0401595j 0.00333655-0.0401026j -0.0485043+0.00230774j 0.0577864+0.0543111j -0.0219651+0.025883j -0.0152912+0.0348419j 0.0261701+0.0101571j 
-0.0097657-0.0281513j 0.0205489+0.00203327j 0.0712578+0.0467922j -0.046802+0.0244055j 0.0128842+0.0226766j -0.0302054-0.00418368j -0.00827461+0.00163238j -0.0435689+0.0074135j -0.0168872-0.0119471j 0.00630064+0.0824916j 0.0419779-0.00341643j 0.0144856-0.0336276j -0.000795762+0.0194313j -0.00732321+0.0217109j 0.0548942-0.0354315j -0.00712204+0.00993818j -0.0474502+0.0305382j 0.0102836+0.019237j 0.0163997+0.0161978j 0.0080345-0.0088865j -0.0108278-0.0193284j -0.00920087-0.00745689j 0.0116146-0.0218524j -0.00643031+0.0470236j -0.0206885+0.0114303j -0.0226942+0.0227902j -0.000137956-0.00461253j 0.00503902+0.0408337j 0.023204-0.0207667j -0.0607145-0.00521509j 0.0617917+0.0238813j 0.0548342-0.017862j -0.0282385-0.0133641j -0.0335836-0.0073432j 0.00213475-0.0459698j -0.0603349-0.0290836j 0.111117+0.0270648j -0.0160442+0.0187958j -0.0395688-0.0585607j 0.0968846+0.0879311j -0.0927116-0.0603477j 0.12238-0.113899j 0.0664602+0.218839j 0.0690597-0.089412j -0.100085+0.0930551j 0.0614436-0.132794j 0.0940451-0.0684482j -0.176803+0.135464j -0.0514859+0.0351171j -0.0215118+0.0934464j -0.0794734-0.0222963j -0.0356458+0.157767j 0.0186959+0.11346j -0.025294-0.0282766j -0.0582873-0.0113137j -0.108021+0.0619966j -0.046921-0.0608706j -0.109085+0.042784j -0.0472515+0.0185953j -0.0440099-0.0273123j -0.0111937+0.0394597j -0.136638-0.0670031j -0.118597+0.070638j 0.0356284+0.016618j -0.033243-0.0981581j 0.105267-0.0372873j -0.064242-0.0624787j -0.0555336-0.0463316j 0.0429155+0.0371904j -0.0164131+0.0435014j -0.0313979+0.00604971j -0.0193426-0.0125176j 
0.0421458+0.0342212j -0.0255161-0.00952775j -0.0244465-0.0135676j 0.034901-0.00259964j 0.0372105+0.0185532j 0.028306+0.0253807j -0.00649443-0.0193581j 0.000105942+0.0357168j -0.0299913-0.0246378j -0.00164778-0.0152117j 0.00162835-0.0176139j 0.0240098+0.00997511j 0.0239901-0.0543925j 0.0175857+0.00896841j 0.0213977-0.00877293j 0.00341584-0.012859j 0.00722066-0.0472698j -0.0202783-0.0269106j 0.000580696+0.000121252j -0.0250669-0.0296181j -0.0165221-0.0299119j -0.00692064+0.029447j 0.00287363+0.00775315j -0.0210652-0.0485589j -0.00356187+0.00122124j -0.00466962-0.0372686j 0.0309181-0.031176j -0.0392989-0.0396602j -0.00437687+0.0150521j 0.0659271+0.0116697j -0.0320266-0.0560937j -0.069297+0.00346167j 0.000228194-0.023185j 0.0195344+0.0105417j -0.0782491-0.0137374j 0.105996+0.00775383j -0.0844988-0.0902019j 0.00198608+0.0502932j 0.0407424+0.0421055j 0.0273529+0.106702j 0.0704466-0.139003j 0.125017+0.146741j 0.091368-0.0586772j 0.0445455-0.0628633j -0.0674366+0.0655343j -0.0413127+0.11361j 0.177018+0.104736j 0.0126824+0.0365587j 0.0490128+0.267031j -0.0029741-0.109516j 0.0327307-0.163884j 0.0383493-0.140218j -0.0286757+0.0248167j 0.0731615-0.0447064j -0.150962-0.0540208j 0.00136835+0.012945j -0.101364-0.0529997j -0.107924+0.189053j -0.0839296-0.0448582j -0.114732-0.0511975j -0.00372624-0.0176173j -0.0369176+0.0847856j 0.0435328-0.0888419j -0.016603-0.087351j -0.0571981+0.0582295j -0.0753604+0.0749962j -0.0662635-0.0440904j 0.0188426+0.00441065j -0.0095193+0.0307264j 0.00541209-0.0272791j 0.062886-0.00542076j 0.0380062-0.0193355j 
-0.0235916-0.0684168j -0.0996289-0.0366277j 0.062267-0.0371894j 0.0556699+0.0737775j -0.010865-0.0609393j -0.00206413+0.00385307j 0.0072706-0.051186j -0.00263907-0.0243917j 0.0296163+0.00592979j -0.00726415+0.00767581j 0.029548+0.0240305j -0.0128423+0.00841758j 0.0131174+0.000646346j -0.000359389-0.000406905j 0.0193153+0.011707j -0.0132573-0.00170834j 0.000534425-0.0198924j 0.000704182-0.0070379j -0.00384349+0.00801534j 0.0127041+0.0207321j -0.0346394+0.0134231j 0.00644965-0.0145662j -0.0586832+0.00686264j 0.0410821+0.0315789j 0.00670078+0.00861303j -0.0026594-0.0217288j -0.00223416+0.0216587j 0.00915625+0.0243406j 0.0405436-0.00286568j -0.00515714+0.00653611j -0.0219569+0.0242354j 0.0194545+0.0173443j -0.00105469+0.028856j -0.0897791-0.11744j 0.0018853+0.0666947j 0.0128281-0.101765j 0.0559731-0.133415j 0.00615593-0.0785698j -0.0947613+0.107713j 0.0751692+0.132935j 0.00816948-0.194255j 0.22817+0.0241439j -0.0665087-0.0727301j 0.190404+0.0576659j 0.0838506-0.0923267j -0.0473291-0.196806j 0.0622725-0.107421j 0.149165-0.0294108j -0.0686345+0.0839144j -0.1106-0.0931496j -0.0188272-0.137926j 0.0799595+0.0822337j 0.0381526-0.0200665j 0.0420718-0.05362j -0.0544421-0.0685929j -0.0253891-0.195221j 0.129063+0.142835j -0.0676104+0.0102649j 0.0107365+0.0610062j -0.0672027-0.0994677j -0.0426137-0.107871j -0.079619+0.0341449j 0.0485025+0.0251161j 0.101275+0.0557681j -0.00258946-0.128672j -0.09539-0.0381044j -0.0435046+0.0581441j 0.0566189+0.0240339j 0.0273831+0.020447j -0.061411-0.0572613j -0.0558797+0.074588j 0.0230908+0.0127901j 
