-0.02065+0.00412459j 0.0689939+0.10349j 0.0155173-0.0879698j -0.00409604+0.0288532j 0.0152428-0.0192838j -0.0223017+0.0437331j -0.0140373-0.00412672j -0.0551247+0.0354432j -0.0105078-0.0175538j -0.0151903+0.0112698j 0.0109327+0.00588557j -0.00434087+0.014136j -0.0114088+0.00681066j -0.00533979-0.00825107j -0.00191024-0.0312056j -0.00340497+0.0125395j -0.0553666-0.00204948j 0.0103977-0.0616967j 0.0470393+0.000528171j -0.0466279+0.00840916j 0.0212446-0.0435156j -0.00672921+0.0063563j -0.0183748+0.00134595j 0.0297045-0.0223749j 0.0549253+0.0599817j 0.048455-0.0349909j 0.0144141+0.0475978j -0.0131698+0.0190708j -0.0478103-0.0425489j 0.0363551+0.04014j -0.00892675-0.0695309j 0.0217015-0.00781361j 0.00644258-0.032725j -0.0205666+0.0472343j -0.0232337+0.0276424j 0.00409791+0.0083986j 0.0229611-0.0348106j -0.00873969-0.0148801j -0.00319565-0.00528743j 0.0321394-0.0132981j 0.0355902-0.0241568j -0.00641041+0.00622509j -0.00722972-0.0209624j 0.0314061+0.0141965j -0.05897-0.0159413j -0.00995548+0.013745j -0.0125394-0.00953602j -0.0185007+0.0036679j -0.015505-0.00253327j -0.0159585-0.0161032j -0.0412208-0.0267912j -0.0145551+0.00428672j -0.0127519-0.00329034j -0.0437324-0.0297917j 0.0455188+0.020309j 0.0295523+0.0244576j -0.0584303-0.0254881j 0.00750585-0.00134033j -0.0766516-0.0216389j -0.0391581+0.0328432j -0.0122687+0.0486759j -0.016204+0.157119j 0.0428966-0.0308636j -0.154066+0.0258654j 0.0474246+0.0761346j 0.0760062+0.0668149j -0.0961299+0.0143348j -0.0162504-0.0124415j -0.00407888-0.0532705j 0.131178+0.0381764j -0.0180602-0.0563807j -0.146143-0.12218j 
-0.00190444-0.0245309j 0.0143169+0.00721193j -0.0126639+0.00835167j -0.0382979-0.0436963j 0.00452877+0.0363921j -0.0170856+0.00268745j 0.00389854+0.00982953j -0.0072285-0.00564063j 0.00810167+0.00120706j -0.00905535-0.010229j -0.00930367-0.00726732j 0.0106339-0.00444762j -0.00404335+0.00337617j 0.000389717-0.00300647j -0.00352844+0.00467063j -0.00430355+0.0027079j -0.00415019-0.00213768j 0.0081113+0.0105442j -0.00269427+0.00384421j 0.0086832-0.00062574j 0.00406131+0.0072198j 0.00457538-0.0095009j 0.0133758+0.00703771j 0.000331433+0.00368601j 0.00397288+0.00313259j -0.00524465-0.00518861j 0.00336875-0.00221212j 0.0050203+0.00405334j -0.00072677+0.0200943j 0.000154793-0.015498j -0.0242143-0.0148754j 0.00810841+0.0235528j 0.00176026-0.0298032j 0.0493719+0.0428089j 0.0104992-0.0629379j -0.020098+0.0267759j 0.034028+0.0169885j 0.0295362-0.00787906j 0.0242445+0.0082442j -0.0125395-0.0167548j -0.0102696+0.00884443j 0.022284-0.00183126j 0.00129627-0.0287992j 0.00154199+0.00565366j 0.0320482-0.00622617j -0.0105981-0.0321843j -0.0239857-0.00606375j 0.000973963-0.000301649j 0.000593394-0.00955153j 0.00970789+0.0313411j -0.00647974-0.00203465j -0.0095374-0.0102305j 0.0190035-0.0145114j 0.00551183+0.00262628j 0.00743279-0.00250771j 0.00273611+0.00784436j 0.00477698+0.00321909j -0.0243094-0.0101004j 0.00599817-0.0104545j 0.0141509-0.00413868j 0.0184215+0.0127712j -0.0060263-0.000916423j -0.000802897+0.00538739j -0.0233767-0.009015j 0.00381292+0.018324j -0.00360976-0.0151957j 0.00196475+0.00821036j -0.00819292+0.0155161j 0.00640934-0.0141817j 0.0205423+0.00848039j -0.00164589+0.00128369j -0.0146276+0.00903381j 
-0.00354476-0.0522427j -0.030584-0.0319056j 0.0247395-0.00424328j -0.014768-0.0141431j 0.0199588-0.0159327j 0.0174065-0.0215661j 0.0188885-0.0363731j 0.004669-0.0190384j 0.0125744+0.00560433j 0.00191511-0.0119676j -0.0165192-0.00162382j -0.0127042-0.00584631j -0.016684+0.0062654j -0.00315002+0.00863984j 0.00422283+0.00245636j 0.0118685-0.011451j 0.00800887+0.00772147j 0.000137588+0.0119917j -0.00171071+0.00935734j 0.00314861+0.000770625j 0.00202695+0.00377092j 0.00788279-0.00228538j -3.89449e-05-0.0040256j -0.0135297+0.00754466j 0.00833199+0.000578978j -0.0230104-0.0185046j -0.00675507+0.000364665j -0.00221643-0.00123504j 0.0182753+0.022415j -0.00881945+0.000646923j -0.0139258+0.00652913j 0.0145118-0.00105761j -0.0233876+0.0112392j -0.00690601-0.00193194j 0.0391048+0.00881999j 0.0397404-0.0591803j 0.0055305-0.0331837j -0.0202197-0.0535454j 0.0424492+0.00517399j 0.0149464+0.0176146j -0.0151012+0.0124473j -0.00987449-0.0177741j -0.0144807+0.00829615j -0.0162441-0.0459637j 0.028742-0.0295304j -0.0168913-0.0162769j 0.0479581+0.0230976j 0.00547726+0.0130735j 0.029238-0.00411113j 0.0302434+0.000147013j -0.0169439+0.00721817j -0.00538891-0.0516479j -0.0175248-0.0250541j 0.0245405+0.0167302j 0.00626609-0.00664284j -0.000248271+0.0139645j -0.00923355+0.00306552j -0.0130675+0.0156977j 0.012767-0.0177144j 0.00805898+0.004455j 0.0194296+0.00500161j 0.000400234-0.0212234j 0.0239258-0.0219645j -0.0142249-0.0166996j -0.00989498-0.00724527j -0.0191323-0.00630472j 0.0067994-0.00159543j 0.0017998-0.00051089j 0.00206721-0.00496135j -0.00520017+0.0161437j 0.0107694+0.00621788j 0.020916+0.0104341j 
-0.0163567-0.0144635j -0.00637599+0.0247637j -0.0136947+0.0227115j -0.0134095-0.00683763j 0.0263033+0.00561387j -0.0179836-0.0127572j 0.00199186-0.0241872j 0.0202022-0.0187623j -0.0160256+0.00134871j 0.0104549-0.000798185j 0.0226249+0.00141957j -0.0045052-0.00760014j 0.0157982+0.0018734j 0.00338699+0.019775j 0.00484779+0.00574873j -0.00657991-0.0151467j -0.00486283+0.00640435j -0.00222263+0.00217406j 0.00395114-0.000522204j -0.0126425+0.000382647j -0.00735371-0.00595424j 0.00557811+0.00963804j -0.0107165-0.0116297j -0.00339941-0.00073507j 0.00218313+0.00925572j 0.00597566-0.0161004j -0.00101118-0.00352533j -0.0208415-0.0154257j -0.00823582+0.0101627j 0.0189915+0.0163519j -0.00384474-0.00545903j -0.0088664+0.0023695j -0.00319197-0.0138747j 0.0315955+0.00855227j -0.036753-0.0452516j -0.0194757+0.0299748j 0.011316+0.0135643j -0.00869991+0.00455925j -0.0246085+0.0171732j 0.00380825+0.0126044j 0.00739282-0.00834909j 0.0150116+0.00650953j 0.00292968+0.0030108j 0.0167832-0.0184814j 0.0106281-0.000674131j 0.010309-0.00760479j -0.00850079-0.0098684j -0.000603296-0.00663551j -0.00490741+0.00114129j -0.00776995-0.0136344j 0.0028117+0.00495316j -0.00360871+0.011674j 0.00372775+0.00424775j -0.00456249-0.00633566j -0.00341347+0.00401459j 0.00807358+0.0111923j 0.00737346+0.00929151j -0.00111484-0.00446023j -0.0104718+0.00484398j 0.000534736+0.00565227j 0.000620453-0.00483136j 0.000408267+0.00635304j -0.00356429-0.00684226j -0.00567321+0.0074668j 0.000387288+0.00476105j -0.00447334+0.0019598j -0.000574353+0.000950169j 0.00248985+0.00172065j 0.00164518-0.00111315j 0.00571969+0.00661345j -0.00272201-0.00316531j -0.00742743-0.0122382j 
-0.037378+0.00163967j 0.0155972+0.0360237j 0.0211685+0.0382909j -0.0300351+0.0260469j 0.0266573+0.0404216j 0.0147379+0.0192514j 0.00295194+0.004304j 0.0229981-0.00300814j 0.00243965-0.00451779j -0.0153334+0.017671j 0.00777619+0.0266923j 0.00609925-0.0100437j -0.0121359-0.000181757j -0.0281736+0.0101834j -0.00813554-7.18434e-05j -0.000461131+0.000794228j 0.000983197-0.00844257j 0.0127238-0.00989734j 0.00169297+0.00100165j 0.00259769+0.00329098j 0.00327866+0.00160839j -0.016867-0.00347451j -0.00450957-0.021451j 0.0124955+0.0196159j 0.00466833+0.00306192j -0.00640745+0.0105661j -0.0151473-0.0172023j -0.00789752+0.0242079j 0.0362904+0.0264411j -0.0038207-0.0263144j -0.0115382+3.96255e-05j 0.00750679+0.00427049j -0.00505816-0.0076425j -0.0222031+0.000759562j 0.0202001-0.0207502j -0.0214806+0.0120662j 0.00817632-0.00277253j -0.0139117-6.50332e-05j -0.0204596-0.0272309j -0.00458906+0.0268351j 0.0114612+0.0136346j 0.00801441+0.00732342j 0.00153623+0.0140427j 0.0284559-0.00794385j 0.00840693+0.00312493j 0.0120717+0.00119621j -0.0108087-0.000772621j -0.00652651-0.0129182j -0.00212136+0.00234105j 0.00715686-0.0100897j -0.00347324-0.00552931j -0.000132926+0.00764193j 0.00328507+0.00855706j -0.0124187-0.0133312j -0.00325561+0.00301352j 0.00539621+0.0129387j 0.00966626-0.00331519j 0.00199228+0.00262316j -0.0102929-0.000132518j 0.00181582+0.00458694j 0.0109096+0.00263299j -0.012513-0.00376852j -0.00588925-0.00250468j -0.0159115+0.00750531j 0.00862382+0.0271242j -0.00428232+0.00270368j 0.00509156-0.000194625j -0.0216208+0.00685426j 0.0190764+0.0013716j -0.0139468-0.0100948j -0.000319546+0.0160275j 4.70739e-05+0.00874833j 
-0.0434881-0.0825268j -0.0576284+0.0168865j 0.0374717+0.0703694j -0.0217091+0.00760225j 0.0111006+0.0484809j -0.0181164+0.027939j -0.016384-0.00513366j -0.0133053+0.020944j 0.00358449+0.0188302j -0.00237833+0.014273j 0.0117103+0.00710975j -0.0136433+0.00108333j -0.00667699-0.00952379j 0.00390545+0.00710855j 0.00468282-0.00960257j -0.020098+0.00395595j -0.00294706+0.00451333j 0.0155483-0.00589906j 0.00807844-0.00407017j 0.00559467+0.0222764j 0.00218687+0.0107843j -0.00287437-0.00415245j -0.0209704+0.00171736j 0.0200639+0.0181886j 0.00446712-0.00690132j -0.0152974+0.00943299j -0.00707015+0.0161125j 0.00861664+0.0290751j 0.0399848+0.00948578j -0.0369953-0.0440407j -0.003908+0.0297959j 0.0399873+0.0152829j -0.0553689-0.0444448j -0.0294807-0.039085j 0.0154962-0.054043j -0.0360174+0.0359154j -0.00900128-0.0329948j -0.0372199+0.0227102j -0.0236401+0.00255825j 0.00995813+0.0380982j 0.0208079+0.014541j 0.0262631+0.0180336j 0.0212403+0.0369072j 0.0272588-0.0316087j 0.0338076+0.0076896j 0.0168449-0.0127277j -0.00687647-0.0189364j -0.00575807-0.0111887j 0.00206035+0.0006916j -0.00816345-0.0104225j -0.00304462+0.00616257j -0.00124234-0.00115219j 0.00763455+0.0177514j -0.0176883+0.00304962j -0.00527719-0.00332587j 0.00351644-0.00245889j 0.00188117+0.00378j 0.0184786+0.0058898j -0.00382208+0.00959819j 0.0025651+0.0141219j 0.00585239+0.0127619j 0.0011648-0.0268754j 0.000883406-0.0131659j -0.0192771-0.00684419j 0.000951316+0.00443216j 0.00357693-0.0020872j 0.00971937+0.00907794j -0.0305175-0.0171516j 0.0225827+0.00729271j -0.0252705-0.00272621j -0.00935338+0.00642627j 0.0301629+0.0163317j 
0.0703471-0.028364j -0.0689394-0.0256121j 0.00739009-0.0275846j 0.0362745-0.0529348j 0.00513027+0.0176714j 0.00452783-0.0224182j 0.00211271-0.00226641j 0.0387593+0.0103004j -0.00405993-0.00249903j 0.00859441-0.0132973j -0.00737786+0.00633514j 0.0036607+0.0110348j 0.00499459+0.00140543j -0.00742815+0.000896511j -0.00466429+0.00487663j -0.00425885-0.0112964j 0.0228353-0.00643376j -0.0114842+0.0199291j -0.00293341+0.00142126j -0.00709886+0.00384256j -0.00890638-0.00238114j -0.00152774+0.0071574j -0.00954522-0.00271989j -0.0254835+0.0216004j 0.00840828-0.0111841j -0.0159956-0.0131301j -0.00926442-0.0119994j -0.0393201+0.0113522j 0.0138911+0.0339516j 0.0384043-0.00454686j -0.000377273-0.0387228j -0.0308139+0.00874357j 0.00501882+0.00235905j 0.0149047+0.0664677j -0.0520517-0.0461667j 0.000712917-0.0270436j -0.0132708+0.0273904j 0.0659189+0.0279071j -0.0113202+0.00277995j -0.00180631-0.0023864j -0.0232575+0.00504791j 0.00242806+0.00855825j 0.00434997+0.0051527j -0.00811416+0.0152557j 0.00365618-0.0155086j 0.011985-0.000659659j 0.0117679-0.0230456j 0.0150887+0.00395577j -0.00512198-0.00215328j 0.00435231-0.00925512j 0.00650223+0.0127371j -0.0290994-0.00880688j -0.00625692+0.004198j 0.0037249+0.0215022j -0.00132664-0.00436687j 0.01853-0.0265394j 0.0110044+0.00746907j 0.00640071-0.000219225j -0.00248328+0.0051449j 0.00735722+8.2611e-05j 0.00323011-0.0193724j -0.0219099-0.00244748j 0.011961-0.00851541j 0.0151346+0.00340864j -0.00132731-0.0292356j -0.0173659+0.00404409j -0.0145327-0.00340281j -0.00328537-0.00621877j 0.0170888+0.0126702j -0.0113551+0.0209676j 0.0386642-0.0174726j 0.0122658-0.0147087j 
-0.0656165+0.0381554j -0.0311757+0.0525735j -0.0687657+0.0434317j 0.0176872-0.0339806j -0.0219931+0.0295411j 0.0248041+0.013375j -0.0132883+0.00955076j 0.0175609+0.00470027j -0.0123494-0.00870428j -0.0109591+0.00258028j -0.00652655+0.00517618j -0.00431609+0.000917244j -0.0173902-0.00726121j -0.0110177-0.0175726j 0.000791661-0.0150929j 0.016973+0.00665207j 0.00370016+0.00307669j -0.00610384-0.0133476j -0.00474742+0.016083j 0.00876259-0.0099301j -0.0110804+0.0157246j 0.000504557-0.00927834j -0.00179558+0.0108931j 0.00642757-0.0156837j 0.00828671-0.0065085j -0.00424869+0.00456573j -0.0249561+0.0172163j 0.0193215+0.00843272j 0.0172466-0.0138531j 0.0131354-0.0247879j -0.0364189-0.00372054j -0.0320439+0.0406724j 0.0484686-0.0451083j 0.0315523+0.030537j -0.0053351-0.0541065j 0.0235244+0.0109071j -0.0431583-0.00926178j 0.0109713+0.0266985j 0.0064989+0.00485423j -0.00772253-0.0173924j -0.0264984-0.0382362j -0.0113729-0.0153046j -0.0286326-0.00394443j -0.0183035+0.0107468j 0.0208604+0.0253215j -0.00217315+0.01634j 0.0106818+0.00137089j -0.00282613+0.0224259j 0.00212802-0.0182576j 0.0197325+0.00573579j -0.0119688+0.000658457j -0.00572937-0.028587j -0.0223023-0.00911971j -0.0100465-0.00191647j -0.00932262+0.00367185j 0.00958633+0.0389169j 0.00035292+0.00719766j -0.0161632+0.00899592j -0.0165861-0.00995667j -0.00204628+0.00925139j 0.0236986+0.00408016j 0.0123789-0.009325j -0.00788946+0.00309582j 0.0156157+0.0125728j 0.03037+0.0115674j -0.0147863-0.00429812j 0.00164953-0.0191276j 0.0273541+0.00849107j -0.0127992+0.0216534j -0.00185435-0.0226921j -0.00764012+0.0117705j 0.0143934-0.0305443j 
-0.0270071-0.0256126j 0.00239965+0.093447j 0.0309081-0.0511797j 0.0868278-0.00582268j -0.0103837-0.0303162j 0.0250899+0.0132975j 0.00594288-0.00589991j 0.0163323-0.0221467j 0.0118869-0.00929404j 0.0171369-0.00911633j 0.0172774+0.00278856j -0.0043536+0.00827996j 0.000903504-0.00620901j -0.00781081+0.00584381j -0.00195863-0.00471816j 0.0263978+0.0130869j 0.000972546-0.00802886j -0.0175984-0.00968254j -0.00821046+0.00362309j 0.00174342-0.0033174j 0.00194093+0.00491815j -0.00613818+0.0123056j -0.0137831+0.0125777j 0.00715526+0.0010476j -0.00505472-0.0135067j 0.0159122+0.0144574j -0.0182415+0.0149891j 0.0305659+0.02174j -0.0312819-0.030912j -0.0052541+0.00218575j 0.041212-0.0186899j -0.0110739-0.0114002j 0.0249043+0.0430038j -0.0908689+0.00271249j 0.0435419+0.0966906j 0.0275276-0.0115599j 0.00131742+0.00670561j 0.0272567-0.0399815j 0.023276-0.0144461j -0.00851987+0.00582612j -0.0118171+0.00705428j -0.015017+0.0127627j -0.0271008+0.00689222j 0.00621752+0.0142555j 0.00995584+0.0146019j 0.00697308+0.00123794j 0.0150523+0.00925494j 0.0326157+0.0102486j -0.0159214+0.0151311j -0.000367659-0.0160825j 0.00105443+0.0127568j 0.00258874+0.0146431j -0.014652+8.22853e-05j -0.018144-0.00563536j 0.0090032+0.00865799j 0.0315865-0.00100316j 0.0154184-0.00619766j -0.00822047+0.015232j -0.0100663+0.0091122j 0.0043671+0.00571736j 0.00740705-0.0112526j -0.0112399+0.0150373j 0.0145458+0.0108843j 0.0227759-0.00459866j 0.00826696-0.0102999j -0.00652601+0.00764929j -0.0263283+0.00894234j 0.0229874-0.0402691j -0.0204171+0.0202514j 0.00949175+0.0109217j -0.0202679-0.0287397j -0.0155475-0.00260608j 
-0.0247836-0.0012678j -0.00207732+0.0462408j 0.0199749-0.0256397j -0.0187173-0.0205049j 0.0110655+0.00940009j -0.0230679+0.0109259j -0.0146586+0.0330564j 0.0224058+0.00703442j 0.00960894+0.0234294j 0.0171968+0.0041588j 0.0146583-0.00341212j 0.0235961+0.0128354j 0.00373742-0.00565675j -0.0134633+0.00695717j -0.0127204+0.012951j -0.00267805+0.0135338j 0.00189364-0.00761409j -0.0213582-0.00189538j -0.000940765-0.00752333j 0.00863904+0.0050357j -0.00844413+0.00314917j -0.00175867+0.0129107j 0.0107668+0.00633177j -0.00369695-0.00483682j 0.00207124-0.011503j -0.00232998-0.00710574j 0.00289793-0.00364326j 0.0136015-0.00134271j -0.00982859+0.0135602j 0.00390321-0.0030049j -0.00331254-0.0114528j -0.0119105+0.00485485j 0.00472787-0.017063j 0.0140593-0.00218986j 0.0092325-0.00183336j -0.0206112+0.0237177j -0.0167615+0.0288802j 0.0194186+0.0157331j -0.00327559+0.00902939j 0.00343974+0.00955648j 0.000648987-0.000640288j 0.0129356+0.00150799j -0.00472707-0.00421172j 0.000514195+0.000116686j 0.0121318+0.0074736j -0.00635863-0.000934697j -0.0049156+0.00178585j 0.00656165-0.00311505j 0.0030981+0.00051304j 0.000748002-0.00317393j 0.0120384+0.0100988j 0.00601831+0.00347005j -0.00246029+0.00472359j -0.0139588+0.000983097j -0.00346776-0.00338252j 0.00491276+0.00284621j 0.0116604+0.00314187j -0.00477616+0.00294794j -0.00426099+0.00139504j 0.00411482-0.00271951j 0.0085986-0.00795441j 0.00152766+0.00220529j -0.00230485+0.00460846j 0.00763118+0.00891791j 0.00717373+0.0108227j -0.000644159-0.00663271j -0.00601823+0.000747029j -0.00113838+0.000993893j -0.00409965+0.0167039j 0.0117769-0.0110754j -0.0132711-0.00838045j 0.0156444-0.0105629j 
-0.00144961+0.0481672j 0.0232015-0.00493986j 0.00955346+0.0314051j 0.00836558-0.0346882j -0.000493052+0.00884076j 0.00296508-0.0169628j -0.0381231-0.00353567j -0.00588952+0.0174699j -0.0295447+0.00463743j -0.00456118+0.019268j 0.00621222+0.00976239j -0.0072442+0.0207481j 0.00827256+0.00195065j -0.00278658-0.0139204j -0.0168667-0.0113639j -0.0174879-0.00853259j 0.0111342+0.00471834j -0.00199478-0.0209963j 0.00882428-0.00266784j -0.00817193+0.00561697j -0.00492307-0.0139802j -0.0141101-0.000533693j -0.00304162+0.00254028j -0.00383125-0.00309023j 0.0159744+0.00739679j 0.00588247-0.00793909j 0.00657235-0.00702382j -0.0113948+0.0130434j 0.00228805+0.000707618j 0.00486717-0.013165j -0.0165428+0.00366018j 0.00279928+0.00726226j -0.00917701+0.00330444j 0.0116396-0.00933099j 0.00096367+0.00508544j -0.0119435-0.0280728j -0.0257918+0.00154099j -0.0286499+0.0214946j -0.019433+0.00182203j -0.00565249+0.000998489j -0.0132385-0.00308063j 0.0011511-0.00112606j 0.00153787+8.61916e-05j -0.00564458+0.00526277j -0.00687176+0.017564j 0.00621199+0.0030002j -0.00823458-0.00207751j -0.00442954-0.00161565j 0.00223192+0.0012827j -0.00279947+0.00709804j -0.00261911-0.00094885j -0.00134968+0.000130512j -0.000272473+0.000392962j 0.00761111-0.00394074j -0.00395134-0.0047828j -0.0078957-0.000337528j -0.00045442+0.00699254j 0.000664833-0.00173382j -0.000921491+0.00475629j 0.00156298+0.000675626j -0.000298846-0.00248997j 0.00866231+0.00255237j -0.0072717-0.00860594j -0.000571879+0.0125447j 0.00927639+0.00532659j -0.00175498+0.00856215j -0.000803579+0.00325195j 0.000814806+0.0208725j 0.0139679-0.0143312j -7.53592e-06-0.0150411j -0.0132804+0.0130218j -0.0108341-0.0080866j 
-0.0897816-0.146941j -0.0676333+0.0423362j 0.0182913-0.02295j 0.0125606-0.0158658j 0.0275644+0.0253676j 0.022359+0.0276521j 0.00598806-0.0299818j 0.02958+0.0141572j 0.00368867-0.00373771j -0.0077791-0.0132927j 0.0119004+0.0102558j -0.0306208+0.00225087j -0.0164386-0.0234471j -0.00899607+0.000245283j 0.00986551-0.00840468j 0.00942644+0.01342j 0.00469949-0.00588471j 0.00787054+0.000486486j -0.0119146+0.0031113j 0.00101711+0.0181438j -0.00750603+0.00808699j 0.00721193+0.00745398j -0.0382544+0.00190987j 0.0278137+0.0355634j 0.0094793-0.0114046j -0.00881752-0.000438421j -0.0518289-0.00269014j 0.0239616+0.0497229j 0.0247239+0.0254438j -0.00061674-0.0237653j -0.0305121-0.0413142j 0.00144151-0.000371378j -0.0198915+0.00330835j -0.0239579+0.0368522j -0.00548031-0.064785j 0.0537543+0.0392948j 0.0160968-0.056943j 0.0192092+0.0120583j 0.0214126+0.00433216j -0.0384173-0.00605192j 0.00319899-0.0300179j -0.00896939-0.00103431j 0.0110656+0.0228556j 0.0077604-0.0262745j 0.0547073+0.0101974j 0.0243338-0.00139616j 0.0161749+0.000955808j 0.0345502-0.0117317j -0.0125338+0.0225277j 0.0160179-0.0076431j 0.00517866+0.00495337j 0.0119876-0.00165866j 0.00691229-0.00144458j -0.014055-0.0165974j 0.00694668+0.010924j 0.018236-0.00599806j 0.0119447-0.0257075j 0.00820837+0.013965j -0.000364368+0.0111287j 0.00957957+0.00656872j 0.00728714+0.0038915j -0.0102515+0.0098892j 0.00394341+0.00346351j 0.00373097-0.0263938j 0.00539566-0.017847j 0.0215004-0.00424395j -0.00632854+0.043501j 0.00882079-0.0449204j -0.0298168-0.00107796j 0.0058014-0.00333137j -0.0538208+0.0136044j 0.0127936+0.0195049j 
-0.0588826+0.0577234j 0.100523+0.130596j -0.0122766+0.0580628j -0.0290784-0.0213496j -0.00115693+0.0449602j -0.00559507+0.0397768j -0.00633212+0.0238409j -0.0206147-0.0175974j 0.0108591-0.0100424j -0.00976457+0.0121459j 0.0204754+0.0066216j 0.0171658-0.00502339j -0.00756736+0.000885863j -0.00794761-0.000720659j -0.00261793-0.0147629j 0.018538+0.00945354j -0.0177775-0.00645719j 0.0043956-0.0286272j 0.00679957+0.0053238j 0.00811759-0.0118787j 0.0241724+0.0120569j -0.0126188-0.0104688j 0.0166144+0.00556688j 0.0156091-0.0165563j -0.0227652+1.84517e-05j 0.0109328+0.0298331j 0.0126077+0.0152922j 0.033099+0.0222053j 0.00144391-0.0372699j -0.0296075-0.0367538j -0.00474841+0.0065599j 0.024381+0.0467118j 0.0257412-0.0570735j 0.00404962-0.00223426j 0.029053-0.0229041j -0.0608218+0.083562j 0.0195569+0.0102826j -0.0259299-0.00340632j 0.00189935+0.00115246j -0.000958709-0.0247844j 0.0330172-0.0147766j 0.0290751-0.00113127j -0.0247891-0.000325506j 0.0203157-0.00197822j -0.00262954+0.0262671j 0.00285012+0.0213342j -0.0116194-0.00621278j 0.015534+0.0179301j -0.0143378-0.0191712j -0.0043182+0.000336542j 0.0113723-0.00667778j 0.0128866+0.0131216j -0.0133945+0.00376267j 0.00571751-0.0224772j -0.00751513+0.0114929j 0.0181613+0.0379973j 0.0431682+0.0143148j -0.0210777+0.000342604j -0.0110398-0.0043406j 0.0108618+0.0162449j 0.0144489+0.00867019j -0.0252205-0.0014201j -0.0204019-0.0056127j 0.0148364+0.0186576j 0.00358866+0.0396954j 0.00263273+0.0245493j -0.0370817-0.0305663j 0.00344921+0.0101792j 0.00948486-0.00842968j 0.019082+0.00339938j -0.00396786-0.0157218j -0.0516366+0.0177042j 
0.00246756-0.0114185j 0.0950369-0.0663825j -0.0188118-0.0318378j -0.0623503+0.0129525j -0.000879322-0.0245524j 0.0047821-0.0195775j 0.00205875-0.02547j -0.0381322+0.00155024j -0.0141019-0.0187999j -0.0292983-0.00173207j -0.0110161-0.00723355j -0.0148021-0.0232853j -0.0104696+0.00800685j 0.00509589-0.0102303j 0.00507949-0.004461j 0.007036-0.0125946j -0.00741258+0.0155289j 0.0217315+0.00897992j 0.0113656-0.0024184j -0.011578-0.00225479j 0.0223513-0.0133745j 0.00147273-0.00407876j 0.0163713-0.0209286j -0.00233064+0.00892234j -0.0174502+0.0197857j 0.00654762-0.00630829j 0.0236893-0.0209353j -0.000755323-0.0103199j -0.00779108-0.00513617j -0.0204257+0.0326403j -0.0272771-0.00815479j 0.0431129-0.0242409j -0.0227918+0.0220924j 0.037396+0.022078j -3.81787e-05+0.0134599j 0.00599137-0.0291806j 0.0201723-0.0197292j -0.0577371-0.0337527j 0.00019513-0.0141348j -0.047282-0.00649231j 0.00621368-0.00931589j -0.00712007-0.0705681j 0.00718861+0.0246823j -0.0248341+0.00582659j -0.0215066-0.00580939j 0.0238507-0.0379455j 0.0262124+0.000302262j 0.0135561+0.0213031j -0.014318-0.00955178j -0.0021957+0.0146759j -0.0105376+0.017076j 0.00383219-0.00286298j -0.0104978+0.0203727j 0.0551755+0.000974902j 0.00402428-0.00413256j -0.0147957+0.00331216j -0.0076411+0.0230529j 0.00622151+0.0106233j 0.0314547+0.00311448j 0.00286416+0.00491568j -0.0129735-0.0118437j -0.0179907-0.00872004j -0.0062848-0.0323929j 0.0066227+0.00713949j -0.039998+0.00585422j 0.0332588+0.0469856j -0.022485+0.0113967j 0.00433392+0.0130051j -0.0157333-0.06278j 0.0216291+0.00402353j -0.0205891+0.0196821j -0.0335343+0.0598767j 
-0.0956833+0.0706761j 0.0071254-0.0102236j -0.0606297+0.0293811j 0.00220289+0.0287581j -0.019997-0.0062223j 0.0119449+0.00332445j -0.0334094+0.0136773j 0.00799094+0.0132725j -0.0270954+0.00423063j -0.00591173+0.0301536j 0.00522566-0.00178084j -0.00994647+0.0187705j 7.72835e-05+0.00504217j -0.006714-0.0125934j -0.0119688-0.0122988j 0.0038611-0.0128439j 0.0107185+0.00822687j -0.0019858-0.0336243j -0.00263077-0.0056912j 0.00165511-0.00292004j -0.00846025-0.0236922j 1.41585e-05-0.000375284j -0.00807427+0.00182137j 0.0196672-0.0239096j 0.00346666+0.0174847j 0.0152847+0.000776225j -0.0150988+0.000258283j 0.0303726-0.00745309j 0.00261631-0.031963j 0.00467414-0.00105497j -0.0467423+0.0298545j -0.0256793-0.00690456j 0.0341551+0.010823j 0.0364948-0.0228149j 0.0183538+0.0188733j -0.00385968+0.00719084j -0.0510143-0.0110125j -0.0258391+0.0301981j -0.0363428+0.00475661j -0.000103017+0.0431915j -0.0135361-0.0311742j -0.0475515-0.00417519j 0.0183633-0.0124541j -0.0129569+0.0357489j -0.00250831+0.051146j -0.0305922+0.00326691j -0.00296587-0.02932j 0.0286255-0.0220105j -0.00493655+0.0137703j 0.00792748-0.00501489j 0.0394042-0.00557796j 0.00766161-0.00688837j 0.0205051+0.0066685j 0.0129633-0.0329775j -0.0172729-0.0097037j -0.0163013+0.00522548j 0.030769+0.002514j 0.0176935-0.00281976j 0.0072679-0.0176905j 0.00320633+0.000108685j -0.0201617+0.00157126j -0.000291111+0.028j -0.0281442-0.00660564j 0.0278251+0.00388699j 0.0336829+0.03261j 0.035091-0.0178269j 0.00929114+0.0345736j 0.0184226+0.0226457j -0.0182077+0.000514874j -0.0118781-0.061747j -0.0317972+0.0606179j 0.0195218-0.0176801j 
