-0.0660802-0.0510563j -0.0618746+0.0721768j -0.013956+0.14376j -0.116894-0.046763j 0.0650266-0.0436856j 0.0168815+0.00249965j -0.0168828-0.0645164j -0.174217-0.0195394j -0.0543033-0.0578146j -0.0518399+0.11383j -0.024479-0.129505j 0.0453745-0.0332118j 0.0781679-0.0488559j -0.0306933-0.0168844j 0.0631107-0.00799214j 0.0907029-0.0123663j 0.00839901+0.0377013j 0.0664225-0.0319326j -0.0302487+0.0445982j -0.066384+0.0135767j -0.059023-0.0048433j 0.0323897-0.0362599j 0.0266836+0.00838023j 0.00407816-0.0846734j 0.027147+0.00245831j 0.0232832+0.0353005j -0.00663831+0.0211907j 0.00328956+0.0402933j -0.0192123+0.0587116j 0.00429818+0.0346356j -0.0276415-0.0421759j -0.00559265-0.0211304j -0.0251764-0.0354992j 0.0324589-0.0539876j -0.0115132-0.0223433j -0.0833242-0.00321256j 0.0262616+0.0307342j 0.0216036+0.00723007j 0.0654774+0.0677713j -0.0195889+0.063501j 0.00806968-0.0186668j -0.0189437-0.0179102j -0.0295485-0.0101835j -0.0204199-0.04623j 0.0111894-0.069364j -0.0152591-0.012419j 0.00326942+0.034712j 0.0381626+0.0287623j 0.0795294+0.0710173j 0.00978462-0.0295267j -0.0651366-0.0408321j 0.0843033-0.0715599j 0.112293+0.0367985j 0.04349-0.128801j 0.133201-0.00403998j 0.00590534+0.132679j 
0.00349454-0.00771241j -0.00548676-0.00256172j -0.00165002-0.00374053j 0.00153417-0.00337892j -0.0020971-0.00701834j 0.00190291+0.00321014j 0.00415028+0.00340803j 0.00561954+0.000290189j -0.000948432-0.00351763j 0.00635164-0.00182256j 0.00124056+0.00793782j 0.00737002-0.000426329j -0.000933286+0.00559008j -0.00717199+0.00141602j -0.00115183+0.00314574j -0.00256972+0.0045564j -0.00125015+0.000102974j 0.0005567-0.00123831j -0.00542982-0.00746972j -0.00368354+0.0101053j 0.00264943-0.000367457j -0.00536613+0.00182835j -0.000441566-0.00466785j -0.00567809+0.000982802j 0.00240656+0.00211369j -0.00415199-0.00149972j -0.0058486+0.00183528j 0.0103763+0.00232491j -0.00771164+7.90168e-05j 0.00294109-0.00467825j 0.00489699+0.00263375j 0.00690198-0.00957306j -0.00134872-0.0011718j 0.00268784+0.00361622j -0.000453929+0.00362281j 0.000675138+0.00830352j -0.00548098-0.00373879j -0.00431177-0.00333213j 0.00364184-0.00731381j 0.000361548+0.00481058j 0.00480856-0.0072856j 0.00198884-0.00169331j -0.00208527+0.0089367j 0.006783+0.00154946j -0.00119809-0.00667256j 0.00519504+0.00117524j 0.0105673+0.00323347j 0.00219601-0.000215686j 0.00526658-0.000910151j 0.00342712+0.00506706j 0.00599128-0.0100761j -0.00577119-0.00178984j 0.00684843+0.00403309j -0.0111321+0.00404558j 0.0031835+0.00808622j -0.00649491-0.000444464j 
-0.0031319-0.00482002j -0.00385556+0.00389692j -0.00124846+0.00492473j -0.00423666-0.00303141j 0.00283461-0.00615425j 0.00113126-0.000666958j 0.000967991+0.00101366j -0.00383405-0.00268659j 0.00130851-0.00382142j 0.00137889-0.000232034j 0.00232655-0.00214294j 0.00341928+0.00158253j 0.00347879-0.000113128j -0.00197792-0.00275822j 0.000907214+0.0024613j 0.00320512+0.00327515j 0.00070843+0.000671412j -0.000450252-0.00192987j -0.00408473+0.00165845j -0.00105865+0.0033084j 0.00072269+0.00155236j -0.000827741+0.00206814j -0.00174168-0.000364105j 6.82899e-05+0.000190785j -0.00347998+0.0013828j 0.0010832-0.000159169j -0.0030126+0.00616117j 0.000917388-0.000282667j -0.0013495+0.00440877j 0.00210217+0.00134776j 0.00306139+0.00298892j 0.00467963-0.00492782j 0.00190015-0.0010462j 0.0017743-0.00204334j 0.00396024+0.00292113j 0.00286118+0.000772101j -0.000570057+0.00385385j 0.00209932-0.00542473j 0.000148809-0.00246388j 0.00322286-0.000805379j -0.000914619-0.00184561j 3.77138e-05-0.00336001j -0.000580376-7.89918e-05j 0.00512785-0.000220143j -0.00165001-0.00569471j 0.000949231-0.00218507j 0.00410803+0.00124576j -0.00297028-0.00301619j 0.00140128+0.00109502j 0.00669564+0.00273655j -0.00259786+0.000684525j 0.000596215-0.00654124j 0.00418938-0.00192268j -0.00210654-0.00557294j 0.00480419-0.000610078j -2.08623e-05+0.0044805j 
-0.000338494-0.00118229j -0.000678669+0.00125725j 0.000537374-0.00170861j 0.00316776+0.00116939j 0.00143046-0.00205653j 0.00246101+0.00336632j 0.000388302-0.00134498j -0.00108924+0.00110738j 0.000134541-0.000455503j -0.00367424-0.00080131j -0.00459872+0.00097324j 0.00602375-0.00374423j -0.000217114+0.00621344j 0.00183567-0.00238068j 0.00440103+0.00283639j -0.00300906+5.78855e-05j 0.00314824-0.00354097j 0.00583169-0.00887114j -0.00438259-0.000335785j -0.00127317+0.0078675j 0.00146115-0.00118772j -0.00259576-0.00407793j 0.00101704-0.000648312j 0.00477421+0.00546994j -0.00107735+0.00546871j 0.00429644-0.0114108j 0.00422658-0.00160536j 0.00235464+0.00782396j 0.000947635-0.00410241j 0.0069938-0.00386536j 0.0105753+0.00795652j -0.00198712+4.15938e-05j -0.00725147-0.00250781j -0.00235221-0.00276411j 0.00398697-0.00475911j -0.00407182+0.00481822j 0.00708594-0.00602392j -0.00594046+0.00658866j -0.00137515+0.00316202j -0.00372554-0.00173326j 0.00166005+0.0017772j -0.00201607+0.00537027j 0.00623929-0.00147163j 0.0057309+0.00578554j 0.00054287+0.00463893j 0.00287676+0.0021695j 0.000971754-0.0006718j 0.00416225-0.00450676j -0.000762481-0.0010721j 0.00529052+0.000184292j 0.00396702-0.00607063j 0.00330301-0.00624245j -0.00637749+0.000117072j -0.00126576+0.00206287j -0.000571229+0.00195439j -0.00168535+0.000490197j 
0.00514216-0.00855583j -0.00739495-0.0019558j 0.000909362+0.00401252j -0.00441252-0.00340076j 0.0041394-0.0109325j -0.00613141+0.00598233j -0.00182421+0.0039775j -0.0091701-0.000719412j -0.00583104+0.00228293j 0.00260293+0.00638378j 0.00181355+0.00743545j 0.00155896+0.00070508j 0.00794315+0.00159336j -0.000335765-0.0122816j -0.00393305+0.00815345j -0.00208077+0.00727355j 0.000430528-0.0050338j 0.0131961-0.00230083j -0.0142297-0.00270789j -0.00392635+0.00457722j 0.00540139+0.00478646j -0.00393477-0.00490237j -0.00122541-0.00108049j -0.00482977+0.00822307j -0.00543759+0.00255104j 0.0041888-0.00681304j -0.00967823+0.00570462j 0.00822771+0.00294244j -0.00778276+0.00778199j 0.0188134+0.00045142j 0.00136209+0.0102611j 0.00380313+0.00409233j 0.00519283-0.00070436j 0.00555516+0.00423173j -0.00205031+0.0166771j 0.00334839+0.0108621j 0.00723394-0.00785299j 0.00963194+0.000299185j 0.00930353+0.00103203j -0.00443541+0.00159942j -0.00357665-0.00652099j -0.00847646-0.00978181j 0.0166945-0.0149256j 0.0133476+0.00363633j 0.00968637+0.00776518j 0.00818918-0.00776728j 0.000444887-0.0113046j -0.0045277-0.0045623j -0.00195034-0.00594696j 0.00727459-0.00640439j 0.00449448-0.0084846j -0.0053717-0.00685248j 0.000834146-0.000931596j -0.00231526-0.0237928j 0.00168821+0.00406053j -0.00532848+0.00651625j 
0.00339023+0.00245325j 0.00302555-0.00402065j -0.00363908+0.00666532j -0.0054363-0.00363622j -0.00575082-0.00505289j -0.00384879-0.00344324j 0.0032177+0.00843892j 0.00268432-0.00321582j -0.00354222+0.000783148j -0.00069125+0.00218052j -0.00139302-0.00986766j -0.0020799+0.00243682j -0.00363515-0.000392825j 8.79919e-05+0.00525794j -0.00322238-0.0125373j 0.00543257-0.00867406j 0.0177087+0.00753431j -0.00899436+0.00354562j 0.0158938-0.00425057j 0.0100076-0.00903745j 0.00985207-0.00762397j 0.00823358+0.00649208j 0.00285765+0.00755608j 0.00131697-0.008806j -0.00378212-0.00864328j 0.00363809-0.00651963j 0.00262445-0.0129925j -0.00589588+0.000741713j -0.0035033-0.00106977j -0.00585959+0.0106174j -0.00253402-0.0116914j -0.0089272-0.004788j 0.011673-0.00108267j -0.00280999-0.00129985j -0.00584476+0.0042629j -0.0021732-0.00880511j -0.000634076-0.00476734j -0.00546584+0.0114691j -0.010899-0.00484189j 0.00739748+0.000352786j 0.0019325+0.0145335j 0.012926+0.00380207j -0.00594923+0.0017358j -0.0131838-0.00339977j 0.00428237+0.00257219j -0.000189147+0.00295081j 0.00359567+0.000669946j 0.00291674-0.00736065j 0.000457981-0.00488356j 0.00162812-0.00204332j 0.00288726-0.00140824j -0.00528743+0.000701284j 0.0126042+0.00326181j 0.000448645-0.00279965j -0.00076916+0.00250954j -0.00174924-0.00277104j 
-0.0016044-0.00092672j -0.001266+0.00406572j 0.000392572+0.00301674j 0.000351853-0.00112551j 0.00406518+0.000574603j -0.00180231+0.00122356j 1.66371e-05+0.00194968j -0.000148325-0.00170174j 0.00290407+0.000389831j 0.00374348+0.0014593j -0.00210243+0.00469927j -0.000762671+2.4566e-05j 0.00184462-0.0011549j -0.0025109-0.00515916j 0.00103889-0.00282825j 0.00112836+0.000747263j -0.00529729+0.00189822j -0.00904671+0.000938326j -0.00408505-0.00392877j -0.00399875+0.00318742j -0.00893157+0.00141563j -0.000263098+0.0123822j -0.00647625-0.00263335j 0.00442056-0.00482886j -0.00191612-0.00593565j -0.00197135-0.000734427j -0.00885978+0.00548645j 0.00265311-0.000575303j 0.00474856+0.00500393j -0.003103+0.0075291j -0.000290453-0.00163158j 0.00808987-0.0193034j 0.00105465-0.00121664j 0.00367887+0.000187222j 0.00361847+0.00395765j 0.00391931+0.00299864j -0.0132471+0.0108473j 0.0122486-0.0122062j -0.00353829-0.0118674j 0.00343219+0.00106446j -0.00309606+0.00157557j 0.00956238-0.00813996j -0.0129635-0.000991914j 0.00242024+0.00411496j 0.00152334-0.007642j 0.00194038-0.00625282j 0.00805348+0.000987873j -0.00983719-0.00600297j 0.00601803+0.00382863j 0.00115166+0.00449213j 0.00375015-0.00161882j 0.000996812-0.00211231j 0.00207998-0.00226058j 0.00324022+0.0011383j 0.00347887-0.00276255j 0.000981431+6.87849e-05j 
0.00683071-0.00182486j 0.000528769-0.00467566j -0.000559574+0.000472073j 0.00132963-0.00368459j -0.00825962-0.00391564j 0.00833306+0.000311595j -0.000911911-0.00455386j 0.00206005+0.000737041j -0.00868422-0.00493487j 0.00188468+0.00120588j 0.00226428+0.00196357j 0.00399908+0.00532396j 0.00214645-0.00122528j -0.0052538+0.00272065j -0.0063424-0.00165135j -0.000423995-0.00208758j 0.00366164+0.00202034j -0.00687599+0.00565944j 0.00544443-0.000284309j -0.000628087-0.00147987j 0.011908-0.00256222j -0.00567112+0.00241109j 0.012904+0.00779587j -0.016087-0.00726883j 0.0048997+0.00163106j -0.00357353+0.00692265j -0.0039866-0.00667756j -0.00119477+0.00258217j -0.0118407-0.00513578j -0.00870895-0.00366813j -0.00960523+0.00114285j 0.00940953+0.00815095j -0.0040936-0.00402486j 0.00299596+0.0029278j -0.00545863-0.00226556j 0.00108169-0.000705841j -0.00636461+0.00162758j -0.00623817+0.00599268j -0.00119632+0.0015675j 0.000143129+0.00114222j 0.00362699-0.00305829j 0.00713073+0.00394466j -0.00672724+0.0159382j -0.00664248+0.00334455j -0.00423502+0.0015854j -0.00303737+4.92239e-05j 0.00847009-0.0029192j -0.002134+0.0057107j 0.00915816-0.00978695j 0.00123476+0.000397934j 0.0129682-0.00769227j 0.00305335+0.00033797j 0.00569219-0.000844757j 0.00287163-0.00423689j 0.000352124+0.00181714j -0.0047818-0.000908684j 
-0.0043249-0.00147142j -0.00564291+0.00496998j 0.00112043+0.00295047j -0.00122302+0.00355475j 0.00735379+0.0051761j -0.00352662+0.00465771j 0.000827602-0.00820022j -0.00166231-0.00386159j -0.00619397-0.00102541j 0.00242984-0.00938298j -0.01257+0.00218376j 0.00960624+0.0030647j -0.00100068+0.0108765j 0.00813912-0.00147844j 0.00707684+0.0174588j -0.00700174-0.000981669j -0.00993439-0.00913832j 0.0128864-0.00722813j -0.00696911-0.00407739j -0.0158189+3.1546e-05j -0.0053298+0.00283038j -0.00187514-0.0016107j 0.00339799-0.00184405j 0.00697223+0.00264159j -0.00100553+0.00813694j 0.0118549-0.00629545j 0.00513783-0.00200156j 0.0029058+0.0138221j 0.00988829-0.0020909j 0.00358673-0.00393052j 0.0123842+0.011914j 0.00324077-0.0123899j -0.0192291-0.0131746j -0.00361241-0.0102273j 0.0151233-0.00787223j -0.00356894-0.0031111j 0.0102763+0.0069126j -0.00297164-0.00113711j -0.00419924-0.00817502j -0.0020515-0.00527528j 0.00743493+0.0037841j 0.00500246+0.00963579j 0.00345741+0.00441833j -0.000432887+0.0260293j -0.0157855+0.0065849j 0.00197396+0.00817094j 0.0161949+0.00401239j 0.00878774+0.000305146j 0.00627705-0.00043031j -0.000517511+0.0186862j 0.0102318+0.00533796j 0.015834-0.00488185j -0.00175262-0.00765394j 0.00739376+0.0022095j 0.00319705+0.000501847j -0.00176318+0.00222618j 
-0.000693475-0.00225694j -0.00237195+0.00137385j -0.000966186-0.00147917j 0.00195491-0.00175065j 0.00344943+0.00152051j 0.00359206+0.000706572j 0.00149895-0.00282059j 0.0015689+0.000998065j 0.000618748-0.0043564j 0.00485562-0.00665313j -0.00393252+0.00437975j -9.03693e-05-0.00322876j 0.00649789+0.0025261j 0.00139841+0.00336961j 0.00195492+0.00545922j -0.00294864+0.00599168j -0.00290117-0.00383165j 0.00118135+0.0020195j -0.00540034+0.000770994j -0.00185501+0.00015508j 0.00397098+0.00246114j -0.00980348+0.00233629j 0.00224387-0.00345093j -0.000652109+0.000784269j 0.00340249+0.00558949j -0.00460157+0.00863662j 0.002188+0.00878861j 0.00989602+0.00155169j -0.00351685-0.00128334j 0.00499406-0.00602637j -0.00150043-0.00206306j 0.00241983+0.00364696j -0.00407987+0.00340851j 0.00201393+0.00267367j 0.00316115-0.013276j -0.0068883+0.00500823j -0.00385043+0.00409823j -0.000170513+0.00255919j -0.00615715-0.00256396j 0.00605954+0.00436341j 0.00535077-0.00186242j -0.000356665-0.00581565j -0.00216091+0.00989431j -0.00774139+0.00394098j -0.00420611-0.0024257j -0.00319458-0.00271042j 0.00432446+0.00342154j -0.0027277+0.000712421j 0.00509141-5.94779e-06j -0.00293629+0.00549874j -0.000332053+0.00331799j -0.00263605+0.000969954j -0.00109427-0.00136953j -0.000403573+0.00241458j 0.0029195+0.00163977j -0.00245914+0.00211274j 
-0.0022196-0.000308158j -0.00195673+0.00193858j -0.00169187+0.00351496j -0.0024734-0.00103388j 0.000736526+5.74976e-05j -0.00928216-0.00440698j -0.00326108+0.00879242j 0.0031576-0.00439209j -0.00246021+0.00562355j -0.00554786+0.00238766j -0.00194181-0.00494176j 0.000167681-0.00131874j -0.00644562-0.0027744j 0.00269049-0.00523941j 0.000177005-0.00648915j 0.00807617-0.00371667j -0.00427927+0.0105296j -0.00189055-0.0122702j 0.00498307-0.00746986j -0.00104831-0.000446312j -0.010448-0.00650531j 0.00738077+0.0132856j -0.0109983-0.00837876j 0.0129654+0.00691314j -0.00521366-0.0146329j 0.0117478-0.0187001j 0.00279091-0.00452476j 0.00128117+0.00151469j 0.00618483+0.0110172j -0.00549007+0.014306j 0.00973141-0.000219659j 0.00833758-0.0298117j 0.0114894+0.00533557j 0.00272787-0.00222935j -0.00511197+0.0123721j 0.00256143-0.00360385j -0.00176313-0.00459424j 0.0125418-0.00656343j 0.000992804-0.0147457j 0.00305513-0.00246907j -0.0125086+0.00779496j 0.0151689+0.00203715j -0.000107911-0.013505j 0.00454194+0.006371j 0.00614459-0.00313313j 0.0119174+0.00191907j -0.000334217+0.00139816j 0.00504644-0.0142426j -0.00141287+0.00368447j 0.00281379-0.00131791j 0.00315154-0.00310211j 0.00248592-0.00644181j 0.00413351-0.00162154j 0.00366962+0.000384008j 0.000935162-0.00189327j 0.00112356-0.00092474j 
0.000312784-0.00127166j -0.000728808-0.000324205j -0.000863255-0.00120469j -0.000297123-0.00111281j 0.00255483-0.000991083j 0.0017069-0.00251768j 0.000368468+0.00188452j 0.00219968-0.00301435j 0.00232505-0.000906897j 0.00106945-0.00709963j 0.00270687-0.00502751j 0.00182729-0.00276637j 0.00507376+0.00696849j 0.000475867+0.0050356j -0.012315+0.00819833j 0.000896025+0.00543254j 0.00561415+0.00891232j 0.00717956-0.00461971j 0.00428565-0.00250084j -0.000878177-0.00765721j 0.00482531+0.00655501j -0.00884407-0.0114459j -0.00596505-0.00841097j -0.00357656+0.00271598j -0.0108034+0.00680739j -0.00139781-0.00638563j 0.0165209+0.00283668j 0.0206175+0.0109178j -0.00612371+0.00531826j 0.0121675+0.0128458j 0.00132081-0.00515953j -0.00950398-0.00176532j 0.00906162+0.01738j 0.00408072+0.00378321j -0.00391384-0.00382217j -0.0192707-0.00463603j 0.00963672-0.00739239j -0.00581161+0.0062804j -0.0103996-0.0172068j 0.0104466+0.00496032j -0.0110114+0.0117015j 0.000680779-0.00267525j 0.0047166+0.00306975j -0.0126142-0.000230387j 7.62352e-05+0.00450533j 3.87159e-05-0.00565547j -0.000390296-0.000446103j 0.00337401-0.0138599j 0.00081701+0.00427161j -0.00298744+0.00310177j -0.00347177-0.00450373j 0.00321118-0.00201099j -0.00177075+0.00108346j -5.97653e-05+0.000476678j 0.000142575+0.00310654j -0.00338142+0.000899758j 
0.00167218+0.000145465j 0.00168088-0.00155696j 0.00156866-0.0013581j -0.00047673-0.000623933j -0.00379628-0.00160349j 0.000313814-0.00211479j -0.00170846+0.00185893j 0.0034444+0.00124812j -0.00129523-0.000289069j 0.00376088-0.00176966j 0.00612473+0.000606205j 0.00874514+0.00335503j -0.00494139-0.00382526j -0.00836351+0.00194036j -0.0147465+0.00107006j -0.00101774+5.75364e-05j -0.00773243-0.00305655j 0.00119771-0.0108704j -0.00227514-0.00577032j -0.00223832+0.00169221j -0.00960283+0.00202458j 0.000651019-0.0165453j -0.0054934-0.00352106j -0.00882229+0.00425258j 0.00457444+0.00838663j -0.00227924+0.00303668j 0.002657-0.0208639j 0.007451-0.0100494j 0.00195267-0.00517479j -0.00998605+0.00108737j -0.0034162-0.00162069j 0.000938081-0.00416214j 0.00860296+0.00136106j 0.00827839-0.00445145j -0.0165799+0.00727612j 0.00170714-0.0132684j 0.00049404+0.00068667j 0.000867183-0.00604955j 4.69642e-05+0.00982068j -0.00857821-0.00668041j -0.0109776-0.00787543j 0.00813228+0.00875878j -0.00324945-0.0112021j 0.00287966+0.0029806j -0.00316264-0.00422143j -0.0027303+0.00191006j 0.00144411-0.000313753j 0.00270942+0.00888253j 0.00033284-0.0049444j -0.00206106+0.00104291j 0.00207266-0.000391854j -0.00136981+0.00400687j -0.00101993-0.00126602j -0.00241446+0.00127962j 0.000516457+0.000813676j -0.00187665+0.000580485j 
-6.98336e-05+0.000569159j -0.000454027-0.00107228j 0.00104625-0.00278978j 0.000263312+0.00106506j -0.00577562+0.00581102j -0.00696449-0.00216108j 0.0052321+0.000784416j 0.00399601-0.00286444j -0.00296287+0.00395382j -0.00234519+0.00109735j -0.00367755+0.00245054j -0.00927111+0.00669894j 0.00198857-0.00497272j 0.00275153+0.000560717j 0.0126952+0.00508225j -0.00713171-0.00201915j -0.00684478+0.000543498j -0.0116997+0.00560618j 0.00692081+0.0128091j -0.00785518-0.000245137j -0.00598444-0.00438688j -0.00195355+0.011609j 0.0012571-0.000712689j 0.0104821-0.00959259j -0.0013197+0.00276609j -0.0017568-0.0013648j -0.0129486+0.00613226j -0.00384783+0.00115438j -0.00262754+0.00658027j -0.00655282-0.0112047j -0.00167734+0.00229504j 0.00878588-0.00448759j -0.0145257-0.00824748j -0.00294723+0.00338917j 0.0162369+0.01508j 0.00580605+0.0170867j -0.0168681+0.00607753j 0.0101946-0.0110569j 0.00550425-0.0059941j -0.00700419-0.0038974j 0.000699399+0.00292413j -0.00919704-0.00315636j -0.00926473-0.00743351j 0.00974081+0.0117263j 0.000878955-0.0100075j -0.0029766-0.00376518j 0.00718727+0.00387878j -0.0115877-0.00410734j 0.00531681-0.000805305j -0.00367096-0.00284446j 0.00304537+0.00619792j -0.00271074+0.00542226j 0.0020995-0.00323829j 0.00369002+0.00427439j -0.00221502-0.00188336j 0.000117912-0.00311038j 
-0.00263439-0.000135777j -0.00204101+0.0026115j 0.00032566-0.000605406j 0.00145051+0.00163927j 0.00404391+0.00727128j -0.000751416+0.00108478j -0.000520472-0.00405718j -0.00287413+0.00374904j -0.00198077-0.004514j 0.00599732+0.000848754j -0.0105618+0.00652598j -0.00127182-0.0155328j 0.00330826+0.00283192j 0.0038413-0.0070544j 0.00693293-0.000817531j 0.00323604+0.000223312j -0.00723404-0.00728691j -0.00680163-0.000395371j -0.0100725-0.00812871j -0.00252607-0.0037721j -0.00415578+0.00426332j -0.0145491+0.0127996j -0.00363274-0.00447923j 0.0114393+0.0132081j 0.00870565-0.00916467j -0.0112226+0.0122268j -0.00614528+0.010608j 0.00403737-0.00767655j 0.00870855-0.000860161j 0.00813227-0.00228146j 0.00284402+0.00222856j 0.00965232-0.00780468j 0.00560965+0.0058527j -0.000486078+0.00403892j 0.00148412-0.020734j -0.00247241-0.0105064j -0.0100501+0.00238241j 0.0147302-0.00203867j -0.0061875+0.004256j -0.000359764+0.0054152j 0.010682-0.00635549j 0.0163381-0.0177507j -0.0102507+0.00415145j -0.011423-0.00104129j 0.00332032-0.0034629j -0.0017904+0.00293827j -0.00141007+0.0067806j -0.0059427+0.00219643j 0.00349248+0.00598196j -0.00686422-0.00226586j -0.00191791+0.00617858j -0.00305381+0.00181579j -0.000408846-0.00566512j 0.000551668+0.00415324j 0.00325831-0.0036299j 0.00204714+0.00202204j 
-0.000772179+0.00187267j 0.00355741+0.00110784j 0.00238041-0.000424544j 0.000282658+0.000713295j 0.00239844+0.00339715j 0.00128258-0.00372869j -0.00185595+0.000131648j 0.00123367+0.00121932j 0.000349693-0.00517025j 0.0166444-0.00436493j 0.00579212+0.00816496j -0.00161279-0.00185331j 0.00429375-0.00066909j -0.00642464-0.000802827j -0.00970168+0.00927752j -0.0117397+0.0102238j -0.0138803-0.00883798j 0.00806023-0.0106072j -0.00512448-0.000699392j -0.0011667-0.00867974j -0.0114678+0.00113706j -0.000130294-0.0131007j -0.00588341-0.012824j -0.00783914+0.000452205j -0.00159293+0.0126889j -0.00662309+0.00211253j 0.00859072-0.0101924j 0.0171881+0.00332302j 0.00117176-0.000982738j -0.0101942+0.00645911j 0.000968336-0.0135137j -0.00682472-0.00684518j 0.00230418+0.00803327j 0.00266325+0.00498986j -0.00957447-0.00356917j -0.00107738-0.0117743j 0.000572136+0.00839172j 0.00681807-0.00528731j -0.00625577-0.00628613j -0.0041895-0.00677132j -0.013719+0.00200121j 0.00616631+0.000351553j -0.00402254-0.00963943j -0.010523+0.00252579j -0.00113624-0.00448872j -0.00800251-0.00990014j 0.00224464+0.00425923j -3.33594e-05+0.00305771j 0.00139904+0.000170385j -0.00751964-0.000319142j -0.00448631+0.00291371j -0.00412057+0.00695236j -0.00225623-0.000470261j 0.000522648+0.00372249j 7.84775e-05-0.000785806j -0.000974749+1.95297e-05j 
-0.000189131-9.26115e-06j 4.24449e-05-0.000307115j 0.000936239-0.00124625j 0.00031552+0.00057383j -0.00117294-0.000996808j -0.00448372-0.0045561j -0.00390722+0.00246976j 0.00273555+0.0030703j -0.000886964+0.00216073j -0.00343448-0.00209612j -0.000202597-0.0029944j 0.00701727+0.00835676j -0.00663381-0.0084986j -0.00208759-4.82538e-06j -0.00284726-0.00806622j 0.0102835+0.000404587j -0.00333959-0.0107912j 0.0035594-0.00572297j -0.00451653-0.00757233j -0.00401936+0.00784004j -0.00484921-0.00351983j 0.0100344+0.00507304j 0.00105659-0.000971037j -0.00640495+0.00437147j 0.0107583-0.00234707j 0.00212617-0.00423344j 0.00482649-0.0092943j -0.00774406-0.0104448j 0.014335-0.00270823j -0.00390388-0.00201316j -0.00196116+0.00502045j 0.0122603-0.002006j 0.00781185-0.00835834j 0.00807333-0.00509606j -0.0167292+0.00164773j 0.0107747-0.000749301j 0.00372166-0.00366078j -0.00123498-0.00724192j -0.000331146+0.0198637j -0.00962054-0.00519149j 0.00911204-0.0128764j -5.89753e-05+0.014559j 0.000797922-0.00139066j 0.00945561+0.00187309j -0.00133191-0.00270418j 0.000515461+0.0130423j -0.000432287-0.00209551j -0.00117358+0.0180081j -0.00244887-0.00552052j 0.00424782+0.00454308j -0.00165823+0.00485316j -0.000985587+0.00266896j 5.08736e-05-0.00122104j -0.00179069+0.00245356j -0.000670632+2.80188e-05j 0.000274721-0.00138354j 
-0.00151565-0.000389558j 0.000485903+0.000475986j 0.00100799+0.00217626j -0.00183035-0.000902271j -0.00273625-0.0034515j 0.00285793-6.57678e-05j 0.00259985+0.00209547j 0.00182131+0.00105916j -0.00428683-0.00673831j 0.00802469-0.00334877j 0.00495657+0.0060977j -0.0089401+0.00302601j -0.000147945-0.00303043j -0.000431817+0.00442692j 0.0106094+0.0100295j -0.0145653+0.00127498j -0.00500409-0.00386221j 0.0119499-0.00826275j -0.00178652+0.00815526j 0.00329742-0.00472788j -0.00719653-0.0106885j 0.0175712-0.000476615j 0.000493528+0.00140115j 0.00610922-0.00664711j -0.00184404+0.0118317j 0.0151526-0.000323134j 0.000603505-0.0159696j -0.00121642-0.00365616j -0.00164768+0.00114104j -0.0142396-0.0115177j 0.00980696-0.00713081j -0.0193263+0.00273012j -0.00966547-0.0194799j -0.00608693-0.00337286j 0.000334219+0.0117393j 0.00319977+0.0061919j 0.00838285+0.00482542j -0.00299735+0.00048183j 0.00593785+0.00267584j -0.00250182-0.0147295j 0.00128874+0.00941307j -0.011997+0.00659457j 0.00589552-0.00503171j 0.000836938+0.00849985j -0.00273171-0.00494026j 0.0033263-0.0058496j -0.00204816+0.00588381j 0.0098976+0.00274394j -0.00147029-0.00446315j -0.00252401-0.00176613j -0.00591468+1.91005e-05j -0.00490489-0.00155115j 0.0023629+0.00347316j -0.00173213-0.000608971j 0.000905759+0.00136158j -0.000266665+0.000647798j 
0.00327638-0.00168996j 0.000306325-0.00104092j -0.000204032+0.000514781j 0.00227691-0.0025461j -0.00305408-0.0100719j 0.00171514+0.00248785j 0.000969817+0.00295546j 0.00520689-0.00225533j 0.000577323+0.00513252j -0.0133787-0.00385037j 0.0073474-0.00674234j -0.00129526+0.00926484j 0.000311364-0.00249846j -0.00558504+0.00329926j -0.00548126-0.0064694j 0.00673964-0.00858977j 0.00795261+0.0180193j -0.0117177+0.00570174j 0.00934178+0.00878859j -0.00412006+0.00416467j 0.00717707+0.00249537j -0.00160737-0.00519437j 0.000325897+0.00858997j -0.000956414-0.0114402j -0.0106304+0.00371409j 0.00435216-0.00211936j -0.00433049+0.000661703j -0.000249474+0.00192392j -0.0111363+0.00065363j 0.0029798-0.00812882j -0.0060491+0.0118132j 0.00652984+0.00702524j -0.00709944-0.00316959j 0.00858235-0.00438834j 0.0032723+0.0124495j -0.00774942+0.0101635j -0.00702549-0.000931271j -0.00423225-0.00329381j 0.00296775-0.00445037j 0.00472332+0.00109391j -0.0119994-0.003862j -0.00700011+0.00091951j -0.00347142-0.00139145j 0.0119333+0.00651273j 0.00199975+0.000399959j 0.00148059+0.000334561j 0.00750342-0.00608246j -0.00568021-0.00563194j 0.00523781-0.00532332j 0.00785601+0.00495222j 0.00975276-0.00458671j 0.00564763-0.00199832j -0.000167582+0.00104446j 0.00194715-0.00478111j -0.00170455+0.00180984j -0.00244149-0.00127516j 
