-0.0660802-0.0510563j -0.0618746+0.0721768j -0.013956+0.14376j -0.116894-0.046763j 0.0650266-0.0436856j 0.0168815+0.00249965j -0.0168828-0.0645164j -0.174217-0.0195394j -0.0543033-0.0578146j -0.0518399+0.11383j -0.024479-0.129505j 0.0453745-0.0332118j 0.0781679-0.0488559j -0.0306933-0.0168844j 0.0631107-0.00799214j 0.0907029-0.0123663j 0.00839901+0.0377013j 0.0664225-0.0319326j -0.0302487+0.0445982j -0.066384+0.0135767j -0.059023-0.0048433j 0.0323897-0.0362599j 0.0266836+0.00838023j 0.00407816-0.0846734j 0.027147+0.00245831j 0.0232832+0.0353005j -0.00663831+0.0211907j 0.00328956+0.0402933j -0.0192123+0.0587116j 0.00429818+0.0346356j -0.0276415-0.0421759j -0.00559265-0.0211304j -0.0251764-0.0354992j 0.0324589-0.0539876j -0.0115132-0.0223433j -0.0833242-0.00321256j 0.0262616+0.0307342j 0.0216036+0.00723007j 0.0654774+0.0677713j -0.0195889+0.063501j 0.00806968-0.0186668j -0.0189437-0.0179102j -0.0295485-0.0101835j -0.0204199-0.04623j 0.0111894-0.069364j -0.0152591-0.012419j 0.00326942+0.034712j 0.0381626+0.0287623j 0.0795294+0.0710173j 0.00978462-0.0295267j -0.0651366-0.0408321j 0.0843033-0.0715599j 0.112293+0.0367985j 0.04349-0.128801j 0.133201-0.00403998j 0.00590534+0.132679j 
-0.00155092+0.000882111j -0.00665654-0.00607283j 0.003724-0.0109203j -0.00897604-0.00863264j -0.00263839+0.00185336j -6.94071e-05+0.00351815j -0.00026126+0.00130484j -0.000259175-0.00224816j 0.00202149-0.00230347j 0.0016649-0.00269904j 0.00426534+0.00387722j -0.00148621-0.00178916j -0.00293312+0.00433721j 0.00253799+0.00543445j -0.000161725-0.000468191j -0.00113075+0.00101138j -0.00110223-0.00288771j -0.00332375+0.00263089j -0.00411904+0.00540686j 0.00262269-0.000852621j 0.00252799-0.00453418j -0.00380265+0.00207895j 0.00625471+0.00425316j -0.00198327+0.0022565j -0.00484501-0.000683771j 0.00104031-0.00366152j 0.0042773-0.00298452j -0.00303652+0.00253249j -0.00135884-0.00574903j -0.00119518+0.00112008j -0.00123652+0.00276516j 0.00117696+0.000806865j 0.00218615-0.00361531j 0.00121941+0.00190848j -0.000209496-0.000616686j -0.00053639+0.000960452j 0.000312365-0.00322811j 0.00150997+0.0002221j -0.000109944-0.00133378j 0.00246895+0.00282019j 0.00479793-0.0019309j 0.0022099-0.00180619j -0.00055396+9.49068e-05j 0.00527411-0.000303478j 8.33963e-05+0.00164877j 0.00235903-0.00278287j -0.00112023+8.18119e-06j 0.00150081+0.00020805j -0.00338581+0.000182482j -0.00432769+0.00308847j 0.000548035+0.000292069j -0.0011118+0.000881127j 0.000549119-0.00278073j -0.000689077+0.000710652j 0.00125245+0.0015246j -0.0013891-0.00235787j 
0.00666098+0.00290001j 0.00403317+0.00540132j -0.0097253+0.00332392j 0.0030434+0.0143507j 0.00334826-0.000182749j -0.00506967-0.00621664j 0.00578288-0.00057117j 0.00303817+0.0075996j -0.00195159+0.00355134j -0.00632989+0.00592357j -0.00330842-0.0103424j -0.00225627+0.00250668j 0.000604373-0.00389037j -0.00370125-0.00520474j -0.0044982-0.0016137j -0.000213826-0.00168702j 0.00117809-0.0036177j 0.000435491-0.00499961j -0.00303034-0.00858173j -0.00269983+0.00492563j 0.0018353+0.00668026j 0.00365842+0.000938188j -0.00354931-0.000108281j 0.000277078-0.00174436j 0.00760658+0.0010498j 0.00892516-0.000343903j -0.00387972+0.00277616j 0.00743329-0.00103231j 0.00245049+0.00194608j -0.00147958+3.48907e-06j -0.00264823-0.00581004j -0.00572905+0.00103853j -0.00136741-0.000938682j 0.00217592-0.00364481j -0.00262287-0.00189392j -0.00504412-0.00123914j 0.0013145+0.00135107j 0.00594041+0.000988718j -0.000592451+0.00271128j -0.00330574-0.00518532j -0.000765138+0.00306721j 0.00222088-0.000887558j -0.00518149-0.000849756j -0.00297568-0.0012894j 0.00338693-0.00340168j -0.00242887+0.00546279j 0.00138803-0.000887421j 0.000195796+0.0039207j 0.0035891+0.0012211j 0.00527461-0.0037171j -0.00177859-0.00471102j 0.000606636-0.000336592j 0.000214787+0.00508268j 0.00298628-0.00357075j -0.00164155-0.00200644j -0.00134284+0.00135859j 
0.0042575+0.00370241j 0.00238158+0.000458316j -0.00369259-0.00436025j 0.000269477+0.0053109j 0.000899097+0.00156319j -0.0017093-0.00018761j -0.00322551+0.00176056j 0.00131979+9.94187e-05j 0.0017841-0.00382013j 0.00100581-0.00156116j 0.00163562+0.00294534j -0.000449361-4.58361e-05j -0.00117537-0.00509374j -0.00294728-0.000687514j -0.000161565+0.00652064j 3.83681e-05-0.00100699j 0.00407391+0.00201614j 0.0025829-0.000736252j -0.000194536+0.00225992j -0.000639498-0.00139566j 0.00167657+0.00108189j -0.00143466-0.000310746j -0.00641894+0.000726859j 0.000268014+0.00208318j 0.010669+0.000133928j 0.00170561+0.00434655j 0.000706926+0.00140872j 0.00228899+0.00204441j 0.00522252-0.00355708j -0.00109879+0.00159135j -0.00699046+0.00412842j -0.00493989+0.00059357j 0.00100034+0.00117835j -0.00226812+0.00269415j -0.00184057+0.00350943j 0.00970133-0.001406j 0.00405249+0.00392237j 0.000511222-0.00506271j -0.00155457-0.00318857j -0.00478534+0.00355361j -0.00215058-0.00213447j -0.00192366+0.00254537j -0.00738321+0.00172559j 0.00473566-0.00440147j 0.00644141+0.000919868j -0.000386785-0.00251654j -0.00120709-0.00284775j 0.000230821-0.00198352j 0.000306937+0.00181284j -0.00417035+0.00185417j 0.00251075+0.00156764j 0.00329691+0.00312601j -0.00189853+0.000601117j 0.000598021+0.00176564j -0.00111941-0.00289502j 0.00022039-0.00323987j 
-0.00289846-0.00250665j 0.00175959+0.000287369j 0.00331454+0.00355551j 0.00433286-0.00377491j 0.000120471-5.25283e-05j 0.00265306+0.00106657j -0.00112815+0.000119585j -0.000349794-0.00337387j 0.000965614+0.000642808j 0.00137739-0.00226256j -0.000577341+0.00318494j 0.00228054-0.0025641j -0.00241653+0.00233921j 0.00171426+0.00122362j 0.00466967+0.00129299j -0.00307059-0.00120902j 0.00300202+0.00132664j 0.000688821+0.00332381j 0.00376287+0.00390921j 0.000630481-0.00220634j -0.0044089-0.00144631j -0.000342038-0.00208612j -0.00183562-0.0036139j 0.000815572+0.00109697j 0.000557809-8.33243e-05j -0.00399316-0.0012901j 0.00119472-0.000916687j -0.00168981+0.00196674j 3.11641e-05+0.00057157j -0.000346011-0.000846334j 0.00378504+0.00258406j 0.00267025-0.0021925j 0.00142561+0.000144237j -0.00180669+0.000691433j -0.0010033+5.2127e-05j 0.00194395+0.00109268j -0.000554839+0.000482865j -0.0018936+0.00159509j -0.00242057-0.00180862j 0.00148578+0.000782166j -0.000705043-0.000758525j -0.00114164-0.000456453j 0.0029341+0.000309919j 0.00176086+0.00262216j -0.00266629-0.00050558j -0.00128246-0.00100551j -0.00125644+0.000107887j -0.00301234-0.00268149j -0.000774967-0.00100284j -0.000352143+0.00175093j 9.74577e-05+0.00283432j -0.00118505-0.000653896j -0.00102308-0.00240808j -0.00232602+0.00373991j 0.00033104+0.000227078j 0.000744983-0.000141661j 
-0.00290929-0.00249609j 0.000920889+0.000640678j 0.00199387+0.00598129j -0.000904654+5.44515e-05j 0.000912037-0.00202473j -0.00616158-6.6645e-05j 0.00144789-0.00964567j 0.000683462+0.00251802j 0.000182606+0.000629483j -0.00116131+0.00684774j -0.00235662-0.00431752j 0.000869441-0.00287988j 0.00324443-0.00123046j 0.000754599-0.00237945j 0.00152659-0.00284793j 0.00172094+0.00103884j 0.000854407-0.000272206j 0.00106834-0.000819996j 0.00251763-0.00395843j -0.00205898-0.000396655j 0.00152066-0.0015357j -0.000183441+0.00289685j 0.00140417+0.000557332j 0.000286253+1.65e-05j -0.000712059-0.000884999j 0.000305324-0.00187557j -0.0036454-0.00421581j 0.00184208-0.00220866j -0.00153108+0.00198829j -0.000179965-0.000192058j 0.0016472-0.00130363j 0.00255583-0.00177396j -0.00515967-0.00190735j 0.000143238-0.00124275j 0.000865935+0.00123291j -0.00795591-0.00274126j 0.00170022-0.00105629j -0.00049959+0.000829941j 0.000175857+0.0014104j 0.00210662-0.000608469j -0.0023672+0.000813621j 0.00100335+0.00285589j -0.000443211+0.00108809j -0.0026928+0.00155317j -0.00188923-0.00187661j -0.00162613+0.0025131j 0.00362361+0.00206787j -0.00133884+0.00147369j -0.00121331+0.0016037j 0.00444268-0.0034392j -0.00230613-0.00300874j 0.000988371-0.000221651j 0.00133841+0.000664982j 0.00105543+0.000197376j 0.000214063-0.000906941j 0.000151187+0.00283631j 
0.000185666-0.000236635j -0.00215943-0.00143861j 8.42486e-06-0.00415112j -0.00125973-0.00339359j -0.000932976+0.00251549j 0.00361013-0.00273927j 0.00349065+0.0086301j -0.00352987-0.00187081j -0.000557906+0.00289314j -0.00161845-0.00498179j -0.00180094+0.000612672j -0.00204993+0.000493644j -0.00609153+0.00622497j -0.000477093+0.00261634j -0.00129987-0.00172342j -0.00192671+0.000923678j -0.00323177-0.00555489j 0.000842816+0.00289983j -0.00457095+0.00391032j 0.0016602+0.0011908j -0.00100814+0.00224288j -0.000102358+0.000262614j 0.00345311-0.00119763j -0.00170069-0.00313876j -0.00173351+0.000656934j -0.000715476-0.00196069j 0.0055191+0.00210899j -0.00216212+0.0017055j -0.00382372-0.000553737j 0.000242282-0.00123701j 0.000691296+0.000687045j -0.00108248+0.00125141j 0.00400895+0.00146609j 0.00121534+0.00161313j -0.000626693-0.00194348j 0.000559436+0.00406578j -0.00240271-0.000490111j 0.00195058+0.00205394j 0.00126328-0.000840623j 0.000548764+0.000962061j 0.0027395-0.00098153j -0.000377138-0.00488445j 0.00377829-0.0046143j 0.000943126+0.000227775j -0.00225896-0.00131138j 0.00107074+0.000262558j -0.00307793+0.000593705j 0.000533352-0.000367236j 0.0010232-0.00262266j -0.000105623+0.00379603j -0.000199432+0.00194845j -0.00417478-3.72415e-05j 0.000285565-0.000743146j -0.00107846+6.11404e-05j 6.93805e-05+0.00201314j -0.0012819-0.000844642j 
-0.0044302-0.002208j 0.00239572+0.000629707j 0.00256459+0.00457822j 0.000693786-0.000892402j 0.000982144-0.00229935j -0.00364948+0.00288643j -0.00657112-0.00538473j 0.00232514-0.00373824j 0.00064965-0.00457538j 0.0043713+0.000251961j -0.00357593-0.0045376j -0.00384842-0.00642759j -0.00361455-0.000539239j 0.000951022+0.00164157j 0.00411613-0.00225108j 0.00244836+0.000988737j 0.00690695-0.000699949j 0.00439821+0.000861095j 0.000960153+0.00222238j -0.00135357-0.00427561j 0.00135433-0.00462894j 0.00146599-0.00198663j -0.00459596-0.00173167j 0.000140834-0.00147888j 0.00357038+0.000958815j -0.000533034-0.00436548j 0.00148235-0.00406056j 0.00236009+0.00138124j -0.00293401+0.00175647j -0.0022693-0.00164106j 0.00439255+0.00514256j 0.0053701+0.000115397j -0.00267792+0.000391213j -0.00048847-0.000885645j -0.00208137+0.00139026j -0.00565997+0.000480583j 0.00192577+0.000205104j 0.00100548+0.00193349j -0.00321476-0.0033335j 0.00281414-0.00343327j -0.00673501-0.000291447j 0.00206694+0.00191207j -0.000484005-3.17189e-05j -0.00116818+0.0013598j -0.00145998-0.00348774j -0.0026165+0.000779674j 0.00275857+0.00168876j -0.00436072+0.00166054j 0.00100738-0.000130889j 0.00452872-6.28717e-05j -0.00110061+0.00265182j -0.00116634-0.00251658j -0.000316313+0.000564848j -0.00053146+0.000622761j -0.001037-0.000605391j -0.000359478+0.00257205j 
-0.00117966+0.000408447j -0.00306161+0.00131466j -0.00207121+0.000631678j -0.000618507+0.0019279j 0.00126519+0.00065651j 0.00131333+0.0013254j 0.000534982+0.00287261j -0.00204946-0.000658334j -0.00196218+0.0015014j -0.000487468-0.00155699j -0.00266255+0.00103866j 0.000824505+0.00503955j 0.00459285+0.00584011j 0.00227904+0.00051144j -0.00229701-0.00288535j 0.00222217-0.000964339j -0.00515011+5.19434e-05j -0.00261151-0.00314078j 0.00346721-0.000770061j 0.00142644+0.00124901j -0.000553209+0.00273447j 0.000915999-0.00149631j 0.00475113-0.000574822j -0.00226014-0.00202526j -0.00752183-0.00291249j -0.00116457+0.00287382j -1.80846e-05+0.00428436j 0.000521928-0.00171883j -0.00303446+0.00139144j 0.00247905-0.00207564j 0.00391548-0.00438038j 0.00315083+0.000321969j 0.00235353+0.00398849j 0.00211944+0.00115576j 0.00428889-0.0017526j -0.00374646-0.00144804j -0.00137296-0.00251061j -0.00258931-0.000315254j 0.000195672+0.00387115j 0.0036607-0.00157034j 0.00084045+0.000276604j -0.00334554-7.69157e-05j 0.0057442-0.000136036j -0.00222786-0.000577207j -0.00503232-0.000349217j 0.00259632+0.00284051j 0.000305707+0.00314242j 0.000913302-0.00118138j -0.000704417-0.000559121j 0.00225965+0.0013818j -0.00363798+0.00274965j -0.00227371+0.000930629j -0.00118778-0.00121934j -0.00111648+0.0001787j -0.000656686+0.00245234j 0.00150116+0.00166126j 
0.00261433+0.00131144j -0.000437596+0.000954433j -0.00328928-0.00111454j -0.00253313+0.00188116j -0.000538405+0.000767225j 0.000176552-0.00107467j 0.0011419+0.00493992j -0.00323648-0.00015296j -0.00229816+0.00340432j 0.00198765-0.000718298j -0.000148465+0.00179466j 0.00096258+0.00315403j 0.00116557-9.38117e-06j -0.00272059-0.00308803j -0.00322827+0.00141132j 0.000133034+0.00111853j -0.00287419-0.000550905j 0.00246996+0.00121454j -0.000994626+0.000916032j 0.0021046+0.000706262j 0.00212177+0.00360708j 0.000244881+0.00360882j -0.0011933+0.000906638j -0.00101763-0.00260159j 0.0017545+0.00223218j 2.04064e-05+0.000966049j 0.000581437+0.00257839j -0.000524119+0.000154111j -0.00034633+0.00143754j -0.000531484-0.00101675j -0.00121847-0.00180063j -0.00479932-0.000954453j 0.00470497+0.00215684j -0.000596821+7.4454e-05j 0.00129645+0.00113593j 0.00529414-0.000134492j -0.000121677+0.0019699j 0.00104252-0.000412098j 0.00206855-0.00103408j -0.00463235+0.00313057j 0.00178823-0.00079522j -0.000108703-0.00206678j 0.00133795-0.00376207j -0.000796824-0.00255432j 0.00143141+0.00291641j -0.00083675+0.000144325j 0.000665253-0.000987456j 0.00188112-0.00094689j 0.00129712-0.00218216j -0.000515937+0.00145476j 0.00113252+0.00220804j -0.000776748+0.00235167j 0.00208197+0.000816315j 0.00105292-0.00216267j 4.48273e-05+0.000395233j -0.000758736-0.00125865j 
0.000829664+0.00510135j -0.00206783-0.00184151j -0.000350616-0.00896637j -0.0044845-0.000679396j 0.000345174+0.000199192j 0.00210569-0.000638036j -0.00203059+0.00442643j 0.000492273+0.00107858j 0.00552683-0.00759439j -0.00304002-0.000989271j 0.00137574+0.00121643j -0.00244679+0.00153322j -0.00072025+0.000275585j 6.99998e-05+0.000967358j -0.00222574-0.00084912j 0.000968386-0.0047507j 0.00134102-0.000481976j -0.00425553-0.00475555j -0.00304387-0.000484447j 0.00145693+0.00185072j 0.00150502-5.05077e-05j 0.000162761-0.00265926j 0.0013631+0.00510731j -0.00330503+0.00197341j 0.00041125-0.000477919j 0.00361966+0.00447902j 0.00195334+0.000657028j 3.61106e-05+0.0008494j 0.00193434-0.00293562j 0.00131676+0.00445209j -0.00402895+0.000901841j -0.000392213+0.00139119j 0.00199026+0.000469529j 0.000959116+0.000577258j 0.000198833-0.00141493j 0.00176865+0.000584747j 0.000873181+0.00183432j 0.0020236-0.00282386j 0.000975017+0.00124271j 0.00161226+0.000695491j 0.00372567+0.000638071j -0.00200818-0.000802497j -0.00187624+0.000136494j 0.0052778+0.000301798j 0.00232636-0.00204276j 0.00140386+0.000204018j -0.00334622+0.000858591j 0.00210813-0.00143466j -0.00222087+0.00322767j -0.00154052+0.00328597j -0.00218304+4.20321e-05j 0.00298532+0.00181273j -0.00361918-0.000928943j 0.00226669+0.00229324j -0.000355764-0.00145529j 0.000893429-0.0019112j 
0.0027833+0.00194802j 0.00026907+0.00366052j -0.00506318-0.00137264j -0.00192291+0.00686764j -0.0018445+0.000920182j 0.000342298-0.00270403j 0.000263079+0.000536323j 3.61056e-05+4.55855e-05j -0.00698629-0.00410888j 0.000758237+0.0023366j -0.00351307-0.0036367j 0.0025877-0.000207383j 0.000984549-0.00230578j -0.000578363-0.00184905j -0.00127038+0.00176012j 0.00291094-0.00174362j 0.00182768+0.00489452j 0.000846676-0.00342313j 0.000765249-0.00170753j 0.00217575+0.00230611j 0.00135552+0.00634476j 0.00204112+0.000613628j -0.00403433-0.00101888j -0.000264862-0.00287318j 0.00761145+0.00175316j 0.000134522+0.00385493j 0.000673006+0.002649j 0.00537175-4.92245e-05j -0.00186524+0.0012405j -0.00155672+0.00111783j -0.00274685-0.00351053j -0.00323831-0.00191142j -0.000426127+0.0010768j -0.00168077-0.00072018j -0.00278958+3.27553e-05j 0.00202993-0.000761397j 0.00313391+0.000680018j 0.00240658+0.00102219j 0.000353933+0.000799288j -0.00332132-0.00332119j 0.00207439-0.00132051j -0.00110224-0.000824315j -0.000950279+0.000264243j -0.000376391-0.000744007j 0.000915156-0.00435256j 0.000138824+0.00110995j 0.000644514+0.00141313j -0.000264212-0.000230684j 0.00511391+0.000834796j 0.000137117-0.0025427j 0.00158142-0.000419156j 0.000988766-0.00250404j -4.33263e-05+0.00228037j 0.000385392-0.00322214j 0.000751427-0.000189418j -0.00142587+0.00152966j 
-0.0013241-0.00306996j 0.0030531-0.00185389j 0.00458057+0.00580873j 0.00634184-0.00547174j -0.000661832-0.00400256j 0.00111357-0.000394895j -0.00213405+0.000778669j 0.00429406-0.00177833j 0.00318392+0.000944434j 0.000891733-0.00229269j -6.46293e-05-0.000285693j -0.00421825+0.00139249j -0.00165421-0.000455587j -0.00219596-0.000805839j 0.00138929+0.000371166j -0.00142369+0.00196735j -0.000549266-0.00248119j 0.00250573+0.00115883j 0.00113015+0.00389629j 0.000924834-0.00293594j -0.000172659-0.00729033j -0.000620865-0.00132578j -0.000476063-0.00137972j 1.56021e-05+0.00212471j 0.000953065+0.00055878j 0.000739973+0.000290771j 0.000152784-0.00576553j 0.0021608+0.00019984j -0.00310596+0.00110454j -0.0015763-0.00177073j 7.07023e-06+0.00391618j 0.0013928+0.00246513j 0.00130039+0.00103152j 0.00101172+0.00215051j -7.23122e-05+0.00313575j -0.000663614+0.000804542j -0.00278572+0.00288019j 0.000668943-0.000428663j -0.000597983-0.00280917j 0.00408124+0.00130561j -0.00282369+0.00044242j 0.00156011-0.000209832j -0.000890898-0.00120743j 0.00282813+0.00137326j -0.000282065+0.000253584j -0.00153418-0.000312451j 0.000515186-0.00118409j -0.00110427-0.000279323j -0.00448438-0.000298155j 0.000926298+0.00252376j 0.000217741+0.00106603j 0.00107237-3.4169e-05j -0.00201384-0.000171048j -9.68041e-05+0.000581791j -0.00163645-0.000169055j 0.000875055-6.18171e-07j 
0.00291949-0.00236439j 0.000255575+0.0020103j -0.00169012+0.00392655j 0.0005508+0.0012227j -0.000704849-0.000491134j 0.00213149-0.00444665j 0.0074529+0.00133852j -0.00118287+0.00439233j -0.0030878+0.00659851j -0.00308666+0.00223548j 0.00673238-0.00401714j 0.00168633+0.000853143j -0.000111672-0.00541122j 0.00245279-0.00115275j -0.00136891+0.00183442j -0.00194999+0.00232382j -0.00116412-0.00208808j 0.000474355+0.00605183j -0.00287501-0.00300331j -0.00315558+0.00191073j -0.00335319+0.00101739j 0.000144279+0.00729018j -0.00163982+0.00102491j 0.000791886-0.00121457j -0.0009005+0.00103971j 0.000320098-0.00360148j -0.00458477+0.00200546j -0.00304403+4.01146e-05j 0.00469679+0.00300533j -0.00155915+0.0032567j -0.00255108-0.00221322j -0.00631982-0.00181428j -0.00239493-0.0014028j -0.00182899-0.000261713j 0.000925321+0.000868444j 0.00128363-4.33328e-05j -0.000756138-0.000882917j 0.00520829+0.000703564j 0.00262541-0.000486695j -0.00543092+0.00246642j 0.00542758-0.00163642j 0.00683949-0.0042796j 0.000304436+0.00303268j -0.00210787-0.000316681j 0.00420892+0.000572903j 0.000349131-0.00484431j 0.00153009-0.00126246j 0.000830569+0.000533615j -0.000203461-0.00073768j 0.000738093+0.000162404j 0.0016787-0.00340991j 0.00167216-0.00363732j 0.00559852+0.000915256j 0.000959951-0.00454039j 0.00319061-0.0018113j -0.00106958-0.000688606j 
0.00297751-0.00259723j 0.00159317+0.00428387j -0.00695184+0.00840423j 0.00724311+0.00968177j 0.000554082-0.00244716j 0.00230264+0.00700105j -0.000384137-0.00542243j 0.00251753+0.00235193j -0.0094975+0.00394416j 0.00416258+0.000685553j 0.000503255-0.000555513j 0.00238027-0.000242099j 0.00203241+0.00228377j 0.00168672-0.00238164j -0.000488456-0.00204041j -0.00105631+0.0041063j 0.00127331+0.00367073j 0.00282528+0.000861028j 0.003731-0.0017923j 0.00218866+0.00415888j -0.00335927+0.00227202j 0.00107654+0.00263509j -0.004266-0.00269062j 0.000443352-0.000693275j 0.00196312+0.000720898j -0.0034085-0.00169775j -0.0037148-0.000545947j 0.00263892-0.00304273j -0.000737907+0.00354001j -0.00132244-0.000810806j 0.0034535+0.00398469j 0.00144887-0.00264141j 0.00390366-0.000623447j -0.00306483-0.000905861j 0.00331418+0.00242186j 0.0038269-0.00109624j 0.0014986+0.00154581j -0.00120369+0.00121003j -0.00469347-0.00298411j -0.00299937-0.00177679j -0.00371257-0.00265062j -0.0022277+0.00180635j 0.00265855-0.00384154j -0.0022551+0.000750686j -0.00411581+0.00172783j -0.00445531+0.00203182j 0.00186838+0.00113117j -0.00295891-0.00260255j 0.00263395-0.00333886j -0.000896549-0.00412351j 0.00351422+0.00333996j -0.000220923+0.0034546j -0.00213782-0.00132032j -0.00120577+0.00145552j -0.00266578+0.00164468j -0.0013461+0.00103369j 
0.00045961-5.23059e-05j 0.00286105+0.000454303j 0.000332634-0.000707498j 0.00315831+0.00216846j -0.000619517+0.00310658j -0.000581854-0.000580057j 0.00055792-0.00274549j 0.00157273-0.000295979j 0.000387313+0.00346887j 0.000250788-0.000495907j -1.73673e-05-0.000211467j 0.000244739-0.00257519j -0.00311523-0.00122307j -2.57089e-05+0.000448923j 0.00113385+0.00236514j -0.0014403+0.00047064j 0.0014568+0.000869129j 0.00255453+0.00193786j 0.000784389+0.00107626j -0.00110436-0.000616474j -0.00124679-6.94696e-05j -0.00100403-5.54974e-05j -0.00442695-0.00135006j 0.00196156+0.00102214j 0.00455055+0.000914936j -0.00211396-0.00194462j 0.000260177-0.0024669j 0.000153112+2.15764e-05j 0.00199577+0.000149232j -0.00194474-0.00077281j 0.000116175+0.00293779j -0.000774484+9.90973e-05j -0.00258605-0.00213509j -0.000916859-0.000308547j -0.00268186+0.00127689j 0.0029554-0.00017713j 0.000231212+0.000793364j 0.000624134+0.000579377j -0.0020238-0.0027495j -0.00183159-0.00139336j -0.00166553-0.000289433j 0.00118934+0.000139574j -0.00181178+0.00108473j -0.000795171-0.000206538j 0.000541007+0.000510661j -0.00131173-0.00142052j -0.000724229-0.00179288j -0.00219419+0.000182538j 0.00143809+0.000319522j -0.000591903-0.000850953j 0.00263828-0.00188541j -3.19205e-05-0.00157945j -0.00116278+0.000497172j -0.0007616+0.0022229j -0.000851475-0.00148461j -0.000312559-0.00125548j 
-0.0024133-0.000917049j 0.00358351-0.00502589j 0.009303+0.000858485j 0.00833449-0.00784487j -0.00299839+0.000234733j 0.00167057+0.000822471j -0.0030423-0.00213308j 0.0073839-0.00357329j 0.00634267+0.00379026j 0.000557056-0.00316982j 0.00144721+0.00409851j -0.0033721+0.00267255j -0.0010085+0.000328788j 0.00167158+0.000429473j 0.00140429+0.00208133j -0.00318076+0.000284598j -0.00156069-0.000763141j -0.0023868-0.00023392j 0.0035664+0.00351743j 0.00171493-0.00469101j -0.000248437-0.00689836j -0.00345487-0.00225294j 0.00214715+0.000939543j -0.000319426+0.00451927j -0.00442197-0.00275096j -0.00158384+0.00248767j 0.00102048-0.00568403j -0.00113812+7.39446e-05j 0.000318038-0.00292417j 0.000227912-0.00331271j -9.04268e-05+0.00292457j 0.00300836+0.00330716j 4.33796e-05+0.00106962j 0.00128424+0.00512617j 0.00121374+0.00296258j 0.000250486-0.0023569j -0.00422452+0.000477092j -0.00412608-0.00197872j -0.00123938-0.00155527j 0.00630923+0.00162804j -0.0014672+0.000310758j 0.000379825+0.000792037j 0.00167072+0.00345447j 0.00331633+0.00135932j -0.00142814+0.00353437j -0.000186996-0.00137022j -0.000952989-0.00232448j -0.00097497-0.00155446j -0.00805327+0.00193478j -0.000715887+0.00316779j 0.000381384-0.00058691j 0.00155567+0.001043j -0.00552236-0.00145888j -0.00160689+0.00665052j -0.00356365-0.000593339j 0.00371752-0.00351914j 
