-0.131066+0.142641j -0.147908-0.144408j -0.141125+0.179992j 0.187139+0.0568193j 0.0923991-0.0637281j 0.0620521+0.170897j 0.0143147-0.252556j -0.200209-0.0406304j 0.0360874+0.145877j 0.0340913+0.0789713j -0.0501805+0.0736164j -0.141918+0.0448186j -0.0729201+0.0568411j 0.064865-0.125913j -0.0636084-0.0396581j -0.120378-0.093895j 0.178815-0.0250016j -0.21961+0.0980193j -0.0569061+0.0907674j -0.0248881-0.0154816j -0.0944349+0.00637665j -0.0726223-0.0519419j 0.105986+0.165179j 0.00646872+0.00075163j -0.0258578-0.156816j 0.149418+0.0204173j 0.12317+0.0714643j -0.0345554+0.125579j 0.0531705+0.165734j -0.0933094+0.0241587j 0.206731+0.102086j -0.0928556+0.21089j -0.211523+0.127832j 0.128599+0.191544j 0.0255518+0.074482j -0.0563426+0.0315024j -0.0597186-0.000766493j -0.026376+0.0844468j 0.0462625-0.0388601j -0.0281221-0.0243649j -0.0164583-0.0144722j 0.0226539+0.0187826j -0.0369322-0.022014j 0.050702-0.00358244j 0.022798+0.020725j 0.0166408-0.00910737j -0.00308626+0.03438j 0.0178051+0.0536256j -0.00705429-0.000646019j 0.0129365-0.0192315j -0.0454408-0.0063341j -0.0171269+0.046594j -0.0303639-0.0119221j 0.0252997-0.0101185j 0.0049404+0.0215582j 0.00237661-0.00427848j 0.0122805-0.0204041j -0.0219538+0.022083j 0.0103964+0.0384173j 0.00439918+0.0147692j -0.0160019-0.00761885j 0.0373722-0.0163222j 0.00369192-0.0177921j 0.00197007+0.0171177j -0.0118776-0.0168156j -0.0061196+0.0297486j -0.0373526+0.00144636j -0.00837578+0.00050996j -0.0312737+0.00659219j -0.00725381-0.0326453j -0.0769516+0.0125854j 0.0113698+0.0761204j 
-0.0018385-0.00230524j 0.00162757-0.00386477j 0.00289428-0.00239461j -0.00626181+0.00195638j 0.0158402+0.00107684j 0.00507531+0.00387799j 0.00496757-0.000168114j -5.05439e-06+0.00451495j 0.00271208-0.00548082j 0.0128434-0.00100453j 0.00717422+0.000382391j 0.00408744-0.00176726j 0.00122907-0.00650478j -2.73441e-05-0.00296927j -0.00930636-0.00434024j -0.00284624+0.00403327j 0.00504013-0.00402307j 0.00258723-0.00382763j 0.00166647+0.00327292j -0.000269651-0.00691633j -0.00425805+0.000535843j 0.00652757-0.00167325j -0.00863256-0.000243527j 0.00326191-0.00058349j 0.000603295+0.00105295j 0.00210534-0.00635192j -0.00433827-0.00471972j 0.00163833-0.00532509j 0.00199235+0.00115928j 0.00236527+0.00361404j -0.00990422+0.000255898j -0.00252101-0.00531256j 0.00495321+0.00654635j 0.0111714+0.00228675j -0.018806+0.00233734j 0.0170971-0.00522357j -0.000819025-0.000257495j -0.000883803+0.0024619j 0.00668869+0.00389339j 0.00554873-0.00317254j 0.00277968-0.00359593j -0.00355005+0.00294509j -0.00340145-0.00646814j 0.00803133-0.0122067j 0.0154169-0.0102548j 0.00817141+0.00765772j -0.00655706-0.00657336j 0.0181118-0.00693291j -0.0114104-0.00561761j 0.0139014+0.0178841j 0.00729643-0.0022975j -0.00591516-0.0116776j -0.0132818-0.00549829j -0.0124953+0.00810625j 0.00812168+0.00348969j 0.00365188-0.00404795j -0.01113-0.00688037j -0.012041+0.00345079j -0.00448355+0.00976427j -0.000947395+0.00962343j 2.12574e-05+0.0130947j -0.00101201-0.00155926j 0.00316257+0.013755j 0.00211972-0.00571139j 0.00968875-0.00376218j -0.00113875+0.000720124j 0.00185926+0.00214443j 0.00215021-0.000779029j 0.00230586+0.00407713j -0.00490904+0.000757866j 0.00227134-0.00347729j -0.00435462-0.00176098j 
0.00210715-0.00549475j 0.00398037+0.00184871j -0.00012384-0.00312535j -0.00623339-0.000956856j 0.000900385-0.00245686j -0.00179514-0.000209781j -0.00120684-0.00291526j -0.00161002-0.00287389j 0.000383728-0.00107413j -0.000968089-0.0009821j -0.000546236+0.00168733j -0.000240589+0.00102772j -0.000430772-0.00316329j 0.00230538+0.00164375j -0.00182882-0.000667722j -0.00255264+0.004394j -0.0010025-0.00214963j 0.00116963-0.000246588j 0.0030722+0.00012666j -0.00141655-0.00205905j 0.00141264-0.000989668j 0.00102196-0.00110098j -0.00150203+0.000829799j -0.000754868-0.000430541j -0.00155636-0.000115158j -0.00197674-0.000844089j 0.00224354+8.19801e-05j -0.000559566-0.000494681j 0.00123956+0.00116263j -0.00300418-0.00276669j 0.000533021+0.000261809j 0.000412939+0.000522347j -0.00387651+0.00610573j -2.68249e-05-0.000440053j 0.00141699+0.00576956j 0.00244805-0.0102126j 0.00299349+0.000421386j -0.00631295-0.0114j 0.00111133-0.00157081j 0.00457881+0.0035213j 0.00260996+0.00115622j 0.0030835-0.00187319j 0.00216435-0.00122977j -0.00541126+0.00156056j 0.00150956-0.00807661j -0.00150107-0.00371707j 0.00653887+0.00265259j 0.000418918-0.00710303j 0.00361047+0.0048694j -0.00469625-0.00809019j 0.00442625+0.0042365j 0.0077845+0.00286597j -0.00182175-0.00154911j -0.00403487+0.0017665j 0.00226469+0.000306543j 0.000671314-0.0105975j -0.00331123-0.00452588j 0.00137992+0.00202605j 0.00218177+0.000914364j 0.00239639-0.0040298j -0.000177274-0.000670489j 0.00236645+0.00328478j 0.00760387+0.00629818j 0.00397539+0.00248125j -0.0042184-0.00140625j 0.00277133-0.00216146j 0.00660902-0.00123267j 0.00457513-0.0124321j 0.00318526-0.00224836j 0.00518185+0.000269796j 0.00660674-0.000482031j -0.00293072-0.00522827j 
0.00337388-0.00682999j 0.00265294+0.00292539j -0.000153821-0.00822966j -0.00756047-0.00533097j -0.000247035-0.00199408j -0.00522585+0.00397102j -0.00348497-0.0059732j 0.000377952-0.00165541j -0.000960868-0.00306261j -0.00458643-0.00743758j -0.000703872+0.00295021j -0.00209299+0.000226806j -0.000950547-0.00933864j 0.00186479+0.000766627j -0.0010068+0.00115865j -0.00620864+0.00606636j -0.00118447-0.00597114j 0.00430137+0.000244188j 0.0070855+0.00231678j -0.00273736-0.00178744j 0.00622615+0.00318887j -0.00448897-0.00324037j 0.000633843+0.00435224j -0.00297438-0.00525114j -0.00141728+0.00137737j -0.00332867-0.0015296j 0.00490988+0.00335461j -0.00146623-0.00334061j 0.00419367+0.00262012j -0.00771863-0.00507664j 0.0018987-0.00192219j 0.00462229+0.00131717j -0.00723942+0.0145615j -0.00585496+0.00658221j -0.0115772+0.0102865j 0.0101296-0.00804766j 0.0146075+0.00236128j -0.0146377-0.00950223j 0.00425534-0.00343929j 0.0172014-0.00367291j 0.00620476-0.00617659j -0.0016861+0.000157539j -0.00945394-0.00478406j 0.00833708+0.0160946j -0.00479961-0.0108589j -0.0139621+0.000693056j 0.00254049-0.0209365j 0.00156169-0.00889738j 0.00753909-0.00225601j -0.00262552-0.000215462j 0.00892924+0.00419411j 0.00998083-0.0216995j -0.00251048+0.00238493j 0.000261141+0.0129133j 0.0052195-0.0014216j -0.0167156-0.000181216j -4.59124e-05-0.000854039j -0.00679039-0.00414829j -0.00438942+0.000508851j -0.000158252+0.00141424j -0.00262235+0.00818191j -0.00428436+0.00515547j -0.00050942+0.000277388j 0.0133758-0.011607j 0.00341101+0.00149262j 0.015022-0.00564133j 0.00233036-0.00578473j -0.00237529-0.00682679j -0.00603653+0.00417626j 0.0069147-0.00703235j 0.00171613+0.00690731j -0.000385997+0.00418883j 
0.00437322-0.00981797j 0.008048+0.00233881j -0.00129147-0.0117359j -0.0071134-0.00238779j 0.00105243-0.00492177j -0.00292663+0.000279244j 0.0012476-0.00456221j -0.00472105-0.000841465j -0.00234441-0.00200463j -0.000567592-0.00477215j -0.00291271+0.00026918j 0.00193475-0.000534714j 0.000112512-0.00166093j 0.00304562+0.000112922j -0.000146695+0.00443425j 0.00391735+0.00171414j -0.0018235-0.000288142j -0.00120229+0.00543491j 0.000344235-0.00202491j -0.00568139+0.00243709j -0.00456547+0.000300003j 0.00266908+0.00154926j 0.00288674+0.00569848j -0.00340557+0.00663143j -0.00127092-0.00153999j -0.0043038+0.00215241j 0.00241276+0.00433213j 0.00283194+0.00141935j 0.000222247+0.000163229j -0.00144026-0.000265366j -0.00389328-0.0103198j 0.00918232-0.00194073j -0.00936816+0.00913921j 0.00988569-0.00474358j -0.00496612+0.00848036j 0.00896751-0.00512745j 0.00238398-0.00292664j -0.0106683-0.012737j 0.00593613+0.00758461j 0.00238455+0.000585916j 0.000502996-0.00541809j 0.00147707+0.00580687j 0.0014907-0.00245811j 0.000597563-0.00910997j 0.00673037+0.00759629j 0.00860794+0.00472326j -0.00738397-0.00619646j -0.00759749+0.0100537j 0.00206328+0.00399962j -0.00175508-0.0247506j 0.00573558-0.00361331j -0.0135593+0.0161305j 0.00819656-0.0101536j -0.00610176+0.001537j 0.022636-0.00860666j 0.0179324+0.00482545j 0.00212293+0.00597235j 6.9144e-05-0.000272101j 0.00200599+0.00828163j -0.00724911-0.0153046j 0.00190077+0.00226972j -0.0066673+0.0158108j 0.00612706+0.0079428j -0.000196225+0.00288674j 0.0098978+0.00374253j 0.00280566+0.000475465j 0.0117099-0.00295006j 0.01861+0.00111922j 0.000452451-0.00746129j 0.00379484+0.020033j 0.0083079+0.00929899j 0.00656949-0.0167267j 
0.00216698+0.00152193j -0.00181618+0.00338067j -0.00129713-0.000804714j -0.00324696+0.000169687j -0.00294555-0.00313956j -0.00425524+0.00211349j -0.000909728-0.00161603j -0.00643454-0.00120416j 0.00158159-0.000630495j -0.00069575-0.000887175j -0.00275504-2.35026e-05j -0.00120396+0.00241838j 0.0010989-0.00360837j 0.00127432-0.00252792j -0.000596213-0.00506455j -0.00571476+0.00287349j -0.00157834+9.30558e-05j 0.00229024-0.00158052j 0.00340706+0.000610269j 0.000750396-0.00409623j 0.00200727-0.00127954j 0.000398761-0.00417378j -0.00194966-0.00137487j 0.000742529-0.00251847j -0.00178092-5.18112e-05j -0.00237538-0.000578029j 0.00139812+0.00048924j -0.00118937+0.000427992j 0.000715251-0.000403956j -0.00238872-0.002248j 0.00423258+0.00055004j -0.00196504+0.00304142j 0.00178563+0.00627976j -0.00102514+0.00108761j 0.00890408+0.0046384j -0.00984203-0.00356249j 0.00287753-0.000920465j -0.0146139-0.00191927j 0.00136061-0.00103337j 0.0026104-0.00925703j 0.00518794-0.0122167j 0.000637298-0.00280768j -0.000648592-0.00486072j 0.00609684+0.00644758j -0.0122012+3.2841e-05j -0.00236844-0.000910205j 0.00371148-0.00600899j -0.0116804-0.000977373j 0.00137792-0.00143324j 0.00186647-0.00791518j 0.00115149-0.00357853j -0.00310011-0.00822701j -9.31099e-05-0.00133297j -0.00234898+0.00240634j 0.00728119+0.0104099j -0.00417214-0.000142303j -0.00506655+0.00449127j 0.00295043+0.00259664j -0.000611762+0.00170593j 0.0100941-0.00834724j -0.00367306-0.0045788j 0.000971181+0.00458195j 0.00680496-0.00572037j 0.0047429+0.00150235j 0.000518401-0.00389099j -0.00173167-0.00584061j 0.00523434-0.0017247j -0.00228093-0.00690847j -0.00297897+0.00501601j -0.000115438-0.00408743j -0.00330012+0.0092376j 0.00810248+0.00505389j 
0.00167641+0.0159583j -0.0146362+0.00325344j 0.0017356+0.0102702j 0.0097123-0.00155709j -0.00342956+0.00292952j -0.00378064+0.0026763j 0.0031318+0.00524576j -0.0029131-0.000620316j 0.00320766+0.00089397j 0.00385353+0.00365891j -0.00381131-0.00533188j -0.00227697+3.87025e-05j 0.00394327+0.00348883j -0.000256477-0.00516396j 0.00322459-0.00466498j -0.00214433-0.00888986j 4.55724e-05+0.00196182j 0.00241854-3.56738e-05j -0.00236832+0.00283254j 0.0034767-0.00233092j -0.00448457+0.00045105j 0.00320262-0.00358079j -0.000356722-0.00153894j 0.00527553-0.000755856j 0.00259703+0.00192574j -0.000664551+0.000751499j -0.00391116+0.000727998j -0.00195155-0.000519735j -0.00251584-0.00429714j 0.00483631-0.00128596j 0.00719597+0.00412122j -0.00763368+0.00739271j 0.000841815-0.00832536j -0.00956033-0.00337454j 0.0127196-0.00786731j -0.0137778+0.0121625j 0.00071317+0.00804508j 0.00186993+0.000642474j 0.00535004+0.00115351j -0.0057765-0.00506305j -0.00147146-0.0130868j -0.00633625-0.00684667j 0.00284024-0.0107034j -0.00374972+0.00751341j -0.00312486+0.00190095j -0.00572397-0.00374595j 0.0109925-0.00147893j -0.00963719-0.00135291j -0.0101545+0.0018383j 0.0112847-0.00128872j -0.00855746-0.00893872j 0.00111476-0.00443328j 0.00139134+0.00615317j -0.00997919-0.00224498j 0.00275977+0.0175536j -0.00788303-0.00635668j -0.00156232+0.0102406j 0.00955103+0.0050577j -0.00288839-0.00432957j 0.0131241-0.0112072j -0.000395039-0.01252j -0.00490779-0.00520934j 0.00735052-0.0122905j 0.00251613+0.00839314j 0.009582-0.00169263j 0.0014814+0.00131096j -0.000384811+0.0051482j -0.00615279-0.00927841j -0.0176451-0.00584691j 0.00512354-0.0118572j -0.0226469+0.00563545j 0.00559664+0.0185045j 
-0.00415626+0.0043235j -0.00354795-0.00331719j 0.00301358+0.00422303j 0.0125065+0.00119898j 0.00228369+0.000233322j 0.00223934-0.0066521j 0.00605028+0.000410019j -0.00540253+0.00406433j -0.00108193+0.00382571j 0.00621043+0.0035978j -0.000625583-0.00533363j 0.000822967-0.00130749j 0.00905599+0.0103784j -0.00215283-0.00299037j 0.00138638-0.00514459j -0.00129116-0.0136383j -0.0017658+0.00102144j -0.00444963+0.00566521j -0.00197023+0.00621463j 0.00527012+0.00471653j -0.00442228+0.00261698j 0.00573893-0.000652542j 0.00525608-0.00557645j 0.00385738+0.00351069j 0.00268765-0.00606805j 0.00668808-0.00328603j -0.00833253+0.00202458j 0.00455995+0.00967079j -0.00277396-0.00268283j 0.000602883+0.000185712j 2.60757e-05+0.00164165j -0.00968033-0.00284551j -0.00626947-0.00757634j 0.00207243-0.0064312j 0.00166762-0.00907194j 0.000644867+0.00218659j -0.0139207+0.00353925j -0.00132664+0.00573327j -0.00401982-0.00579482j -0.0021843+0.000215373j 0.000916983+0.00592214j 0.002375+0.00638632j -0.00296452-0.00293368j 0.00328217+0.00518132j 0.0017927+0.000325006j 0.00224668-0.00469261j -0.00065218-0.000133667j 0.00284099+0.00251178j -0.000142679-0.0023935j 0.00091632-0.000430909j 0.000276721+0.000484006j 0.0058571-0.000567434j 0.00227421+0.000715634j -0.00140375-0.00176331j -0.00886487-0.00375368j -0.000771738+0.00214985j -0.000276152-0.0043633j 0.0055033-0.00154941j -0.00527251-0.00457404j -0.0105224+0.0061645j -0.00332318+0.000324967j -0.0033162-0.00415943j 0.00143945+0.00577604j -0.000151815+0.00111872j 0.00470214+0.00715123j -0.00381319+0.000602538j 0.00185323+0.00389141j -0.00950286-0.00302508j -0.0152338-0.00338252j -0.0178006-0.0099319j -0.0122365-0.00781461j -0.000906764+0.00518424j 
0.00928244+0.00830839j -0.00794396+0.00937474j 0.00372759+0.000641687j -0.0045658+0.00454308j -0.00199852-0.00463796j -0.000559458-0.000836685j 0.00265391+0.00339823j -0.0127906-0.00752499j 0.00665679+0.000596145j 0.00315122+0.00450565j -0.00451831-0.00465959j -0.00185438+0.0071729j -0.00501545-0.00279385j -0.00323333+0.000868015j -0.00499314-0.00950663j -0.0110288+0.00621184j -0.00368075+0.00318899j -0.00374129-0.0101041j 0.00172329-0.00295339j 0.00654253-0.0152368j 0.00313935-0.00644963j -0.00409829-0.00160343j -0.0139191-0.0111144j -0.00347803-0.01146j -0.000367349-0.00301117j 0.00182534-0.00427379j -0.00618334-0.00351144j -0.00633821+0.00293828j 0.00429804+0.00352251j 0.000696526-0.00836718j 0.0159966+0.00542109j -0.00810403+0.00611078j 0.00572043-0.0114784j 0.00547167+0.00213375j 0.0137268+0.00726337j -0.00925551+0.00568391j -0.00341587-0.00311601j -0.0031142-0.00698025j -0.000412907+0.000374115j -7.56659e-05-0.00180184j 0.00745442-0.00205045j 0.00310933+0.00418435j -0.00186784+0.00342303j -0.00154243-0.000437113j -0.00598847+0.000260408j -0.00428952+0.000639518j 0.00841504-0.00397171j -0.00781944+0.0037598j 0.00400095+0.00699757j 0.00627387+0.00220472j -0.0118895+0.00393622j -0.0063252-0.00744606j 0.00425469+0.00150202j 0.00515728+0.00910234j 0.0106076+0.00728105j -0.000812719+0.00305384j 0.0011746+0.00546147j -0.00634168-0.00677272j -0.00418055+0.00409974j 0.00762893-0.00153352j -0.00348538+0.00323283j 0.000440886-0.00560355j -0.00422311-0.00846483j 0.00364544-0.000158485j -0.00492275+0.00622074j 0.00955719-0.00715507j 0.0163075-0.00516078j 0.00873572-0.00911675j 0.00408255-0.00625383j 0.00180732-0.0384319j -0.00542295+0.0106336j 0.0192515+0.0151546j 
-0.0108973+0.00291746j -0.00576854-0.0130458j -0.000890089+0.00449876j 0.0124783+0.000364198j 0.00252761+0.00324662j 0.00124706-0.00594091j -0.00148184-0.00481373j 0.00125826-0.00377184j 0.00217455-0.00316933j -0.000245061-0.00497369j -0.000641214-0.00307181j -0.00528604+0.00255502j 0.00320873+0.00426046j -0.000511034-0.000226274j 0.00366268-0.000442435j 0.00751017-0.00458177j 0.00184155-0.0113063j -0.0102272+0.00798222j -0.00376296+0.00565565j 0.0117023+0.00541554j 0.00127815-0.00630607j 0.00181806+0.00468423j 0.00091697-0.00774409j -0.000216248-0.00021968j 0.00220603-0.00671109j 0.0156579-0.00602906j -0.00360879-0.00521195j 0.00444981+0.0062117j 0.00361673+0.00187256j -0.00190097+0.000798079j -0.00557334+0.00898624j -0.00197571-0.00228649j -0.0111425-0.000752517j 0.00512233-0.0078488j -0.00168733-0.00374847j 0.0116174-0.00217606j -0.0157587+0.00616741j 0.00823935+0.00534159j 0.000826707-0.00435724j 0.00731526+0.00105461j 0.0114813+0.00582747j 0.00458937-0.00182101j 0.000427098-0.00139927j -0.00238405+0.0130257j 0.00273192-0.000233674j -0.00296481+0.00213287j -0.003892-0.00221167j 0.00721067-0.00325779j -0.0010322-0.00580515j 0.0100148-0.000879456j 0.00165292+0.00185447j -0.00378209+0.000142854j 0.00414315-0.00421862j 0.00405666-0.00246833j -0.0211144-0.000218762j 0.00588579-0.00298035j -0.00289829-0.011298j -0.0120309+0.000467407j -0.00855798-0.00324521j 0.00377794+0.0236289j 0.00205454+0.000496268j -7.31083e-05-0.00526531j -0.0138123+0.00710414j -0.0106447+0.00274229j -0.00886698+0.00468124j 0.00218535-0.00625357j -0.0224661-0.0135768j -0.0140497-0.00510735j 0.00676689-0.014231j -0.0283759+0.0011393j -0.00759887-0.0130344j -0.00556218+0.007442j 
-0.00342237+0.00413676j -0.00315264-0.00610678j 0.00323173+0.00092239j -0.00177697-0.000887832j 0.00105968+0.00143385j 0.00365542-6.25305e-05j -0.00113778+0.00194893j 0.00330841-0.0028933j 0.00409027-0.000652175j -0.00149302+0.00110353j 0.0017555-0.00166899j -0.00284349+0.000478914j -0.00746403-0.00721829j -0.00206834+0.000236869j -0.00500709+0.00271226j 0.000764029+0.00299133j 4.20939e-05+0.00187297j 0.000886083-0.00321774j 0.00128443-0.00586227j -0.00133571-0.00557437j 0.00223613-0.00184153j -0.00992707-0.0011467j -0.00621463-0.00278945j 0.00232504-0.00108181j -0.00325127+0.0052483j -0.000330963-2.34318e-05j 0.00328918-0.00414763j 0.000545601-0.00347792j 0.00510653+0.00807641j 0.000268644+0.00153048j 0.00160093+0.00203912j 0.00250724+0.00575965j 0.00376948-0.00653527j 0.000996273+0.00459946j -0.00815481-0.00215786j 0.00186387+0.00105038j 0.00156798+0.00184782j 0.0108535+0.000172785j 0.00415989-0.000646197j -0.00532239-0.00189156j -0.00126987+0.00235592j -0.000558045+0.00309644j 0.00335221+0.00440869j 0.00171952-0.00031882j -0.00704387+0.0091682j -0.00377708+0.000289492j -0.00468974-0.000139423j 0.00734573+0.000971151j -0.0115461-0.0173727j 0.000751205+0.00604917j 0.00266549-0.00784981j 0.00251641+0.00152002j -0.00985994-0.00867473j -0.00801237-0.0134348j -0.00852891+0.0118069j 0.00231642-0.00904885j -0.0134232+0.0129094j 0.00137801+0.00375054j -0.00791337-0.0135109j 0.00855529-0.000523503j -0.00205721-0.000913028j 0.00227408-0.00281852j 0.00780847-0.00553725j 0.00154374+0.00213606j -0.00562587-0.010415j 0.00010865+0.0162629j 0.000873258-0.00379107j -0.00291259-0.00868633j 0.0141169+0.00333344j 0.00269145-0.00431536j -0.000228072-0.00238493j -0.00434981+0.00554492j 
0.00377755-0.00775877j 0.00693695+0.00354901j -0.000314967-0.0014272j -0.00678774+0.00260514j -0.000908425+0.000494231j 0.000256633-0.00263964j 0.000898455-0.00159078j -0.00275348-0.00089272j -0.00151616-0.000756075j -0.000831097-0.00026613j 0.00340276+0.00640538j 0.00204756+0.0045351j -0.00499023+0.00120604j 0.000643606+0.000379249j 0.0017189+0.000419692j 0.00285637+0.00520214j 0.000255217+0.00205298j 0.00090044-0.00338497j -0.00484116-0.000545032j -0.00489946-0.00300072j -0.00167751-0.00141483j -0.000384691-0.00272672j -7.77466e-05+0.0039387j -0.00346304+0.00146662j -0.00717835+0.0037797j -0.0066982+0.00216407j 0.00701359+0.00236139j -0.00151247-0.00152125j 0.00290314+0.00406671j 0.00210406-0.00723746j 0.00197132+0.00348222j 0.00744022-0.00466379j 0.00635642+0.00817852j -0.00109068-0.000540051j 0.000735167-0.00312067j -2.22032e-05-0.00193115j 0.00143547-0.00255484j -0.00330194-0.00170068j 0.00244836+0.00165083j 0.00380652+0.00223833j -0.00073559-0.00760369j -0.00559066-0.0059528j -0.00393638-0.00431594j -0.00484539-0.00223961j 0.000792526-0.00679378j 0.0081278-0.00577574j 0.00353006+0.00969081j 0.00378552+0.00744689j 0.0106404+0.00708247j -0.0120858-0.00439896j 0.00438242+0.00599278j -0.00319823+0.00414579j 0.00585326-0.00621135j 0.0069602+0.0110874j 0.000848346-0.00729622j 0.00447968+0.0063089j -0.00104475-0.0107641j 0.00625048-0.00881144j 0.00603859+0.00102121j -0.00204587+0.000389196j -0.00265976+0.00338985j -0.00555399+0.0133604j 0.00203606+0.0119273j 0.00559986+0.00697677j 0.00884081+0.00672898j -0.011423-0.00327124j 0.00159186+0.0078229j -0.00176112+0.00319269j -0.00889372-0.000579211j -0.00105883+0.00536344j 0.00853028+0.0021098j 0.00185517-0.0056937j 
0.00250398-0.00592156j 0.007624+0.00370717j 4.6332e-05+8.67285e-05j -0.00541494+0.000984539j -0.00193048-0.000449392j 0.00513111-0.00259803j -0.00251753+0.00159237j 0.00353781-0.000792298j -0.00441801+0.000113682j 0.00268062+0.00319792j 0.0026115+0.00380724j 0.00592797-0.00254117j -0.00258702+0.00379191j 0.00197222+0.000175708j 0.000428464+0.00410187j -0.00587238-0.000122495j 0.00351736+0.00979253j 0.00319681-0.00153287j 0.00292715-0.000883486j -0.0103042+0.00205815j 7.00341e-05+0.00934593j 0.00250208+0.00586123j -0.00126377+0.00772012j 0.00256222+0.00539075j 0.00218588-0.000120055j -0.00772365+0.00398218j 0.00020057+0.00763334j 0.00382758-0.00783591j -0.0043856+0.00597578j 0.00857894+0.00276585j -0.00409792-0.00146174j 0.0049353+0.00145787j 0.00481051+0.00509723j -0.00510087-0.00502794j 0.00501076-0.00402451j 0.00182064-0.0059724j -0.0034569+0.00161849j -0.00105853+0.00195428j -0.010815-1.35028e-05j -0.00337274-0.00254975j -0.000158237+0.00474722j 0.00493025+0.00332674j 0.00342581+0.000737624j -0.000380145+0.00215954j 0.00892476-0.00442967j 0.00572665+0.00213505j 0.00538773-0.00165682j -0.00949737-0.00539138j 0.00511903+0.0068038j 0.00567466-0.0112465j -0.00336473+0.0046591j 0.0043982+0.00565692j 0.00725315+0.00305267j -0.00378075-0.00118795j 0.000628274-0.00543937j 0.00285877-0.00200349j -0.00058414-0.00134079j -0.00338553-0.0001269j -0.00553656+0.00847419j -0.0137355+0.00314459j 0.00232134-0.00214341j -0.00464637-0.00413346j -0.000777149+0.00815664j -0.00724971+0.00280719j 0.00774114+0.0103554j 0.000218104-0.00709507j 0.00340188-0.00139654j -0.000792223+0.00264495j -0.00254019-0.00176435j -0.00431689-0.00236668j 0.00332099+5.1265e-05j -0.00205162-0.00339189j 
0.000853003+0.00117073j -0.000954034+0.00220076j -9.07637e-05-0.00332208j -0.00189651-0.000358732j -3.30862e-06-0.000370427j -0.00539339-0.00144881j -0.0038116-0.00285379j -0.00528472-0.00201333j 0.00185689-0.00488949j 0.000639162-0.00100762j -0.00200837-0.00349484j -0.00270545+0.00290822j -0.00279097-0.00270924j 0.0037525+0.000714765j -0.00348381+0.00140035j -0.00400284+0.000819744j -0.00418397-0.000750861j -0.00136347+0.0020654j 0.00435004-0.00124836j 0.000430437-0.00390982j -0.00179181+0.00109421j -0.00325528-0.000937853j -0.00752768-0.00450594j 0.00152869-0.00121648j -0.00239533-0.00257393j 0.00570453-0.0013478j 0.00332397-0.00032134j -0.000896066-0.00266629j 0.00380954+0.0022898j -0.00388104-0.00637394j 0.0054424+0.00475747j -0.00391001-0.00327341j 0.00177643+0.00380275j -0.000159464+0.00383819j 0.00179448-0.00123603j -0.000128139-0.00697619j 0.00178206-0.00179182j -0.00602527+0.00324703j -0.00682582-0.00580617j -0.00309372-0.00943342j -0.00415699+0.00273186j 0.00380531+0.00826484j -0.00225715-0.00214726j 0.0063476+0.00369741j 0.00780525-0.00183696j -0.00234429+0.0017113j 0.00536459-0.0097268j -0.00715912-0.00955445j 0.00196048+0.000627057j 0.00278689-0.00815391j -0.00227309-0.00662216j 0.0149276-0.00281295j -0.00100307+0.00960336j -0.00768881-0.00725292j 0.00133791-0.00857421j -0.00597009-0.00532509j 0.00098175-0.00180342j 0.00290632+0.00304965j 0.00119357-0.000462539j -0.0161192-0.00452988j 0.00468608-0.00795462j 0.000647041-0.00166027j 0.003872-0.00528371j -0.00305315-0.00313233j 0.00694621-0.00244402j 0.000890433+0.000556927j -0.0049111-0.000784073j -0.00053728+0.00652143j -0.00580193-0.00157447j -0.000204369+0.00518331j -0.00179137-0.0024865j 0.000164968+0.00140144j 
