-0.131066+0.142641j -0.147908-0.144408j -0.141125+0.179992j 0.187139+0.0568193j 0.0923991-0.0637281j 0.0620521+0.170897j 0.0143147-0.252556j -0.200209-0.0406304j 0.0360874+0.145877j 0.0340913+0.0789713j -0.0501805+0.0736164j -0.141918+0.0448186j -0.0729201+0.0568411j 0.064865-0.125913j -0.0636084-0.0396581j -0.120378-0.093895j 0.178815-0.0250016j -0.21961+0.0980193j -0.0569061+0.0907674j -0.0248881-0.0154816j -0.0944349+0.00637665j -0.0726223-0.0519419j 0.105986+0.165179j 0.00646872+0.00075163j -0.0258578-0.156816j 0.149418+0.0204173j 0.12317+0.0714643j -0.0345554+0.125579j 0.0531705+0.165734j -0.0933094+0.0241587j 0.206731+0.102086j -0.0928556+0.21089j -0.211523+0.127832j 0.128599+0.191544j 0.0255518+0.074482j -0.0563426+0.0315024j -0.0597186-0.000766493j -0.026376+0.0844468j 0.0462625-0.0388601j -0.0281221-0.0243649j -0.0164583-0.0144722j 0.0226539+0.0187826j -0.0369322-0.022014j 0.050702-0.00358244j 0.022798+0.020725j 0.0166408-0.00910737j -0.00308626+0.03438j 0.0178051+0.0536256j -0.00705429-0.000646019j 0.0129365-0.0192315j -0.0454408-0.0063341j -0.0171269+0.046594j -0.0303639-0.0119221j 0.0252997-0.0101185j 0.0049404+0.0215582j 0.00237661-0.00427848j 0.0122805-0.0204041j -0.0219538+0.022083j 0.0103964+0.0384173j 0.00439918+0.0147692j -0.0160019-0.00761885j 0.0373722-0.0163222j 0.00369192-0.0177921j 0.00197007+0.0171177j -0.0118776-0.0168156j -0.0061196+0.0297486j -0.0373526+0.00144636j -0.00837578+0.00050996j -0.0312737+0.00659219j -0.00725381-0.0326453j -0.0769516+0.0125854j 0.0113698+0.0761204j 
-0.00194945-9.53346e-05j -9.1199e-05+0.00325423j -0.000453309+0.00178161j -0.00289623-0.00361174j -0.000702114+0.00166511j 9.06182e-05-0.000640085j 0.00130491-0.00318596j 0.00362752-0.00234774j 0.00314521-0.001278j 0.00410432+0.0010928j -0.00605088+0.00144032j 0.00220184-6.48138e-05j 0.000412758-0.000507258j 0.000771451+0.00181818j -0.00136394-0.000494673j -2.78222e-05+0.000331672j -0.002951-0.000509961j 0.00193424+0.000395079j -0.00410109-0.00187047j 0.00039728-0.000839365j -0.000436939-0.00481166j 0.00548117-0.00110546j -0.000147096+8.32935e-05j 0.00123511+0.000936922j -0.00136271-0.000105265j -0.0038375+0.00507884j 0.00126679-0.00316248j 0.00063558-0.00119227j 0.00113694-0.00164131j 0.00281091-0.000320174j -0.00375401-0.00291739j 0.00358965+0.00389739j 0.000808451-0.0046509j 0.00401389+0.00249221j -0.00301137+3.15041e-05j -0.00402236-0.00213879j 0.00241874-0.00063702j 0.0018191-0.00781899j 0.00207497-0.000216588j 0.00289573+0.00206533j -0.00421327-0.00723169j -0.0048581-0.00990678j 0.00160069+0.0115901j -0.00242494+0.00128384j 0.00129137-0.00644731j -0.00066455+0.00421775j -0.00378474-0.00331836j 0.0022943+0.0059586j 0.00730253+0.00373794j 0.00179961+0.00690654j -0.0010211+0.0010181j 0.00485392+0.00358383j -0.00107972-0.00270553j -0.00292194+0.005023j 0.0048711+0.00868218j -0.000726537+0.000965208j -0.00447264+0.00413661j 0.00536573-0.00297614j 0.000548769-0.00221208j 0.00329537+0.00323916j 0.00740057-0.00192188j 0.00515226+0.000670188j -0.00187249+0.00140519j -0.00503139-0.000993882j -0.00116349+0.00132459j 0.00202264+0.000352008j -0.00218505-0.00480403j 0.000593239-0.00135019j 0.00104968-0.00351153j 0.00543619+0.00588861j 0.000815679+0.000134846j -0.00136201-0.00188594j 
-0.00232652+0.000220451j 0.000406561+0.00434239j -0.000238155-0.00184186j 0.000874694+0.00147868j -0.00015621-0.00231047j -0.00289377-0.00043838j 0.000458825-0.00475101j 0.00268158+0.00124139j 0.00073661-0.00282905j 0.00424433+0.00483778j 0.00146978+0.00119038j 0.00398433-0.000300775j -0.00143558-0.00144251j 0.00144225-0.00607587j -0.00418391-0.00320034j -0.00255449-0.00152797j -0.00820598-0.00448713j -0.00385187-0.000740526j -0.00134075+0.00237567j -0.0023037-0.00277381j -0.0062076+0.00304519j 0.000284311+5.22257e-05j 0.00312713+0.00160205j 0.000326425-0.00368319j 0.0072189+0.00400921j -0.000278112+0.00369281j -0.00238076-0.00492035j -0.000198978-0.00229379j -0.0021722+0.00256033j 0.00248735-0.00240077j 0.000329269-0.000967405j -0.00399982+0.00180438j -0.000159191+3.67225e-05j 0.00111632-0.00304639j 0.00118093+0.00113267j -0.00499999-0.00190788j 0.00109832-0.00183281j 0.00259189+0.00208122j 0.00121957-0.000119531j 0.00197874+0.00511289j -0.00210727-0.0018051j 0.00173925-0.0030991j 0.00225116+0.00157138j 0.00224312-6.79434e-05j 0.000466112+0.00197012j 0.00316789-0.00323259j -0.00143987+0.00169588j 0.00191545+0.00178511j 0.00231085+0.00353147j -0.00270082-0.000560916j -0.00165893-7.62857e-06j -0.00227368-0.000579487j -0.00351022-0.00322463j -0.00126288-0.000100744j 0.00340006+0.00581303j -0.00153795-0.000126199j -0.000710245-0.00340449j 0.00132045-0.00347703j -0.000638697-0.00327621j 0.00462438+0.000294089j 0.00267311-0.00232763j 0.00710792+0.00126644j -0.00145124-0.000760741j 0.00124159-0.00124715j 0.00212738+0.00476844j -0.00282355-0.00296746j 0.00524062+0.00450987j -0.00025827+0.000936765j -0.000827895-0.000498394j -0.00356435-0.00490966j -0.000154386+0.00130112j 0.00205577+0.000562952j 
0.0064498+0.000644503j 0.00341686+1.04668e-05j 0.00505792-0.00731895j 0.00714207+9.033e-05j 0.00115057-0.0028235j 0.00246102+0.000152146j 0.00399739+0.000842087j -0.00182644+0.00191329j -0.00420438-0.00300165j -0.000338733+0.00164323j 0.00331451-0.00347429j -0.00506708-0.00235616j 0.00374705-0.00167756j 7.31877e-05-0.00318892j 0.00163564-0.000982383j -0.0014995-0.0024378j 0.00209766-0.00250098j 0.00201864-0.000173092j -0.00482567+0.00220746j -0.002277+0.00201405j -0.000941251+0.000341634j -0.00329232+0.00179675j -0.0038725+0.00149865j -0.00170082+0.00155558j -0.00178548+0.00270762j 0.00267636-0.00746011j -0.00199132-0.00172123j -0.000801585+0.00506846j -0.00123123+0.00172495j 0.000102615-0.00194423j 0.000231877+0.000572071j -0.00557253-0.00423616j 0.00100897+0.00947923j -0.00789721+0.00231227j 0.00025413+0.000707236j 0.00757127+0.000244959j 0.00135679-0.00635044j 0.00506535+0.00656671j -0.00444674-0.00563637j 0.00853472+0.00404174j -0.00940146+0.000105948j 0.000738378-0.000239497j 0.00474913-0.00637693j 0.00474325+0.00564335j -0.00419038+0.00516434j 0.00620026-0.00131778j 0.0029556+0.00269458j -0.00288328-0.000853237j 0.00767874-0.00579717j 0.0110402-0.00294565j 0.00148688+0.0034097j 0.000887368+0.00437612j -0.0061248+0.000737145j 0.00233684+0.00478318j -0.00431682-0.000806772j -0.0070101+0.000631953j 0.00253413+1.5959e-05j 0.0045356+0.000157774j 0.00316866+0.00438882j -0.00235096+0.00200573j 0.000513597-0.00134051j -0.003102-0.00109796j -0.000223647+0.00296069j 0.00301928-0.00757849j -0.00652477-0.00312629j 0.00257148-0.00246351j -0.00249077+0.00951944j -8.16077e-05+0.00264354j 0.000867087-1.37099e-05j -0.00666357-0.00378677j -0.000331928+0.000405303j 6.71321e-05+0.00151204j 
-0.0095674+0.00328497j -0.000486011+0.0102446j -0.00676387+1.82087e-05j 0.000246931-0.00551271j -0.00340072-0.00247364j 0.0022671+0.000229358j -0.000406632+0.00444256j -0.00199665-0.0042902j -0.00585691+0.0046199j 0.00344445-0.00204552j -0.00478761-0.00120496j -0.00417426+0.00549808j 0.00529641-0.00326538j -8.22634e-05-0.00545657j 0.00144705+0.00460825j 0.00142722-0.00544689j 0.00419156-0.00433054j 0.000130363+0.00158021j -0.00166467+0.00109394j -0.0010672-0.000264112j -0.00215568-0.00343584j 0.00157623+0.000321132j 0.000490777+0.00192592j -0.0024326-0.00216654j -0.000263848-0.000797004j -0.000459625-0.00472655j -0.00614726+0.000193768j -0.00689052+0.00030201j 0.00419187+0.00723182j 0.00552459-0.00337723j -0.00142161-0.00319079j -0.00594217+0.00517261j 0.00335354-0.00528307j 0.001753+0.00217184j 0.00187992-0.00292761j -0.00426766-0.00213583j 0.00111986+0.00183621j 0.00454745-0.00454548j -0.000749083+0.00457442j -0.00554093+0.00173805j 0.00134015-0.00577605j -0.00348291+0.00296646j 0.00314643+0.00287918j 0.00153443+0.00328031j 0.00623656-0.00699482j 0.00518874-0.00135325j -0.00129138+0.0014282j 0.00594846-0.00446464j 0.00748373+0.00426132j -0.00617506+0.00517008j -0.00369149+0.00167481j 0.00288993-0.00283249j -0.0034519+0.000133221j 0.000116309-0.00608619j 0.00418032-0.00397462j -0.00349628+0.00464791j 3.16723e-05+0.00157878j -0.00391255+0.00118413j 0.00179015+0.00294825j 0.00615171-0.00156879j 0.00476451+0.000836554j -0.000557381-0.00145914j -0.00068231-0.00275289j 0.00128831+0.00426788j -0.00549842+3.088e-06j 0.00125485+0.00140557j -0.00341204-0.00353979j -0.00127044-8.25065e-06j -0.00248361-0.00325262j 0.00167046+0.00250906j -0.00247835+0.00123664j -0.00272033+0.000210123j 
0.000261067+0.0149066j 0.0128124-0.0022937j -0.000732954+0.00788296j -0.00369153-0.000248395j -0.00223157+0.00365562j -0.00166374-0.00442008j 0.00143217+0.0011504j -0.00277157-0.00204707j -0.0040211+0.00246986j -0.00262705+0.0103367j -0.00148981-0.00135824j -0.0102157-0.00608336j 2.30519e-05+0.0029315j 0.000799839-0.00718958j -7.19798e-05-0.000993502j 0.000715529-0.000533431j 0.00565097+0.00176796j 0.00596985+0.00567603j -0.00140035+0.00063043j -0.00391147+0.00405606j -0.00109809+0.00154138j 0.00160297-0.00137337j -0.00307655+0.000776462j 0.00304143+0.00507297j -0.00146463+0.000901636j -0.00110079-0.00379658j -0.00441445+0.00104793j 0.00729912+0.0053736j 0.00732754+0.00156604j -0.00619981-0.0060054j -0.00685867+0.00791784j 0.00153309+0.00345669j -0.000219673-0.00100522j 0.00525913-0.00950284j -0.00250599+2.91343e-05j -0.00481452-0.000339409j -0.00222527-0.00035867j -0.000276971+0.00870734j 0.000157589-0.00686753j -0.00381859+0.00539263j 0.00224089+0.00362272j -0.000601447-0.000429144j -0.00589968-0.000444296j -0.00196796-0.00494427j 0.000613697-0.0037205j -0.00276658-0.000268739j -0.00266039+0.00179879j 0.00112132+0.00579609j -0.00548274+0.00608999j -0.00647893+0.0070446j -0.00599493-0.00298838j -0.00350221+0.00108272j -0.00257624-0.000811767j -0.00024622-0.000737207j 0.00421817+0.00149847j 0.00685305-0.00611147j 0.000706753-0.000846877j -0.00832846-0.00260795j -0.0106614+0.00330821j -0.00273697+0.000791854j -0.00142667+0.0023423j 0.0044509-0.000403092j 0.00241224+0.000795185j -0.00285616-0.00365453j -0.000373108+0.00242441j -0.00814493-0.00425216j 0.000157867+0.00457591j -0.000194785+0.000244153j 0.000541995+0.00418214j -0.00298438-0.000704497j 0.00171845-0.000503611j -0.00087832+0.00354649j 
-0.0086028+0.00335287j 0.00133818+0.00395335j -0.00139008+0.00176763j 0.000304704+0.00213335j 0.000579651-0.0017966j 0.00157932-0.000120085j 0.000810593-0.00115551j -0.00108552+0.00243552j 0.000961153-0.00016283j 0.00541605-0.00215003j -0.00219586+0.00130447j 2.46432e-06+0.0025611j 0.00379614-0.00265881j -0.000823237-0.000600588j -0.00163131+0.00168734j -0.000431779-0.00349504j 0.00451986-0.00183127j -0.00398615-0.00252008j -0.00253526+0.0010632j 0.000584125-0.0011004j -0.00165854-0.00281025j -0.00347466+0.000882534j 0.00117161-0.000185815j -0.000134002-0.00327739j 0.00177979+0.00287543j 0.00171436+0.000566848j -0.00139232-0.00120557j 0.000216731-0.00231429j 0.00258358+0.00176899j 0.000316543-0.00169906j -0.00212207+0.00215357j -0.00146202+0.00385704j 0.00206476-0.00403659j 0.00170231-0.0026955j 0.00313573-0.00153502j 0.00309055-0.00298673j 0.000718518+0.00650051j -0.00337642+0.00646121j 0.00682428+8.31393e-05j 0.00175673-0.00128347j 0.001409+0.00373748j -0.00151577-0.00127855j -0.00193733+0.00316686j 0.00188865-0.0017924j 0.000577336-0.0021355j -0.00328385-0.00486477j 0.000797076+0.0035595j 0.00145007+0.00366755j -0.00093316+0.00224449j -0.000928291+0.000968324j -0.0019524+0.00285564j -0.001387+0.00325366j 0.00399072+0.0026288j 0.00315833-0.00141595j 0.0010325-0.00032706j 0.0038931-0.000561954j 0.00362955+0.000639814j -0.00218927+0.000214537j -0.00284925+0.0002347j -0.000569094-0.00125873j -0.00148285-0.00291351j 0.00237069-0.000404714j -0.000148131-0.00432296j -0.00258182+0.000464726j 0.00187041-0.000794756j -0.00433491+0.000635297j -0.000621183+0.00148278j -0.000715804+0.000484209j -0.000870209+0.00196502j -0.000836959-0.000572922j -0.00219346-0.000510378j 0.000518303+0.000920411j 
0.00328098+0.000558673j -0.000169218-0.00320253j 0.00181274+0.00285258j -7.8342e-05+0.00218802j 0.000846665+0.000340502j -0.00249143-0.00207055j 0.00235003-7.86705e-05j 0.00235556+0.00458342j 0.000488708-0.000858877j -0.000371591+0.000857048j 0.00351808+0.00119904j 0.000211708-0.00277721j -0.00120469+0.000542541j -0.000934552+0.000783715j -0.000260666-0.00239645j -0.000518205+0.00152773j 0.00116323+0.000626141j 0.000697758-0.000538993j -0.00140485-0.00273489j -0.000169096+0.00126573j 0.000764644+0.00368754j -0.00303341+0.000747231j -0.00254966-0.00165011j 0.00083316+0.00025599j 5.601e-05-0.000838669j 0.00110144+0.00152897j 0.00240862+0.00192163j 0.00157416+0.000729768j -0.00182795-0.00325379j 0.001406+0.000552667j -0.000621055+0.00225654j -0.000170974-0.00161083j -0.00082734-0.00148922j -0.0001835-0.00254038j 0.00195085+0.00280089j -6.31539e-05+0.000439737j 0.00348721+0.0027733j 0.0052719+0.0108117j -0.00196579-0.00119679j -0.00243166+0.00297743j 0.00235635+0.00132219j 0.00195117+0.00633804j -0.00196803-0.0085485j -0.0074431-0.000918554j -0.000918775+0.00883055j 0.00413529-7.16854e-05j 0.00442185-0.00117621j -0.000362196-0.00510072j -0.00273814-0.00107852j -0.000898541-0.00130244j -0.00176664-0.000969723j -0.00295181+0.00196006j -0.0041947-0.00327684j -0.00114668-0.000298649j -0.00592559-0.00445066j -0.00105466+0.00195452j 0.0057572-0.00298194j -0.000291567-0.00329306j -0.00136448+0.00181101j -0.0043594-0.00176381j -0.000108458+0.0023143j -0.00193566+0.000673628j 0.000367241-0.00106485j 0.00223941-0.00129896j -0.00300244-0.0010921j 0.000727801-0.00521154j 0.000848509+0.00614789j -0.00109629+0.00045613j -0.00115662+0.00274516j -0.00175935-0.00146013j -0.00158151-0.00020292j -0.000510696+0.00160201j 
-0.00207506+0.000641758j -0.00431546-6.77666e-05j 0.00097638+0.000951641j 0.000733385+0.00174416j 0.00121976-0.000519545j -0.00132434+0.000127499j 8.5129e-05-0.00402733j 0.00272505+0.0016805j 0.00309089-0.00241192j 0.000883973+0.00108591j 0.00257575+0.0007979j 0.00351207+8.24986e-05j -0.00312581-0.000174923j -0.000797226-0.0014637j -0.00204268-0.00155748j -0.00108097+0.000314467j -0.00486101+0.00179517j -0.00334718-0.00151846j 0.000712605+0.00256417j 0.000470745-0.00158681j -0.00164853+0.00228318j -0.000672261-0.000485633j 0.0024345+0.000208522j 0.00040002-0.00233914j 0.00498794+0.00146478j -0.000407642+0.0032583j -0.00134376-0.000815371j 0.000428288-0.00285592j 0.000809596+0.000235405j 0.000527603-1.91526e-05j 0.000861734-0.000377134j -0.0015301+0.00224164j -0.000457525-0.00262597j -0.000611672-0.00333881j 0.00106448+0.000507602j 0.000574054-0.00181021j 0.003016-0.00349166j 0.00387106-5.87521e-05j 0.00448727-0.00330848j 0.00237917+0.00341883j -0.00058176-0.00371486j 0.00754348-0.00615253j 0.0010743+0.001133j 0.00304069+0.000169522j 0.00114682+0.00330319j 0.00550408-0.00227509j -0.0018966-0.00146694j 0.000952848+0.00290862j 0.004545+0.000362235j 0.000316136+0.000158352j -0.00494761-0.00485141j -0.000930332+0.000648564j -0.00616314+6.04079e-05j -0.000884679+0.00153939j 0.00567277+0.00439388j -0.000445502+0.00180991j 0.00153972-0.00299095j -0.000473256-0.000767218j -0.00588706-0.00651384j 0.0056374+0.000709008j 0.003544-0.00181607j 0.00283644+0.00303015j -0.000421335-0.00452621j 0.000558108-0.00404385j 0.00255147+0.00368143j -0.00638728+0.00139147j -0.00115121+0.00236541j 0.001205-0.00158067j -0.000917436+0.000276886j -0.0010417-0.00423842j -0.00117597+0.00139126j 0.00227667+0.00366846j 
-0.00452562+0.000719318j 0.00045888+0.000887003j -0.000994211-0.00132016j 0.00263004-0.00103512j 0.000483117+0.00138159j 0.00245579+0.00176033j 0.000308266-0.000568614j -0.00225743+0.00154877j -0.000509713-0.00171033j 0.00203577-0.00158723j -0.000683792-0.00239494j -0.00514675+0.00108078j 0.00036367-0.00163392j 0.00067035-0.00133695j -0.000835286+0.000269811j -0.000950064-0.00200058j 0.00345104-0.00138656j -0.00299898-3.72015e-05j -0.00136888+0.000909794j -0.000470539+0.000905616j 0.000132903-0.0011244j -0.00224339+0.000806825j -0.000860893+0.00165051j 0.00142419-0.000802821j 0.00117583+0.00107649j 0.00172575-0.00176501j -0.000519136-0.00123177j 0.00141641+0.00201485j 0.004684+0.00235444j -0.000989487-0.00156104j -0.00331189-0.000505249j -0.00325278+0.00329946j 0.00309443+0.00243564j 0.00119901+0.00663544j -0.000297768-0.00315355j 0.00690193+0.00237526j -4.81667e-05+0.00938668j -0.00467689+0.00919865j 0.00248326+0.00247526j 0.00447428-0.0047327j 0.00194008+0.00265999j -0.00027969+0.000253519j -0.00231786-0.00740524j 0.000439162+0.00736076j -3.84667e-06-0.000176417j 0.00810493-0.00226523j 0.00530967+0.000910991j 0.000512924-0.00323842j -0.00255722-0.000615699j 0.00220471+0.00399669j -0.00614296+0.00657751j 0.00147067+0.00339423j -0.00379147+0.00258457j 0.000551623-0.0011209j -0.00227402-0.00203066j 0.000209499+0.000332373j 0.00263055+0.000225027j -0.00551094-0.000811583j -0.00621479-0.00280221j -0.00423053+0.000367627j -0.000420775+0.00121402j -0.00101888+0.00155928j 0.000330783-0.00320739j -0.00298588-0.00599041j -0.00243547-0.00302163j -0.00220759+4.90658e-05j -0.00493066+0.0054772j -0.00189488-0.000515857j 0.00390666+0.00118533j -0.0034512+0.001637j 0.000113008-0.00099505j -0.00074362+0.00222873j 
-0.00137924+0.00565825j -0.00228063-0.00123565j 0.000685441+0.00148836j 0.00280044+0.00244088j -0.000670221-0.00225088j -0.00235289-0.00137423j 0.00123318-0.00408616j 0.00274119+0.0026282j 0.00241739-0.000737803j 0.0047279-0.00101808j 9.93952e-05+0.00296928j -0.0022681-0.000987965j 0.000900126-0.0015876j -0.000229377-0.00403427j -0.00127642-0.00145872j -0.000698527+0.00126259j 0.00660645+0.00156911j -0.00322756-0.000223975j -0.0029756+0.00133648j 0.00115308-0.000567582j -0.00431546+0.0023131j -0.00316649-0.0010768j -0.00271494-0.00228065j 0.00345226-0.00141599j 0.00384232+0.00132557j 0.00237199+0.00519292j -0.00129114-0.00109158j 0.000305005-0.00148725j 0.00225789+0.00161189j 0.00299013-0.00154128j -0.00158283-0.000369376j -0.00307507+0.00416566j 0.00255132-0.000108839j -0.00408388-0.0024036j 0.00503647+0.00168113j -0.000731734+0.000777435j -0.00122318+7.9991e-05j 0.00267483+0.0035666j 0.00428616-0.000203954j -0.00514306+0.000938609j 0.00306466-0.00132501j 0.00748233+0.000486856j 0.00029387-0.00284362j -0.00112305-0.00261119j -0.000161889+0.0060309j 0.00966225-0.00247447j 0.00197406-0.00088751j 0.0029347+0.00171929j 0.00300016-0.00383643j -0.000975482-0.00217242j -0.00819069-0.00583707j 0.000164136-0.00211959j -0.00611737-0.00173001j 0.00210028-0.00150223j 0.00473306-0.00114191j 0.00156042+0.00342208j 0.00631213-0.00624625j -0.00530243-0.00101891j -0.00349206-0.0032598j 0.00498322-0.00152874j 0.000475655+0.000633246j 0.00197603+0.00339021j -0.000729975-0.00650593j 0.00221186-0.00277356j 0.00297537+0.000757547j -0.0048302-0.000118838j -0.00221258+0.000215304j 0.00161984+0.0018101j -0.00315546+0.00169168j -0.000828319-0.00374303j -0.00265341+0.0040498j 0.0016231+0.00483756j 
-0.00513945-0.00128888j -0.000114143+0.00599563j -0.00197191+0.00355285j -0.00450866-0.00347606j 0.00303987+0.00307285j -0.00190825+0.00182874j -3.97646e-05-0.000997414j 0.00103083+0.0036774j -0.000580783-0.00560257j 0.00154384-0.00554531j 0.00495058-0.000974139j 0.00292803-0.000763538j 0.00223333-0.00466934j -0.00235006+0.00429111j -0.00194463+0.00143953j -0.00128315-0.00321519j -0.000474401-0.00292383j -0.00221669-0.00373233j -0.000300744+0.00106997j 0.000149297+0.00105382j 0.000187211+0.000460396j -0.0049357-0.000148348j 0.00172957+0.000739609j -0.00109129-0.00431488j 0.00169944+0.0038559j 0.000513169-0.000481954j 0.00124952+0.000409565j -0.000944041-0.00115441j 0.0015345-0.000536427j 0.0037082-0.00329692j -0.00590215+0.00171975j -0.000938148+0.00339273j 0.00248438-0.00837049j 0.00524823-0.000897355j -0.0023211-0.00536207j 0.000727304+0.00442856j 0.00144029+0.00247018j -0.00322028-0.000841469j -0.00335499+0.00264715j 0.00267053+0.0022768j -0.00305535-0.000783051j -0.00899655-0.00328774j 0.00174406-7.11816e-05j 0.00281241+0.00165894j -0.00051765-0.00757957j -0.00133459+7.38336e-05j -0.000732575+0.00492311j 0.00265821-0.00250423j -0.000389982+0.00444157j -0.000141337+0.00514167j -0.0010192+0.00330752j 0.000278318+0.00338388j -0.0024437+0.00166669j 0.000649954-0.00177144j -6.28272e-05+0.000652095j -0.00174748+0.000374532j -0.00286369+0.00610512j -0.00101022-0.000847255j 0.000342966+0.000792609j -0.000378611+0.00297657j 0.00201132-0.000174679j 0.000456205-0.00053073j 0.000624594+0.00282453j -0.00182596+0.00102768j -0.00527828+0.00188609j 0.00238401-0.000170314j -0.0010096-0.000935169j -0.00171158+0.00235416j 0.00042226-0.00174971j 0.000127492+0.0019138j -7.21543e-05-0.000591311j -0.00119135-0.000764637j 
0.00248562-0.00193833j 0.0013776+1.13341e-05j -0.00261344-0.00438711j 0.00220084-0.007075j -0.00241321+0.00367036j 0.000856777-0.00120405j 0.00034319-0.00327221j -0.00101713-0.00185657j 0.000106132-0.0028046j -0.00248294-0.000276751j -0.00171381-0.000474924j -0.00102444-0.00164081j -0.00266853+0.00141051j 0.00150764-0.000156529j 0.00145635-0.000280991j -0.000396852-0.000312575j -0.00225661-0.000936222j 0.00109762+0.00201631j -0.000946011+0.00112214j -0.00047366+0.000569947j -0.00113014+0.00156942j 0.000406005-0.000462805j -0.000172662+0.00144005j 0.00157704+0.00233005j -0.000247044-3.06068e-05j -7.9692e-05-0.000282633j 0.000273718-0.000823005j 0.00271624+0.00164308j -0.00069898+0.00175821j -0.000681783-0.000599757j -0.00253432-0.00359615j -0.000925425+0.000616508j 0.0049608+0.00257304j 0.00279213+0.0103296j 2.21285e-05-0.00835411j 0.00454958+0.00149207j -0.00100064-0.00169365j -0.00591633-0.00149661j 0.00365973+0.00272815j 0.00472769-0.00400996j -0.00580473+0.00175589j -0.00167743+0.00397054j -0.00116553+0.00043658j 0.00364421+0.00548812j -0.00562328-0.00614882j -2.11557e-05+0.00279808j 0.00159447+0.000899599j -0.00268353+0.00050039j 0.00421947+0.00351732j 0.00767947-0.00220048j 9.31907e-05+0.00401003j -0.000758367+0.00276521j 0.0029708+0.000443787j 0.00100637+0.00333849j 0.00083793+0.00250528j -0.00450745+8.83074e-05j -0.00051165+0.00235317j 0.00204377-0.000153572j 0.00163044-0.00148727j -0.00225034+0.001549j -0.00166647-0.00120896j -0.00428749+0.000135608j -0.000636904+0.00196953j -0.00126156-0.00290811j -0.00314083-0.00187878j 0.00326944+0.00334714j -0.00054781+0.00204914j -0.000549632-0.000596705j 0.00269361-0.000598062j -0.000972068+0.00146654j 0.000908357+0.000122565j -0.000331205-0.00124785j 
0.00531751-0.00231892j -0.00347452+0.000166132j -0.00058768-0.00251004j 0.000808213-0.0047399j -0.000785729+0.000283312j -0.00168353-0.00324501j 0.00307565-0.00193373j 0.00465754+0.000448129j 0.00379547-0.00154796j -0.000510523-0.00105313j -0.000464373+0.00136292j 0.00290462-0.00344012j -0.00149757+0.00173063j 9.47024e-05+0.00159932j 0.000996127-0.00157558j 0.00217542+0.00439491j 0.000483415+0.00317567j 0.000316939+0.00105072j -0.00247977-0.00199867j 0.00157381+0.000272997j -0.00144017+0.00293239j 0.00132933-0.00145423j -0.00287212-0.00238392j 0.00184053+0.000197621j 0.00032559-0.00120326j 0.000592216+0.00623373j 0.0012203-0.00044558j 0.00156486-0.000870853j -0.00480491-0.00547045j 0.00319519+0.0024748j -0.00231861-0.00345171j 0.00338084-0.000280194j 0.00482959-0.00187053j 0.00248538+0.00601865j 0.00153153+0.00188039j 0.00130537-0.00460782j 0.0064306-0.00313047j 0.00271503-0.00300233j 0.00494828+0.00353883j 0.000685119-0.00172235j -0.00100859-0.00654678j -7.14745e-05-0.000593567j 0.00526685+0.00462234j 0.00206175-0.00573952j 0.00256483+0.00228984j 0.000266474+0.00105357j -0.00107824+0.000780034j 0.00292976+0.00224609j 0.00464384-0.00234217j 0.00012696-0.000754452j 0.00302262-0.000984956j -0.00157301+0.00105878j 0.00217447-0.00456821j -0.00034379+0.00301962j 0.0019133+0.000411672j 0.0022222+0.00382256j 0.000533792+0.00227811j 0.0026922-0.00253426j 0.00157154-0.0014245j 0.0017393+0.00176353j -2.51366e-05+0.000801214j -0.00144103-0.000610448j -0.0008756-0.00183641j 0.000751142+0.00195226j 0.0033218+0.00334004j 0.00184497+0.00171199j 0.00511798-0.00237407j 0.00516655-0.000451767j -0.00384808-0.00174972j 0.00542268+0.0013821j -5.18567e-05+0.0025432j 0.00211053-0.00255802j 
