0.00415681+0.000152256j 0.00851042-0.00457167j 0.00609787-0.00621712j -0.00403987-0.00030873j 0.0013793-0.00509798j -0.00282232-0.000780827j 0.0044978+0.00323695j 0.00575842-0.0059591j -0.00536127+0.00159248j 0.00320109-0.00407613j 0.0043264-0.00311809j -0.00826008-0.00127758j 0.00384444-0.00620439j 0.00230741-0.00518383j 1.60299e-05+0.000739558j -0.00120668-0.00147245j 0.00463062-0.00228155j 0.00526137-0.000723723j 0.00363537-0.000179557j -0.00322212-0.00052191j -0.000193732-0.0045446j -0.00212996+0.00102708j 0.00203077-0.000688193j -0.00176137-0.000976098j 0.000216918-0.000219512j 0.00431558-0.00374945j 0.000400072-0.0016352j -0.00149974-0.00040445j -0.00185068+0.00430402j -0.00437589+0.00297289j 0.00394976-1.84324e-05j 0.00315516+0.00470686j 0.00403042-0.00153973j 0.00523994-0.00346924j -0.00452438+0.00115474j 0.0044699-0.00158898j -0.00384724+0.00128969j -0.00286942-0.00266756j 0.00245181+0.0069082j 0.000273003-0.00505618j 0.0158365-0.0135004j 0.00562398+0.00435104j -0.00208619+0.0174507j 0.0217871-0.00261698j -0.00206431+0.000151302j 0.00357962+0.0235847j 0.0191636+0.00897207j 0.00889782-0.0224754j -0.00862247+0.0258707j 0.030323+0.00275049j -0.00138276-0.0841269j 0.126033-0.00745862j 
0.000772278+0.000796652j -0.00480342+0.000647191j 0.00439716-0.00117269j -0.00562501+0.00320014j -0.0010732+0.000620837j -0.000806392+0.00165031j 0.00265806-0.00165156j 0.010805-0.00634602j -0.00819803+0.00323967j -0.000460828+0.00264754j -0.00594474-0.000552335j -0.00812916+0.00736213j -0.00504738-0.00347996j 0.00159683+0.00127183j 0.0153528-0.00296069j 0.0130508-0.00502753j -0.0193158+0.00416616j -0.0213331+0.0056131j 0.0115018-0.00320151j 0.00964381-0.0101604j 0.0157047-0.0043415j 0.00799293+0.00342708j 0.0142887+0.000539322j 0.0132929-0.000292339j 0.0187942+0.00139636j -0.00723218+0.000696224j 0.0250071+0.00340198j -0.0083496-0.00158945j -0.00492425+0.00281233j 0.00203313-0.00530332j 0.0161238-0.00891628j -0.00421735-0.00300115j 0.0146966+0.009314j -0.00420504-0.00507644j 0.0212399-0.00720795j 0.0310644+0.00691311j -0.0309636-0.00979075j 0.00862717+0.000687248j 0.00758132+0.00464692j 0.00929794+0.00726452j -0.0159853-0.0055121j 0.0102574+0.00144113j 0.00125483+0.00455362j 0.00559415-0.00138502j -0.016697-0.00544471j 0.00566254-0.00139664j -0.000558417+0.00358992j -0.00346902-0.0014766j -0.00554711+0.00128967j -0.00415778-0.00359408j -0.00655059-0.000735955j 0.00239173-0.00331119j 
-0.0024147+0.000702623j -0.00277424+0.00022993j 0.00134346+0.000187027j -0.00129935+0.00135575j -0.0010736+0.0021374j -0.00660867+0.00174137j -0.00153446-0.00137873j -0.000611576-0.000264646j 0.0117491-0.00553103j 0.00109741+0.00252976j -0.00936405+0.00554678j 0.0104057+0.000671706j -0.00705777+0.00332521j -0.011138+0.00533953j -0.00513263+0.00611558j 0.0132212-0.00610304j 0.0250546-0.00821244j 0.000550723+0.000474876j 0.010976-0.00319306j 0.0207308+0.0042076j -0.00825365-0.00455488j -0.0412804-0.00209612j 0.0151157-0.000595876j 0.0195871-0.00460814j 0.0141235-0.00804121j -0.00837502-0.00240734j -0.0174166-0.00302109j -1.12725e-07-0.000580426j -0.0289577-0.00364358j -0.00954896-0.0120707j -0.000400609+0.000987363j -0.000430791-0.00758379j 0.025039+0.00400257j -0.0284843-0.0109243j 0.0152434+0.00278037j -0.0288174-0.00779013j -0.00326244-0.00435167j -0.00590814+0.00270348j -0.00211911-0.000335293j 0.00478419+0.000439909j 0.00618893+0.00424025j -0.00803742-0.00200456j -0.00636969-0.00127191j 0.000439875-0.000764296j -0.00856063-0.00248704j 0.00407959+0.000505137j 0.00372116+0.00235742j -0.000215981-0.000890216j 0.000704489+0.000773024j -0.0051165-0.0017857j -0.00300696+0.00261086j -0.00605044-0.000345686j 
0.000160877+0.000709575j -0.00566814+0.000532804j 0.00411718-0.00117507j -0.00999861+0.00458947j -0.00504034+0.00164849j -0.00611715+0.00344837j 0.00734627-0.00274329j 0.000102812-0.00625192j -0.000682673-0.00276965j 0.00672679+0.00098784j 0.0111369-0.00440087j 0.0123562-0.00306179j 0.0096567-0.00281776j 0.00995207-0.00296194j -0.00522289+0.00545242j -0.0317492+0.00500706j 0.00905064-0.00235921j -0.0361645+0.000644226j 0.0245094-0.000822039j -0.015849+0.00385085j 0.0102562+0.000404742j -0.0194142-0.00706542j 0.00572202-0.00880974j 0.00325208-0.0023384j -0.0147289+0.000868867j -0.00670055+0.00699706j 0.0055639+0.010119j -0.00319321-0.00555914j 0.0242854+0.00718513j -0.018881+0.00102513j -0.00991247-0.00301064j 0.00813736+0.00463564j 0.00964021-0.00660469j 0.0222779+0.00138985j 0.0360987+0.0018022j -0.00334877-0.00261705j -0.000537118-0.000413659j -0.0128315-0.00843993j 0.0035424-0.00139841j 0.0189214+0.00371687j -0.00155799+0.00787248j -0.00828046-0.00103107j -0.00393582+0.00297702j 0.0187443+0.00821542j -0.0119482-0.00513737j 0.0065519-0.00227874j 0.00496533+0.00353935j -0.00541998+0.000347952j -0.00479136+0.00316026j -0.00702055-0.00273272j -0.0100991-8.40851e-05j 0.00138033-0.00484551j 
-0.00175843+0.000228255j 0.0024985-0.000721856j 0.000305999+0.000332179j -0.000367675-0.0005613j -0.00235053+0.000977974j -0.0112021+0.00153167j 0.00149787+0.000828079j -0.00658686+0.00358293j 0.00742682-0.00729455j 0.0133222-0.00531338j 0.000505513+0.00346286j 0.00642291-0.00724193j 0.0105221-0.0011944j -0.0173893+0.00669927j -0.0309969+0.0149103j 0.00153042-0.000695009j -0.0423455+0.00380767j 0.0283643-0.000812759j 0.041008-0.00460613j -4.98829e-05+0.00512584j 0.00694812-0.00617072j 0.00155336+0.00314451j -0.0215626-0.00202215j -0.0159299-0.00550684j -0.0370466-0.00596097j -0.00238679-0.00873734j 0.0144135+0.000965518j -0.0542421-0.00738949j 0.00713517-0.00281076j -0.00949932-0.0054662j -0.00100419+0.000544336j -0.0176035-0.000969572j 0.0116669+0.00164167j 7.25242e-05+0.00420928j -0.00138698+0.00145442j -0.00616789-0.00173019j 0.0158043+0.00305411j 0.00295674+0.00158323j -0.0030472-0.000807304j -0.00499125-0.00177573j 0.00406272+0.00322413j -0.00652833-0.0031927j -0.00481932-0.00252318j -0.00176111+0.000373803j -0.00211308-0.00239397j -0.000213188+0.00210556j -0.00184634+6.21448e-05j 0.0013714+0.000753772j 0.00513034+0.0022416j 0.000705811+0.00117841j 0.00621094-0.000384334j 0.000131129+0.0026481j 
-0.00242347+0.000678331j -0.00510146+0.000794184j -0.000308252+0.000730294j 0.00357628+0.000966772j -0.00928739+0.00595294j 0.00727945+0.000572356j 0.00820429-0.00844575j 0.00967429-0.00489215j -0.0172762+0.00622007j -0.0126862+0.00414677j 0.007106-0.00441806j 0.0210674-0.00319425j -0.0117931+0.00469698j 0.00633505+0.0106694j -0.0342336-0.00440205j 0.0442351-0.00581216j 0.0034057-0.00596725j 0.00385693-0.00413539j -0.00339219-0.00222372j -0.0251892+0.00212739j 0.0344089+0.00357513j 0.0036736-0.00099713j -0.0247545+0.00594641j -0.0209283+0.00246096j -0.0277398+0.00141775j -0.00697221+0.00566632j -0.0318855-0.00201095j -0.00263222-0.002886j 0.00944117+0.000365966j 0.00748533+0.00436016j -0.00460604-0.00147754j -0.00946989-0.00769235j -0.00118922+0.00206109j 0.00719892+0.0022449j 0.0077903-0.00283195j -0.00579936-0.00133085j -0.0257796-0.00695403j 1.50476e-05-0.00128301j 0.00526238+0.000889493j 0.0051904+0.00193693j -0.00495048-0.00292777j 0.000686123+1.13742e-05j 0.0079529+0.00400385j 0.00873037+0.00140464j -0.00175724+0.000882037j 0.00103581-0.00270614j 0.0143845+0.00436927j 0.0023623+0.00145547j -0.00339871-0.00376157j -0.00388682-0.00275922j -0.00635295+0.00361965j -0.00818791-0.00134309j 
0.00511189-0.000992706j 0.00165441-1.25522e-05j 0.00419512-0.00252739j -0.00939327+0.00146176j 0.0122119-0.00712047j 0.0113299-0.00280399j -0.00785535+0.00860255j 0.00534962-0.00399489j -0.0201447+0.00918563j 0.0243481-0.0119383j -0.00290154+0.00409058j -0.00644783+0.00295983j -0.039212-0.00270796j -0.00733682+0.00163229j 0.0033981+0.00467976j -0.0254803+0.00550385j 0.00745763-0.0105889j -0.0158764-0.0017752j -0.00499765+0.000885625j 0.00535605-0.00313771j 0.00252906-0.00632735j -0.00704392-0.00696056j -0.0133887-0.00157731j -0.0265367-1.02533e-05j 0.0107135+0.00176334j 0.0142072+0.00940535j -0.0182137-0.00759105j -0.0137662-0.00611154j -0.0104509+0.00238244j -0.0142864-0.0023992j 0.014903+0.00115229j 0.0106521+0.00670838j -0.00783158-0.00490801j -0.0113911-0.0082236j -0.000207548+0.000444209j 0.00540865+0.00106885j 6.01587e-05+0.000878165j 0.00574468+0.000465387j -0.0002539+0.00147116j 0.00267197+0.000214872j 0.00166613+0.000976809j 0.0143441+0.00845775j -0.00445345+2.75273e-05j 0.00178431+0.0024564j -0.000693747+0.000974824j -0.0027381-0.00220838j -0.0145388-0.00579748j -0.00309488-0.00135641j -0.00496085+0.00342991j 0.000651321-0.000168817j -0.00211112-0.00404998j 0.0110256-0.00292872j 
0.00169799-0.000496551j 0.00115878+3.89502e-05j -0.00978151+0.00243914j 0.00839578-0.00239142j -0.00630962-0.002204j -0.0200248+0.0107993j 0.0054059-0.000401772j 0.000429442+0.00437398j 0.00169839-0.00256331j 0.0192701-0.00706699j -0.0394606+0.0109565j -0.0226774+0.00568256j 0.0127001+0.000450939j 0.0497877-0.00406164j -0.018608+0.000794957j -0.00672766-0.0119773j -0.0235475+0.00442566j -0.0329848+0.00902035j -0.0151456+0.00208872j 3.83723e-05+0.000178067j 0.00136809+0.00171317j -0.0113954+0.00419868j -0.00210562-0.0091426j -0.0163266-0.00400514j 0.0166409+0.0100792j -0.0207724-0.0271955j 0.0124494-0.000192302j -0.010396-0.00404966j 0.0122892+0.00220814j -0.00665315-0.00255055j 0.000822965+0.000346341j 0.00262479+0.00062289j 0.00997353+0.00283563j 0.00012105+0.00354185j 0.00624823+0.00201273j -0.0029736-0.00130364j 0.0104485+0.000213182j 0.00747416+0.00267829j 0.00679968+0.00196643j -0.00569892-0.000730459j 0.000841381-0.000439547j -0.00361625-0.00136343j -0.00319669-0.00215938j -0.00562083-0.00170282j 0.00516347+0.00101677j 0.0044278+0.00200523j 0.00440438+0.00391478j -0.0055856-0.00125683j 0.00343628-0.00264727j 0.00574789+0.0044396j 0.000271628-0.000638112j 0.00162586-0.000137635j 
-0.0015336+0.000630685j -0.00945869+0.00253466j 0.000495666-0.00135659j -0.0161407+0.00833573j 0.00394495+0.000248661j -0.0115622+0.0048109j -0.0287043+0.00418942j -0.00964439+0.0021977j -0.0340042+0.00252448j -0.0134212+0.00183208j 0.0026076-0.00224211j 0.00560951+0.0142327j 0.01013+0.00558802j 0.0169577-0.00023706j -0.0158348+0.0122522j 0.0100222+0.00892654j -0.0104848-0.00369192j 0.0193712-0.00757912j -0.0151223-0.00335613j 0.0128767-0.00436679j -0.023644-0.00631345j 0.0285681-0.00188444j -0.0145664-0.00884638j 0.00289314+0.00407824j 0.00192293+0.0039136j 0.00564979+0.00570059j -0.00248092+0.00420873j -0.004821-0.00560708j -0.00481177+0.000289066j -0.00236729-0.000314596j -0.000154349-0.000524173j 0.00862953+0.004083j -0.00747326-0.00529907j 0.00521491-0.00122418j 0.0159809+0.00201396j -0.00301582-0.00245775j -0.00481502-0.000330032j -0.00996763-0.00181442j -0.00717964-0.0015649j 0.0120872-0.000659805j 0.00238081+0.00233661j 0.00649517+0.00439404j 0.00324642+0.00547601j 0.00799819-1.13749e-05j -0.0178433-0.00361408j 0.00475154-0.00260912j 0.00289728+0.00204425j -0.00427488-0.00312496j 5.41832e-05+0.000613276j -0.0124918-0.00270078j -0.0156927+0.00537117j -0.009691-0.00401097j 
0.0111143-0.00253474j 0.00191885+6.39964e-05j -0.000412245-0.00327547j 0.000996156-0.00412565j 0.0267255-0.0190551j 0.0165054-0.000872553j 0.0244178-0.00859775j -0.0286751+0.0022949j -0.0300432+0.00855525j 0.00264734-0.00205505j -0.0243491-0.0073126j 0.0312097-0.00537361j 0.0156078-0.00295764j -0.00726762-0.00532986j -0.0320278-0.00339214j 0.00111349-0.00734574j -0.0144344-0.00529657j -0.00870851+0.0004392j 0.0311622+0.00375378j -0.0150786-0.0060428j -0.00889416-0.00719988j -0.000997722+0.00206933j 0.00833693-0.000456365j -0.00699202-0.000462803j -0.00577252-0.00351532j -0.00830948-0.00786658j -0.00653931-0.00333406j 0.012666+0.0038792j -0.00373426-0.000103915j 0.000696466+0.000561325j 0.00739067-0.000620526j -0.00281339+0.001495j 0.00519627-0.00178177j 0.00161736-0.00136924j -0.00434136+0.00231876j 0.00601288+0.00131828j 0.00774308+0.00182449j 0.0047007+0.000382103j 0.00563656+0.00111798j -0.011926-0.00218914j 0.000567032-0.000800993j -0.000418721+0.00159672j -0.00673645-0.00179395j 0.00354699+0.00316077j 0.0107993+0.00181688j 0.00576825+0.00156j -0.00998365-0.00226339j -0.00986348-0.00254708j -0.0072123-4.04412e-05j 0.00590798+0.0041463j -0.00923828-0.00397591j 0.0139898-0.00555168j 
-0.00769995+0.00284064j 0.0135262-0.00644721j 0.0152396-0.00582587j -0.0250521+0.00437529j -0.0511801+0.0133269j 0.000458793-0.0109099j 0.0259954+0.00923266j -0.00953426-0.00116455j -0.0372492-0.00940326j 0.00998325-0.00122519j 0.0146794+0.00953452j 0.00711037-0.0114659j 0.00240175+0.000815068j 0.0096305+0.00168684j -0.000806426+0.00187676j 0.00764728+0.00403787j -0.00408794+0.00123304j -0.00248934-0.000696109j -0.00710223-0.000871623j -0.00760371-7.71532e-05j 0.00503041+0.00215993j -0.00138259-0.0013463j -0.00141026+0.000352433j 0.00981251+0.000215188j 0.000753175-0.000882122j 0.00300513+0.00697292j -0.00141938+0.00239516j -0.00127835+0.000170519j 0.000857163+0.00135865j 0.0044483-0.00203366j -0.00123723+0.000109574j -0.00745694-0.00178756j 0.00182079+0.00526677j -0.00208769+0.00131026j 0.000422448-0.00238658j -0.00276074+0.000240382j 0.00147571+0.000267367j -0.00260322-0.000486355j -0.00760685-0.000524128j 0.00872155+0.00201061j -0.000741918+0.00363808j -0.00327453-0.00182606j -0.000980787-0.00323795j -0.0120377-0.00100863j -0.00179995-0.00166976j -0.0119978-0.000861183j -0.0124915-0.00442753j 0.00278834+6.00566e-05j 0.00508147+0.00881794j 0.00796894+0.00485656j 0.0220474-0.00902179j 0.0197594+0.00176376j 
-0.0151967+0.00592029j -0.00772092+0.0035968j 0.0240489-0.00320075j 0.00935272-0.00526383j 0.0174129+0.00393695j -0.0426757-0.0008719j 0.0398671-0.0147831j 0.00354903+0.00447099j 0.0146111+0.000855806j 0.0260373+0.0127252j -0.0108968+0.010317j 0.0192184+0.00691821j 0.00368033+0.000753155j -0.00587201+0.00261202j -0.0103572-0.00152058j -0.0118665-0.00238298j -0.0086841-0.00372179j -0.0104066+0.000355537j 0.00495454-0.000992618j 0.00118223-0.00355263j -0.00833779+0.00217416j 0.00594115-0.000475044j -0.00308221+6.47023e-05j -0.00134372+0.00270953j 0.00447857+0.000763836j 0.000925201+0.000779475j -0.00531969-0.00160435j -0.000872346+0.00059396j -0.00205755-0.00097714j 0.00706814+0.00250233j -0.000865478+0.000828483j 0.00365709-0.00110706j -0.00827916-0.000739002j -0.000292485-0.00103507j 0.00329488-0.00314072j -0.00267057+0.000412773j -0.00778497-3.23008e-05j -0.00547393-0.00213928j -0.00401793-0.0013533j 0.00510181+0.000163763j -0.00768076-0.000543154j -0.000152515-0.00333102j 0.00614851+0.0011125j 0.00235715-0.000695979j -0.0115611-0.00451746j -0.00640059-0.00088204j 0.00629763-0.00236011j 0.0155655+0.00441918j 0.00671565+0.00362834j -0.00637061-0.00839116j 0.0180215+0.00312787j -0.0181067+0.008866j 
0.0135811-0.00901596j 0.0138378+0.010813j 0.00555592+0.00773574j -0.013621+0.00587391j -0.00710446+0.00466988j 0.0116028-0.00311305j 0.0110765-0.00155938j 0.00110325+0.00383504j -0.0187896-0.000966108j 0.00889295-0.00471332j 0.00471071+0.00255407j -0.00937049-0.00467761j 0.00260385+9.13408e-05j 0.00297414+0.000622511j 0.00273004-0.00213244j -0.00746108+0.00126358j 0.00252542-0.000299001j -0.0015167+0.0001479j 0.00848524+0.00215239j -0.00441425-0.00452252j 0.00246034+0.00154489j -0.00530321+0.00064891j 0.00240666+0.00554144j -0.00139714+0.00144411j 0.0001615-0.000621876j 0.00467279-0.000465458j 0.00353232-0.00409175j -0.00320948-0.000513843j -0.000268212-0.00142352j -0.00194071+0.000695927j 0.00139148+0.00148671j 0.00165752+0.000708228j 0.00456217-0.00289621j 0.00169504-0.00331721j -0.0143555-0.00120397j 0.00643708+0.00407114j -0.00555583+0.00431138j -0.00535259+0.000364916j 0.00144948+0.00155703j 0.00192641-0.00172919j 0.0189653-0.000495155j 0.00598065+0.00559698j 0.00338126+0.00300722j 0.0153598+0.00466221j -0.00676587+0.00171791j -0.00739341-0.0086343j 0.0280871-0.0070328j 0.0276939+0.00633695j 0.0340539-0.0239811j -0.0296372-0.0142769j -0.0135971+0.0200364j -0.096669+0.0184862j 
-0.0137622-0.0119264j 0.014889-0.00802188j 0.0113028-0.00560315j 0.00542019+0.00687524j -0.00758669+0.00293106j -0.0123393+0.00489854j 0.0139467-0.00417266j 0.00384255+0.00149997j 0.00640649-0.00432143j 0.0177941+0.00104162j 0.0081191+0.00279993j -0.0016967+0.00417584j 0.00361417+0.00268599j 0.000537626+0.00110598j 0.00472195-0.00202355j -0.00468186-0.00135274j 0.000103545-0.000642793j 0.010921-0.00478638j -0.00219369+0.000247573j 0.00334558+0.00501109j 0.0080264+0.0025347j 0.00293291+0.000177783j -0.000450988-0.00036299j 0.00125563-0.00163017j -0.000787332+0.00170385j -0.00828266-0.00427262j -0.000868532+0.00216317j 0.00292616-0.000272652j -0.00423156-0.00406633j 0.00268561-5.13454e-05j 0.0024056-0.00329321j -0.00885954-0.00274727j 0.00030634-0.00553078j 0.00296501+0.00128624j 0.00461464+0.00162041j -0.00198134-0.000830344j -0.0029596-0.00144877j 0.00286955+0.0025581j -0.000754094-0.00449817j 0.000785134-0.00123854j 0.00110917+0.00363792j -0.0173225+0.00023514j -0.00562141-0.00485726j -0.000397422+0.000851381j -0.0114421+0.00179337j 0.0179346-0.00511201j 0.0273001+0.0182817j -0.0326477+0.00338888j -0.0266091-0.00986783j -0.0426042+0.0207459j -0.102932+0.0199232j 0.0157259-0.024332j 
0.00724939+0.00840394j -0.00644646+0.00885182j -0.000346897-0.000488899j 0.000175982+0.00135217j 0.00487883-0.00196804j 0.006627-0.0081187j -0.00409538-0.00547336j 0.00631106+0.00531765j -0.000376554-0.0117095j -0.00348907-0.00582631j -0.00425757-0.00606679j 0.00299652+0.00171138j 0.00379109+0.00572796j 0.00239132-0.000158939j -0.0012113+0.00581639j 0.0018445+0.00223981j 0.0018919+0.00292577j -0.00271346+0.000489806j -7.78754e-05+0.00854258j 0.000151928-0.00576675j -0.000922227-0.00594441j -0.00178265-0.0105005j -0.00396864-0.00619847j -0.00112258-0.00652622j 0.00344359+0.00596501j 0.000787116+0.00955976j 0.00488795+0.00965714j 1.61597e-05-0.000925185j 0.00105765-0.0038108j -0.00230587-0.00898511j 0.000605562-0.00748728j 0.00370066+0.00576598j 0.00485316-0.00893535j -0.002246+0.0025568j -0.0136405+0.00131109j 0.000866478+0.000714861j -0.000586324-0.0127803j -0.00114496+0.0160531j -0.00122721-0.00926129j -0.00178309-0.00268659j 0.0153146+0.0187363j -0.00316027+0.0121669j 0.0277432-0.0123502j -0.0263801-0.0155692j -0.0047588-0.0403174j -0.049163+0.0196192j 0.0322675-0.010034j -0.0485603+0.0110173j 0.0379286+0.047315j -0.105985+0.0671911j -0.00635068+0.0028321j -0.0142361+0.00878382j 
-0.00472539+0.00755204j -0.00583882-0.007177j 0.0056186+0.00144816j -0.000877629+0.00926815j 0.00521048-0.00456397j -0.000734584+0.00715278j -0.00299684+0.00238259j 0.00300829+0.0114114j 0.0018872+0.000801494j -0.00178806-0.00240911j -0.00112451-0.00380244j 0.00631532-0.00204283j -0.00246822+0.00454956j -0.00379603+0.00406101j -0.000538892-0.00533392j -0.00146531-0.0023224j -0.000882996+0.000751012j -0.00743372+0.00886284j 0.00376803-0.000443613j 0.00184048-0.00109216j -0.000904256+0.0018589j 0.0023797-0.000520129j 0.00143925+0.00516614j -0.000908117-0.00185209j -0.00321162-0.000563233j 0.000167094-0.00196671j -0.0020448-0.00819932j 0.00294963+0.00417892j 0.000155762-0.000847528j -0.000798956+0.002725j 0.00208367+0.00435239j 0.0016592+0.00232966j -0.00086097+0.00124756j -0.00734196-0.00454094j -0.00757881-0.00256744j 0.00278777+0.00659994j 0.00770021+0.00206662j 0.00224174+0.00561548j 0.0074871+0.0185618j -0.0110734-0.00234052j 0.0123406-0.0210692j 0.00675054+0.0371897j -0.00842073-0.0178523j -0.0200627-0.0029461j 0.0585697+0.00311419j 0.0173188-0.0459196j 0.00469967+0.0438544j 0.0281765-0.0423307j 0.0793277-0.0565425j 0.0278057+0.0463016j 0.0141401-0.00603818j -0.00349169-0.00216151j 
0.00188203+0.000822394j -0.000441108+0.00336757j -0.00658979-0.00743512j 0.0039339-0.0113019j -0.0027298+0.004007j -0.00197133-0.0151986j 0.00143285-0.00118458j -0.00193361-0.00535085j 0.00176084+0.00237287j 0.000811722+0.00263473j 0.00170797+0.00604913j -0.00240277+0.00238185j 0.00231463-0.00387901j 0.00317192+0.00121602j -0.000401689+0.000814354j 0.00250094+0.0136394j 0.00111722+0.00670833j 0.00362445+0.00264288j -0.00451883-0.0130921j 0.000375183+0.00549324j 0.00195298-8.38664e-05j -0.00312745+0.00889688j -0.0019596-4.68173e-05j 0.000781814+0.00467339j 0.00375578-0.000413093j 0.00940569-0.0060603j 0.00576644+0.0059367j -0.00495327-0.00720343j 0.00119549+0.00137063j -0.00128476-0.00883257j -0.00596221+0.0085194j -0.000251247-0.000635096j -0.00191508+0.0108351j 0.00164911-0.00282462j 0.00444425+0.0131315j 0.00217543-0.00547601j -0.000246435+0.0424243j -0.00743666-0.0171495j -0.0225645-0.0224686j 0.0234355-0.0246799j -0.00264207+0.00423131j 0.0209333+0.00212208j -0.0207301-0.0155029j -0.0175799-0.0199009j -0.0109297-0.0480583j 0.00951076-0.0386327j -0.00541151-0.0431563j 0.0750855-0.0501357j -0.0126442+0.0194328j 0.00597209-0.00354724j 0.00436619+0.00173038j -0.00591029-0.00125621j 
-0.00490865-0.00571065j 0.00439831-0.00730174j 0.00278017-0.00709053j 0.00390248+0.00656795j -0.00256748-0.0104812j -0.000515602-0.00167681j 0.00299107+0.00716584j 0.00427006+0.000150363j -9.93968e-05-0.00481787j 0.00185981+0.00487266j 0.000331845-0.00859636j -0.000891101-0.00280524j 7.24576e-05-0.00360558j -0.000162381-0.0141807j 0.000452661+0.0173867j -0.00109437-0.00596968j 0.00216554-5.08306e-06j 0.00473981+0.0127725j 0.00115151+0.00871972j -0.00286881-0.00106254j -0.00163708-0.0127491j 0.00372745+0.00435558j 0.000224675-0.0134573j 0.000361617-0.00609582j 0.000423531-0.00277388j 0.007845-0.0233978j -0.00347984+0.00375762j -0.0011306+0.00434727j -0.000969504+0.00754168j -0.00246213-0.00416193j 0.00585455+0.0102626j 0.0116234+0.0265661j 0.00015914+0.00548244j -0.00057352-0.0216562j 0.0230026+0.0176391j 0.00786381-0.0114175j 0.018187-0.0246609j 0.0168306+0.0318951j 0.00354274+0.0211539j -0.00201558-0.0453514j -0.0148884+0.0457984j 0.027149-0.00863663j -0.0340844+0.00407321j 0.0116175-0.0340068j 0.0288899-0.0539789j -0.00460078+0.0432092j -0.0581807+0.0258231j 0.00188971-0.0257005j 0.000260193-0.000766748j 0.000535605-0.000291096j 0.00676417-0.00123844j 0.0125346-0.00436268j 
-0.00543929+0.0091736j -0.00572925-0.00762002j 0.00134283+0.00134905j -0.000140198+0.000331096j 0.00198976-5.0874e-05j -0.00623599-0.00701212j -0.00370382-1.34084e-06j 0.00166161-0.000146879j -0.000726226+0.00517838j -0.0037317-0.00835132j 0.00033137-0.00185566j 0.00546803-0.00474528j 0.000659539+0.0068169j -0.00109523-0.00818054j -0.00187422-0.000917607j 0.0002896+0.00676126j -0.0010873+0.000779006j -0.0109573+0.00207161j 0.00494771+0.00570913j 0.00379706-0.00379693j -0.000240588-0.00703462j -0.00113764-0.00501784j 0.000910238-0.00119159j -0.00414896-0.00487051j 0.00303133+0.00175892j 0.00481414-0.00694941j 0.00681774-0.00106984j -0.00297296+0.00147065j 1.99667e-05-0.00353038j -0.00463907-0.0120816j -0.00113209-0.00538297j -0.00315591+0.0225381j -0.000285149-0.0192422j 0.000677609-2.89557e-07j -0.0226595+0.0169904j 0.00448671+0.0169288j 0.020959+0.0516064j 0.000516861+0.0150857j -0.00719798-0.019736j -0.0252016+0.0248676j 0.0178511+0.0276698j 0.00279958-0.0593794j -0.0147657+0.0535679j -0.0131308+0.0110805j 0.0229136+0.0344234j -0.0471134+0.0480528j 0.0131384-0.03187j 0.00567801-0.00314088j 0.00590819-0.0160292j -0.0107896+0.0135504j 0.0127641-0.00266543j -0.00194806-0.00192732j 
0.000115021+0.00490341j -0.00362555+0.00103864j 0.000258717-0.00253953j 0.000553821+0.00379457j 0.00116336+0.00392298j -0.0012342-0.0104443j 0.00310995-0.00042688j 0.000702541+0.0147326j 0.00104612+0.00560523j 0.00134494-0.00168634j 0.0035886+0.00570252j 0.00693164+0.0190485j 3.85129e-05-0.00143421j 0.00115498+0.0102145j -0.00134292-0.00304414j -0.000846879+0.00652311j -1.172e-05+0.0106397j -0.00782106+0.00853085j 0.00114008-0.00738975j 0.00100373+0.00461929j 0.000343882-0.0073755j -0.00397588+0.00186429j -0.00489127-0.00650102j 0.000749615-0.00177145j -0.00169042+0.00125065j 0.00415348+0.00601742j 0.012811+0.0272978j -0.00506754-0.00789616j 0.00576578-0.0141392j -0.00130192-0.0249615j -0.011009+0.00796909j 0.00419558-0.00511437j 0.00801082+0.0137439j -0.0194924-0.0302162j -0.0267737+0.0176339j -0.00236795-0.0281919j 0.00626185-0.0191397j 0.000179992+0.00220756j 0.00774705+0.0665791j 0.014144+0.0289712j 0.00822352-0.0105359j -0.00507714+0.0241602j 0.0318113-0.0468147j -0.0094495-0.0550745j -0.0276572+0.033746j -0.0145405+0.00792853j -0.00586638-0.00436053j 0.00172454-0.0140579j 0.003337+0.00550258j -0.00953552+0.00609652j -0.00219126-0.000262336j -0.00664033+0.00248391j 
