0.00415681+0.000152256j 0.00851042-0.00457167j 0.00609787-0.00621712j -0.00403987-0.00030873j 0.0013793-0.00509798j -0.00282232-0.000780827j 0.0044978+0.00323695j 0.00575842-0.0059591j -0.00536127+0.00159248j 0.00320109-0.00407613j 0.0043264-0.00311809j -0.00826008-0.00127758j 0.00384444-0.00620439j 0.00230741-0.00518383j 1.60299e-05+0.000739558j -0.00120668-0.00147245j 0.00463062-0.00228155j 0.00526137-0.000723723j 0.00363537-0.000179557j -0.00322212-0.00052191j -0.000193732-0.0045446j -0.00212996+0.00102708j 0.00203077-0.000688193j -0.00176137-0.000976098j 0.000216918-0.000219512j 0.00431558-0.00374945j 0.000400072-0.0016352j -0.00149974-0.00040445j -0.00185068+0.00430402j -0.00437589+0.00297289j 0.00394976-1.84324e-05j 0.00315516+0.00470686j 0.00403042-0.00153973j 0.00523994-0.00346924j -0.00452438+0.00115474j 0.0044699-0.00158898j -0.00384724+0.00128969j -0.00286942-0.00266756j 0.00245181+0.0069082j 0.000273003-0.00505618j 0.0158365-0.0135004j 0.00562398+0.00435104j -0.00208619+0.0174507j 0.0217871-0.00261698j -0.00206431+0.000151302j 0.00357962+0.0235847j 0.0191636+0.00897207j 0.00889782-0.0224754j -0.00862247+0.0258707j 0.030323+0.00275049j -0.00138276-0.0841269j 0.126033-0.00745862j 
-0.00224358+0.000559329j 0.000375058-0.00135002j 0.00049614+0.00242933j -0.00381062+0.00303327j 0.00163408-9.99506e-05j 0.000491213+0.00138308j 0.00221099+0.00118778j -0.00108402+0.00719684j 0.00210044+0.000525264j 0.00171032-0.0040205j 0.002368+0.00396259j -0.00852131+0.000278735j 0.00109762+0.011531j -0.00226625+0.00858507j -0.00154824-0.0116382j 0.00543198-0.00357232j -0.00179195+0.00075491j 0.00514041+0.000125049j -0.00723409-0.0110395j 0.00308414-0.00580902j 0.0178332+0.0107651j 0.0164857-0.00224685j 0.00482225-0.00877863j 0.0136623-0.0201201j 0.00119883+0.0448347j 0.024003+0.0121739j -0.040331+0.0210263j 0.00804996-0.0188729j -0.0303466-0.044149j 0.028867+0.024998j -0.0238324-0.0582464j -0.0104488-0.00191653j -0.0325669-0.0675711j 0.007438+0.0469113j 0.0200166+0.0298823j 0.0116402+0.0169144j -0.0168667-0.0296432j 0.00320461+0.0200901j -0.0107147-0.0191758j 0.00820603+0.00574603j -0.00643455-0.000337254j 0.00544412+0.00708883j -0.00130344-0.0105474j 0.00387735+0.00875792j -0.00358864+0.00214924j 0.00177396+0.00587673j 0.000291348-0.00179388j 0.00248004+0.0028584j -0.00609883-0.00718927j -0.00157884+0.00636728j -0.00010191+0.00152233j 0.00112732+0.000864499j 
-0.00143525+0.000280883j -0.00090769-0.00226482j 0.000871363+0.00129317j -0.00166499+0.00283143j 0.00474649-0.00565361j 0.000311272+0.00329006j -0.00445968-0.00232009j 0.0055586-0.00350444j 0.00045258+0.00161507j 0.00282661-0.00750893j -0.00194935-0.0179479j 0.0206258-0.00955989j 0.0087725-0.012814j 0.011902-0.0102637j -0.00916605+0.0064203j 0.00633063-0.00948319j 0.0108673-0.00518888j -0.00440037+0.00308004j -0.0266313+0.0405826j 0.0138094-0.0364539j -0.0137831-0.0174507j -0.00266899+0.0059827j -0.0323235+0.0114215j 0.000654779-0.0120087j 0.0177124+0.0188228j 0.0513785-0.0245526j 0.0194515-0.0435232j -0.00762373-0.00255629j 0.00780698-0.00347112j -0.00986931+0.028892j 0.00483063+0.0170894j 0.0246472+0.0350145j 0.0104002-0.0287369j 0.0410039+0.00174908j 0.0224734+0.0229577j -0.0140948+0.0165218j -0.0056847+0.0139895j -0.0103061+0.00543902j -0.00994152+0.0137223j 0.00316613-0.0177682j -0.00167355-0.0272707j -0.00538086-0.00562402j -0.00707538-0.00508562j 0.00129088+0.00398256j -0.00269734+0.00639154j 0.00500021+0.00862913j -7.83381e-05-0.00306264j 4.05602e-05-0.00397104j -0.00451079-0.00120232j 0.000758084+0.00537526j -0.00128934-0.00193228j -0.00113546+0.000434347j 
-0.000561522-0.000510195j -0.000258478+0.000245805j 0.000737274-0.00197007j 0.0026705-0.00241608j -0.00156652+0.000436478j 0.00116236-0.000757126j -0.00158132+0.00169654j 0.00117497-0.00219753j -0.00229834-0.00406658j -0.00361409+0.00574576j -0.00676737+0.00533246j -0.00398589-0.00892551j -0.00714607+0.00357347j -0.000164556-0.00682526j 0.00655112+0.00675448j -0.00415272+0.00941834j 0.000411197-0.00694838j 0.00270267+0.00245249j 0.0203441-0.00470504j -0.0248085+0.0277118j -0.014885+0.0247246j -0.000752233+0.0181729j 0.000834299-0.011023j -0.0134061+0.0231866j 0.0318984-0.0136471j -0.0623929+0.00614867j 0.0231788-0.0617294j -0.0207229+0.0202521j -0.00300367-0.0184043j 0.0138432+0.0377644j -0.0192908-0.0130944j 0.0183131-0.00514724j -0.0446683-0.0215242j -0.000113757+0.012224j -0.000421534+0.0113632j 0.0105853+0.0106508j -0.00217442-0.0219602j 0.00193297+0.00434286j -0.00308872-0.0050573j -0.00426547+0.00640791j -0.00288021-0.00148054j 0.00388629+0.00538335j 0.00414688-8.15908e-06j 0.00190714+0.00631898j -0.00409011+0.000242492j 0.00124046+0.00298742j 0.000141095+0.000539935j 0.000651324+0.00105283j -0.000435464-0.00307709j 0.000220957+0.00155679j -2.55535e-05-8.42036e-05j -2.57512e-05-0.000187383j 
-0.00213755+0.000163428j 0.00275425-0.00429796j -0.0023851+0.00361595j 0.000857224-0.00421131j -0.00184763+0.00307562j -0.00426944+0.00458626j 0.00178172-0.00130953j -0.00351491+0.00621422j 0.00428288+0.000897515j 0.00237502-0.00325164j 0.00559164-0.00441495j 0.00250841+0.00216717j -0.00132613+0.00295154j -0.0027918+0.00686261j 0.00054948-0.0224734j -0.00286663-0.0044557j -0.0106824+0.0264174j -0.0074216+0.0221628j -0.0270483-0.00315774j -0.00100641+0.0153222j 0.0302893-0.0603593j -0.0190784+0.0329391j -0.0172286-0.00290658j 0.0371082-0.0472435j 0.00457722+0.00674615j -0.0406092+0.0268648j 0.03168-0.0274876j -0.0136156+0.0052207j 0.0331933-0.0329381j 0.0261139-0.0416216j -0.00658352-0.000118068j -0.0114298+0.0259136j -0.00712973+0.0057883j -0.0135776+0.0291178j -0.00653629-0.00807005j -0.00506929-0.00939002j -0.00118743-0.0147612j -0.00420269-0.0108771j -0.00858881-0.00289521j 0.00569965+0.00796241j 0.00101335+0.0107153j 0.00124951+0.00185829j 0.00316718+0.00073336j -0.00163507+0.00133276j -0.00192731-0.00433978j -0.00334039-0.00203385j 0.000425807+0.00126643j 0.00149083+0.00300185j 0.000662726-0.0025606j -0.00142089+1.82094e-05j 0.000880011-0.00158492j -0.000736759-0.000217182j 
-0.00386936+0.000619965j -0.000204082-0.00209513j -0.00225289-0.00200894j 0.000618852-0.000317863j -0.000667969+0.00055986j -4.0511e-05-0.00174915j 0.000415172+0.00124918j -0.0029336+0.00115775j -0.00146422+0.0020713j 0.00136621-0.00190656j 0.000923684-0.000488896j 0.00151119+0.00123346j -0.00575027+0.00940861j -0.011356+0.000751041j 0.00586171-0.011682j 0.000932829+0.0126343j -0.00221741+0.00552467j 0.000545976-0.00579082j -0.00168637-0.0240825j 0.0110412-0.00832873j -0.0102978-0.014631j 0.0128799-0.00959616j -0.0286748-0.0294618j 0.0322999+0.038166j -0.021863-0.00611648j -0.00591487+0.0419722j -0.0495939-0.0264189j 0.0140758-0.00766982j 0.0349134+0.0468902j 0.0223574+0.00468211j 0.0222683+0.0298686j 0.0349005+0.0502904j 0.00194849+0.0106913j -0.0294541-0.00741113j 0.0155212+0.0208067j -0.0120123-0.0224886j -0.00187656+0.00711395j -0.00412698-0.0214683j 1.95183e-05-0.00565166j 0.0035239+0.00360225j -0.00921878-0.00359887j 0.00338678+0.00130244j 0.00257859+0.00609569j -0.00187095+0.000395669j -0.00548103-0.00639848j 0.00192552+0.00157764j -0.00273165-0.00287446j 0.000112183+0.00321824j -0.000215074-0.00442768j -0.00281181-0.00128117j -0.000160375-0.0039166j -0.00363464-0.00158117j 
-0.000559609-0.000345349j 7.61236e-05-3.83253e-05j -0.000362694+0.00188689j 0.00165+0.00193218j -0.00128753-0.00114622j 0.00066378-0.00215999j 0.00138723-0.00451765j 0.00353198+0.000773338j 0.00305077-0.00831496j -0.00250125+0.00091561j -0.00424813+0.00580412j -0.00237955-0.000471103j -0.00146796-0.0038296j 0.00337581-0.00579216j 0.0015547-0.00577566j 0.00127936-0.0211862j -0.01194+0.0150313j 0.000718054-0.0137982j -0.00217138+0.00949153j -0.0446232+0.0351296j -0.0128913+0.000560848j -0.0258889+0.0188036j 0.005893-0.0512145j 0.0133509-0.0146941j 0.0181907+0.0153667j -0.00719109-0.0501271j 0.0234374+0.0575553j -0.0318363-0.00721821j 0.0250629+0.0258969j 0.00593331+0.0114278j 0.00373622-0.0140817j 0.0188957+0.0269484j -0.0188457-0.015669j -0.0243839-0.00298056j -0.000466729-0.0041789j -0.00297801-0.0108001j 0.00511724+0.00259893j 0.00232202-0.00854463j 0.000227484-0.00710551j -0.00687474-0.0026568j -0.002752+0.0105467j 0.00570377+0.00252629j 0.00684596+0.00647682j -0.00242635+0.00163401j -0.00153021-0.00721679j -0.00166718-0.000393006j 0.000783928+0.00341903j -0.00052332-8.77323e-05j 0.00188202+0.00250992j 0.000817823+1.21912e-05j 0.000892198-0.000788906j -0.000725451-0.00134189j 
0.000156828-0.00172688j 0.00123317+0.000593372j 0.00161742-0.0078345j 0.00663922-0.00241998j -0.00191785-0.00121352j 0.00151557-0.000103601j -0.00288293+0.0081309j 0.000900938-0.00543461j -0.00446054+0.00574882j -0.00247199+0.00706904j -0.00120569-0.000361674j 0.00199233-0.00984495j -0.00114062-0.00905133j -0.00725323-0.000457287j 0.00745799+0.0188445j -0.0131811+0.0142558j 0.00460004-0.0344818j -0.0164362+0.0156331j 0.0290151-0.0525471j 0.00365955-0.0427906j 0.00878583-0.0194373j 0.000666826-0.0266604j -0.0172839+0.0318697j -0.0161681+0.0379675j 0.00937279+0.0137556j -0.00649056-0.0499287j 0.0343112+0.00192579j 0.00454653-0.0505924j 0.0114934+0.0260275j 0.00990772+4.70791e-05j -0.0106133-0.00561957j 0.00634826-0.00826744j -0.0125299-0.0234926j -0.0196881-0.00974168j -0.00239958-0.00129842j 0.00303987-0.000465217j 0.0081211+0.00504279j 0.00601623-0.00574236j 0.00154436-0.00410146j -0.00622354+0.00353379j -0.0020106-0.000935737j -4.76777e-05+0.0036388j 0.00381204+0.00728181j -0.00362656+0.00102387j -0.000438639-0.00452897j 0.000105614-0.000722652j 0.00217693-0.00147865j -0.00164357-0.00152351j 0.0025437+0.00326535j 0.00109477-0.00272451j 0.000900889-0.000600763j -0.00064326-0.00128583j 
0.000402835-0.00189706j 0.0019727-0.00167454j 0.00377366+0.00106171j -9.77575e-06+0.00280142j -0.00177377-0.00436438j 0.0012755-0.000269613j -0.00327701+0.00286123j -0.000914567-0.00637185j -0.00064081-0.00177638j -0.00302-0.00142424j -0.0103862+0.0158771j -0.00440057-0.0122748j 0.00835446-0.0239212j 0.000182803-0.0269489j 0.0137842-0.000369001j 0.00665598-0.0393538j -0.0208567-0.0176503j -0.0106454-0.00759549j 0.0294314+0.00808968j -0.0248854+0.0355551j 0.0398502-0.0236388j -0.0313731+0.0583358j 0.0266171+0.00506709j 0.0233022-0.0136264j -0.00898703-0.0179001j 0.0257812-0.0379238j -0.0222594-0.0432939j 0.0142356+0.0140474j -0.0106969+0.00332048j 0.0251191+0.0206456j 0.0151583+0.00794041j -0.0328807+0.00799591j -0.00286111-0.0179235j -0.0101206-0.0345478j 0.00305651-0.00172332j 0.0117445+0.00651512j 0.00524084+0.0121125j 0.00659553+0.0128116j 0.00812268+0.0156807j -0.0101062-0.0161508j -0.0135687-0.00677554j -0.00768283+0.00997809j -8.63951e-05+0.00530106j 0.00155548+0.0012155j 0.00639128+0.0111101j 0.00401307+0.000574342j 0.00242374-0.0029773j -0.00212297-0.00649808j 0.000324281+0.00381086j 0.000854568-0.00134884j 0.000298431-0.000579307j 0.000198532-0.000577978j 
-0.000749062+0.00301646j -0.00421057-0.000123419j -0.00149208-0.00415815j 0.00157729-0.00144833j -0.00242189+0.00429704j 0.00410227-0.00372005j 0.00473583+0.000867588j -0.00281682+0.00673341j 0.00381856-0.00223426j -0.00155616+0.00296803j -0.00176668+0.0101809j -0.00630614-0.00290517j -0.0180547+0.00551712j -0.00737874+0.00513133j 0.0054466+0.00770292j -0.0116238+0.0456764j -0.00126556+0.0174015j 0.0166065-0.0113165j 0.0244283+0.0234271j -0.0260643-0.0261791j -0.0461062-0.0381583j 0.0275384+0.00753215j 0.0277905+0.0262542j -0.0287488-0.0317239j 0.00363682+0.00684846j -0.0318765-0.0210043j -0.0454164-0.0054327j 0.00248366-0.0103651j -0.0216273-0.0148054j -0.011006-0.0318955j 0.00299337-0.000150742j 0.016681+0.0384676j -0.0252513-0.0233923j -0.0161138-0.00584986j -0.00105721+0.00426804j 0.0125178+0.0080333j 0.00304623+0.00361386j 0.0167752+0.0132644j 0.0189401+0.00354083j -0.0125676-0.00919195j -0.00687794+0.0165544j 0.0117354+0.0194477j 0.00325592+0.00404547j -0.000504069+0.000220673j 0.00328807-0.00297123j 0.00340447-0.00134697j -0.00264555-0.00783073j -0.00468103-0.00155575j 0.000688536+0.00353762j 0.00274803-0.00015187j -0.00345851-0.00117266j -0.000470247+0.00320861j 
0.00093842-4.32583e-06j -0.0012966+0.00142544j -0.000928358+0.00916651j -0.00712855+0.00594358j 0.00229318-0.000120184j 0.00294732-0.0137214j 0.0069845-0.0192977j 0.00984189+0.00128491j 0.00279026-0.0152082j 0.00644499-0.0183672j -0.0025424+0.000528239j -0.00397294+0.0189746j 0.00948139+0.00155953j 0.0194369-0.0116757j 0.00317262+0.000181014j 0.0108382+0.0088657j 0.0225277-0.0453099j 0.0426588-0.107017j -0.00420565-0.0178627j -0.0278937+0.0915906j -0.00871954-0.0306776j -0.0127674+0.0258336j -0.00958868+0.00294874j 0.00592751-0.0236436j 0.00758704-0.010209j -0.00473991+0.0328353j -0.00558352+0.00561496j -0.000838827-0.0080661j -0.00686577+0.0132436j -0.022744-0.00766286j 0.0143199+0.00161834j 0.0164453-0.00609518j 0.0114827+0.0117496j 0.0136875+0.00774601j 0.00108656-0.00841595j -0.00312597-0.010493j -0.0035385+0.00198695j -0.00278546-0.00744363j -0.00362764-0.00619617j 0.00241156-0.00271378j 0.00653824+0.00357966j 0.00311548-0.00658112j -0.00274086-0.000417384j -0.000237048-0.00253659j -0.00289003+0.000582171j -0.000829997-0.000626705j -0.00226345-8.32381e-05j 0.000935623+0.00246553j -0.000862651-0.000354983j -0.000470873+0.00254204j 0.000546944+0.000874655j 0.000828504-0.00109577j 
-0.000794405+0.00157959j 0.0011867-0.000994891j -0.00258068+0.00707443j -0.00250954+0.000853792j -0.00341153+0.00142462j -0.00119131-0.00991843j 0.00713017-0.00997019j 0.00131197+0.000240051j 0.00685334-0.0017309j 0.00542319-0.0211245j -0.00600378+0.00819669j -0.00653187-0.00435006j 0.00672041-0.00163617j -0.00821806+0.0093638j 0.0203027-0.0640565j 0.0102293+0.00244624j -0.0179267+0.0235649j 0.0179646-0.0775357j -0.0176794+0.0220206j -0.0233891-0.0224755j 0.0251728+0.0283845j -0.0372246+0.0121509j 0.0031215+0.0485824j 0.0267865+0.00814485j -0.001191+0.0222716j -0.0289297-0.00718798j 0.0136846+0.0178455j -0.0128495-0.0126079j 0.0111693-0.00391307j 0.0183194+0.00367806j -0.00278013-0.0125871j -0.0203781-0.0159457j -0.0012572-0.00916008j -0.00589344-0.0069671j -0.0041655-0.0148452j 0.00466135+0.00792027j 0.0089618+0.00131321j -0.00287818-0.00315598j -0.00313842-0.00120641j -0.00152962+0.00253755j -0.00458658-0.00184421j -0.0058927+0.00360656j 0.00218057+0.00727501j -0.00203864+1.86929e-05j 0.0015139+0.00449389j -0.000158728-0.00589133j -0.00048654-7.44689e-06j -0.0012009+0.000925868j 0.00249519+0.00167307j -8.59319e-05-0.00248066j 0.000655694+0.00179588j 0.00116309+0.000450937j 
-8.91103e-05+0.000144904j -0.00129461-0.000933286j -0.000560724+0.00184115j -0.000786021-0.000649731j 0.00100997-0.00429997j -0.00213858+0.00430796j -0.00514458-0.000381193j 0.00079055-0.010024j -0.000324458-0.00371695j -0.0044108-0.00153826j -0.00659164-0.00497243j 0.00706241-0.013511j 0.00160331-0.00799064j 0.000354592-0.00761649j 0.00506334-0.0537052j 0.0270998-0.064509j -0.0200755+0.00195929j -0.0139154+0.0330776j -0.0266212-0.0206583j -0.0147876+0.000305936j -0.0432396-0.0262929j -0.00947356+0.00803983j 0.0313148+0.0044477j -0.0064543+0.0049401j 0.00345223+0.0138245j 0.0220944+0.00984753j -0.0161524-0.0273226j -0.0258507-0.010321j -0.0045325-0.00136923j -0.0228635-0.0116883j 0.00783895+0.00359356j 0.00843735+0.00470731j -0.00836365+0.00615847j 0.00711986+0.0112171j 0.00422423+0.00974026j -0.00490263-0.00877893j -0.00298966-0.00101585j -0.00506157-0.00661366j -0.00546923+0.00337871j 0.00211596+0.00203734j 0.000717555-0.00500971j 0.00339534+0.000978025j 0.00140225-0.0018714j 0.0019856+0.00553966j -0.00224931+0.00133353j 0.00121437+0.00286853j -0.00375595-0.00183545j 0.000787401+0.000184041j -0.00184995-0.00210916j -4.4068e-05+0.00276871j -0.00141732-0.00220793j -0.00109687+0.000564535j 
-0.00110889+0.00044997j 0.000703003-0.00218525j -0.0028562+0.00293631j -0.0021469-0.00230288j -0.00065087+0.00763651j -0.00349746+0.00511585j 0.00686517-0.00536656j -0.00479987+0.0183058j 0.00808143+0.00234747j 0.00569493-0.000766071j 0.0052388-0.00254975j -0.00817396-0.000522484j -0.017135+0.0683328j 0.00353937-0.0039532j 0.00358888-0.0167996j 0.0106267-0.00804159j -0.0035743-0.0362081j 0.00169614+0.00220499j -0.00228744+0.0413459j -0.0153123+0.0134049j 0.0230527-0.0126431j 0.0164078-0.103514j 0.0146036-0.00458644j 0.0201712-0.0359253j -0.00581721+0.0150315j -0.0329716-0.00358119j 0.00890311-0.00629239j -0.0083836+0.013113j 0.00606247-0.00384246j 0.0180854-0.00181478j -0.0100327-0.00958938j -0.0156098+0.00344291j -0.00315485-0.023576j -0.00914377-0.0136241j -0.00408567-0.00788993j 0.0103547+0.00362752j 0.00480091-0.00540856j 0.00409507+0.00960243j 0.00333429-0.0049809j -0.000589331-0.00196734j -0.00534178+0.00616722j 0.00115377+0.0093374j 0.00153069+0.00261132j -0.000642248+0.000182928j 0.000960864-0.00219557j -0.00148603-0.00201485j -0.000818478+0.00193342j 0.000192147+0.00183356j 0.000518261-0.00198809j -0.000945533-0.000769933j -0.000344463+0.000519506j 0.000556128+0.00105551j 
-0.00348241+0.00101192j 0.00155204-0.00381086j -0.000908425-0.00153341j 0.00321467-0.000766508j -0.00345989-0.002261j 0.00376021-0.00702728j 0.00100597+0.00718259j -0.00379726+0.000823157j -0.00675858+0.00894469j 0.00178892-4.38292e-05j -0.00980683+0.0136651j 0.00525779-0.0327073j -0.0104447+0.00690331j -0.00380835-0.0682157j 0.0209277-0.0215057j -0.0157577+0.0595069j -0.0289573+0.0110931j 0.00271306+0.00835073j -0.0307073-0.0280432j 0.0152515+0.024021j -0.00893244-0.00225739j 0.000498841-0.000152394j -0.0205274+0.0310478j 0.0192874-0.00561923j -0.00258276-0.0194127j -0.00555708-0.00184047j -0.0121616+0.000787222j -0.0122622+0.00139441j 0.0151212+0.0136455j 0.00477041+0.00964741j 0.00757979+0.000772907j -0.00431512-0.00289962j 0.00283189+0.00684921j -0.000542746-0.000103018j 0.00649767+0.00449164j -0.00873758-0.00343688j 0.000326284+0.0086785j -0.00515448-0.0088915j -0.00322117-0.00233441j 0.000971259-0.00310069j -0.00330841-0.00545509j -0.00381667-0.00401884j -0.000526485+0.000276729j 0.000409056+0.00221068j -0.00212104+0.00165405j 0.00240699+0.00281238j 0.00127945-0.00297295j -0.000977651-0.00219803j 0.000299443-0.000227756j -0.000413819-0.000694988j 6.00616e-05-0.00210141j -0.00188167-0.000390022j 
0.000709184-0.00172837j 0.00125854+0.00237868j -0.00215115+0.00041844j -0.0021442+0.000258347j 0.00115149+0.00225071j -0.00438167+0.000135626j 0.00204606-0.00330079j -0.00200419+0.00711425j 0.00289097-0.00857323j -0.00541829+0.00872605j 0.00670844-0.00402633j -0.0102218+0.0379805j 0.00374319-0.00615568j 0.0123479+0.0175011j -0.0214079+0.0733363j 0.000349991+0.0379661j -0.019198-0.0377824j -0.0111772-0.00746857j -0.0301364-0.0204314j -0.0357895-0.031522j 0.0026558+0.00911537j -0.0289787-0.031574j 0.0442168-0.00727551j 0.0420019+0.0372924j 0.0113113-0.0148567j -0.00139635+0.00455732j -0.0161195-0.000646843j -0.0301835-0.0181318j 0.0209716+0.0107917j -0.00431345+0.0138538j -0.00593706+0.005579j -0.0192368-0.0103002j -0.00266184-0.0111732j -0.00766143-0.0179178j 0.00264193+0.00723102j 0.00122285-0.00587334j 0.00443375-0.000818005j -0.00318475-0.00330319j -0.00142589-0.00547479j 0.0119716+0.0066634j -0.00992344-0.00892517j 0.000754765+0.00420276j 0.00253692+0.00238111j -0.00284737-0.00112922j -0.00244777-0.00626591j -0.00159748-0.000605312j -0.00248952-0.00314814j 7.93678e-05+0.00338674j 0.00188294-0.00155462j -0.0021568-0.00345593j 0.00104192+0.000619247j 0.000154232-0.0012845j 
-0.00296174+0.00205141j 5.97031e-05-0.00231685j -0.00206007-0.00712358j 0.00642175-0.00850997j -0.00523375+0.00412229j -0.00168645+0.00453313j -0.00209856+0.0207349j -0.0151833+0.00450847j -0.00437948+0.0117483j -0.0104612+0.0244532j -0.00677599+0.0298677j -0.00195033-0.07739j -0.0290152+0.0366378j -0.0221534+0.0591023j 0.00140118+0.00917301j -0.0159401+0.00255371j -0.0164828-0.0114544j -0.0214001+0.022703j -0.0334734+0.0029885j 0.040607+0.0285733j -0.0211805+0.011661j 0.039937+0.0123013j -0.00595397+0.0102894j 0.00778144-0.00567768j -0.00746-0.015921j -0.0036475-0.0101202j -0.00608126-0.00672543j -0.00867021-0.00264253j 0.00873663+0.00763982j 0.00487463-0.000158098j 0.000725487+0.00153721j -0.00121829-0.0106673j 0.00308965+0.0122124j 0.0037252+0.0056524j 0.00364096+0.000199087j -0.00650678+0.00211239j 0.00165044+0.00358904j -0.00774963-0.00382837j -0.00137009+0.00276451j -0.000537732+0.000835567j -0.00185828-0.00324197j -0.00401482-0.00296456j 0.00196343-0.00197156j 0.00262477+0.00555813j 0.000440264+0.00252428j 0.00133016+0.000487043j 0.000188318+0.00116235j -0.00106325-0.00168846j 0.00142956-0.00103068j -0.00037352-0.00256127j -0.000659763-0.00167019j -0.00191581+0.000488309j 
0.000692194-0.000912655j 0.00175172-0.00310752j 0.000484725+0.000597422j 0.000786344-0.00389361j 0.00279039-0.00554713j -9.39087e-05+0.0189849j -0.00911903+0.00619383j 0.000772692-0.00715199j 0.0139641-0.0159194j -0.00588687-0.0168478j -0.0180405-0.0595379j 0.0334397-0.0944223j -0.0179908+0.0117067j 0.0183382+0.000835793j 0.00881238-0.00418685j 0.0353905-0.0036041j 0.0190551-0.000157403j -0.0233851+0.0327953j 0.00559718+0.011426j -0.0551924-0.023618j 0.0267598-0.00538693j -0.00278642-0.0193446j 0.0103449+0.0232265j 0.0216593-0.00289306j 0.0193358-0.0100949j -0.000787201+0.0150035j 0.0191086-0.00211835j -0.0143911-0.000153265j -0.0102989+0.00073686j 0.00374056+0.00157889j -0.00487015-0.00359994j -0.00256834+0.00106023j -0.0067801-0.00844605j 3.89541e-05+0.00820225j -0.0024971+0.00756766j 0.00630558+0.0071097j -0.00375956-0.00731492j -0.000631761-0.00131277j -0.00270248-0.00471627j 0.00438412+0.000802559j -0.000416828-0.00106678j 0.0024996+0.00461023j 0.00203572+0.00304748j -0.00431842+0.00516366j -0.00157148-0.00461167j -0.00243139+8.53716e-05j -0.0020419-0.00322296j 0.00158093+0.00235233j -0.00109307-0.00100537j -0.000164524+0.000581808j -0.000546616-0.00176776j -0.000126024+0.000952925j 
0.00356878+0.00238208j -0.0027077+0.00320687j -0.00201616-0.00261507j 0.00182308-0.00345149j -0.00269863-0.00382727j 0.00801466-0.010567j 0.00118774+0.00903009j -0.00558111-0.00517552j -0.00782631-0.032171j -0.0224387+0.0292837j -0.0189595+0.104578j -0.0245151-0.00799619j -9.73281e-05+0.00897271j 0.00370448+0.0262689j -0.0297911+0.002226j 0.00567004+0.0267852j 0.0378412+0.03871j 0.0107145+0.0276218j 0.013199-0.00971906j -0.0458443+0.00436137j 0.00536483+0.0324448j -0.0151261-0.00454171j 0.0124874+0.01338j -0.000553267+0.00693999j 0.012305+0.00232138j 0.0129478+0.0214687j 0.0168186+0.00630971j -0.00265097-0.00701704j -0.0131884-0.00579567j -0.0181967-0.0158945j -0.00766184-0.000462962j 0.00859176-0.011555j -0.00307036+0.0144465j 0.0130417+0.0179173j 0.00407563+0.0106781j 0.00471966-0.000401719j -0.00670954-0.000590604j -0.00118372-0.000125148j -0.00565544-0.00296072j 0.00543509+0.0101133j 0.00687733+0.000100065j 0.00437242-0.00245109j 0.00147502-0.00991334j 0.00228056+0.006198j -0.00118737-0.00142123j -0.00217792+0.0012832j -0.00192747-0.0023629j 0.000628162+0.00111659j 2.40577e-05+0.000432825j 0.00174358+0.000351641j -0.0023454+0.00157334j 0.00201998+0.00407103j 
0.00169297-0.0031969j 0.00186004+0.000977374j -0.000822994-0.00449533j 0.00218519-0.00855084j -0.00190757+0.0115041j -0.0117758+0.0110572j 0.000227139+0.00936883j -0.0115962+0.01266j -0.0141449+0.0234608j -0.00431449+0.0780675j 0.0245167-0.0213171j -0.00770214+0.0268403j -0.0287203+0.0172816j 0.00904844-0.00340774j -0.0243734-0.0100089j 0.00276817-0.00103815j 0.0289415-0.00864025j -0.0589596-0.0141009j -0.00167683-0.0136985j 0.0173088+0.0055534j 0.0167654-9.795e-05j 0.0694742+0.0328344j 0.0170872+0.00180758j 0.0055704+0.000279693j -0.00581701+0.0058581j 0.000531145+0.0035575j 0.0164223+0.00626782j -0.0067533+0.00563014j 0.00264074+0.00446476j -0.00392388+0.00598513j -0.001019-0.000820603j -0.00494006-0.00162202j 0.0132093+0.0134902j 0.00384278-0.00280678j -0.00783455-0.0122979j 0.00033229+0.000276344j 0.00538855+0.00354007j -0.00498853-0.00327813j 0.0023594+0.00436326j 0.000339054-0.000239943j 0.00378707+0.00274902j -0.00220402-0.0027476j 0.00222476+0.000431405j 0.000695124-0.00119452j 0.00318812+0.00129432j -0.00368749-0.0043142j -0.00172337+0.00262931j 3.41101e-05+0.000803407j 0.00413139+0.000515858j -0.00129947-0.00531352j 0.00157239+0.000803594j 0.000245563-0.00203128j 
