-0.017067+0.035507j -0.0337267-0.086864j -0.0174537-0.0652903j -0.0110618+0.0291555j 0.00048948+0.0165089j 0.00184833-0.0615457j 0.00117275-0.0210631j 0.00581399-0.0335244j -0.00439592-0.0218689j -0.0165155-0.00731254j -0.00508623+0.0194748j -0.0109054-0.0401669j -0.0389838+0.0498275j 0.09659-0.16583j -0.112405+0.0741552j 0.00623225-0.0505874j 0.0159756-0.00509112j -0.0203221-0.0255249j 0.0263375-0.0286856j 0.0136108+0.020498j 0.0125613+0.0162899j 0.0260287-0.0252076j -0.0241102+0.0168009j -0.00969511-0.00466743j -0.0124139+0.0097558j -0.0136367+0.0470043j -0.00205463+0.00963396j 0.00148365-0.0114802j 0.0292523-0.0125813j 0.00831179-0.0201995j 0.00101319+0.00987946j -0.00409464+0.0150093j -0.0102942+0.0304717j 0.015894-0.0273451j -0.0255469+0.0526794j -0.187412+0.11826j -0.0945673+0.143646j -0.017629+0.0345633j -0.0137423+0.0468434j 0.0119815-0.02589j 0.00151333-0.0191034j 0.0069611-0.00595136j 0.0110747-0.0256503j -0.0121073+0.0190689j 0.00150274-0.00626571j 0.0184409-0.029053j -0.00413806-0.00275912j -0.00772982+0.000871148j 0.00306604-0.00247038j 0.000807652-0.00196969j -0.0121963+0.0127459j 0.00296947-0.005981j -0.00597993+0.00312743j 0.00830185-0.00101571j 0.0136104-0.0154464j -0.00840517+0.00657792j -0.0029518+0.000301716j 0.000791616-0.00150753j 0.00902673-0.00407994j 0.00137777-0.00246189j -0.00407712-0.00115554j 0.00757911-0.00730838j 0.0058293-0.00477825j 0.00242832-0.000555551j 0.0038996-0.00114402j -0.00289826+0.00520814j -0.00250858+0.00332536j -0.0019117-0.00177077j -0.00359951-0.00179827j 0.00157955-0.00201082j 0.0120728-0.00655655j -0.00180689-0.0023549j 0.00659719-0.00797861j -0.00434857-0.000790457j 0.0065495-0.000992712j -0.00557695+0.00935314j 0.000747127+0.00252743j -0.0028949+0.0103957j 0.00254825-0.000492398j 0.00790437-0.00212073j -0.00253894-0.0032156j -0.0124966+0.0115647j -0.0168045-0.000484501j 0.0027498-0.00502651j 0.0247491-0.00278418j 0.0100136+0.0286503j 0.00539772+5.21834e-05j 0.00983476-0.0237368j -0.00117182+0.0147139j 0.00529971+0.0116967j 0.00974064-0.00774382j -0.0132193+0.0236225j -0.0280079+0.031162j -0.0635008+0.112691j -0.0927814+0.0484444j 
0.0125956-0.00252332j 0.0029861-0.0046246j -0.00385887-0.00387452j 0.00510177+0.00672686j -0.00762587-0.0033601j 0.0144087+0.00478211j -0.016559-0.0059757j -0.00042098+0.00218113j -0.0177671+0.00337732j -0.0166168-0.00565529j -0.00684524-0.0442603j -0.0120533+0.00638449j -0.00424257-0.0161446j -0.00772254+0.000821481j 0.000938939-0.00104775j 0.0233202+0.00666836j 0.0463932+0.0903254j -0.0261389-0.0603777j 0.0288076-0.0125487j -0.021792+0.0446466j -0.0041893+0.0442067j 0.00304581-0.0436708j -0.120329+0.00550165j -0.0224047-0.0876356j 0.0472577+0.143223j -0.00390523-0.00191233j -0.0728353-0.235815j 0.132164-0.157728j 0.0796111-0.0349359j 0.0182128-0.0281158j -0.0312325-0.0950398j 0.0227449-0.253566j 0.117687-0.0354203j -0.0686721-0.0705452j 0.122317-0.123976j 0.220923-0.0655125j 0.0682+0.256643j 0.0592087+0.0332952j 0.0238457+0.0762971j -0.0193462-0.0276621j -0.0169684+0.00771525j -0.00939472+0.00466832j -0.0152716-0.0374816j -0.00720097+0.0138072j 0.0081034+0.029616j -0.0215399-0.0162044j -0.0118346-0.00635989j -0.00272771-0.0034053j -0.0109498+0.000821659j 0.00586604-0.0048642j 0.00343065-0.00911378j -0.00575493-0.0210814j 0.0119806+0.0329412j 0.00524976+0.0188476j -0.000906033+0.0197157j -0.00975733-0.017443j 0.00760986+0.0102992j -0.00061504-0.0306235j 0.00134466+0.0268633j -0.0066447-0.00628079j -0.00157175+0.0147644j -0.00667773-0.00360992j -0.0054548+0.00214017j 0.00384713+0.0192327j -0.0148757-0.00806091j 0.00315928+0.0196615j 0.00142709+0.00471651j 0.00628762+0.0198112j -0.0021327+0.000532884j 0.01195+0.0173555j -0.0124741+0.0202794j 0.0150459-0.00945264j -0.00659494-0.0152913j -0.00745311-0.00620651j 0.0152843+0.00431468j 0.0255738-0.0328314j -0.0129352+0.0197581j 0.0710892-0.0102495j 0.0231826+0.0192455j 0.00610211+0.02456j -0.0374811-0.032702j -0.0152577+0.0212967j 0.0289123+0.00828062j -0.0113422-0.0139265j -0.00537956+0.0112077j 0.0124084-0.0154249j -0.0209132+0.00678715j -0.00499711-0.00962296j 0.0186332-0.00427502j 0.0113123-0.0038431j -0.00439309-0.0107633j 0.0157269+0.0203072j 0.0241239-0.000898869j 0.0240889+0.0524537j 0.0510086-0.0247437j 
0.0276979+0.00484575j 0.0340472-0.00473636j 0.0380032+0.00932032j -0.0300379-0.00666485j -0.0233278+0.00460258j 0.0289194-0.0216615j -0.00994441+0.0166127j -0.0305683-0.0111673j 0.00298575-0.0268336j -0.0192535-0.0138048j 0.0463579+0.0018392j -0.0105942+0.000450947j 0.0186255+0.00408665j 0.0198174+0.0105399j -0.0110365+0.0219428j -0.0117165+0.070032j -0.0975991-0.112282j 0.100031-0.0740522j 0.0330942+0.0808864j 0.0308513+0.070555j 0.00889707+0.0714311j -0.0500593-0.130363j 0.125205+0.0566872j -0.0117012-0.000272476j 0.127534-0.100223j 0.0611247-0.00290529j -0.0642993-0.0120186j -0.0609904-0.0400956j 0.23916-0.125104j 0.0205544+0.179559j 0.0258677+0.0443596j -0.00222785-0.173336j -0.166385-0.0556217j 0.0779624+0.0461307j -0.029279+0.10017j 0.178391+0.076513j -0.0499661+0.0450496j -0.00959561-0.0290525j -0.0335924-0.0733014j 0.0166193+0.000767183j 0.00596699-0.0332924j 0.00670028-0.0239196j 0.0104446-0.0143572j 0.0151275+0.0130778j 0.0183671-0.00328387j 0.0217147-0.0114393j -0.00618589+0.00509635j -0.00905805-0.00169477j 0.0320264+0.0156294j -0.0330181-0.0117119j -0.0299033+0.0157177j 0.0185455-6.35357e-05j -0.0297255+0.00859505j 0.0266893-0.0160224j 0.0157768-0.027514j -0.0154937+0.0117151j -0.00478573+0.00746724j -0.0092041+0.00881651j 0.0119558-0.0139597j 0.0126543+0.000984634j 0.0213582+0.00610432j 0.0130637-0.00980744j 0.000887591+0.00122145j 0.0143168-0.0111751j -0.000161093-0.00523825j 0.00991871+0.00483152j 0.00488376+0.00548136j 0.00510506-0.00106513j -0.00266979+0.00322084j -0.00760437+0.00704196j 0.0014293+0.0196432j -0.00161841+0.00168072j -0.0120808+0.00497857j 0.0017249-0.00659755j 0.00438333-0.0206444j 0.00784467-0.0263087j -0.0162912+0.0380939j -0.0178473-0.0297634j 0.00925775+0.00115203j 0.0123336-0.00694987j 0.0183625+0.013504j -0.00283755-0.000188362j 0.00580827-0.00999843j 0.0117611-0.0242915j 0.00943039+0.000238033j 0.0136016+6.78625e-05j 0.0176295+0.00642292j 0.00515829+0.00838754j 0.0186092+0.038783j 0.00138587-0.00332727j -0.00181473-0.00616311j 0.00219943-0.0177674j -0.0314188-0.043994j -0.0320659+0.0157685j 0.0287648+0.0378082j 
-0.00393948+0.0123562j 0.0110348+0.0083893j 0.026692-0.00338328j -0.0052761+0.0278287j 0.00294385+0.0314862j -7.9886e-05+0.0102806j -0.0158502-0.00639181j 0.0270415+0.0130345j -0.0223853-0.00433989j 0.0100312+0.00950298j -0.00196551+0.0241727j -0.00932513-0.00150788j -0.00827076-0.0224495j 0.0121556-0.00931992j -0.00424648-0.0066412j 0.0422185-0.00458426j -0.010592+0.0195461j 0.0645961-0.101326j -0.0111242-0.0773163j -0.0445347-0.0771734j -0.0328715+0.0919988j -0.0708927-0.0223181j 0.043441+0.00671732j 0.0183983-0.0322418j -0.112468+0.198206j 0.0310171-0.0787813j -0.110115-0.0292328j 0.0532987-0.0914313j -0.0489325+0.01702j -0.103997-0.129559j -0.103511+0.0323127j -0.098303+0.00644467j 0.0819008+0.0698762j 0.098907+0.0346712j -0.0364918+0.0830554j 0.284962-0.105056j 0.100138+0.0406704j 0.0364603-8.9885e-06j -0.0221364+0.0206265j 0.00819086-0.0223303j 0.000458057+0.00733222j 0.0143392+0.0137656j 0.0195488-0.0456156j -0.00401214-0.0103132j 0.00984885+0.0138358j -0.0312966-0.0293529j -0.00361871+0.00997612j -0.000859911-1.52907e-05j -0.00639644+0.0216479j 0.0084129-0.00272761j -0.00935459-0.00370496j -0.00441666+0.0049878j -0.000361669-0.000636564j 0.008366+0.0106926j -0.00233922+0.0186593j 0.00437984-0.0462202j 0.00936361+0.00631299j -0.0161615+0.0087237j 0.0109428-0.00160431j 0.00040119-0.0117475j 0.000641979+0.00286152j -0.00700641+0.00790586j -0.00463182-0.0228758j 0.0142713+0.000368031j -0.00674701-0.00158408j 0.0125982-0.00394171j 0.00782691+0.000313932j 0.0121114+0.00900785j -0.00418848-0.00216347j -0.0108571-0.0145831j -0.0040969-0.00772233j -0.00241426-0.0100697j -0.000875382-0.0155528j -0.000326869+0.00198943j 0.00674256+0.0131352j 0.0175293+0.0123751j -0.0241545-0.0235821j 0.010595-0.0200901j -0.00209099+0.0170465j -0.000447209+0.00802208j 0.00948382+0.00752535j 0.000778305-0.0242026j 0.0244743+0.00994714j 0.0445667+0.00527101j 0.00860481-0.0118921j 0.00584101+0.00965569j -0.00244875-0.00604395j 0.0050949+0.023586j 0.0039219+0.00092823j 0.0102676-0.00679198j -0.00565854-0.00308769j -0.00981382-0.00205449j -0.00644913-0.00730046j 0.00522051+0.0392659j 0.0447252-0.0192563j 
0.00893225-0.0318907j 0.00756249-0.0247165j -0.00225835+0.00335279j -0.0197033-0.0275254j -0.0121501+0.0183287j 0.0396683-0.00833803j -0.0436359+0.0103521j -0.00031672-0.00674545j 0.0214913-0.0272299j 0.0504264+0.0419712j 0.0224163+0.0084711j -0.00704981+0.00247037j -0.0133679+0.00665033j 0.00488975+0.000174169j -0.00280508+0.00596181j -0.0409235+0.0850508j -0.0410004-0.0220441j -0.0384789+0.0330133j 0.0216394+0.016164j -0.0330985-0.112531j -0.00401769+0.0457692j 0.0383891-0.0475982j -0.125406+0.0439454j 0.0135302-0.0345975j -0.0878418+0.0800896j -0.0736684-0.0884897j -0.159969+0.00382185j -0.149432-0.0152421j 0.00985411-0.0627241j 0.0236392+0.102544j 0.0797917-0.0406871j -0.15659+0.162124j 0.0266756-0.0267245j 0.0341445+0.0914022j -0.0321684-0.0671433j 0.0282874-0.065375j 0.0292875+0.145102j -0.0405871+0.0298529j 0.00954681-0.0451533j -0.00401526+0.00109734j -0.00674955-0.00756761j -0.0140069-0.0033462j -0.0262745+0.000743758j -0.00823998-0.0439168j 0.00317824-0.00793435j 0.00480075-0.00190947j -0.0119344-0.0119032j -0.00584927-0.00695867j -0.0178812-0.00688208j 0.0112653+0.0136223j -0.00750527+0.00755163j 0.00133346+0.00252796j 0.0020339+0.00195441j 0.0102952-0.000330901j 0.0100044+0.00478881j -0.0136471+0.00446498j 0.00477616-0.0209048j -0.00761306+0.0395701j 0.0091395-0.0188782j -0.00704131+0.00166401j 0.0146767-8.54128e-06j 0.000342082+0.0120749j 0.00117009+0.00187601j 0.0039114-0.019775j 0.0095561-0.00765259j 0.00929718-0.0149864j 0.00531924-0.00936656j -0.00676995+0.0043979j 0.0025002+0.00565831j 0.00753314-0.000143957j 0.0151013-0.0208323j 0.0101701-0.00827705j 0.0256361-0.00463656j -0.00587076+0.00670596j -0.00366964+0.00259221j -0.0206927+0.0353124j 0.0419745-0.0223299j 0.00881219+0.0230227j -0.00633022+0.0120127j -0.00465507-0.00501039j 0.00529003+0.0215825j -0.0143291-0.0209931j 0.0170735+0.00130226j -0.00801275-0.0120886j 0.00308935+0.00946585j 0.0155638-0.015098j -0.0339098+0.0209953j 0.0431389+0.0529289j -0.0154943-0.000443612j -0.00837536-0.00813477j -0.000935798-0.00444051j 0.00137804-0.0425812j -0.0329687-0.0143569j -0.000495433+0.0149543j 0.0117119+0.0125399j 
0.00433468-0.0126294j -0.0362462+0.00496771j -0.0110793+0.0101914j -0.0208597-0.0238804j -0.00653146+0.00851718j -0.0359345-0.0018748j 0.0072845-0.0139952j 0.0239064+0.00249335j -0.0062183+0.0149166j 0.0181888-0.033798j 0.00934198+0.000828996j -0.00275254-0.036336j 0.0135128+0.0115236j -0.0184266-0.0092429j -0.0136317-0.0152744j 0.0364755+0.106755j -0.00334534+0.0221095j -0.0122668+0.064183j 0.019021+0.129207j 0.0227181-0.00736818j 0.166919+0.0492131j -0.0778913-0.0332023j 0.127965+0.103444j 0.0075275-0.0203507j -0.00766136+0.105557j 0.0101365+0.0439303j -0.0622909+0.0835612j 0.140898-0.113611j -0.127366+0.0730404j -0.23769-0.209135j -0.112103+0.0990605j 0.0603287+0.0878292j -0.0282953+0.144029j -0.00175126-0.102962j 0.0111745+0.0166949j -0.0243493+0.0786295j -0.2173+0.165827j 0.0236736+0.084758j -0.0430544-0.0107618j -0.00585178-0.0102665j -0.024197-0.0299018j -0.0172186-0.0246931j -0.0117449+0.0060715j 0.00190273+0.0196276j 0.0145751+0.0048939j -0.0405358-0.0238484j 0.00850881+0.00627516j 0.0107497+0.00708327j 0.00831734+0.0104816j -0.0146016-0.0104453j -0.00845997+0.0020804j -0.0111456-0.0025843j -0.00722049+0.000242141j 0.011945+0.00206587j 0.0176598+0.00677946j 0.00392293-0.0121771j -0.0231121-0.00610984j -0.0044791+0.0101558j 0.0125929-0.0013762j 0.0136279-0.00777545j 0.00256108+0.00223534j 0.00885706+0.00971314j 0.00156022+0.00390964j 0.00874197-0.00586152j -0.0154979+0.011891j 0.00551557-0.0108958j 0.000488385-0.00696903j 0.019778-0.0085332j -0.00235465+0.00588472j 0.00667161-0.0119209j 0.0223632-0.00675507j -0.0152952-0.0137326j -0.00407527-0.00108767j -0.00548773+0.0147162j 0.00616545-0.00345946j -0.0088498-0.0190202j 0.00237863+0.00438019j -0.0150479-0.0397207j 0.015055-0.0226067j -0.0010949-0.00139002j -0.0101914+0.0198235j -0.014074+0.00685636j 0.0075191-0.02075j 0.00920615+0.00535908j 0.00501132+3.78409e-05j 0.00592815-0.00264108j 0.00831438-0.0185657j -0.0167568+0.00175316j 0.00408421+0.00574998j -0.00631316+0.00167584j 0.00347884-0.00573871j -0.0350028-0.0106485j -0.00807267+0.0369353j -0.017073+0.0349266j 0.0104862+0.0297029j 
0.00167776-0.0142104j 0.00344549+0.0106299j -0.0019071-0.0274998j 0.0115214+0.00541064j -0.0299655+0.0238823j 0.0159058-0.00630718j 0.0320901+0.0317797j 0.0214431-0.00675419j 0.0133012+0.040169j -0.0180789+0.0145648j 0.0118936-0.00832939j 0.0132032+0.00622315j 0.0141387-0.015716j -0.0169641-0.000731767j -0.0140467-0.00683638j -0.00493811+0.0621511j -0.00279416-0.0337556j -0.0263493-0.11643j 0.00597979+0.0324201j 0.0756611-0.0521124j -0.104308-0.0376463j -0.00695426-0.00901936j 0.0218407-0.0466817j 0.0416342-0.0624818j -0.00178978-0.00469967j 0.115384+0.0781779j 0.114928+0.203799j -0.122509-0.0836236j -0.14431-0.0196001j 0.019125-0.100879j 0.0204058+0.113294j -0.113214+0.107128j 0.0404114-0.0131262j -0.232809+0.210217j -0.129025-0.118642j 0.014795+0.0359774j -0.111656+0.0837945j -0.0212503+0.00552188j 0.012921-0.065001j 0.00550579-0.0162497j -0.00348728-0.0341015j -0.00902348-0.027715j 0.00514426-0.0481014j 0.0448768-0.00416786j 0.0062178-0.00582528j 0.0183784+0.0223345j 0.0044556-0.00765279j 0.00466817-0.00932833j -0.0124545-0.00042511j 0.0121254+0.0042043j 0.0045832+0.0304586j 0.0110458-0.000370074j -0.00789578+0.0139475j -0.0162999-0.0179393j -0.00694761-0.00611754j -0.00622525-0.000490385j 0.021904-0.00633844j -0.00589531+0.00781194j -0.0120776-0.0161121j -0.00793127-0.00174909j -0.00266687+0.0112104j -0.0158059-0.00674923j -0.0114568-0.00354348j -0.00457189-0.00970644j 0.00443895-0.0134916j 0.00157197+0.00833414j 0.0105707+0.00146256j -0.003414+0.0131746j 0.00942106+0.00370325j -0.00645587+0.0116279j -0.00428469+0.0149528j 0.0164199-0.0161012j 0.00285361+0.00170473j 0.0115954-0.00682475j 0.00706188+0.0237632j 0.00124324-0.0167564j -0.012413+0.0127859j 0.00270122+0.00266545j -0.0193311+0.021085j 0.00352575-0.0220702j 0.00274722-0.00802124j 0.0287162-0.0208725j 0.000261316+0.0268662j 0.015179+0.00248392j 0.0123238-0.0125429j -0.00541643-0.00165741j 0.0138625-0.00583966j -0.0108153-0.0173447j 0.0223269-0.00129225j -0.00400564+0.0102137j 0.00366742-0.00170816j -0.00448329+0.0207167j 0.00984283+0.000264699j -0.0221268+0.000155049j -0.0033154+0.023465j 
-0.0144815+0.02312j 0.0146154-0.00288044j -0.0106591+0.000790218j 0.0294916-0.00449124j -0.0366064-0.0225823j -0.00122716-0.00667794j -0.00597829-0.0089225j 0.0139245+0.0511896j 0.00586871+0.00667978j 0.0300426-0.00636239j -0.00240699-0.0270932j 0.00318406-0.00218452j 0.00782003+0.0153628j -0.0021978-0.0088699j 0.0158408+0.00439136j 0.00348454-0.0430112j -0.0344834-0.0581842j -0.0935979+0.0127749j -0.027162-0.0768563j 0.0943087+0.0355458j -0.110671-0.112179j 0.00333428+0.113105j -0.0350739+0.0530091j -0.0251153+0.0904199j -0.0795132+0.141992j -0.00878531-0.101583j -0.13771-0.000793828j -0.0277327+0.000339809j 0.0313214+0.132721j -0.205371+0.0936683j -0.342452+0.0257468j 0.10804+0.190184j 0.104687+0.000894216j 0.0161867+0.0539588j 0.0200956+0.126396j -0.0167269+0.0946178j 0.00240844-0.0597284j 0.00992153-0.0250168j -0.0362991-0.00508966j -0.00731049+0.00355019j -0.00618042+0.00913854j 0.00387211+0.01236j -0.0237188+0.00243485j 0.0068448+0.00498798j -0.00544015-0.00281023j 0.0119379+0.0252895j -0.000826085-0.00799897j -0.00238085-0.00411348j -0.00123316-0.0130319j -0.007088+0.0193191j 0.00630667+0.0068243j -0.022035+0.0127199j 0.0307634-0.00732657j 0.000898485-0.00516324j 0.00914451+0.00355014j -0.0235451-0.00731382j -0.00363822-0.0143262j 0.00748752+0.022589j 0.0116611-0.0165011j -0.00637251-0.0140975j -0.033126+0.0130051j 0.014047-0.00103727j -0.0136962-0.00198116j 0.0111816-0.0182213j -0.00396723+0.00178881j -0.0248383-0.00467156j -0.0184244+0.00332017j 0.0047462-0.0132505j 0.00215843+0.0157835j 0.00255383-0.007286j -0.0182568-0.000921366j -0.0160836-0.0105161j -0.00807651-0.00732165j 0.0131783+0.00853871j -0.0106687+0.0224773j 0.0161422-0.0263681j -0.00362999+0.00186951j 0.00583601-0.0123263j -0.0133264-0.00645376j -0.0114702-0.00561402j 0.00347712+0.00311212j 0.00476037-0.00248193j -0.0260636-0.014918j -0.0122617-0.00387608j 0.00131074+0.00234463j -0.00805157+0.00242858j 0.0131202-0.0210689j -0.0156108-0.0202837j -0.00747524-0.0231605j 0.00369742+0.000158542j -0.00312539-0.00338701j 0.0100231-0.016859j -0.012016-0.0149531j -0.00174114-0.0127633j 0.00727393+0.010171j 
-0.0104217+0.0100032j -0.0177748+0.00184207j -0.00870814+0.027722j 0.0281751-0.0238259j 0.0191424+0.0133641j 0.0210354-0.025072j -0.0367197+0.00870384j -0.0185228-0.0181919j 0.000395045-0.0103632j -0.0272346+0.0112264j 0.00621052-0.0138392j -0.0117862+0.0207812j -0.00618528+0.0136706j -0.032102-0.0107004j 0.0132851-0.0251199j -0.00328956-0.0402485j 0.0132077-0.0693445j 0.00028861+0.146208j -0.0762514+0.0930579j -0.0320047+0.085675j 0.125613+0.126058j 0.124991-0.0874408j -0.0330383-0.00487065j 0.0886771-0.0373532j -0.0387072+0.0274821j 0.155153-0.185486j 0.161148+0.146308j -0.189877-0.162523j 0.077171-0.200669j -0.0216681-0.183518j 0.224131-0.00372747j 0.154497-0.117867j 0.0152605-0.0261948j -0.224687-0.0534059j -0.0175138+0.0546061j -0.131632+0.0819405j -0.0778137-0.0277061j 0.0152096-0.0542452j 0.00858908-0.00504307j -0.00768172+0.0329936j 0.00975813+0.00155216j 0.0142743-0.00814782j -0.00848267+0.0625243j -0.000994567+0.0299566j -0.0261644-0.00562825j 0.0060676-0.0295952j 0.0178925+0.0136445j 0.0143128+0.018239j 0.00336334-0.00400106j -0.00522517-0.0162135j -0.00518994+0.00428884j 0.0101559-0.022602j -0.011459+0.0123058j 0.00403542+0.00562184j 0.00326063+0.00825068j 0.00566695-0.00223076j -0.0147739-0.0245431j 0.0187178+0.0222493j -0.0149656-0.00390021j -0.00875418+0.0028308j 0.0290741+0.00983688j -0.00441206+0.00608616j 0.0157823+0.00314401j -0.0180635-0.00963032j 0.0134335-0.021641j 0.00513055-0.00468369j -0.00566869-0.0131384j -0.00729902+0.0211804j 0.0107179+0.0150663j 0.0104352+0.010108j -0.00441518+0.00581803j 0.00510731-0.0465839j 0.01112+0.0026012j 0.00480607+0.0184864j 0.00958534+0.0263913j -0.0075957-0.0179291j 0.00184602-0.00535995j 0.0140095+0.00497014j -0.00850371+0.00691868j 0.00124154-0.0288234j -0.0109417+0.0135981j 0.0194943-0.000780967j 0.00645763+0.00508343j 0.00257478+0.0208957j -0.000188398-0.000775888j 0.00971997+0.00601437j 0.0146447+0.00176085j 0.00529007-0.0232637j 0.00909901+0.011905j -0.00065556+0.00479108j 0.000312341-0.00269048j 0.00410649+0.0154993j 0.0111739-0.00956615j -0.00373595-0.0237861j -0.0266715+0.0118903j 
0.0176991-0.00751296j -0.0231436+0.0167228j 0.0182528+0.022706j 0.0207972-0.0233546j 0.00773506-0.00138499j 0.0154734-0.0187243j -0.00770023-0.0130231j 0.00845626+0.0226996j 0.0360334-0.0144243j -0.00229502+0.0200768j -0.0175883+0.0072j 0.0104845+0.0121676j -0.00496698+0.00365565j -0.00520404+0.00242808j -0.00453778-0.00472657j -0.0393362-0.00146704j 0.033417-0.0518834j 0.0910406+0.0595198j -0.0604446+0.134074j -0.0548819+0.0857507j 0.0013245-0.0366099j 0.0157977-0.129804j 0.0916256-0.134108j 0.186297+0.256606j 0.0378935-0.0661624j 0.0050706-0.0790137j -0.0759199-0.0647713j 0.132912+0.0371885j -0.144622+0.0556755j -0.170685+0.185834j -0.0946971-0.0442507j -0.0292285-0.052405j -0.170029-0.174433j 0.0297229-0.0142277j 0.0049997+0.0993131j 0.0180334-0.0460751j -0.00929712+0.106159j -0.00261441-0.0333101j 0.039952-0.0208005j 0.00457757+0.0154015j 0.0169768-0.0134862j 0.0109727-0.0241191j 0.0138352+0.0238464j 0.00101011+0.0212286j -0.0053463+0.0192387j 0.0162501+0.0105449j 0.00625155-0.0083218j 0.004267-0.00552583j -0.0126827-0.0215049j 0.0143987+0.0146326j -0.0358957-0.020337j 0.029072+0.025133j -0.0327412-0.0271634j 0.0212231+0.00395399j 0.00596421+0.00168676j -0.00542848+0.0096779j 0.00606304-0.0101333j -1.41469e-05+0.0229481j 0.00827674-0.0123033j 0.0142342+0.00656528j -0.0114924+0.0285859j 0.0162852-0.000880407j -0.00280274+0.0124118j 0.0088591-0.0128095j 0.00656877-3.59052e-05j -0.0147032+0.0062647j 0.00202398+0.00896165j -0.0156104-0.0106304j 0.00671225+0.015942j -0.00385246-0.00373366j 0.0125916+0.0142796j 0.010416+0.0139635j 0.0245504+0.00433935j 0.0116438-0.00167893j -0.00344096+0.0154431j -0.000459014-0.0292923j 0.0227331+0.0126168j 0.0126046+0.00585187j -0.0167125+0.00813493j -0.0323961-0.00694109j 0.0413432-0.0091988j -0.00209546+0.0136842j -0.011122-0.00168332j -0.00391106-0.0138413j -0.00267322-0.00695977j 0.000205426-0.00333698j -0.000543174+0.0230742j 0.00652259-0.000211413j 0.00722173+0.0151546j -0.00134148+0.00453828j 0.00230037-0.00159333j -0.0018803+0.0227526j 0.00922343-0.00554567j -0.00257251-0.000611521j -0.0122107-0.00168373j 
0.00430052+0.0274722j 0.00410099-0.0197209j 0.0113651-0.00483633j -0.00648542-0.0212433j 0.0121041-0.038418j -0.00748337-0.0119408j 0.0130457+0.0177361j 0.054886+0.000491834j 0.0159961-0.00111343j -0.0124279+0.00338205j -0.00444996-0.0341611j 0.00892304-0.026864j -0.00272019-0.000304533j -0.0142109+0.0119217j -0.0143106+0.000221824j 0.0132411+0.0200788j -0.0251634+0.00793996j -0.0446244-0.00446176j 0.038779-0.0212755j -0.0138397+0.000717093j 0.0246781-0.0552704j -0.0974611-0.0585306j 0.0704886-0.150547j 0.0140363-0.0680243j -0.0628591-0.264615j 0.210692+0.15703j 0.00102088-0.0184655j 0.185187-0.245175j 0.0949809+0.187651j 0.00336448-0.0169679j 0.0439425-0.121862j 0.0132885-0.121715j -0.0197015-0.0339138j 0.0187222+0.00478949j -0.0642631-0.0366105j 0.0287947-0.00457203j -0.035853-0.0183746j 0.00845599+0.0123863j -0.0154504-0.0029473j -0.010107+0.00407764j -0.00488484+0.00852679j -0.00249091+0.00984136j -0.02612+0.0167252j -0.0227182-0.0145036j 0.0118024+0.0193616j -0.0377342-0.00663524j -0.00613232-0.0193449j -0.00453691-0.0177684j 0.0265476+0.00129656j -0.00671004+0.0161313j -0.00143193+0.00180198j -0.000808012+0.00600041j 0.00397075-0.0161912j -0.000109835-0.0046135j -0.0161588-0.0183484j -0.0288633+0.0182336j 0.0227881+0.0108779j 0.00513691-0.00328074j -0.00708963-0.00484307j -0.0196374+0.00923019j 0.012422-0.0071983j -0.0116754-0.000884192j -0.0159782-0.00231615j -0.00838308-0.000349102j -0.00168477-0.00369449j 0.00925243-0.00374953j 0.00998813+0.00614961j -0.000182965+0.000220628j -0.00266208+0.00613463j 0.00546615+0.00075756j 0.0144601+0.000754472j 0.0210038+0.0130325j 0.00934106+0.0104335j -0.00853544+0.00602942j -0.0111421+0.00525769j -0.0111817+0.00364002j 0.027216+0.00299244j 4.40813e-05+0.0136156j 0.00443608+0.000873614j -0.000750343-0.0114608j 0.00169006+0.0119047j -0.00237028-0.0102986j 0.00999829-0.0185561j -0.00324453-0.0111494j 0.0042665+0.0102851j 0.00608506-0.0105892j 0.0255879+0.00417187j 0.0147219-0.0205556j 0.0177997-0.0126679j 0.00116256-0.00463787j -0.0022982-0.000560114j 0.00866359-0.012381j -0.00920453-0.00570402j -0.00691681-0.00267614j 0.00421278+0.00445557j 
