0.0109217+0.0175942j -0.00998756+0.0295978j -0.00704892+0.0271703j -0.00268055-0.010322j 0.00353332-0.010635j 0.00179956-0.0241325j -0.00352173-0.00856945j 0.00307617-0.0209388j 0.000174154+0.00665593j 0.00188287-0.00888108j 0.00357544+0.00137905j 9.20668e-05-0.0223464j -0.0013534-0.00153887j -0.00122407+0.0112039j 0.00145429-0.00698189j 0.000470623+0.00516617j 0.00119295-0.0202706j -2.89167e-05+0.00435025j 0.00239757+0.00389766j 0.000614812+0.000493115j 0.000632779-0.00237674j -0.00232124+0.0234443j 0.00187008-0.00714143j -0.0024885-0.00819708j 0.000793069-0.000698805j -0.000241196-0.00469066j 0.00222177-0.0216493j 0.00107323-0.0236256j 0.00184288+0.0076146j -0.00399432+0.00940889j -0.000179413+0.0238062j 0.00191892-0.00944704j -0.00145235-0.0454256j -0.0042279+0.0220364j -0.00347381-0.0385839j 0.00438188-0.0130731j -0.00330323-0.0642022j 0.0058979+0.112689j 0.0102715-0.258606j 0.00528751+0.175155j 0.000948869+0.510053j 0.00243711-0.0746949j -0.00345756-0.130065j 0.00672124-0.00656313j 0.00495377+0.00940135j -0.000717812+0.0454342j -0.00899538+0.0188697j -0.00637572-0.0512366j -0.00351497-0.00544875j 0.00143812-0.00794473j 0.00514516+0.0087842j -0.00286639+0.0421084j 0.00314984+0.0138684j -0.00824843-0.0104603j 0.00144403+0.00950373j -0.00195819-0.00552804j 0.00182201+0.0152041j 0.000515508-0.0332229j 0.00182258+0.00109947j -0.00161092-0.0159752j 0.00594961-0.00759413j 0.00270079+0.00411804j -0.00445665-0.0116054j 0.000798172-0.00892115j -1.40029e-05+0.000791057j -0.00131926-0.00794207j 0.00226032-0.0100025j -0.000592324+0.00295397j 0.00583703+0.000500585j 0.00292474+0.00997464j -0.00112992-0.010412j 0.00505074-0.0118711j -0.00317006+0.00999345j 0.000144461-0.00982443j -0.00145207+0.0042977j -0.0035373-0.0108454j 0.00176967+0.00633172j 0.00353113-0.00052455j -0.00578708+0.0100236j 0.00369934-0.00809365j 0.0110677+0.0027354j -0.000166618-0.0120143j -0.0107975-0.00296007j 0.00614018+0.0165146j 0.000696311+0.0142076j 0.0293248-0.0100105j -0.00516583-0.0356573j -0.0302733+0.0314263j 0.0632472+0.0142031j -0.0114439+0.039248j 0.071805+0.00534263j 0.0188753-0.13842j 
0.00480265+0.0218683j 0.00694235-0.0144161j -0.00152282+0.0150351j -0.000778333+0.0118536j -0.00202958+0.00274489j -0.00387798+0.00678159j -0.000126518-0.0104967j -0.00316562-0.0218536j 0.00127995+0.00127583j -0.00190124+0.00686403j -0.000178658+0.00774574j -0.00011141-0.00463887j 0.00139123-0.0028495j 0.000748745+0.014803j -0.00382793-0.00425516j 0.00115785+0.00755706j -0.00322482-0.00693119j 0.000281503+0.00722619j 0.000828203+0.0103086j -0.00169781-0.00590606j 0.00220039+1.80106e-05j 0.000701501+0.00677023j -0.00149898-0.00843611j 0.00287191-0.0093233j 0.000409928-0.00261316j -0.00283849+0.00357789j -0.00330398-0.0148301j -0.00192643-0.00453821j 4.86712e-06+0.00447003j 0.00189106-0.00313928j 0.00214006+0.0145081j -0.000328207-0.0040657j 0.00357184-0.05407j 0.00150411-0.0314579j -0.00287788-0.0448987j -0.00399948-0.0465568j -0.00700416+0.0338833j 0.00501197+0.693049j -0.00458419-0.197938j -0.0016905-0.322906j -0.00325994-0.0496125j -0.00442449+0.130574j -0.00241253+0.00068979j 0.0032548+0.0340039j -0.000415219-0.0182579j -0.00549643-0.0325938j 0.00212443+0.0066326j 0.00235271-0.0395301j 0.00482225+0.00949651j 0.00227047-0.0049172j 0.000601791-0.01431j 0.00131742+0.00221076j -0.00144894+0.0169331j 0.0001626-0.0182822j 0.00338337+0.0176084j 0.00226032+0.00102676j -0.00132129+0.00384976j -0.000311503-0.0197888j -0.00270619-0.00710429j 0.00182037+0.00358414j 0.00349979-0.00287928j -0.00248813+0.0016874j -0.00308761+0.00249101j 0.0017107-0.005106j 0.0013713-0.00443649j -0.00371644-0.00851249j -0.0029238+0.00483584j 0.00168083+0.00615769j 0.000161889+0.00541801j -0.00502757+0.00140222j -0.00295066-0.00756998j 0.00233837-0.0080493j 0.00240641+0.00278137j 0.000593878-0.00973454j 0.000302625+0.00598057j 6.5568e-05-0.000165189j 0.00354858-0.00479061j -0.00649699-0.0023139j 0.00272584-0.000302964j 4.30988e-05-0.00261042j -0.00817545-0.00912511j 0.00277765+0.00888553j 0.00219641-0.0128869j 0.00483105+0.0169566j 0.0116508+0.00620872j 0.00724496-0.0173082j 0.00445979-0.00930025j 0.00459041-0.00370451j 0.0171325-0.0192207j -0.0129706-0.144263j -0.00229142+0.0124233j -0.00516545-0.0217054j 
-0.00553352+0.00974168j 0.0030555+0.0194653j -0.00234099-0.0100776j -0.00206532+0.0112501j -0.000820101+0.013481j -6.36193e-05-0.0176759j 0.00209052+0.00826035j 0.00254611+0.0103744j -0.000713935+0.0187127j -0.000956689-0.00657928j -0.00126764+0.000298065j 0.000429973+0.00355519j 0.000334749+0.00314089j -0.000817635-0.00145441j -0.000818663-0.00304879j -0.000656815-0.00489552j 0.000566221-0.00473521j -0.000591222+0.000977413j -0.00093232-0.00420633j -0.000883656+0.000835957j 4.82342e-05+0.0106631j -0.000574428+0.00898627j -0.0004939+0.00681019j 0.00190744+0.00214243j -0.00161328+0.0210878j -0.000161539-0.00749619j 2.65355e-05-0.00217922j 0.000738602-0.0146324j -0.0018646+0.0172749j 0.00300949+0.0128135j 0.00141945-0.016183j 0.000662557+0.00857478j 0.00199586-0.00732937j -0.00361902+0.0409988j -0.000474391+0.00208759j -0.00731556+0.0744596j -0.0087463-0.773639j -0.00233813+0.058685j 0.00256382+0.266851j -0.00288765-0.142603j -0.00467023+0.0984365j 0.0029504+0.00372588j 0.00244719+0.0243837j 0.00388265+0.00230761j -0.00344735-0.0240904j -0.0021108+0.038694j 0.00134378+0.0015224j -0.00399831+0.0197039j -0.000734151-0.0272067j -0.0017291-0.0198932j -0.00161189-0.00113675j -0.00028179+0.00628355j -0.000133403-0.00288966j -0.00113968+0.0042246j 0.00168186-0.00702104j 0.00204963+0.00251476j 0.000619816+0.00627565j -0.00246517-0.00376275j 0.00100447+0.00739347j -0.000179812-0.00412994j -0.00030178-0.00669813j -0.00015952+0.0133022j -0.000176651+0.00698523j -0.00211995-0.0101714j -0.00134567-0.00799844j -0.000513193+0.0126859j -0.000674725+0.0055543j 0.00136287-0.00284406j 0.00154847+0.00308796j -9.29042e-05+0.00577537j -0.000997196+0.0076917j -0.000728501+0.00558477j 7.67304e-05-0.000141914j -0.00055552-0.0131115j -0.000739515+0.00447194j -0.00145289+0.0013099j -0.00133347-0.00556921j 0.00248194+0.014062j 0.00396514-0.000244924j -0.00317144-0.00792756j -0.00477332-0.000614043j -0.00872644-0.00258209j -0.00429156-0.00270875j -0.00105558-0.013826j 0.00178405+0.0253328j 0.010318+0.0092615j 0.0110061+0.00297849j 0.0111295+0.0176685j 0.00594407+0.138259j 0.0122488-0.0264322j -0.00311992-0.0169895j 0.00104779-0.00291247j 
0.000367032-0.00319625j -0.000588645+0.000771698j 0.0039181+0.0074097j 0.00121996-0.0201146j 6.94363e-05-0.0142744j 0.00198357+0.0104221j -0.000206035+0.00498704j -0.00260335-0.00805376j 0.00065421-0.00815421j 0.000645731+0.00174719j 0.00100367-0.000574359j 0.0010864+0.00531027j 0.000604662+0.00368332j 0.00199371+0.0053885j -0.000761418-0.00757095j 0.00103285+0.000972725j -0.000671035-0.00318581j 0.000745741-0.00169903j 0.000258315-5.46028e-05j 0.000537293-0.0068446j 1.73196e-05-0.00318528j 0.000645975-0.00580442j -0.00173761-0.0066767j 0.00114726+0.0129478j 0.000907766+0.00195377j -0.00102909-0.00591286j -0.00231202-0.00278986j 0.000471384+0.0116075j 0.000299328-0.0111952j -0.000969811+0.0105378j 0.000464964+0.0276885j -0.00127866+0.0131562j -0.00201339+0.0667599j -0.00149649+0.00137995j 0.00143361-0.0399652j -0.00690932-0.854556j -0.0070041-0.104531j 0.00268223-0.114446j 0.000764793+0.0698788j -0.00411164+0.0655593j 0.000912813+0.00937424j -0.000441811+0.00427423j 0.000888832-0.0535534j -0.00351616-0.0210548j 0.00145108+0.0279016j 0.00454388-0.022205j -0.000628063-0.0096873j 0.00160959-0.0145344j 0.000977826+0.00738812j 0.000693894+0.0069298j 0.00118853-0.00487811j 0.000499683-0.00730242j -0.000204554+0.00751296j 0.00090265-0.00842852j -0.000688526+0.00276933j -0.00325929-0.00842258j 0.000705425-0.00133515j 0.000379503+0.00687638j -0.00243033+0.000781705j 0.000518112-0.00274089j 0.000186649-0.00397041j -0.000781614-0.00187269j -0.000232317+0.00229082j 0.00140165+0.00773845j 0.000895713+0.000592829j 0.000530731-0.00935552j -0.00132968+0.0172434j -0.000768357-0.00388336j -0.00143992+0.00392017j 0.00119375+0.00832062j -0.000574752-0.00357016j -0.000491086-1.87072e-05j 0.0014637+0.00186258j 0.000543358-0.00747949j 0.00291365+0.0124154j 0.00113661+0.00850573j 0.00688273+0.00018767j -0.00303708-0.000489982j -0.00426531-0.0159605j -0.00162578+0.0106285j 0.000562406-0.00130455j 0.00143668-0.00923679j -0.000762297-0.0110548j -0.00205984-0.00376035j -0.00668732-0.0102292j 0.00209653+0.00779185j -0.00751755+0.00956213j 0.00540181+0.101043j -0.00248455-0.0341306j -0.00500395-0.0149582j -0.00236494-0.00797022j -0.00102335+0.00297703j 
0.00323762+0.0186163j 0.00281997-0.0127836j -0.000221166-0.011964j -0.00260357-0.0158452j -0.00158597-0.00612908j -0.00108124-0.0230594j 0.00050261-0.00202732j 0.000510861-0.00040306j -8.70264e-05-0.00142869j 0.000556546+0.00644283j -0.000261908+0.00921072j -0.00220848-0.014956j -0.000488407-0.010398j 0.000790722-0.000129109j 0.000305513-0.00806632j -0.000671371-0.00048227j -0.00132477-0.0104317j -0.00136237-0.000899941j -0.000647267+0.0187956j -0.000347093-0.0029893j -0.001587-0.00429493j 0.00115234+0.00283596j -0.00110777+0.000171918j 0.000135931-0.0153415j -0.000760618-0.0171002j -0.000118963-0.0116118j 0.000836692-0.00589752j 7.78934e-05-0.0280138j -0.000987058+0.00732756j 0.000386084-0.0400064j 0.00153927+0.0647773j 0.000492724-0.026768j -0.0032422-0.129565j 0.00139695-0.0656549j -0.00253371-0.837103j -0.000997989+0.0705681j -0.00148578-0.0312474j 0.000185668-0.206047j -0.00163396-0.0811258j 0.00101122-0.110026j -0.000569035-0.0368634j -0.000247703+0.0488j 0.00188707-0.000942874j 0.00225895-0.0553824j -0.00305053+0.0138551j -0.00100794+0.0254317j 0.00194418-0.00157493j -0.00130166+0.00757779j -0.00181659+0.0110396j 0.00158328-0.00606886j -0.00206551-0.00642713j -0.0012133+0.00668681j 0.000488944+0.00914745j 0.00232652+0.00777124j -0.00383785-0.00401374j 0.000842391-0.0199099j -0.000338128+0.00173591j -0.00225888-0.0125003j 0.00119254-0.0053413j 5.1014e-06+0.000920297j -0.00191641-0.00777422j -0.00181759-0.00675069j 0.00318945+2.55511e-05j 0.000127243-0.00370322j 5.28004e-05+0.000545148j 0.00166008-0.00150797j -0.00248325-0.0101463j 0.00127022+0.00438819j -0.000750599-0.00148759j 0.0012582+0.00684922j -0.00134573-0.00286325j -0.00296514-0.00254004j 0.0010007-0.00174133j 0.00265267+0.00619212j 0.00189098+0.0126127j 0.00287442+0.00103237j -0.00401016+0.00340414j 0.00447051+0.0124596j 0.00262651+0.00896616j -0.00511389-0.000465237j 0.00454249-0.00803041j -0.000564315-0.00908433j -0.00167038-0.00518799j -0.00545066+0.00246831j -0.00661583-0.00352513j -0.00409381+0.00993271j 0.00491487+0.100572j 0.0023121-0.0106255j 0.00114676+0.000850483j 4.45165e-05-0.0071786j 0.00142664+0.007471j -0.00253689-0.0118323j 
-0.00360852+0.010685j 0.0025948+0.0186661j -0.000130696-0.00100876j -0.00132659+0.00152394j -0.000519781-0.00839673j 0.00181423-0.00393552j 0.0010344+0.0164028j 0.000830031-0.000106135j -0.000614185+0.0142004j -0.000862057-0.000872211j -0.0006069-0.0136335j -0.000236115+0.00118085j 0.000328047+0.00456188j -0.000465908+0.0059685j 0.00135213-0.000948874j -0.000455246-0.0156548j 0.000541449-0.0108605j -0.000745303-0.00473521j -0.000957044-0.0130001j -1.57915e-05-0.00954115j -0.00145702+0.000586772j -9.65018e-06+0.0173061j -1.33284e-05+0.00967984j -0.000597491+0.00274044j -0.000823188+0.0459042j 0.00152444-0.0043439j 0.000669182+0.00223108j 0.0023275-0.0240669j -0.00122056+0.0292354j -0.00090195+0.0179202j 0.00132941-0.0373225j -0.000678246+0.0106066j -0.000721718-0.12195j 0.00479728+0.86971j 0.000851797-0.0717096j -0.000584901-0.0141397j 0.0034068+0.150139j -0.00137572+0.0756245j -0.00218514+0.107108j 0.000315727-0.106283j -0.00133748+0.0541151j 0.00168564+0.0208143j 0.00158381-0.007014j 0.000613536-0.00142934j -0.0012575+0.00775738j 0.00250184+0.00365076j 0.000987421-0.0117155j -0.000515082+0.00922058j 0.00102788-0.00646317j -0.0013919-0.0162051j -0.000326065+0.0050269j -0.000115918-0.00327937j 0.000724256-0.0147081j 0.00123275-0.00127228j 5.24604e-06+0.00817356j -0.00114274-0.00612279j 0.000666802+0.00559981j -0.000315305+0.0110107j 0.00017715-0.00395729j -4.11224e-05-0.00155847j -0.000786885+0.00496975j -0.000500288+0.00392483j 0.000926857-0.0107771j -0.000573369-0.00126343j -0.000765807+0.00583279j 0.000911985-0.00418221j -0.00148056-0.000454112j 0.000243787+0.00618083j 5.3959e-05+0.00559086j 0.00178921+0.00209785j -0.00016335+0.00100584j -0.00284385+0.0020264j -0.00101702-0.00840781j 0.000948129+0.0107843j 0.00211163-0.00514594j -0.000473543-0.00472995j 0.00435446+0.0190604j 0.00277455+0.00540098j 0.000508602-0.00347357j 0.00151561-0.00843996j 0.00271472+0.0131564j 0.00394048-0.00196151j 0.0036722+0.00384195j -0.00224982-0.000650081j 0.00306507-0.0153944j -0.00443386-0.0831103j -0.00149175+0.0178937j 0.00230437+0.0150334j -0.000420662+0.0108403j 0.00377445+0.0146358j -0.00165762-0.0142636j -0.00146852-0.00533865j 
-0.000330907-0.0176848j -0.00312011+0.00575763j 0.0039771-0.0175937j 0.000406057-0.0184703j 0.00198365-0.00684173j 0.0022097+0.00351817j 0.00129503+0.00327235j 0.000411224-0.00440167j 0.00113268-0.0141548j 0.00113749-0.0077632j 0.00272772-0.000876625j 0.00139078+0.0124703j -0.000718034+0.012744j 0.00187709-0.0159894j 4.00071e-05-0.0111457j 7.16388e-06+0.00506361j 0.00178065-0.00320672j 0.00130046-0.0101905j 5.98483e-05-0.00304039j 0.00266606-0.0100804j -0.00074967+0.00272338j 0.000333171-0.0261581j -0.000851446-0.00226406j -0.00125383+0.0350089j 0.00113251-0.00636663j 0.00108012-0.0195645j -0.000544749+0.0127509j -0.00019205+0.0218994j 0.000794639-0.0322847j 0.00116088+0.0109743j -0.00140176+2.79116e-05j 0.00263599+0.00601113j 0.000327142+0.845768j -0.00304157+0.151821j 0.00159472-0.203327j 0.000569323+0.127804j 0.00149282-0.0605062j 0.00298937+0.159684j -0.000463477+0.0215036j -0.00208616+0.0590526j 0.00149286-0.00901172j 0.00131774-0.0694023j 0.00239584-0.00872261j -0.000707996-0.0400555j 0.000856978+0.0190693j 0.00215127+0.00116362j -0.000321987-0.013432j -0.00286515-0.0115973j -0.000164892-0.011046j 0.000183398+0.00573407j 0.00138199-0.0141094j -0.0024164-0.0144886j -0.00245139-0.00538297j -0.00158671-0.00815731j -0.000342926-0.0128282j -0.00198917-0.0133285j 0.000986679+0.000827922j -0.000601468+0.00390581j -0.00220242-0.00243523j 8.70143e-05-0.00853106j -0.000399803-0.00872921j -0.000679863-0.00600639j -0.000528066+0.00795699j 0.000741892+0.0101235j 8.58106e-05+0.000183222j 0.0014733+0.000769596j 0.000983293+0.0149533j -0.00224035-0.00774917j -0.000965309-0.00874031j 0.0026084+0.00973632j -0.00105315+0.00329969j 0.00106346-0.00681954j 0.00217469+0.00329956j 0.00166058+0.0113094j -0.000437157-0.00823111j 0.00198106+0.00325507j -0.000327139-0.00268486j 0.000430152-0.00134821j 0.00529122+0.00598757j 0.00298319+0.0185612j -0.00404736+0.000251611j -0.00606521+7.36041e-05j -0.00437554-0.00489433j -0.00392627+0.00651165j 0.000529591+0.0794404j 0.00458466-0.00403264j -0.00169742+0.00368623j 0.00280056+0.026181j -0.00133685-0.0090994j -0.00150865+0.0106063j -0.000448633+0.00424512j 0.00125194+0.00864519j 
0.000162371+0.00382413j 0.000397421-0.00257375j -0.000874601-0.00634293j -0.000255644-0.00194993j 0.000330407+0.00324285j -0.00015044+0.00691999j 0.000110082+0.00517277j 0.000773121+0.00566108j 0.000949563+0.0109314j -0.000352265-0.00662504j -0.000648656+0.0124372j 0.00105235-0.0058766j 0.000421549-0.00240942j -0.000171574+0.00303314j -3.85264e-05+0.00418086j -2.59768e-05-0.00104517j 0.000464583+0.00121202j -0.000433592+0.00130303j 3.79997e-06+0.00307642j 0.00147321+0.00689128j 0.000461903+0.00227341j -0.000596098+0.00421933j 0.00150368+0.00539491j 0.00105331-0.00745594j 0.000184242+0.012654j -0.00145886+0.00213886j 0.00141197+0.0053393j -0.000495754-0.0227981j 0.00176798+0.0553749j -0.000608377-0.0461842j 0.00064486+0.0339694j 0.00166028+0.942395j 0.00153015-0.011531j -0.00116956-0.00714525j -0.000124002-0.0451944j 0.000890704-0.0110707j 0.000147638-0.00377893j 0.000436052-0.0106982j -7.27445e-05-0.0402788j 0.00115962-0.0342132j -8.59487e-05-0.00428971j 0.000707855-0.00795885j 0.000834805+0.00344411j 0.000655569-0.00697427j -0.000278358-0.00284128j 0.000115545-0.0136109j -0.000948392-0.00130812j -0.000541268+0.0177459j 0.000789688-0.0164904j -0.000491403-0.0109947j -0.00183369-0.00282132j 0.00018886+0.00765178j 2.49339e-05+0.00263901j -0.000174997+0.00119818j 0.000601886+0.00513866j -0.00157797+0.00155003j 0.000510576-0.00220363j 0.000181505+0.0102564j -0.000728582+0.000703997j -0.000222379-0.00397314j 0.00116157-0.00475236j -0.000121822+0.00225061j 0.00100788+0.00186735j 0.00054547+0.00395191j -0.00279378-0.00785324j 0.000223702-0.000921159j -0.000121527+0.00181289j -0.000570261-0.0113158j 0.000243113+0.00103931j -0.00107483-0.00456298j 0.000776126-0.00271174j -0.00189935-0.00831418j 0.00235886+0.000651266j -9.8988e-05+0.00185018j 0.000691501-0.00401965j -0.00245252-0.00367183j -8.39881e-05-0.00559803j 0.000788636-0.00561339j -0.00313732+0.000919162j -0.00117461+0.000129083j -0.00243467-0.00512866j -0.000453332+0.00112559j -7.36497e-05-0.0353062j -0.00197782-0.045924j 0.000338799+0.00206429j 0.00172408-0.0101231j -0.00124861-0.00876607j 0.0013118+0.0072459j 0.00117922+0.00437981j -2.59926e-05+0.00421809j 0.000778402+0.00632556j 0.000974136-0.000232161j 
0.00221252+0.00477214j -3.72142e-05-0.00906364j 0.00197758-0.00615297j -0.00129327-0.0261928j -0.000858779-0.00645257j -0.000386401-0.00206915j -0.000469582-0.0173598j -0.000851741-0.00695674j -0.000125249-0.0147446j 0.000823802-0.0099426j 0.000102526+0.00526937j -0.000185548-0.0185264j -0.000417336-0.00452881j 0.00139045+0.00264523j -0.000460478-0.00316377j 0.000214585+0.0151672j -0.000503957-0.00669513j 0.000493885+0.00251739j 0.000129268+0.0165464j 0.000735633-0.00925075j -0.000282788-0.0119119j 0.00111166-0.00259134j -0.000360094-0.0125844j 0.000557059-0.0023236j -0.000405398-0.0649755j -0.000561082-0.0180849j 0.000736091-0.0276022j -0.000183054+0.0147293j 0.000453201-0.0573423j -0.000917061-0.0468019j 0.00353333+0.899601j -0.000797392-0.0247718j -0.00304744+0.0270258j 0.00118288+0.0965912j 0.000157033+0.144291j -0.000908295+0.0853664j -0.00102982-0.0533507j 0.000916164-0.0563771j -0.00118715-0.0117622j -0.00124692-0.0182774j 0.000929746-0.0364361j -0.000261098+0.0109169j 0.00176537-0.0195025j -0.000341985-0.0480127j -0.00077074+0.0107713j 3.0023e-05-0.000868878j 4.04074e-05+0.0163026j -8.15833e-05-0.0118817j -0.00121722+0.00123157j -0.000240956+0.0168005j -0.000892494+0.00629559j 0.000665674+0.00799165j -0.000522643+0.00565747j -2.41361e-05-0.00453136j -0.000985284+0.0020704j -0.000613898-0.00111999j -0.000633954+0.000120697j 2.91595e-05-0.00666901j -0.000600968-0.00389897j -0.00070224+0.00189164j -0.000726771-0.00391157j 0.000119897-0.0013935j 9.76918e-05-0.00408261j 0.000499761+0.000555325j -0.00087544+0.0053751j 0.000375181-0.00578672j -0.00065185-0.000468739j -0.00147737-0.00698213j -0.00143645+0.000910619j 0.000120867+0.00160176j -0.000397361-0.00255695j -0.000934413-0.00648933j -0.00129986-0.0079775j -0.000740863-0.00526997j -0.000851729+0.0135979j -0.000454497-0.00499798j -0.000321758-0.00220313j 0.00299279+0.00137424j -0.000749878+0.000227947j 0.00161734-0.00161314j -0.000439226-0.00102008j -0.00190093+0.0159054j 0.0026895+0.037206j -0.00034063-0.0412797j -0.00300138+0.00630659j 0.000838382+0.0101939j 0.00138112+0.0112471j -0.000315033+0.00740745j -0.000542089-0.0138474j -0.000176924-0.00676148j 0.00102375+0.00381672j -0.0010776-0.00638834j 
0.00171825+0.000410248j -0.000335168-0.0154285j -0.00134298-0.00968576j 0.000285956+0.00640888j 0.000921249+0.00118293j -0.00105553-4.98648e-05j 0.000529122-0.0102758j 0.00164145-0.000640094j 0.000718769+0.00338316j -0.000240824+0.0140601j 0.000358209+0.0131266j -0.00122657-0.00544204j -0.000924339-0.00733114j -0.000862806-0.00541575j 0.00128445+0.00737554j -0.00153825+0.00226692j 0.000711529+0.00138664j -0.0018426-0.0067569j -0.00031881+0.0275544j 0.000535317+0.0203136j -0.0004603-0.00396851j 0.000219433-0.0186104j 0.000836382+0.00695021j -0.000533994-0.0266597j -0.000926968-0.0394848j 0.00079985-0.012751j 0.00209513+0.0443945j -0.000692527+0.0134872j 0.000336971+0.061192j -0.00300743-0.919545j 0.00172362-0.0835339j 0.00111855-0.056871j -0.000311616+0.0310975j 0.00159128+0.0380326j 0.000131656+0.0851018j -0.000978076-0.029122j 0.00139388-0.0488903j -0.00025901-0.00781184j 0.000634028-0.0803279j 0.00180999+0.0146277j -0.000136046-0.0229367j -0.000340482+0.00522992j -0.00138156+0.0311011j 0.0012519-0.00319272j 0.000241815-0.00256546j -0.00210369+0.00028176j 0.000218257+0.00163108j 1.26986e-05+0.00372568j 0.00117079+0.00673841j 2.83929e-05-0.0145471j -0.000470961-0.00716028j -0.00165909+0.00247494j -9.24583e-05-0.0118228j -0.000458608+0.00711882j -0.00037518-0.000571323j 0.00131571-0.00477966j 4.82971e-05-0.00830685j -0.000744115+0.00134162j 0.000790954+0.000225638j -0.00120717-0.0133906j -0.00019541-0.00624403j -0.000722481+0.00133991j 0.00164317-0.00566608j 0.000450931-0.00263423j 6.93031e-05+0.00578805j 0.000545337-0.00582965j 0.000944003-0.00131776j 0.0026956+0.00783888j 0.000685905-0.00437841j -0.000466993-0.00740041j 0.000127956+0.00375565j -0.00104482-0.00788824j -0.000364361-0.00378883j -0.00253737+0.00414275j -0.00131742+0.00161212j -0.00135756-0.000796515j 0.000102711+0.000709982j 0.00126372-0.000441425j 0.00061512-0.00321965j 0.00134177+0.00183068j -0.00116965+0.0239163j 0.00326306+0.0414226j -0.000141264-0.0237818j -0.00107706+0.00509037j 0.000557284-0.00468513j -0.000163497-0.000114576j 0.000295876+0.0154901j -0.000413345-0.00543526j 0.000894705+0.00227798j -0.000868553+0.00272584j 0.00109388+0.00850197j 0.00070365+0.000319472j 
0.00111692-0.0200381j -0.00312292-0.00509508j 0.00199969-0.00140148j 0.000970419-0.0101163j 0.000210121+0.00433537j -0.000756552+0.0107187j -0.000965393-0.0104613j -0.000938058+0.00165175j -0.000112341-0.02742j 0.0019605+0.00671934j -0.000235296+0.00266439j -0.000179201+0.000580626j -0.000323059+0.00238233j 0.000950678-0.0155607j 5.46563e-05+0.00283635j 5.6067e-05+0.0186901j -0.000805824+0.0164077j -0.000176849-0.0128285j 0.00117055-0.00337002j -0.000324814-0.00805628j 0.000724032-0.0139674j 0.000859136-0.0475337j -0.000111283-0.0352947j -0.000534864+0.0527108j -0.000589592-0.13958j -0.000215499+0.0308455j -0.00107065+0.042592j 0.000335775+0.379187j -0.00174933-0.807735j -0.000785941-0.0294965j -0.00133004-0.0991782j -0.00138629+0.0955333j -0.00239556-0.0958181j 0.000980537+0.100173j -0.000708061-0.0277837j 0.000525735+0.0380754j -0.000157742-0.0615942j -3.55202e-05+0.0382056j 0.00114999+0.0110534j -0.00250902+0.104032j 0.00129868-0.0215503j -0.000909684-0.0367595j -3.95245e-05-0.008405j -0.00162235-0.0117457j 0.00121748+0.00218527j 0.000229813+0.00103625j -0.00132557+0.0089943j -1.11527e-05-0.00539997j -0.00158384+0.0168099j 0.00122056+0.0144066j -9.87541e-05+0.0033867j 0.000339019+0.00438978j 0.000957457+0.00579452j -0.000114686-0.00897931j -0.00141897+0.00224073j -0.000464708-0.00190561j 0.000638192-0.00552841j -8.32796e-05-0.0105711j 0.000538011-0.0162693j 5.81913e-06+0.00645135j 0.00132396+0.00905234j 0.000921917+0.00286459j 0.001084+0.00531366j 0.000447702+0.00210567j 0.000631461-0.00152249j -0.000168409-0.00409641j 0.00128754+0.00287109j 0.000722363+0.00602728j 5.67993e-05-0.0018517j -0.0010533-0.0103194j 9.10247e-05+0.00324201j -0.00152818+0.00559171j -0.000632206+0.00192593j 8.6954e-05+0.00160465j 0.00064497+0.00699885j -0.00118018+0.00226897j 0.00116401+0.000291475j 0.00060674-0.00202849j -0.000574315+0.0102531j 0.00208137-0.0107907j 0.00325293+0.0386832j 0.000735982-0.0188493j 0.000819661+0.008697j -7.5282e-05-0.00174123j -0.00222467-0.0020433j -0.000692657+0.0155208j 0.000557076+0.000718488j -0.0005324-0.00169927j -0.00248241-0.0145604j -0.000294306-0.00773649j -0.000431546+0.00192712j 0.00058111+0.00725609j 
