0.0109217+0.0175942j -0.00998756+0.0295978j -0.00704892+0.0271703j -0.00268055-0.010322j 0.00353332-0.010635j 0.00179956-0.0241325j -0.00352173-0.00856945j 0.00307617-0.0209388j 0.000174154+0.00665593j 0.00188287-0.00888108j 0.00357544+0.00137905j 9.20668e-05-0.0223464j -0.0013534-0.00153887j -0.00122407+0.0112039j 0.00145429-0.00698189j 0.000470623+0.00516617j 0.00119295-0.0202706j -2.89167e-05+0.00435025j 0.00239757+0.00389766j 0.000614812+0.000493115j 0.000632779-0.00237674j -0.00232124+0.0234443j 0.00187008-0.00714143j -0.0024885-0.00819708j 0.000793069-0.000698805j -0.000241196-0.00469066j 0.00222177-0.0216493j 0.00107323-0.0236256j 0.00184288+0.0076146j -0.00399432+0.00940889j -0.000179413+0.0238062j 0.00191892-0.00944704j -0.00145235-0.0454256j -0.0042279+0.0220364j -0.00347381-0.0385839j 0.00438188-0.0130731j -0.00330323-0.0642022j 0.0058979+0.112689j 0.0102715-0.258606j 0.00528751+0.175155j 0.000948869+0.510053j 0.00243711-0.0746949j -0.00345756-0.130065j 0.00672124-0.00656313j 0.00495377+0.00940135j -0.000717812+0.0454342j -0.00899538+0.0188697j -0.00637572-0.0512366j -0.00351497-0.00544875j 0.00143812-0.00794473j 0.00514516+0.0087842j -0.00286639+0.0421084j 0.00314984+0.0138684j -0.00824843-0.0104603j 0.00144403+0.00950373j -0.00195819-0.00552804j 0.00182201+0.0152041j 0.000515508-0.0332229j 0.00182258+0.00109947j -0.00161092-0.0159752j 0.00594961-0.00759413j 0.00270079+0.00411804j -0.00445665-0.0116054j 0.000798172-0.00892115j -1.40029e-05+0.000791057j -0.00131926-0.00794207j 0.00226032-0.0100025j -0.000592324+0.00295397j 0.00583703+0.000500585j 0.00292474+0.00997464j -0.00112992-0.010412j 0.00505074-0.0118711j -0.00317006+0.00999345j 0.000144461-0.00982443j -0.00145207+0.0042977j -0.0035373-0.0108454j 0.00176967+0.00633172j 0.00353113-0.00052455j -0.00578708+0.0100236j 0.00369934-0.00809365j 0.0110677+0.0027354j -0.000166618-0.0120143j -0.0107975-0.00296007j 0.00614018+0.0165146j 0.000696311+0.0142076j 0.0293248-0.0100105j -0.00516583-0.0356573j -0.0302733+0.0314263j 0.0632472+0.0142031j -0.0114439+0.039248j 0.071805+0.00534263j 0.0188753-0.13842j 
0.000834492+0.00544645j -0.00490233+0.00156026j 0.00522658+0.00645901j 0.00248549+0.00473766j 0.00334211+0.00810018j 0.00263203-0.0126389j -0.000601283+0.00165666j -0.00332687+0.00628555j 0.000809725+0.0221899j 0.00344259+0.0120302j 0.0025482+0.0123231j 0.00674663+0.0019091j 0.00343067-0.0137299j 0.00521224+0.00050037j 5.37193e-05+0.0221996j 0.00574698-0.0115288j -0.00205617+0.00266181j 0.00285428+0.0218598j 0.00787589+0.0413152j 0.00397036+0.0813234j 0.00685723+0.00220825j 1.52014e-05+0.0349295j 0.00291589+0.0593558j 0.000990261-0.115448j -0.00258329+0.0151662j -0.000795078-0.00538567j -0.00254556+0.0148673j 0.00672805-0.0770314j 0.00538293+0.0300109j 0.00638121-0.0737353j -0.00288991-0.0264781j -0.00297974-0.061328j -0.00122536+0.0115481j -0.00607068-0.00329626j -5.35216e-05+0.00688504j 0.00218092-0.00251236j -0.00303451-0.0106684j 0.0039697-0.0284331j 0.00188242-0.0097895j -0.00235208-0.00878957j 0.00113584+0.0128312j 0.00103826+0.0106721j 0.00245595-0.000718234j -0.00549353+0.0105284j 0.00511558-0.00923022j 0.00395611+0.00748746j 7.83679e-05-0.000530442j 0.0034972+0.00617876j -0.00147754-0.000205165j 0.00383525-0.00898042j 0.00960004-0.00122966j 0.00687463+0.000305356j -0.000528809-0.00588738j -0.00011993+0.0105115j 0.00105565-0.000787081j -0.014258+0.00672955j 0.00603925+0.000144326j 0.00958658+0.00400562j -0.0195127+0.0100776j 0.0146957-0.00412542j 0.0441023-0.00889407j 0.0011612-0.00633064j -0.0197087-0.0015463j 0.00433536-0.0090426j -0.0214631+0.00387747j -0.0195765+0.00493711j 0.00964493-0.0199222j -0.0108662+0.00880387j 0.0142594-0.00305206j -0.0398999+0.00555618j -0.00776662-0.00642509j -0.0255367-0.0069438j 0.0323704+0.00703859j 0.0444027+0.0014534j 0.0352955-0.00609195j -0.0453576-0.00718942j 0.014508+0.0166948j -0.00298911+0.00335192j -0.036844-0.00340775j 0.0161965-0.00138994j 0.0200275+0.00151428j -0.0273344-0.00518716j 0.00893087-0.00122914j -0.00574165+0.00132744j -0.00400385-0.0032626j 0.00794757+0.00126294j -0.00330002+0.00251445j 0.00114132-0.00381832j -0.00300467+0.00973438j -0.00708312+0.00274616j 0.00097473+0.00103358j 0.000934367-0.00607586j 
0.00428874-0.00404913j 0.00243213+0.00397064j 0.0027923+0.00225526j -0.00114125+0.00897453j -0.00233905-0.00166816j -0.00703279-0.00348153j 0.000379383+0.023178j -0.002614+0.00677255j 0.00132178+0.0103672j -0.0030979+0.00684202j -0.00394699-0.0311612j -0.00231913+0.0214603j -0.0032191+0.00596839j 0.00406908+0.01603j -0.0109205-0.0135634j -0.00246666-0.0345855j 0.00377741+0.0120273j 0.00334098-0.00442941j -0.00915979-0.0700795j -0.00348759-0.0483441j -0.00406141-0.0197901j -0.00624828-0.00485851j 0.00232563+0.076226j 0.00034228-0.046422j -0.00667296+0.151386j -0.00194204-0.0128575j 0.00109436+0.0613224j 0.00013151+0.0871713j 0.00402987-0.0438914j 0.0011911+0.00724937j 0.00294764+0.00726029j -0.00272109-0.0160711j -0.00588355-0.00465142j 0.00370684-0.0145309j -0.00205306-0.0044461j -0.00189462-0.00876316j -0.0023169+0.0132349j -0.000424443+0.00356325j -0.000658121+0.0142876j -0.00164414-0.00505529j -0.000608486+0.000432021j -0.00218702-0.00594798j 0.00143288+0.00156118j -0.00120725+0.00988754j -0.000942059+0.00256937j -0.00806064+0.00680787j 0.00517374-0.0120324j 0.0051199+0.00586412j 0.00607961-0.00256876j 0.000252994-0.00224928j -0.00785734+0.00715621j 0.00140167-0.0117372j -0.0217483-0.00078844j 0.00207246-0.000352368j 0.000235261+0.000265791j 0.0132555-0.00491174j -0.00809847-0.000235827j -0.00535286+0.0177083j -0.00268403+0.000541127j -0.0176666+0.0147099j -0.0132353+0.010766j -0.0152419+0.00274309j -0.00210944+0.00224816j 0.00545499+0.00496383j -0.0402048+0.00530817j -0.0130186+0.00729541j -0.0394249+0.0173351j -0.0153789+0.000313346j 0.0509796-0.0093693j 0.0600733-0.00965493j 0.00529411-0.00101439j 0.0283146+0.00317397j 0.0296457+0.0197989j 0.0265433+0.00548367j -0.0289688-0.017417j -0.0227833-0.0019545j -0.0437361-0.00714719j -0.0168706-0.00297326j 0.0111965+0.0014655j 0.00265408+0.000269901j -0.0241563-0.00329217j -0.000499297-0.000924274j 0.0120962+0.00187531j -0.00374066+0.00178718j -0.00802402-0.0028391j 0.000507112-0.0053567j 0.0071029-0.00201795j -0.00229366+0.00303512j 0.00254113+0.00250691j -0.00419448+0.00439178j -0.000115023-0.00373769j -0.00207956+0.00733499j 
-0.0021054-0.00259377j 0.0033932-0.00334346j 0.00204781-0.00845778j 0.00260859+0.00286275j 0.0011103+0.00662914j 0.000813009+0.000174634j -0.000495845+0.00318162j -0.00282876+0.0173543j 0.00112075-0.00692504j -0.00712937+0.00456152j -0.00187286-0.0108528j 0.00326847+0.0145654j 0.00329556-0.00432297j -0.00167476-0.033146j -0.0056758+0.00440609j 0.00268469-0.00620085j 0.0084861+0.042613j -0.0004921-0.0450683j 0.000703402-0.00906947j -0.00306845-0.0216559j -0.000469267+0.0430482j 0.000729401-0.0604898j -0.000414776+0.105945j -0.00144338-0.0162872j 0.00172637-0.0513718j -0.00142276+0.0516868j -0.00443272+0.121215j -0.00267461-0.022736j -0.00740939-0.00781386j 0.00342971+0.0267517j -0.000100462+0.00540458j -0.00141708-0.00550777j 0.000462915-0.0136307j -0.00249028+0.00198013j 0.000187862-0.0204863j 0.00121144-0.0036928j -0.0023427-0.00513706j -0.000380484+0.0120757j -0.000320487+0.00299261j -0.00130241+0.0081884j -0.00199068-0.00704478j 3.16806e-05-0.000318326j -0.000450063+0.0111627j -0.00359395-0.00300184j 0.00314007-0.00349196j 0.00128683+0.00370628j -4.51097e-05+0.00287868j 0.00528342+0.0078735j 0.0118968+0.000642076j -0.00627734+0.00438783j -0.00267347+0.00198744j 0.00503758-0.0056098j -0.00705447-0.00375052j 0.000594205+0.00561228j 0.0187903-0.00794764j -0.00348281-0.000982605j 0.0151774-0.00718703j -0.00398412+0.003572j 0.00375745-0.0099765j -0.0175944+0.00574288j -0.0119187-0.000900594j -0.0270178-0.00210638j -0.0620076+0.0103814j 0.0329505+0.00668448j -0.00935553+0.00693197j 0.0594973+0.000514601j 0.03564-0.00740126j 0.0372564-0.00725448j -0.0285236-0.0133696j -0.0269448-0.00284509j -6.81537e-05-0.00596944j -0.00200847-0.00113447j -0.0496495-0.000193649j -0.0375156+0.00106322j -0.00476253+0.00157859j -0.0227634+0.00103615j 0.0166184+0.00600392j -0.0336111-0.00781602j 0.0155869+0.00266411j 0.00148882+0.000158708j -0.0126622-0.00161215j -0.00626427-0.00341635j 0.00668115+0.000876473j 0.000442679+0.00146186j 0.00273565+0.000425753j 0.00316736+0.00199225j -0.00434402+0.00234939j -0.00222684-0.00149671j 0.00324059+0.00128068j -0.000265963+0.00239706j -0.00129206+0.00424077j -0.000822734+0.00627503j 
0.00380467-0.00392612j 0.00205718+0.00494793j -0.00243475+0.00116909j -0.000420634+0.00333872j -0.00136923-0.00846814j -0.00340881-0.00620564j -0.00384311+0.00781607j 0.00166219-0.00999935j -0.00357568+0.000920863j 0.00157793-0.00041598j -0.00488668-0.0110051j -0.00237073+0.00475788j 0.000217823+0.0310065j -0.0038085+0.0114612j 0.00156784-0.0531452j -0.00629005-0.00676516j -0.0119902-0.0558213j 0.00151067-0.0509075j 0.000658305-0.0965647j 0.00257307+0.0710388j -0.000690635+0.0791223j -0.000211951+0.0761785j 0.000461791-0.0525471j -0.00734399+0.102215j 0.00113168-0.0202249j -0.0107106-0.0211975j 0.0030533+0.0100325j -0.0012376-0.0120847j -0.000853051-0.0250665j -0.00153962-0.029524j -0.00337824+0.00393355j -0.00366465+0.00492893j 0.00167616+0.00861971j 0.00220589-0.00813753j -0.00106599-0.00234964j 9.14786e-07-0.0029836j 0.000284068+0.0143681j -0.00016651+0.0022853j -0.00100704+0.00919291j 0.00196152-0.000786452j 0.00105998-2.54602e-05j -0.00224502-0.0147159j -0.0016042+0.00134744j 0.00161499+0.00373123j -0.00182848+0.00549258j -0.00417376+0.00345379j -0.00313807-0.00611043j 0.00213226-0.00595395j -0.00986548+0.00102578j -0.00225554-0.00209713j -0.00455112-0.000112576j 0.00646576-0.0044197j 0.00816899+0.00239945j 0.00709991-0.00936012j -0.00106792-0.00135245j 0.0237144-0.009576j -0.0270462+0.00160044j -0.00333932+0.0040457j -0.0148497+0.00618555j 0.044584-0.0163673j -0.0413369+0.00613677j 0.0356009+0.0199027j -0.0176536-0.0073386j -0.00929405+0.00360316j -0.0229188-0.00542514j 0.0102057+0.00495586j 0.0101886+0.00473243j 0.0160875-0.00946354j -0.00223921+0.00477974j 0.0090363-0.0030502j -0.0563813+0.0107759j 0.0251103+0.0072034j -0.0395516-0.0103008j 0.0151089+0.00528939j -0.00582168-0.000420365j 0.0286992+0.00582726j -0.023682-0.00345205j -0.00865526-0.00220415j -0.0125182+0.000651748j 0.00453049+0.000363349j 0.00564045+0.00187164j -4.32932e-05+0.00187009j 0.00254611-0.0012165j 0.00927532+0.00156927j -0.000525277+0.0033428j -0.0009857-0.00117584j -0.00028902+0.000390602j -0.000963163+0.00259716j 0.000929084-0.00199158j 0.000234795+0.00188156j 0.000305283-0.00778904j -0.000732422+0.000596166j 
0.000490782+0.00548318j -0.00551927+0.00131468j 0.0018477+0.0108258j -0.00269496-0.00127928j 0.000827082+0.00282548j 0.00089572-0.00236423j 0.00237181-0.00351943j -7.60789e-05-0.00749795j 0.00181742+0.0194297j 0.00628969+0.000492577j 0.0070722+0.0203772j 0.000502862-0.0334174j -0.00860197-0.0267102j 0.00386021+0.098363j 0.00440738+0.0753994j 0.00203838+0.0260182j -0.00121645-0.00442294j -0.00235544+0.0906784j -0.00287324+0.0259224j 0.00131446-0.0346283j 0.0024847+0.04221j -0.000490897+0.0485419j -0.00276896-0.0313669j 0.00490868-0.0312122j -0.000831313+0.00832342j 0.0098206-0.021884j 0.00277573+0.00367146j 0.00100274+0.00715748j 0.00178084+0.00678631j -0.00246111+0.0106218j 0.00194159-0.00559401j 0.00605951+0.00607718j -0.00315421+0.00497079j 0.00045493+0.00432932j 0.000626883+0.0199999j -0.00163026+0.00590786j 0.00156275-0.00562244j 0.00117644-0.0108804j 0.0006193-0.00805835j -0.000476603-0.00791202j 0.00151539+0.00843265j 0.00103506+0.0100461j 0.00275455-0.0116423j 0.00105193+0.00564158j 0.000364211-0.00353158j 0.0018137-8.23121e-05j 0.00205858-0.00119068j -0.00355341-0.00121987j -0.00367526-0.00216631j 0.00912303-0.00706524j 0.0114106+0.00174788j -0.0142929+0.00945716j -0.0113711+0.00270888j -0.0139104+0.00158329j -0.0346201+0.0203605j -0.00936459+0.0156614j 0.00865609+0.010343j -0.0189124-0.0018312j 0.0363202+0.00670599j 0.0393766+0.00377274j -0.0131238+0.00255614j -0.00458401-0.00614012j -0.00738551+0.00194176j 0.0321256-0.0151666j -0.0428969-0.00627331j -0.0460754+0.0042859j -0.00943007-0.000826119j 0.034857+0.00521566j -0.0591393-0.000208125j 0.0478238+0.0086058j 0.0222191-0.00251428j 0.0266872+0.00274236j 0.0108759+0.00386522j -0.00553887-0.00231808j -0.00676416-0.000915982j -0.0115223-0.00269528j 0.00271477-0.000287254j 0.017499+0.00246661j 0.00804745-0.00123228j 0.00476793-5.03447e-05j 0.00381151+0.000120809j 0.00196861+0.00177402j -0.00558794-0.000694959j -0.00679508-0.00296325j -0.00263201-0.00440866j 0.000109005-0.00171774j 0.0041295-0.00332779j 0.00337792-0.00123118j -0.00471586+0.00281496j -0.00161466-0.00321795j 0.00109681-0.000250063j 0.00101954-0.00650859j 
0.00592795-0.00013219j -0.00289617+0.00740444j 0.00324493+0.0135469j -0.0042373+0.00750407j 0.000493521-0.00824607j -0.0115162-0.0254336j -0.00669442+0.0263798j -0.00380158-0.0108682j 0.00555052+0.0370917j -0.000320573+0.00104802j 0.000301807-0.0476885j -0.00405746-0.00404335j -0.000210943-0.0339909j -0.000677742+0.0904852j -0.00441802-0.0610694j -0.0115131-0.117814j 0.00621493+0.0656022j -0.00285818+0.0357807j -0.00300532+0.00158982j 0.00441061-0.0769444j 5.97364e-05-0.0422699j -0.00886918+0.050845j -0.00476221+0.0198262j -0.0033771+0.01556j -0.00598704+0.0149091j 0.00685718-0.00893313j -0.000541961+0.0149329j -0.00860235+0.00442382j -0.000216189-0.00446492j -0.000907973+0.00582449j 0.00215868+0.00234861j 0.000383686+0.00980832j -0.00263341+0.00491672j 0.000705048-0.0023118j -0.00308798+0.00273293j -0.000782955-0.00574135j -0.000337414+0.0115992j -0.000745787-0.00927016j -0.00251349+0.00410219j -0.000109339-0.0147913j 0.00239598+0.000561121j -0.00273407-0.00216466j 0.00315683-0.00989634j 0.000645184+0.0144749j 0.000644373+0.00192817j -0.0126261+0.0168608j -0.00209542-0.0163278j 0.013264-0.00676972j 0.00168564-0.00844863j 0.00869488-0.0123238j -0.00949843+0.0169088j -0.0233991-0.00436688j -0.00937794+0.00448018j -0.0106897-0.000865009j -0.00583982+0.00740014j 0.0416917-0.0127673j 0.0103439+0.00463143j -0.0280947+0.0317111j -0.0214126+0.00966743j -0.0279757+0.025412j -0.0216576+0.00796201j -0.00945825-0.00313605j -0.0333546-0.00307082j -0.0725187-0.00650148j 0.0204352+0.00502411j 0.0214661+0.00610975j 0.0456063+0.0152063j 0.0125844-0.00248297j -0.00335948+0.00195919j -0.0142922+0.00120974j 0.0201225-0.000429085j 0.0139693+0.00574402j 0.0166098+0.00708853j -0.00387806-0.000119424j -0.00711825-0.00257491j 0.00789105-0.00199332j -0.0104946-0.00430239j -0.00840572+0.000466068j 0.00891318+0.00227843j 0.0172967+0.00304441j 0.00139965-0.00419557j 0.00698311+0.000835275j 0.00455629-0.000980531j -0.00508387+0.000295097j -0.00346305-0.00446j 0.00736995-0.00513375j 0.00652957+0.00110207j -0.00247298+0.00180549j -0.000354257+0.00265321j -0.00433049+0.00191604j 0.00212529-0.0102248j -0.00123344+0.00149375j 
0.00142248+0.000740528j -0.00118911+0.00233921j -0.0114467-0.00717588j 0.00515984-0.0157733j 5.60447e-05-0.0256078j -0.00364304-0.00568961j -0.00545548-0.0219769j 0.00667129-0.0232769j 0.00334947-0.0518814j -0.00445447-0.0205532j -0.00761429-0.0533755j -0.00646521-0.0716567j -0.00975908+0.00307327j -0.00438057-0.0130596j -0.00389315-0.0745435j 0.00100604+0.0397353j 0.000892662-0.11476j 1.06947e-05-0.0319416j 4.10508e-05+0.0100163j 0.00221866-0.0736901j 0.00517119+5.04127e-05j -0.00504548+0.0130147j 0.00544009-0.0014473j 0.00372013-0.0122075j 0.00249368-0.00148144j -0.00793777+0.00530014j 0.0033916+0.0117645j -0.00517049+0.0104051j 0.00213411-0.010845j -0.00527548+0.0148269j 0.00214736+0.00169386j -7.60737e-05-0.00386621j 0.000168897+0.0137785j 0.00301011-0.00711161j -0.00261621+0.0114447j 0.0032773-0.0137533j 0.000537848+0.0126677j -0.00247158-0.0149962j 0.00316844-0.00282927j 0.0021043+0.00244615j 0.00134095+0.0102935j 0.000754123-0.00697529j -0.00982203+0.000150121j 0.00337116-0.0193994j -0.00306941+0.0162604j -0.00765112+0.00129567j -0.0110257+0.00536096j -0.00312392-0.0178558j -0.00166299+0.00868767j -0.00835725+0.011972j -0.0370206+0.0136758j -0.0153342-0.00118074j -0.00331988+0.0115356j -0.0302031-0.0169248j 0.00417623+0.00316876j 0.00374779-0.0237725j -0.0280067+0.00749871j -0.02337-0.0161329j 0.0389656-0.00956865j 0.0203422-0.0102236j 0.00627869+0.00108122j -0.030572+0.0110847j -0.0280169-0.00124067j 0.00336629+0.00184682j -0.0311738-0.00230372j -0.0189831-0.00585455j -0.00707825+0.0140558j -0.0272263-0.00496792j 0.0112882+0.00328411j -0.0214611+0.001255j -0.0214323+0.000186509j 0.036523+0.00550197j 0.0152159+0.000822875j -0.031282-0.00344804j -0.00557397+0.000397611j 0.00289256+0.000828157j -0.00961847-0.00176245j -0.00491128+3.02293e-06j -0.00696911+0.000276821j -0.00625403-0.00396573j -0.00385483-0.00203676j 0.0142187+0.00120041j -0.00523702+0.00333303j -0.00152617-0.00138632j 0.00272124+0.00532541j -0.00558028+0.000809417j 0.000737638+0.00296737j -0.00284799+0.00557388j 0.00368997-0.00802199j 0.00335538+0.00250505j -0.000256292-0.00145693j 0.00106717-0.00752682j 
-0.00256272+0.0068902j -0.00484068-0.00203125j -0.00310592-0.00178414j 0.00421967-0.012107j 0.00467827+0.00633819j 0.00568594+0.00248665j 0.00413821-0.0236585j 0.0012059+0.0173413j 0.000536159+0.00862023j 0.00276489-0.0029903j 0.0153889+0.100838j 0.00211688-0.103383j -0.00350539-0.043394j -0.0031358+0.0145235j -0.00209397+0.0329696j -0.001837+0.00306481j -0.00463102-0.0388156j 0.00565423-0.0324982j -0.00369418-0.00184357j -0.00389945+0.0147939j 0.0105495-0.0568387j -0.00498945+0.0654912j -0.0104154+0.00830505j -0.00252645-0.00228884j 0.00127733-0.00210195j 0.00457144-0.00712499j 0.00501627+0.0137217j -0.00221296+0.0179431j 0.00107698-0.0118164j 0.00246472+0.0106006j -0.00102579-0.00176675j 0.00532089+0.0156068j 0.00165533+0.00238981j -0.00276193+0.00779999j -0.00131669+0.00899282j 0.00161715+0.00657433j -0.000979087-0.0120341j 0.00107776-0.0114073j 0.00385988-0.00880795j -0.000218216-6.54804e-05j 0.000474177+0.0134668j 0.00312001+0.00975959j -0.00385581-0.00408491j -0.000992195-0.0126779j 0.00536941-0.00280799j 0.00804763-0.00109542j 0.000773803+0.0144437j -0.00916726+0.00731583j 0.00246046+0.00242725j 0.00391932-0.00311234j 0.0435602-0.00781236j -0.0213149+0.0327518j -0.00349123+0.00410229j -0.0294106+0.00688003j 0.0121008+0.0127386j 0.0293912-0.00288068j -0.0593743+0.010458j 0.00448491-0.0172678j -0.0271608+0.000840605j -0.00568186-0.00110454j -0.0458327+0.000923929j -0.0244512+0.00316185j -0.0537215-0.0121377j -0.0015406-0.0050266j 0.0712452+0.00471055j -0.00846079-0.00420956j 0.0171526-0.00382115j 0.0248821+0.0039014j 0.00791687+0.00808181j 0.022009+0.00249171j -0.00940658-0.00438916j 0.0230372+0.00302553j 0.00354952+0.00283218j 0.0116464+0.00335227j -0.00952619-0.00132743j -0.00232069+0.00248366j 0.00214596-6.76464e-05j 0.0229317+0.00192049j 0.0116712+0.000577718j 0.00140852-0.00100136j -0.00547476+0.00112528j -0.00371383-0.00204679j -0.00816552-0.000927348j 7.49752e-05-0.00436158j 0.00475695-0.000967431j -0.00264382+0.00227014j 0.00207478+0.000406909j 0.00263109-0.0012293j -0.00166602+0.00152358j 0.000673072-0.00107022j -0.000133159+0.00649373j 0.00185817-0.0102107j 
0.00479158-0.00399249j 0.00264855+0.00609815j 0.00236222-0.0012663j 0.00348884+0.0103721j 0.0036145+0.0161545j 0.00198309-0.0236698j -0.00101568+0.0157248j -0.00636716+0.0530777j 0.0140223+0.0588572j -0.0146572-0.0473211j 0.00404979-0.0953726j -0.00247325-0.030077j 0.00265408-0.006926j -0.00732371-0.0845707j -0.00636404+0.0899846j -0.00150258-0.0662601j 0.00263488-0.00735859j 0.000710125+1.39287e-05j 0.00858787-0.0526936j -0.00677994-0.00808852j 0.00268073-0.000270707j -0.000484205+0.0136543j 0.00201799+0.0163138j 0.000908875-0.0201192j -0.00509517-0.0289177j 0.00227686+0.00336765j -0.00263802+0.0158182j -0.00384279+0.021533j 0.000838681-0.0198439j 0.0056707+0.00655794j 0.000383393+0.0188994j 0.00324405-0.00514938j 0.00165052+0.00345273j -0.0023985-0.0114264j 0.000587253-0.0155614j 0.00165446+0.000622645j -0.00444549+0.00324167j 0.00186243-0.00445245j -0.000161873+0.00960423j 0.000385727-0.00219448j 0.000240718+0.00222143j -0.00161202-0.0165352j -0.002455+0.00818872j -0.00479847+0.00507101j 0.0100722-0.00605836j 0.00518485+0.0159085j 0.000248948+0.00463622j 0.0046182+0.0173608j 0.0420487-0.0148014j 0.0141251+0.00166669j -0.00146082+0.0285312j -0.0259669-0.00108442j -0.0480153-0.0183284j 0.0169204+0.00603932j 0.0717114-0.016599j -0.00342911-0.00147789j -0.000785414+0.0134593j -0.02097+0.00693166j 0.0433342-0.0113455j 0.00724946+0.00244174j 0.0159095+0.0140312j 0.0499403-0.0073306j -0.0080165-0.0060248j 0.0127603+0.00746807j -0.0104195-0.00123692j -0.0375813-0.00100489j 0.00191787-0.0018839j 0.0102417+0.00338491j -0.000875945-0.00248441j -0.0319198-0.00587272j 0.0150166-0.000720679j 0.00709975-9.17307e-05j -0.00120651-0.000152106j 0.0195035+0.00228843j -0.0119654-0.000392997j -0.00720684-0.00236844j 0.00635715-0.00289223j 0.000328297+0.00163603j 0.00969821+0.000169124j 0.00166431+0.000707186j -0.0104396-0.00146426j -0.00413364-0.00458144j -0.00162301+0.00144688j -0.00470075-0.00119567j 0.000701728-0.000352493j 0.000532464+0.00244979j -0.00630344+8.40883e-05j 0.000555317-0.00289793j 0.00199173+0.00603632j -0.00492607+0.00616375j 0.000186251-0.00627961j -0.00110011+0.00216856j 
-0.00299111-0.00102186j 0.0031524-0.00370502j -0.0107263-0.0179051j 0.00723165-0.016515j -0.000787076-0.00230684j 0.00921855+0.0269684j 0.00624456-0.0416333j 0.00514997+0.0182462j 0.00599632-0.0587195j -0.00798531-0.123995j 0.00678321+0.0129226j -0.00978143-0.0666427j 0.00926893+0.050431j -0.000322927-0.0488323j -0.00387736-0.0210665j -0.00448817+0.072897j 0.0017354+0.0324718j -0.00431974+0.0144971j 0.00215379-0.0397533j -0.00566932+0.00481067j 0.00422409-0.025069j -0.00212596+0.00724933j 0.00106227+0.0221011j 0.0040443-0.0250549j 0.00179415-0.0140667j -0.00329518+0.00817814j -0.000358945-0.00704651j 0.00020393+0.00783205j 0.00450313-0.0109137j -0.00235517+0.0170271j 0.00242005+0.0180229j 0.00748166-0.00433266j 0.00334161+0.0011557j 0.00174835-0.00871334j 0.000944969+0.00465173j 0.00165493-0.00159687j -0.000840508+0.00156736j -0.00120563+0.00287283j 0.00382786+0.00091376j 0.00175778+0.0108965j -0.0015078+0.00518178j 0.00252516-0.00572776j -0.00986238+0.00890045j 0.00219686-0.0241588j -0.000981646+0.00602824j 0.0131642-0.0146696j -0.00168353+0.0243263j -0.0181416+0.00072817j 0.0299906-0.00718131j 0.00347372+0.0318017j -0.00272278+0.00293271j -0.0357946+0.0219652j 0.0429756+0.00507548j 0.0260005-0.0161174j -0.012989-0.0156938j 0.026877-0.000577431j 0.0434903-0.0077178j 0.0182604-0.0271186j -0.025481-0.00965351j -0.0481071-0.000124363j 0.0356473+0.00110771j -0.0238402+0.00184849j 0.00329758+0.00228866j -0.012371+0.00473374j -0.00201605+0.00152887j -0.00644502-0.00330633j -0.00210231-0.00234509j 0.0435313+0.0081997j 0.00828726+0.0043482j -0.0171691-0.00146819j -0.00921154-0.00349846j 0.00256352-0.00135605j 0.00347712-0.00238283j 0.00396644-0.000982225j -0.00230388-0.000657464j -0.000239426-6.38578e-05j 0.0125242+0.00103643j 0.00573469-1.40819e-06j 0.000666393-0.00120707j -0.0103515-0.00326193j -0.0074427+0.000102487j 0.00850488-0.000363796j -0.0146761+0.00416682j -0.0028993-0.00632146j 0.0053129+0.0056097j -0.011861+0.00565709j -0.00260959-0.00194265j 0.00260273+0.00147586j 0.0037499-0.00646527j 0.00463329+0.00127296j -0.00172289+0.00652911j 0.00091386-0.00391795j 
