-0.121883+0.140833j -0.0136784+0.0475105j -0.0457658+0.0319012j 0.108997+0.0499742j 0.0117007+0.0383222j 0.0138152-0.0540282j 0.116373+0.0951872j -0.0420141-0.126539j -0.0105259+0.0208716j -0.0896003+0.0418244j -0.016189-0.049801j -0.134103-0.117985j 0.188513-0.010229j 0.0621905-0.167287j -0.0864334+0.157636j -0.00898285-0.00476935j -0.100936+0.0733825j -0.0932909+0.000802162j 0.00805338-0.0227695j 0.0403338+0.0248927j -0.0519586+0.0152198j -0.0321885-0.0138485j -0.0144932+0.00288048j -0.00333923+0.0132101j -0.0388481+0.0209962j 0.0229655+0.0388922j 0.0118546+0.0322718j 0.0391795-0.00175846j -0.0130123-0.0505081j 0.00507436-0.0110889j -0.0113942+0.000264117j -0.0228883+0.064621j -0.0048009+0.0961572j 0.155512+0.0312864j 0.068587-0.0869641j 0.00854148-0.112448j -0.0283485+0.0491267j -0.0264443+0.000413495j 0.07059-0.0352984j 0.0356207-0.0208156j -0.0206114-0.0247824j 0.00841064+0.0226949j -0.0392217-0.00314483j -0.0192303+0.0445246j 0.0135021+0.00665455j -0.0441839+0.0319533j 0.000818754+0.00339802j 0.00916086+0.00959643j 0.0151671+0.0311288j 0.0066596-0.00509249j -0.0236624+0.00410846j -0.00310251+0.0194749j -0.0152211+0.0190914j 0.000796318-0.00385126j 0.0214334-0.0117171j -0.0121771+0.0100665j 0.00676235+0.00364579j -0.0104953-0.0101838j -0.00266675-0.0118142j -0.00566295+0.00842442j 0.00351427+0.0122059j 0.0076872-0.0114835j -0.0023812-0.00799556j -0.00245058-0.0120243j 0.00174485+0.0167241j 0.00181585+0.00444287j -0.00863002-0.00816024j -0.005357+0.00401238j 0.00929277-0.010492j 0.0156093-0.000870005j -0.0209956+0.00699372j -0.00355977+0.00652589j 0.0096164-0.00289845j 0.00198211-0.00841157j 0.00739626-0.0114728j -0.00604215-0.00055867j 0.005071-0.00728446j 0.0276372-0.0273727j -0.00712492-0.0126646j -0.00162089-0.0125055j 0.0202522+0.0100762j 0.0333116-0.0358808j -0.000641124-0.00265265j 0.000277598-0.0264347j 0.03322-0.00301256j -0.012632-0.0475912j -0.0558842+0.0257374j -0.0340404-0.0266604j 0.0434175-0.113022j -0.0167482+0.0675729j 0.0275153+0.00767118j -0.0618232+0.200858j 0.189587+0.0235482j 0.0361902-0.0350597j -0.0704301-0.112874j 
0.00776212+0.0242194j -0.0161749+0.00727126j -0.0142495-0.0180603j -0.02992-0.0559801j -0.00162402+0.00309447j -0.0203629+0.0402864j -0.00986602+0.000920177j 0.0397966+0.0261954j -0.00460847-0.0160204j 0.00847581-0.0134911j -0.0156437+0.0527214j -0.0016905-0.00662203j -0.0245418-0.059306j 0.0230313+0.0298579j -0.0526998+0.0215487j 0.0225682-0.0463835j -0.0330752-0.0917269j -0.0257147-0.0593815j 0.0136964-0.027779j -0.0787914+0.0208455j -0.0252102+0.0583438j 0.0769502-0.0232559j -0.0978015-0.0123077j -0.0366158-0.00349643j -0.0181148+0.0325626j -0.0777801+0.0138634j 0.0342064-0.101331j 0.01878-0.0503187j -0.174077+0.00663264j 0.017808-0.0544286j 0.00918471+0.100648j 0.0886715+0.0243213j -0.0973783+0.0742134j -0.0295734+0.00805097j 0.20267+0.0106408j -0.249549+0.0038339j 0.0750359+0.15448j -0.0385486-0.0454922j 0.0130945-0.0717508j -0.0143763-0.0197211j -0.0128024-0.00887738j 0.00340698+0.0222265j 0.00701818+0.0145219j -0.0283735+0.0372078j 0.0351728-0.0201711j 0.0139008+0.0359309j -0.0104839-0.00796793j -0.00122046+0.0138623j -0.00878136-0.00279204j 0.0160102+0.0042809j 0.0451703+0.0245163j 0.00620192+0.0081715j 0.0159597+0.00521311j -0.0431024-0.024962j 0.00234075+0.00149585j 0.0104721-0.00869382j 0.0153042-0.00352137j 0.0150123-0.00769063j -0.0241643-0.0102821j 0.0185755+0.0132937j -0.0189234+0.00480271j -0.0143483-0.00768978j 0.00504974-0.0115692j -0.0275833+0.000331585j 0.0142662+0.00397414j -0.0121766+0.00201997j -0.00364059+0.00654416j -0.0139665-0.00470541j -0.00552034+0.0156257j -0.006361-0.00172748j -0.012029+0.0209461j 0.00184349+0.00223671j 0.00050569-0.0021526j 0.00345157+0.00643666j 0.00187461+0.0465326j -0.0209404+0.0586826j -0.0278533+0.0152573j 0.000435379-0.0426249j -0.00348822-0.00254088j 0.00705212+0.00515469j 0.0318159+0.00279651j -0.035626+0.016633j -0.00635962-0.00437949j -0.0157608-0.0122961j 0.0202508+0.0152366j 0.0121019+0.0079767j 0.0659687+0.0156446j -0.0306823+0.0437758j -0.0141805-0.00269004j 0.0171642+0.0109418j 0.0154225+0.0169396j -0.0352097+0.0948093j -0.013283+0.000165586j -0.0236418-0.0554369j -0.0877992-0.0112668j 
0.0361578-0.00521982j 0.0364421+0.0248338j 0.0317974+0.00583034j 0.0253914-0.000477741j 0.00295407-0.00106746j -0.0219826+0.00713792j 0.0305596-0.0147742j -0.022107-0.00142854j 0.0044123+0.0215029j 0.0503927-0.0218538j -0.00598299+0.00327946j -0.00492712-0.00288796j 0.0551521+0.00557352j 0.0605345-0.00653217j -0.00801447+0.0157929j -0.0665646-0.120728j -0.0347153+0.01041j -0.0556817+0.0788954j -0.000967476-0.00386171j 0.0152073-0.0506265j 0.0130173+0.0156361j 0.0107996-0.0364886j 0.0373846-0.0595298j 0.0309133-0.080819j -0.00771716+0.0162785j -0.0476039-0.0318882j -0.116657-0.055107j -0.0851852-0.0240718j -0.0980918-0.0467563j 0.0242835+0.0163667j 0.0622733-0.0930639j -0.116127-0.0854171j -0.0724725+0.0913192j -0.0875265+0.0137992j -0.0429823+0.164357j 0.0801722+0.223035j 0.299033-0.171385j -0.0111311+0.0563737j -0.0713039-0.0789581j -0.0234778+0.0209658j 0.0134694+0.0263277j 0.00238953-0.0237624j 0.053169-0.0110886j -0.00779487-0.00723432j -0.0178213+0.00318523j 0.0341842-0.0224344j 0.00659604+0.00931816j 0.000718766-0.0116968j 0.0124283-0.00340037j 0.0147055+0.00232079j 0.00923078-0.01287j 0.0166307-0.00748195j 0.0107101-0.00551028j -0.000512575+0.0190937j 0.00446773+0.0114891j 0.0192572-0.0074189j 0.00268281-0.0137906j -0.00328718-0.0066069j 0.0106099+0.0245735j 0.00147053-0.00630151j -0.000366166+0.019752j -0.00355061+0.0175139j 0.00889887+0.0058067j 0.00504267+0.0134233j -0.00519407-0.0225572j 0.000239225+0.0187836j 0.00461059+0.0208141j 0.0055653+0.0265412j 0.0110455+0.009967j -0.00648462+0.00487587j -0.00322036+0.0173651j 0.0181795+0.00765493j 0.00776581+0.0269486j 0.0164835-0.00328492j 0.00663658+0.0276498j 0.00898816+0.0350246j -0.0167334+0.00850664j -0.0290398-0.0493881j -0.0284675+0.0174614j -0.0111313-0.00223441j 0.0355844+0.00984261j 0.0312861-0.00110624j -0.0385108+0.0179728j -0.0267749-0.026998j 0.00265709+0.0165058j -0.00174037-0.00941624j 0.0468729-0.0340656j 0.0322327+0.00398001j 0.0231732+0.0125819j -0.0168457-0.0261933j 0.026973-0.00493593j -0.0278524-0.00207859j -0.0298507+0.0327107j -0.0905695+0.0111649j 0.0187301+0.0650618j 
0.00828461+0.00451375j 0.0495334+0.00984992j -0.00277512-0.0218556j -0.00601403-0.0202412j 0.0153585+0.0080262j 0.010453+0.0228239j -0.00288772+0.00392613j -0.00892859-0.0178427j -0.00100843-0.0404802j 0.0147868-0.0396778j 0.00291209-0.0039732j -0.0153808-0.00683572j -0.00747041+0.00860928j -0.0099123-0.0188147j 0.0390774-0.0227744j -0.00491237-0.0551048j 0.0494723-0.0202038j -0.141487-0.0883291j -0.0274157-0.0047939j -0.0617826+0.0144446j 0.0362936+0.152605j 0.048453-0.0182626j 0.011546-0.0180775j 0.0346552-0.0902301j 0.0660159-0.152827j -0.0884337+0.0309621j 0.0242841+0.017885j 0.0902677+0.0774968j -0.0496122+0.186836j 0.0587421+0.0601029j -0.0108725+0.12287j -0.0808728+0.0120128j -0.10437+0.0133261j 0.0674427-0.217478j 0.0712971+0.0125284j -0.110121-0.140614j 0.0400767-0.0108096j -0.00891236-0.00782144j 0.0154895-0.0867203j -0.0286677-0.018873j -0.0125723-0.00331761j 0.000390861-0.00412858j 0.0796728+0.014864j -0.0344364+0.0184535j 0.0209675-0.0353897j 0.0149948+0.00458665j -9.74878e-05+0.00460298j -0.00578237-0.0101438j 0.0132417-0.010166j 0.0146369-0.00801291j 0.0165548+0.00213993j 0.021977-0.00514775j 0.0262144-0.00460746j -0.00554583+0.0116427j 0.000933447+0.00463478j 0.0206542-0.0492064j -0.00256374-0.0222562j -0.014765+0.0135247j 0.0150191-0.000852543j 0.0250581+0.0315604j -0.00941005-0.00357302j -0.0257175+0.00300343j 0.0107315-0.0277258j 0.00758318-0.00705724j -0.0203993-0.0230052j -0.0228055+0.0113944j 0.0126415-0.00197452j -0.000205701+0.0232278j 0.00860627-0.0206009j -0.0127915+0.0192285j -0.00090984+0.023128j -0.0321034+0.0223099j -0.00322628-0.00351319j 0.0187319-0.0167026j 0.0195926-0.0424262j -0.0161156-0.0339189j -0.0546227+0.00968573j 0.0215962-0.0443207j 0.0034233-0.0327923j -0.0292701+0.0264159j -0.0073925+0.0627517j -0.0189262-0.0173607j 0.00223438-0.0298485j 0.00818873-0.0274777j 0.00724822-0.00942349j 0.0135013+0.00825295j 0.00272992-0.00988634j -0.000735819-0.0122026j -0.0154212-0.0260081j -0.000332906+0.0117185j -0.00347444-0.0102819j -0.000441223+0.0128163j -0.019368-0.0270385j -0.0307127-0.0397158j -0.046134+0.00279319j 
0.0424161-0.00945659j 0.0111392+0.014626j 0.0559223+0.00454676j 0.0295518-0.0129312j -0.0263179-0.000424413j -0.00436232+0.0183091j 0.00190008+0.00306527j 0.00406286+0.00521934j 0.0179799+0.000144688j 0.0164355-0.0393788j 0.0215432+0.00788387j -0.0156328-0.0327303j 0.00329274-0.00861255j 0.000560168-0.0196574j 0.00145271+0.00207096j -0.0533366-0.0703131j -0.0756942-0.0137908j 0.0827939+0.0873617j -0.0196967-0.0437019j -0.0791069-0.0973082j -0.00358112+0.00617841j 0.0163105-0.130351j 0.0579022-0.0290151j 0.00837135-0.0289806j -0.0642623-0.103811j -0.0649463+0.00535549j -0.0205082-0.061289j 0.0122881+0.0793656j -0.114905-0.039392j -0.00456631-0.057155j -0.0111975-0.0892094j 0.182085+0.0464785j 0.0298285+0.0553061j -0.286626+0.0352011j 0.313111-0.291798j -0.143539-0.0236627j -0.0197615+0.172699j -0.0548685+0.0329651j -0.083398-0.0796042j -0.00978148+0.0091854j 0.0177541+0.0314589j -0.00795303-0.0227418j 0.00822972+0.0105122j -0.0181311-0.00766715j -0.0124934+0.0237494j 0.0334688-0.0322554j 0.0127076+0.00585238j 0.000204417-0.00944934j -0.0166818-0.0138925j -0.00490507-0.000348079j 0.0165355-0.00922139j 0.00757422-0.0172773j -0.00683237-0.0155881j -0.000611273+0.00630058j 0.000704523-0.000977979j -0.00820257+0.00731801j -0.00542258-0.00878436j 0.00351906-0.0175445j 0.000438944+0.00839998j 0.0210009-0.0183429j -0.0260332-0.00759944j -0.0118691+0.0102831j -0.000654451+0.00729962j -0.00501636+0.00997004j -0.0140476-0.00654807j -0.00614458-0.0106817j 0.0191488-0.00573236j 0.00399123+0.00136106j 0.00529456-0.00780028j -0.00390133+0.00445581j 0.0129934+0.00174185j -0.0327366-0.00321911j -0.00365547-0.000610804j 0.00379877+0.000785147j 0.0149241-0.0353362j -0.00371784-0.0195283j -0.00212147+0.0098904j -0.0245286-0.0122042j -0.0260668-0.0216602j 0.00177432+0.00409617j 0.0208484+0.0149274j 0.0144842+0.0122807j 0.00143214-0.0367445j -0.0286388-0.0182547j -0.000544681-0.0172332j 0.00250185-0.00933101j -0.00582391+0.00719514j -0.0111055+0.00488512j 0.01042-0.0100654j -0.00206983+0.000456293j 0.00472611+0.000319633j -0.015244+0.0210418j -0.0228584+0.00178341j -0.0375451-0.0156339j -0.0220536+0.0250622j 
-0.00757874+0.00950084j 0.0322694+0.00488098j -0.012548-0.0293959j 0.00307829-0.0406073j 0.0109828+0.00135307j -0.0225694+0.00131953j -0.000762673-0.0025225j 0.00239696+0.00523354j 0.0213955+0.0465468j 0.0177515+0.0159363j 0.00889375+0.0366032j -0.0252165-0.0222207j -0.0213213+0.0154412j -0.0209639+0.0292109j -0.0312793-0.00308111j -0.00708237-0.033017j 0.0343248-0.00906556j -0.0710771-0.0863101j 0.0288792-0.0190448j 0.0126048-0.0346626j 0.00908967+0.0966357j 0.138102-0.00119001j 0.0637033-0.0566156j 0.000714386-0.141082j 0.0121257+0.0973606j 0.0853106+0.00949109j 0.106712-0.0747208j -0.324961-0.0411748j -0.0736397-0.056j 0.111264-0.184922j 0.0773309-0.203348j -0.0743953+0.0740665j 0.25058-0.00939599j -0.0607751+0.0724979j 0.106343-0.136673j 0.11499-0.0838201j 0.0436897-0.149975j 0.0343552+0.0246559j -0.0244637-0.0218969j -0.0131901-0.000344868j 0.00292131-0.00436044j -0.00151269+0.0108733j 0.032938-0.0032772j -0.0169779+0.00682763j -0.0218355-0.00350154j 0.0248987-0.0157561j 0.0153913+0.0018533j -0.0196836+0.000123093j 0.00639611+0.0180978j 0.0200472+0.00576962j 0.00289368+0.0122803j 0.00975676+0.00991708j 0.0290992+0.0134228j 0.00226782-0.00721555j 0.0114326-0.00824428j -0.00499838-0.0172551j -0.00307521-0.0274428j 0.00954325-0.00149371j 0.00834629-0.0107303j 0.00598294+0.0104414j 0.0218691+0.0200127j 0.00624833-0.0169264j 0.00254244-0.0358971j -0.00210912-0.00664531j 0.00888381+0.028555j 0.014635+0.00327388j -0.00139356-0.00844142j 0.00357437-0.0309208j 0.0132295-0.00987475j -0.0010305-0.0134062j -0.0110258-0.0116915j 0.0547596-0.0110749j 0.0330418-0.0105997j -0.00381781+0.00179905j 0.0170793+0.0109864j 0.0281891-0.00242127j -0.021337-0.0384954j -0.0538631-0.0030967j 0.0434685+0.0129958j -0.0323184-0.0110707j 0.0142652-0.0338385j -0.0203503+0.022805j -0.00240943+0.0421359j 0.0351655-0.0559337j 0.0081438-0.0183463j 0.018724-0.0159423j 0.00596978+0.00931193j 0.00686848-0.0310888j -0.0297345-0.00978205j -0.00545914+0.00179604j 0.00813462-0.011099j 0.0202919+0.0156964j 0.0128716-0.000219425j -0.0415277+0.0554628j 0.0460948+0.00986009j 
0.00986685-0.0210422j 0.0347329+0.00833803j 0.0139364-0.0265425j -0.00651057-0.0197144j -0.00729889-0.00517668j -0.00292821-0.0322564j 0.0228043+0.00491693j -0.0106438+0.0308417j -0.035493+0.0223997j -0.0647148-0.00757923j -0.0284085-0.00620258j 0.00579701-0.00730399j -0.00268044-0.0137729j 0.0289291+0.00226394j -0.00787641+0.017402j -0.0280164-0.00113356j 0.0657599+0.00700557j -0.0430305-0.157909j 0.0592582+0.0185166j 0.0717685+0.0573474j 0.0448275+0.0324363j -0.0675693-0.0823522j 0.20078-0.105455j 0.0469185+0.0151563j -0.207857+0.00196279j -0.156558-0.0426712j 0.189277+0.0414848j 0.0891703-0.0279738j 0.206818-0.0736048j -0.0414887+0.0921659j 0.0157617+0.0446837j 0.174726-0.0401773j 0.0482806+0.0677265j -0.158081+0.032392j -0.138624-0.0553385j -0.0710492-0.210921j -0.0179767-0.0182069j 0.0599386-0.00485297j 0.0244365-0.00406428j 0.00691942-0.0228323j -0.0104408-0.0450914j 0.0143232+0.0294647j 0.0101875+0.0369951j -0.00295427+0.032084j -0.00592071+0.00950502j -0.0214652+0.0177273j 0.00390222-0.0017999j -0.0134195+0.010271j -0.00962772+0.0564914j -0.0142294+0.0219788j -0.0236418+0.0200389j -0.00431951+0.031963j -0.030284+0.0469602j 0.0254934+0.00793101j -0.0390052-0.0320232j 0.0295709+0.00306693j 0.00719606-0.0214561j 0.0451881+0.0216351j -0.0231761-0.0048688j -0.018968+0.0317092j 0.0120012+0.00848903j -0.00713422-0.0290152j 0.014537-0.0196468j -0.022095-0.0110135j 0.0151691+0.00331753j 0.0113353-0.000848311j -0.0327109-0.00638204j 0.0271815+0.00477213j -0.0296577+0.0213268j 0.00974014+0.0226985j -0.0148595+0.00464425j 0.0514659+0.0503422j 0.00614558-0.00251814j -0.017101+0.0126559j -0.0661099+0.0312183j -0.0645146+0.0127969j -0.0187521-0.0047274j -0.0116491+0.0324952j -0.0105703-0.00350716j 0.00147411+0.0326749j 0.00920568+0.0258913j -0.00543827-0.00906847j -0.0136171+0.00332879j -0.0157892-0.0144914j -0.0169077-0.00464871j 0.0014305-0.0216039j -0.00632827+0.00563751j 0.0154592-0.00116447j -0.0243894+0.0105108j -0.00495366+0.0174973j -0.00589345-0.00336395j -0.00480493+0.0231711j -0.0103433+0.0155908j 0.051074-0.00186257j 0.00924326-0.0745884j 
-0.0104747+0.00764906j -0.0212236+0.00461282j -0.00734889+0.0105678j 0.011404-0.00692504j 0.0127404+0.0101974j 0.00972112-0.0127825j 0.00381213-0.0119401j 0.0360689-0.000654201j -0.0241035+0.00569205j -0.0163372+0.0228794j -0.0270579-0.00895681j -0.0217873+0.0170819j 0.0132053+0.0329503j 0.0120498-0.00730886j -0.0275463-0.00391196j 0.0243103-0.0116163j -0.0532673-0.0300017j -0.00476009+0.139328j -0.0148478+0.0157589j -0.0914388+0.00886484j 0.150189-0.0508402j -0.0493427+0.112139j 0.0595786-0.00175986j 0.0275959+0.0316171j -0.0496774+0.136025j -0.128134-0.00152221j -0.0290643+0.0951819j 0.1292-0.117373j -0.152629+0.0414678j 0.0809314+0.223596j -0.058207+0.207661j -0.0834925-0.377306j 0.0312783+0.0779884j -0.0192574-0.0485851j 0.198632-0.04337j 0.0880777+0.0422451j -0.102119-0.0886354j -0.0396181-0.0478244j 0.0137992-0.0144326j -0.00440891+0.0251298j 0.00529148+0.0147893j -0.00802752-0.0144976j 0.00651831-0.0625269j -0.0308447-0.00858766j 0.0231293-0.0214796j -0.0449971+0.0394194j 0.000379975+0.0052721j -0.00871952-0.000341774j 0.00375682-0.0157004j 0.00552815-0.00619026j -0.00252363-0.0166432j -0.00614106-0.0116655j -0.00853606-0.0277119j -0.00467293+0.0221436j -0.00946162+0.00892912j 0.0105866-0.02695j -0.0168665+0.0131264j -0.00549755+0.0369164j 0.000135028-0.00763412j 0.0047491+0.00152698j 0.00650158-0.0195575j -0.0105766+0.0156654j -0.00808443-0.00558105j 0.00237855-0.0149877j -0.023801-0.0204046j 0.00174357+0.0165674j -0.00242862+0.0181049j 0.0144714+0.0309946j 0.015928+0.0127759j 0.0280705+0.0131746j 0.0126374+0.014647j 0.0241902+0.0167354j 0.0191533+0.00923042j -0.000931224-0.00848691j 0.00942326+0.0336394j 0.0289904+0.0347988j 0.0243106+0.00406322j -0.00601723+0.00487927j 0.00591529+0.0343858j 0.00559837-0.0175239j 0.0134511-0.0033278j -0.0123158-0.00261834j -0.0113683+0.0180376j 0.0270612+0.00273991j 0.00835672-0.00113627j 0.0061975+0.0159392j -0.0037622+0.0171427j 0.0124618+0.00167352j 0.0375363-0.0301702j -0.00989247-0.0067245j 0.00656502-0.00526296j -0.0419991-0.0144924j 0.0224036-0.0339109j 0.00842043+0.00595092j 0.00298468-0.00937822j 
-0.0332775+0.00425765j -0.0137194-0.00463414j -0.0338253-0.0234119j 0.0121017-0.00339853j 0.00179197+0.0364503j -0.00493581+0.00253838j 0.0171091+0.0139215j -0.0314581-0.0236353j 0.00389313-0.0285037j 0.0192794+0.0207779j -0.00232875-0.00856688j 0.0134799-0.0131627j -0.020046-0.00333455j 0.00588324-0.0065444j -0.000790826+0.00255373j 0.0364562+0.0211499j 0.000719192+0.00807803j -0.00500461-0.00544312j 0.0268239+0.0398955j 0.0146934+0.00871565j 0.0189516+0.00383859j -0.120302+0.0153869j 0.0167952-0.0783347j -0.107007-0.213064j 0.0239354-0.00255258j 0.112005+0.142867j 0.0544384-0.143981j -0.0907838+0.0966701j 0.16925-0.278018j 0.0182755-0.204236j 0.109215+0.106767j 0.0823695-0.202035j -0.285732+0.0340756j -0.107435-0.214121j -0.0501317-0.0847142j 0.0771049+0.0775477j -0.0317538-0.114393j 0.0171856+0.00468287j 0.0120148+0.0455356j 0.0120923+0.0209528j 0.0106267-0.00905775j -0.00769367+0.0154676j -0.0308845-0.0511103j -0.0108758-0.0123242j 0.0131515+0.00539021j -0.0320025+0.00584147j 0.000777834+0.00534721j -0.00334271+0.00484428j 0.018998+0.0391667j 0.0116012-0.00320617j -0.0154016+0.00365269j -0.00757446+0.0349069j 0.0135167+0.0295502j 0.012786+0.0057283j 0.0283771-0.0324726j -0.0321299+0.047513j -0.00256575-0.0139799j 0.0106946+0.00743304j -0.00385369-0.00691771j 0.0145309+0.00314428j -0.0151264-0.0145474j 0.00344051-0.0345722j -0.0132272+0.00866461j -0.00636068-0.014944j 0.00887118-0.00287126j -0.00125653-0.0169234j -0.0105423+0.00794252j -0.0177364-0.0162126j -0.0041533+0.0131249j 0.00930436-0.0250764j 0.000518167+0.0141991j 0.0334069-0.00808425j -0.014453-0.00440712j -0.00352745+0.00740774j -0.00980505+0.00776218j 0.00730402+0.0437024j 0.0165754+0.0263965j 0.014565-0.0304263j -0.00113441-0.00304718j 0.0259502+0.000392532j 0.00658706+0.0200388j -0.0113907+0.0175143j 0.0100579-0.00485131j -0.0141717+0.00364498j 0.00584447-0.00362359j 0.0147565+0.0142976j 0.023509+0.0188463j 0.000318479+0.0176048j -0.00499978-0.00388595j -0.000851735-0.00245596j -0.00267496-0.0014984j 0.00592319+0.0143024j -0.00233427-0.000168575j 0.0246332+0.0371214j 0.0338741-0.01507j 
-0.000581738-0.0068474j -0.00802334+0.00100031j -0.00611662+0.0102432j -0.00745822-0.00271036j -0.0324597-0.0308974j 0.00427459-0.0185776j 0.0133622-0.00493197j -0.0355534+0.00326338j 0.0198618+0.0449107j -0.00898537+0.0067829j 0.0298063+0.0176002j 0.00295428-0.0234338j -0.00539649-0.00212664j 0.00162122+0.00318487j -0.0114476-0.00714262j -0.0081766-0.00873842j -0.028482+0.0025619j -0.0125715+0.0401908j 0.00765207+0.00398616j -0.0110739-0.00197067j -0.00192406-0.0688485j -0.00211078-0.143795j -0.0969156+0.164419j 0.0610081-0.0950881j 0.0294343+0.166292j 0.0210193-0.053863j -0.0615123+0.0979486j -0.281451-0.0403464j -0.0767671-0.129921j 0.163441-0.103112j -0.279168+0.0490231j 0.111543+0.034984j -0.174429-0.341122j 0.0052226-0.0269165j 0.0107529+0.0176847j -0.0416558+0.00799734j -0.016925+0.00974767j -0.00993519+0.0167803j -0.0314699-0.00605244j -0.00465749+0.0157275j 0.00987021+0.00795352j -0.00191364-0.00249233j 5.52874e-05-0.0219082j -0.0162276+0.00179675j -0.00822884+0.0314074j 0.00984895-0.00341352j 0.00814712-0.021681j -0.00647699+0.0197419j 0.0188537+0.000287452j 0.0343085-0.00733455j 0.0104952+0.00627712j -0.00214608+0.00249864j -0.000419476+0.00326303j -0.0148231+0.00327271j 0.0188114+0.00149076j 0.006012-0.00863547j -0.00319934+0.00527502j -0.0203649+0.020722j 0.0121969-0.0117565j -0.0127664+0.00783083j 0.0461464-0.0150561j 0.0156289-0.00612412j -0.011192-0.00481039j 0.00481596-0.0106753j 0.00887384-0.0019277j 0.0236829-0.000307913j -0.0148035+0.00185626j -0.00177725+0.00536621j -0.0233169+0.00719241j 0.0331375+0.0131304j -0.0233495-0.00448723j 0.0177721+0.0129973j 0.000194901-0.00660711j -0.0178498+0.0148609j -0.0188835+0.0203609j -0.0167275+0.00215555j -0.0113911+0.00393863j 0.0397891+0.045777j 0.0240601-0.00859544j 0.00175231+0.00661174j -0.0468408-0.00923784j -0.0168275-0.00574102j 0.0297798+0.00746611j -0.0138038+0.00130918j -0.00572555+0.00719785j -0.00607758+0.00816072j -0.00134606+0.0209254j -0.0087668+0.00782383j 0.000900283-0.00176874j -0.00206186-0.00181779j 0.00110958+0.000995479j -0.00291188+0.00790051j -0.00471271+0.0175867j 0.00696701+0.0168944j 0.0162512-0.00426959j 
-0.00280065+0.00723232j -0.0291115-0.00696595j -0.0156032+0.0299817j -0.00933811-0.0152398j 0.00890793+0.0182948j -0.0331232+0.0169905j 0.0100078+0.0340075j 0.00243166+0.00673999j 0.00818229-0.0456615j 0.0243456+0.0142623j -0.012529-0.00161616j 0.0190773-0.00287807j 0.0126914-0.0207847j 0.0169369+0.00295471j 0.00197369-0.0106376j 0.0241245-0.00416867j -0.0232867-0.026153j -0.0734223+0.0425988j 0.0450508-0.0257561j 0.0296391+0.164717j -0.125204+0.0617758j 0.0439893-0.0650666j -0.0187057+0.100683j 0.15693+0.152789j -0.0126984-0.029799j -0.135463+0.0721832j -0.144214-0.0874444j -0.0140059+0.0521163j 0.090429-0.0183241j -0.175245+0.162482j -0.0693773-0.173883j 0.211636-0.139729j 0.0907987-0.0667899j -0.045866-0.0292972j -0.0232391-0.10652j -0.0179446+0.0100738j -0.0100141-0.038796j -0.0300036-0.0171855j 0.012694-0.0321045j -0.0118132+0.00365352j -0.0212557+0.00948696j 0.0172307-0.0103629j 0.00630046-0.0161147j 0.000880632+0.0512193j -0.00610313-0.00557116j 0.026303-0.00605238j -0.0111757-0.0218128j 0.003227+0.0193228j 0.00165334+0.018064j -0.00605851+0.015714j -0.0235067-0.0284565j 0.00532683-0.0137599j 0.00216642-0.0210868j 0.0126355+0.00481775j 0.0260183+0.000384863j -0.0066714-0.00625791j 0.0100135-0.0271564j -0.0263851-0.0200978j 0.0200824+0.005948j -0.00979171+0.00262058j -0.000297875+0.0173772j 0.00269571-0.00240215j -0.0132999-0.0159338j 0.0239975+0.0074695j 0.0553023-0.0121374j -0.0238076+0.0166047j -0.0254934-0.00141284j -0.0718016-0.00372937j 0.00672292-0.00909222j -0.022628+0.0113386j -0.0221472+0.020953j 0.00514816+0.0030745j -0.0156161-0.0103652j 0.0113381-0.024816j -0.0156926-0.0262167j 0.00319067+0.0295545j -0.00507392+0.0263402j -0.00670602-0.0109691j -0.00048506+0.0100448j 0.00734768-0.00121639j -0.0097373-0.0253688j 0.00656977+0.0138032j -0.00566138+0.0145822j 0.0121241-0.020766j -0.00665789+0.00073153j 0.0051704-0.000933242j -0.0145574+0.0102271j 0.0138163-0.00984247j -0.0141241-0.00924597j -0.0039365-0.00244145j -0.00164277-0.00096103j -0.0134204+0.011906j -0.0203261+0.00462959j 0.000759512-0.00194275j -0.00152155+0.0123175j 
