-0.121883+0.140833j -0.0136784+0.0475105j -0.0457658+0.0319012j 0.108997+0.0499742j 0.0117007+0.0383222j 0.0138152-0.0540282j 0.116373+0.0951872j -0.0420141-0.126539j -0.0105259+0.0208716j -0.0896003+0.0418244j -0.016189-0.049801j -0.134103-0.117985j 0.188513-0.010229j 0.0621905-0.167287j -0.0864334+0.157636j -0.00898285-0.00476935j -0.100936+0.0733825j -0.0932909+0.000802162j 0.00805338-0.0227695j 0.0403338+0.0248927j -0.0519586+0.0152198j -0.0321885-0.0138485j -0.0144932+0.00288048j -0.00333923+0.0132101j -0.0388481+0.0209962j 0.0229655+0.0388922j 0.0118546+0.0322718j 0.0391795-0.00175846j -0.0130123-0.0505081j 0.00507436-0.0110889j -0.0113942+0.000264117j -0.0228883+0.064621j -0.0048009+0.0961572j 0.155512+0.0312864j 0.068587-0.0869641j 0.00854148-0.112448j -0.0283485+0.0491267j -0.0264443+0.000413495j 0.07059-0.0352984j 0.0356207-0.0208156j -0.0206114-0.0247824j 0.00841064+0.0226949j -0.0392217-0.00314483j -0.0192303+0.0445246j 0.0135021+0.00665455j -0.0441839+0.0319533j 0.000818754+0.00339802j 0.00916086+0.00959643j 0.0151671+0.0311288j 0.0066596-0.00509249j -0.0236624+0.00410846j -0.00310251+0.0194749j -0.0152211+0.0190914j 0.000796318-0.00385126j 0.0214334-0.0117171j -0.0121771+0.0100665j 0.00676235+0.00364579j -0.0104953-0.0101838j -0.00266675-0.0118142j -0.00566295+0.00842442j 0.00351427+0.0122059j 0.0076872-0.0114835j -0.0023812-0.00799556j -0.00245058-0.0120243j 0.00174485+0.0167241j 0.00181585+0.00444287j -0.00863002-0.00816024j -0.005357+0.00401238j 0.00929277-0.010492j 0.0156093-0.000870005j -0.0209956+0.00699372j -0.00355977+0.00652589j 0.0096164-0.00289845j 0.00198211-0.00841157j 0.00739626-0.0114728j -0.00604215-0.00055867j 0.005071-0.00728446j 0.0276372-0.0273727j -0.00712492-0.0126646j -0.00162089-0.0125055j 0.0202522+0.0100762j 0.0333116-0.0358808j -0.000641124-0.00265265j 0.000277598-0.0264347j 0.03322-0.00301256j -0.012632-0.0475912j -0.0558842+0.0257374j -0.0340404-0.0266604j 0.0434175-0.113022j -0.0167482+0.0675729j 0.0275153+0.00767118j -0.0618232+0.200858j 0.189587+0.0235482j 0.0361902-0.0350597j -0.0704301-0.112874j 
-0.0594499-0.0231316j -0.00194073-0.0431224j -0.0162992-0.0184353j 0.00386656-0.00919275j -0.0058809-0.00375979j -0.0123903-0.0135068j 0.00122919-0.00269191j 0.00405007+0.00373201j 0.000564721-0.00121016j -7.46123e-05+0.00953058j -0.00597877-0.00124881j -0.00257247+0.00253243j 0.00725556+0.00274581j 0.00506872-0.00662723j 0.0148123-0.00276412j 0.153014+0.050322j -0.013522-0.131975j -0.00446126-0.00270218j 0.027287-0.0130079j 0.0158865-0.00227465j 0.0192898+0.0338304j -0.00171479+0.0547668j 0.0156651+0.0110776j 0.00196657-0.0221945j 0.00937438+0.0135044j 0.00929025-0.00498883j 0.00332629+0.00918569j -0.00803664+0.000731609j 0.0241826-0.00227526j -0.0182794-0.000776721j 0.00962986+0.00854453j 0.00795963-0.00161118j 0.0116106-0.00310669j 0.0243517+0.00758679j 0.0112625+0.0229577j -0.0251706+0.00361509j -0.0163766+0.0100537j 0.0734222+0.11166j -0.0988199+0.0191459j 0.00802132-0.0174006j 0.0196735+0.0310643j -0.0616303+0.0321865j 0.0310366-0.1105j -0.145669+0.0433418j 0.0360151+0.0440647j 0.0638229+0.105264j 0.0125331+0.0740273j 0.0852779+0.0624187j 0.102619+0.0184695j 0.115281+0.141349j -0.0962533+0.0268124j 0.0523513-0.115026j 0.103063-0.055414j 0.0539748-0.06667j 0.10666+0.0443206j -0.0469597+0.105977j 0.0473007-0.0213456j -0.067023-0.175536j 0.067448+0.0511691j 0.0448227+0.0111216j -0.167702-0.0355426j -0.0144847-0.070416j -0.0136479-0.0174348j 0.0222433-0.00354646j 0.000947223-0.0899886j -0.0471181-0.0293575j 0.051336+0.00122299j -0.0629166+0.0284167j 0.0834814-0.0314999j -0.00523685-0.0383921j 0.0109804+0.0711271j -0.0398557+0.0356369j -0.040389-0.0693703j 0.0160548-0.0284011j 0.0544609+0.00175742j 0.0445133+0.0120348j -0.0309219-0.0683606j 0.0199071-0.114206j 0.0339568+0.0541599j -0.0276095+0.0661481j -0.00378119+0.0730013j -0.0131512-0.0973191j -0.0520002-0.0275388j 0.0108527-0.0802186j 0.00637857+0.0127144j 0.0354983+0.00978024j 0.0187961+0.017119j 0.00993169+0.0456287j -0.0491688-0.00676995j -0.0125434-0.00882664j -0.0253404+0.0355492j -0.00488691+0.0390099j -0.00160628+0.0721298j -0.00149125-0.0107264j 0.0576498-0.00757054j 
0.00400494-0.0180342j 0.014168+0.0295388j -0.00311712-0.0213168j 0.0182734+0.00160056j 0.00244944-0.000165629j 0.00446988+0.0138889j 0.00304623-0.0083354j -0.00612483+0.00519468j 0.00396258+0.000372107j -0.000377099-0.00374459j -0.00040174+0.0041352j -0.0042824+0.00728938j -0.0024911-0.000874828j -0.000387609+0.00177896j 0.00105454+0.00445549j -0.0322793+0.0355798j 0.0113148+0.013608j -0.00674651-0.012221j 0.0406008+0.0204186j -0.0179828-0.0119953j 0.00367013+0.020592j 0.0102082-0.00457603j -0.00640988-0.00756628j -0.00588563-0.00530286j 0.00049006-0.00522488j -0.00788776+0.00335497j 0.00136672-0.00165757j -0.0048143+0.00406305j 0.00885197+0.00205702j -0.000755353-0.0023028j 0.00126367+0.00113034j -0.00352555+0.0010415j -0.00941867+0.00237789j -0.00223241-0.00036413j -0.000298064+0.00486926j 0.00421787+0.00247245j -0.00447503-0.00646993j -0.00123124+0.0189428j -0.0285523-0.0248623j 0.00354586-0.00852151j -0.108278-0.00104926j -0.111087+0.0749864j -0.00760773+0.0699749j 0.0131508-0.0290973j -0.0442887-0.00766048j -0.053196-0.0389246j 0.016842+0.0999346j 0.236724+0.207857j -0.152969-0.170357j 0.23177+0.123471j -0.00564144-0.0706663j 0.0432555-0.128815j 0.0600624+0.23513j 0.100973+0.0842336j -0.0314762-0.0534582j 0.0692988+0.0894718j -0.0153006+0.11874j 0.0177702+0.0417304j 0.0665114+0.0140977j 0.0475153-0.000914787j 0.0425149+0.0043326j -0.0101338+0.0404918j 0.0144056+0.0717044j -0.000710693+0.0207388j -0.00565673+0.065463j 0.00523326+0.00982437j 0.0239256-0.0118289j 0.0317363-0.0246542j -0.0152616-0.000274052j -0.051705+0.0386749j -0.0207287+0.0102164j 0.0375506+0.014605j -0.0128951-0.00828228j 0.0437723-0.00474142j -0.0274704+0.000193572j -0.00551076-0.0299616j 0.00752659+0.0859919j 0.00932013+0.0239116j -0.057099-0.0413449j -0.025121-0.00385563j -0.000444391+0.0220749j 0.00100859-0.028073j 0.0778643+0.0374118j 0.0444483-0.0134381j -0.00519337-0.0300194j 0.0208239-0.0121775j 0.0121817+0.0093764j 0.0096696-0.0157641j -0.0364865-0.0446566j 0.0353117-0.0935656j 0.0120496-0.0800412j -0.00163668+0.0264161j -0.00403692+0.0730819j 0.00806372+0.000509208j 0.0168721-0.0221056j 
0.0040609+0.0332114j 0.00929617+0.0117337j -0.0055564+0.00451135j -0.0103985-0.0046666j 0.00106283-0.000415452j 0.00663008-0.00465843j -0.00834272-0.00188904j -0.000471317+0.00259519j -0.00697495-0.00347223j -0.000163233+0.000148957j 0.000849835+0.000964893j 0.0106375+0.00422544j -0.00469467+0.00126506j 0.00299933+0.00418755j 0.0035651+0.00261564j -0.0239512+0.000758783j 0.0115641+0.0450115j 0.00362461-0.0136262j 0.000602157-0.00403918j -0.0151567+0.0158228j 0.00431038-0.0016002j 0.00457648+0.00173478j 0.00262971+7.66224e-06j 0.000931063-0.00142142j -0.000997009-0.0028516j 0.00279053+0.00846166j 0.00074741+0.00149519j 0.00221055+0.00194623j -0.0096502+0.00229341j 0.00594467-0.0019319j -0.00552929+0.00184939j 0.00200853-0.00560473j 0.00390955-0.00118563j 0.00336671+0.00352118j 0.00514966+0.00565881j -0.00216405-0.0094949j 0.00120857+0.0062108j -0.0620259-0.0342119j -0.0153919-0.0243927j 0.16657-0.0510305j -0.0645463-0.0437979j 0.0360193-0.0012403j 0.0779736-0.0607462j -0.0370595-0.0937727j 0.0561698-0.0927239j 0.00233912-0.0355127j 0.0345623-0.18211j -0.0683165-0.0592214j -0.164568+0.133265j 0.166599-0.128553j -0.0646403+0.067287j 0.00195484-0.0673561j 0.11789-0.0100408j 0.0324288+0.0377968j -0.0852267-0.0797843j 0.0112877-0.108306j 0.0522126+0.100522j 0.00480738-0.0528578j -0.00407245-0.019205j -0.0694023-0.113139j 0.0235175-0.0913315j 0.039214+0.1172j 0.122896-0.0844184j 0.00178732+0.0104067j 0.00900245+0.0171677j -0.0215412+0.0357106j -0.00622731+0.031141j 0.0219771+0.118838j 0.0229709-0.0340117j -0.0209145+0.0148118j 0.018066+0.0141336j 0.0310361-0.0294795j -0.0607661-0.00702944j 0.0728611-0.00751828j -0.0608358+0.0351592j 0.0624491-0.0190086j -0.0127446-0.0102795j 0.0421633-0.0292795j 0.00670013-0.0325078j -0.0122451+0.0190777j -0.0486362-0.0274634j -0.0525133-0.016631j 0.0066276+0.00311127j -0.019011-0.0434793j -0.00759754-0.0145596j 0.00985534+0.0361966j 0.0303458-0.00587047j 0.0204555+0.0350868j -0.021642+0.0111393j 0.00952301-0.10734j -0.0252136+0.0878655j 0.00641001+0.0436549j 0.0284022-0.0466803j -0.0269131+0.0256118j -0.00433458+0.0116268j 
0.0118313-0.0403324j 0.00111525-0.00925937j 0.00377611+0.00719924j 0.00277192+0.00194632j -0.00456904+0.00305028j 0.00518733+0.00493001j -0.00200627+0.00159839j 0.00443213+0.00543758j -0.000436355-0.0005333j -0.00367525-0.00240427j -0.00323179-0.00101356j 0.00822704-0.00432396j -0.00352473+0.00786594j 0.00549051+0.0111759j 0.00913716+0.00349556j -0.0121572+0.0973873j 0.00350796+0.0035194j 0.0281676+0.0444056j 0.0552774+0.0424488j -0.0126091-0.0421035j -0.00770737+0.0250284j 0.00314156-0.0080828j -0.00596361+0.0245648j -0.00544769+0.0237568j -0.016621+0.000987774j -0.0231582+0.0122614j 0.00727947+0.00934534j -0.00440315+0.00572029j 0.0210516+0.00598377j -0.00519933-0.000219653j 0.00329065-0.00305851j -0.00825715+0.0149072j -0.0153933+0.00711876j -0.0111344+0.021659j 0.00195322+0.00924503j -0.00483555+0.0137626j -0.0130561-0.0101171j 0.0022924+0.115839j -0.0435232-0.0419536j -0.00466793-0.0609324j 0.0395608+0.00264821j 0.0363749+0.0111934j 0.075548+0.153882j -0.0409242+0.0213442j 0.012086-0.033082j 0.0460871-0.013361j 0.00716122+0.0228185j 0.0103527-0.0760964j 0.126891+0.0395237j -0.0202981-0.0952216j -0.0678664+0.0675698j 0.0161222+0.100575j 0.0768943+0.0457386j 0.0245553+0.0370588j -0.0638929-0.0168922j -0.0253739+0.0134085j 0.000639387+0.0751594j -0.0393515+0.0265161j -0.024671-0.0511192j -0.0365245-0.0291051j -0.0125716+0.0583766j 0.0275274+0.0135518j 0.0091448-0.0892901j -0.0145113-0.0252841j -0.0165097+0.00608049j 0.0179079+0.0165503j -0.0067407-0.0362419j 0.0286404-0.0161402j -0.00566038-0.0323533j 0.0398981+0.068231j -0.00476806+0.0661256j -0.0575053-0.000213086j 0.0346842-0.095381j -0.0400385-0.0170303j -0.018261-0.0351114j -0.0260227+0.0438619j 0.0218127+0.0604639j 0.0434295+0.0294711j 0.0371887-0.010307j -0.0601565+0.0422795j -0.0626392+0.00980798j -0.00274004-0.0273822j -0.0566896-0.021523j 0.0341399-0.0433567j 0.00624771+0.00818368j -0.00354626+0.0633672j -0.0110383-0.0165483j -0.0192728-0.105406j 0.0151204-0.0269242j 0.0157601-0.0311042j -0.00823958+0.0784383j -0.00639774-0.00266235j -0.0296571+0.117323j 0.0849331-0.0626646j 0.0523852-0.015172j 
0.017699+0.0497533j -0.060276-0.00324987j -0.0155813+0.0124202j -0.00527813+0.00677437j 0.00117725-0.00492338j -7.9297e-05+0.0127215j -0.00996549-0.00336299j 0.00273047+0.00434611j -0.00742885+7.78574e-05j 0.00582297+0.00189477j 0.003186+0.00435726j 0.0167894+0.00484389j -0.00907255-0.00765325j -0.0130987+0.00660536j -0.00312612-0.00511243j -0.0374093-0.0696697j -0.151236-0.0156807j 0.00325791+0.0132102j -0.0501722+0.0160606j 0.0134634-0.00809123j -0.00157193-0.0171103j -0.00494887-0.0228612j 0.00453109-0.006617j -0.00333068+0.00171209j -0.00413829+0.0127071j -0.00347032-0.0122776j -0.0126823+0.00800067j -0.00163687-0.0121489j 0.00664303+0.00819527j 0.00975009-0.0051298j -0.00771718+0.00103395j -0.01036+0.0170721j -0.00723319-0.012705j -0.031163-0.0107764j -0.00812957-0.0195161j -0.00434759+0.0330969j 0.0187869-0.023378j 0.126926-0.0879514j 0.148482+0.0959211j 0.111241-0.0188834j -0.0967719-0.00835357j 0.0499565-0.0628087j -0.0610587-0.0376497j 0.0745125+0.00563103j -0.122087-0.11328j 0.0239548-0.0646973j 0.047467+0.0384769j 0.0100026+0.0360851j -0.145382+0.10822j 0.079631+0.0258952j -0.0100903+0.0116154j -0.0851326+0.0158355j 0.0116772+0.0749668j -0.0254558-0.00556011j -0.00947183-0.130641j -0.127857+0.0761327j 0.00157023-0.0428994j 0.0412954-0.089121j -0.0338607+0.00835282j -0.00658314-0.045166j -0.0264569-0.0345771j 0.0162843-0.0360491j -0.0270468-0.0335671j 0.00450638+0.0413317j 0.000845884+0.0493318j 0.0100937-0.0494607j -0.00578373-0.0290817j 0.00640203-0.0155737j 0.00527716+0.0515264j 0.023985+0.0117523j -0.0104733-0.0145814j 0.0231866+0.0100303j 0.0214221+0.0145674j -0.000589207+0.0410884j -0.00552161+0.0277441j 0.0290564+0.0432818j 0.0729758+0.0185115j 0.00216069+0.0101926j -0.0120457-0.0199041j -0.0135332-0.0226232j -0.0465197-0.0511967j 0.0401479+0.0301891j -0.0404605-0.00415702j 0.0439697+0.0395909j 0.0177164-0.00144073j 0.0166993+0.0144194j -0.0452422-0.0222545j 0.0137257-0.0184413j -0.0269257-0.0581199j 0.0182493-0.0242942j 0.0136062-0.00782324j 0.0356376+0.0343687j 0.0298699-0.0484673j 0.0493973-0.031279j -0.0726056+0.0635457j 
-0.0749255+0.016342j -0.00573764-0.047535j -0.00709958+0.00745187j 0.00882386-0.0100255j -0.00189909+0.00920551j -0.0111173-0.000142338j -0.00162306-0.000465354j 0.00415022-0.00073634j -0.000950424-0.00584084j -0.00137879+0.00551867j -0.00454345+0.00116924j -0.000170875+0.00321506j 0.0115541-0.00081764j -0.00354941-0.0122425j 0.00916623-5.08806e-05j 0.165211-0.0469776j -0.0104972-0.0850979j -0.027354-0.0367362j 0.00280159+0.0497956j 0.0400331-0.0200401j -0.00811511+0.0214813j 0.0130166-0.006159j 0.00218059-0.0117077j 0.00136822-0.0149721j 0.0117935-0.000133677j 0.00932015-0.00248765j -0.00435704-0.0168053j 0.000458802-0.0015495j 0.00927761+0.00296397j -0.0063489+0.014417j 0.0055703-0.0156386j -0.00541557-0.00345865j 0.00937986-0.00604795j 0.00684482-0.0129394j 0.0157611+0.00858299j -0.00787221+0.00248589j -0.00932065+0.0458543j 0.179524+0.0557445j -0.148306+0.190522j 0.0371168+0.0487655j 0.093+0.104696j -0.0626973-0.134394j -0.019839+0.0335944j 0.00290371-0.0676489j 0.0329132-0.0801655j 0.130204+0.0281834j -0.0520622+0.0172006j 0.0721467-0.0747587j 0.0289243+0.0121849j 0.0461597+0.043893j 0.0956172+0.0583813j 0.0464948-0.0152366j 0.0512306+0.0189942j -0.0169998-0.0506553j 0.0320566+0.0328672j 0.0500531+0.014598j 0.0606254+0.049486j 0.0307611+0.0735003j -0.0198693-0.0205005j 0.0182324-0.0173427j -0.0614501-0.00474742j -0.0117129+0.00998833j 0.0367856+0.0451245j -0.0456198-0.00959527j 0.0153064-0.000252603j -0.0146737-0.00744361j 0.0181488+0.00350982j -0.0416241+0.00334105j -0.0455909-0.0109219j -0.0316346-0.0410142j 0.00672609-0.0360847j -0.00615038+0.00129882j -0.0546126+0.0206845j -0.0374868+0.0291038j 0.0191764-0.00877329j -0.0102966-0.0117965j -0.00396336-0.0269265j 0.0550233-0.0436332j 0.061724-0.0397001j 0.000640249-8.42086e-05j -0.0240767-0.000914604j -0.0624638+0.0491506j 0.0288004+0.0014788j 0.0682546+0.0240394j -0.000510749-0.0373435j 0.0255452-0.0307151j 0.0413596-0.0225249j 0.0700147+0.111642j -0.0343762+0.071009j 0.00147525-0.039142j -0.00397752-0.0324448j 0.0189581-0.076302j -0.00570314-0.0833246j 0.0311721-0.0371671j 0.00662109-0.0390275j 
0.00402062-0.00774106j 0.0257031-0.0305998j -0.0132062+0.0109364j -0.00763887+0.00268856j -0.00572439-0.00385647j 0.000651386-0.00586734j -0.00414073-0.00489774j -0.00178799+0.00189553j -0.00125799-0.00139042j -0.00589896+0.000226018j 0.000940834-0.00256725j 0.00220424+0.0132336j 0.00105201-0.00417364j -0.00467856+0.00122003j -0.00142798+0.00746207j -0.00952376+0.0285981j 0.0704162-0.0918745j -0.0588376+0.0731285j -0.0533606-0.0207927j 0.00407679+0.00525968j -0.0346921-0.015922j 0.0147828+0.00803424j -0.0253458-0.00126263j -0.0141412-0.00610764j -0.0129994-0.014736j -0.0186984-0.026626j -0.0142917-0.010595j 0.00361396-0.00505104j -0.00922143+0.0160201j 0.00405685+0.000622205j 0.000918021-0.00104008j -0.0282045-0.0202265j -0.0100322-0.00760316j -0.00744365-0.0222604j -0.000224206-0.00657523j -0.00397797-0.0246721j 0.00275761-0.0209408j -0.096012+0.157621j -0.115167-0.0026241j 0.0303332-0.0745447j -0.133602-0.159517j 0.12877+0.198664j -0.11586+0.113766j -0.0527748-0.155725j 0.0980367-0.0479862j -0.152925-0.0998205j -0.0683371+0.0336745j -0.0461845-0.0770041j -0.113358-0.0161999j 0.00794024+0.055866j 0.00632592+0.112335j -0.0565567-0.0396013j -0.0055181+0.105644j -0.00569428-0.072376j 0.0260475-0.056831j -0.0947234-0.115109j -0.0465686-0.109476j -0.00177865-0.0498571j 0.00907891-0.0184767j 0.0405105+0.0648751j 0.0401589-0.025549j 0.0038833-0.0396268j -0.00346763-0.0311725j -0.00290865-0.000494456j -0.00496527+0.00698633j 0.00676975-0.0202155j 0.0216997+0.0129441j -0.00126458+0.00528966j -0.0101321-0.00223703j -0.0465746-0.0251179j 0.00110457-0.0250066j -0.0155568-0.0303433j -0.0109081+0.0372585j 0.0292991+0.00308568j -0.0210373+0.0175722j -0.0308687-0.0604296j -0.0437439-0.0541357j -0.0390368-0.0287412j -0.0245643-0.0104689j 0.0125182-0.0578346j 0.038863-0.00427329j -0.0297085+0.00803652j 0.0426275-0.0141857j -0.0212303+0.0416882j -0.0284691-0.0206156j -0.0327569-0.014269j 0.00526128+0.0318037j -0.0111739+0.00686535j 0.094721+0.115976j -0.0092818-0.0237398j 0.00514244-0.00289864j -0.0254489-0.0710956j -0.00209268-0.0253123j -0.000948007+0.0387933j -0.0346397+0.0530775j 
0.0144931+0.0391949j 0.0036784-0.0445905j -0.0341276+0.0137228j -0.00114976+0.0367502j 0.00289755+0.00146279j 2.84792e-05-0.00713891j 0.00241198+0.0105243j 0.00329985-0.00973963j -0.00190393+0.00196705j -0.00343175+0.0016392j 0.00125475-0.00534531j -0.00367088-0.00828153j 0.00678362+0.00578781j -0.0110829-0.004596j -0.00160509+0.0072558j -0.022295+0.000728686j -0.00996108-0.0176371j -0.0176013-0.00291729j 0.0272994+0.0278595j -0.00551542+0.00212194j -0.001328+0.00217645j -0.00940582+0.0034845j -0.00329478-0.00355537j 0.00222547-0.00386276j -0.00847585+0.000600613j -0.00260893+0.000249492j 0.00106008-0.000741649j 0.00472626-0.00189492j -0.0023189+0.00710544j -0.0041513-0.00172952j 0.0047623+0.00155804j -0.00675231-0.00247058j -0.00259762+0.00029027j 0.0151745-0.000796306j -0.0028858-0.000283088j 0.00128159-0.0017131j -0.011345-0.0152667j -0.00884577+0.0230656j -0.00254276-0.0497254j 0.0477363+0.0457321j 0.0326697-0.175505j 0.0265479-0.120585j 0.103298+0.0335024j -0.0595267-0.0693665j -0.0886983-0.217354j -0.0526286-0.0703533j 0.1109-0.272672j 0.327519+0.190191j 0.00052398+0.0326756j -0.0576405+0.0617995j -0.0377103+0.0374175j 0.00162594+0.044717j -0.0143387-0.0204801j -0.0600022-0.0230703j 0.016176+0.0131042j -0.0127764+0.0134354j -0.0296499-0.033535j -0.0193285+0.0044118j -0.0507178-0.0230435j -0.0572289+0.0393994j -0.010708+0.00667642j -0.00260842-0.037695j 0.013821-0.0280588j -0.0123508-0.0414505j -0.0342484+0.0109956j -0.0065554+0.0346363j -0.0147934+0.0310893j -0.0311975+0.00666075j -0.036534+0.0158902j -0.0459986-0.0124589j 0.0385726-0.0216352j 0.0147899+0.00085204j -0.0182994+0.0332227j -0.041675+0.00460724j 0.0079132-0.0127264j 0.0279844-0.0125596j -0.0215841+0.00275464j 0.0241059-0.0121874j 0.0499156+0.000333041j -0.0318954+0.0112847j 0.0508857+0.0266822j 0.0159975+0.00662908j -0.0336805+0.0206934j -0.00406214+0.00860148j 0.113835+0.0236201j 0.00638755+0.00759233j -0.040459+0.000162475j -0.039296-0.0166701j 0.0328947+0.00913907j 0.059928+0.105912j -0.0713035-0.0794628j -0.0447316-0.038435j -0.0257211+0.00913261j -0.00996015-0.0226806j -0.00127526-0.00896433j 
0.00755121-0.0316193j -0.0227088-0.0318947j 0.0110168+0.0353029j 0.0300409+0.0102181j 0.00702171-0.00853128j -0.0031806+0.00109624j 0.0137498-0.00180703j -0.0124515+0.000797689j 0.00290892+0.00292662j 0.000300063-0.000515609j -0.00600006-0.00246304j -0.00807939+0.00372188j 0.00642908-0.00287956j 0.00102164+0.00880656j 0.0142707+0.00310794j 0.0145087+0.0115746j -0.0283328+9.80833e-05j 0.00750111+0.0196064j 0.00728306-0.00692237j 0.00101793+0.00390626j 0.00891143-0.0130309j -0.00359228+0.00313722j 0.00358342+0.000954944j 0.00399879-0.000328476j 0.000524563+0.00385046j -0.00268888+0.00222558j -7.16943e-05-0.000361253j -0.00260917-0.000893196j -0.000626045+0.00712475j -0.00295784-0.0014008j -0.000115088+0.00237199j 0.0097383-0.000224445j 0.00185085-0.00119951j -0.00292708+0.000902193j -0.00493992+0.000150869j 0.00537237+0.0101341j -0.00301553-0.0020322j -0.0119303-0.0637457j 0.00128564-0.0218574j -0.0199751+0.188126j 0.000948422-0.0225413j 0.0961696+0.071199j -0.0364535+0.0142797j -0.0786889+0.00655629j -0.20038+0.0259795j -0.0687944-0.00869191j -0.288071-0.213796j 0.0928143-0.243015j 0.0404177-0.0373673j 0.0471193+0.153973j 0.00206667-0.0390323j -0.033494+0.0313397j 0.043979+0.103366j -0.00912186+0.00715854j 0.0228325-0.0458273j 0.0388112+0.0300201j -0.0505339+0.00761329j 0.00894168+0.0324064j -0.00628271+0.0133629j 0.0226958-0.0312264j -0.0312078-0.0270322j 0.0158775+0.0641155j 0.00161157+0.0262203j 0.0148056+0.0408333j 0.0202113+0.00131714j 0.0180102-0.00822601j 0.0127134-0.00532261j -0.0387416+0.00281416j 0.000383688+0.00127784j 0.0170857-0.0130026j 0.0478887+0.00169655j 0.0511587+0.028508j 0.000188996-0.0419077j 0.00140156+0.0290333j 0.0431368-0.0443415j -0.0279485+0.00715383j 0.034696+0.00514504j 0.0387047+0.0115993j -0.0487491-0.00111258j -0.090991-0.0087599j 0.0193972-0.00228629j -0.00189229-0.0316044j -0.0738392+0.0190158j -0.0047868-0.00333635j -0.0103844+0.00900514j -0.14798-0.0258715j 0.0136758+0.00322399j 0.0108109+0.00402778j -0.0184326-0.0293448j -0.0802162-0.0999789j -0.0589944-0.0847211j 0.00484062+0.0234523j 0.0254897+0.037997j 0.00178715+0.00761039j -0.000674653-0.0303544j 
0.0124098-0.00574707j -0.0316347+0.00235492j -0.00271983+0.0135435j 0.00315147+0.00560226j -0.00679087-0.00239115j 0.0101589+0.0116189j -0.0106054-0.0114417j -0.00133114+0.0107331j -0.0025712+0.000162646j -0.00326705-0.000965634j 0.000932439+0.00157372j 0.0148036+0.0127192j -0.00668158-0.00883111j -0.0064057+0.0197695j 0.00359844+0.000130705j -0.0456546+0.020329j -0.0833496-0.00114213j -0.0312846+0.0028127j 0.058423+0.0489767j -0.0965217-0.0776626j 0.00615464+0.0687344j 0.0255528+0.0242142j -0.0262291+0.0134074j -0.020738-0.00302963j -0.0108794-0.00859386j -0.0380118-0.0347528j -0.0152607-0.00745112j -0.00735452-0.0118642j -0.00388308+0.0176275j 0.00598242+0.000115525j -0.00374524-0.00991174j -0.0226019+0.0029149j -0.0203837-0.0205144j -0.0395481-0.0165294j -0.0129678-0.0214379j -0.00134366+0.0260617j 0.00159797-0.0452011j 0.0383453-0.00399644j 0.133122-0.0107419j 0.00549912+0.020491j 0.0696038+0.152307j -0.138448-0.165287j 0.0660672+0.0157448j 0.256732+0.176785j 0.0391988+0.0587668j -0.0539617+0.229714j -0.107538-0.128888j 0.0571389+0.0926051j -0.0935836+0.053809j 0.0506304+0.0482013j -0.0128031+0.00409455j -0.0820071-0.0329521j -0.0307764+0.0141274j -0.0223747-0.0248797j 0.00685258-0.0620597j -0.0353512-0.0333374j -0.0163496-0.0455692j -0.00337428-0.0330086j -0.00516621-0.0284827j -0.00414933+0.0215373j 0.00105482-0.03597j 0.0201849-0.02533j 0.0106288-0.0619029j 0.00415621+0.00712848j 0.00707222+0.00842133j 0.00168514-0.0191663j 0.0173459-0.00184508j 0.00331006+0.00403971j 0.00206013+0.00349881j -0.0377827+0.0144286j -0.0171004+0.0217892j -0.0156312-0.015131j 0.010525-0.0029569j 0.0347649-0.0101544j -0.0204495+0.0266373j -0.041171+0.00962878j -0.0317404+0.0210216j -0.0322112-0.0144957j -0.0306843+0.0138871j -0.0321448-0.0322772j 0.0145752-0.0220094j -0.0163027-0.0257793j -0.00159324-0.00662209j 0.0201957+0.0611551j -0.0430963-0.00735183j -0.0527895+0.00241404j -0.00723376+0.0338442j -0.0361098-0.0502754j 0.114683+0.0267023j -0.0227623-0.0376865j 0.00932736-0.0185178j -0.0256569-0.0120805j 0.00627088-0.0490969j 0.0385493-0.0926768j -0.0202135+0.106911j 
