-0.0492456+0.0222277j -0.0115982-0.0333194j 0.045798+0.0613059j 0.0330475+0.0287491j -0.012794-0.0427017j 0.00879121-0.0312169j -0.0190814-0.0875204j 0.00624242+0.0485626j 0.0142056-0.0114078j -0.00822046-0.000870547j -0.00731654-0.00618115j 0.0184408+0.0290576j -0.0188344+0.0400275j 0.040242-0.0363279j -0.00978092+0.0415681j -0.0310234+0.056099j -0.029203+0.0299846j 0.00335552-0.0106724j 0.00566896+0.0156809j -0.00614281-0.00125659j 0.00393046+0.0378784j 0.0173309-0.00176679j 0.0247519+0.0335034j 0.0780713-0.0783576j -0.0136896-0.0176015j -0.0232397+0.0256884j -0.0290708-0.0032914j -0.0355857+0.0572922j 0.000584654+0.025422j 0.0220204+0.00766005j -0.0303117-5.22431e-05j 0.009252+0.0271873j -0.0148011-0.00411439j 0.0182678+0.0208922j 0.0239978+0.0186268j -0.038946+0.0126442j 0.00576962-0.018668j 0.0269591+0.000876783j 0.00906055-0.00578603j -0.0149418+0.0285945j -0.00582875+0.0232097j -0.0155972+0.0619703j 0.00758776-0.0127862j -0.0128761-0.0370507j -0.0182278-0.036515j -0.0310268+0.0131856j 0.0175269+0.0370378j 0.0189078+0.0319765j 0.0160317-0.032954j -0.0638488+0.00335388j -0.000500161+0.0291706j -0.0252548+0.00701523j -0.00680136-0.0247448j 0.0553589-0.0935875j -0.0489288+0.0395271j 0.0273738+0.0376918j 0.0227643-0.0401976j -0.00478904+0.0127815j -0.184727-0.0417949j 0.0969145+0.160629j 0.0583228-0.0878456j -0.0455728-0.0268316j -0.148052+0.0601984j -0.0486485+0.132839j -0.00625359-0.050059j -0.0524917+0.0307417j 0.00501445-0.0522236j 0.0937659+0.0138857j -0.0873382+0.0298641j -0.02249-0.132418j 0.039767-0.0696562j -0.0346324-0.0153003j -0.147736+0.0393128j -0.0646868+0.171638j 0.188375-0.0491331j -0.17141+0.274641j -0.206233+0.12255j 
-0.00539406+0.0114136j -0.0234813-0.0157104j 0.0398152+0.00458475j 0.0558078+0.000184414j 0.00372842-0.0319397j 0.0448258+0.00497613j -0.0401448-0.0430286j 0.0144869+0.00151877j 0.0030415-0.00142298j -0.0426743+0.0197706j 0.070416-0.0588119j -0.0432699+0.0254424j -0.0497728+0.0682606j 0.0125461-0.0125036j 0.0436898+0.0482487j -0.0557115-0.0671564j 0.0189048-0.0063254j -0.0458896+0.0826644j -0.0756148+0.074589j -0.0481061-0.0257339j 0.071301-0.073331j -0.00493364-0.0650011j -0.0221147+0.0127613j 0.00395707-0.0315065j -0.0215484+0.0382092j -0.0381684+0.0311855j -0.0445928-0.100917j -0.00837971-0.139011j 0.0706234+0.00962588j -0.0531156+0.00440874j 0.0988595+0.0777014j 0.2103+0.00497863j -0.106362-0.219486j 0.00748486+0.13539j 0.117168-0.00274437j 0.0481668-0.0690906j 0.0484257+0.0734899j -0.0585751-0.00465075j -0.0594285+0.0507096j 0.0109776-0.0140193j 0.107329-0.0734186j 0.0180514-0.0125281j 0.00612403-0.0472136j 0.0484267-0.0256347j 0.073438-0.212659j -0.0479853+0.0557769j -0.0670188-0.219713j -0.0743531-0.188249j -0.164147+0.00526621j 0.0212492+0.112439j 0.00571578+0.0174935j 0.0229478-0.0478968j 0.0216783+0.101779j -0.0639555+0.00546762j 0.0734234-0.0337712j -0.0897923+0.0653236j -0.100484+0.0355477j -0.0272546-0.128421j -0.129829-0.0805289j 0.259419+0.0920898j -0.019346+0.113165j -0.115065-0.0852047j 0.113991-0.194331j 0.0579237-0.148257j -0.0973862+0.0196384j -0.050902+0.00112168j 0.0340693+0.10064j -0.00937286-0.0124148j 0.0433569+0.0386463j -0.0312469+0.0470555j 0.0166663-0.0329211j 0.0524964-0.0471145j -0.0177192+0.00127647j -0.0645093-0.00050845j 0.0107144+0.0340477j -0.0454876+0.0230937j 0.0351322+0.0114215j 
-0.00810589-0.0397375j 0.0314391-0.000973255j 0.00364664+0.0118731j -0.018185-0.0544922j 0.0354471-0.0126199j 0.0116546-0.0270914j -0.0334668-0.0312737j 0.0526263-0.0199009j 0.0258108+0.0318384j -0.0248177-0.0262839j 0.0545875-0.00678491j -0.0676083-0.0439809j 0.0024057-0.0426472j 0.084411+0.00821651j 0.0866361+0.00641194j -0.0117406+0.00241554j 0.122922-0.0272198j -0.0975245+0.00671973j -0.0883625+0.184753j -0.0643808+0.111408j -0.0168021+0.0183211j -0.114675+0.121093j -0.147182+0.0792523j -0.126071-0.109001j -0.0230422+0.0846222j -0.0293567-0.0625872j 0.0379294-0.0852467j -0.04431-0.0937516j -0.103837+0.0198939j 0.0191037-0.0747442j -0.0668343-0.0368714j 0.0301852-0.115168j 0.105048+0.0183837j 0.0992182+0.191001j -0.0797858+0.0113454j 0.0756619+0.118829j -0.0468408-0.216797j 0.136734+0.0120776j -0.0120238+0.0348448j 0.0258171+0.0108747j 0.0638515-0.133458j 0.0185117+0.139515j 0.0453716+0.00215937j 0.0765316+0.0687426j 0.197691+0.0201151j 0.200077+0.102921j 0.129756-0.120808j 0.0393984+0.0634583j 0.00597537-0.0222917j 0.0232217+0.0165844j 0.0989062+0.205784j 0.0347524+0.0384004j 0.110503+0.121187j -0.059047+0.0434985j -0.0283806-0.144867j -0.049574-0.0667329j 0.0611335-0.0386861j 0.0398081+0.0144782j 0.14344+0.0737809j -0.175354-0.00551217j 0.11129-0.0845963j -0.0590646+0.075277j -0.0133518+0.0336601j -0.01826+0.00476599j 0.00539486+0.027794j 0.00643657+0.0478555j 0.044808-0.0248774j 0.0202539-0.0485481j -0.017359-0.0279409j -0.0855235+0.0387j -0.0102923+0.00800094j 0.0260279-0.0630118j 0.0230878+0.00569727j 0.0344969-0.039751j -0.0514974+0.0375208j -0.00235985-0.000399689j 0.0224325+0.00410499j 
-0.0210556-0.0253284j 0.0156551-0.0102205j 0.0111927+0.014241j 0.0278408-0.054698j 0.0224271-0.02969j 0.0268568-0.0220222j -0.0629201-0.0480529j 0.0463351-0.0384772j 0.0508308+0.061736j -0.0280203+0.0107179j 0.0938132-0.0427124j -0.0825181-0.00932994j 0.0260662-0.0622159j 0.0349062-0.0325731j -0.0091149+0.0404212j -0.0134941-0.0343565j 0.145456+0.0625146j -0.0417839+0.0464105j 0.0279218+0.150188j 0.0728021+0.103211j -0.0553272-0.136847j 0.00619651-0.0509545j -0.0769477-0.132894j -0.00708663+0.0319622j 0.109557+0.0678627j 0.0292925+0.0640009j 0.208496+0.107967j 0.0129011-0.00417285j -0.0395288+0.00982279j -0.176807+0.0213484j 0.0575192-0.118409j -0.108209+0.0208454j 0.0917477-0.0166378j -0.05288-0.0710769j -0.00876972+0.125428j -0.130319-0.00753916j -0.00845016+0.0292367j 0.02758-0.185446j -0.0150723+0.0207665j -0.062073-0.144338j -0.150207-0.0883229j 0.0831956+0.0162812j -0.0513713-0.165028j 0.0185149-0.136196j 0.0485611-0.128939j -0.158847-0.00956634j 0.0521653+0.21658j 0.00826007-0.00832621j 0.0888284-0.0385415j -0.0862037-0.0542821j 0.0508753+0.0012741j 0.066503+0.0306084j 0.0276212+0.0231237j -0.0656387-0.0119376j 0.0120399+0.039904j -0.023873+0.109797j -0.00773577+0.132607j 0.122084+0.0599866j -0.0178604+0.0884936j -0.0189485-0.0704664j 0.211413+0.0688167j 0.01002+0.165137j -0.0680963-0.00126735j 0.0272902+0.0766859j 0.0700311+0.0571092j 0.0111923-0.0490394j -0.0879068-0.0130863j -0.0019298+0.0963516j -0.0133496-0.0199147j -0.0518352-0.018164j 0.0855237+0.00874619j -0.038893-0.0304832j 0.0388379+0.0155145j 0.0389538+0.000795459j -0.00578655+0.0472951j -0.00167431+0.0061691j 0.0112571+0.00107193j 
-0.00688968-0.0109377j 0.0182576+0.0119967j -0.0348666+0.00556757j -0.0150052-0.0236145j -0.013951+0.0258872j 0.00330315-0.0303969j -0.0112438+0.0354055j -0.0489126+0.00116711j 0.0467211-0.0254927j 0.00832123+0.000749457j -0.0127629-0.0118684j 0.0368813-0.032621j 0.0148592+0.0501439j 0.0240876+0.022147j 0.0433601-0.0298441j 0.0539816-0.0322908j -0.0421492-0.0953617j -0.0233888+0.0396938j -0.0440634+0.0936716j -0.0304556-0.0357817j 0.0162334+0.00875345j -0.0623555-0.0949255j -0.0320577-0.0592616j 0.0149841-0.0679552j 0.00556171-0.0532047j -0.0678308+0.0186485j -0.00612858-0.129639j 0.0538789-0.0678822j -0.0377134+0.0494929j -0.0490884+0.0358703j 0.114323+0.106569j -0.0379413+0.117029j -0.0864792-0.101741j -0.0639419-0.0163187j -0.0189599-0.0915536j -0.063827-0.00132837j 0.176475+0.117028j -0.0221207-0.105008j 0.019003+0.108522j 0.0100456-0.0573196j -0.0444331-0.0526986j 0.0432897-0.0200523j 0.0483846-0.0371669j -0.0403299-0.0452582j -0.133925-0.0884166j -0.0498495+0.0526702j 0.168062-0.00331064j -0.107644-0.105586j 0.0496308-0.155863j 0.100603+0.127482j -0.0847388+0.213498j -0.0871032-0.0338437j -0.102483+0.0202293j -0.0794316+0.00722856j -0.00112825-0.136845j 0.086061-0.203581j -0.0082884-0.0734753j 0.0829461+0.0274644j -0.116764-0.0958253j -0.0412096+0.0182758j 0.14897+0.0893154j -0.0424593-0.00354938j 0.00416925-0.064585j -0.0564387-0.0404961j 0.0440013+0.0592328j 0.0521946+0.036211j 0.00755126-0.0271448j -0.0347161-0.000296022j -6.64476e-06-0.0469145j 0.00183957-0.0163529j 0.0212371-0.0415343j -0.0135398+0.00857895j 0.0210906+0.0596173j 0.0575423-0.0127431j 0.0264459-0.0108738j 0.027852-0.0158503j -0.0349151-0.00265131j 
-0.0208294-0.00784638j -0.0262037-0.0338012j -0.00713141-0.0126915j 0.0749356+0.0334795j -0.0458316-0.0135976j 0.0102399+0.014411j 0.0102006-0.0470395j 0.00315956-0.0186969j -0.00412114+0.0161242j -0.0495848+0.0367056j 0.00451027-0.0490293j 0.0370424+0.0276018j -0.0198152+0.118664j 0.0132795+0.00665758j 0.0550013+0.0286316j -0.0389653-0.049498j -0.00853108-0.0328184j -0.0752108+0.0338712j 0.0588617+0.0951024j -0.0316268+0.00334614j 0.0467472+0.0230586j 0.0645156-0.0349325j -0.0300726+0.039405j -0.0186233-0.107939j -0.00997674-0.0615619j 0.0375729-0.183583j -0.0058918-0.102285j 0.113464+0.00519512j -0.0450593-0.0384281j -0.12815+0.0253126j -0.109025+0.12514j 0.0738235-0.104312j 0.0628116-0.0652443j 0.0171877+0.0373888j -0.0932132+0.115877j 0.122179+0.0475734j -0.0530084-0.0146837j 0.147508+0.0502539j -0.0881781-0.0471165j 0.124268+0.00274008j -0.0926327-0.019401j -0.0197007+0.137816j -0.0568766+0.125432j 0.0214121-0.0339884j -0.0445957+0.0489166j -0.107208-0.0101432j -0.0262927+0.0504173j -0.0406767+0.0455812j -0.0387638+0.168594j -0.0800054+0.0716523j -0.219373+0.0123504j 0.0195415-0.15946j 0.0811131+0.0222653j 0.0669253+0.0532192j 0.0840135-0.102335j 0.166073+0.0316558j 0.0607753-0.0662903j 0.0317945-0.00738437j -0.011584+0.132425j -0.0225202-0.0424425j -0.00303614-0.107358j 0.0175257-0.00286162j -0.0657476+0.04907j -0.0678937+0.0140349j -0.00139646+0.0180096j -0.0524571+0.0536322j 0.0470537+0.0199178j 0.00169193-0.0455703j 0.00622756+0.0113601j 0.0412653-0.0237256j -0.0016771-0.0322799j 0.0122998+0.0464759j -0.0588172-0.029931j -0.0247582+0.03166j 0.0771258+0.0347662j -0.0649605+0.0253016j -0.0138629+0.023041j 
-0.00158434+0.0178782j -0.0144561-0.0222374j -0.0317439-0.00547129j -0.00541117+0.0363991j -0.00291334+0.0554915j -0.0133946+0.013693j 0.0724661+0.0543764j 0.00115532+0.0424244j 0.00498396-0.0133925j 0.0764495-0.00958275j -0.0406617+0.025464j -0.057773+0.0462901j -0.0779177-0.0670791j -0.0441711-0.00790764j -0.0398321+0.072075j -0.0443474-0.0449531j -0.0016928+0.0722844j 0.200618-0.0930876j 0.0473058-0.0732142j 0.0444639-0.121814j 0.007974-0.0713202j -0.140886-0.0353816j 0.0493255-0.11858j -0.0498471+0.00822039j -0.014184-0.0326473j -0.0269663+0.0576226j -0.0130116+0.104341j 0.090464-0.10754j 0.0868004-0.00132251j -0.0181083+0.0608626j -0.110193+0.259632j 0.00292597-0.0448252j 0.0032678-0.188764j 0.103144-0.0170714j -0.0378821+0.126471j 0.071391+0.0218291j 0.015253+0.0340216j -0.0489619-0.074506j -0.137036+0.165937j -0.113945-0.0564168j -0.0745986+0.0373311j 0.000882032+0.00271354j 0.0527057-0.123349j -0.135118+0.1363j 0.0381978-0.146693j 0.0619289+0.0692879j -0.113652-0.0524553j -0.0763183-0.0161028j 0.0550034-0.0907719j 0.0837402+0.025084j 0.0196745-0.0667636j -0.00571582+0.0754876j 0.136341+0.064528j 0.0565815-0.0359816j -0.0203923+0.0573629j -0.0901283+0.0978895j 0.0996306+0.00303565j -0.0809029+0.0192021j 0.0762813+0.110052j -0.0623202-0.0945993j 0.0411564+0.0444782j 0.0586291-0.0108018j -0.118201+0.0199202j -0.0372617-0.0415894j 0.00777276-0.0216336j -0.0473069-0.00891443j -0.0552836+0.0868696j 0.106194-0.0400177j -0.022625+0.06764j 0.0355657-0.00381865j -0.0803454+0.0540122j 0.0181213+0.00275366j 0.0160183-0.00892539j 0.0204362-0.0291807j -0.0296254-0.0474059j 0.0293877-0.00439648j 0.0181725-0.00581862j 
-0.0075042-0.0243358j 0.0333151+0.0364123j -0.0508318+0.00490552j -0.0183579-0.0381925j -0.0125884+0.0232229j 0.0421888-0.0647733j -0.0565814+0.0540023j -0.085057-0.105662j 0.0679877+0.0144711j -0.0250394+0.00600293j -0.0157013-0.0036015j 0.0939438-0.0434321j 0.00141729+0.0369354j 0.045571+0.0418709j 0.020494-0.111188j -0.0922743+0.0688883j -0.0333683-0.0493088j 0.0262172-0.0891531j -0.177018-0.0488843j -0.0668761-0.00782136j -0.0776793+0.176771j -0.0705413+0.0577436j 0.0523238+0.0294334j 0.0957456+0.0137339j -0.0349417-0.0338577j 0.0326979-0.0785794j 0.0230574+0.0705367j 0.0183258+0.0206415j 0.019193+0.0133422j 0.0796062-0.0518829j -0.0514094+0.0244617j -0.0146497+0.00475325j 0.0843913-0.0947624j 0.137766+0.202876j 0.066474-0.0705946j -0.0104868-0.0101858j 0.00311742+0.0217631j -0.0191366-0.0451024j 0.0873132+0.127471j -0.0821345+0.0241028j 0.0161849+0.0553871j 0.304928-0.0272928j 0.0299182-0.0742385j 0.121044-0.137826j 0.0283069+0.107114j -0.056179-0.144117j -0.0795187-0.0870216j -0.129184+0.0743336j 0.0748171+0.111493j 0.0300164-0.0842594j -0.143287-0.0733656j -0.0607672-0.0470608j 0.0750083+0.0396558j 0.182561-0.153468j -0.0333452-0.0256613j 0.0289101+0.00500167j -0.0273727-0.0812393j 0.0610458-0.0586981j -0.0889316+0.0225226j 0.00769291+0.0522147j 0.050252-0.0800007j 0.0446815+0.0904215j 0.0131347-0.0161828j 0.0100537+0.0929803j -0.00329494+0.00693184j 0.0109757+0.0771666j 0.0293776-0.0130978j -0.104475-0.0217077j -0.0168132+0.024565j -0.0203295+0.052642j 0.033199-0.0444697j -0.0874983-0.0275716j 0.0270043+0.0263035j 0.0248174+0.0139207j 0.0419001-0.0554932j 0.0110815-0.0263704j -0.0663048+0.0161205j 
0.0135539-0.00237264j 0.0136755+0.0234264j 0.0371697+0.0149185j -0.0177071-0.0236425j 0.035964-0.0308633j 0.0289612-0.0125304j -0.0623431-0.0200796j 0.00708103-0.0261292j -0.00784629-0.0178211j -0.023881-0.00961193j 0.0337932-0.0167247j -0.00485512-0.0291457j 0.0525444-0.000234084j 0.0300908+0.0197746j 0.00356533-0.0317038j 0.00286395+0.0464962j -0.0434322+0.0290776j -0.0691883-0.0431973j -0.00719223+0.0194437j -0.0384458+0.0900185j -0.0490801+0.0365201j 0.0543591+0.166323j -0.027371+0.0277495j 0.04021+0.0389296j -0.0347275+0.0296133j 0.035942+0.0713783j 0.00409923-0.0365629j -0.0321599-0.00707498j -0.0446298+0.0880729j 0.0951055-0.0244591j -0.0260464+0.103168j 0.192954-0.118823j 0.141627-0.136487j -0.0512473-0.0545641j -0.271924+0.168606j -0.0918373+0.0304352j -0.0702622+0.0721025j 0.0843443-0.0813232j 0.138624+0.00245344j 0.0702231-0.0624383j -0.0541435-0.00149408j 0.089974+0.0158841j -0.0556236+0.00456872j -0.0188449+0.106717j -0.216796-0.0740724j -0.274125+0.0735243j -0.021894-0.0984347j -0.311243-0.0695188j -0.0864994-0.0258612j 0.0470008+0.00617229j 0.000821385-0.0334767j 0.0696213+0.0164888j -0.0606808+0.0298085j -0.104065+0.101695j 0.00762+0.0138405j 0.0342592+0.0875939j -0.0636041+0.0554233j 0.0284259+0.0933498j -0.0242507-0.0786929j -0.0216516+0.0219605j -0.0690569-0.0606662j -0.0132921+0.0612181j 0.0450608+0.037687j 0.0906362+0.0466886j 0.0109966-0.0215949j 0.0202816+0.00484829j -0.00819668-0.0743471j -0.0550756-0.00350617j -0.00294838-0.0636581j -0.0464869+0.00413045j 0.0644176+0.0111468j -0.0427725-0.0409754j 0.0287115-0.0143031j -0.0509857+0.00975564j -0.0228791+0.0112046j -0.0104032-0.00103806j 0.0119538-0.00606041j 
-0.028365-0.0333658j 0.00511111-0.00612634j -0.0286147+0.0101468j 0.0625553-0.0204219j -0.00886253-0.0222474j 0.0416889-0.0430585j -0.0758245-0.00171398j 0.0270963-0.0705711j -0.00796435+0.051702j -0.0155555+0.0103851j 0.0228411-0.059221j -0.103211+0.0477835j -0.0314985-0.00285069j 0.075194-0.0532186j 0.0302455+0.0296729j 0.0256558+0.00247414j -0.0342395+0.141506j -0.0875131-0.06263j 0.141337-0.0115424j 0.125277-0.0113311j 0.0884444-0.0226649j -0.134802+0.0394551j 0.105487+0.0505666j -0.0641996+0.0159709j 0.082755+0.0982367j 0.0838857-0.141497j -0.0320843+0.0136526j -0.0629991-0.0354943j -0.0184477-0.0164563j 0.0522034+0.0806606j -0.182997-0.0317265j 0.0886755+0.0241733j 0.088124+0.101875j -0.0623082-0.00601664j 0.0480566+0.0143125j 0.0572636-0.172989j 0.0165553-0.118428j 0.10042+0.0895078j 0.0839976-0.0547951j 0.0374471-0.00687566j -0.107281+0.207598j -0.0779081-0.0183464j 0.0374104+0.115221j -0.0934601-0.0707381j -0.0649463+0.102722j -0.129955-0.0435833j 0.0936349+0.109616j -0.177182-0.083493j 0.0109449+0.0524016j 0.161951-0.0385388j -0.0382591+0.0897691j -0.133587+0.112359j 0.032601+0.0331026j -0.0396524-0.121922j -0.0516177+0.0314472j -0.125237+0.130194j -0.112476-0.0245233j -0.149282-0.0626898j 0.0784151-0.00446983j 0.130537+0.115982j -0.00514982-0.0100602j 0.0471447-0.0451845j 0.042139-0.0298889j 0.0363933+0.00102694j 0.0133296+0.00651807j -0.0483975+0.00340441j 0.0275735+0.0304839j 0.0779656+0.0560078j 0.078693+0.0298966j 0.0488703+0.00225744j -0.0204781-0.0178845j -0.0279709-0.0300973j -0.011148+0.0139716j 0.0134273+0.0448401j 0.0468888-0.00130188j -0.034505+0.0119616j -0.0368977+0.0231393j 
-0.0062703-0.0238155j 0.0128108+0.00778127j 0.0197338+0.039842j 0.0325703-0.0226698j 0.00799782-0.0708233j 0.0373527-0.00672139j -0.115361-0.0804656j 0.0219792-0.0945002j -0.0140378+0.0345311j -0.0850618-0.0148543j 0.0681071-0.0409535j 0.0336758+0.0194865j 0.0111929+0.050134j -0.0212481-0.0169578j -0.00358029+0.0465868j -0.0547823-0.0791338j 0.00512839-0.0852302j -0.0388761+0.0137547j -0.0125666+0.132059j -0.0331827-0.105159j 0.0619628-0.0107582j -0.0136305+0.0236475j -0.00383576-0.0596984j -0.0271121-0.0740427j 0.0357422-0.108758j -0.196641+0.0312316j -0.0431092+0.0385873j -0.0588444-0.10662j 0.0580265+0.07656j -0.0268574+0.144295j 0.185782+0.0512734j 0.142369+0.0712519j -0.102657+0.0199462j 0.103356-0.0371745j 0.115046+0.070741j 0.106063-0.00312903j 0.000119833-0.0489198j -0.0210225+0.0084106j -0.0870817-0.0462449j -0.059335-0.0340033j 0.0756653+0.165429j -0.0344276+0.0694159j -0.0917228-0.0364362j 0.0684348-0.0183859j 0.149555+0.00258397j -0.0863866-0.0756002j -0.0805553-0.0533252j 0.22561+0.0353727j 0.00975493+0.100378j -0.103082-0.136522j -0.0366356-0.0264921j 0.0845785+0.0652101j 0.0460624-0.0308041j -0.0450919+0.0279364j 0.0173515-0.0229176j -0.0860647+0.046345j -0.0197488+0.059144j 0.0364997-0.0126302j -0.0573045+0.146853j -0.0112875-0.100053j 0.0451039-0.104487j 0.0332995-0.00962969j 0.0174955+0.023406j 0.00453508+0.00888708j 0.0207518-0.00159607j 0.0272894+0.0758556j 0.0165501+0.0403725j -0.0662184+0.016299j 0.0763762+0.0232894j -0.0104134+0.00310921j 0.0803689-0.0618523j -0.0139457-0.00561961j -0.00713975-0.0155009j -0.0637476+0.0464627j -0.00135917+0.0185588j -0.0496916+0.0206517j 0.0047949+0.00202408j 
0.00205456+0.0141728j -0.0204468-0.0124208j -0.0184528-0.0523425j -0.01495+0.0358682j -0.0362697+0.0305609j -0.0110481-0.000723932j 0.0856751+0.0617791j -0.0781327+0.0596418j 0.0649443-0.0603975j 0.0258505-0.0128874j -0.0341915-0.00994273j 0.10338+0.048868j -0.0179394+0.0778832j -9.88136e-05+0.0256886j 0.0293431-0.000742108j -0.0264564-0.014148j -0.0658614+0.047216j -0.0735723-0.0788142j 0.0540782+0.0562053j -0.0506858+0.0707491j 0.0869747-0.0155416j -0.123355-0.0249644j -0.124769-0.0361781j -0.0073686+0.026304j -0.0754967+0.0271709j -0.0106736+0.117555j -0.0252994-0.128187j 0.00587187-0.125472j 0.140489+0.0428972j 0.0587706+0.0732789j -0.0194732+0.0545379j -0.0287053+0.0141827j 0.0141961-0.000412899j 0.085854-0.0403509j -0.162642-0.0799634j 0.0616715-0.00125161j -0.0290976-0.0123992j 0.000363347+0.0290825j 0.05505+0.0175183j -0.0466408-0.0883754j 0.0669869+0.160863j 0.0159378-0.0680357j -0.0866781-0.0413788j -0.146609+0.117693j -0.0664487-0.0014104j -0.0679829+0.0616629j -0.0216032-0.0821783j 0.0731059+0.0695788j 0.0959482+0.0101574j -0.158044-0.150003j -0.104385-0.0355117j -0.0457659+0.0295513j -0.0440263-0.0127552j 0.061519+0.152693j -0.0595326+0.0562932j -0.0518807+0.0788462j -0.0428305-0.027475j -0.00210129+0.0906169j -0.0234159-0.0181517j -0.0562976+0.0113836j -0.0179941-0.0369128j -0.150102+0.0332834j 0.0544123+0.104482j 0.00863966+0.0552881j 0.0261039+0.0236546j 0.0112911-0.0393533j -0.0272394+0.0487892j 0.030397-0.0479467j -0.0433829-0.0368374j 0.00262571-0.0249737j 0.00699251-0.00946033j 0.018724-0.0102305j 0.0111453+0.0558507j -0.000384875-0.0443155j 0.0680988-0.00618808j 0.00266626-2.51104e-06j -0.0162446+0.000991218j 
0.0233527+0.0267592j -0.0283966-0.0222364j 0.0579599+0.00440556j -0.00982506+0.0342049j 0.0328626-0.000819361j 0.0542232+0.0337395j -0.0376149-0.00343703j 0.0194626+0.0674174j -0.0267345-0.0347542j -0.000469914-0.0470928j 0.0628929+0.000905025j -0.013622+0.154813j -0.123898-0.0362644j -0.0822002-0.0634727j 0.0886638+0.0614979j -0.0542915-0.00905651j -0.0351346+0.108875j 0.111071-0.140873j 0.0325006-0.0590612j -0.0445362+0.0159761j -0.00948142+0.0468815j -0.0417886-0.0430677j -0.0165388-0.052548j -0.0392781+0.0970714j -0.143601+0.0710973j -0.0227121+0.0368404j 0.0706668+0.0346982j 0.143641-0.125691j -0.0575671+0.0088084j 0.085061-0.0296059j 0.0405639-0.159674j 0.0342047-0.121577j 0.00144211+0.0183879j -0.0469696+0.0429795j -0.0228019+0.204975j 0.120545+0.0623683j -0.0495194-0.00973897j 0.0840331-0.0533801j -0.0129793+0.163099j 0.116921-0.0722645j -0.126687-0.00889574j 0.0749939-0.0848824j 0.041901-0.040658j -0.0332984+0.0609667j -0.00180779+0.0331396j -0.0846265+0.124126j -0.0454413+0.229069j 0.106004+0.178655j 0.0196712-0.0478014j 0.0100262+0.067418j -0.0171794-0.0111748j -0.138166-0.0118623j -0.0165792-0.0162625j -0.0654718-0.0181517j 0.024456-0.0731751j -0.0623515-0.0178718j -0.0586958-0.0753263j -0.038209-0.0273793j 0.0714395-0.00938614j -0.00398077+0.0315195j -0.0631335+0.0154137j 0.00428383+0.0658794j 0.117454-0.0289762j 0.036411+0.0107242j -0.110872+0.0378788j -0.0791958+0.0425185j 0.0483683-0.00191061j -0.0251099-0.0169625j 0.0630912+0.0260028j 0.0391249+0.0481954j 0.0570179-0.0350942j 0.0301769-0.0357136j 0.00225308-0.00159406j -0.115063-0.0230364j -0.0181468+0.0433781j -0.0400343+0.0237968j 0.0608256-0.0445877j 
-0.0510398-0.0498167j -0.0182828-0.0184155j -0.0281501-0.0267678j 0.108474-0.00143589j -0.0139133-0.109989j 0.0157435-0.0747839j -0.104226-0.0321639j -0.0249177-0.0871348j -0.0792488+0.0433579j -0.000453349-0.0718533j 0.00743813+0.0125562j -0.00459894-0.00985322j 0.0236758-0.0143269j 0.0547588+0.058679j 0.00809139+0.0290023j 0.0103044-0.0454284j -0.0684981-0.0082359j -0.043948-0.0874789j -0.039829+0.0645618j 0.0987261-0.0468936j -0.0103888-0.0855887j 0.128642+0.0468436j -0.069072+0.00497025j 0.0947045-0.104678j -0.0638856-0.0647342j 0.00314703+0.0847826j -0.0736132+0.0771728j -0.0231748+0.000501357j -0.0571236+0.0504169j -0.0549761+0.0172466j 0.08121+0.0293948j 0.0615212+0.134179j -0.123827+0.0217258j -0.133635-0.0523852j -0.0633235+0.135689j -0.0780366-0.0580234j 0.0539607+0.00283037j 0.0591386-0.132073j 0.0141484-0.0551375j 0.0465325-0.0275371j -0.1365+0.0222144j -0.074341+0.167052j -0.018739+0.00545409j -0.0413363+0.0402656j -0.0145959-0.0435434j 0.0413871+0.0557891j -0.0478178-0.0553645j 0.0869142+0.0895461j 0.00692192-0.0418923j 0.0481175+0.0755703j 0.139551-0.0330901j -0.0665077+0.0966428j -0.0726321-0.173586j 0.0393592-0.0512624j -0.119618+0.0207931j -0.0102211-0.114645j -0.00892041-0.0487992j -0.0193694+0.0446911j -0.0824967-0.0627748j -0.0241288+0.0124449j -0.0484636+0.0508556j -0.0266275+0.037009j -0.051026+0.142899j -0.0509244+0.0798475j 0.0121618-0.0588628j 0.00562315-0.0200276j -0.030166+0.010445j -0.014297-0.0109128j -0.0617321+0.0127891j 0.000250019-0.054658j 0.0190366+0.031945j -0.0764044-0.0304245j -0.0337667+0.0207149j 0.00442374+0.0792189j 0.105817-0.0289674j -0.0549342+0.045036j -0.0723713+0.0546906j 
