-0.00405032-0.00889987j -0.0723927-0.101724j 0.0196776-0.107283j 0.0126889-0.0338165j -0.0164156+0.0368687j -0.00775156+0.0526394j 0.00202822-0.0131176j 0.0898676-0.0651962j -0.00399252-0.00150934j 0.0135431-0.00668947j 0.0233523-0.0196686j -0.0440849-0.0024181j -0.054238+0.00511215j 0.00468105-0.00335523j 0.0115827+0.00173864j -0.0183002-0.0016966j 0.0065031-0.0113591j -0.0519664-0.020452j 0.0139845-0.0174385j -0.00633606+0.00030333j -0.0235718+0.0116617j 0.0145286-0.00777531j -0.0314865-0.0283686j 0.0162137+0.00314701j -0.00712692-0.00237962j -0.00677445-0.0479897j -0.0459189-0.0194675j 0.00377027+0.0120529j 0.0132192-0.0124382j -0.00704123+0.017351j 0.0122089-0.0248908j 0.0374366+0.0170141j -0.0722593-0.0383928j -0.0394589-0.0139384j -0.0657533-0.0150748j 0.00726133+0.00524349j -0.00908857+0.000743561j 0.044652-0.0129047j 0.0352647+0.0242343j 0.0131025-0.00994332j -0.0357315-0.132907j 0.113615+0.061482j -0.0989204+0.164202j 0.11192+0.0188609j -0.0235133+0.134468j -0.0397449-0.0489952j 0.177024+0.0175574j 0.0200729+0.042956j 0.0206304+0.0628762j -0.145598-0.00536708j -0.0386807-0.0212097j -0.161033-0.128991j 
0.0774952-0.00953441j 0.0166746-0.0263649j -0.0165489+0.0349517j 0.014795-0.0103363j -0.0411149+0.0260492j -0.00654851-0.0280878j 0.0771776-0.0246956j 0.0534802+0.00422495j 0.018486+0.118838j -0.0354108-0.038025j -0.0593265+0.0473283j 0.0261812-0.0262595j -0.0118468+0.101951j -0.0397743+0.0612526j 0.0066267-0.00939675j -0.0415889+0.0451368j -0.0260608+0.0111336j -0.0191023+0.0252632j 0.0500288+0.140618j 0.0401297+0.0355736j -0.112315-0.0486218j -0.0475114+0.0692418j 0.0355013-0.0294141j 0.104653-0.0586969j 0.0765816-0.0587276j 0.00758856-0.106831j 0.0928658+0.107781j -0.0449187+0.152894j -0.048613+0.0867865j 0.00389542-0.160146j 0.0607843+0.0301444j -0.0139998+0.0549663j 0.0475066-0.015946j -0.13039-0.0172082j -0.0488993+0.153595j 0.0413989-0.0503158j -0.0877669-0.046513j 0.0461035-0.0963526j -0.130151+0.150256j 0.177903+0.056695j 0.0996162-0.0761352j -0.220671-0.0205879j -0.0240199-0.0702056j 0.0169846-0.00412857j -0.114132-0.0779413j -0.0724409+0.221207j -0.0615247+0.100955j 0.00392987+0.173175j -0.0238686-0.0850578j -0.023887-0.0589277j -0.0329159+0.0493727j 0.0289826-0.0308537j 
-0.0118797+0.00355852j -0.00690881-0.000842367j 0.016304-0.0267635j 0.0305957-0.0338518j 0.0399148+0.0106693j 0.030791-0.000848522j -0.0297088-0.0172838j -0.0118123-0.0329582j -0.0119446-0.0235094j 0.0101579+0.0106242j -0.0105034+0.02398j 0.0378734+0.0129406j 0.00735448+0.000636938j 0.0176071-0.049008j -0.0112943+0.0715075j 0.0338553+0.000932288j 0.0374937+0.0308528j -0.0487479-0.0280311j -0.00294729-0.089502j 0.00435449-0.00905646j -0.0502496-0.115508j 0.10947-0.0934195j -0.00713031-0.0543734j -0.0240214-0.0138475j -0.103326-0.120145j 0.0310367+0.0460957j 0.109687+0.132065j -0.115692+0.111499j 0.038226+0.078728j -0.112126+0.273942j 0.0229272-0.0592871j -0.152251+0.0571439j 0.0173931-0.035354j -0.100014+0.0911842j 0.0547703-0.0850024j -0.0510491-0.246697j 0.00811565+0.0037033j 0.0335531-0.0914355j 0.0461882+0.252563j -0.10656-0.0557409j -0.0799618+0.196831j 0.134723+0.0652345j 0.0574976-0.16467j -0.00776091-0.0748423j 0.0272862+0.00141464j 0.00477977-0.122716j 0.0268987-0.0915603j -0.0223497+0.0353916j 0.0328153+0.0436446j -0.00442131-0.0251974j -0.0168682+0.00107555j 0.00410671-0.015524j 
-0.0128854+0.0167387j 0.0241653-0.0358685j -0.0268326+0.000309515j -0.00358187-0.00401173j -0.0486657+0.0148374j -0.0284315-0.0449481j 0.0481938-0.00632903j -0.00685343-0.0877833j -0.1143-0.0263803j 0.0241503-0.0449609j -0.0431948-0.0173254j 0.0614353-0.0280475j -0.0641448+0.0124255j 0.0619701+0.0699216j 0.00710053-0.0115525j -0.0173982+0.0398183j 0.0181262+0.0201123j -0.0540488+0.0780411j -0.0682786-0.0148703j 0.0374334-0.00966802j 0.115822+0.0228676j -0.0166671+0.0302793j 0.168142+0.0794066j 0.0531437+0.0308206j 0.0181413-0.0996694j -0.101244+0.0124438j 0.148707-0.0729608j -0.140817+0.192378j -0.0135024-0.173406j 0.0570305+0.142291j -0.0346165+0.0499474j -0.115115+0.0903325j -0.128294-0.00652085j 0.0412397+0.0475817j -0.063075-0.0367302j 0.0848501+0.187616j -0.0784956-0.00319403j -0.214323+0.140056j 0.136281+0.0606423j 0.0860385+0.0558776j -0.215428-0.0537493j -0.0549132+0.170645j 0.30862-0.214749j -0.00384533+0.198958j 0.0528282+0.124644j -0.058244+0.0854081j -0.0787576+0.00754046j 0.011924-0.00372663j 0.0138026+0.0113399j -0.0294128-0.0124829j -0.0194498+0.0155541j 0.00674608-0.0373063j 
-0.0186106-0.0242632j -0.0198149+0.0133995j 0.0467906-0.0631157j 0.0452019-0.0477551j 0.0766663+0.0100008j -0.0171553-0.0911681j -0.00278053-0.0145409j -0.0816139+0.0422539j 0.036105-0.0401553j 0.015303+0.0593274j -0.0211211+0.0222421j -0.0380899+0.0182138j -0.0514913-0.0825016j 0.116837+0.0434912j -0.0582845-0.0966739j -0.0574002-0.0773775j -0.0360514-0.0336951j 0.0126133-0.0927158j -0.0202624-0.0940926j 0.0848406-0.0684084j -0.00609519-0.0443628j -0.0199515-0.149701j 0.157698+0.0319242j 0.0874501-0.0363295j -0.065753-0.0934325j 0.0902684-0.154354j 0.0183334-0.129307j 0.00716585+0.0356734j -0.157098+0.10414j 0.0669905-0.0428196j -0.0930687+0.060011j -0.00470227+0.089536j 0.124441+0.0590469j 0.100777-0.0133542j 0.160886+0.102716j -0.0447815-0.0051332j 0.045307-0.00692233j -0.0558925-0.207181j 0.0487695-0.140915j -0.107785-0.0709726j 0.044774-0.0209145j -0.115642+0.0054392j 0.0108721+0.139316j -0.0488004-0.126454j 0.0566473-0.0467114j 0.0824645-0.0789645j -0.06308-0.0703065j -0.106977-0.0371591j 0.0208074+0.0904397j -0.000417169-0.0180663j 0.00779504-0.0219778j -0.00149433+0.0280435j 
-0.0302446+0.0252535j -0.0273247+0.00793519j -0.0710039+0.0194571j -0.029947+0.0362418j 0.00577772-0.005422j -0.0543945+0.0246009j -0.0408222+0.0059854j 0.0260843-0.017313j 0.0199284-0.000742565j 0.0242897+0.0167647j 0.0447905-0.0481095j 0.00856255-0.0584145j -0.0111515-0.0912867j -0.0379357+0.0891049j 0.0302098-0.0147691j 0.0115874-0.00572646j 0.0431197-0.0318918j -0.0414796+0.0116657j 0.0929083-0.00102618j -0.0103771+0.066573j 0.0417911-0.0874251j 0.0111517+0.0247434j 0.135503+0.121727j 0.0135813-0.0834953j -0.0981941-0.119678j 0.10181+0.0777914j -0.0152211-0.200453j -0.0677339+0.100336j -0.143645+0.145037j 0.0212808-0.11119j 0.179142-0.068938j -0.016364+0.00166092j -0.153554-0.0789926j 0.0652758+0.12216j 0.035974+0.0900554j 0.218756-0.195759j -0.000938495+0.103698j 0.0173913+0.00840089j -0.121345+0.122954j 0.165945+0.100773j -0.102265-0.0802622j -0.134085-0.0615981j 0.0811385+0.210482j -0.05989+0.0926881j -0.000508677+0.0667384j 0.0158947+0.0379068j 0.00165045+0.0615058j -0.0124245-0.013025j 0.019968-0.0126865j 0.000802849+0.0443098j 0.00288715+0.000620146j -0.0290451+0.0243483j 
-0.031187+0.00251354j 0.00367773-0.00420469j -0.0153098+0.00771551j -0.0487314+0.0686147j -0.0744126-0.0374397j 0.0195508+0.0242669j 0.0398839+0.0514323j 0.020597+0.0504526j -0.0221805+0.0102847j -0.0290624-0.0555001j -0.0060008-0.0499196j -0.070918+0.0739319j 0.0291746-0.0232046j 0.0107056+0.0270495j 0.00794849-0.0349567j -0.00653609+0.0540349j -0.0885835-0.201619j 0.0356377+0.00289865j -0.0470099-0.0396479j -0.0573007-0.0519433j 0.103005+0.00430111j -0.109169-0.0200975j -0.182705+0.00149472j 0.0390163-0.04566j 0.0440464+0.030631j -0.0670309-0.0093665j -0.0396932+0.0802694j 0.135209+0.239619j 0.17962+0.266106j 0.031023+0.128301j 0.0572886+0.0654751j 0.105728-0.0312092j -0.0314028-0.106222j 0.0297355-0.13316j -0.163154-0.100819j -0.110672+0.0765486j -0.0951997-0.00970074j -0.110838-0.0450807j 0.0724741+0.0961654j 0.0322795-0.100997j 0.0836148+0.0267918j -0.0427652+0.00649576j -0.0347136-0.0293302j 0.0234758+0.032265j 0.0147377+0.0375767j -0.0321018+0.0952584j -0.0110061+0.00180423j 0.0696329-0.0655491j -0.0377608-0.0232751j 0.0327406+0.075246j 0.0336859+0.000110318j -0.035286+0.0321294j 
0.00929772+0.000108408j -0.0112993+0.0189956j 0.0212773+0.00244089j -0.0215102+0.0138589j -0.027947-0.00984256j 0.0329198-0.0295744j 0.0348465+0.0200452j -0.063504+0.0456107j -0.0721053-0.00170149j -0.122228+0.0270471j -0.0321596+0.0193615j -0.12701+0.0478381j 0.0330101-0.0307637j -0.0441579-0.0611821j 0.0868274-0.00661089j -0.0379994+0.0246983j 0.185589+0.0443813j 0.0142499+0.0426603j 0.184977+0.0519617j -0.0774287+0.00566482j 0.123723+0.0949519j 0.0604235-0.000726305j -0.0730678+0.0219785j -0.0494304-0.0126683j 0.11248+0.128821j 0.00603486+0.0142862j -0.0517335+0.0987262j -0.189886-0.0485254j -0.169656-0.0281127j -0.128596+0.0773843j -0.0236757-0.0150365j -0.0445913+0.0531772j -0.0467821-0.00822653j -0.0342537-0.0238873j -0.033525+0.000155684j 0.0833649+0.0643726j -0.120177-0.000157704j 0.156167-0.0712629j -0.112969+0.00354178j 0.0376108-0.0501432j -0.0511515+0.0428711j 0.0970107-0.00631262j 0.0094231-0.0500423j 0.124705-0.0981713j 0.025606-0.0624629j -0.0153663+0.0237754j 0.0197462-0.0357859j 0.00394934-0.0279077j -0.0145089+0.006256j 0.00527605+0.00871731j 0.00995554-0.00466772j -0.00110579+0.0190897j 
0.0199664-0.0184397j 0.0198749+0.0127304j 0.00270356+0.0103575j 0.00993154+0.00407018j 0.0424918+0.0116917j -0.0239259-0.0472153j -0.00422011+0.00980607j -0.115781-0.0139125j 0.0126252-0.00556837j -0.00408585+0.0503191j 0.0529326+0.0729626j 0.0134882-0.0793979j 0.014244-0.0659696j -0.0557062-0.0700108j 0.0789739-0.015173j 0.0208526-0.0458006j 0.0869364+0.0242076j 0.0190003+0.117616j 0.0536116+0.079971j -0.233127-0.00475423j -0.186288+0.190666j -0.0215927+0.108852j -0.224635+0.0144389j 0.021198+0.0730849j -0.0490691-0.157104j 0.0255409+0.0447301j -0.0495034+0.0380001j 0.119207-0.0465032j 0.0222577-0.0959387j 0.118796-0.124163j -0.0390539-0.073626j -0.0565499+0.131046j -0.219174-0.0221704j -0.171734+0.0685392j -0.0112285-0.0221409j -0.117795-0.168806j -0.133778-0.014913j 0.041906-0.102229j 0.00830938+0.0878595j -0.0258476+0.0599442j 0.00138523-0.0158428j 0.0520773+0.109678j -0.113447+0.0399286j 0.0320896+0.0274452j 0.0691947-0.0318081j 0.0375415+0.0283863j -0.0167121-0.011536j -0.0676496-0.00262339j 0.0129292-0.00994823j -0.0179293-0.00787353j 0.0145527+0.00342509j 0.0162446-0.00578726j 
-0.0311027-0.00851445j -0.00557356+0.0370864j 0.0503447+0.011158j 0.0692607-0.0169783j 0.0497087+0.12379j 0.0351057-0.0492492j -0.0244646-0.0312883j 0.0051348-0.120738j 0.000938817+0.0301415j -0.103412+0.0221047j -0.0639563-0.0534044j 0.0857942-0.0443479j 0.0280942+0.147871j -0.0576427-0.00509907j -0.0395366-0.129742j 0.108672+0.0138384j 0.0165077-0.131266j 0.0114004-0.0925833j -0.0449958+0.128003j -0.0202941-0.0822954j -0.04731-0.0670432j -0.161269+0.142172j 0.138013-0.0308041j -0.0770891-0.0514682j -0.0671099-0.000947937j 0.0269574+0.147743j 0.168512+0.0251877j -0.0634196+0.0717063j 0.117414-0.0481385j -0.200693-0.0105781j -0.134704-0.0940598j 0.0833199-0.111137j -0.0413111+0.0707448j 0.0571355+0.0779832j -0.0247044+0.103952j -0.0218535-0.0890984j 0.0893909-0.00163541j 0.025957-0.0998043j -0.0413291-0.00650187j 0.00836283+0.16022j 0.0509901+0.0789291j 0.087404-0.0312934j 0.116354+0.00665771j -0.0213773+0.0591322j -0.00259148-0.112335j 0.0409834-0.0160954j -0.0233171-0.094013j -0.0394399+0.118837j 0.0615219+0.0252537j -0.0396442+0.0694341j -0.015023-0.0294194j 0.0245657+0.000176692j 
-0.00434751+0.0191323j -0.0105341+0.0108088j 0.0217708-0.0336926j -0.020402-0.0324983j -0.00915842-0.0217514j 0.0572397-0.0609502j 0.0248673-0.0114688j -0.068703-0.0640591j 0.0123531-0.089217j -0.02577+0.063937j 0.0149254+0.011156j 0.0775696-0.0887359j -0.0387081-0.0362106j 0.103074+0.0173994j -0.00640964+0.0753406j 0.0286442-0.0566039j -0.0222236+0.0116026j -0.0424704-0.131413j -0.0258573+0.184346j 0.0178301+0.0484665j -0.292958+0.0364288j 0.025405-0.0290279j 0.00366688-0.130144j -0.0598129-0.120038j -0.151721-0.0107998j -0.0308835-0.0511011j 0.167701+0.0124949j -0.164051+0.0655821j 0.0820302-0.0929426j 0.000633574-0.12135j 0.0540626+0.0524419j 0.318987+0.0355905j 0.00866002-0.0370277j 0.0144407+0.160745j -0.0445527+0.13331j 0.0124871+0.0352025j 0.0398398+0.0672515j -0.0137889+0.0877705j 0.097832+0.00869728j 0.0447692-0.0502701j 0.081635+0.0776595j -0.0415974+0.00952692j 0.0366523+0.0661373j -0.0166855-0.114304j 0.080051-0.0509335j -0.0337424+0.0106818j -0.0474093-0.0470884j 0.00986889-0.00291079j -0.0215349+0.0271963j -0.0385812-0.0279589j -0.00601302-0.0161966j 0.00469432-0.0104873j 
-0.024452-0.0196997j 0.0318047-0.018234j 0.0030672-0.0209825j 0.0332607+0.0202548j 0.0615428+0.0144063j 0.0173224-0.0211355j -0.0257341+0.0279745j -0.0764227-0.0722178j -0.0129629-0.0439711j 0.120031+0.0090432j -0.0352913+0.0223041j 0.0195783+0.00510806j 0.0586535+0.07117j -0.0336316-0.0379801j -0.0849818-0.0901849j -0.118361-0.00966164j 0.114192-0.162123j 0.0713059-0.0307001j 0.20141+0.0186978j -0.11778-0.0343417j 0.125642+0.0633663j 0.00399856+0.0613482j -0.0560077-0.139817j 0.0228559-0.175044j 0.120597+0.115608j 0.0338812+0.0422437j -0.0577482-0.114248j -0.0342073+0.0826043j -0.0836978+0.104452j 0.212285-0.0242114j -0.0169655-0.114471j 0.168803+0.223992j -0.153332-0.00868908j -0.069826+0.11138j 0.0367809-0.132011j -0.0685183+0.0937145j 0.0528765-0.0064091j -0.0328911+0.00802492j -0.103895+0.0817897j -0.015905-0.0406395j -0.00829398+0.0793976j -0.0670544+0.100263j -0.000845568+0.0461767j -0.0314769+0.0377301j 0.0903732+0.00292364j 0.03432+0.0109411j -0.0188549-0.0555427j -0.0501018+0.0166498j 0.00429122-0.00763668j 0.00487997+0.0279564j 0.0158082-0.00361808j -0.0105295-0.00775232j 
0.00399611-0.0393729j -0.0110025+0.0222408j 0.0338317-0.0517305j 0.0156801+0.01396j 0.01566+0.0239097j 0.0118809+0.0495321j -0.0015237-0.0151545j 0.0198389+0.0465318j 0.102767+0.0804358j -0.0215289+0.00851368j 0.0959978+0.038263j 0.0295514+0.0605976j 0.0343396+0.0606711j 0.106239-0.00815129j 0.152889+0.0659893j 0.0958511-0.0152455j 0.0737276-0.0999365j 0.0475713-0.00887197j 0.00432086+0.0364483j 0.0107462-0.0213931j 0.0148049-0.026958j 0.00971479-0.00978693j -0.124987-0.0708406j -0.140089-0.0343104j 0.156701-0.0543198j -0.033069-0.00511185j 0.102796+0.0749285j -0.124742+0.195319j -0.0644426+0.051162j -0.0986256+0.00491395j -0.063084+0.00532912j 0.172072-0.0658868j 0.0565111-0.0237028j 0.179356-0.0355772j -0.0588819-0.00220288j 0.170677+0.0262918j 0.0313927+0.0268301j 0.0597176+0.0258349j 0.0474931-0.0697925j 0.07686+0.0264656j 0.123715+0.0759573j -0.0154004+0.0303369j -0.097399-0.0387933j -0.0567572+0.028941j -0.0551227-0.065059j 0.0223835-0.0244771j 0.0354017-0.00323593j -0.0231322-0.00108145j 0.0173559+0.0300702j 0.0193589+0.00495481j 0.0130539+0.0152803j -0.0106036+0.0178434j 
-0.0321225-0.0167391j -0.0134578+0.00785801j 0.00409655-0.123244j 0.0332799-0.0142661j 0.080566+0.0217229j 0.0155298+0.00369591j -0.0363582-0.102851j -0.0029642-0.0519529j 0.0362147-0.104704j 0.0294759+0.0490833j 0.0442026-0.0308288j -0.00477792+0.0018731j 0.0905071+0.0022884j -0.0949571+0.0912272j -0.127882-0.00494684j 0.117081+0.00134016j -0.070036-0.0391427j 0.214859-0.0550504j 0.0335813+0.11043j 0.138446-0.0932022j 0.0841404+0.0948037j -0.0363904+0.0756976j -0.0408565-0.111869j 0.261343-0.140576j -0.10566+0.238675j -0.133907+0.0564304j 0.00356178+0.107568j 0.0054778+0.0131168j -0.0175755-0.00789809j -0.17921-0.0478008j 0.145879+0.101603j 0.0417134-0.0374002j 0.112311-0.0270505j -0.0977892-0.0540832j 0.0111099+0.0686167j -0.0599651+0.172483j -0.0464696+0.0577956j 0.0362049+0.0377837j 0.00637996+0.00216373j 0.052864+0.0148965j 0.00334869+0.044596j -0.0153733+0.0473167j -0.0395839+0.0302517j -0.0565661-0.0240957j 0.039797-0.0161484j 0.0353292-0.01047j -0.013875-0.0688646j -0.0702529+0.0190668j 0.0426016+0.0579614j -0.00208181+0.0175464j -0.00218998+0.0188747j -0.0283201+0.00420629j 
0.0238611+0.0837036j 0.00698471-0.0150249j -0.0369812+0.0265845j 0.00769874-0.0481524j 0.0443776-0.0768614j 0.0355995+0.00505582j -0.0643461-0.0630427j -0.00399917+0.0146617j 0.0419485+0.0369012j 0.079978+0.230058j 0.0308788-0.0133604j -1.72867e-05+0.0184928j -0.0195048+0.00468786j -0.0435203-0.0296478j -0.0683508-0.109113j -0.0121187-0.000959752j -0.0525465-0.161469j 0.027783-0.00453201j -0.0460269+0.0961125j -0.0302375+0.0843083j -0.0443129+0.0516492j 0.0436936+0.0518604j -0.0766403-0.110783j 0.144233+0.197304j 0.0875423+0.0278205j -0.0570416+0.0758411j -0.0917026+0.22266j -0.105041+0.139344j 0.0137945-0.038393j -0.0036174+0.0725734j 0.0597688+0.0746951j 0.000530231-0.0505874j -0.0546822+0.0203235j -0.0851678-0.125839j 0.0568625+0.0756476j -0.0282768-0.0878953j -0.00278263+0.105184j -0.0390684-0.0557854j -0.0140043-0.0208053j -0.00491641-0.140979j -0.0214755-0.00918922j -0.0939098-0.0559957j -0.0515214+0.0697041j -0.0470297-0.101166j 0.0313321+0.0585356j 0.0359696+0.0307929j 0.0965582+0.019841j -0.037792+0.0132199j -0.0182822-0.0425035j -0.00509258-0.0130546j -0.0415804-0.0333276j 0.0199521-0.0395707j 
-0.00283859+0.0214642j 0.0160927+0.0104849j -0.0284771-0.0535987j 0.0167087-0.0644422j 0.0495321-0.0480568j 0.0272981-0.0692664j -0.0252877-0.0912937j -0.0549251-0.0430376j -0.00640896-0.16331j 0.0862455+0.0120105j 0.00369095-0.0180263j 0.135452-0.0465792j 0.194281-0.172931j 0.146646+0.111278j 0.0664409-0.183354j 0.010438+0.0393239j 0.204884+0.0583851j 0.0681695+0.0246619j -0.0536423-0.117885j 0.180717-0.0479488j -0.0128024+0.0316227j -0.113669-0.0636983j -0.0614592+0.106518j -0.0498068+0.105303j 0.110245+0.0111271j -0.1499-0.0791137j -0.0463612-0.0507921j 0.00623549+0.00650772j -0.0377575+0.0265534j 0.043165-0.0470591j -0.0324893+0.175624j 0.00731952-0.00192982j 0.0415691+0.0914383j 0.0962614-0.136251j 0.0257649+0.0948913j 0.088562-0.0514884j -0.0498017+0.0178601j 0.0552718-0.0561541j 0.124152+0.0204189j 0.0327621-0.034778j -0.0845069-0.0804832j 0.0326861+0.0273662j 0.00438493+0.0304887j -0.0203535-0.0234587j 0.0572949+0.0891812j -0.0110991+0.0141557j -0.0326778-0.0684669j -0.035742+0.00161159j 0.0314428+0.0369806j -0.049773-0.022731j -0.0135117+0.0126613j 0.0150255-0.0225024j 
-0.0261094+0.00569908j 0.0210417-0.029316j -0.0500109+0.0371568j -0.0255263+0.0410006j -0.0436573+0.0267491j -0.0375433+0.00762658j -0.0270475-0.000228318j 0.0456268-0.0850956j 0.0336587-0.109923j 0.261329+0.103343j -0.0157639-0.160411j 0.196793-0.0537201j 0.0649348-0.0274106j -0.0741508+0.0589679j -0.149748+0.015863j 0.0885073+0.040392j 0.112867-0.0479392j -0.00197669-0.0061369j 0.035274-0.0851872j 0.137783-0.0319353j -0.152413-0.131457j 0.059958+0.00954257j 0.0178543-0.157514j -0.12039+0.0731594j 0.187635+0.145349j 0.0188107+0.00896541j -0.135689-0.120074j 0.0297699-0.188471j 0.0317049-0.0285164j 0.220475-0.120941j -0.0187595-0.0456053j 0.0828892+0.027009j 0.00404082-0.0167707j 0.00112408+0.0761372j 0.0868723+0.0520667j 0.071037-0.0182836j 0.0261573-0.00598789j 0.0190543+0.0245466j -0.0623273+0.0586602j -0.0945237+0.0477247j -0.00551451-0.0283586j -0.0539159-0.00447506j -0.0242753+0.0130527j -0.0939747+0.043967j -0.0339284+0.0758428j 0.0402084+0.00425996j -0.0496701+0.0659522j -0.0115255-0.0130595j -0.00518582-0.0228487j -0.00852571+0.0233969j 0.00469539-0.00318729j -0.0104111-0.0124991j 
-0.00705999-0.0203372j 0.0165311-0.0037131j 0.0193256+0.0108177j -0.0198255+0.0670882j -0.0225357+0.0210877j 0.0594686+0.0581768j 0.0068405+0.208698j 0.00607713-0.0346397j 0.0524724+0.0124395j -0.00463017+0.154558j 0.325433-0.102658j 0.0869981+0.167919j -0.158869+0.0409516j -0.106436+0.127954j 0.0366147+0.0127551j 0.026684-0.016583j -0.0829159+0.122169j 0.0178972-0.172963j -0.074702-0.0978253j 0.0300786-0.0463604j -0.108413-0.00639446j 0.0682533-0.0753361j -0.109391-0.28069j 0.122914+0.0623756j 0.0492157-0.133878j -0.0851927-0.0184758j 0.00823039+0.0826501j 0.0900772-0.0337926j -0.156954-0.0844738j -0.0837755+0.0384232j -0.14271-0.0643159j -0.0314765+0.0351267j 0.0901404-0.0239082j -0.0319922+0.126486j 0.0237319-0.026159j 0.0727051-0.0427014j -0.0399083-0.030856j 0.0279124-0.0702305j 0.00441258-0.133678j 0.0261598+0.000678972j -0.0229499+0.0330858j 0.0102532+0.0143299j 0.0125992-0.034976j -0.0416902+0.0945426j -0.00438187+0.00983978j -0.0403915+0.0109389j -0.0123515-0.0624476j 0.0334525-0.0266917j -0.0187214-0.0134744j 0.0331986+0.0189371j 0.0213845+0.00736377j -0.0235966+0.0150012j 
0.0139385+0.0503508j 0.0072207+0.0111045j -0.0232885+0.0392965j -0.0150518-0.0551245j -0.00493532-0.119685j 0.0206719-0.00561301j -0.0269842-0.0827949j -0.0198197+0.0371498j -0.0149314+0.078624j -0.0353102+0.0416966j -0.13073+0.0270752j -0.0593271+0.0612378j 0.0512569+0.0152463j 0.0983171+0.279366j 0.0657272+0.127441j -0.00406845+0.0157836j -0.00693176+0.247047j -0.0385915+0.0323092j -0.129223-0.0215927j -0.00499579-0.0365033j -0.0811764-0.0792785j -0.122242-0.0703383j -0.022006-0.0403604j -0.013993-0.213236j 0.0657798+0.236497j 0.0665173-0.0729565j -0.0947614+0.148513j -0.009329-0.098471j 0.0892036+0.114295j -0.0207303+0.0497992j 0.000699378-0.016731j -0.0676273+0.121932j -0.0238519+0.0151294j 0.06009-0.0370636j 0.0345978+0.0132972j -0.00813479+0.020622j -0.00339985+0.0475873j -0.00507633-0.0539707j 0.0279255+0.0464891j -0.0024156-0.0477846j 0.00298811-0.032419j -0.0340333-0.046111j -0.0375582+0.057034j 0.0501886-0.109092j 0.0143863+0.0324741j 0.0121127+0.00551974j 0.0689446+0.0438944j 0.00614097+0.00699361j -0.0232978-0.0190047j -0.0403331-0.0222615j -0.0153565-0.0215767j 0.0328223-0.0295925j 
-0.0347625-0.0282513j 0.0247932+0.0133805j -0.0806908+0.0783176j 0.0106598-0.0823346j -0.0281908-0.0995786j -0.0322051-0.0981847j -0.105973-0.0461952j -0.124721-0.000449375j 0.159247-0.0162678j -0.10294+0.123805j 0.0463908-0.11627j -0.136546-0.116359j 0.1164+0.00774329j 0.0254999+0.0412723j -0.0722491+0.0889198j 0.132231-0.0009988j -0.0282323-0.193101j 0.0741651-0.0309313j -0.193953+0.0301987j -0.0980195-0.0645631j 0.0722361-0.132616j 0.11374+0.0937502j 0.0286514-0.000325241j -0.0148736-0.0239065j 0.0151245-0.0984845j 0.118155+0.126616j -0.0866024-0.00552787j -0.133809-0.0670258j 0.0113864-0.0168577j 0.0145788+0.0513038j -0.036958+0.0369939j -0.0313069+0.004285j 0.0299653-0.0739684j 0.0262024+0.0498237j -0.0764991-0.0330548j 0.0430827+0.100394j -0.0070131-0.0407145j -0.0296509-0.0228902j 0.0166103-0.0176967j -0.024357-0.117505j 0.0304542-0.0734866j -0.0448388+0.00361809j -0.0640559+0.111437j 0.0397221+0.0303531j 0.0396505+0.0700265j 0.0635422-1.81377e-05j -0.0139631+0.0377204j -0.0402417-0.015834j -0.00171079+0.0127691j -0.0479594+0.00340347j 0.0236486-0.0195518j 0.0314138-0.0037804j 
-0.049581+0.017992j -0.0726923+0.000292339j -0.0194321+0.0754217j -0.117913-0.0815148j -0.0194687-0.101953j 0.0310953-0.0039026j -0.135166+0.00553191j 0.01866+0.0675766j 0.0737149+0.131219j -0.0469504-0.138534j 0.0591493+0.198712j -0.0811105-0.0859238j 0.103865-0.0154845j 0.0757556+0.0690702j 0.0454412+0.0462195j -0.0462582+0.150892j 0.00226666+0.187637j -0.0428256+0.055075j -0.0793025+0.0463214j 0.0111078+0.0354651j 0.0315114+0.0694199j -0.102407-0.0495608j -0.00480487+0.0581544j 0.0732861-0.118931j -0.1185-0.163599j 0.0682763-0.00067295j 0.0799316-0.0246692j 0.0495045+0.0345999j -0.0738449+0.0746444j -0.0346938-0.0552482j 0.0946236+0.0630601j -0.0447567-0.00621734j 0.0694234+0.0359474j 0.0451721+0.0597145j 0.0360828-0.0222404j 0.0206215-0.0450028j -0.0353401+0.00428982j -0.0119337+0.00450432j -0.0268869+0.0215242j -0.00103265-0.0119735j 0.0645718-0.0287715j -0.063054-0.0164072j -0.0573752+0.0510441j 0.00432786-0.0217064j 0.0234566+0.00801611j -0.00181431-0.00956337j 0.00585721+0.0472893j 0.0330361-0.0327676j -0.0630703+0.0477195j -0.0557254-0.00453216j 0.00866164-0.0144061j -0.024058-0.000967833j 
