0.0621754+0.146303j -0.189578-0.118202j -0.0829768-0.1891j 0.0256262-0.26257j 0.0548115+0.0170272j -0.0870015-0.133042j 0.0470222-0.0694939j 0.0866316+0.0413662j -0.182383+0.00679727j 0.209068+0.167643j 0.159256-0.197262j 0.0563469-0.0392938j -0.0908528-0.200359j 0.275329+0.0667986j 0.0784792-0.0173016j -0.043158-0.00735799j 0.0622434+0.104591j -0.0049692+0.0456194j 0.00677318-0.0483496j 0.03318-0.0368104j 0.00704032+0.0368054j -0.0518056+0.00557409j -0.0181295+0.013357j -0.00693768+0.0191199j -0.0218454-0.029685j 0.016366-0.0288288j 0.0454616+0.0203788j 0.0253564-0.0417411j 0.0312654-0.00311898j 0.00789936-0.00594613j -0.0909177-0.00935253j -0.00822729-0.0199297j -0.00412378+0.0710912j -0.0605976-0.020536j -0.0131104-0.0344929j 0.0448077+0.0129539j -0.0358653-0.0435185j -0.010331+0.0122933j -0.0286735-0.021016j -0.0275476-0.0285612j 0.0105597-0.00184512j -0.00161812+0.0051611j -0.0104244+0.0183247j -0.0110432+0.0207451j -0.0223105+0.00841878j -0.0104134+0.013187j 0.00531609+0.00400172j -0.00415512-0.0117151j -0.0112327+0.00645843j -0.0146644+0.00309526j -0.0419679+0.000851645j -0.000633922+0.00436492j -0.00100689-0.00246809j 0.0085534+0.00410799j 0.017036-0.00530971j -0.00141215-0.0116002j -0.019944-0.00252155j -0.02067-0.00272927j 0.0157892-0.000215533j 0.0220538+0.00410892j 0.00694923+0.00192343j -0.00142897-0.00335762j 0.0219501+0.00331669j -0.0108367+0.00751541j -0.0107999+0.00997239j 0.0159692+0.0103821j 0.00621432+0.00280926j -0.017452-0.0102703j 0.00330797+0.00116005j 0.00422053-0.0159649j -0.0253667+0.00492643j 0.00709465+0.0200322j 0.011348+0.00610693j -0.0003194-0.0150214j -0.0402244-0.0228937j -0.00528034+0.00115599j 0.00506443-0.0271314j 0.00381843-0.0357997j 0.00979718+0.0167644j 0.0163926-0.0127956j -0.0261771+0.0151909j -0.00481471+0.0161114j 0.0266788-0.0174498j -0.0288279-0.0106107j 0.00728758-0.00205492j -0.022201+0.0168287j -0.017098-0.0545196j -0.0617339-0.00432738j -0.00349276-0.00986764j 0.0127318-0.0320888j 0.00154278+0.0172927j -0.00545474-0.00291145j -0.0572808-0.0466896j 0.014911+0.00134338j 0.0515101+0.0656116j 
0.0228852+0.0189644j -0.0127125-0.025015j -0.00911962-0.00624716j 0.00374537+0.00367356j -0.00649231+0.00759753j -0.00453961+0.000433893j 0.00120709+0.00710289j -0.0041461-0.0101095j 0.00210623-0.00514788j 0.00500486+0.00256375j -0.00274727+0.000267151j 0.00353547-0.00259432j 0.0032031+0.00246839j 0.000304789-0.00472148j 0.00252259+0.00365423j 0.0117457-0.00257069j -0.00152132+0.00100918j -0.0039792-0.00221688j 0.0093412+0.0284319j 0.011838+0.0090432j -0.00752828+0.004331j 0.00160312-0.00422014j 0.00765226-0.00536718j 0.0034309-0.000789925j 0.0056911+0.00546743j 0.00665717+0.00589136j 0.00895085-0.0031115j 0.000625443+0.000509161j 0.00122646-0.00387267j 0.00204912-0.00288384j 0.00365728+0.00211012j -0.00144832+0.00562821j 0.00362014+0.00523061j 0.00381659-0.00105409j 0.00833357-0.00137505j -0.010779-0.00260746j 0.00197029+0.00631251j 0.0078714+0.00884009j -0.00649748-0.00984539j 0.0312374+0.0114682j 0.00513946-0.00394432j -0.0374332-0.0569305j 0.0394866-0.0207519j -0.0110477+0.00124293j 0.0144402-0.0037877j 0.0192592-0.00157311j 0.017446-0.0263626j -0.0112844-0.00788762j -0.00584662+0.00811438j 0.015249-0.0347747j -0.00733242+0.0117629j 0.017276-0.0089208j 0.0156879-0.00202782j -0.00329253-0.00583666j -0.00589131+0.0031057j 0.011829+0.00413838j 0.00961348+0.0104276j -0.0073083+0.00967382j 0.00632173-0.00476154j -0.00104435-0.00830908j 0.00548064+0.00060541j -0.00545798+0.00441629j 0.00134474-0.00348488j -0.00364378-0.0026797j 0.0026305-0.000718304j -7.6092e-05+0.0126959j -0.00107695+0.00959092j 0.00755213+0.00428914j -0.00154685-0.00139802j -0.000288487+0.00511485j -0.000504866+0.00203226j -0.00102049-0.0048362j 0.00233577+0.00852517j -0.00714171-0.00478676j 0.0016732+0.0090374j -0.000463805-0.00150539j -0.001565+0.00704642j -0.000720851+0.0013304j 0.00471341-0.00321901j 0.00586231+0.00130438j -0.00645774+0.00384026j 0.00181076+0.011338j 0.000288751-0.0083226j -0.00129831-0.00515325j -0.000640041+0.00211663j 0.00563526-0.00725483j 0.00235367+0.00331816j 0.0037398-0.00170217j -0.00379187+0.00195037j -0.00328539+0.00847875j 0.00398322+0.00160631j 0.00551269+0.00164932j -0.000118772-0.00492726j -0.000162966+0.00289843j -0.00843361+0.00473916j 
0.0226589+0.0129237j 0.0250425+0.000158286j -0.00848946-0.00628952j -0.00438791-0.00767948j -0.00641464-0.00614443j -0.00362773+0.00393027j -0.00221133-0.00304142j -0.00551222-0.00082126j 0.000683712+0.00365165j 0.00211572-0.00187364j -0.00135603+0.00165474j 0.00308255+0.00175347j 0.000919415-0.000606565j -0.0029675-0.000406097j 0.00177083-0.000736613j -0.00631703+0.0145336j 0.0210563+0.0058609j -0.00410044+0.0154432j -0.0182953-0.0150918j 0.00706133-0.0171465j -0.0184993-0.000883775j -0.00191435+0.000666342j -0.00495125-0.00126781j 0.000916759-0.00224238j 0.00129924+0.000659183j 0.00248764-0.00996827j -0.000499258+0.00525237j -0.000808311-0.00203073j -0.00170702-0.0064156j -0.00226086+0.000703761j -0.0033582-0.00204972j 0.0039874+0.00230493j -0.000921154-0.00802826j -0.00718468+0.00212462j -0.00670343-0.0050514j 0.00465676+0.0083811j -0.00107909-0.00661846j -0.0365473+0.00817468j -0.00966799-0.0142271j -0.0135751+0.00181498j -0.0140161-0.0229311j 0.0494373+0.0779729j -0.02372+0.0119978j 0.00184182+0.0117605j -0.00934902-0.00540751j -0.036621+0.00841935j -0.00780062+0.013557j -0.0207487-0.00853093j 0.00793458+0.00768109j -0.014078+0.00328309j 0.00393006-0.0189591j -0.00166923+0.00100326j -0.0225433-0.00775484j -0.00277991-0.0030779j 0.00204781-0.000682208j -0.0103658-0.001308j 0.00103354-0.0160359j 0.0048602-0.0169332j -0.0123669+0.00370191j -0.00412281+0.00876441j -0.00410017-0.00128386j -0.00326013-0.010954j -0.00620102-8.78639e-05j -0.00356907-0.000521982j 0.00589003+0.00345641j 0.0019604-0.0106467j 0.000301716-0.00894454j -0.0103623-0.00838872j -0.00127216+0.000340378j 0.00202804-0.00426558j -0.00168779+0.00271443j -0.00275871+0.00674113j 0.00261347-0.00830705j -0.00129588+0.00244417j 0.000907399-0.00400608j 0.00139144+0.00404908j 0.00702631-0.00616628j 0.00693268-0.0019516j -0.00133098+0.00382105j -0.00525405-0.00421848j -0.00156746-0.00290841j 0.00651531-0.0115685j -0.00423335+0.00782186j 0.010938+0.00247095j 0.00296266-0.00421348j -0.000592463+0.000616398j -0.0105407-0.00175979j -0.0103018+0.00307688j 0.00495653-0.00625372j 0.0133859-0.00612065j 0.000928372-0.00314064j -0.0115216-0.000154868j -0.0140265+0.00342507j -0.00299866-0.0130778j 0.0117985-0.0047099j 
0.0211018-0.0209709j 0.00222805+0.000247377j -0.000317046-0.000641911j 0.00805795+0.00242796j -0.00379602-0.00338053j 0.0103097+0.000179379j 0.00310405+0.00571531j -0.00447961+0.00271708j 0.00101214-0.00127761j -0.0109713-0.00463186j -0.000373678+0.00353425j -0.00744686+0.0026113j 0.00580426+0.00746873j 0.00559319-0.00439611j 0.00457771+0.00442521j -0.0236048+0.022926j 0.0179054+0.0230527j 0.00349087+0.00766239j 0.0205559-0.0155379j -0.0159429+0.00610397j 0.0104798-0.00522921j 8.50917e-05-0.0127029j -0.0102345+0.00996039j -0.00619523+8.90418e-05j -0.00295268-0.00142098j -0.0045454-0.000900287j -0.00289425+0.00960953j -0.00389344+0.00523508j -0.00198347-0.00199607j -0.00455182+0.00359328j -0.00218346-0.00437895j 0.0041824+0.00040153j -0.00567646-0.00476014j -0.000817438+0.000522095j -0.00499021+0.00224819j 0.00886393-0.00450993j -0.0046019+0.00111426j -0.00100968+0.0170651j 0.0170779-0.00241418j -0.0411715-0.0511018j -0.0241209+0.0167828j -0.0148338+0.00482756j 0.00500951-0.0142162j 0.0322948+0.00265647j -0.000484725-0.0115129j 0.000794271+0.00134424j 0.00681978+0.0259557j 0.00674711+0.0176394j -0.00967334-0.0139885j 0.010203+0.0250209j -0.0091803-0.0248172j -0.000732342-0.0111791j 0.00176271+0.0208598j 0.00416375-0.00198894j 0.0117618-0.000599338j 0.00358263+0.0080217j 0.00429387-0.00522901j 0.00909789-0.00694539j 0.00318342+0.0132025j 0.019038+0.00441194j 0.00284008-0.000842186j 0.00151176-0.004857j 0.0127193+0.0116046j -0.00261127+0.00359541j 0.00609486+0.00428739j 0.00109846-0.00765699j 0.000599519-0.00421775j -0.00753816+0.00638328j 0.00114192+0.000247017j -0.00518646-0.0111499j -0.00130084-0.00851276j 0.00179678-0.0020384j -0.00800946+0.00581435j 0.00983915+0.00118996j -0.00601857-0.00849523j 0.00288802-0.0148045j 0.00048827-0.00877785j -0.00491681-0.0094622j -0.00954018-0.00426114j -0.00369009+0.00303922j 0.00161872-0.00569461j -0.000462452-0.0039221j 0.0154528-0.00229301j -0.00160541-0.00420555j -0.00540124-0.00938688j -0.00538903-0.00601954j 0.00398167+0.00616489j 0.00921457+0.00218366j -0.0046712+0.0177641j -0.000814966-0.0138304j -0.0172436+0.00468632j 0.00118156-0.00509753j 0.00150079-0.000528698j 0.00958457+0.0118293j -0.000581631-0.00786653j 
0.00834188+0.000697505j -0.00984514+0.0110574j 0.000165567-0.00538978j -0.0103033+0.000126063j 0.0010794+0.0012169j 0.00302774+0.000947231j -0.00716571+0.00106504j 0.00566233+0.000956583j -0.000704333+0.00229297j 0.0017055-0.0022911j -0.00165093-0.0010902j 0.00578052-0.000624478j -0.00302194+0.0009526j -0.00256426+0.000931306j -0.00100606+0.000423369j -0.0140445+0.00722985j -0.041926+0.0291657j 0.0219044-0.0338159j -0.0268116+0.0290061j -0.0142873-0.0150727j 0.0176138+0.0177512j -0.00110739-0.00737313j -0.00461473+0.000300303j -0.00896598-0.00491736j -0.00755-0.00473128j -0.0151778-0.0104419j -0.00938889+0.00873531j -0.00971151+0.00631157j 0.000748027-0.00468284j -0.0026875+0.0020519j 0.000410281+0.00464808j -0.00812935-0.00055813j 0.00044223+0.00218743j -0.00657199+0.00923213j 0.000488325-0.00323861j 0.00710025-8.41641e-05j 0.00699627-0.00404689j 0.00563869-0.0562469j 0.0627788-0.0242022j -0.0214526+0.0100787j -0.00974001+0.0641883j 0.00795476-0.039181j 0.00793135-0.00856518j 0.0470237+0.00632645j -0.00887422+0.0120751j 0.0451241+0.0469692j -0.0196344-0.0132096j 0.0108418+0.00778324j -0.00733473-0.0132566j -0.000644782+0.0101947j 0.0111995-0.0105686j -0.00701982-0.0125501j -0.00674343-0.0239087j -0.00701864-0.00514731j 0.0169075+0.00797449j -0.0110258-0.0147194j 0.00121903-0.0087952j -0.00489838-0.00118414j 0.000466572-0.00345954j 0.0105411-0.00129244j -0.0069198+0.00357855j -0.000478666+0.00351099j 0.00797336+0.00256794j -0.00546149+0.00216841j -0.0136205-0.0175652j -0.00215941-0.00279602j 0.00205809-0.00209405j -0.000343224+0.0139198j -0.00762113+0.00358013j -0.0140667+0.0028568j 0.00455839-0.00472025j -0.00380665+0.00264656j -0.00882256+0.00587095j -0.000319084+0.00587575j -0.00622875+0.000261771j -0.00426397-0.00902651j -0.0153484-0.00340826j -0.0194637-0.00252168j 0.00320301-0.00320975j -0.00163361+0.00285422j 0.0109065+0.0124817j -0.00350521-0.00455128j 0.00542741-0.00488117j -0.0107543+0.00256552j -0.00587705-0.000704384j -0.00220573+0.00376731j 0.00223242+0.00522075j 0.0142473-0.00116844j 0.0204328+0.0141347j -0.000650014+0.000281462j 0.000820863+0.00549521j -0.0124897-0.00771835j 0.00528627+0.0174176j -0.0128599+0.0202679j -0.00387759-0.0011697j 
0.0166117-0.0126028j 0.00533629+0.011017j 0.0129826-0.0137286j 0.0121344-0.00757523j 0.000598522+0.00310854j 0.00494823+0.00187091j 0.00708626-0.00255304j -0.00654204+0.00277701j -0.000866358+0.00117883j 0.00372235-0.00184609j 0.00396254-0.00104897j -0.00355733-2.63926e-05j -0.00460113-0.000751358j 0.00263764+0.00153201j -0.00457237+0.00182687j -0.045588+0.0157792j 0.00595145+0.00937499j 0.0373183-0.035383j 0.0164795-0.0193468j 0.0118651+0.00439555j -0.0195677-0.00274471j -0.0154791-0.00372436j 0.00293515-0.00676422j 0.00288448-0.0122746j 0.00272175-0.0019077j 0.0162994-0.0107739j 0.00102769+0.00277837j -0.00178603-0.0032055j 0.00312399-0.00144807j 4.75947e-05-0.000232733j -0.0126818+0.00260042j 0.00523052-0.00954414j -0.00123045-0.00414708j -0.00300733+0.00538026j -0.00446614+0.00505846j 0.00596748-0.00528408j -0.000678926-0.00558156j -0.0479609+0.015905j 0.000916463-0.0612206j 0.00688848+0.0317256j -0.0127277-0.0284153j -0.0107979-0.0174469j 0.0385589-0.0527048j -0.0130455+0.0111527j -0.0243237-0.0331651j -0.0228297+0.0161294j 0.028439-0.020702j -0.0179605-0.00384292j -0.0118583-0.011646j 0.0152351-0.0121803j 0.000370848+0.00516031j 0.00228469-0.0150096j 0.0249673-0.0148838j 0.00290527-0.00342533j 0.000539414+0.00114919j 0.00247713-0.0062781j 0.0154331-0.00570522j 0.00680688-0.0113201j 0.00861453+0.00539316j -0.00436804-0.00741416j -0.00623726-0.00236998j 0.00178762-0.00207491j 0.00182662-0.0059779j -0.000395736+0.00696727j 0.0130938-0.00989398j -7.17608e-05-0.00156373j 0.000628175-0.00041504j -0.00702347+0.00322562j -0.00390525-0.00170391j -0.00365936-0.00536201j -0.00097562+0.00107831j -0.00582835-0.00340849j 0.000235948+0.000669727j -0.00641193-0.00369048j -0.00366005+5.61759e-05j 0.00953014-0.00350357j 0.00953591-0.00969673j 0.00161813-0.0175533j -0.000980247+0.00573183j 0.000144018+0.00661093j -0.0255026+0.009194j 0.0151521+0.00222933j 0.00805541-0.00258812j 0.00869478-0.0132923j -0.00810125-0.00315768j -0.00192762-0.00107362j -0.0106145+0.00277035j 0.00270179+0.00119683j -0.000574092+0.0139535j -0.00765845-1.58265e-05j 0.00167194+0.00858317j -0.000857953-0.0145286j -0.0111528-0.00310667j -0.000295036+0.00246343j 0.0195221-0.00951475j 
0.00939054+0.0154253j 0.000255375+0.0239555j -0.00508577+0.0104677j -0.00725074+0.00189247j 3.13614e-05+0.00282237j -0.00105896+0.00530387j -0.00264006+0.00636478j 0.00103903-3.35927e-05j 0.00240669+0.000608177j 0.00180973+1.14699e-05j 0.000463487+0.00189292j 0.00238319-0.00451939j -0.00491525-0.00342931j 0.00014097+0.00718111j -0.00389241-0.000985864j -0.0166558-0.0347541j 0.00110394+0.0494427j -0.0156616+0.0362415j -0.0461118-0.00828173j 0.00103836+0.000769194j -0.0002018-0.0012142j 0.0148957-0.0191274j 0.0140445+0.00452133j 9.14333e-05+0.00425518j 0.000981038+0.00642803j -0.0112644+0.00126809j 0.0039567+0.0041726j -0.00287348+0.00161363j 0.00877913+0.00676167j 0.00442723-0.00119387j -0.000323206-0.00109468j -0.00172007+0.0108503j -0.0089191+0.0010519j -0.0181129-0.00507954j -0.00261377-0.0177488j 0.00663828+0.0123675j 0.00815349-0.0137681j -0.0204042-0.0305962j -0.00952873-0.0177918j 0.033031-0.038966j -0.0843337-0.0741155j 0.0665877+0.0502244j -0.0691761+0.0370229j 0.00299105-0.0178366j 0.0210799-0.0231793j -0.0196439-0.0241754j -0.0110658+0.00506212j -0.000984976-0.00858579j -0.01582+0.0202848j 0.0102456+0.00982103j -0.0122571+0.0147249j -0.0157251-0.00143794j -0.00126245+0.0214283j 0.00162322-0.00581368j -0.00661932-0.0189907j -0.0205535-0.00609408j -0.0194877-0.0238654j -0.00126623-0.00845008j 0.00156003-0.000646493j 0.0109496+0.000582931j 0.00472179-0.00179889j -0.00296124-0.0108614j -0.000869767-0.0128996j -0.00148549+0.00623394j -0.00634341+0.00407645j -0.00091003-0.00441178j 0.00097579-0.00439948j 0.0141242+0.00182727j -0.0030242+0.00230776j -0.00505604+0.00443128j -0.0027536-0.00313518j -0.00461646+0.00623424j 0.00265426+0.00840363j 0.00223809-0.00572787j -0.00116797+0.00790875j -0.0183116-0.00591002j -0.007649-0.00435639j -0.00803849+0.00239789j -0.00650971+0.00491037j 0.00469235-0.00375532j 0.0134904-0.00508482j -0.00295333-0.00178023j -0.00495077-0.0166721j 0.00121664+0.00217421j -0.00476831+0.0049204j -0.00460386+0.0013932j 0.0135623-0.0101478j -0.00917372-0.0155351j 0.0209025-0.0127294j -0.00591751+0.00650198j -0.00428827-1.42133e-05j -0.00827737+0.0142324j -0.0138078+0.0015549j 0.00332432-0.00959155j 0.0182409+0.0229333j 
-0.0134263-0.0397803j 0.00250942-0.0150716j 0.00577222-0.0105353j 0.00271799+0.00503551j 0.00460248-0.000670268j 0.00698695-0.0127448j 0.00532286-0.00153386j 0.00442023+0.00554299j -0.00523407-0.00456785j -0.00938139+0.000384241j 0.00256427-0.00282587j -0.00496304+0.00776209j 0.00728989+0.00617281j 0.00681879-0.00789352j 0.00401792+0.00687275j 0.039771+0.0579469j 0.0264407-0.0256481j 0.0114921-0.0157681j -0.0192857+0.0181147j 0.00745116+0.0195279j 0.00386966-0.0012298j -0.016312+0.00989391j -0.00131951+1.58248e-05j 0.000626088+0.00234663j -0.00768673-0.0143551j 0.00795745-0.001226j -0.00609417-0.00265941j 0.00839068+0.00342144j -0.00914046+0.00167924j -0.000565289-0.00291723j -0.00331331+0.00349674j -0.00288592-0.0155925j 0.00290767-0.0026044j 0.0182758+0.00837752j 0.00516129+0.0101403j -0.00892631-0.0126254j -0.0051157+0.00052538j 0.0213889+0.0441512j -0.059031-0.023252j -0.0209364+0.0169111j -0.0312295+0.00708139j -0.00366803+0.0578093j 0.00376537+0.0153746j -0.0275168-0.0437293j -0.0277951+0.0559397j 0.0143229-0.0157115j -0.0114984+0.027044j -0.0337341-0.021769j 0.00857669-0.0217013j -0.00481744+0.00262175j 0.000935432-0.00566305j -9.1712e-05-0.00484304j 0.0187954+0.00716567j 0.00360616+0.0189626j 0.00697271+0.0121321j -0.00353389-0.0110034j 0.022322-0.00812386j 0.0113338-0.00335765j 0.0114017+0.00242158j -0.0181074-0.0148767j 0.003346-0.0019133j 0.0107733-0.00233702j 0.0199295+0.0206592j 0.0141089-0.00445007j -0.00793381-0.00263217j -0.0117995-9.48355e-05j -0.00435908+0.00644462j -0.00351325+0.00129016j -0.000657344-0.00393792j -0.00719409-0.0118374j 0.000196569+0.00552918j -0.00291977-0.00348216j -0.00598056-0.00377098j 0.00418731+0.00132903j -0.0162978-0.00355944j 0.0131223+0.00625415j -0.0082592+0.00317716j 0.00275477+0.00452481j 0.00917977+0.00456137j 0.00672792+0.00872388j -0.0212076+0.00456828j -0.00303433+0.0136907j 0.0146987+0.00730431j 0.000720502+0.00749534j -0.00243983+0.00314807j 0.0171338+0.016333j 0.00107029-0.000554742j 0.0189912-0.00400285j -0.0108138+0.021735j -0.0071089+0.0188461j 0.00823365+0.00920753j 0.013729-0.0168666j 0.0194746-0.00655267j 0.020974+0.0122337j -0.00949659-0.000509212j 
-0.00462667-0.0207882j 0.0135258+0.0319269j 0.000221672-0.00314102j 0.00102021+0.00675793j 0.0111917-0.00992011j -0.00370061-0.00241797j -0.000463244-0.00228166j 0.00602413+0.0039161j -0.0013276+0.00687439j 0.000757984-0.00369859j 0.00157278-0.00463431j -0.00331346-0.00140086j -0.00536946+0.00308352j 0.00220389+0.0075444j -0.00687984+0.00376288j -0.0203132+0.0209295j 0.0301232+0.0412007j -0.0131169+0.00407755j 0.0113925+0.0234986j 0.0245956-0.0173078j 0.0183705-0.00597765j 0.00107797+0.0135822j 0.00299442+0.00431755j 0.00789021+0.0116105j -0.0127231+0.00141556j -0.00384281-0.0124502j -0.00187397+0.00828649j 0.000811241-0.00718244j -0.00696603-0.00116041j -0.00299285-0.0037769j -0.000699231+0.00740731j -0.00222217+0.00111337j 0.00273276-0.00331887j 0.00435601+0.000217949j -0.0035311-0.0068491j 0.00133796+0.00493029j -0.00610785-0.00336978j -0.0331257-0.0150601j -0.0178366-0.0162805j 0.0270058-0.0313988j -0.0131799+0.0364978j 0.00564102+0.00264717j 0.0330904-0.0165834j -0.0174922+0.0223252j 0.045374+0.018301j 0.0331061-0.019472j 0.0323991+0.0170945j -0.0255375+0.0257357j -0.0185275-0.0037276j -0.00664578+0.00154243j 0.0184217-0.00580375j -0.00251182+0.00469866j 0.00580878-0.00502515j 0.0227739-0.00123018j 0.00405237+0.00344644j -0.00449939+0.00954432j -0.00778799-0.0163001j 0.0012361-0.0145969j -0.000468507-0.00832745j -0.0139442+0.00817591j -0.0031406-0.0105686j -0.00816322+0.00634997j 0.0177704-0.0145984j -0.00331123-0.00429164j -0.00058785+0.00595616j -0.00192668+0.014661j 0.00267994+0.0064029j 0.00145032-0.000160671j -0.0129738+0.00196554j -0.0156759+0.00706014j 0.0114447+0.002534j 0.00489118+0.00654072j -0.00783361+0.00190376j -0.00514114-0.00364864j 0.00257365+0.0154046j 0.00759049-0.0104757j -0.00323802+0.00352037j 0.00244723+0.00349424j 0.00759878-0.00651295j -0.000207755-0.0164324j 0.00615394+0.015894j 0.0130564+0.00969769j -0.00707734-0.0185682j -0.0021635-0.00242291j 0.00846971+0.0116414j 0.00483308-0.0183184j 0.00201006-0.0130681j -0.0107592-0.00930047j 0.00565568+0.024165j 0.00636567+0.00882309j 0.0099052-0.0229581j 0.00858618-0.0199888j -0.00875691+0.0120027j -0.00310157+0.00207164j 0.0163906+0.00567945j 
0.0170745+0.0253544j -0.0236513-0.00179311j 0.000343105+0.00171427j -0.00272121-0.000904981j 0.00423647+0.0118747j 0.00535009-0.00129142j 0.0026486+0.0013362j 0.00149801+0.00265458j -0.00373764-0.00390235j 0.00248187+0.00637594j 0.00542834+0.00110874j 0.00387498+0.00151634j -0.00432629-0.00740539j 0.00274588+0.00146664j -0.00324867-0.00248189j -0.0379783-0.0773915j -0.038228+0.00503718j -0.0295646-0.00267212j -0.0182067+0.0118619j -0.0101174+0.0119641j 0.0132558+0.0231449j -0.00879604-0.0129416j 0.0161348+0.00314575j -0.00643944+0.00602653j 0.00383713-0.00396343j 0.000295835-0.00342032j -0.00105165-0.00487272j 0.00317585-0.00400145j 0.0123895+0.00658077j 0.0123417-0.00225936j -0.0145962-0.00454336j 0.00259511+0.00526788j -0.00922803+0.00661669j -0.024805-0.00747932j -0.00140591-0.0132191j 0.00173897+0.0159837j 0.00922122-0.00575659j 0.0234289-0.0679747j 0.0650813+0.0615653j 0.0301378+0.0127501j -0.013543+0.0249156j -0.0453467-0.0217754j -0.0399743+0.0058772j 0.0487528+0.0227874j -0.0130366-0.0050555j 0.0151881+0.0597894j -0.0183557+0.00137846j -0.00960815-3.06323e-05j -0.0131838-0.00525122j 0.0157099+0.00379739j -0.0161573+0.0197707j -0.0269105+0.000474926j 0.00396773-0.00273458j 0.000245726-0.000969423j -0.0190435+0.00794592j -0.0218268+0.00709668j -0.0231568+0.000536569j 0.00370878-0.0112661j 0.00463353-0.00358845j -0.00638597-0.0171863j 0.00796792-0.0125898j -0.00227547-0.0123837j -0.00844989+0.000241324j 0.0121617+0.000229013j -0.00561887+0.0104455j -0.00892215-0.00654217j -0.00479942-0.00651424j 0.0104922-0.00892579j 0.00488328-0.00466751j -0.00357878-0.00155271j -0.00183536-0.000899395j -9.37015e-05+0.00806286j 0.00116784+0.0048031j 0.00719532-0.0127691j -0.00325669+0.00678768j -0.00142195+0.00593j -0.00422096-0.000840936j -0.00282031+0.00577873j -0.00630238+0.0205214j 0.0125955+0.00294396j -0.00170218-0.0121032j 0.000191733+0.00425833j -0.00118498-0.00768571j 0.00912449+0.0038488j -0.00941238+0.00975281j -0.0011036+0.0147762j -0.0020189-0.0251892j -0.0195218-0.00144709j 0.0117397-0.028803j -0.00952796+0.0165099j -0.00227642+0.003715j -0.00776388-0.00221675j -0.0144279-0.0146405j -0.0131913-0.0142706j 0.0374842-0.0131861j 
0.0271631-0.0166475j 0.0313658+0.0375223j 0.00547033-0.00821722j 0.00645385+0.00388722j -0.000922582-0.00135925j 0.00838164+0.00348561j 0.00485992+0.00643951j -0.00613673+0.00362793j 0.00416972-0.00139774j -0.00894125-0.00656316j -0.000926522+0.00322971j -0.00842421-0.000298211j 0.00413999+0.00401689j 0.00402866+0.00108208j 0.00376053+0.00245682j -0.0503333+0.03236j 0.0720012+0.0983573j 0.0110707-0.0490674j 0.00770485+0.00303347j -0.00119907-0.0184906j -0.000477146-0.00578983j -0.00887777-0.0187905j -0.0149317+0.0170896j -0.00035283+0.0085431j -0.00196915-0.0124187j -0.00693462-0.0108125j 0.00668562+0.00809826j 0.00237283+0.00760017j -0.0240106-0.00084215j -0.00401054+0.00834171j 0.00387332-0.00727887j 0.0122881-0.010889j 0.00126622-0.0156921j 0.0141049+0.00380417j -0.0107488-0.00182421j -0.000448882-0.00274461j -0.00495333-0.0108687j -0.0874084-0.0727432j 0.00886016-0.0848367j -0.0264612+0.0356109j -0.0221615+0.0217594j 0.0174417-0.0244174j 0.0106091-0.0509255j -0.0583869+0.0599938j 0.0171014-0.0255705j -0.0324446+0.0203779j 0.00325045-0.00101444j -0.00660653-0.00658341j -0.0144153-0.0179091j -0.00371663+0.00674539j -0.0123266-0.0163009j -0.00113731-0.0117921j 0.0119336+0.00206567j 0.00618782+0.0107327j -0.0147242-0.0119455j -0.0114488-0.0135797j -0.00600494-0.0265453j 0.0192593-0.00146749j 0.00193071+0.00911325j 0.0141934-0.00227743j 0.00825374+0.0168832j 0.00737458-0.00193711j 0.0063929-0.00321033j -0.000635199+0.00862841j -0.0140413-0.00214656j 0.00559193+0.00203588j 0.0106647+0.0018112j 0.00978682+0.0118236j 0.00782244+0.00486217j -0.000763156-0.00841282j 0.00477373-0.00415572j -0.0098351+0.00405557j -0.00286185+0.0067698j 0.0134855+0.00869516j -0.00408675-0.00351974j 0.00211249-0.00843137j -0.00140619-0.00888367j -0.0119229-0.0159271j -0.0161593-0.0135828j 4.33861e-05+0.00569318j 0.0162396+0.0153953j 0.00275125+0.00370659j 0.00821302-0.00168664j -0.0102914-0.00693926j 0.000357674-0.0105725j 0.00214673-0.00950914j 0.0228098-0.000180238j -0.0124058-0.0336888j 0.00815625+0.0234269j 0.0039741-0.00293857j -0.000930788+0.00533938j 0.0128991-0.00513937j 0.0058663-0.0117706j 0.0414919-0.0199508j 0.0124744+0.00934777j 
