0.0621754+0.146303j -0.189578-0.118202j -0.0829768-0.1891j 0.0256262-0.26257j 0.0548115+0.0170272j -0.0870015-0.133042j 0.0470222-0.0694939j 0.0866316+0.0413662j -0.182383+0.00679727j 0.209068+0.167643j 0.159256-0.197262j 0.0563469-0.0392938j -0.0908528-0.200359j 0.275329+0.0667986j 0.0784792-0.0173016j -0.043158-0.00735799j 0.0622434+0.104591j -0.0049692+0.0456194j 0.00677318-0.0483496j 0.03318-0.0368104j 0.00704032+0.0368054j -0.0518056+0.00557409j -0.0181295+0.013357j -0.00693768+0.0191199j -0.0218454-0.029685j 0.016366-0.0288288j 0.0454616+0.0203788j 0.0253564-0.0417411j 0.0312654-0.00311898j 0.00789936-0.00594613j -0.0909177-0.00935253j -0.00822729-0.0199297j -0.00412378+0.0710912j -0.0605976-0.020536j -0.0131104-0.0344929j 0.0448077+0.0129539j -0.0358653-0.0435185j -0.010331+0.0122933j -0.0286735-0.021016j -0.0275476-0.0285612j 0.0105597-0.00184512j -0.00161812+0.0051611j -0.0104244+0.0183247j -0.0110432+0.0207451j -0.0223105+0.00841878j -0.0104134+0.013187j 0.00531609+0.00400172j -0.00415512-0.0117151j -0.0112327+0.00645843j -0.0146644+0.00309526j -0.0419679+0.000851645j -0.000633922+0.00436492j -0.00100689-0.00246809j 0.0085534+0.00410799j 0.017036-0.00530971j -0.00141215-0.0116002j -0.019944-0.00252155j -0.02067-0.00272927j 0.0157892-0.000215533j 0.0220538+0.00410892j 0.00694923+0.00192343j -0.00142897-0.00335762j 0.0219501+0.00331669j -0.0108367+0.00751541j -0.0107999+0.00997239j 0.0159692+0.0103821j 0.00621432+0.00280926j -0.017452-0.0102703j 0.00330797+0.00116005j 0.00422053-0.0159649j -0.0253667+0.00492643j 0.00709465+0.0200322j 0.011348+0.00610693j -0.0003194-0.0150214j -0.0402244-0.0228937j -0.00528034+0.00115599j 0.00506443-0.0271314j 0.00381843-0.0357997j 0.00979718+0.0167644j 0.0163926-0.0127956j -0.0261771+0.0151909j -0.00481471+0.0161114j 0.0266788-0.0174498j -0.0288279-0.0106107j 0.00728758-0.00205492j -0.022201+0.0168287j -0.017098-0.0545196j -0.0617339-0.00432738j -0.00349276-0.00986764j 0.0127318-0.0320888j 0.00154278+0.0172927j -0.00545474-0.00291145j -0.0572808-0.0466896j 0.014911+0.00134338j 0.0515101+0.0656116j 
-0.0038597+0.00681877j -0.00205927-0.00978827j -0.0038873-0.00130652j -0.000153293-0.00597321j -0.0045514+0.00265849j 0.00124623+0.00191384j -0.00283478-0.00311771j -0.00269963-0.00068622j 0.000206188-0.00287875j -0.0035974-0.00299152j -0.00268785+6.22289e-05j 0.000125094+0.00312455j 0.00836476-0.0101858j -0.00057067-0.00170412j -0.000820472-0.00366757j 0.0116566-0.0147752j -0.00131943-0.0126734j -0.0138947+0.00112008j 0.00377527+0.00200061j -0.00931536+0.00234136j -0.00986049+0.00535147j 0.00349483-0.000795476j -0.00928488-0.0104884j -0.0100205-0.00711831j 0.00311928+0.00229257j 0.00122262+0.000360691j 0.00575112+0.00341596j 0.00569279+0.0052576j 0.00464603-0.00578007j -0.0010364+0.000576395j -0.00850141+0.00284348j 0.00269557+0.0182844j 0.00547126+0.00544122j 0.00513997+0.00615905j 0.00416909+0.0121676j -0.0114695-0.0054695j -0.0150957+0.0103987j 0.0229668-0.00583432j -0.00656879+0.0383289j -0.00364187+0.00939652j 0.0132699+0.0121009j -0.0114418+0.0226721j -0.0460183-0.00446362j 0.0145778-0.000232003j -0.00445365-0.00352571j -0.045802+0.00723361j -0.0307112-0.0107461j -0.0127412+0.010841j -0.0117656-0.00600164j 0.00013867-0.00584352j -0.0129423+0.00497529j -0.0128727+0.0143186j -0.00453516-0.0156263j -0.0209661-0.00493694j -0.0189753-0.0182419j 0.0151524+0.0348788j 0.0128385+0.00803607j -0.00993692-0.0146804j -0.0226906-0.00964231j -0.00444678+0.00389125j 0.0250675+0.0290427j 0.00255789-0.0213945j 0.0111963+0.0369914j -0.0216063+0.000389714j 0.0208719+0.00871325j 0.0297525-0.00968931j -0.00970055-0.0240025j -0.0246559+0.00358069j -0.00795366-0.00938914j 0.00348214-0.0321922j -0.00921071-0.020124j 0.0204384-0.0168856j 0.00522259+0.00314503j 0.00282231+0.0343189j -0.028987+0.0704973j 0.0367511+0.0232786j 0.0266126+0.00386712j -0.0124063+0.0140837j 0.0107709+0.0327374j 0.0126452-0.00519631j -0.0164577-0.0382021j -0.00977355-0.0343666j -0.00444167+0.0462103j 0.0126532-0.0211965j -0.00169508+0.0095333j 0.00577384+0.00602809j 0.0177331+0.0306547j -0.017802+0.0234511j 0.0215147-0.00430919j 0.00711521-0.0236943j 0.0204843+0.0026895j -0.0165404+0.0157141j -0.00374333-0.0123708j -0.0169364-0.00130361j -0.00622587+0.00620858j 
-0.000438497-0.00188914j 0.0104338+0.00301408j 0.00154084-0.00243057j 0.00101117-0.0100473j -0.00522212-0.000150072j -0.000157414+0.00812364j -0.00404747-0.000734414j -0.000573328+0.00580515j 0.00587009+0.00267794j -0.0031893-0.00409369j -0.00159691+0.00445181j -0.000332734-0.000867043j -0.00310765-0.0125282j -0.00124137+0.00470965j 0.000294008+0.00455869j -0.00658746+0.00804146j 0.0232486-0.000774276j 0.0139203+0.00476059j -5.08643e-06-0.00690626j -0.00878685-0.0222068j -0.0113001-0.00220724j -0.00242088+0.00134328j -0.00419024-0.00343334j -0.000638254-0.00593844j -0.000412734-0.00104789j -0.00534059-0.0141217j 0.00555224+0.0167195j -0.00677261+0.0103178j -0.013511-0.00348183j -0.00429118-0.000592312j -0.0200931-0.0106165j 0.00737636+0.00572103j 0.00966444-0.00676229j 0.00895777+0.000563629j 0.000291223+0.00420753j 0.0217449-0.0153257j -0.00832005-0.0188832j -0.00433046+0.008697j 0.00765917+0.0073384j -0.0137935-0.00859417j 0.00368969-0.0140605j 0.00428378+0.011772j 0.00592973+0.00101927j -0.00209601+0.00146506j 0.0133317-0.014954j -0.0220665+0.00131587j -0.00132218+0.000556201j -0.00482638+0.0038145j 0.00442514+0.0108618j 0.00548834+0.0111234j -0.0407393-0.0145781j 0.0161071-0.00156064j 0.00849618-0.00341636j 0.00945847+0.00423345j 0.00174879+0.00909608j 0.00156559-0.0173727j -0.000913929+0.00821339j -0.0271207+0.000675097j 0.0200671-0.016851j 0.0190689+0.022552j -0.00750517-0.00726334j 0.00566293+0.00761287j 0.0143769+0.0021938j -0.00127276-0.0357134j 0.000249079-0.0205735j -0.00214846+0.00398615j -0.00752768-0.0109307j -0.0284394+0.0407611j 0.00567698+0.00535319j -0.00161728-0.0207927j -0.0133637+0.0061462j -0.0205928-0.0033057j 0.00905104+0.00153326j 0.0243121+0.00194824j 0.0101897-0.00784597j -0.0165726-0.00313599j -0.00293245+0.0274581j 0.0248468-0.0386874j 0.0129425-0.021455j 0.00377937-0.00557533j -0.0210162+0.0175743j 0.00360514-0.0301609j 0.0121579-0.0165639j 0.00629857-0.00262966j 0.0156089-0.00447873j 0.0167004-0.00788127j 0.00797097-0.00534877j -0.00665208-0.0291704j -0.0422992-0.0110487j 0.0100277-0.0107547j 0.0164438+0.0121213j 0.0119401+0.0496394j -0.0321893+0.00903128j 0.00196797+0.00369625j -0.00323455+0.0027299j 
0.00703694+0.00265793j -0.00422723-0.00546322j 0.00113445+0.00175625j -0.00614484+0.00222294j 0.00126176+0.0051213j 0.0106233-0.0056556j -0.00576045+0.00427063j 0.00565126-0.00397019j -0.000887875-0.00603023j -0.00835693+0.00376162j 0.00521435-0.00258593j 0.0035427+0.00539135j -0.00550223-0.00459817j 0.00157652-0.00836675j 0.0120803-0.00310612j -0.0070746+0.00623477j -0.00487433+0.00139321j 0.00364518+0.0138651j -0.0102541-0.00550117j -0.00570456+0.00384994j 0.0136476+0.0044788j -0.0110019-0.00338765j 0.00473877+0.00750506j -0.00409532-0.00129964j -0.00500387-0.0101285j -0.00915887+0.00826866j -0.00955031+0.00609245j 0.0021419+0.00414775j 0.00968834+0.0219528j 0.00395968+0.0112599j 0.00315343-0.0142792j -0.0129451+0.00471905j 0.0141677+0.0163692j 2.55233e-06-0.00765802j 0.0170633-0.00489471j 0.0197051+0.00475231j 0.00414906-0.0204575j 0.0116387+0.00703112j -0.00956145-0.00494069j -0.014596+0.00103348j -0.00276031+0.00464789j -0.0120382+0.0132069j -0.00551861+0.00153053j -0.018043-0.00419085j -0.00832501+0.009902j 0.0238417-0.00247867j 0.00060172+0.0065711j -0.00821111-0.000680518j 0.00553188+0.000326684j 0.00555984+0.00291835j -0.0102852+0.00283109j -0.0110412-0.00910375j 0.0228879+0.00240883j -0.0219724-0.00505204j 0.00396288-0.00501494j -0.011237-0.02084j 0.0124096+0.00491195j 0.0138776+0.00795746j -0.00391877-0.0103831j -0.00618581-0.0114476j -0.0107886+0.00955653j -0.00675739+0.000241988j 0.00529962-0.00737472j -0.00323205-0.00687792j 0.00736159+0.012089j 0.00112732-0.00685425j -0.0265671+0.000992902j 0.0227622-0.0105118j 0.0121463+0.0430603j -0.00808823-0.00769438j -0.0165123+0.0374754j -0.0033179-0.010386j -1.95067e-05+0.0155945j 0.0418322+0.00998115j 0.00307814-0.0198233j -0.00608122-0.00591836j -0.00159208+0.0025111j -0.0114122-0.017078j 0.0267185+0.000341903j -0.00704728+0.0263503j 0.0046828-0.0194873j 0.00401243+0.0116501j -0.0148064+0.0146594j -0.00290358-0.00760891j -0.00582658+0.00862958j 0.00442314-0.0121275j -0.00490576-0.0166293j -0.0049913+0.0287475j -0.00618241+0.00137225j 0.0400075+0.00222545j -0.00306149+0.035661j -0.00829132+0.00666298j -0.00428093-0.00904227j 0.0157105+0.00573491j 0.0122136+0.00136234j 
-0.0151426-0.0158505j -0.00182423+0.00156335j 0.00207212-0.00903646j 0.00288057-0.0010727j 0.00151355-0.00850526j 0.000616396+0.00393654j 0.00277832-0.00186523j 0.00295812+0.0134599j -0.00230285+0.00412811j -0.00850674-0.000795357j -0.0018735+0.00553548j -0.00958631-0.00121239j -0.0135084+0.00320997j 0.000517131-0.00297963j -0.01034+0.0123189j -0.000342542+0.00236326j -0.00169468+6.63805e-05j 0.0125138-0.00350025j -0.000158856+0.00175676j 0.00177098+0.00307456j 0.000245418-0.00257338j -0.00391749+0.00414145j 0.000975475+0.00359203j 0.00127882+0.0025709j 0.00351272+0.000221322j -1.85053e-05+0.00210672j -0.00815578+0.00922845j 0.00802828+0.00520085j -0.0117281+0.0081585j -0.00517736+0.00557289j -0.00413261+0.0109624j -0.00135821+0.00192018j 0.000171921+0.00929836j 0.00632467+0.00777626j 0.00273199+0.00545118j 0.00829195-0.00896021j 0.0033043-0.00698717j 0.015475+0.00274027j -0.00508757+0.0080538j -0.00827327-0.000861955j 0.00316945-0.00360322j -0.00653405+0.0122899j -0.00825077-0.00236136j -0.01887+0.00326755j 0.00867362+0.0116556j -0.00306186+0.00584975j -0.00202228+0.00432512j 0.000791313+0.0104982j 0.00130574+0.00209688j 0.000701983+0.00274147j -0.000834459+0.00729531j -0.00062936+0.00184338j -0.00651809+0.00496338j -0.00912321+0.000481721j 0.00203324-0.0124491j 0.010464-0.0120172j 0.0109827-0.00312164j 0.014582+0.00772105j -0.00632331-0.00690396j -0.00666339-0.0046488j 0.0135824-0.000512506j 0.00259922+0.00888176j -0.000821495-0.020433j -0.0055718-0.00997791j 0.0167548+0.0110198j 0.00549024+0.012006j -0.0178591+0.00693371j -0.00150581-0.0184041j -0.00681197+0.0157667j 0.000512056-0.0120755j -0.00124445+0.0108612j 0.0315387-0.005144j 0.0114589-0.0129524j 0.0106458-0.00642069j -0.00379829+0.0101491j 0.0132445-0.000116045j -0.0106926-0.0206774j -0.0196561+0.0212623j 0.0144418+0.0160263j -0.00734181+0.00566921j 0.00622346-0.0386394j -1.65205e-05+0.0049758j 0.00793742+0.0423314j 0.0116623-0.0178829j 0.00332433-0.0138549j 0.00629843-0.0112368j 0.015268+0.0116308j 0.000211064+0.0228398j 0.0127513+0.00156925j 0.00439729+0.0100216j -0.00433052+0.00748777j 0.00435034-0.00626818j -0.000801658+0.0055118j -0.00464518+0.0146229j 0.0131498+0.00238034j 
0.00388464-0.00583696j -0.00300081+0.00103915j 0.00393377-0.0103565j 0.0065735-0.0013255j -0.00306576-0.0065107j 0.00185899-0.00169455j 0.00721376-0.00432351j 0.00164647+0.00137361j -0.00050593-0.000532217j -0.00131695-0.00157546j 0.00333988-0.00317067j -0.0152236+0.00813725j 0.00998159+0.0115353j 0.00371431-0.0129169j 0.0073209-0.00447371j -0.00443311-0.00502114j 0.00772969+0.010934j 0.0012884-0.0145567j 0.00334739-0.000904402j -0.00107269-0.00469188j -0.00611665+0.00235959j -0.00327293+0.00287634j -0.00365403-0.000433847j 0.00229866+0.00137806j 0.00167766+0.00630265j -0.00242453-0.00149518j 0.000158963+0.00338658j -0.00332372+0.00294033j -0.0097163-0.0112755j -0.000884255+0.00250715j -0.00980538-0.00283347j -0.0035206-0.00207315j -0.00256747-0.00317595j 0.00173059+0.0127085j -0.0202313+0.00753071j -0.00283017-0.00319917j 0.00186933+0.0104981j -0.00679578-0.00490642j 0.00854277-0.000895059j 0.000568015-0.00542216j 0.00095113+0.000745425j 0.00338979-0.0118691j 0.000896286-0.00643919j 0.00583322-0.00396375j 0.00293709+0.00358764j -0.00767902+0.000405468j 0.00815532-0.00567414j -0.00343816+0.000872939j -0.00909687+0.00708924j -0.00825456+0.00225603j -0.00600183-0.00170499j 0.00344213+0.00379526j -0.00889726+0.00599998j 0.00312963-0.00638686j -0.00200984+0.00403947j 0.00657978+0.015402j 0.000957375+0.00381865j -0.00240997-0.0166682j 0.00115639-0.000574849j 0.00237087-0.00421442j -0.000242815-0.00620036j 0.0123623+0.00953613j 0.0018284+0.00290996j 0.000964154-0.0010999j -0.00459426-0.00540814j -0.00534304+0.00427531j -0.00159964+0.00427315j -0.0061797+0.0158315j -0.00580859+0.0107916j -0.00195159-0.00241103j 0.0139007-0.0048921j -0.0107498+0.00717262j -0.00197872-0.00492622j -0.00351979-0.00842251j 0.00250061+0.0116981j -0.00161057+0.00213219j 0.00897707-0.0121205j 0.00250242-0.0135631j -0.00863991-0.00548154j 0.00793769+0.0111354j 0.00434528+0.0139138j 0.0164022-0.00748121j 0.00424465+0.000825596j -0.00591965+0.0161585j -0.00174316+0.00224728j -0.000142758-0.01347j -0.00882967-9.88488e-05j -0.00298593+0.00291812j 0.00829686+0.00170717j 0.00229123+0.00268359j -0.00142329+0.0121514j -0.00212336-0.00161124j 0.00296416-0.0120993j 0.00605847-0.00337934j 0.000483417-0.0121214j 
0.00560903+0.00213166j -0.000757542-0.001228j 0.00173818-0.00239258j -0.000592134-0.00074626j 0.00137953-0.000333515j 0.00520136+0.00305153j -0.000951986-0.00128921j -0.00132281+0.0012032j 0.00180087-0.00484569j 0.000711874-0.00220878j 0.00656764-0.00221215j -0.00470175-0.000526799j -0.00392771+0.00138333j 0.00181207-0.0102515j 0.00721481+0.00148016j -0.0204189-0.00948705j -0.0066661+0.00406518j -0.0047915-0.00833599j 0.00344484-0.00711223j -0.00231474-0.00459923j 5.86346e-05+0.0123543j 0.00104484-0.00215838j -0.00654803-0.000839118j -0.0118088+0.000990405j 0.022336+0.00678053j 0.00349079-0.00737002j -0.0076924-0.000665921j -0.0138796+0.0195726j -0.00503659+0.00569936j -0.0100783-0.00791207j -0.0203651-0.00620201j 0.00647025+0.0129412j 0.00673001-0.002662j 0.0074181+0.00727226j 0.00503059+0.0118403j 0.00386407+0.000114704j -0.00996975-0.00759596j 0.0012839-0.0134449j 0.00864606+0.0053219j 0.00727241+0.0149472j -0.0016634+0.0117134j -0.00269246-0.00428513j -0.01482-0.0126767j 0.0176991-0.000552988j -0.0170966+0.0169122j -0.0104733+0.00691876j -0.00456084-0.00545059j -0.00527737-0.000904208j -0.012586+0.00403732j -0.0190304-0.00623432j 0.00520559+0.0140377j -0.0176189+0.0064931j -0.0194605+0.0121041j -0.00567673-0.011581j -0.0277088-0.00125181j 0.0146394+0.0279757j -0.00320091+0.00832678j 0.0168774-0.0205099j -0.0108682+0.0131742j -0.00703216-0.0132887j 0.00433316+0.0011315j 0.00329947+0.0116295j -0.00843892+0.0335485j -0.00780869+0.0116647j -0.00394789-0.0236142j -0.00708115-0.0218069j -0.00223753+0.0138082j 0.0165357+0.00973493j 0.00490158+0.0334967j -0.00589009+0.00754233j 0.0336714+0.00686319j -0.0283973+0.0170355j -0.0111556+0.0192255j 0.0165628-0.0109449j -0.0172906+0.0279004j 0.0035289+0.0222087j 0.00985453-0.0109477j 0.0103815+0.0125388j -0.021006-0.00225593j -0.00798543+0.0382217j 0.0144274+0.0286621j 0.0261679-0.0151415j 0.00733823-0.0100123j -0.0134814+0.0231534j -0.0176468+0.000120493j -0.0101066-0.00172767j -0.020735-0.0104227j 0.00567209+0.0233665j 0.0155996-0.00688598j 0.00479841-0.00230533j 0.00372901-0.00159878j -0.0297624-0.00840479j 0.00789088-0.0328198j 0.00700258-0.00455244j 0.00551051-0.0131225j 
-0.00424211+0.00397845j -0.00986617-0.0127329j -0.00586376+0.00080299j -0.00683872+0.00228959j 0.00347563+0.00426071j 0.00492368-0.00276747j -0.000997075+0.00252454j 0.00414115-0.000397022j -0.00176051-0.00193208j -0.00551039+0.00917929j -0.000485785-0.00127223j 0.000572144+0.00673282j -0.0108541+0.00302297j 0.00368556+0.000424822j -0.00782874-0.00311416j -0.00620015-0.0173513j -0.00952328-0.0183034j -0.0139338+0.00860991j -0.00243567-0.0105391j -0.00727234+0.00989749j 0.00883271+0.00782318j -0.00835245-0.0113138j -0.00182157-0.000371564j -0.00868639-0.00201826j -0.00654459+0.00465542j 0.00232595+0.0156891j -0.00720997-0.0111335j 0.000681809-0.00550636j 0.0109772+0.0133627j 0.000559682-0.00533518j 0.0069541-0.00217595j 0.00740733-0.00115355j 0.0123118+0.00649527j -0.0079094+0.012125j -0.0130319-0.0119284j -0.015381+0.0287605j 0.0159107+0.00870296j 0.00578084+0.00804485j -0.0102417+0.0336102j 0.0048867+0.00188547j 0.00207194-0.00318779j -0.0099639+0.0382452j -0.0172972-0.00329944j 0.0127485+0.0107158j -0.00604452-0.013055j -0.0341065+0.0135135j -0.0107667-0.00204559j -0.00293766+0.0159032j 0.00769118-0.00266396j -0.0257104-0.00346869j -0.00921293+0.0149214j -0.0319814+0.0099405j 0.00821097-0.012469j -0.0159963-0.00680462j -0.00992536+0.00871811j 0.0144+0.0141111j -0.00261869+0.0154559j 0.00140175+0.00680056j -0.0128149+0.00750905j -0.0314379-0.00575828j -0.00091791+0.00781056j -0.00901732-0.00967623j 0.00592931+0.0274092j 0.01537+0.018158j 0.00518975-0.0149659j 0.000560751-0.0140489j -0.011941+0.00638774j -0.0086364+0.0258146j 0.00223431+0.00427541j -0.0158822+0.00904026j -0.00961298+0.0168161j -0.0118197+0.00378354j -0.0294691+0.00410243j -0.00603361+0.0205075j -0.013569+0.0245045j -0.00862757+0.0439496j 0.0047588+0.00429149j 0.0246041-0.00562325j 0.010087+0.0298771j 0.00658128+0.0362654j -0.0259301+0.0198344j -0.0102577-0.0221591j 0.00273635+0.00808636j 0.00527723-0.0116523j 0.0194007-0.0026594j 0.000100426+0.0219748j 0.00580929+0.00734786j 0.0126786+0.012895j -0.0165187-0.0119079j 0.00957527+0.0275051j -0.0269017-0.00241154j -0.0335707+0.0251393j -0.0304929-0.00966411j -0.0200255-0.00609985j 0.00769902+0.0126572j 
0.00318396+0.00269358j 0.00532454+0.00360953j -0.000756265-0.00408297j 0.00170759-0.000609045j 4.64284e-05+0.00534644j -0.000489048-0.00262778j 0.00129874+0.0011388j -0.00677567-0.00764655j 0.00138648-0.00125312j 0.00861734-0.00112506j 0.00389092-0.00804234j -0.000324229-0.00294937j 0.000780374+0.00946635j -0.00225007-0.00204406j 0.0154287-0.00476594j 0.0106001-0.00839729j -0.00983599+0.0022948j -0.0103475-0.019053j -0.00268125-0.00934182j -0.00165197-0.0128019j -0.0136691+0.00824127j 0.00030387+0.00121629j 0.00361516+0.000251094j 0.00282745+0.0018349j 0.00618435+0.00446305j 0.003122-0.0111608j -0.00532981+0.000247898j 0.00439638+0.00493836j -0.00821411-0.00375666j -0.011633+0.00710675j -0.00878809+0.00405725j 0.0122771-0.0105441j 0.000877538-0.00394016j 0.0108288+0.0125608j -0.00779185-0.00364988j -0.00443366+0.00740813j 0.00867641+0.00745947j 0.0104669-0.00871895j 0.000180483+0.02186j 0.0188783-0.0182068j -0.00573206-0.0115782j -0.00880397-0.0014914j -0.00846197-0.00237375j 0.00384581+0.0167989j 0.0337345-0.0111406j -0.0215765+0.0116333j 0.0107971-0.00828345j -0.00783497+0.00320072j -0.00390968-0.0081925j -0.00233264-0.00118495j 0.00941817+0.00722866j 0.00419885-0.000937413j 0.0033227-0.00274613j -0.00821703+0.000273259j -0.0183791+0.0114247j 0.027236-0.00196083j 4.80211e-05+0.00101641j 0.0105511+0.00184367j -0.00388121+0.00224292j -0.0205834+0.000439468j 0.0210493-0.016843j 0.0123547+0.0181757j -0.00414011-0.0153809j 0.00233738-0.00762228j 0.0158354+0.0168634j 0.000368511+0.0108955j -0.0173265+0.0162539j 0.000117104+0.00248058j -0.00695691+0.0133933j 0.0165219+0.00217036j 0.00889833-0.00421269j 0.021281+0.0108637j 0.016039+0.00322393j 0.000509229-0.0255584j 0.00590232+0.0436813j 0.0101855-0.004914j 0.0107252-0.0298646j -0.00706248+0.0400709j 0.025696+0.0523848j -0.00751851+0.0014371j -0.0161276-0.0200598j -0.0159999-0.00695848j 0.00734605+0.0446701j 0.0404694-0.0370901j 0.00755324-0.00122149j 0.0196935-0.00290726j 0.0271412+0.0226254j 0.0115672+0.0108029j 0.00326625-0.00499636j 0.00311777+0.0097427j -0.0184336+0.00487205j 0.0162135+0.00441963j -0.0128024+0.0139568j -0.0142222+0.0113131j 0.0107578+0.00834201j 
-0.00355128+0.00768519j -0.00699934-0.0082969j -0.0011982+0.0119231j 0.000779194+0.00477375j -0.00212912+0.00344814j -0.00640536-0.00110119j -0.00373834+0.00308199j -0.00224447-0.00473798j 0.00128834-0.000307055j 0.00828766-0.00166794j -0.00151612-0.00766318j 0.00822707-0.00914776j 0.000582279+0.000167053j 0.0032378+0.00162201j 0.00108547-0.000685647j 0.0134649-0.00882296j -0.0134902-0.0166716j -0.0122105+0.0269251j -0.00841906-0.00740175j 0.00331181-0.0023272j 0.00809125+0.00193875j 0.0178585-0.0089758j 0.00660238-0.00119037j -0.00721072-0.00114006j 0.0137814-0.00863821j 4.52634e-05-0.00635532j -0.00632334-0.0043573j -0.00806838+0.0173979j 0.00786136-0.00100262j -0.00673221-0.0129218j -0.00210661+0.00273357j -0.00449942+0.0187014j -0.0121344+0.0105729j -0.0133716-0.0116988j 0.0122802+0.00769931j 0.000335357-0.0115466j -0.0129324-0.00109993j 0.00589289+0.00106367j 0.00584256-0.0076134j 0.00145283+0.00115531j 0.00132758-0.0213023j 0.00706296+0.00729414j -0.0012416+0.0098241j -0.0138134+0.0101823j 0.00265429-0.0110329j 0.00782419+0.00486652j -0.00833057-0.00589863j 0.0075828-0.00505888j 0.00791547-0.00308955j -0.000256408-0.00866123j 0.00622404-0.0026406j -0.00171653+0.012896j -0.0125602+0.0127102j 0.00427047+0.00819723j -0.0310336-0.00724297j 0.015371-0.0187517j -0.00291784+0.00452386j 0.00767903+0.032677j -0.014165-0.0103887j -0.0088668+0.0234209j 0.00579602+0.0030528j -0.0173801-0.00701459j -0.00142129-0.0041j -0.026209-0.00269813j 0.0105971-0.00995914j -4.31012e-05-0.00723715j -0.00682152+0.00205935j 0.0309294-0.00690415j -0.00329645-0.0038549j 0.000390063+0.015872j -0.00802175+0.0103567j 0.0395161+0.0157498j 0.0208784-0.00159315j -0.0227795+0.00178014j 0.00998016+0.0254055j -0.0140203+0.0161065j -0.00812123-0.00882721j -0.00173602+0.0469509j 0.0159652-0.0163549j -0.0149232+0.00705353j 0.00554601-0.00805389j -0.00865691+0.0112973j -0.0141109+0.0127567j 0.00625941-0.0099184j -0.0113024+0.024476j -0.0155114-0.00721347j 0.0156939-0.00272299j 0.0150576-9.87619e-05j -0.0142366+0.005248j -0.0076388+0.00292472j 2.56355e-05-0.00794885j -0.00631728+0.00535085j -0.0070918+0.0178724j 0.00102213+0.00312083j 0.00481822+0.0052439j 
-0.00538997+0.0090776j 0.00490586-0.00658665j -0.00416066+0.00190138j 0.00589482-0.00389814j 0.000639931+0.00774713j -0.00369941+0.00134j -0.000709198+0.00416379j -0.000443794-0.00388431j 0.0076441+0.0029952j 0.00496246+0.0105244j -0.000864842+0.00720603j -0.00262004-0.013175j -0.00584281-0.00194435j -0.00493911+0.00153883j 0.00452694-0.00494068j 0.00939874-0.00578294j 0.0173186-0.0130669j -0.0165755+9.64411e-05j 0.0202335+0.000539763j 0.00958608-0.0038152j -0.00797651-0.00185795j -0.00899649+0.000580729j -0.0135723-0.0088894j -0.000635253-0.00680573j 3.4444e-05+0.00874175j 0.00241376+0.0133401j 0.0156608-0.0080557j 0.00150946-0.00791232j -0.00404721-0.0250634j 0.00920087+0.00181168j 0.0107047-0.000735126j 0.00389379+0.00782022j 0.00328615+0.0125338j -0.00192069-0.0025042j 0.0121745+0.017856j -0.0137783+0.00288574j -0.0102091+0.0030751j -0.00409204-0.00670964j -0.00533912+0.0142763j 0.00324063+0.00553891j -0.00211059+0.00329574j -0.0141175-0.00805364j -0.00473837-0.00580862j 0.0187092+0.0082165j 0.00317418-0.0092567j -0.0384706+0.00340449j -0.00629244-0.00717692j -0.00823406-0.0227845j -0.00150982-0.00882731j -0.018161+0.00300764j 0.0114819+0.00424701j -0.00175207-0.0181191j 0.0110764-0.00964781j -0.00460478-0.0182367j 0.0255113+0.0107631j -0.0019922+0.0132959j 0.00889807+0.0142896j -0.0288384-0.0132438j 0.0132999-0.0086742j 0.0169633-0.0346903j 0.00788992+0.000914727j 0.0285091+0.0107693j -0.0159871+0.021297j 0.0226484+0.00677044j 0.0046663-0.00563147j 0.00456786+0.0106749j 0.00888368-0.00405053j -0.00418027-0.0236944j -0.0042057+0.0158154j -0.00756173+0.00668251j 0.0125143+0.00639189j -0.026366-0.0186686j -0.0238162-0.00910956j -0.0103589-0.0145487j 0.00439126-0.00766151j 0.0259184-0.00825918j 0.00848549-0.0322806j 0.0206355-0.0414512j 0.0135395+0.0283419j 0.00171997+0.000776323j -0.00505004+0.00188369j 0.000240364-0.0288896j 0.0021311+0.014233j 0.00919682-0.00339442j -0.0244489+0.0156582j -0.00247281-0.00900629j 0.016908+0.00293897j -0.0188452+0.00147656j 0.00735565-0.00295845j -0.000460659+0.00459318j -0.0106206-0.00968582j 0.00746165+0.0285383j -0.0254075-0.00898509j -0.0122028-0.0091377j -0.0157182+0.0105557j 
