0.111613+0.0906145j 0.0363342+0.0873947j 0.0157274-0.0410123j -0.0207326+0.14411j 0.0586539-0.0755446j 0.0221495+0.0642261j -0.070414+0.0965401j 0.00177604+0.039591j -0.0744582+0.0816007j -0.0383392+0.0033289j 0.0217251+0.0178825j -0.0139469-0.0398985j -0.0500983+0.0192289j 0.0146496-0.00606714j -0.0259712-0.0192647j -0.0409076+0.0136409j -0.0357294-0.0197743j -0.00970878+0.0744141j -0.0279745+0.0968797j 0.0144327-0.00141427j -0.0337575-0.08576j -0.0240367+0.00195831j -0.0763605+0.096441j -0.229638-0.0979755j 0.0356526-0.101516j 0.120824+0.0749353j -0.0162594-0.0336379j 0.0991781+0.0922746j 0.0408811-0.0288308j -0.0269744-0.0331801j 0.0434585+0.0596983j 0.025383-0.0777457j -0.000786937+0.0135032j -0.00314995+0.0143857j -0.0125005+0.0353887j 0.0214912+0.00369917j 0.0638639-0.0313173j -0.00325477-0.00239597j 0.0292038+0.0013891j -0.00078584-0.013302j -0.0434278-0.00854178j -0.0217224-0.00635064j -0.00396941+0.0025403j 0.0105911+0.00502141j -0.0406784-0.010073j 0.00398526+0.00559787j -0.000354124-0.0115085j -0.0358453+0.00195386j 0.00422801-0.00433603j 0.0634027+0.0308069j -0.0193754+0.00358927j -0.00529214-0.0215436j -0.0108414-0.0122924j -0.0600735-0.0176042j -0.0203612-0.0134753j -0.0533222+0.00347675j -0.00128694+0.0221889j -0.00554161-0.0522825j -0.0414495-0.121007j 0.031292-0.0828288j -0.127103+0.0446337j 0.0183623+0.0767424j -0.00230177-0.0619355j -0.144815-0.022932j -0.00075626+0.0263269j -0.0273493+0.0209343j -0.113545-0.0467028j -0.0469965-0.0367232j -0.121179-0.109752j 
-0.00734111+0.00432759j -0.00673988-0.011126j 0.00551865-0.0127961j 0.0012697+0.00906423j -6.83529e-05+0.00420393j 0.00177995+0.00398095j 0.00418715-0.0121474j 0.018839-0.00757122j 0.00516102-0.00497495j 0.00210291+0.000894186j -0.00263875+0.00954388j -0.0105856+0.00851258j -0.0054912+0.00732436j -0.00874001+0.000979811j -0.0182725+0.00337144j 0.00349085-0.0028358j 0.0104307+0.00875007j 0.0180008-0.0183957j -0.000865113+0.00403862j 0.00344223+0.00951765j 0.00781501+0.00752019j -0.00149972+0.0187279j 0.00786734+0.000836847j -0.0241248-0.00941251j 0.0090584+0.0215636j -0.00506464-0.00368643j 0.0136905-0.00176397j 0.0029274+0.00119154j 0.00238709+0.00410248j -0.0031176-0.00158234j -0.000558657+0.00192462j -0.000126913-3.75009e-05j -0.00066492-0.00364198j -0.00317063-0.00249677j 0.00158473+0.00231526j 0.00122375+0.00180501j -0.00420746-0.00536819j 0.00374206-0.000233787j -0.000801178+0.00018301j 0.00491284-0.00229319j -0.00176042-0.00509315j 0.00135519-0.0107343j 0.00614134+0.000206801j 0.00663142+0.00128758j 0.00249562+0.00980029j 0.00157861+0.00277562j -0.00358426-4.67437e-06j -0.00868254-0.00538459j 0.00542406-0.00167856j -0.00127395-0.00592627j -0.00166683+0.00856235j 0.00163219+0.00818997j -0.00168746+0.000253063j -0.00752668-0.0120279j 0.0178216-0.00589107j 0.00565589+0.00386148j 0.0031051-0.00115841j -0.012338-0.00500484j 0.000194352+0.00196742j 0.00336742-0.0165743j 0.0103806-0.0141772j -0.00759534-0.00174927j 0.00285834+0.010438j -0.00605522+0.00844923j -0.00677651+0.00255404j 0.00341736-0.00194324j -0.00102384-0.0016454j -0.00025581-0.000453217j 1.63401e-05-0.00137971j 
-0.000713708+0.00233471j -0.00268139-0.0034947j 0.00169779-0.0122715j 0.00687163+0.00725937j -0.00562362-0.00104199j -0.0100722-0.00553384j 0.00665534-0.00949239j 0.000368533-0.00273294j 0.0014901-0.00554976j -0.0145284+0.00475979j -0.00734126+0.00288208j -0.0044775+0.00149991j -0.00102241+0.00138472j -0.00717148-0.0244253j -0.00153199-0.0116202j -0.00406172+0.0218413j 0.0152947+0.0048745j 0.0133861-0.011928j -0.0125133-0.0147274j 0.00324717-0.00177805j 0.00685699-0.00875618j -0.0085891-0.00396962j 0.00389993+0.0126492j 0.0188313-0.0124105j 0.0195202-0.00820033j -0.00322759-0.00106132j 0.00341969-0.00469735j 0.000222694+0.00424052j -5.60849e-05+0.00159334j 0.00144891+0.00289225j -0.0031371+0.00312016j 0.00190704-0.00653314j -0.00610446-0.00439306j 0.00280347-0.000273214j 0.0070226-0.00275244j -0.0022923+0.00360676j -0.000346674-0.0103412j -0.00486229+0.00838809j 0.000436997+0.00808012j -0.0189592-0.00201135j -0.00329776+0.00457283j -0.00133+0.00774919j -0.00974887+0.00311073j -0.0162715+0.00196832j 0.0115829+0.000299525j -0.0103573+0.00601846j 0.0494277-0.000101952j 0.0107455+0.00123362j 0.0174964-0.0119678j 0.0125656+0.00763986j 0.00187837-0.014115j -0.0206397-0.0282112j 0.0120293+0.0171262j -0.00234846+0.0152023j 0.0185988+0.00620126j -0.00921248-0.0182754j -0.0232346-0.0130788j -0.0082704+0.00709491j -0.0102224+0.00814679j -0.00156896+0.0067303j -0.00671547+0.0103029j 0.000526131-0.00168756j -0.00844043-0.0123029j 0.00976339-0.000439076j 0.00589397+0.0135j 0.00318059-0.00505982j -0.00359981-0.00420744j 0.00107101+0.00115445j -0.00116926-0.00237498j 
0.00434593+0.00450474j 0.00164105+0.00620817j 0.00244983+0.00448122j -0.00993439-0.000470917j 0.006153-0.00988436j -0.00501524+0.00322917j 0.00105606+0.00625065j -0.012606+0.00186012j 0.00772565+0.00876889j -0.00182871+0.00381424j -0.014311-0.00232519j 0.00229125+0.0169868j 0.0117866+0.001328j -0.00810435-0.00195859j -0.0126683-0.013672j 0.00718641+0.0115779j 0.0177508+0.0081772j 0.00196337+0.0165371j -0.00175355+0.00208321j -0.00150174-8.91905e-05j 0.0131239+0.000970041j -0.014851-0.000878273j 0.0177483+0.00259073j 0.0105686-0.0235609j -0.00690412-0.0121337j 6.84715e-05-0.0031622j -0.00846166-0.00274564j 0.00762141-0.00715444j 0.0033369-0.00469539j 0.00970677+0.00837575j -0.0032293-0.00180257j -0.000313878+0.00635044j 0.00503128-0.00137122j 0.00645702+0.0148257j -0.00384625+0.0029187j 0.0032612-0.0102635j 0.000567218-0.00126969j -0.00755981+0.00120132j -0.000384518-0.00970307j 0.0101889+0.00705097j -0.0099813+0.00423931j 0.00661733-0.0055578j 0.0066708-0.00394702j -0.000640389+0.0110925j 0.00788997-0.0128958j -0.000384154+0.00928631j 0.00117215+0.00123697j 0.00776384+0.012722j -0.023284+0.00431128j 0.0112394-0.00943292j 0.0254387-0.00699678j -0.0043418+0.0129396j -0.0105007-0.00383896j 0.00775498-0.0111543j -0.000980937+0.00759252j 0.00277169+0.0105135j -0.00721716+0.00960617j -0.00190869-0.00746862j -0.00173747-0.0189163j 0.00825964-0.0057353j -0.00189628+0.00530725j 0.00667734-0.00874832j -0.0075793+0.0033148j -0.00463373-0.00210832j 0.0019952+0.00125552j -0.000139464+0.000312603j -0.00545212+0.00901411j 0.00671985+0.00145912j -0.00521353+0.00261296j 
0.00911227-0.0112363j 0.000134324-0.00303141j -0.0132458+0.0209846j -0.00614988-0.00422856j -0.000376849+0.00230243j 0.00314046-0.00406016j -0.00606093+0.00675175j -0.00295311+0.000106336j -0.00964583-0.0102262j 0.01085-0.00563445j 0.0112234+0.00677273j -0.00619955+0.00738307j 0.006195+0.00728531j -0.0158988-0.00400452j -0.00205951-0.0240249j 0.0137585-0.00850964j 0.00386816+0.0166516j 0.00609636+0.0134987j 0.00114852+0.0068893j 0.00305156+0.00884022j -0.00496005+0.000725346j -0.00717917-0.00160999j -0.00703718-0.0122585j 0.00169261+0.0114974j -0.00561489+0.00211117j -0.010359+0.00826566j -0.00488975+0.00573081j -0.00393189+0.00203982j -0.00312392-0.00209068j 0.00194326-0.0013244j -0.000190533+0.00670165j -0.00385306+0.0175856j 0.00617046+0.0176011j 0.00333045+0.0011597j 0.0104388-0.0107382j 0.00814867-0.00688264j -0.00272064-0.00229227j -0.00459562-0.00229477j -0.00477888-0.00690341j 0.00159363+0.0084495j -0.00813306-0.00428515j 0.0136418-0.00716646j -0.00603266+0.00534692j -0.00239049-0.0107067j 0.00235693-0.0101283j -0.00742667+0.0111424j -0.00110267-0.000351075j 0.00996209-0.00367999j -0.001275+0.0188927j -0.0107461-0.00647186j -0.00399312+0.0121865j -0.0070571-0.0118327j 0.0150415+0.00298164j 0.020928+0.0129284j -0.00288969+0.0130748j -0.0018286-0.00192831j -0.00688431-0.0102986j 0.00718127+0.00592966j -0.00665911+0.00237031j -0.0121763+0.00189805j 0.0105647+0.000436396j 0.00397442-0.0111259j -0.0052861-0.00450256j 0.0084029-0.00234659j -0.00473505-0.00374155j -0.0030319+0.0111422j 0.00593346-0.00393862j -0.00396501-0.00321177j -0.000797521+0.0030785j 
0.00292931-0.000693017j 0.00653536+0.00833003j -0.00650556+0.00479817j -0.0033868-0.0148257j 0.00856669-0.00103408j -0.00125992+0.00108549j -0.0121624+0.00370037j 0.001935+0.0101593j 0.0100678-0.0101289j -0.00403473+0.00670349j 0.000428437-0.0087133j -0.014137+0.00411828j -0.0157416-0.000989813j -0.00235831-0.00942231j -0.00504022-0.0106329j -0.00998954-0.00963884j 0.0012191-0.00835416j 0.000330839+0.0182047j -0.000344173+0.00774571j -0.0193146+0.00292346j 0.008509+0.00868686j -0.00133485+0.00285468j 0.00748104-0.000344443j -0.00401578-0.000784154j -0.00719983+0.00159265j 0.00541666+0.00926714j -0.00548661+0.00137082j 0.00317545-0.00437015j 0.00603073-0.00214186j -0.00433275+3.68006e-05j 0.00217016-0.0103431j 0.00448976+0.00672307j 0.00839674+0.0127924j -0.00129778-0.00080545j -0.0147206+0.0146611j -0.00426509+0.00973161j 0.0103004+0.0113171j 0.0152204-0.00992534j 3.58132e-05-0.00642521j -0.0331221-0.00160105j 0.0102673+0.00415974j -0.0350685+0.0131055j -0.00889563-0.00318152j -0.00264956-0.0129055j -0.00761388-0.0190585j -0.0174049-0.00270939j 7.73387e-05-0.000389458j 0.0277692+0.00741182j 0.0351095-0.0153265j -0.0339421+0.0140319j -0.0248371-0.0382322j 0.00635325-0.0120564j 0.0107747-0.0052456j 0.00789335-0.0154843j -0.000456629-0.0213287j 0.00874783-0.012032j 0.0010251-0.00632016j -0.00329022-0.00748805j -0.000696646+0.0126431j -0.00952449+0.003996j 0.00590248+0.0193004j -0.0093581-0.00151479j 0.0130025+0.00375463j -0.0172432-0.0118699j 0.0122405-0.00683611j -0.00637488+6.58123e-05j -0.00311864+0.00466601j -0.000513164+0.00016584j 0.0104041-0.00333736j 
-0.00195834+0.00746904j -0.000174767+0.000158515j 0.0101391-0.0137043j -0.0033222+0.00455952j 0.00159737-0.00782426j 0.00851588+0.00667462j 0.00443812+0.00269361j 0.0105868-0.013939j -0.0168051+0.00117246j -0.00146211-0.000227798j 0.000624015+0.000155716j -0.00377488-0.0108605j 0.0114261+0.00991093j -0.0071359+0.00510233j -0.00146101+0.00506824j 0.00514008-0.0165712j -0.00478-0.00274388j -0.021574+0.010043j 0.00283952+0.00630942j 0.0026958-0.00866655j -0.00489816+0.00994125j -0.0106199+0.000209543j -0.0126499+0.00802523j -0.00118614+0.00523466j 0.00917472+0.00150036j 0.000862682-0.00265632j -0.00149246-0.00742985j 0.00559824-0.00297981j 0.00127685-0.00383314j -0.00176316+0.0034149j 0.000160392-0.0123585j 0.00661659-0.0134349j -0.000291943-0.00770325j 0.00293057+0.000644693j 0.00305554-0.00269464j -0.00735787-0.00407051j 0.000931156-0.00831075j 0.00370838+0.00100901j -0.0065715+0.0182812j -0.00097827+0.00490868j 0.0105136+0.00814669j -0.000520408-0.00219863j 0.00401202+0.00256524j 0.00350428+0.015048j -0.00747729-0.0121221j 0.0109254-0.0106492j 0.0261817-0.0123418j -0.0156062-0.00206493j -0.00879269-0.00578804j 0.0109005+0.0087989j -0.00845119-0.0016396j -0.0135977+0.0034198j 0.00967708+0.0196135j -0.0170351+0.00585896j 0.0178196+0.00754488j -0.00794298-0.00373536j -0.00230183-0.00333337j -0.00356634+0.0165323j -0.00665801+0.0010147j -0.00190195-0.00451198j -0.00381278+0.00803398j -0.00402572-0.00147737j -0.0112159+0.00495944j 0.00970677+0.00580326j 0.00539578+0.00607308j 0.00119013-0.00505956j -0.00737038-0.000825639j 0.00254344+0.00151977j -0.00212422+2.09207e-05j 
-0.000270571+0.0117446j -0.00306294+0.0122133j -0.00235546-0.00372228j 0.0171096+0.00281312j 0.0119485+0.00523069j -0.00746038-0.0034658j 0.00120702-0.0012565j 0.000985663+0.00736442j -0.00153833+0.00974053j 0.00896388-0.0161181j -0.00535625-0.000203784j 0.00876477+0.00563363j 0.0158617-0.00409528j -0.00621611+0.00989684j -0.00243373+0.00741412j 0.00781781-0.00127433j -0.0117371-0.00173602j 0.0204171+0.0155102j 0.0098078+0.00469391j 0.00791081+0.0126626j -0.00694971-0.00330041j -0.00884529+0.00345164j -0.0033092-0.00799185j 0.00171707+0.00364315j -0.00210144-0.0081412j 0.00787819-0.00623811j 0.00110712-0.00561275j -0.0043981-0.00241169j -0.002775+0.00559709j -0.00431505-0.00113918j 0.0029288+0.000997118j 0.00715624-0.018689j -0.00934905-0.0248721j -0.00198772-0.00591881j -0.0068431+0.00743551j -0.0106744+0.000748012j -0.00954336+0.0185429j 0.00537865+0.0199841j 0.0203263+0.0124135j 0.0138041-0.0101406j -0.0126994+0.00266457j -0.00979498+0.0188177j 0.00189745+0.00149291j -0.0128984-0.00677143j 0.0180864+0.00698904j -0.00902493-0.0230569j 0.0302509-0.00899741j -0.00251106-0.0109603j 0.0207873-0.0195156j 0.0241237-0.0154778j -0.0073238-0.0123817j 0.00773048-0.0116294j 0.00596517+0.013019j 0.0177217-0.0165439j -0.00413406-0.0116401j 0.00989794-0.0019231j -0.0123549+0.00859821j -0.0129797-0.00330839j 0.0112574-0.00326264j 0.00847858+0.0178579j -0.00995716+0.0149465j 0.0109311+0.0120664j 0.0129201-0.013522j -0.00474266+0.00597048j -0.00535804-0.0105614j 0.0063418-0.00487692j 0.00842071-0.00244155j 0.0076404+0.00562443j -0.00494389-0.00199302j 
0.00534855-0.000457225j 0.000574303+0.0107054j 0.0024323+0.00236926j 0.00225289-0.00801144j -0.00502841-0.00387005j -0.00262719+0.0132822j -0.0051674+0.00348386j 0.00593195+0.00913413j 0.0144866+0.0122995j 0.000842577-0.0119417j -0.0064602+0.0060122j -0.00341286-0.017739j 0.00258168-0.00181477j -0.00809217+0.0122458j 0.00320879+0.0151912j 0.0110759-0.00828632j 0.000115841+0.00264595j -0.0168897+0.00504257j 0.0252467+0.00275099j 0.00331171+0.00375269j 0.0169396-0.00275198j -0.00263099+0.0132894j 0.00958102+0.0163874j -0.00397557+0.00639197j 0.00473589-0.00340197j 0.00414591+0.00334679j -0.00203857+0.00143932j -0.00114518+0.00208853j 0.0011453-0.00209431j 0.00470234+0.00251107j -0.00249972+0.00238433j -0.00892644+0.0111401j -0.00162686+0.00817079j -9.01729e-05+0.0133096j -0.011596-0.0031103j 0.00301908+0.0114191j 0.00546521-0.0014368j -0.00736484-0.00479543j 0.00147757-0.00561214j -0.0257511-0.00301935j -0.00892455+0.011253j -0.00348967+0.0124706j -0.000776757-0.00712278j -0.0164923+0.0107322j 0.0087232+0.00415081j -0.0123446+0.0288812j 0.0144575+0.00473017j 0.0330049+0.0254644j 0.0130637-0.00961342j -0.00513475+0.0088997j 0.0352847-0.0257191j -0.015149-0.0117605j -0.010116-0.0204194j 0.00509791+0.00724011j -0.00601194+0.000201719j -0.0142535-0.00498671j -0.00926878+0.0125448j -0.00958715-0.00984536j -0.0141376-0.0081555j 0.0001586+0.0095628j 0.00266091-0.00475908j 0.00195225+0.00680155j 0.0084561-0.00707599j -0.00121143-0.0113174j 0.00437168+0.00134381j -0.00123147+0.00279601j -0.00610886+0.0101057j 0.00240582-0.00299316j 0.0029584-0.00313478j 
-0.000222854-0.0103627j 0.00661991-0.00473795j 0.00386179-0.00244651j -0.00689938+0.00746156j -0.00765498+0.00318996j 0.00223848-0.0152105j -0.00623412+0.00422896j -0.00146626-0.00162551j -0.0099615+0.00824228j 0.0126745+0.00777676j -0.00315088+0.000799578j -0.00138261+0.00513804j -0.0154169+0.0142678j -0.00859296+0.00725179j 0.00104832+0.00671537j -0.00721576+0.0126738j -0.0189002-0.0103602j 0.0023337-0.00166199j -0.0104169+0.00665356j 0.00336089+0.0052288j -0.00104578-0.00846171j 0.0120199-0.00186685j -0.0109085+0.000844319j -0.000753038+0.00501779j -0.00672033+0.00891995j -0.0118164-0.00462998j 0.00406999-0.00885266j 0.00445883-0.00110196j -0.00106528-0.000996623j 0.00216463-0.00745225j 0.00426989+0.00276724j -0.00952135-0.0031166j -0.00276432+0.00060081j 0.00475319-0.0100351j 0.0117342+0.00436068j 0.0117449+0.00559637j -0.00728352-0.00253727j -0.00346156-0.0118426j 0.0198022-0.0241675j -0.0136172+0.0141785j -0.0108914-3.52914e-06j 1.36039e-05+0.00898693j -0.0142656-0.00717963j -0.000343604-0.0127966j -0.00623464-0.0170247j -0.0265588+0.0044272j -0.006755-0.00302196j 0.0295675+0.013121j -0.0183434-0.0188351j 0.0133984+0.0279311j 0.000966192+0.00200765j 0.005715-0.0128242j 0.00135674-0.00802875j 0.00908725-0.00540522j 0.00135504-0.0159929j 0.00137857+0.000264147j -0.0152162-0.00728046j -0.00672614+0.000674558j 0.0215867-0.000765473j 0.00298762+0.00534288j -0.0007452+0.00662741j 0.00442775-0.00189749j -0.00828511+0.00717842j -0.0127269+0.00216924j -0.00448312+0.00795581j 0.000829725+0.00131677j 0.000672628-0.00454034j -0.00662212+0.00317065j -0.00132382+0.0024882j 
0.010529-0.00345156j 0.00389056+0.011063j -0.0121495+0.00392482j 0.00281066-0.00476888j 0.00637299-0.000855894j -0.00878151-0.00705966j -0.0062031+0.00919742j 0.00732215-0.00075828j -0.00851183-0.00170035j -6.92989e-05+0.0050049j -0.00446431-0.0102353j -0.00835898-0.0015009j -0.018708+0.010461j -0.00140607-0.00452247j 0.00258677-0.0107821j -0.0106044-0.00964721j -0.00746101-0.0124799j 0.00276304+0.00583788j -0.00776012+0.00565039j -0.0201805-0.000815479j 0.00201545+0.00795615j 0.00844457+0.00573324j -0.00268945+0.0026041j -0.00116833+0.00445966j 0.00654133+0.00265302j 0.0113715+0.00644086j -0.00415026+0.000971182j -0.00184528+0.0043574j -0.00208525-0.00248108j 0.00595457-0.000578449j -0.00179461+0.0073678j -0.00352306+0.00564494j -0.00540593-0.00932106j 0.00487786+0.00915899j 0.0014338-0.00969655j 0.00405912-0.0100852j -0.00914044+0.00162132j -0.0165674+0.010443j 0.00747821-0.00186713j 0.0208453+0.000425473j -0.0286899-0.00146303j 0.0263707-0.00554079j -0.00132771+0.00494766j -0.00203745+0.00916127j 0.0165701+0.0128573j 0.00475589+0.0118026j 0.00503316+0.0110523j 0.00187577+0.00953097j -0.0153679+0.0192427j 0.0269587-0.0255335j 0.0378873+0.00595699j 0.000540892+0.00279678j -0.017301-0.00226817j 0.0162808+0.0183063j -0.0107362+0.0167109j -0.00941904+0.0119375j -0.00862534+0.0126656j -0.00192998-0.00558488j -0.00928498-0.0153142j 0.00516373+0.0050832j -0.0090825-0.00333819j 0.0172685-0.00301085j -0.0059143-0.0110104j 0.00990625+0.00120132j -0.00884918-0.000845014j 0.00778835+0.00303462j 0.00265452-0.0036123j 0.00238739+7.67133e-05j -0.0102815+0.00228079j 
0.00150282+0.0136571j -0.00522239-0.000123395j 0.00274199-0.00984078j 0.0063528+0.000954381j 0.000733337+0.00506424j 0.00169363+0.0204408j -0.00243983+0.00867123j 0.00957374+0.0143021j 0.0141355-0.00479103j 0.0186778-0.000594393j -0.0161645+0.000426455j -0.0216145-0.002868j -0.00943744+0.00115087j -0.0130886-0.00637842j 0.00535301+0.0182959j 0.000557204+0.0122014j -0.014046-0.00142342j 0.00411233+0.0169721j 0.00846733-0.00216733j -0.000326417+0.0151112j 0.00929234-0.00796959j -0.00347102-0.000938048j 0.00622407+0.0121305j -0.00111666+0.00588251j -0.00229055-0.0104307j -0.0028643-0.00126995j -0.000272642+0.00192061j -0.00238876-0.00277j 0.00273409-0.0034521j 0.000303298+0.0050411j 0.00114864-0.00197858j 0.00712369-0.0152478j 0.00175763-0.00832961j 0.00487225+0.00182514j 0.0051101+0.00189042j -0.00965457-0.00748154j -0.00530725+0.00061977j -0.00262154+0.00224122j -0.00398556+0.0265263j 0.0292753+0.0032351j 0.0146188-0.00647965j -0.00376141-0.00788172j 0.0144136+0.00862885j -0.00349568+0.00206457j 0.00192026+0.00691902j 0.0192703-0.02696j 0.0144727-0.00367445j -0.0493231-0.0169386j -0.00209051+0.0032954j 0.0136467-0.0121059j -0.0178624+0.028713j -0.014169+0.0111693j 0.0132588+0.0281202j -0.00650737+0.00616288j 0.010642+0.0200331j -0.00254293+0.00405157j 0.00976277-0.00486927j 0.00881152+0.0176711j -0.00025376+0.00234322j 0.000770882-0.00588631j -0.00229938+0.000627592j 0.0020141+0.00408722j -0.00688193-0.0050791j 0.0147712+0.00770019j -0.00440103+0.000939656j 0.00614827-0.000810548j 0.000187474-0.00562602j 0.00142511+0.00760437j -0.00393583+0.00166598j 
-0.00539298-0.00225384j -0.00277313-0.000136604j 0.00456774+9.2279e-06j 0.0028277+0.0015242j 0.00238658-0.00284142j -0.00212982-0.00876574j -0.0103869+0.0112732j -0.0123607-0.000639745j 0.0127061+0.00680977j -0.00647564-0.0108245j -0.00133071-0.00959509j 0.0116331+0.0198408j -0.0043431-0.00892091j 0.010532+0.0187325j -0.007821-0.00293172j -0.0122869-0.00874762j 0.0170247-0.00325603j 0.00354926-0.00187185j 0.00390747-0.000958535j 0.000117139-0.0038133j 0.0102673-0.00401688j 0.0113753+0.00841126j 0.000821835-0.0043166j 0.00342114-0.000653905j -0.00666303-0.00216683j -0.000224724-0.00154715j -0.00251653-0.00434369j -0.000559853-0.00254294j 0.00144468-0.00506811j -0.00693107-0.00412935j -0.000334967-0.00596836j 0.00575275-0.0107695j -0.00574924-0.0126126j -0.00409592-0.0130964j 0.00661548-0.00412788j -0.00857678-0.0061941j -0.0061898-0.00344278j 0.0102876+0.0196159j -0.000586968+0.0238303j 0.0150029-0.00895707j -0.00672888-0.0167286j 0.014273+0.00212184j -0.00892482+0.00635106j 0.0101768-0.00466416j 0.00502817-0.000329215j 0.0105299-0.028616j 0.00249471-0.0027693j -0.0278595-0.00480204j 0.00478658+0.017732j 0.00717764-0.0145249j -0.0158086+0.0110177j 0.0297334+0.00320028j 0.00134783+0.0225263j 0.000534015+0.00983292j 0.00164751+0.00452443j 0.00817893-0.00169442j 0.00784689+0.00188362j 0.00521292+0.00147527j -0.00461201+0.0044426j -0.00717252+0.00471533j -0.00659165+0.00747213j 0.000165101-0.000795522j -0.00814012+0.000682738j 0.0100292+0.00774882j -0.00271508-0.000666377j 0.00158509-0.00412564j 0.00463268-0.00751952j 0.00163725+0.00209379j -6.69331e-05-0.00171403j 
-0.010075-0.00191616j -0.00586505-0.00901201j 0.0107888-0.0212154j 0.000986639+0.0168214j 0.00400412-0.000147245j 0.00157972+0.0109906j 0.00211416+0.00476573j -0.00564975-0.00736431j 0.00305807-0.00755479j 0.000331094+0.010488j 0.00632683-0.00685193j -0.0166815+0.010582j 0.00165336-0.00593861j 0.00218489-0.000425157j -0.00990687+0.0088632j -0.0105089-0.000512256j -0.000152396+0.00592046j -0.00905096+0.00612643j -0.00600924+0.00057503j -0.00751209-0.00367058j -0.00308251+0.00549042j -0.0063418-0.00991125j -0.0140457-0.0048489j 0.00223483+0.00680669j -0.00441772+0.00428907j -0.0150139-0.00973238j -0.000807619-0.00314027j 0.00144491+0.00670359j 0.00203111-0.00761311j -0.00364247+0.00149589j 0.00167874+0.00257136j -0.00256395-0.0156921j -0.00915504-0.00949047j 0.00166948-0.0214909j -0.0276361+0.0094377j 0.00770491+0.0221177j -0.00159821+0.0106859j 0.00513204+0.0163196j 0.0122571+0.0167745j 0.00780621-0.0110339j -0.00621083+0.0140397j 0.0056955+0.00924803j 0.00558722-0.00490679j -0.0180776+0.0119385j 0.026572+0.0345523j 0.00831363-0.00268659j 0.0166439+0.00575253j -0.0152147+0.00266392j 0.0326718-0.0167786j 0.00300337-0.000167744j 0.0139148+0.00330828j 0.000620125-0.00750144j -0.015479+0.00168325j -0.000363654+0.00169464j -0.00689534+0.00297552j -0.00544729-0.00309502j 0.0038908+0.0135467j -0.0160804-0.00592537j 0.00926-0.00451082j 0.00595729+0.0102231j -0.00993061-0.00218758j 0.0023821+0.0218902j 0.0129417-0.00376753j -0.0118464-0.00743418j -0.00391054-0.00388068j -0.00229636+0.0023251j 0.00440022-0.000310537j 0.00144736+0.00375467j 0.00131089-0.00576994j 
-0.0015773-0.00613831j 0.00615051+0.00275141j -0.00733945-0.00299074j -0.00252014-0.00594187j -0.0058263-0.00549585j -0.00308503-5.86493e-05j -0.0157948-0.000247557j 0.00340626+0.00758202j 0.0130759-0.0106944j -0.0152638-0.00357968j 0.00323547-0.000630481j -0.00224792-0.0131461j -0.00402237-0.00454508j 0.00309678-0.0131705j 0.00018916-0.0158546j 0.00305399-0.0109734j 0.0125185+0.00653353j -0.0104664-0.00717184j 0.00896601+0.00167464j -0.00519415-0.00610328j 0.00669837+0.00747833j 0.00245563+0.00267572j 0.00686446+0.0056399j -0.00404323-0.00156443j 0.0047805+0.0022274j -0.000661621-0.000548394j -0.0017192+0.00300388j -0.00475466+0.00861883j 0.00102527-0.00357025j 0.000565871-0.00385286j 0.0054572+0.00508935j 5.40833e-05-0.018592j -0.00847612-0.0192375j 0.0038967-0.00673969j 0.014691+0.00361741j -0.0048819-0.000642425j -0.0136574+0.0179265j -0.00575848+0.000529917j 0.030075-0.0105377j 0.0190211+0.0108549j -0.00771439-0.000997718j -0.00748175+0.0120542j -0.00438999-0.00447056j -0.00585603-0.00942509j -0.010963-0.00526381j -0.018996-0.0162934j -0.00362107-0.010706j 0.0033884-0.0175346j -0.0220404-0.0127502j 0.0440261-0.00167508j -0.0168815+0.0136099j -0.0010777-0.00775613j 0.0115947+0.00289136j 0.0044947-0.0134232j -0.00454943-0.0151591j 0.00464204+0.000325077j -0.0121041-0.00212765j -0.00520489+0.00664033j 0.0196517-0.00702936j 0.0131528+0.007454j -0.00787822+0.00382291j 0.0108627+0.0103002j 0.0018791-0.00840653j -0.00235623+0.00928906j -0.00912807+0.000349595j 0.00745102-0.00335574j 0.0103344-0.0103385j -0.00426436+0.0100137j -0.00328512+0.00196955j 
