-0.0070329+0.0698612j 0.0112106+0.0300251j 0.00524648+0.0244249j -0.0105183+0.0225025j -0.00148163-0.0117599j 0.00589286+0.0132726j -0.00836437+0.025222j -0.00306969+0.00737344j 0.00358031+0.00632515j 0.0100227-0.0316669j 0.00324013-0.0199349j 0.00915361-0.00431556j 0.00784533-0.0718472j 0.0137351+0.062809j 0.018424-0.0926123j -0.00328189-0.0848655j 0.00573856-0.0491443j 0.0031629-0.0545698j 0.00473+0.0617499j 0.00128347+0.0360494j -0.000670853+0.0740636j 0.00481265+0.0452826j 0.00275144+0.0275389j -0.000189528+0.00233626j -0.000650163-0.0535513j -0.000240107-0.0358609j -0.00232062-0.0361036j 0.000658949+0.0566582j -0.00298762-0.0551113j -0.00189008-0.0161487j 0.00148136+0.0517576j 0.00148245-0.106055j -0.000160652-0.0248847j -0.00536558-0.134322j 0.00258663-0.152455j -0.00693439-0.492284j 0.0058177-0.0847677j 0.00957067-0.141373j 0.0106124+0.0898154j -0.0393764+0.0283686j 0.0153056+0.0854362j -0.00894417+0.0281138j -0.00255743+0.00815753j -0.00201981+0.0248388j -0.0164166-0.046986j 0.00747302-0.0474281j -0.027631+0.0148062j -0.000474461+0.0196331j -0.0110387-0.0202924j 0.00577956-0.00941128j 0.0028746+0.0364699j -0.0113571+0.00170626j -0.0185155-0.00146223j -0.00895438+0.0225589j 0.00310347-0.0380152j -0.00941778+0.0268854j -0.0180935+0.000857066j -0.00406299+0.00658666j -0.00205438-0.0211002j 0.0116404-0.00371548j -0.00957609+0.013852j 0.00349613+0.0195092j 0.00964881+0.0131479j -0.00411386-0.00186314j 0.00261622-0.0128859j 0.00893394+0.0153598j 0.0180725+0.00643317j -0.00660636+0.00452962j 0.0151882-0.0134768j -0.000102667-0.00490101j 0.00294376-0.0036333j -0.00225512-0.00592769j -0.0159378-0.00621868j 0.00905347-0.0103576j 0.00372739-0.0180695j 0.0104679+0.0174439j 0.0198248-0.0108863j -0.0049429+0.00585463j -0.0114962+0.00737817j 0.033522-0.00401465j 0.00313859+0.00088192j -0.0108791+0.0143638j -0.00268409+0.0177889j -0.017215+0.0224346j 0.00100848-0.0105455j 0.0802652-0.0105134j -0.0496502-0.0101066j 0.00606253-0.0336887j -0.00960047+0.021977j -0.151752+0.00751708j -0.331569+0.00677571j 0.0452246-0.00181648j -0.0777762-0.0551339j 0.1305+0.0359074j -0.0338123+0.293351j 
0.0107912-0.00695782j -0.00676489-0.011292j -0.0108861+0.0127186j -0.0127987+0.0127758j -0.0132065+0.0109454j 0.0250259-0.00725218j -0.0147398-0.00484795j -0.00302397+0.00131894j 6.23095e-05-0.000192402j 0.0138611+0.00342615j -0.000997511+0.000215453j 0.00484646-1.2446e-05j 0.00995697+0.000912857j -0.000396569-0.000527323j 0.00632002+0.000459876j 0.00340348+0.0140768j -0.00699282+0.0168248j -0.0146474-0.036302j -0.0177721+0.0327135j 0.00389217+0.00817084j -0.020783-0.0127344j -0.004115+0.00376435j 0.0112264+0.00135807j -0.00211362+0.00349444j -0.00535177-0.000122419j 0.0123479-0.00256771j 0.00132612+0.00393888j -0.00233596+0.000784819j 0.00237885+0.00454363j 0.00240091+0.000117504j -0.00286908+0.0012987j -0.00458384-0.00203656j 0.00219525-0.00036844j 0.00616397+0.00159762j 0.00246798-0.0038649j 0.00270932-0.00392074j 0.000158363+0.000201342j 0.0128217+0.00658039j 0.00108646-0.0168593j -0.00693444+0.00604711j 0.00336268-0.0133104j 0.0246629+0.00308325j -0.022011+0.015056j -0.00724073-0.0155242j -0.055565+0.018715j -0.0382928+0.0710437j 0.0532285-0.0206413j 0.0510711+0.0055849j -0.0150883-0.0193796j -0.00102223+0.00262391j 0.0212796-0.00869322j -0.0354193-0.0555896j -0.0416296-0.0494129j 0.0181154+0.032752j -0.000448157-0.00278361j -0.0110926-0.0215042j 0.00475698+0.0014661j 0.00984319-0.00662417j -0.000913796-0.0106701j -0.00633476-0.00200125j -0.000776812+0.00189745j 0.00545655-0.00182291j 0.0126429+0.00750497j 0.00639203-0.00660809j 0.00690863+0.000417808j 0.00326521-0.00360851j -0.00251983-0.00135863j 0.000890604-0.00204j -0.00253142+0.00339059j 0.000872004+0.000223664j 0.00284784-0.00206894j -0.000677661-0.00359387j 0.00191408+0.00143742j -0.00134699+0.000625726j -0.00436407-0.00528048j -1.7514e-05-0.000712878j -0.000107706+0.00352437j 0.00634819+0.00215559j 0.000177989+0.0020192j 0.00148883-0.00252624j -0.00203731-0.00477473j -0.00241672-0.0014054j 0.00114167+0.00427961j 0.00182494+0.000528794j 0.00673948-0.0012895j -0.000676865-0.000335157j -0.000385912-0.00164555j -0.00160847-0.000941488j 0.00224926-0.0040866j 0.000815811+0.000509273j 0.00560641-0.00192634j -0.000452413-0.00598869j -0.00343875-0.00444639j -0.000373721+0.000744753j -0.00256986-0.00678334j 
-0.0131046-0.00934941j 0.00695604+0.00820219j 0.00836407+0.00147044j -0.00682056+0.0140948j -0.0228253+0.0197827j -0.00601038+0.00786333j -0.00164296-0.00418692j 0.0052237+0.00411469j -0.00360464+0.00901153j -0.00683355+0.002267j -0.00361949+0.00253573j 0.00229759-0.00180013j -0.00724388+0.00116277j 0.00478384-0.00259904j -0.00560214+0.000221715j -0.00499916-0.0029952j 0.00533128-0.0162372j 0.000214794+0.0100348j -0.00925416+0.034921j 0.00210918+0.0147284j 0.0408018-0.00608703j -0.000247148+0.00543956j -0.00986218+0.00478312j -0.0207265+0.000546786j 0.0120064-0.00841619j 0.000719737+0.00320882j -0.0132723-0.00132848j -0.00407147+0.00101973j 0.00579988-0.00584893j -0.00188-0.000510108j 0.00225228+0.00103022j 0.00501911-0.00135064j -0.00241046+0.00267228j -0.00161754-0.00435331j 0.00262559+0.00365878j -0.00406572+0.00226457j -0.000200861+0.010623j 8.48974e-05-0.0139425j -0.00957274-0.00989386j -0.00547709+0.0156272j -0.0109394+0.0110794j 0.00249753+0.00696357j -0.0107884+0.0152282j 0.00295971+0.00548767j -0.00592415+0.0657279j 0.0661616-0.0119143j 0.0238242-0.0132104j -0.00352353-0.00891737j 0.00528358+0.00654111j 0.0172017+0.00920133j -0.0482049-0.0493187j -0.0199573+0.0118198j -0.003324+0.0284792j 0.0213591+0.00909438j 0.0200165-0.00186857j -0.0187915-0.0176793j -0.00820932-0.00826885j -0.0115286+0.00841926j -0.0150236+0.0123998j -0.00700448-0.00232846j -0.0183884+0.00864463j 0.0210898-0.0235109j 0.00234823+0.00533463j -0.00719631+0.00995875j 0.00312908+0.00220956j 0.00296252-0.00318011j 0.000650504-0.00524349j 0.000812779+0.000762887j 0.00402313-0.00739177j 0.00322993-0.00519068j 0.00434019+0.00341012j -0.00039393-0.00292782j -0.000453253+0.00594029j -5.21992e-05-0.00235472j 0.000388841+0.00570181j -0.0076439-0.00555683j 0.00106183-0.00550709j -0.000280177+0.000777246j 0.00203149+0.000411995j -0.00307904-0.00340818j 0.000229781-0.000129662j 0.00348278+0.00738838j -0.00080914-0.000859103j -0.00017306-0.00198272j 4.65535e-05-0.00311996j -0.00655304-0.0037032j 0.00062268+0.00211347j 0.00801918-0.00172428j -0.0018232+0.000815235j 0.00907729+0.00717302j 0.0133501+0.00252399j -0.00662453-0.000225571j 0.00387805-0.00331586j -0.000305565-0.00309889j 0.00598105-0.0132816j 
0.00773612+0.00683505j 0.0138766-0.0076188j 0.00689814+0.0220637j 0.0100054+0.0219621j 0.00530867-0.00597739j -0.00415058-0.00951632j -0.00118852+0.00285911j 0.00571633+0.0120187j -0.00351938-0.00243946j 0.00104043+0.0145274j -0.00279659+0.00441203j -0.000488678-0.00474535j 0.0049477+0.00463761j -0.00597292-0.00784011j -0.0027928+0.00246348j 0.0103443-0.0302122j 0.012418+0.00726222j 0.0356879-0.00278971j 0.0122139-0.00937654j -0.00803178+0.00222296j 0.00263171+0.00857708j -0.0269829+0.0127573j 0.0243375+0.00608563j -0.017122+0.0104095j -0.0170697+0.00191279j 0.0199026-0.00539952j -0.00695682-0.00069774j -0.00303128+0.00125694j -0.00352108-0.00132881j 0.000582096+0.00141525j 0.00138656-0.000763194j -0.00888156+0.00508688j 0.00352909+0.000367973j 0.000332214+0.00310472j -0.00191926+0.00301426j -0.00539583+0.00313808j -0.00194962+0.00531305j 0.00760269+0.0128606j 0.00886693-0.00445933j -0.0209527-0.00139547j 0.00512591+0.000712238j 0.0189061-0.00507294j 0.0203645+0.0125261j 0.000738556+0.0192182j 0.0372121-0.0186038j -0.0196138+0.016777j -0.00108579-0.0152634j 0.00792579+0.0109295j 0.0280342-0.00993211j -0.00518109+0.00186337j 0.00447481+0.0231088j -0.0101875+0.0208287j -0.0302261-0.0187108j -0.0229237-0.0233169j 0.0111563+9.01912e-05j -0.020684-0.0181743j -0.00922465-0.00613507j -0.000361145-0.00344531j 0.0145997+0.00801039j -0.0113137+0.0156104j -0.00993207+0.0216124j 0.00848859-0.0345259j 0.018213+0.00522438j 0.00502781+0.0100296j 0.00869069+0.00228466j 0.00218213-0.00462711j -0.00207276-0.00560226j -0.000892523-0.00149874j -0.0014081-0.00225258j -0.00102771-0.00757817j 0.00432536+0.00225873j -0.00110005-0.00461858j 0.00795613+0.00640809j 0.000583554+0.00119381j 0.00248212+0.00395692j -0.00638614-0.00303141j -0.00499988-0.0084561j 0.00631028+0.00233572j -0.00217549-0.00273815j -0.00401166-0.00330053j -0.00183988+0.000630076j 0.00548632+0.00396533j -0.00279294-0.00154887j -0.00882667-0.00205018j 0.000158456-0.00306243j -0.00856543-0.000415004j 0.00544968+0.0070073j 0.00693848-0.00103979j -0.000728875+0.00228621j 0.0192371+0.00529374j 0.0156571-0.00175775j -0.00500909+0.000966488j 0.00614748+0.00103352j -0.00508822-0.0142719j 0.00618518-0.0171291j 
0.0177912-0.00236286j -0.0176641-0.0038441j 0.00181195-0.00722854j -0.00450391+0.0101727j 0.0099871+0.0136969j 0.00457803+0.000271509j 0.0028444+0.00354658j 0.00347983-0.00071386j 1.32749e-05+0.0155103j 0.00757114-0.00739361j 0.00252226+0.00418266j -0.00923994+0.00373302j 0.00246921+0.000762127j -0.00229709+0.00187076j 0.00505214+0.00403449j 0.013252+0.000158478j -0.0155595+0.0412181j 0.0287964+0.00219864j -0.0147352-0.0122512j -0.0139974-0.00174211j 0.0164899-0.00881905j 0.00913006+0.00649191j 0.00140822-0.0041594j -0.0146062-0.00658678j 0.0251664-0.00941586j -0.0108044-0.00102943j -0.0124728-0.000250268j -0.00091203+0.00474621j -0.000291959-0.000907315j -0.0024836+0.00437903j 0.00344056-0.00534936j 0.00854338-0.00151518j -0.0027959-0.00205608j -0.010417+0.00185054j 0.000224546-0.000544754j -0.00318739+0.0003453j 0.00445957-0.00785776j 0.00304829-0.00206185j -0.00160146-0.00653553j 0.00609069-0.0150462j -0.0257372-0.0060532j 0.0159172+0.00152475j 0.0012083-0.0158359j -0.0347224-0.00280606j 0.00551268-0.0128847j -0.0591376+0.00668805j -0.0285611-0.00423935j -0.00342811-0.010097j -0.00161508+0.0165212j 0.00903389-0.0216885j -0.00231603+0.0298179j -0.0328948-0.035106j 0.0187188-0.00750294j -0.00790768-0.0369089j -0.000668911+0.000983375j -0.0150732-0.00464087j 0.00390138-0.00632903j -0.00841663+0.00824596j -0.00625897+0.0323631j 0.0160219-0.0270673j -0.00842437-0.00188907j 0.011413-0.000485588j -0.00884742+0.0135987j 0.00354966+0.0172457j 0.00178223+0.00370959j 0.00191133+0.00200973j -0.00024412-0.00480529j -0.00156067+0.00241646j -0.00508235-0.0060509j -0.00720327-0.00699317j 0.000542723+0.000411028j -0.000908891+0.00447978j -0.00106213-0.00278932j 0.00388179+0.00108532j 0.00174694+0.00266829j -0.00343622-0.00186813j -0.00184058-0.00124888j 0.00286812+0.00284245j -0.000925126-0.00282094j -0.00539367-0.000511453j 0.00592922+0.000516582j 0.00355642+0.00372839j 0.00754-0.00366615j -0.00340301-0.00190506j -0.00603624-0.00111522j -0.0100142-4.60123e-05j 0.00418622+0.00321309j -0.00180178-0.000265263j 0.00118588+0.00738509j -0.00747808+0.00369021j 0.0146108+0.00385351j 0.00316179+0.0100404j 0.00793217-0.00169185j -0.00562049+0.00815899j -0.00274244-0.0118932j 
-0.00341364-0.0149337j -0.0275777+0.00390652j 0.00852331+0.00124315j 0.0233068-0.0184382j -0.00665248-0.00436295j 0.0197802+0.00349943j -0.00111385+0.00473624j 0.00414478+0.00548845j -0.000896443-0.00316932j 0.00818251-0.000430057j -0.00376213+0.000537835j 0.00100552-0.00468481j -0.000128041-0.00150398j 0.0060214+0.00143952j 8.77655e-05+9.00954e-05j -0.00250485+0.0240949j -0.00852323-0.00702865j 0.025947-0.0103017j -0.00632227-0.0191275j 0.0185792+0.000307726j -0.0176547+0.011559j -0.00899816-0.00372526j -0.00827198-0.00411433j -0.00493576+9.64832e-05j -0.00529991-0.000855534j -0.00604676-0.00116055j -0.00190224+0.000803782j 0.00318634+0.00110651j 0.00185498-0.00241758j -0.00138034-0.00158081j 0.000751788+0.00435191j 0.00138779-0.00345724j -0.0026693-0.000684867j -0.00607109-0.00636158j -0.00241496-0.0024689j -0.00234255-0.00666686j -0.00147985+0.00495682j 0.0120861-0.00371975j -0.0143023-0.0196387j 0.00914194+0.00253723j 0.0103034-0.0110961j 0.0228942-0.0165301j 0.01965-0.013869j -0.0858689+0.0636467j -0.0500389-0.0209425j 0.0270601+0.0308079j -0.0326689-0.0179731j -0.00204006+0.0155236j 0.0196059+0.0503983j -0.0496489-0.0653333j 0.00988692-0.03245j -0.0130797-0.0172078j -0.00377162+0.0131992j -0.0132939+0.000874701j -0.013545+0.0101329j 0.00281822+0.0184161j -0.0112709+0.00150554j 0.00720295-0.000429741j 0.00877015-0.00488946j 0.00508257-0.00495794j 0.00959144-0.00246059j -0.00265615+0.00825896j -0.00527684-0.00673325j 0.00394419-0.0105263j -0.00369649-0.00499002j 0.00348727+0.000903778j 0.00149575+0.00363507j 0.00126751+0.00453156j 0.00184815+0.00446736j 0.00156714+0.00526218j 0.00014322-0.000617626j 0.00365479+0.00576189j -0.00316701-0.00445276j 0.0020815-0.000769337j -0.00193603+0.00132842j 0.00501028+0.00195537j -0.00354712+0.00236369j -0.00572092-0.00572045j -0.00329764-0.00124001j 0.00267028-0.0013609j 0.00261405+0.00119212j -0.00373636-0.000928219j -0.000337667-0.00231482j 0.003566+0.00467519j -0.00550605+0.000475817j 0.00724918+0.00653606j -0.00577209-0.00205764j -0.00170526+0.00136118j 0.0023297+0.00263206j 0.00224874+0.000640277j -0.00803673-0.00194601j 0.00104112+0.00401895j -0.00486984+0.00427461j 0.00362476-0.00173264j -0.000263085+0.00519024j 
-0.00583063+0.00875852j -0.00676813+0.0200376j 0.0127783-0.00464145j 0.00566729+0.0264506j -0.0117895-0.0163392j -0.00102159+0.000293126j -0.00574171+0.00741634j 0.00222601-0.0086051j -0.000475648+0.00724233j -0.00486439-0.000267275j -0.00247798+0.00563033j 0.00687041+0.00797039j 0.000459701+7.78351e-05j 0.000536277+0.00240402j -0.00197454+0.00144594j -0.000889146+0.0181793j -0.004609+0.00430255j -0.00597543-0.0170786j 0.0174679+0.0162513j -0.0183853-0.00594853j -0.00490475+0.014301j -0.0370938+0.00065895j 0.0410463-0.00546744j 0.015953-0.00605903j 0.0126537-0.00234885j 0.00507149+0.000792703j 0.00661831+0.00014597j -0.00374079+0.00291166j -0.0101731+0.00252405j -0.000691227-0.00110586j 0.00356521-0.000747992j 0.000874436-0.00126498j -8.46947e-06+0.00520381j 0.000851033+0.00214742j 0.000363947-0.00183328j 0.00216247+0.0017612j -0.000574849+0.00261834j -0.00479267-0.0291527j -0.0106923-0.000222065j 0.0220042-0.00199572j -0.0107825-0.0136362j 0.00989436-0.021524j -0.0129087+0.00232322j 0.0184965+0.0445139j -0.0170637+0.00892784j 0.0478955+0.0141129j -0.0112356-0.00135492j 0.0257387+0.0044765j 0.0253545-0.00529553j -0.0312991+0.0238402j 0.0192857-0.00529507j -0.0234155+0.00974107j 0.00326348+0.0275927j -0.000627184+0.0283985j -0.000700566-0.000822873j 0.0045658+0.00462613j 0.00963492-0.0134115j 0.011976-0.010059j 0.00503015-0.00633424j 0.0152312-0.0148867j 0.0082945-0.0109171j 9.64379e-05+0.0114652j -0.00774301-0.00148793j -0.00275712-0.0114006j -0.000909299-0.00342386j 0.000673526-0.00167142j 0.00122917+0.00154696j 0.00357698+0.00055423j 0.00264347+0.00357294j -0.00151876+0.000573785j -0.000485608-0.00342901j 0.00169254+0.000279229j -0.00549712-0.00633546j -0.000172044+0.000715977j -0.00304249-0.00277274j 0.00555003+0.000287939j 0.0031311+0.00429218j -0.00182013-0.00429521j 0.00124867+0.000687379j -0.00696439-0.000146503j -0.00353969-0.00322744j -0.00217352-0.00149686j -0.00129496+0.00152975j 0.00582267-0.0013539j 0.00333228-0.000974882j 0.00171181+0.000440602j -0.00197948+0.0020418j 0.00263443-0.00401713j 0.000644267-0.00190992j -0.0094832-0.00221078j -0.00549316+0.00179901j 0.00310578-0.00239615j -0.00437485-0.00259484j 0.00156438+0.00892148j -0.00298902+0.0090356j 
0.00850647-0.00878048j 0.00361204+0.00240291j -0.0161447+0.0288492j -0.0142067-0.0146565j -0.004219-0.0217213j -0.00280831-0.00570707j -0.00534217+0.00447869j -0.00111847+0.0200571j -0.00323604-0.00270243j 0.00237243-0.00436902j 0.00063197-0.00117852j -0.00208027-0.00868467j 0.00249028-0.00433785j -0.00451404+0.00272332j 0.003337-0.000479567j 0.0117648-0.017301j 0.00412214+0.00218096j -0.0257587-0.0189541j 0.0196617-0.00736859j 0.000668333-0.0149074j -0.0317451+0.0123807j -0.0201024-0.00864358j -0.0125399-0.00760922j -0.0207617+0.00647258j -0.00380239+0.00102879j 0.00025093+0.000692162j -0.00545332+0.00177151j -0.00371151-0.00178814j 0.00601112-0.00327579j -0.00217578+0.00112103j 0.00287487+0.00107259j -0.0016258+0.00277519j 0.000382359-0.000442219j -0.00235066-0.00354173j -0.00422858+0.000358044j 3.86835e-05+0.00356853j 4.21207e-05-0.0042853j -0.00256203-0.000569899j -0.00156931-0.010558j -0.0175739-0.0117282j -0.014194+0.0152544j -0.00112544+0.0131509j -0.00129927-0.0181928j 0.0498946+0.00377609j -0.0284222+0.0069026j 0.00910138+0.00511192j -0.00712032+0.0174604j -0.0292105-0.0112974j -0.0198967-0.0464128j -0.0270028-0.00119102j 0.0187334-0.0044832j 0.00320914+0.0182295j 0.00938245+0.00915197j 0.000311735+0.017975j -0.0250205+0.0270313j -0.0128511+0.0152362j -0.0167719+0.0103711j 0.00295342-0.00667655j 0.0162821-0.0150435j -0.000985483-0.020363j -0.000427316-0.00898006j -0.000762615+0.0110235j -0.00617191+0.0108827j 0.0019166-0.0131495j -0.00577309-0.0069788j 0.00119708-0.00736352j 0.000650326+0.00159692j 0.00146633+0.00355807j 0.000405552+0.00592844j -0.00403112+0.000846691j -0.00495827-0.00797054j 0.00518322+0.00702997j -0.00621627-0.00436694j 0.00332587+0.00385611j -0.00183058-0.00594245j -0.00161728-0.00267895j 0.00147905+0.0083514j -0.00642329-0.00278934j -0.00326068-0.00107285j -0.00819041-0.000733857j 0.0014855-0.00661245j -0.0052431-0.00197323j 0.0118319+0.00871224j -0.00372185-0.00547755j -0.0142976-0.00336617j 0.00855551+0.00716987j -0.0115337-0.00468171j -0.0057839+7.93865e-05j -0.00921605+9.24271e-05j 0.00043917+0.000601646j -0.00150956-0.00390752j -0.00630505+0.00678114j -0.00464837+0.0127925j 0.000242059-0.000252523j -0.0016843+0.00222943j 
-0.00319814+0.0168443j -0.00727706+0.00580992j 0.0355536-0.00218606j -0.0295421+0.000690202j -0.00230702-0.00631536j 0.000810029-0.0001387j -0.00872087-0.00458908j -0.00931753-0.000272312j 0.00344621+0.00030855j 0.00211945-0.000331265j 0.00442765-0.00159943j 0.00417843+0.00218993j 0.00252523-0.000420162j 0.00322474-0.00037644j 0.00479319-0.00244824j -0.00513282-0.0318099j -0.040611+0.00756429j 0.0142773-0.00830767j -0.0236681+0.00595914j 0.0112905-0.000486828j -0.00714719+0.00155737j 0.00720656-0.00275555j 0.00467839-0.00528397j 0.00115241-0.0019848j -0.0015402+0.000672446j 0.0025845+0.000956681j -0.000137401+0.00201959j -0.00129037-0.000655011j 0.00187053-0.00216198j 0.000142164+0.00185982j -0.000491764-0.00234578j -0.002433+0.00283368j 0.00341121-0.00204057j 0.00470196+0.000786927j 0.00114897+0.000561783j 0.0057023-0.00075537j 0.000288457-0.00898778j 0.014946-0.0303925j 0.00224511-0.000512896j 0.0102327-0.0180244j 0.0574516-0.0622818j 0.0894606-0.0311356j -0.0377602-0.0465086j 0.0243627-0.0275581j -0.0113175+0.0161459j 0.00335114+0.0137819j -0.0587728-0.0509111j 0.0497015+0.0748093j -0.00383386+0.000233922j 0.000116148+0.00816831j 0.00936987+0.00190795j -0.00298961+0.00959046j -0.00619214-0.00431849j 0.00681106+0.00200465j -0.009353+0.00439319j -0.00461497+0.00302585j 9.48505e-05+0.000374304j 0.00161021-0.00302519j -0.000299165-0.00390206j 0.00530671-0.0015319j 0.000918926-0.000269676j -0.00387834+0.0033165j -0.00398029+0.00208938j 0.00162373-0.00223133j 0.00128559-0.00168305j 0.00220363-0.00175653j 0.000104338-0.000744837j -0.000739054-0.000416043j -0.00168615+0.000632989j 0.00266893+0.000647122j -0.00169505-0.000841159j 0.000906561-0.000820202j -0.00416714+0.00203465j -0.00369941+0.00177023j 0.00183355-0.00398361j 0.00231108-0.000633671j 0.00307969+0.00192191j 0.000603433+0.00188232j 0.000478791+0.000625281j 0.00052358+0.00119966j -0.000533156-0.00300502j -3.13201e-06-0.00211952j 0.00166044+0.00422845j 0.00200764-0.00321266j 0.00225945-0.00113643j -0.00112264-0.00377382j -2.70528e-05-0.00131656j -0.0033289+0.000751448j -0.000467229-0.00277299j -0.000184176+0.000774146j -0.000141171-0.00164748j -0.000776073-0.00268091j 0.00089257-0.00464705j 0.00115604-0.000933508j -0.00124004-0.00146445j 
0.00448681+0.0022384j 0.0154494-0.0216707j 0.0238014-0.0124559j 0.00634507-0.00638773j 0.000656762-0.00415178j 0.00549247+0.00344591j 0.00245121+0.00394079j 0.00181729+0.00162096j 0.00126436-0.00241202j 0.000453831-0.000721106j -0.000941496-0.00113236j -0.00298879-0.00576523j -0.00486604-0.00301157j 0.00519334-0.00158828j -0.00251887-0.00139725j -0.0392728+0.00414166j 0.0104564+0.0324869j -0.0474429+0.0110498j -0.000695853+0.00523319j -0.0133803+0.00454625j -0.0149029+0.00596062j -0.0117503+0.00215516j -0.00502422+0.00124232j 4.14784e-05+0.00113635j -0.00164928+0.0026747j 0.00324764-0.00606222j 0.00308544-0.00101065j -0.0010251+0.00107031j 0.005695-0.00165672j 0.00313241-0.00108463j -0.00400191+0.00234334j -0.000903227+0.00177469j 0.00218622-0.00496372j 0.00270511-0.00362915j -0.0019355-0.00147817j -0.00174885-0.00847463j -0.00616543+0.00107137j 0.00724716+0.00106212j -0.0184633+0.0180026j -0.0345835+0.0459383j -0.0189668-0.0227508j -0.0270139-0.0361111j -0.10538+0.0447855j -0.01736-0.0403103j 0.0349063+0.05921j 0.0170807+0.0291247j 0.0352787+0.0720319j 0.0304725+0.0172655j -0.0153989-0.0156397j 0.00277563-0.0040413j 0.000849265+0.00531701j -0.00635669+0.00104783j -0.00619367+0.00166225j 0.0074081+0.00409201j 0.00315515+0.00379541j -0.00436771-0.00186195j -0.000789629+0.00372321j -0.000921773+0.00195645j -0.00592192-0.00264442j -0.00316507-0.00536795j -0.00492032-0.00353876j 0.00320596+0.000938014j 0.00812199+0.00554282j -0.00401832-0.00398345j -0.000446641-0.000602499j -0.00188283-0.00517386j 0.00252437-0.00203464j -0.00105575-0.000860746j 0.00229935+0.000345123j -0.00189997+0.000440308j -0.00160514+0.00206129j 0.000835029+0.00161339j -0.000370278+0.00333666j 0.00269302-0.000896966j -0.00275196-0.000602438j -0.0014963-0.00329914j 0.00196799+0.00131062j 2.95797e-05-0.000507031j 0.000615214+0.00364309j 0.0015722-0.000724366j -0.00309742-0.00343793j -3.20368e-05-0.00334132j 0.00588409+0.00175397j -0.00635103+0.000391962j -0.00188851+0.00146823j 0.00021179-0.00253119j -0.00388158-0.00343585j -0.000968708-0.000811131j -0.00241598-0.00214572j 9.81885e-05+0.00249675j -0.00236536+0.000642796j -0.00196715-0.00367951j 0.000271327+0.000575058j 0.00308302+0.000721655j 0.00178267+0.000450346j 
-0.00344135-0.0021822j 0.00039873+0.0120301j 0.0228534+0.0215179j 0.00403375+0.016532j 0.00472794-0.00629567j 0.00676263-0.00805952j 0.00715237-0.013273j 0.00679493-0.000851977j 0.00152991+0.000845589j -0.000503483-0.00158386j -0.00209023-0.00233849j -0.00702652+0.00947039j -0.00750055+0.00811768j 0.00954109-0.00808496j -0.00392191-0.0033632j -0.00974324-0.00198821j 0.0113798+0.0105084j -0.0291879-0.0193926j -0.00112274+0.0292775j 0.0489021+0.00582139j 0.00300809+0.00652157j 0.0301927-0.00210436j 0.00943363+0.00116649j -0.00352759+0.00325806j 0.00220939-0.00078972j -0.00658445-0.000879775j -0.0033343+0.00254618j 0.00148252+0.000335869j -0.00943986-0.00125062j -0.00163452-0.00130129j 0.00230978+0.00245789j 0.0021068-0.00299421j -0.0048899-0.00307201j -0.00268802+0.00556943j 0.00206599+0.00264512j -0.00184829-0.0102526j -0.00104782+0.00664247j -0.00398327+0.00232043j -0.00361357-0.00525256j -0.0172634-0.00307588j -0.0309559-0.0308781j -0.0261505-0.0527647j 0.00762186+0.000981791j -0.0272773-0.0172897j 0.004325-0.0125129j 0.0171763+0.0041313j -0.0649193+0.00791511j 0.0406692-0.0539529j -0.0123953+0.0183354j 0.0228389-0.0191609j 0.00808811-0.00839628j -0.000237091+0.0140022j -0.0163884+0.0172799j 0.00388454-0.0128753j 0.00214465+0.00556397j -0.00193907+0.00325644j -0.00519588-0.000377888j -0.000531036+0.000964494j 0.00137087+0.00661186j -0.00120684-0.00571138j -0.00261766-0.0006156j 0.00439012-0.000268814j -0.00280819-0.00938685j -0.00346183-0.00100734j 0.00124047-0.00224825j -0.00350129-0.00225119j -0.00410603-0.00412668j 0.00235517+1.16905e-06j 0.000865121+0.000478843j 0.003578+0.00575451j -0.00120824+0.000754912j 0.0045671+0.00153886j -0.000373974+0.00104466j 0.00226142-0.0011546j 0.00157386+0.00214487j 0.00133634+0.000139188j 0.00100299+0.00102895j -0.00330144+0.000574717j -0.00170106-0.000164255j 0.00548576+0.000330714j -0.00336096+0.00318624j -0.0060238-0.0012203j -0.00280146-0.0049404j 0.00761558+0.00173541j 0.00269743-0.000738402j -0.0133706-0.00498837j 0.00512948+0.00364411j 0.000751314+0.00868882j 0.00808339-0.00256453j 0.016603+0.00275212j -0.00148365+0.000795754j 0.000577247-0.00107735j 0.00793511-0.0151116j 0.00157635-0.012899j 0.00682847-0.00564893j 
