-0.0070329+0.0698612j 0.0112106+0.0300251j 0.00524648+0.0244249j -0.0105183+0.0225025j -0.00148163-0.0117599j 0.00589286+0.0132726j -0.00836437+0.025222j -0.00306969+0.00737344j 0.00358031+0.00632515j 0.0100227-0.0316669j 0.00324013-0.0199349j 0.00915361-0.00431556j 0.00784533-0.0718472j 0.0137351+0.062809j 0.018424-0.0926123j -0.00328189-0.0848655j 0.00573856-0.0491443j 0.0031629-0.0545698j 0.00473+0.0617499j 0.00128347+0.0360494j -0.000670853+0.0740636j 0.00481265+0.0452826j 0.00275144+0.0275389j -0.000189528+0.00233626j -0.000650163-0.0535513j -0.000240107-0.0358609j -0.00232062-0.0361036j 0.000658949+0.0566582j -0.00298762-0.0551113j -0.00189008-0.0161487j 0.00148136+0.0517576j 0.00148245-0.106055j -0.000160652-0.0248847j -0.00536558-0.134322j 0.00258663-0.152455j -0.00693439-0.492284j 0.0058177-0.0847677j 0.00957067-0.141373j 0.0106124+0.0898154j -0.0393764+0.0283686j 0.0153056+0.0854362j -0.00894417+0.0281138j -0.00255743+0.00815753j -0.00201981+0.0248388j -0.0164166-0.046986j 0.00747302-0.0474281j -0.027631+0.0148062j -0.000474461+0.0196331j -0.0110387-0.0202924j 0.00577956-0.00941128j 0.0028746+0.0364699j -0.0113571+0.00170626j -0.0185155-0.00146223j -0.00895438+0.0225589j 0.00310347-0.0380152j -0.00941778+0.0268854j -0.0180935+0.000857066j -0.00406299+0.00658666j -0.00205438-0.0211002j 0.0116404-0.00371548j -0.00957609+0.013852j 0.00349613+0.0195092j 0.00964881+0.0131479j -0.00411386-0.00186314j 0.00261622-0.0128859j 0.00893394+0.0153598j 0.0180725+0.00643317j -0.00660636+0.00452962j 0.0151882-0.0134768j -0.000102667-0.00490101j 0.00294376-0.0036333j -0.00225512-0.00592769j -0.0159378-0.00621868j 0.00905347-0.0103576j 0.00372739-0.0180695j 0.0104679+0.0174439j 0.0198248-0.0108863j -0.0049429+0.00585463j -0.0114962+0.00737817j 0.033522-0.00401465j 0.00313859+0.00088192j -0.0108791+0.0143638j -0.00268409+0.0177889j -0.017215+0.0224346j 0.00100848-0.0105455j 0.0802652-0.0105134j -0.0496502-0.0101066j 0.00606253-0.0336887j -0.00960047+0.021977j -0.151752+0.00751708j -0.331569+0.00677571j 0.0452246-0.00181648j -0.0777762-0.0551339j 0.1305+0.0359074j -0.0338123+0.293351j 
-0.00266383+0.00552068j -0.0025932-0.174861j -0.000159223-0.0736031j -0.00171609+0.0386957j 0.000380302+0.0192836j 0.000584304-0.0438719j -0.00109146+0.0106316j 3.26149e-05+3.33707e-05j -0.000404813-0.0191056j 0.00245452-0.0121257j 0.00101076+0.00628114j -0.000232535-0.0316251j 0.00441505+0.0297609j -0.00533783-0.116686j 0.00905293-0.0311277j -7.56531e-05-0.0465597j -0.0012303+0.214078j 0.000939412+0.168792j 0.000205009+0.0442867j 0.000530587-0.0321287j 0.000414745-0.0910991j -0.000773522+0.0693838j 6.44388e-05+0.0428334j 0.0006111-0.00731391j 0.000636444+0.0126635j -0.000100707+0.06527j 0.000538418-0.00971959j -0.000581014-0.0403001j 0.00191443+0.017008j 0.000398942-0.0298074j -0.000860714-0.00613077j 0.000999676+0.0879144j 0.000834979+0.038367j 0.0035429-0.00615512j 0.00404884+0.188844j 0.00329913-0.0697308j 0.000686131+0.347129j 0.00428397+0.222539j -0.00220362+0.288614j 0.00927756-0.134666j 0.00197508+0.00103389j -0.00632983+0.0209586j -0.00803877-0.176961j -0.00474955-0.00559806j -0.00394976-0.0522729j 0.00614205+0.0990197j -0.0162001+0.00755147j 0.00816731+0.0139795j -0.011985-0.0544116j 0.0143199-0.0229275j 0.000676109-0.00188576j -0.00352164+0.0140964j -0.0148038-0.0133901j 0.000609813+0.0156959j 0.00687055+0.0290943j -0.00145985-0.000832422j -0.00791371-0.0280382j -0.00619921+0.02142j -0.00549013-0.0206948j 0.00169846+0.0112972j -0.00355276-0.00925537j 0.00598716-0.00606382j 0.0117378+0.00177282j -0.00597448-0.0212481j 0.00132003-0.0234931j 6.61108e-06-0.00546816j 0.00578158+0.0211351j -0.00127445+0.0037057j 0.00717681+0.0177598j 0.000958854-0.00023559j -0.000227503+0.0250828j -0.000148308+0.0201894j -0.00359796-0.00531675j 0.0078097-0.00497582j -0.0029668+0.00971705j 0.00119334-0.0219086j 0.0082608+0.000175184j -0.00497985-0.0311825j -0.00417203+0.0208957j 0.00966566+0.0437409j -0.00304202-0.00631649j -0.00711855+0.00425542j 0.00844893+0.0058111j -0.00336355-0.0183971j -0.0175933+0.0315388j 0.00244354-0.0385435j -0.025121-0.0486335j -0.000239988+0.0482941j -0.00889363+0.00745356j -0.200143-0.00992831j 0.0562308+0.106058j 0.0274354-0.0840358j -0.00333301+0.0597207j -0.0147485+0.207658j -0.0456046+0.00890362j 
-0.0130715-0.00192895j -0.00232584-0.0533782j -0.00556871-0.0217478j 0.00823834+0.0312285j 0.00488554+0.0160312j 0.00353303-0.0117527j 0.00952627+0.0384272j 0.0139688+0.0266978j -0.00297865-0.0110403j 0.00451219-0.0251676j -0.00373959-0.0088697j -0.0178853-0.0607032j -0.00467153-0.0640731j 0.0448706+0.0295238j 0.0106153-0.00186236j -0.0023827+0.0113529j -0.000635283+0.0501666j 0.000325017+0.0205521j -0.00315828+0.0106151j -0.00505762+0.0209478j -0.00176168-0.0283245j -0.00261764+0.0539619j -0.00133819+0.0137248j -0.000194277-0.0183616j -0.000242623+0.0104268j 0.00324267-0.0328311j 0.00158411-0.0412276j -0.00154648+0.0131011j 0.00397277-0.0896358j 0.000418748-0.0180725j -0.00109699+0.0175922j 0.000997872+0.0482063j 0.00220681-0.0305379j 0.00349609-0.200423j -0.000895479-0.0696797j 0.00296656+0.136596j -0.000412965-0.0586364j -0.00325561+0.0961491j 0.00638214+0.110202j 0.0203531-0.0266666j 0.0278611+0.0166683j -0.0246784+0.0239733j -0.00838229-0.0207761j -0.00383805+0.0361677j -0.00232055-0.0450576j 0.00516355+0.0290077j 0.0160923+0.0213938j 0.00237058+0.018073j 0.00465353-0.00953747j -0.00824177-0.0258214j 0.0169044+0.0241613j 0.018172+0.0292915j -0.00547679-0.00368207j 0.00171209+0.0364241j -0.00150284-0.0121317j 0.00356015-0.0146282j 0.00950962+0.0140004j 0.0132071-0.000609082j 0.0101874-0.0199852j -0.0170346+0.000807743j 0.00483158+0.0148495j 0.00350255+0.00153693j 0.000830222+0.0108132j 0.00573672-0.001252j -0.00177706-0.00453845j -0.00367475+0.00569896j -0.0168259-0.00710357j -0.0036986-0.000120868j -0.0154585-0.0206777j 0.00930948+0.0010393j 0.0273032+0.0251495j -0.0129663-0.0271812j 0.0278653+0.0330876j -0.0172273-0.0187479j -0.00787631-0.0240092j -0.0140214-0.0130172j -0.0159471-0.00323932j 0.00896888-0.014384j 0.0241491+0.0217191j 0.000941694-0.0455462j 0.0104369+0.0156221j -0.018142-0.0205237j 0.00244646+0.0327412j 0.109021+0.0588467j 0.0817625-0.0720323j -0.370866-0.0808137j 0.153858-0.0176059j 0.0430526-0.0100465j 0.101904-0.0439025j 0.00179909-0.00302685j -0.130395+0.0739754j 0.110894+0.0603533j 0.0503158-0.436581j 0.0234792-0.00824714j -0.00114297+0.114414j 
0.00295514-0.0421006j 0.0128839-0.00592397j -0.000259743-0.0226537j 0.0036473+0.0223283j -0.00481842+0.00744616j 0.00540677+0.00570634j -0.00358399+0.00877872j -0.000609972+0.0196606j 0.0024677-0.00650404j 0.00415002+0.0153572j -0.00535729-0.00539515j 0.0208393-0.0226748j 0.016835+0.0334076j 0.00486482-0.0152988j -0.0577433-0.0216387j 0.00294115+0.042667j 0.00278719-0.0148777j -0.00272887+0.0161346j -0.00446785+0.0303118j -0.000880124+0.0578872j -0.00136175+0.00416691j -0.00107859+0.0106081j -0.00168524+0.0167668j -0.000683332+0.015398j -9.00297e-05+0.0367622j -0.000916679-0.0464222j 0.00112678-0.00398214j 0.000831076-0.00536192j -0.00282397-0.00531886j 0.00231472-0.0101848j -0.00206457+0.00771459j -0.00200691+0.0516965j 0.000430332-0.0650244j 0.000617251-0.00565803j -0.00975073+0.132371j 0.00154845-0.043878j -0.000522604-0.137667j 0.00568879+0.095698j 0.00380134-0.0877125j -0.0337975-0.0149699j 0.0179383+0.00768457j -0.00618431+0.0237737j 0.00800322-0.036022j 0.0146302+0.092407j -0.0108938-0.00110132j 0.00593366+0.00179974j 0.0119725+0.0138266j -0.0126867+0.0219589j 0.0134297-0.0156999j -0.0292031-0.0161347j 0.0106701+0.0190936j 0.00267281+0.00434715j 0.0040859+0.023309j -0.00594835+0.0187932j -0.00720586-0.0030751j -0.0148354-0.0286641j 0.00418191+0.0202352j 0.0103573+0.00144174j 0.00834818-0.0088652j -0.00134099-0.00926155j -0.0110415-0.0185737j -0.0045355-0.00349617j -0.00881931+0.0143587j 0.00292842-0.00309035j -0.00276879-0.00358175j 0.00535911-0.010028j 0.00375293-0.000230457j -0.00848722-0.0118406j 0.00169136+0.00466422j 0.00150677+0.00491624j 0.0166588+0.00800169j -0.00681374-0.000548569j 0.00390013+0.00786726j -0.0171655-0.00579162j 0.00283948+0.000234465j -0.0122802-0.0215734j -0.000426146+0.00644399j 0.0135699+0.0111845j 0.0256223+0.0190516j 0.0287344+0.0107311j -0.0303093-0.00456707j -0.0408705-0.0140239j -0.0703025+0.0160576j 0.0214367+0.0176022j 0.46348+0.0784068j 0.170245-0.0908691j 0.0470714+0.0444134j 0.0131106+0.00804298j 0.0661949-0.00108705j 0.143717-0.0973951j -0.00700774-0.0733973j 0.0326113-0.477454j -0.0990829-0.0523967j 0.00343195-0.12762j 0.0262142-0.00133934j 
0.019538-0.00140003j 0.00593329+0.00721611j 0.00240674-0.00870526j 0.00527601+0.0221871j -0.0105957-0.00296632j 0.00494683+0.0174354j 0.000208601+0.00924069j -0.00561298+0.0153308j -0.00130272-0.00534668j -0.0129848+0.0128107j -0.0169834-0.0229219j 0.0215186-0.0169969j -0.05147-0.0221529j 0.00543953+0.0161222j -0.0110451+0.0148841j 0.0112462-0.00257382j 0.000490273-0.0191365j -0.00296942+0.0123152j -0.00519499+0.0389848j 0.000332819+0.0414871j -0.00167675+0.0263871j -0.00137496-0.00223409j -0.000679937+0.00165366j 0.000863322+0.00469436j -0.00102784+0.0250817j 4.84486e-05-0.0387846j 0.00237866-0.000641934j 0.000835988-0.00164166j -0.000590479+0.0166197j 0.00222795-0.0158269j -0.00371024+0.0221246j -0.00254212+0.0312246j 0.00452085-0.104164j -0.00107325+0.0190439j 0.00195711-0.0486917j -0.0221602-0.046387j -0.0118372+0.0421789j 0.000565199-0.0173107j -0.00476616-0.0362269j -0.0125824-0.00798916j -0.00120066+0.0351897j 0.0138988+0.0306687j 0.00870181-0.0367983j 0.0268725+0.0799306j -0.0103826+0.00580501j -0.00409337-0.0182883j 0.0110268+0.0091746j -0.016329+0.0191097j 0.0214741+0.00432673j -0.0276454-0.00368105j -7.55147e-05+0.0093935j -0.00784061+0.00917868j -0.000693331+0.00444349j -0.00101414+0.00952324j -0.000166879-0.000746429j -0.0137279-0.0371026j 0.0113736+0.0258751j 0.00895659-0.00138662j 0.00791592-0.000695998j -0.00764864-0.00968896j -0.0281249-0.0249086j -9.15485e-06-0.00156306j -0.016711+0.00836318j -0.00902225+0.00042678j 0.00907781-0.00116099j -0.00392225-0.00912983j -0.00576653-0.00230553j -0.0166171-0.0175929j 0.0161873+0.00373034j 0.0433581+0.0166172j 0.00515711+0.0180727j 0.013743-0.00681823j -0.0221298+0.0213578j -0.0291195-0.00676967j 0.0280767+0.00435877j -0.0127938-0.0329425j 0.0545645+0.0112782j 0.0677545+0.0396028j 0.0753536+0.0105713j 0.0286868+0.0442445j -0.189746-0.0389846j -0.109867-0.0477835j -0.410073-0.045305j 0.24042+0.0322501j -0.207254+0.0781207j 0.0959397-0.0580949j -0.0704345+0.0447094j 0.0727606+0.00485237j 0.0377542-0.550883j -0.0334665+0.0235898j 0.0592188+0.00338055j -0.0401484+0.0762813j 0.00660391+0.0862432j -0.0040827+0.0416053j -0.00460342-0.0559538j 
0.00714774+0.00217796j 0.0182573+0.0268363j 0.0123127+0.0138424j 0.00411627-0.00531691j 0.000510179+0.00251175j 0.0344082+0.02396j 0.00258293-0.00306316j 0.00727365-0.000792614j 0.0113063+0.0174604j 0.0404177+0.0387941j -0.0128214+0.0227632j -0.0347482-0.011938j 0.00730391+0.0111757j 0.0534821-0.00942761j 0.0139282+3.14979e-05j 0.00163158-0.00883621j 0.0100697-0.0195563j 0.00327782-0.0268846j -0.00271319-0.00203635j -0.00547152+0.0209084j -0.00113129-0.000650741j 0.00163347+0.00730085j 0.00232063-0.0224808j 0.000759577-0.00748317j -0.00248557+0.00233781j 0.000738314-0.0346294j -0.00300904+0.0130033j 0.00157886+0.0155257j -0.00363807+0.0135037j 0.000895969+0.0309446j 0.0035502-0.0764415j -0.00339384+0.0609261j 0.000652982+0.0151488j 0.00117868-0.0652307j -0.0104646-0.0335119j 0.0018717-0.0579361j -0.0328537-0.00491499j 0.00352708-0.0312624j -0.0109842-0.0708675j -0.0241301+0.0249532j -0.0255662-0.0043635j 0.0151082-0.0137673j 0.018312+0.0443699j -0.00868753+0.00928136j 0.00864844-0.00328188j 0.0113518+0.0226251j -0.00424034-0.00153216j 0.0131848-0.00589742j 0.00341567+0.0230982j 0.0111564+0.0104721j 0.0157209+0.00139695j -0.00969472+0.00795524j -0.0256069-0.00453822j -0.0101987+0.00152548j 0.0202994+0.0111403j -0.0062285-0.019544j 0.000148255+0.00397726j -0.00478512-0.0182181j 0.0147341+0.0104225j 0.00239032-0.00463166j 0.00105395+0.00685522j 0.0145733+0.000180671j -0.00186823-0.00390303j -0.000439676-0.00265124j 0.0185095+0.00723564j -0.000602757+0.00391908j 0.00270092+0.00518856j -0.000862866-0.00511917j 0.058118+0.0355887j 0.0367571+0.00833761j -0.00866537+0.016009j 0.00463882-0.0188407j -0.0255559+0.0105672j 0.0734742+0.0249927j 0.0195985+0.0196484j -0.0296258-0.0241327j 0.126106+0.0462422j 0.0349216+0.0088706j -0.266687-0.017066j 0.347706+0.08819j 0.0489415+0.10558j -0.296617+0.0227545j 0.102014+0.0536016j 0.0924072-0.0364536j -0.00708251-0.00744507j -0.0822161-0.00354244j -0.0713373-0.0877376j -0.10781+0.548644j 0.0539567-0.00288794j 0.0399452+0.0357179j 0.0793309+0.0403468j 0.00825722+0.0113892j 0.00970128-0.0521387j -0.0156384-0.0143565j 0.0020758-0.0958915j 
-0.00768327-0.0341449j 0.00928709-0.000165221j -0.00110481-0.0175184j -0.0117349+0.00464497j 0.00334954+0.00557224j -0.00025721-0.0115472j -0.00175561+0.00806635j -0.00788015+0.0116238j 0.010609-0.00652435j 0.0151529+0.000196563j 0.0399921+0.017203j -0.0110166-0.0144376j -0.0507589-0.00269872j -0.0215028+0.00329065j 0.0555841+0.000157482j -0.00390592+0.023479j 0.000910546-0.021108j -0.00216375+0.0144345j -0.00236278-0.00787663j -0.00212593-0.00968104j -0.000128552-0.00174043j -0.00551042+0.0022478j -0.00031629+0.0156331j 0.00139451+0.0155192j -0.000682619+0.00777094j 0.00514712-0.00274046j 0.00286735-0.0108533j -0.00180506-0.00363934j 0.0050447-0.00872248j 0.00110804-0.00124478j -0.000998044+0.014395j -0.00577908+0.0316524j -0.00345084+0.0603548j 0.00670538+0.0558633j 0.00493094-0.0614155j 0.0261046-0.0140388j -0.00490261-0.0534097j 0.0110551+0.0719919j 0.00179176-0.0620267j -0.037844-0.02161j 0.0235262-0.0115865j -0.0121206+0.00128012j 0.00250447-0.0539003j 0.0150058+0.00979302j -0.0247995-0.0204418j -0.00565808+0.00237968j -0.0090866+0.00616653j -0.0209683+0.00646046j -0.00484504-0.0196859j -0.0156076-0.0237746j 0.023087+0.0343461j 0.0168364+0.00127215j 0.0168703+0.019577j 0.00335313+0.0238342j -0.0184869-0.0111927j -0.0148948-0.00226469j -0.000289353+0.00195822j 0.0358493+0.029114j 0.00604955-0.0175285j 0.00674015-0.00871202j -0.00401791+6.22608e-05j -0.024003-0.000615089j -0.00540251+0.00657615j 0.0157087-0.0046509j 0.00608856-0.00862669j -0.000477546-0.00411515j -0.0136224-0.00571942j -0.0357748-0.0077477j -0.0297998-0.0155551j 0.0214204-0.00877213j 0.0406922+0.0268343j -0.0143718-0.0130393j 0.0353858+0.0232467j -0.0750548-0.0285758j 0.0102271-0.0252827j -0.0189142-0.00960101j 0.07402-0.0236834j 0.134671+0.0196313j 0.263196+0.102944j 0.279816-0.0252046j 0.357176+0.0197271j 0.175394+0.0493266j -0.0397916-0.0201209j 0.0338335+0.00920256j -0.134645+0.104774j 0.101452-0.150367j 0.0503364-0.537518j -0.106453-0.0747548j -0.0173779+0.0045081j 0.0861586+0.0411833j -0.0158765-0.0394575j -0.0316459+0.0627249j 0.0077839+0.0863853j -0.000269598-0.0997284j 0.018504-0.0126595j 
0.0139764+0.0160272j -0.00635873+0.00645916j 0.0206653+0.0139913j -0.0196581-0.0151825j 0.00134006-0.00607319j -0.00985365+0.0140138j -0.00577566-0.0110971j -0.0130661-0.00885278j 0.014968-0.000921272j -0.0266411+0.0187646j 0.0548906+0.00551732j -0.0381655-0.00647888j -0.0240716+0.00090805j -0.00676214+0.00712085j 0.0119798-0.0109803j 0.0045885-0.0192747j -0.00401476+0.010728j 0.00697104-0.00206682j 0.00735094-0.0141955j 0.0012811-0.00303146j 0.00248253+0.0194929j 0.000292642-0.0132881j 0.00152747-0.0230047j 0.00105024-0.0205969j -0.00215238+0.0130991j -0.0013608-2.72595e-05j -0.00318551-0.0102287j 0.00214487-0.0127381j -0.00115472+0.0250468j -0.00363041+0.00630907j -0.000490733+0.0429472j -0.00470909+0.00711325j -0.000603587+0.00681627j -0.00477232-0.0690873j -0.0145114-0.0348414j 0.00399104-5.90725e-05j 0.00138339-0.00520939j -0.00092608-0.0401904j -0.0031974+0.00907789j -0.00261662-0.000653005j -0.0182376-0.003242j 0.0130565-0.0137182j -0.00216863-0.0031116j 0.00503824+0.00448908j 0.00275259+0.0224677j -0.00314962-0.0233615j -0.0247817-0.00454661j 0.000225533-0.00976687j 0.0184846+0.0302151j 0.0140759+0.00932957j -0.0373861-0.026245j -0.00926956+0.00971142j -0.0205947-0.0144309j -0.00782422-0.0200201j 0.0268735+0.0211143j -0.00988432-0.0325949j -0.0185053-0.0021973j -0.00365858+0.0058237j -0.0049076+0.00803927j 0.00995326+0.00307746j -0.0364785-0.0297253j -0.00694357-0.0145967j 0.00316079-0.00725942j -0.0155336-0.00255356j 0.019824+0.00380116j -0.00539692-0.012426j 0.0255764+0.0110497j 0.00247897-0.0266162j 0.0516142+0.0372906j -0.00126244+0.0307165j -0.114389-0.0212752j 0.0647387+0.0415632j -0.170011-0.0747236j 0.0777071+0.00311863j 0.145965+0.0365658j 0.301448+0.00617762j 0.396337+0.108186j -0.137755+0.0511882j 0.163675+0.0616536j -0.0906807+0.0810072j 0.00466026-0.0648258j 0.0855186-0.0500797j 0.101045-0.237185j 0.114225-0.500467j 0.0571264-0.00273847j -0.0889208-0.16521j 0.0205732+0.0151103j -0.00882247-0.0633761j -0.023375+0.0444316j 0.0169527+0.0214795j 0.0271606+0.0224797j 0.00755465+0.00520084j 0.00706864-0.104497j -0.00488324-0.00204566j 0.00239152-0.0341772j 
0.00685019-0.0131128j 0.0034544+0.00272828j 0.0072168-0.0131804j -0.00886439+0.0077j 0.00705912+0.00267851j -0.0117855-0.00890325j 0.00312725+0.0115535j -0.0119034+0.0131802j 0.0422793-0.00294122j -0.0535043-0.0119377j -0.0141707-0.00660706j -0.0315151+0.00323801j 0.046736-0.000983026j 0.0185567+0.00374561j 0.00181439-0.00289246j 0.000790035+0.000613956j -0.00300487-0.0182738j -0.00179368+0.00854834j -0.00213155-0.012681j -0.00174743-0.00886559j 0.00113973+0.00899096j -0.00761395+0.00457282j -0.00466715+0.00288524j -0.000864525+0.00573609j 0.00176493+0.00201048j 0.00268227-0.00328925j 0.00234324-0.0114215j -0.000858259-0.00260182j 0.00650962+0.00588045j 0.00137774+0.0210383j 0.000689858-0.0218789j 0.00249065-0.0336128j 0.00554424+0.0282734j 0.00591734+0.0179399j 0.00474755-0.00416002j -0.00369413-0.0216142j -0.00459873+0.014151j 0.00573102+0.0223061j -0.00230558-0.0443546j -0.0314198-0.0208914j 0.00823561-0.00195117j 0.00406463+0.00104557j 0.00312578-0.050813j 0.0273031+0.0229809j -0.0283216-0.0267255j -0.0163743-0.0127688j -0.00608991+0.00950991j -0.0179579+0.0145099j 0.0111263-0.0177861j -0.0295991-0.0276045j 0.0227373+0.0352868j 0.0228293+0.00315953j 0.0278209+0.021098j 0.008843+0.02533j -0.0288531-0.0185478j -0.0337269-0.0194182j 0.0177238+0.0133972j 0.0508198+0.0360281j -0.00469845-0.0206969j -0.00722859-0.00889066j -0.0225693-0.015419j -0.0207363-0.00602841j -0.0143485+0.0101818j 0.00112102-0.00557423j 0.022147+0.00208844j -0.00650759-0.00889017j -0.037301-0.019564j -0.0629508-0.0279893j -0.0428568-0.052048j 0.0492371+0.00949576j 0.092846+0.051947j -0.12711-0.0325515j 0.115199+0.0524935j -0.391788-0.11629j 0.314692+0.0552134j 0.228556+0.00930247j 0.0213675+0.0167084j -0.0965726+0.0676646j -0.265348+0.323679j 0.00197318-0.0648834j -0.0285593-0.0751995j 0.0368716-0.414918j 0.0284267+0.233357j -0.0602891-0.0981972j -0.0409859-0.0732684j 0.00101397+0.0881316j -0.0361378+0.0570354j -0.00785091+0.0682619j -0.0146006+0.0629769j 0.00565041+0.00640456j 0.00505403-0.00707775j -0.0124823+0.0467113j 0.00822741+0.0537111j -0.00183773-0.00571023j 0.00117151-0.00914411j 
0.000791098+0.00327074j 0.00821307+0.00570269j -0.00786412+0.00184878j 0.0195988+0.00847183j -0.00150674-0.000146955j 0.0107629-0.00174259j 0.0189584+0.00332902j 0.0315923+0.0120958j 0.0395489+0.0206325j 0.00714101-0.00807549j 0.0548078+0.00995976j 0.0315408+0.00163574j -0.00912188-0.00132286j 0.0143881-0.0142314j 0.0045531-0.0150003j -4.32447e-07+0.0010658j 0.00520225-0.00428622j -0.0026118-0.00913349j -0.00469422+0.014959j -0.00133776+0.00367171j -0.000748614-0.00197657j -0.00138435+0.00999009j -0.000379777+0.0222828j -0.00296117+0.0181098j -0.000162892+0.0042575j 0.00198243-0.0024492j -0.00436406+0.00991945j -0.00258969+0.00660359j 0.00333436-0.0300863j -0.00553225+0.0330693j 0.000374264+0.018329j -0.00202249+0.00787455j -0.00100788-0.0102754j -5.54125e-07+5.35733e-05j -0.00159057+0.0341035j -0.00871687-0.0385986j -0.0124928+0.0326977j -0.00175785-0.00559955j -0.0041556-0.0199896j -0.00135838+0.0132688j -0.0144854+0.00219112j 0.0068282+0.00020574j 0.0126506+0.0362362j -0.0157757-0.0153332j 0.0223927+0.00280351j 0.00621667+0.00136217j 0.0154485-0.011115j 0.0180583+0.00100775j -0.011285-0.0159665j 0.00600578+0.000310792j 0.00553344+0.00122878j -0.00431426-0.0120262j 0.00145856+0.00727137j 0.00912139-0.00257333j 0.000525281+0.00613143j -0.014379-0.00666656j 0.0118088-0.00542111j -0.0157018-0.0166178j -4.95423e-05+0.00469543j -0.00898626+0.00529499j 0.00491956+0.0117445j 0.0395673+0.00904672j 0.0132108+0.0188182j 0.0052922+0.00144832j -0.0276958+0.00246971j 0.0153207+0.00468147j 0.0162694+0.0159543j 0.056521+0.0266128j 0.0337526+0.00266656j 0.0650887-0.0566935j 0.0971223+0.0309205j -0.109564-0.063729j 0.457264+0.0693638j 0.289207+0.09237j 0.0251345+0.0234027j 0.194816+0.0775173j -0.00714901+0.00237516j -0.151771-0.0933337j 0.116095-0.0666462j 0.130593-0.261816j -0.121941+0.42429j 0.0543394-0.257383j -0.0387751-0.224586j -0.0329206-0.0195767j 0.00420267+0.0257708j 0.0231007-0.0141377j 0.0112519-0.0140648j -0.0185453-0.0341483j 0.0138485-0.0258404j -0.0437158-0.0107678j 0.0383324+0.0169936j 0.00477239-0.0319132j 0.00256684+0.0223907j -0.00905931+0.0523914j -0.00903569-0.0266695j 
-0.0199362-0.0195664j 0.0145569+0.0109918j -0.00704836+0.00111948j -0.0119449-0.0143903j -0.00217848+0.00411523j -0.0209594-0.023321j -0.0320212-0.0147322j 0.0290711-0.000512737j -0.015413-0.0125178j -0.00519804-0.00629183j -0.0413318-0.00416695j 0.027457+0.00193567j 0.0476882-0.0093273j -0.00617527+0.0134387j 0.00116898-0.00564949j -0.00937431+0.0147335j 0.00617808-0.0188778j -0.0026559-0.0166661j 0.000406304-0.0118469j 0.00581696-0.0118267j 0.000944768-0.0170911j -0.000619515-0.00976014j -0.00619693+0.0104238j -0.00205494+0.0040561j 0.00166585-0.00295447j -0.00380003+0.019551j 0.00170453-0.0035508j 0.00100967-0.0290738j 0.00500895+0.00525087j -0.000206512+0.0050594j -0.00272498-0.00315558j 0.00347896-0.000325269j -0.000123719-0.032254j 0.0150875-0.00871587j 0.0110935-0.0246293j 0.0169112-0.0261346j -0.00438051-0.0452109j 0.00785112+0.0454929j 0.000374569-0.0336008j -0.0259166+0.00332518j 0.0161186-0.0213492j -0.0188792-0.0160828j 0.00230294+0.00700634j -0.0181217-0.0427775j -0.00147566-0.00727281j 0.00771785+0.0285892j -0.020789-0.0129962j 0.0020702-0.0145003j -0.0421065-0.0330848j 0.0153236-0.00994875j 0.0139577-0.00733276j -0.00353906-0.000231396j -0.000738652-0.0170245j -0.0156156-0.00908729j -0.0321483-0.00925693j 0.0166354+0.0408255j -0.0367676-0.0441897j 0.0142131+0.0307449j -0.0187288-0.0231928j 0.00359272+0.0165383j 0.00560888+0.00196919j -0.0193361-0.0123252j 0.0570626+0.0343468j 0.0113638-0.00645489j -0.0327555-0.0118183j 0.0275478+0.020237j 0.122863+0.0397766j -0.0337008+0.0225902j -0.0237662-0.0574445j -0.415211-0.176442j 0.237768-0.0076108j -0.280871-0.00612528j -0.0855246-0.171099j 0.0657383-0.0766798j -0.09529-0.0369548j 0.113063+0.027894j 0.120187-0.192814j 0.176959-0.458632j -0.0532467+0.110812j 0.0135876+0.215j -0.107839+0.00218861j 0.00620359-0.0683739j -0.0256339-0.0754092j 0.00617051-0.00775359j -0.0191523-0.0172199j -0.00455437-0.0201838j 0.0164117+0.0342501j 0.0110588+0.0304969j 0.00516984-0.0528734j 0.0685701+0.0251435j 0.0162143-0.00846657j -0.0174712+0.00770353j 0.0121883-0.00638691j -0.0062025-0.0667575j 0.0167718-0.036516j 
