-0.0321516-0j -0.00518844-0j -0.00423634-0j -0.000611463-0j -0.000529543-0j -6.24072e-05-0j -2.84849e-06-0j -0.0295614-0j -0.00467406-0j -0.00369517-0j -0.00246345-0j -0.000533352-0j -0.000615862-0j -0.00021774-0j -5.13218e-05-0j -5.4435e-05-0j -4.53625e-06-0j -1.69056e-07-0j -0.0192918-0j -0.0194917-0j -0.00300763-0j -0.0030388-0j -0.0023297-0j -0.00235384-0j -0.000336263-0j -0.00212672-0j -0.000339748-0j -0.00214876-0j -0.000375954-0j -0.000250636-0j -0.00037985-0j -3.13295e-05-0j -0.000217057-0j -0.000253233-0j -3.16542e-05-0j -0.000219306-0j -4.43066e-05-0j -2.21533e-05-0j -4.47657e-05-0j -2.61079e-06-0j -3.19755e-06-0j -2.23829e-05-0j -2.63785e-06-0j -3.23069e-06-0j -2.06401e-07-0j -2.0854e-07-0j -6.50102e-09-0j -6.56839e-09-0j 
0.000880169-0j -0.00669718-0j 0.000115972-0j -0.00159528-0j -0.000683528-0j -0.00024508-0j -1.86959e-05-0j -0.00316694-0j 0.0236103-0j -0.000395867-0j -0.000263912-0j 0.00544542-0j 0.00311093-0j -2.33267e-05-0j 0.000788728-0j 0.000555771-0j 9.31144e-05-0j 5.21431e-06-0j 0.000528124-0j 0.00559542-0j -0.00388222-0j -0.0411317-0j 6.3777e-05-0j 0.000675711-0j -0.000877296-0j 5.82202e-05-0j -0.00929486-0j 0.000616837-0j -0.000485277-0j -0.000323518-0j -0.00514146-0j -0.000123035-0j 5.94207e-06-0j -0.00342764-0j -0.00130354-0j 6.29557e-05-0j -0.000115594-0j -2.85952e-05-0j -0.0012247-0j -1.36943e-05-0j -1.25572e-05-0j -0.000302964-0j -0.00014509-0j -0.000133042-0j -1.3547e-06-0j -1.43529e-05-0j -5.9808e-08-0j -6.33659e-07-0j 
0.00266252-0j 0.000429662-0j -0.0335399-0j 5.06361e-05-0j -0.00842883-0j -0.00049409-0j 2.35887e-07-0j 0.00244802-0j 0.000387066-0j -0.0292554-0j 0.000204001-0j 4.41676e-05-0j -0.00487589-0j -0.00520773-0j 4.25003e-06-0j -0.000866452-0j -3.59144e-05-0j 1.39998e-08-0j 0.00159758-0j 0.00161413-0j 0.000249066-0j 0.000251647-0j -0.0184447-0j -0.0186358-0j 2.78464e-05-0j 0.000176116-0j 2.8135e-05-0j 0.000177941-0j -0.0029765-0j 2.07555e-05-0j -0.00300734-0j 2.59444e-06-0j -0.00345494-0j 2.09706e-05-0j 2.62132e-06-0j -0.00349074-0j -0.000350784-0j -0.000529845-0j -0.000354419-0j 2.16203e-07-0j -5.0896e-05-0j -0.000535335-0j 2.18444e-07-0j -5.14235e-05-0j -1.63412e-06-0j -1.65105e-06-0j 5.38359e-10-0j 5.43938e-10-0j 
-0.000384301-0j 0.00591028-0j -5.06361e-05-0j -0.0324903-0j 0.000603216-0j -0.0101621-0j -0.00156243-0j -0.000353341-0j 0.00532435-0j -4.41676e-05-0j -2.94451e-05-0j -0.0283399-0j 0.000701544-0j -2.6026e-06-0j -0.00835702-0j -0.00289243-0j -0.00148772-0j -0.000139385-0j -0.00023059-0j -0.00023298-0j 0.00342607-0j 0.00346157-0j -2.78464e-05-0j -2.8135e-05-0j -0.0178675-0j -2.54202e-05-0j -0.0180527-0j -2.56836e-05-0j 0.000428259-0j 0.000285506-0j 0.000432697-0j -0.00510156-0j -2.59444e-06-0j 0.000288465-0j -0.00515442-0j -2.62132e-06-0j -0.00235425-0j 2.52354e-05-0j -0.00237865-0j -0.000856239-0j -0.000520675-0j 2.54969e-05-0j -0.000865112-0j -0.000526071-0j -0.000113214-0j -0.000114387-0j -7.51449e-06-0j -7.59236e-06-0j 
-0.00294686-0j -0.000475548-0j 0.0371219-0j -5.60439e-05-0j 0.009329-0j 0.000546857-0j -2.61079e-07-0j -4.69437e-05-0j -7.42245e-06-0j 0.000561007-0j -3.91197e-06-0j -8.46967e-07-0j 9.35011e-05-0j 9.98645e-05-0j -8.14994e-08-0j 1.66153e-05-0j 6.88701e-07-0j -2.68462e-10-0j -0.00176819-0j 0.00172461-0j -0.000275666-0j 0.000268871-0j 0.0204145-0j -0.0199113-0j -3.08204e-05-0j -0.000194925-0j 3.00607e-05-0j 0.000190121-0j 0.00329438-0j -2.29721e-05-0j -0.00321318-0j -2.87152e-06-0j 0.00382392-0j 2.24059e-05-0j 2.80074e-06-0j -0.00372966-0j 0.000388246-0j 0.00058643-0j -0.000378677-0j -2.39293e-07-0j 5.63316e-05-0j -0.000571976-0j 2.33395e-07-0j -5.49432e-05-0j 1.80864e-06-0j -1.76406e-06-0j -5.95854e-10-0j 5.81167e-10-0j 
0.000425343-0j -0.00654148-0j 5.60439e-05-0j 0.0359602-0j -0.000667637-0j 0.0112474-0j 0.00172929-0j 6.77573e-06-0j -0.000102101-0j 8.46967e-07-0j 5.64645e-07-0j 0.000543451-0j -1.34529e-05-0j 4.9908e-08-0j 0.000160256-0j 5.54658e-05-0j 2.85287e-05-0j 2.67287e-06-0j 0.000255217-0j -0.000248926-0j -0.00379196-0j 0.0036985-0j 3.08204e-05-0j -3.00607e-05-0j 0.0197757-0j 2.8135e-05-0j -0.0192883-0j -2.74415e-05-0j -0.000473996-0j -0.000315997-0j 0.000462313-0j 0.00564639-0j 2.87152e-06-0j 0.000308208-0j -0.00550722-0j -2.80074e-06-0j 0.00260568-0j -2.79305e-05-0j -0.00254145-0j 0.000947682-0j 0.000576282-0j 2.7242e-05-0j -0.000924324-0j -0.000562078-0j 0.000125305-0j -0.000122216-0j 8.31701e-06-0j -8.11202e-06-0j 
-0.0023297-0j -0.000375954-0j 0.0293474-0j -4.43066e-05-0j 0.00737523-0j 0.000432328-0j -2.06401e-07-0j -0.00214202-0j -0.000338682-0j 0.0255984-0j -0.000178501-0j -3.86467e-05-0j 0.00426641-0j 0.00455676-0j -3.71878e-06-0j 0.000758146-0j 3.14251e-05-0j -1.22498e-08-0j 0.00135809-0j -0.00141237-0j 0.000211729-0j -0.000220191-0j -0.0156797-0j 0.0163063-0j 2.3672e-05-0j 0.000149715-0j -2.46181e-05-0j -0.000155699-0j -0.00253029-0j 1.76441e-05-0j 0.00263143-0j 2.20551e-06-0j -0.00293701-0j -1.83493e-05-0j -2.29366e-06-0j 0.0030544-0j -0.000298198-0j -0.000450416-0j 0.000310116-0j 1.83792e-07-0j -4.32663e-05-0j 0.000468418-0j -1.91138e-07-0j 4.49955e-05-0j -1.38915e-06-0j 1.44467e-06-0j 4.57654e-10-0j -4.75946e-10-0j 
-0.00155313-0j -0.000250636-0j 0.0195649-0j -2.95377e-05-0j 0.00491682-0j 0.000288219-0j -1.37601e-07-0j -0.00142801-0j -0.000225788-0j 0.0170656-0j -0.000119001-0j -2.57644e-05-0j 0.00284427-0j 0.00303784-0j -2.47918e-06-0j 0.000505431-0j 2.095e-05-0j -8.16653e-09-0j -0.00093192-0j -0.000941577-0j -0.000145289-0j -0.000146794-0j 0.0107594-0j 0.0108709-0j -1.62438e-05-0j -0.000102735-0j -1.64121e-05-0j -0.000103799-0j 0.00173629-0j -1.21074e-05-0j 0.00175428-0j -1.51342e-06-0j 0.00201538-0j -1.22328e-05-0j -1.52911e-06-0j 0.00203627-0j 0.000204624-0j 0.000309076-0j 0.000206744-0j -1.26119e-07-0j 2.96894e-05-0j 0.000312279-0j -1.27425e-07-0j 2.9997e-05-0j 9.53235e-07-0j 9.63113e-07-0j -3.14043e-10-0j -3.17297e-10-0j 
0.00235384-0j 0.00037985-0j -0.0296515-0j 4.47657e-05-0j -0.00745165-0j -0.000436809-0j 2.0854e-07-0j -0.00208922-0j -0.000330335-0j 0.0249675-0j -0.000174102-0j -3.76941e-05-0j 0.00416125-0j 0.00444445-0j -3.62712e-06-0j 0.000739459-0j 3.06505e-05-0j -1.19479e-08-0j 0.00141237-0j -0.00142615-0j 0.000220191-0j -0.000222339-0j -0.0163063-0j 0.0164654-0j 2.46181e-05-0j 0.000155699-0j -2.48583e-05-0j -0.000157218-0j -0.00263143-0j 1.83493e-05-0j 0.0026571-0j 2.29366e-06-0j -0.0030544-0j -1.85283e-05-0j -2.31604e-06-0j 0.0030842-0j -0.000310116-0j -0.000468418-0j 0.000313142-0j 1.91138e-07-0j -4.49955e-05-0j 0.000472988-0j -1.93003e-07-0j 4.54345e-05-0j -1.44467e-06-0j 1.45876e-06-0j 4.75946e-10-0j -4.80589e-10-0j 
0.000336263-0j -0.0051715-0j 4.43066e-05-0j 0.0284291-0j -0.000527814-0j 0.00889185-0j 0.00136713-0j 0.000309173-0j -0.0046588-0j 3.86467e-05-0j 2.57644e-05-0j 0.0247974-0j -0.000613851-0j 2.27728e-06-0j 0.00731239-0j 0.00253087-0j 0.00130175-0j 0.000121962-0j -0.000196023-0j 0.000203857-0j 0.00291247-0j -0.00302888-0j -2.3672e-05-0j 2.46181e-05-0j -0.015189-0j -2.16095e-05-0j 0.0157961-0j 2.24732e-05-0j 0.000364059-0j 0.000242706-0j -0.00037861-0j -0.00433679-0j -2.20551e-06-0j -0.000252406-0j 0.00451012-0j 2.29366e-06-0j -0.00200133-0j 2.14524e-05-0j 0.00208132-0j -0.000727881-0j -0.000442621-0j -2.23098e-05-0j 0.000756973-0j 0.000460312-0j -9.62419e-05-0j 0.000100089-0j -6.388e-06-0j 6.64331e-06-0j 
0.000224176-0j -0.00344766-0j 2.95377e-05-0j 0.0189527-0j -0.000351876-0j 0.0059279-0j 0.000911418-0j 0.000206116-0j -0.00310587-0j 2.57644e-05-0j 1.71763e-05-0j 0.0165316-0j -0.000409234-0j 1.51818e-06-0j 0.00487493-0j 0.00168725-0j 0.000867834-0j 8.13079e-05-0j 0.000134511-0j 0.000135905-0j -0.00199854-0j -0.00201925-0j 1.62438e-05-0j 1.64121e-05-0j 0.0104227-0j 1.48284e-05-0j 0.0105307-0j 1.49821e-05-0j -0.000249818-0j -0.000166545-0j -0.000252406-0j 0.00297591-0j 1.51342e-06-0j -0.000168271-0j 0.00300675-0j 1.52911e-06-0j 0.00137331-0j -1.47206e-05-0j 0.00138754-0j 0.000499472-0j 0.000303727-0j -1.48732e-05-0j 0.000504649-0j 0.000306875-0j 6.60413e-05-0j 6.67257e-05-0j 4.38345e-06-0j 4.42888e-06-0j 
-0.000339748-0j 0.00522509-0j -4.47657e-05-0j -0.0287237-0j 0.000533283-0j -0.00898399-0j -0.00138129-0j 0.000301553-0j -0.00454397-0j 3.76941e-05-0j 2.51294e-05-0j 0.0241862-0j -0.000598721-0j 2.22115e-06-0j 0.00713216-0j 0.00246849-0j 0.00126967-0j 0.000118956-0j -0.000203857-0j 0.000205846-0j 0.00302888-0j -0.00305843-0j -2.46181e-05-0j 2.48583e-05-0j -0.0157961-0j -2.24732e-05-0j 0.0159502-0j 2.26924e-05-0j 0.00037861-0j 0.000252406-0j -0.000382304-0j -0.00451012-0j -2.29366e-06-0j -0.000254869-0j 0.00455412-0j 2.31604e-06-0j -0.00208132-0j 2.23098e-05-0j 0.00210162-0j -0.000756973-0j -0.000460312-0j -2.25275e-05-0j 0.000764358-0j 0.000464803-0j -0.000100089-0j 0.000101065-0j -6.64331e-06-0j 6.70813e-06-0j 
0.00271798-0j 0.000438613-0j -0.0342387-0j 5.1691e-05-0j -0.00860443-0j -0.000504383-0j 2.40801e-07-0j 4.32976e-05-0j 6.84595e-06-0j -0.000517434-0j 3.60813e-06-0j 7.81184e-07-0j -8.6239e-05-0j -9.21081e-05-0j 7.51694e-08-0j -1.53248e-05-0j -6.3521e-07-0j 2.47611e-10-0j -0.00158443-0j -0.00159066-0j -0.000247017-0j -0.000247988-0j 0.0182929-0j 0.0183649-0j -2.76173e-05-0j -0.000174667-0j -2.77259e-05-0j -0.000175354-0j 0.00295201-0j -2.05847e-05-0j 0.00296362-0j -2.57309e-06-0j 0.00342651-0j -2.06657e-05-0j -2.58321e-06-0j 0.00343999-0j 0.000347898-0j 0.000525485-0j 0.000349265-0j -2.14424e-07-0j 5.04773e-05-0j 0.000527551-0j -2.15267e-07-0j 5.06758e-05-0j 1.62067e-06-0j 1.62704e-06-0j -5.33929e-10-0j -5.36029e-10-0j 
0.000960953-0j 0.000155073-0j -0.0121052-0j 1.82755e-05-0j -0.00304213-0j -0.000178326-0j 8.51361e-08-0j 0.000883536-0j 0.000139699-0j -0.0105588-0j 7.3628e-05-0j 1.59409e-05-0j -0.0017598-0j -0.00187957-0j 1.53392e-06-0j -0.000312719-0j -1.29622e-05-0j 5.05278e-09-0j -0.00283374-0j 0.000582571-0j -0.000441786-0j 9.08242e-05-0j 0.0327167-0j -0.00672602-0j -4.93932e-05-0j -0.00031239-0j 1.01545e-05-0j 6.42224e-05-0j 0.00527963-0j -3.68155e-05-0j -0.00108541-0j -4.60194e-06-0j 0.00612827-0j 7.56869e-06-0j 9.46086e-07-0j -0.00125988-0j 0.00062221-0j 0.000939823-0j -0.000127916-0j -3.83495e-07-0j 9.0278e-05-0j -0.000193213-0j 7.88405e-08-0j -1.85597e-05-0j 2.89855e-06-0j -5.95896e-07-0j -9.54926e-10-0j 1.96318e-10-0j 
-0.00158549-0j -0.000255857-0j 0.0199725-0j -3.01531e-05-0j 0.00501925-0j 0.000294223-0j -1.40467e-07-0j 0.00283975-0j 0.000449004-0j -0.0339368-0j 0.000236646-0j 5.12353e-05-0j -0.00565614-0j -0.00604107-0j 4.93012e-06-0j -0.0010051-0j -4.16614e-05-0j 1.624e-08-0j -0.000951335-0j -0.000863004-0j -0.000148315-0j -0.000134544-0j 0.0109836-0j 0.00996373-0j -1.65822e-05-0j -0.000104875-0j -1.50425e-05-0j -9.51372e-05-0j 0.00177246-0j -1.23596e-05-0j 0.00160789-0j -1.54495e-06-0j 0.00205737-0j -1.1212e-05-0j -1.4015e-06-0j 0.00186634-0j 0.000208887-0j 0.000315515-0j 0.000189492-0j -1.28746e-07-0j 3.03079e-05-0j 0.00028622-0j -1.16792e-07-0j 2.74938e-05-0j 9.73094e-07-0j 8.82742e-07-0j -3.20585e-10-0j -2.90819e-10-0j 
-0.000392307-0j 0.00603341-0j -5.1691e-05-0j -0.0331672-0j 0.000615783-0j -0.0103738-0j -0.00159498-0j -6.24947e-06-0j 9.41706e-05-0j -7.81184e-07-0j -5.20789e-07-0j -0.000501242-0j 1.24081e-05-0j -4.60317e-08-0j -0.000147809-0j -5.11578e-05-0j -2.63129e-05-0j -2.46528e-06-0j 0.000228693-0j 0.000229592-0j -0.00339788-0j -0.00341124-0j 2.76173e-05-0j 2.77259e-05-0j 0.0177205-0j 2.52111e-05-0j 0.0177902-0j 2.53102e-05-0j -0.000424735-0j -0.000283157-0j -0.000426405-0j 0.00505958-0j 2.57309e-06-0j -0.00028427-0j 0.00507948-0j 2.58321e-06-0j 0.00233488-0j -2.50278e-05-0j 0.00234406-0j 0.000849194-0j 0.000516392-0j -2.51262e-05-0j 0.000852533-0j 0.000518422-0j 0.000112282-0j 0.000112724-0j 7.45266e-06-0j 7.48196e-06-0j 
-0.000138702-0j 0.00213313-0j -1.82755e-05-0j -0.0117264-0j 0.000217712-0j -0.0036677-0j -0.000563911-0j -0.000127527-0j 0.00192166-0j -1.59409e-05-0j -1.06273e-05-0j -0.0102284-0j 0.000253201-0j -9.39329e-07-0j -0.00301621-0j -0.00104393-0j -0.000536945-0j -5.03067e-05-0j 0.000409015-0j -8.40869e-05-0j -0.00607707-0j 0.00124935-0j 4.93932e-05-0j -1.01545e-05-0j 0.0316929-0j 4.50896e-05-0j -0.00651555-0j -9.26971e-06-0j -0.000759633-0j -0.000506422-0j 0.000156169-0j 0.009049-0j 4.60194e-06-0j 0.000104112-0j -0.00186033-0j -9.46086e-07-0j 0.0041759-0j -4.47618e-05-0j -0.000858499-0j 0.00151877-0j 0.000923559-0j 9.20232e-06-0j -0.000312235-0j -0.000189869-0j 0.000200815-0j -4.12844e-05-0j 1.3329e-05-0j -2.74023e-06-0j 
-0.00168167-0j -0.000271378-0j 0.0211841-0j -3.19822e-05-0j 0.00532372-0j 0.000312071-0j -1.48988e-07-0j 0.00149261-0j 0.000236002-0j -0.0178376-0j 0.000124384-0j 2.693e-05-0j -0.00297294-0j -0.00317527-0j 2.59134e-06-0j -0.000528295-0j -2.18978e-05-0j 8.53597e-09-0j 0.00296968-0j 0.00101889-0j 0.00046298-0j 0.000158847-0j -0.0342862-0j -0.0117635-0j 5.17627e-05-0j 0.000327376-0j 1.77596e-05-0j 0.000112322-0j -0.00553291-0j 3.85817e-05-0j -0.00189832-0j 4.82271e-06-0j -0.00642226-0j 1.32373e-05-0j 1.65466e-06-0j -0.00220346-0j -0.000652059-0j -0.000984909-0j -0.000223719-0j 4.01892e-07-0j -9.46088e-05-0j -0.000337919-0j 1.37888e-07-0j -3.246e-05-0j -3.0376e-06-0j -1.04219e-06-0j 1.00074e-09-0j 3.43349e-10-0j 
