-3.97361e-13-0.11371j -2.57718e-14-0.0400016j 2.96027e-15-0.166559j 6.19403e-16-0.0958549j -1.24795e-15+0.0877726j -3.88438e-15+0.183694j 1.49854e-15-0.10159j 1.5577e-15+0.0581754j 4.69109e-15+0.0533614j -1.78784e-14-0.180864j 1.68866e-14+0.159273j 5.60309e-15+0.148764j 5.59395e-15+0.0660818j 1.99825e-15-0.015846j 9.7128e-15-0.0639748j -2.02137e-15+0.202566j 4.36714e-15+0.0790305j 4.3094e-15-0.0692294j -1.70238e-14+0.202159j 3.15342e-15-0.0542536j -3.85614e-14-0.125531j -4.36134e-15+0.120792j 1.69825e-14-0.206096j -5.21586e-15-0.097021j -1.56435e-14+0.0213004j -1.78287e-14-0.0994035j -1.85313e-14+0.0445649j 9.77473e-14-0.210523j 1.78626e-14+0.116544j 3.79951e-14+0.0514376j -2.53086e-14-0.0915169j -5.81522e-15+0.045047j 2.37332e-13-0.0232603j 3.40455e-14+0.0341073j 8.03997e-14-0.177252j -8.88334e-13-0.110614j 4.18695e-14+0.0584187j -7.62841e-14-0.117461j 2.4976e-13-0.221476j -1.67286e-13+0.100599j -1.8027e-14+0.0372094j -1.19865e-13+0.123328j 2.19417e-14+0.159272j -1.12055e-14+0.0495772j 9.12074e-15-0.0134457j 7.43493e-15+0.00341901j 3.19797e-14-0.0601218j 1.55225e-14-0.0818393j -1.32964e-15-0.176214j -1.25458e-13-0.0582859j -6.26646e-14-0.143934j -4.75212e-14-0.105788j -1.16723e-15+0.0294212j 5.54264e-14-0.108307j 1.60227e-14-0.164021j 6.61413e-15-0.0425026j -1.27339e-12-0.136583j 8.39568e-15+0.0226944j 2.51052e-14+0.19533j -1.33222e-14-0.0484739j 4.19477e-15+0.0326991j 1.83805e-14+0.144392j -5.00507e-15-0.0779243j 5.69622e-15-0.0474371j 8.86834e-16+0.0804828j 6.44657e-15-0.132912j -2.15938e-14+0.146576j 9.32372e-14+0.15417j 3.56023e-15-0.0465075j 1.31721e-15-0.0560814j 3.75634e-15+0.0946577j -4.45587e-15-0.169037j -1.5455e-15-0.0802742j -3.77151e-15-0.0906984j 1.39138e-14+0.156161j -1.28366e-14-0.0386313j 1.87464e-13+0.109046j 
7.92408e-16+0.000226757j 5.13934e-17+7.97701e-05j -5.9033e-18+0.000332148j -1.2352e-18+0.000191151j 2.48862e-18-0.000175034j 7.74613e-18-0.000366319j -2.98835e-18+0.000202588j -3.10632e-18-0.000116012j -9.35485e-18-0.000106412j 3.56527e-17+0.000360674j -3.36748e-17-0.000317619j -1.11735e-17-0.00029666j -1.11553e-17-0.000131779j -3.98486e-18+3.15996e-05j -1.9369e-17+0.000127577j 4.03096e-18-0.000403952j -8.70884e-18-0.000157601j -8.59369e-18+0.000138055j 3.39484e-17-0.00040314j -6.28847e-18+0.000108191j 7.68981e-17+0.000250331j 8.69728e-18-0.000240879j -3.38661e-17+0.000410991j 1.04013e-17+0.000193477j 3.11958e-17-4.24768e-05j 3.55535e-17+0.000198228j 3.69547e-17-8.88702e-05j -1.94925e-16+0.000419819j -3.56212e-17-0.000232409j -7.57689e-17-0.000102575j 5.04698e-17+0.000182501j 1.15966e-17-8.98315e-05j -4.73282e-16+4.6385e-05j -6.78927e-17-6.8016e-05j -1.60331e-16+0.000353472j 1.77149e-15+0.000220584j -8.3495e-17-0.000116497j 1.52124e-16+0.000234238j -4.98064e-16+0.000441661j 3.33597e-16-0.000200613j 3.5949e-17-7.42021e-05j 2.39031e-16-0.000245937j -4.37556e-17-0.000317616j 2.23458e-17-9.88656e-05j -1.81883e-17+2.6813e-05j -1.48265e-17-6.8181e-06j -6.37731e-17+0.000119893j -3.09545e-17+0.000163202j 2.65153e-18+0.000351402j 2.50184e-16+0.000116232j 1.24964e-16+0.000287029j 9.47655e-17+0.00021096j 2.32767e-18-5.8671e-05j -1.1053e-16+0.000215984j -3.19521e-17+0.000327087j -1.31897e-17+8.47575e-05j 2.53935e-15+0.00027237j -1.67425e-17-4.52567e-05j -5.00641e-17-0.000389523j 2.65667e-17+9.66653e-05j -8.3651e-18-6.52078e-05j -3.66539e-17-0.000287943j 9.98098e-18+0.000155395j -1.13592e-17+9.45977e-05j -1.7685e-18-0.000160497j -1.28556e-17+0.000265049j 4.30618e-17-0.000292297j -1.85931e-16-0.000307443j -7.09972e-18+9.2744e-05j -2.62676e-18+0.000111836j -7.49079e-18-0.000188764j 8.88579e-18+0.000337089j 3.082e-18+0.000160081j 7.52105e-18+0.000180868j -2.77466e-17-0.000311412j 2.55983e-17+7.70376e-05j -3.73835e-16-0.000217458j 
2.87125e-16+8.21642e-05j 1.86221e-17+2.89043e-05j -2.13903e-18+0.000120352j -4.47568e-19+6.92628e-05j 9.0174e-19-6.34226e-05j 2.80677e-18-0.000132734j -1.08282e-18+7.34067e-05j -1.12556e-18-4.20363e-05j -3.38968e-18-3.85578e-05j 1.29186e-17+0.000130688j -1.22019e-17-0.000115088j -4.04868e-18-0.000107493j -4.04207e-18-4.77494e-05j -1.4439e-18+1.145e-05j -7.01827e-18+4.62269e-05j 1.4606e-18-0.00014637j -3.15561e-18-5.71058e-05j -3.11388e-18+5.00237e-05j 1.2301e-17-0.000146076j -2.2786e-18+3.92025e-05j 2.78637e-17+9.07063e-05j 3.15142e-18-8.72815e-05j -1.22712e-17+0.00014892j 3.76887e-18+7.01054e-05j 1.13036e-17-1.53912e-05j 1.28826e-17+7.18269e-05j 1.33904e-17-3.22017e-05j -7.06301e-17+0.000152119j -1.29072e-17-8.42121e-05j -2.74545e-17-3.71677e-05j 1.82875e-17+6.61282e-05j 4.20196e-18-3.255e-05j -1.71491e-16+1.68074e-05j -2.46006e-17-2.46452e-05j -5.80952e-17+0.000128079j 6.41892e-16+7.99274e-05j -3.0254e-17-4.22121e-05j 5.51213e-17+8.4875e-05j -1.80471e-16+0.000160034j 1.20877e-16-7.26911e-05j 1.3026e-17-2.68868e-05j 8.66117e-17-8.91141e-05j -1.58546e-17-0.000115087j 8.09687e-18-3.58235e-05j -6.59046e-18+9.71556e-06j -5.37233e-18-2.47051e-06j -2.31079e-17+4.34427e-05j -1.12162e-17+5.91354e-05j 9.60768e-19+0.000127329j 9.0653e-17+4.21162e-05j 4.52801e-17+0.000104004j 3.43378e-17+7.64402e-05j 8.43418e-19-2.12591e-05j -4.00499e-17+7.82607e-05j -1.15777e-17+0.000118519j -4.77923e-18+3.07115e-05j 9.20122e-16+9.86918e-05j -6.06655e-18-1.63985e-05j -1.81405e-17-0.000141142j 9.62631e-18+3.50262e-05j -3.03105e-18-2.36277e-05j -1.32814e-17-0.000104335j 3.61656e-18+5.63065e-05j -4.11597e-18+3.4277e-05j -6.40808e-19-5.81552e-05j -4.65816e-18+9.60391e-05j 1.56032e-17-0.000105913j -6.73713e-17-0.0001114j -2.57255e-18+3.36053e-05j -9.51792e-19+4.05232e-05j -2.71425e-18-6.83977e-05j 3.21972e-18+0.000122142j 1.11675e-18+5.80045e-05j 2.72522e-18+6.55367e-05j -1.00538e-17-0.000112839j 9.27543e-18+2.79142e-05j -1.35457e-16-7.87947e-05j 
2.5159e-16+7.19955e-05j 1.63175e-17+2.53271e-05j -1.87431e-18+0.000105457j -3.92177e-19+6.06908e-05j 7.90141e-19-5.55735e-05j 2.45941e-18-0.000116307j -9.48806e-19+6.43219e-05j -9.86262e-19-3.68339e-05j -2.97018e-18-3.37859e-05j 1.13198e-17+0.000114514j -1.06918e-17-0.000100844j -3.54761e-18-9.419e-05j -3.54183e-18-4.18399e-05j -1.2652e-18+1.00329e-05j -6.14969e-18+4.05058e-05j 1.27984e-18-0.000128255j -2.76507e-18-5.00384e-05j -2.72851e-18+4.38328e-05j 1.07787e-17-0.000127997j -1.9966e-18+3.43508e-05j 2.44152e-17+7.94805e-05j 2.7614e-18-7.64795e-05j -1.07525e-17+0.00013049j 3.30244e-18+6.14291e-05j 9.9047e-18-1.34864e-05j 1.12883e-17+6.29376e-05j 1.17332e-17-2.82164e-05j -6.18889e-17+0.000133293j -1.13098e-17-7.379e-05j -2.40567e-17-3.25678e-05j 1.60242e-17+5.79442e-05j 3.68192e-18-2.85216e-05j -1.50268e-16+1.47273e-05j -2.1556e-17-2.15952e-05j -5.09053e-17+0.000112228j 5.62451e-16+7.00356e-05j -2.65098e-17-3.69879e-05j 4.82995e-17+7.43708e-05j -1.58136e-16+0.000140228j 1.05917e-16-6.36948e-05j 1.14139e-17-2.35593e-05j 7.58926e-17-7.80853e-05j -1.38925e-17-0.000100843j 7.0948e-18-3.139e-05j -5.77482e-18+8.51316e-06j -4.70745e-18-2.16476e-06j -2.0248e-17+3.80663e-05j -9.82809e-18+5.18168e-05j 8.41863e-19+0.00011157j 7.94338e-17+3.69039e-05j 3.96762e-17+9.11322e-05j 3.00882e-17+6.698e-05j 7.39037e-19-1.86281e-05j -3.50934e-17+6.85751e-05j -1.01448e-17+0.000103851j -4.18775e-18+2.69106e-05j 8.06247e-16+8.64777e-05j -5.31575e-18-1.4369e-05j -1.58954e-17-0.000123674j 8.43496e-18+3.06914e-05j -2.65593e-18-2.07036e-05j -1.16377e-17-9.14222e-05j 3.16897e-18+4.9338e-05j -3.60657e-18+3.00349e-05j -5.61502e-19-5.09579e-05j -4.08166e-18+8.41533e-05j 1.36722e-17-9.28048e-05j -5.90334e-17-9.76135e-05j -2.25417e-18+2.94463e-05j -8.33998e-19+3.55081e-05j -2.37834e-18-5.99328e-05j 2.82125e-18+0.000107026j 9.78539e-19+5.08259e-05j 2.38794e-18+5.74259e-05j -8.80957e-18-9.88736e-05j 8.12751e-18+2.44595e-05j -1.18693e-16-6.90431e-05j 
1.60716e-17+4.59909e-06j 1.04236e-18+1.6179e-06j -1.19731e-19+6.73664e-06j -2.50523e-20+3.87694e-06j 5.04744e-20-3.55004e-06j 1.57107e-19-7.42969e-06j -6.061e-20+4.1089e-06j -6.30026e-20-2.35296e-06j -1.89736e-19-2.15825e-06j 7.2311e-19+7.3152e-06j -6.82994e-19-6.44196e-06j -2.26622e-19-6.01688e-06j -2.26253e-19-2.67274e-06j -8.08212e-20+6.40906e-07j -3.92843e-19+2.58752e-06j 8.17561e-20-8.19298e-06j -1.76633e-19-3.19646e-06j -1.74298e-19+2.80005e-06j 6.88543e-19-8.1765e-06j -1.27543e-19+2.19434e-06j 1.55965e-18+5.07723e-06j 1.76399e-19-4.88553e-06j -6.86875e-19+8.33573e-06j 2.1096e-19+3.92411e-06j 6.32714e-19-8.61516e-07j 7.21098e-19+4.02047e-06j 7.49517e-19-1.80247e-06j -3.95348e-18+8.51478e-06j -7.2247e-19-4.71372e-06j -1.53675e-18-2.08044e-06j 1.02363e-18+3.70149e-06j 2.35202e-19-1.82197e-06j -9.59913e-18+9.40783e-07j -1.377e-18-1.3795e-06j -3.25184e-18+7.16914e-06j 3.59295e-17+4.47389e-06j -1.69345e-18-2.3628e-06j 3.08538e-18+4.75083e-06j -1.01018e-17+8.9578e-06j 6.76603e-18-4.06884e-06j 7.2912e-19-1.50497e-06j 4.84804e-18-4.98811e-06j -8.87453e-19-6.4419e-06j 4.53218e-19-2.0052e-06j -3.68897e-19+5.43823e-07j -3.00713e-19-1.38285e-07j -1.29345e-18+2.43168e-06j -6.27821e-19+3.31007e-06j 5.37784e-20+7.12715e-06j 5.07425e-18+2.35743e-06j 2.53453e-18+5.82154e-06j 1.92204e-18+4.27869e-06j 4.72098e-20-1.18997e-06j -2.24177e-18+4.38059e-06j -6.48055e-19+6.634e-06j -2.67515e-19+1.71906e-06j 5.15033e-17+5.52422e-06j -3.39571e-19-9.17898e-07j -1.0154e-18-7.90031e-06j 5.38827e-19+1.96057e-06j -1.69661e-19-1.32255e-06j -7.43416e-19-5.84007e-06j 2.02435e-19+3.15172e-06j -2.30389e-19+1.91864e-06j -3.58688e-20-3.2552e-06j -2.60737e-19+5.37573e-06j 8.73382e-19-5.92839e-06j -3.77107e-18-6.23557e-06j -1.43997e-19+1.88104e-06j -5.3276e-20+2.26826e-06j -1.51929e-19-3.82852e-06j 1.80222e-19+6.83685e-06j 6.25093e-20+3.24677e-06j 1.52542e-19+3.66838e-06j -5.62757e-19-6.31607e-06j 5.19187e-19+1.56248e-06j -7.58214e-18-4.41049e-06j 
3.9342e-17+1.12582e-05j 2.55161e-18+3.96048e-06j -2.93091e-19+1.64907e-05j -6.1326e-20+9.49042e-06j 1.23557e-19-8.6902e-06j 3.84585e-19-1.81872e-05j -1.48368e-19+1.00582e-05j -1.54225e-19-5.75984e-06j -4.64456e-19-5.28321e-06j 1.77011e-18+1.7907e-05j -1.67191e-18-1.57694e-05j -5.54751e-19-1.47288e-05j -5.53847e-19-6.54264e-06j -1.97843e-19+1.56888e-06j -9.61646e-19+6.33403e-06j 2.00132e-19-2.00557e-05j -4.32383e-19-7.82466e-06j -4.26665e-19+6.85427e-06j 1.68549e-18-2.00154e-05j -3.12214e-19+5.37155e-06j 3.81789e-18+1.24286e-05j 4.31809e-19-1.19593e-05j -1.68141e-18+2.04052e-05j 5.16413e-19+9.60587e-06j 1.54883e-18-2.10892e-06j 1.76518e-18+9.84176e-06j 1.83475e-18-4.41229e-06j -9.67777e-18+2.08434e-05j -1.76855e-18-1.15388e-05j -3.76183e-18-5.09274e-06j 2.50576e-18+9.06092e-06j 5.75754e-19-4.46002e-06j -2.34978e-17+2.30296e-06j -3.37079e-18-3.3769e-06j -7.96023e-18+1.75494e-05j 8.79523e-17+1.09517e-05j -4.14542e-18-5.78392e-06j 7.55275e-18+1.16296e-05j -2.47283e-17+2.19279e-05j 1.65627e-17-9.96017e-06j 1.78482e-18-3.68404e-06j 1.18676e-17-1.22104e-05j -2.17241e-18-1.57692e-05j 1.10944e-18-4.90855e-06j -9.03027e-19+1.33123e-06j -7.36119e-19-3.3851e-07j -3.16625e-18+5.95254e-06j -1.53685e-18+8.10276e-06j 1.31645e-19+1.74466e-05j 1.24213e-17+5.77078e-06j 6.2043e-18+1.42506e-05j 4.70499e-18+1.04739e-05j 1.15566e-19-2.91294e-06j -5.48766e-18+1.07233e-05j -1.58638e-18+1.62395e-05j -6.54853e-19+4.2081e-06j 1.26076e-16+1.35228e-05j -8.31241e-19-2.24693e-06j -2.48562e-18-1.93393e-05j 1.319e-18+4.79931e-06j -4.15316e-19-3.23748e-06j -1.81982e-18-1.4296e-05j 4.95543e-19+7.71514e-06j -5.63972e-19+4.69665e-06j -8.78038e-20-7.96845e-06j -6.38263e-19+1.31593e-05j 2.13796e-18-1.45122e-05j -9.23124e-18-1.52641e-05j -3.52492e-19+4.60462e-06j -1.30415e-19+5.55251e-06j -3.71908e-19-9.37188e-06j 4.41168e-19+1.6736e-05j 1.53017e-19+7.9478e-06j 3.7341e-19+8.97988e-06j -1.37758e-18-1.54612e-05j 1.27092e-18+3.82482e-06j -1.85604e-17-1.07965e-05j 
6.26908e-16+0.000179397j 4.06595e-17+6.31096e-05j -4.67036e-18+0.000262777j -9.77219e-19+0.000151228j 1.96886e-18-0.000138477j 6.1283e-18-0.000289811j -2.36422e-18+0.000160276j -2.45755e-18-9.1782e-05j -7.40103e-18-8.41871e-05j 2.82064e-17+0.000285345j -2.66416e-17-0.000251282j -8.83987e-18-0.000234701j -8.82546e-18-0.000104256j -3.1526e-18+2.49999e-05j -1.53237e-17+0.000100932j 3.18907e-18-0.000319584j -6.88994e-18-0.000124685j -6.79884e-18+0.000109222j 2.68581e-17-0.000318941j -4.97508e-18+8.55947e-05j 6.08374e-17+0.000198048j 6.8808e-18-0.00019057j -2.6793e-17+0.000325153j 8.22895e-18+0.000153068j 2.46803e-17-3.36052e-05j 2.81279e-17+0.000156827j 2.92365e-17-7.03091e-05j -1.54214e-16+0.000332137j -2.81815e-17-0.000183868j -5.99441e-17-8.11519e-05j 3.99288e-17+0.000144384j 9.17454e-18-7.10696e-05j -3.74434e-16+3.66972e-05j -5.37129e-17-5.38104e-05j -1.26845e-16+0.000279647j 1.40151e-15+0.000174513j -6.60566e-17-9.21658e-05j 1.20352e-16+0.000185316j -3.9404e-16+0.000349418j 2.63923e-16-0.000158714j 2.84408e-17-5.87045e-05j 1.89108e-16-0.000194571j -3.46169e-17-0.00025128j 1.76787e-17-7.82169e-05j -1.43896e-17+2.12129e-05j -1.17299e-17-5.3941e-06j -5.04537e-17+9.48528e-05j -2.44894e-17+0.000129116j 2.09774e-18+0.000278009j 1.97932e-16+9.19563e-05j 9.88645e-17+0.000227081j 7.49731e-17+0.000166899j 1.84152e-18-4.64172e-05j -8.74449e-17+0.000170874j -2.52787e-17+0.000258773j -1.0435e-17+6.70554e-05j 2.00899e-15+0.000215484j -1.32457e-17-3.58045e-05j -3.96079e-17-0.000308168j 2.10181e-17+7.64761e-05j -6.618e-18-5.15887e-05j -2.89985e-17-0.000227804j 7.89639e-18+0.000122939j -8.98679e-18+7.48404e-05j -1.39914e-18-0.000126976j -1.01706e-17+0.000209692j 3.40681e-17-0.000231249j -1.47098e-16-0.000243231j -5.6169e-18+7.33738e-05j -2.07814e-18+8.84784e-05j -5.92629e-18-0.000149339j 7.02993e-18+0.000266685j 2.4383e-18+0.000126647j 5.95023e-18+0.000143093j -2.19515e-17-0.000246371j 2.0252e-17+6.09478e-05j -2.95757e-16-0.00017204j 
2.4279e-16+6.94772e-05j 1.57467e-17+2.44412e-05j -1.80874e-18+0.000101768j -3.78459e-19+5.85678e-05j 7.62502e-19-5.36295e-05j 2.37338e-18-0.000112238j -9.15617e-19+6.20719e-05j -9.51763e-19-3.55455e-05j -2.86628e-18-3.26041e-05j 1.09238e-17+0.000110509j -1.03178e-17-9.73169e-05j -3.42352e-18-9.08953e-05j -3.41793e-18-4.03763e-05j -1.22094e-18+9.68198e-06j -5.93457e-18+3.90889e-05j 1.23507e-18-0.000123769j -2.66835e-18-4.8288e-05j -2.63306e-18+4.22995e-05j 1.04016e-17-0.00012352j -1.92676e-18+3.31492e-05j 2.35612e-17+7.67003e-05j 2.6648e-18-7.38043e-05j -1.03764e-17+0.000125926j 3.18692e-18+5.92804e-05j 9.55824e-18-1.30147e-05j 1.08934e-17+6.07361e-05j 1.13227e-17-2.72294e-05j -5.97241e-17+0.00012863j -1.09142e-17-7.12088e-05j -2.32152e-17-3.14286e-05j 1.54637e-17+5.59173e-05j 3.55313e-18-2.75239e-05j -1.45011e-16+1.42121e-05j -2.0802e-17-2.08398e-05j -4.91246e-17+0.000108302j 5.42777e-16+6.75857e-05j -2.55825e-17-3.56941e-05j 4.661e-17+7.17694e-05j -1.52605e-16+0.000135323j 1.02213e-16-6.14668e-05j 1.10146e-17-2.27352e-05j 7.32379e-17-7.53539e-05j -1.34065e-17-9.7316e-05j 6.84663e-18-3.02919e-05j -5.57282e-18+8.21537e-06j -4.54278e-18-2.08903e-06j -1.95398e-17+3.67347e-05j -9.48431e-18+5.00043e-05j 8.12415e-19+0.000107668j 7.66552e-17+3.5613e-05j 3.82884e-17+8.79444e-05j 2.90357e-17+6.4637e-05j 7.13185e-19-1.79765e-05j -3.38658e-17+6.61764e-05j -9.78998e-18+0.000100218j -4.04127e-18+2.59693e-05j 7.78045e-16+8.34527e-05j -5.12981e-18-1.38664e-05j -1.53394e-17-0.000119348j 8.13991e-18+2.96178e-05j -2.56303e-18-1.99793e-05j -1.12306e-17-8.82243e-05j 3.05812e-18+4.76121e-05j -3.48042e-18+2.89843e-05j -5.4186e-19-4.91754e-05j -3.93889e-18+8.12096e-05j 1.31939e-17-8.95585e-05j -5.69684e-17-9.4199e-05j -2.17532e-18+2.84163e-05j -8.04825e-19+3.4266e-05j -2.29514e-18-5.78363e-05j 2.72256e-18+0.000103282j 9.4431e-19+4.9048e-05j 2.30441e-18+5.54172e-05j -8.50142e-18-9.54151e-05j 7.84321e-18+2.3604e-05j -1.14541e-16-6.6628e-05j 
-3.38293e-16-9.68064e-05j -2.19407e-17-3.40553e-05j 2.52022e-18-0.0001418j 5.27328e-19-8.16059e-05j -1.06244e-18+7.4725e-05j -3.30696e-18+0.000156388j 1.27578e-18-8.64883e-05j 1.32614e-18+4.95275e-05j 3.99375e-18+4.54291e-05j -1.52208e-17-0.000153978j 1.43764e-17+0.000135597j 4.77018e-18+0.00012665j 4.7624e-18+5.62586e-05j 1.70121e-18-1.34904e-05j 8.26897e-18-5.44648e-05j -1.72089e-18+0.000172454j 3.71796e-18+6.72824e-05j 3.6688e-18-5.89383e-05j -1.44932e-17+0.000172107j 2.68466e-18-4.61887e-05j -3.28292e-17-0.000106871j -3.71302e-18+0.000102836j 1.44581e-17-0.000175459j -4.44051e-18-8.25987e-05j -1.3318e-17+1.81341e-05j -1.51784e-17-8.4627e-05j -1.57766e-17+3.79403e-05j 8.32169e-17-0.000179228j 1.52073e-17+9.92193e-05j 3.23471e-17+4.37913e-05j -2.15464e-17-7.79127e-05j -4.95078e-18+3.83506e-05j 2.02052e-16-1.98026e-05j 2.89846e-17+2.90372e-05j 6.84481e-17-0.000150904j -7.56282e-16-9.4171e-05j 3.56455e-17+4.97346e-05j -6.49444e-17-0.0001j 2.12633e-16-0.000188553j -1.42418e-16+8.56452e-05j -1.53473e-17+3.16782e-05j -1.02047e-16+0.000104995j 1.868e-17+0.000135596j -9.5398e-18+4.22075e-05j 7.76492e-18-1.14469e-05j 6.32971e-18+2.91077e-06j 2.72259e-17-5.11846e-05j 1.3215e-17-6.96738e-05j -1.13198e-18-0.00015002j -1.06808e-16-4.96216e-05j -5.33494e-17-0.000122538j -4.04571e-17-9.00624e-05j -9.93722e-19+2.50477e-05j 4.71871e-17-9.22073e-05j 1.36409e-17-0.000139639j 5.63093e-18-3.61845e-05j -1.08409e-15-0.000116279j 7.14765e-18+1.93209e-05j 2.13733e-17+0.000166294j -1.13418e-17-4.12681e-05j 3.57121e-18+2.78384e-05j 1.56482e-17+0.000122928j -4.26106e-18-6.63407e-05j 4.84946e-18-4.03854e-05j 7.55005e-19+6.85189e-05j 5.48827e-18-0.000113154j -1.83839e-17+0.000124787j 7.93773e-17+0.000131253j 3.031e-18-3.95941e-05j 1.12141e-18-4.77448e-05j 3.19795e-18+8.05867e-05j -3.7935e-18-0.000143909j -1.31576e-18-6.83413e-05j -3.21087e-18-7.72159e-05j 1.18455e-17+0.000132947j -1.09284e-17-3.28887e-05j 1.59597e-16+9.28365e-05j 
-5.77758e-17-1.65332e-05j -3.74718e-18-5.81618e-06j 4.3042e-19-2.42175e-05j 9.00604e-20-1.39372e-05j -1.8145e-19+1.2762e-05j -5.64784e-19+2.67089e-05j 2.17886e-19-1.4771e-05j 2.26488e-19+8.45862e-06j 6.82078e-19+7.75868e-06j -2.5995e-18-2.62974e-05j 2.45529e-18+2.31582e-05j 8.14682e-19+2.163e-05j 8.13354e-19+9.60821e-06j 2.90543e-19-2.30399e-06j 1.41223e-18-9.30185e-06j -2.93904e-19+2.94529e-05j 6.34977e-19+1.14909e-05j 6.26581e-19-1.00659e-05j -2.47524e-18+2.93936e-05j 4.58503e-19-7.8884e-06j -5.60677e-18-1.82521e-05j -6.34134e-19+1.75629e-05j 2.46924e-18-2.9966e-05j -7.58379e-19-1.41067e-05j -2.27454e-18+3.09705e-06j -2.59227e-18-1.44531e-05j -2.69443e-18+6.47968e-06j 1.42123e-17-3.06097e-05j 2.5972e-18+1.69453e-05j 5.52444e-18+7.47896e-06j -3.67984e-18-1.33064e-05j -8.45525e-19+6.54977e-06j 3.45078e-17-3.38201e-06j 4.95018e-18+4.95916e-06j 1.169e-17-2.57723e-05j -1.29163e-16-1.60831e-05j 6.08777e-18+8.494e-06j -1.10916e-17-1.70787e-05j 3.63147e-17-3.22023e-05j -2.43231e-17+1.4627e-05j -2.62111e-18+5.4102e-06j -1.74282e-17+1.79317e-05j 3.1903e-18+2.31579e-05j -1.62927e-18+7.20847e-06j 1.32614e-18-1.95498e-06j 1.08103e-18+4.9712e-07j 4.64981e-18-8.74163e-06j 2.25695e-18-1.18993e-05j -1.93327e-19-2.56213e-05j -1.82414e-17-8.47469e-06j -9.11135e-18-2.09278e-05j -6.90952e-18-1.53814e-05j -1.69714e-19+4.2778e-06j 8.05892e-18-1.57478e-05j 2.32969e-18-2.38485e-05j 9.61686e-19-6.17982e-06j -1.85149e-16-1.98589e-05j 1.22072e-18+3.29974e-06j 3.65026e-18+2.84008e-05j -1.93702e-18-7.04804e-06j 6.09914e-19+4.75441e-06j 2.6725e-18+2.09944e-05j -7.27731e-19-1.13301e-05j 8.28222e-19-6.89729e-06j 1.28945e-19+1.17021e-05j 9.37323e-19-1.93252e-05j -3.13971e-18+2.13119e-05j 1.35566e-17+2.24162e-05j 5.17653e-19-6.76213e-06j 1.91521e-19-8.15416e-06j 5.46167e-19+1.37631e-05j -6.47878e-19-2.45777e-05j -2.24714e-19-1.16718e-05j -5.48373e-19-1.31874e-05j 2.02305e-18+2.27056e-05j -1.86642e-18-5.61695e-06j 2.7257e-17+1.58552e-05j 
5.03614e-18+1.44115e-06j 3.2663e-19+5.06978e-07j -3.75184e-20+2.11096e-06j -7.85029e-21+1.21486e-06j 1.58164e-20-1.11243e-06j 4.92305e-20-2.32814e-06j -1.89925e-20+1.28755e-06j -1.97422e-20-7.37312e-07j -5.94547e-20-6.763e-07j 2.2659e-19+2.29226e-06j -2.1402e-19-2.01862e-06j -7.10133e-20-1.88542e-06j -7.08975e-20-8.37518e-07j -2.53258e-20+2.00831e-07j -1.231e-19+8.10814e-07j 2.56187e-20-2.56732e-06j -5.5349e-20-1.00163e-06j -5.46171e-20+8.77411e-07j 2.15759e-19-2.56215e-06j -3.99663e-20+6.87607e-07j 4.88725e-19+1.59098e-06j 5.52755e-20-1.53091e-06j -2.15236e-19+2.61205e-06j 6.61056e-20+1.22964e-06j 1.98265e-19-2.69961e-07j 2.2596e-19+1.25984e-06j 2.34865e-19-5.64814e-07j -1.23884e-18+2.66815e-06j -2.2639e-19-1.47707e-06j -4.81549e-19-6.51918e-07j 3.2076e-19+1.15988e-06j 7.37018e-20-5.70923e-07j -3.00794e-18+2.948e-07j -4.31492e-19-4.32275e-07j -1.01898e-18+2.24649e-06j 1.12587e-17+1.40192e-06j -5.30652e-19-7.40396e-07j 9.66822e-19+1.4887e-06j -3.16544e-18+2.80698e-06j 2.12017e-18-1.27499e-06j 2.28474e-19-4.71591e-07j 1.51916e-18-1.56305e-06j -2.78088e-19-2.01861e-06j 1.42018e-19-6.2834e-07j -1.15596e-19+1.7041e-07j -9.423e-20-4.33324e-08j -4.0531e-19+7.61981e-07j -1.96731e-19+1.03723e-06j 1.68518e-20+2.23333e-06j 1.59004e-18+7.38713e-07j 7.94208e-19+1.82421e-06j 6.02282e-19+1.34075e-06j 1.47935e-20-3.72883e-07j -7.02471e-19+1.37268e-06j -2.03072e-19+2.0788e-06j -8.38272e-20+5.38676e-07j 1.61388e-17+1.73104e-06j -1.06407e-19-2.87628e-07j -3.18182e-19-2.47561e-06j 1.68844e-19+6.14356e-07j -5.31643e-20-4.14428e-07j -2.32954e-19-1.83002e-06j 6.34341e-20+9.87609e-07j -7.21936e-20+6.01215e-07j -1.12397e-20-1.02004e-06j -8.17035e-20+1.68452e-06j 2.73679e-19-1.85769e-06j -1.18168e-18-1.95395e-06j -4.51222e-20+5.89434e-07j -1.66943e-20+7.10773e-07j -4.76077e-20-1.19969e-06j 5.64736e-20+2.14236e-06j 1.95876e-20+1.01739e-06j 4.78e-20+1.14951e-06j -1.76343e-19-1.97918e-06j 1.6269e-19+4.89612e-07j -2.37591e-18-1.38205e-06j 
