-3.97361e-13-0.11371j -2.57718e-14-0.0400016j 2.96027e-15-0.166559j 6.19403e-16-0.0958549j -1.24795e-15+0.0877726j -3.88438e-15+0.183694j 1.49854e-15-0.10159j 1.5577e-15+0.0581754j 4.69109e-15+0.0533614j -1.78784e-14-0.180864j 1.68866e-14+0.159273j 5.60309e-15+0.148764j 5.59395e-15+0.0660818j 1.99825e-15-0.015846j 9.7128e-15-0.0639748j -2.02137e-15+0.202566j 4.36714e-15+0.0790305j 4.3094e-15-0.0692294j -1.70238e-14+0.202159j 3.15342e-15-0.0542536j -3.85614e-14-0.125531j -4.36134e-15+0.120792j 1.69825e-14-0.206096j -5.21586e-15-0.097021j -1.56435e-14+0.0213004j -1.78287e-14-0.0994035j -1.85313e-14+0.0445649j 9.77473e-14-0.210523j 1.78626e-14+0.116544j 3.79951e-14+0.0514376j -2.53086e-14-0.0915169j -5.81522e-15+0.045047j 2.37332e-13-0.0232603j 3.40455e-14+0.0341073j 8.03997e-14-0.177252j -8.88334e-13-0.110614j 4.18695e-14+0.0584187j -7.62841e-14-0.117461j 2.4976e-13-0.221476j -1.67286e-13+0.100599j -1.8027e-14+0.0372094j -1.19865e-13+0.123328j 2.19417e-14+0.159272j -1.12055e-14+0.0495772j 9.12074e-15-0.0134457j 7.43493e-15+0.00341901j 3.19797e-14-0.0601218j 1.55225e-14-0.0818393j -1.32964e-15-0.176214j -1.25458e-13-0.0582859j -6.26646e-14-0.143934j -4.75212e-14-0.105788j -1.16723e-15+0.0294212j 5.54264e-14-0.108307j 1.60227e-14-0.164021j 6.61413e-15-0.0425026j -1.27339e-12-0.136583j 8.39568e-15+0.0226944j 2.51052e-14+0.19533j -1.33222e-14-0.0484739j 4.19477e-15+0.0326991j 1.83805e-14+0.144392j -5.00507e-15-0.0779243j 5.69622e-15-0.0474371j 8.86834e-16+0.0804828j 6.44657e-15-0.132912j -2.15938e-14+0.146576j 9.32372e-14+0.15417j 3.56023e-15-0.0465075j 1.31721e-15-0.0560814j 3.75634e-15+0.0946577j -4.45587e-15-0.169037j -1.5455e-15-0.0802742j -3.77151e-15-0.0906984j 1.39138e-14+0.156161j -1.28366e-14-0.0386313j 1.87464e-13+0.109046j 
9.52163e-16+0.000272472j 6.17546e-17+9.58523e-05j -7.09345e-18+0.000399111j -1.48422e-18+0.000229689j 2.99035e-18-0.000210322j 9.30781e-18-0.000440171j -3.59083e-18+0.000243431j -3.73258e-18-0.000139401j -1.12409e-17-0.000127865j 4.28405e-17+0.000433388j -4.04639e-17-0.000381653j -1.34262e-17-0.000356469j -1.34043e-17-0.000158346j -4.78824e-18+3.79704e-05j -2.32739e-17+0.000153297j 4.84363e-18-0.000485392j -1.04646e-17-0.000189374j -1.03262e-17+0.000165888j 4.07926e-17-0.000484415j -7.55627e-18+0.000130003j 9.24013e-17+0.0003008j 1.04507e-17-0.000289442j -4.06938e-17+0.000493849j 1.24983e-17+0.000232483j 3.74851e-17-5.10404e-05j 4.27213e-17+0.000238192j 4.4405e-17-0.000106787j -2.34223e-16+0.000504457j -4.28027e-17-0.000279264j -9.10445e-17-0.000123255j 6.06448e-17+0.000219294j 1.39345e-17-0.000107942j -5.68699e-16+5.57366e-05j -8.15804e-17-8.17285e-05j -1.92655e-16+0.000424735j 2.12864e-15+0.000265055j -1.00328e-16-0.000139984j 1.82793e-16+0.000281462j -5.98478e-16+0.000530704j 4.00853e-16-0.000241058j 4.31966e-17-8.91618e-05j 2.87221e-16-0.00029552j -5.2577e-17-0.00038165j 2.68508e-17-0.000118798j -2.18552e-17+3.22187e-05j -1.78157e-17-8.19268e-06j -7.66302e-17+0.000144065j -3.71951e-17+0.000196105j 3.18609e-18+0.000422247j 3.00623e-16+0.000139665j 1.50158e-16+0.000344897j 1.13871e-16+0.000253491j 2.79694e-18-7.04995e-05j -1.32813e-16+0.000259528j -3.83939e-17+0.000393031j -1.58489e-17+0.000101845j 3.0513e-15+0.000327281j -2.01178e-17-5.43807e-05j -6.01574e-17-0.000468053j 3.19227e-17+0.000116154j -1.00516e-17-7.83541e-05j -4.40436e-17-0.000345994j 1.19932e-17+0.000186723j -1.36493e-17+0.000113669j -2.12504e-18-0.000192854j -1.54474e-17+0.000318484j 5.17434e-17-0.000351227j -2.23416e-16-0.000369425j -8.53108e-18+0.000111442j -3.15633e-18+0.000134383j -9.00099e-18-0.00022682j 1.06772e-17+0.000405048j 3.70335e-18+0.000192354j 9.03735e-18+0.000217333j -3.33405e-17-0.000374195j 3.07591e-17+9.2569e-05j -4.49203e-16-0.000261299j 
1.06657e-15+0.000305211j 6.91747e-17+0.000107369j -7.94575e-18+0.000447066j -1.66256e-18+0.000257287j 3.34965e-18-0.000235593j 1.04262e-17-0.000493059j -4.02228e-18+0.00027268j -4.18106e-18-0.00015615j -1.25915e-17-0.000143229j 4.7988e-17+0.000485461j -4.53257e-17-0.00042751j -1.50394e-17-0.0003993j -1.50149e-17-0.000177372j -5.36356e-18+4.25326e-05j -2.60704e-17+0.000171716j 5.42561e-18-0.000543713j -1.1722e-17-0.000212128j -1.1567e-17+0.00018582j 4.5694e-17-0.000542619j -8.46418e-18+0.000145623j 1.03504e-16+0.000336942j 1.17064e-17-0.00032422j -4.55833e-17+0.000553187j 1.4e-17+0.000260417j 4.1989e-17-5.7173e-05j 4.78544e-17+0.000266812j 4.97404e-17-0.000119618j -2.62366e-16+0.000565069j -4.79455e-17-0.000312818j -1.01984e-16-0.000138065j 6.79315e-17+0.000245643j 1.56088e-17-0.000120912j -6.3703e-16+6.24335e-05j -9.13825e-17-9.15484e-05j -2.15803e-16+0.000475768j 2.3844e-15+0.000296902j -1.12383e-16-0.000156803j 2.04756e-16+0.000315281j -6.70387e-16+0.000594469j 4.49016e-16-0.000270022j 4.83868e-17-9.98748e-05j 3.21732e-16-0.000331027j -5.88943e-17-0.000427506j 3.0077e-17-0.000133072j -2.44812e-17+3.60899e-05j -1.99563e-17-9.17705e-06j -8.58376e-17+0.000161374j -4.16643e-17+0.000219667j 3.56891e-18+0.000472981j 3.36744e-16+0.000156447j 1.682e-16+0.000386337j 1.27553e-16+0.000283948j 3.133e-18-7.89702e-05j -1.48771e-16+0.000290711j -4.30071e-17+0.000440254j -1.77532e-17+0.000114082j 3.41793e-15+0.000366605j -2.25351e-17-6.09147e-05j -6.73855e-17-0.000524291j 3.57584e-17+0.00013011j -1.12593e-17-8.77687e-05j -4.93356e-17-0.000387567j 1.34342e-17+0.000209159j -1.52894e-17+0.000127327j -2.38038e-18-0.000216026j -1.73034e-17+0.000356751j 5.79605e-17-0.000393428j -2.5026e-16-0.000413813j -9.55612e-18+0.000124832j -3.53557e-18+0.00015053j -1.00825e-17-0.000254073j 1.19601e-17+0.000453716j 4.14832e-18+0.000215466j 1.01232e-17+0.000243446j -3.73465e-17-0.000419155j 3.4455e-17+0.000103691j -5.03176e-16-0.000292695j 
3.56241e-16+0.000101942j 2.31048e-17+3.5862e-05j -2.65393e-18+0.000149323j -5.55305e-19+8.59354e-05j 1.1188e-18-7.86895e-05j 3.48241e-18-0.000164685j -1.34347e-18+9.10769e-05j -1.3965e-18-5.21551e-05j -4.20564e-18-4.78393e-05j 1.60283e-17+0.000162147j -1.51391e-17-0.000142791j -5.02326e-18-0.000133369j -5.01507e-18-5.92434e-05j -1.79146e-18+1.42062e-05j -8.70768e-18+5.73544e-05j 1.81219e-18-0.000181604j -3.91521e-18-7.08521e-05j -3.86344e-18+6.20652e-05j 1.52621e-17-0.000181238j -2.82709e-18+4.86392e-05j 3.45709e-17+0.000112541j 3.91001e-18-0.000108292j -1.52251e-17+0.000184768j 4.6761e-18+8.69809e-05j 1.40246e-17-1.90962e-05j 1.59837e-17+8.91168e-05j 1.66136e-17-3.99532e-05j -8.7632e-17+0.000188737j -1.60141e-17-0.000104483j -3.40632e-17-4.61146e-05j 2.26896e-17+8.20463e-05j 5.21343e-18-4.03853e-05j -2.12772e-16+2.08532e-05j -3.05224e-17-3.05778e-05j -7.20796e-17+0.00015891j 7.96406e-16+9.91672e-05j -3.75367e-17-5.23733e-05j 6.83899e-17+0.000105306j -2.23914e-16+0.000198557j 1.49974e-16-9.0189e-05j 1.61615e-17-3.33588e-05j 1.07461e-16-0.000110565j -1.96711e-17-0.00014279j 1.00459e-17-4.44468e-05j -8.17688e-18+1.20543e-05j -6.66553e-18-3.0652e-06j -2.86703e-17+5.39001e-05j -1.39161e-17+7.33703e-05j 1.19204e-18+0.000157979j 1.12475e-16+5.22542e-05j 5.61798e-17+0.000129039j 4.26035e-17+9.48406e-05j 1.04644e-18-2.63766e-05j -4.96906e-17+9.70993e-05j -1.43646e-17+0.000147048j -5.92967e-18+3.81042e-05j 1.14161e-15+0.000122449j -7.52686e-18-2.03459e-05j -2.25072e-17-0.000175117j 1.19435e-17+4.34576e-05j -3.76068e-18-2.93153e-05j -1.64784e-17-0.00012945j 4.48712e-18+6.98604e-05j -5.10675e-18+4.25281e-05j -7.95061e-19-7.21541e-05j -5.77945e-18+0.000119157j 1.93592e-17-0.000131407j -8.35886e-17-0.000138216j -3.1918e-18+4.16947e-05j -1.1809e-18+5.02778e-05j -3.36761e-18-8.48621e-05j 3.99476e-18+0.000151544j 1.38557e-18+7.19671e-05j 3.38122e-18+8.13125e-05j -1.2474e-17-0.000140001j 1.15082e-17+3.46336e-05j -1.68064e-16-9.77619e-05j 
-7.47607e-16-0.000213937j -4.84878e-17-7.52601e-05j 5.56955e-18-0.000313369j 1.16536e-18-0.000180344j -2.34792e-18+0.000165138j -7.30819e-18+0.000345608j 2.8194e-18-0.000191134j 2.9307e-18+0.000109453j 8.82596e-18+0.000100396j -3.3637e-17-0.000340283j 3.17709e-17+0.000299662j 1.05418e-17+0.000279888j 1.05246e-17+0.000124328j 3.75957e-18-2.98131e-05j 1.82739e-17-0.000120364j -3.80306e-18+0.000381114j 8.21647e-18+0.00014869j 8.10783e-18-0.00013025j -3.20291e-17+0.000380347j 5.93294e-18-0.000102074j -7.25505e-17-0.000236178j -8.20556e-18+0.000227261j 3.19515e-17-0.000387755j -9.81328e-18-0.000182538j -2.94321e-17+4.00753e-05j -3.35434e-17-0.000187021j -3.48654e-17+8.38458e-05j 1.83905e-16-0.000396083j 3.36073e-17+0.000219269j 7.14852e-17+9.67762e-05j -4.76164e-17-0.000172183j -1.09409e-17+8.47527e-05j 4.46524e-16-4.37626e-05j 6.40543e-17+6.41706e-05j 1.51266e-16-0.000333488j -1.67134e-15-0.000208113j 7.87745e-17+0.000109911j -1.43523e-16-0.000220995j 4.69905e-16-0.000416691j -3.14737e-16+0.000189271j -3.39166e-17+7.00069e-05j -2.25517e-16+0.000232032j 4.12818e-17+0.000299659j -2.10824e-17+9.32761e-05j 1.716e-17-2.52971e-05j 1.39883e-17+6.43263e-06j 6.01676e-17-0.000113115j 2.92044e-17-0.000153975j -2.50162e-18-0.000331535j -2.3604e-16-0.000109661j -1.17899e-16-0.000270802j -8.94078e-17-0.000199033j -2.19607e-18+5.53539e-05j 1.04281e-16-0.000203773j 3.01457e-17-0.000308595j 1.2444e-17-7.99656e-05j -2.39579e-15-0.000256971j 1.57959e-17+4.2698e-05j 4.72337e-17+0.0003675j -2.50647e-17-9.12002e-05j 7.89216e-18+6.15211e-05j 3.45816e-17+0.000271664j -9.41669e-18-0.000146609j 1.0717e-17-8.92495e-05j 1.66852e-18+0.000151423j 1.21288e-17-0.000250064j -4.06273e-17+0.000275772j 1.75419e-16+0.000290061j 6.69833e-18-8.75006e-05j 2.47825e-18-0.000105513j 7.06728e-18+0.000178092j -8.38341e-18-0.000318031j -2.90775e-18-0.00015103j -7.09584e-18-0.000170643j 2.61779e-17+0.000293806j -2.41511e-17-7.26822e-05j 3.527e-16+0.000205163j 
-6.38945e-16-0.000182841j -4.14402e-17-6.43213e-05j 4.76003e-18-0.000267822j 9.95981e-19-0.000154132j -2.00666e-18+0.000141136j -6.24597e-18+0.000295375j 2.40961e-18-0.000163353j 2.50473e-18+9.35442e-05j 7.54313e-18+8.58035e-05j -2.8748e-17-0.000290823j 2.71531e-17+0.000256107j 9.00959e-18+0.000239207j 8.9949e-18+0.000106258j 3.21313e-18-2.54798e-05j 1.56179e-17-0.000102869j -3.2503e-18+0.00032572j 7.02223e-18+0.000127079j 6.92938e-18-0.000111319j -2.73737e-17+0.000325065j 5.0706e-18-8.72381e-05j -6.20055e-17-0.00020185j -7.01291e-18+0.000194229j 2.73074e-17-0.000331395j -8.38694e-18-0.000156007j -2.51542e-17+3.42504e-05j -2.8668e-17-0.000159838j -2.97978e-17+7.1659e-05j 1.57175e-16-0.000338514j 2.87225e-17+0.000187399j 6.1095e-17+8.271e-05j -4.06955e-17-0.000147156j -9.35069e-18+7.24341e-05j 3.81623e-16-3.74018e-05j 5.47442e-17+5.48435e-05j 1.2928e-16-0.000285016j -1.42841e-15-0.000177864j 6.73248e-17+9.39354e-05j -1.22663e-16-0.000188874j 4.01606e-16-0.000356126j -2.6899e-16+0.000161761j -2.89869e-17+5.98316e-05j -1.92739e-16+0.000198307j 3.52816e-17+0.000256104j -1.80181e-17+7.97186e-05j 1.46659e-17-2.16202e-05j 1.19551e-17+5.49766e-06j 5.14224e-17-9.66739e-05j 2.49596e-17-0.000131595j -2.13801e-18-0.000283347j -2.01732e-16-9.37219e-05j -1.00763e-16-0.000231441j -7.64126e-17-0.000170104j -1.87687e-18+4.73084e-05j 8.91239e-17-0.000174155j 2.57641e-17-0.000263741j 1.06353e-17-6.83428e-05j -2.04756e-15-0.000219621j 1.35e-17+3.6492e-05j 4.03684e-17+0.000314085j -2.14216e-17-7.79445e-05j 6.74506e-18+5.25792e-05j 2.95553e-17+0.000232178j -8.048e-18-0.0001253j 9.15934e-18-7.62773e-05j 1.426e-18+0.000129414j 1.03659e-17-0.000213718j -3.47222e-17+0.000235689j 1.49923e-16+0.000247901j 5.72474e-18-7.47826e-05j 2.11804e-18-9.01771e-05j 6.04007e-18+0.000152207j -7.16491e-18-0.000271806j -2.48512e-18-0.000129078j -6.06448e-18-0.00014584j 2.2373e-17+0.000251102j -2.06408e-17-6.2118e-05j 3.01436e-16+0.000175343j 
2.09344e-17+5.99063e-06j 1.35775e-18+2.10742e-06j -1.55958e-19+8.77492e-06j -3.26324e-20+5.04998e-06j 6.57463e-20-4.62417e-06j 2.04643e-19-9.67768e-06j -7.89486e-20+5.35212e-06j -8.20652e-20-3.06489e-06j -2.47143e-19-2.81127e-06j 9.41899e-19+9.52855e-06j -8.89646e-19-8.39109e-06j -2.95191e-19-7.83739e-06j -2.94709e-19-3.48143e-06j -1.05275e-19+8.34823e-07j -5.11705e-19+3.37042e-06j 1.06493e-19-1.06719e-05j -2.30077e-19-4.16361e-06j -2.27034e-19+3.64725e-06j 8.96874e-19-1.06504e-05j -1.66133e-19+2.85827e-06j 2.03155e-18+6.61344e-06j 2.29771e-19-6.36373e-06j -8.94701e-19+1.08579e-05j 2.7479e-19+5.11141e-06j 8.24153e-19-1.12218e-06j 9.39279e-19+5.23693e-06j 9.76296e-19-2.34784e-06j -5.14967e-18+1.10911e-05j -9.41067e-19-6.13994e-06j -2.00172e-18-2.70991e-06j 1.33335e-18+4.82144e-06j 3.06366e-19-2.37323e-06j -1.25035e-17+1.22543e-06j -1.79364e-18-1.7969e-06j -4.23574e-18+9.33829e-06j 4.68006e-17+5.82754e-06j -2.20583e-18-3.0777e-06j 4.01892e-18+6.18827e-06j -1.31582e-17+1.16681e-05j 8.81321e-18-5.29994e-06j 9.49728e-19-1.96033e-06j 6.3149e-18-6.49734e-06j -1.15597e-18-8.39101e-06j 5.90347e-19-2.6119e-06j -4.80513e-19+7.08366e-07j -3.91699e-19-1.80126e-07j -1.68481e-18+3.16743e-06j -8.17779e-19+4.31159e-06j 7.005e-20+9.28359e-06j 6.60955e-18+3.07071e-06j 3.30139e-18+7.58295e-06j 2.50359e-18+5.57329e-06j 6.1494e-20-1.55001e-06j -2.92006e-18+5.70602e-06j -8.44135e-19+8.64124e-06j -3.48456e-19+2.23919e-06j 6.70865e-17+7.19566e-06j -4.42314e-19-1.19562e-06j -1.32263e-18-1.02907e-05j 7.01859e-19+2.55378e-06j -2.20995e-19-1.72271e-06j -9.6835e-19-7.60709e-06j 2.63685e-19+4.10533e-06j -3.00097e-19+2.49915e-06j -4.67216e-20-4.24012e-06j -3.39628e-19+7.00225e-06j 1.13764e-18-7.72213e-06j -4.91207e-18-8.12225e-06j -1.87566e-19+2.45018e-06j -6.93956e-20+2.95457e-06j -1.97897e-19-4.9869e-06j 2.34751e-19+8.90546e-06j 8.14226e-20+4.22913e-06j 1.98697e-19+4.77831e-06j -7.3303e-19-8.22711e-06j 6.76276e-19+2.03524e-06j -9.87625e-18-5.74496e-06j 
-8.35236e-17-2.39013e-05j -5.41711e-18-8.40816e-06j 6.22237e-19-3.501e-05j 1.30196e-19-2.01483e-05j -2.62313e-19+1.84494e-05j -8.1648e-19+3.86118e-05j 3.14987e-19-2.13537e-05j 3.27422e-19+1.22282e-05j 9.86047e-19+1.12163e-05j -3.75797e-18-3.80168e-05j 3.54949e-18+3.34786e-05j 1.17775e-18+3.12694e-05j 1.17582e-18+1.38901e-05j 4.20024e-19-3.33076e-06j 2.04159e-18-1.34472e-05j -4.24883e-19+4.25785e-05j 9.17954e-19+1.66119e-05j 9.05817e-19-1.45517e-05j -3.57833e-18+4.24929e-05j 6.62835e-19-1.14039e-05j -8.10544e-18-2.63861e-05j -9.16736e-19+2.53899e-05j 3.56966e-18-4.33204e-05j -1.09635e-18-2.03934e-05j -3.28819e-18+4.47726e-06j -3.74751e-18-2.08942e-05j -3.89521e-18+9.36736e-06j 2.05461e-17-4.42509e-05j 3.75465e-18+2.4497e-05j 7.98641e-18+1.0812e-05j -5.31976e-18-1.92365e-05j -1.22233e-18+9.46868e-06j 4.98862e-17-4.88921e-06j 7.15623e-18+7.16921e-06j 1.68997e-17-3.72577e-05j -1.86724e-16-2.32506e-05j 8.80079e-18+1.22794e-05j -1.60346e-17-2.46898e-05j 5.24984e-17-4.65533e-05j -3.51628e-17+2.11456e-05j -3.7892e-18+7.82126e-06j -2.5195e-17+2.5923e-05j 4.61205e-18+3.34783e-05j -2.35535e-18+1.04209e-05j 1.91714e-18-2.82622e-06j 1.56279e-18+7.18661e-07j 6.722e-18-1.26373e-05j 3.26276e-18-1.72023e-05j -2.79484e-19-3.70395e-05j -2.63706e-17-1.22514e-05j -1.31718e-17-3.02543e-05j -9.98875e-18-2.22362e-05j -2.45347e-19+6.18421e-06j 1.16504e-17-2.27657e-05j 3.36791e-18-3.44766e-05j 1.39026e-18-8.93386e-06j -2.6766e-16-2.87091e-05j 1.76474e-18+4.77027e-06j 5.27701e-18+4.10576e-05j -2.80026e-18-1.0189e-05j 8.81722e-19+6.87322e-06j 3.8635e-18+3.03506e-05j -1.05204e-18-1.63793e-05j 1.19732e-18-9.97106e-06j 1.86409e-19+1.69171e-05j 1.35504e-18-2.79374e-05j -4.53893e-18+3.08096e-05j 1.95981e-17+3.2406e-05j 7.48346e-19-9.77567e-06j 2.76873e-19-1.17881e-05j 7.89566e-19+1.98966e-05j -9.36605e-19-3.55308e-05j -3.24858e-19-1.68733e-05j -7.92756e-19-1.90644e-05j 2.92463e-18+3.28243e-05j -2.69819e-18-8.12014e-06j 3.9404e-17+2.29211e-05j 
-9.78169e-17-2.79915e-05j -6.34414e-18-9.84703e-06j 7.28719e-19-4.10012e-05j 1.52476e-19-2.35962e-05j -3.07202e-19+2.16066e-05j -9.56204e-19+4.52194e-05j 3.68891e-19-2.5008e-05j 3.83453e-19+1.43208e-05j 1.15479e-18+1.31358e-05j -4.40106e-18-4.45225e-05j 4.15691e-18+3.92077e-05j 1.37929e-18+3.66205e-05j 1.37704e-18+1.62671e-05j 4.91902e-19-3.90075e-06j 2.39096e-18-1.57484e-05j -4.97593e-19+4.98649e-05j 1.07504e-18+1.94546e-05j 1.06083e-18-1.70419e-05j -4.19068e-18+4.97646e-05j 7.76266e-19-1.33554e-05j -9.49251e-18-3.09016e-05j -1.07362e-18+2.97348e-05j 4.18053e-18-5.07338e-05j -1.28397e-18-2.38833e-05j -3.85089e-18+5.24345e-06j -4.38882e-18-2.44698e-05j -4.56179e-18+1.09704e-05j 2.40621e-17-5.18235e-05j 4.39717e-18+2.86891e-05j 9.35312e-18+1.26622e-05j -6.23012e-18-2.25284e-05j -1.43151e-18+1.1089e-05j 5.84232e-17-5.72589e-06j 8.38086e-18+8.39607e-06j 1.97917e-17-4.36336e-05j -2.18678e-16-2.72294e-05j 1.03069e-17+1.43807e-05j -1.87786e-17-2.8915e-05j 6.14824e-17-5.45199e-05j -4.11801e-17+2.47642e-05j -4.43764e-18+9.15971e-06j -2.95066e-17+3.03591e-05j 5.40131e-18+3.92074e-05j -2.75842e-18+1.22042e-05j 2.24522e-18-3.30987e-06j 1.83023e-18+8.41645e-07j 7.87233e-18-1.47999e-05j 3.82111e-18-2.01461e-05j -3.27312e-19-4.3378e-05j -3.08834e-17-1.4348e-05j -1.54259e-17-3.54317e-05j -1.16981e-17-2.60414e-05j -2.87333e-19+7.2425e-06j 1.36441e-17-2.66616e-05j 3.94426e-18-4.03765e-05j 1.62817e-18-1.04627e-05j -3.13464e-16-3.3622e-05j 2.06673e-18+5.5866e-06j 6.18005e-18+4.80837e-05j -3.27946e-18-1.19326e-05j 1.03261e-18+8.04942e-06j 4.52466e-18+3.55444e-05j -1.23208e-18-1.91823e-05j 1.40222e-18-1.16774e-05j 2.18309e-19+1.98121e-05j 1.58693e-18-3.27183e-05j -5.31567e-18+3.6082e-05j 2.29519e-17+3.79516e-05j 8.76409e-19-1.14486e-05j 3.24254e-19-1.38053e-05j 9.24683e-19+2.33015e-05j -1.09689e-18-4.16111e-05j -3.8045e-19-1.97608e-05j -9.28419e-19-2.23269e-05j 3.42511e-18+3.84415e-05j -3.15993e-18-9.50973e-06j 4.61472e-17+2.68436e-05j 
-1.75388e-16-5.01892e-05j -1.13752e-17-1.76559e-05j 1.30661e-18-7.3516e-05j 2.73393e-19-4.23085e-05j -5.5082e-19+3.87411e-05j -1.71449e-18+8.10792e-05j 6.61428e-19-4.48398e-05j 6.87539e-19+2.56775e-05j 2.07056e-18+2.35527e-05j -7.8912e-18-7.98298e-05j 7.45342e-18+7.03002e-05j 2.4731e-18+6.56614e-05j 2.46906e-18+2.91673e-05j 8.8199e-19-6.99411e-06j 4.28704e-18-2.82372e-05j -8.92193e-19+8.94088e-05j 1.92757e-18+3.48825e-05j 1.90209e-18-3.05565e-05j -7.51398e-18+8.92289e-05j 1.39186e-18-2.39465e-05j -1.70203e-17-5.54071e-05j -1.92501e-18+5.33151e-05j 7.49577e-18-9.09667e-05j -2.30218e-18-4.28232e-05j -6.90472e-18+9.4016e-06j -7.86924e-18-4.38748e-05j -8.17937e-18+1.96701e-05j 4.31438e-17-9.29206e-05j 7.88422e-18+5.14402e-05j 1.67703e-17+2.27036e-05j -1.11707e-17-4.03938e-05j -2.56673e-18+1.98829e-05j 1.04754e-16-1.02666e-05j 1.5027e-17+1.50543e-05j 3.54869e-17-7.82358e-05j -3.92094e-16-4.88229e-05j 1.84804e-17+2.57849e-05j -3.36704e-17-5.18451e-05j 1.10239e-16-9.77552e-05j -7.38368e-17+4.44027e-05j -7.95678e-18+1.64235e-05j -5.2906e-17+5.44345e-05j 9.68465e-18+7.02996e-05j -4.9459e-18+2.18824e-05j 4.02572e-18-5.93466e-06j 3.28164e-18+1.50909e-06j 1.41152e-17-2.65366e-05j 6.85132e-18-3.61223e-05j -5.86876e-19-7.77775e-05j -5.53746e-17-2.57263e-05j -2.76589e-17-6.35297e-05j -2.09749e-17-4.66928e-05j -5.15194e-19+1.29859e-05j 2.44641e-17-4.78048e-05j 7.07213e-18-7.23959e-05j 2.91935e-18-1.87598e-05j -5.62048e-16-6.0285e-05j 3.70569e-18+1.00169e-05j 1.1081e-17+8.6215e-05j -5.88014e-18-2.13954e-05j 1.85149e-18+1.44328e-05j 8.1128e-18+6.37319e-05j -2.20914e-18-3.43943e-05j 2.5142e-18-2.09378e-05j 3.91432e-19+3.55236e-05j 2.84539e-18-5.86646e-05j -9.5311e-18+6.46957e-05j 4.11531e-17+6.80479e-05j 1.57142e-18-2.05275e-05j 5.81393e-19-2.47533e-05j 1.65797e-18+4.17801e-05j -1.96674e-18-7.46096e-05j -6.82155e-19-3.54315e-05j -1.66467e-18-4.00325e-05j 6.14129e-18+6.89264e-05j -5.66581e-18-1.70511e-05j 8.27428e-17+4.8131e-05j 
-2.38131e-16-6.8144e-05j -1.54445e-17-2.39722e-05j 1.77403e-18-9.98156e-05j 3.71196e-19-5.7444e-05j -7.4787e-19+5.26004e-05j -2.32783e-18+0.000110085j 8.98048e-19-6.08808e-05j 9.33499e-19+3.48634e-05j 2.81128e-18+3.19785e-05j -1.07142e-17-0.000108388j 1.01198e-17+9.54495e-05j 3.35782e-18+8.91511e-05j 3.35235e-18+3.96016e-05j 1.19751e-18-9.49619e-06j 5.82069e-18-3.83389e-05j -1.21137e-18+0.000121394j 2.61714e-18+4.73614e-05j 2.58254e-18-4.14878e-05j -1.0202e-17+0.00012115j 1.88978e-18-3.25131e-05j -2.31091e-17-7.52285e-05j -2.61367e-18+7.2388e-05j 1.01773e-17-0.000123509j -3.12576e-18-5.81428e-05j -9.37482e-18+1.27649e-05j -1.06844e-17-5.95706e-05j -1.11055e-17+2.67069e-05j 5.8578e-17-0.000126162j 1.07047e-17+6.98424e-05j 2.27697e-17+3.08255e-05j -1.5167e-17-5.48443e-05j -3.48495e-18+2.69958e-05j 1.42229e-16-1.39394e-05j 2.04028e-17+2.04399e-05j 4.8182e-17-0.000106224j -5.32362e-16-6.62888e-05j 2.50916e-17+3.50092e-05j -4.57156e-17-7.03922e-05j 1.49676e-16-0.000132726j -1.00251e-16+6.02873e-05j -1.08032e-17+2.22989e-05j -7.18326e-17+7.39079e-05j 1.31492e-17+9.54486e-05j -6.71525e-18+2.97107e-05j 5.46588e-18-8.05773e-06j 4.45561e-18+2.04895e-06j 1.91648e-17-3.60298e-05j 9.30231e-18-4.90447e-05j -7.96825e-19-0.000105602j -7.51843e-17-3.49296e-05j -3.75537e-17-8.62568e-05j -2.84785e-17-6.33967e-05j -6.995e-19+1.76315e-05j 3.32159e-17-6.49065e-05j 9.60212e-18-9.82949e-05j 3.96372e-18-2.5471e-05j -7.63115e-16-8.18514e-05j 5.03137e-18+1.36003e-05j 1.50451e-17+0.000117058j -7.98371e-18-2.90494e-05j 2.51384e-18+1.9596e-05j 1.10151e-17+8.65314e-05j -2.99944e-18-4.66985e-05j 3.41363e-18-2.84281e-05j 5.31463e-19+4.82318e-05j 3.8633e-18-7.96513e-05j -1.29408e-17+8.784e-05j 5.58753e-17+9.23914e-05j 2.13358e-18-2.7871e-05j 7.89381e-19-3.36085e-05j 2.2511e-18+5.67265e-05j -2.67032e-18-0.0001013j -9.2619e-19-4.81068e-05j -2.26019e-18-5.43538e-05j 8.33828e-18+9.35841e-05j -7.6927e-18-2.3151e-05j 1.12343e-16+6.53495e-05j 
