1.04769-6.45275e-14j -0.374295-3.08916e-14j -0.503032-4.29325e-15j 0.000302542+3.37138e-15j 0.101259+3.34608e-16j 0.147911+1.10787e-15j -0.0969584+2.14548e-17j -0.0738962-1.20684e-15j 0.108497+9.11928e-16j -0.0575744+3.94908e-17j 0.00401247+4.84474e-16j -0.0459957-7.16736e-16j 0.000486198-1.63432e-16j -0.00893453+3.97327e-16j 0.0620654+7.7533e-16j 0.0329806+3.04655e-16j 0.0316117+1.89796e-16j -0.00298755-8.51803e-17j 0.0413277+1.75865e-16j 0.00249171+9.90299e-17j 0.031875+8.73974e-18j -0.0282854-9.28999e-16j -0.014804-3.4237e-17j -0.00382871-4.07533e-17j 0.022966+1.54009e-16j -0.0175679-8.00763e-16j 0.0151538+2.834e-16j -0.032014-9.15849e-17j 0.0192598+3.77066e-16j -0.00943288+8.2557e-17j -0.0219441-1.17127e-15j -0.00267273+2.50765e-16j 0.00268654-3.01064e-16j -0.00404669-3.5636e-17j -0.0100763-6.94205e-15j -0.0195999-1.43569e-16j -0.0102577-3.01779e-16j 0.0340844+8.57223e-16j -0.00965283-6.09366e-16j -0.00506182+2.21897e-15j 0.0212167+3.80357e-15j 0.00962529-1.63399e-16j 0.0122261+4.97595e-16j -0.0210786-2.3227e-16j 0.002918+3.99059e-16j 0.0311421+3.79315e-16j -0.0202355-3.83543e-16j 0.000211387-8.94981e-17j 0.0385032-3.86676e-15j 0.00994971-1.49968e-16j 0.00619349-1.97726e-16j 0.0382684+1.21234e-16j 0.0312499+1.07395e-16j 0.000776081-5.58582e-17j 0.0514523+2.43325e-15j 0.0128854+9.11236e-15j -0.00520481-2.98131e-17j 0.0749369+5.19467e-16j 0.00173196+2.4452e-16j -0.0179031-7.4685e-17j -0.0625246+3.60032e-17j -0.000605282-1.66614e-16j -0.0273072-2.2089e-16j -0.00612497-1.78998e-16j -0.0902749-6.62641e-16j 0.0103829-6.28097e-16j -0.0815593-5.14817e-16j 0.0328175+3.2301e-16j -0.0437431+1.97398e-16j -0.125136-1.51701e-15j 0.152488+2.65442e-15j 0.100726-2.20746e-15j 
0.189606-1.64247e-13j 0.316262-2.40046e-13j -0.0209773+1.33984e-14j 0.221488-1.60272e-13j -0.261707+1.82156e-13j -0.143651+1.00293e-13j 0.22366-1.59483e-13j -0.113725+8.27884e-14j -0.0212619+1.50535e-14j 0.155397-1.14969e-13j 0.65902-4.7175e-13j 0.0458315-3.44614e-14j 0.151462-1.09884e-13j -0.0092998+9.54121e-15j 0.101538-7.87857e-14j -0.319154+2.3595e-13j -0.342727+2.44711e-13j -0.012871+1.44832e-14j -0.456884+3.27018e-13j 0.163514-1.1307e-13j -0.170225+1.11457e-13j -0.0373392+2.51852e-14j 0.0702496-5.44499e-14j -0.302159+2.18696e-13j 0.0453843-3.43705e-14j -0.329349+2.21661e-13j 0.357326-2.46693e-13j 0.00749327-8.74149e-15j 0.260493-1.93388e-13j -0.262713+1.92387e-13j -0.182825+1.29289e-13j -0.166556+1.17495e-13j -0.0269067+1.74143e-14j -0.142586+1.05233e-13j -0.0516193+4.04874e-16j -0.0280544+2.40505e-14j 0.054863-3.48359e-14j 0.246255-1.71618e-13j -0.0341681+1.98043e-14j -0.0577729+5.12257e-14j 0.11841-6.7763e-14j -0.00220277-3.55162e-15j -0.129617+8.839e-14j -0.145232+1.00061e-13j 0.0178591-1.24304e-14j -0.189667+1.32581e-13j -0.220345+1.47487e-13j -0.0891326+5.88809e-14j 0.0406876-3.29023e-14j -0.044811+3.18562e-14j 0.109854-7.74071e-14j 0.0959594-6.92869e-14j -0.00220773+1.35884e-15j -0.0591863+3.42751e-14j 0.0437161-2.93652e-14j 0.081894+1.20773e-15j 0.0535901-3.55091e-14j 0.0658675-4.88515e-14j 0.0706077-4.96077e-14j 0.0209758-1.29438e-14j -0.0100348+9.46488e-15j 0.0723827-5.14837e-14j -0.00630803+3.81861e-15j 0.0859274-5.99371e-14j -0.0622219+4.4607e-14j 0.102736-7.24245e-14j -0.0172844+1.36128e-14j 0.0778596-5.45368e-14j -0.0467946+3.4654e-14j 0.103156-7.15017e-14j -0.0280533+1.99645e-14j -0.0263212+1.86567e-14j 
-0.0591796+1.27769e-14j -0.120144+7.0002e-15j 0.0881725+1.22536e-14j -0.210059-1.23386e-14j -0.367602-1.94276e-14j -0.228327-1.1713e-14j 0.0780042+3.43811e-15j 0.251342+1.42841e-14j -0.0627181+4.79753e-15j -0.238562-4.96782e-15j -0.150898+3.10095e-15j 0.00224445-2.4537e-16j -0.222078-1.53289e-14j 0.279756+8.2371e-15j -0.580309-1.97137e-14j 0.347588-1.91755e-15j 0.132369+1.45954e-14j 0.111509-1.34176e-14j -0.0053915-9.01199e-15j -0.142527-1.26227e-14j -0.628757-2.0763e-14j 0.18606+1.92685e-14j -0.174443-1.45057e-14j -0.0944871+5.99648e-15j -0.137553-5.29774e-15j -0.163397-6.63445e-15j -0.0962052-1.62372e-15j -0.0848624-4.63482e-16j -0.221676-3.83092e-15j -0.0167972-2.99885e-15j 0.169817+1.63294e-14j -0.13754-2.08817e-14j 0.0341179+1.22479e-14j 0.0668515+2.12272e-15j 0.0447749+2.5503e-14j 0.118563+5.99335e-15j 0.231042+8.06129e-15j -0.000573576+3.49951e-15j -0.0839007-5.94054e-15j -0.0752161+2.33657e-15j 0.122451+2.98949e-14j -0.184511-1.12612e-14j -0.258762-1.41598e-14j -0.206612-4.02182e-15j -0.0464359+1.31566e-14j -0.013456-7.53405e-15j -0.19766-1.58389e-14j -0.0548053-2.81169e-15j 0.00495384-4.44211e-15j 0.0193469+3.66074e-15j 0.0932824+8.12169e-15j 0.0934808+8.88257e-15j -0.0328714-1.94104e-15j -0.0480443-9.16268e-15j 0.00959607-1.99898e-15j 0.0639066+4.57028e-14j 0.0682663+1.34261e-15j -0.0757854-4.13539e-15j 0.0203688-1.28487e-15j 0.0548716-1.74792e-16j 0.078782-3.78708e-16j 0.0246586+5.29073e-16j 0.0158582+3.84304e-15j 0.0723527+2.2965e-15j -0.0314133-6.85543e-16j 0.0856098+4.98916e-15j 0.0102152-4.53385e-15j 0.0674146-5.30251e-16j 0.00535473+8.4166e-16j 0.141105+6.77975e-15j -0.0275147-2.44357e-15j -0.0401693+4.17583e-16j 
-0.069914+1.03445e-14j -0.0810424+8.37936e-15j -0.209802-8.9673e-15j 0.193276+1.41023e-14j 0.0377652+1.1875e-14j 0.0234489+6.96404e-15j 0.0928455+9.68174e-16j -0.128073-1.27735e-14j -0.221308-3.94532e-15j -0.0771304+9.51131e-15j -0.000609233+8.33397e-15j 0.0352491+2.20903e-15j 0.217623+1.48677e-14j 0.0816149-7.33782e-15j 0.0253568+2.23702e-14j 0.219727-1.10154e-14j -0.385657-1.61068e-14j 0.427661-1.33804e-15j 0.0692065-4.3499e-15j 0.161212+8.82764e-15j -0.219762+1.60356e-14j -0.270687-2.34273e-14j 0.177273+9.93918e-15j -0.33588+4.49455e-16j -0.0141095+5.2031e-15j -0.165567-2.62813e-15j 0.0623229+1.02934e-14j 0.0318877+2.39177e-15j -0.0232671+6.55695e-15j -0.0741699-1.01287e-15j -0.10413-1.61239e-14j 0.272373+1.33889e-14j -0.31984-6.16359e-15j -0.0664618-4.9208e-15j 0.17273+1.22898e-13j -0.03629-7.75523e-15j 0.149643-6.15676e-16j 0.000652636+7.18214e-16j 0.0117163+2.50874e-15j 0.141509-7.74829e-15j -0.192238-2.837e-14j 0.0339279+9.57572e-15j -0.0550012+7.43812e-15j -0.148841+4.54899e-15j -0.041586+1.02708e-14j 0.0820683+8.94851e-16j -0.0522525+2.72213e-15j -0.0970228-1.47045e-15j 0.091047-6.37953e-15j -0.096739-2.94431e-15j -0.0463797-4.13437e-15j -0.0756704-3.76079e-15j -0.002041+1.0849e-15j -0.00511698+6.77404e-16j 0.075185+5.78299e-15j 0.0968406+6.89756e-14j 0.101142-2.55066e-16j 0.0466186+5.18063e-15j 0.0754683+1.55559e-15j 0.0959781-8.24189e-16j 0.113579-1.33463e-15j 0.0395579-3.2129e-16j -0.101115-3.09813e-15j 0.0571351-7.23141e-16j -0.0423267-5.86794e-16j 0.0121538-1.85114e-15j 0.132228+2.00801e-15j 0.126925+1.17895e-15j -0.0328498-1.56222e-15j 0.0307242-3.41499e-15j 0.0144464-5.64019e-17j -0.0279824+3.02032e-15j 
-0.0513115+7.72154e-15j -0.0884909+5.75097e-15j -0.0960455+1.36472e-15j -0.13919+9.6529e-16j -0.146322-2.75077e-16j -0.0683221+1.8248e-15j -0.252084+2.53534e-15j 0.0930491-5.02937e-16j 0.055438-7.33806e-16j -0.0911727+1.53394e-15j -0.414223+5.92363e-15j -0.170163+6.47101e-16j 0.0468615+1.63619e-15j 0.042209+3.64881e-16j -0.0454548-2.38251e-15j 0.0789438-1.95243e-15j 0.433042-5.0456e-15j 0.17521-2.25878e-15j 0.0699401-4.47427e-15j -0.00899676-3.94161e-15j -0.296552-3.09923e-15j -0.259616-7.28874e-15j 0.0278986+2.88649e-15j -0.0214914-8.19114e-17j -0.0140535-1.61003e-15j -0.0438846-1.62212e-15j 0.251739-3.27931e-16j 0.475944-4.50309e-15j -0.000334801-2.81058e-15j 0.346807+1.33588e-15j -0.0293628+1.59501e-15j 0.0165996+1.80356e-15j 0.199583-2.10956e-15j -0.205157+2.05405e-15j -0.0173854-1.18572e-14j -0.00403706-1.3567e-15j -0.194686+6.45603e-16j -0.194025-9.77718e-16j -0.0776363+5.37991e-15j 0.348318+1.43758e-14j -0.107866+2.246e-14j 0.0175798-1.04161e-15j -0.330995+7.01869e-17j 0.0407842-1.33467e-15j 0.0467863-8.81789e-15j -0.148268-1.76371e-15j -0.221859-6.97407e-15j -0.191478-4.45164e-15j -0.0832857+8.90234e-15j 0.0941807+1.6624e-15j -0.0118328-8.85002e-16j 0.0504314-8.0918e-16j 0.0324101+5.45047e-16j 0.0300962+4.02229e-15j -0.0678581-2.32173e-15j -0.0431928-3.11777e-14j 0.0780004-4.78237e-16j -0.0732701+1.77457e-15j -0.0651122-8.4441e-16j 0.137896-2.15616e-15j -0.121151+8.91459e-17j -0.0227241+5.46966e-16j -0.0271077+2.26205e-16j 0.0444453-1.10685e-15j 0.122669-1.36368e-15j 0.0435732-1.68364e-16j -0.00719422-4.20752e-16j -0.0769361+3.37491e-16j 0.111467-2.68462e-16j 0.0978828-3.77743e-16j 0.0645188-2.64986e-15j -0.0452969+5.31215e-15j 
-0.17359+1.009e-14j 0.142232+1.86077e-15j 0.166966-3.78061e-15j 0.200645-7.23031e-16j -0.208483-8.40795e-16j 0.225548-1.5591e-15j 0.00884367-2.60988e-15j -0.0965178-1.50072e-15j -0.336304+1.64784e-15j 0.150447-1.1834e-15j 0.0932875-4.09416e-15j -0.0117834-1.88409e-15j 0.226526-3.00313e-15j 0.130797-2.17133e-15j -0.354167+5.4879e-15j 0.0612737-2.55383e-15j -0.408142+5.61656e-15j -0.056448+9.19131e-16j 0.0396056+5.45108e-16j -0.125587-4.00957e-15j -0.540417+3.33218e-15j 0.140596-5.64797e-16j 0.215495-3.86393e-15j 0.0867047+1.18958e-15j -0.179518+3.22262e-15j -0.0528489+4.795e-15j -0.418026+1.98445e-15j 0.161028+1.32605e-15j -0.16413+1.33775e-15j 0.273806-5.30816e-15j -0.129099-5.78342e-15j 0.0203626+3.27288e-15j 0.0650891-1.10824e-15j -0.0439525-3.50622e-15j 0.0631938+4.90057e-14j -0.259724-4.30284e-15j 0.0774373+2.72507e-15j 0.00883985-4.16057e-15j 0.347956-1.06182e-15j 0.199867+1.45526e-14j -0.00285075+2.2427e-14j 0.118149-2.94824e-15j 0.0398676-2.20537e-15j -0.0580058-7.67298e-16j 0.00582582+2.20757e-15j -0.0223471+4.74736e-16j 0.106401+1.28014e-15j -0.0380427-1.15182e-15j 0.0363943-5.10427e-15j 0.184896-3.03601e-15j -0.260034+3.51109e-15j -0.0260749+1.71845e-15j 0.137845-9.05489e-16j 0.0942464+9.49914e-15j 0.0754435+1.28863e-15j -0.139057-9.77421e-14j -0.0230057+4.08419e-16j 0.137493-1.72838e-15j -0.190784+1.92226e-15j -0.130116+2.50351e-15j -0.119906+1.0634e-15j -0.0708305+1.14044e-15j 0.0142956+3.05742e-16j -0.112436+1.19819e-15j -0.0363949+4.50436e-16j -0.135874+4.96453e-16j -0.0260181-3.93139e-16j -0.0120372-6.27682e-16j 0.0401793-1.95871e-16j -0.0731196+2.12389e-16j 0.0379455+4.924e-16j 0.0529116-2.64854e-15j 
0.0355135-6.63411e-15j 0.0778075-2.87585e-15j -0.112382-9.42131e-16j -0.210835-1.69024e-15j -0.0299447-6.93791e-16j 0.0496055+9.30535e-16j -0.236007-1.85876e-15j -0.0119545-1.33249e-15j 0.180772+1.58335e-15j 0.277706+1.08956e-15j 0.0704727-1.57776e-15j -0.0258299-1.90433e-15j 0.265404+7.96674e-16j -0.149695-1.04122e-15j 0.0573497+6.84424e-17j -0.196738+9.96999e-16j -0.00747987+8.42403e-16j -0.0369221+1.87915e-15j 0.037019+1.41315e-15j -0.0108889+6.8392e-16j 0.298638+3.01227e-15j 0.0650394+1.20922e-16j 0.162644-5.52481e-16j -0.23541+3.91305e-15j 0.144099-3.2002e-16j 0.40094+9.27732e-15j -0.145396-6.72523e-15j -0.372162+8.97192e-16j -0.00819857+1.72432e-15j -0.056636-2.42846e-15j -0.113461-9.46537e-15j 0.131205+2.84276e-15j -0.326046+4.09172e-16j -0.0588904-3.45546e-15j 0.100933+7.51243e-14j -0.415585-1.27512e-14j 0.220877+9.07771e-15j -0.123919-1.09219e-15j -0.282817-2.9288e-15j 0.375801+1.20611e-14j -0.118239+1.93027e-14j 0.426287-3.7868e-16j -0.219027+1.09486e-15j 0.0306263+4.14362e-15j -0.144151+1.81231e-14j 0.195852-1.20993e-16j -0.302903-7.76172e-15j -0.103912-4.2429e-15j -0.129427+9.68879e-15j 0.301127+1.74988e-15j -0.099637-5.2551e-18j 0.12201+3.54951e-16j -0.181366-4.55352e-16j -0.0259233-2.9061e-15j -0.0760415-3.2034e-15j -0.0439386-3.15611e-14j -0.104953-9.70944e-17j -0.153311-4.51978e-17j -0.0185078-1.29577e-15j 0.0377046+3.73798e-16j 0.00233684-3.10791e-17j 0.0361946+5.81335e-17j 0.0375761+9.83687e-16j -0.0539124-6.58204e-16j -0.000466642+2.29547e-16j 0.0676511-7.05281e-16j 0.118519+6.1081e-16j 0.047935-4.35197e-16j 0.00943003+6.64348e-16j 0.0448629-9.75016e-16j 0.0536284-3.39243e-17j 0.00333942+1.65455e-15j 
-0.0843511+1.45101e-14j -0.0989076+7.90198e-15j -0.352577+1.28477e-14j 0.229256-5.45117e-15j -0.311026+1.38704e-14j 0.0105227+3.06316e-16j 0.0257544+2.89014e-15j -0.357735+1.14502e-14j -0.019276-8.27512e-16j 0.0897151-5.34171e-15j -0.115084+6.74836e-15j -0.0880865+4.33225e-15j -0.0794299+3.33294e-15j 0.0409377-5.45286e-16j 0.34871-1.57013e-14j -0.132644+8.08384e-15j 0.0410314-1.95465e-15j 0.0267791-3.01264e-15j 0.164377-1.06213e-14j -0.0777025-3.05566e-15j 0.0916708-4.98166e-15j -0.144198+6.17363e-15j -0.0308584+6.35706e-16j 0.0193619-3.68626e-16j 0.130434-3.33839e-15j -0.255246+9.98093e-15j 0.104382-5.17071e-15j -0.083684+1.00516e-15j -0.0481147-4.1797e-15j -0.563878+3.33618e-14j -0.397409+1.42788e-15j -0.0789256+1.87363e-15j 0.0793126-8.78115e-15j -0.144493+9.64366e-15j 0.301803+2.0173e-13j -0.290442-5.91994e-16j 0.295891-2.26622e-15j -0.0653657+2.44685e-15j 0.108665-9.66699e-16j 0.162345+4.24045e-14j 0.264293+5.9609e-14j -0.0742383-2.47448e-15j -0.086612-2.2476e-15j 0.0600214-1.89738e-15j -0.0280435+2.30255e-15j 0.0547589-2.55725e-15j 0.0531475+1.84676e-15j 0.0538354-7.51001e-16j 0.0973647-8.96134e-15j -0.37071+1.12349e-14j 0.00771342-9.80926e-16j -0.151381+1.70567e-15j -0.224673+8.69345e-15j 0.264856+2.12501e-14j 0.0752936-1.28586e-15j 0.0115353+7.76497e-15j -0.0545095+2.44579e-15j 0.110096-4.86872e-15j 0.149023-5.83707e-15j -0.0271861+4.51299e-15j 0.0872153-2.48157e-15j -0.0639048+1.19743e-15j 0.187202-7.47119e-15j -0.0741322+2.0955e-15j -0.0847635+3.33785e-15j -0.151099+5.47132e-15j -0.0650108+3.12609e-15j -0.0193936+1.60997e-16j -0.0208439+2.72703e-16j -0.135757+4.44811e-15j -0.143463+7.50229e-15j 0.0551144-9.01137e-15j 
0.0932239-1.06805e-14j 0.0449457-3.83617e-15j -0.0804836-2.14328e-15j -0.0435016-1.78799e-15j -0.113942-3.65787e-15j -0.0397466+2.40487e-16j 0.0361339-3.32861e-15j -0.118485-1.00697e-15j 0.215927-2.00704e-16j 0.0246602+2.21041e-15j 0.0753408-2.15078e-15j -0.30079-4.80071e-15j -0.0746961-4.26893e-16j -0.0742512-5.31978e-16j 0.0680783-1.14867e-15j -0.0415507+8.40808e-18j 0.0521069+1.53449e-16j 0.565411-2.08799e-15j -0.307958+5.36025e-17j -0.129965+8.85417e-16j 0.355152+3.53676e-15j -0.157158-6.85501e-15j -0.0379077+1.22226e-15j -0.157894+1.61402e-16j 0.100755+8.68602e-16j -0.051551-1.15558e-15j -0.0328742-6.6019e-16j -0.0039804-3.94142e-15j -0.0417026-1.58246e-16j -0.34615+1.00401e-15j 0.0920267+7.47039e-16j 0.165329-2.46702e-15j -0.0747896-7.04304e-15j -0.0775578-3.33116e-15j -0.371414-2.62948e-13j -0.230847-2.06515e-15j 0.0677436+1.98665e-15j 0.15977-1.04212e-16j 0.0972535-9.515e-16j -0.385701-2.07779e-14j 0.140827-2.08854e-14j 0.137119+2.71112e-15j 0.299054+4.84611e-15j -0.044096-4.6563e-15j 0.0932491-7.72932e-15j -0.0407196+3.09963e-15j 0.264534+8.45587e-15j 0.0490318+3.17725e-15j 0.0450649-5.34525e-15j 0.121485-3.08046e-16j -0.0975353+1.86343e-15j -0.13788+1.65868e-15j 0.126155-1.03639e-16j -0.0565928-8.04306e-15j 0.0210349+3.39757e-16j 0.000784287-1.01417e-16j 0.0229029+1.54678e-16j 0.0506937-1.25546e-15j -0.145603-1.19617e-15j -0.116165+8.57108e-16j 0.000339484+1.14776e-15j -0.0766005+2.74359e-16j -0.0263898+1.17369e-15j -0.0889721-1.40012e-15j -0.0652895+4.7869e-16j -0.0172968-1.7699e-15j -0.0553913+4.37912e-16j -0.0529048-7.48478e-17j 0.0390572+1.57139e-15j -0.101501-1.03723e-15j 0.0185655+2.24611e-15j 0.0632304-3.59236e-15j 
0.128723-6.69041e-15j -0.106655-4.03427e-15j -0.0291374-4.81996e-15j 0.158218+2.4234e-15j 0.196217-4.62058e-16j -0.0126112-1.32429e-15j 0.353051+1.91291e-15j -0.0736445-3.11583e-16j 0.0410819+1.19253e-15j -0.174427+9.84902e-16j 0.241525+1.02186e-15j 0.0869451+1.15985e-15j -0.0729675+3.4354e-15j 0.0364132+1.58265e-15j 0.129248+1.60244e-15j 0.0385573-2.28383e-15j 0.128565+4.70971e-15j -0.158275+3.45948e-15j -0.344473+2.72911e-15j -0.213553+1.11693e-15j -0.0809829-2.19655e-15j 0.156499+4.90093e-15j -0.176385+3.42124e-15j 0.0785465-2.21877e-15j -0.0181816-8.82507e-16j 0.00951566-1.14088e-16j 0.104841+5.07077e-15j 0.0697994+3.896e-15j -0.00977768-3.137e-15j 0.140185+1.10583e-16j 0.237585+9.18757e-15j -0.0445799-2.83645e-15j 0.115829+7.03868e-15j 0.10742+4.08681e-17j -0.100975-5.53675e-14j -0.311828-4.23497e-15j 0.0753123+5.94163e-15j 0.288394+4.50919e-15j 0.0719559-3.59836e-15j 0.224403+3.02965e-14j 0.0220591+3.68604e-14j 0.0596163-6.70754e-15j -0.366986-4.82666e-16j 0.100699+6.69044e-15j -0.160544+1.64822e-14j -0.118147-1.08921e-15j 0.116378+6.67442e-16j -0.0767616-1.25074e-15j 0.224995-1.96305e-14j -0.111677-3.89246e-15j -0.0871907-2.94268e-15j -0.233579+6.83389e-16j 0.0341919-1.92846e-16j 0.0912592+1.57991e-14j 0.0437094+5.41834e-15j 0.0869102+6.01552e-14j 0.0177809-2.07789e-15j -0.050578+2.84622e-15j 0.151114+3.66993e-15j 0.0985149-2.20716e-15j 0.0110978-1.69202e-15j -0.14175-6.02107e-16j -0.129155+7.87335e-16j 0.0294897+8.47463e-16j 0.0231138+1.45629e-16j 0.0789394-1.09017e-15j -0.00987307-1.0872e-15j -0.104925-1.50552e-15j -0.0587547-3.79139e-16j 0.0251551-5.36166e-16j -0.0973862+6.12795e-16j 0.0406846-4.76696e-15j 
0.152562-2.82057e-14j 0.0440767-1.39273e-14j -0.116862+1.22843e-14j 0.00705664+5.60076e-15j 0.0781291-4.18625e-15j 0.101337-1.12577e-14j -0.0240927+6.74019e-15j 0.119044-1.7419e-14j 0.123513-1.53607e-14j 0.0253495-9.194e-15j 0.210051-2.20811e-14j -0.1596+1.76334e-14j 0.159448-2.68579e-14j 0.0242745-4.38757e-15j 0.0777672+1.82434e-16j -0.0415961+7.55163e-15j 0.157998-1.65681e-14j 0.100702-2.17936e-14j -0.201685+1.67189e-14j 0.233869-2.6009e-14j 0.159319-1.44789e-14j -0.0442727+4.8091e-15j 0.0939892-2.21704e-14j -0.221124+3.15448e-14j -0.120563+1.23521e-14j -0.0711215-1.34463e-15j 0.206188-1.87549e-14j -0.0505086+8.55898e-15j -0.150944+2.64862e-14j 0.14411-1.56363e-14j 0.161272-7.70396e-15j 0.0625845-1.23238e-14j 0.144087-1.80765e-14j 0.133004-1.17974e-14j 0.32439+1.84744e-13j 0.00871817-8.68382e-15j 0.0177854-9.73585e-16j 0.120097-6.81424e-15j -0.124247+1.23751e-14j 0.186922+3.46569e-14j 0.329873+5.08921e-14j -0.0596472+5.2833e-15j 0.27676-4.20851e-14j 0.0248933-6.85662e-16j -0.118467+3.13436e-14j -0.0738235+5.87538e-15j -0.0122824-1.16625e-15j -0.115629+9.39081e-15j 0.0867175-1.77642e-14j 0.125232-1.53962e-14j -0.265295+3.42082e-14j 0.115106-1.44191e-14j 0.185339-2.0325e-14j 0.0208031-5.34797e-15j 0.201568-1.78318e-14j -0.108245-6.30839e-14j -0.0982289+1.40212e-14j 0.0308367-7.29038e-15j 0.0203502-3.62083e-15j -0.112021+1.73354e-14j -0.222097+2.89243e-14j 0.0518345-5.55585e-15j -0.0336412+2.18857e-15j 0.0511053-5.59232e-15j 0.0556955-6.54187e-15j 0.011846+4.7353e-16j -0.00751476+2.22123e-15j -0.100233+1.13371e-14j 0.0201818-4.25824e-15j -0.0114555+2.34484e-15j 0.0313659-4.30764e-15j 0.00995533-1.07704e-15j 
-0.194567+1.30512e-14j 0.00579781+4.6298e-15j 0.200933+2.0316e-15j -0.307562-2.2155e-15j 0.0654325+2.90927e-15j -0.130082-6.07389e-15j 0.173953+5.1558e-15j 0.202205+9.81054e-16j -0.0288104-2.50087e-15j 0.0768284-2.37529e-16j -0.0630412-3.69183e-15j 0.314243+1.09123e-14j 0.362185+1.55581e-16j 0.086745+1.03048e-15j -0.544809-4.42701e-15j 0.00983276-2.16734e-15j -0.101455+1.58007e-15j 0.323638-5.01516e-15j 0.193154+1.76348e-15j -0.124052-8.0063e-15j -0.380954-4.49893e-15j 0.0948486-1.14083e-16j 0.374022+1.78466e-15j 0.107232+3.26892e-15j 0.140504+2.37576e-15j 0.594275+2.22611e-14j -0.114439-1.26352e-14j 0.162683+2.33371e-15j -0.170149-1.1226e-15j 0.0775045+3.78029e-15j -0.178828-1.17556e-14j 0.162573-1.11679e-15j 0.206379+5.08669e-16j -0.0286053+4.25322e-15j 0.0550162+3.24467e-14j 0.116001+9.84408e-16j -0.155637+2.244e-15j -0.0198615-2.3799e-15j -0.0583082+9.475e-15j 0.263324+1.3351e-15j -0.190461-1.40147e-14j -0.0756737+5.35362e-16j 0.040888-1.09008e-14j 0.160664-2.63151e-16j -0.00418944-2.75038e-15j 0.141786+2.50327e-15j 0.126598+3.51722e-15j 0.0590557+2.5888e-15j -0.0170782+5.45414e-15j -0.109637-4.41053e-15j 0.0277456+5.06992e-15j -0.0721442-3.01216e-15j -0.192979-8.12498e-15j 0.268556+3.6025e-14j -0.0193931-5.82964e-15j 0.065538+4.80846e-14j -0.0664548-2.94224e-15j 0.0917721+1.26495e-15j 0.204713+4.54906e-15j -0.053179+2.0889e-15j 0.0394515+4.52426e-15j -0.131936-2.84034e-15j 0.000118702+1.95648e-15j -0.0111444-1.89865e-15j 3.47213e-05-1.88894e-15j -0.0258491-1.46859e-15j -0.0657713-1.05745e-15j 0.015977+1.11111e-15j 0.0203438-2.47962e-15j 0.0226913+1.47127e-16j -0.0412262-3.3312e-15j 0.00468057-1.367e-15j 
0.0301644-1.97442e-15j 0.0515525-1.70648e-15j 0.111434-2.24359e-16j -0.0175391+1.14156e-15j 0.0126997-1.87057e-15j 0.105367+4.43958e-15j -0.236231-1.58374e-16j -0.0328068-4.40997e-16j 0.081165-1.55752e-15j -0.00605609-1.01441e-15j 0.0270187+2.26591e-15j -0.10079-2.88606e-15j 0.082023-3.48446e-15j -0.288652+4.7483e-17j 0.139566+2.40823e-15j -0.12714+4.1084e-15j -0.141892-1.38895e-15j -0.120289-1.86753e-15j 0.101556-3.45813e-15j -0.150974+5.01444e-16j -0.0643961+2.17973e-15j 0.0891925+4.48013e-15j -0.034936-5.15244e-15j 0.219801-6.6778e-15j -0.118832-2.05243e-15j -0.227999-1.1309e-14j 0.122496+1.85281e-15j 0.207657-5.14771e-15j -0.0573716-1.31008e-15j -0.484915+1.04312e-14j -0.0533339-9.76032e-16j 0.283588+1.06815e-15j -0.0770261-5.60577e-15j -0.0586734+1.97713e-15j 0.136476+9.17289e-14j 0.0705835+3.45054e-15j -0.440106-1.20023e-14j 0.121542+8.43518e-15j -0.518289-6.47603e-15j 0.124133-1.76259e-15j -0.0648601+5.25196e-15j 0.0731051+1.37735e-15j 0.0897908+3.37304e-15j 0.144651-1.39282e-15j -0.0274428+3.90447e-16j 0.198964+6.93175e-16j 0.13692+3.87629e-15j -0.0173483+1.40734e-15j -0.165565+1.53433e-14j 0.0680468+2.203e-15j -0.0713097+1.01578e-15j -0.0568708+2.131e-15j 0.145296+2.6634e-15j 0.104483+7.08966e-15j 0.028759+4.52752e-16j 0.0915334+6.47504e-14j 0.164602+8.37058e-16j 0.0403422-2.12346e-15j -0.0630085-1.94457e-15j -0.134925+7.17841e-16j -0.0828255-1.02709e-15j -0.0556797+3.32577e-15j -0.163669-1.07021e-15j 0.0904659+1.29488e-15j -0.00805331+2.52788e-16j 0.145848+2.31935e-15j -0.0270272+5.21548e-16j 0.00841347+1.06903e-15j 0.027968-5.79402e-16j 0.0472349+1.50035e-15j 0.118742+9.12374e-16j 0.0513921-5.94286e-16j 
