5.89989e-15+0.400063j -1.32714e-15+0.042249j 2.40466e-16+0.0465615j 5.43913e-16+0.0124928j 4.2336e-16-0.0342201j -6.59788e-16-0.0578906j -3.06703e-16+0.0198636j -3.77838e-16-0.0249253j 1.01951e-15+0.106065j -1.38007e-15+0.0791469j 1.07924e-15+0.117657j -3.07984e-16-0.0735629j -6.62816e-16+0.0437111j 6.45605e-16+0.0507127j 4.50399e-16+0.0382904j -4.9603e-16-0.0177589j 1.47886e-16-0.016615j 1.96733e-17-0.00972885j -2.63656e-16-0.0230508j 4.04143e-17+0.0187228j -1.67865e-16-0.021295j 2.57728e-16-0.000165264j -3.62058e-16+0.0040658j -2.74118e-16-0.01386j 4.21962e-17+0.00189782j -2.0558e-16+0.0066288j -8.93395e-16-0.0222263j -3.44179e-17-0.00208532j -4.98209e-16-0.000795117j 7.83763e-16+0.0182146j 3.10165e-15+0.00783407j 2.24167e-16+0.00420426j 2.02904e-16+0.00102933j -1.23634e-16+0.00923721j 1.72843e-16+0.00149054j 4.75827e-17+0.0118448j -1.35593e-18+0.0096676j 1.07228e-16+0.0032764j 7.5537e-17-0.00286228j 1.54567e-15+0.00523412j 1.16821e-15-0.000171772j -3.12654e-14+0.0207182j -7.02357e-16-0.019131j 1.33555e-16+0.00105132j 4.66485e-17+0.00221655j 1.6952e-16+0.00864687j 3.82e-16+0.0118044j 1.82743e-16+0.000421363j -1.04618e-16-0.00231581j 6.94877e-17-0.0157036j 9.96773e-17+0.011771j -1.30392e-16-0.0110372j 1.7187e-15+0.0157806j -2.05703e-16-0.0189913j -6.92174e-17-0.00203527j -2.92188e-17-0.00333482j -3.19908e-16-0.0117388j -9.51086e-17-0.012544j 3.60274e-16+0.0199332j 1.75012e-16+0.0179303j 4.17619e-16+0.0148472j -7.41687e-17-0.0212831j 5.15381e-17+0.00535658j 4.82978e-18+0.00749119j -8.55693e-17+0.0041569j -2.28547e-16-0.0220408j 9.36373e-17-0.00243676j 1.30427e-17+0.00762543j 2.41585e-16+0.0128778j 3.18195e-18+0.0191039j -1.17928e-16-0.0306912j -3.147e-16-0.0116764j 
-6.83049e-16-0.0129042j -1.28862e-15-0.198647j -6.91474e-16-0.0922953j -7.07327e-17+0.0127442j 5.46813e-16-0.0853348j 4.30033e-16+0.0475687j -8.85259e-16-0.134292j -7.33311e-17-0.0321531j 6.83946e-16+0.0687124j 4.60656e-16-0.0872283j -4.19817e-16-0.0685985j -1.79065e-15-0.274022j -5.50281e-17-0.164346j 3.79388e-16+0.0535248j 1.98014e-16-0.0166021j 3.49404e-16+0.0587909j 9.0113e-16+0.0618991j -2.76205e-16-0.0415731j -5.31797e-16-0.0397715j -5.54019e-16-0.0623244j -3.82193e-16+0.000350321j 1.18813e-15+0.00990867j 5.57988e-15-0.179179j -4.52184e-16+0.0536085j 8.67986e-17-0.0545768j 1.00442e-15+0.0713392j 2.43042e-16-0.0255673j -6.4012e-15-0.0911094j 6.08736e-15+0.0614698j -9.48472e-16+0.0464506j -8.77636e-15-0.0209931j 4.26702e-16-0.0659691j 7.03367e-16+0.0126644j 1.1158e-17+0.0101363j 6.16654e-16+0.016459j 3.92995e-16+0.0377761j 2.27768e-16+0.0506938j -4.13261e-16-0.00101669j -9.35805e-16-0.0405097j 8.19957e-15-0.00710581j 7.86111e-15+0.0465527j -8.02235e-15+0.00551664j -2.71486e-16+0.00452076j -1.91419e-16+0.00927996j -1.41937e-16-0.0219333j -4.44547e-16-0.0229504j -3.30278e-16-0.0199462j 1.62453e-16+0.0240146j 6.15382e-16+0.0323446j 3.17946e-17+0.0289887j -2.42526e-16-0.0366709j 1.4798e-16+0.0315541j -4.98597e-15-0.0502553j 1.1983e-17+0.0199906j 1.53514e-16+0.0370141j 6.72011e-16+0.0518486j 1.35802e-15+0.0508419j -9.38196e-17-0.01366j -1.18453e-16+0.00173371j -5.34744e-16-0.0237977j -3.1201e-17-0.00922056j 2.59956e-16+0.0357299j 4.60598e-17+0.0238321j -2.77692e-16-0.0430716j 1.54533e-16+0.033594j 3.06407e-16+0.0617686j -1.47721e-16-0.020602j 1.32388e-16+0.0211177j -1.72084e-16-0.056058j -1.11056e-16-0.0470228j 2.6216e-16+0.0338657j -7.13213e-18+0.0135928j 
6.02823e-15+0.485456j 5.0403e-15+0.217693j 3.20309e-16+0.0241596j 3.54567e-16+0.0295384j 1.43001e-15-0.185596j -3.45716e-17-0.0601991j 6.62398e-16+0.0747829j -1.78408e-16-0.0438455j 2.34872e-16+0.166424j -3.97766e-18+0.221311j -8.9952e-16+0.0800152j -6.65623e-16-0.043029j -1.24819e-16-0.0462122j 1.75947e-16-0.0261257j 3.54667e-16+0.00457836j -4.81943e-16-0.033152j -4.60021e-16-0.0941437j -3.49791e-16+0.0183368j -3.27178e-16-0.0158874j 4.20877e-16+0.030237j 3.50626e-16+0.0521144j -5.61336e-16+0.028584j -6.26216e-16+0.0373054j -2.20397e-17+0.0366894j -4.96289e-16-0.0937915j -1.05287e-15+0.0258463j -3.11187e-15-0.0889533j -1.46594e-15-0.0237264j -1.62728e-15-0.00234044j 2.84659e-15+0.0660885j 6.2182e-15+0.0176358j 5.45329e-16-0.0201516j 4.16664e-16+0.00778344j -1.2382e-16-0.0340983j 1.26904e-15+0.0310852j -1.9313e-16-0.0149771j 1.04029e-15+0.0918048j -1.09885e-15+0.0562023j -1.0231e-15-0.0702811j -4.87606e-15-0.0244606j -3.51311e-15+0.00995601j -5.48257e-14+0.0362499j -4.08238e-15-0.0916741j 1.25519e-15+0.0477176j -1.83895e-16-0.00958871j -2.20718e-16-0.0165318j 1.12224e-15+0.0461755j -1.93555e-16-0.00719633j -2.06567e-16-0.0363338j 3.34133e-16+0.000116535j -5.95827e-17+0.00544272j 5.36046e-16+0.0600267j -3.40121e-16-0.00360147j -6.87644e-17-0.0204978j -6.97526e-17-0.010219j 1.02319e-16+0.0193607j 1.65189e-16+0.00552753j -1.90215e-16-0.0161795j 4.40297e-16+0.00674055j 8.33623e-16+0.0612807j 3.16831e-16+0.0292769j -3.13344e-17-0.0210248j -2.36162e-17+0.0325329j -4.85293e-18-2.35148e-05j -9.09634e-17-0.00913656j -1.93361e-16-0.00513569j 1.83508e-16+0.0284957j 3.41121e-16+0.0298875j 9.6796e-17-0.0164877j -3.10959e-16-0.0533212j 1.72897e-16+0.00981554j -1.8396e-16-0.0119711j 
-2.81692e-15+0.118498j -9.35641e-16-0.509126j 6.45525e-17+0.0606081j 1.10362e-16+0.0365304j 1.20602e-15-0.0502402j 1.75589e-16-0.154735j -2.96994e-16-0.0632543j -9.27917e-17-0.0704258j -3.69062e-16+0.135654j 9.22641e-16-0.248105j -7.14763e-16+0.14877j 8.35391e-16+0.085896j 2.70951e-16+0.0217523j 4.0137e-17-0.0920339j -3.06162e-16-0.0240628j -4.4579e-17+0.0119162j -1.15762e-16-0.0133559j 3.16647e-16+0.0503829j 8.14461e-18+0.00810524j -5.48374e-17+0.0137421j -9.68074e-17-0.0712303j -1.67325e-16+0.0186325j -1.69324e-15+0.0262149j 4.03299e-16-0.0713579j 5.19238e-16-0.042116j 2.11966e-16+0.0629799j 1.67792e-15+0.0294581j 3.58688e-15+0.0498713j -6.24701e-15-0.0610995j 2.85956e-15+0.0303733j 4.59461e-15+0.00805484j -1.32276e-15+0.0588304j -1.69217e-16+0.0342219j -3.06211e-16-0.00477495j -1.63186e-15-0.0242597j -5.05995e-16+0.0245978j -2.08443e-16+0.0269618j 8.01466e-16-0.0284456j -7.11914e-16-0.0326717j 1.45167e-14+0.124625j 1.06566e-14-0.0843643j -9.54267e-14+0.0623707j -1.11973e-15-0.018714j 2.97397e-16+0.0412994j -4.40352e-16-0.0170967j 2.3061e-16+0.00531721j 8.33046e-16+0.0559429j -1.85046e-16+0.0251272j 1.41789e-16-0.0260734j 1.27602e-16-0.0165002j -6.13968e-17+0.0251625j 3.77395e-17+0.0070344j 1.76417e-15+0.0186217j 1.09659e-16-0.0271377j 4.02622e-18+0.0193528j 2.32945e-17+0.0160546j -8.53457e-17-0.0011277j -1.49704e-16-0.00879064j 5.67612e-16+0.0416302j 3.44903e-16+0.0238267j 1.06385e-16+0.0200098j 8.78149e-17-0.00451194j -8.8004e-17+0.0388598j -2.26601e-16-0.0259544j -6.81285e-17+0.00240235j -6.30886e-17+0.0219893j -9.4935e-17+0.0041275j -1.89591e-17+0.0212221j 9.20119e-18-0.0281315j 1.54584e-16-0.00432923j -1.07878e-16-0.0360177j -4.97624e-17+0.00763819j 
-9.29484e-16+0.198904j 1.80313e-15-0.105012j 9.96465e-17-0.0325033j 1.49478e-15-0.208266j -3.43324e-16+0.0224564j 1.45181e-16+0.0233832j -4.99775e-16+0.114514j -4.7224e-16+0.0862553j -9.75466e-16+0.128696j -2.75598e-17-0.00571492j -2.27024e-15+0.16762j 2.72369e-16-0.0511363j 8.85597e-16-0.0650745j 4.20872e-16-0.0357278j -2.40053e-16+0.0535826j -6.00695e-16+0.0703323j -2.78571e-16+0.0601982j 2.69134e-16-0.0527232j -4.71104e-16+0.0864818j 6.11012e-16-0.0840842j -7.93471e-16+0.0801496j -7.25364e-16+0.0375812j -1.5783e-15+0.0118283j 9.00974e-16-0.0760921j -1.17707e-15+0.0391707j -2.28306e-16-0.0839146j -2.47251e-15-0.0162405j 2.73402e-15-0.063622j -3.40066e-15-0.109043j 1.29556e-15-0.03006j -2.68755e-14-0.0825522j -2.43543e-15+0.0491683j 2.51858e-16-0.0363029j 1.09495e-15-0.0571899j 3.75509e-15+0.0601106j 1.05359e-15+0.0297278j 1.43385e-16-0.08105j 2.04804e-15-0.0883081j -2.22492e-17+0.0345984j 1.92761e-15-0.052338j 2.89155e-15+0.07162j -1.30882e-14+0.00892478j -3.69042e-16-0.0190122j 3.45946e-16+0.00223596j 2.46398e-16-0.0191528j -3.80921e-16+0.00774291j 5.2401e-17+0.0464311j 3.24254e-16+0.0309039j 9.76367e-17-0.0426949j 4.385e-16-0.0587743j -4.60086e-16+0.0582846j 7.22159e-17-0.0275372j 2.1535e-15+0.0256687j 2.88429e-17+0.00838341j 2.82473e-16-0.0355302j -2.67207e-16-0.0598155j -4.90137e-16-0.0579706j 1.80507e-16+0.0184471j 2.77347e-16-0.0661251j -3.24167e-16+0.0247722j 2.06164e-17-0.0150001j -1.14371e-16-0.00198614j 1.10958e-16-0.058856j -5.70094e-16+0.0832726j -2.24998e-17+0.0194162j 1.92363e-16-0.0306962j 1.85771e-16-0.0291757j 7.1515e-17-0.0303837j 6.69452e-17+0.00686236j -4.15573e-16+0.0591449j -9.07293e-18-0.00247882j -4.06516e-16+0.0802777j 
-9.30107e-16-0.171452j -3.81393e-16-0.0218051j 5.03622e-17+0.0110815j -1.85174e-16-0.0855009j 2.3568e-15-0.172656j 1.04903e-16-0.105052j -2.46736e-17-0.0535543j -4.48924e-16+0.211774j 8.19147e-17-0.040417j 1.10907e-15-0.111498j 5.83152e-16-0.106325j -1.38201e-16+0.0664125j 2.12491e-16-0.00029231j -1.25755e-16+0.0574279j -4.97998e-16+0.0347512j 3.06078e-16-0.0114537j -2.004e-16-0.0669377j -1.00875e-16-0.110712j 7.70289e-17-0.0202742j 4.36948e-17+0.0852871j -1.66435e-16+0.15058j -1.94559e-15+0.0627067j -4.5025e-15+0.107743j 1.32323e-15+0.0356497j -1.20434e-15+0.00270468j 1.07892e-15+0.00582075j 2.85733e-15+0.101847j 2.2069e-15-0.0185177j -4.58906e-15-0.0411561j 2.14267e-15+0.105949j -3.98005e-14-0.120086j -1.25295e-15-0.00559733j 6.01255e-16-0.0607114j 8.2911e-16-0.0830099j -5.91729e-16+0.00337733j -3.04553e-16-0.0642491j 1.35244e-15+0.0639991j -1.08911e-15+0.0327261j -6.91549e-16-0.0286407j -1.23384e-15+0.0541671j -2.06856e-15-0.0703875j -2.75923e-14+0.0177407j -9.30615e-16-0.0328226j 5.05064e-16+0.0134514j -3.93986e-16+0.0460123j 2.60605e-16+0.0166987j 2.70129e-16+0.0258394j -4.78787e-16-0.0505789j -3.71003e-16-0.0243968j 1.3861e-16+0.032054j 1.67951e-16-0.0153407j 2.05268e-16+0.0421686j -3.8393e-16-0.0047716j 1.38542e-16-0.0279701j -1.71e-16+0.00836456j 2.2541e-17+0.00059463j -3.08222e-17+0.00208074j 3.78209e-17-0.0475649j -9.28491e-17-0.0116919j -8.29865e-17-0.0046014j 1.2447e-16-0.0208926j 2.01511e-16+0.00862931j 4.68995e-17+0.0192465j 2.32137e-19-0.00443952j -9.92879e-17-0.0172612j -1.08463e-16-0.0334595j -1.68305e-17+0.0212836j 1.26258e-16+0.00713631j -3.6272e-18-0.0129283j -1.88909e-16+0.026253j 4.40141e-17-0.0184617j -5.66198e-17-0.0117912j 
-6.213e-16+0.0326602j 1.93567e-16-0.0216534j 1.92615e-15-0.288058j 2.7178e-15-0.326987j 3.68368e-16-0.00952748j 6.13044e-16-0.0187605j 1.56825e-15-0.206551j -1.60767e-15+0.121823j -3.21078e-16-0.0571068j -1.47019e-15+0.0777188j -1.33314e-15+0.133473j -8.14716e-16+0.0733312j 4.44645e-16+0.00645968j -5.51505e-16+0.0487235j -1.96312e-17-0.0769896j 1.92334e-16-0.0136672j 6.73269e-16-0.0974166j -4.52393e-16+0.00474254j -5.8561e-16+0.0814908j -1.69131e-16+0.0270338j -1.01333e-15+0.134766j 9.48548e-16-0.0901671j 2.99032e-15-0.0679973j 1.03338e-15-0.0948039j -8.01135e-16+0.09276j 1.09316e-15+0.0161743j 1.7374e-15+0.0596417j -1.33226e-15+0.0665742j 4.02011e-15+0.109801j -4.03555e-15+0.0119806j -2.82092e-14-0.0816093j -1.17883e-15-0.00151451j -1.44605e-15+0.162647j 1.45954e-16-0.0574786j 1.99784e-15+0.0439252j 2.90101e-16+0.0120656j -3.99608e-17+0.0224477j 3.00673e-15-0.0882812j -7.71819e-16+0.0165665j 7.06154e-15-0.0185516j 7.16358e-15+0.053402j -8.71487e-14+0.057583j -2.0853e-15-0.10404j 9.82099e-16-0.0511316j -4.10651e-16+0.0363094j -6.42602e-16-0.00807707j 9.95345e-17+0.00427917j 4.29758e-16+0.0553435j 6.70143e-17+0.0502849j -3.31324e-17+0.000681052j 7.19466e-17+0.0372645j 6.30915e-17-0.0302147j -5.26989e-15-0.0539144j -6.5065e-16+0.0730497j -5.36719e-16+0.071267j 4.26618e-21+0.0171339j 1.63058e-16+0.0146177j 3.64718e-16-0.0583531j -1.20753e-16+0.0169302j 2.61547e-16-0.0175388j 3.22369e-16-0.0152412j -2.15554e-16+0.0469701j -4.91895e-16+0.0600376j -2.19697e-16+0.0167079j -3.12913e-16+0.023053j -6.57863e-16+0.067512j -9.50343e-17+0.0161166j 1.52278e-16-0.0278283j 7.04472e-17-0.0180857j 3.56804e-17-0.00880471j -3.09269e-17+0.0090508j -1.2538e-16+0.0109735j 
3.11951e-15-0.0279447j 8.88001e-15-0.0632312j 7.96082e-14-0.483864j -2.48406e-14+0.127534j -1.28069e-14+0.0637395j -9.57325e-15+0.0650165j -2.49899e-14+0.163669j 4.27977e-14-0.276418j 3.67082e-14-0.223324j 9.96598e-16-0.00951823j -2.89685e-14+0.175906j 1.0445e-14-0.0501047j 4.89548e-15-0.0365694j 1.67004e-14-0.0966194j 1.80137e-14-0.125917j 2.32303e-14-0.148388j -1.85307e-14+0.107251j 6.79708e-15-0.044469j -1.92388e-15+0.0109611j -3.95905e-15+0.0279457j -1.93715e-14+0.126147j 6.02357e-15-0.0548172j -5.14639e-15+0.0372701j -1.0673e-14+0.0802507j -5.53088e-15+0.0296536j -6.32805e-15+0.0488803j 1.68777e-15-0.00716209j 6.88253e-15-0.0554387j 5.48409e-15-0.0363989j 4.48849e-16-0.00228174j -5.22047e-15-0.0350966j -5.7961e-15+0.0298221j -4.72901e-15+0.0366528j 7.07474e-15-0.043617j 5.21098e-15-0.0635406j 2.47018e-15-0.0124108j -9.10108e-15+0.0611693j -8.46949e-15+0.0498859j -5.1671e-15+0.0280003j -1.13351e-14-0.0316802j -7.19752e-15-0.0311396j -4.73587e-14+0.0277288j -2.44481e-15+0.0142879j 7.22561e-15-0.0444197j -5.99663e-15+0.0372257j -4.53794e-15+0.0327422j -1.10208e-14+0.0775262j -1.25257e-14+0.0851602j 7.30997e-15-0.0505713j 9.768e-17+0.000288804j 5.12062e-15-0.0366161j 8.28687e-16-0.00955221j -1.79135e-15+0.0239641j 6.94723e-15-0.0450168j -4.65851e-15+0.0268489j -5.02029e-15+0.0340003j -5.09394e-15+0.0376512j 9.74676e-15-0.0616352j 1.08284e-16+0.000200313j -1.10064e-14+0.0746542j -4.23423e-15+0.0299898j -7.99239e-15+0.0474513j 2.90956e-15-0.019901j -4.44621e-15+0.0301731j -1.22779e-14+0.0793986j -2.10716e-16+0.000100735j -3.53222e-15+0.0177585j -8.91324e-15+0.0590794j 1.39408e-15-0.00771223j 2.48225e-15-0.015929j 3.32816e-16-0.00480225j -3.49172e-15+0.0219723j 
-7.05905e-16-0.0711545j -1.23839e-15-0.0808787j -6.37946e-15+0.21632j 3.22656e-15-0.344278j 2.41859e-15-0.135136j 1.42225e-15+0.0664443j 1.89218e-15+0.0738712j -2.58187e-15-0.117724j -3.05031e-15+0.108757j 4.48872e-16-0.0779648j 3.04642e-15-0.0391501j -1.38612e-15+0.147032j 9.47319e-16-0.090467j -1.98221e-15+0.0809949j -1.04023e-15-0.141083j -1.52385e-15-0.0191022j 1.73527e-15-0.116447j -4.48828e-16-0.00450371j -1.59675e-16-0.0183778j 1.40946e-18+0.00781544j 2.22184e-15+0.0310405j -8.02873e-16-0.140817j -4.5297e-17+0.081576j 6.48662e-16+0.175365j 3.79042e-17-0.0242204j 1.81603e-15+0.0658614j 2.45019e-15+0.0127146j -4.25513e-15-0.0695276j 3.03974e-15-0.0165032j -6.23893e-16-0.0491533j 1.19705e-14+0.037088j 5.97636e-16+0.00328447j 2.84027e-16+0.0608124j -2.1497e-15+0.0579139j -4.04612e-15-0.0699641j -7.19622e-16+0.0617539j 1.09265e-16+0.025929j 4.69128e-16-0.00439426j -6.15722e-16-0.09721j -1.43702e-14-0.0850545j -1.21159e-14+0.0356909j 1.003e-13-0.0655137j -2.23461e-15-0.0783422j 3.50689e-16+0.0330207j 5.77644e-16+0.0153627j 4.60221e-16+0.044369j 1.03612e-15+0.00973873j 6.87627e-16+0.0482772j -5.93476e-16-0.05711j 2.83768e-16-0.0107063j -5.00638e-16-0.0633985j -2.52993e-16-0.0523356j 5.10941e-16+0.0039323j -4.9266e-16-0.0176598j 5.18642e-16-0.0415753j 7.90172e-16+0.0240573j 7.15484e-16+0.0343664j -8.0139e-16-0.000221352j 3.41473e-16-0.0168765j 7.94996e-16+0.0409008j 3.43092e-16+0.0157343j 5.53244e-16-0.0360088j -6.46485e-17-0.0308767j 7.74169e-17+0.0300106j 8.13307e-16+0.0392595j 1.90372e-16-0.0344652j 7.24273e-17-0.0588427j 5.94379e-16+0.0356544j -2.29579e-16+0.0252414j -1.38658e-16-0.0034267j 8.65234e-17-0.0433178j 3.96252e-16-0.00360505j 
-1.02429e-16+0.00783761j -2.72855e-15-0.0622677j 4.43514e-16+0.0206778j 4.51671e-15+0.137857j -2.02194e-15-0.0344638j 1.27557e-14+0.322689j -8.91788e-16-0.032569j -1.95498e-16-0.00665849j 5.79063e-16+0.0185162j -1.56777e-16-0.00322509j 3.88443e-15+0.0969888j 2.93174e-15+0.0530655j 8.77701e-16+0.0360231j 1.40848e-16-0.0122494j 3.38594e-15+0.101397j -2.69919e-15-0.0650274j -1.8188e-15-0.0470301j -4.45532e-15-0.113991j 2.00822e-15+0.0549983j 3.05151e-15+0.0625j -2.92813e-16-0.00581421j 2.61896e-15+0.0945292j 5.59555e-16+0.0585497j 4.78871e-15+0.110906j -1.7259e-16-0.00562348j 2.96791e-15+0.0496052j 5.55211e-15+0.0657048j -4.01098e-15-0.00936421j 9.46364e-15+0.0806552j -2.52683e-15-0.00444102j 2.2189e-14+0.0482518j 6.10464e-15+0.214646j -2.80024e-15-0.0927053j -4.42455e-15-0.165691j 1.36417e-14+0.140988j 5.78186e-15+0.121286j -2.12389e-15-0.0314458j -4.84822e-16+0.017707j 2.63737e-15+0.0280142j 4.23657e-14+0.0166711j 4.53369e-14+0.171959j -1.10316e-13+0.0752675j 6.51174e-15+0.0946816j -1.91489e-15-0.0201967j -2.70289e-15-0.0832985j -2.34297e-15-0.0556443j -3.05799e-15-0.0575029j 4.80473e-16+0.00725226j 1.40643e-15+0.032963j 1.37521e-15+0.0335818j -1.03755e-15-0.0237201j -5.95891e-16+0.000209996j 3.46282e-16+0.00240763j 1.27829e-15+0.0305664j -1.52978e-15-0.0370345j 3.81143e-15+0.0860205j 1.01271e-16-0.000934931j 1.98938e-16+0.00723175j -2.91593e-16+0.000207219j -3.12944e-15-0.0723217j -2.50464e-16-0.000519776j -3.25567e-16-0.0093034j 9.81535e-16+0.0235342j -1.9673e-15-0.0536291j -2.39134e-16-0.0111565j 1.09905e-15+0.0292856j -2.33326e-15-0.0607479j -5.9163e-16-0.0172749j -8.43706e-16-0.0180136j -1.08688e-15-0.0334327j 6.99986e-16+0.0215376j 2.77648e-16+0.00430571j 
3.19693e-17-0.00868633j 2.69258e-16-0.0272546j 9.3902e-17+0.175669j -2.9927e-16+0.337561j -9.45664e-16+0.0690339j -7.09253e-16-0.0109877j 1.2376e-16-0.132061j 9.17212e-17-0.00177906j 1.49305e-16+0.0249246j 1.38261e-15-0.12185j 3.88369e-16-0.0857086j 1.62073e-16-0.0999576j -9.68323e-16+0.0602078j 4.50147e-16-0.0126679j 3.75419e-16+0.271105j 5.89965e-17-0.0278287j 4.67372e-16-0.0308372j 5.58519e-16+0.0339321j -1.39808e-16-0.0581618j -8.94303e-17+0.0587685j 3.14597e-16+0.105083j -1.05848e-16-0.149128j 2.92485e-15-0.0418933j -2.4485e-16+0.0565446j -5.22417e-16+0.100644j 6.80961e-16-0.0363621j -3.20129e-16+0.0114018j 1.65196e-15-0.0425769j -5.1978e-15-0.0719218j 3.01385e-15+0.0825308j -2.14744e-14-0.0669881j -2.0998e-15+0.0150435j -4.08743e-16+0.171621j -6.87302e-16+0.0562741j 2.12834e-16-0.00177252j 6.70866e-16+0.0248531j 5.51765e-17-0.0435073j -1.44901e-15+0.0413644j 5.45459e-16+0.0109537j 4.41517e-15-0.0802515j 7.01799e-15+0.120481j -1.25541e-13+0.0832209j -1.56672e-15-0.0640119j 8.75969e-17-0.0815043j 1.9443e-16+0.0390397j -1.46627e-15-0.082261j 8.33323e-16+0.0464275j 7.25366e-16+0.068497j 3.94552e-16+0.0109817j -4.17043e-16-0.0332007j 2.25845e-16+0.0232003j 1.66568e-16-0.0608774j 2.14942e-15+0.0219666j 2.16656e-16+0.0818373j -1.82073e-16-0.0174251j 4.76539e-17+0.00506897j -4.2884e-16-0.0221441j -9.57241e-17-0.0316054j 1.22893e-16+0.0198412j 2.43895e-16+0.00375316j 3.87811e-16+0.0643431j 2.38572e-16+0.0355681j 1.57471e-16-0.00153057j 5.86831e-17+0.0444867j -1.38649e-16+0.0545326j -1.269e-16+0.00131718j 2.23769e-16+0.0387388j 1.42531e-16+0.0100065j -2.04353e-17+0.0152831j -3.64823e-17+0.023215j -8.63371e-17+0.0256335j -7.13136e-17-0.01434j 
4.43207e-17+0.0918785j 1.12983e-16-0.0825414j 1.0833e-15-0.0874883j 4.20677e-16+0.0352789j -2.87935e-15+0.164323j 7.77917e-17+0.0295078j -5.80826e-16+0.0505177j -6.98192e-16+0.311238j 1.10632e-16+0.0891376j -5.41137e-16+0.00855868j -9.37688e-16+0.118029j 7.72068e-16-0.0621273j 8.18349e-16-0.0368038j 3.13344e-16+0.0123901j 7.96399e-16-0.00209493j 7.77746e-17-0.036827j 4.71221e-17+0.081038j 2.43406e-16+0.0740407j -2.16858e-16-0.169592j -4.38093e-16+0.115407j 6.25059e-16+0.0218501j -3.68802e-16-0.0594294j 1.28017e-15+0.0119995j 1.20625e-16+0.108471j -4.55289e-16-0.051571j 2.92608e-15-0.00599889j 5.14039e-15+0.144573j -6.05456e-15-0.160844j 1.10007e-14-0.0196571j -5.22714e-15-0.185101j 1.44073e-14+0.0469323j 4.92793e-16+0.00806245j -2.15425e-18-0.0210885j -1.60758e-15+0.10954j -3.29056e-15-0.0730928j 3.16953e-16+0.083357j -2.11905e-16-0.105366j 2.75414e-15-0.0880206j 6.08321e-16+0.0637252j -1.66097e-14-0.046156j -1.29567e-14-0.0182358j -1.17517e-14+0.0074696j -9.26485e-16-0.0534981j 4.19969e-16-0.0157974j 2.15408e-16+0.035107j 7.69572e-16+0.0609896j -1.46224e-15-0.0787629j -6.55795e-16-0.171391j -2.23385e-16+0.0948505j -2.9329e-16-0.00884631j -3.32302e-16+0.0573412j -5.07442e-17-0.0236615j 3.01488e-17+0.00171558j 3.55594e-16-0.0244368j -7.18869e-17+0.0130769j 4.84606e-17-0.0580053j -8.98948e-16-0.0705279j -1.18546e-17-0.0149972j -1.50757e-16+0.0512651j 8.25039e-17-0.0673028j -4.47034e-16-0.0554423j -2.03469e-16-0.0128696j -6.14646e-17-0.00279312j 1.32054e-16-0.0313673j 1.82241e-16-0.0351437j 1.31434e-16-0.0055489j -2.21857e-16-0.023743j 1.85001e-16-0.0451007j -5.55884e-17-0.0212024j -3.18191e-16+0.0698452j 1.00173e-16-0.0185819j -3.69444e-17+0.0266207j 
3.13153e-16-0.00881656j -3.71095e-16+0.00854621j 5.74029e-16-0.0559329j -1.58559e-17+0.220335j 3.8808e-15-0.32052j 2.47978e-17-0.154455j 6.42879e-17+0.0706129j 7.96984e-16+0.253983j -3.60238e-16+0.0368594j -1.92408e-16-0.0045305j 1.80705e-15-0.0223439j 4.37429e-16+0.267361j -3.05252e-16+0.15614j -6.08603e-16+0.11359j -6.45945e-16+0.144898j 8.723e-16+0.0382978j -7.17183e-16+0.111488j 9.92934e-16+0.239041j 1.01637e-16+0.0105598j 8.0285e-16+0.123888j -1.58676e-15+0.0566857j -6.03143e-16+0.018165j -1.82631e-16+0.00406671j -1.36538e-16-0.0394792j 2.9757e-16-0.0309577j -9.21316e-16+0.00963718j -2.3681e-15-0.0797795j -1.60775e-15+0.0726901j 4.8811e-15+0.076925j -4.36458e-15-0.0778694j 1.61793e-15+0.00711623j 3.87016e-16+0.0181795j -7.46596e-16+0.0294452j -5.20815e-16-0.0360211j -5.97114e-15-0.101466j -5.49697e-16+0.0610253j -1.08931e-15+0.0586934j 3.87223e-15-0.102175j 9.8546e-16+0.0565995j -4.3416e-14-0.149498j -3.44107e-14-0.0130514j 4.93359e-14-0.0317029j 2.21924e-15+0.0248305j -1.21321e-15-0.0814315j 3.76168e-16-0.0195275j -3.75043e-16+0.0666303j 5.00616e-16+0.0483377j -2.92947e-16+0.0413344j 4.35307e-16+0.00654677j -2.23242e-16-0.0271445j -5.84731e-16-0.0327112j -4.76858e-16-0.047784j -3.02255e-15-0.0288426j 1.12027e-16-0.0105681j 1.70297e-16+0.0328727j 3.73738e-16-0.0188305j -1.20027e-16+0.0180873j -2.8883e-16-0.0260771j 7.21787e-16-0.0211471j 1.42172e-16+0.0837864j -1.7222e-16+0.00706707j 1.98991e-16+0.0349441j 1.47049e-16-0.0483326j -3.09701e-16+0.018898j -2.26591e-16+0.085293j 1.83089e-16+0.0290576j 2.98323e-16+0.0245786j 1.90044e-16+0.0670168j -2.95667e-16-0.0178408j 7.99407e-19-0.00621329j 8.30533e-17+0.021683j -1.39557e-16+0.024763j 
