5.89989e-15+0.400063j -1.32714e-15+0.042249j 2.40466e-16+0.0465615j 5.43913e-16+0.0124928j 4.2336e-16-0.0342201j -6.59788e-16-0.0578906j -3.06703e-16+0.0198636j -3.77838e-16-0.0249253j 1.01951e-15+0.106065j -1.38007e-15+0.0791469j 1.07924e-15+0.117657j -3.07984e-16-0.0735629j -6.62816e-16+0.0437111j 6.45605e-16+0.0507127j 4.50399e-16+0.0382904j -4.9603e-16-0.0177589j 1.47886e-16-0.016615j 1.96733e-17-0.00972885j -2.63656e-16-0.0230508j 4.04143e-17+0.0187228j -1.67865e-16-0.021295j 2.57728e-16-0.000165264j -3.62058e-16+0.0040658j -2.74118e-16-0.01386j 4.21962e-17+0.00189782j -2.0558e-16+0.0066288j -8.93395e-16-0.0222263j -3.44179e-17-0.00208532j -4.98209e-16-0.000795117j 7.83763e-16+0.0182146j 3.10165e-15+0.00783407j 2.24167e-16+0.00420426j 2.02904e-16+0.00102933j -1.23634e-16+0.00923721j 1.72843e-16+0.00149054j 4.75827e-17+0.0118448j -1.35593e-18+0.0096676j 1.07228e-16+0.0032764j 7.5537e-17-0.00286228j 1.54567e-15+0.00523412j 1.16821e-15-0.000171772j -3.12654e-14+0.0207182j -7.02357e-16-0.019131j 1.33555e-16+0.00105132j 4.66485e-17+0.00221655j 1.6952e-16+0.00864687j 3.82e-16+0.0118044j 1.82743e-16+0.000421363j -1.04618e-16-0.00231581j 6.94877e-17-0.0157036j 9.96773e-17+0.011771j -1.30392e-16-0.0110372j 1.7187e-15+0.0157806j -2.05703e-16-0.0189913j -6.92174e-17-0.00203527j -2.92188e-17-0.00333482j -3.19908e-16-0.0117388j -9.51086e-17-0.012544j 3.60274e-16+0.0199332j 1.75012e-16+0.0179303j 4.17619e-16+0.0148472j -7.41687e-17-0.0212831j 5.15381e-17+0.00535658j 4.82978e-18+0.00749119j -8.55693e-17+0.0041569j -2.28547e-16-0.0220408j 9.36373e-17-0.00243676j 1.30427e-17+0.00762543j 2.41585e-16+0.0128778j 3.18195e-18+0.0191039j -1.17928e-16-0.0306912j -3.147e-16-0.0116764j 
-1.38336e-15-0.0315813j -1.27858e-15-0.0255362j -9.87458e-16-0.0271796j -1.2983e-15-0.0340127j 1.47196e-15+0.0607526j 9.5065e-16+0.0196331j -1.44611e-15-0.0379042j 1.6089e-15+0.0446396j -1.88355e-16-0.00745789j -2.51273e-16-0.00386245j 6.58593e-16+0.0176406j 1.26285e-15+0.027855j 2.33406e-16+0.00866726j -1.35416e-15-0.0413825j -7.73722e-16-0.0230975j -2.46961e-16-0.00698586j -7.94691e-16-0.0228214j -3.16278e-18+0.00257512j -1.4574e-15-0.0370484j -2.25619e-16-0.00547368j 9.22944e-16+0.0139873j -3.29109e-16+0.000226594j 2.88198e-16+0.019368j 1.08415e-15+0.0206914j 1.89463e-16+0.00232382j 6.1551e-16+0.0147632j 1.27458e-15+0.0132229j 1.15631e-15+0.0157315j -1.26351e-15-0.0072065j 4.04579e-16-0.00514958j 4.9321e-15+0.0140462j -6.84423e-17-0.00955904j 5.80299e-16+0.0216802j 4.62756e-16+0.0218922j -3.15512e-15-0.0312421j -5.56618e-16-0.00386086j 7.51536e-16+0.0239859j 6.85019e-16+0.00539506j 3.20466e-16-0.000861257j -2.72011e-14-0.0515113j -2.29942e-14-0.0511683j -5.1546e-14+0.0349353j 1.89249e-15+0.0129151j -2.77769e-15-0.0650704j -2.18006e-15-0.0571907j 6.787e-16+0.0156118j -1.09522e-15-0.0103056j -1.87937e-15-0.0378956j -2.09964e-15-0.0358853j 8.92893e-16+0.0240275j 1.44523e-15+0.0351843j -2.43031e-15-0.083734j 1.20099e-14+0.0994325j 3.67073e-16-0.00101283j -1.94272e-15-0.0470961j 1.7917e-15+0.0551549j -6.4606e-15-0.108374j -1.4299e-15-0.0319302j 1.75203e-15+0.0405903j -4.3535e-16-0.00847294j -6.53608e-16-0.0161837j 5.01533e-16+0.0338563j -1.49112e-15-0.0298022j -6.01666e-16-0.00938039j 1.29754e-15+0.00856226j 5.42873e-15+0.178358j 6.5964e-16-0.000920139j -1.02489e-14-0.193198j 3.68059e-15+0.151654j 4.16159e-15+0.143771j -1.63874e-15-0.0461194j 2.74123e-16+0.0168361j 
1.46468e-15+0.0498122j -4.24476e-16-0.0270555j 6.42905e-16+0.0321946j 6.09579e-16+0.0221433j -7.56466e-18+0.00800337j -1.43468e-15-0.0494058j 1.32982e-15+0.0445806j -9.58632e-16-0.0372508j 9.32754e-16+0.0405355j -6.21592e-16-0.0406262j 2.25931e-16+0.00120527j -2.0883e-16-0.00635328j -4.70066e-16-0.0140124j -7.63155e-17+0.00976102j 6.3864e-16+0.0249443j -4.88813e-16-0.0249941j 7.61469e-16+0.0321871j -6.9578e-17-0.00266188j 8.77971e-16+0.0225269j 7.63463e-16+0.0258036j -1.86999e-16-0.00667822j -4.10988e-16-0.0244091j 4.37125e-16-0.0235031j 9.42918e-17+0.0149258j 1.22172e-16-0.0119442j 1.12452e-15+0.0415237j 5.94866e-16+0.00260047j 2.668e-16+0.0241664j 9.36174e-16+0.0231674j -3.86937e-16+0.00815931j -1.79344e-15-0.00316174j -1.76884e-16-0.0265049j 4.52595e-16+0.0161447j -1.14746e-16+0.00383369j -1.18663e-15-0.0192734j 1.23828e-15+0.0419872j -6.69283e-16-0.0273756j 5.62975e-16+0.0437097j 2.29236e-16+0.00360192j -2.91832e-14-0.0653041j -2.49816e-14-0.0466251j 3.29302e-14-0.0222937j -5.40301e-16-0.0176335j -6.06815e-16-0.0335509j -7.21195e-16-0.0250047j 2.74784e-17+0.000253034j -4.36676e-16-0.01173j -1.88818e-15-0.0727169j 1.84536e-16+0.0197403j -1.55761e-16+0.00116822j -3.20339e-16-0.00224507j -2.39156e-15-0.07897j -5.29656e-16-0.00166708j 6.026e-17-0.00515622j -1.45002e-16-0.00119598j -6.73774e-16-0.0232447j -2.04159e-15-0.0535502j 1.40405e-15+0.0556328j 1.96705e-15+0.06132j 3.3492e-15+0.0787782j 2.23656e-15+0.0769202j -3.90319e-15-0.147975j -4.92967e-15-0.208806j -1.0199e-15-0.030936j -1.71146e-15-0.0766615j 4.61371e-16+0.0116789j 1.25539e-15+0.027453j 5.39507e-16-0.00472349j 5.34265e-16+0.0212518j 3.57165e-15+0.148489j -2.09414e-15-0.0886034j 1.95601e-15+0.0738072j 
1.21451e-16+0.00423666j 1.63722e-16+0.0325385j 2.05472e-16-0.00373053j -3.30876e-17-0.0152382j -3.48205e-16+0.0264319j 1.2468e-16-0.0433789j 2.2056e-17+0.0140806j 1.57311e-16+0.020706j 2.65316e-16-0.000705936j 2.62834e-17-0.00345978j -2.13294e-16+0.00133598j -1.58089e-16+0.005086j 1.43508e-16-0.0391053j -4.50383e-17-0.0239767j -1.56248e-17-0.0183082j -1.17763e-16+0.00958963j -1.03443e-16+0.0155766j 1.60102e-17+0.00703171j 8.81768e-17+0.0227329j -3.5367e-17+0.00935469j -1.8037e-16+0.00638554j 2.00325e-16-0.0119686j 5.65544e-16-0.0136277j -1.0505e-17+0.00424416j -2.47716e-16-0.0117004j 1.48925e-17+0.000848352j 3.1915e-16+0.00527704j -1.33869e-15-0.0260312j 1.99734e-15+0.0082356j -7.92035e-16-0.0181043j -3.29945e-15-0.0081549j -1.41548e-16-0.0154237j 4.11218e-16-0.0113975j 3.01974e-16-0.0148205j -9.32211e-17+0.00160788j 1.21337e-16+0.00210215j 3.7206e-17-0.0254107j 3.06141e-17+0.0294963j 1.22075e-15+0.0389335j 8.56792e-15+0.0354957j 6.47876e-15-0.00645275j -3.08836e-15+0.00220552j 1.35151e-15+0.0202688j -9.38408e-16-0.0673855j -5.72421e-16-0.0366585j 1.31472e-16+0.0178653j 3.38606e-16+0.00681519j -2.58056e-16+0.0399207j 2.88353e-16+0.0530232j 3.37847e-16+0.12949j -3.5243e-16-0.0910472j 8.94715e-16+0.014543j 1.08298e-14+0.112351j -5.95457e-16+0.0764873j 2.17659e-17-0.103758j 4.01875e-16+0.0922599j 2.2238e-15+0.0940289j 3.17581e-16+0.152509j -3.58162e-16-0.00660061j -9.51197e-16-0.062619j -5.89913e-16-0.0827279j -2.98602e-16-0.0395246j -3.11232e-16+0.0749657j -6.79611e-18-0.0256326j 1.12765e-16+0.0363727j -7.35752e-16+0.00418544j -1.15939e-15+0.0396022j -4.2188e-16+0.0369939j 2.36302e-16+0.639188j -7.25848e-17-0.104373j 5.06649e-17+0.0427006j -2.7865e-16-0.0145797j 
-1.94133e-16-0.0112253j -1.04122e-16-0.0170686j 4.46208e-16+0.0759751j 9.99249e-18+0.00420627j -4.06394e-16+0.04008j 1.63443e-16+0.0259015j 3.92418e-16+0.0439223j 1.29887e-16+0.019888j 2.08258e-16+0.0168605j 5.53513e-17-0.0471507j -9.51709e-17-0.0361626j 2.92129e-16+0.00153656j -1.44797e-17-0.00106762j -1.86637e-16-0.0474915j 4.16919e-17-0.00446719j -2.93274e-16-0.0378847j -1.94394e-16-0.051462j 4.23063e-16+0.0507252j -1.99827e-17-0.00128511j -1.12064e-16-0.00644804j 9.63361e-17+0.0272965j -1.98375e-17+0.021261j -1.38645e-16+0.00357801j -7.36315e-17+0.00636393j -7.17116e-17-0.00635836j -8.73368e-17+0.0166232j 4.3085e-16-0.00274333j 1.8903e-15+0.024644j -3.39565e-15-0.0217632j 1.76547e-15+0.0339926j -9.4897e-15-0.0276313j -5.00828e-16-0.00474695j -6.19215e-17+0.0294157j -1.38501e-16-0.0236256j -3.01146e-16-0.000253921j -5.72202e-16-0.0197616j 3.49815e-16+0.046715j 1.22932e-16-0.0134176j -6.78524e-16-0.0168842j 9.26991e-15+0.0394423j 7.11622e-15-0.0064428j 1.66241e-14-0.010893j 1.78788e-15+0.054829j -2.65747e-16+0.0149986j 2.19501e-16-0.00112869j 3.83462e-16+0.0148938j -2.31622e-16-0.00211357j -1.35727e-16-0.00135646j 2.08078e-18-0.015905j 2.44999e-16-0.0246495j 7.59178e-16+0.066196j 4.28955e-16+0.0331798j 2.30946e-15+0.0203458j 1.28678e-17+0.0147948j -5.64057e-16-0.00625252j -2.49892e-16-0.00714192j 1.38225e-15+0.0349405j 5.06711e-16+0.0635048j -8.63062e-16-0.040751j -1.39117e-15-0.0751978j 9.10079e-19-0.0264497j 2.81407e-16+0.0459414j 1.81444e-16+0.0110282j 2.78048e-16+0.0337074j -1.36524e-15-0.223945j -9.35301e-17-0.0446225j -2.24889e-16-0.032557j -7.65648e-16-0.121229j 1.14631e-15+0.0953444j 3.55898e-16+0.0619406j 6.30328e-16+0.0943361j -7.14377e-16-0.0576941j 
1.96083e-16+0.0333191j 1.35996e-16-0.00432109j -2.41217e-16+0.0222634j -7.51873e-17+0.0194879j -3.29319e-17+8.8412e-06j -3.42762e-17+0.0105743j 7.50142e-17-0.00889884j 8.65222e-17-0.0253043j 1.07642e-16-0.012426j 6.14094e-17+0.00416964j 1.69456e-16+0.00125771j 1.05359e-16+0.00961888j 3.35138e-17+0.0145131j 2.34251e-17+0.00709015j -2.48076e-17+0.024183j -8.99894e-17+0.0150872j 1.93115e-16+0.00774668j -5.46681e-18+0.00833987j 8.09187e-17+0.00482178j 7.931e-17+0.00845228j -2.47517e-17+0.0179667j 9.77188e-17-0.0364438j 7.27621e-16-0.00652635j -3.05113e-16+0.00957573j -1.80918e-16+0.0270576j -4.27836e-16-0.00929683j -1.2904e-15-0.0443286j -2.9239e-18-0.00919516j -1.13138e-16-0.0119552j 2.5759e-17-0.0181735j -1.93639e-15-0.00421156j 1.49916e-16-0.00841187j 3.55306e-17+0.00413642j -1.00881e-16+0.0187777j -7.79508e-16-0.0238334j -1.10694e-17+0.0291494j -5.38968e-16+0.00405146j -6.19313e-16+0.0238825j 5.74902e-17-0.0142039j -1.64894e-14-0.0863078j -1.35396e-14+0.0288445j 6.81749e-14-0.0445756j -1.29334e-15-0.0314468j 8.32514e-16+0.0408981j 2.2782e-16+0.0217089j 1.58936e-16+0.0124282j -4.51873e-16-0.0315192j -2.6599e-16-0.0132712j 3.41288e-18-0.0344971j 5.37436e-17+0.073707j 3.58279e-16-0.10506j -9.80647e-17+0.0940707j -6.63637e-15-0.0731035j -5.22384e-17+0.0532655j -2.28008e-16+0.0659318j 1.98894e-16+0.0621958j -9.21456e-16-0.0531487j -5.60225e-16+0.0423562j 8.60501e-16+0.0104395j 3.90163e-16+0.0383342j -4.03699e-16-0.101938j -4.88982e-16-0.073096j -4.96905e-16+0.0330691j 1.28199e-16-0.0982987j 5.97571e-16+0.0576608j 5.0737e-16-0.0716669j -4.0896e-16+0.0161401j 1.05697e-16-0.107811j -3.62537e-16-0.0532333j 1.01585e-15-0.504652j -7.24486e-16+0.0228461j -1.52957e-16+0.0957948j 
-2.75199e-16-0.00533179j -1.67344e-16-0.0068502j 2.90921e-17-0.0338175j -3.82739e-16-0.0198572j 4.51786e-16-0.0494748j 2.35725e-16+0.0165486j 6.94253e-17+0.00634171j -3.34093e-16-0.0546224j 3.72765e-16+0.0300885j -2.2004e-16-0.0192415j -2.48414e-16-0.000622469j -5.31768e-17+0.0162026j 2.16602e-17+0.0023726j 3.77256e-16+0.059191j 4.38006e-17+0.0170551j -5.77383e-17+0.00691606j 5.16664e-16+0.0731058j -2.65663e-16-0.0206846j 1.31323e-16+0.0342559j -4.01723e-16-0.0399405j 6.62043e-17-0.00105844j -3.13027e-16-0.034253j 4.52162e-16-0.00776231j 6.37715e-16+0.0296505j 2.49565e-17+0.00354258j 4.07476e-16+0.0146293j 1.57777e-15+0.0305947j 1.30281e-15+0.0191612j -1.45482e-15-0.00183j 8.26248e-16+0.0316631j -7.40418e-15-0.021752j -3.83978e-16-0.012616j -4.7912e-16-0.0315672j 4.23462e-16+0.0472303j -5.06585e-16-0.0139102j 6.87967e-16+0.0265523j -4.23394e-16-0.081917j -2.12245e-16+0.010327j 5.23776e-16+0.00443282j 1.71868e-16-0.0261082j 1.2622e-15+0.0340497j 5.2572e-16-0.000282554j -4.84079e-16-0.0192233j 5.98578e-17-0.0225993j 3.36694e-16+0.012049j 2.96416e-16+0.0245146j -4.30933e-16-0.0159287j -7.31669e-16-0.0478689j 4.54719e-16+0.0573402j -3.20785e-17+0.0356742j 8.09251e-17+0.0328478j 1.76043e-15+0.0713944j 8.46968e-15+0.0706522j 7.14161e-16+0.0507471j -2.28279e-17-0.0399197j -3.08472e-16-0.0265683j 3.49682e-16+0.0184867j -6.62996e-16-0.0666132j 2.45616e-16+0.0634009j -1.7415e-15-0.106843j 1.8818e-15+0.0981267j 1.32573e-16+0.00574767j -4.765e-16-0.0119468j 2.28693e-18-0.0420471j 1.07292e-15+0.129016j -5.04089e-16-0.0190081j -2.97806e-16-0.0367905j 5.1489e-16+0.0784588j -4.98364e-16-0.00567173j -1.61836e-16-0.0763478j -1.06002e-15-0.116055j -2.15207e-15-0.177481j 
-2.41107e-15-0.0324913j 7.58486e-16+0.0147507j 1.82209e-15+0.0296322j -2.37593e-15-0.033693j 1.56815e-15+0.0337231j -8.03496e-16-0.0146852j 2.72545e-15+0.037953j 1.95845e-15+0.0325186j -6.09334e-16-0.0101638j 3.2309e-16+0.00446274j -2.78999e-15-0.0425701j -6.28711e-16-0.0113866j -1.31452e-15-0.0224548j 1.59704e-15+0.0188717j -2.68388e-15-0.0391094j -2.15551e-15-0.0325219j -2.13247e-15-0.036645j -9.4968e-16-0.00840286j -4.20518e-16-0.00683638j 9.09521e-16+0.0172286j -1.36988e-15-0.018278j 2.01311e-15+0.0260604j -3.00969e-16-0.013566j 1.38102e-15+0.0183228j -5.597e-16-0.00980633j -2.9425e-15-0.0408503j -1.51855e-16-8.9996e-05j -1.54579e-16+0.00516405j 3.59558e-15+0.0356693j 1.58974e-15+0.0241599j 8.23719e-15+0.0203156j -6.80304e-16-0.0236121j -2.1867e-15-0.0287846j 7.00063e-16+0.00115156j -1.00014e-15-0.00489749j -2.15524e-15-0.0241509j 2.89409e-15+0.0432752j 2.64887e-15+0.0611975j 6.25587e-16+0.00184456j 6.76793e-15+0.0285386j 2.51664e-15-0.0127037j 2.27002e-14-0.0158142j -2.67112e-15-0.020961j 4.66126e-16+0.00876842j -1.94557e-15-0.0229433j -4.95304e-15-0.0633331j 2.33897e-15+0.0239351j -1.33173e-15-0.0156098j -3.35205e-15-0.0490085j -7.85642e-15-0.114539j -6.65814e-15-0.092552j 8.41047e-16+0.0028923j 1.49296e-14+0.0862718j 5.43706e-19+0.00561163j 2.46588e-15+0.0408188j 4.06514e-16+0.0103432j 2.68767e-15+0.02918j -3.67683e-15-0.050271j -2.12202e-16-0.00172829j -4.594e-15-0.052354j 1.98537e-15+0.0251615j -4.19834e-15-0.0651919j -6.49849e-15-0.0900587j 7.8773e-15+0.112602j 4.6329e-16-0.00516765j 2.90395e-15+0.0351669j 7.37401e-16+0.013068j -1.83758e-15-0.0408025j -8.9448e-15-0.122762j 1.80793e-14+0.266755j 4.12517e-16+0.00899686j -5.21908e-15-0.0648942j 
-4.01257e-16-0.0196921j -3.13697e-16-0.044354j -1.7679e-16-0.0315703j 4.03743e-17+0.00993645j 8.5103e-17+0.000760431j -1.0737e-16+0.0113142j 1.67151e-17-0.0324179j 2.36165e-16-0.0146924j -1.90908e-16-0.0267257j -1.19324e-17-0.0102093j 4.80518e-17-0.0118145j 1.9748e-16+0.0517154j 3.82631e-18+0.0132384j -1.3167e-16-0.0214373j -4.59737e-16-0.0262472j -3.99865e-17+0.00817402j -2.38865e-16+0.00120978j -2.11516e-16-0.037973j -2.81547e-16-0.00920291j 1.13686e-16-0.0154775j 1.96432e-16+0.012112j -1.01885e-16+0.00913983j -1.3508e-15+0.0417112j 4.56582e-16+0.0121447j -3.60756e-17+0.00783638j -1.07976e-16-0.0158366j 1.10297e-15+0.0249297j 2.88974e-15+0.0423829j -2.99944e-15-0.0244548j 1.17362e-15-0.00187929j 9.68917e-15+0.026857j 1.46121e-16+0.00997994j -6.15314e-16-0.0301193j -9.50413e-17+0.0397497j -7.94418e-17-0.0017397j -8.64686e-16-0.0365205j 3.62172e-16+0.0180711j 1.91262e-16-0.0195849j -1.47342e-15-0.0738622j -1.01899e-14-0.00578649j -1.05187e-14-0.0419952j 9.3377e-14-0.0620346j -1.06482e-15-0.030817j 1.92059e-16-0.000206157j 1.94991e-16+0.0107129j -3.73378e-16-0.0348369j 3.34583e-16+0.00567054j -1.07842e-15-0.0706914j -9.31796e-16-0.0734472j -2.88634e-17-0.0101258j -2.81275e-16+0.0247459j 6.9568e-16+0.0973648j 6.29518e-15+0.0559428j -3.34831e-16-0.0650834j -2.53353e-17-0.0490215j 4.20776e-16+0.0296577j -4.5738e-16-0.0286686j -3.83679e-16-0.0518757j 6.82011e-18-0.00238522j 2.48827e-16+0.0212965j -6.29841e-16-0.0603172j -9.20765e-17+0.0504727j -1.51402e-16-0.00139277j 2.03539e-16-0.107765j 1.57768e-16+0.0387031j 3.93859e-16+0.0193431j 8.85029e-16+0.137015j -4.77565e-16-0.0391831j -3.51214e-16-0.183172j 1.10038e-15-0.173373j 5.26205e-16+0.0467609j -2.25821e-16-0.017461j 
5.48056e-17+0.0135648j -1.15627e-16-0.00079425j -2.13125e-16-0.0217388j 1.05147e-16+0.0015148j -9.10798e-17+0.0213207j -2.94512e-16-0.059619j -1.4794e-16-0.00400632j 6.45145e-17+0.0297046j -2.82061e-16-0.0270637j 9.29137e-17-0.000185398j -1.04634e-17+0.0102899j 9.27928e-17-0.0249284j 1.31734e-16-0.0416965j -2.4503e-16-0.00177372j -2.99764e-16-0.0293974j 9.63672e-17+0.00200129j -3.77025e-18+0.00440682j -2.45909e-16-0.0222321j -9.92696e-17-0.00521525j 2.30655e-16+0.0452788j 3.65818e-17-0.00502216j 2.18736e-16+0.000234591j 8.15846e-16-0.0184613j -9.30382e-17-0.010352j -2.19117e-17-0.010636j -5.61334e-17-0.0148825j 4.33795e-18+0.00399003j -1.76367e-15-0.0200637j 3.54853e-15+0.0276993j -2.06711e-15-0.0300472j 3.25583e-15+0.00957278j 2.38389e-16+0.00775305j 1.61299e-16-0.0127732j 2.84021e-16-0.00370866j -2.34852e-16+0.00476796j -5.31194e-16-0.0445128j 2.87024e-16+0.0109083j -8.76543e-16+0.0303027j -4.23499e-16-0.0121392j 6.62781e-15+0.015468j 4.72174e-15+0.00877862j 6.20646e-14-0.0414855j -5.81299e-16-0.022664j -5.1369e-16-0.0410039j 9.93159e-17+0.0251473j -5.22481e-16-0.0290023j 9.89332e-16+0.0382947j -6.73355e-16-0.0498829j -3.4903e-16+0.00735415j -1.21717e-16-0.0178949j -4.88292e-16-0.0629408j -2.22851e-16-0.0252173j -3.82456e-15-0.038856j -4.56819e-16-0.0729059j -5.61219e-16-0.136503j 4.33251e-16+0.0560828j -6.16042e-16-0.0297019j -2.90475e-16-0.0180721j -3.62565e-16-0.0380231j 3.70704e-17+0.00241367j -1.80918e-16-0.000687039j 7.00617e-16+0.0404747j 6.06605e-16+0.0478854j -1.93261e-17+0.0565874j -4.57732e-16-0.0347517j 7.17872e-18-0.0456049j 1.135e-15+0.117614j 7.90484e-16+0.0620686j -1.02803e-16+0.0276576j -3.20772e-16+0.0748673j 3.11875e-16+0.0318063j 4.11206e-17-0.00362203j 
-2.4968e-16-0.0241109j -1.79268e-16-0.0204653j -5.8795e-17-0.00417143j 6.30372e-17+0.00450645j -5.00877e-16+0.0302349j 1.58562e-16+0.0305543j 1.93421e-16+0.00829435j -1.58744e-17+0.0617833j 8.80559e-17-0.0245934j -1.76829e-16+0.00637083j -6.09036e-17+0.0177721j 2.13416e-17-0.0133727j 1.82975e-16-0.014866j 1.32541e-16-0.0179313j 1.38228e-16-0.0173568j -1.47512e-16-0.0184027j 1.00335e-16-0.0188636j 1.78766e-16+0.0347037j -1.04164e-16-0.0221524j 6.58823e-17+0.0325758j -6.05482e-17+0.0243329j 2.25387e-16+0.0218958j 8.57183e-16-0.030375j -2.09796e-16-0.0137983j -8.21327e-17+0.0181414j 1.40376e-16-0.0285394j -6.24354e-16-0.00748586j -1.92194e-15-0.0218121j 3.90957e-15+0.028771j -1.82406e-15-0.0382681j -2.57592e-17+0.00186935j -2.20362e-16+0.0170954j 4.26947e-16+0.0134612j -1.60326e-16-0.00408249j -5.6289e-16-0.00907068j -2.82239e-16+0.0215929j -1.77001e-16+0.04664j -1.11668e-15+0.0449188j -3.59757e-16-0.0340077j 3.67709e-15-0.0025882j 3.55221e-15+0.0208814j -2.31882e-14+0.015511j -1.02314e-15-0.00172701j 5.41007e-16+0.0667286j 1.88831e-16-0.00882867j 1.28204e-16-0.0104633j 1.96742e-16+0.021133j 1.99358e-16+0.00546904j 9.71379e-17-0.0251373j -8.34686e-17-0.0583496j -3.54426e-16-0.026846j -3.89694e-16-0.00560846j -1.7601e-15-0.0163491j 3.87934e-16+0.0498204j -7.09266e-17-0.113313j 2.59708e-16+0.0102628j 6.72722e-17+0.024438j -1.96078e-16-0.0666269j 1.4552e-15+0.167349j 1.66542e-15+0.0671643j -1.4437e-16+0.0145071j -3.05629e-16-0.083485j 4.79754e-17+0.0506337j 1.4573e-16-0.00754389j -5.16479e-18-0.0758621j 2.85817e-16+0.011763j -4.44728e-16-0.0482162j -1.01473e-16-0.0377923j 2.51122e-16-0.110577j 1.12104e-16-0.000263343j -5.3693e-16-0.247991j 7.83757e-16+0.0970655j 
-5.61562e-17+0.00133813j -1.54816e-16-0.0193744j -3.1023e-17+0.00376866j 5.82551e-17+0.0143114j -1.98703e-16+0.0360779j -5.12409e-17+0.020085j -2.80134e-16-0.0414193j 6.1786e-17+9.05902e-05j -1.08314e-16-0.000264548j -7.53064e-17+0.0234522j 6.80086e-18+0.00559394j 1.35062e-16+0.0448772j -1.88281e-16-0.00367292j -2.14589e-16-0.0305104j -6.80181e-17+0.0143346j -5.65611e-17-0.00889601j -2.35178e-16-0.0071359j 3.18428e-17-0.00719179j -3.57364e-16-0.0430107j -2.41931e-16-0.0417943j 2.40216e-16+0.0356255j -4.18186e-16+0.00956858j -1.27423e-15+0.0380274j -3.90723e-17-0.0138165j -1.24536e-16-0.0146569j -7.17086e-16-0.0217197j -1.16914e-15-0.0270079j 9.95983e-16+0.0166498j -1.72633e-15-0.0136226j 1.08111e-15+0.00269623j 8.77496e-15+0.0246065j 2.40256e-16+0.00106516j 6.07652e-17+0.0344469j -3.7079e-16-0.014896j -2.53181e-15-0.0361667j -6.46743e-16-0.035291j 9.96809e-17+3.93206e-05j 1.14416e-15-0.0437158j -9.56451e-16-0.0186573j -2.10871e-14-0.0521218j -1.8355e-14-0.0333581j 3.58815e-14-0.0237745j -6.78412e-16-0.0148839j 3.66662e-16+0.00728342j -2.17635e-16-0.0320297j -1.31601e-19+0.0264974j -4.62198e-17+0.00655136j 1.29188e-16+0.0103625j 3.32162e-16+0.0542658j 1.7256e-16+0.0631576j -2.6643e-16-0.0390189j 3.73276e-16-0.0090151j 6.01812e-15+0.0578233j -4.84285e-16-0.0204167j -4.30748e-16-0.00236897j -1.66457e-15-0.155153j -1.5137e-15-0.0605388j -4.16794e-16-0.0584731j 1.5565e-16-0.0354156j 8.61843e-16+0.057412j -1.49593e-16-0.0103291j -3.09921e-17+0.0129605j 1.64453e-16+0.0408488j -5.72777e-17-0.024807j -5.33921e-16-0.123845j 7.58499e-16+0.164173j 2.31742e-16-0.0089204j 9.05724e-17+0.0226511j 6.4691e-16+0.153862j -1.13313e-16-0.0945167j -2.67226e-16-0.0166501j 4.90749e-16+0.0436699j 
-7.31154e-17+0.0142725j 5.01052e-17-0.0254151j 6.2663e-17-0.0233849j -9.0286e-17-0.0222546j 6.32491e-17+0.00871772j -1.52291e-17+0.0013465j -6.81795e-17+0.00128805j 1.7667e-17-0.00414053j -1.27265e-16+0.0320706j 1.81697e-16-0.010014j 1.75577e-16-0.0243832j 9.32104e-17-0.0248314j -7.91401e-17+0.0189484j -1.3183e-16+0.045429j -1.01932e-16-0.00296655j 2.41025e-18-0.0230886j -6.7933e-17-0.00719709j -1.64708e-16-0.0115903j 3.93065e-17-0.0089487j 1.89498e-17+0.00417956j 1.42032e-17-0.0303782j 3.76191e-16-0.00317197j 7.60888e-16-0.0165157j -3.05288e-16+0.0256111j 3.21983e-16-0.0149908j -3.54439e-16+0.00720736j 1.07325e-16-0.00692197j 1.05396e-15+0.0351157j -2.28338e-15+0.00574659j 1.4691e-15+0.0475088j 6.88531e-15+0.0183816j 3.94506e-16+0.000802171j -3.1483e-16+0.0122346j -3.64211e-16+0.0108529j -1.06e-15-0.0142246j -2.55364e-16-0.0105319j 3.32661e-16+0.0265253j -4.20381e-16+0.0183189j 4.07476e-16+0.0122012j 7.91248e-15+0.0298158j 6.44005e-15-0.00105118j -4.09576e-14+0.0269063j -5.0251e-16-0.0331819j 1.46035e-16-0.0568032j -2.30638e-16+0.00766008j -2.71905e-16-0.0162988j -3.03051e-16-0.0409671j 2.36609e-16-0.0142174j 2.82449e-16+0.0256721j 1.00409e-16-0.00194478j 2.05548e-16+0.0502437j 4.46117e-16+0.0707933j 2.16464e-15+0.017361j -1.66026e-16-0.0288869j 4.99274e-17+0.00576013j -6.59702e-16-0.0536733j 6.8034e-17+0.0116914j -2.45511e-16+0.0518783j 1.13437e-15+0.0232183j 1.14934e-15+0.167498j -1.22846e-15-0.148706j -5.9986e-16-0.0555115j -7.29804e-17+0.0752756j -3.13134e-16+0.0884019j -2.19241e-16+0.102674j 6.08561e-17-0.0850655j 4.19686e-17+0.0281382j -1.453e-16-0.020989j -2.15962e-16+0.0219275j -1.36192e-16+0.0222679j -1.10844e-15-0.0406039j 8.17801e-18+0.520703j 
