-2.22589-2.3307e-12j -0.227214-5.84397e-13j -0.652737-1.80102e-13j 0.259692+1.22193e-13j -0.075854-1.35571e-14j -0.161012-5.10102e-14j 0.0112487-3.51138e-15j 0.0473992+1.43687e-14j 0.0480728+1.43777e-14j -0.0274222-3.2191e-15j 0.0719876+2.32097e-14j -0.0123991-1.23653e-15j -0.0234184-7.26811e-15j 0.0198019+5.11249e-15j -0.0157932-2.38138e-15j -0.015559-6.79399e-15j -0.0310993-9.27102e-15j -0.0363541-7.62278e-15j -0.00997804-3.54131e-15j -0.0193935-3.02572e-15j 0.00994391+3.36857e-15j 0.0221401+5.90407e-15j -0.00356822+3.25648e-16j -0.0380256-9.90223e-15j -0.0126095-4.89319e-15j -0.0134275-2.92992e-15j -0.0048982-1.97908e-15j 0.00407183+1.19748e-15j -0.0142318-2.08869e-15j -0.00403335-2.38716e-15j 0.0126915+2.89969e-15j 0.0213346+1.21971e-14j -0.00399717-3.40623e-15j 0.0181048+3.36995e-15j 0.00865034+4.11086e-15j 0.0125412+5.17311e-15j -0.000282333-1.16825e-15j -0.02835-1.23249e-14j -0.0285721-8.44323e-15j -0.0025476+3.68568e-15j -0.00845161-4.48524e-15j -0.0183488-5.44465e-15j 0.00655933+2.1089e-15j 0.0174789+4.22586e-15j 0.0182191+3.69309e-15j -0.0278659-9.10266e-15j -0.0134169-3.84425e-15j 0.00488593+1.78616e-15j -0.00135268+5.73069e-16j 0.00423799+2.82787e-15j 0.0353171+9.62994e-15j 0.0139292+5.13831e-15j -0.00606552-2.58627e-15j 0.00913489+1.02227e-15j 0.0290631+9.1197e-15j 0.00178959-2.29559e-15j 0.0445791+1.24639e-14j 0.0254165+7.92723e-15j 0.00558208+3.15663e-15j -0.00638745-9.9901e-16j -0.00432886-1.96434e-15j 0.00607664+2.69121e-15j 0.0146053+5.51941e-15j -0.000757711+8.09359e-17j 0.0481203+1.16366e-14j 0.0420625+1.45826e-14j 0.00453819+4.2127e-15j 0.0249718+6.63418e-15j -0.0012749-1.01706e-15j -0.0421664-1.06218e-14j -0.0430792-1.55645e-14j 0.0187582+2.6485e-15j 0.0337052+9.90034e-15j 0.0334927+1.33174e-14j -0.0523942-1.32138e-14j 0.0435476+4.1298e-14j -0.0520362-1.61016e-13j 
-0.00494622-4.36802e-15j -0.00436715-9.51488e-16j 0.019607-5.46001e-17j 0.0368858+1.48826e-16j 0.0264287-3.10977e-16j -0.0109483-4.52376e-16j -0.0483555-3.65502e-17j -0.0201491+3.10987e-16j -0.0281921+2.70678e-16j -0.054469+4.93515e-16j 0.050437-5.73543e-16j 0.111337-1.02084e-15j -0.0961069-8.11271e-17j -0.0395085+3.6309e-16j 0.0613222-9.3482e-16j 0.0521675+2.73964e-15j 0.0358029+1.46872e-16j 0.0836212-1.107e-14j 0.0916806-9.21478e-16j 0.0715024+1.50251e-15j 0.238705-6.51635e-16j 0.455116-1.31162e-15j 0.261254-7.35121e-16j 0.0655145-4.17868e-15j -0.151407-8.76586e-16j 0.183894-4.49004e-15j 0.627776-2.29392e-15j 0.365971-5.0886e-16j -0.340296+1.49923e-16j -0.410371+1.39111e-15j 0.0432824-5.61345e-15j 0.526323+1.28819e-13j 0.510335-1.05836e-14j 0.154395-1.65897e-14j -0.326816-1.45482e-16j 0.188975+2.31482e-15j -0.25331-4.84234e-15j 0.337322-1.19764e-14j 0.351966+1.06522e-13j -0.167933-3.68902e-13j -0.0771796-2.01654e-15j -0.0655845-2.73744e-15j -0.0133066-1.39738e-15j 0.0837968-2.79572e-15j 0.120042-1.80979e-15j -0.0683766+1.99671e-16j -0.0388844-8.90574e-16j 0.0937645-1.03683e-15j 0.000256688+1.06298e-15j 0.122631-7.6452e-16j -0.110666+3.86569e-17j 0.0115259+1.4838e-16j 0.0346892-8.18985e-16j -0.00811491+1.44544e-15j -0.114079+2.00804e-16j -0.0671997+2.26443e-16j -0.061544+2.03557e-16j 0.00782548+4.37797e-16j 0.00461132+1.96477e-16j -0.0246164+2.33653e-17j -0.0149026-3.98419e-16j 0.0415636+7.62256e-16j 0.0442856-7.7675e-16j 0.0120399-3.42323e-17j -0.0462059-3.80836e-16j 0.0431102-6.02217e-16j -0.00883371+2.26884e-16j 0.00857759-8.405e-17j -0.0374917+7.32179e-16j 0.00536892+2.77297e-16j -0.0542161+2.42905e-17j 0.00457205-1.64858e-16j 0.0173241-2.08415e-16j 0.0069441+2.31678e-17j -0.00422793-7.54566e-18j 0.0277825-1.98424e-16j 0.00641617+4.40822e-16j 
0.0030972+1.28013e-15j -0.00665841+2.072e-16j 0.00679744+1.18677e-17j 0.00269898-9.86727e-17j -0.0187463-1.13048e-17j 0.0103178+4.50756e-17j 0.0417112+1.27974e-16j -0.0320826-3.8022e-16j 0.00280819+6.8678e-17j -0.0305249-7.84731e-16j -0.028598-4.06183e-16j -0.0349849+3.78175e-16j 0.0708297+6.08775e-16j -0.0286573+5.69895e-16j 0.0991547-2.83509e-17j 0.0115096+1.17378e-15j 0.0572331-5.0492e-16j -0.052965+7.26509e-15j 0.0756826+9.00517e-16j 0.00317892-2.84791e-16j -0.0447336+1.03106e-15j -0.0894488+5.51584e-16j 0.0695139-1.42671e-15j -0.165069+5.05251e-15j 0.0723379-1.84377e-16j 0.818154+2.31902e-15j -0.0462218-5.56224e-15j -0.538827+4.75351e-15j -0.203853+3.3801e-16j -0.540002-2.33677e-15j 0.134857+4.76024e-15j -0.605071-1.6134e-13j -0.28142+1.04902e-14j -0.163316+1.42937e-14j 0.00786202-5.83218e-16j 0.00596018+8.88439e-16j -0.182437-5.5996e-15j 0.209039+2.48183e-13j -0.587654-2.56505e-13j 0.0101718+3.69096e-13j -0.0899613+1.70778e-15j -0.108904-3.82811e-15j 0.0847115-1.63886e-15j 0.00903462+3.44191e-16j 0.0739266+1.20337e-16j 0.137288+9.41368e-16j -0.0640593-1.53804e-15j 0.181131-2.20484e-15j 0.00789547+5.40209e-16j -0.0792557-1.13336e-15j -0.0661219-1.33551e-15j 0.0142505-1.34628e-16j 0.0385742+9.51506e-16j -0.0382994+3.73859e-15j 0.0225551+9.10047e-16j 0.00899968+3.84093e-16j 0.00299979-1.05527e-16j -0.0311134-8.23852e-17j 0.0378696+2.08047e-17j 0.00232212+3.80156e-16j -0.0420773-8.34767e-16j -0.019081-9.84969e-16j 0.0476405-1.49078e-16j 0.0141309+4.85464e-17j 0.0344686+2.69946e-16j -0.0385372+2.15508e-17j -0.00685781-3.89033e-16j -0.00690608-6.24293e-16j 0.00167201-6.28798e-17j -0.00084463+1.13976e-16j -0.00296861+7.0979e-17j 0.0216071+2.70351e-16j -0.0094389+7.59613e-17j 0.00717783-7.113e-17j 0.0246699-5.85844e-17j -0.00952452+6.24535e-15j -0.0144251-2.83811e-14j 
0.0036235+9.53856e-16j -0.0105941+2.35423e-16j -0.0046141-1.62905e-16j 0.028075-1.74674e-16j -0.00623147+4.76274e-17j 0.0216363+1.42299e-16j -0.0397302+9.2818e-17j 0.0427764-1.42697e-16j 0.00949915-2.60588e-16j -0.0547959-4.44281e-16j -0.0587916-2.27777e-16j 0.0520016+3.73216e-16j -0.0855174-3.63309e-16j -0.0317688+3.49104e-16j 0.0169275-1.22056e-16j -0.0424917-2.60396e-15j -0.104607+1.04499e-15j -0.0338128+2.59619e-15j 0.0357867+8.81317e-16j 0.123914+1.90887e-16j 0.189783+2.83136e-15j 0.00928726+6.39529e-16j -0.197669-1.04376e-15j 0.168903-6.60438e-15j 0.51473+1.28583e-14j 0.270622-4.82273e-16j 0.222893+1.89132e-19j 0.20391+2.89731e-15j 0.198922-2.0961e-15j -0.150403+1.99475e-15j -0.582845+1.52117e-14j -0.0598342-8.03604e-15j -0.193605+4.66699e-15j -0.286049+1.7663e-14j -0.883827+4.79684e-16j 0.438036+4.96234e-15j 0.159937-3.43746e-15j 0.175974+1.3722e-13j 0.0100502-2.47955e-13j 0.380333+6.00804e-13j -0.399604-1.75664e-15j -0.0118388+3.82445e-16j -0.0721174+1.71198e-16j 0.025242-1.27502e-15j -0.131993-3.66511e-16j -0.0290107-2.27741e-16j 0.0734108-6.26933e-17j 0.187386-2.32433e-15j 0.0186444+3.56097e-16j -0.039721-6.04508e-16j -0.147556-2.99607e-16j 0.0532466+4.47754e-16j -0.0453572+6.92988e-16j 0.0271897-2.8382e-15j 0.036872+1.14768e-16j -0.0474089+8.92576e-16j 0.0043587-1.24705e-15j 0.115169+3.09223e-17j -0.0467691+2.71744e-16j 0.0388545+2.41348e-16j -0.0384067-6.04853e-16j 0.054599+7.95573e-16j -0.00131376-4.37432e-16j 0.0202703+3.23241e-16j -0.0280079-1.56629e-16j -0.00215361-6.57934e-16j -0.0589123+9.48788e-17j -0.0407209-6.23085e-16j -0.0368466-1.56798e-16j 0.0256446+3.45076e-17j -0.0462904-1.26151e-16j -0.0217945-1.81941e-16j -0.00266076-3.42366e-16j 0.0242742+3.24467e-16j -0.0251935+8.62863e-19j 0.00428141-2.65578e-15j 0.00589595+1.13093e-14j 
0.0297727+2.19873e-14j -0.000292292+4.94059e-15j 0.0264942+4.53163e-17j -0.0063595-1.6217e-16j 0.023497+4.26664e-16j 0.023511-2.90507e-16j -0.0167688-2.58125e-16j -0.024588+6.44333e-17j -0.040189-3.25414e-16j -0.0302291-9.7108e-16j -0.0806092+4.99413e-16j 0.0191408+3.03753e-16j 0.0266232-4.69211e-16j 0.0212886-4.91938e-17j 0.0227565+1.03895e-15j 0.0512866+2.84963e-15j -0.00733091+8.34329e-16j 0.0100083-1.94209e-15j 0.0724037+3.59473e-16j 0.182292-2.11555e-15j -0.182535-1.5283e-15j -0.168866+2.18195e-15j 0.0101965-2.73413e-15j 0.195394-8.88074e-15j 0.192743+5.26224e-15j 0.0322019-4.7038e-15j -0.160028+1.23307e-14j 0.353291-9.60173e-15j -0.64658-1.63875e-15j 0.194676+2.89546e-15j 0.0596171-2.49151e-15j -0.53404-1.57394e-13j 0.637815+9.53183e-15j 0.129277-1.26743e-14j -0.299989-1.49348e-15j -0.449905-8.48967e-15j -0.234309-5.48895e-15j 0.00405222+1.01292e-13j -0.108464-2.09229e-13j 0.322545+5.44543e-13j 0.103251+1.80799e-15j 0.645957+2.31035e-14j 0.198481+6.20044e-15j -0.295013+6.98392e-15j -0.0608359+4.00923e-15j 0.175914+1.07689e-15j 0.103513+1.86351e-15j -0.143628+6.48767e-16j 0.0444739-2.36302e-15j -0.0447124-2.19424e-15j -0.218449-1.64392e-15j -0.0080252+2.61597e-16j 0.0981426-1.19621e-15j 0.0301841-1.35675e-15j -0.0629668+1.22736e-16j 0.0444678+3.33518e-17j -0.131945-7.4982e-16j 0.0339234+9.18069e-17j 0.0419001+1.48486e-16j -0.0142769-2.36447e-16j -0.0541814+1.50271e-17j -0.00662651-4.38808e-16j -0.0127327+7.38503e-16j 0.0435017-5.26424e-17j -0.0949558-3.31276e-16j -0.0220388+9.47094e-17j 0.0160251-8.07623e-17j -0.0389237-5.04886e-17j -0.0194995-1.46926e-17j 0.0304423-2.87283e-17j -0.00702948-2.75844e-16j -0.0299313+1.07169e-16j 0.00395174+1.61006e-16j 0.00935802-1.48438e-17j 0.0167915+5.22974e-17j -0.00995079+8.48113e-15j -0.0186335-3.79779e-14j 
-0.0150011-1.22284e-14j -0.00757589-2.68612e-15j 0.00748417+2.23662e-16j -0.0281688-2.24713e-16j 0.0434182-7.43839e-18j -0.0149441+1.28415e-16j 0.0237561+2.378e-16j -0.0507269+1.77836e-16j 0.0291724-5.6249e-16j -0.00397154+9.60476e-17j 0.0467242-2.93324e-16j -0.0296839+2.7421e-16j 0.135671+3.50828e-16j -0.0312411-2.3559e-16j 0.0839191+2.56929e-16j 0.0421055+2.22734e-15j 0.0104391+2.50135e-16j 0.0645916-6.89173e-15j -0.0140563+7.33281e-16j -0.0797846-5.95577e-16j -0.0832504-8.84175e-16j 0.0556706-1.36575e-15j 0.248194+4.84902e-16j -0.100754+4.67154e-15j -0.173876-4.46545e-15j 0.100234-6.74491e-16j -0.244068+3.34902e-15j 0.153243-6.22861e-15j 0.116125+1.018e-16j 0.00358835+4.57734e-15j -0.0551116+1.90794e-15j -0.13278-3.09753e-14j -0.426811+3.67662e-15j 0.438265-3.4863e-14j 0.297271+3.53629e-15j 0.293588+9.31789e-15j -0.78538-1.50633e-14j -0.0377927+6.04923e-14j -0.284248-5.26668e-14j -0.0521404+6.67243e-14j -0.141274-1.76413e-15j 0.255514+1.20026e-14j 0.641539+2.31524e-15j 0.341208-6.13663e-15j 0.213088-2.62551e-15j 0.133092+3.78918e-15j -0.0490262-1.69899e-15j -0.00571551-4.93899e-15j 0.0432606-1.92674e-16j 0.119068+2.04829e-15j 0.198609+5.45884e-16j 0.0676752+5.0958e-15j 0.0804894-1.31597e-16j -0.104326+9.12435e-15j 0.103958+3.65047e-16j -0.0256709-4.81619e-16j -0.0199427-1.01152e-16j -0.116641-2.51255e-16j 0.0638206+6.53511e-17j -0.0513474-1.09332e-15j -0.0528745-5.83785e-16j -0.0107363+3.05773e-16j 0.0681358+1.31028e-16j -0.0286693+3.39857e-16j 0.0963172+4.6041e-16j 0.00162296+4.10949e-16j 0.0386908-7.45953e-16j 0.0386959-2.45e-16j 0.0300275-4.02149e-16j -0.030644-3.25386e-17j 0.0223669+1.39544e-16j -0.000210613+1.37133e-16j 0.0382732+3.63582e-16j -0.0310354-2.30766e-16j 0.0189335+6.88816e-17j 0.00872474+1.20344e-14j -0.0215024-5.40493e-14j 
-0.00577204-2.1993e-15j 0.0134944-6.70532e-16j 0.00486353+1.62515e-16j -0.00313451+3.15746e-16j -0.00900544-6.92522e-16j 0.00586799+8.3406e-16j 0.0507441+2.69238e-16j -0.0217974-4.36152e-16j -0.0387291+3.10507e-16j -0.0326207+5.83091e-16j -0.0137582+4.10749e-16j -0.0743332+1.96096e-16j -0.0511304-3.0397e-17j 0.0578188+9.14147e-16j -0.00781223+3.50506e-16j -0.137607-8.02098e-15j 0.0403146+1.29011e-16j -0.0237596+1.56127e-15j 0.0293791-3.5484e-16j 0.0738216+6.56367e-16j -0.0470753-1.99022e-15j -0.308491-1.33412e-15j -0.0488895+9.77048e-16j 0.0968417-5.87106e-15j 0.11615+4.38592e-15j -0.180883-3.82337e-15j 0.0220867+1.68128e-15j -0.00611942+1.82422e-15j -0.415691-3.63807e-15j -0.298857-1.598e-14j 0.108153-3.15109e-15j 0.102481+2.85332e-14j -0.458227-3.1388e-15j -0.0274366-2.85844e-15j -0.0960609-1.3103e-15j -0.228964+2.89703e-15j -0.0303748+7.36299e-15j -0.778444-9.1252e-14j -0.714091+5.69683e-15j -0.0392182+1.42758e-13j -0.0372441+3.98976e-15j -0.240673-4.85391e-16j -0.0907215-4.07593e-15j 0.0318371-3.1498e-15j 0.465783+1.3343e-15j 0.0916972-2.02091e-15j 0.106648+2.06559e-15j 0.303154+9.91141e-15j -0.418918+1.97335e-15j -0.0218751+5.74198e-16j -0.0105536-7.07362e-16j -0.180753-9.59478e-15j 0.117321+6.18667e-16j 0.0928958-1.01702e-14j -0.0534008-2.08031e-17j 0.307242+1.83878e-15j 0.0440569+1.83721e-15j 0.0704069+2.06504e-15j -0.0334772+6.96181e-16j 0.0224477+2.15425e-15j 0.0390749+1.21527e-16j -0.136733-5.13677e-15j -0.00672182+8.78178e-16j 0.0578669+3.44115e-16j -0.048413+3.06707e-16j -0.0719461+3.28073e-16j -0.0137622+5.53161e-16j -0.0326403+2.26087e-16j -0.03877+8.64158e-17j -0.022641-4.43551e-16j 0.0500373+1.80562e-16j 0.00706814+4.45638e-16j -0.00853612-7.12959e-16j -0.00319565+3.46919e-16j -0.00481273-2.41641e-16j -0.0134311+1.20412e-15j -0.00505959-4.95092e-15j 
-0.00622381-6.44608e-15j -0.0104672-1.38824e-15j 0.00364153+2.41102e-16j 0.0256223+8.88053e-16j -0.0352458-1.33131e-15j 0.0258287+8.05583e-16j -0.00518172+8.37132e-16j -0.000549423-2.58695e-16j 0.00555525-8.90638e-16j 0.0316068-5.82503e-17j 0.0233789+3.90913e-16j 0.0178326-1.14307e-15j -0.0125232-1.6959e-15j 0.00906649+1.44388e-15j -0.00878788-1.68616e-16j -0.0180519-4.00893e-15j 0.0565797+3.03231e-15j -0.0372033+1.08987e-15j -0.00617803+1.61458e-15j 0.0202283+1.53666e-15j -0.0281061-1.53419e-15j -0.00568148-6.09078e-15j 0.0259663-1.17344e-15j -0.10711+2.4348e-15j 0.00130679+1.88591e-15j -0.019448-5.14717e-15j -0.0222458+2.76525e-15j 0.12035-1.80524e-15j 0.0498128-6.8065e-15j -0.618331-2.63865e-14j -0.0647491+5.50655e-15j -0.365398-1.08979e-13j 0.120277+1.56798e-15j -0.000717828+9.065e-16j -0.0533035-4.36527e-15j 0.420099+7.93102e-15j 0.30997+1.11267e-14j 0.110233-1.1757e-13j -0.0512239+3.4667e-13j -0.769871-1.12494e-12j 0.313458+1.36043e-14j 0.415704+1.9171e-14j -0.0588515-2.1666e-15j 0.00373344+1.40903e-15j -0.13095+5.24477e-15j -0.360976-1.42004e-14j -0.0601408-3.45913e-15j 0.624744+2.00013e-14j 0.0476969+1.03727e-15j 0.122285+1.5608e-15j 0.0243498-1.93152e-15j -0.0166231-4.29493e-15j -0.000385122+2.20728e-15j -0.10566+7.19135e-15j 0.0259975-6.71974e-16j 0.0056465+6.01902e-15j 0.0283239+9.4712e-16j 0.0202065+2.09456e-15j 0.00626708-3.23587e-17j 0.0362523+1.98885e-15j 0.0564658+3.17798e-15j -0.0191613-4.8737e-15j -0.00853726-3.621e-16j 0.00935655+1.1742e-15j -0.0126743-2.05783e-15j 0.0179261-1.00288e-15j 0.0230753+3.22463e-16j 0.0313833-3.73098e-17j 0.00552709-5.81721e-16j -0.000223371-1.63908e-16j -0.00532382+8.43675e-16j 0.0256333+8.02321e-16j -0.0350042-1.36009e-15j 0.0255358+8.23785e-16j -0.00346953-3.26493e-17j 0.0104171+4.50546e-15j -0.00631186-2.02508e-14j 
-0.0212488-1.72039e-14j -0.00899746-3.76447e-15j -0.0193065+9.67086e-17j -0.0312353-1.5375e-16j 0.0384478+4.62112e-16j 0.000692138+5.12148e-16j 0.0230372-6.19764e-17j -0.0314606-6.44463e-16j 0.0297131-1.99668e-16j 0.038788-7.05919e-16j 0.0384023-2.97414e-17j 0.00189127+4.95847e-16j 0.0970247-5.7007e-17j -0.0275356+6.22698e-16j 0.0697732+4.14032e-17j -0.0113848-1.30113e-15j -0.0524033+6.51742e-16j 0.0540268-4.4422e-15j -0.0647005+4.07608e-16j -0.117052+7.58252e-16j 0.0204439+5.51538e-16j 0.0221459-1.72219e-16j 0.101869-1.19231e-15j -0.10446+4.8848e-15j 0.0854508+1.77915e-15j 0.0651393-6.16437e-16j -0.193788+3.27035e-15j 0.123634-3.6267e-15j 0.0381385-8.11968e-16j 0.00318495+1.52132e-15j -0.0446571+1.08518e-16j 0.1412+4.1916e-14j -0.216336-4.45259e-15j -0.342973+3.37366e-14j 0.631653-3.54021e-15j 0.249542+4.27891e-15j -0.142385-6.64169e-15j -0.0429118+4.84186e-14j -0.283612-4.86548e-14j -0.0543887+5.95171e-14j -0.786232-8.18365e-15j 0.301321+7.65395e-15j 0.301371+1.14628e-16j -0.442517+5.02507e-15j 0.42091+1.79736e-15j -0.142633-1.04147e-15j -0.0627114+4.57189e-16j -0.000588833-1.27114e-15j 0.119107+1.49288e-16j 0.148492+2.25413e-15j 0.253215+1.42167e-15j 0.0992138+5.64354e-15j -0.177795+3.65826e-16j -0.0955894+7.04182e-15j 0.251016-4.49669e-18j -0.0538139+3.42853e-16j 0.0837925+8.99466e-17j -0.0809278+5.29792e-16j 0.0122892+5.62735e-17j -0.0635737-1.7467e-15j 0.00979014+9.81569e-16j 0.0402575+4.25719e-16j 0.0822115-9.41417e-16j -0.0326552+2.81434e-16j 0.134452-6.3738e-16j -0.0303136-3.31324e-16j 0.0474069-2.74158e-17j -0.00360992+3.08235e-16j 0.028513-4.78555e-16j -0.050727+1.26179e-16j 0.0241619+3.06491e-17j -0.0155685+5.55856e-16j 0.0428924+3.05812e-16j -0.0279872+1.30766e-16j -0.00752606+1.26299e-16j 0.00713327+8.55448e-15j -0.0152924-3.90386e-14j 
0.0188288+1.20583e-14j -0.00921389+2.85915e-15j 0.0164138-3.72004e-16j -0.00970425-1.34248e-16j -0.00457716-5.07127e-17j 0.0303533+3.34419e-17j 0.00848967+1.59485e-16j -0.0310632+4.88266e-16j 0.0195063-2.42239e-17j 0.0385247-1.10636e-16j -0.0159755+6.10309e-16j 0.0211567+3.10073e-17j 0.0960828-1.03167e-15j -0.0418894+6.33428e-16j 0.0137433-4.02123e-16j 0.00444188-7.3071e-16j 0.0556918-8.35048e-16j -0.0151717+7.91711e-16j 0.0416239-2.22931e-15j -0.0369403+4.90809e-16j -0.134027+8.60723e-16j 0.0415323-1.05939e-15j 0.061094-1.13185e-15j -0.0315819+1.25011e-15j -0.0966925-1.65492e-15j 0.00373729-1.61583e-15j -0.215486+4.85038e-15j 0.0554462-3.68363e-15j -0.0510682+3.10201e-17j -0.144733+1.19528e-15j -0.102837+6.44399e-15j -0.173156-4.17857e-14j -0.069169+6.50663e-15j -0.294605+2.67386e-14j -0.199534-8.92233e-16j -0.643868-1.34712e-17j -0.0928201+8.35359e-15j -0.0194226-1.05232e-13j 0.103815+2.08102e-13j -0.330716-5.56609e-13j 0.238976-2.03241e-15j 0.438591+6.44978e-15j 0.31026+2.84666e-15j 0.129076-4.56909e-15j 0.64935-1.06953e-14j 0.513026-8.32545e-16j -0.0572719+8.28088e-15j 0.190438-2.36495e-16j 0.664769-1.27393e-14j -0.327862+1.72749e-15j -0.178671+4.6087e-15j -0.0323557-6.90406e-15j -0.194343-2.51876e-15j -0.195693+1.78215e-14j -0.00621148+5.0064e-15j -0.165336+2.81036e-15j -0.177343+4.19102e-15j -0.180661+1.63255e-15j 0.0714944-6.91985e-16j 0.0136382+3.77439e-15j 0.00925857+1.13913e-15j -0.0534111-1.57353e-15j -0.0235188+3.02976e-16j -0.0184645+1.14468e-15j -0.0264118+1.05924e-15j -0.021508+5.07899e-16j 0.0794924-9.44652e-16j 0.0300647+2.32314e-16j 0.0399037-4.26012e-16j 0.0243923-7.01324e-16j 0.0181924-2.15719e-17j -0.0233859+5.28292e-16j -0.0241146-2.45937e-17j 0.00576065-1.34763e-16j 0.0264904-6.8657e-16j -0.0011009+1.50908e-14j -0.0296168-6.74833e-14j 
0.00597974+3.54155e-15j -0.0045678+8.31824e-16j 0.0256312+1.07174e-16j 0.0240968+3.51401e-16j -0.00249684+3.75537e-17j -0.0213728-4.9709e-16j -0.0468828+1.08199e-16j 0.0255523+3.98775e-16j -0.0363392+3.60789e-16j -0.0397116-4.38855e-16j -0.059032+6.04704e-16j -0.00179274-8.08991e-16j -0.0265856-5.69113e-16j 0.0201914+4.58748e-16j -0.00181982-3.92418e-17j 0.0534648+2.17451e-15j -0.0392807-5.49339e-17j -0.0403521+4.54439e-15j 0.048289-2.22311e-16j 0.11341+7.69504e-16j -0.0057758+3.86361e-16j 0.0512274-1.6489e-15j 0.0373403+5.55164e-16j 0.0237404-5.65962e-16j -0.0467287+4.69721e-16j 0.0530795+7.03796e-16j 0.142461-1.65941e-15j -0.0445538+1.77685e-15j 0.0213544-4.42804e-16j -0.192284-1.73148e-16j 0.0691536-6.80728e-16j -0.0360794-1.28568e-14j 0.13177+1.34643e-15j -0.0276789+4.60546e-15j -0.0697594+2.22071e-16j -0.023305+7.77201e-15j -0.400202-6.87594e-15j 0.171527+1.35964e-13j 0.0108829-2.4716e-13j 0.372581+5.87591e-13j 0.166953+6.72641e-17j 0.441358+4.19762e-15j -0.876544+1.50046e-15j 0.294284-7.39366e-15j 0.202528-9.8917e-15j -0.0601967-4.64529e-15j -0.58339-7.03358e-15j 0.153666-1.28715e-15j 0.187013-3.90659e-15j 0.220126+1.99665e-15j -0.22961+3.29511e-15j 0.273604+1.29726e-14j 0.511947-2.50436e-15j 0.162529-9.97892e-15j -0.196929+5.16478e-16j -0.0156508+2.08621e-15j -0.191824+1.16743e-15j 0.121986+2.39461e-15j -0.0326257+9.06074e-17j 0.0344957+1.34395e-15j -0.102654-1.73906e-15j -0.0411568-6.55156e-16j 0.0178831+3.11166e-16j -0.0318459+6.95202e-16j -0.0851064+2.81551e-16j 0.0517249-2.56703e-16j -0.0567227-2.7662e-16j -0.0538302-1.86855e-16j 0.0101866+1.65294e-17j 0.0426464-2.99168e-17j -0.0396423+1.63352e-16j 0.0212189+1.53841e-16j -0.00624932+4.10552e-16j 0.0281278-3.88774e-16j 0.0048761-2.25997e-16j 0.0108082-1.86717e-16j 0.0030744+1.6534e-15j 
0.0145705+9.16839e-15j -0.0095234+1.96034e-15j 0.0248158-8.9791e-17j -0.00764001-1.83014e-16j 0.0098558-1.38429e-17j -0.0215773-4.29594e-16j 0.00311203-2.64146e-16j 0.000838661+5.75426e-18j -0.00106574+7.20935e-17j 0.00709776+7.61307e-17j 0.00695951+3.35695e-17j 0.0393461+1.84823e-16j -0.0336058+5.21671e-17j -0.0150145-2.03975e-17j -0.0474124-3.38491e-17j 0.0199261+2.32812e-15j 0.0418241-6.81739e-16j 0.00175763-5.33952e-16j 0.0374508-4.30211e-16j 0.0307348-7.79805e-16j 0.00133872+2.53081e-16j 0.00899295+7.74987e-16j -0.0204701-5.97569e-16j 0.0375338-1.98448e-15j -0.0392979-1.84637e-15j -0.0119592+3.58039e-16j -0.0657186+2.33358e-15j 0.0824316-1.39603e-15j -0.00342076+2.25022e-15j 0.183652-1.01473e-15j 0.0663422-1.52798e-15j -0.138159-3.71246e-14j 0.0732752+1.37017e-15j 0.00966764-2.32145e-15j -0.0836872+1.63419e-15j 0.108313+4.93155e-15j 0.0852496+2.36437e-15j -0.21024-2.45017e-13j 0.584783+2.55866e-13j -0.0140462-3.73203e-13j 0.179254-3.92591e-15j -0.00642159-1.05773e-15j -0.00804753-1.65423e-15j -0.15275+6.767e-15j -0.262406+4.77787e-15j 0.609547+8.89369e-15j -0.137769+7.47646e-16j -0.539004+7.66647e-15j 0.181766-4.60762e-15j 0.551284-1.24017e-15j -0.0384522+4.34191e-17j -0.823873-3.99365e-14j -0.0700027-3.57036e-16j 0.160739-1.13843e-14j -0.0689065-5.99261e-16j -0.0894475+4.95784e-16j -0.0446311-2.78904e-16j -0.00284145-1.1181e-15j 0.0781924-1.60183e-15j -0.0505951+1.03486e-15j -0.0583435+3.85912e-16j -0.0107013+1.2695e-15j -0.0977317+4.0858e-16j 0.0291975-3.04944e-16j -0.0700917-1.55674e-16j 0.0345727+3.46843e-16j 0.0289447+1.36939e-16j 0.0301938+2.13187e-16j -0.00219413+2.31079e-16j 0.0320279+1.29158e-16j -0.0408925-7.02599e-18j -0.0108795+7.54029e-17j 0.0186681-4.78666e-17j -0.00279944-4.00759e-17j 0.00690666-1.132e-16j -0.00649565+9.67119e-16j -0.00332236-4.23121e-15j 
