0.00259584-0.00625128j 0.00618387+0.00231116j 0.00202267-0.00108112j 0.000675685-0.00160257j -0.00437466-0.000350859j 0.000232427+0.00569145j -0.00115245-0.000780114j 0.000223094-0.00192898j 0.0008495+0.00102461j -0.000424088-0.0011101j -0.0022173+0.000559384j -0.00247301+0.000236094j -0.0040633+0.00210778j -0.0019984+0.00683869j -0.00153026-0.00476188j 0.00069053+0.00630406j -0.00264819-0.000980089j -0.00357165-0.00739128j 0.00650879-0.00486147j 0.0016532+0.00206796j -0.000622068+0.00650832j 0.00159991+0.00387383j 8.06424e-05-0.00285945j -0.000364536+0.00963351j -0.00511051-0.00348751j -0.000515112-0.00143727j 0.000782188+0.00524042j -0.00441373-0.00710047j 0.00362479-0.00119662j 0.00322379-0.00742108j 0.00237552+0.00461304j 0.00314591+0.00229002j -0.000522252-0.00553062j 0.00620542+0.000333628j -0.000142687+0.000938371j 0.00378371+0.00422268j 0.000213249+0.00125472j 0.000352083-0.00370206j -0.00418284+0.000428031j 0.00337312+0.000994649j 0.00317641+0.000463484j 0.000562112-0.00126118j 0.00082706-0.0016274j 0.00583044+0.00172806j -0.00169038-0.000752141j 0.00243842+0.00217008j -0.00401188+0.00251139j -0.000349247-0.00122173j 0.000796389+0.000111687j -0.000617283-0.00695993j 0.00011697-0.00109603j -0.000618697-0.00502366j 0.000390483-0.00173688j -0.00143329-0.00258874j -0.000417928-0.000309657j -0.000541513-0.00456466j 0.00779275+0.00331609j 0.00281787+0.000172237j -0.00213958-0.00130943j 0.00111578+0.00309958j 0.00257541-0.000192312j -0.000316527-0.000925423j -0.000487305+0.000215088j 0.00342083+0.000247875j -0.00326057-0.00360946j -0.000535572+0.00122825j 0.00266317+0.00117729j -0.00210681-0.0025334j -0.0012095+0.00234608j -0.00125191+0.00378692j 0.000767039-0.00159947j -0.00531028+2.61751e-05j -0.00217576+0.00509852j 0.00276738+0.00473112j -0.0036352+0.00209944j 0.0018019-0.00401018j -0.000255072-0.00166334j 9.41779e-07-0.00733884j -0.00298766-0.00183818j 0.00300816+0.0035189j -0.00403862-0.00402035j -0.00220708+0.000320105j -0.00816176+0.00225455j 0.000250534-0.00489121j 0.0029409+0.00379895j -0.00287235-0.00202894j -0.00042044+6.32644e-05j 0.00260351+0.00149326j 0.00484736-0.00255054j 0.00552871+0.0069189j 0.00161297-0.00221831j -0.00464727+0.00241862j -0.000503144-0.00700546j 0.00618212-0.00193175j -0.000191927-0.00527302j -0.0180188+0.00181295j 0.00305282+0.0178976j 
-0.00264685-0.00310033j -0.0012488-0.00144208j -0.00261219-0.00334914j 0.000785388+0.00182933j -0.000507602+0.00156688j 0.000842926+0.00315831j 0.00124938+0.00462736j 0.000772496+0.00202239j 0.00299977+0.000627826j 0.000372805-0.000432625j 0.000955331+0.00174141j -0.000872802+0.00392131j 0.00127025-0.000372417j -0.000248649-0.00196066j -0.000995605-0.00135897j 0.00476341-0.00200138j -0.00297598+0.00421022j -0.0011219-0.0035281j -0.00145798+0.00543325j -0.00322981-0.000758197j 0.00301652-0.00256661j -0.000255045-0.000509248j 0.00185919-0.00256635j 0.000392114+0.0063662j 0.000857098+8.6201e-05j 0.00300235+0.000634559j 0.00134617+0.00149969j 0.00101578-0.00722051j -0.001897-0.00330366j 0.00118362-0.00305537j 0.00178245+0.0032105j -0.000380335-0.00222835j 0.00132978-0.00315416j 0.000864062+0.00151499j -0.000247491+0.00380482j -0.00194852-8.6084e-05j 0.000475032+0.00200443j 0.00270447-0.000502255j 0.00119194-0.00713724j -0.00149395-0.00219384j -0.00354676-0.00588128j -0.00251734-0.000437173j -0.000536462+0.000527035j 0.00116935-0.00413695j -0.00605516+0.00773977j 0.000577283+0.00229033j -0.000948439+0.00132993j 0.00352488-0.0023932j 0.000121298+0.00154888j 0.00434051-0.0054398j -0.00402849+0.00205673j -0.00154905+0.000747314j -0.00108091-0.00240201j -0.00313054-0.000114736j 0.00168422-0.00589924j 0.00131848-0.00411939j 0.00242596+0.00560153j 0.00142195-0.00541171j -0.00155552+0.00353955j 0.00183909+0.00174575j -0.00091761+0.00093001j 0.00188622-0.00870252j 0.000186392+0.000428362j 0.000550934-0.00409915j 0.000122937-0.000649391j -7.05905e-05+0.000456886j -0.00182039-0.000507496j -0.00345395+0.00278274j -0.00340796+0.000465714j 0.000152056+0.00219593j 0.00217142-0.00599664j -0.00312884+0.00335345j 0.00153886-0.000902704j -0.000905478+0.00160024j 0.00380242-0.00190174j 0.00225546-0.00143986j -0.00170465-0.00289872j -6.9712e-05+0.00129813j 0.00365822-0.0048751j -4.68354e-05-0.00138331j -0.00203195-0.00190242j 0.00388922-0.00131389j 0.00079172+0.00013354j 0.00247226+0.00711739j -0.000785954+0.00256694j 0.00546968-0.00589349j -4.24235e-05+0.00138973j -0.00179982+0.000675027j -0.000330214+0.000487181j -0.000319484-0.00341603j -0.00128141+0.00287212j 0.00277785-0.00310994j 0.000245218-0.00172454j -0.000378876+0.000486527j 0.000160037+0.00446614j 0.0028917-0.00148559j -0.00211552-0.00551414j 
-0.000734253+0.00317767j 0.000774903-0.00221719j 0.000944382+0.00219376j -0.00366763+0.0032852j -0.000601116+0.00260972j -0.00133162+0.00411207j -0.000447551-0.00481371j 0.00184026-0.00130583j -0.00337215+0.00161406j 0.00573185+0.00344118j 0.000755231+0.00382042j 0.0018371-0.00548109j 0.00690583+0.00113519j -0.00314003-0.000711384j -0.00666555+0.00176175j -0.00696871+0.00354745j -0.00188643-0.00193458j -0.00141984+0.00136678j 0.00734117-0.00295335j -0.00420613-0.000143928j 0.00163468+0.000591736j -0.000758937-0.000731052j -0.00151474+0.00392643j -0.0103713+0.00448549j -0.00572515+0.00815485j -0.00278117+0.00427386j 0.00432329-0.00109123j -0.00275996+0.00363958j 0.00235064+0.00338834j 0.000725692+0.00185258j -0.00151061-0.00333324j -0.00157525+0.000266005j -0.00206127-0.00192305j 0.0032356-0.000146313j -0.000457642-0.0011751j 0.00434754+0.000834919j 0.00678512-0.00455292j -0.00372664+0.000963622j -0.000623145-0.00278359j 0.00248849+0.00180051j 0.00414348+0.00297025j 0.00220801-0.00260758j -0.00246052-0.00286587j -0.00260967+0.00194691j 0.000591408-2.64875e-05j 0.00298957+0.00156288j 0.000284206-0.00182005j 0.00613228+5.2946e-05j -0.00308187+0.000718565j -0.0030007+0.00143472j 0.000794982-0.000184703j 0.000889567+0.00294925j -0.000953076-0.000244137j -0.00356249+0.002567j 0.00211346+0.00150219j 0.000887836-0.000497239j -0.0028063+0.00196007j -0.00426759+0.00129261j 0.00178891+0.0027073j 0.000137475-0.000272124j 0.00237005+0.00198331j 0.0051578+0.00210284j -0.00145906+0.000583322j 0.00293981+0.00302168j -0.00175836-0.00142505j 0.000834644-0.00338072j -0.0007336+0.000923268j 0.00264361+0.00216596j -4.8431e-05+0.00100946j 0.00135074-0.000485229j 0.000564963-0.00146023j -0.00411896-0.00485877j 0.00311925+0.00163314j 0.0022349+0.00017946j 0.000960472-0.00247392j -0.000312422-0.000847241j -0.000671167+0.00304562j 0.0042567+0.00556113j 0.00235931-0.000658425j 0.000268988+0.00191975j 0.0007776-0.00110046j 0.00228238-4.63543e-05j 0.00204837-0.00219568j -0.00292632-0.00318947j -0.00462162-0.00136177j 0.00353768-0.0012342j 0.00158183+0.000531999j -0.000745801-0.000546722j -0.000356322-0.00186367j 0.00415017+0.00272141j -0.00418401-0.00323543j 0.00205812-0.00240185j -0.000142873+0.00159033j -0.000438911+0.00172806j -0.00194789-0.00111711j 0.00423785-0.000690272j 0.001153+3.39926e-05j 
-0.000645398-0.00271485j 0.00142614+0.000327176j -0.00122648-0.00264906j -0.00164422+0.00103658j -0.000318572+0.00132455j 0.000612945+0.000424028j 0.00182934+0.00132905j 0.00157065+0.00209998j 0.00127959+0.00331027j -0.000566782+0.000596537j -0.00161202+0.00242109j 0.00322035-0.00418641j 0.00512422+0.00384778j -0.00249343-0.0019226j -0.0036313+0.00384793j -0.00658381+0.00397178j -0.00165214-0.0113478j -0.00387767-0.0029693j 0.00564445+0.00423372j -0.00496492-0.00465404j 0.00552041+0.000876666j 0.000620788-0.00203875j -0.00826566+0.00787269j 0.000171741+1.63682e-05j -0.00405998-0.00162293j -0.00601792+0.00468808j 0.00564102-0.00668375j -0.00358332-0.00040853j 0.000504902-0.00486406j -0.00501034+0.00127625j 0.000309945+0.00213476j 0.000775235-0.00372486j 0.00303908-0.00158685j -0.0014469+0.00130428j -0.00138721+0.00145519j 0.000747657+0.00226187j 0.00194357+0.00146887j 0.0023666+0.00075199j 0.00254194-0.00108025j -0.00241856+0.000526129j 0.00131225-0.00700652j -0.000529104-0.00243704j -0.000273772-0.00275456j -0.00194377+0.00603825j -0.00390833-0.00345685j -0.00113499+0.000249318j -0.00127867+0.00202618j 0.00102452-0.0022054j 0.000615572+0.00235946j 0.000144766-0.0054621j 0.00120342-0.00166222j 0.00184019-0.00318588j -0.00118628+0.000328621j 0.000482227-0.00581451j -0.000637404+0.00169001j 0.00134728-0.000137122j -0.00358535+0.00962735j -0.00338799-0.00510494j -0.000335797-0.000592631j -0.000502586+0.00242222j 0.00175622+0.000740074j -0.00157337-0.00056805j 0.00263504-0.00068298j -0.000418079-0.00299641j -0.00211171+0.000429336j 0.000130471+0.00161641j -0.00121296-0.00346312j 0.00126547-0.00190125j 0.00107304-0.00167317j -0.00227889+0.00554357j 0.000502714-0.00239617j -0.000200937-0.00302882j -0.00187638-0.00316104j -0.000601249-0.00338722j 0.000781084+0.00283581j -0.00162895+0.00292633j -0.000812632-0.00456681j 0.00069235-0.00169454j -0.00289753-0.000553133j -0.00278299+0.00293958j -0.000486056-0.00502472j 5.64826e-05+0.000548561j 0.000747958+0.000287621j -0.00287072+0.00866405j -0.00215777+0.00165114j 0.00585402-0.00104894j 0.00160391-0.00142495j -0.00178301-5.78282e-05j 0.000256429+0.00214521j 0.00148987-0.00347672j -0.00419197-0.000955146j 0.00118734+0.000229852j -0.000354554+0.000707204j 0.000163312-0.000224991j -0.00277957+0.00013795j 0.0020927-0.00280302j 1.75863e-05-0.00159549j 
0.0017149-0.00188283j -0.00222695-0.000991413j 0.00255826-0.000908153j 0.000827152+0.00197669j 0.00506084+0.00223827j 0.00482009+0.00243678j -0.00471547+0.00115524j -0.000121904+0.00121081j -0.00140385+0.000101906j 2.92586e-05-0.00550791j 0.000954039-0.00146157j -0.00148184-0.00223032j -0.00056838-0.00729884j -0.00118407+0.00210133j 0.00146221+0.00897021j -0.00193981+0.00606843j 0.00450065+0.00116393j 0.000626152+0.00109697j 0.00203843-0.0073194j -0.000725412+0.00535543j 0.00192469-0.00579422j 0.000324961-0.00150682j -0.00361465+0.00149729j 0.0114364+0.0130802j 0.00666663+0.00385454j 0.000228193-0.00098848j 0.00170385-0.00603304j -0.000708947+0.00317529j 0.000176818-0.00266885j 0.00462801+0.00279702j 5.74442e-06+0.00226091j -0.00158006+0.00111948j -0.00355647+0.00143419j 0.000560425-0.00348528j -0.000449983-0.000611252j -5.98768e-05-0.00156906j -0.00487719-0.00865074j 0.000230767+0.00174059j -0.0052914+0.000334977j -0.000743081+0.000538715j -0.00175782-0.00556856j -0.00183832-0.00576255j -0.00246149-0.000190962j 0.00247598+0.0035107j 0.00266101-0.00358346j 0.00256462-0.00117662j -0.000161833-0.00267605j -0.00119274-0.00319404j 0.00328603-0.000454715j 0.000292562+0.00334846j 0.00173423-0.00633782j 0.0037617-0.00186433j 0.00051278+0.000666892j 0.00308453+0.00310815j -0.000471092-0.00102515j -0.00278628-0.00299845j -0.00180044+0.00650985j -0.00282342+0.00668297j 0.0041043-0.00221207j -0.000576552-0.00119714j 0.000826299-0.000606523j -0.00111925-0.00230447j 0.000403659-0.000386286j 0.00212444-0.00125914j -0.00054281+0.00220087j -0.00331526-0.00352348j -0.00112085+0.00425081j 0.00237249-0.00182923j 0.0026668-0.00293076j -0.00183698-0.00210038j -0.00568269-0.000170299j -0.00177524+0.001229j -0.00106591-0.00113039j -0.00182888-0.00393063j -0.00553758-0.000809604j -0.0014964-0.000573621j 0.00387104+0.00338371j 0.00408167-0.00357728j -0.00338091-0.00147928j 0.0014282-0.00258788j -0.00304768+0.00427033j -0.00198974-0.00182827j -0.00107916-0.00197909j -0.00080012+0.00255647j 0.000635848+0.0059635j -0.00361152-0.00385955j 0.000684588+0.00110425j -0.000287859-0.00194321j -0.000249809-0.000386919j -0.000516001-0.00625151j -0.00402165+0.00358912j -0.00227304-0.00361856j -0.000391532+0.00356337j 0.0024886+0.00197029j -0.00183287+0.00249097j 9.64624e-05+0.000287388j 0.00140295-0.00352053j 
0.00443691-0.00264668j -0.000193086-0.00125004j 0.00452317+0.000106588j 0.00186511+0.00201202j 0.000339872-0.000970223j -0.00351358+0.0054522j -0.00489613-0.000138162j -0.00331927-0.000135707j -0.00144087+0.00396379j -0.0024147+0.00580582j 0.00191038+0.00456547j 0.00133845-0.00436117j -0.000127992+0.00269221j 0.00342662+0.00195328j -0.00135976+0.00308339j -0.00424311+0.00572083j 0.00225823-0.00759272j 0.00510236+0.000771601j -0.00223449-0.00461821j 0.00343606+0.000568587j 0.00113789-0.00391548j -0.00110405-0.00271707j -0.00515725+0.00763812j 0.00141183-0.00338579j 0.000404084+0.00554554j -0.00862144+0.00370004j -0.000487566+0.000700149j 0.00120116+0.00208874j 0.00172894+0.00290129j 0.00098937-0.00599416j 0.00106764-0.00608753j 0.00361914+0.00188308j 0.00115405+0.00282106j 0.000177626-0.0032986j 0.00114059+0.00154841j -4.07451e-05-0.00168823j -0.00374963+0.000368976j 0.00455205+0.00424547j 0.00441379+0.00172274j 0.0016109-0.0029135j 0.00635764-0.00108924j 0.00225245-0.00381336j 0.00150151-0.00153136j -0.000540044-0.00599424j 0.000355389+9.45236e-05j -0.000275887-0.000600567j -0.0014232-0.000988073j 0.0011253+0.000246369j -0.000518943+0.000979438j 0.00705568+0.000747257j 0.00223888+0.00115358j 0.00220217+0.00374651j -0.000589155-0.000193955j 0.00411462+0.00394035j 0.000491631-0.00460552j 0.00420472+0.00117014j -0.00213925-0.00431313j 0.00765076-0.00292542j 0.000796323+0.00521149j -0.000300564+0.00061231j -0.000538524+0.00137097j 0.0027969-0.00671299j 0.00186227+0.00596798j 0.00158139-0.00524856j 0.000898134-0.00120226j -0.00153484-0.00364495j 0.000168711-0.00164826j -0.00195658+0.00143667j 0.000467602+0.0029977j -0.00350896-0.00293779j 0.00372815-0.0017625j -0.000383723+0.00190997j 0.00109173-0.0046878j 0.000894927+0.00206811j -0.0014604-0.00276728j 0.000723453-0.00420881j 0.00104314-0.00203114j 0.000716964-4.91766e-05j 0.0036154-0.00218726j 0.00100756-0.0044906j 0.000433158-0.00134154j -0.000509288-0.00274773j -0.00196881+0.00094026j -0.00413845+0.00222954j -0.000718804+0.00116831j 0.000611477+0.000957014j -0.00148238+0.00211858j 0.00161636-0.00304353j -4.4981e-05+0.00214237j 0.00241444-0.000382657j 0.0024398+0.00137899j -0.000901022-0.00253334j 0.000593487-0.00400436j 0.00031056+0.00210846j -0.000102814+0.000820391j -0.00377398-0.000385354j 0.00153204+0.000546383j 
-0.00456248+0.000769567j 0.00195912+0.0011467j -0.00228859+0.000445644j -0.000708618-0.0010103j 0.000967792-0.00180601j 0.00175673+0.00163165j 0.00230274+0.00181111j 0.00261576-0.000357522j -0.00592091+0.00257616j -0.00611243+0.00369073j -0.00237756-2.50177e-05j 0.0061675-0.00460268j -0.00436682+0.00361152j -0.00387048+0.00116711j 0.00463909-0.000286814j -0.000868258+0.00452537j 0.00166156-0.00209472j -0.000937849-0.00350956j 0.00181754-0.00609963j 0.000479551+0.00137341j -0.00403106-0.00648921j -0.00546308+0.00178395j -0.0034442+0.00863747j 0.0105239-0.010707j -0.00617846-0.00294673j -0.00323802+0.000778959j -0.00670633+0.00263445j 0.0011879-0.00326604j -0.00584947+0.0032748j 0.00824739-0.00878812j 0.00518332-0.00231905j -0.000410399+0.00127603j -0.000791668+0.00112535j 0.00284615-0.00131593j 0.00442127-0.00153557j 0.00177144+0.00100741j -0.00230198+0.00318116j -0.00220124-0.000984804j -0.00355857+0.00178389j 0.0035255+0.00263876j -0.00420004+0.000804648j 0.00329052-0.00324133j 0.00110808-0.000672332j 0.00356557-0.00173069j 0.00452163+0.000890286j -0.0015417+0.000288717j 0.00465265-0.000687724j -0.00240264-0.00134904j -0.000962124-0.00339808j 0.00097627-0.00577714j -0.00254495-0.000780745j -0.00217116-0.000791168j -0.00675763-1.87379e-05j 0.0030364-0.000126504j 0.00525884-0.00139486j -0.00364988+0.00199621j -0.000468449+0.00239234j 0.00483622+0.001063j -0.00236062-0.000818905j -0.0028649-0.00164156j -0.0010829+5.59325e-05j 0.00192169-0.000964743j -0.00095542+0.000731862j -0.00176864-0.0015851j 0.00361166-0.00181654j -0.00160201-6.74541e-05j 0.000524609+0.00250546j -0.000433756+0.000410041j -0.00447397-0.00167224j -0.00160803+0.00109806j 0.000214141+0.00297628j -0.000460986+5.0744e-05j 0.00469547-0.000324078j -0.00449377-0.00025798j 0.00148923+0.00080435j 0.00254158-0.000637445j 0.00553965-0.0028757j -0.00183676-0.00211769j 0.00369104+0.000242294j 0.00197774+0.00133255j 0.00502553+0.00296177j -0.00112117+0.00157294j 0.000510617-0.000869233j -0.00368962-0.00212946j 0.00286571+0.000431544j -0.00526044+0.000435419j 0.00074795+0.00134131j -0.00210691-0.00186566j -0.00744475+0.000222512j -0.00454931+0.000493298j 0.00349363+0.000820926j -0.000483068-0.001441j 0.00358783+0.0032772j -0.00401443-0.00144097j 0.00272172+0.000170096j 0.0071865-4.04188e-05j -0.00310537-0.000398115j 
0.00389496+0.00128623j -0.00193123+0.000161934j 0.0030465+0.000267523j 0.00208986+0.00118615j 0.00121683-0.0012698j -0.00451261-0.00170704j -0.00372444+0.000733474j -0.00215172+0.000728595j -0.00187194-0.00254863j -0.000783704-0.00403074j 0.0016362-0.00163895j 0.00020084+0.00368415j -0.00346346-0.00512649j 0.000719585-0.00293923j 0.000902411+0.00151077j -0.00175274+0.0025271j 8.17858e-05+0.000768265j 0.00645926+0.00118973j 0.000370926-0.00024214j 0.00249299+0.00174959j 0.0050942-0.00324959j 0.00347535-0.00311428j -0.00129488-0.000377617j 0.00356672+0.00260297j 0.00317763-0.00224316j -0.000790382+0.000961969j -0.000885604-0.00489782j 0.00387564+0.00167708j 0.00248717-0.00357054j 0.00537586+0.00306024j -0.00292359+0.00148618j 0.00363548-0.00176401j -0.000506846-0.00275942j 0.000705498+0.00515592j 0.00232435+0.0049931j -4.08216e-05+0.000165222j -0.00260263+0.00189565j -0.000255124-0.00254645j 0.00115332-0.00392365j 0.00217448+0.00279772j 0.00230451+0.00331532j -0.00276735+0.00536483j 0.000748831+0.00332444j 0.00713268+0.000311759j -0.00392785+0.00890599j -0.00271632-0.00110827j 0.00110849+0.00427558j 0.00178888-0.00272553j 0.00384363-0.0013788j 0.00542588-0.000611626j -0.00487913+0.00231352j -0.000513561-0.00154681j 0.00373999-0.00256199j -0.00200719+0.000212594j 0.00393523+0.00336809j -0.00173611-0.000146759j -0.0048154-0.00171087j 0.00124138+0.00275188j 0.000651912+6.78235e-05j -0.000509004-0.00276614j 0.00107112-0.00216131j 0.00717856+0.00162832j -0.00154855-0.00239589j 0.00323404-0.00153916j 0.00186259+0.00483721j -0.000486131+0.00107817j -0.0018925+0.000585523j -0.00111549-0.00011716j 9.23902e-05-0.00122363j -0.000932847+0.00125126j 0.000130474+0.00176451j -0.00451625+0.00150009j 0.00247368+0.00320207j 0.00137112+0.00260069j -0.0014481-0.00165478j 0.00144581+0.00315544j 0.00414165+0.00307966j 9.18654e-05+0.00105744j 0.00356059+0.00630646j 0.00316608+0.00240788j -0.00280669+0.00190209j -0.00126228-0.00203324j 0.000529293-0.00194335j -0.00397424-0.00341056j -1.69465e-05+0.00160776j 0.000711269-0.00670527j -0.00129197+0.000994626j -0.00172524-0.000377372j 0.00240802-0.0028382j 0.00222455+0.00276279j -0.00462249+0.00346053j -0.000217992-0.00130234j -0.0008242-0.000197971j -0.000204566-0.00186284j -0.00516651+0.0026398j 0.000657163-0.000826489j 0.00338439-0.00147702j 
-0.00324829+0.00148058j 0.00219491+0.00122753j -0.0036289+0.00340271j 0.00122622-0.00180008j -0.000536075+0.00017039j -0.00480629-0.00124747j 0.00132269-0.00304245j 0.000204549-7.98542e-06j -0.00116667-0.00593533j -0.00254913-0.0054089j 0.000846153-0.00221905j 0.00369378+0.00132926j 0.00166125-0.00432735j -0.00190274-0.000336973j -0.000795294+0.00702423j -0.00451788+0.000525133j -0.00800226+0.00168452j 0.0016474+0.00188437j 0.0101963-0.00110156j -0.00474922+0.00128254j 0.00840128-0.00367063j -0.00182874-0.00343822j -0.00510913+0.00330228j 0.00346277+0.00287997j -0.00348397-0.00327852j 0.000483311-0.00063995j -0.00440321-0.0067955j 0.00147633-0.000194178j -0.00442807-0.00312435j 0.00641409+0.00711606j 0.00497542+0.00054626j -0.00218487+0.000201008j -0.000931226+3.74216e-05j 0.000435757+0.000208276j -0.00291214+0.00470421j 0.00233361-0.00321801j -0.00220264-0.000557451j 0.00116041-0.00122378j -6.66907e-05-0.00130777j -0.000669742+0.0022118j -0.00134914-0.00388785j 0.00162009+0.00403618j -0.00140339+0.00227813j 0.00127894+0.00689847j -0.00456097+0.00444085j 0.000198311-0.00277479j -0.00229818+0.0056244j 0.00133046-0.00374609j 0.0027603+0.000573685j 0.000155734+0.00151659j 0.000668996+0.000571904j -0.00185454-0.000790119j -0.00221386+0.000389362j -0.00254058+0.0039993j 0.000979787+0.00368607j -0.00029983-0.000483127j 0.00476632-0.00428873j 0.000481987+0.00277378j -0.000847636-0.0026502j 0.0056719-0.0019449j 0.00147806-0.00219357j -0.00129331+0.0021563j -0.000249257+0.000427761j -0.000631692+0.000219457j -0.0010561+0.00192912j 0.00145565-0.000108259j -0.0011315-0.00196804j -0.0015736-0.00352726j 0.000583869-0.000284145j 0.00151441-0.00194645j 0.000849438-0.000805375j -0.00240336+0.000598125j 0.00143155-4.30719e-05j -0.00211743-0.002405j 0.00249579+9.18038e-05j -0.00110738+0.0027588j -0.00194558+0.0035351j 0.00183872-0.00529073j -0.00088026+0.00226422j -0.000680141+0.00455648j -0.00441316-0.000539969j 0.00233069-0.001929j -0.000757701+0.000733222j 0.0035665-0.00313827j -0.00201066+0.00163504j 0.00231422-0.00223635j -0.00194837-0.00274471j 0.0043821-0.000159073j -0.00111529-0.0027099j -0.00021584-0.0027861j 0.00137697+0.00153899j 0.00244231+0.000810003j -0.00200393-0.000304305j -0.000653389-0.00364046j 0.000907875-0.00132095j -0.00141685+0.00234884j -0.000183797+0.00267479j 
-0.00342373+0.000795745j 0.00196392+0.00183227j -0.00110342-0.000529546j 0.00307474-0.000620523j -0.00153791-6.48897e-06j 0.0059334-0.00145291j -0.00128083+0.000195943j 0.000196365-0.00125273j 0.0022068+0.00227336j 0.00665535+0.00426111j 0.00603527-0.000931816j -0.000306374-0.00734193j 0.00519917-0.00243603j 0.0018024-0.00151364j -0.00574294+0.00113131j -0.00392735+0.00741792j -0.00493264+0.00418717j 0.00093455+0.00223874j 0.00206137-0.00374939j 0.00223041+0.000768334j 0.00190408+0.000872877j -0.00313898+0.0110323j -0.000915391+0.00337393j -0.00141261-0.00535418j 0.00166135+0.00536842j -0.000431393+0.0100963j -0.000376915+0.00256607j 0.00490374+0.000351541j 0.00435026-0.00109258j -0.00395218+0.00253324j 0.00266453-0.000907162j 0.00705364+3.42509e-05j 0.00362198-0.00315493j -0.00359288-0.000697213j -0.0026764-0.00396459j 0.00438855-0.00388877j -0.00684761-0.00189251j 0.00748523-0.00246102j 0.00358504-0.00145574j -0.000230205-0.00144647j 0.00297168-0.000488074j -0.00354171-7.57125e-06j -0.00274465+0.00277064j -0.00524158+0.00399639j -0.00625262-0.00137261j -0.00148426-0.00227572j -0.00399165-0.00180422j 0.000563009-0.00284497j 0.00302876+0.00216105j 0.00243413+0.00308275j -0.00330162-0.000726821j 0.00158027+0.000455317j -0.00324538+0.00346019j 0.000686155-0.00205693j 0.000190237+0.00240913j -0.00195131-0.00110198j 0.00230018-0.0034105j -0.00113803+0.000851629j 0.00266515-0.00261821j -0.000188331+0.000718933j 0.00198201-0.000363894j -0.00385102-3.13708e-05j 0.00487256-0.001887j -0.00594322+0.00237126j -0.00263956-0.00020955j -0.00427236+0.000754984j 0.000979556+0.000781863j 0.00199101-0.00262564j -0.0010792+0.000782257j 0.00317151+0.000718296j 0.000527102-0.000312876j -0.000786939+0.000333528j -0.000954519-0.000451677j 0.000771437+0.000625776j 0.00316792-0.000563763j -0.00193607+0.000826569j -0.00217282+0.00130904j 0.000127049-0.00077744j -0.00127845-0.00208201j -0.00155161+0.00218773j 0.00138989-0.00337436j 0.0012677+0.00122233j 0.0018903+0.000621326j 0.00310602-5.79442e-05j 0.000923466-3.63548e-05j 0.0015831-0.00191064j 0.000926803-0.00149197j -0.00438778+0.00180506j -0.00250526-0.00160524j 0.000393114+0.000353644j -3.48872e-05-0.00102386j -0.000110423+0.000160159j 0.0015176-0.00173803j -0.0017829-0.00247083j 0.00110757-0.000698638j 0.00245511+0.00134992j 0.00097526+0.00294449j 
0.000845391+0.00086866j -0.00123455+0.000288648j 0.00136748+0.00068467j 0.00217257-0.00158608j -0.000406701+0.000525179j 6.30465e-05+0.000211684j 0.000844666+0.000717491j -0.000707387+0.00230197j -0.00309256+1.17106e-05j 0.00131234-0.000255024j 0.00260594+0.0015804j 0.00253552+0.00285611j -0.00120389-0.000651324j -0.00125446-0.00197959j 0.00248406-0.0051038j -0.00082238-0.00494951j 0.00250217+0.0102794j 0.00114556-0.000122067j -0.00237732-0.00102928j -0.000908117+0.00282252j 0.000125278-0.00127187j -0.00264883+0.00480717j 0.00333478-0.00498073j 0.000219541+0.000456797j 0.000991295+0.000290016j -0.000810169+0.000921246j -0.000595611+0.00375245j -0.00137778-0.00204211j 0.00136198+0.00334126j 0.0010112-0.00483267j -0.00520689-0.000963975j 0.0009447+0.00729653j -0.000799826+0.00396684j -0.0006931-0.00398073j 0.00468965+0.00337135j -0.00130989-0.00598665j 0.0012973-0.00162815j -0.00222079+0.00136979j -0.00207032+0.000866377j -0.0001589-0.00384419j 0.00237564-0.00730816j 0.00576282-0.00599223j -9.93789e-05+0.00255156j -0.00177106+0.0047141j 0.00217799-0.0069173j -0.000339404-0.00320319j 0.00335357+0.00336954j -0.000399347-0.00230486j -0.00337359+0.00281996j -0.000445596+0.00218978j 0.00520206-0.00627967j 0.00211502-0.0032003j -0.00171666+0.00226354j 0.00552076-0.00510793j 0.000460204-0.000524434j 0.00231554-0.00140794j -0.00257453+0.00111713j 0.000813013-0.00435809j 0.000507212-0.00339921j 0.000641407-0.00164273j 0.00267563-0.000958599j 0.00165797+0.00357765j 0.00381342-0.000590029j 0.000189007-0.000508405j 0.000228535+0.00126552j -0.00114049+0.00295509j -0.00155977-0.00402433j 0.00198259-0.000247298j 0.0056293-0.00291923j -0.00433631+0.00198298j 0.000562091-0.00191418j -0.00126622-0.000426365j -0.000181335-0.00107491j 0.00218354+0.000690645j -0.00102553+0.00377621j -0.00249245+0.00436021j 0.00228708-0.00242234j 0.00149316-0.00362797j -0.000419763+0.00117115j -0.0013468+0.00305793j -0.00130063-0.00111151j -0.0054636-0.000478107j -0.00143842+0.00340236j -0.00713041+0.000770518j -0.000881378+0.000525677j -0.000770655+0.000502595j -0.000916409-0.00128296j 0.00175943-0.00188836j -0.00231701-0.000434546j 0.00401229-0.000196334j 0.00377929-0.000595245j -0.00122943+0.00257102j -0.00283157+0.000399053j -0.00156115-0.000929257j 0.0015612+0.000172716j 0.000535386+0.000704728j 0.000558782-0.000515913j 
