0.00638566+0.00438783j -0.00462247+0.00626397j 0.0031055-0.00251432j -0.00411891-0.00375205j -0.000270348+0.00186469j 0.00109828+0.00127824j -2.13234e-05+0.0020926j 0.00105162+0.000416741j -0.00217418+0.00620257j -0.00722025+6.25562e-05j 0.00210286+0.00299733j -0.00419788+0.00217027j -0.000160013+0.000885873j 0.00508035-0.000439007j 0.00449677+0.00160697j 0.00277023-0.00217131j 0.00198721-0.000440316j 0.000385525+0.00404321j 0.00124615+0.00324407j 0.00225255+0.00304659j -0.0011231+0.000505926j 0.000639822+0.00322106j 0.00221533+0.000300069j 0.00449569-0.00135067j 0.000428294+0.00166699j -0.000210903-0.00100476j 0.00146924+0.00194116j -0.000589726+0.000460655j -0.00457524-0.00307662j -0.00322547+0.00134783j -0.00248793+0.00385239j 0.00204503+0.000545j 0.00199635-0.00319772j 0.00173485-0.00139976j 0.00140396-0.000344786j -0.000470131-0.00100242j -0.00411198+0.00232492j -0.00440162+0.00213373j -0.000869936-0.00204045j 0.00276417-0.00391081j 0.000642335-0.00110917j 0.00148676-5.99096e-05j 0.000694294-0.00229323j -0.00267468+0.001458j -0.000986996-0.00167769j -0.00583317-0.000364802j -0.00393012+0.000682351j 0.00111477-0.00101138j -0.00525354-0.00204177j 0.000244491-0.00107521j 0.0032297-0.00176301j -0.00237612+0.00427463j 0.00202818+0.00102718j 0.00391723-0.000715373j 0.000587295+0.00251494j 0.000245122-0.00537144j -0.00587602+0.000197645j 0.00171899-0.0033157j -0.00297431+0.00690588j -0.00596921-0.00216616j 0.00548386-0.00171945j 0.00264665+0.0034316j 0.00528863+0.00320344j -0.00443803+0.00212229j -0.00377645-0.00123194j 0.00123403+0.00222343j -0.0057325+0.00235842j -0.00229533-0.00201264j -0.00288165-0.00121973j -0.00179798-0.00426055j -0.0173609-0.00756269j -0.00928549+0.0158382j 
0.000467024+0.00123254j -0.00100698+0.00336895j 0.0022414-0.00201835j -0.00202164-0.00475361j -0.000963863+0.000795622j 0.00143397+0.00113752j 0.00111269+0.00486165j 0.00459563+0.00175434j -0.00351178-0.000747455j -0.00202777-0.00134563j -0.00130189+7.02486e-05j -0.000826801+0.00098164j 0.0029066+0.00345878j -0.00094342+0.00129144j -0.00172658-0.00146579j -0.00198236-0.000555367j 0.00311568-0.00329895j -0.000792982+0.00176023j -0.00100236+0.00189195j -0.00176308-0.0017907j -0.00667348+0.000295395j -0.0013771-0.000782446j 0.00389029-0.00228877j -0.00129731+0.00212086j 0.00286871-0.00136107j 0.000718681-0.00140743j -0.000650287+0.00460929j 0.00217041-0.000455391j -0.00391394+0.00456206j -0.00123862+0.00567436j -0.00352008-0.000920199j -0.000841691+0.00216115j 0.00293656-0.00275609j 0.00141838-0.000294972j -0.00279951+0.00855632j 8.30683e-05+0.00144679j -0.000218607+0.0045813j -0.00166363+0.00399922j -0.000503465-0.000392295j 0.00163757+0.000810086j 0.00123469-0.00370944j 0.000562197+0.00591116j -0.00346706+0.00266679j 0.00139844+0.00174904j 0.00255848-0.000719758j 0.00466289+0.00478952j 1.38155e-05+0.00775714j -0.00595048+0.00410105j 0.00589049+0.00604908j -0.000585283+0.00100514j -0.00607247+0.00246615j 0.00247614-6.00493e-05j 0.000564711-0.000901419j -0.000685716-0.00246157j 0.00296035-0.00352736j -0.00660796+0.00422539j 0.000385871+0.000345807j 0.00195593-0.00322276j -0.000533739+0.0051064j 0.00146019+0.00101812j 0.000770861+0.00203879j 0.00232771-0.00133663j -0.00516365-0.00223689j -0.00250955+0.00362707j 0.00149378-0.00513919j -0.00130324+0.00129378j -0.00318097-0.000853533j 0.000451257+0.000519558j -0.00215248+0.00200533j 0.00295771+0.000334768j 0.000987518-0.00428275j -0.00639612-7.04085e-05j 
-0.000565741-0.00184126j 0.00156397+0.00179921j 0.00138082-0.00130862j -0.000932011-0.00188737j 0.000515051-0.00170219j -0.00334354-0.00149127j -0.00168148+0.00503346j 0.00272168-0.00147777j 0.00185511-0.00269856j 0.00405764+0.00125721j 0.00302698+0.00196568j -0.00321671+0.00254751j -0.000704176-0.000566306j 0.000645221+0.000147262j 0.00240087-0.00141665j -0.00173538-0.00253124j 0.00245009-0.00148355j 0.00205918+0.000941062j 0.00150001-0.00528302j -0.00399402-0.000901746j 0.00108025-0.00479036j 0.00223549-0.00040348j -0.000967749-0.00314353j 0.00481519+0.00151095j 0.00415265-0.00357383j -0.000495676+0.000282408j -0.000307945-0.00144653j -0.00540135+0.00126954j 0.00176698+0.00431471j -0.00132188-0.00085832j 0.000425297-0.00493795j 0.00557848+0.00122665j 0.000412276+0.00108861j 0.000342846+0.0011957j 0.00521197-0.000784727j 0.00511909-0.000681558j 0.00808535-0.00296329j -0.00272371-0.00130665j 0.00571141-0.00496186j 0.00479244-0.00170529j 0.000117331+0.00279563j -0.00100198-0.00204443j 0.000518295+0.000308519j 0.00075238+0.00296391j -0.00047475-0.00237437j 0.00525738-0.00097458j 0.00107442+0.00277194j -0.00267807+0.00192305j 0.00601322+0.00456896j 0.00208467+0.00573945j -0.00196173+0.000798159j -0.000721366+0.000993011j -0.000804609-0.00199166j 0.0012873-0.00110848j -0.000704215+0.00200245j 0.00027625+0.00203339j -0.00532447-0.00221224j 0.00248291-0.00137717j 0.00243915-0.00041761j 0.00567069-0.00197229j -0.00128367+0.00249957j 0.00222915-0.000501106j -0.0104507+0.00126353j -0.000555704+0.00114209j -0.0017534-0.00365808j 0.00179137+0.00608892j -0.00732208+0.00432733j -0.000776164-0.00127827j 0.000141343+0.00136891j 0.00247923+0.00178547j 0.00392758-0.0024259j -0.00243825-0.00247549j 
-0.00505962-0.00148178j 0.00111207-0.00378975j -0.00353295-0.000459631j -0.00224304+0.00573358j 0.00013381-0.000283418j 0.000744113+0.00217974j 0.0020877+0.000721529j 0.000624267-0.00279515j -0.00367476+0.00015704j -0.000933921-0.00288822j 0.00328806-0.00413437j 0.00293748+0.00158629j -0.00322171+0.000445687j -0.000767449-0.00204318j -0.00144634-0.0060102j -0.00254725-0.000496098j 0.000665086-0.00136626j 0.00199893+0.000479329j -0.00493565-0.000400988j -0.00377346+0.00516458j -0.00545498-0.00281892j 0.00358217-0.00422616j -0.00327949+0.00239994j 0.00208455-0.00525636j -0.00413484-0.00571683j -0.00152027-0.00108024j -0.000924674+0.00110879j -0.000786181+0.0044591j 0.00565085-0.00202961j -3.4621e-05+0.000438276j -0.00726756+0.00201065j 0.00204267-0.00770381j 0.000848663-0.00165992j 0.00130561-0.00247036j -0.00166591-0.00746447j -0.00043819-0.00334576j -0.00215734-0.00829751j -0.00515571+0.00499448j -0.00365683-0.00624457j 0.000969193-0.00686418j 0.00745147-0.00172827j -0.00221955-0.00234846j -0.000557966+0.000264794j 0.00109456+0.000879479j -0.00169209-2.02607e-05j 0.00159123-0.00360037j 0.00110752+0.00174176j 0.000144345+0.00178094j 0.00487153-0.0103064j 0.00473286+0.00177853j 0.000369504+0.00144857j 0.0021664+0.00344553j -0.00307417+0.000673867j 0.000769107+0.00156896j 0.00195576+0.00159815j 0.00248493-0.000652298j -0.00221334+0.00442441j 0.00310379-0.000710572j -0.000747212-0.00016881j -0.000461601-0.00357623j 0.00266276-0.000422656j -0.000700626-0.00272558j -0.00166995+0.0101536j -0.0001883+0.00302807j -0.00414967-0.00154529j 0.00299771-0.00278533j 0.00569168+0.008928j -0.00101418+0.00196922j 0.00120885+0.000461937j 0.00149599-0.00309353j 0.00090293+0.000797122j 0.000826453+0.0040736j 
-0.00410487+2.37695e-05j 0.00349967+0.00171656j -0.00165627+0.00353756j -0.000694737-0.000769498j 0.00214997-0.00214898j 0.00564101-0.0028007j 0.00133879-0.00186856j 0.00298952-0.0036592j 0.00170916+0.00484852j -0.00392942+0.0085554j 0.00178163+0.00629421j 0.00104934-0.0021265j 0.00431033-0.00505595j -0.00192747+0.0037355j -0.00265865+0.00656954j -0.000689836+0.000925042j -0.0032376+0.000531778j 0.00263891+0.00229915j 0.00388126-0.00267558j 0.00183308+0.00566425j -0.00386854+0.00854422j 0.000836277+0.000556782j -0.00284166-0.00211104j 0.00222612+0.00740241j -0.000293594-0.000945692j -0.00344904+0.000501106j 0.00383612-0.000944628j -0.0049293-0.00675817j 0.00129724+0.00502099j 0.000457951-0.00267821j -0.000416068+0.00621568j 0.00033761+0.00389862j -0.00207312-0.00419135j -0.000873843-0.00126985j 0.00389344+0.00146694j 0.00161726+0.000273535j 0.00171681+0.000464392j -0.00280624+0.00128221j 0.000628527+0.00275258j 0.00258393+0.0034775j -0.00101668-0.00438313j 7.08462e-05-0.00117698j 0.00473935+0.00656769j -0.00203951-0.00326686j -0.000653036-0.00294672j 0.00485933+0.00019039j 0.00330614+0.00287891j 0.00508386+0.00880309j 0.000871512-0.00298736j 0.00141918+7.96936e-05j 0.00133778+0.00517086j -0.00288319-0.00372596j -0.0030594+0.000339929j 0.00156566+0.002668j -0.000358303-0.000685597j 0.00563051+0.00410866j -0.00225778-0.000981255j 0.00089124-0.00177429j 0.00600751+0.000202665j 0.00230235-0.00297606j 0.00117411+0.00214508j 0.000310038-0.000742404j 0.00108178+0.00250714j 0.00201517+0.00185998j 8.82998e-05+0.00261554j 0.00439241+0.00310902j -0.00293192-0.00214607j 0.00318215+0.000293367j -0.00595463-5.52636e-05j 0.000361796-0.000808306j -0.00423874-0.00194206j 0.00148639+0.000868923j 
0.00139563+0.00493901j -0.00289191-0.00287667j 0.00241123+0.00119422j -0.00121455+0.00337876j -0.00298562+0.000564742j -0.00155556-0.00701144j -0.00241888-0.00266877j 0.00174505+0.000723303j -0.000378092-0.000650774j 0.00518086+0.00465319j 0.00414264-0.00355136j -0.000611507-0.00705765j -0.00431652-0.00296888j 0.00423166+0.00042887j 0.00346291-0.00274882j 0.00280302+0.000408121j 0.00172384+0.00122174j 0.00126779+0.00419848j 0.000161433+0.00346454j -0.000192107-0.00838463j 0.00960679+0.00982759j 0.00272828-0.00100781j -0.00120431+0.000659397j 0.00373179+0.00121046j -9.24406e-05+0.00214672j 0.000666275+0.00261847j 0.00136747+0.000996636j -0.00220282+0.00100073j 0.00477848-5.60098e-05j 0.00209713+0.00245031j 0.00306052+0.00530328j 0.00409554+0.00219272j -0.00159502+0.000233555j -0.0014424-0.00454119j 0.00526463-0.00133509j -0.000638522+0.0035123j 0.00516849+0.00591658j 0.00268281+0.00449048j 0.00642287+0.00641597j 0.00410643+0.00029152j -0.00344669-0.00188267j 0.00606401-0.002737j -0.000335027-0.00199625j -0.00127422+0.00251415j 0.00205831+0.000100389j 0.00332952-0.00430636j 0.00327891-0.00290328j 0.00201774-0.000581792j 0.00161991-0.00779131j -0.0033583-5.90311e-05j 0.000903737+0.00542726j -0.000146652-0.000401429j 0.00186949+0.00404778j 0.0018058+0.00071386j -0.00301175-0.00545799j 0.000150896+0.000776627j 0.00484294+0.00109671j -0.000300855-0.003117j -0.00175445-0.00254822j -0.000442679+5.24047e-05j 0.00161474-0.00516789j -0.0023265-0.00159333j -0.00349329+0.000323171j 0.00202127+0.00312606j -8.95623e-05-0.00766407j -0.00666598-0.00526319j 0.000105194+0.00145631j 0.000453265-0.00318601j 0.00345149+0.00695635j 9.66073e-05-0.00460211j 0.00370994+0.00214001j -0.00174259+0.00334517j 
0.0009103-0.00191054j 0.00165412-0.000458983j 0.00155637-0.00156348j -0.00143254-0.0014918j -0.00152804-0.000533055j -0.00232289+0.000352063j -0.000925174+0.00117168j -0.00172034+0.00173452j 0.000834164-0.0020431j 0.00460044-0.00196523j 0.00335497+0.000879742j -0.0022239+0.00258511j -0.00284003-0.00129877j 0.00227602-0.00119445j 0.00538847+0.000317838j 0.000617164-0.000636676j 0.00089481-0.000625182j 0.00257397-0.00191093j 0.00042674-0.00320618j 0.000942058-0.00255022j 0.00622043-0.00361585j 0.00247844+0.00240384j -0.00155843-0.00293534j 0.00576374-0.00193927j 0.00256383-0.00106578j 0.000734242-0.000138262j -0.000884477-0.00156575j -0.00378532+0.00250849j 0.00242656+0.00170386j 0.000633694+0.00194928j 0.00288158-0.00433378j 0.00570233+0.000231912j -0.00200246+0.00156456j 0.000277806+0.00210062j 0.00466681+0.00260653j 0.00294922-0.000706539j 0.00471439+0.000265796j -0.000952673-0.000703759j 0.00430568-0.00409366j 0.00270661-0.00188594j -0.00125724+0.00471963j 0.00242145+0.000754672j 0.00376811-0.00353648j -0.00192211+0.00273867j -0.00162644+0.00043095j 0.00235584+0.00197316j 0.00140299+0.000789875j 0.000591455-0.00467322j 0.00473394+0.00589668j -0.000353346+0.00110091j 0.00106712-0.00469812j -0.00110526+0.00468513j -0.000698118-0.00138543j -0.00123858-0.00166429j 0.000462349+0.000956574j 0.000903061-0.00152311j -0.00286638-0.000140836j 1.88947e-05+0.00316549j 0.00140627-0.000657912j 0.00164814+0.00293371j -0.000482545+0.000811002j 0.00122105-0.00167118j -0.00640537-0.00397832j -0.00106922-0.00222893j 0.00239974+7.228e-05j 0.00227817-0.00118566j -0.00410675+0.00287784j 0.00019701-0.000141335j 0.000190707-4.98982e-05j 0.00277658+0.00183842j 0.000989401+0.00459709j 4.15169e-05-0.00136058j 
-0.00035589-0.00100337j 0.00278757-0.00172832j 0.00285254-0.000773275j -0.00355847-0.00243508j -0.000668232-0.00123551j 0.000387064-0.0017619j -0.00124477-0.00194362j -0.00117861-0.000898361j -0.000180467-0.00293308j 0.00202169+0.000348755j 0.00422411+0.00201032j -0.00115032+0.00198201j -0.00129264-0.00462027j 0.00139814+0.00300593j 0.00359691+0.00378673j 0.00135723+0.0023989j -4.75025e-05+0.00170799j -0.000377282-0.00140202j -0.00581515-0.00457447j 0.00217022-0.00192152j 0.000303788+0.00449383j -0.00130476+0.00136398j 0.00133678+0.000859258j 0.00484496-0.00291521j -0.0025394-0.00389257j 0.000997314-0.00165017j -0.00191595-0.000957644j -0.00264341+0.00252114j 0.00383463+0.00564922j -0.00106671+0.00477349j -0.00161471-0.00108593j 0.000931036+0.000467382j -0.00197138-0.00180864j 0.000827647+0.00163356j -0.00427447+0.00154168j -0.00285969-0.00444592j -0.00517055+0.00104953j 2.88045e-06+0.00250789j -0.00112123+0.00179878j 0.00428491-0.00236786j 0.000453071+0.00216371j -0.00336451+0.00519452j 0.00492462-0.00431151j -0.00432217+0.00132312j -0.00184638+0.000266219j 0.00260243+0.000459226j -0.000862253+0.00261677j 0.00823709-0.00074872j 0.00124631+0.00373859j -0.00277467-0.00307252j 0.00316053+0.00058859j -0.00371043+0.00406312j 0.000533258+0.000367625j -0.000221705-0.000317779j 4.85422e-05-0.000518257j 0.00139974-0.000395925j 0.00182074+0.00413978j -0.00243105-0.000152502j -0.00383586-7.91941e-05j -0.00517053-0.00180987j 0.00349698+0.00126764j -0.00137992-0.00199802j 0.00349748-0.00490368j -5.81281e-05+0.00130484j 0.00641262-0.00306007j 0.0033076-0.00592606j -0.000481187+0.00398407j -0.000259252-0.000861587j -0.00158638+0.00649765j -1.98344e-05+8.85369e-06j -0.00356064+0.00548433j -0.000173654+0.0017054j 
5.50067e-05+0.00275573j -0.000962557-0.00115202j 0.00225661+0.000825869j 0.000455105-0.0033283j -0.00160404+0.000516663j 0.00120379+0.00101815j 0.00118379-0.00361385j -0.00373911+0.00121593j 0.00306107-0.0032107j 0.00135136-0.00390409j 0.00106415-0.00145467j 0.00150223+0.00370958j -0.00210534+0.00403426j 0.000977564+0.0031403j 0.00172567+0.00373842j 7.17184e-05+0.00112007j 0.000240453+0.000785231j -0.00331605-0.011106j -0.00265229-0.00378018j 0.00833626-0.00403704j -0.00315023-0.00445603j -0.000428049-0.00500971j -0.000291978+0.00314779j 0.00077138-0.00470794j -0.00253617+0.00194559j -0.000542742+0.00268612j -0.00043258-0.00297403j -0.0016656+0.00367713j 0.00112691+0.00188027j -0.00279105+0.001786j -0.00160655-0.00355176j -0.00360099-0.00342544j -0.000487893+0.00328014j 0.00333198+0.00351918j 0.00239698-0.00392719j -0.00234713-0.00240137j -0.00558138-0.00100896j 0.00141725+0.00156433j -0.00721785+0.00250659j 0.000458909+0.000836674j -0.00233417-0.00150003j 0.000723119+0.0010526j 0.00476542-0.00313848j -0.00248395-0.00109205j 0.000112349+0.0016327j 0.00552619-0.00127554j 0.00371139-0.00202237j 0.00261314+0.0008452j 0.00230633+0.00425918j 5.43568e-05-0.00549997j -0.0019463-0.000414362j -0.000887845-0.00205505j -0.000722544+0.00380301j -0.00121884-0.00169712j 2.08286e-05-0.000588246j 0.000221762-0.00326945j 0.0005468+0.00443103j 0.000811255-0.00291166j -0.000819513-0.00633887j 0.000634288-0.0026169j 0.00387127+0.000169493j -0.00132092-0.000397669j 0.00240358-0.00170164j -0.00140118+7.53752e-05j 0.00778413+0.00508208j 0.00300033-0.00176893j -0.00279422-0.00177279j 0.00449354-0.00189597j -0.00225285-0.000361328j 0.0050384+0.00184527j 0.0016909-0.0025084j -0.00650902-0.00445979j 
0.00477504+0.00180569j 0.000359909+0.000354531j 0.003098+0.00196167j 0.000758657+0.000175903j -0.00432879+0.000653071j -0.00342415+0.00109488j 0.00628624-0.00168634j 0.00152405-0.00273035j 4.52831e-05+0.00257407j 0.00599697-0.00261965j 0.00128485+0.000397161j -0.00712013-0.00206522j -0.00395062-0.00315095j -0.000665131+0.00100499j -0.00195555+0.00106255j 0.00126809+0.00283383j -0.000863454+0.000971849j 0.0104112-0.00374806j 0.00310792+0.000720608j 0.00482836+0.0022924j 0.00776527+0.000482582j 0.00278417-0.000470066j -0.00222523+3.42021e-05j 0.00597773-0.000279248j -0.000323657-0.0044367j 0.00170838-0.00110503j 0.00324607+0.00200957j -0.000864814-0.000467387j -0.00444096+0.00173843j -0.00293778+0.00175734j 0.0034225-0.00307969j 0.00385642-0.00654287j -0.000486633-0.000102765j -0.00439251+0.00227324j 0.00514973+0.00295j 0.000627484-0.00461175j -0.00113022-0.00576983j 0.000792633+0.00596031j -0.00440148-0.00541386j 0.000535335+0.00305418j -0.00177714-0.00138181j 0.000754775-0.000378912j 0.00209324+0.00532437j 0.00263332-0.00441645j 0.000367754+0.00284218j 0.00142187+0.00770102j 0.00178246-5.80828e-05j -0.00176291+0.00666573j -0.00480715-0.00144974j 0.00302476-0.00362688j -0.00163508+0.00143263j 0.00264428-0.00346437j -0.000373475+0.00141871j 0.00178956-0.00314423j -0.00211086-0.00653478j -0.000115334+0.00130985j -0.00144885+0.00530719j 0.00165376-0.00120587j 0.00175938-0.00502342j 0.00148345-0.000106344j 0.00277826+0.00336953j -0.00183864-0.00367353j 0.00383118+0.0064715j -0.00230048-0.000382881j -0.00255953+0.00760603j -0.000884641-0.00111328j 0.000590515-0.000283893j 0.00296982+0.00304648j -0.000154564-0.000336792j 1.12541e-05+0.000808524j -0.000356734+0.000364633j -0.00248389-0.000703098j 
-0.000126641+0.00211197j 0.00180788-0.000691781j -0.0018467+0.00277674j -0.00231693+0.00371578j 0.00233987-0.000653463j 0.00353304-0.00470058j 0.00159261-0.0010116j 0.00102143-0.00110651j 0.0011151-0.00152398j -0.0028685+0.00131651j -0.00150704-0.00116557j 0.00349002-0.0033742j 0.00491701+0.00300927j 0.000708051+0.000233596j 0.00175915-0.000957787j -0.00292176-0.000457883j -0.000364174+0.000965023j -0.00754379-0.000750486j -0.000597119-0.000897477j 0.0049847-0.00339505j -0.0109234+0.00138409j -0.00362731-0.00438879j 0.00147225+0.00372039j -0.00224984+0.000814542j 0.00275735+0.00136608j -5.7148e-06+0.00255972j 0.000654948-0.00268176j -4.88511e-05+0.00237714j -0.00326342-0.00348804j -0.00239044-0.00117939j -0.00334097+0.00191805j -0.00333586+9.26305e-05j 0.00211145+0.000842072j 0.00477702-0.0013251j 0.00253651-0.00330948j 6.02936e-05+0.00277469j -0.0016942+0.00170806j -7.83244e-05+0.00487394j -0.00542494+0.00478141j -0.002844+4.4582e-05j -0.00460352-0.00258237j -0.00111941-0.00537994j -0.00224033+0.00038439j 0.00115305+0.00176671j -0.000559184+9.95211e-05j 0.0032433-0.00136014j 0.00228541-0.00439288j -0.00368492-0.000783866j 0.00180971-0.00344627j 0.00204161+0.000657539j -0.00814208+0.000331623j 0.00157827-0.000591617j 0.00049365+0.00292078j 0.00239854-0.000422513j -0.000209794-0.00133578j -0.00384361-0.00292617j -0.00426018+0.000875174j 0.00254613-0.00274429j 0.00295714-0.00629676j 0.00505145-0.000387561j 0.00137191-0.00449001j 0.00102781-0.00162301j -0.00305588-0.000857657j -0.00107733+0.00146044j 0.00325626+0.000375448j 0.000682811-0.000641761j -0.00701705+0.00107665j 0.00226989-0.00356434j -0.00435677+0.00146176j 0.00322056-0.00196437j 0.000229721+0.00221326j -0.00288524+0.000673219j 
0.00156604-0.000342878j -0.0017374+0.000816827j 0.00163008+0.00169134j 0.00287531+0.000257239j 0.00174336+0.00301793j 0.0011468-0.00131501j -0.00409889-0.0039726j 0.00509562-0.000950808j -0.000197674+0.000905849j -7.62733e-05-0.00341285j -0.00452948-0.00159063j -0.00635694+0.000900763j 0.00328616+0.00568348j -0.00253168-0.00148654j -0.00358802+0.00364911j -0.000315374-0.000893506j -0.00293554-0.00140587j 0.00149693-0.00701164j 0.0027264-0.00455436j -0.00448755-0.000449587j 0.00205027-0.00765574j -0.00211607-0.007543j -0.00181882+0.0077541j 0.00233428-0.00331076j 0.00880019-0.00169107j 0.00546094-0.0014686j -0.000911005-0.00544407j -0.000710903+0.000695659j -0.00370311+0.000305483j -0.000253341+0.00168739j 0.00503306-0.0013331j 0.000694268-0.0051104j 0.00263022-0.00332498j -0.00340909+0.00246335j -0.00712147-0.00775013j 0.00107764+0.00196j 0.0034744-0.00535996j 0.00035648+0.00227126j 0.00440625-0.0020991j 0.00289776-0.00183553j -0.00360497-0.00230786j -0.00473506-0.00716739j -0.000174054+0.0063954j -0.00275929-0.000108052j 0.000926606-0.00624479j 0.000885882+0.000862599j -0.00365575+0.000109033j 0.00158359+0.00419105j -0.0067041-0.000215397j -0.00302709+0.00018312j 0.00174301+0.00398936j -0.00402495+0.000113021j 0.00370129+0.000168492j 0.00183802-0.000392017j -0.00208406+0.000570437j -0.000336881+0.0024526j 0.00334381-0.00346222j -0.00354873-0.00267289j -0.00183802-0.000278776j -0.000425953-0.00125994j -0.0042354-0.00368122j -0.00164502-0.00206063j 0.00293965-0.00251483j 0.0043842+0.000530844j 0.00385171+0.00158187j -0.00249683+0.00407527j -0.00193512-0.00308698j 0.00192042-0.00220734j -0.00251024-0.00119396j -0.000749747-0.0017713j 0.00027073-0.000759339j 0.00195541+0.00141536j 
-0.00243313-0.00113624j 0.000283105+0.000512974j -0.00125167-0.00433139j -0.00300201-0.00058486j -0.000282512+0.00443992j 0.00197065+0.00318748j 7.15497e-05+0.00183519j 0.00393394-0.00114828j 0.000893603+0.00368396j -0.00140778-0.00141029j 0.00245121-0.00431472j 0.000713062+0.00326063j -0.00520413+0.00403909j -0.000852191-0.000210541j -0.000983721-0.00208557j 0.00299195-0.00380865j -0.000719362+0.000630799j 0.0021005-0.00460916j 0.000915864+0.00334084j -0.00125001+0.00320969j 0.00435131-0.00762581j 0.0050622-0.000935075j -0.00521346+0.000439279j -0.00494831-0.00272633j -0.0051893+0.00365732j -0.00378927-0.00141681j 0.004862+0.00245793j -0.000436299-0.00233351j 0.00486941-0.00294951j 0.00484293-0.00367718j -0.00117053-0.00145682j -0.00301765-0.00251928j -0.00167529+0.00227489j -0.000851557+0.00367773j 0.00536587+0.00137928j -0.00810476+0.000299731j -0.00130748+0.0010623j 0.002439-0.00265168j -0.00378005-0.00195667j 0.00154699-0.000804722j 0.00480771-0.0037443j 0.00640552+0.00147132j -0.00252209-0.00333815j -8.13403e-05-0.000270841j 0.0045424+0.000459919j 0.00376293-0.00258871j 0.00401414+0.00104614j 0.00193516-0.00243333j 0.0023818-0.00118423j -0.00419744+0.00277741j -0.00162053-0.00305104j 0.000827065-0.00329662j -0.00176089-0.000502365j -0.00134721+0.00249806j -0.00176434-0.000356321j 0.000670065-0.00028297j 0.00719784-0.00451763j 0.00325211+0.000518595j 0.0017825+0.00499546j 0.000970082+0.00191105j 0.00474915+0.00052404j -0.0012299+0.00438394j 0.00264212+0.000579624j -0.000916155+0.00150496j 0.00010223-0.00412053j -0.0052006+0.000664642j 0.0041561-0.00627214j 0.00230179-0.000523357j -0.000338747-0.000196804j -0.00104033-0.00106294j 0.00201661-0.00369215j 0.000529797-0.00173057j 
-0.00201808+0.00114116j -0.000178837-0.00315925j -0.00168203+0.000525315j 0.000289895+0.00499104j -0.00057609+0.00254088j 0.0028387+0.00017121j 0.00211969-0.00297008j -0.00373004-0.00417529j 1.18022e-05+0.00206094j 0.00223567-0.00454731j -0.000231794-0.0038808j 0.00223923-0.000994446j -0.00192868+0.0038858j 0.00347582-0.00177769j -0.000493577+0.0036125j -0.000971108-0.00205422j 0.00284733-0.000590601j 0.00241186-0.00541095j 0.000989036+0.00776201j 0.00708699+0.00198916j -0.00151647-0.00175409j 0.00057817-0.00129508j 0.00123281-0.00143971j 0.00143208-0.000677118j 7.48006e-05+0.00557779j -0.004077+0.00220635j 0.00270528-0.00217827j -0.0045605+0.000894256j 0.00214035-0.00489913j -0.00283717+0.00308033j -6.73893e-06+0.00312527j 6.75769e-05-0.00200272j -0.00201712+0.00173173j 0.00175699+0.00219234j 0.00181502+0.00873559j 0.000761511+0.00852047j -0.00024107+0.00630474j -0.00414881+0.00270228j 0.00171834+0.00218977j -0.00176735-0.00576693j -0.00353427-0.00564512j 0.00384922+0.00172781j 0.00341775+0.00375796j -0.00292299+0.000833375j -0.00227182-0.0021916j -0.000382205+4.03458e-05j 0.00379627+0.000217005j 0.000561769-0.00725718j -0.000214956+0.00162668j 0.00406196+0.00186342j 0.00188419-0.0011189j -0.00191329+0.00213663j -0.00247887+0.000699252j 0.00249402-0.00386768j 0.00235854-0.000969219j 0.00322788-0.000822453j -0.00564831-0.00588761j 0.000283704-0.000936679j 0.00711132+0.00257727j 0.000323331+0.00637752j 0.000283499-0.00722427j 0.00341129-0.00149604j -0.00332203-0.00586879j 0.00292534-0.0006717j -0.00529856+0.000806312j 0.00117553+0.000604914j -0.00416441-0.00398201j 0.00157177-0.00083156j 0.00112179-0.000405599j 0.00107674-0.000264364j -0.00237476+0.00275442j -1.5677e-05+0.00166973j 
