0.00638566+0.00438783j -0.00462247+0.00626397j 0.0031055-0.00251432j -0.00411891-0.00375205j -0.000270348+0.00186469j 0.00109828+0.00127824j -2.13234e-05+0.0020926j 0.00105162+0.000416741j -0.00217418+0.00620257j -0.00722025+6.25562e-05j 0.00210286+0.00299733j -0.00419788+0.00217027j -0.000160013+0.000885873j 0.00508035-0.000439007j 0.00449677+0.00160697j 0.00277023-0.00217131j 0.00198721-0.000440316j 0.000385525+0.00404321j 0.00124615+0.00324407j 0.00225255+0.00304659j -0.0011231+0.000505926j 0.000639822+0.00322106j 0.00221533+0.000300069j 0.00449569-0.00135067j 0.000428294+0.00166699j -0.000210903-0.00100476j 0.00146924+0.00194116j -0.000589726+0.000460655j -0.00457524-0.00307662j -0.00322547+0.00134783j -0.00248793+0.00385239j 0.00204503+0.000545j 0.00199635-0.00319772j 0.00173485-0.00139976j 0.00140396-0.000344786j -0.000470131-0.00100242j -0.00411198+0.00232492j -0.00440162+0.00213373j -0.000869936-0.00204045j 0.00276417-0.00391081j 0.000642335-0.00110917j 0.00148676-5.99096e-05j 0.000694294-0.00229323j -0.00267468+0.001458j -0.000986996-0.00167769j -0.00583317-0.000364802j -0.00393012+0.000682351j 0.00111477-0.00101138j -0.00525354-0.00204177j 0.000244491-0.00107521j 0.0032297-0.00176301j -0.00237612+0.00427463j 0.00202818+0.00102718j 0.00391723-0.000715373j 0.000587295+0.00251494j 0.000245122-0.00537144j -0.00587602+0.000197645j 0.00171899-0.0033157j -0.00297431+0.00690588j -0.00596921-0.00216616j 0.00548386-0.00171945j 0.00264665+0.0034316j 0.00528863+0.00320344j -0.00443803+0.00212229j -0.00377645-0.00123194j 0.00123403+0.00222343j -0.0057325+0.00235842j -0.00229533-0.00201264j -0.00288165-0.00121973j -0.00179798-0.00426055j -0.0173609-0.00756269j -0.00928549+0.0158382j 
-0.00228287+0.00191133j -0.000503489-0.000437447j -0.00279166-0.00138343j -0.00137571+0.000215427j -2.08294e-06-0.000168712j 0.000795098+0.00063554j 0.00245502+0.00059463j 0.00181611-0.00231901j 2.0649e-05-0.000421636j 0.00153008-9.83262e-05j -0.000480467-0.00152893j 0.00165642+0.000701743j 0.000331611+0.000165826j -0.00151822-0.000692259j -0.00199367+0.00683957j 0.00218878-0.00440304j -7.37205e-05-0.00264997j 0.00148862-0.00526196j 0.00212865-0.001175j 0.0038575-0.00175315j 0.00158626-0.00341966j 0.000303735+0.000146783j -0.00257233+0.00130608j -0.000504601+0.0086j 0.00473394+0.00236831j 0.00411819+0.0074214j -0.00201311-0.00434192j -0.0015145+0.00380515j 0.000426452-0.00585054j -0.00267104+0.00417707j 0.00309438-0.00196958j 0.000152046+0.00146166j 5.40856e-05+0.00343656j 0.000560025+0.00079268j -0.00372559-0.00309608j 0.00168908+0.00743978j -0.00155525-0.000325676j -0.00537878+0.000117314j 0.00325468-0.000766845j 0.000384699+0.0020739j -0.00359696-0.0058591j 0.00216325-0.000530364j 0.00189637+0.00103795j -0.000379227-0.000461299j -0.00248516-4.95798e-05j -0.00406645+0.000791415j 7.89454e-05-0.000410097j 0.00297034+0.00219154j 0.000742983+0.000464843j 0.000647502+0.0024002j 0.00411056-0.000771047j -0.0015371+0.000397797j -0.00191719+0.0011687j 5.2254e-05-6.91503e-05j 0.00260339-0.00281474j 0.00180661-0.00114488j -0.0004962-0.0010444j -0.00406012-0.0010524j -0.000168291-0.00244197j -0.00434997-0.000188959j -0.00174142+0.00203974j 0.00179609+0.000752851j 0.00239951+0.00126968j -0.000374697-0.00184731j 0.00129476+0.00124025j 0.00510552-0.000644037j 0.00111972-0.00113668j -0.00172003+0.000828856j -0.000385729+0.00044155j -0.000329795+0.00136187j -0.0039425-0.00175719j -0.000255206-0.00146307j 
-0.00376858+0.000304307j 8.7371e-05-0.000920646j -0.000367894+8.23364e-05j 0.000798419+3.07724e-05j 0.00285097+0.00300537j 0.000308632+0.000431484j -0.00151211-0.00363104j 0.000862556+0.00172178j 0.00114161+0.00179967j -0.00351626-0.0088653j 0.00240318+0.00135208j -0.00142761-0.000989402j -0.00138946+0.00524914j -0.00254998-0.00185876j -0.00130207+0.00248833j -0.00117055+0.00398983j -0.00523224-0.00402106j 0.0024733-0.00361883j -0.00356276+0.00834101j -0.00360591-0.00506191j -0.00371452+0.00399793j 0.0036625+0.00167484j -0.00356186-0.00537167j 0.00186152-0.00314911j -0.00185494+0.00252029j -0.00295752+0.000773019j 5.56314e-05-0.000822974j -0.00458497+0.00223632j 0.000422325-0.0022767j 0.00210418+0.00508318j -0.00162733+0.000691717j 0.00118981-0.00492615j -0.000520798+0.00367553j -0.000769317+0.000715645j 0.00171924+0.00633795j 0.00134329-0.000600292j 0.0047581+0.00445742j -0.00132261+0.000692906j 0.00407468+0.00397911j 2.16232e-05-0.000842422j 0.0044479-4.32234e-05j -0.00386009+0.00821343j 0.00164927+0.00119565j -0.00181854+0.00191678j 0.000351394+0.00243735j 0.00112066-0.00256324j -0.00386488-0.000875957j 0.0029842-0.000465386j -0.00125727+0.00469097j -0.00130725-0.00520528j 0.0027516+0.0045142j -0.00223028-0.000507189j -0.000922693-5.27104e-05j -0.00133803-0.00416577j -0.00114624-0.000133144j 0.00398931+0.000581477j -0.00201689+0.00250304j -0.00140223-0.00342639j 0.00107548-0.0008293j -8.74328e-05-0.00316427j -0.00182288+2.15707e-07j -0.00139652-0.000400711j 0.00107923-0.00225231j 0.0021924-0.000525796j -0.000689168+0.00140994j 0.00142888+0.000991418j -0.00186716-0.00101235j -0.000467324-0.000500799j -0.00155727+0.00210271j -0.00322074+0.00117635j -0.000888285-0.00177283j 0.00180301-0.00190557j 
0.00306145-0.00243987j 0.00353159-0.00258461j 0.00140924+0.000231305j -0.00268274+0.00205298j -0.00116208+0.00166679j -0.00467655-8.13809e-05j 0.00418895-0.00509977j 0.0039233+0.00417328j -0.000942779+0.0045841j -0.000536677-0.00470941j 0.000870527+0.000939829j -0.00399739-0.00165192j -0.000723836+0.0011676j 0.00260441-0.00386138j -0.00551543+0.00287991j 0.0022702-0.000159182j 0.00544051-0.00412914j 0.00384684-0.00484829j -0.00561985+0.00704073j -0.00314649-0.00474377j -0.000802294-0.000403184j -0.00305185+0.00246165j 0.00338263-0.00436627j -0.00220816-0.00058994j -0.000586022+0.0028206j -0.00231159+0.00486634j 0.00168848-0.00373482j -0.00218031-0.00117472j -0.000883944-0.00227869j -0.00601114+0.00522861j -1.58569e-05+0.00278784j -0.00211307-0.00452282j -0.00226234+0.00384593j 0.00139768-0.0025147j -0.00101962-0.000531255j 6.79875e-05+0.00249847j 0.000640979+0.0024248j 0.00264789-0.00184938j 0.00345469+0.00389351j 0.00191012+0.00217005j 0.00238431-0.00302631j -0.00514241+0.00320939j -0.000953885-9.12269e-05j 0.00543593-0.00162273j 0.00047969+0.00140903j 0.00398131+0.000490585j -0.00345148+0.00146893j -0.00101481+0.000977974j -0.00234309-0.000557074j -0.00126653-0.00366712j -0.000613642+0.00176808j 0.00467565-0.000163077j 0.00185128-0.000890186j 0.00262876+0.00125548j -0.00269124+0.00144235j -0.00362956+0.00279462j -0.00140073+0.00396814j 0.00275954+0.000425817j -0.00357951+0.00142507j 0.000759178-0.00160372j 4.11644e-05+0.000318807j -0.00184178-0.00139425j -0.00571979+0.00250034j -0.00255436+0.0010199j -0.000216919+0.00114091j -0.00183695-0.000607282j -0.00362675+0.00374482j 0.00025537+0.0013961j -0.000662579-0.0011344j 0.00190213-0.000890334j 0.0022781+0.00107969j -0.00269969+0.000968002j 
0.00363899+0.00747487j 0.00476078+0.00382951j 0.00152682+0.00298118j 0.001331+0.00248136j -0.00344103-0.000340803j 0.000428503-0.00456403j 0.00233566+0.00494053j -0.00177522-0.00173414j -0.00030777+0.00529241j 0.00121382-0.00634385j 0.00110099-0.00228105j 0.00142154-0.00696139j 0.000967764+0.00489327j 0.00254163-0.000838371j 0.00354627-0.00659014j -0.00165543+0.0003649j 0.00070697-0.00241434j 0.000404471+0.00297537j 0.00175871-0.00278098j -0.00130989-0.00606413j 0.00240343-0.00348786j -0.00371286-0.00404562j -0.00207946-0.00334715j -0.00151939+0.00154047j -0.00163999-0.00230049j -0.00102862+5.04245e-05j -0.000230376+0.00235129j 0.00212907+0.0011372j -0.00134122-0.00274407j -0.000980676-0.00571663j 0.00037479-0.00359539j -0.00307616-0.000903441j 0.00149973+0.00361484j -0.0017433-0.00207707j -0.00250488-0.000918237j -0.000515482+0.000192058j 0.00120941+0.00381905j 0.00185927+0.00463995j -0.000467459-0.00222726j 0.00106989+0.00144457j 0.00200652+0.00528104j 0.00139923-0.000772114j 0.00301829+0.000866872j 0.00453508+0.00273716j 0.00428966+0.0051981j -0.00270141+0.000262727j -0.000284812-0.00254406j 0.00317575-0.00198383j 0.00174659-0.00112655j 0.000148998+0.0030713j 0.00396922+0.000883588j 0.000201824-0.000166848j -0.000364585+0.00198351j -0.00353338-0.00150846j 0.00141528-0.00287957j -0.000622138-0.0014833j 0.00189388-0.00165027j -0.00231936+0.000531003j -0.000686158-0.00236472j -0.00243032-3.25648e-05j 0.00219351+0.00588795j 0.00239214+8.3518e-05j 0.000269152-0.00159817j 0.00145336+0.000363541j -0.00298098-0.00445285j 0.00472685-0.00200552j 0.000913348-0.00184867j 0.00192305+0.00151813j -0.000685114+0.00302794j 0.00448803+0.00274354j -0.00535744-0.000885411j -0.00213081-0.00434485j 
0.000848888+0.000156123j 0.003361-0.000244828j -0.00051149-0.000507237j -0.00240162+0.00139563j -0.000869468-0.00101348j -0.00125348-0.00114107j 0.0042175+0.00155831j -0.000574845-0.000884023j -7.95392e-05+0.000657395j 0.00278203+0.000282795j 0.000905177-0.000491215j 8.11793e-05+0.00150891j -0.00102489+0.00147869j 0.00342861-0.000165312j -0.00239444-0.00164069j 0.0018772-0.00230169j 0.00413878-0.00194343j 0.00225294+0.00110896j 0.00190535-0.00521507j 0.00426832-0.00210842j 0.00175334-0.00444139j -0.00116542-0.000554492j 0.00101619+0.00329717j -0.00313669+0.00331906j -0.000946157-0.000518991j -0.00384432+0.00116788j 0.0036146-0.00390561j 0.0001549-0.00125691j -0.00143813-0.000731802j -0.00396324-0.00145481j -0.00102926-0.00126879j -0.000776081+0.0022859j -0.0015398-0.000604665j 0.00285585-0.000229914j 0.00452394-0.00925758j -0.00449534+0.00487483j -0.00232457+0.00169051j 0.00303907-0.00290205j -0.00354404+0.00191717j -0.000613822+0.00423535j -0.00185211+0.000860898j -0.00103597-0.00160545j -0.00239601+0.00292094j 0.00307222-0.00148578j 0.000197672-0.000296571j 0.00134952+0.000840061j 1.41208e-05-0.00015755j -0.000694124+0.00180652j -0.00161844+0.00125146j 0.00171975+0.000192947j -0.0034834+0.0039034j 0.000183356-6.20709e-05j 4.37316e-05-0.000511002j 0.0010729+0.000293163j -0.00242042+0.00337442j -0.00227429+0.00168657j -0.000967115+0.000229489j 0.000313439-0.000129981j 0.00053777-0.00231727j 0.000976244-0.00364776j 0.00147256-0.000141219j 0.000808147+0.00098584j 0.000576728-0.0021399j -0.000513193+0.00122819j -0.00157054+0.00119062j 0.000648774+0.00371669j -0.00216276+0.000790694j -0.000486334+0.00125235j 0.00145256+0.000684917j -0.000202031+0.00451248j 0.00011394+0.00045025j -0.000163531-0.00268438j 
-0.00157452+0.00143857j 0.00222633+0.005036j -0.00248006-0.00313899j -0.00194376-0.00480486j 0.00132199+0.00211364j 0.000438976-0.00341264j 0.000366136+0.0036837j -0.00185163+0.00273041j -0.00171648-0.000863774j 0.00429814+0.00070319j -0.00127596-0.00271076j 0.0056676-0.000871794j 0.00250601+0.00368893j 0.00468246-0.000126328j -0.000886349+0.00478767j 0.00224075-0.000455415j 0.00626383+0.000923646j 0.00351886+0.00186701j 0.0012608-0.00459827j 0.00302596-0.00346308j 0.00420074-0.00102816j -0.00171821-0.0055383j 0.00703289+0.00659136j -0.00674292-0.00208328j -0.0026148+0.00310499j -0.0116938+0.00183063j 0.00319078+0.000156518j -0.00250213-0.00230479j 0.00400827-0.003504j -0.000370169+0.000142922j -0.000159161+0.0019172j 0.00035504+0.000542169j -0.00640796-0.00336415j 0.00538916+0.00135674j 0.000774739-0.00648258j -0.00701299-0.00262101j -0.000542575-0.000986799j 0.00166284+8.03849e-05j 0.00224784+0.000237144j 0.000752904+0.00583491j 0.000818099-0.0017853j 0.00292335-0.000601425j 0.000294723-0.000619871j 0.00393952+0.00421274j -0.00260994-0.00129345j -0.00171379+0.00187581j 0.00253139+0.000942508j 0.00287526+0.0040506j 0.00291801-1.51189e-05j -0.00208674-0.00544761j 0.0039861+0.00103675j -0.00420235+0.000214057j -0.000548781+0.00148917j 0.00123534+0.00205804j -0.00172473-0.00143892j -0.00107241-0.00291041j 0.00157126+0.00201003j -0.00380654-0.00070124j 0.00232657-0.00149974j -0.00253698-0.00269308j -0.0033412+0.00151501j 0.00192452-2.07911e-05j -0.00150595-7.89964e-06j 0.00271386-0.00311977j -0.00428046+0.00405896j 0.00222335+0.00331882j -0.00306936-0.003321j -0.0034271+0.00174896j 0.00243212-0.00264553j -0.00251551+0.00344367j -0.00419174-0.00392268j 0.00191093-0.00204856j 
0.000140391+0.000597217j 0.000814273-0.000582254j -0.000490228+0.000174472j 0.000377592+0.00174149j 0.000805542-0.00136894j 0.000441163+0.00090492j 0.0018524+0.00179053j -0.00179959-0.00463146j 0.00303831-0.00134102j -0.00208058+0.000884821j 0.00083869-0.00151753j -0.00159381+0.00137995j -0.000975405+0.0010277j -0.000997472+0.00134592j 0.00109438-0.00165357j -6.78663e-05-0.00131716j -0.00279554-0.000415482j -0.000470837+0.00212404j 0.00247389-0.00466839j 0.000977146+0.000622309j -0.000711761-0.000490667j 0.00184033+0.000293145j -0.00489599+0.00363425j 0.00317447+0.00381775j -0.000400478-0.00191291j 0.00120886-0.00142024j 0.00163965-0.00127687j 0.00200101+0.00244394j -0.00403192-0.000532735j 0.00132583+1.96845e-06j -0.00230013-0.00171342j 0.000996609+0.00344957j 0.00300219-0.00102193j 8.84193e-06+0.00125367j 0.00575324-0.00310437j -0.00103415+0.00364762j 0.000528403+0.00213454j 0.00293873+0.000581356j -0.00505342-0.000604437j -0.000762121+0.000254202j -0.0020029+0.00144422j 0.000683251+0.00117364j -0.0020265+0.00171467j -0.000898966-0.00110825j 0.00303146+0.000452499j 0.00158305+8.52217e-06j -8.27424e-05+0.000299121j -8.91788e-05-0.00161053j -0.00183583+0.00263773j 0.00260818+0.00106445j -0.0035971+0.0022725j -0.000640532+0.00100326j -0.000112667-0.000117566j -0.00158107-0.00225381j -0.00313011+0.00245772j 0.000314678+0.00039234j 0.000169276-0.000302565j -2.36449e-05-0.000178078j 0.000561963-0.00168739j 0.000873928-0.00166074j 0.00412213-0.00176417j 0.000210673+0.00149429j 0.00496227-0.00416694j -0.000201054+0.00143642j -0.00100694+5.14542e-05j -0.00103451+0.000916912j 0.00086491-0.000283978j 0.000742448-1.19352e-05j 0.00184203+0.00312017j -0.00156418+0.00328533j 2.00721e-05+0.00213134j 0.000570816-0.00181108j 
0.00174852-0.000353323j -0.000335238-0.00194375j 0.00323923-0.00146921j -0.000492201-0.00186826j -0.000392233+0.000669703j -0.000114857+0.000515183j 0.00287623+0.00420889j 0.000501159-0.00236536j -0.000493617-0.00342747j -0.00270064+5.15954e-05j -0.00256501-0.00417656j -0.00203337-0.0042381j 0.00286565-0.00218042j -0.00159885-0.0039078j -0.00398156-0.00254875j 0.00503512-9.33232e-05j -0.000488316-0.00338298j 0.00523267+0.00333759j -0.00810967-0.00802454j 0.00116929+0.00522372j 0.00173461-0.00116114j -0.00552861+0.000516882j 0.00187905-0.00133615j -0.00221003+0.00672081j -0.000552273+0.00518225j -0.00311848+0.0110415j 3.14878e-06-0.00143665j 0.00137432+0.00245474j -0.0018701-0.00255925j -0.00210592-0.00101987j 0.00482888+0.00171606j 0.0047626+0.00431246j -0.00739558-0.000344211j -0.000709389-0.00148297j -0.000478536-0.00161057j -0.000341021+0.00505314j 0.0022664-0.00212643j 0.00365019-0.00314088j -0.00414294-0.00219343j -0.00394144-0.00331758j 0.00526692-0.00330586j -0.00143027-0.00129863j 0.00384413+0.000296595j 0.00027098-0.00336376j -0.00318906-0.00397638j 0.00262754-0.002169j -0.000906031-0.00130011j -0.00172802-0.00158677j -0.00117982-0.00118951j -0.00224035+0.00289547j 0.00155716-0.00191766j 0.00452372+0.000176273j -0.000181083-0.00119972j -0.00487221+0.000139519j 0.00226367+0.00123842j 0.00226416+0.000888394j -0.00157486-0.00202264j -0.00133345-0.00107888j 0.000300678-0.000219916j 0.000221345-0.000534005j -0.001649+0.000783255j -0.00560748-5.68118e-05j -0.00130418+0.00160005j -1.01307e-07-0.00103726j 0.00278313+0.00110293j 0.00026229+0.000213111j 0.00068246+0.000635624j 0.00165244-0.00201426j -0.000646407+0.00108315j 0.000389052-0.00137059j 0.00245773+0.000111973j -0.00158815-0.000756264j 
-0.000938164+0.000801653j -0.00234197-0.00256515j 0.000641642+0.00411912j -0.000171463+0.00309488j 0.00118834-0.00293837j 0.00104408+0.0026224j -0.00631936-0.000170763j 0.00580599+2.95424e-06j 0.00129633-0.00275191j -0.000437839-0.00450955j 0.00287885+0.00044113j 0.00106127-0.00491151j 0.000352744-0.00207319j -0.00107299-0.00407473j 0.00347094+0.000330326j 0.00218229+0.00371858j 0.00010055-0.00355974j -0.00329211+0.0016117j 0.0106491-0.00105744j 0.00038888+0.00433378j 0.00218259+0.0011722j 0.00257609-0.00199194j -0.00159947-0.00775244j -0.0076748+0.00268064j 0.000518412+0.00198446j -0.00114241+0.00604855j -1.75802e-05-0.00134656j -0.00511241+0.00482807j 0.00102319-0.00109121j -0.000235531-0.000324887j 0.00129587+0.000985526j -0.00471049+0.00207245j 0.00240064+0.00204855j -0.00149981-0.00318425j 0.000771218+7.83089e-05j -0.00747442+0.0035346j -0.00321799-0.000356306j -0.00729513+0.000171127j -0.000479543-0.003019j 0.00197877-0.00458346j 0.0014044+0.000582788j 0.00400117-0.000560961j -0.00195198+0.00650879j -0.00186273-0.00451921j 0.000422018+0.00100941j -0.00111031+0.00289452j 0.000920571-0.000985016j -0.00181401-0.0011463j -0.00102307+0.000507796j -0.00766394+0.00245496j 7.65205e-05+0.00132924j -0.000434741+0.00279948j -0.000801248-0.000339316j 0.00279017-0.00675356j 0.00410964+0.00244485j 0.00192365+0.00290732j 0.00241422-0.000788002j 0.00266287-0.00210775j 0.00310849-0.00273033j -0.00165161+0.00221517j 0.000522026-0.00181405j -0.001253-0.00285244j 0.00244516+0.000190376j -0.00158419-0.000404939j 0.00451679+0.00605637j 0.00153404+0.00174534j 0.000681676+0.00322689j 0.00454115+0.00256234j -0.00400638-0.00231285j 0.00280192+0.00281906j -0.000183674+0.00269081j -0.00104813-0.000398986j 
-0.00250248+0.0015618j -0.000157525+0.00312816j 0.000193913+0.000580604j 0.00149053-0.000794424j -0.00280104-0.00476556j 0.00209227-0.000550233j 0.0013482+0.00226265j -0.000933163+0.00220349j -0.00476634+0.000674326j 0.000351209+0.00293112j 0.00137721+0.00487983j -0.00172161+0.00443486j -0.00273018-0.000491957j -0.00131435+0.00456228j -0.00381196-0.00321589j 0.00338806+0.00125974j 0.000104813+0.00489261j 0.00234693-0.00325752j 0.00206964+0.00578207j 0.00587593+0.000111619j 0.0051934+0.00256011j 0.000628126+0.000872585j -0.00968911-0.00250138j -0.00183845-0.00222675j 0.00504724-0.00152651j 0.00680569-0.00200945j 5.7073e-05-0.00322065j 0.00303154+0.00048231j 0.00436765+0.00234324j -0.00449143-0.00465309j 0.00317636-0.0015229j -0.00266428-0.00580998j 0.00337933+0.00184891j -0.0011774+0.00295746j 0.00282462-0.00239675j -0.00114151+0.00204917j -0.00216292-0.00155685j -0.00251552-0.000844007j 0.00345353+0.00618641j -0.00682916+0.00200876j 0.000305022-0.0018546j 9.10132e-05-0.00018472j 0.000508226+0.00159099j -0.000700604+0.00523368j 6.05636e-05+0.000429247j -0.00552721-0.00353267j -0.00399417-0.00208006j -0.00137276+0.00419629j 0.00228906+0.00218304j 0.00254111+0.0034727j 0.000585305+0.0040484j 0.000259384+0.00015835j -0.00200265-0.000760034j -0.00477242+0.00137863j 0.00480887-0.000756919j -0.00042124-0.000812213j -0.000558012-0.00111464j -0.00415676-0.00245369j -0.00241679-0.0023876j -0.000512295-0.00318673j -0.00538228+0.000212197j 0.00173957+0.00238573j -0.000989952-0.00246376j 0.000917716-0.000176008j 0.00382315-0.0042905j 0.00499323+0.00172778j 0.0032632-7.41977e-05j -0.00281721-0.00241486j -0.00200241+0.000749998j 0.00104186+0.000103709j -0.0002228-0.00367906j 0.00239822-0.000971805j 
-0.00376216+0.000604448j 7.70895e-05+0.00279107j -0.00255215-0.000886164j -0.000808987-0.000663012j -0.000709482+0.000628331j 0.00160187-0.00316801j 0.000764012-0.000304157j -0.00228084+0.00229025j -0.00299515+0.00568905j 0.00484949-0.00255915j -0.00239566+0.00494421j 0.00300753+0.00185728j -0.00386816-0.00188074j -0.0016399-0.0016587j 0.00258423+0.00522111j -0.00644638-0.00391989j -0.000541266-0.00758123j 0.00274554-0.00363348j -0.0061423-0.00102736j 0.00173537-0.00593351j -0.00167185-0.0052557j 0.0036451+0.00295353j 0.00514422-0.005333j 0.00233457+0.00209935j -0.00180267-0.00176719j 0.000840051+0.00184501j -0.00136241-0.000799624j 0.00054355-0.000683339j -0.00232811-0.00368508j 0.00671999-0.000821734j 0.000527407-0.00121405j 0.00442571-0.00375707j -0.00384689+0.00397284j -0.000379991-0.00140815j -0.00455237+0.00168393j 0.00254309+0.00445821j -0.00169209+0.00205008j -0.000140527+0.00117125j -0.00363616+0.00355919j 0.000615254+0.00156774j -0.00334208+0.000425017j -0.00253715-0.00486867j -0.00254647+0.00216841j 0.000501509+0.00300742j -0.00175272+0.00320805j 0.00273584-0.000741934j 0.00417842-0.00375441j 0.00281749+0.0056082j -0.0023778-0.00217151j 0.00230942+0.00135064j -0.00289468+0.00389693j 0.00348904-0.000539118j -0.000786999+0.00127877j 0.00289961-0.00142237j -0.00156545-0.0032479j 0.000595064+0.00179454j 0.00148955-0.00347437j 0.00128998-0.0018251j 0.00147022-0.00249632j 0.00168934+4.35689e-05j -0.00224633-0.00083133j -0.000196502+0.00229124j 0.00360454+0.00166207j -0.000500848-0.00127903j 0.000572755+0.000474981j -0.000755634+0.00379258j 0.00259069-0.00536567j 0.000111956-0.00047128j -0.00257121-0.00234559j -0.00280123-0.000543535j 0.00109656-0.00440947j 0.00417057-0.00166754j 
0.00133075-0.00154593j 0.000904402+0.00209175j -0.000731843-0.0015538j 0.000561218-0.00312906j 0.00235959-0.00132965j -0.00317029-0.00114267j 0.00149046+0.00344031j -0.00155647-0.000922709j 6.58448e-05-0.00221602j -0.00393498+0.00246747j -0.00116977+0.0008058j -0.00576239+0.000702524j -0.000128287-0.00259152j -0.00169526+0.0026189j -0.00198554+0.000564483j 0.00193426-0.00035827j 0.00016401+0.00262227j 0.00176373-0.00170911j 0.000148517-0.000988252j -0.00178913+0.00127113j 0.000142042+0.000525382j -0.000772782-0.000418472j -0.00542113-0.00131055j -8.85593e-06+0.00257556j 0.00121196+0.0042559j 0.00266633+0.00300057j 0.00513623+0.000854155j 0.00149521+0.00313685j 2.52165e-05-0.00165808j -0.00160604-0.00018472j -0.00316172+0.0012153j -0.000610966+0.00107556j 0.00449902-0.000357253j 0.000131319+0.0036164j 0.00616292+0.00555443j -0.00579457+0.00372229j -0.00129456+0.000120194j 0.00426597+0.00491957j -0.00029032+0.00246803j -0.0017842-0.00228371j -0.00137222-0.00822188j -0.00107478-0.00350448j -0.00179018-0.00237308j 0.000175736+0.00162975j 0.00332189-0.00225803j 0.00241289+0.0021938j -0.00148879-0.000519703j 0.0017253+0.000344866j -0.00123561-0.000988192j 0.0042574+0.00385422j -0.00284106-0.00361853j -0.00437078+0.00193658j 0.00274661+0.00137075j -0.00144213-0.000441022j -0.00786308-0.00332495j -0.00298881-0.00213874j -3.49319e-05-0.00304709j -0.00380462-0.00100156j -0.00361156-0.00120066j 0.00316165+0.0025201j 0.00243686-0.00361269j 0.000431799+0.000423388j 0.00357286-0.00246865j -0.000292972-0.00116623j 0.000564502+0.00155406j -0.00196116-0.000786401j -0.00214766-0.0024731j -0.00134088-0.00266584j 0.00186278+0.000372873j -0.00177549-0.00200678j -0.00103959+0.00168135j 0.000593355+0.00233034j 
-0.000838511+0.000752776j 0.00154067+0.000377829j 0.000121742-0.000377246j -0.00154467+0.00174042j 0.000465255+0.00130252j -9.05838e-05-0.000835539j -0.00126175+0.00124782j 0.000209466-0.00222744j -0.00119552+0.00326392j -0.000547258-0.000927639j -3.46185e-05-0.00176424j -0.000837066-0.00262819j -0.000594185+0.000283794j -0.000219047-0.000532353j 0.00794982-0.0023351j -5.22077e-06-0.0014413j -0.00112393-0.00193122j -0.00143584+0.00214028j -0.000207825-0.00212548j 0.000393529-0.00192031j -0.000425685-0.00320161j -0.00352586-0.00198051j 0.00109189-0.00331936j 0.00147271+0.00102608j 0.0036088+0.000225913j 0.00316611+0.00122556j 3.25967e-05+0.00319471j 0.0015255-0.000820443j -0.00365812+0.00326485j 0.00216455-0.00174193j 0.00176116-0.0021421j 0.000322475+0.00158786j -0.00109641+0.0022428j -0.000802565-0.00327989j 0.00110696-0.000754734j 0.000549606-0.00302481j -0.0011301+0.00173181j 0.00161148+0.00174409j 0.000117888-0.0040583j 0.000503885+0.00157111j -0.00456111+0.00298793j -0.00238872-0.00027148j 0.00214009-0.00204139j -0.000305111-0.0028808j -0.00207462+0.00393183j 0.00268572+0.000127702j 0.000220611+0.00126446j 0.00305811-0.00188848j -0.00152435+0.000136894j -0.000804667+0.0014684j -0.000836171-0.00249556j -0.00245059-0.00344702j 0.000867251+0.000513523j 0.000437635-0.00153449j -0.00221991+0.000914543j -5.20234e-05-0.00126373j 0.000363917+0.00261189j -0.00156648+0.00198623j 0.000772148+0.000532264j 0.00165871+0.000244065j 0.000761849+0.00496666j -0.00075834+0.00198569j 0.00240096+0.00241201j -0.000294694+0.00184442j 0.00214121-0.0021273j 0.00137497-0.000571368j -0.00181201+0.00295441j 0.000595916+0.000623015j -0.00193315+0.00240323j -0.000811992+0.00113923j -0.00170494+0.00100034j 0.00136337+5.19511e-05j 
