0.0095312+0.0100851j -0.00175226-0.00682992j -0.0263543+0.000359286j -0.0116141-0.000548169j 8.05732e-05-0.00737234j 0.0485555-0.00096915j 0.00775609+0.0250444j 0.025325-0.00731439j -0.00267531+0.00244451j -0.0128184-0.00943274j 0.000435009+0.0209805j -0.0102632-0.00797167j 0.0272542+0.0318549j -0.0149099+0.0519022j -0.0111087-0.00120808j 0.00457191+0.0105387j 0.0165821+0.00134296j 0.0214195+0.0094427j -0.0161989-0.00190645j 0.0228952-0.00143479j 0.00645493-0.0097979j 0.010994-0.00276869j -0.00768347-0.00319125j 0.0102783+0.00292192j 0.0136022-0.0105379j -0.0114736-0.00157234j -0.00551158-0.0137036j 5.71801e-06-0.00118865j -0.00191825+0.00156478j 0.00329769+0.0023772j 0.0103455-0.00211661j 0.0234149+0.00733455j 0.0302228+0.00236509j 0.0123385-0.00271348j 0.0218082-0.0091411j 0.000252368-0.0108788j -0.0391954-0.0172913j 0.00591561-0.00757939j 0.000397868+0.012171j -0.0170804-0.0172927j -0.00322423-0.00234779j 0.0032276-0.0139902j 0.0566774-0.0057592j 0.00812638-0.0450161j -0.0281871-0.00583685j 0.0442308-0.00495662j 0.0165765+0.00708643j -0.0159019-0.00049564j -0.0249931-0.00246181j 0.0187843+0.00264462j -0.0142723-0.000554743j 0.00466865+0.00275812j -0.00165+0.000684173j -0.0278349+0.00133507j -0.0075082+0.0119064j 0.0092921-0.00364217j -0.00358946+0.00180179j -0.000832842+0.00302751j 0.014036-0.00296395j 0.0139072-0.00245349j -0.0197996+0.00253131j 0.0111502-0.00622138j 0.00165113-0.000114302j -0.0736359-0.00580973j 0.0162417+0.000560718j -0.00945061+0.000577366j -0.0696158+0.00207264j 0.122768-0.00121598j -0.0503519-0.00506609j 
0.00252192+0.000225595j -0.00784377+0.00159702j -0.00192987+0.00229257j -0.0100178+0.0139118j -0.00409738-0.0143498j 0.00661865+0.0242601j 0.0100419-0.00186752j -0.000273422+0.00526828j -0.00171241+0.0624178j -0.0024007+0.0119293j 0.01192-0.0145585j -0.010425+0.0139233j 0.00136552+0.0113015j -0.00140247+0.00736997j -0.011048+0.00108664j -0.00783914+0.0228685j 0.0187077+1.28311e-05j -0.00159491-0.000682959j -0.00225301-0.0161679j -0.00775628-0.00603731j 0.0113816+0.00848466j 0.0365113-0.0119553j -0.0100133+0.0151573j -0.0370253+0.0112385j 0.0445413+0.00333677j 0.0037601+0.0059625j -0.021198-0.00364285j -0.0219995-0.0133118j -0.0287216+0.0116243j 0.0134691+0.0198203j 0.00299168+0.0174925j 0.0122109-0.000191171j 0.0479985+0.00653811j 0.0191287-0.00708582j -0.053994+0.00387965j -0.000318241-0.0174369j 0.00963105+0.00352932j 0.0410334-0.00375656j 0.059707-0.000791922j 0.0552801+0.0156134j 0.0335479+0.0009828j -0.0239154+0.000710633j -0.0151061-0.00626665j 0.00596102-0.0070579j 0.0283944+0.0123278j -0.0177567+0.00533931j -0.00965699+0.00205696j -0.00463385+0.000741706j -0.000985669-0.00633903j -0.00891462-0.000329909j -0.0136835+0.000656432j -0.00414769+0.00356554j -0.00165122+0.000380392j 0.0022626-0.00301872j -0.0156549+0.00130029j 0.0302415-0.000352146j -0.00259495+0.000827667j -0.0573225-0.000344145j -0.0357969-0.00242267j -0.0090211-0.00110752j 0.0195832+0.00243856j -0.00836191+0.00288369j 0.0379201+0.00163149j 0.000226372-0.00228487j -0.0116236-0.000616308j -0.000500808+0.0011257j -0.00915058+0.000485586j 0.0234236+0.000164991j 0.0321502-0.000176675j 
0.0110803-0.00353844j -0.00317169-0.00691423j 0.00642327+0.0178392j -0.00652074+0.0192009j 0.00154712+0.0182598j -0.00366711+0.00254983j 0.0159342+0.0132556j -0.00742922-0.0147555j 0.000709412-0.0233768j 0.0141305-0.0343772j -0.00174673-0.00855878j 0.0001381-0.0361778j 0.00272152+0.0233335j 0.00482824-0.0390329j 0.0054499+0.000387498j 0.0158446+0.0176943j 0.0164142+0.00928584j -0.0106901-0.0155739j 0.048589+0.00773761j -0.00979029-0.000969157j 0.0322838+0.000685997j -0.00508236-0.00746692j -0.00986385-0.00976832j -0.0475073+0.00600193j 0.0284048-0.0147397j 0.00735856-0.00159001j -0.00827907-0.00305924j -0.0225084+0.0066861j -0.028835-8.10892e-05j -0.00987456-0.00274991j 0.0329989+0.0100186j 0.000847498+0.00488224j -0.00835483+0.017765j -0.0123138-0.0129793j -0.00614887-0.0140501j 0.00671067-0.0104007j -0.015494-0.00362494j 0.0181957-0.0146676j -0.00418137-0.00603031j -0.00750751+0.00487799j 0.0228148-8.78901e-05j -0.0345022-0.000683308j 0.0156184-0.00870658j 0.00677398-0.00979298j -0.00741255+0.0136604j 0.0301559+0.00284553j -0.0284738+0.0147128j 0.00359951-0.00174081j 0.0114946+0.00206518j 0.0249495-0.00145158j 0.00999453-0.00147692j -0.00840724-0.0073212j -0.000303048+0.00157691j 0.0196445+0.00339847j -0.0242993-0.00743257j 0.0491252+0.00117086j -0.045851+0.00181585j 0.0545849+0.00547529j -0.0293786+0.00345667j 0.000229737-0.00280114j 0.0430022+0.00468462j -0.00235364+0.00271382j 0.035436-0.00288671j -0.0427163-6.35696e-05j 0.00292454+0.000554561j -0.00322883-0.00193953j -0.0209236-0.00343536j -0.0386467-0.000752928j 0.0383949+0.000430419j 
0.00689109-0.000832929j -0.00195177-0.00222664j 0.00371183+0.00400213j 0.00908705-0.0129029j 0.00614878-0.0162846j -0.00512351-0.0303813j -7.17648e-05-0.005305j -0.00428066+0.0804336j -0.0014614-0.0114227j -0.00196925+0.0445676j -0.00426392+0.05207j 0.00349067+0.00415834j 0.00272508+0.0146378j -0.0019981-0.0228057j 0.0103677+0.00422105j 0.0138883-0.0124611j -0.00410544-0.000443666j 0.00714872+0.011972j -0.00342228+0.0202026j -0.0238144-0.0193991j 0.0200312-0.00814161j 0.0165202+0.0194597j 0.0233005+0.00350886j -0.00826246-0.0058543j 0.000321501+0.00386691j 0.0192164+0.0179252j -0.000415985-0.011336j 0.00941311-0.00924934j -0.0253576+0.0310463j -0.00444312-0.00216333j 0.0125276+0.0206384j -0.0245508+0.00303503j -0.00360474-0.000116452j -0.0306832-0.00609411j 0.00591886+0.00181842j -0.00346767-0.00596627j -0.0159873-0.0122122j 0.00567443-0.0120974j -0.0241882-0.00536606j -0.0436794+0.00386729j -0.00848987-0.00172903j 0.0233625+0.00286353j -0.00108392-0.00498477j -0.00125597-0.0164407j -0.0352975-0.00148262j 0.0216419+0.00269645j -0.0108758+0.0085164j 0.000171644+0.00461686j 0.00309401+0.00434406j -0.0101928-0.00280207j 0.00206709-0.00262695j -0.0224333+0.00378459j 0.0318765+0.000162747j -0.0459707-0.000962258j 0.0229982-0.000254804j 0.0303287-0.000180961j 0.0137051+0.00106498j 0.0126755-0.00249448j 0.0521964-0.00328709j -0.000747642-0.00193516j 0.028497-0.00112765j -0.0108758+0.00298668j 0.00899364-0.00186253j -0.00232895-0.000286214j 0.000787013+0.000107305j -0.0143457+0.00138154j 0.000500955-0.000150102j -0.0238757-0.000561929j -0.000327511-0.000212466j 
-0.00576303+0.0116597j -0.00175535+0.00254908j 0.00500278-0.00573432j -0.00802232-0.021197j -0.0031111+0.0321162j -0.00213337-0.0197768j -0.00814678+0.0089851j 0.0035043-0.00300187j -0.0056043+0.0181196j 0.00566701+0.0208771j 0.00590577+0.00534487j 0.00292452-0.0172684j -0.0063394+0.00427095j 0.00157809-0.00609539j -0.00634733-0.00206551j 0.00918071-0.0323901j -0.0156978+0.00248024j 0.00289918+0.00322726j -0.0319946-0.000968886j 0.0257566+0.0236533j -0.0217137-0.00952994j 0.013891-0.0149662j -0.0208037+0.00661895j 0.0278462-0.0156675j -0.0119929+0.000557584j 0.00216509-0.00362418j -0.0185346+0.00737378j 0.0266784-0.0048925j 0.0222391+0.0215531j 0.00663033-0.0421048j -0.0273596-0.00252894j 0.0237232+0.00793524j -0.000944346+0.0091265j 0.0139985-0.0475692j 0.00390421-0.00528935j -0.00828787-0.000515256j 0.0509246+0.00280939j -0.0436748+0.00880267j 0.0262054+0.0193096j 0.0163465-0.0101318j -0.00142757+0.000374288j -0.0501467+0.00888673j -0.0195687-0.00322136j 0.026053+0.0151354j -0.0203706-0.00855864j -0.00805174-0.000968999j 0.0162816-0.00243198j 0.000638953+0.00107383j -0.00906049-0.00983833j 0.00685123+0.00167434j -0.0445282-0.00336306j 0.0177976-0.00459766j -0.0262596-0.000988841j -0.038585+0.00114619j -0.0224187-0.00541728j 0.00551364-0.00190485j -0.0146444+2.78359e-05j 0.0500699+0.000212773j -0.0127559-0.000999377j 0.0228262+0.00272487j -0.0187651-0.00462362j -0.0163553-0.000561383j -0.0022928-0.000746325j 0.0193106+0.00201966j -0.00361475-0.000764182j 0.00584419+0.000108811j -0.00251849-0.000632061j -0.00205285+0.000266444j 0.00398608+0.000374497j 
-0.0112197+0.00540043j 0.00321154+0.00256812j -0.0175287+0.010233j -0.0108273-0.0124126j -0.0154332+0.000144541j 0.00465184-0.019917j 0.0109756+0.00980006j -0.00375753+0.0274366j 0.00465579+0.00637882j 0.00347081+0.000850026j 0.0142297+0.00154132j 0.00301838-0.0080355j -0.00705093-0.0129915j 0.00465499+0.0276898j -0.0083667+0.00446529j -0.0112184-0.0177054j 0.0314808-0.00133946j -0.0443627+0.000766229j -0.0212293+0.00256339j 0.0194844-0.000430052j -0.00828728-0.00835631j -0.02142+0.00890076j -0.0289654+0.000410382j 0.00389309-0.0056668j -0.0197788+0.00580035j -0.0092809+0.00413491j 0.0283412+0.00640497j 0.0185863-0.000149525j 0.0367188+0.00706477j 0.00381179+0.0208932j -0.00866141+0.00453084j -0.0052986+0.00520357j -0.0258747-0.0228765j -0.000887662+0.00724292j 0.0367641+0.0159458j 0.00639822+0.00938588j -0.0281725+0.0119753j -0.0640778+0.0160892j -0.0440344+0.00857785j 0.00297884-0.0140839j -0.00465469+0.00432462j -0.00543565+0.00594027j -0.00153963+0.00095364j 0.0168584+0.0214575j -0.0112181+0.00447142j 0.00213403+0.00312019j 0.022077-0.0106057j 0.00560246-0.00111308j -0.0163074+0.00332507j 0.0642118-0.00268516j -0.00637425+0.00410729j -0.0102048+0.000903823j 0.00802948-0.000845878j 0.0151366-0.00318738j -0.0267031-0.00513858j -0.00219041-0.0037052j 0.00748226-0.000422428j -0.0365406-0.0050772j -0.0519309-0.00619106j 0.0157675+0.00298555j 0.0303046-0.00010233j -0.0658895-0.00198445j -0.0103578-0.00322084j 0.00115748-0.000558933j 0.0058269+0.000758784j 0.0012956+0.000213879j -0.0102065-0.00457666j -0.00991884+0.000972355j 0.000804059+0.000506156j 
-0.00711487-0.00233268j -0.000419102+0.00424434j -0.0131725+0.00419512j -0.00371119-0.0375857j -7.53404e-05+0.0121158j 0.0192173-0.0103916j 0.00620465+0.0318404j -0.000169506-0.000868522j 0.00513029-0.0521942j -0.00605283+0.0114142j -0.00461744-0.0223254j -0.00995062+0.0160216j -0.00359341+0.000346128j 4.07329e-05+0.0212169j -0.00797218+0.0133045j -0.0185571-0.0197709j 0.0158182-0.00552581j -0.00043377+0.00689083j -0.0150599+0.00517315j -0.0167975+0.000195455j -0.013838-0.00869376j 0.0788574+0.0123819j 0.0110805-0.00588222j -0.00244417+0.006164j 0.0151838-0.00512069j 0.0212462-0.00406124j -0.0329441+0.0048509j -0.00142897+0.00900813j -0.0304616+0.00632907j 0.0196071-0.00111865j -0.0443233+0.00373634j -0.0251913-0.00546673j 0.0150838+0.00740025j -0.0683393+0.00278793j 0.0426358+0.0035368j 0.0129457+0.00628579j 0.0229816+0.00377978j -0.0443769+0.00919344j -0.00366244-0.0060646j 0.00559752-0.000247447j -0.0206116+0.0120812j -0.00613688+0.00704672j 0.00461071+0.00713821j -0.00814685+0.00582017j -0.00358133+0.000604206j 0.00832594+8.37304e-05j 0.00263775-0.00209329j -0.000572756-0.00547021j 0.0111066+0.00511659j -0.0142925+0.0017079j -0.00545694+0.001298j 0.00787176+0.00148801j -0.0153185-0.00211765j 0.00614861-0.00264717j -0.0010598+0.000842871j -0.00693736-0.000584386j -0.0260181-0.000728014j -0.0493597-0.000701018j -0.00595302+3.46643e-06j -0.0186871-0.00117582j -0.00143742-0.00286553j -0.00667538-0.00251512j 0.00132914+0.00155662j 0.0104537+0.000972542j -0.0124983-3.18651e-05j 0.00246182-0.000116195j -0.00149499+0.000731488j 0.0165488+0.000265179j -0.000726784+0.000240014j 
-0.00335843+0.00731918j -0.00436647+0.00751448j 0.0148107-0.00590593j 0.00403985-0.00629958j 0.00767584+0.00877485j -0.0362349-0.0080481j -0.0101463-0.022193j 0.00285992-0.0105983j -0.00491426+0.0145841j -0.0044231-0.00865738j 0.00627321+0.00945487j -0.000457224-0.0107856j -0.0150478-0.0111042j 0.0114443+0.00130974j 0.0230068+0.0055875j 0.00439261-0.0107421j -0.0170061-0.0116928j -0.00626398+0.00289411j -0.0696756-0.00535993j -0.0281392+0.0138033j 0.0188361+0.00108288j -0.00263668-0.0131242j 0.00783413+0.0226627j 0.0360205-0.0092136j 0.0570388-0.00704719j -0.0451505+0.00483034j 0.102885+0.0022452j 0.00761395-0.0280513j 0.0401622-0.00200785j 0.0207827+0.011245j -0.00954052-0.00878608j 0.0322541-0.0182222j 0.0376093+0.00321705j 0.0378176+0.00351766j -0.087915+0.000615764j -0.0453523+0.014095j -0.0349807-0.0112021j -0.0187706-0.0145016j 0.0418726+0.0132878j -0.0209252-0.00537471j -0.0456744+0.0136306j 0.0204626-0.0169883j 0.0224657-0.00462476j 0.0093228-0.0106547j 0.00706383-0.0107351j -0.00597615+0.00575981j -0.0040564-0.00772995j -0.0104304-0.0012839j -0.0256168-0.00960846j 0.0114129+0.0040794j 0.00969712-0.00126813j 0.0184935+0.00230306j -0.0194121+0.000124078j -0.0352909+0.00236727j 0.0322908+0.00859152j 0.0369339-0.000177317j 0.00613969+0.00462224j 0.0081074+0.000949377j 0.00930752-0.00213738j 0.0167372-0.00331753j -0.00886444-5.47056e-05j -0.00776416+0.00308908j -0.026595-0.00538814j -0.0128477+0.00213694j 0.0140401+0.000204763j 0.00229615-0.000276697j 0.00639891+0.000370312j -0.0151747-0.000472275j -0.005851-0.001051j 
0.00133175-0.00399818j 0.00105916-0.00276102j 0.00193002-0.00409262j 0.00098072+0.0239434j -0.011462+0.019899j -0.00759575+0.00407875j 0.00807843+0.0170927j -0.00618961-0.00647321j 0.00297933+0.0201178j -0.0068541-0.0278588j -0.00485494-0.0275629j 0.00185251-0.00131135j 5.51776e-05-0.0082143j 0.00859582-0.00432895j 0.00873063-0.01104j -0.0162532+0.0127394j 0.0069484-0.00979053j -0.0302602-0.00923233j 0.0136478-0.00536565j -0.0157936-0.00920439j 0.00793283-0.00368997j -0.0230759+0.00757791j 0.0139659-0.00958327j -0.0141304+0.0137274j 0.0268672+0.00639323j -0.0134345+0.000372481j 0.0355353-0.00939191j -0.0130712-0.0069551j -0.0112396+0.0260825j -0.000228444-0.0450266j 0.0251748+0.0116444j -0.00924202-0.0177423j 0.00779424+0.0024939j -0.00443639+0.00611249j -0.014642+0.00295442j 0.0076616-0.00853582j -0.0530335-0.00989185j 0.0181603-0.00248545j -0.0153238+0.00267414j -0.0137526+0.00468252j -0.00867435+0.0106198j 0.0326843-0.00988087j 0.0323194-0.00115714j -0.015806-0.00614271j 0.0207926+0.00318377j 0.0203942+0.001113j -0.0139762+0.00108702j 0.0156638+0.000961935j 0.000885215+0.00690403j 0.00568088-0.00149841j -0.0196584-0.00273381j 0.0361223-0.00249701j -0.0415745-0.00380136j 0.0403653-0.00247067j -0.0147648+0.00243357j -0.0261586+0.00244134j 0.0209146+0.000124569j -0.0386246+0.00231594j 0.00619901+0.000792409j -0.0120033-0.00212364j 0.0181027+0.00133242j -0.0175249-0.000299081j -0.00406755-0.00314126j -0.0205788+0.000787834j 0.0054417-0.000592329j 0.00779356-0.000629888j -0.00310627-0.00153099j -0.0164209-4.92129e-05j 0.00596738-0.000485621j 
-0.00482742-0.00021383j -0.00664787+0.00465482j -0.00793341+0.0293379j -0.0212354-0.0110967j 0.0201489-0.0442621j 0.00738123+0.0120698j -0.0019282-0.0212757j 0.00808648-0.00508913j -0.00841203-0.0313522j 0.0041376-0.0369538j 0.00253224+0.0064866j -0.0061862-0.0175373j -0.0113856-0.00479885j 0.00215207+0.0249479j -0.000282185+0.0226521j 0.0243365+0.012534j 0.023046+0.018091j 0.0147711-0.00290961j -0.0335368+0.00250604j -0.00760171+0.00545432j 0.0184781+0.0106342j -0.025634+0.0062158j -0.039251+0.0237163j -0.00958151+0.00161248j -0.0126044+0.0128855j -0.0128849+0.0141717j -0.00843549-0.00671026j -0.025112-0.0161824j 0.0335627+0.0317475j -0.000135198-0.0256932j -0.0288772+0.0180288j 0.0246353-0.0138305j -0.00720329+0.00644594j 0.0228253+0.0078386j 0.00100207+0.0168743j 0.00230869-2.00153e-05j 0.0160921+0.0188436j -0.0096649-0.00171896j 0.00548679+0.00216093j 0.0277029-0.00276589j -0.0153449-0.00697802j -0.0225248+0.000464953j -0.0329344+0.00328436j 0.0148369+0.0097178j 0.00790164+0.0115052j -0.0217171+0.00407692j 0.00213932-0.00615199j -0.0585684-0.00237725j -0.0165474-0.00735899j 0.0115573+0.000622794j 0.0645102-0.00559055j -0.0202342-0.00095916j 0.0225991-0.0011578j 0.0187192+0.00182411j 0.0093971+0.00209574j 2.07258e-05+0.00395913j 0.00334948+0.00162363j -0.0142403+0.002594j 0.0142728+0.000917604j 0.00638474-0.00471673j 0.00110781+0.00331206j 0.011461-0.000921728j -0.000648315+0.000375495j -0.013862-0.00037672j 0.00607199-0.000139886j -0.0109315-0.000400257j -0.0068368-0.00127266j -0.000320493-5.13564e-05j -0.00487448+0.00100185j 
-0.00388705-0.00293022j 0.00612818-0.0053561j -0.0102648+0.00115926j -0.00455257+0.0246548j -0.0101262-0.0059967j -0.00463771-0.012998j -9.80487e-05-0.0147701j -0.000575884+0.0133575j 0.00220647-0.0392621j -0.0114221-0.0486202j 0.00299062+0.0191667j -0.00317246-0.0282913j -0.00992404-0.0247494j 0.00240012-0.00460803j 0.00127388-0.00877684j -0.0100329-0.000252882j 0.0270646-0.00388924j -0.026148+0.00133794j 0.0170915+0.0112475j -0.0495024-0.00394312j -0.0793426+0.00472458j -0.0120983-0.00461563j 0.0161328-0.0212136j 0.0182544-0.00834935j 0.029578-0.0137257j -0.0737701+0.00320767j 0.0215221-0.000866973j -0.0292761+0.00699878j -0.0175461+0.00620408j 0.0100144+0.0263407j 0.00070596+0.0222723j -0.0168768+0.00202904j 0.0185826+0.00404248j -0.0263004-0.0169421j 0.00727859+0.0103445j -0.00527584+0.00816858j -0.0054184-0.00510593j -0.0225949-0.0059983j -0.011528+0.0176108j -0.0192204-0.00400914j -0.0229065+0.0082076j 0.0174153-0.00362803j -0.00535924+0.00116415j -0.00278556+0.00626677j -0.021687-0.00324394j 0.00473862-0.00750588j -0.00831561-0.00384073j -0.0436225-0.00280582j 0.00884659+0.00776042j -0.0197396-0.00464345j -0.0247454+0.000896766j 0.00921858+0.00116501j -0.0106589+0.00367074j 0.0173205+0.00523943j -0.000985447+0.0011858j 0.00818709-0.000575673j -0.0245985+0.000564735j -0.00597566-0.00031945j -0.00672055-0.00198139j -0.0171196+0.00207933j -0.00597956+0.00175145j -0.0239177-0.000369105j -0.00908839-0.00176508j -0.00470561+0.000159259j -0.00483276+0.000746612j -0.000639945-0.000816311j -0.00509417-0.00161028j -7.81587e-05+0.000569716j -0.00472921-0.000150224j 
0.0114716-0.00844862j 0.0035812-0.00100571j 0.00313054-0.0145856j 0.0338967+0.00842654j -0.00243159-0.045847j 0.00545649+0.0200145j -0.00292925-0.0439592j -0.00917756-0.0381437j 0.00708377-0.0375216j -0.00554132+0.0120179j 0.00265372+0.0236531j 0.00750725+0.0295574j 0.00700657-0.0106365j -0.00563053-0.00510688j 0.00580329-0.00115022j -0.000227873+0.019591j 0.00668557+0.00366967j 0.0372089+0.00550901j 0.0388908-0.00207533j 0.0296957-0.00926722j -0.0239598+0.0174507j 0.0181761+0.00583658j 0.0167882-0.00570028j 0.0104642-0.00338396j -0.0260999+0.00119894j 0.0343052-0.00170989j 0.0524362-0.00752087j 0.0359551+0.0144886j 0.00685129+0.00738273j 0.00203353-0.00328585j 0.0241213+0.0152803j -0.0217959+0.0193286j -0.00752639+0.0128735j 0.0093147-0.0202136j -0.0167299-0.00103883j -0.00584796-0.00329175j 0.00744831-0.00353957j 0.0185294+0.000307389j -0.0109433-0.00207564j 0.00359636+0.00938886j 0.03106-0.0157559j 0.0178517-0.00161935j -0.00106801+0.000944526j -0.0234163-0.0137105j 0.000869361-0.002985j -0.036643-0.00587098j -0.0239481+0.00127819j -0.00274097-0.00229802j 0.0346706+0.00182164j 0.021842-0.00237637j -0.0607276-0.000756956j -0.0215838+0.00248125j 0.0409358+0.00512356j -0.00791947-0.000990686j 0.00431646+0.00144289j -0.0127066-0.00534332j 0.0256042-0.00297422j -0.00935164+0.00384823j -0.0100794+0.00268514j 0.00110504+0.00430276j 0.00108723+0.00234123j 0.0398792-0.00299018j 0.0100819+0.00557889j 0.0152393-0.0033316j -0.00541949-0.000806242j -0.00719969-0.000295871j 0.0164345+0.00486387j 0.0387942-1.37209e-05j -0.0173931-0.000951466j 
0.00156399-0.0112791j 0.00602496+7.07938e-05j -0.00369666+0.0269264j 0.00330502+0.0270144j -0.00528954-0.0266037j 0.0108244+0.00417292j -0.00372498+0.00252786j 0.00521562+0.0605944j 0.00163681+0.016402j -0.0100231-0.0284594j 0.00368586+0.0197722j -0.0062379-0.000223863j -0.00387313-0.018768j 0.0011852+0.0037835j 0.00146799+0.00301974j -0.000787693+0.0184289j 0.012306+0.00819254j 0.0284876-0.00130418j 0.0180046+0.00516932j -0.0231702-0.00894107j -0.0550163+0.00369799j 0.0146071-0.00662107j 0.0152012-0.0103314j 0.0235552+0.000671088j 0.00306699+0.00479512j -0.0360896+0.010506j 0.0312703-0.00119909j -0.0131992+0.0137169j -0.00561923-0.0212527j 0.00725001-0.0275599j 0.00452849-0.0183105j -0.00721956-0.00631624j 0.0185724+0.00508506j -0.00733402+0.0147073j -0.00790591+0.00794981j -0.00954721-0.00693576j 0.033224+0.00165006j -0.00599033-0.0026459j -9.43065e-05-0.00117034j -0.00484144+0.00670842j -0.00670029-8.92436e-05j 0.00279529-0.00454846j -0.0134182+0.00948754j -0.0139743-0.000557076j -0.017991-0.00172192j -0.0258763-0.00766105j -0.0287044+0.000446338j -0.00781152+0.00912343j 0.0356916+0.00107661j 0.0513678-0.00152494j 0.0102867-0.00206934j -0.00993578-0.00342681j 0.0218146-0.0037817j 0.0166627+0.000356383j 0.00917392+0.00862067j -0.0198286-0.00439697j -0.023332-0.0014757j 0.00872223+0.00178463j -0.000320709+0.000938599j -0.0136217+0.000703524j 0.00664813+0.00142911j 0.0366427-0.00300571j -0.00324914+0.00712471j 0.0342594-0.00238106j -0.00981737-0.000159044j -0.00563516+0.00209375j 0.0188272+0.00456546j 0.0542399+0.00018455j -0.0311705-0.000273558j 
0.0193055-0.00728889j 0.00576369-9.66054e-05j -0.0044636-0.000194223j 0.0195762-0.00755757j 0.0204048+0.0370829j -0.00159248-0.00790116j -0.00614016+0.0492223j -0.00369278-0.00773904j 0.00687074-0.014622j -0.00533168-0.0153005j -0.00127082-0.0276516j 0.0100906+0.0130358j 0.000444645-0.000429526j 0.000582966-0.0159915j 0.0215809-0.0015157j 0.00166804-0.00778379j 0.00280648+0.00366837j 0.0398718-0.0105432j 0.0117157+0.00182426j 0.0243109+0.00322336j 0.0111802-0.00591537j 0.0733239+0.0102718j 0.023704+0.00146309j 0.0263374+0.0140576j -0.0267589+0.00276672j 0.0566-0.00454894j 0.0582688-0.00800826j 0.0381571-0.00159055j 0.0128789+0.0174604j 0.0083549+0.00775183j -0.0074561+0.0167556j 0.00628747+0.00349517j 0.0105551-0.0156899j -0.0143412+0.0130784j -0.0141755-0.00616463j -0.0184088-0.00916343j 0.025911+0.0156814j -0.0106373+0.0116046j -0.0197547-0.0123894j -0.0309585+0.00708522j 0.0248547-0.00381346j -0.00696127+0.00183667j 0.0136985+0.00369074j -0.00865889-0.0137806j -0.0190441-0.00621928j -0.0375189+0.00302741j -0.0150976+0.00767961j 0.037049-0.00438444j 0.0135104-0.0033526j -0.00164452+0.00327207j 0.050241-0.000826769j 0.0177701+0.000550163j -0.0218034-0.00122041j 0.039001+0.000792129j 0.0117122+0.0103708j 0.0146545-0.00255518j 0.001431-0.00557259j 0.011283-0.0017659j 0.00996927-0.00155247j -0.0268141+0.00221974j 0.0165279-4.99758e-06j 0.0351181-0.00531293j 0.0322725+0.0102291j 0.0525354-0.00549128j -0.00950294-0.000912824j 0.0102579+0.00142779j 0.0162467+0.00827257j 0.0884748-4.54266e-05j -0.0096055-0.00102753j 
0.0256525-0.00759465j -0.0205489+0.0108457j -0.003106+0.0331642j -0.00536426-0.039739j 0.0137899-0.0106968j -0.00512504+0.00163231j 0.00534444+0.0199553j 0.00894186+0.0208477j -0.00758811-0.0292287j -0.000684461+0.00239399j 0.00190351-0.00693403j 0.00277909+0.0127016j -0.01251+0.00583241j -0.000938349-0.00219397j 0.0323634+0.0282228j 0.0183271-0.00716885j -0.0213171+0.0146771j 0.000977395+0.00247439j -0.0431171+0.0154922j 0.0108128+0.0149853j 0.0438623+0.0051407j 0.0399239-0.0137338j 0.00384798+0.0327403j -0.00335582+0.0116553j -0.0141567-0.00977762j 0.0372222+0.00710595j -0.0157572+0.00395754j -0.00915172+0.00167561j 0.0110103-0.00452478j 0.0110038+0.0199378j -0.0444516+0.00193783j 0.00820828-0.00501177j 0.00791348+0.0176602j -0.0169927-0.00400482j -0.00155185+0.00498177j 0.0118075+0.00348177j -0.0162263+0.0100236j 0.00783146-0.00206499j 0.0243312+0.00688778j 0.0121679+0.000434819j -0.0416202-0.00604739j 0.0384699-0.00786543j 0.0143141-0.00487637j -0.0196722-0.0188441j 0.0512431+0.00354764j 0.0130158+0.00695607j -0.0408869+0.00454731j -0.0359519-0.00154678j 0.0239723-0.00955085j 0.0437884+0.00161159j -0.0152978-9.73652e-05j 0.0254421+0.000497303j -0.0242958+0.00345761j -0.032683+0.00196313j 0.000220682-0.00454636j -0.00597917+0.00344442j 0.00367516+0.00924827j 0.0344261+0.00179718j 0.0361942-0.00297847j 0.00417034-0.0050395j 0.0361568+0.00493982j 0.0237366+0.00260399j 0.0122688-0.00735446j -0.0532461+0.000676354j 0.00937107+0.000190884j -0.0121343+0.000624702j -0.0123508-0.000664915j -0.0577768-0.0013927j 0.0304176+0.000340512j 
