0.13891+0.0504029j 0.136423+0.377168j -0.312406+0.375912j -0.18361+0.274842j 0.182663+0.134449j 0.398359+0.273973j 0.283836-0.0187582j 0.0932416+0.235733j 0.248627-0.0997251j 0.573445-0.28639j -0.0640385-0.308292j 0.695827-0.35991j -0.183064+0.990494j -1.65583-1.45854j 1.06741-1.42859j -0.0151785-0.164467j 0.296454-0.418097j 0.76976-0.118802j 0.515321-0.130418j 0.327224+0.360624j -0.548344-0.572229j 0.0896601-0.0325366j 0.481786-0.0716814j 0.18936+0.379042j 0.226882-0.24774j -0.324026+0.267354j 0.020627-0.282128j 0.0325939-0.378863j 0.330245+0.215379j 0.301416-0.104346j -0.47758+0.854049j 0.0359404+0.105725j 0.206472+0.432555j -0.0895396-1.24301j 2.38175+0.842557j 1.43085-2.75097j 0.974857+2.33155j -0.0469801-0.0744463j -0.172196+0.101562j -0.198121+0.221716j 0.228672+0.15229j -0.231843-0.29098j -0.251002+0.0824042j 0.415813-0.254676j -0.381767-0.19848j 0.089578+0.342414j 0.159622-0.182271j 0.162782+0.298033j -0.301496+0.609258j 0.182686+0.0410673j 0.395855+0.492097j -0.501995-0.339923j 0.386746-0.0831541j -0.392449+0.0867805j 0.371309-0.138059j -0.209706-0.519097j -0.0591096+0.221457j -0.103866-0.2193j -0.438883+0.341325j 0.368515-0.373184j 0.675363+0.275404j 0.14615-0.635206j 0.192734+0.00473136j 0.244075-0.725769j -0.0503912-0.00724254j -0.196003-0.649697j -0.241568-0.2478j 0.0372233+0.182534j 0.225522+0.219392j 0.306067-0.00989159j -0.208794+0.178926j 0.352345-0.0205047j -0.41807+0.2191j -0.0278536-0.0535853j -0.0866615+0.193367j -0.000267011-0.402396j 0.104077-0.691143j 0.0701233-0.180345j 0.105015+0.250186j 0.450472+0.194131j 0.301469+0.190835j 0.486964-0.830098j -0.0273553+0.628513j 0.0575401-0.170725j 0.111949-0.778909j 1.28153+0.91713j 0.629789+1.12548j -0.61397-0.0454167j 1.41908-0.425539j -1.87398+0.554996j 1.1694-0.875575j -2.34097+0.481986j 1.04552+3.83375j -0.29194+0.46262j -2.07678+1.4742j 
-0.036935+0.0358174j 0.522776+0.0592561j -0.405008-0.488464j 0.220621-0.384623j -0.701007-1.0105j 0.64207-0.336407j 1.01904+0.669195j 0.774163+1.79192j -0.613618-0.806634j 1.17481+0.98898j -0.576268+0.544686j -0.660377+2.39527j 1.22732-0.676363j -0.916376-0.361729j -0.396543+0.130246j 0.122411-0.00828186j -0.193288-0.209266j 0.48416+0.269482j -0.256083-0.287787j -1.63608-0.214946j 1.23124-1.20216j -0.794968-0.0839946j -2.44459+0.278262j 0.614082+0.698531j -2.32227-0.579719j 2.08269-1.14571j -0.917789+0.291657j -1.50735+0.816858j 1.52814+0.812263j -1.94605-0.00309497j 2.13011-0.763073j 0.628381-2.89543j 2.19644+0.546794j -0.412938+0.581346j 0.921927+0.702925j -0.297533-0.0442432j 0.35899-0.105424j -0.15275+0.432598j -0.0333853+0.156344j -0.484276+0.0239486j 0.323926+0.120655j -2.1976+0.637442j -0.200908-0.00721881j 7.26331-2.94833j 1.02522+0.406464j -1.36968+0.821523j 2.87274-1.12442j -8.26487+3.23981j -2.28826+1.16883j -1.52577+0.959075j -0.526549+0.365991j 14.9522-6.07137j -1.64221+1.68989j 11.0397-5.50559j -5.04031+0.765678j 2.66403-1.0121j 1.85902-1.47648j 1.60905+0.148377j 2.79317-1.7385j -12.3836+6.99571j -2.3302+1.15953j -2.23052+1.76726j -1.19636-0.426655j -14.8431+6.81325j 1.59512-0.0642594j -7.16282+4.88967j -10.4144+3.9438j 3.01604-1.281j 9.45655-3.88494j 9.25891-4.34545j -2.70488+1.21968j -1.57272+0.772935j -10.1432+5.17198j -0.177097-0.000346405j -4.75659+1.36636j 3.69991-1.94912j -3.36891+1.25267j 2.11668-0.437967j -3.82011+2.76809j -8.50705+2.56942j -1.71927+1.79552j -8.173+2.8613j -3.01973+0.448345j 1.17326-0.00474886j -3.40062+4.03145j 2.92641-2.05084j 1.87777+0.495609j 1.48313-0.236581j 2.01067-0.471007j -2.1098+1.39457j 0.688244+0.385755j 0.814482-0.35637j 0.767691-0.655712j 0.165127-0.181545j -0.516577+0.189292j 
0.312091+0.0715694j 0.171829+0.133697j -1.41606-0.252103j 0.0736593-0.731174j -0.39858-0.173767j -0.572588-0.681104j -1.00445-0.145817j -0.282956-0.238234j -0.995246+1.67011j -1.4701-1.00492j -1.29491+0.488261j 0.000882185-0.845522j 0.521758+0.543228j -0.115592-0.194924j -0.0180048+0.733342j -0.181687-0.276823j -0.160256-0.0140747j -0.566506+0.218357j -0.72663+0.334276j 1.60483-0.124613j -1.79396+0.226321j 0.419651+0.0541738j 2.30107+1.11802j -1.0601+0.680119j 1.26433+0.160388j -2.48407-1.41132j 3.12061+1.39768j -0.783882+0.67861j -1.56006-1.27118j 0.101769+1.7657j -1.0972-1.16142j -1.29485-0.828307j -0.280337-1.24161j -0.764296-0.2781j -0.414532-0.362366j -0.153263-0.0946498j -0.323782+0.0495474j -0.503837+0.625069j 0.0232884-0.155365j 1.29407+0.851768j 1.5006+0.196383j -3.88244+3.77943j -0.171071+0.861166j 8.34138-14.4772j -0.629986-2.82995j 1.93704+3.99527j 3.47186-4.79712j -6.35469+18.4643j -3.08513+2.45884j 3.79226+5.55473j 1.08235+0.3477j 13.1121-33.1247j 7.97618+7.44918j 2.50131-27.1094j -4.69052+13.5696j 2.7856-3.71414j -4.83117-9.7362j 0.483071+0.48902j 2.83248-6.598j -9.83859+31.7197j -0.356514+4.65027j 3.84164+5.48433j -12.4845-1.59459j -0.926809+34.9813j 1.93968-1.26678j 9.55179+22.2694j -7.52128+23.1734j -0.844915-6.30721j 10.2832-17.6062j -6.04313-27.6774j -3.67412+5.25203j -1.30634+2.22376j 9.6487+30.2682j 0.745109+0.344089j -5.18386+10.4337j -4.28094-10.5504j 4.53086+8.82374j -7.53775-9.34056j 7.78111+14.0334j -4.68344+17.2111j -2.38499+6.26716j 9.52477+29.3858j 8.98657+11.8653j 1.74602-0.971924j 5.01258+14.0089j -5.36246-10.4666j 4.71216+1.18257j -0.97424-4.35585j -3.76797-6.18116j 7.56076+10.9939j -4.3489-3.3549j -1.868-3.2646j 0.365623-1.147j -0.0387694-0.49405j 0.769865+0.549391j 
-0.114526-0.536817j 0.651169+0.335713j -0.552108-0.344885j 0.398458+0.122245j 0.695453+1.07096j -0.639564-1.16845j -1.29269-0.22648j 0.267915+1.14624j 2.5279-0.887621j 1.28527-0.359855j -0.680307+0.664443j 0.603949+0.562719j 0.250643-0.670712j -0.684759-0.198804j 0.0743605-0.355872j -0.099444+0.339884j -0.659665-0.331857j 1.42697-0.367673j -0.0566077-0.190355j -1.5106+0.868915j 3.29763-0.216447j -0.628051-0.0898565j -3.80625-0.186002j 0.920175+0.473377j -2.33602-0.661355j 2.71332-0.0147445j -1.84109-0.513074j -0.866323-0.606368j 2.5355+0.193173j -3.68845-1.18804j 2.47003+0.719368j 1.41896-0.147568j 2.42111+0.105782j -0.864824-0.309431j 1.50963+1.54108j 0.350796-0.281993j 0.106467+0.111614j 0.447411-0.102483j -0.173017+0.564185j -0.726302-0.601551j -0.61438+0.245892j 2.27437-2.83233j -0.442297-0.622041j -4.67478+11.128j 0.640938+2.421j -2.50171-2.62436j -1.85377+4.63068j 2.10633-15.0167j 1.73734-1.67965j -3.41301-5.18558j -2.01263-0.391226j -4.50287+26.8279j -8.35216-7.22031j 2.89825+22.8151j 1.71129-10.4386j -0.871455+3.26965j 6.07808+7.78643j -2.8332+0.809107j -1.07925+5.56828j 3.04918-25.4412j -0.723994-3.51731j -2.00388-4.05015j 10.0078+1.24995j -4.54024-28.4088j -0.188831+2.16416j -12.0435-16.8428j 2.56959-18.7356j -0.431701+7.06483j -4.42736+15.0887j 11.3446+21.3782j 1.3437-4.63273j 0.190167-1.35614j -13.1326-26.0755j 0.0735818-0.644923j 2.22828-10.1447j 4.93523+8.93858j -5.96134-8.16255j 5.80628+6.13504j -6.48762-11.3299j 2.45927-13.7209j 1.39982-4.06925j -13.7712-22.2706j -10.5799-9.51153j -1.23222+1.34935j -8.25832-10.554j 6.43498+7.97081j -4.35492-0.527429j 0.206229+3.49757j 4.38529+4.63467j -8.44216-9.35444j 4.89264+3.12889j 2.79285+2.93197j -0.371547+0.886129j 0.143166+0.436526j -1.16835-0.639805j 
0.148139-0.956822j -0.54146+0.0486287j 1.78656-0.301981j -0.960503-0.0129854j 0.144634+0.276931j 0.411759+0.214037j 0.0730454-0.633961j 0.0981318+0.622958j 0.00589221-1.47125j 0.585484+0.0653757j 0.764729+1.02278j -0.114904+0.45143j 0.0617854+0.0987277j -0.387459+1.61209j 0.472756-1.07022j -0.646633+0.15415j -0.012204+0.0758527j -0.755372-0.70861j 0.275423+0.255466j 0.754195-0.172573j -0.484813+0.58415j -0.0134733+0.31908j 0.627151-0.1782j -1.32024+0.601254j 0.657908-0.46875j -0.98726+0.635891j 0.479685-1.87855j -0.509622-0.664256j -0.376398+1.3874j -0.749691-2.00757j -1.14584+0.213116j 0.0597459-0.538158j -1.28769+0.299758j -0.585313-1.28733j 0.809257-0.323646j 0.44115-0.153215j -0.759664+0.383274j 0.373471-1.00737j 0.0539358+0.323879j -0.351219-0.269459j -1.03341-0.28439j 3.55241-1.86467j 0.182706-0.678725j -10.4425+8.96727j -1.39194+1.64023j -0.587996-2.99099j -3.79353+3.31815j 9.38132-11.3636j 4.45758-1.73189j -1.35974-3.90504j -0.575707-0.269481j -18.0824+21.1166j -3.14646-5.35744j -8.47234+18.0836j 6.60571-7.90203j -1.4538+2.70131j 1.147+6.76234j -1.45162-0.533842j -3.35278+4.57484j 16.0582-20.355j 1.76944-3.42605j -0.618755-4.10698j 8.17509+1.26907j 10.7216-22.8031j -0.289769+0.69329j -0.396258-14.7115j 11.8541-15.6923j -0.49364+4.47038j -10.245+13.7322j -3.10056+18.6856j 2.33378-3.77319j 2.46474-0.837014j 1.23403-20.4597j -0.389601-1.63154j 5.06603-7.70984j 0.437851+7.58303j -0.300274-5.27232j 2.13909+6.62647j -2.25943-9.46067j 7.96503-11.515j 2.50382-3.2111j 0.360273-18.3331j -2.92562-8.64338j -2.73547+0.272762j -0.458575-9.17359j 1.13187+6.75659j -3.3529-0.828732j -0.903043+2.20267j 1.11825+2.99035j -2.61026-7.55876j 2.39698+1.24924j 0.395958+1.8697j -1.13139+1.29166j 0.160527+0.0148661j 0.286013-0.601931j 
-0.00137648+0.121179j -0.25899-1.06531j -0.620251+0.585119j -0.249802+0.382693j -0.879509+1.17558j 0.118872-0.96823j -0.396198-0.0328432j 1.17034+0.214037j 1.84936-0.374441j -0.661932+0.118246j 1.05946+0.672103j 1.53272+0.137321j -0.134779-0.196877j -0.0729012+1.15106j 0.126154+0.318732j 0.0128199+0.0134347j -0.543739+0.324676j 0.462381+0.00741289j 0.0853729-0.203475j -0.67182+0.279414j -0.289766+0.130415j -0.389422+0.479886j -0.107993-0.574492j -0.13317+0.607838j 1.64962+0.590295j 0.113818-0.119082j -0.722493+1.0438j -0.000250048+0.361841j -0.246207+0.811196j 0.40627-0.198122j 0.604576+0.467546j -0.605696-0.0656225j -1.21958-0.621462j 0.468959+0.47182j -0.141195+0.643341j -0.136396-0.466114j -0.0160714-0.0201066j -0.0336663+0.277555j -0.0892559-0.16866j 0.396178+0.541271j -0.171654-0.216671j 0.302574-0.332218j 0.0483031+0.106679j 0.167367+0.652935j 0.100126+0.15338j 0.433993+0.0323819j 0.0498245+0.229956j 0.0981517-0.39665j 0.41677+0.384472j 0.231934-0.0255936j 0.0267573+0.0493042j -1.12169+0.744331j 0.180134-0.126663j -1.27558+0.154628j 0.494035+1.55802j 0.130395-0.751295j -0.315693+0.0278391j -0.312765-0.221359j -0.976372-0.503291j -0.617675-0.752052j -0.0749302-0.0219756j 0.0581097-0.030745j -0.425319+1.48613j 0.71014+0.963119j 3.14126+1.71121j -0.278045+0.342439j 1.5795-1.39005j -0.107338+1.18574j 1.06649-0.67783j -1.21222+0.375808j 0.134567-0.0319452j -0.223986+0.0704845j 0.36835-0.507625j 1.84556-0.364365j 0.436323+0.655551j -0.188458+0.0687092j 0.139989-0.242552j -0.59665-0.992609j -0.679383-0.00504977j 0.0694662-2.17689j 1.12194+0.201437j 1.31413-0.991495j 0.838339-0.828j -0.667168+0.229573j 0.805758+0.168006j -0.425396+0.593002j -1.10919+0.21322j -0.416802-0.0262041j -0.552651+0.522694j 1.05574+0.676635j -0.544392+0.102766j -0.220114+0.289928j -0.0392939+0.221259j -0.088024-0.0871243j 0.00766131-0.0689916j 
-0.10067+0.177271j -0.0102515-0.159579j -0.818682-0.142284j -0.0187667+0.121996j -0.448811+0.126785j -0.432851+0.0831104j -0.522913-0.685192j 0.614881-0.734033j -2.46456+0.374388j 0.549984-1.39178j -0.653986-0.480728j 1.36792-0.156724j -0.599024-0.293813j 0.396544+0.302193j -0.452684+0.352858j 0.246336+0.0452218j 0.0122695-0.215715j -0.0905273+0.157556j 0.103387-0.36661j -1.01145+0.297357j 0.917223-1.22357j -0.284257+0.0405414j -1.40221-0.355774j 0.319387-0.404052j -1.21906-0.0674334j 1.14102-0.504074j -1.86699-0.700377j 1.05767+0.359752j 0.328173+0.396248j 0.0204347-0.510838j 0.296309-1.5594j 1.3979-1.9815j 0.145917-0.0627517j 0.00562849+0.36286j -0.109089-0.537332j -0.38372-0.322742j 0.334754+0.0145087j -0.5417+0.861978j -0.0380239-0.144374j 0.122185+0.440955j 0.655687+0.0650965j -3.14702+2.15322j -0.182287+0.58313j 10.2152-8.83573j 0.177001-1.31109j -0.135846+2.46963j 3.84306-2.92632j -9.82732+10.7658j -3.9285+1.81952j 0.560997+3.32822j 0.113195+0.229879j 18.9177-19.7119j 1.81509+4.53909j 10.0781-15.6988j -5.23121+9.28242j 3.33588-1.8326j -0.370277-6.10754j 1.44907+0.753375j 5.00571-4.21877j -17.3338+17.0728j -1.93127+2.5581j -0.471806+3.06991j -6.83219-0.258713j -12.3556+20.0668j 0.2653-1.51227j -1.66489+12.9283j -11.9364+13.413j 1.34276-4.37918j 10.3494-9.54105j 4.62184-15.7544j -4.27083+2.82067j -1.69593+0.575321j -2.77685+17.0499j -0.975977-1.3224j -7.70589+5.01173j 1.16235-6.14981j -0.104595+4.54j -0.605588-3.61192j -0.152087+8.20064j -6.64741+8.99026j -3.06268+3.95032j -1.31027+16.6656j 2.89489+5.81438j 1.45588-0.235107j -0.975192+8.62646j 0.0278728-6.45145j 2.22852+0.839096j 0.712485-2.27365j -0.497979-3.29372j 1.61213+6.58613j -1.79389-1.51872j -0.272283-1.75536j 0.987972-0.935449j 0.0166938-0.32267j -0.144872+0.301638j 
-0.283999+0.0622228j -0.0137677-1.1945j 0.0200899+1.36348j -0.571246-0.52092j 0.32576-0.693765j -0.949046+1.90565j 0.340636+1.52141j 0.929201-0.305789j -1.50119-1.68048j -1.07462-0.251462j 0.587228+1.39119j 0.16019-0.359839j -0.279943-0.24453j -0.606467+1.25701j 0.085589+0.0560724j 0.161649+0.270806j -0.714505-0.115125j 0.569906-0.371053j -0.243349+0.00479455j -0.371084+0.883687j 2.24143-0.878255j -0.411489-0.0678705j -2.38976+0.377402j 0.79643+0.124559j -1.09734-0.100188j 1.08936-0.441965j -0.616592+0.31551j -0.342777+0.100044j 1.44805-0.62023j -2.38449+0.0720281j 1.43009-0.252014j 0.717787-0.0700977j 1.34196-0.918754j -0.890008-0.077065j 0.376724+0.914992j 0.0625261-0.409595j 0.118238+0.177581j -0.686023+0.950844j -0.00112914-0.241066j 0.189808+1.16376j -0.01395-0.339917j -2.60783+1.02192j 0.0795098+0.330893j 7.89832-5.35923j 0.855342-1.21985j -0.544363+1.18625j 2.32019-1.93272j -7.17386+5.76914j -3.29713+0.587882j -0.435509+2.26716j -0.00639578+0.0278396j 14.1918-9.94355j 0.112906+2.61224j 8.27745-8.69875j -6.99621+4.99203j 2.2187-1.60353j 0.893304-3.09977j 0.46993-0.881303j 1.69317-3.54123j -12.7951+9.94272j -1.66018+1.39281j -1.14163+2.09996j -4.06994+0.411829j -11.2022+12.2995j -1.86157-0.776211j -3.59629+7.10538j -11.3707+7.11069j 1.7486-3.11147j 7.32352-5.15278j 6.10082-7.78998j -2.38326+1.62967j -1.13404-0.859281j -4.92241+9.19119j -1.32887-0.224421j -4.90674+5.5927j 1.83198-3.70012j -0.962046+2.04089j 0.632391-2.71303j -1.79898+5.40543j -8.84996+5.0397j -3.29796+1.42628j -4.95784+8.12325j 0.219524+2.87353j -0.0289007-0.735658j -2.45116+3.46162j 1.52647-3.55482j 1.04601+0.446801j 0.576742-1.63771j 0.852092-0.737464j 0.0226914+3.71921j -0.739908-0.249452j -0.243963-0.681803j 0.724913-0.525199j -0.0615143-0.551002j -0.181413-0.139951j 
-0.274564+0.648164j 0.154492-0.263028j -2.07613+0.147329j 0.429858-0.0921054j -0.405666-0.40745j -1.7238-0.485201j -0.910202+0.87644j -0.678856-0.995845j -0.598106-0.190402j -2.29792-0.539409j -0.76579-0.213012j -0.312765+0.429952j 0.269832+1.4096j -0.090214+0.164599j -0.748931+0.41421j 0.254047-0.527019j -0.22447+0.411149j -1.22733+0.395586j -1.19393+0.65821j 5.24076-0.972684j -5.47044-0.0940704j 2.63408-0.270297j 8.35045+2.06202j -2.76306-0.136968j 6.14785-0.26711j -7.168-1.46155j 3.41498+1.00092j 6.08178+2.1337j -7.15847-0.54577j 5.82048+0.530121j -6.7018-2.47075j -3.21327-1.8297j -5.07239-2.9879j 1.41904+1.32118j -1.97286-1.70339j -0.254677-0.00620271j -0.210651-0.515603j 0.0142853+0.386322j 0.943836-0.520219j 3.49645+2.04041j 2.35369+0.615641j -4.6892+5.82085j -0.119399+0.588462j 4.74604-23.3006j -2.48688-5.41494j 6.2362+5.64432j 2.2312-8.57765j 1.39678+30.1949j -2.56013+4.39869j 8.94361+8.34767j 2.90332+1.97733j -0.678388-55.06j 18.8104+14.8576j -13.6785-45.6508j 0.70483+22.7609j 0.867285-6.81157j -15.5476-15.0097j 3.83251+0.500986j -0.76705-11.4486j 2.61471+51.3443j 0.920768+7.46875j 8.57815+9.41895j -19.8016-0.751125j 21.573+57.3116j 0.566906-1.41932j 30.0168+37.3876j 2.3398+39.4144j -8.73871-11.3111j 3.30246-29.2882j -28.6848-46.1395j -1.18785+9.29566j 0.31696+3.37802j 37.7126+50.7977j 0.748912+1.66683j -0.954997+20.1467j -14.2186-18.3184j 12.5558+15.6552j -14.4577-14.5736j 21.6862+24.5616j 1.29625+29.3634j -0.173887+8.48708j 33.6144+45.9201j 23.3882+20.024j 2.44809-2.49095j 18.3236+24.8244j -16.814-16.8243j 8.02751+2.15751j -3.00265-7.22268j -11.4389-10.7129j 20.8007+19.0453j -9.15446-6.41691j -5.26503-5.63102j -0.468697-1.50828j -0.467223-0.856127j 2.26866+1.55711j 
0.598581-0.199928j -1.47853+0.189005j 0.225227+0.33866j 0.53091-0.0835563j -0.882897-0.274495j -0.964209+0.902508j 1.13018+0.769369j 0.77002+0.839452j 0.899443+1.03409j 1.22895-1.01331j -0.145496-0.943969j -0.283656+0.343651j -0.226649-0.382513j -0.271103+1.34795j 0.128279-0.346161j -0.169489+0.305294j 0.509844-0.614607j -0.452212+1.22167j 0.92935+0.822469j -0.0500848+0.36396j -0.0770624-0.0231414j -0.613751+0.111601j 0.275155+0.619623j 0.197659-0.581041j 0.307465+0.431667j -1.20576+0.151714j 0.411795-0.237778j -0.149633-0.89204j 0.229217+1.08123j 0.104216-0.335449j 0.42695-0.455431j 0.499493+0.0802993j -0.276218+0.0253009j -0.836949+1.17702j -0.604648-1.46666j -0.266686-0.231002j 0.150539+0.28273j -0.08323+0.352039j -0.439776+0.234239j 0.289815+0.392225j -0.138679+0.652086j 0.603997-0.646824j 0.21553-0.206106j -0.141091+1.81845j -0.789544+0.413815j -0.375851-1.73568j 0.847398+0.583305j 0.817399-1.41975j -0.692986-0.351869j -0.355335-0.557411j -1.16929-1.31042j -1.64982+1.85164j -0.799491+0.0774781j -0.650969+1.13252j 0.673924-0.622194j -0.284082-0.135697j 0.408857+0.182189j -0.440642+0.548169j -0.0878169+1.22604j 1.49693-2.23458j -1.61306+0.810878j 1.64267-1.99465j 0.63347-0.385267j 1.11258-2.49163j -0.00573873+0.233572j 0.313361-1.41828j 1.02247-1.68475j -0.177549+0.535553j -0.723392+1.17971j -0.242395+2.21348j 0.488746-0.831632j 0.192775+0.293194j 0.144197-2.4057j 0.293761+0.0312973j 0.228216-0.557366j -2.66461+0.201695j -1.32315-0.177293j 0.23828+0.895986j -0.693257-1.13254j 0.45282-0.906561j 0.124094-0.318799j -0.392686-2.40134j -1.1398-1.13372j 0.308186+0.424602j -0.223451-1.30778j 0.604345-0.667936j -0.933892+0.372574j -0.655555+1.22012j 0.237088-0.25251j 0.0228956+0.817382j -0.20232+0.187263j -0.191228-0.197993j 0.284328+0.157994j 0.16808+0.271496j -0.269334-0.063354j 
-0.947628-0.0624063j 0.761887+0.889493j -1.02379-1.18923j -0.0357604+0.769302j -0.199213+0.43434j -0.016062+0.708403j -1.62624-0.933978j 0.557277-1.17687j -0.186589-0.473284j -2.7988-1.65931j -0.744565+0.0304114j -0.810758+0.116237j -0.840345+0.474442j 0.82015-0.115516j -0.611702-0.440922j 0.308796+0.526458j 0.0458397-0.756893j -0.844794+1.00238j 0.808944-0.346496j -0.555627+0.760344j 0.684469-0.958637j -0.783662+0.194941j -1.03779+0.157029j 0.862444-0.558018j -0.285345+1.3848j 0.235345-0.725131j 0.816241+0.437462j -0.846111-0.168363j 1.22533-0.796204j -0.380017+1.49356j 1.29511-1.02323j 0.638438-0.193551j 0.019874-0.430809j -0.856607+0.326002j -0.9338-1.64066j -0.202533-0.73806j 0.165916+0.496505j -1.73365+1.32094j 0.691575-0.396633j 0.667312+1.39412j 1.46462+0.0581266j -5.86442+5.21636j -0.626634+0.93122j 18.1431-17.8752j -0.164751-4.27997j 0.632023+5.23354j 6.76818-7.51312j -17.2809+23.6413j -5.84413+1.30486j 1.36186+6.68524j 1.32399+1.35081j 31.6012-40.6151j 6.59824+10.0062j 16.3697-34.5101j -12.6446+17.4119j 4.77869-5.6612j -2.70477-11.54j 2.86787+0.247056j 4.79811-8.56238j -28.327+39.2922j -3.25383+5.79085j 0.348412+7.88039j -13.7032-0.858705j -17.1605+43.5952j 2.982-0.711723j 0.491252+28.2918j -20.5526+29.093j 0.320892-8.06329j 19.6605-20.8788j 4.42135-33.93j -5.79018+7.66891j -2.42403+1.67972j -0.383308+36.8445j -0.390714+1.11664j -11.977+13.5386j 0.232891-13.771j 1.12922+10.3645j -3.45034-9.93082j 3.38684+17.349j -14.786+21.4386j -3.97033+5.01097j 0.164626+34.4025j 7.72809+14.3397j 1.57753-1.56443j 2.34133+17.2739j -1.63853-13.1323j 6.10596+1.07118j 0.344119-5.83048j -2.76905-7.35664j 5.0253+13.3115j -4.31093-4.02466j -1.23724-3.68745j 1.42381-1.34475j 0.0659379-1.03725j 0.437663+0.37125j 
-0.087489+0.0167702j 0.203586+0.169828j -0.396527+0.315236j -0.111474-0.615248j -0.371684+0.996721j 1.08667-0.139747j 1.4687-1.73248j -0.278902-0.306859j 0.0255379+0.828533j -0.0693908+0.964093j -1.35748-0.448126j 0.110149-0.355479j 0.0434148-1.12919j 0.965642+0.413095j -0.335007-0.0723037j 0.0731419+0.0177171j 0.064488-0.00571512j -0.616661+0.931002j -0.258794+0.559413j 2.24328+0.835388j -1.41258-0.0920414j 0.692973+0.150624j 3.4547+0.635213j 0.0881762-0.723406j 1.30967-0.200288j -2.49755-0.559609j 1.17635-0.095651j 2.44097-0.526756j -2.3921+0.319484j 2.12417+0.147769j -2.80384-0.639591j -0.323827+0.0415382j -0.748015-1.17041j -0.473912+0.634844j -1.25959-0.883765j -0.388845+0.198226j 0.0124584-0.187869j 0.451012-0.341521j 0.489405-0.0934177j 0.290543+0.827465j -0.024914+0.138653j 1.22344-0.778578j 0.621928-0.380071j -5.15496+0.446175j -1.24648-1.29291j 1.90665+0.354799j -2.60161+0.464045j 6.23812+0.575968j 0.880345-0.000744414j 3.49723+0.395223j 0.274946+0.897517j -10.3237-2.11213j 4.36886+0.683167j -9.86361-1.90308j 3.64135+1.30285j -0.253161+0.367923j -3.52366-1.79527j -1.43974+0.617129j -3.01476-0.582578j 9.29962+2.18225j 1.86052-1.18621j 1.96883+0.87786j 0.749484+0.281245j 10.566+1.27374j 0.136173-0.964509j 10.01+1.44938j 8.1322+1.37687j 0.459271-1.01304j -5.37282-1.21034j -9.57275-2.12359j 2.66159+1.34454j -0.176057+0.136457j 9.76202+2.26522j 0.409299+0.454742j 3.37705+0.567919j -3.11772-2.20768j 2.9237+0.491159j -2.36443-0.732208j 5.66843+0.991601j 4.79494+0.610327j 1.62457+0.550032j 8.77682+1.4905j 4.6922+0.403067j -0.543467+0.000396372j 3.5209+0.874093j -4.16365-0.301432j 0.58183-0.768989j -1.25462-0.739909j -2.04162-1.01578j 3.54936+1.15021j -1.10374-0.516234j -1.10566+0.000873211j -0.593863-0.153784j -0.129643-0.188521j 0.490824+0.384332j 
-0.178646+0.253587j -0.37822-1.20311j -1.26197-0.544997j 0.398068+0.254807j -0.486913-0.566761j -1.8572-0.717107j -1.60535+0.42658j -0.0242573-0.220652j -1.66244+1.93826j -0.384882+0.245569j -0.462822-1.11405j -0.75525-0.754602j -0.157297-0.156385j -1.06579+0.295138j -0.466846-0.303789j 0.318402-0.100686j 0.250168+0.227059j -1.18934-0.242523j -0.928129-0.768836j 1.63883+0.613725j -0.436848-0.271559j 0.530811+0.186046j 1.14431-0.167103j 0.373797-0.0491284j 0.188671+0.661877j -1.04496-1.47566j 1.25564+0.716456j 1.03011+0.804156j -1.21721-2.22065j 1.00688+2.04012j -1.59126-1.68776j -0.393948-0.358725j -0.786823-1.38688j 0.226911-0.639274j -1.44644-0.20833j -0.48006-0.0673277j 0.0106511-0.209406j -0.72489+1.04418j 0.532652-0.241614j 1.68471+0.833352j 1.70848+0.659127j -6.47414+5.8108j -0.259+0.405554j 16.9987-23.0777j 0.73422-3.92707j 1.95855+4.7152j 6.39234-8.07992j -13.5611+28.1424j -5.81448+4.29066j 4.19848+7.83026j 0.512231+1.35244j 25.2404-47.35j 10.7084+12.5376j 9.31485-40.5849j -10.0126+20.7088j 2.3649-6.60325j -6.02095-14.4215j 3.28099+0.924107j 7.13779-10.4832j -24.1146+45.7766j -2.71155+7.15482j 2.2275+8.13464j -15.7741-1.26172j -10.0583+50.336j 3.4123-1.51313j 9.60332+33.1699j -16.8395+34.4451j 0.212304-10.1014j 18.1801-25.1363j -3.43032-40.2984j -6.80653+6.75493j -0.168812+2.90847j 8.67795+43.6234j -0.615556+1.30845j -10.1953+17.1412j -3.14493-15.2918j 4.48331+13.2707j -6.01515-11.5307j 8.87583+20.6364j -12.1253+26.0109j -3.79533+7.12443j 9.18647+39.8229j 11.4401+17.9283j 3.5035-2.18897j 6.06449+20.2277j -6.87218-14.8807j 6.26614+3.26528j 0.290219-6.21641j -5.22227-8.32727j 10.5658+16.1429j -6.16788-4.32953j -2.76126-4.64898j 1.14652-2.1264j 0.15367-1.20982j 0.969344+1.06595j 
