-0.660725-0.00583159j -0.276014+0.000267498j 0.0980277-0.00013992j -0.0642568-0.000880182j 0.00645596+4.23357e-05j 0.130787+0.00321492j 0.154317+0.00079794j -0.0379338+0.00118358j 0.0433222-4.37775e-05j 0.0177422-0.00155039j 0.0181402-0.00091408j -0.00339312+0.00244219j -0.00654223-0.00166888j 0.0305282-0.0037012j -0.0415269+0.000599473j -0.00490776-0.00103976j -0.00621776-0.00556194j 0.026298+0.000756072j -0.0138749-0.000126994j -0.0104581-0.000106639j 0.00297123+0.00117892j 0.0186894+0.0011542j -0.0070904+0.000176326j 0.0569318+0.000555632j 0.0697821+0.00161146j 0.0651853+0.00187765j 0.109479-0.00125148j 0.0804184+0.000419895j 0.00550424-0.00115754j -0.019227-0.00146107j -0.0199949+0.0016661j -0.00039782+0.000315146j -0.0032178+0.00151604j -0.0239232+0.00173946j -0.00992289+0.000211794j -0.0182435-0.00137995j 0.0505089+0.000849099j 0.0166753-0.00112357j 0.0105732-0.000146895j 0.0396421+0.00192096j 0.0989541+0.00105509j -0.02034-0.00306475j 0.0442956+0.00452595j -0.136148-0.000455115j -0.0444875-0.000599704j 0.010483-0.00147861j -0.00634858+0.000818808j -0.0812773-0.00145153j 0.013141-0.000475302j -0.0659808+0.00307387j -0.0745626-0.00133991j -0.00336666+0.00058656j 
0.0128782+0.00103678j 0.0347988+0.0013776j 0.0908209+0.003356j 0.301391+0.00321113j 0.138823-0.00559145j 0.282433+0.00394892j -0.0259523-9.50499e-05j 0.0269445-0.00145066j -0.0098783-0.00253149j 0.013098-0.000709546j -0.0217161-0.00134919j 0.0524055+0.000479428j -0.0340668+0.000897586j 0.0445038-0.00145351j 0.0163293-0.00460604j 0.0175711+0.00145982j 0.0180766+0.0031275j 0.0487162-0.00324973j 0.036109-0.000601443j 0.0472216-0.0021136j -0.0462161+0.00451616j -0.0250722+0.000800354j 0.130099+0.00181844j 0.0367031+0.00333744j -0.0100793-0.000723305j 0.0216959+0.000567149j 0.0389436+0.00213847j -0.000767908+0.000136887j -0.0257615-4.47737e-05j 0.00733985+0.0012065j 0.0168299+0.000915734j 0.0332412+0.000300649j -0.00940832-0.00445078j 0.0129064+0.00349885j 0.0123645-0.00162858j 0.00593324-0.00617954j 0.0164038+0.000997222j -0.0268991+0.00399659j -0.00174478-0.00128558j -0.0060178-0.00235162j -0.00730275-0.000359634j 0.00527997+0.00175208j -0.00912992-0.00131152j -0.00227619+0.000475001j -0.0110726+7.17606e-05j 0.00422004-0.000117448j 0.00118464-0.000784117j 0.00832292-0.000142994j -0.00311655-0.000303681j 0.00609779+7.29269e-05j -0.0213458+0.000287491j 0.00849749+6.44222e-05j 
0.0575341+0.000349072j -0.00935301+8.16228e-05j 0.277374+0.000386862j 0.214306+0.000767783j -0.0558835+3.59548e-05j 0.296106+0.000554933j -0.0280315-8.83532e-05j -0.0340453-0.000559598j -0.0645831+0.000684781j -0.00347975+0.0018318j 0.0592426-0.00690183j 0.000753097-0.00625758j -0.0636003-0.00131325j 0.0526402-0.0020089j 0.0646735-0.000165613j 0.0343486+0.0040976j 0.00543924-0.00147065j 0.0286928-0.00377095j 0.0224023-0.000561667j -0.0318687+0.00281461j 0.129143+0.00260604j -0.0741388-0.00312311j -0.0230919-0.0063535j 0.029931+0.00474858j -0.0109881+0.00229546j -0.0257924-0.00250771j 0.0129073+0.000408329j -0.00384992+0.000377759j 0.0188457+0.000399124j 0.0115754-0.000820717j -0.00776735-0.000990586j 0.00778493+0.00075546j -0.00213369-0.00162498j 0.00672471+0.00131375j 0.00203588-0.000722248j -0.00343361+0.00111586j -0.0184536+0.00029617j 0.00400331+0.00503469j 0.0211094+0.000763797j -0.00166084-0.000456045j 0.00726472-0.00114366j 0.00109673-0.000575756j 0.0201887-0.000161718j -0.00445726-6.69426e-06j -0.00652606+5.83222e-05j 0.00887026-0.000789563j -0.00417487+0.000320849j -0.0100851+5.69495e-05j -0.0101184+3.71296e-05j 0.0101116+0.00104445j -0.0196375+0.000156287j 0.00807156+5.97199e-05j 
-0.0291042+6.32662e-05j -0.0465988+0.00169491j -0.14877+0.00381377j -0.219781+0.0034929j -0.316491-0.00742386j -0.24287+0.00527831j 0.0016495+0.0005419j -0.0527732+0.000601967j 0.0622861-0.00176456j 0.0479775-0.000127825j 0.0280098+0.00210802j 0.067856-0.000921731j 0.0181337+0.00242965j -0.0116446+0.00109192j -0.0209609+0.000585922j 0.0477827+0.00180641j 0.0386799-0.00151164j 0.0144412+0.00506564j -0.03015-0.00157335j 0.0878091+0.00069806j 0.0375971-0.00476354j 0.0315049+0.00116131j 0.0639719+0.00590331j 0.0312945+0.00210366j 0.0477641-8.77033e-05j -0.0855331-0.00220744j -0.003619-0.000894369j -0.0134682-0.000359351j 0.00842758+0.000128493j 0.00716262+0.000918114j 0.0242808+0.000398417j 0.0350673+6.79195e-05j 0.00315588-0.00628209j -0.00800552+0.00508723j -0.00590498+0.00227766j -0.00333735-0.00777995j -0.00511297+0.00112481j 0.0257254+0.000922432j -0.00756318-0.00610647j -0.0064433-0.00197523j -0.0106533-0.00123659j 0.0160456+0.000299718j 0.00695991-0.00107527j -0.0127697+0.00138609j -0.010031+0.000221643j 0.00382559-0.000187145j -0.00480203-0.000698055j 0.00998838+6.86147e-05j -0.0205202-0.000541463j 0.0065729-0.000233583j -0.0167847+0.000661616j 0.0132988+3.32826e-06j 
0.0399909+6.58455e-06j -0.00956019-0.00441835j 0.103595+0.00421335j -0.282574-0.00293598j 0.326575+0.000254957j -0.0102565+0.00454911j -0.0046289-0.000445153j 0.0107411-0.00493806j -0.0254191-0.00513777j -0.00613402+0.00689424j 0.0393861-0.00270941j -0.02553-0.00123387j 0.00582414-0.00235106j -0.0624766-0.0030943j 0.0425196+0.000852652j 0.0682994-0.00321415j 0.0448298+0.000790198j 0.033541-0.00251189j 0.0137789-0.00134056j -0.0145508+0.00225923j -0.0231915-0.00204692j 0.0383715+0.000293651j 0.013437-0.000392989j 0.0185844-0.00401264j -0.0170377-0.00706969j -0.00420391-0.0017792j 0.0161072-0.00141412j -0.0107622+2.42374e-05j 0.03919-0.000501907j -0.0157271-0.000382994j -0.023037+0.000119295j -0.044558-0.000344165j -0.0104604-0.00115206j -0.00733519+0.000860808j -0.00465583+3.88405e-05j -0.00143774+0.0016676j 0.00383869+0.00054385j 0.00306531+0.000743612j 0.00482212-0.00141148j -0.0171776-0.000817649j 0.0674834-0.00139101j -0.0210878-0.00383971j 0.0240215+0.00157953j 0.0234378-0.00104899j 0.0158638+0.000128507j -0.00619178-0.000177617j 0.00379275+0.00131782j -0.04426+0.000926527j -0.0152051+0.000812747j 0.00615054+0.000591133j 0.0333582-4.5191e-05j -0.00565434-0.000179751j 
0.0106887+0.000122046j -0.0126716-0.00114152j -0.159745+0.00148627j -0.189611-0.00117607j 0.241336-0.00132093j 0.0874348+0.000722848j 0.0213283-0.000180455j -0.00741437-0.00151251j 0.0298142-0.00349297j -0.00701825+0.00148567j -0.0183798-0.00102418j 0.0262941+0.00121281j -0.0103358-0.00151114j -0.0324805+0.000514626j 0.0175953-0.00446569j -0.00406671+0.00191129j -0.00269793-2.86966e-05j 0.019694+0.00344729j 0.0146699+0.00393848j 0.0289119-0.00172656j -0.0242263-0.000680267j -0.00753981-0.0023213j 0.00293055+0.000344556j -0.0270481-0.000401948j -0.0199357-0.00144037j 0.000461484+0.000783544j -0.00192225+0.00124446j -0.00938641+2.97074e-05j 0.00268832-0.000232802j -0.0172097-0.00105182j -0.0120027-0.000834707j -0.00668999+0.000502619j 0.0042528+0.000578332j 0.00935039-0.00243156j 0.00554097+0.000618909j 0.00393046+0.00588715j 0.0167474-0.000667158j -0.0126002+0.00133486j -0.00523257+0.000795006j 0.00252521-0.00147027j 0.0240262-0.00169448j -0.0194101-0.00222767j 0.0349998+0.000295905j -0.00166273-0.000172087j -0.00212974+3.67231e-05j -0.00672158+0.000218625j 0.00333468+0.0014712j -0.0272774+0.000997148j -0.0136732+0.000501645j 0.00971951+0.000770271j -0.00691722+0.000172438j 0.00400532-2.49788e-06j 
0.0405685-0.000604645j -0.054156+0.00227814j 0.104581-0.00105944j -0.162176+0.00245927j -0.22193+0.000684842j 0.0664993-0.00224711j -0.0162052-8.43198e-05j -0.0831524+0.00233703j 0.0231762+0.00318448j 0.0339487-0.0017257j -0.0915738+0.00281062j 0.0208528+0.000197313j -0.0386202+0.00397901j 0.014846-0.000811459j -0.00846026-0.00351667j -0.0452795+0.000635253j -0.000102215-0.00116236j -0.0496174+0.000181787j 0.0260161+0.00313034j -0.000940985-0.00151945j 0.0243343+0.00288491j -0.0318764+0.00314701j 0.0211621+0.00452901j 0.00931181+0.00162137j -0.0248813+0.000754578j 0.000766142-0.0011077j 0.0349698+0.00122677j -0.0214851-0.000139983j -0.00159152+0.000198597j 0.00278403-0.00251872j -0.0174715-0.00226778j 0.0085386+0.0010403j 0.00758561-0.000340961j -0.00615875-0.00359758j 0.00431938+0.000607022j -0.00239629+0.00923356j 0.0103742-0.00188002j -0.00120252+0.000513425j 0.00111564-0.000995929j 0.00272968-0.00249865j 0.0117041-0.00246795j -0.00834533-0.00205081j 0.00507595+9.9316e-05j -0.000623484+0.000261044j 0.00361243+4.21692e-05j 0.00158616+0.000403795j -0.00247591+0.0017984j -0.00144568+0.000691723j -0.0154917+7.69228e-05j 0.000698621-8.13091e-05j 0.00279838+0.000306483j 0.00588818-4.43626e-05j 
0.0230828+0.000173779j 0.0995558-0.0062911j -0.0522854-0.00134395j -0.141237-0.00684997j -0.217323+0.00675962j 0.0311944-0.000862269j 0.0597519-0.00223134j 0.0907584-0.000333816j -0.0628642+0.000813689j -0.0231278-0.0124844j 0.00649523-0.00799155j -0.0129425-0.00353663j -0.00788489-0.00116743j -0.0170508+0.000168017j -0.00855285-0.00288137j -0.011573-0.00112369j 0.0192157-0.00345508j -0.0927112-0.00395205j 0.011227-0.00456594j 0.0118927-0.0015325j 0.0648528+0.00630268j -0.0280861-0.00543543j 0.026906-0.00306571j 0.0361932-0.00226314j -0.0310284+0.000792952j 0.0407354+0.000855901j -0.0464722-0.000460053j 0.0120464+0.0010847j 0.0116661+0.000356264j 0.00274128-0.00367353j -0.0238594-0.00268932j -0.056523-3.21567e-05j 0.00335403-0.00435798j -0.00432154+0.00199882j -0.0086072+0.00115658j -0.00442652+0.00045312j -0.0145852+0.00144401j 0.03183+0.00506572j 0.00913919-0.00342719j 0.00787237-0.00119916j 0.01408+0.0010919j -0.0125666-0.002268j -0.00237327+0.00247309j 0.0220868-0.00249938j 0.0178807-0.000164844j 0.010821-0.00155372j -0.00257047+0.000643448j -0.00823425-0.00239097j 0.0126089-0.000155195j -0.00892953-0.000478805j 0.0423337-0.00097981j -0.0155695-0.000180208j 
-0.0874853+0.00166914j 0.0695999-0.00365418j -0.581068+0.00552476j -0.0678186-0.0013979j 0.0281544-0.000944402j 0.0411871+0.00424291j 0.0955054-0.00012169j 0.0510676+0.00152851j 0.105062+0.00532612j -0.0316525-0.00060745j 0.0383802-0.00257831j 0.0502789-0.00264523j 0.048765-0.000272156j -0.025944-0.00149281j 0.0412483-0.00153835j -0.045004+0.00136146j 0.00554975+0.000751528j 0.015217-0.00511154j 0.0408487+0.00251324j 0.0627477+0.000588262j -0.0160751+0.00430426j 0.054274-0.000997465j -0.058918-0.00442731j -0.0253502+0.00256683j -0.0292873+0.00148333j 0.0150133-4.59315e-05j -0.0566342+0.00323158j 0.0211881+0.000753968j -0.0238779+0.000500177j -0.0059852+0.0020102j 0.0120629+0.001091j 0.0215265-6.86518e-05j 0.0164803+0.00126199j 0.0282065+9.33221e-05j 0.0114466-0.00268506j 0.0100487-0.00470637j 0.0150019+0.000848011j -0.00896395+0.000231328j -0.00505572+0.004256j 0.0108936+0.00157214j -0.034472+0.00254902j 0.00530517+0.00393017j 0.0330518-0.00146741j 0.000281997-1.16826e-05j -0.0230754+0.000139805j -0.000694067-0.000908936j 0.00608513-0.00125272j -0.00754071-0.00037944j -0.00246586-0.000113622j 0.0342312+0.00112401j -0.0470224+0.000297873j 0.0127669+0.000115366j 
-0.00151634+0.00158326j 0.136322-0.0020487j 0.173314+0.00513714j 0.0722705+0.000695963j 0.0717042-0.00620409j 0.0126321+0.00520137j 0.0397877-0.00441006j -0.0137078+0.00776688j -0.00705953+0.00776642j -0.0412956-0.0108449j 0.00367936-0.00249117j 0.000595143-0.000581738j -0.0636809+0.00131068j 0.0317444-0.000260826j -0.00952685+0.0024318j 0.00133851-0.00430638j -0.0183819-0.00721987j 0.0165079-0.00215799j -0.0133233-0.000936868j -0.0281931+0.000272189j -0.0409201-0.00258441j -0.0311256-0.000269314j 0.0309909-0.00333166j -0.0110872-0.00643301j 0.00338614-0.00535833j -0.0430412-0.000666576j 0.00287608-0.00284559j -0.0485837+0.000833253j 0.0321131+0.000992787j 0.00436729-0.00178504j -0.033637-0.00167494j -0.127528-0.0013285j -0.0160843+0.00162688j -0.0205025-0.0017729j 0.0084984+0.000311558j -0.0146418-0.000813233j -0.0726712+0.000342891j -0.0193489-0.00532145j -0.0066879-0.00377985j -0.012753+0.00356289j 0.00888395+0.00431912j -0.0194009-0.000974563j -0.114215+0.00191773j 0.0842643-0.00330978j 0.0835975+3.33369e-05j -0.00757813+0.000104969j -0.00187239-0.00122433j 0.0491342-0.00158825j 0.0316472+0.000189787j -0.0348412-0.00436716j 0.168415-0.000931079j -0.0439873-0.000718441j 
0.0921923+0.00304209j -0.0641208-0.00833315j 0.256352+0.00572099j 0.140426-0.00700205j -0.0143264+0.00181762j -0.126109+0.00417481j -0.0212187+0.00260399j -0.0152174+0.00114745j -0.0437375+0.00349905j -0.0337647-0.00150226j -0.0408651+0.00549318j 0.0159486+0.000452546j -0.00598764+0.00355139j 0.0504086+0.00190705j 0.0297369-0.000316152j 0.0598521-0.000206233j -0.0342905-0.000160924j 0.0503661+0.00397324j -0.0425427-0.000657376j 0.0185612-0.00124906j 0.0717258-0.0037055j 0.0221473+0.00202599j 0.0121951+0.00359673j 0.0887342+0.00281536j -0.0976215+0.00561799j 0.0987607+0.000601803j -0.151418+0.00494291j 0.0923191+0.000959984j 0.0185498+0.000235868j 0.0225781-0.000834267j 0.0098593+0.000339302j 0.168856+0.000692395j -0.00963537+0.001297j -0.0157082-0.000330611j 0.0080428-1.73168e-05j 0.00644582-0.000617551j 0.0821564+0.000921144j -0.0307402-0.00231738j -0.035223-0.00112691j -0.0092431+0.00174536j 0.0450129+0.0012727j 0.00134529+0.00134818j 0.153947+4.19559e-05j -0.0621545+0.00203025j -0.110029+0.000124182j 0.0422036-0.00314745j 0.00132299-0.0010928j -0.0819098-0.000863067j -0.0661937-0.00133401j 0.0918105+0.00576879j -0.227999+0.00158741j 0.0762702+0.000751971j 
-0.00832744+0.00024261j 0.445526+0.00183602j 0.097372+1.31748e-05j -0.136581+0.00032566j 0.0236948-0.000194652j -0.00838921-0.000486806j -0.0143158+0.00140013j 0.200415+0.000444505j -0.0513587-0.000571675j -0.101318+0.00084261j -0.0213781+0.00176579j 0.010266+0.000652726j 0.0175156+0.000346357j -0.00860182-0.00148685j -0.00180039+0.00217635j 0.0336406+0.00310749j -0.0340797+0.00269444j -0.0596281+0.00179846j -0.033773+0.00141683j 0.0820787+0.000181163j 0.0163532-0.00072694j 0.0215388+0.0020165j 0.0166705+0.00167684j -0.0256416+0.00275707j -0.0818237-0.00041797j 0.263072-0.000312048j 0.0461233-0.00349122j -0.0287288+0.00448819j -0.045447+0.00367053j -0.018604+0.00258689j -0.0112657-0.00131094j 0.00158259-0.00155629j 0.040045-0.00430084j 0.0705311-0.00537071j 0.00871464-0.00111076j -0.00941163-0.000937854j -0.0640831+0.00065395j -0.0260545+0.0023861j 0.0373381-0.00133561j -0.0440609+0.000988764j 0.00986596+0.00734309j -0.032009-0.00245618j -0.0694086+0.00937735j -0.340854-0.00686819j -0.0170742-0.00460337j -0.0214789+0.00509963j -0.00059666+0.000332591j -0.00605864-0.00708274j 0.204199-0.000754067j -0.232809-0.00121256j -0.0886619-0.00834139j -0.0951484+0.00167579j 
0.0546657+8.80241e-05j -0.0966955+0.00220412j 0.0601997+0.000773583j -0.115041+0.00196522j -0.0595233-0.00258832j 0.022552+0.00125674j 0.121013+0.000681115j -0.0354948+0.000497307j -0.0462162-0.000599426j -0.0851594+0.000314002j -0.0363156-1.96603e-05j -0.0328867+0.000364326j -0.113067+0.000645723j -0.133771+0.00262137j 0.043196+0.000235604j 0.00380688-0.000708453j -0.0050209+0.000485281j -0.05756-6.42053e-05j -0.000312962-0.000161924j -0.133197+6.08027e-05j -0.0224369+0.00171475j -0.0101381-0.00103627j 0.0758961+2.14637e-05j -0.0568381+0.00154766j 0.124177+0.00154215j -0.149266+0.00124136j -0.605323+0.00345092j 0.0407326+0.000826075j -0.0419335+0.000871927j -0.0398283+0.00171536j -0.0391998+0.000120071j -0.101519-0.00323023j 0.0168904+0.00216093j 0.0395435+0.00270646j 0.0507943-0.00193775j -0.028729-0.000608473j -0.0771197+0.00162525j -0.0819321+0.00115185j -0.0920262+0.00189477j 0.00167319+0.00211616j 0.139556+0.000149479j -0.189943-0.00488336j 0.16141-0.000229958j -0.0211143-0.00034076j 0.0282361-0.000612826j -0.0526097+0.00173721j 0.0117486+0.00327757j -0.0907715-0.00172899j 0.13414+0.00177995j -0.0895837+0.000368297j 0.0289396-0.00374152j -0.0988498+0.00049317j 
-0.0489021-0.000785918j 0.012854+0.00114039j -0.0562025-0.00172356j -0.0894008+0.000407354j -1.35319e-07+7.05223e-05j 0.162112+0.000611081j 0.0620323-0.000253851j -0.00545664+0.00330833j -0.00814765-0.00331138j 0.088994-4.04161e-05j -0.104373-2.93103e-05j -0.0387033-0.0029156j -0.0594449+0.000588257j 0.0211224+0.0028196j 0.0526827+0.00663851j -0.0378434-0.000717762j 0.141595-0.00131862j -0.0242022+0.00205021j 0.155593+0.0011655j -0.145947-0.00404634j -0.123112+0.00278632j 0.089424+0.00220772j 0.0329476-0.00215944j 0.167943+0.00110482j -0.432731-0.00529616j -0.0638141+0.00154433j -0.0213008+0.00775413j 0.0744547+0.000885702j -0.0877-0.00108507j 0.056935-0.000580952j -0.0367569+0.00113558j 0.0762533-0.00113884j 0.0288215-0.00237399j 0.0731621-0.00425166j 0.0243647-0.000749719j 0.0433335-0.000355456j 0.0899834+0.00139851j -0.0710642-0.00066955j -0.0072608+0.00318646j -0.149283-0.0073225j 0.0400149+0.00121429j -0.127291+0.00818229j -0.214461-0.00681927j 0.132256+0.000322693j -0.0147086-0.000902192j 0.00605862+0.00183052j 0.0131762-0.00224653j -0.0202328+0.000189147j 0.1741+0.002258j 0.0253087+0.00430268j -0.0997555-0.00256588j -0.0451177+0.00101159j 
-0.0896586-5.85654e-05j 0.0943191-0.000237338j 0.03138-8.21925e-05j 0.038367-0.00026253j -0.0696516+0.000872378j 0.0254533-9.97199e-05j 0.0258842+0.00100249j -0.0157515-0.00134071j 0.0069216-0.00282701j 0.185288+0.00132763j 0.108999-0.00141123j -0.0756076-0.000354773j 0.175396-0.00173255j 0.267781-0.00322111j -0.213336-0.00043379j -0.0677884+0.00178091j 0.0633623+0.00257132j -0.0291698-0.000608264j -0.00637498+0.000787356j 0.0966195+0.00159902j -0.0896338+0.00138893j 0.00376408-0.000336261j -0.0373638-0.0012794j 0.211195+0.000796688j 0.104412-0.00235724j -0.335535+0.00217903j -0.310729-0.00281795j -0.0436559+0.00193606j 0.0246313+0.000557019j 0.146584-0.00281202j -0.0666979-0.00320375j 0.111326+0.00305669j -0.0414201+0.000164333j -0.0544653-0.00283668j 0.0379914-0.000273126j 0.0369941+0.0021857j -0.0578791-3.54457e-05j -0.017667+0.0011299j -0.0986915-0.000232365j -0.0377395-0.00054246j -0.184381+0.00507907j 0.156526+0.0064731j -0.0708003-0.000700506j -0.0517525+0.000148128j -0.0371165-0.00184668j 0.083815+0.0010013j -0.00316177-0.00519183j 0.121008-0.00532222j 0.000518064-0.00208705j -0.116253-0.00148714j -0.0621252-0.00234264j 0.0114001+0.000629614j 
-0.0348402-3.29378e-05j -0.0765753-0.00036087j 0.119143+0.00107983j -0.11477-0.000311458j 0.0466797-1.3868e-06j 0.102781-3.48303e-05j -0.0389335-0.000226583j -0.0586821-0.00220016j -0.040927+0.00282133j -0.00158739-0.0023676j 0.0885447+0.000661746j -0.00480809+0.000929889j -0.0334915+0.000617097j -0.197874-0.00196071j -0.0179594-0.00215911j 0.00216631-0.000111j -0.0598398-0.0005302j 0.0925601+0.000435343j -0.0709617-0.000302503j 0.210791+0.00116065j 0.0393492-0.0020088j -0.161464+0.000473068j -0.198694+0.000474925j -0.136926-0.00068214j -0.465458+0.00142282j -0.419418+0.000912585j 0.00738343-0.0033414j -0.0512396+0.0013162j 0.0831865+0.00157674j -0.0357036+0.00364988j 0.10832-0.000671816j -0.0293451+0.00122229j 0.0205165-0.00120909j 0.0528714-0.0010105j -0.0381259-0.000443132j 0.0294755-0.00175597j -0.0912988+0.000694915j 0.0866648+0.000612139j -0.02382-0.00272212j 0.0286893+0.00282653j -0.1172+0.000585312j -0.158296+0.00144868j 0.0522828+0.000726647j -0.11658-0.000951541j -0.00115092-0.000603438j -0.0510138+0.00168j 0.034127+0.00208079j 0.0457284+0.00505173j 0.0063982+0.00138542j 0.112535+0.00120312j -0.0295005+0.00124333j 0.0282812-0.000115179j 
-0.0298002-0.000156535j -0.153211-0.00223329j 0.0684612+0.000931891j -0.0440819-0.00103031j -0.0329554-0.000100002j -0.000776161+0.0011186j -0.0534971-0.00104799j -0.140251+0.00275031j -0.078451-0.000730076j 0.210935-0.000372516j -0.00176354-0.000881312j -0.0567989+0.00184652j 0.00600802-0.000146581j 0.0640334+0.000315889j -0.0430548-0.000302952j -0.0542562+0.000771107j 0.142987-0.000318976j -0.112301-0.002148j 0.153604+0.000130279j -0.0741073+0.00179767j -0.148667+0.00180053j 0.0254082-0.002636j 0.063923+0.00145925j -0.593196-0.000117493j -0.134318+0.00180219j 0.272805-0.00244627j -0.113338-0.00319422j -0.0375404-0.000982642j -0.0832233-0.00250486j 0.0180822+0.0015342j 0.0569439+0.0043387j 0.00340485+0.000950469j -0.00751031-0.00233428j 0.0534125-0.0017166j 0.010647+0.000213823j 0.0594338-0.000225258j 0.0438283-0.00266197j -0.0691308-0.000448342j 0.0186363+0.00294695j -0.0610637-0.00677203j -0.148195+0.000955746j 0.0626883+0.00441265j 0.065501+0.00212801j -0.00396559+5.97913e-06j -0.00352581+6.35709e-05j -0.0061349+0.0016276j 0.0189105-0.0037212j 0.107303+0.000385847j 0.0125582-0.000248385j 0.0346934-0.00143565j 0.0170074-3.05087e-05j 0.00536127-0.000118924j 
-5.36228e-05+6.50639e-06j 0.00297039-0.00280658j -0.0329781-8.59715e-05j -0.048066-0.00132237j -0.0429472+0.000268846j 0.119317+0.000780294j -0.117249-0.00214938j -0.0851289+0.00411989j -0.0225898-0.00218869j 0.0574442-0.00429783j -0.112737+0.00120007j 0.128288+0.000142472j -0.0330184+0.00134468j 0.0584329-0.000515856j 0.166946+0.00620398j -0.0993372+0.000839691j -0.144628+0.00100582j 0.0566534+0.00178503j 0.0693692+0.000983165j 0.0597956-0.000765943j 0.242522+0.000770208j 0.172114+6.82445e-05j 0.391611+0.00072482j -0.0708043+0.00120824j 0.163737-0.00421779j -0.29601-0.00042621j 0.129711-0.00245278j -0.184202+0.00174406j -0.047797-0.000764005j -0.0115811+0.00216319j 0.0126493+0.00463981j 0.11245+0.00187962j 0.0983637-0.000444573j 0.164849-0.00150582j 0.0216801-0.0015161j -0.040682-0.000899062j -0.0162947-0.00117136j -0.120454-0.00110778j 0.0262544+0.00168807j -0.072229-0.00220357j -0.0541728-0.000688208j -0.0262961-0.0041268j -0.00204213+0.00319581j 0.0247777-0.000417003j -0.0161756-0.00128244j -0.0197614-0.000655257j -0.00224155+0.00560881j 0.0136043-0.00275321j -0.0587173-0.000624746j -0.036967+0.00256968j -0.0892718-0.00138245j 0.0433682+0.000556564j 
0.0133847+0.000528041j -0.0259028-0.000580706j 0.0423019+0.000297186j -0.0286494-6.47647e-05j -0.0725341-0.000219223j -0.0311084+0.000168212j -0.0792961+0.000527926j -0.0245022+6.17706e-05j 0.0107705+0.0032235j 0.0628706+0.000480984j -0.0688631+0.000158232j 0.0893178-0.00155251j -0.0431587-0.00157518j -0.0608967-0.000850958j -0.105895+0.000227512j -0.115293+0.000317351j -0.258993-0.00137293j 0.0797886+0.00228727j -0.282642-0.00143538j -0.0272538-0.00161121j -0.449679-0.00337741j 0.0543489+0.00487709j 0.239798-0.00158302j 0.0246151-0.00201807j -0.0455407-0.00211038j 0.100275+0.00378437j -0.0116758-0.000541603j -0.0141095+7.08113e-05j -0.0293071-0.00222831j -0.0223397-0.00310698j 0.0169508-0.000635204j 0.0522211+0.001978j 0.0205156+0.000575939j -0.00834801+0.00160285j 0.00533143-0.00256013j -0.000944328-0.000305895j 0.120982+0.00034793j -0.0177795+0.000289558j -0.139533-0.000906861j 0.170624-0.00109553j -0.0424215+0.00239821j -0.0747806+0.00344841j -0.0374775+0.000489949j -0.00253165-7.48435e-05j -0.0132634+0.000325258j -0.0114569+0.000704012j 0.0101853+0.0100805j 0.0657939+0.000600478j -0.0610299-0.000804364j -0.000472392-0.00345078j 0.0686848+0.00151585j 0.0283645-0.000688857j 
0.00398743+8.66232e-05j 0.0439251+0.00141159j -0.0436399-0.00023915j 0.0504472+0.000249302j -0.016958+0.000257327j 0.0594998-0.000191391j 0.0842846-0.000548363j 0.0292939-0.00134748j 0.0610693-5.26901e-05j -0.0752966+0.00325406j 0.063123-0.00014356j -0.0184096+0.00106072j 0.0608884+7.0758e-05j 0.0616124+0.00290322j -0.181611-0.00427046j 0.0872162-0.00112991j 0.0475328-0.000727528j -0.164773-0.0036964j -0.0926404-7.96025e-05j 0.0629882+0.000712566j 0.0059575-0.000378993j 0.261572-0.00276235j 0.402135+0.00208013j 0.0764383-0.00170892j -0.334076+0.00597112j -0.0832232-0.00562801j 0.0567895+0.00129721j 0.0414795-0.00365962j 0.0122818+0.00100213j 0.0167057+0.000433578j -0.0373246+0.00223244j -0.153526-0.00249386j -0.0698447+0.00125444j -0.0826016+0.000716675j -0.0478017-0.00344706j 0.0201567+0.000864593j 0.0565738-0.00242151j -0.0169311+0.00167966j -0.0845836-0.00280605j -0.10178+0.00108088j 0.0492755+0.0010074j 0.0133936-0.00609494j 0.0959205+0.00568705j -0.0413113-0.00218975j 0.0336482+0.00145512j 0.0715153-0.00187194j 0.00521915-0.00303867j -0.0214701-0.00135497j -0.071277-0.00262291j -0.013564-0.00431584j 0.0892835+0.00217702j 0.0115858-0.000687403j 
