-0.0272225-0.0228847j -0.0593511-0.0717862j -0.105375+0.0406883j -0.0605738-0.0075645j 0.000181471-0.0104909j -0.384548+0.0821651j 0.0369322+0.080475j 0.19703+0.0283294j -0.414108+0.0480443j 0.609569-0.0646556j -0.143546+0.0353091j -0.579353-0.0308358j 0.217973+0.097168j -0.0692539-0.00907925j -0.268605+0.0788007j -0.709605-0.0977406j 0.791893+0.0491366j -0.879259+0.0144083j -0.642899-0.0672864j -0.0988305-0.0235398j -0.354505-0.00338163j -1.09351-0.0582133j -0.860398-0.0320622j -0.426783-0.0915514j -0.675021-0.0533817j 1.67332+0.110345j 0.265192+0.0152764j 0.338817+0.0103449j -0.0767298-0.00797863j 0.939982+0.0297087j 0.561823+0.0433618j -1.11565-0.0740034j 1.02308+0.0669819j -0.36928-0.148957j -1.05541-0.140206j 0.0488781+0.0475852j 0.474065+0.0820277j -1.11221-0.0314452j 1.12156+0.0917059j -0.469889-0.151415j -0.9042-0.164191j -0.0898688+0.0407798j 0.357432+0.114681j -0.212462-0.0345729j 1.79338+0.254393j -0.82774-0.125389j 0.515539+0.150775j -1.00862-0.0736008j 1.38661+0.0302557j -0.293747+0.0825556j 0.000363811-0.100362j -0.864812-0.116427j 1.06024-0.145809j -0.844231-0.0219698j 1.07753-0.329291j -0.214799+0.0388536j 0.316456+0.0863054j -0.176281+0.0808998j 0.481406-0.0597615j -0.0360765+0.0593727j 0.110391-0.35943j -0.252036-0.316265j 0.0493434+0.162552j 0.350249-0.129965j 0.530991+0.215906j 0.497616+0.251387j 0.0386432+0.459499j 0.355631+0.0310603j 0.754014+0.287581j -0.513658+0.0779754j 
-0.040955+0.0218487j -1.71238+0.132649j -5.86896-0.0559389j -0.405123-0.119059j -0.391103-0.022233j -12.7673+0.00576119j 2.53174-0.101255j 8.94992-0.00109896j -13.8504+0.134344j 19.4011-0.0889885j -3.36178+0.0618894j -26.3377+0.00385974j 9.26512+0.103275j 0.865427-0.0422103j -8.91549+0.0427993j -31.825+0.0209458j 29.379-0.0245073j -34.1794-0.195644j -25.9705+0.215259j -1.25215-0.0668415j -10.54-0.240636j -42.9505-0.080557j -33.8683-0.195027j -18.6816-0.125124j -29.0472-0.0936856j 64.9161+0.306752j 9.59437-0.0463986j 14.0469-0.0479746j -1.9403+0.0152736j 34.508+0.206359j 19.8352+0.112282j -42.4319-0.329176j 40.6237+0.368276j -18.8836-0.00478654j -39.5004-0.266836j -0.701345-0.00487197j 19.0324+0.136386j -40.6551-0.0768472j 42.296+0.277992j -19.8776-0.203951j -34.6526-0.44566j -1.77531+0.0671982j 13.8387-0.0430204j -9.87588-0.095275j 64.8212+0.659542j -28.6018-0.42664j 18.6761+0.332581j -33.6698+0.259288j 42.5915+0.166633j -10.1213-0.286051j 1.45757-0.23501j -26.0444-0.504682j 34.2222+0.651636j -29.6328-0.373891j 32.0513+0.500325j -8.40197+0.519701j 1.16548-0.251094j -9.06061-0.515032j 26.1689+0.592906j -3.4098-0.218428j 19.8139+0.289027j -13.8889-0.191194j 8.86083-0.133797j 2.58211-0.314042j 12.7415+0.345823j -0.604208-0.062593j -0.0543299-0.253675j 5.72881-0.0250659j 1.68223-0.163747j -0.0205287+0.0341202j 
0.0509632+0.00596541j 1.96675-0.0298586j 6.68227-0.0387721j 0.347703+0.0944565j 0.594387+0.0813169j 14.4174-0.149568j -2.87246+0.111142j -10.1801-0.00859141j 15.6386-0.134253j -21.9785+0.376599j 3.92323-0.144247j 29.8149-0.11556j -10.3069-0.0657096j -0.762764-0.109539j 9.9878+0.0045328j 36.032-0.170198j -33.3427+0.109395j 38.7295-0.18856j 29.6349-0.0724783j 1.31657+0.10229j 11.8946+0.0388662j 48.357-0.167622j 38.2774-0.096473j 21.245-0.183963j 32.3602-0.221217j -73.6676-0.0342705j -10.8785+0.14316j -16.0367-0.0148671j 2.13044+0.218318j -38.9782-0.140431j -22.4436+0.0119411j 47.7619+0.165936j -45.7637+0.18258j 21.4917+0.112389j 44.6863+0.142263j 0.701076-0.168813j -21.6829-0.111516j 45.892-0.124402j -47.9119-0.214624j 22.4254-0.124299j 38.884+0.307469j 2.00289+0.0722647j -16.0437-0.0777389j 10.9841-0.124435j -73.5975-0.498967j 31.8151-0.502246j -21.3706-0.0232841j 38.2903-0.225317j -48.6123-0.206265j 11.9361+0.106399j -1.38259+0.0816324j 29.1436+0.633037j -38.8452-0.631011j 33.2002+0.24148j -35.8402-0.181516j 10.3191+0.574323j -1.11366-0.0778236j 10.2987+0.165649j -29.7218-0.325787j 3.6063+0.570628j -21.7417+0.0829125j 15.7255-0.154566j -10.0327+0.290948j -2.79095-0.10513j -14.4472-0.158381j 0.530536-0.0898131j -0.528499-0.00877712j -6.52418-0.011124j -1.92053-0.013659j 0.00891538-0.0309666j 
0.101972+0.0413383j 3.21268-0.0914529j 10.8037-0.0876662j 0.603489+0.129184j 0.978627-0.00955407j 23.6813-0.138766j -4.6922+0.221133j -16.4138+0.205771j 25.5076-0.334467j -35.5571+0.348627j 6.30525-0.226114j 48.4495-0.288439j -16.7813-0.23919j -1.517+0.0823553j 16.3111-0.0114612j 58.5089-0.059649j -53.948+0.187256j 62.9636-0.0675148j 47.9723+0.0935229j 2.5023-0.0136649j 19.8249-0.15591j 78.8967+0.100077j 62.365+0.060814j 34.3489+0.0203792j 52.7766+0.214158j -119.541-0.319435j -17.8224+0.0177123j -26.0158-0.0217523j 3.61882+0.0755029j -63.396-0.152285j -36.4299-0.0714609j 77.7469+0.224727j -74.4639-0.174042j 35.0299+0.211292j 73.1533+0.293081j 0.920932-0.18829j -35.0939-0.565441j 74.5867+0.232263j -77.4454-0.310869j 36.7415+0.0971184j 63.3248-0.00308196j 3.42354+0.268124j -26.0528-0.318536j 18.1753+0.19666j -119.405-0.788063j 52.7201+0.618743j -34.324-0.0557514j 62.065+0.431564j -78.7928-0.692198j 19.161+0.06197j -2.72264+0.121709j 47.9773+0.677741j -62.7528-0.525782j 53.9234+0.0587252j -58.8631-0.349348j 16.566+0.732873j -1.30533+0.139192j 16.574-0.10707j -49.0454-0.705447j 6.31724+0.0301976j -35.9817-0.685789j 25.7629+0.34181j -16.3006-0.482403j -4.72059-0.276708j -23.5881-0.761667j 1.30421+0.10618j -0.61503+0.157308j -10.5858+0.0727563j -3.01322-0.0286826j 0.0120064-0.067171j 
-0.0597222+0.0829553j -1.19823+0.0300517j -3.99927-0.0609202j -0.256104-0.024795j -0.260962-0.0357222j -8.54068+0.146897j 1.58021-0.0158939j 5.98581-0.0777984j -9.47034+0.0541962j 12.9101+0.170744j -2.34609+0.1165j -17.849+0.0030992j 6.0395+0.262644j 0.613404-0.0574989j -5.87083-0.0581761j -21.3376+0.100081j 19.7091-0.106465j -23.0653-0.00948269j -17.5667+0.027771j -0.607718-0.12185j -7.01273-0.196792j -28.7585-0.00316764j -22.7357-0.297431j -12.6304-0.0012388j -19.3829-0.0808829j 43.9557+0.309745j 6.65039-0.0185827j 9.61408-0.121545j -1.29974-0.312261j 23.2686+0.0958963j 13.3675+0.223585j -28.5846-0.131956j 27.2398+0.00996241j -12.6856+0.0656367j -26.6997-0.325112j -0.395967-0.0117548j 13.0689+0.351049j -27.5682-0.0189981j 28.2326+0.538071j -13.1829-0.0146444j -23.001-0.0990326j -1.18997+0.175617j 9.44267+0.0924708j -6.84746-0.321201j 43.6892+0.0605884j -19.5616-0.137447j 12.5983-0.237843j -22.8128-0.521211j 28.8084+0.573159j -7.44404-0.0309478j 1.2562-0.168611j -17.6153-0.370109j 22.9491-0.044566j -19.9382-0.179494j 21.2165+0.521882j -5.78117-0.137211j 0.45435-0.0360457j -6.03969+0.12602j 17.6945+0.379723j -2.13702-0.38869j 12.8577+0.458479j -9.47166-0.261013j 6.23109+0.166879j 1.72104+0.0407912j 8.66301+0.328706j -0.389468+0.150414j 0.552766-0.206155j 3.88983-0.144361j 1.08707+0.00554164j -0.0763613+0.0650845j 
-0.191317-0.0917267j -6.7262+0.219845j -22.7276-0.00671269j -1.29194-0.277898j -1.9983-0.0547026j -49.3433+0.368895j 9.72488-0.352816j 34.8385-0.0610381j -53.7346+0.735335j 74.8697-0.772623j -13.2671+0.254629j -101.969+0.73258j 35.3367+0.275041j 3.40778+0.0934355j -34.1325+0.293602j -123.122+0.555303j 113.725-0.237654j -132.602+0.272088j -100.942+0.182375j -5.24956+0.0280451j -41.1895+0.150292j -165.758+0.250588j -130.891+0.0704742j -72.1529-0.0745481j -110.862+0.162763j 251.575+0.0900994j 37.7224-0.0911784j 54.4693-0.00344552j -7.30488-0.287844j 133.174+0.110631j 76.5467+0.277931j -163.537+0.23117j 156.697+0.355626j -73.5885-0.0431154j -153.141-0.306342j -2.12511-0.248918j 73.8614+0.359751j -156.644-0.534801j 163.811+0.557065j -76.2281+0.0570465j -133.306-0.32818j -7.16956-0.166101j 54.2264+0.5332j -37.6711-0.381925j 251.514+1.5456j -111.085-0.459418j 72.1834+0.443964j -130.637-0.949864j 165.112+0.914037j -41.1696-0.0573663j 4.9847-0.314278j -101.171-0.120558j 132.817+1.09615j -114.021-0.862038j 123.072+1.08598j -34.3129-0.588977j 3.69584+0.116512j -35.5526+0.0837669j 101.962+0.856363j -13.4284-0.188129j 74.9432+0.919156j -53.7095-0.642699j 34.8371+0.537341j 9.86522+0.423563j 49.3083+0.864336j -2.01671-0.0900961j 1.37376-0.137315j 22.5071+0.102774j 6.59231-0.052675j -0.0351567+0.00210222j 
0.135597+0.125428j 4.37883-0.188886j 14.6506+0.0717597j 0.792664+0.105609j 1.2545+0.0265434j 32.0572-0.417407j -6.36839+0.141266j -22.5409+0.00219907j 34.6584-0.537489j -48.4357+0.546221j 8.55003-0.106962j 66.2774-0.365173j -22.7252-0.0542173j -2.1053+0.203369j 22.1289-0.409255j 79.6776-0.446482j -73.4838+0.317833j 86.0572-0.305584j 65.5889-0.0918995j 3.44267+0.0836477j 26.8561-0.131526j 107.479-0.238904j 84.8105-0.0341755j 47.012-0.169438j 71.9315-0.0316152j -163.036+0.348696j -24.4327+0.16357j -35.4496+0.00371864j 4.58998+0.115303j -86.5647-0.00498981j -49.4275-0.334342j 105.922+0.180337j -101.247-0.138414j 47.5091+0.241696j 99.5973+0.226642j 1.67869-0.353913j -48.046-0.00521883j 101.754+0.342678j -106.473-0.624575j 49.7012-0.169476j 86.3475+0.0321062j 4.58903-0.218133j -35.3059-0.0436584j 24.4257+0.246265j -162.997-0.820757j 71.3078+0.746155j -46.8094-0.194715j 85.1006+0.382557j -107.466-1.00944j 26.7364+0.36343j -3.0096+0.354625j 65.562+0.627924j -85.3864-1.01426j 73.5206+0.256721j -79.9434-0.671275j 22.1868+0.00576138j -2.2313-0.202913j 22.5765-0.0566118j -66.2438-0.610861j 8.57893-0.0187179j -48.4606-0.818514j 34.5869+0.499644j -22.2534-0.206337j -5.96752+0.126158j -31.7485-0.555075j 1.4995-0.0648261j -0.971224+0.188266j -14.5444-0.218652j -4.32463-0.10324j 0.186829+0.0464388j 
0.0233672-0.0121403j 0.424954-0.00866118j 1.37288-0.00408213j 0.019194+0.108664j 0.166992-0.0837396j 2.83596+0.00166901j -0.423481-0.0413943j -2.27468+0.000778722j 3.35896+0.0211354j -4.48281-0.0642462j 0.806268+0.0487367j 6.14703+0.0115612j -2.02605-0.0719577j -0.204343+0.0776229j 2.20932-0.0239541j 7.27084+0.0410202j -7.00114+0.0976664j 7.98623+0.053529j 6.04434-0.0753838j 0.336238+0.113374j 2.53336+0.0526838j 10.1088+0.224578j 8.0221+0.148042j 4.35066+0.083347j 6.89703+0.0714866j -15.2342-0.184768j -2.29935+0.0313298j -3.23858-0.0809565j 0.554402+0.291337j -7.71342+0.325735j -4.24961+0.044557j 9.89094+0.115861j -9.34877+0.200969j 4.62487+0.0850417j 9.35818-0.148318j 0.324529-0.0809761j -4.67301-0.352287j 9.43229+0.162878j -9.81149+0.00514208j 4.38067+0.141104j 8.01364-0.000801793j 0.870684-0.00883926j -3.80019-0.0399977j 2.81358+0.155224j -15.4332-0.0610704j 6.64234-0.108008j -4.33705+0.0415018j 7.78644-0.294476j -9.95269-0.0483346j 2.77255+0.0158673j 0.350678+0.456792j 6.31741+0.0938054j -8.36883-0.470497j 7.1622+0.296671j -7.45084-0.190379j 1.84691+0.0259298j -0.377276+0.198189j 2.26432+0.345905j -6.34415-0.283561j 0.899034+0.0293143j -4.83314-0.381139j 3.12797+0.2947j -1.99294+0.00966365j -0.701952-0.126605j -2.9282-0.102065j -0.0135038+0.249835j -0.0526281+0.0828565j -1.30872-0.0390676j -0.438907-0.0249463j -0.022049+0.00863284j 
0.00206014-0.00494482j -1.70609+0.0579535j -5.96547+0.012298j -0.396842-0.0795662j -0.588767+0.00843437j -12.8444-0.0383217j 2.51796-0.169059j 9.14619+0.0481157j -14.017+0.2181j 19.744-0.187736j -3.57021+0.106544j -26.7481+0.24059j 9.42591+0.0192644j 0.7582-0.042554j -8.80293+0.0500964j -32.3174+0.0364415j 29.8795-0.204135j -34.6399+0.128973j -26.4866-0.248912j -1.33019+0.00247967j -10.7004+0.0811578j -43.5286+0.228434j -34.2647-0.136916j -18.6532+0.192247j -28.7251+0.129176j 65.8029-0.118553j 9.94133+0.0438112j 14.3907+0.0773576j -1.73166+0.073221j 34.7975-0.176706j 19.9553-0.0641527j -42.6895-0.314197j 40.9488+0.0583331j -19.1781+0.198193j -40.7354-0.265476j -0.486462-0.0195216j 19.0852+0.0437329j -41.0297+0.234907j 42.8786-0.169586j -20.0614+0.0666282j -34.829-0.271347j -1.72937-0.198712j 14.7406-0.361664j -9.49524-0.0195433j 65.6832+0.241907j -29.2546-0.636523j 18.9366-0.16582j -34.4465-0.00392233j 43.3933+0.283759j -11.3869-0.486749j 1.22852-0.0968552j -26.3243-0.0482393j 34.9885+0.224113j -29.5727+0.197186j 32.4561+0.285125j -8.92921+0.164152j 1.00199-0.218397j -9.06777-0.130148j 26.5811+0.290566j -3.44771-0.268793j 19.5236+0.0633158j -14.219-0.229212j 8.97395+0.125562j 2.57626+0.0685701j 12.9904+0.305479j -0.30075-0.0091892j 0.30706-0.0735895j 5.96579-0.00612161j 1.76307-0.124534j 0.0668006-0.0102942j 
-0.0837835-0.15177j -1.40766+0.149777j -4.68141-0.0718948j -0.34513-0.0183103j -0.574114+0.173992j -10.6363+0.0406488j 2.09552-0.0717256j 7.45983+0.0688336j -11.478+0.175503j 15.7282-0.141283j -2.87677+0.10834j -21.6892+0.172995j 7.46851+0.115351j 0.834967-0.359217j -7.17868-0.111791j -26.1+0.457857j 24.0235-0.050241j -28.2489-0.0125781j -21.6191+0.210552j -1.14718-0.14053j -8.6864-0.0604715j -35.2472+0.0622929j -27.616-0.00969348j -15.3719+0.0898682j -23.238-0.134913j 53.2951+0.239161j 8.14081-0.170585j 11.5891-0.0547123j -1.47253+0.0708993j 28.3178-0.0336264j 16.6176+0.284037j -34.8687-0.307393j 33.3608+0.435978j -15.6793-0.0314117j -32.6526-0.144616j -0.259457-0.245742j 15.7845+0.371251j -33.0227+0.060852j 34.5051+0.280991j -16.2151-0.0516671j -27.8223-0.447833j -1.57099+0.158551j 11.7736+0.33497j -7.60434+0.021546j 53.3146+0.496983j -23.6742-0.0743436j 14.9543+0.426957j -27.7583+0.0774016j 35.2478+0.286606j -8.85737-0.182012j 1.2491-0.00971298j -21.3647-0.35095j 28.5406+0.561038j -23.9976-0.370873j 26.1158+0.504217j -7.31107-0.341058j 0.753741-0.00516345j -7.64848-0.428028j 21.6777+0.641351j -2.89961-0.162099j 15.6373+0.650029j -11.2287-0.532027j 7.34614-0.0284306j 2.15798-0.204492j 10.4713+0.28538j -0.474473+0.00231444j 0.437499-0.0928216j 5.01595+0.138368j 1.41564-0.194682j 0.033954+0.0264856j 
-0.0351893-0.0472527j -1.31471+0.0345996j -4.346+0.0235346j -0.200043+0.00850097j -0.392091+0.0230293j -9.55951+0.116225j 1.81945-0.153018j 6.76759-0.0213424j -10.3327-0.0804155j 14.3757-0.19492j -2.57137+0.0184886j -19.6986+0.266103j 6.85569+0.0980086j 0.689766-0.0850077j -6.45388+0.042472j -23.6592-0.0188613j 22.0726-0.169654j -25.526-0.0629729j -19.4163+0.311663j -0.966515-0.0973944j -7.90879-0.0450529j -31.8809+0.143784j -25.1153-0.0768536j -13.7319-0.122494j -21.2063+0.0362036j 48.4714+0.192948j 7.18928+0.077426j 10.2485+0.148959j -1.56057-0.100481j 25.7613-0.192025j 14.6723+0.174222j -31.5672+0.296936j 29.8497-0.0411424j -14.0481+0.118813j -29.2488-0.0403009j -0.310243-0.0965216j 14.4573+0.0805651j -30.2516-0.312854j 31.9159+0.198288j -15.5322-0.441359j -25.2511+0.061921j -1.04256+0.208788j 10.228+0.0297362j -7.27845-0.0879212j 48.0311+0.057978j -20.8463+0.182802j 13.9525+0.235801j -25.856-0.458415j 32.113+0.462018j -7.65636-0.053844j 1.24395-0.174841j -19.2247+0.159545j 25.3555+0.309467j -21.5926-0.607254j 23.5345+0.115644j -6.72681+0.0509098j 0.852165-0.0520408j -6.85375-0.111566j 19.6108+0.443767j -2.74566-0.0237711j 14.4131+0.369908j -10.2701-0.152856j 6.77497-0.00964426j 1.87248+0.149801j 9.37797+0.269994j -0.330013+0.0266102j 0.274189-0.0670453j 4.3857+0.00591627j 1.29195-0.0545921j 0.0522937+0.000996375j 
-0.231535-0.106811j -7.4365+0.190241j -24.9739-0.140419j -1.59451-0.229748j -2.31224+0.0926963j -54.2184+0.475116j 10.4672-0.310073j 38.1804-0.159773j -59.1954+0.745236j 82.3864-0.718012j -14.5289+0.27591j -112.528+0.891021j 38.6727-0.0219638j 3.50662+0.00553619j -37.6412+0.331501j -135.378+0.711307j 125.084-0.47893j -145.802+0.208236j -111.048+0.229967j -5.50969-0.218203j -45.3641+0.138577j -182.388+0.267362j -143.838+0.563291j -79.3761+0.145322j -122.092+0.236247j 276.247-0.282033j 41.8894-0.320316j 60.0277-0.276637j -7.9737-0.0155587j 146.435+0.161108j 84.2998+0.0606817j -179.78-0.167028j 172.453-0.0267749j -81.1477-0.200263j -168.804-0.239164j -2.54176+0.035653j 81.4114+0.285254j -172.365-0.83506j 180.252+0.856304j -84.5099-0.230255j -146.043-0.399154j -7.76418+0.0713508j 60.2291+0.587111j -41.416-0.198267j 276.781+0.775193j -122.095-0.532001j 79.747-0.0550263j -144.06-0.585067j 182.551+0.9783j -45.3811+0.139754j 5.5967+0.183826j -111.354-0.815671j 146.03+0.708588j -124.978-0.64356j 135.137+1.05391j -37.2879-0.321264j 3.6944+0.322134j -38.7-0.0255982j 112.455+1.08044j -14.4432-0.344316j 82.4136+1.10343j -59.3827-0.830535j 38.147+0.205288j 10.7734+0.341537j 54.3906+0.511727j -2.10913-0.144832j 1.57075-0.0642099j 24.8883+0.254251j 7.50102-0.0495064j 0.0484549-0.0871937j 
-0.0879235-0.017077j -0.196414-0.074731j -0.631342+0.0315186j 0.0238341+0.0184611j -0.0599141+0.0984466j -1.32371+0.0127368j 0.318372+0.0850108j 0.861696-0.0423393j -1.45193-0.104208j 1.66763-0.218422j -0.241013-0.138659j -2.36888-0.00866217j 0.760721+0.0204707j -0.0111672+0.0374928j -0.707859-0.0229584j -3.06775-0.0958808j 2.72954+0.188605j -2.95877-0.0218824j -2.56855-0.0632711j 0.0693849-0.0663111j -0.947164+0.0120773j -4.18457-0.102631j -3.3031-0.178168j -1.72985+0.0657329j -2.32647-0.149451j 6.135+0.307502j 0.799635-0.112332j 0.989164+0.0350731j -0.244525+0.212977j 3.21642+0.0291128j 1.68503-0.0652872j -4.17858-0.144103j 4.13069+0.243763j -1.55352+0.253586j -3.35033-0.362384j -0.151421+0.251967j 1.62566-0.158947j -3.31048+0.0238809j 3.83015+0.173449j -1.79093+0.00938398j -3.32769-0.69503j -0.465987-0.136079j 0.701011-0.0910277j -1.32918+0.00971781j 6.07131+0.0185845j -2.97033-0.255275j 1.73536-0.0383517j -3.13964+0.122556j 3.84529+0.141301j -0.729121-0.19372j -0.324981+0.0700301j -2.47161-0.406077j 3.35228+0.198733j -2.71373-0.104384j 3.15328+0.498501j -0.520183+0.0212085j -0.17086-0.0289903j -0.761137+0.0326981j 2.34846+0.0553124j -0.411222-0.0447757j 1.79188+0.162619j -1.39497-0.188222j 0.711407+0.0173621j 0.273968+0.139777j 1.2055-0.118854j -0.0980307-0.108174j 0.318295+0.0172092j 0.49537+0.0628635j 0.125518+0.0376877j -0.0317126+0.00145869j 
-0.121961-0.0903542j -5.71203+0.0727339j -18.9774+0.0193057j -1.11267-0.0764066j -1.56628+0.133287j -41.4101+0.46678j 7.92123-0.310222j 29.1563-0.228268j -44.8842+0.586281j 62.8439-0.569736j -11.1352+0.176406j -85.5552+0.68176j 29.6985+0.0476479j 2.71464+0.0306185j -28.7051+0.315292j -103.107+0.43495j 95.3011-0.382454j -110.788+0.334432j -84.4725+0.273295j -4.13977-0.0339065j -34.3794+0.143561j -138.476+0.454656j -109.47+0.380743j -60.7153+0.372788j -92.5484+0.404523j 210.332-0.350941j 31.6198-0.13789j 45.6039-0.0444622j -6.29855-0.257822j 111.684+0.159621j 64.2144+0.237082j -137.489-0.124497j 130.783-0.0582533j -61.8557+0.196194j -128.403-0.631317j -2.52244+0.241126j 61.84+0.0781971j -130.792-0.0855319j 136.638-0.200274j -63.9551+0.315886j -111.668-0.269592j -6.12926-0.0706835j 45.5576+0.856159j -31.4852-0.139211j 210.473+0.268672j -92.9312-0.48318j 60.3719+0.283468j -109.319-0.258495j 138.659+0.703287j -34.5226-0.0948427j 4.06824-0.134422j -84.2871+0.100551j 110.563+0.183454j -94.6083-0.369501j 102.806+0.569685j -28.7073-0.185891j 2.72052+0.094347j -29.7306+0.0727055j 85.5822+0.584042j -11.2667-0.263584j 62.7953+0.649021j -45.1992-0.61106j 29.307+0.33395j 8.09238+0.23472j 41.2541+0.366482j -1.75027+0.00278309j 1.11725-0.150023j 18.9548+0.0692322j 5.74406-0.00866635j 0.113011-0.0940311j 
0.0782265+0.0250353j 0.329903+0.0135141j 0.970277+0.0560163j 0.118355+0.0980241j 0.207438-0.0750398j 2.04624+0.0255038j -0.479332-0.153756j -1.3211+0.201555j 2.19714-0.072771j -3.199+0.0786249j 0.489679-0.0655349j 4.40949-0.13874j -1.48779+0.136878j -0.133442+0.0737358j 1.33679+0.0449999j 5.06954+0.158426j -4.68486+0.130372j 5.24142+0.137817j 4.00688-0.134876j 0.156989-0.0926051j 1.8213-0.0362859j 6.48888+0.377677j 5.69475-0.291724j 3.05284+0.286643j 4.43646-0.0702273j -10.4864-0.440346j -1.54768+0.178681j -2.25191-0.213147j -0.242192-0.029082j -5.77314-0.019444j -2.98636-0.136069j 6.85719+0.200991j -6.48509-0.322889j 2.97405-0.058262j 6.4199+0.206148j 0.278017+0.286409j -2.86141+0.297988j 6.58686-0.0508014j -6.43752+0.270058j 3.12624+0.173174j 5.51297+0.394895j 0.215353+0.0678449j -2.1577-0.145348j 1.41659-0.210786j -10.7301+0.0852997j 4.62696-0.119806j -3.37706-0.11857j 5.54479+0.00902731j -6.6301-0.155663j 2.2408-0.22391j -0.293303+0.143987j 4.30427+0.0171638j -5.35954-0.415167j 4.82433+0.217569j -5.27225-0.321504j 1.56047+0.00420857j -0.0446143+0.274846j 1.34774+0.142644j -4.24394-0.0722855j 0.566567-0.122546j -3.02581+0.158338j 2.19209+0.24582j -1.48626-0.00344336j -0.137055-0.0183658j -2.1212-0.0437928j 0.0106163+0.233315j -0.155017+0.0535511j -0.916621-0.00906781j -0.268884+0.00686037j 0.0171821-0.0147787j 
0.0878789-0.0549249j -0.309294-0.0608028j -1.16154+0.0136707j -0.127204+0.119465j -0.153964-0.0842258j -2.2607-0.155934j 0.554702+0.0890919j 1.44957+0.0618334j -2.37354+3.65698e-05j 3.609+0.0501565j -0.99944-0.014189j -4.54098-0.0580119j 1.59395-0.0558536j 0.148985+0.132616j -1.56448+0.008842j -5.61311-0.167847j 5.20052+0.210385j -6.12158+0.027614j -4.68578+0.114828j -0.133887-0.245117j -1.92031-0.0052372j -7.65227+0.133827j -5.93269-0.168942j -3.64826-0.0605511j -5.34041-0.502474j 11.444+0.141044j 1.67454+0.193578j 2.38379+0.0779466j -0.198891-0.105815j 6.25805+0.102853j 3.31318+0.0860595j -7.53287+0.304396j 7.24543+0.230834j -2.97332+0.127012j -7.02089-0.303101j 0.206989+0.1593j 3.76972-0.176994j -7.08121-0.20789j 7.36693-0.333918j -3.6866-0.0628689j -5.94058-0.172048j -0.499877-0.0769766j 2.61333+0.0618266j -1.80806-0.176179j 11.5262+0.216287j -4.85122-0.57942j 2.96516+0.0889824j -5.97972-0.181304j 7.44236-0.0645253j -1.80887-0.031712j 0.377915+0.220391j -4.52671+0.0728731j 5.94748+0.0406424j -5.1979-0.261633j 5.61053+0.250945j -1.56213-0.0193444j 0.177842+0.149639j -1.6128+0.0472913j 4.80538+0.146402j -0.215591-0.0514695j 3.22677+0.140967j -2.54369-0.0500756j 1.72524+0.0837001j 0.332844+0.141206j 2.27323+0.205002j -0.0377741-0.0778719j 0.00641192-0.111046j 0.911233-0.0069486j 0.315254+0.0630778j 0.107283+0.0419907j 
-0.149827-0.039109j -5.91613+0.0274828j -19.8089-0.0414132j -1.37043+0.0236993j -1.76108-0.105264j -43.1736+0.483578j 8.3786-0.41085j 30.2836-0.328515j -46.971+0.551611j 65.2302-0.712252j -11.5624+0.0288113j -89.232+0.961002j 30.6866-0.0870363j 3.00529-0.182168j -29.8725+0.268628j -107.074+0.803937j 99.1658-0.500957j -115.318+0.579473j -88.1063+0.329208j -4.70153-0.121623j -35.6165+0.207156j -144.317+0.568895j -113.685+0.147044j -63.1151-0.0112464j -96.9209+0.558152j 219.348-0.762845j 33.1269+0.10052j 47.6983+0.0539937j -6.60833-0.144398j 116.443-0.535088j 66.835+0.060904j -142.642-0.368484j 136.712+0.276726j -64.5828-0.151147j -133.836+0.0118823j -2.13478+0.260914j 64.5412-0.13524j -136.721+0.299682j 142.65-0.335084j -66.8154+0.0686967j -116.459-0.520704j -6.59258+0.153962j 47.6863-0.0613073j -33.1199+0.119867j 219.344+0.744147j -96.9465-0.501542j 63.1509-0.0190707j -113.683-0.128717j 144.328+0.579273j -35.6223-0.205222j 4.68877-0.145981j -88.1146-0.339029j 115.327+0.578791j -99.166-0.476258j 107.074+0.782024j -29.8726-0.268078j 3.00378+0.167399j -30.6856-0.0924334j 89.2182+0.950306j -11.6034-0.0253757j 65.2502+0.702252j -46.9621-0.548993j 30.2692+0.3209j 8.39021+0.398799j 43.173+0.464692j -1.76716+0.113746j 1.37675+0.0357608j 19.822-0.0403343j 5.91581+0.0210008j 0.139615-0.0441801j 
