-0.00571744-0.0601571j 0.0209204-0.178091j -0.137386+0.177035j -0.066164+0.163539j -0.0894333-0.0241801j -0.218815+0.0108294j 0.0532163-0.0917979j 0.0223078-0.0739443j -0.0670021-0.0745164j -0.0918495+0.114399j 0.0417327+0.139371j 0.569221+0.103737j -0.240249+0.70102j 0.608602-0.148564j 0.949053-0.620648j 0.0965414-0.0488493j -0.252971+0.099644j -0.398206-0.0678405j -0.273735+0.0897489j 0.170033+0.214223j -0.390228-0.316363j 0.00539539+0.0364849j 0.159465-0.228667j -0.216628-0.0540183j -0.106993-0.256092j -0.30525-0.213088j 0.131363+0.0381161j -0.00775505-0.230179j 0.0924573-0.00369324j -0.288461-0.742691j 0.788862-0.280121j 0.387478-0.150723j 0.237904+0.879144j -1.09562+0.0901623j -0.587383+0.899497j -1.81281+1.26149j -0.154483-1.18267j 0.0174543-0.0667282j -0.0763708-0.015782j 0.139357-0.0772534j 0.0273666+0.1111j 0.0438252-0.253647j 0.121332+0.101383j -0.272291+0.118932j -0.150374-0.133093j 0.00533209+0.184658j 0.111524-0.0717693j -0.0585915+0.252109j -0.383094+0.416666j -0.0750512-0.0809759j 0.145364+0.45738j -0.273917-0.213241j -0.174689+0.00382614j -0.202412+0.121532j -0.369132+0.137669j -0.185408-0.251961j -0.00807823+0.185179j 0.0596909+0.0820427j -0.462085+0.68949j 0.0955187-0.40015j 0.371674+0.0633107j -0.167334-0.743371j 0.0416127+0.0220404j 0.235+0.424902j 0.0701245+0.104398j 0.223367+0.0756878j 0.637462+0.164138j 0.187161+0.0142765j -0.229686+0.324423j 0.640344-0.529164j -0.337277-0.758366j 0.557877+0.10633j 0.0776799+0.693486j -0.255063-0.160886j -0.126534-0.418407j -1.01431-0.255703j 0.362427-0.498961j -0.424924-0.0908915j 0.140262+0.319634j -0.871455+0.273454j 0.00855499-0.720987j 0.161534+0.907199j 0.932948-0.856826j -0.432759-0.781092j 1.14897+0.195609j -0.0227334-1.25357j -0.228845-0.362288j -1.51207+0.01214j 1.21395-0.177072j -0.0878932-0.326546j -1.12149+0.735196j 0.927594+0.696928j 0.216676-1.89589j -0.254772+0.242436j -1.17728+0.0391767j 
0.0287529+0.127047j 0.205458-0.0585577j -0.156945+0.063462j 0.437634+0.197877j 0.192063+0.181293j 0.237969+0.364293j 0.0588856-0.0421663j 0.508305+0.52114j -0.727612-0.53488j 0.95366-0.592649j 0.0278162-0.530412j 0.018717+0.649071j -1.01333-0.329998j 0.386953-0.806775j 0.469282+0.133963j -0.095199+0.0998735j -0.170346-0.10124j -0.230697-0.0940688j 0.2263+0.339865j -0.0989665-0.0629159j 0.0785265+0.467542j 0.0734409-0.0918897j -0.217077+0.153602j -0.249418-0.326943j -0.0192907-0.228413j 0.412309-0.287928j 0.324037+0.0524762j 0.15996+0.0616277j 0.261288+0.190146j 0.119544-0.311217j 0.419635-0.321118j -1.89204-1.39524j -1.14525+0.0957968j 0.323171+0.240092j 0.11738+0.327766j -0.0531991+0.261393j 0.160847-0.0150046j -0.104344-0.0455592j -0.155306+0.0695022j 0.0273442-0.0142561j -0.109635-0.229563j -0.0122475-0.204596j 0.379227+0.312587j -0.118566+0.061909j 0.174693-0.0406204j 0.12383+0.089802j -0.137703-0.272839j -0.10258-0.0634314j 0.06828+0.0777262j 0.121883-0.00292559j -0.18432-0.842316j 0.089296+0.128676j 0.245587-0.155163j 0.0522153-0.18702j 0.107606-0.0965181j 0.0676645+0.0443465j 0.201515+0.0787337j -0.146983+0.0987968j 0.229737-0.294462j 0.0313456+0.35072j 0.336868+0.317258j -0.0187662-0.811307j 0.162747+0.410336j 0.000204318+0.442095j -0.230154-0.0789569j 0.0789527-0.271392j 0.0982374+0.0145969j 0.282806+0.0417574j -0.455563+0.317915j 0.255571-0.451436j 0.0702815-0.672135j 0.27568+0.167437j 0.375009-0.293204j -0.463188+0.258637j -1.326+0.365181j 0.256184+1.05234j -0.0563868+0.0535777j 2.03256-1.11723j -0.743197+0.490099j 1.15755-0.848758j 1.51498-0.838248j -1.0059+0.656349j -0.160903-0.214818j -0.2352-0.666255j 1.38005-1.65008j 0.507647-0.127644j 0.129407+0.595089j 0.349274+0.328995j 0.368633+0.111829j -0.255284+1.02432j -0.127567-0.28419j 0.523151+0.00695822j -0.305687+0.0494717j 0.175343+0.286899j 0.0335397-0.147104j 
-0.179949-0.337077j 0.121759-0.0146043j 0.150622-0.108061j 0.185039-0.275678j -0.44156-0.177135j -0.206807-0.179543j 0.283746+0.0155079j -0.516423+0.480263j 0.404906-0.0149163j -0.560731-0.188894j -0.209447+0.944471j 0.180902+1.07708j -0.0394867-0.000874845j 0.785546-0.531707j -0.461288-0.401968j 0.459705-0.415473j -0.223679+0.125561j 0.256132+0.139362j 0.213171+0.27818j 0.225104+0.195114j 0.053538+0.163806j -0.314158+0.259846j 0.550482-0.178284j 1.1177-0.0282807j 0.409443-0.348611j -0.0123106-0.720439j -0.548296-0.0571894j -0.96002-0.418844j 0.892464+0.121041j 0.829406-0.13151j 0.428391+0.29979j 0.143149-0.293715j -0.974239-0.298063j -0.201266+0.58031j 1.05359+0.193899j -0.140771+1.11629j 0.000257698-0.629738j 0.287602+0.558123j -0.0317101-0.219287j 0.0763516+0.729142j -0.169258-0.0243295j -0.00307146+0.0259147j 0.117966+0.0931845j -0.0862794+0.0650444j -0.247984-0.335404j -0.00292034-0.108261j -0.154396-0.0536153j 0.90606+0.140702j -0.0339787+0.0479407j -0.0689977+0.0782328j 0.0129492-0.169217j -0.475778-0.220009j -0.198476+0.0881208j 0.00776252+0.0488819j 0.266892-0.177738j -0.253247+0.784384j 0.299228-0.113813j 0.0349273+0.0996896j -0.481227-0.144j 0.981579-0.0195356j 0.0680389-0.373066j 0.128365-0.0602709j 0.497377+0.0572134j -0.750235+0.48052j 0.303753-0.421288j -0.402879+0.208382j 0.108085+1.00811j 0.144657-0.217143j 0.566493-0.153685j 0.390955+0.441584j -0.0397015+0.0526233j -0.839605-0.184297j -0.00212519-0.484997j -0.107937-0.797248j 1.05938+0.160373j 0.255515+0.289885j -0.524587+0.133503j 0.466358-0.495058j -0.924784-0.446584j -1.50955-0.0556504j -0.0891667+0.0122239j -1.03649-0.395837j 0.908655-0.880538j -0.507592-0.14792j -0.0858221-0.594235j -0.212541-0.825056j 0.740585+0.897526j -0.291638-0.059893j -1.11488-0.289444j -0.321896-0.50283j 0.67496-0.131877j 0.416261-0.311241j -0.582405-0.445921j 0.17583-0.495814j -0.354412-0.851507j 
0.0359025+0.381649j 0.486213-0.0994235j -0.0518225-0.0821376j 0.10203+0.529423j 0.396934+0.783502j 0.758756-0.00526431j 0.42285-0.759236j -0.321469-0.501879j 1.0469-0.00126126j -1.24068-0.447719j 0.131344+1.30323j 0.490858-0.606412j 0.868411+1.01337j 0.125366+0.637877j 0.0291762+0.766639j -0.264587+0.247528j -0.325089-0.239242j -0.33284-0.235114j -0.0339166+0.460759j -0.116774-0.555048j 0.36795+0.348613j 0.14418-0.215614j -0.011569-0.00825108j -0.0155107+0.0181062j 0.732574-0.60418j -0.888555+0.252414j 0.444667+0.0806306j 0.354239-0.308991j 0.368546+0.0400943j 0.26941+0.675543j -0.489177-0.673078j 0.0525161+0.4574j -1.09759+0.331253j 0.496987-0.154443j -0.561856+0.452141j -0.362805-0.000741057j 0.277443+0.174334j -0.340968-0.0404923j -0.555333+0.0878189j 0.0293801+0.0417183j -0.0535831-0.581914j -0.192476-0.243742j 0.553159+0.709621j -0.096024-0.0836378j 0.0831522+0.0867432j 0.0694138-0.213639j 0.260659-0.342531j -0.0998104-0.18949j -0.0281643-0.0224544j 0.356733-0.397938j -0.143641-0.841073j 0.184815-0.112779j 0.351036+0.208273j -0.0105357+0.0269977j 0.0522346+0.00571279j 0.145492-0.363727j 0.587541+0.206791j -0.91512+0.615486j -0.286319+0.316112j 0.0926578+0.325206j -0.188206-0.470157j -0.137235+0.366783j 0.376767+0.900993j 0.764076+0.401966j -0.317636+0.260933j -0.499451-0.0412428j -0.328527-0.25918j 1.20033-0.496311j 0.674469+0.345616j 0.485841-0.607401j 0.133161-0.418657j -0.0959653-0.454796j -1.41416-0.108407j 0.400798+0.117845j 1.3944-0.0853613j -0.185194+1.08101j 0.175695+0.827077j -1.32917-0.110093j 1.03933+0.270993j -1.08095+0.400438j -1.18463-0.167835j 0.418721-0.94214j -0.240284+0.23458j -0.220229+0.120749j -0.652172-0.0845216j 0.7634+0.100865j -0.166464+0.501076j 0.115208+0.284645j 0.378975+0.532933j 0.117238+1.138j 0.0352456-0.392981j 0.543424+0.296501j -0.788555-0.076159j 0.0897112+0.694052j 0.16849-0.514449j 
0.0306552-0.0640024j -0.142475-0.0713332j 0.00267426+0.0654929j -0.0163185-0.397113j 0.0171275-0.26166j 0.171645-0.147736j -0.0734618+0.142775j 0.385888-0.500344j -0.3544+0.561746j -0.45624-0.38222j -0.649043-0.22543j 0.355669-0.207738j -0.191299+0.68875j -0.676466-0.185626j -0.0147367-0.347658j 0.060874+0.0143742j -0.0382246+0.173726j 0.00437309+0.118192j 0.411218-0.232836j -0.130037+0.144201j 0.374985+0.0118399j -0.0442365-0.0473748j 0.043512+0.211428j -0.719482+0.0135654j -0.464385+0.0336139j -0.181198-0.678948j 0.0475094-0.29935j 0.0433291-0.205475j 0.547526+0.147794j -0.353667-0.178402j 0.160722-0.676021j -3.1459+1.55954j -0.195951+1.43931j 0.374095-0.054882j 0.637428-0.21936j 0.373278+0.227735j -0.00882238-0.138647j -0.0618757+0.000200766j 0.112586+0.00139617j 0.110018+0.11347j 0.00435636+0.14148j -0.220653-0.316329j -0.0432525-0.160403j 0.0858524+0.13976j 0.182739+0.27925j 0.013359+0.0789179j -0.0252012-0.0243922j -0.124043-0.163042j 0.0636522-0.846981j -0.0737493+0.0116968j -0.086931+0.0167967j 0.367585-0.15526j -0.0647724-0.181691j 0.226796-0.0300796j 0.00815345-0.0880495j -0.330317-0.196118j -0.0266343-0.081922j 0.190333-0.503418j -0.259528+0.848541j -0.00200609-0.662943j 0.161919+0.0794004j 0.0628331-0.436059j -0.318277+0.100118j 0.251571+0.0427377j 0.276293+0.15612j 0.207279-0.0452809j 0.297937-0.3102j -0.0664301+0.0791925j 0.430722-0.327125j -0.151666-0.178568j -0.274717+1.09804j -0.306151-0.0485168j 0.735622-0.279196j 1.24614-0.157689j 2.54128-0.361115j 0.198896+0.357391j -0.136229-0.105261j 2.14078-0.855546j -0.865021+0.269785j -0.433694+0.24106j -1.52508+0.308251j -0.199953+0.650488j 1.02139-0.125927j 0.120216+0.439229j 1.22044-0.634923j -0.0987082+0.313429j 0.727678-0.851526j 0.193046+0.192908j -0.377693+0.235083j 0.149667+0.158558j 0.249378-0.00861041j -0.230543-0.318966j -0.105062-0.0240606j 0.131637-0.202567j -0.0748043-0.011347j 
0.444446+0.149857j -0.357808+0.0655036j -0.429982+0.332412j 0.021239+0.948221j 0.104781+0.249369j -0.22624-0.543918j -0.827968-0.342407j -0.866941+0.272208j -0.36839-0.0990037j -0.566869-0.637294j -0.0203108+0.478186j -0.735414+0.164696j -0.693774+0.126143j -0.581512+1.13843j 0.357053+0.0884216j 0.292361+0.307711j 0.317381+0.0276348j 0.00866492+0.319123j -0.120527+0.494817j -0.152447+0.382148j -0.654394-0.546816j 0.426196+0.299293j -0.162013+0.333162j -0.346552+0.357767j 0.343473-0.155076j -0.83972-0.10968j 0.227773-0.17722j -0.136371+0.361456j 0.940552-0.407789j -0.943601+0.736402j -0.000992545+0.0246886j 0.0307163+0.516247j 0.196947+0.33289j 0.584978+0.305138j 0.109766-0.962783j -0.47656-0.467049j -0.00844011-0.0984757j 0.255377+0.194024j 0.311188+0.442355j -0.0693085+0.143207j 0.469056-0.436926j 0.166148-0.0174711j -0.57603+0.160104j 0.16782+0.203857j 0.10852-0.0136224j 0.0948758+0.541758j -0.568817-0.220986j -0.224554+0.0688676j 0.272589-0.00782917j 0.100185+0.0239758j 0.307084+0.462035j 0.119563+0.0172975j -0.814065+0.134247j -0.227237+0.263348j -0.0605865+0.00231706j -0.0920863-0.200478j -0.9857-1.23383j 0.172079+0.406251j 0.166815+0.0471402j 0.166117+0.320499j 0.360717-1.29336j -0.595903-0.241004j 0.281815+0.185765j -0.0175606+0.62931j -0.157911-0.15429j 0.655683-0.617235j 0.311852+0.267532j 0.622334+0.588182j -0.0957576+0.106084j -0.200746-1.07014j -0.0264371-0.475295j 0.115743-0.967127j 0.209389-0.640274j -0.152278+0.110948j -0.261467+0.127141j 0.14412+0.570114j 0.193366+2.22535j 0.71809-0.26413j -0.18006+0.321643j 0.120796-0.392104j 0.352385+0.309001j 0.38409+0.458131j 0.349587+0.0941648j -0.235891+0.800474j 0.346589-0.0677536j -0.889114-0.410211j -0.189429+0.759965j 0.156969-1.05008j -0.408093+0.234558j 0.357306+0.849942j -0.359329+0.101607j -1.11749-0.318415j 0.720812-0.0241102j -0.496869+0.251833j -0.0312973-0.186508j 
-0.163547+0.158703j 0.25043+0.244632j 0.151701-0.0907643j -0.325244+0.356401j -0.437369+0.511242j 0.125219+0.410455j 0.591164-0.00884783j 0.13631-0.350142j 0.579312+0.468134j 0.206978-0.808029j -1.01845+0.804891j 0.31729+0.240811j -0.283452+0.705538j -0.30299+0.526901j -0.527186+0.346234j -0.255595-0.198669j 0.358266-0.342614j 0.194405-0.266998j -0.698421-0.101464j 0.593662+0.0405112j -0.482598+0.152816j 0.0360108+0.201025j 0.0537542+0.103579j -0.0390471+0.230578j 0.658292+1.28004j 0.0326122-0.696292j -0.364957+0.375759j 0.310973+0.426344j -0.173706+0.512001j -0.889584+0.0858979j 1.05562+0.136046j -0.565138+0.468827j 0.996577-1.42491j -0.446035+0.610796j -0.311022-0.597211j 0.161671-0.779132j -0.395954+0.29311j 0.435522-0.121895j -0.187044-0.0413228j -0.0616567-0.536816j 0.0289349-0.139302j 0.393869+0.764266j -0.100801+0.164051j -0.0145662+0.141786j 0.0804428-0.27764j 0.0160322-0.0493045j -0.166154+0.146372j 0.392934-0.0919978j -0.207069+0.768049j 0.0377034+0.1741j 0.071298+0.0277599j -0.158085-0.283205j 0.257652+0.239451j -0.744041-0.141001j 0.797939-0.59745j -0.0994052-0.608326j 0.0334432+0.162419j 0.0877437-0.310273j 0.0964877+0.542485j 0.433455+1.3027j 0.173092+0.313267j -0.166158-0.116338j -0.482996-0.38566j 0.000497299+0.04124j -1.3353-0.0967143j 0.296325-0.0346125j -0.682689+0.445918j -0.495604+0.130995j 1.15523+0.865882j -0.46281+0.478656j 0.643914-1.2386j 0.0976288-1.0426j 0.673643+0.224252j 0.487794+0.0388535j 1.60131+0.905176j 0.185809-0.522203j 0.0218827-0.588359j 1.05716+0.232612j -0.420365-0.0107215j -0.599255+0.296053j -0.929044-0.398522j -0.24903-0.0261521j 0.0308579-0.548867j -0.00782137-0.0729183j 0.684945+0.155759j -0.122321-0.329583j -0.429404+0.958418j -0.131028-0.0944895j 0.325613-0.280183j -0.0958975-0.443217j -0.429752-0.158152j 0.139176+0.59927j 0.231923+0.490028j -0.518761+0.265177j -0.116898+0.519245j 
0.164978-0.24456j -0.154243+0.023875j 0.262488-0.419279j 0.257172+0.0135778j 0.00117821+0.379066j -0.585008-0.253699j -1.50202+1.17152j 0.418182-0.251874j 0.360673-0.661039j 0.717777-1.41433j 0.720354+0.539367j 0.220543-0.459622j -1.25411-0.475865j -0.0715501-0.283914j 0.445566-0.169206j 0.232105-0.170875j 0.0789754+0.155403j 0.319857-0.151809j 0.316861+0.210582j -0.208359+0.119664j -0.0929194-0.245873j 0.208694+0.0790983j -1.03233+0.656725j 0.0428316-0.108077j 0.49087-0.328748j -0.257102-0.773975j -0.0330655-0.485516j 0.52612+0.401632j -0.227889+0.762401j -0.050478+0.0360096j -0.637764-0.887545j 0.243568-0.0874337j -0.78977+0.0254194j -0.418091-0.27851j 0.437767-0.393653j 0.343742+0.134267j -0.0229277-0.26277j 0.264914-0.0881026j 0.506185+0.00431894j 0.207227-0.106489j -0.256597+0.269093j -0.00493848-0.112646j -0.105044+0.218724j 0.0175923+0.0832046j 0.0797798-0.0130734j 0.00488933+0.529271j -0.307981-0.255792j -0.215074+0.0252567j 0.133251+0.014116j -0.233848+0.552158j 0.153355+0.0102752j 0.0934376+0.0741749j 0.510315-0.893961j 0.508791-0.401689j 0.197212-0.0309976j 0.0802263-0.131826j -0.943574-0.78463j -0.613278+0.723677j -0.0410277+0.223736j 0.11925-0.146942j 0.165147+0.410308j -0.267528-0.188044j -0.445703-0.614423j 0.153579-0.0696336j -0.42765-0.23139j -1.08061-0.350972j -0.354141+0.185531j 1.56068+0.721387j 0.530155-0.398552j 0.0530844+0.0986989j -0.405125+0.443223j -0.0589797+0.131055j -1.19146+1.05123j 0.032953+0.38061j -0.253652-0.821452j 0.684565-1.26178j 0.496452-0.907102j 0.353984+0.612278j -0.960897-1.99211j -0.544743+0.173863j -0.587934+0.282367j 0.873377+0.357287j -0.595845-0.0378637j 0.608751-0.177926j -0.542298+0.392569j 0.342334-0.573985j 0.260516+0.218021j -0.782534+0.877352j 0.512754-0.0355934j 0.0722679+0.256928j 0.299756-0.0908779j -0.152486-0.297333j 0.355114+0.145758j 0.135088-0.206554j -0.389565+0.269741j 
0.126857+0.312178j -0.182063-0.299192j -0.496682-0.126106j -0.601698+0.444097j -0.0405909+0.0998916j 0.233918-0.337268j 0.126207-0.674494j -0.416884-0.259409j -0.0159071-0.17169j 0.0173459-0.421597j -0.269968-0.0575031j -0.40316-0.409304j -0.373325-0.642864j -1.1911-0.0753877j 0.0621994+0.202477j -0.404054+0.327894j 0.0171728+0.359732j -0.300284-0.041298j -0.567761-0.231983j -0.466547-0.292298j 0.75378-0.745814j -0.574795+0.422374j -0.00204146-0.0672814j -0.158088-0.646189j -0.0509674+0.230957j 0.163146-0.709325j 0.198297+0.340838j -0.369425-0.316117j -0.092198+1.19475j -0.146911-1.51519j -0.186935-0.308816j -0.533135-0.171143j -0.500788-0.0474337j -0.704752+0.644112j 0.971242+1.18495j 0.886728+0.125999j -0.0381116-0.015077j -0.356146-0.367433j -0.00856393+0.233942j 0.461836-0.404685j 0.234466+0.011922j -0.640035-0.00596598j -0.105387-0.124724j -0.240675-0.622266j -0.738307-0.199485j -0.18861+0.0439746j 0.119122-0.163597j 0.135855-0.167305j -0.223161-0.32478j -0.0461686-0.0816483j -0.0718873+0.0752679j 0.959575-0.241072j -0.28404-0.848059j 0.601474+1.19343j -0.00352501+0.109083j 0.578384-1.20567j 0.244102+0.190697j 0.0774663-0.119602j -0.484893-0.00503366j 0.112515+0.384711j 0.0311644+0.447048j 0.191595+0.00317043j 0.553841-0.203665j -0.736139+0.0190783j -0.0772868-0.656669j -0.234356-0.0321277j -0.0149245+0.786554j -0.260701-0.142865j -0.557013+0.508603j 0.0777741+0.218888j 0.281317-1.01471j 0.964467-1.97855j -0.173199+0.405888j -0.207405-0.485109j -0.786098+0.0350941j -0.112383-0.254657j 0.225208-0.931303j -0.451727-0.0300614j 0.168693-0.0634282j 0.232993-0.257769j 0.576673+0.507866j 0.425467+0.142057j 0.320282+0.505685j -0.884163+0.659426j -0.226109-0.427861j 0.33164+0.330814j -0.291234+0.894934j -0.384361+0.297793j -0.452154-0.738581j 0.283397-0.278799j 0.726184+0.195711j -0.43969-0.443225j -0.63828-0.170554j 0.203122+0.212825j -0.107563+0.108977j 
0.332634-0.24428j -0.527764+0.201161j -0.306891-0.753151j 0.576724-0.017816j 0.294799+0.119414j 0.23238+0.11298j 1.79874-0.320221j 1.36802-0.729976j 0.924872-0.866081j -0.204902+0.0643432j -0.267966+0.270678j 0.722154+0.29947j 0.277479-0.756055j 0.722062+0.571615j 0.777006+0.298184j 0.441483-0.0571224j 0.217432+0.0746119j -0.121055+0.00861057j 0.526491+0.347377j -0.630968+0.0970435j 0.290434-0.416269j 0.535114-0.226064j 0.485566-0.725151j -0.124664+0.837413j 0.800461+0.591005j -0.0742467+0.0980506j -0.152413+0.456984j 0.409773+0.340256j 0.424941-0.590566j -0.375275+0.169115j -0.402932+0.417524j -0.337053+0.713542j 0.0957671-0.590854j -0.065896-0.586531j 0.168942-0.0571972j -0.0914376+0.382097j 0.225086-0.391701j 0.454874+0.0869302j 0.8068+0.318977j 0.146516+0.117307j -0.205752-0.0267045j -0.165961-0.0388389j 0.24423+0.167267j 0.0104881+0.144954j 0.0633769-0.0635971j -0.052141+0.539965j -0.46922-0.418594j -0.263885+0.126482j 0.138682+0.290127j 0.736284-0.87121j -0.310952+0.4562j 0.0335203+0.0479399j -0.640976-0.245343j -0.472054-0.150826j -0.0368862-0.0734119j 0.0262495+0.405666j -0.381945+1.38025j -1.36661-0.493203j -0.317893-0.0340049j -0.100981-0.343844j -0.0155074+0.13834j 0.423343+0.294487j -1.02803-0.400706j -0.385388+0.000579046j 0.0197296-0.107113j -0.908168-0.742683j -0.432787+0.378209j -0.373111+0.338087j 0.535547-0.37731j 0.336588-0.990726j 0.0578392-0.239758j 0.132174+0.304716j -0.567076+0.655658j 0.330538-0.281696j -0.402605-0.0699313j -0.314969+0.62524j -0.302561+0.141055j 0.153019+0.626411j -1.32865+1.08345j -0.176527+0.308594j -0.387559-0.186461j 0.290185-0.129676j -0.0937816+0.788833j 0.164694+0.0549813j -0.595515-0.35811j -0.396778-0.465884j -0.149637-0.7785j -0.223363+0.101736j 0.023653-0.358913j -0.506232-0.710424j 0.344446-0.0403481j -0.0322226-0.112574j 0.449395+0.171098j 0.477968+0.0748378j -0.775858+0.062828j 
0.0904014-0.00163258j -0.0447777-0.33184j 0.152368-0.655403j 0.375452-0.243254j -0.39768+0.584204j -0.401806+0.0983303j 0.816306+0.448306j 0.501735-0.39312j -0.688165-0.517225j 0.102323-0.479112j 1.02743+0.200378j 0.937248+0.24849j -0.173789+0.0782607j -0.0468786-0.365453j 0.108125-0.0106107j 0.0703451-0.0738099j 0.0266731+0.280455j 0.267266-0.402134j 0.312798-0.298659j 0.0187248-0.36802j -0.51693-0.109888j -0.00545637+0.204281j 0.155774-0.118673j -0.196627+0.197703j -0.410346-0.117659j 0.227757-0.251018j -1.49204+1.59799j 0.484727-0.945175j 0.223788-0.294221j -0.0512071-0.0436878j -0.687963-0.519727j 0.244629-0.271636j -0.500452+0.263303j 0.0172451-0.230434j 0.150572-0.400711j 0.300169-0.0201575j -0.061456-0.173027j 0.194264+0.110998j 0.0254479+0.219158j 0.246132-0.273752j -0.369276+0.363107j 0.137451-0.0462577j -0.182453-0.147735j -0.085274-0.0426971j 0.235955-0.0283687j -0.0698303-0.397912j -0.681129+0.307359j -0.084322-0.126378j 0.310214+0.0175493j -0.417539+0.29001j 0.349873+0.527244j 0.245126-0.142837j 0.498567+0.498312j 0.168388-0.12154j -0.162901-0.020466j 0.206617-0.16231j -0.296782-0.297792j 0.634563-0.0202724j 0.472057+0.220348j -0.169023+0.203002j 0.177434-0.156447j 0.88055+0.198j 0.0375929+1.85334j -0.266275+1.77662j 0.210588+0.420733j -0.122009-0.771848j 0.119947+0.257723j 0.0388897-0.394647j -0.485098+0.755708j -0.320607-1.48025j 0.447028-0.382845j 0.229479-0.211023j -1.27107-2.27152j -0.24586-0.454557j 0.0433287+1.36783j 0.374029+0.112195j 0.609574+0.037266j 0.198942-0.935301j 0.786474+0.244179j 0.419433-0.0449907j 0.348086+0.158934j -0.598091+0.363389j 0.00583331-0.0467401j 0.0773085+0.325855j 0.262068+0.247109j 0.288597-0.589397j -0.133399-0.000909146j -0.857248+0.118506j -0.12904+0.208404j 0.151721+0.158426j -0.107954+0.233284j -0.0869207-0.0682933j 0.248129+0.363548j -0.112533-0.164354j -0.30903+0.1137j 
-0.290885+0.012116j 0.181481+0.201782j -0.396309+0.140021j -0.212282-0.0989042j 0.444843-0.425906j 0.18776+0.612928j 1.29558+0.554861j -0.270163-0.0600632j -0.275678+0.0795865j -1.33371+0.203807j -0.175957-0.815802j -0.790655-0.033126j 0.123189+1.04188j -0.160376+0.276246j -0.35393-0.247668j -0.244575-0.325302j 0.181768-0.254141j -0.178751-0.211616j 0.220146-0.186749j 0.0610887+0.419275j -0.156516+0.0802655j 0.294173-0.381542j 0.397906+1.32028j -0.17197-0.163515j -0.12966-0.613553j -1.16672+0.25913j 0.0190643-0.746316j 0.719074+0.44118j 0.458479+0.816886j -0.0208522+0.230552j -1.11054+0.270353j 0.0699383-0.0189837j -0.499596+0.460318j -0.818601+0.244761j -0.107075-0.475606j 0.162567-0.249268j -0.29537-0.135567j 0.40896-0.14177j -0.209579-0.14301j 0.1622-0.117364j 0.168747-0.121806j 0.0800356-0.200708j 0.108824+0.0423344j -0.076701+0.611568j 0.288227+0.208342j 0.0397191+0.170192j 0.0632373+0.0766396j 0.310258-0.246334j 0.0326021+0.0104352j 0.212047-0.0809348j -0.093453-0.148592j 0.748197-0.747597j -0.0523693+0.380997j -0.453429-1.43506j -0.768384+0.217325j 0.20085-0.420137j -0.046205+0.247942j -0.343816+0.000128685j 0.426323+0.326478j -0.0593111+0.458443j -0.170152+0.161522j -0.67634-0.042257j 0.169145-0.376545j -0.262861-0.846524j 1.06025+1.21104j -0.226688+0.371785j 0.441791-0.10706j 0.230755+0.417014j -1.42904-0.128063j 0.542273+0.355353j 1.2739-0.889362j 0.707974-0.467119j -0.375011+1.06871j 0.326974-1.18805j -0.164091+1.97178j 0.22534-0.379398j 0.338192-0.202582j -0.0980611+0.48958j -0.234322-1.10464j 0.614751+0.910328j 0.66226-0.280092j 0.65068+0.00575433j -0.295234-0.446777j -1.05703+0.144951j -0.360559+0.0568254j -0.361684-0.0506618j -0.304475-0.383928j -0.41969+0.271417j -0.104525-0.118063j 0.182936+0.0289989j 0.0669296-0.175913j 0.364831+0.300404j 0.0478421+0.118484j -0.385613+0.053051j -0.238856+0.226394j 
