0.061529+0.0149618j 0.0799384-0.00382218j 0.0142493+0.00869795j 0.0719347-0.00788067j -0.0376462-0.0127538j 0.0135665+0.000149114j -0.00468604+0.00228042j -0.0200092+0.00754394j 0.0442841-0.00759268j 0.0300415+0.00111093j 0.0226658+0.000818216j 0.0631336+0.001451j 0.021331-0.000437427j 0.0404123-0.00175335j -0.019871+0.00661161j -0.00920388+0.00203433j -0.0105519-0.00788945j 0.0193259+0.0130461j -0.12138+0.00583116j -0.0451756-0.0108235j 0.0108447-0.00506456j -0.0364903-0.00483223j 0.0373767-0.00788962j 0.0299666-0.00138203j -0.00357703-0.00495275j 0.0169201-0.00346846j 0.0347732-0.00322867j -0.0134926-0.000557659j 0.0316131+0.00198305j 0.0104242+0.000722083j 0.012743+0.00631476j -0.0148141+0.00290692j 0.039036-0.00378448j -0.0823486-0.00628498j 0.096219+0.0135767j 0.0158185-0.00512893j 0.0127605+0.0149214j -0.0141316+0.060613j 0.0531018+0.0195704j -0.0223312+0.000255631j 0.047806-0.0281384j -0.0176963-0.0177903j -0.0232973+0.0570106j -0.00589614+0.0521694j -0.00356846-0.00288136j -0.0287756+0.0115715j -0.00259991-0.0150219j -0.0160371-0.016678j 0.00828328-0.0195695j -0.014717+0.029937j -0.0269473-0.00855427j 0.003807+0.0166797j 0.00935858-0.0279109j 0.00870204-0.0296734j -0.0345056+0.00694642j 0.0373251+0.00671514j 0.00274117-0.132046j 0.0307072-0.0769833j 0.0902644+0.0568244j 0.0257572-0.0456258j 0.0229893+0.015607j -0.0181118-0.00741851j 0.0254123+0.00913194j -0.0334609-0.00466336j 0.00230907+0.0324996j 0.0262924-0.0040271j -0.00237437+0.0490936j 0.000183491-0.010287j 0.0159853+0.0122215j 0.022779-0.0101532j -0.00529467-0.00278222j -0.00738894-0.0125616j -0.00966676-0.0012807j -0.0125858-0.00595748j -0.0194628-0.00383048j -0.00220855-0.033094j 0.0182816+0.0128267j -0.00601641+0.00864942j -0.0114679-0.00480655j -0.0157423+0.018837j -0.0141503-0.0210329j 0.00570489-0.0281923j 0.0260381+0.0183628j 0.00230116-0.0156208j 0.00259954-0.0288895j -0.000318634+0.218431j 0.00748472-0.0132071j -0.00738178+0.135792j -0.0740541+0.16817j 0.0134158+0.0429461j -0.0658244-0.085492j 0.0778505+0.104002j 0.133133-0.0252401j -0.227927+0.064143j -0.194549-0.100653j 
-0.0118968-0.00284862j 0.0284708-0.00256905j -0.0249484-0.00650377j 0.0118633-0.00929814j 0.0296122-0.0172918j -0.012674-0.000505266j -0.0203864-0.000806804j -0.00713578+0.0144048j 0.0123023-0.00312447j -0.00925858-0.00315737j -0.0056692+0.00187246j -0.000832917-0.00472676j -0.00695829+0.00619576j 0.0035726-0.00339563j -0.0103759-0.00287422j 0.0028861+0.00588765j -0.000866949+0.00470974j 0.0296808-0.00176197j 0.0187862+0.00227937j 0.00919248+0.0202124j 0.0111452+0.000944385j 0.0285682+0.0125218j 0.00431377+0.00350247j -0.00587477+0.018052j 0.031761-0.00336747j 0.0140894+0.00502483j 0.0180108-0.00137123j 0.00252669-0.000120228j -0.0117527-0.00286836j -0.00384176-0.00582233j -0.0160095-0.0156094j -0.00265715+0.0121833j -0.00580055-0.00530872j -0.001536+0.00592176j -0.00925848+0.0179617j 0.0206575+0.0169717j 0.022312-0.0132769j 0.00486022+0.0241163j -0.0319444-0.0102007j 0.0126351+0.0122143j -0.0260293-0.0274558j 0.0203982-0.0373894j 0.0378111+0.00378105j 0.0392872+0.00432772j 0.0436114+0.0275025j 0.0199596-0.00638303j 0.00763107-0.0196445j -0.000207831+0.00618834j -0.00846621+0.017408j -0.00711814+0.00527079j 0.00232952-0.0117362j -0.0128239+0.000786778j 0.00649618+0.00839263j -0.000733978-0.00110844j 0.015983-0.0272254j 0.0143388-0.0107128j 0.0150094-0.0204961j 0.0170591+0.00576983j -0.0250242+0.00497252j 0.00948332+0.030659j 0.0248739-0.000111016j -0.0377039+0.0329248j 0.0531673+0.012536j -0.014791-0.0134383j 0.0311204-0.00172502j -0.00785901+0.011985j -0.00549361-0.00340608j -0.00875641-0.00529909j -0.00300071-0.00176986j -0.0181372+0.0261824j 0.000408845-0.0144522j -0.00925691+0.00209829j -0.00231976-0.018143j 0.010216-0.00368489j 0.00658855-0.00669654j 0.00658944+0.0170804j 0.00174215-0.00649833j 0.000422764-0.0121631j 0.00658421+0.00798962j 0.00171344-0.0186281j -0.0211118-0.00148964j 0.00979733+0.00540408j -0.0189783-0.00237537j -0.00839959-0.0139134j -0.0148844+0.0120126j 0.0278849+0.00207699j 0.0199354-0.0117483j -0.0240986-0.0510561j 0.0640449-0.0133714j 0.00340915-0.0275009j 0.00326693-0.00282772j -0.0409971-0.00180694j -0.0201239-0.000826143j -0.0104021+0.0652j -0.0131531-0.0234863j 
-0.000415469-0.00369841j 0.0196111+0.0112543j -0.00719224-0.000534315j -0.0150595+0.0114693j -0.0132917-0.0224395j -0.0117469+0.0209436j -0.0149242+0.00115233j -0.000886651+0.000992375j 0.00272105-0.00528494j 0.00511535+0.00482842j -0.00386281-0.00922669j 0.0153479-0.00280051j -0.010001-0.0108417j 0.0167448-0.00408581j -0.00978003+0.0119544j -0.00125181-0.0071435j 0.000988002-0.00982033j 0.00254762-0.019211j -0.0133388-0.00282989j 0.00671208-0.0259363j 0.0422327+0.0152932j 0.00479349+0.0121646j 0.00430967-0.00374524j -0.00704459+0.020646j 0.00185629-0.0172407j 0.00141379+0.0273457j -0.00949771-0.0135982j 0.00678113+0.00129683j 0.00360512-0.00604503j -0.00469989+0.00537602j 0.00300821-0.0137773j 0.00204088+0.00275216j 0.00376615-0.0015096j -0.000669439+0.00193628j 0.00365959+0.00349943j -0.0155005-0.0191869j 0.0112964-0.0229902j 0.0194686-0.0101939j -0.0601714-0.000432001j -0.00235538-0.000844755j 0.0155892+0.0149352j -0.00282307-0.0145577j 0.00177798+0.0301349j -0.00717781+0.0349985j 0.00650861-0.0130762j -0.00259105-0.00666008j 0.0111705+0.0029355j 0.00501155-0.0171315j -0.0146628-0.0129459j -0.00769307+0.0180521j 0.00288321-0.00475236j 0.00350203-0.00947246j 0.0385288-0.00313263j -0.00520506-0.0213879j -0.0325608-0.00372402j -0.00138781-0.000361403j 0.00901992-0.0326045j 0.00452131-0.0219683j 0.0253421+0.0269427j -0.00676249-0.0202884j 0.0171802-0.0138561j -0.0118807-0.00457934j 0.00118629+0.0134637j -0.00903703+0.0131086j 0.0231254-0.0151561j 0.0195149+0.00634985j 0.00610642-0.0262221j 0.00723822+0.0191797j 0.00414567+0.00215896j -0.00748705+0.0127156j 0.000273534-0.0177607j 0.00233281+0.00986013j -0.0118257+0.00374589j 0.0119064+0.0192275j -0.00742371+0.0346463j 0.0124125-0.0100058j -0.00908112-0.00309526j -0.00859755-0.00859009j -0.0337755-0.00824314j -0.000858848-0.040086j -0.0248524+0.0268651j 0.00940212+0.0250312j -0.00414415+0.0165817j -0.045447-0.00809544j 0.0110286+0.0115328j 0.00239814+0.00167795j -0.0404023+0.00269096j 0.000687376-0.0498733j 0.0365686+0.00761092j 0.0238372-0.040122j -0.0525834+0.0439483j 0.0236889-0.087392j 0.0255276+0.088021j 0.0184645-0.00348244j 0.0984911+0.036015j 
-0.0231664-0.020607j -0.0179734-0.00141628j 0.000727663+0.0055445j -0.00447113+0.00813929j 0.0150118+0.00391526j -0.0278324-0.0136967j -0.00444401-0.00412631j -8.18942e-05-0.00970579j -0.00712367-0.00194638j 0.00375799+0.0100389j 0.00414303+0.0049427j -0.00514566+0.00595084j 0.0148783+0.00344884j -0.00351977+0.00718694j -0.00594025+0.0107791j 0.0156295+0.00293664j -0.0016611+0.000661202j 0.000509158+0.0103531j 0.0105627+0.00396629j 0.0199259-0.00247203j 0.0231496+0.00761985j 0.0185086+0.0021085j 0.0215953-0.00342442j 0.0461335+0.004264j -0.0066627+0.0021332j 0.0454158-0.0167413j 0.0175577+0.00583117j -0.00822347-0.00117024j 0.00874406+0.00340968j 0.00921855-0.0138592j -0.00499117-0.0081599j -0.00308244+0.00557955j 0.0139167-0.00248985j -0.00390377+0.0140042j -0.00888018-0.000367309j -0.0106573-0.0108185j 0.0203719+0.0105356j 0.00339737-0.0375869j -0.0329705-0.00406969j 0.00490776-0.0127748j -0.0258134+0.031056j 0.00169799-0.0193363j -0.0132494-0.0203958j -0.024286-0.00689263j 0.0335039-0.00954773j -0.00971167-0.002205j -0.00609527+0.0109764j 0.0196895-0.00676246j 0.0194323-0.00182142j -0.00622212+0.00213114j -0.0151987+0.0010867j -0.0113248+0.0140931j -0.014034+0.00956267j 0.00199493+0.00754254j 0.00744376-0.0225171j 0.0153292-0.0296422j 0.0108487+0.00160264j 0.00244636+0.00939748j -0.039825-0.00518628j 0.00983687+0.0425015j 0.00698255+0.012236j -0.0531984-0.00133188j 0.0053671+0.00576361j 0.00627421+0.00581158j 0.00440729+0.0293739j 0.00251894+0.000229574j 0.0131537-0.0011953j -0.00889505-0.00901479j -0.00207173+0.00221952j 0.0184084+0.0213336j -0.00423651-0.0136176j -0.00808373-0.00842888j -0.0103205-0.00976608j 0.00910554-0.00357454j 0.0306534-0.00386397j 0.00385088-0.0225322j 0.00119685+0.00341514j -0.0301057-0.00168011j 0.00118869+0.0126434j -0.0436979-0.00928757j 0.0124566-0.0128284j 0.0462515-0.00101738j 0.0154455-0.0113684j 0.00282507+0.0370449j 0.0115955-0.0277055j 0.0351196+0.0243056j 0.0112888+0.0369378j 0.0222267-0.000687096j 0.00205461+0.018281j 0.0111662+0.00625816j -0.0138904-0.037481j 0.0191274+0.034004j -0.0486085+0.018024j -0.00938802+0.030019j -0.0368349+0.0521115j 
-0.0108299+0.0192104j 0.0479403-0.016512j -0.0273053+0.0205677j 0.0291658+0.017158j -0.00353923-0.00518619j 0.0242829-0.0225726j 0.00393231-0.00278398j 0.0201675-0.00432767j -0.00346756+0.00797292j 0.00769567+0.0102042j 0.00435415+0.00570136j 0.00675671+0.00219689j 0.0142189+0.0148482j 0.00534121+0.00149131j 0.00705671-0.0151226j 0.0156086+0.00400179j 0.0120909+0.0114239j 0.0204452-0.0101639j 0.0345537+0.0175832j 0.0060213-0.0190081j -0.04289+0.0139569j -0.0710203+0.00590341j -0.0151732-0.00285785j -0.0252783+0.0080301j 0.00695962-0.00367161j 0.0172082+0.0143807j 0.028826+0.000937577j -0.00253385-0.00456126j 0.00875901+0.00788768j -0.0054743+0.00616104j -0.00716167-0.00128764j 0.00198555-0.00105002j -0.01747-0.0226171j -0.0052189-0.0281115j 0.0120052-0.0277362j -0.00505903-0.0191277j -0.0274611-0.000438497j 0.0380887+0.0308122j 0.0103294-0.0128247j -0.0262468-0.00940303j 0.00992959+0.00123339j -0.00205821-0.00973704j -0.00595657+0.0144464j -0.0210317+0.018391j 0.00779835-0.00249761j -0.0183335-0.0062386j -3.20339e-05+0.00864985j 0.00115772-0.00198446j 0.00864461+0.00474969j -0.012552+0.0156204j -0.0146583-0.0144258j -0.00825101+0.0100313j -0.0110672-0.00298561j 0.0193458-0.00453735j 0.01549-0.0109313j 0.0281376+0.00641945j 0.00694119-0.00825716j -0.0107384+0.0199659j -0.00861987-0.0386346j -0.0133635+0.0497666j -0.013549-0.00862416j -0.0480469+0.0052111j 0.024031+0.0170475j 0.00846184+0.0119866j -0.0193416+0.00341507j -0.00458935-0.0357314j 0.00615155+0.0381012j 0.0235311-0.0303195j 0.0205367-0.00372395j 0.0177073-0.0244244j 0.0147586+0.0436059j 0.00161601-0.0174163j -0.0238621+0.0287903j -0.012176+0.00731541j -0.0665927+0.0215337j -0.00594455-0.0127368j 0.0158674+0.00590676j 0.00837311-0.028648j -0.0210298-0.0380252j 0.00692474-0.0238824j -0.0349763+0.0283531j -0.0189291+0.00587479j 0.00494354+0.0562201j -0.0384964-0.0357363j 0.00567385+0.0314261j 0.0321734-0.00887536j -0.0134726-0.0191849j -0.0272979-0.0158908j -0.0249944+0.0143198j -0.0300096+0.0527614j 0.0635564-0.0417072j -0.00695673+0.0949449j -0.0666045-0.0794965j -0.0430744+0.0139704j -0.0770092-0.0139961j 
0.0394806+0.0147867j 0.034465-0.0108957j -0.00264055+0.00291417j 0.0447437-0.00373318j -0.00129519-0.00138422j -0.00287651-0.0111464j 0.00949268-0.00844533j -0.000113808+0.00234112j 0.00900925+0.0114158j 0.00446037-0.00951774j 0.007598-0.00123162j 0.00729946+0.00831805j 0.00481805-0.0034365j 0.000617009-0.00283055j -0.00353562-0.016307j 0.0115878-0.00185983j 0.00804945-0.0122624j 0.00769503-0.0025441j 0.000623118+0.00619418j 0.0372849-0.0179207j -0.022848-0.0256632j -0.0164052-0.00658165j 0.0046818-0.0143736j 0.00547869-0.00156863j -0.00839825-0.0176287j -0.00727232-0.00318367j 0.0101153+0.000401492j -0.00561066-0.00206916j 0.00640164+0.00219956j 0.00485582+0.00459405j 0.0302463+0.018028j -0.00934353-0.00776004j 0.00626104-0.00251947j -0.0126299+0.00519534j 0.00615133-0.0220304j -0.00776247+0.0156682j -0.0208041+0.0328514j -0.0229709+0.0428143j -0.0492832+0.0249685j -0.0103426-0.0269908j -0.0398616+0.0116181j -0.0142921-0.0119138j 0.01133+0.0103486j -0.017618+0.0210746j 0.011678-0.00915323j 0.0120194-0.0119113j 0.00980384-0.00523109j 0.00539678-0.030506j 0.00266293-0.00673166j -0.0073212-0.00211977j 0.0158125-0.00281284j -0.0224604+0.000427102j 0.00922814-0.00464989j 0.0156632+0.025575j 0.00735315-0.0150007j -0.012953-0.0032146j 0.00630405-0.0179006j 0.0315448+0.00167116j 0.0101672+0.00550544j -0.0179097+0.00675004j 0.0159976+0.018814j -0.0292441-0.0529225j -0.0386769-0.0260859j -0.0132675-0.0130134j -0.0187886-0.000704761j -0.00453221-0.00178241j 0.00581241+0.0137003j -0.0127497-0.00209134j 0.0104773+0.0151924j -0.0244565+0.025078j 0.0177754-0.00172764j 0.00455108-0.0144521j -0.0053328-0.0286302j -0.0192362+0.0100364j -5.86345e-07-0.0186803j 0.0367293+0.0135403j 0.00828453-0.00650183j -0.0176226+0.0175169j 0.039053-0.0305505j -0.011742+0.0149292j 0.0166517-0.0809074j 0.0276609+0.0036013j -0.0157555-0.0267499j 0.0441755+0.00963276j -0.00368638-0.0334409j -0.0062244+0.0310414j 0.0130941+0.00913838j 0.0539566+0.0107695j 0.038654+0.00243037j 0.0188511-0.0247604j -0.082619+0.0744403j 0.0820532-0.100754j 0.0660084+0.134869j 0.0465124+0.00586735j 0.0887222+0.0845304j 
-0.0291383+0.0249012j 0.0251961+0.0328194j -0.0229555-0.0116853j -0.00784128+0.000379945j -0.0222181-0.0226395j -0.0122579+0.000123047j -0.0215169+0.00185518j -0.0052649+0.0163878j -0.0028323-0.0191903j 0.011061-0.00554229j -0.00142456-0.00328765j 0.00632637-0.0067817j 0.00273606-0.00878721j 0.0119836-0.00461117j 0.00215002+0.00600938j -0.000294218-0.00747765j 0.0183679+0.0196997j 0.0172921-0.0142987j 0.00523974-0.00291092j -0.00528387-0.0120383j 0.0426374-0.00661895j 0.00914279+0.00457249j 0.0243108+0.00473468j -0.0502684-0.00378082j 0.0293118+0.00187724j -0.0328222+0.00699876j -0.0170974+0.00131686j 0.010793+0.0112863j -0.00832284-0.00126057j -0.0128506+0.00563552j -0.00906752-0.0197415j 0.0095578-0.0189578j 0.00805758+0.0403027j 0.013244+0.00942184j 0.0172757-0.0186451j -0.00455307+0.0105419j 0.00114784-0.0763536j -0.0405712+0.0183205j 0.0163802-0.00941051j -0.0113142+0.00523975j 0.00549108+0.0132262j -0.000647268+0.0174123j 0.0101421-0.00741909j -0.00768548+0.0125675j -0.00530663+0.00883357j -0.00830978-0.000395407j -0.00916863+0.0072066j -0.00155038+0.00873298j 0.00814824+0.0011024j 0.00443624+0.00208556j -0.0050033+0.00397577j -0.00587991-0.0115048j -0.000634854+0.00679094j -0.000199812-0.00609885j 0.00739011-0.0124448j 0.0149862-0.00625201j -0.0122339-0.0105044j 0.0108034-0.000657364j -0.0185997-0.0194036j 0.00264762+0.0107791j -0.00558882+0.0162674j -0.0179521+0.00834511j -0.0149751-0.0153928j 0.00573392-0.00877374j 0.0275461+0.00625077j -0.0102349+0.00963378j 0.00879922-0.0216519j -0.016633-0.00870841j -0.010818-0.00867164j -0.00803968-0.0057627j 0.0146913-0.00500506j -0.0150445+0.00936579j -0.0375605+0.00956183j 0.00628226+0.0364255j -0.018368+0.0227569j 0.01908-0.0105046j 0.014666-0.00674516j -0.0398078-0.00824567j -0.00773898+0.00414312j 0.00452437-0.0296564j -0.00505093+0.0307623j 0.00383825+0.0424904j 0.0183488+0.0637177j -0.0543636-0.0223349j -0.00515226-0.00967677j 0.0320466-0.0307928j -0.0358322+0.0129776j -0.0227989-0.00860522j -0.0316205+0.0268553j -0.0180499+0.0295676j 0.0293539-0.0617891j -0.00400399+0.100904j -0.0967121-0.044883j -0.0324147+0.00834348j -0.0602885+0.0173385j 
0.0101151-0.00276773j -0.0124883+0.00185893j 0.0130004-0.0115064j -0.00241542-0.000552893j -0.00702756+0.00237839j -0.00641968+0.00397997j -6.51686e-05+0.00251718j 0.00817212+0.0160218j -0.00357617+0.00399186j -0.00182132-0.00187673j -0.0127102+0.00344582j -0.00647019+0.00151692j 0.00137236+0.0111199j 0.00304362+0.00257058j -0.00195944-0.00665564j -0.00365696+0.00318528j 0.00133834-0.0163251j -0.0129726-0.0119985j -0.00473277-0.00488046j -0.00520479+0.00999462j -0.00804738+0.00873955j 0.00826083-0.00750699j -0.000677171+0.00167316j 0.0139864-0.0207j 0.00992787-0.00615908j -0.00525538+0.0150394j 0.00207866+0.00462555j 0.00816869+0.000541846j -0.00905888+0.029428j 0.0157273-0.0568712j -0.00911792+0.0216336j -0.00705235+0.0306533j -0.00389227+0.00951255j 0.00555507-0.00502807j 0.00899963-0.0208815j 0.00600411-0.00216781j -0.0105434+0.00396234j -0.00394711-0.00225789j 0.022946+0.00180822j 0.0225524+0.00242678j 0.00283795-0.0112176j 0.00152127-0.00811007j -0.0024576-0.00155546j -0.00220474-0.0261906j -0.00466146-0.00294333j 0.0101681+0.00650655j 0.00766152+0.0125745j -0.00353744-0.00616023j 0.0116565+0.00119743j 0.00323206-0.0260711j -0.00146707-0.0103534j 0.00320852-0.0120632j 0.000361716-0.0108622j 0.0042464+0.000837938j 0.00262281+0.00784525j 0.00795704-0.000258154j -0.00195669+0.0105824j -0.0110926+0.00379472j 0.00341467-0.0090534j -0.00165946-0.0169561j -0.00148986+0.00440291j 0.00532435-0.00607526j -0.0141384+0.0100228j -0.0148068-0.00457576j 0.033223-0.00812305j -0.0295397+0.0224426j -0.000959316-0.0155065j 0.0263721+0.0205408j -0.0155067-0.0365486j -0.0132967+0.00811108j -0.00607036+0.0177757j 0.00981317+0.00865521j -0.00122787-0.0154376j 0.00775746+0.00260426j 0.0152668-0.0172774j -0.00537434+0.0315934j -0.00785954-0.0097861j 0.00151621+0.00130328j 0.0226145+0.0183561j -0.00151253+0.0235145j 0.00581667+0.00507038j -0.00133982-0.0311703j -0.0233382+0.0069056j 0.0125402-0.00145526j -0.00258171-0.0198414j 0.023679-0.00525286j 0.0282837+8.95615e-06j -0.0203238-0.000529991j -0.028198-0.00322547j -0.00901438+0.0115906j 0.020439-0.0381704j -0.0158654+0.0570659j -0.0339368-0.0462391j -0.0167187+0.00479101j -0.047303-0.0125324j 
0.0306459-0.0149217j -0.0266099-0.00700727j 0.0237808+0.000135729j 0.00297292-0.000481845j -0.00462306+0.00631045j -0.0167335-0.00454916j 0.0123781-0.0067268j -0.00349506-0.018285j -0.0086503+0.00582243j -0.00120852+0.00384296j 0.0113237-0.00624759j -0.00531699-0.000572752j -0.015048-0.00417244j -0.0149534-0.00290322j -0.0150955-0.0071628j 0.00168445+0.00364951j -0.00490776-0.0103058j -0.0230571-0.00536735j -0.00228326+0.00406365j -0.00678204+0.0180252j -0.00514531-0.0252521j 0.00589263-0.0268453j -0.000255325-0.0132256j 0.0189913-0.00912859j -0.00792366+0.00338676j 0.0242882+0.00242146j 0.00734569+0.0163514j -0.00985998-0.00359864j 0.00249617-0.0170733j -0.00736167+0.0178235j -0.0107933-0.00625812j 0.0059438-0.00955028j -0.00867522-0.0128903j -0.00480621-0.000810695j -0.00856751+0.00172239j 0.00164881-0.00234803j -0.0148491+0.040243j 0.00310208-0.0267549j 0.0327894-0.00818855j -0.00622901-0.0239522j 0.00433466-0.000716035j -0.00732262-0.00211452j -0.00934274-0.0157012j -0.0165331-0.00974944j 0.000508391-0.00320363j -0.0020569-0.00343158j -0.00510717+0.00576263j 0.0149784-0.00289827j -0.0101518+0.00232303j -0.00180153-0.0066831j 0.00221343+0.00377798j 0.00333731-0.012524j -0.00474332+0.0100545j -0.00895693+0.0253662j 0.0240285+0.0152294j 0.00134286+0.0129542j 0.00236616+0.0126025j -0.0110635+0.0162221j 0.00356241-0.00606506j 0.0019922-0.0175213j 0.00150272+0.00242216j -0.0138972+0.00110448j -0.00639073+0.0327028j -0.00475009+0.0138159j 0.0662458-0.00408257j 0.0452292-0.00826804j -0.0048378-0.00947123j 0.000661202+0.0519102j 0.00160291+0.0481008j -0.0358658-0.0168926j -0.0285478+0.00174745j 0.017565+0.0224485j -0.00893697-0.0267685j -0.00976002-0.00170728j 0.00580589-0.0569255j -0.0327388+0.0461981j 0.00124654-0.000864084j -0.0103207+0.0341161j 0.0452909+0.0368066j -0.00279668+0.020004j 0.0122014+0.0120479j -0.0108674+0.00814965j -0.0475963+0.00806449j 0.0119324-0.0119693j -0.0494845-0.0206709j 0.0160351-0.0103114j 0.00409514-0.0216356j -0.0132097-0.027739j -0.0228773+0.0011677j 0.00714755-0.0242701j 0.00462903-0.0718839j -0.0598652+0.0716525j -0.0669779-0.0643413j -0.0254307+0.00581359j -0.0528538-0.0161145j 
-0.0146275-0.00920927j -0.0314+0.016328j 0.0226033-0.00994023j -0.0179841-0.00198552j -0.0150805-0.0119054j -0.0268779+0.0111251j -0.0131385+0.00157426j -0.0104401-0.0041173j -0.0158798-0.00755286j 0.012525+0.00559918j -0.00248124-0.00552499j 0.00100397+0.00382608j 0.0188166-0.017253j 0.00208146-0.00204132j 0.00895397+0.022888j -0.00917481+0.00381852j -0.00797634-0.00031196j -0.0283934-0.0119616j -0.0400738-0.000782326j -0.00679999+0.0170157j 0.0321379-0.0180117j 0.00574343-0.0253994j 0.0177022-0.0082484j -0.00801666+0.025755j 0.0020633-0.0271054j -0.00332495+0.0216042j -0.0160223+0.00295199j 0.00127889-0.00790622j 0.00617871-0.00213346j -0.0071782+0.0131j 0.0175018-0.00304281j 0.0077709-0.0060027j -0.00740209+0.000633496j 0.0164781+0.00180259j 0.00536072+0.00740079j -0.012516-0.00341815j -0.0196128-0.00727141j 0.0051401-0.0444327j 0.0416371-0.0226739j -0.000125811+0.000522529j 0.0148065-0.00712094j 0.0150603+0.00454149j -0.0117759-0.0109685j -0.00298004-0.00755198j 0.00287471+0.010019j -0.00175832+0.00261752j -0.0181769+0.0110378j 0.0130538+0.0122753j -0.00695391+0.000491625j -0.00365087-0.0132587j 0.00692111-0.0127669j 0.00171326-0.00385193j 0.025096+0.000512774j -0.000865182-0.000428979j -0.0326765+0.00179375j -0.0220855+0.0112493j 0.00174363-0.00503661j 0.0234961-0.0508312j 0.032417+0.0482171j 0.0109044-0.0548781j 0.0386617+0.0202259j 0.0148869-0.0365156j -0.0101098+0.0120875j -0.0164697+0.00191015j -0.0333591+0.00349433j 0.0520882-0.00150353j -0.0105008+0.00743217j -0.0173239+0.00111484j 0.014163+0.0430381j -0.00263093+0.0158097j 0.00556279-0.0317884j 0.0054424-0.00830431j 0.0152558-0.00917753j -0.00353219-0.00580432j -0.00327085+0.0234606j 0.0226742-0.00583496j -0.00435596-0.00802044j 0.00243689+0.013121j 0.00486211-0.0241408j 0.00965903-0.032035j 0.0094077-0.0311733j 0.0191481+0.0190263j 0.0431686-0.0393397j -0.0112792+0.0230985j -0.0187183+0.00945794j 0.00173563-0.0891184j 0.0569124+0.0230817j 0.0156363+0.0210838j 0.00583493-0.0345646j -0.0325345+0.0385549j 0.0934096-0.050434j -0.0640854+0.103568j -0.088798-0.131176j 0.0186201+0.0150404j -0.105088-0.0235349j 
-0.0259739+0.000672559j -0.00218096+0.00807494j -0.00764773-0.00584094j -0.0102056-0.00307515j -0.00624186-0.00453177j -0.00501957+0.00852644j -0.00443689+0.00528413j 0.00267099+0.00722499j -3.0028e-06-0.00525582j 0.0194858+0.000225285j 0.0332278+0.00162146j -0.0159353+0.000221106j -0.0131551-0.00188798j 0.00113884-0.00085067j -0.00669904+0.0082758j 0.00149508+0.00410151j -0.00225026-0.000324613j 0.0127168-0.0131771j 0.00662618-0.0033163j 0.00109654+0.00934237j 0.00303876+0.00324227j 0.0251518-0.00886789j 0.0198117+0.0082775j 0.008649+0.00618685j -0.00260312-0.0108436j -0.0164112+0.0232607j -0.00523221+0.00515069j -0.0264698-0.000237502j -0.022254+0.0147733j 0.0140447-0.00829041j -0.00851983+0.00342149j -0.00800546+0.0103598j 0.0095019+0.00337421j 0.00393916-0.000952127j 0.0128083-0.00884616j 0.00651104-0.00887312j -0.0114241-0.0244297j 0.00926352+0.0105764j -0.0150949+0.000169479j -0.00351888+0.0126188j -0.00345634+0.00163042j 0.0175205+0.00085241j -0.000772402-0.0188782j 0.00843876+0.00578508j -5.96544e-06+0.0134651j -0.00524754+0.000626594j 0.011727-0.00141503j -0.000367099-0.0142352j -1.25206e-05-0.00677969j 0.00651626-0.0108909j 0.00648065-0.000694366j -0.00419448+0.00631331j -0.00926802-0.00207687j 0.00638996+0.0055514j -0.0023716+0.00119389j 0.00546453+0.000327664j -0.00101014-0.0116769j 0.00450576-0.0104838j 0.0194421+0.00354532j -0.00105676+0.0116395j 0.00948958-0.0064134j 0.027055-0.021771j -0.0327664-0.0105667j -0.00653489-0.00339528j -0.00648125-0.012365j -0.0214445+0.0182646j 0.0034402-0.0288597j 0.00685353+0.0112361j -0.0110681-0.0233097j -0.014247+0.0286271j -0.00368492-0.0104703j 0.00474553+0.0262304j -0.0145729+0.017781j 0.0291978+0.0306019j 0.00432+0.0117298j 0.00656343-0.0126962j -0.00742876-0.0242676j 0.000434226+0.0177092j -0.00180802-0.00152119j -0.000388234-0.0160064j -0.0114541-0.00222775j 0.0123585+0.003575j 0.0156165+0.00149786j -0.0292767+0.00817956j -0.00371095-0.000158289j -0.0137496+0.00769888j -0.00228825+0.00172109j 0.00578764+0.0175901j -0.00156151+0.00296406j 0.0167318-0.0283661j -0.0282431-0.00320511j -0.00957779-0.0236163j 0.0209463+0.012013j 0.00546247-0.00337997j 0.00547325-0.00121269j 
