-0.000397784+0.00698005j -0.00620206-0.00100155j -0.00395485+0.00126316j 0.00284623+0.00758807j -0.00162425+0.000256613j 0.00248999+0.0012502j -0.00370809-0.00850213j -0.00338545+0.00236387j 0.000356874-0.00261403j 0.00311297-0.00198217j 0.00135793-0.00457213j 0.00418638+0.00709326j -0.00385707+0.00364587j 0.000716581-0.0050286j -0.00199235-0.000836129j 0.00160671+0.00128753j -0.000422943+0.000230685j 0.000743387+0.00385639j -0.00270745-0.000756352j -0.00118188+0.00504014j 0.000686976-0.0016042j 0.00102377-0.001744j -0.00303391+0.00225366j -0.000465614-0.00398784j 0.000575314+0.0013547j 0.000755889+0.00445532j 0.000814533-0.00217002j 0.00150054-0.00259305j 0.000193605-0.00105421j 0.00192781-0.00257537j -0.0021593+0.00152762j -0.000787221-0.000505655j 0.000927534-0.00078242j -0.00101881+0.00117617j -0.000254154+0.00221996j -0.000891379+0.00109646j -0.000214467+0.00578953j 0.000870938-0.00310322j -1.73439e-05+0.000893091j 0.000147031-0.0027812j -8.50702e-05+0.00323349j 0.000774344-0.00233556j -0.000643113-0.00136875j -0.000698612-0.000375933j -0.00161218+0.00155045j 0.000612591-0.00602671j 0.00117376+0.000822766j 0.000124614-0.00209194j -0.000286832+0.00223105j 0.00108566+0.000904441j 0.000282049-0.000442412j 5.74201e-05+0.00385443j 0.00216017-0.000737106j -0.00064175-0.00187314j 0.00288602+0.00258766j 7.95829e-05+0.000294393j -0.00109505+0.00246563j -0.000617577-0.001016j 0.00310475-0.00016767j 0.00221984+0.0015973j -0.000124583+0.00190445j -0.00133436-0.00213164j 0.00142422-0.00492294j -0.00110412-0.00933941j 0.00074812+0.0015784j -0.00795799+0.0103944j -0.000322699-0.0131799j 0.00382339-0.0132714j -0.0103301+0.00784539j 0.00597451+0.00273904j -0.00220256-0.0395245j 0.00127644-0.0118833j 0.00471615+0.0317378j -0.00648422-0.060344j -0.022921+0.0234179j 0.0124506+0.0759237j 0.0537204-0.0361079j 
0.00223073+2.24956e-05j 6.18144e-05-0.000677378j 0.00556987+0.00270429j -0.00165915+0.00352956j 0.00286752-0.00047616j 0.0186892+0.00361115j 0.00839049+0.00729597j 0.00658168+0.00722292j 0.00810974+0.00489965j 0.0145492+0.00112206j -0.026606-0.013945j 0.00559515-0.000928943j 0.00372566-0.0128049j 0.0372064-0.0202251j -0.0266506+0.0220261j -0.0263457+0.000569905j 0.0101483+0.0157084j -0.00763535-0.00486621j 0.0147127-0.0165679j 0.0033003-0.0131208j -0.0195993+0.0192824j 0.00706101+0.00212118j 0.00289686+0.00920734j -0.00893195+0.00419286j -0.010691-0.0151809j 0.0211921+0.00836955j 0.0206682-0.012435j 0.00686383-0.00707027j -0.00423591+0.00711887j -0.0109848+0.0141023j -0.00370571-0.0113282j 9.48512e-05-0.0158467j 0.00201974+0.00551161j 0.00010547+0.0233773j 0.000783233+0.00690958j -0.00678061-0.0113913j 0.00335033-0.0237109j -0.0049307-0.0120945j 0.00456067-0.00340574j -4.06907e-07+0.00316468j -0.000883063+0.0139951j -0.00141742-0.000794691j -0.000226379-0.00617933j -0.00751461+0.00819004j -0.000134956+0.0212414j 0.00607717+0.0176246j -0.00389056+0.0109089j -0.00299826-0.0113129j -0.0048933+0.0122374j -0.00177366+0.00753414j 0.000191628+0.0297013j -0.000287528-0.00463857j 0.00351496-0.0129261j 0.00272415+0.00350809j 0.0008167+0.00243667j -0.000137701-0.0119799j 0.00346982-0.00993913j 0.000645139-0.00544503j -0.00495974+0.00392341j -0.000713424+0.00718817j 0.000456912+0.000311575j 0.00526407-0.000241494j 0.00167004-0.0112654j -0.00168945+0.00590334j -0.00279448+0.00343355j -0.00241662+0.00367834j 0.00328296+0.00135224j -0.000297732-0.0028453j 0.00139388-0.000891636j 0.0028776-0.0039814j -0.00359937-0.0051632j 0.00522187-0.00470245j 0.00307632+0.000271748j -2.85367e-05-0.00294566j -0.00283064+0.0015861j -0.000460743+0.000562927j -0.00054921-0.000644208j 
0.00089615-0.000472346j 0.00345571+0.00143815j -0.000381174+0.00365244j -0.00595273-0.000423576j -0.00903588+0.00239369j 0.00234082-0.00651478j 4.69106e-05-0.00497575j 0.0143071+0.00224716j 0.000403097-0.00317788j -0.0109001-0.00583353j 0.00224424+0.00366836j -0.0162441-0.0070704j -0.0189336-0.00535844j -0.0146466-0.0017724j -0.0131943-0.00892542j 0.000764696-0.016662j 0.0153314-0.029555j 0.0320424-0.0130421j -0.0191159-0.00200745j 0.00812705+0.0201574j 0.00426468-0.016251j -0.00541334+0.00907989j 0.0060322-0.000212254j -0.00896723-0.0236537j -0.0091528-0.0130973j 0.00955695+0.0351288j -0.0110887+0.0168484j 0.013933-0.00577285j 0.00606982-0.00762997j 0.0109716+0.0285726j -0.000386361+0.00483384j 0.00532736-0.0189063j 0.000947067+0.0111298j -0.00659275-0.00753553j -0.00736739-0.0167584j -0.00343838-0.0234536j 0.000355333-0.0267926j 0.00711306+0.00551853j -0.00389005-0.0242927j 0.00348546-0.00272419j 0.00180404-0.00201628j 0.00389548+0.00945225j 0.00157501+0.0388365j -0.00483059-0.0110787j -0.00901234+0.0195341j 0.0117656-0.0268497j -0.00585927+0.0131106j -0.000102167+0.0318365j 0.00504028-0.000824081j -0.00523918-0.00863126j 0.00274355-0.00525455j 0.00184195-0.00187773j -0.00417622+0.00677157j -0.00232181-0.000703485j -0.00136164-0.0040864j -0.0012163-0.0107635j -0.00121665-0.00243242j -0.00537185+0.00356818j 0.000980641-0.000159926j -0.00248004-0.00514941j -0.0036601-0.0103042j 0.00332396+0.00466119j 0.00229093-0.0104051j 0.00120156-0.00399378j 0.00901021-0.00531556j -0.000646892+0.00515436j 0.00288797+0.000256991j 0.00207567-0.00590592j 0.000592639-0.00338964j 0.00115183-0.00111392j -0.00381793-0.000194462j 0.00223099+0.00425403j 0.00228791+0.000398081j 0.000803523+0.00165227j -0.000360494+0.000354244j 0.0013202-0.0010112j 0.00200334-0.00209293j 
-0.00602484-0.00435392j -0.00596406+0.0023729j 0.00123369+0.00154541j -0.00429816+0.000219009j -0.0116706-0.00260597j -0.00638046-0.00385184j -0.00776147-0.00436103j 0.00864911-0.00384362j 0.00118651-0.0159775j 0.0181834-0.00206296j -0.00973527-0.00456326j 0.00161639-0.0012214j 0.0122746+0.00865686j -0.00671446+0.00461242j 0.000692025-0.0129469j -0.00643926+0.0147727j -0.00222027+0.0199504j -0.00701816-0.00322325j -0.014822-0.0203111j -0.000322114+0.0272246j -0.00578932-0.00762734j 0.00811502-0.0268776j -0.0145612+0.00354233j 0.00338514+0.00767759j 0.021117-0.0236332j 0.0159166+0.0142863j 0.00630745-0.00889605j 0.0025728-0.00940518j 0.00238094+0.0327303j 0.00696278+0.0116408j 0.00501422+4.91973e-05j -0.00503558-0.00335509j 0.000158051-0.000543894j -0.00173309-0.0197067j 0.00722933-0.0177117j -0.00506894-0.0178585j 0.00323252-0.0208218j 0.0080586-0.00168738j -0.00354281+0.0101876j 0.00512069+0.00231352j -0.00702546+0.0112561j 0.00266209-0.0166316j -0.00588089-0.00159781j -0.0105965+0.0187671j -0.00276033-0.00928294j 0.00549133-0.00969094j 0.00297117-0.0024631j 0.0107576-0.0191896j -0.00506479+0.00816793j 0.00179862-0.0107019j -0.00414149+0.000165141j -0.00407386+0.0159573j -0.00150523-0.0125786j -0.00335705-0.0146671j -0.00465239+0.0012246j -0.00541667+0.00860931j -0.00534142+0.00824528j 0.00149169-0.00342847j -0.00150847+0.0123334j 0.00352886-0.00275003j -0.000737676-0.00154673j 0.00147773-0.00733763j 0.00951291+0.00124659j -0.00482513-0.00279328j 0.00290317-0.00427516j 0.00221449+0.000746404j -0.00611702+0.00620501j -0.00161067-0.00018325j -0.00372028+0.00400983j 0.00278071-0.00206557j -0.00287998+0.00477138j -0.00320302+0.00350601j 0.00197089-0.00168429j -0.00196293+0.0018492j -0.000284759+0.00232713j 0.00549477-0.00178012j 0.00298216+0.00154473j 
0.00276458+0.00290808j 0.00399661-0.00068857j -0.00199842-0.00194816j 0.00908899-0.00219305j 0.0150284+0.00288469j -0.00527076+0.00222053j 0.00549499+0.00101319j -0.0139879+0.00818467j 0.00227678+0.00592272j -0.00837888+0.0092278j 0.0129066-0.00531886j -0.00463505-0.00155843j 0.00386886-0.000196321j -0.00570251+1.50986e-05j -0.00626992+0.00420506j 0.00364665+0.0147268j 0.0223136-0.00431926j 0.0078339+0.00130222j 0.00689209+0.0212149j 0.0133531-0.000783432j -0.0156415-0.00830363j 0.0114591-0.00450908j -2.81991e-05-0.00446678j 0.0143246+0.0440939j 0.00124637-0.0161737j 0.0048606+0.0626775j 0.000195631+0.0254071j -0.0102709-0.0191301j -0.0126445-0.025126j -0.000769716+0.0286881j 0.00329457+0.0013793j -0.00801987+0.0158935j 0.00785372+0.0261332j -0.00929037-0.00429614j -0.00495856-0.0261617j 0.00265757+0.0103459j 0.00537008-0.0048881j -0.00481407+0.0102651j 0.00375072-0.0393802j 0.00285801+0.0150926j -0.0113436+0.0198631j -0.00423892-0.00521571j 0.00190174+0.0168397j -0.00979022+0.0442354j -0.00912025+0.0109892j 0.00294036-0.0184018j -0.000311941-0.00722841j -0.00156046+0.00770681j -0.000746568-0.005002j -0.0029918+0.00588685j 0.000818218-0.00299209j -0.00339082+0.0088944j 0.00596998-0.000422136j 0.00284523+0.00448165j -0.000761089-0.000805589j 0.00191762+0.00788191j 0.00543734+0.00512309j -0.00561055+0.00374188j 0.000598997-0.00178002j -0.00249702-0.00109268j -0.0034769+0.00668316j 0.00773765-0.00383407j 0.000932366+0.00451804j 0.00233193+0.00102311j -0.00267699-0.00224164j -0.00052857-0.00145383j -0.00200266+0.000519419j -0.00297155+0.000441761j 0.000327497+0.0032295j -0.00565336+0.000123882j 0.00298065-0.00191138j 0.000375151-0.00033649j -0.00351053+0.00173542j 0.000441777+0.000272148j 0.0029412-0.00123334j -0.00242224+0.0012055j -0.00115652-0.00183471j 
-0.00314625-0.00259669j -0.000929136+0.00110046j 0.00333375+0.00574146j -0.0206922-0.00127845j -0.0145203+0.00375523j 0.00748966+0.00500362j -0.0165375-0.000688026j -0.00271197-0.0289055j -0.019569-0.00208253j 0.00931775+0.000841606j -0.0111406-0.00141749j 0.00110685-0.00998324j 0.0125996+0.00270962j -0.0191977+0.00991738j 0.00329492+0.00371727j -0.00506495-0.0239689j -0.00896226+0.00645617j -0.0175796+0.00261711j 0.00940766-0.00119558j -0.0182667-0.0303947j -0.00123625-0.0255836j -0.00282986-0.00277422j 0.00258186+0.00619838j 0.00204719+0.0136814j 0.00224824-0.00446296j 0.0035358+0.0370701j 0.00435969-0.0116688j -0.000993875-0.0143338j -0.00877026-0.0203092j -0.00385119+0.0111281j 0.0023302-0.00921291j 0.00375233-0.00669816j -0.00555681-0.00595947j 0.00183114-0.000369043j 0.00430177-0.0191821j -0.000671367+0.0154783j 0.00288443+0.00408821j -0.0020752-0.00712427j 0.000798547-0.0115089j -0.00124776+0.0305892j -0.000237846+0.0252755j -0.00542579-0.00479061j -0.00640334+0.00117732j 0.00442641-0.00165645j -0.00312464+0.0169354j -0.00278769+0.0100355j 0.00436665+0.00765372j 0.000230753+0.00657547j 0.00379043-0.0136204j -0.00171156+0.0101955j -0.00915998+0.00814263j 0.00250014-0.000414612j -0.000643217+0.00934043j -0.00416103-0.00118254j -0.00201123+0.00111383j 0.000551881-0.00905784j 0.0020559-0.00897958j -0.00277594+0.00302529j -0.00100726-0.0118529j -0.00173841+0.00696393j -0.00137464+0.00271038j -0.00214912+0.00690321j 0.000127085+0.0138047j -0.00405127+0.00651097j 0.00216011+0.00392983j 0.00546823-0.000909964j 0.00430354-0.00258999j 0.00169938+0.00488576j -0.000176464+0.00567349j 0.00934059-0.00211669j 0.00439207-0.000870472j -0.00304377+0.00146514j -0.00231835+0.00163471j 0.00198757-0.00177102j -0.00493233+0.000159333j 0.000466783-0.00303081j 0.000790748+0.00132997j 
0.00536936-0.00044747j -0.00183962-0.00374578j -0.00964369-0.00595391j 0.00604457-0.00244753j -0.0156765-0.00286898j -0.00107479-0.00800915j 0.00373477-0.00504225j 0.0180415+0.0111169j 0.0234334-0.0133906j 0.00935788-0.00281772j 0.00191124+0.00767099j -0.0145957+0.00705188j 0.00351463-0.000362674j 0.00329611-0.00649365j -0.00849764+0.00227609j -0.0103254-0.0316194j -0.0126273+0.00480854j 0.00638208-0.0127442j -0.0106654-0.0136892j 0.0014875+0.00669911j 9.9962e-05-0.0317086j 0.00768769-0.00575806j 0.00797541+0.00761067j -0.00942256+0.0434941j -0.00741165+0.00885824j 0.0110477+0.0271041j -0.00303782-0.0269786j 0.00252985+0.0202901j 0.00351921+0.00361758j -0.00689549+0.0030601j -0.00669087-0.0173694j 0.00411253+0.017068j -0.00165261+0.022705j 0.00244238-0.00585219j 0.0062313-0.00523301j -0.00649735+0.0253283j 0.000152944+0.0204703j 0.00498132-0.0118026j 0.00254264-0.00745865j 0.00269533+0.0348492j 0.00619701+0.0115543j 0.0036356+0.00923672j -0.00228362-0.00445088j -0.00154217-0.00329384j 0.00793926-0.00215844j -0.0019297-0.000709121j 0.00585362-0.012609j -0.00330863+0.0111804j 0.000864899+0.000513072j -0.00579795-0.00916161j -0.00194255+0.00711527j -0.00177118-0.00447605j -0.00186149-0.00417479j -0.00120106-0.0029075j 0.00381148+0.00208387j -0.00254217-0.00142312j -0.000712876-0.00391577j 0.00726214-0.00527027j -0.00983988+0.0128978j -0.00478165+0.00195586j 0.00185698-0.00463487j -0.00630279-0.00451244j -0.00785282-0.0037981j 0.00313828+0.000403453j -0.00108667+0.00148785j -0.00193851-0.000176958j -0.0066513+0.00626361j -0.00374151-0.000507851j -0.0023092-0.0101289j -0.000132488+0.00286773j -0.00237698+0.00231658j -0.000471545+0.00167026j 0.00339806-0.00581107j -0.00132701+0.00305914j 0.00339085-0.00131633j 0.000624341+0.00246637j -0.00411346+0.00144076j 
-0.00590614-0.000298318j 0.00510402+0.00370548j 0.00148489+0.00386038j 8.80188e-05-0.000434469j 0.0101861-0.00371378j 0.00488268-0.0101554j 0.00838546+0.00506087j -0.00619137+0.00331294j -0.0224251+0.00465712j -0.00239999+0.00305727j -0.00368637-0.00406567j 0.0152097+0.00744972j -0.0141732-0.00231835j -0.00457061+0.0242169j 0.0173848+0.00947599j 0.00508391+0.00983841j -0.0124243-0.00654397j 0.0266664+0.0190214j 0.0023857-0.0186968j -0.000165835-0.0176059j 0.00446147-0.0267916j 0.0208469-0.030479j 0.00159377+0.0451266j -0.0032546+0.00751386j 0.0155979+0.0457031j 0.00286061+0.0173115j -0.00489804-0.0213164j 0.00892891+0.0212129j 0.00206655-0.0154516j 0.00588893+0.00183817j -0.0130238-0.0456261j -0.00489453+0.00678142j 0.0011375+0.0156236j -0.0113749+0.00982662j -0.000608457+3.47593e-05j 2.00797e-05-0.0284963j -0.00482499+0.000505295j 0.00691561-0.0179417j 0.00135117-0.00777158j 0.00102046+0.00739782j -0.00351508-0.0134996j 0.00547384-0.0100423j -0.00313681+0.0201004j -0.00194773+0.00547784j 0.00425222-0.00774017j 0.00834953+0.00495633j 0.000544678+0.0040602j 0.00157325-0.00916767j -0.00329488+0.00751798j 0.00152159-0.00581934j 0.00186566+0.0154067j -0.00315861+0.000547774j 0.00338058-0.00572031j 0.00361202+0.00789815j -0.00048415-0.00860264j -0.00140791-0.00172703j -0.00420422+0.000891179j -0.00156379-0.00382445j -0.00319215+0.0064601j -0.00114821-0.008013j 0.00413316-0.0105416j 0.00439437-0.00458345j 0.00108498-0.00248478j 0.0061191-0.000351066j 0.00178044-0.00629503j 0.000688554+0.00328689j 0.00813057-0.00182697j 0.00580756-0.00690575j 0.00185816+0.00229226j -0.00192385-0.00454271j -0.00583254+0.00280875j 0.00283217+0.00298291j 0.00237332+0.000229344j 3.58677e-05+0.00167987j -0.00201333+0.00389318j 0.00193609-0.00311124j 0.00357016-0.00221012j 
-0.00284325+0.000886595j 0.00490196+0.000125971j -0.0114181-0.00824235j 0.00552285-0.00879188j 0.00670585+0.00262276j -0.00272263-0.0126778j 0.00532411+0.00432559j -0.0113409-0.00463246j -0.00988246+0.00772958j 0.00871623+0.0098305j 0.0114576-0.00558173j 0.00773921+0.0041559j 0.0200016+0.00461432j -0.0245997+0.0166505j 0.0328971+0.0192592j 0.0171781-0.00114955j -0.0185307-0.00872998j 0.00421512-0.0151608j 0.0103237-0.0137488j -0.0141543-0.00382606j -0.0017443+0.022736j -0.0107305+0.0531123j 0.000556211+0.00369804j -0.0134635-0.0182017j -0.0019966-0.0119074j 0.00205744+0.0136212j -0.00382619-0.0142438j 0.000710497-0.00794054j -0.000588035-0.00469316j 0.00104476+0.011405j 0.00425689+0.0189396j 0.00186759-0.0102452j 0.00360046+0.00827836j 0.00492918+0.019402j -0.000279813+0.00631527j 0.00397599-0.0280592j 0.00824071-0.0162575j 0.000328134-0.0216633j -0.000360929-0.00969241j 0.00154197-0.0118517j -0.000982403-0.00667571j -0.00234607-0.00222275j -0.0041401+0.00738166j -0.0066691+0.0146718j 0.00523655+0.00321755j -0.00642597+0.0158668j 0.00563345+0.00700675j -0.000233315-0.0015657j 0.00429508-0.00199363j 0.000307637+6.23318e-05j -0.00188319+0.0101601j 0.000528665-0.00530099j -0.0007204+0.00644634j 0.000406785+0.0056545j -0.00122922+0.00716607j -0.001466-0.00829375j -0.0014522-0.000760698j -0.00203033-0.00544911j -0.0158608+0.0217511j -0.00644476+0.00489965j -0.00252545-0.0104557j -0.00832979+0.0114435j -0.000712806+0.000444183j -0.00364198+0.000586796j -0.000679741-0.000628793j -0.00140643+0.000989072j -0.00572555+0.0109499j -0.00153612+0.00409514j -0.00119957-0.00259889j 0.000630002+0.00332859j -0.00198592-0.000643528j -0.00499434+0.00722332j -0.00441279-0.00296612j -0.0042896+0.00124674j 0.00498923-0.00413237j 1.77021e-05-0.00207521j -0.00124205+0.000839511j 
-0.00365778-0.000732726j 0.00163772+0.00177247j 0.000934447-0.000559153j 0.00216352+0.0010952j 0.00939639-0.00319474j 0.00631656-0.00593197j 0.00964829+0.0144846j -0.00814764+0.00421951j -0.009714+0.00867364j 0.0137213+0.00686349j -0.00869267-0.00983834j 0.0181603+0.00547743j 0.0107147-0.0073631j 0.0101741-0.00594662j -0.00312784-0.0213184j 0.00686454-0.0129122j -0.0320465-0.0347122j 0.00272906-0.0124771j -0.000234345+0.0176653j -0.00997992+0.0355495j -0.0105759-0.048833j 0.00101798+0.0138109j 0.00397716-0.0130256j 0.00147935-0.011721j -0.00474309-0.000989635j 0.0108328+0.024413j 0.0142171+0.0122477j -0.000676804+0.0152845j 0.00625712+0.00478267j 0.000936023+0.0404363j -0.0014572+0.00119353j -0.0117637+0.0502512j 0.00614182-0.0161402j 0.00424857-0.0243405j 0.00708469-0.042911j -0.00879852+0.0371991j -0.0018182-0.00711065j -0.00417323-0.00475201j 0.000324718+0.00321963j 0.00312546-0.00403881j 0.00465348-0.00299079j 0.00137489+0.01089j -0.00572125+0.0279025j 0.0035122-0.0200896j 0.00962872-0.0116321j 0.00335243-0.0175562j -0.00355629-0.000934126j 0.00291087+0.020258j -0.00597197+0.00583438j -0.000710842-0.00289235j 0.00445131+0.000188965j 0.00186529-0.0103282j -0.00051211+0.000989441j -0.00321166-0.000227997j 0.00682932-0.00417556j -0.000239128-0.00521528j 0.00245029-0.00172223j -0.000233487+0.000300091j -0.0050385+0.00574589j 0.00411148-0.00433247j -0.00025789-0.00495792j -0.00123544+0.00531265j 0.00446254-0.0154259j -0.00217639+0.00454512j -0.00143019+0.00125992j -0.000988641+0.00270687j -0.00390768+0.00486958j 0.00387683-0.00486387j 0.000749885-0.0052131j 0.000167242+0.000125351j 0.00037473+0.000739786j 0.00444333+0.00140412j 0.00253642-0.00258438j -0.00200246+0.00074656j -0.0016994+0.000896578j 0.0018584-0.00182766j 0.000698071-0.000184087j 
0.00327966-0.000325176j 0.00134716+2.62727e-05j 0.00324743+0.00491697j -0.00839615-0.00192779j -0.00597046+0.00849318j -0.000750819-0.00728158j 0.00687897+0.00124287j -0.00768401-0.0051906j -0.0137629+0.00450927j -0.00403392+0.00639916j -0.00109247-0.0122443j 0.00758626-0.00830263j 0.00670085+0.00592378j -0.0261932-0.017906j -0.00606089-0.00429322j 0.0144842-0.0334568j -3.07566e-05-0.00840631j 0.0145792+0.0368693j -3.18785e-06-0.00497075j -0.00404446+0.0270515j 0.00701077+0.0746717j -0.00239871-0.0572563j -0.00936473-0.0560429j -0.00315732-0.000256318j -0.0045756-0.00683283j 0.00483608-0.0426286j -1.05741e-05-0.00216605j -0.000949823+0.0414955j -0.00331566+0.0160913j 0.00814598-0.0271922j -0.00191432-0.00221737j -0.000895402-0.00372308j -0.00083413-0.000604894j 0.00222292+0.000963023j -0.00215265+0.0025912j -0.000619401+0.0125538j 0.000959567-0.0128401j 0.00297408-0.010207j 0.00317092+0.00963602j 0.00464644-0.0121674j -0.000112822+0.00218403j 0.00653139-0.00046211j 0.0042619-0.0140717j 0.00275845-0.0111681j 0.000110397+0.00451105j 0.00194826+0.000490353j -0.000902419-0.00468978j 0.00111274+0.00772043j 0.000407935+0.00508721j -0.00106032-0.000417632j -0.00315264+0.00800691j -0.00052623-0.00198316j -0.000435701-0.00298337j -0.00289377+0.00343309j 0.000871015+0.00421579j -0.000552832-0.00394657j -0.00111601+0.00278118j 0.00342989-0.000710527j -0.00249494-0.000492798j -0.00177257+2.72225e-05j -0.00453084-0.00466613j -0.00330478+0.00845904j 0.000305599-0.00725468j -0.00268861+0.0014009j 0.000523208+0.00139665j 0.00129226-0.000317034j -0.000152857+0.00280174j -0.00149871-0.00378411j -0.00147301-0.00122911j 0.00323222-0.000909926j -0.000541727-0.00163845j 0.0025985+0.00420077j 0.000782309+0.000627529j -0.000505406+0.00102246j 0.000653219-0.00163788j 0.00218843-0.00043344j 4.80642e-05-0.00161408j 
-0.00719132-0.00596358j -0.00567257+0.000165639j -0.00228826+0.000812764j -0.008347-0.00719639j -0.0194302-0.0101059j 0.0048759-0.00223373j -0.0219965-0.00891323j 0.0260477-0.00650727j 0.00879582-0.0150175j 0.0256751+0.00267054j -0.0176529+0.0275262j -0.0163274-0.00684366j 0.0076013+0.00381904j 0.00242323-0.000286149j 0.00283202+0.00927378j -0.00631698+0.0171525j 0.00322618-0.0474714j 0.00957866+0.00386243j -0.00707397+0.0197696j 0.0197242+0.0158174j -0.0126041+0.000998311j 0.00522636+0.0113944j -0.00258371-0.0194897j -0.00410307-0.00879269j -0.000787555+0.012206j 0.00600791+0.011379j -0.00456862+0.00506175j -0.00544904+0.0127691j -0.00222111-0.0233349j -0.00116647+0.00297522j -0.000793499+0.00291463j -0.00813902+0.0262163j 0.00737345+0.000301594j 0.00361412+0.0125597j 0.00211864+0.00262982j 0.000595058-0.00912966j 0.00222915-0.00103997j 0.00739446+0.0131464j 0.00615002-0.0167905j 0.00397804-0.0210554j 0.00402368-0.0174082j -0.00124316+0.000418895j -0.000232578+0.0130316j -0.00279355+0.0192218j 0.00469833-0.00421118j 0.000110536-0.00816728j 0.00523931+0.0119464j 0.00109768-0.00443253j 0.000204772+0.00182j 0.00292279+0.00165127j -0.00370267-0.0168852j 0.00452218-0.00253615j 0.00367166+0.0116155j -0.00699406+0.0101626j -0.000771837-0.0092194j -0.00458312+0.00789152j -0.00520887+0.0072991j -0.00479355+0.000299055j -0.00327163-0.00057048j 0.00399609-0.0135143j -0.0022363-0.000619547j 0.00318427-0.00335077j 0.00300768+0.0114305j -0.00196514-0.000780617j 0.00533028-0.00744042j 0.00295813-0.00538391j -0.00139493+0.0048083j 0.00200241+0.00456789j 0.00422294+0.00517087j -0.000311852-0.00201733j -0.00130644+0.00541381j -0.00834968+0.00392603j -0.00267148-0.0014789j 0.000883218-0.00115271j -0.00211411+0.00342947j 0.00387245-0.00314946j -0.00150057+0.0030785j 
-0.00366058+0.00636577j 0.0131271+0.00284438j -0.0204559-0.0110968j 0.0083335-0.00914852j 0.00988307-0.0115944j 0.0246395-0.00158002j -0.00685593+0.00313295j 0.00758627-0.000913693j 0.00557001-0.00260311j 0.0179362+0.0110311j 0.00111427+0.0254176j -0.028708-0.00978592j 0.00843236-0.000820357j 0.0102563+0.0330413j 0.0032702-0.0239479j -0.0170713-0.0481102j -0.00276341+0.0102205j -0.0112971+0.0488682j 0.00342507-0.0093544j 0.00493133+0.0210943j 0.00367612+0.0379453j -0.0105379-0.0247394j 0.00938377+0.00409997j 0.00128568-0.0204165j -0.00252759+0.00968738j 0.00224256-0.0365722j 0.00541059-0.0110144j -0.00477732-0.00889938j 0.00388742-0.0113007j -0.00102496+0.0023799j 0.00269461+0.00706213j 0.00390955+0.00704873j -0.0014342-0.00526459j 0.00211576+0.00328379j 0.00652989-0.00619943j 0.000296166-0.0092466j 0.00186114-0.000402983j -0.00411677+0.00911676j -0.00369934-0.00957118j 0.00147105-1.24333e-05j 0.0047551-0.00725851j -0.000631818-0.012303j -0.00292423+0.00586295j 0.00211146-0.00279477j 0.00724962-0.0127093j -0.00338153-0.000169324j 9.95457e-06-0.000107008j 0.00373739-0.00734814j 0.000730824+0.000359933j 0.000364277-0.00247968j 0.000752831-0.0134692j -0.000243568+0.00346019j -0.000242913+0.00804998j 0.00202996-0.00354808j 0.00218881-0.0120831j 0.000326395-0.00341819j 0.00240951-0.00229225j -0.00250077-0.00596159j -0.00182025+0.000490578j 0.000561739-0.00256266j 0.000794678-0.000825637j 0.0034687+0.00168668j -0.00273142+0.00883441j 0.00263211-0.00552112j -0.00121438+0.00267064j -0.00170811+0.00795415j 0.00105131+0.000105856j 0.00110981+0.00733309j 0.00311372-0.000489769j -0.00578951+0.00687607j 0.00260748-0.00271383j -0.00311477-0.000839138j -0.00338063-0.000441652j -0.00215929+0.00206693j 0.000706018-0.0011725j -0.0051267-0.00177679j 0.000877532-0.00031111j 
