-0.000397784+0.00698005j -0.00620206-0.00100155j -0.00395485+0.00126316j 0.00284623+0.00758807j -0.00162425+0.000256613j 0.00248999+0.0012502j -0.00370809-0.00850213j -0.00338545+0.00236387j 0.000356874-0.00261403j 0.00311297-0.00198217j 0.00135793-0.00457213j 0.00418638+0.00709326j -0.00385707+0.00364587j 0.000716581-0.0050286j -0.00199235-0.000836129j 0.00160671+0.00128753j -0.000422943+0.000230685j 0.000743387+0.00385639j -0.00270745-0.000756352j -0.00118188+0.00504014j 0.000686976-0.0016042j 0.00102377-0.001744j -0.00303391+0.00225366j -0.000465614-0.00398784j 0.000575314+0.0013547j 0.000755889+0.00445532j 0.000814533-0.00217002j 0.00150054-0.00259305j 0.000193605-0.00105421j 0.00192781-0.00257537j -0.0021593+0.00152762j -0.000787221-0.000505655j 0.000927534-0.00078242j -0.00101881+0.00117617j -0.000254154+0.00221996j -0.000891379+0.00109646j -0.000214467+0.00578953j 0.000870938-0.00310322j -1.73439e-05+0.000893091j 0.000147031-0.0027812j -8.50702e-05+0.00323349j 0.000774344-0.00233556j -0.000643113-0.00136875j -0.000698612-0.000375933j -0.00161218+0.00155045j 0.000612591-0.00602671j 0.00117376+0.000822766j 0.000124614-0.00209194j -0.000286832+0.00223105j 0.00108566+0.000904441j 0.000282049-0.000442412j 5.74201e-05+0.00385443j 0.00216017-0.000737106j -0.00064175-0.00187314j 0.00288602+0.00258766j 7.95829e-05+0.000294393j -0.00109505+0.00246563j -0.000617577-0.001016j 0.00310475-0.00016767j 0.00221984+0.0015973j -0.000124583+0.00190445j -0.00133436-0.00213164j 0.00142422-0.00492294j -0.00110412-0.00933941j 0.00074812+0.0015784j -0.00795799+0.0103944j -0.000322699-0.0131799j 0.00382339-0.0132714j -0.0103301+0.00784539j 0.00597451+0.00273904j -0.00220256-0.0395245j 0.00127644-0.0118833j 0.00471615+0.0317378j -0.00648422-0.060344j -0.022921+0.0234179j 0.0124506+0.0759237j 0.0537204-0.0361079j 
0.00122173+0.00293203j 0.00669903+0.000773305j 0.00292375+0.00442311j -0.00128841-0.000252828j 0.00394841+0.00523342j 0.00207718-0.000773864j -0.00128725-0.00747068j 0.00154605+0.00487871j -0.0051713+0.00084164j 0.000692342+0.00472826j -0.00342911-0.000718916j -0.000946881+0.00143642j 0.00214673+0.00373772j 0.000444677-0.00448956j 0.00294697+0.00203179j -0.000809537+0.00450336j -0.00272815-0.0132927j 0.00242237+0.00398005j 0.00244885-0.00381789j -0.00455885+0.000716505j -0.00150163+0.00184616j 0.000353281+0.00391484j -0.00146983-0.00245326j -0.00196307-0.00104059j 0.00094595-0.0034843j 0.00202791+0.00647697j 0.00365061-0.00446603j -0.0016664+0.00220979j -0.00114958+0.00545767j -0.00276118-0.00993082j -9.52399e-05-0.00419916j 0.00190311+0.00480058j -0.00397027-0.000124903j 0.00477231-0.00713612j 0.000425543+0.00156931j -0.00508399+0.00602363j -0.000401048+0.00215442j 0.00319505+0.0165512j 0.000786119-0.0067249j 0.00384578-0.00820379j -0.00154895-0.00128158j -0.00222528-0.000860724j 0.00575466-0.00542378j 0.0130721-0.00639167j 0.00403931+0.000115029j 0.00279482-0.0125059j -0.000600629-0.00203025j 0.00031281+0.00729567j -0.00723297-0.0125531j 0.00112002+0.00360196j -0.00837154-0.0344418j 0.000708975-0.00705102j 0.00230498+0.0130711j 0.0053214+0.0162867j -0.0063566+0.00106523j -0.000638321-0.0252693j -0.000110614-0.0346047j 0.0042212+0.0313872j -0.0145933+0.00244374j 0.0185625-0.0330097j 0.0100872+0.0225136j -0.00690791+0.0140769j -0.00229342-0.0121978j 0.000787512-0.042222j -0.0101022-0.0606488j 0.0200413-0.0302692j -0.00334447+0.023493j 0.0151096+0.016564j 0.0249492-0.00393725j 0.00700522-0.00470521j -0.0136408-0.00102769j -0.0207156+0.00155527j 0.00388272+0.0134426j 0.0074715-0.00835505j -0.00864562-0.00272487j -0.0129387-0.0012875j 0.00975522-0.00999997j 
-0.00489784+0.00188717j 0.000301676+0.00263134j -0.00261916+0.00110452j 0.00147766+0.000792283j -0.00328071-0.00135222j -0.00375447-0.0044484j -3.8898e-05-0.00161204j 0.00110673+0.000993602j -0.00320777+0.00144186j 0.0103124+0.000122547j 0.00552278+0.00327005j -0.00756746+0.00253699j -0.00137171-0.00014575j 0.00136836+0.00137701j -0.00513721-0.00730997j 0.0029664-0.00487145j -0.00751035-0.000276296j -0.00151001-0.0022028j 0.000444764+0.00821963j -0.0107404-0.00659226j 0.00451617+0.00371038j 0.000286171+0.000493913j -0.00130146+0.00182067j 0.003579-0.00262091j -0.00594878+0.0115679j -0.00111252-0.000797438j -0.00159552+0.00412654j 0.000387583-0.0058728j 0.00493676-0.0110373j -0.00358286-0.000176239j -0.00891084-0.00247451j -0.00119709-0.000240835j -0.00152249-0.0016921j 0.000671568-0.00154687j -0.00480618-0.0119783j -0.00546469-0.0057553j -0.00572608+0.0035634j 0.0040362-0.0150683j -0.00619641+0.00683607j -0.00194372+0.0122867j 0.00786596-0.0125488j -0.00638807-0.00381767j 0.00042088+0.0153019j 0.00333219-0.0167113j -0.000822391-0.0268594j 0.0016827+0.00468089j -0.00118799+0.00378668j -0.00944946-0.0152694j -0.00318892+0.0169852j -0.0072884-0.0115034j -0.00127733+0.0136989j 0.00536692-0.0009639j 0.00353454-0.00489443j 0.00903026+0.00957572j -0.00638016-0.0204251j 0.00264362+0.00915546j -0.00032869-0.005948j -0.00982449-0.0206508j 0.000863256-0.0326774j -0.00507108-0.00373571j -0.0117789+0.0048066j 0.00424063+0.0243558j -0.00379575-0.0295956j 0.00306591-0.00638369j -0.00251478+0.0153455j -0.0158728-0.0372548j 0.0285708-0.0350298j 0.0197646-0.00350004j -0.000902384-0.0250905j 0.00333546+0.00709898j -0.0248621+0.00842132j 0.00434361-0.00419731j 0.0188321+0.00962225j 0.0105364+0.00436684j 0.00907634-0.00743776j 0.00331203-0.00681552j 0.0143438-0.000709396j 
-0.00278185-0.00140084j 0.00522425+3.83203e-05j -0.00132768-0.000627409j 0.000365844-0.000512297j 0.00203197-0.00241353j 0.00643194-0.00452137j -0.00050559+0.00128792j 0.00582776+0.00399367j -0.00791173+0.000363887j -0.000939021+0.00928951j 0.00323038+0.000396954j -0.00105745+0.00236709j -0.00225609-0.00128416j -0.00200343-0.0030275j -0.000241411+0.0103524j -0.00511135-0.00482983j 0.000232455-0.0022946j -0.00257827-0.00505995j 0.00594252+0.00461743j 0.00231126-0.00945532j -0.000767586+0.000388343j 0.00158245+0.00225234j -0.00293148-0.0127298j -0.000292051+0.000831398j -0.000446194-0.0076774j -0.00202166+0.00181457j 0.00214535-0.0176107j -0.00161032-0.0036216j 0.00167961-0.00406999j -0.0042166-0.011783j -0.00579037+0.00376361j -0.00372962+0.000591073j -0.00944058-0.015233j -0.000938976-0.00128396j 0.000215662-0.0108995j 0.00269798-0.00359175j -0.00861121-0.0129307j 0.00464491+0.0119165j 0.00730789-0.0101861j -0.00361081+0.00239782j -0.00121192+0.00364029j -0.00389609-0.0188908j 0.00733537+0.002974j 0.00530886-0.00788782j 0.00191248-0.00874246j 0.00089231-0.0146249j -0.000421491+0.00915128j -0.00303918+0.00525746j 0.00654414+0.0268995j 0.00519172-0.0137174j -0.00476509-0.00986117j -0.00708433-0.0229325j 0.00322945-0.0134235j 0.00186402-0.0210902j -0.0130504+0.00138807j 0.0104661-0.00258171j -0.00142164+0.0248077j -0.0159797+0.0141416j -1.50756e-05-0.0142161j 0.0112619+0.0422043j -0.00420061+0.00290892j 0.0260792-0.0342614j -0.00351663-0.0228382j -0.0204381+0.0350506j -0.0114285+0.0075985j 0.0319362-0.0163566j 0.0188714+0.0311335j -0.0203143+0.0047476j -0.0220015-0.0159614j -0.0192786+0.00744842j 0.00260073-0.00111613j -0.01261+0.00263192j 0.00801723-0.0132055j -0.00348423-0.00386311j -0.0113969+0.00858789j -0.00298958-0.00281816j 0.00129394-0.00230602j 
-0.0012911-0.00328229j -0.00464619-0.00114526j -0.00208596-0.00249837j -0.00284649-0.0015912j 0.000780811-0.000380337j 0.0075301+0.00201667j 0.00147812+0.0047213j -0.00334415-0.00290925j -0.00385746+0.00503266j -0.00100524+0.00269137j 0.000286827+0.00202079j -0.0035047-0.00630389j -0.00563251-0.0040178j 0.0020134-0.000337799j -0.00450139+0.00960828j -0.000204151-0.00463836j -0.00290913-0.00434148j -0.00199673-0.00784465j -3.93355e-05-0.00464103j 0.00205849+0.00263092j 0.00642994+0.00491023j 0.0057134+0.00765983j 0.000871466-0.00270017j 0.00724039+0.00295971j 0.00402976-0.00434784j -0.00319046+0.00177212j 0.00667618-0.00958499j -0.000959596+0.00114485j 0.000799293+0.000479902j 0.00236487-0.0047215j -0.00771166+0.00820498j 0.0014372+0.00510627j 0.000135721+0.00286483j -0.00272228-0.016037j 0.00422618-0.000247687j -0.000411681+0.0052469j -0.00443185-0.0017636j -0.00865501+0.0147993j -0.0085422-0.00510149j -0.000440197-0.00889787j 0.00125368-0.0016144j 0.000326947+2.3355e-05j -0.00284768-0.0107056j 0.00494547-0.00970758j -0.00575561+0.00364813j -0.00332834-0.0112843j 0.00479251-0.00173445j 0.0080932-0.00189846j -0.00750345+0.00499662j -8.61202e-05+0.00926991j 0.00446583-0.0044255j -0.00546059+0.0197722j -0.00645586-0.00166251j 0.0092401+0.00864657j 0.00608929-0.0148549j -0.0110074+0.00986189j 0.0134421-0.0215904j -0.0164434+0.00824336j 0.0090533+0.0138094j -0.00478597-0.0260946j 0.0152258+0.0321491j 0.00850056+0.0286386j 0.00784036+0.0132769j -0.00242441-0.0220643j -0.0020983-0.0035577j 0.0144263-0.00807923j 0.019857+0.0233197j -0.0159434-0.00769081j -0.010945-0.0213915j -0.0279025-0.00946479j 0.0226014-0.0166587j 0.00179315+0.00315045j 0.0313255-0.00649203j 0.01595-0.00448355j 0.00555844-0.00529319j 0.0105529-0.00160957j -0.0035711+0.00721112j 
5.16911e-05+0.00120591j 0.00316457+0.00441087j 0.00233875+0.000299426j -0.00300487-5.60213e-05j -0.00122954+0.00221337j -0.00295673-0.00612794j -0.00156527-0.00166185j 0.00367197+0.000366506j 0.00211617-0.00149118j 0.00215295-0.00124546j -0.00152216-0.00793512j 0.00300204-0.000809203j 0.002755+0.00139272j -0.00539634-0.00432913j 0.00444818+0.000731121j -0.00169692-0.00957789j 0.00678173-0.00891346j -0.00204346+0.0040362j -0.0107368-0.00669348j -0.00322816+0.00377005j -0.00114288-0.00195845j -0.00346904+0.0061195j 0.00177386+0.00156169j -0.00310596-0.00556603j -0.000629707+0.00675086j -0.000401083+0.0074215j -0.00672772-0.00203187j 0.000280268-0.000150463j -0.000292866+0.00370536j 0.00514943-0.00618121j 0.00272889-0.00464936j 0.00313151+0.00221265j 0.00948724+0.00544028j 0.000650963-0.00419227j 0.00306792+0.00806059j 0.00258163-0.00452495j 0.00167541+0.00987812j 0.00139719+0.0131542j 0.00335989+0.00338729j 0.00993953+0.0127114j 0.000637476+0.00856934j 0.00350757+0.00949287j -0.00319808-0.017764j -0.00138314+0.00164427j 0.00660303+0.00370892j 0.00894071+0.0167223j -0.000318168+9.65268e-05j 0.00795766-0.00647861j 0.00881606-0.00433447j -0.0046905-0.0268843j 0.00496282+0.00282144j 0.0104147+0.00772018j -0.00423944+0.00228879j -0.00371392+0.0183756j -0.0028889+0.0298767j 0.00278842+0.0198965j -0.00219653-0.0343055j -0.0149216-0.0186243j 0.0042767-0.00235115j 0.00880043-0.0279995j 0.0252646-0.026983j 0.0166499+0.0264526j 0.0208153+0.00577875j -0.0324376-0.0120301j 0.0275754-0.00915645j 0.0162414+0.00307177j -0.00870554+0.00730141j 0.0209359-0.0148331j -0.0252662-0.00410245j -0.00911872+0.019259j 0.000617585-0.00999562j 0.00172446+0.0115779j -0.00198007-0.000696832j -0.008951+0.00613883j -0.000439256+0.00116977j 0.000805148-0.00200113j 0.00666958-0.00370705j 
0.00148435-0.000311115j -0.000447291-0.00138722j -0.0044695-0.00312978j 0.000124283-0.00237231j -0.00231041+0.000130084j -0.00405099-0.00417549j -0.000593917+8.28306e-05j 0.00127083-0.00238243j -0.00293111+0.00120085j -0.00551102-0.00263603j 0.000440174-0.000342291j 0.000456552+0.00134877j 0.00106142+0.000707051j 0.00246785+0.00498544j -0.00585732-0.00765328j -0.00610931-0.00335451j 0.00389122-0.00411793j -0.00747736-0.00299814j -0.00171933-0.00135992j 0.00329322+0.000536376j -0.00303973-0.00168196j 0.000184619+0.000315323j -0.00400654-0.00448037j 0.00286082+0.000599862j 0.00239071+0.00212437j -0.0012462-0.00503025j -0.00662055-0.000397521j -0.00372621+0.00105813j -0.010944-0.00407318j -0.000501485+0.0025336j 0.00796008+0.00139169j -7.08027e-05+0.00833822j -0.00834621-0.0119802j 0.0013572+0.0073266j -0.000896039-0.0132806j 0.00330676+0.0163388j -0.00248898-0.00581853j 0.00781714+0.00291759j -0.000834987+0.00570426j 0.000776201-0.00358101j 0.00200917+0.00221003j 0.00322559+0.00465604j 0.00520392+0.0269607j -0.00146401+0.0151606j -0.00506253-0.00932342j -0.013574-0.0340164j -0.00180613-0.00484951j 0.00416946+0.0343088j 0.00375506+0.00465387j 0.00463389-0.0038584j -0.0198785+0.0130929j -0.00703957+0.0299481j 0.00294471-0.00717274j -0.00654833-0.00420485j -0.00909188+0.0144578j -0.00886237+0.0217576j 0.0156542-0.0673399j 0.00250173+0.00831295j -0.00152182+0.0205343j 0.00850831-0.0268439j -0.0201949+0.0149358j 0.0102207+0.0264937j 0.00746568-0.00484239j -0.0371074-0.0091953j -0.000331329-0.0186601j -0.0183555+0.00634808j 0.0212963-0.0120808j -0.0155597+0.00260062j 0.00534333+0.00718906j 0.0021038+0.00646666j -0.00798018+0.0164565j -0.0109888+0.00605377j -0.0102275-0.00629711j -0.00133258+0.00536103j 0.0074805-0.00297383j 0.00116552+0.00150383j -0.00446284+0.00107288j 
0.000720107+0.00193028j -0.00188711+0.00104088j -0.0022963-0.00204757j -0.00204137+2.43421e-05j -0.00522743+0.00139081j -0.00800279-0.00164697j 0.000408705-0.00153359j -0.000460893-0.00322182j -0.000150535-0.00315876j -0.000762697-0.00793932j -0.00353568-0.00305822j 0.00124084+0.000913423j -0.000262943+0.00103668j -0.000801221+0.000360125j 0.00261864-0.012011j -0.00337648-0.000644501j -0.000890457+0.000327036j -0.00228245-0.00367901j -0.00570884-0.00798102j -0.00419149+0.00126962j -0.00115345+0.000384675j 3.89376e-06-0.00183219j -0.00489598-0.00343558j 0.00423754+0.000930946j -3.75911e-05+0.00543432j 0.0029897-0.00173765j -0.00249171+0.0011895j 0.00192827-0.00349877j -0.00697138-0.00614106j -0.000349821+0.00915951j 0.0115159-0.00593754j 0.00382546+0.0125703j -0.00179696-0.00145666j 0.00500867+0.0182201j 0.00816277+0.00726157j -0.0125601+0.00277603j -0.00607429+0.00403901j -0.00172621+0.00477213j -0.00653718+0.00527102j -0.00742214-0.00376944j 0.0038809-0.00612288j 0.00619291+0.0215596j -0.00385096+0.0119922j 0.0014507+0.0115329j 0.00300692-0.00191753j -0.00541087-0.00959863j 0.00625964-0.011493j -0.00212813-0.0129251j 0.00217208-0.0169433j 0.0039837+0.03476j 6.0699e-05+0.00969876j -0.0062853-0.0322723j -0.0177594-0.000955129j 0.00252587+0.00432948j 0.00175244-0.0339195j -0.0144076-0.0620041j -0.00302236+0.0361172j -0.00980915+0.030597j 0.00695016+0.00637308j -0.0221837+0.0291214j 0.0162191+0.00936082j -0.00119858-0.027352j 0.032739-0.010837j -0.0178711-0.0249662j 0.0182151-0.0116275j 0.00212739-0.00524764j 0.00629294-0.00185175j 0.0088252-0.00281609j -0.00756029+0.00518789j -0.00814133+0.0148724j -0.00509935+0.000620499j -0.00531163+0.00207582j 0.000290474-9.8769e-05j 0.0014535+0.00520627j 0.00722479-0.00619015j 0.000568657+0.000401362j 0.00303274+0.000164962j 
0.00416085+0.00255837j 0.0019297-0.00279385j -0.00480412-0.00260707j -0.00185397-0.00213635j 0.00307878+0.00550797j 0.00153698-0.00209671j -0.000458116-0.00103147j 0.00349944-0.00271991j -0.00586804+0.0118546j -0.00365507+0.000528404j -0.0125214-0.00646081j -0.0042593+0.00362948j -0.00461257-0.00487971j -0.00345707-0.00368551j -0.00541888+0.0119776j -0.0126507-0.00280946j -2.4899e-05-0.00490305j -0.00385437-0.00665453j -0.0124955-0.00888445j 0.0105376-0.00132045j 0.00211287+0.00372744j 0.000134237+0.00560807j 0.00647502-0.0117935j -0.00203025+0.00484998j 0.00529442-0.00423105j -0.00253124+0.00870086j -0.00231292-0.00611249j -0.00520313+0.00452669j 0.000862898+0.000530943j 0.00226696-0.0160193j 0.00407177+0.00924071j 0.00700789-0.00426438j 0.00691223-0.00303815j 0.000149465-0.0123101j 0.00370927-0.0123148j -0.000924494-0.00496848j 0.00791614-0.00924562j -0.00239011+0.0112663j -0.00208533-0.00318234j 0.0108649-0.00974258j -0.000258953-0.00125409j -0.00456876-0.0280495j -0.0129582-0.0165161j -0.0122462-0.0140902j -0.00651653-0.00784208j -0.0017852+0.0154805j 0.00189202-0.00629754j -0.00478353-0.0130431j -0.00884963+0.0220693j -0.00423426-0.00734961j 0.00735292+0.00932388j 0.0150278-0.00832916j 0.0144294-0.0162355j -0.00805777-0.0133789j 0.00280739+0.0142754j -0.00582729-0.0216506j -0.0032251+0.0113467j -0.0134429-0.0198558j -0.000327059-0.00103205j -0.00810587+0.0260376j 0.0260448+0.00984084j 0.00681872+0.0260748j -0.00806646+0.00482965j 0.00940921+0.0224962j 0.0201063-0.001482j 0.000188057-0.0139053j 0.00405654+0.00371787j 0.0189699-0.00556272j 0.0221983+0.00391495j 0.0060296-0.010662j 0.00719982-0.00142872j -0.00416631+0.00634478j -0.00861617+0.00168545j 0.00812003+0.00156773j 0.00861819-0.00814465j -0.00413134+0.00395604j -0.00430101-0.000813909j 
0.000520743-0.00117029j 0.00115503+0.000608435j -0.0042505+0.00148741j -0.000999178-0.00299059j 0.00123397+0.00326447j 0.00104314-0.00320177j -0.00800937-0.00289063j -0.00770415+0.000611692j 0.0028144+0.00487829j 0.00385801+0.00661011j 0.000536728-0.00544504j -0.00338853-0.000305198j 0.00021251+0.00700241j 0.00708375+0.000107576j -0.00134762+0.00864149j -0.0011237+0.00466312j -0.00281179-0.00919831j -0.00318244+0.00879972j -0.0108148-0.0155243j -0.00475224+0.00207034j -0.00381132-0.00446059j -0.00275407-0.00349423j 0.00388861+0.0029908j 0.00565924-0.0101154j -0.00136658+4.63e-05j -0.00599008+0.00561397j 0.00608693-0.00290488j 0.000853832+0.00836269j 0.00024+0.00406321j -0.00242018+0.00258492j 0.00138728-0.000713249j -0.000811229-0.00178804j 0.00877342+0.0104114j 0.00886588+0.0103455j 9.22014e-05+0.0103292j 0.00948349-0.0150138j 0.00058913+0.017088j 0.00375834+0.00234011j 0.00234229+0.00334746j 0.00462451+0.00726028j -0.00355037-0.00440015j -0.000603656+0.0190249j 0.00631078+0.0155654j 0.0073507+0.00682411j 0.0110864-0.0169775j 0.00173342+0.00968354j -0.0139522+0.0137614j 0.00768467-0.0103215j -0.00609821-0.00471177j 0.0031688-0.0144733j -0.0110911+0.0134017j -0.0013294-0.0151715j 0.00185867+0.0199724j -0.013767-0.000376886j 0.0100148-0.0194247j 0.0148233-0.0135987j 0.00380488+0.0194066j 0.00923693-0.0125981j -0.00829386-0.00159256j 0.0488602+0.0146491j 0.00841878-0.0289286j 0.00906323-0.0140607j 0.0191879-0.00886608j -0.00449419-0.0107439j -0.0192645+0.0142027j 0.000894059-0.0157429j 0.00712914-0.010928j -0.00413472+0.000275919j -0.000824927-0.000686089j 0.00593329-0.0238825j 0.0175939-0.00260195j -0.00316979+0.0183228j 0.00712006+0.0052768j 0.0132483+0.00359146j 0.00832724-0.00443556j 0.00473036-9.67178e-05j 0.00100699+0.000951347j 
0.00252958-0.00118331j -0.00219463-0.00232268j -0.00598629-0.00296173j -0.000202089-0.000465019j -0.00483701-0.000912625j 0.00039115-0.00117685j 0.00271941+0.00274435j -0.00789547-0.000903909j 0.000644551-0.000271579j -0.00411806-0.0020391j -0.00622551-0.00219554j -0.00169889+0.00406202j -0.00601957+0.00111883j -0.00187552+0.00159052j 0.0046745+0.000457808j 0.00316328-0.00308257j 0.0104039+0.00466743j 0.00112901-0.00045428j 0.00149979-0.000983454j -0.00499767-0.00124431j 0.00286934-0.0101892j 0.00289998-0.00865838j -0.000173666-0.00291343j 0.00487963-0.00278706j -0.00661675-0.00122939j 0.000666145-0.00189543j -0.00186795+0.00621382j 0.00328263-0.00468858j 0.00170492+0.00317064j -0.00432114+0.00183277j 0.000273652+0.00293317j 0.000666814-0.00803891j -0.00771569-0.000954562j 0.00748645+0.0178139j -0.00434652+0.00390094j -0.00355686+0.00175938j -0.0117157+0.00331277j -0.000883889-0.00632274j 0.00747875+0.0100944j -0.00614303+0.020916j 0.00600577+0.0164372j 0.00103182+0.00575643j 0.0121319-0.00359761j 0.00691666+0.00786096j 0.019098-0.00587867j 0.0091559+0.0101281j 0.00461713-0.0200787j -0.0182198-0.00408157j 0.0201434-0.00638937j -0.00741023+0.00879773j 0.00541124-0.0211629j 0.00674163+0.00239854j 0.0188687-0.0141963j 0.0104215-0.000387513j -0.0104889+0.0227475j 0.00832309-0.0171329j -0.0306809-0.0363696j 0.0145376-0.00591571j 0.0047749-0.00969245j 0.000888749-0.00115806j -0.0421526-0.00657535j -0.00100538-0.0241708j -0.0152415+0.00179093j 0.00170967+0.014797j 0.0166008-0.00675199j -0.0109463+0.00689805j 0.00936028+0.00823118j -0.000519638-0.0176687j 0.0139552-0.0104587j -0.0134951-0.0101664j 0.00212297-0.000940762j -0.0025863-0.00318271j 0.0149839-0.00506436j 0.0117279+0.00318824j 0.00579163-0.00491697j 0.0033309+0.00168588j -0.00449039+0.00357852j 
-0.00146763-0.000826264j 0.00102155+0.00157307j 0.00226337+0.00157321j 0.00258647+0.00153486j 0.00314543-0.000808019j 0.00217632-0.00163839j -0.00441681+0.00047948j 0.0066517+0.00718473j 0.00221797-0.000415977j 0.00168127+0.00491994j 0.00732415-4.64166e-05j 0.00207826+0.00249303j 0.000631581-0.000233467j 0.00366783-0.00641869j 0.00215852+0.00385748j -0.000958024-0.0035304j -0.00246827-0.00317141j -0.00942504-0.00600407j -0.010438-0.0027709j -0.000594674+0.00254373j -0.00253906+0.00579758j -0.00249868+0.00767674j -0.00624897-0.00846957j 0.00519881-0.0039141j -0.00483621-0.0057794j 0.000892+0.00579648j -0.00122289-0.0247047j -0.00230933-0.00190162j -0.00145707-0.00383796j -0.0025509+0.00890142j 0.00740354-0.00104654j -0.00811473+0.0141443j 0.00276502-0.0140531j 0.0127628+0.00135864j 0.0103701-0.00103774j -0.00635966+0.00814927j -0.00499964-0.00878768j 0.00266557+0.0155925j 0.00217985+0.0050234j -0.0010806-0.0184194j -0.0102697-0.000988206j -0.0029012+0.0151545j -0.00660178+0.00832153j -0.000499732+0.0131793j -0.00381868-0.00200856j 0.000688842-0.0256336j -0.0128944+0.0217063j -0.0140024+0.00299035j 0.00644918-0.010652j 0.0262491+0.00550323j 0.00625324+0.0235869j 0.0216557-0.0109459j 0.0111396+0.00869955j -0.00221703-0.0160263j -0.0105712-0.0274126j 0.0170658+0.0135983j -0.0279809-0.000127031j 0.00688269+0.0320878j 0.0306254+0.0277899j 0.0186048-0.00476967j -0.0130347+0.0282025j -0.00641001+0.00239096j -0.0181768-0.0196437j 0.0141624-0.00176595j 0.00714734+0.0105469j 0.00756326-0.000831661j -0.0142445+0.0158621j 0.0128828-0.0125474j 0.0039808-0.0120651j 0.000398284-0.00380555j 0.00501436-0.00323802j 0.00743094+0.00188195j 0.00230845-0.00161557j -0.0043951+0.000168552j -0.00383119+0.0049425j 0.00156149-0.000596837j 0.00156477-0.000967229j 
-0.0015973-0.00137385j -0.000554231+0.00150203j 0.00145724-0.00162148j 0.00331604+0.000251902j -0.000377359-0.00204869j 0.00194766-0.00488554j 0.00435058+0.000385418j 0.00529959+0.00252235j 0.00192001+0.000913582j 0.00363688+0.00170006j -0.000167773+0.000613111j 0.00440982+0.00294676j 0.00350651-0.0022601j -0.000975527-0.00204412j 0.00401469+0.00167914j -0.0026163-0.00854901j 0.0130494-0.000256583j -0.00549751-0.0034259j -0.00482023+0.00446841j -0.00843434-0.00568885j 0.00200854+0.000479626j -0.00367289+0.00332072j -0.002672+0.000882975j -0.00383303+0.00410802j 0.0064578+0.00670502j -0.00118074+0.00301369j -0.0103903+0.0022248j -0.0063187-0.00267964j -0.0060058-0.00937585j 0.00428096-0.0173735j -0.000644985-0.00326157j 0.00100462-0.0135857j -0.0110359-0.000211628j 0.00388978-0.0128099j -0.000492451+0.0144366j -0.00745427-0.0121296j 0.00276104+0.00167346j -0.00199818-0.00859717j -0.0126001+0.0148983j 0.0185195-0.00700619j -0.00284877-0.00469064j -0.0110818-0.00241605j 0.00810341-0.0322818j 0.00484639-0.0159445j -0.0133655+0.00286851j -2.93271e-05+0.0167394j 0.00520724-0.00208014j 0.0167182-0.0275983j -0.00739673-0.0135327j -0.0112936+0.00696161j -0.00759676+0.00298828j 0.00893555-0.0325122j 0.00807923-0.00334777j 0.00672054+0.00538948j 0.00431298-0.00423738j -0.0142511-0.0118622j -0.000433591+0.045975j -0.00791499-0.0101358j -0.000384648-0.00254027j 0.0307034+0.0168375j -0.0269595-0.0255132j 0.0243555+0.00922498j -0.00550965+0.0111066j -0.0247317-0.00633957j -0.00554885+0.0129416j -0.0145917+0.011095j 0.0100258-0.00335774j -0.0115296-0.00350356j 0.00257894-0.00935766j -0.00192515+0.00587074j -0.0112617+0.00566509j -0.0037155+0.00108128j -0.000895085-0.00636762j -0.00815607+0.00263258j -2.5606e-05+0.00373102j 0.00361062-0.00115045j 0.000354796+0.000337092j 
