8.41985e-15+0.125946j 3.81539e-15-0.0595019j -8.59953e-17-0.0103108j 9.02351e-17-0.0652539j -4.00846e-17-0.0525277j -1.67695e-16-0.0315145j -3.62633e-18-0.0499778j -5.78107e-17+0.06146j 9.32912e-17-0.0663494j 2.81691e-17-0.0315248j 6.43708e-18+0.0677157j 7.78822e-17-0.0132455j 8.17184e-18+0.0703632j -7.16238e-17-0.0855964j 2.02323e-16+0.0054185j -1.03251e-16-0.0150501j 1.24916e-17-0.0182872j -7.37688e-16-0.0260212j -1.8188e-16-0.0247615j -2.9131e-16+0.0126219j 2.03061e-16+0.0163388j 6.88637e-16-0.0259381j -3.35595e-16+0.0251649j 1.15092e-15+0.0566004j -2.59723e-16-0.031226j -3.09236e-17+0.0360126j 1.90655e-16+0.0426289j -7.12713e-16-0.00626518j -6.96815e-16-0.0171645j 4.08068e-16+0.042703j -1.25236e-15+0.0351092j 2.00322e-17+0.0137775j -3.51766e-16-0.00174643j 2.91976e-16+0.018644j -1.19426e-14+0.016923j 2.9474e-16-0.00525536j 2.5357e-16-0.0322435j 8.5027e-16-0.0567634j -6.5704e-16-0.0250454j 1.70062e-15-0.0650397j 2.3884e-15+0.0286933j -2.83083e-16-0.00701365j 4.20381e-17+0.00197689j 6.86248e-16+0.00704533j 3.18948e-15+0.0212658j 2.53532e-16-0.00521076j 2.89457e-16-0.0107454j 8.16071e-17-0.00516867j 9.96217e-16+0.0096071j -1.73006e-16-0.0154941j 5.31822e-16+0.0710861j 4.60187e-16+0.0327258j 1.32081e-16+0.0134465j 5.5708e-15-0.0502709j 8.05948e-16-0.027027j -1.0245e-15+0.00139701j -6.00384e-17-0.0147852j -1.72172e-16+0.00140031j 9.40752e-17+0.0176065j 9.20041e-19+0.0327251j 1.33151e-16+0.025542j 1.50877e-16+0.0194237j -2.01129e-17+0.0331878j -4.77038e-17-0.0270706j 3.93607e-17-0.0187701j -2.47185e-17-0.0503453j 7.71552e-18+0.0103881j 1.99269e-17-0.00136502j 4.20973e-18+0.0494895j -6.71631e-18-0.069902j 2.73037e-15+0.0520947j -6.31997e-15-0.0766536j 
4.90008e-16+0.0142972j 1.82344e-16-0.0193537j -8.03667e-17+0.00817747j 4.29388e-17-0.0254657j -2.74191e-18-0.0392125j -1.56174e-16-0.045166j -3.01875e-17-0.0386367j 6.64323e-17+0.00402121j -7.73723e-18-0.0213416j 3.70326e-17+0.0258711j -5.25264e-17+0.0150877j 2.46656e-17-0.0126412j 5.22458e-17-0.00527725j -3.69638e-17-0.0448894j 5.50153e-17+0.0150005j -4.86017e-17-0.00311475j 2.22153e-17-0.0533116j -5.60956e-16-0.0253104j -1.96719e-16-0.0136955j 1.12776e-16-0.0146008j 2.75501e-16-9.2264e-05j 1.34129e-15-0.0376107j -2.33384e-16+0.0328818j 2.31907e-16+0.0102303j -7.13277e-17-0.00973751j -2.26079e-16+0.0220507j 1.5854e-16+0.0116806j 5.13157e-16+0.0275847j 1.73736e-16+0.0218094j -1.52917e-16+0.00803556j -1.13139e-15+0.0216803j -9.01667e-17+0.000672691j -6.61451e-16-0.026648j 4.22295e-16+0.0345086j 1.22805e-15-0.00168519j -1.67024e-16-0.00457859j 3.79216e-16-0.0211244j 2.49718e-16-0.00293216j -2.59548e-16+0.0187897j 1.4897e-15-0.00404158j 2.22454e-15-0.00761341j -2.56072e-16+0.00916626j -1.44109e-16+0.008692j 4.10287e-16-0.01575j 1.41333e-15+0.0129876j 2.63756e-16-0.0361256j 7.33616e-16-0.0126549j 5.71599e-16-0.0311742j 1.81229e-15+0.0167576j 1.9572e-17+0.0104245j -1.82611e-16+0.00550338j 1.6404e-18-0.0219474j -2.58912e-17-0.00377756j -1.46371e-15+0.0117428j 6.10579e-16-0.0105712j -1.21967e-14+0.0171053j 9.22551e-17-0.0380423j 4.22791e-18-0.0011889j 7.09942e-17-0.0607242j -1.12003e-16+0.0808446j -1.04348e-16-0.00743758j 6.05769e-18-0.00766834j 7.46504e-18-0.0453241j 1.53574e-18-0.0154452j 3.20944e-17-0.013268j -7.15918e-17-0.0189478j -7.01615e-18-0.0318058j -5.75723e-17+0.0610518j -5.47925e-17+0.0454522j -3.38838e-17-0.0338722j -3.51607e-16-0.00805187j 9.93594e-16+0.0120232j 
-8.89833e-16-0.00498933j -4.30591e-16-0.0128562j -5.48865e-17-0.00694189j -2.44436e-16+0.0180728j 4.75065e-18-0.0019128j -3.56918e-17+0.0115319j -1.20214e-16+0.0294526j 4.04018e-17-0.0152034j 9.13418e-17-0.00958077j -6.01802e-18+0.00103415j -2.77414e-17+0.0292186j -1.04757e-16+0.0148927j -4.46358e-19+0.00576867j -4.87547e-17+0.0207013j -8.91362e-17-0.0055728j 1.61926e-17+0.00334945j -3.45198e-17-0.00867177j -2.86964e-18+0.0023208j -6.22535e-17-0.00606623j -1.00319e-16+0.0042635j -9.69959e-17+0.000328832j -3.33451e-16+0.00769758j 1.2426e-16-0.0151423j -1.26633e-16-0.00877918j 1.12973e-17+0.0113577j 2.82331e-16-0.0106593j -6.67763e-17-0.00178631j -2.29052e-16-0.0247076j -4.22992e-17-0.00636814j 1.95008e-16-0.0162545j 5.72122e-16-0.00601465j -3.81165e-17+0.00549166j 4.85745e-17+0.00593578j -1.65656e-16+0.0105947j -5.17817e-15+0.00717364j 3.85384e-19+0.00240601j 1.57349e-16-0.00120746j -5.70948e-16+0.00687191j 4.26801e-16-0.0259653j -2.02598e-15-0.0114698j -3.29432e-15+0.0228559j 1.37231e-16-0.00492721j -2.28166e-16+0.0190979j 4.66422e-17+0.00839912j 2.25959e-16+0.000217898j -3.0913e-16+0.00183049j -8.9535e-16+0.0227162j -6.45875e-16+0.0307207j -1.81462e-15-0.0179226j -8.95846e-17+0.0303036j -2.864e-17+0.0117032j -4.60516e-17+0.00313503j 3.09282e-17-0.0138115j -9.09492e-16+0.0104613j -1.39146e-15+0.0300892j -1.80932e-14+0.0253586j -3.38517e-17+0.0274627j 2.51045e-16-0.0180683j -9.72658e-17-0.0246821j 2.18958e-16-0.0286977j 1.57552e-16-0.0065995j -3.91488e-17+0.0147665j -8.24628e-17+0.00394073j -3.46827e-17+0.0607802j 8.14095e-17-0.0208249j -1.03175e-16+0.00898667j -4.7741e-17+0.0321891j 1.25373e-16-0.0532565j 2.41841e-16-0.0194601j -1.08837e-16+0.0201811j 1.76054e-16+0.0225721j -4.16218e-16+0.00221783j 
-4.63617e-16-0.0122756j -2.44316e-16+0.0148703j -1.87395e-17+0.030411j -1.75225e-16+0.0495351j 4.00492e-17+0.00315742j -6.33394e-18+0.0102349j -1.92696e-16+0.0088031j 3.3758e-17+0.0205063j 6.688e-17-0.00059475j 4.57416e-17+0.0131089j -7.00846e-17-0.0172317j -1.05926e-17-0.0074336j 2.69422e-18-0.0133888j -1.51205e-16+0.00404087j -9.27276e-17-0.00019555j -1.15437e-17+0.00725905j -5.03002e-17+0.0259869j -1.72522e-16-0.00698231j -6.52916e-17+0.0252607j 4.46654e-16-0.0298595j 1.72985e-16+0.0136197j 5.07474e-16-0.0184215j -2.27023e-17-0.00255293j 3.44368e-16+0.0137156j -4.27041e-17+0.0145146j 2.85802e-16-0.0181556j -8.63139e-17+0.000357657j 2.43753e-16+0.0105764j 2.99393e-16-0.0176149j -3.21561e-16-0.0209804j 1.4734e-15-0.0312406j -1.94817e-16+0.00762109j 9.08219e-17+0.00619608j -4.69023e-16-0.017816j -1.82007e-14+0.0262433j -2.2176e-16+0.0141293j 5.76958e-16-0.0270434j -4.598e-16+0.0188532j 1.7989e-16+0.000341046j -1.70553e-15+0.0372678j -2.51986e-15-0.0114627j 1.06937e-16-0.00441642j -4.81032e-17+0.0128018j -7.38664e-16+0.0175315j -3.31014e-15-0.0267664j -1.48698e-16+0.0346174j -2.36576e-16+0.00559036j -1.56906e-16-0.0127257j 2.32558e-15+0.0244074j -1.25837e-17-0.0597415j 1.74215e-16-0.0151085j 9.02701e-17+0.0267573j 1.33385e-16+0.0256452j 6.36208e-16-0.00741081j 9.17617e-16-0.022953j 1.84816e-14-0.0260961j -5.78781e-17-0.00170266j -2.03419e-16-0.00452981j -2.06863e-17+0.0396818j 1.40299e-16-0.0424926j 1.79837e-16-0.00734535j 8.4409e-18+0.0204955j -2.84757e-17+0.0245092j -2.26453e-16-0.0318227j 8.37995e-17+0.0264931j -1.31259e-16+0.0190142j -1.14283e-16-0.0291213j 1.60542e-16+0.0185597j 2.50815e-16-0.0597697j -1.18625e-17+0.0121246j 2.98173e-16-0.0123548j -6.15368e-16-0.0163009j 
-1.96265e-15-0.0113422j -6.40574e-16-0.0151138j -2.05595e-17-0.030468j 3.0864e-16-0.00474097j 3.87e-16+0.0334571j 1.29851e-16+0.00669422j -3.59985e-16-0.034147j 8.92408e-17+0.0286482j 2.94999e-16+0.00652071j 3.83532e-16+0.0396362j 5.65826e-17+0.0125202j -1.07069e-16-0.00789528j -4.17573e-16-0.00388984j 2.29355e-17-0.016513j -3.56978e-16-0.0362069j -7.46468e-17-0.0161419j -1.28654e-16-0.0128245j -2.49464e-16-0.00139688j -2.00994e-16-0.0183282j -2.2363e-16-0.0185422j -4.34532e-17+0.0096988j -5.57093e-16+0.0250691j 2.71866e-16+0.00119247j -9.0778e-16-0.0230413j 3.27791e-16+0.0192695j -1.9125e-16-0.0269656j -4.79879e-16-0.0168959j -3.70306e-16-0.00743216j -4.15068e-16-0.0534823j 1.73622e-16-0.030537j 5.1104e-16-0.0157527j -1.18982e-17-0.0177168j 2.71663e-16+0.0211947j -3.75052e-16+0.00836172j -5.69878e-15+0.0083379j -1.00934e-16+0.0233481j 2.50897e-16-0.000543116j 2.32872e-16-0.0171353j -9.04506e-17-0.00762515j -2.96871e-15-0.00783763j -4.6987e-15+0.0281068j 2.09427e-16-0.00631789j 2.37444e-16+0.022991j -6.77168e-16+0.0126085j -4.17305e-15-0.0289036j 1.03746e-16+0.0202615j -2.57695e-16+0.00865516j -3.41633e-16+0.00464154j -1.07688e-15-0.00964299j -3.85553e-16-0.0472001j -6.20713e-16-0.0451408j 7.306e-17+0.0125395j 5.40313e-16+0.0283039j -2.97889e-16+0.00404575j -5.15151e-16+0.0104645j 1.74174e-14-0.0252252j 4.14047e-16+0.0546851j 1.92241e-16-0.000856269j -1.34296e-16-0.0299442j -5.09967e-17+0.00172343j 4.00544e-16+0.0196218j 1.46485e-16+0.0104092j 2.70905e-16+0.0107747j -2.16524e-16-0.0155591j 6.1725e-16+0.0497262j -1.86849e-16-0.051818j -2.725e-16-0.00439718j 3.73675e-16+0.00511387j -2.87178e-16+0.00567113j 1.90269e-16+0.00871704j -8.40439e-16+0.0154047j 2.04803e-15+0.0329823j 
-5.45721e-15-0.07281j -2.30498e-15+0.0266952j -3.23342e-17+0.0229968j 1.19358e-16+0.0539219j 2.75172e-16+0.0225866j 1.15347e-16+0.0062224j -2.03864e-16-0.0278737j 9.84722e-17-0.0262016j 1.36229e-16+0.0445751j 2.51619e-16+0.0165199j 3.64534e-17-0.0165292j -7.82662e-17-0.00708792j -2.68555e-16-0.0694873j -1.06266e-17+0.0250548j -2.65415e-16-0.0138101j -9.07859e-17-0.00824515j -1.37444e-16-0.00859668j 2.11509e-16+0.00304291j -7.14548e-17+0.00117729j 6.27571e-17-0.0108864j 5.34993e-17-0.0143493j 4.45305e-16+0.000289747j 2.11873e-16-0.000538751j -1.51929e-15-0.0599468j 3.40951e-16+0.0153147j -7.15683e-16-0.0225598j -2.09525e-16-0.0612308j 9.34891e-17-0.00566795j -1.05298e-16-0.0143399j 4.57089e-16-0.00592021j 5.87721e-16-0.0279125j -8.6416e-17-0.0513584j 8.58577e-17+4.72044e-05j 8.20608e-17-0.00642662j 1.26799e-14-0.0179196j -1.52066e-16+0.0121298j -3.84016e-17+0.0116158j -3.2596e-16+0.0249442j 2.13065e-16+0.0150618j 2.17978e-15+0.0153576j 3.70109e-15-0.0271034j -2.28455e-16+0.0172828j 4.28288e-17+0.0100393j -5.9336e-16-0.02731j -3.47942e-15-0.0173263j 1.192e-16+0.0158667j 2.80775e-16-0.00532476j 4.58104e-16-0.0372333j 2.98314e-15+0.0280401j -9.5394e-17-0.0135627j -6.28885e-16-0.0688987j -8.32265e-17+0.00864071j 1.96654e-16+0.0542964j -2.16771e-15+0.0168817j 1.96756e-15-0.0373674j 3.62788e-14-0.0513177j 1.46473e-16+0.0133236j -1.12549e-16+0.0354856j -2.13598e-16+0.0314419j -5.68373e-18+0.0132293j 1.67757e-16+0.0171753j 1.94087e-17-0.0234284j 1.22404e-16+0.0208448j -2.02133e-16-0.00994045j 3.43612e-16+0.0614446j -1.32915e-16+0.031355j -2.19322e-16-0.0424578j 1.9707e-16+0.0618648j -7.42643e-17-0.0372665j 1.90024e-16+0.0229966j -1.72917e-15-0.0403268j 4.11955e-15+0.042736j 
-1.81833e-15-0.00380274j -9.11222e-16-0.039168j -5.57294e-17-0.0154248j 1.2246e-16-0.0277065j -9.27206e-17-0.0668093j -9.34212e-17-0.0187853j 7.23559e-17+0.0302143j 7.93512e-17-0.00532262j -5.61432e-17+0.00647424j 8.11502e-18+0.0162485j 7.21746e-17-0.00504709j -2.58695e-16+0.03213j -7.09716e-17-0.0113716j 1.53001e-17-0.00279899j 1.83463e-17+0.00816587j -9.11813e-17-0.00958089j 5.12313e-17-0.0387542j 7.18576e-17+0.00730114j 2.66728e-17+0.00372147j -6.83072e-17-0.00240238j -6.42797e-18+0.015363j -2.6799e-16+0.00287606j -5.96692e-17-0.00951173j 2.1212e-16+0.00736024j 8.48406e-17+0.0111248j -1.5566e-16+0.010382j 2.29016e-16-0.0074008j 3.21091e-16-0.000569797j 2.70598e-16+0.0232077j -4.54953e-16-0.0388375j -7.73875e-16+0.0163962j 2.45432e-16+0.00242662j 2.1687e-17-0.00574166j -8.9712e-17-0.000481932j 1.57648e-14-0.0220648j -6.35546e-16+0.00910749j 6.43154e-16-0.025642j -1.0594e-16+0.00725033j -1.22221e-16+0.0074772j 1.57572e-15+0.0352915j 2.61646e-15-0.0335804j -1.98874e-16+0.0230981j -2.23336e-16+0.0174968j -2.58173e-17+0.0161958j -5.98938e-16-0.00762765j 5.28839e-17-0.0249311j 3.51191e-16+0.00953224j 8.51384e-16-0.0623565j 4.67469e-16+0.00372548j -2.33259e-16+0.00482887j 3.4173e-18+0.0111178j 1.42782e-16-0.0264778j -1.54295e-17+0.0368574j 2.08955e-15-0.0216819j 3.02005e-15-0.0674925j -7.61921e-15+0.0108567j -2.24216e-16+0.00340195j -1.70467e-16+0.0112501j 6.69587e-17+0.0218525j -2.17934e-17+0.00883809j 7.49393e-17+0.00266601j 2.12808e-16+0.0109231j -3.7416e-17+0.011296j -6.5938e-17-0.0174062j -2.40483e-17+0.0290378j 5.04843e-17+0.0831952j -4.95424e-17-0.0269033j -1.28841e-16-4.70356e-05j -7.23835e-17+0.0304054j 2.37309e-17-0.0582414j 5.97617e-17+0.0274544j 3.2736e-17+0.013369j 
-1.00265e-15+0.00196692j -1.08449e-15-0.029044j -8.96647e-17-0.00564342j 6.35848e-16+0.0359115j -4.4066e-16-0.0130916j -1.3211e-16-0.00433331j 5.82685e-16+0.0216877j 2.6003e-16+0.0186944j -4.88516e-16-0.0275816j 9.68385e-17+0.00299144j 2.60534e-16+0.0128045j -4.85131e-16-0.0398799j -5.91875e-16-0.0273179j 9.24054e-17+0.00266581j -6.26386e-16-0.0188655j 7.51147e-16+0.020727j 1.49532e-16+0.011859j -1.18556e-15-0.0302022j -4.33466e-16-0.00956361j -2.01023e-16-0.00638038j 7.40806e-16+0.0269753j 7.88487e-17-0.0125974j 3.18297e-16+0.0140335j 1.28554e-16+0.00252542j -3.55715e-16-0.0113321j -1.75569e-16-0.0217884j -3.04307e-16-0.000621786j -1.66396e-16-0.00454718j -9.3281e-17-0.00534349j 4.70977e-17-0.00740485j -3.98173e-16+0.0179589j -1.10174e-16-0.0127185j -1.12331e-15-0.0295843j 7.15083e-16+0.0191826j 1.11263e-14-0.0160829j -3.71871e-16+0.00965373j 4.58517e-17-0.0306687j -5.51722e-17-0.0269528j -2.49718e-16+0.00322091j -3.08489e-15+0.0190691j -5.32632e-15+0.0169391j 5.4703e-16+0.0075834j 1.48185e-16+0.00849671j 1.08879e-16+0.0173562j -1.74688e-15-0.0134221j 6.02906e-17+0.005922j 3.48434e-17-0.00933861j -5.92777e-17+0.00583592j -1.50552e-15-0.0109795j -6.88226e-16-0.0336848j 6.0357e-16+0.0176643j 9.63959e-16+0.0361581j 3.95592e-16+0.00649579j -3.16333e-15+0.0349373j -9.71517e-16+0.0431547j 3.89418e-15-0.00567717j -1.01582e-15-0.0532952j -5.06703e-16-0.0216676j 6.75664e-16+0.0255707j 2.85469e-16+0.00999042j 3.72841e-16+0.00510971j 1.42927e-15+0.0566911j -2.18033e-16-0.0113826j -2.26047e-16-0.0113124j -8.38906e-17-0.00657269j 1.09811e-16-0.00910703j -5.79181e-16-0.0245769j -5.7654e-16-0.0249043j -7.42333e-16-0.0412903j 1.52182e-16+0.00915125j 1.6118e-15+0.0293255j -2.61563e-15-0.0224396j 
4.15482e-15+0.0459003j 1.90387e-15+0.00844335j -5.79486e-17+0.0099293j 4.09288e-17-0.0147662j -9.22081e-18+0.0375615j -2.91802e-17-0.015818j 8.4461e-18-0.0752246j -1.19949e-16+0.0455825j 8.45947e-17-0.0304353j -1.70518e-17+0.0265918j 2.09021e-17+0.00563436j 2.14416e-16-0.0371913j -6.40634e-18+0.00782582j -7.20781e-17-0.0571805j 3.16059e-17-0.00295595j 8.38852e-17-0.0103531j 1.85671e-17-0.0197037j -8.24062e-16-0.0438543j -2.1146e-16-0.0284166j -2.60873e-16+0.00982083j 1.7777e-16-0.00169491j 7.06168e-16-0.0200877j -1.50039e-16+0.0401564j 4.10987e-16+0.0299828j -1.96808e-16-0.0169448j 4.97963e-16-0.0121523j -5.05383e-16+0.0341888j -2.73878e-17+0.0359955j -1.94433e-16-0.0150327j 2.75751e-17+0.03601j -1.15796e-15+0.0248931j -1.15786e-16+0.00140512j -4.87781e-16-0.0164415j 4.11734e-16+0.0190494j -1.43919e-14+0.0200132j 6.43258e-16-0.0170552j -4.00011e-16+0.00623913j 8.9127e-16-0.03345j -5.37544e-16+0.0128023j 2.9849e-15-0.0434032j 4.48613e-15+0.00562298j -2.88852e-16-0.00423382j 2.13567e-16-0.0078522j 3.7488e-16+0.00416895j 2.58403e-15+0.0173554j 1.61368e-16+0.00702578j 4.10388e-16-0.0191371j -2.94628e-17+0.00528773j 1.20931e-15+0.0138604j 1.43036e-16-0.0398203j 4.26659e-17-0.00903868j 5.84933e-18+0.000697272j -9.63906e-18+0.00982713j 8.63092e-16-0.00552766j -1.79454e-15+0.0394537j 2.74093e-14-0.0386619j 9.66874e-17-0.0262501j -1.59257e-16+0.00114745j 7.61446e-17-0.0141164j -4.18014e-17+0.0848875j -6.38426e-17-0.00523393j -6.67803e-17+0.00573138j 4.64598e-18-0.00387011j -8.68214e-18-0.0779008j 2.4864e-17-0.00782543j 4.88984e-17-0.10348j 2.02632e-17-0.0287027j -5.54655e-17+0.0891711j -7.76088e-18+0.0150395j 1.00666e-17-0.00406102j 4.55739e-16-0.0237429j -9.14749e-16-0.0258655j 
-5.41205e-16-0.0194648j -2.69666e-16+0.0299748j 2.39074e-17-0.0267398j 6.56204e-17-0.0287343j -3.41112e-17+0.0318687j 7.75555e-18+0.00730907j -5.52354e-17+0.0391904j 2.81801e-17-0.0260717j -2.24984e-17+0.0157235j 1.75222e-17-0.0235936j -4.45481e-17-0.0163812j 3.00474e-17-0.00603498j -6.80735e-17+0.0391422j 6.76266e-17+0.0139278j -5.63176e-17+0.00271804j 6.07287e-18+0.0125713j 2.51404e-18+0.0357772j 6.80927e-16+0.0392113j 2.49556e-16+0.0167626j 1.08089e-16-0.0064279j -2.4463e-16-0.00933131j -1.21317e-15+0.0422564j 3.10605e-16-0.01192j -4.17197e-16-0.0197222j 9.17809e-17-0.00724223j -3.5679e-16+0.0161823j 1.48126e-16-0.00416907j 4.35533e-17-0.00633521j 9.34819e-17+0.00616535j -7.21025e-17-0.00566336j 3.84433e-16-0.00816494j -8.13521e-17+0.00688786j 2.50269e-16+0.00220616j 1.07111e-17-0.0161214j 2.03702e-14-0.0288064j -2.99752e-16+0.00705125j -2.51425e-16+0.016831j 1.56519e-16-0.00683679j 9.83508e-17+0.00595757j -5.10932e-15+0.00673503j -8.20354e-15+0.0351461j 6.7877e-16-0.0211355j 2.0833e-16-0.0279455j -1.69725e-16-0.0122733j -1.16617e-15-0.00574366j 5.83784e-18-0.00858706j 1.50575e-16-0.0109015j -3.40579e-16+0.0340845j -3.67262e-15-0.035805j 1.08022e-17+0.00852507j -1.84718e-16-0.00170624j -1.40066e-16-0.00598112j 2.05214e-17-0.0520216j -3.27496e-15+0.0310972j -1.52611e-15+0.0355657j -2.30166e-14+0.0322959j 1.57353e-16+0.00463656j 3.9918e-16+0.00409099j -9.1507e-17-0.0624977j -4.87983e-17-0.0421471j -1.16431e-17+0.0102775j 2.04235e-18-0.0159325j 1.23417e-17-0.0570233j 7.43482e-17+0.0335242j 1.15124e-16-0.0295582j 1.48016e-17-0.0132986j -2.0026e-17+0.0417491j 6.46991e-17-0.0650743j -1.47286e-16+0.0268544j -1.09942e-16+0.0367314j -8.90983e-16-0.0111768j 2.10458e-15+0.0278021j 
-1.07349e-15+0.00515013j -3.69137e-16-0.0376081j -9.75284e-17-0.0381134j -2.78779e-16-0.0183103j 2.57534e-17-0.0063997j -6.73462e-17+0.00201792j -1.07842e-16+0.0173493j -1.00143e-16+0.00200976j 2.59049e-16-0.0185039j -2.7807e-17+0.0109228j -1.18656e-17+0.023992j -7.79559e-18+0.00965531j -4.45468e-17+0.021226j -2.82125e-17+0.00130574j -1.25017e-16-0.00926408j 1.61699e-17+0.00342606j -7.16525e-17-0.0129462j 3.70314e-17+0.00217504j -9.67783e-17-0.0126767j -4.81789e-17-0.00314303j -1.72769e-16+0.00918856j -4.75424e-16+0.0161944j 1.43855e-16-0.00821067j -1.95304e-16-0.00613937j 2.41699e-17+0.00513337j 3.03809e-16-0.00261053j -8.85752e-17+0.00710932j -3.21486e-16-0.0194146j -1.01786e-16-0.00933591j 1.23053e-16-0.0183817j -1.21461e-16+0.00807421j 9.01637e-17+0.00513321j 1.51134e-16+0.0036553j -1.19629e-16+0.00461419j 5.14516e-15-0.00737768j -2.80887e-16+0.00971934j 2.93908e-16+0.000872796j -1.69619e-16-0.00253102j 1.73365e-16-0.00886041j -2.85314e-15-4.72063e-06j -4.34826e-15+0.0217138j 2.73004e-16-0.00380723j -1.28839e-16+0.0124105j -1.93553e-16+0.01272j -3.63443e-16-0.00522997j -2.58904e-16-0.00990471j -3.24683e-16+0.00726262j -4.62839e-16+0.0313871j -4.00467e-15-0.0386409j -3.18243e-18+0.0200771j -1.21546e-16+0.0172994j -1.06282e-16-0.00861469j -8.28262e-17-0.0104717j -1.11374e-15+0.0126228j -1.81857e-15+0.0382621j -2.32347e-14+0.0325898j 1.34346e-16+0.0257819j 4.4958e-16-0.0327306j -2.47562e-16-0.0475403j 3.09759e-16-0.0286386j 2.0043e-16+0.00425756j -1.46076e-16+0.0159182j -1.40395e-16-0.0169332j 2.3762e-17+0.0634963j 4.87427e-17-0.00952163j -2.58874e-17-0.0209765j 3.11008e-17+0.0388752j 1.55593e-16-0.0726834j 3.22864e-16+0.0161119j -1.08564e-16+0.00315408j -7.40455e-17+0.0499309j -2.4097e-18+0.0186875j 
2.27312e-15+0.0332618j 1.43036e-15-0.00333993j -2.18326e-16+0.0352556j -7.86258e-16+0.0636045j -1.68866e-17+0.00391466j -1.82577e-16+0.0191938j -3.17203e-16+0.0223423j -4.64192e-16+0.0319149j 6.21761e-16-0.0396952j 1.13079e-17-0.00684673j -2.03482e-16+0.00905188j 2.31154e-16-0.0151636j -1.69744e-16+0.00807406j -2.46282e-16+0.0121975j -2.33265e-16+0.0126025j -1.15983e-16+0.0185408j -2.82831e-16+0.0277752j -1.7635e-16-0.0331453j -2.4475e-16+0.00769227j 2.12681e-16-0.00689829j 2.06069e-17+0.0143257j 9.0673e-16-0.026674j -1.20162e-16+0.00274528j 2.90178e-16+0.028127j -2.17863e-16+0.00123068j 1.05939e-15-0.024141j -7.60623e-16+0.0302827j -1.12306e-16+0.00301054j 1.55068e-17-0.00745319j -1.95188e-16+0.00878207j 6.57435e-16-0.00859789j -4.97562e-16+0.0165606j 3.11336e-18-0.0107572j -2.97451e-17-0.0120062j -2.06087e-14+0.0289779j 1.20949e-16+4.85793e-05j 5.59736e-16-0.0229293j -3.3964e-16+0.00552187j 2.43385e-16-0.013842j 6.01205e-16+0.00482025j 1.15318e-15-0.0084057j -8.78036e-17+0.000474935j -2.20128e-16+0.0106785j -6.81793e-16+0.0355378j -1.4943e-17-0.00805381j -5.28503e-16+0.0380917j -5.5463e-16+0.0036234j -9.24025e-16+0.0221932j 1.21354e-15+0.0137198j 2.53134e-16-0.0343j 4.27935e-17+0.0328807j -4.21784e-17+0.0424702j -1.97532e-16+0.0347928j 1.58197e-15-0.0122955j -1.27879e-15+0.0174689j 1.19674e-14-0.0168045j 1.61041e-16-0.0279779j 1.97468e-16-0.0274191j -5.56844e-16+0.0746522j 9.33399e-16-0.0541047j 3.06446e-16-0.00749914j -5.85063e-16+0.0556429j -5.73497e-16+0.0513268j -3.19212e-16+0.000222966j 1.68438e-16-0.013619j 5.5127e-17+0.00178944j -1.34272e-16-0.00531018j 5.54301e-16-0.0196835j 1.18539e-15-0.0893361j -1.02899e-16+0.0170741j 1.68301e-15+0.0179995j -4.17449e-15-0.0696477j 
