8.41985e-15+0.125946j 3.81539e-15-0.0595019j -8.59953e-17-0.0103108j 9.02351e-17-0.0652539j -4.00846e-17-0.0525277j -1.67695e-16-0.0315145j -3.62633e-18-0.0499778j -5.78107e-17+0.06146j 9.32912e-17-0.0663494j 2.81691e-17-0.0315248j 6.43708e-18+0.0677157j 7.78822e-17-0.0132455j 8.17184e-18+0.0703632j -7.16238e-17-0.0855964j 2.02323e-16+0.0054185j -1.03251e-16-0.0150501j 1.24916e-17-0.0182872j -7.37688e-16-0.0260212j -1.8188e-16-0.0247615j -2.9131e-16+0.0126219j 2.03061e-16+0.0163388j 6.88637e-16-0.0259381j -3.35595e-16+0.0251649j 1.15092e-15+0.0566004j -2.59723e-16-0.031226j -3.09236e-17+0.0360126j 1.90655e-16+0.0426289j -7.12713e-16-0.00626518j -6.96815e-16-0.0171645j 4.08068e-16+0.042703j -1.25236e-15+0.0351092j 2.00322e-17+0.0137775j -3.51766e-16-0.00174643j 2.91976e-16+0.018644j -1.19426e-14+0.016923j 2.9474e-16-0.00525536j 2.5357e-16-0.0322435j 8.5027e-16-0.0567634j -6.5704e-16-0.0250454j 1.70062e-15-0.0650397j 2.3884e-15+0.0286933j -2.83083e-16-0.00701365j 4.20381e-17+0.00197689j 6.86248e-16+0.00704533j 3.18948e-15+0.0212658j 2.53532e-16-0.00521076j 2.89457e-16-0.0107454j 8.16071e-17-0.00516867j 9.96217e-16+0.0096071j -1.73006e-16-0.0154941j 5.31822e-16+0.0710861j 4.60187e-16+0.0327258j 1.32081e-16+0.0134465j 5.5708e-15-0.0502709j 8.05948e-16-0.027027j -1.0245e-15+0.00139701j -6.00384e-17-0.0147852j -1.72172e-16+0.00140031j 9.40752e-17+0.0176065j 9.20041e-19+0.0327251j 1.33151e-16+0.025542j 1.50877e-16+0.0194237j -2.01129e-17+0.0331878j -4.77038e-17-0.0270706j 3.93607e-17-0.0187701j -2.47185e-17-0.0503453j 7.71552e-18+0.0103881j 1.99269e-17-0.00136502j 4.20973e-18+0.0494895j -6.71631e-18-0.069902j 2.73037e-15+0.0520947j -6.31997e-15-0.0766536j 
6.22189e-15+0.078867j 2.63303e-15-0.0196178j -1.29203e-16-0.00449152j -7.75754e-16-0.0427182j 7.2345e-17-0.0368424j -6.54523e-17-0.0283302j 7.34642e-17-0.0439615j -1.0257e-15+0.084302j -1.19595e-15+0.0682822j -5.41315e-16-0.0358292j -7.96593e-16+0.0936185j 5.06512e-16-0.0181336j 4.24325e-16+0.0930896j 8.49978e-16-0.0845856j 8.7405e-16+0.0669845j -1.5446e-15-0.0114868j 4.99012e-16-0.0807466j 9.13776e-16+0.0227778j -1.02557e-15+0.0338369j 4.29019e-15-0.172932j 3.26383e-16-0.0593131j 1.91838e-15+0.0070953j -6.30334e-16+0.0835379j -3.07953e-15-0.224183j 3.97609e-16+0.0414431j -3.6901e-15+0.149043j 3.00004e-15-0.0429829j -5.15925e-16-0.0288192j 1.9814e-15-0.161384j 4.2569e-15+0.00193215j 7.93604e-15-0.137663j 4.86991e-16-0.0538214j -9.15197e-16+0.0350659j -6.34809e-16+0.0140959j 3.30717e-15-0.00376817j -3.39927e-15+0.107732j 2.50642e-15-0.0621798j -2.0416e-15+0.0526054j 1.33708e-15-0.0280251j -6.03061e-15-0.0916649j -1.07317e-14+0.0990042j 6.15299e-16-0.0124858j -2.39776e-15+0.0995869j -8.25653e-16-0.0522204j -9.77444e-15-0.0543527j -2.49949e-17-0.0646232j -3.15096e-16-0.00899196j -2.20832e-16-0.00454201j 7.65928e-15+0.0732083j 1.85519e-15+0.00912905j 1.08076e-15+0.0926939j -3.49481e-16+0.123096j -6.84281e-17+0.0968606j -9.04488e-16-0.0125612j 1.31253e-14-0.258221j -2.97293e-14+0.0416038j 1.40275e-16+0.00475379j 3.80202e-16+0.0750503j 1.68319e-15-0.186942j -7.03568e-16-0.0518037j -3.44689e-16+0.208317j 6.11381e-16-0.0266478j 6.35959e-16+0.00182924j -7.18862e-17+0.125685j -7.87449e-16+0.0628341j 1.28514e-16+0.0189322j 5.23938e-16+0.0184124j -2.2121e-16-0.0264939j 8.00201e-17+0.0810143j -4.32691e-16-0.051711j 5.81542e-16+0.00665113j -9.31282e-16-0.00521759j 
-2.85044e-15-0.010574j -7.31956e-16-0.0294378j 1.70194e-16+0.048245j 9.71297e-16+0.0949515j 6.11319e-16-0.00244832j 2.10083e-16-0.00793589j 2.03813e-16-0.0294141j -2.44766e-16+0.015198j 5.64556e-16-0.00591774j 1.14431e-15+0.100895j -1.51744e-16-0.00998299j -1.13293e-16+0.0569016j -7.61882e-16+0.0322257j -8.31118e-16-0.1215j -1.16991e-15+0.07095j 2.0054e-15+0.129483j -3.05167e-16-0.0536747j -3.95917e-15-0.218882j -6.18651e-17+0.138247j 1.009e-15-0.00745147j 1.02498e-15-0.0431789j 4.02668e-15-0.131926j -6.37071e-16+0.0918549j 3.047e-15+0.116594j 1.04875e-15+0.152828j 2.58755e-16-0.0182234j 5.73719e-16+0.0408232j 2.07874e-15+0.0299618j 2.119e-15+0.136843j -3.34217e-15-0.0510103j -7.38797e-16-0.0168434j -1.07439e-15-0.0480857j -1.40194e-15-0.183797j -1.82874e-16-0.140903j 5.76105e-14-0.0805111j -9.28911e-16+0.000859117j 5.88453e-16-0.00693103j -8.70184e-16+0.13299j 1.37407e-15+0.10289j 9.90428e-15+0.0883357j 1.40298e-14-0.125601j -3.27726e-16+0.0111029j -1.70951e-16+0.0473353j 2.74365e-15+0.0743279j 1.32141e-14+0.0706371j 1.63405e-16-0.0652174j -2.38242e-16+0.0598765j -3.10848e-16+0.02536j -9.00887e-15-0.0731888j -1.17776e-15-0.0122058j -5.20385e-16+0.0806076j -5.78973e-16-0.108301j 5.20428e-16+0.101576j -9.50156e-15+0.0893436j -2.10694e-16+0.0460556j 3.24367e-14-0.0473502j 9.42566e-17-0.0963067j -1.45582e-15-0.226061j 2.75785e-16-0.0889105j 4.59462e-16-0.0742808j 1.95144e-16+0.0236195j 1.18876e-15+0.0657246j -6.59672e-17-0.0282331j 5.35535e-17+0.124813j 2.78844e-18+0.0123013j -4.41017e-16-0.0475672j -4.58452e-16-0.0198159j 3.7658e-16+0.0172689j -8.30249e-16-0.0875378j 8.32243e-16+0.0128871j 9.98432e-17+0.0427488j -1.11971e-16+0.0103458j 
-9.33095e-16-0.0036021j 4.24959e-17-0.0202548j -1.08203e-15+0.0749474j -7.28534e-16+0.0442754j 1.33284e-15+0.00259512j 1.25318e-15-0.0212546j 9.15543e-16-0.186007j 7.93741e-16-0.0340731j 1.82564e-15-0.00853331j 4.64721e-16-0.0419401j -1.45774e-15+0.0467403j 1.32134e-15-0.0332553j 1.50301e-16-0.00842109j 3.38147e-16+0.0966953j 5.19823e-16-0.121049j 1.6006e-15-0.107926j 4.954e-16+0.0293638j -1.43019e-15-0.0946911j -4.1137e-16+0.00781592j 9.43471e-16-0.0231301j 2.02013e-16-0.0117346j 3.01259e-15-0.105644j -4.80381e-16-0.0576632j 2.33728e-15+0.107171j 2.20387e-15-0.102878j 9.90978e-16-0.0194989j -2.7911e-16+0.0334222j -5.77002e-18-0.0974908j 5.00467e-17-0.00187426j 1.27452e-15+0.0406596j 3.68228e-15-0.0627137j -1.11078e-15-0.00394423j -1.53156e-15-0.00750931j -1.53071e-15+0.180962j -1.15019e-13+0.160244j 2.10537e-15-0.0623166j 4.32064e-15-0.123896j -4.19994e-16-0.0359521j 5.16931e-16-0.0508587j -4.87795e-15-0.0227014j -8.90717e-15+0.0509127j -1.96898e-17-0.0297993j -5.48349e-16+0.0224994j 2.36045e-15-0.111275j 2.4709e-15+0.0397292j -9.32745e-16+0.0174936j -1.19412e-15+0.0613843j 1.0332e-15-0.0246618j 9.41959e-15+0.100171j 1.26924e-15+0.0300919j 1.34262e-16-0.123143j -1.39776e-15+0.023747j 5.95108e-17-0.111165j -1.03117e-14+0.0822265j -1.8711e-15+0.0402248j -3.24088e-14+0.0455315j -1.86802e-16+0.0394773j -3.47163e-16-0.138675j 1.56749e-15+0.024804j 3.58331e-16+0.0314258j 3.07733e-16-0.0351082j -2.37437e-17-0.0196732j 8.65657e-16+0.0400314j -6.89588e-16+0.0557135j 2.71451e-16+0.0121213j 1.00995e-16-0.104249j 4.54168e-16-0.0154653j -6.56341e-16+0.0956174j 7.86379e-16-0.0352191j -4.3587e-17-0.0135857j -1.61114e-17+0.00243078j -4.91974e-17+0.00294767j 
4.99021e-15+0.0197466j -2.70411e-15+0.104616j -3.92526e-15+0.0652742j -4.36806e-15+0.074272j -1.6977e-15+0.0732305j -2.70248e-15+0.0881427j -2.57078e-15+0.0191988j 7.03912e-16+0.00563915j -8.86293e-16+0.0674936j -7.8686e-16+0.00706893j -3.79635e-15+0.0361054j -3.97114e-15+0.0805652j 2.23949e-15-0.047928j 3.95963e-15-0.040808j -3.06076e-15+0.0587097j -2.58582e-15+0.0673502j 4.37613e-15-0.0565677j -4.16332e-15+0.0853231j 8.68971e-16-0.000130382j -1.16188e-15+0.0278532j -9.61356e-16-0.0256648j -6.60082e-15+0.0716554j 2.26025e-15-0.0239003j 7.81387e-16-0.0743428j -6.99829e-15+0.168665j 1.45221e-15+0.00100389j -1.9662e-15+0.0438267j -7.89844e-16+0.00586824j 1.0943e-15-0.0256055j -5.79718e-15+0.111551j 1.17086e-14-0.125575j -1.73674e-15+0.00901488j -6.46416e-15+0.188618j 9.71521e-15-0.22214j -5.93618e-14+0.0774204j 4.57828e-15-0.0245416j -1.31894e-14+0.198961j -5.77325e-15+0.0899421j 4.51918e-15-0.0424573j 3.93805e-14-0.155998j 5.63891e-14-0.151253j -5.52183e-16-0.0227992j 1.46588e-15-0.0169161j 2.7899e-15+0.000715979j 1.12633e-14+0.121637j -1.07612e-14+0.157002j -6.24166e-15+0.0587837j -6.64649e-15+0.116353j -7.03228e-17-0.00268569j -4.39566e-15+0.108976j 3.59761e-15-0.0423069j -7.02571e-16-0.0036444j -6.63361e-15+0.104369j 4.50257e-14-0.265427j 1.18693e-14-0.140137j 2.01361e-14-0.025639j -1.20678e-14+0.188055j -9.76572e-15+0.127818j -5.19461e-15+0.122074j 4.17293e-15-0.0715972j 3.94218e-15-0.0674987j 5.92723e-15-0.125831j -9.36273e-15+0.200054j -1.9441e-15+0.0460095j 9.40595e-16-0.00393354j -4.49294e-15+0.0538512j -5.2553e-15+0.107306j -1.38894e-15+0.0303234j 4.14755e-15-0.0677027j -4.02566e-15+0.0681461j 5.52614e-15-0.0896655j 1.41267e-15-0.0551514j 
-2.88985e-16-0.00690664j 7.02552e-16-0.000347432j 2.68599e-15-0.0954575j 2.06732e-15-0.0373709j -1.42889e-15+0.137666j -7.60141e-16+0.124972j -1.40454e-16-0.0307528j -1.96634e-15+0.122223j -3.0558e-15+0.212519j -9.79891e-16+0.0439038j 4.17333e-15-0.19252j -8.3242e-16+0.0412002j 6.91662e-17-0.0931039j -2.48898e-15+0.131191j -1.035e-15-0.0182195j -1.69766e-16+0.121063j -1.81722e-15+0.085689j 8.63325e-16-0.0751133j -2.90481e-16-0.0083083j -5.9355e-16+0.0371639j 1.17042e-15-0.0564899j 2.22049e-15-0.023719j -1.55728e-15+0.105272j -1.72764e-15-0.080088j -6.54062e-16+0.132207j -3.84609e-16+0.0107765j 1.13141e-16+0.00959131j -9.02622e-16+0.117533j -2.54431e-16+0.0140942j 5.08843e-16-0.0157468j -4.25989e-15+0.0331738j 3.15183e-16-0.0159209j 1.9179e-15+0.0250999j -1.63085e-15+0.0209035j -5.59123e-15+0.00947504j -4.47582e-17+0.0138522j -4.51861e-15+0.18818j 1.46333e-15+0.00718768j -1.83146e-15+0.0618218j -4.09231e-16+0.0221859j 3.40831e-15-0.0257516j -1.29958e-15+0.0696516j 1.99772e-17+0.0112689j -3.04316e-15+0.116167j 1.97063e-15-0.0218839j 4.14941e-15-0.128909j -9.55378e-16+0.0481541j -2.57883e-15+0.131003j -3.5996e-15-0.0405902j -2.63626e-16+0.0790941j -2.4872e-15+0.0937733j 1.48663e-15-0.0318438j 1.78819e-15-0.0838587j -5.64705e-15+0.0258419j -2.69765e-15+0.0254755j -1.25366e-14+0.0165653j 4.20846e-15-0.143313j 3.0057e-15-0.153706j 8.69039e-16+0.0799358j -1.41102e-15+0.122446j -1.38173e-15+0.0469712j -1.97816e-15+0.0512817j 1.52369e-15+0.0317836j 1.72482e-15-0.0849123j -1.06979e-15+0.0502836j 1.33264e-15-0.0957276j 1.22639e-15-0.0200686j 8.03089e-16+0.0102836j -2.22928e-15+0.0623774j 1.54122e-15-0.0398088j -1.01482e-15+0.0311788j -2.04758e-15-0.00839937j 
3.79762e-17-0.00525191j -3.93233e-16+0.00660506j -5.50253e-16-0.00437229j -4.44653e-16-0.0594007j -1.98329e-17+0.00467307j -1.45689e-16+0.000267844j -3.54342e-16-0.12985j -2.35544e-16-0.0678681j -1.06547e-15+0.113768j -9.51727e-17-0.120488j 7.44611e-16+0.061852j -6.21922e-16+0.0703771j -1.7296e-16+0.120865j -5.92542e-16-0.0722295j -8.98615e-16-0.0685731j -2.8648e-16-0.0405171j -1.4394e-16+0.0780769j 1.23541e-15-0.0365375j -3.83535e-16+0.146557j 1.31815e-15+0.0263607j 1.40841e-15-0.0926546j 3.09293e-15-0.0402971j -2.02208e-15-0.0396515j 2.69005e-15+0.0558586j 2.1891e-16+0.0276084j -3.13943e-15+0.0733566j 2.55769e-15-0.108834j -1.66844e-15-0.163887j 4.22659e-17+0.00553174j 2.92679e-15-0.0108225j 2.63654e-15-0.0784762j 1.76224e-16-0.123688j 1.42739e-15-0.0783578j -4.6938e-16-0.0564928j 7.05216e-14-0.098281j -1.683e-15+0.0158964j 2.03714e-15-0.0583252j -1.15295e-15-0.008433j -2.87175e-16+0.00655707j -7.55868e-15-0.0222522j -1.2144e-14+0.0644748j -1.9249e-17-0.0408832j -1.68035e-15+0.00808128j 6.115e-16-0.117587j 1.15111e-15+0.0236685j 2.498e-15-0.0647393j -6.3873e-16+0.0565751j 5.6564e-16-0.049592j -2.12769e-15-0.0156177j -2.43571e-16-0.0067535j -2.35455e-15-0.019903j -5.48192e-16-0.00584347j 6.01955e-16-0.0215475j -1.34102e-14+0.08833j 5.86914e-15-0.110709j 5.03669e-14-0.0712963j 2.50979e-15+0.080753j 1.04064e-15-0.0629412j 1.921e-15-0.042403j -8.51522e-16-0.115362j -6.57223e-16+0.162479j -4.11021e-16-0.0875539j 1.4136e-15+0.0326198j -3.22412e-16+0.108391j 2.63195e-16+0.109126j -5.35325e-16-0.000188337j 9.45796e-16+0.0456315j -4.55902e-16-0.028226j 3.07021e-17+0.0665887j 2.89963e-17-0.0323946j -1.06291e-15+0.00955429j 3.53917e-15+0.0579451j 
2.91509e-15+0.0102292j 3.02359e-15+0.0516344j 2.23972e-15+0.0799296j 2.57867e-15+0.0771742j 9.96824e-16+0.00621526j 1.07452e-15+0.0184964j 1.70451e-15+0.0160046j 8.56402e-16+0.0203546j 7.39555e-16+0.0506007j 8.18987e-16-0.0310998j -1.85504e-15-0.0177489j 5.02875e-16+0.0200112j -9.64023e-16+0.00649439j 2.20949e-15+0.023037j 3.66559e-15+0.101049j -3.51186e-16-0.00933229j -8.90862e-16+0.00451905j -2.06916e-15-0.0659028j -3.44235e-16+0.0600398j 7.20369e-16-0.0453391j -1.14121e-15-0.106539j 2.01068e-15-0.151359j 2.15514e-15+0.0895089j -3.46124e-15-0.082108j -1.06832e-15-0.0457336j -1.07108e-15+0.0819245j 2.08527e-15-0.0224684j 2.07907e-15+0.0105342j -1.65226e-15-0.0959963j 5.86248e-16-0.0213611j 2.19788e-15-0.00301876j 1.39389e-15+0.0139488j -3.9013e-15-0.102309j 3.17781e-15+0.0778297j -5.74302e-15+0.0103689j -9.27399e-16+0.0192054j 1.27238e-15-0.0613175j 6.2538e-16+0.139397j 2.40641e-15+0.00652889j -1.5144e-14+0.0234812j -2.30825e-14+0.109018j 2.87965e-15+0.0156519j 1.73245e-15+0.105842j -1.72767e-16-0.0249383j -1.11276e-14-0.0555515j -3.28919e-15-0.164505j 3.75751e-16-0.0135381j 1.17679e-15+0.0427154j 8.37264e-15+0.0646304j 2.18613e-15+0.0554869j 6.00396e-15+0.216866j 8.72459e-16+0.0264852j -1.52953e-15-0.0949404j -1.40501e-14+0.141456j 2.35337e-15+0.0060997j 8.60712e-15-0.0127615j -4.95121e-15-0.177128j -2.43654e-16-0.0454012j -3.705e-15-0.189832j 2.28674e-15+0.0338907j 7.7321e-16+0.0829422j 2.09048e-15+0.0121413j -2.0077e-15-0.0984049j 4.97161e-16+0.0849877j -2.76243e-15-0.0725551j 8.29016e-16+0.0208149j -1.64091e-15-0.030298j 2.18937e-15+0.0450898j -1.874e-15-0.0392071j 9.41475e-16+0.0240605j -1.63051e-15-0.0642793j -2.88135e-15-0.044653j 
8.18629e-15+0.0850627j 3.08109e-15-0.0144942j -3.69072e-16-0.0114495j -1.06815e-15-0.0925121j -1.28363e-16-0.0615413j -3.92082e-16-0.0404239j 1.8878e-16+0.00794189j -3.1789e-16-0.0558293j 8.42592e-17+0.0298626j -8.69538e-16-0.0432016j 1.29419e-15+0.111976j -5.88225e-17+0.0211782j 1.49786e-15+0.0876806j 1.04864e-15+0.0500901j -1.6491e-15-0.0776364j 1.73238e-15+0.0699226j 6.45276e-16+0.0041433j 1.04432e-15+0.064664j -1.2497e-15-0.0686246j 4.24748e-16+0.00086952j -6.19335e-17-0.00341671j 1.58429e-15-0.110744j -2.04024e-15-0.0364098j 3.62109e-15+0.0914152j 3.15934e-16+0.054524j 1.03958e-15+0.071649j 1.43899e-15+0.0669319j 2.17103e-16-0.0257353j 1.3061e-15+0.137393j 4.9676e-17+0.00233214j -1.90764e-15+0.0721765j 4.86566e-17+0.00879319j -1.38633e-15-0.00644425j 2.17356e-15+0.11993j 3.48245e-14-0.0509829j -1.29787e-15+0.0244595j 8.69321e-16-0.0378555j 1.08875e-15-0.260447j -2.59864e-15+0.00679895j -4.65887e-15-0.0914551j -4.67499e-15+0.0932795j 3.41898e-16+0.0633874j -2.06168e-16+0.0319595j -1.33327e-15-0.0687588j -5.0521e-15-0.0187846j -7.58532e-16-0.0631808j -7.87235e-16+0.0370949j 4.23354e-16+0.010647j -3.1703e-15-0.0253206j 3.51843e-16+0.0540549j -9.42931e-16-0.0492222j -1.19135e-16+0.0109687j -1.72863e-15-0.125611j -4.67266e-17+0.00307295j 8.13979e-16-0.00725375j -1.24635e-13+0.178277j -1.17764e-15-0.0615108j 2.77978e-16+0.0104543j 1.81662e-15+0.0468286j 2.44093e-15+0.175068j 1.0285e-16-0.0179604j 1.97061e-15+0.10265j 3.83305e-16+0.0244096j -1.88684e-15-0.0888397j -1.20034e-15-0.0881208j 1.98467e-16+0.058799j -1.75458e-16-0.0212216j -3.75459e-16-0.0110571j 7.7938e-16+0.0913793j -6.00366e-16-0.0674025j 1.99814e-15-3.20672e-05j -6.14957e-15-0.0728094j 
-3.00725e-15-0.0736076j -3.19231e-15+0.0557764j -3.81142e-16+0.0424269j 1.10543e-15-0.00855303j -1.17769e-15+0.022677j -3.45583e-16+0.00959844j 8.28134e-16-0.0195658j 1.25731e-15-0.0590881j -2.73227e-15+0.101669j -1.24677e-15+0.081597j 2.04761e-15-0.0903223j -2.47741e-15+0.100104j -4.52315e-16-0.0229708j -2.3134e-15+0.100892j 6.63998e-16-0.000129111j 3.50656e-18-0.0465251j 8.94805e-17-0.0532529j 3.89824e-17-0.0573003j -5.03047e-16+0.0404341j -7.74597e-16+0.0211583j 1.1589e-15-0.057288j 5.49012e-16-0.0269965j 2.19496e-16-0.0129708j -2.12863e-16+0.0568361j -1.77612e-15+0.0612018j 1.33947e-15-0.0263821j -4.67509e-16+0.00220344j 1.085e-15+0.0548429j -9.81181e-16+0.0864459j -4.04564e-16-0.109899j 1.5584e-15-0.0254957j -1.15253e-15+0.0552253j -5.68008e-16-0.0204787j -2.2384e-15+0.126685j -6.90622e-14+0.0962135j 1.50353e-15-0.0466544j -1.11089e-17-0.0119021j -7.59682e-16+0.0628828j 6.20563e-16-0.0281265j -1.17471e-15+0.0318639j -8.38683e-16-0.0116573j -1.15485e-15+0.00517155j -8.22229e-16+0.0470155j -4.05441e-17+0.0412213j 3.43508e-15+0.0134018j 8.73927e-16-0.0875516j -4.29865e-15+0.125978j 1.30828e-15-0.0626358j 6.54285e-15+0.0733527j -3.2502e-16+0.0770339j 1.60814e-15-0.0665128j 1.3142e-15-0.120892j 3.9815e-16-0.0913158j -6.51653e-15+0.0513979j 2.38243e-15-0.023415j -3.54757e-14+0.0487606j -6.85316e-16+0.0376763j 1.33955e-15-0.0790454j -5.77266e-16-0.0837073j -1.70903e-15+0.0986353j 3.62848e-16-0.0708779j -6.91745e-16-0.0174135j -1.10539e-15-0.0140735j 2.48023e-15-0.0531656j -9.11348e-16-0.00327957j -1.03386e-15+0.053687j 1.30657e-15-0.054072j -2.81865e-15+0.151787j -1.09606e-15+0.0396831j 9.67231e-16-0.0324781j -1.34148e-15-0.0813844j 5.59705e-15+0.0678456j 
-3.82821e-15-0.0356151j -2.19936e-15+0.0181948j -2.98485e-16-0.0460111j 7.547e-16-0.0432298j -4.04816e-16+0.134688j -3.04674e-16+0.0467374j -9.24785e-16-0.0743405j -5.63393e-16-0.0119092j -7.86552e-16+0.064554j -3.17653e-16+0.0106004j -3.48825e-16-0.0786033j -9.41117e-16+0.0513632j 3.3487e-16+0.149983j 1.30529e-15+0.0978089j 4.71677e-16-0.0143642j 3.78841e-16-0.0221075j 1.04308e-15+0.0906608j 1.54126e-15+0.012669j -6.16198e-16+0.0104513j -9.15324e-16-0.0132266j 1.98587e-16-0.0682416j -5.85138e-17+0.0161972j -6.3775e-17-0.0483392j -2.23319e-15-0.016997j -2.18802e-16+0.0366481j -3.16104e-16-0.0367014j -2.67887e-15-0.0569119j 1.133e-15-0.00996758j 1.36934e-15+0.0447408j 3.9144e-17-0.0646849j -1.76217e-15+0.0194492j -1.51217e-15-0.0869682j -5.47293e-16-0.0828029j -4.40151e-16-0.0556867j 1.03394e-13-0.148247j -9.90558e-16+0.0758097j 9.88798e-16+0.0164556j 2.76416e-15-0.0719071j -2.67218e-16+0.0984199j 2.00929e-15+0.0653063j -9.80385e-16-0.035777j 1.58723e-15+0.0820248j -6.87655e-16-0.00427791j -4.20545e-15+0.0236637j -2.3777e-14-0.152283j 1.23722e-15-0.0111546j -1.83558e-16-0.051477j -4.53858e-16-0.0827888j -2.4127e-15-0.0226024j -1.53271e-15-0.134714j -2.35195e-15-0.131131j 1.00766e-15-0.0260893j 5.28534e-15+0.231878j -6.56264e-15+0.0537642j 1.10651e-15-0.0511769j 7.30066e-14-0.104375j -3.43164e-16+0.0445788j -5.8583e-17-0.0319002j 3.3514e-15+0.166146j -3.61074e-15-0.168485j 3.2921e-15+0.159968j 1.42453e-15+0.0860896j 1.45095e-15+0.138977j 1.74836e-15-0.0298175j 3.22135e-15+0.197062j 1.40848e-15+0.00505091j -7.75e-16-0.0354519j -1.46886e-15-0.0263852j -1.36361e-15-0.0292218j -1.97618e-16-0.014939j 9.56809e-16+0.0430126j 2.749e-15+0.0432419j 
-6.62903e-15-0.0977287j -3.34466e-16-0.0837284j -1.76185e-15+0.0124519j -3.65612e-15+0.0649269j 9.53684e-15-0.128941j 4.9616e-15-0.0664294j 9.20354e-16+0.00690147j 2.21514e-15-0.0341913j 4.95475e-15-0.0419766j -6.52842e-16+0.00801364j -1.16206e-15-0.0162852j 4.72485e-15-0.0789579j 8.88496e-15-0.14366j 1.07937e-15+0.0555702j -1.90818e-15+0.0367227j -2.29353e-15+0.0322369j 3.20136e-15-0.0593029j -9.39408e-16+0.00696226j 1.86346e-15-0.0415063j 3.9906e-15-0.0778315j -5.12659e-15+0.0690185j -1.67115e-15+0.0573238j -1.17138e-15+0.0348899j 1.28566e-15-0.154251j 2.37917e-15-0.0259089j -1.45903e-15-0.00451997j 5.96835e-15-0.104793j -1.99517e-15+0.0507637j -2.18317e-15+0.0609412j -1.76975e-15+0.0281984j 2.14477e-15-0.04104j 1.65906e-15-0.0624384j -4.31914e-15+0.0441028j -1.3145e-15+0.0279622j -9.44868e-15+0.00925886j -1.14913e-15+0.0277836j -3.65146e-16+0.00784625j -6.90464e-15+0.0811241j 2.48613e-15-0.0114615j 4.94434e-15+0.0723205j 2.03798e-14-0.119945j -4.88457e-16+0.0293438j 2.84794e-15-0.0447059j 1.21466e-15-0.00505499j -9.92611e-16+0.00149094j -4.17416e-15+0.0573653j 3.77815e-15-0.0465239j 6.4457e-15-0.104579j 4.45275e-15+0.0746626j -2.22506e-15+0.0495572j 3.52514e-15-0.0777708j -2.71128e-15+0.0616037j -3.68562e-15+0.152529j 4.17656e-15-0.0234726j 1.12353e-14-0.135125j -3.29544e-14+0.0433415j 4.8167e-16-0.0318203j -3.0397e-15+0.0432518j -1.49196e-15+0.0927603j 2.39269e-16-0.0404256j 3.90917e-15-0.00358025j 4.58012e-15-0.0353864j 3.51192e-15-0.00901108j -6.02761e-15+0.117436j -1.74168e-15+0.0720817j -4.14448e-15+0.110144j 1.91688e-15-0.0479582j -4.83028e-16-0.0168137j 1.28325e-15-0.0361241j 1.60989e-15-0.0340555j -3.43635e-15+0.0548234j -1.2392e-15+0.069733j 
3.39024e-15+0.0366099j 1.21413e-15+0.0340563j 6.79533e-16-0.0214743j 1.4309e-15-0.00746854j -2.09019e-15+0.0874206j -6.57895e-17+0.0731891j 1.48645e-15+0.0635139j -9.2519e-16+0.000763306j 8.81528e-16+0.118791j -1.02714e-15-0.0420553j 2.47934e-16-0.0104819j -9.74263e-16+0.0305696j -3.10628e-15+0.0207329j 2.48857e-15+0.122573j 7.82898e-16-0.00498797j 2.31736e-16-0.040934j -1.90548e-15-0.0435269j -1.94257e-16-0.0462027j -6.12085e-16+0.0113558j -1.59999e-15+0.026351j -7.24573e-17-0.0804788j -4.35666e-16+0.0652705j 9.83535e-16-0.0189638j -5.8921e-15-0.0985051j 5.42659e-16+0.0225206j 1.50955e-15+0.0199692j -8.67209e-16+0.0637715j -1.34057e-15-0.0723992j 1.42937e-16-0.0317327j 2.98464e-15+0.0135845j 7.52313e-16-0.0363673j -1.37983e-15-0.00757216j 5.93982e-16-0.0448226j 1.75177e-15+0.0566763j 1.64516e-14-0.0232745j 1.49496e-16-0.0333295j 3.15358e-16-0.000748524j 2.02925e-15-0.0196338j -8.79323e-16-0.0109081j 5.23344e-15-0.109002j 7.0741e-15+0.0257555j -2.70139e-16+0.0255926j -7.96093e-16+0.0488463j 9.81162e-16+0.00579617j 8.79512e-15+0.0509435j -1.58881e-16-0.0887476j -1.2239e-15+0.0638096j -1.7802e-15+0.0519741j 1.76756e-15-0.00138241j 3.86196e-15+0.128844j 2.33134e-16+0.0723763j 1.44805e-15-0.0074005j 1.19398e-15-0.00676905j -4.94966e-15+0.0350958j -2.13338e-15-0.0236846j -2.73567e-14+0.0416109j -1.21399e-15-0.0269851j 9.76566e-16-0.0215123j 1.8278e-15+0.0144043j 6.85243e-16+0.0369733j 8.10374e-16+0.0905833j -9.89383e-17+0.0579692j 6.3816e-16+0.0756533j 2.8292e-15+0.0314724j -3.28087e-16-0.0396774j 3.44347e-15+0.0410584j -1.75696e-16+0.0320811j -4.07792e-16-0.0304686j -4.53119e-16+0.0116184j -6.93053e-16+0.000703224j 1.61484e-15-0.0114288j -3.41386e-15-0.0568458j 
