-6.91119e-14+0.0948241j -1.55716e-14-0.0123531j 1.61271e-16-0.00854508j -5.05106e-16+0.0324012j -2.82e-16-0.0149134j 1.25672e-16-0.0330858j 2.3617e-16-0.047434j 2.20084e-17+0.0143437j 1.74947e-16+0.0708476j -1.23207e-15+0.0681083j -1.7944e-16+0.0669692j -3.61564e-16+0.0266905j -1.78979e-16-0.00598666j 1.50122e-16-0.0322149j 5.78001e-16-0.0276286j -3.18121e-15+0.0491963j -4.01311e-18+0.0486995j 2.75177e-15+0.025646j 4.93205e-16-0.00601396j 6.16013e-16-0.0643685j -3.56714e-16+0.0258803j -3.41501e-16+0.0283665j 9.20742e-17-0.00046905j 1.98698e-16+0.00191526j 3.62926e-16-0.0132536j -9.29324e-17-0.00640521j 1.36043e-16+0.0126577j -2.55835e-16+0.00755977j -1.43317e-16+0.0164566j -2.36027e-16+0.0213058j -7.0421e-17-0.00493019j 1.17775e-16+0.000393021j -3.49261e-16+0.0166142j -2.59508e-16-0.00165174j 3.82364e-17+0.00470522j 2.67229e-16-0.00450664j -4.32315e-16+0.0165087j -2.36404e-15+0.0497371j -7.71731e-15+0.0482557j 3.24892e-14-0.0114504j -1.54441e-16+0.0148718j -8.65715e-17-0.000530097j -9.94554e-17+0.0115084j -6.53213e-17-0.00157123j -2.01941e-16+0.00537945j -1.04056e-16+0.00235108j 1.02513e-16-0.00141345j -8.61262e-17-0.0142397j -4.14321e-17+0.00462415j 4.91024e-17+0.00304306j -5.3961e-17-0.00521946j 3.32162e-16-0.00616929j 1.34277e-16-0.0175181j 3.45103e-17+0.000130397j -1.52342e-16-0.00150877j -7.61091e-17+0.000608614j 6.24776e-18-0.00539561j 1.01161e-16-0.019223j 3.69027e-16-0.0120508j 5.0917e-16-0.0167355j -4.22814e-16+0.0297226j -6.59795e-17+0.00464674j 8.78398e-17-0.0027209j 8.63097e-17-0.0220112j -1.85548e-16+0.00966055j 1.68573e-16-0.0183721j 8.24515e-17+7.23287e-05j -4.41889e-17+0.00493601j -2.52471e-16+0.0261494j -4.8098e-17+0.00971757j -1.18417e-16+0.0297004j -1.23917e-16+0.0172659j 7.16309e-17-0.0120185j 2.46278e-16-0.038815j 1.28709e-16+0.00715481j 2.52749e-14+0.0186503j -1.16018e-13+0.0541601j 
1.45272e-14-0.0340748j 3.21151e-15+0.0618466j 1.22787e-16+0.0681763j 3.44135e-17+0.00533105j -1.61507e-16+0.0974893j 1.95695e-16+0.0470482j 7.33516e-16+0.0598481j 1.52019e-16-0.0392299j -1.00768e-15+0.0286802j -1.24281e-15+0.112975j -1.3045e-15-0.0761256j 4.06063e-17-0.00196899j 3.82437e-16-0.0323925j -7.80262e-16-0.0256638j 2.59954e-16-0.000386548j 4.57224e-15-0.104175j -1.81549e-15-0.242212j -2.81233e-15-0.0194841j -2.11241e-15-0.106173j 5.83653e-16-0.0580387j -9.0395e-16+0.0618338j -7.76361e-17+0.00296383j -6.9297e-16-0.0363357j 3.42918e-15+0.0641085j 1.01136e-15-0.0572272j 2.66122e-16+0.0339124j 1.0374e-15+0.0546833j -1.18207e-15-0.0596065j 1.24961e-15-0.0912001j -2.86732e-16-0.125342j 1.77377e-16+0.0125996j 1.84666e-15+0.00143972j 2.32833e-16+0.0710617j 4.11347e-15+0.0422243j 5.1453e-16-0.0539665j -2.35706e-16+0.0184576j -5.83394e-17+0.0203769j 6.38758e-15-0.0531879j 2.53254e-14+0.0217044j -1.11306e-13+0.0897975j -9.38564e-16+0.0508827j -2.16289e-15+0.0642833j -5.34326e-16+0.119867j 1.64503e-15+0.0997842j 6.7054e-16+0.0589384j -2.38329e-15+0.07363j 2.14046e-17-0.0474023j 6.71005e-16-0.0180933j 1.65506e-16-0.052935j -5.61556e-16+0.118918j -1.11775e-15+0.0579898j -1.41001e-15+0.00995817j -2.03494e-16+0.0531332j 2.70653e-15+0.0376333j 6.90179e-16-0.0156951j -4.20352e-16+0.0180784j -5.10669e-16-0.00710191j 6.43627e-16-0.0990574j -1.02313e-16+0.0343875j 1.81861e-16-0.0248822j 2.14372e-16-0.0537103j -4.99682e-16+0.0246514j 7.65518e-16-0.091958j -3.36984e-16-9.99897e-05j 3.17025e-16-0.000338338j 5.74077e-16-0.00706905j 4.05393e-16+0.0287425j 1.57884e-16+0.0222865j 1.69648e-16+0.0613526j 1.94364e-16-0.0346422j -2.25137e-16-0.0238646j -3.44654e-16-0.0129712j 2.23277e-16-0.00284393j 5.46643e-17+0.0723482j 4.55445e-17-0.0465938j -7.31875e-15+0.00609227j 3.17784e-14-0.0123805j 
5.92625e-14-0.0754092j 1.31946e-14-0.0184221j -1.31242e-15-0.00426137j 8.66447e-16-0.154078j 3.05973e-16-0.0408695j -4.42243e-16+0.0544073j -9.54747e-16+0.105887j -6.25364e-16+0.0637181j 3.18018e-16-0.188098j 2.50467e-15-0.27045j 1.12577e-15+0.00236264j 6.01429e-16-0.0369488j -5.80162e-16+0.176546j -1.38371e-16-0.0546727j 1.06368e-16+0.0495226j 2.76437e-15-0.0578202j -1.04445e-16+0.136976j 4.6697e-15+0.0203048j 2.23892e-15+0.162172j -1.08421e-15+0.289472j -3.04747e-16+0.0725464j -1.22922e-15+0.00512477j -1.08746e-15-0.00298689j -6.91766e-15-0.183873j -4.90855e-15+0.132435j 1.061e-15-0.184499j 4.26231e-16-0.0393589j -5.7908e-16-0.0167084j 6.04682e-16+0.133602j 1.09858e-16-0.022819j -1.77534e-16-0.0122753j -1.00103e-14+0.0380976j 9.08775e-16+0.0845994j 2.94237e-15+0.0261769j -5.09456e-16+0.0107136j -2.20949e-16-0.0494362j 2.76032e-15-0.113923j 1.14479e-14-0.0252251j -4.74013e-14-0.0802426j 1.4987e-13-0.124155j 1.16314e-15-0.0412518j 5.14923e-15-0.132643j 1.51957e-15-0.00243404j 3.87901e-16-0.0459739j -5.95672e-16+0.00295174j -4.03266e-16+0.0362366j -8.83196e-16+0.0113861j -1.0419e-15-0.0287755j -8.24064e-17+0.0657201j -2.56511e-16+0.0809636j 6.20684e-16-0.0394545j 4.96548e-15-0.0935888j 7.87983e-16-0.001769j -1.4726e-16-0.00653683j -8.25514e-16+0.0762972j 1.30848e-15-0.11798j 2.58198e-16+0.0142625j 1.50321e-16-0.0810983j 9.87342e-17+0.0112682j -6.12273e-16+0.00297718j -5.42129e-16+0.056988j 2.61844e-15-0.0554987j -9.4801e-16+0.0665461j 4.58845e-16-0.0274163j 8.76949e-18-0.0106909j -5.37698e-16+0.054526j -6.57755e-16+0.0335982j 2.29841e-16-0.0382373j -9.06603e-16+0.0261523j -3.59246e-16+0.0712019j -3.08025e-16-0.0428631j 4.12999e-16-0.076057j 1.68857e-16-0.041884j 2.51641e-16+0.0700739j 3.11178e-16-0.033493j 1.03322e-14+0.0163904j -4.73812e-14+0.023949j 
1.34549e-14-0.0267356j 2.86725e-15+0.0365354j 8.74993e-16-0.103578j -1.60751e-16-0.0940863j -5.76811e-16+0.00506747j 1.49405e-16+0.0299181j 9.67739e-16-0.0520814j 5.7322e-16-0.00397992j -8.97647e-16-0.156507j -2.10846e-15+0.0311249j 8.55997e-17+0.171623j -1.06936e-15+0.101514j -2.49053e-17+0.0877773j 7.86361e-17-0.0119799j -4.20521e-16+0.0620207j -6.09469e-15+0.104814j 5.15081e-16+0.0336809j 1.75557e-15+0.0180123j 1.56652e-15+0.0787827j -8.98263e-16+0.154979j 1.96258e-15-0.195954j -9.55147e-17-0.133837j 8.38895e-16-0.205192j -7.84511e-16+0.0140758j 5.73171e-15-0.145489j -1.54007e-15+0.121666j 1.86101e-16-0.0678047j 5.80638e-16-0.0430357j -1.01133e-15+0.109964j -3.09385e-16-0.0205999j -1.89663e-15-0.0624277j 2.81221e-14-0.0897731j -2.16584e-15+0.0997079j 1.88514e-15+0.0259789j -7.6054e-16-0.0358681j 7.2845e-16+0.0226774j -3.18387e-15+0.0809657j -3.64294e-14-0.00168061j 8.79075e-14-0.0236255j -2.39689e-13+0.151899j -1.36473e-15+0.00776303j -5.0888e-15+0.100071j -9.91965e-16+0.0937317j 9.33164e-16+0.154949j -1.94489e-16-0.0627273j 1.25248e-15-0.0289767j 1.55747e-15-0.0201971j 5.10364e-16+0.0102305j -5.95498e-16+0.0303478j -1.05512e-16-0.130034j -7.21415e-16+0.119889j -4.89901e-15+0.0936994j -8.86729e-16-0.0265956j -9.44869e-16-0.0121057j 9.84111e-16-0.00485789j -1.20603e-15+0.0795078j -5.76405e-16+0.0770113j -5.31583e-16+0.0120095j 3.48453e-16+0.0394826j 1.69402e-16+0.00701262j -9.04016e-17+0.0155121j -3.05084e-15+0.0321679j 8.13823e-16-0.0397248j 5.3549e-17+0.0838951j -2.29294e-16-0.00541973j -1.59864e-17-0.0182693j 1.06423e-15-0.102422j -9.04639e-16+0.011078j 7.13235e-16-0.15679j 6.1428e-16-0.0389462j 2.51782e-16-0.0671716j -5.20648e-16+0.0546027j -1.01136e-16-0.00610645j -1.47337e-16+0.0595125j -4.63557e-16+0.0179093j -2.17095e-14+0.00412825j 9.85722e-14-0.0416213j 
2.26882e-14-0.0590075j 1.53562e-14+0.0962319j 8.48975e-15+0.0945381j 6.04301e-16+0.00135963j 9.01413e-15+0.0925216j 1.07975e-14+0.115993j 6.34084e-15+0.071073j 5.64499e-15+0.0586399j -2.049e-14-0.207216j 1.47262e-15+0.0139101j -1.04997e-14-0.115982j 3.49214e-15+0.0334877j -3.96229e-15-0.0388883j 5.50825e-15+0.0590144j -3.63705e-15-0.0487444j 6.81585e-15+0.146458j -9.69885e-15-0.0992833j -2.93062e-14-0.138864j -1.34508e-14-0.111549j -4.69021e-16-0.00999488j -8.03173e-15-0.087726j 2.72381e-15+0.0268827j -7.02718e-15-0.0724586j 9.23889e-15+0.0739064j -1.06363e-14-0.1499j 2.53478e-15+0.0188855j -9.9339e-15-0.0906373j 2.95121e-15+0.0242395j -4.74857e-15-0.0421718j 9.17326e-15+0.110042j -3.51402e-15-0.0416057j -2.99553e-14+0.144756j -1.28621e-14-0.1742j -1.77875e-14-0.105358j -1.25715e-14-0.143388j 9.33418e-15+0.10327j 3.98697e-15+0.0485794j 1.27049e-14-0.0306644j 2.43533e-14+0.082093j -8.61071e-14+0.0968503j 2.9763e-15+0.0420381j 6.5752e-16+0.0288815j 1.14275e-14+0.134483j -1.03731e-15-0.0138617j -1.15513e-14-0.132611j -9.97161e-15-0.147923j 7.73665e-15+0.0872349j 5.29772e-15+0.0566625j -5.09049e-16-0.0086146j -7.47901e-15-0.0635789j 7.08576e-15+0.0759531j 6.952e-15+0.163239j -3.70386e-15-0.036987j -1.22922e-15-0.0130345j 9.03491e-15+0.0974572j 1.39445e-16+0.000189135j 1.12119e-14+0.108702j 9.60859e-15+0.112462j 1.05374e-14+0.129426j 2.77396e-15+0.04584j -2.74178e-15-0.0297464j -1.28545e-14-0.217546j 7.02547e-15+0.0932233j -6.4587e-15-0.0671792j 1.73472e-15+0.0132591j 1.09296e-15+0.0109814j 5.90216e-16+0.013131j -7.11749e-15-0.0805577j 4.1437e-15+0.0478888j -2.53824e-15-0.0245072j 2.15935e-15+0.0196664j 1.24637e-15+0.00941115j 2.72711e-15+0.0289904j -1.28126e-15-0.0117422j -5.08619e-15-0.053906j -2.30555e-14+0.0319069j 1.12715e-13-0.0434268j 
1.79597e-14-0.0209892j 3.77267e-15-0.01207j -6.87886e-17-0.0616217j -4.51525e-16+0.00352019j -3.25707e-16+0.0021767j -1.78892e-16-0.0382137j -5.67622e-16-0.0082249j 1.09494e-16-0.100249j 6.84099e-16+0.124519j -7.03284e-16+0.055689j 1.69936e-15-0.0373168j 1.62689e-16-0.0570277j 3.08241e-16-0.0575337j -3.04176e-16+0.0973598j 4.30683e-16-0.0884245j -4.05109e-16+0.0240199j 3.58973e-16-0.106083j -8.58499e-15-0.0815178j 3.12918e-15+0.152132j 2.93599e-16-0.293706j -1.76605e-15+0.157356j 7.50855e-16-0.0472236j -8.78779e-17+0.242354j 2.55292e-15+0.055809j 4.32899e-15-0.172603j 1.5733e-15+0.125862j 1.08591e-16+0.2776j -4.18566e-16+0.147j 8.80171e-16-0.220964j -4.17352e-16-0.00666869j -3.41717e-15-0.146909j 9.8612e-16-0.00180088j 8.7093e-16+0.0182088j 1.85709e-14+0.240023j -7.24714e-16+0.0656977j 1.93152e-15-0.0749167j -4.26198e-15+0.196443j -4.83332e-14+0.020039j 8.89e-14-0.0589783j -2.20431e-13+0.12477j 2.55947e-15-0.342306j -4.91193e-16+0.0018356j -4.43769e-16+0.13664j -1.48146e-16+0.148939j -5.47281e-16-0.182683j -2.90682e-15+0.168169j -2.08005e-15+0.149932j 2.31989e-15+0.191196j 4.39126e-16-0.050486j 3.16893e-16-0.0345269j 1.23831e-15-0.0735946j 4.04862e-15-0.0663455j 3.64763e-16+0.112734j 1.41772e-15+0.0161063j -4.22053e-17-0.0320903j 3.76789e-16+0.0429436j -1.70866e-16-0.0315755j -9.79376e-16-0.0833382j -1.27176e-16+0.0568868j -1.27252e-15+0.00351198j 2.26024e-16-0.0199884j 7.02615e-15-0.222614j -1.34859e-15+0.0164555j 3.1531e-16+0.0101375j 6.25402e-18-0.0856508j -3.94039e-16-0.0279061j -2.17684e-16-0.00393657j 4.40564e-17-0.0928784j 1.70245e-16+0.0633964j 3.40586e-16+0.0570688j 4.10417e-17-0.01749j 2.44823e-16-0.0395189j -1.32268e-17-0.0386995j -2.78186e-17+0.0205688j -1.41809e-16-0.00730794j -1.10141e-14+0.0287898j 5.01288e-14-0.0152844j 
-3.91759e-14+0.0542366j -9.30169e-15+0.00484804j 2.84488e-16+0.00824703j 1.57792e-16+0.0181862j -2.74182e-15-0.0412866j -2.2407e-15-0.0484831j -1.76192e-15-0.047875j 4.23985e-17+0.00680962j 3.68852e-15+0.056719j -6.04053e-15-0.0788344j 1.67579e-14+0.304473j 1.8942e-15+0.0489678j 1.35536e-16+0.0162428j -1.07474e-14-0.178204j -2.88271e-15-0.067836j -5.19504e-16+0.00115936j -1.17714e-15+0.00491892j 1.47459e-14+0.0893683j -1.0381e-15-0.0123794j 1.39915e-15-0.00123236j -1.20512e-16+0.00980967j -1.76673e-15-0.0195689j -1.17596e-14-0.224332j 9.20445e-16-0.000962551j 1.03854e-15+0.0842914j 2.87048e-15+0.0514396j -8.30835e-15-0.130485j 2.32519e-15+0.0157124j 7.63906e-16+0.0687422j -5.62935e-15-0.088975j 6.33363e-15+0.0583626j -2.85808e-14+0.148649j 1.07069e-14+0.154104j -1.0805e-14-0.0783251j 4.18943e-15+0.0581571j 4.06463e-15+0.0894973j 5.2244e-16-0.0240701j -2.78022e-14+0.0840051j 7.56343e-14+0.104364j -1.77556e-13+0.149534j -2.3114e-15-0.0185415j 3.148e-15+0.0509482j 2.42686e-15+0.0231476j 1.65928e-15+0.0277558j -1.46077e-15-0.0130316j 4.86405e-15+0.119587j 3.15109e-16-0.0184796j 2.07684e-15+0.00762725j -5.35343e-15-0.101214j -3.08101e-15-0.081062j 2.69694e-15+0.0324747j 3.56901e-16-0.00374163j 3.94832e-15+0.0522764j 6.25579e-16+0.00329635j 7.82006e-16+0.0166094j 2.65059e-15+0.0423839j -4.47558e-15-0.0947693j -5.68677e-15-0.0983416j 7.01996e-15+0.137367j -2.72747e-15-0.0605082j -3.80023e-15-0.0594145j -3.49419e-15-0.135796j -3.16244e-15-0.0308486j 3.75647e-15+0.058115j 8.84683e-16+0.0362315j -3.5845e-15-0.0619054j 1.51518e-15+0.0278045j -4.38208e-15-0.0738785j 5.38993e-15+0.0943786j 2.52981e-15+0.0490023j 2.21799e-15+0.0480324j 1.03201e-15+0.0158529j -1.37626e-15-0.0272469j 3.08675e-16-0.00799576j -4.05857e-15-0.0728781j -5.76771e-15+0.0319414j 3.14679e-14-0.00682109j 
4.23137e-14-0.0557478j -4.89226e-15-0.0822165j -4.76802e-15-0.0304131j -1.5047e-15-0.00474661j -2.51665e-14-0.125023j -4.33801e-15-0.029259j 4.12009e-15+0.015793j -6.80776e-15-0.0353027j 2.7674e-14+0.139979j -2.84021e-14-0.119877j 2.1401e-14+0.106056j -1.63247e-14-0.0755746j 9.45521e-15+0.0559614j -8.99112e-15-0.0322164j -3.33727e-15-0.0194792j 1.36906e-14+0.104347j -2.41357e-14-0.109757j 6.66499e-14+0.216712j -1.43426e-14-0.0594059j 1.66552e-14+0.0625211j 1.40095e-14+0.068488j -2.79747e-14-0.13946j -4.54815e-14-0.227148j 2.54444e-14+0.102506j 1.86383e-14+0.106478j -2.86879e-14-0.144527j -2.75344e-14-0.133814j -4.99413e-14-0.228864j 1.05467e-15+0.0100858j -2.96316e-14-0.140671j 8.37773e-15+0.0219928j -6.33789e-15+0.0947141j -5.25606e-15-0.0378981j -4.64564e-14-0.161538j -2.82719e-14-0.157384j 3.01362e-14+0.148297j -2.11123e-14-0.118556j 4.68494e-14-0.0766164j -5.4789e-14+0.0860657j 1.23673e-13-0.0479834j 2.37684e-14+0.136396j 1.94261e-14+0.1105j 3.98262e-14+0.210581j -2.20264e-14-0.0994238j 5.70282e-15+0.0237642j -8.02188e-15-0.0563337j 9.78378e-15+0.0450988j -1.43678e-15-0.00578691j -1.41124e-14-0.0675314j 4.77594e-14+0.242681j 3.52548e-15+0.0215851j 1.10544e-14+0.0806239j 9.76602e-15+0.0400311j 9.5283e-15+0.0297403j -6.28685e-15-0.0348257j -2.00965e-15-0.0135567j 1.81689e-15+0.00320234j -1.19091e-15+0.00053176j 4.06906e-15+0.0121355j -2.07289e-15-0.015601j -1.97891e-14-0.0973743j -2.2102e-15-0.0121639j -4.71485e-15-0.014841j -1.155e-14-0.0609419j -3.43267e-14-0.170302j -1.13172e-14-0.0563197j 1.62568e-14+0.0741955j -1.80504e-15-0.00833319j 1.48024e-15+0.000708195j -6.97423e-15-0.0348638j -3.78442e-15-0.021002j 1.42909e-15+0.00759384j 2.71387e-16+0.000584072j 7.64426e-15+0.0366007j 4.495e-15+0.0244967j -9.9065e-15-0.0505635j -6.5488e-15-0.00950732j 
6.74992e-14-0.0874166j 1.40626e-14-0.0143867j -1.56191e-15+0.0806529j 1.22928e-15-0.041542j -2.16999e-15+0.023311j -1.70819e-15+0.103054j -1.14764e-15+0.103191j -9.32671e-16+0.0338298j 2.51035e-15-0.0828852j 7.43857e-16-0.223632j 4.35031e-15-0.13363j 8.75153e-16-0.0955494j 3.07647e-15-0.150406j -1.16496e-15-0.0530817j -2.30772e-15+0.0694484j 1.19868e-14-0.156574j -1.44124e-15-0.0655942j -1.28127e-14-0.159211j -4.4518e-15-0.144379j -6.89046e-16+0.123371j 2.63081e-15-0.0575045j -3.0625e-15+0.0470389j -7.21844e-15+0.12735j 2.8719e-15+0.0231615j 5.71484e-15-0.122064j -2.32284e-15+0.0783394j -3.59156e-15-0.0206031j -3.25152e-15+0.016231j 8.81366e-16-0.151876j -1.94437e-15-0.0257519j 1.99735e-15+0.153946j 5.18618e-15-0.00536354j 1.11461e-15-0.0283753j -7.09966e-15-0.0336179j -4.44492e-15+0.170432j 5.07449e-16+0.0756345j -2.03777e-15+0.0459864j 3.13086e-14-0.0103325j -3.29617e-14+0.098026j 5.12062e-14+0.00296589j 5.79811e-15-0.160559j 1.50621e-15+0.0536472j 6.44669e-15-0.139631j -1.63576e-15-0.0455867j -1.09254e-15-0.0173117j -4.3318e-15+0.09894j -1.63508e-15+0.0616274j 3.17393e-16-0.0240284j -1.43969e-15-0.0112666j 3.78755e-15-0.0127409j 2.0516e-16+0.0406204j 1.70938e-15+0.00895277j 1.34058e-15+0.0367452j 3.48582e-15+0.0413614j -3.5975e-16+0.0451251j 1.15121e-17+0.00521422j -2.4057e-16+0.0431418j 2.04389e-16-0.0457267j -1.87944e-16+0.0524898j -2.49873e-15+0.085413j -1.89595e-15-0.00168891j -3.92242e-15+0.0475128j 8.76557e-16-0.0904092j -7.20804e-16+0.0633121j -2.88493e-15+0.0211314j -1.55774e-15+0.0265816j 1.18179e-15+0.0507034j -3.39578e-16-0.0163165j 4.6981e-16+0.056825j -4.38103e-16-0.000282444j 7.54798e-17-0.00258097j 5.58154e-16-0.0188656j -1.81708e-16+0.0220989j 3.00368e-16+0.0148385j -7.85886e-17-0.0158794j -1.21291e-14-0.0220843j 5.28179e-14-0.0277534j 
8.6678e-15-0.00104076j -3.67752e-14-0.0537837j 3.28306e-14+0.0487768j -8.0382e-15-0.0102698j -1.04399e-13-0.147316j -2.18313e-14-0.029239j 7.31416e-14+0.10363j 9.13616e-14+0.130024j 8.31677e-14+0.113026j -7.09791e-14-0.100684j 5.41839e-14+0.0747377j -1.77987e-14-0.0254411j -2.16539e-14-0.0261999j 4.90771e-14+0.0695428j 8.19167e-14+0.113052j -1.37925e-13-0.210594j 1.95967e-15+0.00201488j 2.46012e-16+0.000167713j -9.75776e-14-0.137042j -1.10579e-13-0.153849j -1.30014e-13-0.180596j -4.03195e-14-0.0567799j -4.73512e-14-0.0662264j 7.45866e-14+0.0974652j 4.2824e-14+0.0619115j 7.54064e-14+0.101415j 4.24335e-15+0.00982896j 1.04436e-13+0.141157j 2.04248e-14+0.0300848j 5.14306e-14+0.0722966j 2.60332e-14+0.0334945j 4.29894e-14+0.101197j -5.61475e-14-0.0776504j -8.3002e-15-0.0102735j 2.01669e-14+0.0305797j -4.83285e-15-0.00705451j -6.12243e-14-0.0858068j 2.53544e-14+0.0786966j 1.17438e-13+0.0809663j -6.7791e-14+0.11897j 7.55831e-14+0.102332j 3.73532e-14+0.0548423j -6.84152e-15-0.00842752j -2.2271e-15-0.00184434j -4.27778e-14-0.0627888j 9.25121e-15+0.0170994j -1.97818e-14-0.0247582j 2.52619e-14+0.0364926j -1.13088e-13-0.158137j -1.00652e-13-0.138793j -2.96715e-14-0.0409215j 3.4863e-14+0.0534611j -1.02987e-13-0.142641j -4.19243e-14-0.0523947j 9.12001e-14+0.129355j -3.58395e-14-0.0520953j -1.71516e-13-0.239307j -4.95748e-15-0.0100048j -8.55294e-15-0.0137746j 8.63193e-15+0.0127928j -8.61636e-16-0.00155957j 2.49643e-14+0.0357654j -1.50698e-14-0.0233017j -5.01764e-14-0.072315j -6.53832e-14-0.0923107j -1.09962e-14-0.014307j 3.03216e-14+0.0441747j -7.93006e-14-0.110691j 2.60271e-14+0.0383268j -1.55427e-14-0.0234836j -3.81545e-14-0.0538729j -1.95839e-14-0.0263036j 5.25576e-14+0.0766198j -1.39276e-14-0.0207218j 6.01737e-15+0.00811237j 1.22989e-14+0.00108562j -3.6538e-14+0.0229182j 
-4.23866e-14+0.0434458j -1.22715e-14+0.0559219j 6.54743e-16+0.0674296j -3.05295e-15+0.0629143j 5.27782e-15-0.0511536j -3.17321e-15+0.0775414j -2.44191e-15+0.0241197j 5.73431e-16+0.0734596j 6.66053e-15-0.164244j 2.54441e-15+0.00448368j 1.36376e-17-0.00839219j 3.30561e-15-0.00913914j -1.86036e-15+0.140938j 2.34777e-15-0.0147183j 2.27891e-15-0.0742226j -1.08481e-15-0.0349578j 1.35212e-15+0.0133668j -8.159e-15-0.0840658j 1.64635e-15-0.131193j -4.53502e-15+0.141836j 6.79366e-15+0.0159551j -7.75047e-16+0.0338226j 8.99233e-17+0.0509851j -3.55847e-15-0.0937298j 5.2113e-15-0.0832182j 1.05556e-15-0.081472j 1.40038e-15+0.0737194j -8.07894e-15-0.00921104j 2.43439e-16-0.00437161j -8.54783e-16+0.00859427j -1.71807e-15-0.0313969j 3.72746e-14-0.100076j -5.63538e-15+0.174545j 4.60267e-15+0.0726503j -1.92099e-14+0.240813j -2.6861e-15-0.0211993j -1.79528e-14+0.239109j 1.54679e-14+0.0019619j -2.02479e-14+0.0301469j 3.73019e-14-0.0112478j 2.13271e-14-0.373857j -5.25632e-15+0.0444232j 1.14218e-14-0.0990548j -1.66866e-16+0.088873j 2.04463e-15-0.081639j -1.29162e-14+0.223888j -7.47561e-15+0.136057j -6.39561e-15+0.102493j -1.99492e-15+0.0546895j 3.45309e-15+0.0227049j -6.35315e-15+0.167887j 4.59466e-15-0.0207422j -9.01592e-16+0.0688941j 1.47969e-15+0.0459305j 3.06539e-15-0.0144722j -3.71973e-15-0.00315186j 2.13554e-15+0.0646594j -5.98015e-16-0.0871622j 6.29778e-15-0.107195j 2.23015e-15+0.0279149j 2.7624e-15+0.0121461j -6.47863e-15+0.050014j 3.9633e-15-0.123173j 1.31868e-15-0.0733482j 1.51076e-15-0.0139395j -7.53641e-16+0.0351064j -1.38551e-15+0.0242187j -1.703e-15+0.0362939j -2.41283e-15+0.0582632j 2.46163e-15-0.0878998j 3.77599e-15-0.0294035j -3.24404e-15+0.0427652j -5.00677e-15+0.120605j 3.58423e-15-0.0709123j -1.24702e-15+0.00044628j 2.41665e-15+0.028397j -2.38371e-14+0.0168793j 
-1.49672e-14+0.0296887j -1.83959e-16-0.0391416j -9.50132e-16+0.111144j 2.65531e-15-0.00950004j -1.5309e-15+0.0289483j 3.40664e-15-0.00405706j 8.45454e-16-0.0088085j -1.27946e-15+0.143684j -7.77409e-15+0.0408466j -5.00538e-16+0.0421744j -1.41398e-15+0.0140397j -2.42837e-15+0.0792068j 2.42077e-15+0.114047j -2.30135e-15+0.0695077j -3.77647e-15+0.00594503j 1.31329e-14-0.174356j -2.88995e-16+0.0389543j -5.74479e-15-0.0307991j -4.16799e-15-0.0534839j 8.13652e-15-0.0347045j -2.02134e-15+0.123414j 2.03455e-15-0.0183281j 8.50808e-16+0.0282535j -4.85547e-15-0.0659407j -6.10027e-15+0.0429367j -2.0631e-15-0.0479072j 3.01368e-15+0.0920823j -2.41289e-15-0.158863j 8.71437e-16+0.0223223j 2.64868e-16-0.0143172j -6.20777e-16-0.0478699j -3.69659e-14+0.117583j 6.11171e-15+0.103232j 9.43893e-15+0.0890986j 1.25605e-14-0.193502j 4.06817e-15-0.1033j 1.40215e-14-0.140121j -7.90881e-14+0.121341j 1.0976e-13-0.0127399j -2.29893e-13+0.130038j -1.72171e-14+0.0877771j 3.87194e-15-0.0733184j -7.14298e-15+0.180718j 1.81368e-15+0.0815489j -1.9109e-15-0.0179247j 5.18233e-15+0.0527652j 4.31398e-15+0.0179116j 4.61641e-15-0.0700167j 5.00099e-15-0.0603958j -2.58073e-15+0.127421j 4.68978e-15+0.0164702j -1.03327e-14+0.116677j 3.27478e-15-0.0380304j 1.15467e-15-0.0383165j -3.93218e-15+0.107508j 3.6665e-15-0.124218j 3.5448e-15+0.0455539j 4.38646e-16-0.142761j -3.19834e-15-0.0078253j -1.59456e-15+0.0774577j -1.48537e-15+0.0778428j 4.42886e-15-0.0464512j -3.10457e-15-0.0353186j -1.58314e-15-0.0592923j -2.51795e-16-0.00529736j 1.38649e-15+0.0167047j 3.97469e-16+0.0221204j 2.84207e-15-0.0369473j 1.52582e-15+0.0125607j -1.94069e-15-0.0401454j -1.99402e-15+0.0386024j 2.1735e-15-0.0347085j 2.87375e-15+0.0401124j -2.28402e-15+0.00270709j 4.51973e-16-0.0174713j 3.3814e-14-0.0460125j -1.43176e-13+0.0514119j 
