0.0066194+0.00434067j 0.00468762-0.00438626j 0.000682463-0.00427122j -0.00369205-0.00224194j -0.00013458+0.000431918j 0.00044385+0.00439221j -0.00418858-0.0039555j -0.00142909-0.00258577j 0.00195234+0.000703305j 0.000127374+0.00169517j 0.00552015+0.00590892j 0.00280608-0.000717863j 0.000985008-0.00317791j 0.0017318-0.00474837j 0.00314251+0.00104023j -0.00035279-0.00112751j -0.000531728+0.00224194j 0.000888797+0.00131588j -0.00329348-0.0042411j 0.000283291+0.00189848j 0.0012949+0.000837755j -0.00130813+0.00115577j -0.0013333-0.0019143j 0.00183977-0.00226146j -0.00042292+0.00173502j -0.000683391-0.00368167j -0.00349434-0.00571894j 0.0011992-0.000189474j -0.000569114-0.00269753j -0.000598182+0.000388773j 0.000164931-0.000548084j -0.00290988-0.00287876j 0.000595326-0.00261774j -0.00163192-0.00212543j -0.00200241-0.000741371j -0.00416744+0.000645806j -0.00105372+0.00114468j -0.00110199-0.00417462j 0.000918882-0.00136992j 4.05396e-05-0.00137193j -0.00366818-0.0017709j 5.64458e-05-0.00287781j 0.00441791+0.00279564j -0.00181224-0.0035835j 0.00413102-0.000254339j 0.00187171-0.00246112j -0.00200118-0.00219906j 0.000599819+0.00141175j 0.000947383-0.00232942j -0.00238604+0.00178085j 0.00460394+0.00801742j 0.000108664+0.00285365j 0.00367486+0.00272099j -0.00405813-0.00247709j 0.000713323-0.00607603j 0.00704758-0.00634177j -0.00429598-0.0100734j -0.00671024+0.00136214j -0.00528979-0.01449j -0.00866227-0.00857226j -0.00669142+0.00420461j 0.000130119+0.00271095j 0.00960944+0.00388315j 0.0032052-0.00211437j 0.0053222+0.0023242j -0.0110848-0.00101287j 0.00775226+0.00341064j 0.075423-0.00319179j 0.0170087+0.0517706j 
0.00323395+0.00354081j 0.00647167-0.00145919j -0.000613725-8.94142e-05j -0.00258813-0.00248404j 0.00376371+0.00310404j 0.00601683+0.00292483j -0.00342012-0.00222278j -0.0104642-0.0020746j 0.00776565-0.00193337j 0.00393071-0.000790357j 0.00378419+0.000366639j -0.000923432+0.000394752j -0.00150428-0.00737811j 0.00475722-0.00349942j 0.0069521+0.00459565j 0.00295897+0.00378364j -0.00604663-0.00473968j -0.002724+0.000614128j -0.00665072-0.000261863j 0.00368577-0.00433696j -0.00476522+0.00071881j -0.00441897-0.00246969j -0.00155398+0.00295275j -0.00400946-0.00123849j 0.00111977-0.00177893j 0.0124645+0.00806543j -0.00205544-0.00169042j -0.000312399+0.00324217j 0.00235791+0.00492873j -0.00403844+0.000189124j 0.00452844+0.0051698j -0.00669019-0.00729865j -0.00198472+0.000815926j -0.00567293+0.00308059j 0.00375584-0.000901897j -0.00353207-0.00997399j 0.00875018+0.0159052j -0.00362435-0.00713639j 0.00296194-0.00102282j -0.00955513-0.00261211j -0.00742636-0.00608539j -0.001313+0.00196024j -0.00607523-0.00412749j 0.0113044+0.0150246j 0.00273551-0.0082069j 0.0013248-0.0077179j -0.0194673-0.0150097j 0.00481089+0.00106474j 0.00252922-0.00171383j -0.0127482-0.0023166j 0.00695973-0.013382j 0.00555031-0.00311674j -0.00860367-0.0193331j -0.00474107+0.0154303j 0.0133251+0.0109812j -0.0430664-0.023881j 0.0232116-0.0248421j 0.00486226+0.00735641j 0.0258189+0.00822514j -0.0167945-0.00217597j -0.0118384+0.0106714j 0.00790541+0.00136408j 0.0480489-0.018535j -0.0262672-0.0103547j -0.000846386-0.00403479j 0.0408067-0.00855622j 0.0245037-0.00745529j 0.000910789-0.0048786j 0.0148703+0.00470372j 
0.00438724-0.00213761j -0.0034788-0.00264252j -0.00216556+0.0038172j 0.00516466+3.94444e-05j 0.000686331-0.000644701j -1.23925e-05-0.00240104j 0.00472136-0.00237473j 0.00103619+0.00363817j 0.00672106+2.53793e-05j -0.000168221-0.000497023j 0.00200029+0.00396059j 0.00282571+0.00223259j -0.00266081-0.00408694j 0.00241811-0.000260725j 0.00549143+0.00388293j 0.00273863+0.00208101j 0.00155875+0.00123071j 0.000582318-0.000333668j 0.00473193+0.00187069j 0.00367822-0.00137159j -0.00115501+0.000815134j -0.00477548+0.00229686j 0.00173773+0.00514754j 0.000117705+0.00128322j -0.00174019-0.00725208j -0.00710559+0.000504091j 0.00311882+0.00461021j -0.00396381+0.000821975j -0.00376359+0.00694758j 0.00714619-0.00125079j 0.000209612+0.0154371j 0.00533644-0.00659267j -0.00798289-0.000119463j -0.00237397+0.00111826j 0.00103586-0.000971112j 0.0121596+0.00633344j -0.00959333+0.00426598j 0.00694475-0.00655019j -0.00126941-0.000347582j 0.00901077-0.00379828j -0.002884+0.00507207j 0.00260364-0.00530496j 0.000596602-0.00769595j -0.0181358-0.00345616j 0.0187551+0.000666087j -0.00502557+0.00197618j -0.00174771-0.0281542j 0.0161894+0.0223217j -0.0126385-0.00757056j 0.00163818+0.00832922j 0.000441837+0.0137836j -0.0140925-0.00538413j -0.00287525-0.0221319j 0.0155197+0.00860827j 0.00978176-0.0139639j -0.0100907+0.0204788j -0.0284365-0.00415661j 0.0523019+0.00538718j 0.0347889-0.0114342j -0.0388568+0.0031428j 0.0191488-0.00316291j -0.047114+0.012208j 0.0452598+0.0183238j 0.0416377-0.00491821j -0.0295116+0.00126996j 0.00876257-0.0125807j -0.0274044+0.00267855j -0.00305257-0.000832195j -0.00020685-0.000987119j 
-0.00503449+0.00210334j 0.0036548+0.00206288j 0.00129328-0.00532488j -0.00468865-0.00239865j -0.00591761+0.000960277j -0.00748683-0.000815596j 0.0017723+0.00227151j 0.00399584+0.000708702j -0.00211933-0.00022834j 0.00062035-0.00190671j 0.00117042-0.00319661j -0.005783-0.000394343j 0.00373645+0.00145957j -0.00542777+4.45584e-05j 0.00230761-0.00408599j -0.00342414-0.0043856j 0.00951515+0.003872j 0.00475713-0.00299067j -0.00115572+0.00186829j -0.00582635+0.00725307j 0.00171639+0.00215751j -0.00246797-0.00168117j 0.00292851-0.000202669j 0.00291556-0.00406272j 0.00218347+0.00554666j -0.000553788+0.00260142j -0.00350856-0.00620048j 0.00179688-0.00376454j 0.00264764-0.00124047j -0.00192033+0.00469334j 0.000233152-0.000734112j -0.00136367+0.0119385j -0.0021293+0.000973286j -0.00232678+0.00128296j 0.00265975-0.00624159j 0.00597188+0.00180407j -0.00222647+0.00484485j 0.00356494-0.00568384j 0.00192902+0.00206667j 0.0103483+0.0165421j 0.00742181-0.00266857j 0.00698257+0.00490435j -0.00597609-0.00102426j 0.00765843+0.00655707j 0.00583969-0.0155061j -0.00499568+0.00205964j 0.0100086-0.0398675j -0.00157593-0.00760141j -0.0124268+0.0101187j -0.0135381+0.0119132j -0.0200078-0.00768317j -0.0141065+0.0253705j -0.00853737-0.00446983j 0.0037986-0.045398j 0.00759704-0.0014683j 0.0151213+0.001037j 0.00272115-0.000454183j 0.0355029+0.00597467j -0.0108166+0.0127314j -0.0303533-0.0167407j -0.0395506+0.0133733j -0.00876023-0.00679719j 0.00468237-0.0160899j -0.0465667+0.00232241j -0.0153397+0.00289155j -0.0181455-0.00043198j -0.00483965-0.00653933j 0.00706-0.00149101j -0.00207749+0.00249643j 
-0.000681746-0.000956848j -0.00206967+0.000518201j 0.000782975+0.00285472j 0.00477009+0.00064173j 0.000713646-0.00162551j 0.00499859-0.000420275j 0.0042734+0.00175562j 0.000511412+0.00592518j -0.00172799+0.000314694j 0.000303346+0.00119024j -0.0031739+0.000948525j 0.00126284+0.00111858j -0.00846514-0.00356604j 0.00253898-0.00239295j -0.00369754+0.00202261j -0.00431223-0.000470843j -0.00601201-0.00388901j -0.0108261-0.000190325j -0.000386868+0.00676207j 0.0123606-0.0028079j -0.00999765-0.00258115j -0.00740374-0.00699971j -0.000153118+0.00167227j 0.00383066-0.00195045j 0.00271774-0.00281966j -0.00796438+0.00593353j 0.00951231+0.00564153j 0.00231282+0.00513431j -0.00472316-0.00170105j 0.00131619-0.000775817j 1.17039e-05+0.000216762j 0.0115106+0.00622518j 0.00631959+0.00371956j -0.00324495-0.00195055j -0.00366279-0.00970428j -0.0057305-0.000690988j -0.011257+0.00591851j -0.00370223-0.0169325j 0.00934108-0.000356986j 0.0130245+0.00830531j -0.00740545-0.00269j 0.00106685+0.00267634j -0.00315056+0.0118184j 0.0152202+0.0227721j -0.0013239-0.00209776j 0.0101658-0.0121613j -0.0214051+0.0116797j -0.00180053-0.00468311j -0.0124545+0.0059972j -0.00746923-0.0198916j -0.0161042-0.0220058j -0.0114146-0.0157881j 0.0225469+0.00211052j 0.00815697+0.00421309j -0.0123076-0.00458126j -0.0165717+0.00143044j 0.0181701+0.00124113j 0.0125332+0.00286252j -0.0363688-0.00604436j -0.00953704-0.0070333j -0.0428797+0.00702468j 0.0110935-0.00227973j -0.0281949+0.000872403j 0.02959-0.00428385j 0.0286383+0.000912772j 0.00458989-0.00666646j -0.0270163-0.00165518j 0.00120229+0.00346008j -0.00578174+0.00109835j 
-0.000593152+0.00117591j 0.00412179+0.000935527j -0.000685348-0.00110146j 0.0014096-0.00175644j -0.0118308-7.1687e-06j 0.00160997+0.000312527j -0.000496327-0.0024331j 0.0105832+0.002243j 0.00630972-0.00274914j 0.00432806-0.00177943j 0.00948663+0.00225685j 0.00162118-0.000235448j 0.000225358-9.23309e-05j -0.00632054-0.00509801j 0.00754329-0.000562444j -0.0145182-0.00111626j 0.00702975+0.00278663j -6.58399e-05-0.00172222j 0.00574943+0.00710338j -0.00459205-0.00619094j 0.0102068-0.00412491j -0.000799117+0.00305972j 0.00263289+0.000463602j 0.00426774-0.00681404j -0.00511602-0.00243816j -0.00724217-0.00875803j -0.0112985+0.00587255j -0.00312916+0.00225029j -0.00579734-0.00528198j -0.00872859-0.00203471j -0.0034962+0.00604248j -0.00496964-0.0115665j 0.00262155+0.00164343j 0.0104739-0.0025648j 0.0239566-0.0108897j 0.001979+0.0080765j 0.000715538-0.0111756j -0.00286633-0.0163089j 0.0108678-0.0101426j -0.0122749+0.00890596j -0.00259922+0.00134122j -0.0130225-0.00878957j 0.00664964-0.0137775j 0.0120006+0.0140152j -0.00293002+0.0324109j -0.00668349+0.00782501j -0.0148849+0.0169293j 0.0300078+0.00270766j -0.00160808+0.0180697j 0.013161+0.00371052j -0.0221675-0.00125381j -0.0274237-0.00386404j 0.013935+0.0101226j -0.0379705+0.00861075j -0.00492167+0.012102j -0.0257614-0.0218448j -0.0231063+0.00548339j -0.00820669-0.0180059j 0.0264683-0.0056614j 0.00986833+0.00828311j -0.00776485-0.00448376j 0.0321837-0.0034777j 0.0242317-0.00498968j 0.0393786-0.00477027j 0.0165154+0.00447088j -0.0176727-0.00429621j -0.00344583-0.000969503j 0.0063175-0.00119867j 0.00372183+0.00120106j 
0.00265828-0.00164734j -0.00020204-0.000787942j -0.00736325-0.000882295j -0.000510142+0.000803883j -0.00718525-0.000308635j 0.000729145+0.00345063j -0.0013431+0.0019177j -6.01457e-05+0.00193816j 0.00702315-0.000495368j -0.000326594-0.0023234j 0.00222885-0.00363975j -0.00542221+4.11321e-05j 0.0020153-0.00453253j -0.0107208+0.000640251j 0.00683481+0.00179028j -0.00236549+0.00200675j 0.00298749-0.00253942j 0.00173372-0.00264014j 0.00630735-0.00455262j -0.0114192-0.000300565j 0.000143486-0.00411065j 0.00273529-0.00191759j 0.00463413+0.00209079j -0.000397625+0.00463884j -0.00488438+0.00703472j -0.00312696+0.00143794j -0.0104496-0.000473901j -0.00464884+0.0127196j -0.000274118+0.00640285j -0.00107591+0.00312866j 0.00126362-0.00251862j -0.00611609-0.00595206j -0.00683428+0.010336j -0.00649447+0.00219907j -0.00016668-0.00979317j -0.0125397-0.00127818j 0.00804373-0.0040543j -0.00922289+0.0135601j 0.00126094+0.0114186j -0.00156127-0.0107838j 0.0187461+0.0234515j -0.00326537-0.00142441j -0.000794153-0.0133293j 0.00431774+0.000143697j -0.00153364-0.00335841j -0.00966677+0.0443173j -0.0104389+0.0206031j 0.00817115-0.000743465j -0.0320087+0.0255678j 0.0143016+0.00887932j 0.00663595-0.00831576j 0.0127627+0.0201091j 0.024852+0.0320718j 0.0123989-0.012552j 0.0482773-0.0114068j 0.0316682+0.000360439j 0.0109409+0.000976009j 0.0467996+0.000501812j 0.0152978+0.00739844j -0.0302959+0.000966845j 0.0160438+0.00164253j 0.00896657-0.00245631j 0.0208543+0.00333225j 0.0191616+0.00442677j 0.0127091-0.0120834j 0.00397258+0.000184931j 0.000207103-0.00610778j -0.00446959-0.000447547j -5.6632e-05-0.00400794j 
-0.00102224-0.00177221j -0.00111361-0.00127193j 0.0056139-0.000564401j 2.5436e-05+0.00202579j -0.000233404-0.00371714j -0.0108516+0.00190021j -0.00693218-0.000626427j 0.000456707+0.00293897j 0.00104665-0.000692569j -0.00772695-0.00483351j 0.00178367-0.00256402j -0.00917059-0.00267698j -0.000593577-0.00488699j 0.000647395+0.00325979j -0.0133165-0.00486434j -0.00460231+0.00186082j 0.000122647+0.00438726j 0.000837815+0.000946492j -0.011496-0.00609075j -0.00947841-0.000458878j 0.000173776-0.000996203j 0.00299309-0.00616569j -0.0076292+0.00159407j -0.00477785-0.00230022j 0.00166817+0.00907469j 0.00813098-0.000923717j -0.000836498+0.00391745j 0.00930591+0.00870418j 0.000192624+0.00169382j -0.00869897+0.00571258j -0.00565765+0.00701231j 0.000913971-0.00309772j 0.0133287-0.00300372j 0.00461377+0.00304441j -0.00385437-0.0128152j -0.013019-0.0022623j 0.0190032+0.00511877j 0.000117004+0.0048092j 0.00278415-0.00113055j -0.0139567+0.0121355j -0.0146074-0.00895273j 0.00838107+0.0023912j -0.00219999+0.0070128j 0.00773006-0.0166053j -0.0147467+0.0267402j 0.000941517+0.0096163j 0.00386738-0.0174807j -0.0016757+0.0185192j 0.00795731-0.00695081j -0.00601269+0.0361829j 0.0405166+0.00296885j -0.00463439-0.0148284j -0.0124601+0.0215405j -0.0234383-0.0188551j -0.00242047-0.00437519j -0.0176421+0.0142288j 0.0224646+0.012462j -0.0326205-0.0119977j 0.0141006-0.0095239j 0.00376579+0.004554j 0.0131232+0.00108036j -0.016465-0.00706136j 0.0270349-0.001202j -0.0265292-0.000343244j 0.0489928-0.00565185j 0.00581114+0.00118045j -0.01697+0.000236585j 0.000947393-0.000871599j -0.00267079-0.0010198j 
-0.00271609+0.00230726j 0.00369046+0.000235166j 0.00908147-0.00154191j -0.005237+0.000209933j 0.00938231-0.0018095j -0.00407921-0.00130749j -0.00797783+0.00135854j -0.00572313-0.000269382j -0.0126893+0.00262454j -0.00876437+0.000278547j 0.0103785+0.00560484j 0.00475194-0.00258511j -0.00411658+0.00281135j -0.00291615-0.00375607j -0.0021637+0.000673884j 0.00835977+0.0104886j -0.00439713-0.00412188j 0.0124987+0.00409481j -0.00362818-0.0100024j 0.0137374+0.0187711j 0.00166948+0.00126323j -0.00752212-0.000799338j -0.00334176-0.00625953j 0.000611006-0.00598637j -0.00824857+0.00220519j 0.00376082+0.00413944j 0.0108872+0.00892998j 0.00610997+0.00668431j -0.000234201-0.00265324j 0.0189091+0.00544599j -0.013451-0.00820013j 0.00681356+0.00595087j -0.000105796-0.00808545j 0.0100437+0.00304523j 0.00378551-0.00659695j -8.80761e-05+0.0139553j 0.00212482+0.00054793j 0.0176058+0.00550335j 0.0121184+0.017812j 0.0051719-0.0221677j 0.0132921+0.00909444j -0.0151841-0.00535225j -0.0205929+0.00809368j -0.00176666-0.0417486j -0.00257132-0.00720826j -0.00321053-0.00781549j -0.00866112+0.0241088j 0.0187935+8.85095e-06j -0.00684752-0.00404098j -0.00684573+0.0132087j 0.0193021+0.0084975j -0.00392608+0.011187j 0.0202481+0.00958243j 0.00253892-0.012162j 0.017054-0.00800685j 0.0236036-0.0012093j -0.0326219+0.00284275j 0.00678566+0.00747058j 0.0122171+0.00756307j 0.0142139-0.00400157j 0.0399509-0.00931466j 0.0176971-0.000711939j -0.0118905+0.005765j 0.0132268-0.00384326j -0.0097565-0.00378738j 0.00351002+0.0126912j 0.0029221+0.00276475j 0.000659225-0.00268j 0.000378291+0.00167005j 
-0.00187945+0.000941332j 0.00103199+0.000901143j 0.00513851-0.000453106j -0.00165866-0.000437884j 0.00225253+0.000514671j -0.000896916+0.00477028j -0.00907937-0.000574677j -0.00333171-0.00237328j -0.00580581-0.000757698j -0.000994508+0.00293787j -0.000669997-0.000201736j -0.00133128+0.00133704j 0.00638187+0.00438858j 0.00924654-0.00134378j -0.0106179-0.00265671j -5.52992e-05-0.000821706j -0.0058601-0.0017986j -0.00223668+0.00381318j -0.00994558-0.000911364j 0.00229468-0.00631918j -0.00221785-0.00324736j 0.0141322+0.00425523j -0.00881598+0.00195158j -0.00413729-0.00540886j 0.00487855+0.00709439j 0.0123698-0.00133199j 0.0088222-0.0035433j -0.00329898+0.00684282j 0.000556735-0.00949657j -0.00875248-0.00514569j -7.63412e-05+0.00407173j -0.000672359-0.00535549j 0.0150754+0.010337j 0.00556162+0.00764453j 0.00220604+0.0135004j 0.00481444-0.014959j -0.00534356-0.00367654j -0.00494678-0.00742303j 0.0121346+0.0120386j -0.0116731-0.00205627j -0.00106569-0.0250625j 0.0271624-0.00931326j 0.00317624-0.0158891j 0.0059748-0.00618466j 0.0106421+0.0173646j -0.000925306-0.0294973j -0.0416295+0.00693043j 0.0060847-0.00559899j 0.030978-0.0115033j 0.0140513-0.00557643j 0.0242174-0.00586852j -0.0116816-0.00594432j 0.054093+0.0102593j 0.0586961+0.00869471j 0.0172338+0.0132156j 0.0043999-0.00644896j -0.00459318+0.000821945j 0.0450346-0.00132819j 0.0263854-0.0019816j -0.0293064-0.00373858j 0.0286018+0.0016125j -0.00890707-7.74259e-05j 0.0189668-0.00958818j 0.019878+0.00249624j 0.0126722+0.00382254j 0.000753611+0.00149507j 0.0059896+0.00244365j 0.00107048-0.000679139j 0.00261929+0.00147131j 
0.00392972+0.000466476j 0.00112734-0.00254345j 0.00244313-0.00224472j 0.000262595-0.000132418j -0.00372487-0.00274027j 0.00702627+0.00188635j -0.00323197+0.003293j 0.00592031+0.00586567j 0.00435458+0.000795942j -0.0107958+1.33309e-06j 0.00706379+0.0019794j 0.0116401-0.00310361j -0.00333493-0.0020531j -0.00607604-0.000283418j -0.00483858-0.00700499j 0.00419907-0.00500334j -0.000533213-0.000862828j -0.00169053-0.00563278j 0.00626085-0.00322883j 0.00639919-0.00131729j 0.00700281+0.00417048j 0.00815483+0.00220865j -0.00446744-0.00477605j 0.00207227+0.00550552j -0.0128742-0.0125421j -0.0148677-0.00724857j 0.00598548-0.00459556j -0.00516339-0.00427555j 0.00643077+0.00639471j 0.00899501+0.0101275j -0.00110828+0.00261273j 0.00647912-0.00974358j -0.00993894-0.00785782j 0.00520487+0.00202482j -0.0051617+0.013542j -0.00609982+0.0177988j -0.000795937-0.000764183j -0.00449302-0.00676775j -0.00897973-0.0121667j 0.0149441+0.00150211j 0.000433609-0.00942745j 0.00587031+0.0224848j -0.0076361-0.00446493j -0.0116055+0.0113204j -0.00498918-0.0129621j -0.0200848-0.00545308j 0.00856747+0.00496752j 0.00958031-0.0160529j 0.0479563+0.00412077j 0.00518188-0.0214537j -0.00283137-0.008046j 0.0175372+0.0153229j 0.00778036+0.0100559j 0.033221-0.000480176j -0.00616331-0.00468245j 0.0182735+0.00805633j 0.0291794-0.0103034j 0.00248869+0.00621744j -0.0265444+0.00290023j -0.0258122+0.00189641j -0.010336+0.0122414j 0.00231815-0.00502317j -0.0301419+0.00396497j 0.0117731+0.00424373j -3.61859e-05+0.00216721j 0.00156944+5.17172e-05j -0.0118491-0.00525692j -0.00155276-0.00200845j 0.00174964-0.00214274j 
0.00204565-0.00253953j -0.00525585-0.00177344j -0.00177492+0.00188443j 0.00543573+0.000777342j -0.000725321+0.000208191j -0.00652651-0.00538698j 0.0100097+0.000610273j 0.00891012+0.000419266j -0.000414141+0.00186643j -0.000408444+0.00164916j 0.00377544+0.00422946j -0.00417412-0.000383957j 0.00611663+0.00187839j -0.00518477-0.000794506j 0.00501893+0.00190563j -0.00778552+0.000924157j 0.00426036-0.00120018j 0.00197637-0.00183121j 0.00715756-4.36437e-05j -0.00987392+0.00652158j 0.00181825-0.000842555j -0.00102963+0.000661651j 0.0127918+0.000726986j 0.00219883-0.00183763j -0.00418207-0.00129799j -0.00674933-0.00431276j -0.0118537+0.0019033j 0.00227376+0.000877289j -0.000860153-0.00090955j -0.00235795-0.00175859j 0.00558041-0.00434659j -0.00846969-6.53233e-05j 0.000436078-0.0041435j -0.00316779-0.00386733j -0.0121799-0.00475491j -0.000936943+0.00120797j 0.00775803-0.00127213j -0.0159938-0.00497884j 0.00316369-0.00620227j -0.0052524-0.0112735j 0.00413163-0.0294134j -0.0155503-0.036855j 0.000418413+0.0279989j 0.00673409+0.00558865j -0.0134996-0.015545j 0.00763353-0.0151486j -0.00817015-0.00857676j 0.0069923-0.0255579j -0.0396768-0.000213767j 0.00679131+0.00372187j -0.0196649+0.0233834j 0.0233795-0.0179828j 0.0370265-0.00382545j 0.00334419-0.00294113j 0.023899+0.0168262j -0.00785428+0.0230968j 0.0113059+0.00814624j -0.00254694-0.00230842j 0.00262063-0.0147096j 0.0105902+0.00703239j -0.0234236-0.0117684j 0.0256037-0.00435918j 0.00622707+0.00449794j -0.00715705+0.00956308j -0.00995012-0.00471163j -0.00383478+0.000854854j 0.00019639+0.00126544j -0.00370387-0.000260111j -0.00102211-0.00217409j 
0.002649-0.00161531j -0.00366307-0.00177054j -0.000800377+0.00142744j 0.00325636+0.00117044j 0.00207059+8.63636e-05j 0.00103793+0.000997594j 8.2205e-05+0.00305713j 0.000453819+0.000691548j -0.00282622+0.00266981j -0.00298111+0.0034099j 0.00222708+0.000259681j 0.000343649+0.00104352j 0.00668451-0.000588516j -0.00314734-0.00080991j -0.00373343+0.000992493j 0.00585479+0.000311153j -0.00330609-0.00437889j -0.00119323-0.00206792j 0.00442451-0.00246748j 0.00038162+0.00367944j -0.00723163+0.000300387j 0.0157744+0.00372129j 0.000560326+0.000924326j -0.00269645+0.000545491j 0.00069019+0.00116336j -0.00652866-0.00126768j 0.00780722-0.00884293j -0.00698884+0.00558195j 0.00308502-0.00249829j 0.00623936+0.00712463j 0.00522047-0.000194793j -0.0117206-0.00510947j -0.00493864+0.0119453j -0.0186638+0.0176916j -0.0163634+0.00815116j 0.00743983-0.00262363j -0.0163847+0.00925528j -0.0128315-0.0211853j -0.00675607+0.0347664j -0.00325445-0.00900407j 0.0246104-0.000615198j 0.00189709+0.0106128j -0.0243702-0.00236366j -0.00766072-0.0210313j 0.013417-0.00505796j 0.010243-0.00303244j -0.0173837-0.00750628j -0.0340069-0.00237526j -0.00396126-0.0168597j -0.0325227-0.012425j -0.0127883-0.00244271j -0.075842-0.00256694j -0.0119416-0.00837134j -0.0398581-0.00873238j -0.00942563-0.00101288j -0.00928532+0.0113464j -0.00429272-3.2333e-05j 0.020169-0.00625742j 0.00240001-0.00985315j -0.0238282+0.00509162j -0.00566623-0.00526057j 2.30537e-05-0.0023327j -0.0110109-0.00272928j 0.0121416+0.00801249j -0.00506451-0.00369539j 0.00460487+0.000581546j -0.000146707-0.00114328j -0.0055608-0.000454133j -0.000418158-0.00246677j 
0.00162761+0.000525908j 0.00349622-0.00181493j -0.00229045+0.00487474j 0.00146235+0.00319291j 0.00744534-0.000235948j 0.00169328+0.00138518j -0.00657764-0.002986j -0.0111916+0.000647503j 0.00161628-0.000283005j 0.0127748-0.00123255j 0.00728868-0.00147854j -0.000857953+0.00118334j -0.00141494-0.00708055j -0.000504495-0.00448611j 0.00668243+0.00936348j 0.0069377+0.00675751j -0.00212504-0.00425807j 0.00407412-0.00140931j -0.00446391-0.0100199j 0.00759557+0.00208957j -0.00146394+0.00609092j 0.000861746+0.00126543j -0.0136791+0.00225392j -0.00471905+0.00390628j 0.0105759-0.00151917j 0.0124389+0.0134606j -0.0128286-1.39905e-05j -0.0178033-0.00487781j -0.00706394+0.00251424j 0.0066399+0.0027126j -0.0177127+0.00137331j 0.00893433-0.0130159j -0.0196001-0.0111716j -0.00378529-0.00700941j -0.00405046-0.00147187j 0.00175873+0.00519733j 0.00241083+0.00822736j 0.0122021+0.00238163j -0.000578684+0.010743j -0.00378911+0.0332673j 0.0132922-0.00571051j -0.0029944-0.0218861j -0.0044332+0.00721328j 0.00584137-0.00179909j 0.0194939-0.0216216j -0.025358-0.0145843j 0.0133148+0.000999492j 0.000943722-0.0121891j 0.0220281+0.00305817j 0.00927781+0.000485023j -0.00775573+0.0102273j 0.0186534-0.0130739j -0.015298+0.0109889j 0.015678+0.00333506j 0.00030258-0.00538145j 0.0255173+0.00765116j 0.0169657-0.00596683j 0.00281974+0.00188902j -0.0305539+0.000883079j -0.00631778+0.00784279j -0.00195393-0.00236065j -0.0252271+0.00880395j -0.0084356+0.00561645j 0.0100469+0.00182674j 0.0176307-0.0065003j 0.0129179+0.00265j 0.00164295+0.000989795j -0.00205642-0.00182433j 0.00200739+0.000577518j 
0.000117717+0.00133431j 0.00429962-0.000803851j 0.00602942-0.00081178j -0.00631415-0.00109523j 0.00595868+0.00145177j 0.000627261+0.00288139j -0.0107769-0.000149934j -0.00409656+0.000432396j -0.00139062-0.000766279j -0.00586621-0.00108982j 0.0101269-0.00135863j 0.0056585+0.00107091j 0.0061563-0.0051837j -0.0074185-0.00185225j 0.00423919-0.00310592j 0.011324-0.000315202j -0.0044762-0.0016759j 0.00926361-0.000588666j 0.00164927-0.00528838j 0.00310197+0.00341244j 0.00162541+0.00137323j 0.0120255+0.00192324j 0.00458773-0.000338346j 0.000900648+0.00868433j -0.00318443+0.00316013j -0.00281447+0.00645928j 0.00395026+0.00555657j -0.00803596+0.00379757j 0.0056992+0.00294251j 0.0104461-0.00255069j 0.00383028+0.00150192j 0.00167186+0.0035048j -0.00919558+0.00532688j -0.00648137+0.0054242j -0.00393229-0.00187136j -0.00812812+0.00152539j -0.0090859-0.0229837j -0.00216178+0.0268478j -0.0119832-0.0245505j 0.00302927-0.0312835j 0.0172518-0.045945j -0.0265553-0.00748129j 0.00948252-0.0193407j -0.0127665-0.0139963j 0.0133956-0.00378614j 0.00784373-0.0163326j 0.000717969+0.00677889j -0.00953106+0.0146406j -0.0385886-0.0188656j -0.0286462+0.00579653j -0.0342761-0.0193875j 0.0256312-0.000978035j -0.00391931-0.00171978j -0.00647594-0.0036474j -0.0163977-0.00260101j -0.00174507+0.00282816j -0.000881122-0.00753922j -0.00325636+0.00545546j -0.00608298+0.00248507j -0.000292334-0.00503782j -0.0031721+0.00542952j -0.00484023+0.0132853j -0.0154358-0.00239539j 0.00282705-0.00290743j 0.0121172-0.00259329j 0.000911879+0.00149179j -0.00677853+0.000890617j 0.00150354-0.00184184j 0.00186387+0.000968944j 
