0.133953+6.93889e-18j 0.0445144+0.035444j -0.0426103-0.0781845j 0.0136992+0.0345947j 0.0283565+0.0378325j -0.00250812-0.0156521j 0.0158179+0.0254023j -0.000710558-0.0273338j -0.000924692+0.00701345j -0.0589908+0.0667617j -0.0265622-0.0513864j 0.0528256+0.00342665j -0.0632411-0.0471861j -0.0548204+0.0635906j 0.00274445+0.0566437j -0.0241245-0.0331411j 0.0132061+0.00308399j 0.00241265-0.0184974j 0.0208284+0.0356891j -0.00456479+0.0600378j 0.0371814+0.0313193j -0.00731642+0.00783676j 0.0128965-0.0368074j -0.0027062-0.0158977j 0.0234271-0.0206389j 0.00680165+0.028059j -0.0350254+0.0885015j -0.0367574+0.0518177j 0.000853774-0.00584632j 0.0122571-0.0223354j 0.00996313-0.00427732j -0.0152209-0.039351j -0.021371+8.26317e-05j 0.0331852+0.0191175j 0.00433521+0.0294683j -0.0372194+0.0128967j 0.0436847+0.0278957j 0.0162252+0.133267j 0.0101171-0.051842j 0.0867027-0.0509661j -0.0315946+0.0144807j 0.00589935-0.0887323j 0.0710075+0.119983j 0.000584563+0.0954864j 0.12701-0.033203j 0.085882+0.0572143j 0.0708036+0.103466j -0.0353101-0.041459j 0.0333314-0.0150488j -0.045942+0.0228393j -0.0444688-0.0592616j -0.00878709-0.012251j 0.0161323+0.0305891j 0.0362226+0.0268064j 0.0384075+0.0519611j -0.00636159-0.106951j -0.0906036-0.158176j -0.0139807+0.0171991j 0.0960032+0.0789588j 0.165+0.016384j 0.0152025-0.0872516j -0.107088+0.259183j -0.0830386-0.00969146j 0.0341977-0.0571535j -0.0347418+0.0448807j -0.077465-0.0493885j -0.14694-0.0863521j 0.152521+0.00794657j -0.0675228-0.0591587j 
0.0528256-0.00342665j -0.0482345-0.0710799j -0.0156705+0.0269076j 0.0748579+0.24826j -0.16054-0.0634161j -0.0166541+0.103995j 0.0815543-0.101832j 0.0347405+0.00316374j -0.14475+0.0646825j 0.0795985-0.149299j 0.0893801+0.17564j -0.166039-4.88498e-15j 0.00102104+0.105988j 0.0684798-0.025226j 0.0313168-0.0267501j 0.00421+0.0914965j 0.0424665+0.00759638j 0.104204-0.0255751j 0.00713232-0.0690858j -0.0392612-0.0758946j -0.020932+0.0710419j -0.0369265+0.00479491j 0.00331752+0.00892062j 0.0408506-0.0871787j 0.0214+0.0224771j 0.0306127-0.0466796j -0.0613115-0.029996j 0.0647068+0.0349847j -0.0334632+0.0360049j 0.0677707+0.0237769j -0.0530315+0.0584629j 0.0586601+0.0975999j 0.0541141-0.0820325j -0.0178941-0.0552356j 0.00532346+0.119963j 0.0170644-0.0926681j -0.0454822+0.0440832j -0.00359561+0.00884677j 0.0293419-0.0281781j -0.0354278+0.0125224j -0.0329525+0.0710774j -0.00375775+0.0556003j 0.125109-0.051667j -0.0664168-0.100797j -0.0185471+0.0460686j -0.0939137+0.00685353j -0.000252342+0.0429143j 0.0317296+0.0243133j -0.0330311-0.00763163j 0.000632971+0.0170205j -0.0233107-0.0268387j -0.0173424-0.143722j 0.021264-0.113619j 0.0372967+5.17462e-05j 0.0609691-0.0802121j -0.0602951+0.0751971j -0.0495744+0.0547007j -0.0137726+0.00299433j -0.00155559+0.0234475j 0.0366265+0.0178394j -0.0552683+0.0540807j 0.0406204+0.10748j -0.0329999-0.0641457j 0.0135333-0.0186954j 0.00368565-0.00723981j -0.00950602-0.00515984j -0.066212-0.0165169j -0.0298658-0.000527147j -0.030243-0.0158819j 
-0.0632411+0.0471861j -0.0142968+0.0413226j 0.0415819+0.116323j -0.00803371-0.0927684j 0.0274862-0.0740703j -0.0483196-0.093064j 0.0606507-0.0526505j 0.0744586+0.106299j -0.0035314-0.0386446j -0.0715575-0.0285443j -0.140697+0.117446j 0.00102104-0.105988j -0.042358-8.8124e-16j -0.0158239+0.0645442j 0.0274437-0.00617725j 0.0401695-0.177791j -0.029243+0.00463802j 0.00262704+0.0105856j 3.24448e-05+0.0166575j 0.0800612-0.0552679j -0.00323607+0.071848j -0.0930269+0.0573925j -0.00883913+0.00613854j -0.00674656-0.0375438j 0.0466548-0.132038j -0.0137466-0.0640583j 0.035458+0.058965j 0.064478+0.0162063j -0.0651778+0.0859878j 0.0793653-0.0790875j 0.0293915+0.0200694j 0.0290317+0.0207981j 0.0249511+0.0286023j -0.106223-0.00214418j 0.0798869+0.0313627j 0.0834173-0.0890576j -0.0566284+0.0923686j 0.0125162+0.0532161j 0.0116441+0.106181j -0.0556243+0.079135j 0.0524272-0.136486j -0.0556121+0.0443781j -0.0637739+0.00496503j -0.00127672-0.0580186j 0.0669013-0.0295588j -0.00979315+0.0975777j 0.0069513+0.0700577j -0.0495832+0.00703129j 0.0309359-0.0315328j 0.0283848-0.0817953j 0.0126495-0.00894447j -0.0358218+0.0297147j -0.0759171+0.0081361j 0.0119368+0.0144192j 0.0543812+0.108077j 0.0309923+0.0130606j -0.0254266-0.00279999j -0.0107868+0.0384998j -0.0192485-0.0272575j -0.0235313+0.0578313j -0.0196291-0.000379096j -0.0499158-0.104047j 0.0291498-0.0437114j 0.00867538+0.00612561j 0.0287064-0.00709766j 0.0224585+0.0317826j -0.0275238+0.0548888j 0.0734648+0.0366441j -0.0107864+0.102612j 
-0.0548204-0.0635906j -0.03624-0.0572534j -0.114889-0.170817j -0.00229425+0.00286098j 0.00736374-0.0524452j -0.00363162-0.0169932j 0.0247981+0.00466455j -0.156279-0.0990204j -0.045183-0.1995j -0.0777713+0.11525j -0.0105707-0.0980382j 0.0684798+0.025226j -0.0158239-0.0645442j -0.0805598-8.32667e-17j -0.0840877-0.0649119j 0.0306927+0.0761585j 0.00952647+0.0457111j -0.0039421+0.00343103j -0.00364416-0.0348454j -0.0155459+0.139163j -0.0410738-0.0487987j -0.0845648-0.0255206j 0.0384647+0.130446j 0.0423491-0.0165315j 0.105832+0.0887699j 0.139749+0.0517193j 0.0105311-0.0787005j -0.00905915-0.0812386j 0.122169+0.0593171j 0.0305008+0.168114j 0.0105673+0.094972j 0.0205174-0.0165996j 0.0197796-0.00968959j -0.000369727-0.0622293j 0.0904842-0.109082j -0.0195301+0.0380644j 0.0481081-0.00683964j 0.0640447+0.0072464j 0.0149462-0.0597607j 0.00972186-0.0990428j -0.0154448-0.00348289j -0.0164055-0.0106925j -0.0285856-0.0134895j 0.0595131-0.00618577j -0.0196444-0.00543337j 0.0194539-0.0515196j -0.0543357+0.00694669j -0.00143529+0.00236832j 0.00704946-0.0404329j 0.0129456+0.0458473j 0.012426-0.0214566j -0.0298885-0.0991659j -0.00178517-0.0969579j -0.0139869+0.0266812j -0.0317234+0.0539165j -0.00382273-0.0249586j -0.0061017-0.0200223j -0.00361896-0.0282195j -0.0131291-0.0161154j -0.0105063-0.0325825j -0.0516252+0.0301552j -0.0101089-0.0685973j 0.0286187+0.0129419j -0.0337576+0.000672371j 0.00955184-0.0177267j 0.0293514-0.00672598j 0.0175943+0.0124332j 0.00928964-0.0113933j 0.0119546+0.00652231j 
0.00274445-0.0566437j -0.00968311+0.0103574j 0.0336223-0.0277731j 0.00946135-0.0184463j -0.0556238-0.0394508j -0.020914+0.0660199j 0.0145195+0.0180991j -0.0295032+0.0203415j -0.0569002+0.0976761j 0.071819+0.000648876j 0.00258007+0.0538781j 0.0313168+0.0267501j 0.0274437+0.00617725j -0.0840877+0.0649119j 0.000316067-5.75928e-16j 0.0134861-0.0804777j 0.0644468+0.0704981j -0.0726573-0.0451421j -0.0388814-0.0030098j -0.0242811-0.0295708j -0.00194807+0.0557224j -0.0264079+0.0157013j 0.0100863-0.0341858j -0.0251291-0.0147143j -0.0768027-0.00086593j -0.0256855-0.0319719j -0.0489375+0.0567987j 0.0297026-0.0119339j -0.0607214+0.00022796j 0.0320148+0.0487967j -0.0130263+0.00416316j -0.0206539-0.0245235j 0.110759-0.00421813j 0.0734367-0.147867j 0.00416203+0.0366043j 0.0653283-0.146454j 0.0744776+0.0762493j -0.059939-0.00989907j -0.0555598-0.198714j 0.064592+0.0972977j 0.102649-0.0315521j -0.135132+0.00301257j -0.0386161-0.0437797j -0.0566827-0.0561786j 0.105985+0.0352799j -0.0477129-0.0548234j -0.0447969-0.0182382j 0.0756083+0.0557939j -0.00424328-0.017494j -0.00795212+0.0311347j 0.00231188+0.00203173j 0.00745108+0.0624417j 0.015767+0.0690041j 0.0121354+0.0422441j -0.0701719+0.0922854j -0.0521557+0.0569665j -0.0123711+0.0901739j -0.0946218-0.158763j 0.032411-0.159158j -0.00359463-0.0833418j -0.0814654-0.0505371j -0.0781206+0.03391j 0.0950266+0.12474j -0.0649185-0.0258418j -0.0556167-0.0582822j -0.0425509+0.05891j 0.0141715+0.0072424j 0.0419415-0.174697j 0.114728+0.0896097j 
-0.0241245+0.0331411j -0.0622018+0.038715j 0.0434154+0.0668068j 0.000536907-0.024288j -0.0493131-0.0139898j 0.0713618-0.0569627j -0.0149235+0.0599798j 0.0985245-0.0222301j 0.0105836-0.0159165j 0.00674687+0.00624888j 0.039121+0.0149654j 0.00421-0.0914965j 0.0401695+0.177791j 0.0306927-0.0761585j 0.0134861+0.0804777j 0.079858+4.71845e-16j 0.0184142+0.177485j 0.0331765-0.06179j -0.0418361+0.0949397j 0.0373781+0.00975006j -0.00307762+0.0147405j -0.0913116+0.077796j -0.0579933+0.0568167j 0.0321301+0.0683513j 0.00799564-0.120546j 0.0101427-0.0121849j -0.0237416-0.0163667j -0.0757475-0.0421163j 0.000857531-0.0673963j 0.0510853-0.00374408j 0.00807216+0.138874j -0.058175+0.150399j -0.0625687-0.0823269j -0.0169107-0.0333222j -0.0602552-0.014579j 0.0463004+0.0192465j -0.0344229+0.0230601j -0.0297997-0.0507833j 0.0373062+0.0157983j 0.000253734+0.029159j 0.134933+0.139811j 0.00164531-0.18856j -0.0179313-0.025936j -0.0354712-0.0255018j 0.00849232+0.000719084j -0.0941082-0.0406951j -0.101889-0.0598457j 0.0209905-0.0128104j -0.0575582+0.0626238j -0.033318+0.110158j 0.0277666+0.031902j -0.045256-0.00530072j -0.0370298-0.0014294j -0.0384447+0.0371821j -0.0505445-0.0651924j 0.0269215-0.0808281j 0.105316-0.0733447j 0.0418861-0.113068j 0.0665513+0.0233867j 0.0121859-0.115162j -0.013578+0.0536513j -0.0382043+0.0724661j 0.0082007+0.101612j -0.063143-0.103114j -0.0384196-0.00355752j -0.0264849-0.0931237j 0.0835644-0.0516954j -0.0136249-0.0950478j 0.0748547-0.0829977j 
0.0132061-0.00308399j 0.0429646-0.00169612j -0.0138813+0.0288853j -0.0184432-0.0371533j 0.0949072+0.0637786j 0.0243823-0.0297313j 0.0105374-0.0231987j 0.0137755+0.0617596j 0.00553669+0.0874244j -0.0682695-0.0397061j 0.0568604+0.0674792j 0.0424665-0.00759638j -0.029243-0.00463802j 0.00952647-0.0457111j 0.0644468-0.0704981j 0.0184142-0.177485j 0.0397606-2.28637e-15j 0.051343+0.0429151j 0.00125849+0.0535829j 0.0744641+0.0363865j 0.0122634+0.0625583j 0.0269001+0.00677116j -0.066845+0.0612483j 0.0650584+0.0677679j -0.0233177-0.0298769j -0.00343905+0.0173473j 0.0180061+0.0123229j 0.110689-0.0473556j -0.0170595-0.0587809j 0.00336799+0.063228j 0.0372537+0.0482032j 0.00857424-0.0916793j 0.0307332+0.0411421j 0.0589869-0.067547j 0.0334315-0.0326275j -0.0123077+0.0773046j 0.000674339+0.0268817j 0.065479+0.0845582j 0.0348802-0.0498913j -0.0185237-0.0222348j -0.110399-0.00447771j 0.0786449+0.0253262j -0.00932287-0.076587j 0.153672+0.0462897j -0.0690505+0.054077j -0.0100979-0.0690367j 0.0593114-0.029814j 0.0055943+0.00507744j 0.0201483+0.0166924j -0.0151741-0.0274293j 0.0205599-0.0664599j 0.0461708+0.00903609j 0.0315028+0.0145375j -0.10475-0.0466736j -0.0478222+0.0631377j -0.0859425-0.0917916j -0.0275407+0.069267j 0.0591022-0.0762736j 0.0851469+0.0126918j 0.0433921+0.0589215j 0.0029962-0.0406749j 0.120649+0.0367633j -0.051182-0.0179872j 0.0251339+0.0735683j -0.0025928+0.0435803j -0.0541326-0.0509587j 0.0708998-0.00862046j -0.258064-0.0596322j -0.0273749-0.18579j 
0.00241265+0.0184974j 0.0476654-0.048699j -0.0657429+0.0437268j -0.0509438-0.0155276j 0.0106137-0.025588j 0.0399338-0.0233701j -0.00486683-0.0415421j 0.00718444-0.127347j -0.0288023+0.0564457j 0.0163985+0.0239194j -0.00929684-0.0312482j 0.104204+0.0255751j 0.00262704-0.0105856j -0.0039421-0.00343103j -0.0726573+0.0451421j 0.0331765+0.06179j 0.051343-0.0429151j -0.0403515-9.47853e-15j 0.00858713+0.0015098j 0.0208048-0.0640649j 0.0379709-0.0429753j 0.0807603-0.0223362j -0.0544306-0.0437479j -0.0268925-0.0404307j 0.00426361+0.0751841j 0.0163294-0.01194j 0.107535+0.012268j 0.0118265-0.00192749j 0.0261745-0.0350199j 0.059238-0.0304877j 0.0894587-0.0573945j -0.0915619-0.0497188j 0.0570177-0.12929j -0.0162979+0.000505344j -0.0167678-0.0221034j -0.0798964-0.0387526j -0.0376589+0.128682j -0.042457-0.000499269j -0.127982+0.0190493j 0.00713754+0.0767193j 0.045344-0.106748j 0.0802102+0.0598522j -0.00678377-0.0291458j -0.0112387-0.0312201j -0.000703736-0.0540722j -0.0471482+0.00691016j 0.0557583-0.0681759j -0.0354696+0.0725858j -0.0407785-0.00430995j -0.0192739-0.125194j 0.0523754+0.0352576j 0.0725152-0.00632424j 0.00610916-0.0267154j 0.0404054+0.0289689j 0.0628909-0.016513j 0.0234155+0.00114103j -0.0193575+0.00402814j 0.000381714+0.0504389j 0.166133+0.0439468j -0.0804267-0.0752536j 0.00938231-0.00431812j 0.0538377-0.000695336j 0.0918583+0.0465315j -0.0397777+0.0679889j 0.103602-0.0323766j -0.0284708+0.0542571j 0.0460877+0.0497385j -0.0743836-0.111428j 0.157608+0.0455214j 
0.0208284-0.0356891j 0.0229819+0.0614144j 0.00317812-0.0484376j -0.0750746+0.0786597j 0.0527852-0.0536755j 0.0323371+0.0118431j -0.04359-0.0688932j -0.00712585+0.0694812j 0.0115049-0.00807999j 0.0891038-0.0600474j -0.0243221+0.000921169j 0.00713232+0.0690858j 3.24448e-05-0.0166575j -0.00364416+0.0348454j -0.0388814+0.0030098j -0.0418361-0.0949397j 0.00125849-0.0535829j 0.00858713-0.0015098j -0.0795122+4.96825e-15j 0.0790186+0.0312202j -0.00916087+0.134017j 0.0157338+0.0183639j 0.0821542+0.0105778j -0.144772+0.035967j -0.083934+0.0038355j -0.0234206+0.114746j 0.0255734+0.0319537j -0.0338395+0.0557235j 0.0225628+0.00488329j -0.0548232-0.0460555j -0.0289535+0.0373784j 0.121186+0.0294585j 0.0055027+0.0342948j 0.0274755+0.103711j 0.011961-0.0492331j -0.00282303+0.0426447j -0.0264559-0.0889311j 0.0876894-0.0817316j -0.0784394-0.00290767j -0.122059-0.0368446j 0.00406948+0.00761713j -0.045492-0.0626563j 0.016526-0.0177911j 0.00613246-0.0414313j -0.0322596+0.147777j 0.0246865-0.189279j 0.0182604+0.0384178j 0.0196659+0.0992545j -0.00125453+0.00345061j 0.000450907-0.0803173j -0.0262963-0.0301514j -0.0351826-0.00947528j 0.0317076+0.0584877j -0.0250232-0.0734708j -0.0491723+0.0724743j 0.0401108+0.0743647j 0.0909322+0.0426113j 0.0909948-0.0167902j 0.0370872-0.061657j -0.0519001+0.00328583j -0.0235591-0.00542j 0.0793823-0.0512462j -0.0775862-0.125416j -0.135989+0.227089j 0.013343-0.00576277j -0.109329+0.0632726j 0.0287273+0.182243j 0.101215+0.0098071j -0.0138746+0.0679202j 
-0.00456479-0.0600378j 0.0448561+0.00886966j 0.0147606-0.0144214j -0.0388441-0.0577401j 0.0292229+0.0760491j 0.0578185-0.0476922j 0.10662+0.0936511j -0.0358535+0.00547968j -0.0634733+0.016238j -0.00358775+0.0212256j 0.162398+0.0775201j -0.0392612+0.0758946j 0.0800612+0.0552679j -0.0155459-0.139163j -0.0242811+0.0295708j 0.0373781-0.00975006j 0.0744641-0.0363865j 0.0208048+0.0640649j 0.0790186-0.0312202j -0.0238068+4.16334e-16j 0.0895292+0.0668856j 0.019898-0.0143771j 0.0011739+0.0293608j -0.0138355+0.00837824j -0.0433632+0.0151992j 0.00640227+0.000778041j 0.00399614+0.0196245j -0.0224175+0.0956772j -0.0057792+0.0626492j 0.0132302+0.00206027j -0.0169094+0.0188806j 0.0737576-0.0222329j 0.0894789+0.0222606j 0.0945298-0.0703873j -0.036079-0.142077j 0.0861131-0.0265338j -0.203449-0.0854074j 0.0966489+0.0479633j 0.0466694+0.0567148j -0.0860983+0.138496j -0.106192+0.0421025j 0.0260111+0.0945597j 0.131394+0.0221129j 0.0429071+0.0344846j -0.0628886-0.0193168j 0.00271731-0.0109389j -0.0504617+0.0630341j -0.0812006-0.0486588j -0.0268176-0.0569371j -0.00634867-0.0251174j -0.016584-0.019781j 0.0885518+0.0823889j 0.0401577-0.0157239j -0.0185027+0.0806084j -0.0184352+0.100649j -0.0318652+0.0636955j 0.00180226-0.103713j -0.0172964-0.0390169j -0.0742718+0.0890296j -0.0264651-0.000130456j -0.0802169+0.0650479j 0.065368+0.108342j -0.0402576-0.005628j 0.00850621+0.0448774j 0.0946572-0.0760553j 0.0350923+0.0126518j -0.00029409-0.00172044j -0.0377654-0.00126943j -0.122796+0.0356234j 
0.0371814-0.0313193j 0.0387716-0.0256024j 0.0384665+0.00362862j 0.0165419+0.0588148j -0.0437061+0.0733123j -0.00621285-0.0422411j -0.0474116+0.00683365j 0.0227873+0.0901425j 0.0133869-0.0206491j -0.00964168-0.0297302j 0.0039292+0.0527662j -0.020932-0.0710419j -0.00323607-0.071848j -0.0410738+0.0487987j -0.00194807-0.0557224j -0.00307762-0.0147405j 0.0122634-0.0625583j 0.0379709+0.0429753j -0.00916087-0.134017j 0.0895292-0.0668856j 0.017923-2.35922e-15j 0.00608951-0.0054227j -0.098318+0.026936j -0.0279962-0.0122494j -0.00946041+0.025769j -0.0418018-0.087985j 0.00162874+0.0318908j -0.0150808+0.100449j 0.014451+0.0172185j 0.0475014+0.00323924j -0.0377695+0.0564991j 0.0163158-0.0396947j 0.15888+0.043572j 0.0545251+0.0732511j 0.141564-0.183964j 0.0500103-0.0819346j 0.158201-0.0147461j 0.0068473-0.00835827j -0.0874506+0.0366201j -0.0119864-0.0502162j 0.0966691+0.00707696j -0.0442966-0.106494j 0.00767671-0.0427769j 0.0283734+0.0949001j -0.00820895+0.0162454j 0.0822666+0.0058869j -0.0123796+0.0279485j -0.0588556-0.0621363j 0.119135-0.0723012j -0.000178889-0.0456007j 0.0357778+0.0361228j 0.0452691+0.0562346j -0.114494-0.170865j -0.113484+0.0960078j 0.0162807-0.112264j 0.0596686-0.03992j 0.0824105-0.111472j 0.0156402-0.0657262j 0.0105929-0.0228403j 0.0539254-0.0964476j -0.073062+0.076558j -0.00480487-0.0204922j 0.0898952-0.073233j -0.0107241-0.144607j 0.137815-0.132086j 0.109714+0.0275369j -0.0624123-0.0145482j -0.00878626-0.0612549j 0.047689-0.0223721j 
-0.00731642-0.00783676j -0.0367263+0.0387932j 0.0777197+0.00329553j 0.00825941-0.0575763j 0.00815739+0.0268608j -0.0656627-0.0174243j 0.0180528-0.0892441j 0.0521679+0.178889j 0.084468-0.0737435j -0.0878087-0.0312771j 0.0133499-0.0547413j -0.0369265-0.00479491j -0.0930269-0.0573925j -0.0845648+0.0255206j -0.0264079-0.0157013j -0.0913116-0.077796j 0.0269001-0.00677116j 0.0807603+0.0223362j 0.0157338-0.0183639j 0.019898+0.0143771j 0.00608951+0.0054227j 0.0169724+1.45717e-15j 0.0118496-0.0427j -0.081705-0.0142191j 0.0933514+0.0497045j -0.0183591+0.0752425j 0.00117157+0.0164075j -0.0538498-0.0291684j 0.0849814-0.0877385j -0.0219196+0.013211j -0.0667256-0.0376871j 0.133692-0.0503106j 0.0413319-0.158436j -0.0260908-0.00339282j -0.106889+0.0240559j 0.027287-0.0427291j -0.122847-0.0313299j 0.0661307-0.0360672j -0.0232766+0.00726158j 0.0483626+0.019947j -0.0491489+0.0242807j 0.0846579-0.0761934j -0.0234127-0.00652102j -0.0154788-0.0401209j 0.0656258+0.0659759j -0.0102105+0.00131448j 0.0269235+0.0592647j 0.000769177+0.000152318j -0.0949058-0.0911039j 0.0632439-0.0027254j 0.0875945-0.0323573j 0.0544168+0.0193136j -0.00615292-0.0783695j 0.0104954+0.16906j -0.0445724-0.0216782j -0.00844009+0.00442579j 0.171557-0.0937831j -0.0572171+0.0403326j 0.16559-0.0508009j 0.0816356+0.0131149j 0.0507489+0.0668701j 0.0560706+0.125369j 0.0472825-0.0909307j -0.134363-0.0258136j 0.0460877+0.108438j 0.132271+0.0280482j -0.00210954+0.0670453j -0.0235155+0.0308062j 0.0173026-0.045753j 
0.0128965+0.0368074j -0.0327519-0.0360883j 0.0388279-0.0815989j -0.0330846+0.0103825j 0.0232873+0.111141j -0.0103797-0.0522098j 0.0222745-0.00486457j -0.0147394-0.066343j -0.0193586+0.115504j -0.0649162+0.0826729j 0.0702944+0.121675j 0.00331752-0.00892062j -0.00883913-0.00613854j 0.0384647-0.130446j 0.0100863+0.0341858j -0.0579933-0.0568167j -0.066845-0.0612483j -0.0544306+0.0437479j 0.0821542-0.0105778j 0.0011739-0.0293608j -0.098318-0.026936j 0.0118496+0.0427j -0.152881+4.69069e-14j -0.125829-0.11127j -0.0896541-0.0614507j -0.000976467-0.0387055j -0.0357377-0.0927173j -0.00381741-0.00333611j 0.0520043-0.00585611j 0.133248-0.00651638j 0.0441948+0.0257828j -0.181271-0.0547448j 0.0159065+0.076626j 0.112327-0.053271j 0.0650265+0.0443021j 0.108321+0.0472181j -0.0205717+0.031855j 0.0506021-0.0130648j 0.194349-0.129443j -0.0257833+0.0125097j -0.101877-0.0694704j -0.013884-0.0232565j -0.0402306+0.0893165j 0.150702+0.044491j 0.0438713-0.00286492j -0.0747089+0.0690818j 0.0105141-0.0166117j 0.0101291+0.0459737j -0.0133542-0.0120558j -0.0274847-0.0138158j 0.0494337-0.0445888j -0.0355936-0.0547573j 0.0223749+0.0424079j 0.0238505-0.0200162j -0.0945082-0.00343824j 0.0145885+0.0478248j -0.00192445+0.056795j -0.0433782-0.0327074j 0.0584834-0.0884897j 0.0661676+0.0124342j 0.0457799-0.0675919j -0.0324244-0.00533165j 0.0193568-0.0946686j 0.0401044+0.0341756j -0.0335815+0.106875j -0.0102344+0.0344219j -0.000519318+0.00880891j 0.0679353+0.0360011j 0.0686534-0.0167001j 
-0.0027062+0.0158977j -0.0194518+0.0490954j 0.0215885+0.0619056j 0.0665453+0.0325672j -0.0112412+0.00471913j -0.0248782-0.0671888j -0.111882-0.0555949j 0.0618826-0.103536j 0.0458597+0.0321543j -0.0568533+0.0944833j -0.0405958+0.0792499j 0.0408506+0.0871787j -0.00674656+0.0375438j 0.0423491+0.0165315j -0.0251291+0.0147143j 0.0321301-0.0683513j 0.0650584-0.0677679j -0.0268925+0.0404307j -0.144772-0.035967j -0.0138355-0.00837824j -0.0279962+0.0122494j -0.081705+0.0142191j -0.125829+0.11127j -0.0374475+1.14631e-14j 0.0856956+0.000523749j 0.0649746+0.0734937j 0.00867461+0.0870863j -0.0529304-0.0732287j -0.0583137+0.114132j 0.020259+0.0672039j 0.0915372-0.156763j -0.0424271-0.0607999j 0.0430032-0.0772339j -0.0170127+0.0181285j 0.0932726-0.026073j 0.0387978+0.129837j -0.0806146+0.0224871j 0.00785597+0.166801j -0.0233715+0.0337865j -0.0116574+0.000397181j 0.101722+0.122744j 0.11409+0.106472j 0.0137918-0.0553719j 0.113772+0.11253j 0.0540451-0.0327215j 0.0216745+0.00385774j -0.0293769-0.0411437j -0.0361083+0.00296758j -0.0546023+0.0747322j 0.0323762-0.00856773j -0.00113013+0.0299944j -0.0312113+0.0312922j -0.0389188+0.0633685j 0.0713823+0.123242j -0.0416803-0.0981044j -0.00814176+0.195331j -0.0234703+0.0444147j -0.0316231+0.053135j -0.0205667-0.0154475j -0.00232966-0.0883213j -0.112464-0.0225839j -0.0478128-0.0228265j 0.0448703-0.00336804j -0.0573195+0.0490138j 0.0117277-0.0637571j 0.000654407-0.0253252j 0.00293475+0.0362724j 0.0295076+0.0567274j 0.0514739-0.0224831j 
0.0234271+0.0206389j -0.0119196+0.0368992j 0.0372662+0.0411338j 0.000215864+0.0258589j -0.0470904-0.0132897j 0.0874167+0.0357682j 0.0211199-0.034578j 0.00509457-0.0867537j 0.0332096+0.0450219j 0.0550724-0.0410751j 0.0280427-0.0212415j 0.0214-0.0224771j 0.0466548+0.132038j 0.105832-0.0887699j -0.0768027+0.00086593j 0.00799564+0.120546j -0.0233177+0.0298769j 0.00426361-0.0751841j -0.083934-0.0038355j -0.0433632-0.0151992j -0.00946041-0.025769j 0.0933514-0.0497045j -0.0896541+0.0614507j 0.0856956-0.000523749j -0.0566554+8.61117e-15j 0.0183479-0.0741695j 0.014703+0.0501264j -0.0160012+0.0181029j -0.0300832-0.0654995j -0.0148303+0.0409374j 0.00943113+0.00834369j -0.056043+0.129453j 0.0323204+0.0442466j -0.0551378+0.0458019j 0.0634529-0.0593878j -0.0651323+0.0474824j 0.0177462-0.0065404j -0.00512352-0.057654j -0.02248-0.0781577j 0.0122379-0.0415144j -0.0552653+0.0243534j -0.0686283+0.0868929j 0.072575+0.0731938j -0.00931966+0.080313j -0.0492342-0.0277185j 0.0171913+0.0422467j 0.0218373-0.0490873j -0.0540317-0.00621017j -0.0025688-0.0617889j 0.0163173-0.0568199j 0.0134849-0.0288083j 0.0304883-0.038129j 0.0344937-0.00192619j -0.036461+0.0047162j 0.0924383+0.0215513j -0.0737012-0.0741828j -0.0107881-0.0336328j -0.00948242+0.0787879j -0.0612756-0.069717j 0.028836+0.0475299j -0.00926845+0.114862j 0.0060612-0.127404j 0.0222781-0.112739j -0.0383206-0.0120259j 0.0122321+0.0314809j -0.00623796-0.00934587j -0.0199503-0.0451062j 0.0148929+0.0359544j -0.0303713+0.00684227j 
